English Word	Valence	Arousal	Dominance	Azerbaijani Word
topple	0.198	0.820	0.573	yıxmaq
topside	0.708	0.466	0.598	üst tərəf
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	məşəl
torment	0.057	0.750	0.387	əzab
tormented	0.071	0.855	0.323	əzab çəkdi
torn	0.153	0.510	0.283	cırıq
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	fırlanma anı
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	qızğın
torsion	0.312	0.651	0.402	burulma
torso	0.408	0.394	0.473	gövdə
tort	0.229	0.635	0.455	dələduzluq
tortious	0.312	0.724	0.491	əzablı
tortoise	0.673	0.078	0.250	tısbağa
tortuous	0.194	0.755	0.382	əyri
torture	0.115	0.878	0.555	işgəncə
tortured	0.062	0.890	0.361	işgəncə verdi
toss	0.418	0.725	0.575	atmaq
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	ümumi
totality	0.688	0.443	0.717	cəmi
totally	0.820	0.422	0.702	tamamilə
tote	0.510	0.398	0.625	çanta
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	toxun
touchdown	0.667	0.770	0.586	toxunma
touched	0.592	0.380	0.404	toxundu
touching	0.760	0.439	0.491	toxunan
touchy	0.323	0.510	0.343	toxunan
tough	0.344	0.588	0.742	sərt
toughen	0.458	0.683	0.711	sərtləşdirmək
toughness	0.552	0.618	0.837	sərtlik
toupee	0.323	0.270	0.324	peruk
tour	0.663	0.545	0.543	tur
tourism	0.823	0.531	0.545	turizm
tourist	0.745	0.480	0.430	turist
tourmaline	0.448	0.513	0.441	turmalin
tournament	0.694	0.740	0.611	turnir
tourniquet	0.335	0.521	0.398	turniket
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	dartmaq
towel	0.630	0.208	0.286	dəsmal
tower	0.606	0.380	0.644	qala
towering	0.500	0.690	0.806	ucalan
town	0.551	0.299	0.627	şəhər
townhouse	0.622	0.400	0.443	qəsəbə evi
township	0.531	0.292	0.667	qəsəbə
townspeople	0.677	0.466	0.569	şəhər əhalisi
toxic	0.008	0.885	0.492	Toksik
toxicity	0.104	0.865	0.491	toksiklik
toxicology	0.302	0.736	0.574	toksikologiya
toxin	0.115	0.654	0.456	toksin
toy	0.878	0.420	0.275	oyuncaq
toymaker	0.755	0.510	0.536	oyuncaq ustası
trace	0.573	0.346	0.483	iz
traceable	0.602	0.370	0.535	izlənilə bilən
tracer	0.573	0.327	0.645	izləyici
traces	0.482	0.448	0.389	izlər
trachea	0.448	0.509	0.387	nəfəs borusu
tracing	0.418	0.591	0.565	izləmə
track	0.448	0.433	0.526	iz
tracker	0.398	0.744	0.731	izləyici
tract	0.406	0.422	0.339	traktat
tractable	0.635	0.500	0.469	çəkə bilən
traction	0.429	0.585	0.648	dartma
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	ticarət
trademark	0.667	0.344	0.750	ticarət nişanı
trader	0.562	0.632	0.854	tacir
tradesman	0.531	0.431	0.664	tacir
trading	0.635	0.602	0.705	ticarət
tradition	0.830	0.430	0.750	ənənə
traditional	0.677	0.221	0.604	ənənəvi
traffic	0.323	0.559	0.518	trafik
traffic light	0.490	0.469	0.479	işıqfor
trafficking	0.250	0.710	0.399	insan alveri
tragedies	0.100	0.910	0.442	faciələr
tragedy	0.052	0.843	0.340	faciə
tragic	0.048	0.904	0.396	faciəli
trail	0.600	0.322	0.455	iz
trailer	0.541	0.490	0.473	treyler
train	0.666	0.705	0.620	qatar
train set	0.604	0.598	0.464	qatar dəsti
trained	0.771	0.538	0.645	təlim keçmişdir
trainee	0.627	0.408	0.352	stajçı
trainer	0.698	0.719	0.824	məşqçi
training	0.714	0.776	0.788	təlim
trait	0.469	0.365	0.453	xüsusiyyət
traitor	0.112	0.796	0.491	satqın
traitorous	0.073	0.745	0.412	satqın
trajectory	0.653	0.558	0.779	trayektoriya
tram	0.667	0.628	0.492	tramvay
tramp	0.108	0.510	0.182	avara
trample	0.235	0.764	0.562	tapdalamaq
trampoline	0.604	0.690	0.391	trambolin
tramway	0.615	0.538	0.543	tramvay
trance	0.469	0.481	0.382	trans
tranquil	0.917	0.094	0.355	sakit
tranquility	0.840	0.135	0.442	əmin-amanlıq
tranquilizer	0.510	0.236	0.596	trankvilizator
transact	0.521	0.625	0.680	əməliyyat etmək
transaction	0.650	0.577	0.579	əməliyyat
transatlantic	0.724	0.596	0.706	transatlantik
transceiver	0.510	0.490	0.537	ötürücü
transcend	0.604	0.771	0.726	aşmaq
transcendence	0.656	0.608	0.754	transsendensiya
transcendent	0.667	0.600	0.824	transsendent
transcendental	0.635	0.652	0.842	transsendental
transcribe	0.500	0.394	0.573	transkripsiya etmək
transcriber	0.490	0.420	0.615	transkripsiya edən
transcript	0.639	0.398	0.528	transkript
transcription	0.592	0.455	0.615	transkripsiya
transfer	0.702	0.490	0.519	transfer
transference	0.592	0.294	0.551	köçürmə
transferred	0.480	0.450	0.409	köçürüldü
transfixed	0.427	0.660	0.528	köçürülmüşdür
transform	0.735	0.667	0.696	çevirmək
transformation	0.796	0.618	0.770	transformasiya
transformer	0.582	0.582	0.723	transformator
transfusion	0.417	0.730	0.557	transfuziya
transgression	0.158	0.890	0.611	pozuntu
transient	0.510	0.405	0.430	keçici
transistor	0.480	0.480	0.444	tranzistor
transit	0.439	0.590	0.588	tranzit
transition	0.605	0.561	0.558	keçid
transitional	0.573	0.472	0.491	keçid
transitive	0.479	0.377	0.414	keçidli
transitory	0.438	0.450	0.407	keçici
translate	0.604	0.423	0.462	tərcümə etmək
translation	0.633	0.435	0.598	tərcümə
translator	0.760	0.412	0.473	tərcüməçi
translocation	0.367	0.612	0.564	translokasiya
translucent	0.600	0.500	0.389	şəffaf
transmission	0.688	0.490	0.611	Transmissiya
transmit	0.836	0.581	0.673	ötürmək
transmitter	0.520	0.511	0.719	ötürücü
transmutation	0.438	0.740	0.737	çevrilmə
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	şəffaflıq
transparent	0.542	0.330	0.667	şəffaf
transplant	0.445	0.806	0.620	transplantasiya
transplantation	0.531	0.694	0.610	transplantasiya
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	nəqliyyat
transportation	0.667	0.560	0.472	nəqliyyat
transporter	0.615	0.625	0.750	daşıyıcı
transpose	0.440	0.585	0.467	köçürmək
transposition	0.312	0.451	0.555	transpozisiya
transsexual	0.264	0.815	0.423	transseksual
transverse	0.429	0.429	0.525	eninə
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	tələ
trapdoor	0.094	0.670	0.462	tələ qapısı
trapeze	0.542	0.625	0.566	trapesiya
trapped	0.135	0.615	0.380	tələyə düşdü
trapper	0.296	0.654	0.491	tələçi
trapping	0.333	0.621	0.491	tələyə salmaq
trappings	0.458	0.462	0.370	bəzəklər
traps	0.235	0.673	0.481	tələlər
trash	0.163	0.541	0.154	zibil
trashy	0.071	0.380	0.161	zibil
trauma	0.112	0.792	0.453	travma
traumatic	0.062	0.885	0.427	travmatik
travail	0.500	0.677	0.620	əziyyət
travel	0.931	0.689	0.535	səyahət
traveler	0.837	0.571	0.700	səyyah
traveling	0.900	0.750	0.582	səyahət
traverse	0.571	0.590	0.629	keçmək
travesty	0.354	0.644	0.407	travesti
trawl	0.255	0.590	0.464	trol
trawler	0.316	0.430	0.405	trol gəmisi
tray	0.549	0.250	0.345	nimçə
treacherous	0.112	0.815	0.402	xain
treachery	0.104	0.852	0.448	xəyanət
tread	0.510	0.520	0.426	basmaq
treadmill	0.459	0.636	0.436	qaçış yolu
treason	0.094	0.806	0.552	xəyanət
treasure	0.927	0.592	0.821	xəzinə
treasured	0.849	0.471	0.730	qiymətli
treasurer	0.694	0.456	0.755	xəzinədar
treasures	0.867	0.771	0.842	xəzinələri
treasury	0.812	0.541	0.736	xəzinə
treat	0.573	0.571	0.436	müalicə etmək
treatable	0.780	0.302	0.560	müalicə oluna bilən
treatise	0.604	0.407	0.613	traktat
treatment	0.663	0.386	0.620	müalicə
treaty	0.646	0.382	0.667	müqavilə
treble	0.358	0.471	0.466	üçqat
tree	0.670	0.118	0.442	ağac
trees	0.653	0.137	0.537	ağaclar
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	çardaq
tremble	0.177	0.878	0.388	titrəmək
trembling	0.177	0.824	0.324	titrək
tremendous	0.600	0.888	0.773	möhtəşəm
tremendously	0.719	0.722	0.661	son dərəcə
tremor	0.104	0.833	0.455	titrəmə
trench	0.429	0.760	0.429	xəndək
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trenddədir
trendy	0.713	0.520	0.536	moda
trepidation	0.582	0.594	0.464	qorxu
trespass	0.229	0.670	0.613	pozmaq
triad	0.469	0.413	0.528	triada
triage	0.398	0.433	0.479	triaj
trial	0.438	0.663	0.612	sınaq
triangle	0.562	0.269	0.352	üçbucaq
triangular	0.430	0.320	0.397	üçbucaqlı
triangulate	0.408	0.380	0.517	üçbucaqlı
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	qəbilə
tribe	0.664	0.486	0.516	qəbilə
tribulation	0.448	0.612	0.484	müsibət
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	qolu
tribute	0.684	0.573	0.700	hörmət
trick	0.542	0.700	0.409	hiylə
trickery	0.146	0.798	0.336	hiylə
trickle	0.500	0.196	0.231	damlama
trickster	0.375	0.680	0.446	hiyləgər
tricky	0.219	0.651	0.500	hiyləgər
tricycle	0.633	0.402	0.368	üç təkərli velosiped
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	xırdalıq
trifling	0.375	0.418	0.183	xırdalıq
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	tətik
trigonometry	0.396	0.400	0.616	triqonometriya
trillion	0.592	0.420	0.623	trilyon
trilogy	0.615	0.520	0.664	trilogiya
trim	0.500	0.466	0.430	kəsmək
trimester	0.783	0.336	0.538	trimestr
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	kəsmə
trine	0.396	0.365	0.317	üçlü
trinity	0.635	0.346	0.660	üçlük
trinket	0.521	0.352	0.368	zinət əşyası
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	səfər
tripartite	0.500	0.480	0.539	üçtərəfli
tripe	0.312	0.361	0.438	işgəncə
triple	0.585	0.385	0.481	üçqat
triplet	0.622	0.510	0.618	üçlü
triplicate	0.684	0.545	0.717	üç nüsxə
tripod	0.406	0.388	0.483	ştativ
tripping	0.276	0.594	0.293	büdrəmə
trite	0.458	0.418	0.290	bayağı
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	zəfər
triumphant	0.949	0.837	0.972	qalib
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	əhəmiyyətsiz
troll	0.378	0.627	0.327	trol
trolley	0.562	0.558	0.464	arabası
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	qoşun
trooper	0.458	0.694	0.713	əsgər
troops	0.385	0.718	0.804	qoşunlar
trophy	0.947	0.643	0.676	kubok
tropic	0.740	0.529	0.536	tropik
tropical	0.740	0.461	0.509	tropik
tropics	0.740	0.383	0.412	tropiklər
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	problem
troubled	0.167	0.627	0.385	narahat
troublemaker	0.260	0.900	0.596	problem yaradan
troubles	0.051	0.854	0.269	çətinliklər
troublesome	0.283	0.894	0.404	əziyyətli
trough	0.500	0.308	0.340	nov
troupe	0.625	0.406	0.557	truppa
trousers	0.625	0.314	0.442	şalvar
trout	0.516	0.387	0.298	alabalıq
trowel	0.470	0.418	0.250	mala
truce	0.688	0.441	0.453	atəşkəs
truck	0.531	0.368	0.546	yük maşını
trucker	0.494	0.609	0.500	yük maşını sürücüsü
truckload	0.480	0.450	0.534	yük maşını yükü
truculent	0.210	0.731	0.498	qəddar
true	0.896	0.436	0.777	doğru
truelove	0.860	0.600	0.587	Əsl sevgi
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	həqiqətçilik
trump	0.640	0.716	0.898	Tramp
trumpet	0.573	0.570	0.393	truba
trumpeter	0.673	0.600	0.676	trubaçı
truncate	0.323	0.600	0.412	kəsmək
truncated	0.316	0.602	0.439	kəsilmiş
trundle	0.507	0.270	0.414	döngə
trunk	0.271	0.167	0.404	gövdə
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	güvən
trustee	0.531	0.442	0.658	qəyyum
trusting	0.857	0.508	0.750	güvənmək
trustworthy	0.969	0.315	0.824	etibarlı
trusty	0.863	0.398	0.696	etibarlı
truth	0.971	0.400	0.685	həqiqət
truthful	0.708	0.467	0.807	dürüst
truthfulness	0.920	0.549	0.808	doğruluq
try	0.604	0.551	0.556	cəhd edin
tryout	0.459	0.539	0.472	cəhd
tryouts	0.490	0.602	0.594	sınaq imtahanları
tsunami	0.042	0.944	0.684	sunami
tub	0.449	0.235	0.265	çəllək
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	boru
tuberculosis	0.214	0.519	0.424	vərəm
tubing	0.438	0.363	0.358	boru
tubular	0.458	0.361	0.464	boruşəkilli
tubule	0.500	0.330	0.333	borucuq
tuck	0.367	0.473	0.361	tutmaq
tucker	0.475	0.558	0.429	taker
tuesday	0.469	0.184	0.330	çərşənbə axşamı
tufted	0.500	0.510	0.406	pətəkli
tug	0.320	0.604	0.558	dartmaq
tugboat	0.271	0.510	0.652	yedək gəmisi
tuition	0.531	0.372	0.436	təhsil haqqı
tulip	0.730	0.189	0.356	lalə
tumble	0.276	0.556	0.272	yıxılmaq
tumbler	0.520	0.260	0.352	stəkan
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	qarın
tumor	0.102	0.664	0.324	şiş
tumour	0.092	0.627	0.464	şiş
tumult	0.271	0.640	0.636	təlatüm
tumultuous	0.208	0.622	0.590	gurultulu
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	tənzimlənə bilən
tune	0.708	0.479	0.426	melodiya
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	tənzimləmə
tunnel	0.312	0.490	0.412	tunel
turban	0.469	0.386	0.426	türban
turbidity	0.184	0.607	0.393	bulanıqlıq
turbine	0.520	0.549	0.575	turbin
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulentlik
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	çəmən
turkey	0.634	0.245	0.247	hindi
turmeric	0.542	0.316	0.312	zerdeçal
turmoil	0.198	0.888	0.417	qarışıqlıq
turn	0.531	0.398	0.482	çevirmək
turnaround	0.560	0.654	0.407	fırlanmaq
turned	0.630	0.538	0.583	çevrildi
turning	0.510	0.684	0.420	fırlanma
turnip	0.561	0.183	0.254	şalgam
turnkey	0.531	0.382	0.427	açar təslim
turnoff	0.312	0.560	0.327	söndür
turnout	0.641	0.692	0.898	seçici fəallığı
turnover	0.490	0.392	0.512	dövriyyəsi
turnpike	0.459	0.434	0.462	dönərxana
turntable	0.531	0.455	0.406	dönər masa
turpentine	0.320	0.539	0.571	skipidar
turquoise	0.786	0.226	0.357	firuzəyi
turret	0.494	0.500	0.588	qüllə
turtle	0.291	0.102	0.271	tısbağa
turtleneck	0.583	0.398	0.327	tısbağası
tussle	0.333	0.919	0.691	çəkişmə
tutelage	0.393	0.442	0.609	qəyyumluq
tutor	0.750	0.346	0.826	tərbiyəçi
tutoring	0.663	0.402	0.702	repetitorluq
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smokin
tuxedo	0.694	0.354	0.519	smokin
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	iki
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	çimdik
tweed	0.510	0.440	0.412	tüvit
tweet	0.659	0.490	0.537	tvit
tweezers	0.493	0.408	0.295	cımbız
twelfth	0.521	0.292	0.527	on ikinci
twelve	0.490	0.298	0.412	on iki
twentieth	0.469	0.297	0.346	iyirminci
twenty	0.520	0.292	0.286	iyirmi
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	budaq
twilight	0.622	0.341	0.633	alacakaranlıq
twill	0.449	0.415	0.353	dimi
twin	0.688	0.363	0.453	əkiz
twine	0.521	0.380	0.337	iplik
twinge	0.316	0.720	0.471	qıvrım
twinkle	0.719	0.724	0.610	parıldamaq
twins	0.760	0.473	0.602	əkizlər
twirl	0.552	0.647	0.409	burulmaq
twist	0.375	0.469	0.337	bükmək
twisted	0.071	0.736	0.311	burulmuş
twister	0.330	0.680	0.647	qıvrım
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	seğirmək
twitching	0.292	0.700	0.482	seğirmə
twitchy	0.094	0.918	0.281	seğirmə
two	0.520	0.200	0.404	iki
two step	0.583	0.314	0.327	iki addım
twofaced	0.387	0.620	0.384	ikiüzlü
twofold	0.573	0.333	0.551	ikiqat
twosome	0.583	0.544	0.500	ikili
tycoon	0.682	0.596	0.867	maqnat
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	növü
typewriter	0.542	0.373	0.418	yazı makinası
typhoid	0.265	0.458	0.401	tifo
typhoon	0.323	0.796	0.697	tayfun
typical	0.635	0.206	0.426	tipik
typically	0.569	0.377	0.559	adətən
typist	0.551	0.559	0.528	makinaçı
typo	0.224	0.415	0.255	yazı səhvi
typography	0.480	0.334	0.574	tipoqrafiya
tyrannical	0.167	0.860	0.731	tiran
tyranny	0.112	0.792	0.705	tiranlıq
tyrant	0.115	0.850	0.683	tiran
tyre	0.480	0.358	0.407	şin
ubiquitous	0.635	0.571	0.884	hər yerdə
ubiquity	0.578	0.490	0.595	hər yerdə
ugliness	0.094	0.407	0.267	çirkinlik
ugly	0.167	0.630	0.254	çirkin
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	xora
ulterior	0.375	0.509	0.490	gizli
ultimate	0.648	0.645	0.544	son
ultimately	0.385	0.480	0.558	sonda
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	son
ultrasound	0.573	0.594	0.600	ultrasəs
ultraviolet	0.604	0.448	0.673	ultrabənövşəyi
umbilical	0.398	0.406	0.333	göbək
umbra	0.408	0.400	0.337	çətir
umbrella	0.583	0.246	0.255	çətir
umpire	0.520	0.592	0.755	hakim
umpteen	0.510	0.460	0.611	onsuz
unabashed	0.292	0.614	0.488	utanmadan
unabated	0.532	0.420	0.466	dayanmadan
unable	0.132	0.459	0.193	bacarmaz
unacceptable	0.133	0.479	0.330	qəbuledilməzdir
unaccompanied	0.292	0.376	0.297	müşayiətsiz
unaccountable	0.180	0.600	0.543	məsuliyyətsiz
unaccounted	0.410	0.338	0.361	hesabsız
unacknowledged	0.240	0.269	0.116	tanınmayan
unadulterated	0.570	0.420	0.528	qatqısız
unaffected	0.542	0.265	0.571	təsirsiz
unafraid	0.500	0.520	0.655	qorxmadan
unaided	0.290	0.410	0.336	yardımsız
unaltered	0.571	0.269	0.598	dəyişdirilməmiş
unambiguous	0.406	0.390	0.578	birmənalı
unanimity	0.490	0.407	0.706	yekdillik
unanimous	0.656	0.380	0.682	yekdilliklə
unanimously	0.686	0.333	0.738	yekdilliklə
unannounced	0.240	0.588	0.291	xəbərsiz
unanswered	0.276	0.361	0.219	cavabsız
unanticipated	0.255	0.775	0.327	gözlənilməz
unappreciated	0.143	0.431	0.209	qiymətləndirilməyən
unapproved	0.184	0.471	0.254	təsdiqlənməmiş
unarmed	0.427	0.420	0.241	silahsız
unassisted	0.302	0.320	0.211	yardımsız
unassuming	0.490	0.230	0.471	təvazökar
unattached	0.192	0.439	0.283	bağlanmamış
unattainable	0.220	0.635	0.571	əlçatmaz
unattended	0.255	0.400	0.167	nəzarətsiz
unattractive	0.177	0.307	0.208	cəlbedici deyil
unauthorized	0.260	0.448	0.259	icazəsiz
unavailable	0.323	0.281	0.159	mövcud deyil
unavoidable	0.350	0.580	0.445	qaçılmaz
unaware	0.208	0.355	0.310	xəbərsiz
unbalanced	0.302	0.596	0.343	balanssız
unbearable	0.125	0.798	0.447	dözülməz
unbeatable	0.735	0.719	0.681	məğlubedilməz
unbeaten	0.854	0.760	0.828	məğlubedilməz
unbecoming	0.123	0.471	0.288	yaraşmayan
unbelief	0.265	0.582	0.407	imansızlıq
unbelievable	0.771	0.790	0.717	inanılmaz
unbiased	0.625	0.378	0.618	qərəzsiz
unborn	0.312	0.300	0.216	doğulmamış
unbound	0.354	0.402	0.283	bağlanmayan
unbounded	0.646	0.600	0.736	sərhədsiz
unbreakable	0.653	0.573	0.759	qırılmaz
unbridled	0.396	0.759	0.448	cilovsuz
unbroken	0.550	0.224	0.602	qırılmamış
unbutton	0.479	0.539	0.311	düyməsini açın
uncalled	0.344	0.294	0.222	çağırılmamış
uncanny	0.469	0.461	0.430	qeyri-adi
uncaring	0.177	0.245	0.321	qayğısız
uncensured	0.438	0.649	0.509	senzurasız
uncertain	0.363	0.500	0.164	qeyri-müəyyən
uncertainty	0.064	0.494	0.282	qeyri-müəyyənlik
unchallenged	0.552	0.394	0.545	mübahisəsiz
unchangeable	0.375	0.442	0.709	dəyişməz
unchanged	0.490	0.204	0.237	dəyişməz
uncharted	0.188	0.406	0.413	kəşf edilməmiş
uncherished	0.250	0.412	0.280	baxımsız
uncivilized	0.133	0.600	0.400	mədəniyyətsiz
unclaimed	0.316	0.346	0.278	iddiasız
uncle	0.653	0.255	0.578	əmi
unclean	0.133	0.529	0.134	natəmiz
unclear	0.229	0.463	0.202	aydın deyil
uncomfortable	0.188	0.610	0.214	narahat
uncommon	0.459	0.429	0.373	qeyri-adi
uncommonly	0.626	0.490	0.778	qeyri-adi
uncomplicated	0.740	0.260	0.453	mürəkkəbsiz
uncompromising	0.320	0.531	0.613	barışmaz
unconcerned	0.562	0.283	0.298	qayğısız
unconditional	0.760	0.493	0.715	qeyd-şərtsiz
unconfirmed	0.334	0.321	0.339	təsdiqlənməmiş
unconnected	0.188	0.265	0.213	əlaqəsiz
unconscionable	0.208	0.618	0.429	vicdansız
unconscious	0.240	0.356	0.195	bihuş
unconsciousness	0.177	0.440	0.121	şüursuzluq
unconstitutional	0.230	0.588	0.491	konstitusiyaya ziddir
unconstrained	0.653	0.640	0.635	məhdudiyyətsiz
uncontested	0.510	0.471	0.689	mübahisəsiz
uncontrollable	0.265	0.790	0.626	nəzarətsiz
uncontrolled	0.188	0.891	0.544	nəzarətsiz
unconventional	0.177	0.509	0.288	qeyri-ənənəvi
unconvinced	0.409	0.458	0.228	inandırıcı olmayan
unconvincing	0.190	0.532	0.144	inandırıcı olmayan
uncooked	0.312	0.321	0.241	bişməmiş
uncooperative	0.250	0.422	0.246	qeyri-kooperativ
uncorrelated	0.333	0.327	0.316	əlaqəsiz
uncouth	0.080	0.761	0.350	nadinc
uncover	0.771	0.552	0.648	açmaq
uncritical	0.480	0.367	0.412	tənqidi olmayan
uncut	0.448	0.422	0.278	kəsilməmiş
undead	0.367	0.635	0.406	ölməmiş
undecided	0.286	0.433	0.127	qərarsız
undefeated	0.833	0.752	0.825	məğlubedilməz
undefined	0.260	0.418	0.350	müəyyən edilməmiş
undeniable	0.552	0.473	0.778	danılmaz
underage	0.469	0.461	0.300	yetkinlik yaşına çatmayan
underbelly	0.406	0.423	0.361	qarınaltı
undercover	0.388	0.627	0.483	gizli
undercurrent	0.357	0.582	0.520	alt cərəyan
underdog	0.250	0.410	0.226	zəif
underestimate	0.413	0.464	0.193	az qiymətləndirmək
undergo	0.398	0.554	0.339	keçir
undergraduate	0.583	0.500	0.559	bakalavr
underground	0.396	0.455	0.452	yeraltı
underhanded	0.188	0.415	0.527	əlaltı
underlay	0.521	0.365	0.458	altlıq
underlie	0.323	0.378	0.275	altındadır
underline	0.480	0.412	0.509	altını çiz
underlying	0.480	0.445	0.452	əsasında
undermine	0.316	0.491	0.413	sarsıtmaq
undermined	0.365	0.409	0.394	sarsıdılmış
underneath	0.450	0.265	0.158	altında
underpaid	0.146	0.413	0.209	az ödənilmiş
underpants	0.448	0.473	0.276	alt şalvar
underprivileged	0.167	0.449	0.172	imtiyazsız
underrated	0.208	0.520	0.333	aşağı qiymətləndirilir
underscore	0.375	0.275	0.306	vurğulamaq
undersea	0.545	0.490	0.425	dənizaltı
undersecretary	0.459	0.377	0.594	müşaviri
undersized	0.316	0.425	0.298	kiçik ölçülü
understaffed	0.148	0.444	0.302	kadr çatışmazlığı
understand	0.760	0.374	0.643	başa düşmək
understandable	0.776	0.363	0.566	başa düşülən
understanding	0.865	0.304	0.689	anlayış
understatement	0.347	0.480	0.473	aşağı ifadə
understood	0.780	0.441	0.686	başa düşdü
understudy	0.378	0.402	0.420	ikinci tələbə
undertake	0.796	0.702	0.754	öhdəsinə götürmək
undertaker	0.363	0.696	0.611	icraçı
undertaking	0.667	0.530	0.696	öhdəliyi
undertow	0.327	0.639	0.231	sualtı
underwear	0.610	0.546	0.375	alt paltarı
underwood	0.510	0.453	0.510	ağacaltı
underworld	0.177	0.676	0.613	yeraltı dünya
underwrite	0.416	0.520	0.423	anderrayter
underwriter	0.571	0.327	0.620	anderrayter
undeserved	0.219	0.552	0.283	layiq deyil
undesirable	0.177	0.644	0.260	arzuolunmaz
undesired	0.156	0.441	0.235	arzuolunmaz
undetectable	0.438	0.539	0.604	aşkar edilməyən
undetected	0.224	0.304	0.268	aşkarlanmamış
undetermined	0.265	0.256	0.353	qeyri-müəyyən
undeveloped	0.292	0.330	0.254	inkişaf etməmiş
undignified	0.122	0.627	0.308	şərəfsiz
undirected	0.330	0.417	0.310	istiqamətsiz
undisclosed	0.479	0.361	0.314	açıqlanmayan
undiscovered	0.438	0.347	0.261	kəşf edilməmiş
undisputed	0.646	0.588	0.673	mübahisəsiz
undisturbed	0.725	0.287	0.434	narahatsız
undivided	0.510	0.380	0.490	bölünməmiş
undo	0.365	0.444	0.349	ləğv edin
undoing	0.219	0.452	0.298	ləğv etmək
undoubted	0.592	0.461	0.740	şübhəsiz
undress	0.438	0.900	0.336	soyunmaq
undressed	0.375	0.755	0.356	soyundu
undue	0.156	0.573	0.318	yersiz
undying	0.708	0.500	0.773	ölməz
unearned	0.177	0.340	0.213	qazanılmamış
unearth	0.427	0.635	0.545	üzə çıxarmaq
uneasiness	0.190	0.798	0.241	narahatlıq
uneasy	0.115	0.598	0.349	narahat
uneducated	0.177	0.350	0.246	təhsilsiz
unemployed	0.094	0.481	0.230	işsiz
unemployment	0.094	0.400	0.297	işsizlik
unencumbered	0.604	0.280	0.472	yüksüz
unending	0.385	0.519	0.454	bitməyən
unequal	0.118	0.433	0.202	qeyri-bərabər
unequalled	0.562	0.470	0.769	bərabərsiz
unequivocal	0.604	0.415	0.615	birmənalı
unequivocally	0.521	0.668	0.554	birmənalı olaraq
unethical	0.104	0.433	0.269	qeyri-etik
uneven	0.125	0.457	0.240	qeyri-bərabər
uneventful	0.510	0.343	0.410	hadisəsiz
unexpected	0.500	0.720	0.333	gözlənilməz
unexpectedly	0.354	0.759	0.462	gözlənilmədən
unexplainable	0.260	0.448	0.610	izaholunmaz
unexplained	0.271	0.531	0.349	izahsız
unexplored	0.401	0.640	0.388	araşdırılmamış
unfailing	0.625	0.635	0.594	sarsılmaz
unfair	0.173	0.472	0.190	ədalətsiz
