English Word	Valence	Arousal	Dominance	Icelandic Word
testicular	0.388	0.680	0.453	eistum
testify	0.521	0.650	0.741	bera vitni
testimonial	0.541	0.538	0.750	vitnisburður
testimony	0.615	0.578	0.643	vitnisburður
testosterone	0.573	0.840	0.775	testósterón
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	stífkrampa
tether	0.323	0.620	0.407	tjóðra
tethered	0.260	0.472	0.351	tjóðraðir
tetrahedral	0.595	0.468	0.423	fjórþunga
text	0.604	0.157	0.402	texti
textbook	0.622	0.235	0.526	kennslubók
textile	0.604	0.235	0.395	textíl
textural	0.660	0.296	0.445	áferðarfallegt
texture	0.615	0.215	0.412	áferð
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	þakka
thankful	0.969	0.344	0.714	þakklátur
thankgod	0.823	0.451	0.466	Guði sé lof
thanking	0.917	0.538	0.658	þakka
thankless	0.146	0.500	0.497	vanþakklátur
thanks	0.918	0.472	0.461	takk fyrir
thanksalot	0.908	0.428	0.525	Kærar þakkir
thanksgiving	0.927	0.449	0.637	þakkargjörð
thankyougod	0.900	0.446	0.651	Takk fyrir Guð
thankyoujesus	0.878	0.406	0.604	takk Jesús
thankyoulord	0.809	0.388	0.466	þakka þér fyrir
thatch	0.337	0.245	0.161	þekju
thatmoment	0.667	0.389	0.340	það augnablik
thaumaturgy	0.510	0.546	0.618	blóðþurrð
thaw	0.438	0.321	0.327	þíða
theater	0.760	0.635	0.516	leikhús
theatrical	0.720	0.690	0.546	leikrænt
theatrics	0.694	0.539	0.486	leiklist
thebest	0.760	0.596	0.719	besta
theft	0.135	0.867	0.394	þjófnaði
theism	0.460	0.431	0.481	guðfræði
theistic	0.397	0.365	0.509	guðfræði
thelife	0.688	0.566	0.629	lífið
thelittlethings	0.571	0.240	0.324	litlu hlutirnir
theme	0.541	0.176	0.427	þema
theocracy	0.490	0.427	0.722	guðveldi
theocratic	0.380	0.480	0.605	guðræðislegur
theologian	0.521	0.304	0.759	guðfræðingur
theological	0.480	0.363	0.683	guðfræðileg
theology	0.448	0.330	0.711	guðfræði
theorem	0.500	0.296	0.615	setningu
theoretical	0.615	0.270	0.546	fræðilegt
theory	0.583	0.314	0.529	kenning
therapeutic	0.625	0.275	0.680	meðferðarlegt
therapeutics	0.552	0.343	0.625	meðferðaraðferðir
therapist	0.468	0.430	0.679	meðferðaraðili
therapy	0.490	0.353	0.607	meðferð
thereabouts	0.427	0.365	0.285	þar um bil
thereof	0.542	0.265	0.281	þar af
therewith	0.462	0.317	0.398	þar með
thermal	0.480	0.360	0.509	hitauppstreymi
thermocouple	0.406	0.406	0.422	hitaeining
thermodynamics	0.510	0.594	0.678	varmafræði
thermometer	0.400	0.327	0.473	hitamælir
thermos	0.582	0.255	0.328	hitabrúsa
thermostat	0.439	0.480	0.321	hitastillir
thesaurus	0.520	0.480	0.509	samheitaorðabók
thesis	0.583	0.582	0.552	ritgerð
thick	0.449	0.433	0.596	þykkt
thicken	0.406	0.398	0.509	þykkna
thickening	0.448	0.355	0.434	þykknun
thicket	0.385	0.373	0.324	kjarri
thickness	0.552	0.370	0.443	þykkt
thief	0.088	0.888	0.443	þjófur
thigh	0.469	0.433	0.588	læri
thimble	0.490	0.192	0.218	fingurfingur
thin	0.469	0.337	0.356	þunnt
thing	0.449	0.222	0.260	hlutur
things	0.519	0.250	0.368	hlutir
thingy	0.458	0.312	0.158	hlutur
think	0.786	0.408	0.618	hugsa
thinker	0.706	0.386	0.764	hugsuður
thinking	0.720	0.308	0.595	hugsun
third	0.551	0.187	0.304	þriðja
thirds	0.402	0.327	0.345	þriðju
thirst	0.298	0.519	0.307	þorsta
thirsty	0.281	0.660	0.310	þyrstir
thirteen	0.459	0.385	0.331	þrettán
thirteenth	0.408	0.330	0.425	þrettánda
thirty	0.562	0.349	0.316	þrjátíu
thistle	0.427	0.423	0.357	þistill
thither	0.500	0.270	0.316	þangað
thong	0.467	0.596	0.269	striga
thorn	0.296	0.541	0.427	þyrnir
thorny	0.177	0.690	0.500	þyrnum stráð
thorough	0.467	0.350	0.558	ítarlegur
thoroughbred	0.669	0.740	0.716	hreinræktaður
thoroughfare	0.582	0.481	0.490	umferðargötu
thought	0.780	0.315	0.571	hugsaði
thoughtful	0.667	0.290	0.527	hugsi
thoughtfulness	0.867	0.269	0.667	hugulsemi
thoughtless	0.194	0.580	0.452	hugsunarlaus
thoughts	0.745	0.382	0.691	hugsanir
thousand	0.663	0.355	0.480	þúsund
thrash	0.260	0.510	0.472	þras
thread	0.646	0.184	0.209	þráður
threat	0.135	0.865	0.667	hótun
threaten	0.104	0.958	0.590	hóta
threatened	0.052	0.928	0.354	hótað
threatening	0.071	0.875	0.652	ógnandi
three	0.653	0.225	0.377	þrír
threefold	0.521	0.400	0.534	þríþætt
threesome	0.490	0.676	0.560	þríhyrningur
thresh	0.490	0.417	0.500	þreskja
threshold	0.531	0.519	0.575	þröskuldur
thrice	0.469	0.442	0.462	þrisvar sinnum
thrift	0.760	0.217	0.649	sparsemi
thrifty	0.604	0.380	0.676	sparsamur
thrill	0.888	0.837	0.711	unaður
thrilled	0.898	0.818	0.807	spenntur
thriller	0.490	0.796	0.645	spennumynd
thrilling	0.930	0.827	0.782	æsispennandi
thrive	0.948	0.529	0.772	dafna
thriving	0.865	0.521	0.779	blómstrar
throat	0.350	0.538	0.346	hálsi
throb	0.500	0.673	0.556	dunka
throbbing	0.645	0.808	0.491	dunandi
throes	0.146	0.760	0.235	þrár
throne	0.724	0.606	0.887	Hásæti
throng	0.480	0.810	0.706	mannfjöldi
throttle	0.562	0.804	0.750	inngjöf
throw	0.344	0.770	0.623	kasta
throwback	0.280	0.454	0.356	afturhvarf
thrower	0.470	0.690	0.717	kastari
thrown	0.500	0.550	0.619	kastað
thrush	0.306	0.490	0.454	þröstur
thrust	0.510	0.647	0.663	þrýsti
thruster	0.698	0.812	0.719	skrúfuvél
thud	0.255	0.686	0.620	dynja
thug	0.240	0.882	0.667	þrjótur
thumb	0.673	0.271	0.361	þumalfingur
thumbprint	0.510	0.347	0.451	þumalfingur
thump	0.280	0.792	0.608	dunka
thumper	0.354	0.623	0.457	þruma
thumping	0.214	0.755	0.566	dúndrandi
thunder	0.296	0.916	0.526	þruma
thunderbolt	0.418	0.719	0.642	þrumufleygur
thunderclap	0.390	0.833	0.607	þruma
thundering	0.337	0.778	0.700	þrumandi
thunderstorm	0.135	0.860	0.784	þrumuveður
thunderstruck	0.194	0.716	0.509	þrumuskot
thwart	0.281	0.684	0.409	hindra
thx	0.562	0.425	0.461	takk
thyme	0.561	0.255	0.325	timjan
thyroid	0.234	0.455	0.373	skjaldkirtill
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tík
tick	0.521	0.386	0.412	merkið
ticked	0.469	0.386	0.455	merkt við
ticker	0.479	0.471	0.509	auðkenni
ticket	0.684	0.387	0.434	miða
tickle	0.760	0.727	0.342	kitla
tickled	0.755	0.707	0.364	kitlaði
ticklish	0.823	0.814	0.345	kitlandi
tidal	0.592	0.539	0.519	sjávarfalla
tidal wave	0.240	0.894	0.736	flóðbylgja
tidbit	0.552	0.382	0.385	smáræði
tide	0.541	0.556	0.420	fjöru
tidings	0.610	0.510	0.694	tíðindi
tidy	0.760	0.208	0.647	snyrtilegur
tie	0.663	0.464	0.431	jafntefli
tier	0.520	0.245	0.560	flokki
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tígrisdýr
tighten	0.388	0.487	0.627	herða
tightness	0.344	0.606	0.759	þéttleika
tightrope	0.354	0.653	0.279	spennu
tights	0.583	0.343	0.269	sokkabuxur
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	flísar
tiling	0.600	0.330	0.315	flísalögn
till	0.490	0.327	0.319	till
tillage	0.552	0.591	0.540	jarðvinnslu
tiller	0.448	0.410	0.290	stýrimaður
tilt	0.365	0.549	0.463	halla
tilting	0.459	0.384	0.340	halla
timber	0.332	0.202	0.386	timbri
timberland	0.550	0.415	0.571	timburland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	tíma
timeless	0.408	0.468	0.583	tímalaus
timeliness	0.760	0.404	0.582	tímanleika
timely	0.865	0.387	0.591	tímanlega
timeout	0.344	0.433	0.322	Hlé
timepiece	0.650	0.279	0.461	klukka
timer	0.469	0.433	0.500	tímamælir
times	0.490	0.279	0.439	sinnum
timetable	0.561	0.189	0.491	stundatöflu
timewasters	0.391	0.535	0.291	tímasóun
timid	0.327	0.276	0.132	huglítill
timidity	0.333	0.358	0.153	feimni
timing	0.521	0.311	0.577	tímasetningu
tin	0.469	0.370	0.217	tini
tincture	0.440	0.360	0.402	veig
tine	0.438	0.373	0.284	tind
tinfoil	0.448	0.284	0.311	álpappír
tinge	0.469	0.292	0.264	blær
tingle	0.460	0.560	0.264	náladofi
tingling	0.427	0.615	0.340	náladofi
tinker	0.396	0.528	0.275	fikta
tinkering	0.531	0.490	0.448	fikta
tinkle	0.562	0.529	0.356	tindra
tinkling	0.612	0.530	0.324	klingjandi
tinnitus	0.384	0.536	0.411	eyrnasuð
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	blær
tiny	0.479	0.196	0.125	pínulítið
tip	0.708	0.221	0.518	þjórfé
tipper	0.427	0.571	0.431	tippari
tipster	0.490	0.462	0.490	ráðgjafi
tipsy	0.510	0.625	0.570	áberandi
tiptoe	0.510	0.490	0.407	á tánum
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	dekk
tired	0.125	0.317	0.191	þreyttur
tiredness	0.387	0.408	0.242	þreytu
tiredofit	0.300	0.270	0.204	þreytafit
tireless	0.657	0.750	0.645	óþreytandi
tiresome	0.240	0.542	0.153	þreytulegt
tiring	0.153	0.510	0.176	þreytandi
tissue	0.558	0.236	0.345	vefjum
tistheseason	0.646	0.548	0.435	tíunda árstíð
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	títan
titanic	0.427	0.786	0.795	títanískt
titanium	0.520	0.470	0.704	títan
tithe	0.507	0.276	0.385	tíund
title	0.708	0.356	0.574	titill
titled	0.677	0.240	0.658	titlaður
titty	0.561	0.548	0.294	tuttugu
titular	0.704	0.385	0.760	titlaður
toad	0.302	0.452	0.196	padda
toast	0.740	0.382	0.356	ristað brauð
toaster	0.542	0.337	0.387	brauðrist
toasty	0.698	0.461	0.396	brauð
tobacco	0.327	0.546	0.387	tóbak
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	í dag
toddler	0.812	0.469	0.368	smábarn
toe	0.406	0.221	0.293	tá
toenail	0.530	0.380	0.306	tánögl
toffee	0.658	0.510	0.396	karamellu
tofu	0.521	0.330	0.283	tófú
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	saman
togetherness	0.906	0.360	0.635	samveru
toil	0.558	0.510	0.583	strit
toilet	0.490	0.290	0.233	salerni
toils	0.480	0.710	0.482	strit
token	0.510	0.418	0.414	tákn
tolerable	0.750	0.350	0.374	þolanlegt
tolerance	0.875	0.206	0.649	umburðarlyndi
tolerant	0.765	0.192	0.618	umburðarlyndur
tolerate	0.724	0.430	0.588	þola
toleration	0.776	0.442	0.727	umburðarlyndi
toll	0.296	0.422	0.453	tollur
tomahawk	0.510	0.642	0.504	Tomahawk
tomato	0.550	0.183	0.275	tómatar
tomatoes	0.615	0.240	0.272	tómatar
tomb	0.112	0.500	0.343	gröf
tombstone	0.204	0.441	0.311	legsteinn
tomcat	0.520	0.412	0.386	kátur
tome	0.429	0.316	0.492	mér
tomorrow	0.792	0.377	0.407	á morgun
ton	0.560	0.418	0.604	tonn
tone	0.551	0.355	0.411	tón
toner	0.448	0.300	0.368	andlitsvatn
tong	0.475	0.480	0.370	töng
tongs	0.500	0.459	0.321	töng
tongue	0.542	0.432	0.482	tungu
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonn
tonsils	0.347	0.373	0.283	hálskirtlar
toocold	0.420	0.550	0.379	of kalt
tool	0.490	0.350	0.594	verkfæri
toolbox	0.531	0.316	0.472	verkfærakistu
tooling	0.510	0.406	0.634	verkfæri
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	tútta
tooth	0.439	0.250	0.367	tönn
toothache	0.188	0.853	0.412	tannpína
toothbrush	0.517	0.330	0.321	tannbursta
toothed	0.449	0.394	0.352	tennt
toothless	0.312	0.541	0.272	tannlaus
toothpaste	0.510	0.290	0.371	tannkrem
toothpick	0.561	0.216	0.185	tannstöngli
toots	0.552	0.480	0.451	títur
top	0.760	0.400	0.554	efst
topaz	0.643	0.325	0.384	tópas
topic	0.520	0.276	0.427	umræðuefni
topical	0.561	0.340	0.500	málefnalegt
topless	0.625	0.765	0.414	topplaus
topographic	0.604	0.378	0.558	staðfræðilegt
topographical	0.438	0.350	0.538	staðfræðilegt
topography	0.469	0.357	0.506	staðfræði
topple	0.198	0.820	0.573	velta
topside	0.708	0.466	0.598	efri hlið
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	kyndill
torment	0.057	0.750	0.387	kvöl
tormented	0.071	0.855	0.323	kvalinn
torn	0.153	0.510	0.283	rifið
tornado	0.260	0.896	0.784	hvirfilbyl
torpedo	0.219	0.794	0.707	tundurskeyti
torque	0.466	0.375	0.406	tog
torrent	0.541	0.745	0.676	straumur
torrid	0.281	0.625	0.517	hryllilegur
torsion	0.312	0.651	0.402	snúningur
torso	0.408	0.394	0.473	bol
tort	0.229	0.635	0.455	skaðabótarétt
tortious	0.312	0.724	0.491	skaðabótaskyldur
tortoise	0.673	0.078	0.250	skjaldbaka
tortuous	0.194	0.755	0.382	snúið
torture	0.115	0.878	0.555	pyntingar
tortured	0.062	0.890	0.361	pyntaður
toss	0.418	0.725	0.575	kasta
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	alls
totality	0.688	0.443	0.717	heild
totally	0.820	0.422	0.702	algerlega
tote	0.510	0.398	0.625	tösku
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	snerta
touchdown	0.667	0.770	0.586	snertilending
touched	0.592	0.380	0.404	snert
touching	0.760	0.439	0.491	snerta
touchy	0.323	0.510	0.343	viðkvæmt
tough	0.344	0.588	0.742	harður
toughen	0.458	0.683	0.711	herða
toughness	0.552	0.618	0.837	hörku
toupee	0.323	0.270	0.324	toupe
tour	0.663	0.545	0.543	ferð
tourism	0.823	0.531	0.545	ferðaþjónustu
tourist	0.745	0.480	0.430	ferðamaður
tourmaline	0.448	0.513	0.441	túrmalín
tournament	0.694	0.740	0.611	mót
tourniquet	0.335	0.521	0.398	túrtappa
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	draga
towel	0.630	0.208	0.286	handklæði
tower	0.606	0.380	0.644	turn
towering	0.500	0.690	0.806	gnæfandi
town	0.551	0.299	0.627	bæ
townhouse	0.622	0.400	0.443	raðhús
township	0.531	0.292	0.667	bæjarfélagi
townspeople	0.677	0.466	0.569	bæjarbúar
toxic	0.008	0.885	0.492	eitrað
toxicity	0.104	0.865	0.491	eiturhrif
toxicology	0.302	0.736	0.574	eiturefnafræði
toxin	0.115	0.654	0.456	eiturefni
toy	0.878	0.420	0.275	leikfang
toymaker	0.755	0.510	0.536	leikfangasmiður
trace	0.573	0.346	0.483	rekja
traceable	0.602	0.370	0.535	rekjanlegur
tracer	0.573	0.327	0.645	rekjaefni
traces	0.482	0.448	0.389	ummerki
trachea	0.448	0.509	0.387	barka
tracing	0.418	0.591	0.565	rekja
track	0.448	0.433	0.526	lag
tracker	0.398	0.744	0.731	rekja spor einhvers
tract	0.406	0.422	0.339	svæði
tractable	0.635	0.500	0.469	viðráðanleg
traction	0.429	0.585	0.648	grip
tractor	0.449	0.580	0.619	traktor
trade	0.561	0.544	0.690	viðskipti
trademark	0.667	0.344	0.750	vörumerki
trader	0.562	0.632	0.854	svikari
tradesman	0.531	0.431	0.664	iðnaðarmaður
trading	0.635	0.602	0.705	skipta
tradition	0.830	0.430	0.750	hefð
traditional	0.677	0.221	0.604	hefðbundin
traffic	0.323	0.559	0.518	umferð
traffic light	0.490	0.469	0.479	umferðarljós
trafficking	0.250	0.710	0.399	mansali
tragedies	0.100	0.910	0.442	hörmungar
tragedy	0.052	0.843	0.340	harmleikur
tragic	0.048	0.904	0.396	hörmulegt
trail	0.600	0.322	0.455	slóð
trailer	0.541	0.490	0.473	kerru
train	0.666	0.705	0.620	lest
train set	0.604	0.598	0.464	lestarsett
trained	0.771	0.538	0.645	þjálfaðir
trainee	0.627	0.408	0.352	nemi
trainer	0.698	0.719	0.824	þjálfari
training	0.714	0.776	0.788	þjálfun
trait	0.469	0.365	0.453	skipta
traitor	0.112	0.796	0.491	svikari
traitorous	0.073	0.745	0.412	svikull
trajectory	0.653	0.558	0.779	braut
tram	0.667	0.628	0.492	sporvagn
tramp	0.108	0.510	0.182	flakkari
trample	0.235	0.764	0.562	traðka
trampoline	0.604	0.690	0.391	trampólín
tramway	0.615	0.538	0.543	sporbraut
trance	0.469	0.481	0.382	trans
tranquil	0.917	0.094	0.355	rólegur
tranquility	0.840	0.135	0.442	ró
tranquilizer	0.510	0.236	0.596	róandi lyf
transact	0.521	0.625	0.680	eiga viðskipti
transaction	0.650	0.577	0.579	viðskipti
transatlantic	0.724	0.596	0.706	yfir Atlantshafið
transceiver	0.510	0.490	0.537	senditæki
transcend	0.604	0.771	0.726	stíga yfir mörk
transcendence	0.656	0.608	0.754	yfirgengi
transcendent	0.667	0.600	0.824	yfirgengileg
transcendental	0.635	0.652	0.842	yfirskilvitlegt
transcribe	0.500	0.394	0.573	afrita
transcriber	0.490	0.420	0.615	umritari
transcript	0.639	0.398	0.528	afrit
transcription	0.592	0.455	0.615	umritun
transfer	0.702	0.490	0.519	flytja
transference	0.592	0.294	0.551	yfirfærslu
transferred	0.480	0.450	0.409	flutt
transfixed	0.427	0.660	0.528	umbundinn
transform	0.735	0.667	0.696	breyta
transformation	0.796	0.618	0.770	umbreytingu
transformer	0.582	0.582	0.723	spenni
transfusion	0.417	0.730	0.557	blóðgjöf
transgression	0.158	0.890	0.611	brot
transient	0.510	0.405	0.430	skammvinn
transistor	0.480	0.480	0.444	smári
transit	0.439	0.590	0.588	flutningur
transition	0.605	0.561	0.558	umskipti
transitional	0.573	0.472	0.491	bráðabirgðaskipti
transitive	0.479	0.377	0.414	breytileg
transitory	0.438	0.450	0.407	tímabundið
translate	0.604	0.423	0.462	þýða
translation	0.633	0.435	0.598	þýðing
translator	0.760	0.412	0.473	þýðandi
translocation	0.367	0.612	0.564	flutningur
translucent	0.600	0.500	0.389	hálfgagnsær
transmission	0.688	0.490	0.611	smit
transmit	0.836	0.581	0.673	senda
transmitter	0.520	0.511	0.719	sendi
transmutation	0.438	0.740	0.737	umbreytingu
transom	0.375	0.385	0.417	þverskip
transparency	0.847	0.260	0.587	gagnsæi
transparent	0.542	0.330	0.667	gagnsæ
transplant	0.445	0.806	0.620	ígræðslu
transplantation	0.531	0.694	0.610	ígræðslu
transponder	0.564	0.575	0.565	senditæki
transport	0.613	0.627	0.605	flutninga
transportation	0.667	0.560	0.472	samgöngur
transporter	0.615	0.625	0.750	flutningsmaður
transpose	0.440	0.585	0.467	yfirfæra
transposition	0.312	0.451	0.555	lögleiðing
transsexual	0.264	0.815	0.423	kynkynhneigð
transverse	0.429	0.429	0.525	þversum
transvestite	0.270	0.675	0.373	transvestít
trap	0.104	0.610	0.391	gildru
trapdoor	0.094	0.670	0.462	fallhurð
trapeze	0.542	0.625	0.566	trapisa
trapped	0.135	0.615	0.380	föst
trapper	0.296	0.654	0.491	veiðimaður
trapping	0.333	0.621	0.491	gildra
trappings	0.458	0.462	0.370	gripir
traps	0.235	0.673	0.481	gildrur
trash	0.163	0.541	0.154	rusl
trashy	0.071	0.380	0.161	rusl
trauma	0.112	0.792	0.453	áverka
traumatic	0.062	0.885	0.427	áverka
travail	0.500	0.677	0.620	erfiði
travel	0.931	0.689	0.535	ferðast
traveler	0.837	0.571	0.700	ferðamaður
traveling	0.900	0.750	0.582	Ferðast
traverse	0.571	0.590	0.629	fara yfir
travesty	0.354	0.644	0.407	svik
trawl	0.255	0.590	0.464	troll
trawler	0.316	0.430	0.405	togara
tray	0.549	0.250	0.345	bakki
treacherous	0.112	0.815	0.402	svikul
treachery	0.104	0.852	0.448	svik
tread	0.510	0.520	0.426	troða
treadmill	0.459	0.636	0.436	hlaupabretti
treason	0.094	0.806	0.552	landráð
treasure	0.927	0.592	0.821	fjársjóður
treasured	0.849	0.471	0.730	dýrmæt
treasurer	0.694	0.456	0.755	gjaldkeri
treasures	0.867	0.771	0.842	gersemar
treasury	0.812	0.541	0.736	ríkissjóðs
treat	0.573	0.571	0.436	skemmtun
treatable	0.780	0.302	0.560	meðhöndlaðar
treatise	0.604	0.407	0.613	ritgerð
treatment	0.663	0.386	0.620	meðferð
treaty	0.646	0.382	0.667	sáttmála
treble	0.358	0.471	0.466	þrefaldur
tree	0.670	0.118	0.442	tré
trees	0.653	0.137	0.537	tré
trek	0.469	0.530	0.535	trekk
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	skjálfa
trembling	0.177	0.824	0.324	skjálfandi
tremendous	0.600	0.888	0.773	stórkostlegt
tremendously	0.719	0.722	0.661	gríðarlega
tremor	0.104	0.833	0.455	skjálfti
trench	0.429	0.760	0.429	skurður
trend	0.625	0.458	0.706	stefna
trending	0.750	0.472	0.600	vinsælt
trendy	0.713	0.520	0.536	töff
trepidation	0.582	0.594	0.464	hrollur
trespass	0.229	0.670	0.613	brot
triad	0.469	0.413	0.528	þríhyrningur
triage	0.398	0.433	0.479	þrígang
trial	0.438	0.663	0.612	réttarhöld
triangle	0.562	0.269	0.352	þríhyrningur
triangular	0.430	0.320	0.397	þríhyrningslaga
triangulate	0.408	0.380	0.517	þríhyrningur
triathlon	0.521	0.853	0.663	þríþraut
tribal	0.417	0.404	0.482	ættbálka
tribe	0.664	0.486	0.516	ættbálkur
tribulation	0.448	0.612	0.484	þrenging
tribunal	0.410	0.670	0.797	dómstóll
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	þverá
tribute	0.684	0.573	0.700	virðing
trick	0.542	0.700	0.409	brellu
trickery	0.146	0.798	0.336	brögð
trickle	0.500	0.196	0.231	drulla
trickster	0.375	0.680	0.446	Svikahrappur
tricky	0.219	0.651	0.500	erfiður
tricycle	0.633	0.402	0.368	þríhjól
trident	0.403	0.606	0.609	þríhyrningur
trifle	0.271	0.296	0.221	smáræði
trifling	0.375	0.418	0.183	smáræði
trig	0.438	0.417	0.415	trigg
trigger	0.271	0.804	0.660	kveikja
trigonometry	0.396	0.400	0.616	hornafræði
trillion	0.592	0.420	0.623	trilljón
trilogy	0.615	0.520	0.664	þríleikur
trim	0.500	0.466	0.430	snyrta
trimester	0.783	0.336	0.538	þriðjungi
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	snyrtingu
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	þrenning
trinket	0.521	0.352	0.368	gripur
trio	0.521	0.613	0.473	tríó
trip	0.875	0.643	0.538	ferð
tripartite	0.500	0.480	0.539	þríhliða
tripe	0.312	0.361	0.438	trippi
triple	0.585	0.385	0.481	þrefaldur
triplet	0.622	0.510	0.618	þríbura
triplicate	0.684	0.545	0.717	þrírit
tripod	0.406	0.388	0.483	þrífótur
tripping	0.276	0.594	0.293	trippi
trite	0.458	0.418	0.290	töff
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	sigur
triumphant	0.949	0.837	0.972	sigursæll
trivia	0.690	0.490	0.473	smáatriði
trivial	0.406	0.387	0.337	léttvægt
troll	0.378	0.627	0.327	tröll
trolley	0.562	0.558	0.464	vagn
trombone	0.562	0.500	0.500	básúnu
troop	0.375	0.696	0.750	lið
trooper	0.458	0.694	0.713	hermaður
troops	0.385	0.718	0.804	hermenn
trophy	0.947	0.643	0.676	bikar
tropic	0.740	0.529	0.536	hitabelti
tropical	0.740	0.461	0.509	suðrænum
tropics	0.740	0.383	0.412	hitabelti
trot	0.531	0.664	0.396	brokk
trouble	0.135	0.811	0.452	vandræði
troubled	0.167	0.627	0.385	vandræðalegur
troublemaker	0.260	0.900	0.596	vandræðagemsi
troubles	0.051	0.854	0.269	vandræði
troublesome	0.283	0.894	0.404	vandræðalegt
trough	0.500	0.308	0.340	trog
troupe	0.625	0.406	0.557	leikhópur
trousers	0.625	0.314	0.442	buxur
trout	0.516	0.387	0.298	silungur
trowel	0.470	0.418	0.250	spaða
truce	0.688	0.441	0.453	vopnahlé
truck	0.531	0.368	0.546	vörubíll
trucker	0.494	0.609	0.500	vörubílstjóri
truckload	0.480	0.450	0.534	vörubílsfarm
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	satt
truelove	0.860	0.600	0.587	sönn ást
truffle	0.677	0.323	0.418	truffla
truism	0.521	0.422	0.480	sannleiksgildi
trump	0.640	0.716	0.898	tromp
trumpet	0.573	0.570	0.393	trompet
trumpeter	0.673	0.600	0.676	trompetleikari
truncate	0.323	0.600	0.412	stytta
truncated	0.316	0.602	0.439	stytt
trundle	0.507	0.270	0.414	rúlla
trunk	0.271	0.167	0.404	skottinu
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	treysta
trustee	0.531	0.442	0.658	trúnaðarmaður
trusting	0.857	0.508	0.750	treystandi
trustworthy	0.969	0.315	0.824	áreiðanlegur
trusty	0.863	0.398	0.696	traustur
truth	0.971	0.400	0.685	sannleika
truthful	0.708	0.467	0.807	sannleikur
truthfulness	0.920	0.549	0.808	sannleiksgildi
try	0.604	0.551	0.556	reyna
tryout	0.459	0.539	0.472	prófa
tryouts	0.490	0.602	0.594	prufur
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	pottur
tuba	0.542	0.402	0.381	túba
tubby	0.427	0.423	0.353	kúbbi
tube	0.418	0.279	0.409	rör
tuberculosis	0.214	0.519	0.424	berkla
tubing	0.438	0.363	0.358	slöngur
tubular	0.458	0.361	0.464	pípulaga
tubule	0.500	0.330	0.333	píplu
tuck	0.367	0.473	0.361	tjútta
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	þriðjudag
tufted	0.500	0.510	0.406	tufted
tug	0.320	0.604	0.558	tog
tugboat	0.271	0.510	0.652	dráttarbátur
tuition	0.531	0.372	0.436	kennslu
tulip	0.730	0.189	0.356	túlípani
tumble	0.276	0.556	0.272	steypast
tumbler	0.520	0.260	0.352	krukkari
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	maga
tumor	0.102	0.664	0.324	æxli
tumour	0.092	0.627	0.464	æxli
tumult	0.271	0.640	0.636	órói
tumultuous	0.208	0.622	0.590	ólgusöm
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	Túnfiskur
tunable	0.510	0.364	0.582	stillanleg
tune	0.708	0.479	0.426	lag
tunic	0.531	0.248	0.391	kyrtill
tuning	0.719	0.390	0.635	stilla
tunnel	0.312	0.490	0.412	göng
turban	0.469	0.386	0.426	túrbani
turbidity	0.184	0.607	0.393	grugg
turbine	0.520	0.549	0.575	túrbínu
turbo	0.583	0.729	0.596	túrbó
turbulence	0.062	0.922	0.532	iðustreymi
turbulent	0.302	0.792	0.612	ólgandi
turd	0.240	0.519	0.383	djöfull
turf	0.531	0.192	0.295	torf
turkey	0.634	0.245	0.247	kalkúnn
turmeric	0.542	0.316	0.312	túrmerik
turmoil	0.198	0.888	0.417	órói
turn	0.531	0.398	0.482	snúa
