English Word	Valence	Arousal	Dominance	Luxembourgish Word
storage	0.698	0.406	0.564	Stockage
store	0.646	0.538	0.407	Buttek
storefront	0.580	0.217	0.457	storefront
storehouse	0.570	0.250	0.491	Lagerhaus
storeroom	0.560	0.217	0.588	Stockage
storing	0.630	0.378	0.548	späicheren
storm	0.188	0.940	0.543	Stuerm
storming	0.265	0.910	0.669	gestiermt
stormy	0.146	0.870	0.562	stiermesch
story	0.653	0.406	0.704	Geschicht
storybook	0.854	0.306	0.383	erzielenbuch
storyteller	0.730	0.357	0.462	erzieler
storytelling	0.643	0.375	0.472	erzielen
stound	0.490	0.473	0.446	stoungen
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	Uewen
stow	0.615	0.365	0.523	stoen
stowaway	0.224	0.481	0.357	stowaway
straddle	0.306	0.550	0.444	streiden
straighten	0.677	0.500	0.685	riichten
straightforward	0.780	0.150	0.380	riichtaus
straightway	0.667	0.444	0.565	direkt
strain	0.190	0.750	0.380	ustrengen
strained	0.122	0.656	0.580	ugestrach
strait	0.438	0.433	0.412	Strooss
straitjacket	0.224	0.719	0.579	straitjacket
straits	0.408	0.269	0.410	Stroossen
strand	0.396	0.406	0.538	streng
stranded	0.292	0.459	0.219	gestrand
strange	0.314	0.663	0.395	komesch
stranger	0.330	0.449	0.302	Friemen
strangle	0.094	0.927	0.527	erstécken
strangulation	0.040	0.886	0.542	Strangulatioun
strap	0.380	0.417	0.382	band
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	Schichten
strategic	0.786	0.708	0.861	strategesch
strategist	0.571	0.594	0.810	strategesch
strategy	0.704	0.667	0.858	Strategie
stratification	0.531	0.490	0.651	stratifikatioun
stratosphere	0.604	0.583	0.636	Stratosphär
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	Stréi
strawberry	0.833	0.270	0.336	Äerdbier
stray	0.133	0.760	0.281	streiden
streak	0.440	0.608	0.511	streck
streaked	0.458	0.426	0.393	gesträift
stream	0.449	0.537	0.559	stream
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	streamline
street	0.594	0.324	0.398	Strooss
streetcar	0.390	0.569	0.566	Stroossenauto
streetlight	0.673	0.268	0.390	Stroosseluucht
strength	0.802	0.682	0.858	Kraaft
strengthen	0.802	0.796	0.971	stäerken
strengthening	0.913	0.627	0.945	Stäerkung
strenuous	0.104	0.660	0.481	ustrengend
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	Stress
stressed	0.167	0.740	0.502	betount
stresses	0.115	0.817	0.396	betount
stressfree	0.833	0.080	0.528	stressfräi
stressful	0.153	0.873	0.389	stresseg
stressin	0.146	0.810	0.367	stressen
stressing	0.163	0.866	0.462	stresseg
stressrelief	0.627	0.417	0.475	Stressrelief
stretch	0.604	0.578	0.500	strecken
stretcher	0.438	0.196	0.295	Stretcher
stricken	0.163	0.720	0.368	getraff
strict	0.500	0.646	0.878	streng
stride	0.490	0.670	0.434	schratt
strife	0.344	0.898	0.630	Sträit
strike	0.271	0.811	0.571	streiken
strikeout	0.316	0.520	0.371	ausstrecken
striker	0.500	0.589	0.696	Stiermer
striking	0.357	0.827	0.657	opfälleg
strikingly	0.690	0.684	0.811	opfälleg
string	0.385	0.398	0.445	String
strings	0.457	0.292	0.355	Saiten
stringy	0.430	0.510	0.527	streng
strip	0.427	0.500	0.436	Sträif
stripe	0.629	0.302	0.361	Sträif
striped	0.344	0.373	0.385	gesträift
stripped	0.255	0.615	0.278	ofgerappt
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	ustriewen
strobe	0.490	0.633	0.537	Strobe
stroke	0.562	0.440	0.570	Schlaag
stroll	0.745	0.415	0.444	spadséieren
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	trëppelen
strong	0.912	0.745	0.895	staark
stronghold	0.708	0.636	0.954	Festung
strongly	0.630	0.817	0.885	staark
structural	0.582	0.425	0.690	strukturell
structure	0.562	0.356	0.712	Struktur
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	kämpfen
strut	0.580	0.480	0.464	strécken
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	gestoppt
stubble	0.333	0.442	0.264	stub
stubborn	0.157	0.702	0.575	haartnäckege
stubbornness	0.156	0.673	0.508	haartnäckege
stubby	0.417	0.370	0.393	stuff
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	festgehalen
stuckup	0.281	0.480	0.363	opgestoppt
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	studéiert
student	0.634	0.318	0.537	Schüler
studied	0.786	0.306	0.806	studéiert
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	studéieren
stuff	0.622	0.367	0.263	Saachen
stuffed animal	0.684	0.255	0.306	gestoppt Déier
stuffing	0.417	0.324	0.304	ausfëllen
stuffy	0.323	0.615	0.406	stuffy
stumble	0.153	0.716	0.259	stëppelen
stump	0.449	0.510	0.340	stomp
stumped	0.344	0.604	0.392	gestouss
stun	0.333	0.710	0.451	stoen
stunned	0.306	0.663	0.356	erstaunt
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	beandrockend
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	gestéiert
stuntman	0.490	0.482	0.500	stuntmann
stupefaction	0.294	0.704	0.480	Verstuerwen
stupefy	0.200	0.740	0.412	domm
stupendous	0.823	0.690	0.798	wonnerbar
stupid	0.133	0.510	0.200	domm
stupidity	0.060	0.418	0.151	Dommheet
stupidpeople	0.073	0.675	0.196	domm Leit
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	robust
sturgeon	0.417	0.473	0.465	Stéier
stutter	0.250	0.469	0.258	stotteren
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	Stil
styling	0.823	0.378	0.652	Styling
stylish	0.885	0.490	0.689	stylesch
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	souw
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomesch
subcommittee	0.396	0.467	0.600	Ënnercomité
subconscious	0.531	0.375	0.415	Ënnerbewosstsinn
subcutaneous	0.396	0.444	0.376	subkutan
subdivide	0.538	0.433	0.348	ënnerdeelen
subdivision	0.592	0.455	0.430	Ënnerdeelung
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	ënnerzegoen
subdued	0.236	0.463	0.223	gedämpft
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	Sujet
subjected	0.286	0.520	0.221	ënnerworf
subjection	0.354	0.408	0.539	Sujeten
subjective	0.510	0.350	0.432	subjektiv
subjugation	0.280	0.610	0.377	Ënneruerdnung
sublet	0.469	0.551	0.545	ënnerleien
sublevel	0.365	0.298	0.333	sublevel
sublimation	0.510	0.390	0.538	Sublimatioun
sublime	0.784	0.333	0.585	sublim
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	U-Boot
submerge	0.517	0.643	0.456	ënnerzegoen
submerged	0.337	0.528	0.357	ënnerdaach
submersible	0.406	0.459	0.540	submersible
submission	0.531	0.580	0.633	Soumissioun
submissive	0.480	0.217	0.173	submissive
submit	0.635	0.448	0.500	ofginn
submitting	0.667	0.610	0.611	ofginn
subordinate	0.276	0.392	0.121	ënnergeuerdnet
subordination	0.270	0.527	0.343	Ënneruerdnung
subplot	0.469	0.413	0.446	subplot
subpoena	0.281	0.634	0.555	Uruff
subscribe	0.660	0.344	0.591	abonnéieren
subscriber	0.562	0.398	0.570	Abonnent
subscription	0.583	0.333	0.651	Abonnement
subsequence	0.438	0.510	0.413	Nofolger
subsequent	0.449	0.385	0.400	duerno
subsequently	0.380	0.337	0.336	duerno
subservient	0.255	0.402	0.339	subservient
subset	0.429	0.358	0.404	subset
subside	0.375	0.308	0.209	ënnerzegoen
subsidence	0.320	0.509	0.452	Ënnergang
subsidiary	0.541	0.295	0.500	Duechtergesellschaft
subsidize	0.604	0.615	0.589	subventionéieren
subsidy	0.573	0.462	0.517	Subsid
subsist	0.573	0.418	0.472	behalen
subsistence	0.510	0.404	0.491	Ënnerhalt
subsoil	0.429	0.240	0.382	Ënnergrond
subspace	0.470	0.453	0.475	Ënnerraum
substance	0.615	0.422	0.528	Substanz
substandard	0.235	0.333	0.150	substandard
substantial	0.590	0.490	0.690	substantiell
substantially	0.646	0.471	0.684	substantiell
substantiate	0.531	0.549	0.636	ënnersträichen
substantive	0.500	0.350	0.455	substantiell
substation	0.469	0.461	0.491	Ënnerstatioun
substitute	0.427	0.406	0.398	ersetzen
substituted	0.271	0.545	0.394	ersat
substitution	0.406	0.480	0.353	Auswiesselung
substructure	0.441	0.358	0.587	Ënnerstruktur
subterranean	0.469	0.306	0.432	ënnerierdesch
subtext	0.635	0.276	0.412	subtext
subtitle	0.445	0.202	0.347	Ënnertitel
subtle	0.708	0.167	0.228	subtile
subtlety	0.615	0.176	0.363	Subtilitéit
subtract	0.208	0.330	0.283	ofzéien
subtraction	0.163	0.382	0.349	subtraktioun
subtype	0.427	0.296	0.420	Ënnertyp
suburb	0.354	0.566	0.441	Viruert
suburban	0.439	0.450	0.453	Faubourgen
suburbia	0.438	0.490	0.421	Viruert
suburbs	0.510	0.571	0.286	Banlieue
subversion	0.347	0.608	0.415	subversion
subversive	0.198	0.765	0.500	subversiv
subvert	0.357	0.557	0.536	subvert
subway	0.418	0.300	0.464	Metro
succeed	0.926	0.755	0.926	gelengt
succeeding	0.867	0.755	0.849	gelengt
success	0.959	0.880	0.981	Erfolleg
successful	0.949	0.724	0.938	erfollegräich
succession	0.698	0.481	0.587	Nofolleg
successive	0.635	0.471	0.518	successiv
successor	0.729	0.531	0.648	Nofolger
succinct	0.510	0.413	0.566	präzis
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	succulent
succumb	0.202	0.787	0.292	ënnerzegoen
suck	0.344	0.706	0.377	suckelen
sucker	0.265	0.393	0.204	suckel
sucking	0.227	0.528	0.377	suckelen
suckling	0.596	0.558	0.518	suckelen
sucks	0.115	0.683	0.302	suckt
suction	0.460	0.593	0.526	saug
sudden	0.449	0.660	0.435	op eemol
suddenly	0.670	0.510	0.456	op eemol
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	sue
suede	0.542	0.259	0.259	Sueden
suffer	0.082	0.910	0.259	leiden
sufferer	0.156	0.690	0.278	leiden
suffering	0.020	0.719	0.235	leiden
suffice	0.643	0.326	0.504	genuch
sufficiency	0.594	0.438	0.576	genuch
sufficient	0.833	0.330	0.588	genuch
sufficiently	0.776	0.367	0.714	genuch
suffix	0.430	0.420	0.364	suffix
suffocate	0.219	0.764	0.440	erstécken
suffocating	0.133	0.774	0.429	erstécken
suffocation	0.020	0.830	0.462	erstécken
sugar	0.896	0.382	0.402	Zocker
suggest	0.573	0.471	0.517	proposéieren
suggestion	0.646	0.365	0.558	Virschlag
suggestive	0.552	0.500	0.555	suggestiv
suicidal	0.021	0.867	0.382	Suizid
suicide	0.030	0.873	0.429	Suizid
suicidebombing	0.031	0.957	0.627	Selbstmordattentat
suit	0.776	0.282	0.482	Kostüm
suitable	0.792	0.298	0.722	gëeegent
suitcase	0.562	0.212	0.318	Koffer
suite	0.790	0.420	0.400	Suite
suitor	0.708	0.639	0.546	Fräier
sulfate	0.427	0.352	0.429	sulfate
sulfur	0.173	0.530	0.364	Schwefel
sulk	0.250	0.580	0.406	suckelen
sullen	0.250	0.407	0.263	schwaach
sully	0.378	0.550	0.370	schlëmmen
sulphur	0.260	0.450	0.233	Schwefel
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	schmuel
sum	0.792	0.340	0.420	Zomm
summarily	0.469	0.431	0.543	resuméiert
summarize	0.590	0.323	0.471	zesummefaassen
summary	0.729	0.260	0.427	Resumé
summation	0.766	0.337	0.594	Zesummefaassung
summer	0.812	0.373	0.550	Summer
summerhouse	0.796	0.308	0.443	Summerhaus
summertime	0.837	0.500	0.455	Summerzäit
summit	0.625	0.618	0.764	Sommet
summon	0.521	0.560	0.664	aberuff
summons	0.552	0.604	0.598	Aruff
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	iwwerflësseg
sun	0.877	0.400	0.681	Sonn
sunbeam	0.729	0.440	0.505	Sonnestrahl
sunburn	0.061	0.755	0.447	Sonnebrand
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	Sonndeg
sundial	0.643	0.225	0.406	Sonneluucht
sundown	0.812	0.276	0.445	Sonnenënnergang
sundry	0.543	0.369	0.407	verschidde
sunflower	0.878	0.231	0.270	Sonneblummen
sunglass	0.684	0.264	0.324	Sonnebrëll
sunglasses	0.844	0.443	0.364	Sonnebrëller
sunk	0.146	0.531	0.185	gesenkt
sunken	0.103	0.476	0.173	versenkt
sunless	0.245	0.280	0.273	sonnelos
sunlight	0.906	0.407	0.639	Sonneliicht
sunny	0.740	0.348	0.481	sonneg
sunrise	0.823	0.347	0.640	Sonnenopgang
sunroof	0.681	0.325	0.425	Sonnendach
sunscreen	0.656	0.387	0.462	Sonneschutz
sunset	0.875	0.231	0.298	Sonnenënnergang
sunshine	0.885	0.297	0.769	Sonnenschein
suntan	0.620	0.510	0.366	sonneg
sunup	0.760	0.304	0.620	Sonnenopgang
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	superannuation
superb	0.980	0.708	0.852	super
superficial	0.357	0.407	0.309	iwwerflächlech
superfluous	0.316	0.469	0.393	iwwerflësseg
superhero	0.910	0.820	0.893	superheld
superhuman	0.810	0.745	0.895	iwwermënschlech
superimposed	0.490	0.529	0.683	iwwerlagert
superintendent	0.592	0.570	0.942	superintendent
superior	0.801	0.697	0.940	superior
superiority	0.582	0.602	0.959	Iwwerleeënheet
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	Supermarché
supermodel	0.880	0.663	0.698	supermodell
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	iwwernatierlech
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposition
superpower	0.806	0.784	0.972	superpower
supersede	0.479	0.510	0.518	ersat
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	Iwwergleewen
superstitious	0.281	0.545	0.514	superstious
superstore	0.719	0.600	0.640	Supermarché
supervise	0.698	0.555	0.889	iwwerwaachen
supervision	0.459	0.578	0.825	Iwwerwaachung
supervisor	0.615	0.479	0.933	Supervisor
supper	0.708	0.429	0.552	supper
suppertime	0.792	0.388	0.461	Owesiessen
supplant	0.344	0.558	0.463	ersetzen
supple	0.812	0.528	0.436	supple
supplement	0.745	0.406	0.491	ergänzen
supplemental	0.604	0.404	0.555	zousätzlech
supplementary	0.625	0.352	0.541	zousätzlech
supplication	0.469	0.570	0.309	ubidden
supplier	0.615	0.462	0.736	Fournisseur
supplies	0.698	0.390	0.595	Ëmgeréits
supply	0.708	0.519	0.603	Fourniture
support	0.811	0.472	0.737	ënnerstëtzen
supported	0.853	0.408	0.613	ënnerstëtzt
supporter	0.721	0.510	0.698	Supporter
supporters	0.763	0.539	0.558	Supporter
supporting	0.634	0.490	0.764	ënnerstëtzen
supportive	0.875	0.420	0.635	ënnerstëtzen
suppose	0.551	0.343	0.348	ugeholl
supposed	0.296	0.378	0.379	ugeholl
supposing	0.449	0.451	0.357	ugeholl
supposition	0.531	0.408	0.526	Viraussetzung
suppress	0.281	0.559	0.509	ënnerdrécken
suppression	0.267	0.541	0.537	Ënnerdréckung
supremacy	0.794	0.706	0.943	Iwwerhand
supreme	0.812	0.700	0.974	héchste
supremely	0.833	0.725	0.897	iewescht
surcharge	0.375	0.528	0.500	Zouschlag
sure	0.724	0.270	0.793	sécher
surety	0.776	0.365	0.750	sécher
surf	0.847	0.650	0.500	surfen
surface	0.448	0.375	0.604	Uewerfläch
surfboard	0.729	0.730	0.387	surfboard
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	Iwwerschwemmung
surgeon	0.500	0.598	0.793	Chirurg
surgery	0.286	0.769	0.600	Chirurgie
surgical	0.327	0.696	0.723	chirurgesch
surly	0.221	0.469	0.493	schaarf
surmise	0.529	0.400	0.347	iwwerzeegen
surname	0.670	0.250	0.493	Familljennumm
surpassing	0.719	0.660	0.720	iwwerschratt
surplus	0.602	0.680	0.630	iwwerschësseg
surprise	0.875	0.875	0.562	Iwwerraschung
surprised	0.784	0.855	0.539	iwwerrascht
surprises	0.875	0.769	0.632	Iwwerraschungen
surprising	0.888	0.790	0.692	iwwerraschend
surprisingly	0.847	0.793	0.819	iwwerraschend
surreal	0.550	0.529	0.670	surrealistesch
surrender	0.115	0.396	0.186	opginn
surrendering	0.198	0.411	0.245	opginn
surrogate	0.406	0.590	0.472	surrogat
surround	0.542	0.623	0.627	ëmginn
surrounding	0.531	0.422	0.669	ronderëm
surroundings	0.600	0.346	0.492	Ëmgéigend
surveillance	0.365	0.720	0.718	Iwwerwaachung
survey	0.580	0.357	0.379	Ëmfro
surveying	0.488	0.455	0.682	Ëmfro
surveyor	0.545	0.337	0.648	Ëmfro
survival	0.541	0.798	0.879	Iwwerliewe
survive	0.770	0.824	0.726	iwwerliewen
surviving	0.646	0.836	0.721	iwwerlieft
survivor	0.677	0.750	0.815	Iwwerliewenden
susceptibility	0.458	0.627	0.364	Empfindlechkeet
susceptible	0.438	0.449	0.304	ufälleg
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	verdächteg
suspected	0.173	0.755	0.452	verdächtegt
suspend	0.240	0.320	0.368	suspendéieren
suspended	0.224	0.402	0.368	suspendéiert
suspenders	0.391	0.333	0.500	suspenders
suspense	0.286	0.775	0.402	Spannung
suspension	0.288	0.530	0.426	Suspensioun
suspicion	0.204	0.711	0.377	Verdacht
suspicions	0.208	0.745	0.500	Verdacht
suspicious	0.153	0.745	0.431	verdächteg
sustain	0.635	0.358	0.593	erhalen
sustained	0.649	0.340	0.580	nohalteg
sustenance	0.820	0.519	0.679	Ënnerhalt
suture	0.240	0.510	0.510	sutur
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	schwätz
swag	0.656	0.676	0.654	Swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	schlécken
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	Sumpf
swamped	0.156	0.480	0.270	iwwerschwemmt
swampy	0.306	0.390	0.412	sumpfeg
swan	0.781	0.225	0.357	Schwan
swank	0.490	0.500	0.442	schwankt
swap	0.552	0.500	0.509	tauschen
swarm	0.302	0.735	0.458	schwarm
swarming	0.375	0.600	0.435	schwarmen
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	schwatz
sway	0.690	0.596	0.721	wackelen
swear	0.601	0.577	0.658	schwieren
swearing	0.333	0.559	0.586	geschwuer
sweat	0.388	0.579	0.297	schweessen
sweater	0.704	0.245	0.295	Pullover
sweating	0.292	0.667	0.265	schweessen
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	Schweessshop
sweaty	0.281	0.540	0.304	schweess
sweep	0.448	0.385	0.383	schëdden
sweeper	0.470	0.549	0.414	sweeper
sweeping	0.344	0.431	0.355	schweier
sweet	0.668	0.418	0.382	séiss
sweeten	0.908	0.455	0.423	séiss
sweetened	0.940	0.461	0.398	séiss
sweetener	0.670	0.333	0.330	Séisser
sweetest	0.959	0.500	0.370	léifsten
sweetheart	0.959	0.423	0.509	Schatz
sweetie	0.990	0.549	0.560	séiss
sweetness	0.906	0.474	0.528	séiss
sweets	0.910	0.422	0.321	Séissegkeeten
swell	0.360	0.679	0.348	schwëllen
swelling	0.323	0.608	0.250	Schwellung
sweltering	0.204	0.644	0.362	schwetzen
swerve	0.276	0.612	0.357	verschwannen
swift	0.760	0.776	0.698	séier
swiftly	0.660	0.885	0.618	séier
swig	0.604	0.481	0.406	schwätz
swill	0.427	0.528	0.322	schwätz
swim	0.688	0.461	0.529	schwammen
swimmer	0.657	0.698	0.610	schwëmmer
swimming	0.760	0.559	0.524	schwammen
swimsuit	0.740	0.373	0.269	swimsuit
swindle	0.122	0.740	0.439	schwätz
swindler	0.125	0.721	0.575	swindler
swine	0.340	0.519	0.277	Schwäin
swing	0.602	0.510	0.481	schwéngen
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	schwiewend
swipe	0.573	0.450	0.266	schloe
swirl	0.490	0.726	0.639	dréinen
swish	0.562	0.510	0.474	schwätz
switch	0.500	0.538	0.509	schalt
switchblade	0.357	0.596	0.528	schaltblade
switchboard	0.571	0.519	0.558	switchboard
swivel	0.562	0.480	0.500	dreiwend
swollen	0.236	0.510	0.277	geschwollen
swoon	0.292	0.510	0.160	schwammen
swoop	0.479	0.618	0.446	schlofen
sword	0.438	0.653	0.713	Schwäert
swordfish	0.564	0.520	0.442	Schwertfësch
swordplay	0.616	0.750	0.528	Schwäertspill
swordsman	0.395	0.857	0.696	Schwäerter
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	Silb
syllabus	0.736	0.370	0.643	Stonneplang
symbiotic	0.832	0.425	0.406	symbiotesch
symbol	0.643	0.388	0.527	Symbol
symbolic	0.670	0.385	0.574	symbolesch
symbolically	0.582	0.385	0.648	symbolesch
symbolism	0.688	0.347	0.640	Symbolik
symbolize	0.633	0.327	0.673	symboliséieren
symmetric	0.745	0.212	0.588	symmetresch
symmetrical	0.542	0.263	0.569	symmetresch
symmetry	0.604	0.274	0.500	symmetrie
sympathetic	0.796	0.434	0.609	sympathesch
sympathize	0.770	0.627	0.644	sympathéieren
sympathy	0.827	0.497	0.634	Sympathie
symphonic	0.775	0.545	0.566	symfonesch
symphony	0.765	0.490	0.600	Symphonie
symposium	0.573	0.394	0.644	Symposium
symptom	0.380	0.529	0.434	Symptom
symptomatic	0.367	0.434	0.491	symptomatesch
synagogue	0.531	0.300	0.544	Synagog
synapse	0.660	0.471	0.491	synaps
synaptic	0.573	0.553	0.622	synaptesch
sync	0.802	0.440	0.670	synchroniséieren
synchronize	0.781	0.361	0.654	synchroniséieren
synchronous	0.600	0.538	0.545	synchron
syncope	0.245	0.538	0.398	synkopéieren
syndicate	0.439	0.491	0.673	Syndikat
syndrome	0.229	0.510	0.246	Syndrom
synergistic	0.571	0.550	0.547	synergistesch
synergy	0.667	0.510	0.720	Synergie
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	synonym
synonymous	0.480	0.323	0.400	synonym
synopsis	0.541	0.390	0.482	synopsis
synoptic	0.561	0.510	0.596	synoptesch
syntax	0.531	0.346	0.559	syntax
synthesis	0.604	0.315	0.377	Synthese
synthesizer	0.500	0.410	0.592	synthesizer
synthetic	0.396	0.350	0.519	syntheteschen
syphilis	0.071	0.606	0.245	syphilis
syringe	0.250	0.680	0.330	Sprëtz
syrup	0.620	0.223	0.318	Sirop
system	0.615	0.346	0.764	System
systematic	0.617	0.444	0.594	systematesch
systematically	0.690	0.390	0.651	systematesch
t-shirt	0.815	0.286	0.284	t-Shirt
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakel
table	0.551	0.170	0.284	Dësch
tableau	0.531	0.302	0.321	Tableau
tablecloth	0.480	0.165	0.215	Dëschduch
tablespoon	0.490	0.353	0.245	Esslöffel
tablet	0.562	0.330	0.438	Tablet
tableware	0.677	0.250	0.276	Dëscher
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabell
tabulate	0.480	0.403	0.598	tabuléieren
tabulation	0.396	0.346	0.526	Tabulatioun
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	süchteg
tack	0.365	0.431	0.431	tack
tackle	0.365	0.686	0.569	unzepaken
tackled	0.438	0.612	0.569	ugepaakt
tackling	0.480	0.694	0.613	unzepaken
tacky	0.245	0.490	0.373	schaarf
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	taktvoll
tactic	0.531	0.434	0.798	taktik
tactical	0.594	0.481	0.684	taktesch
tactics	0.583	0.676	0.774	Taktik
tactile	0.573	0.410	0.491	taktile
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	Knuewelek
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	Schwanz
tailed	0.438	0.358	0.351	schwanz
tailgate	0.323	0.340	0.398	tailgate
tailings	0.439	0.311	0.446	tailings
taillight	0.479	0.367	0.283	taillight
tailor	0.573	0.206	0.450	Schneider
tailoring	0.673	0.540	0.566	Schneiderei
tailpipe	0.460	0.429	0.409	tailpipe
taint	0.141	0.425	0.226	schmaacht
take	0.828	0.537	0.348	huelen
takeoff	0.755	0.884	0.626	ofhiewen
takeout	0.736	0.392	0.368	mathuelen
takeover	0.663	0.531	0.861	iwwerhuelen
taker	0.375	0.521	0.618	hëlt
talcum	0.500	0.196	0.291	talkum
tale	0.663	0.300	0.336	Geschicht
talent	0.959	0.607	0.811	Talent
talented	0.939	0.635	0.938	talentéiert
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	schwätzen
talkative	0.562	0.673	0.535	sproochlech
talker	0.500	0.604	0.552	schwätzen
tall	0.725	0.591	0.538	grouss
tallies	0.551	0.290	0.402	zielt
tallow	0.344	0.283	0.290	tallow
tally	0.542	0.420	0.518	zielen
talon	0.344	0.569	0.475	kléng
talons	0.320	0.698	0.525	talons
tambourine	0.622	0.548	0.348	tambourin
tame	0.560	0.604	0.642	zamm
tamer	0.385	0.783	0.815	tammer
taming	0.569	0.514	0.575	zécken
tamper	0.184	0.802	0.545	tamperen
tampon	0.396	0.394	0.345	tampong
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangent
tangerine	0.571	0.271	0.395	tangerine
tangible	0.646	0.350	0.679	siichtbar
tangle	0.354	0.545	0.254	tangle
tangled	0.260	0.539	0.316	verwéckelt
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tank top
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	gebrannt
tantalizing	0.525	0.788	0.625	beandrockend
tantamount	0.633	0.288	0.670	gläichberechtegt
tantrum	0.219	0.817	0.404	tantrum
taoism	0.490	0.250	0.456	taoismus
tap	0.461	0.370	0.349	tap
tape	0.531	0.277	0.254	Band
tape measure	0.406	0.250	0.360	Miessband
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	tapering
tapestry	0.520	0.176	0.362	Tapisserie
tapeworm	0.357	0.334	0.331	Bandwuerm
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	klappen
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	spéit
tardy	0.204	0.592	0.293	spéit
target	0.633	0.573	0.798	Ziel
targeted	0.573	0.537	0.573	gezielt
targeting	0.510	0.420	0.580	gezielt
tariff	0.459	0.402	0.491	Tarif
