English Word	Valence	Arousal	Dominance	Romanian Word
sportswriter	0.760	0.551	0.566	scriitor sportiv
sporty	0.735	0.713	0.648	sportiv
spot	0.510	0.180	0.336	loc
spotless	0.792	0.327	0.726	imaculat
spotlight	0.688	0.353	0.519	lumina reflectoarelor
spotted	0.354	0.472	0.295	pestriţ
spotter	0.542	0.491	0.644	observator
spotty	0.281	0.606	0.241	plină de coșuri
spousal	0.656	0.582	0.632	soţ
spouse	0.750	0.600	0.645	soție
spout	0.438	0.357	0.309	gura de scurgere
sprain	0.063	0.580	0.384	entorsă
sprawl	0.600	0.596	0.672	întindere
spray	0.438	0.410	0.333	spray
spread	0.570	0.583	0.651	răspândire
spreader	0.510	0.480	0.500	împrăștiat
spree	0.564	0.663	0.474	sindrofie
spring	0.837	0.370	0.481	primăvară
springtime	0.837	0.439	0.722	primăvară
sprinkle	0.635	0.404	0.380	presara
sprinkler	0.510	0.434	0.473	stropitoare
sprinkling	0.677	0.510	0.466	stropire
sprint	0.549	0.649	0.528	sprint
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	germina
spruce	0.604	0.288	0.380	molid
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	curaj
spunky	0.646	0.879	0.755	curajos
spur	0.378	0.545	0.340	pinten
spurious	0.178	0.480	0.343	fals
spurred	0.562	0.684	0.472	incurajat
spurt	0.448	0.550	0.475	izbucni
spy	0.260	0.686	0.530	spion
squabble	0.173	0.850	0.500	ceartă
squad	0.552	0.711	0.806	echipă
squadron	0.469	0.686	0.787	escadron
squall	0.191	0.833	0.655	vijelie
squamous	0.344	0.446	0.418	scuamoase
squander	0.240	0.755	0.529	risipi
square	0.509	0.340	0.291	pătrat
squash	0.531	0.667	0.410	suc de fructe
squat	0.330	0.550	0.453	Genuflexiune
squatter	0.390	0.361	0.565	persoană care stă ghemuită
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	ţipăt
squeak	0.271	0.679	0.300	chiţăit
squeaky	0.229	0.771	0.367	scârțâit
squeal	0.250	0.731	0.375	scârțâit
squealer	0.541	0.519	0.330	strigator
squeamish	0.176	0.656	0.453	zguduitor
squeeze	0.458	0.676	0.532	stoarce
squeezing	0.260	0.598	0.557	strângerea
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	calmar
squint	0.385	0.461	0.452	strabism
squire	0.479	0.459	0.710	scutier
squirm	0.235	0.824	0.373	se agita
squirrel	0.592	0.358	0.333	veveriţă
squirt	0.406	0.460	0.255	uda
squish	0.260	0.788	0.481	zdrobit
squishy	0.516	0.333	0.307	moale
stab	0.167	0.882	0.595	înjunghia
stabbed	0.031	0.875	0.431	înjunghiat
stability	0.812	0.264	0.849	stabilitate
stabilize	0.839	0.427	0.722	stabiliza
stabilizer	0.688	0.353	0.767	stabilizator
stable	0.725	0.204	0.735	grajd
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	grămadă
stadium	0.635	0.679	0.611	stadiu
staff	0.745	0.274	0.627	personal
stag	0.594	0.250	0.389	cerb
stage	0.592	0.306	0.473	etapă
stagecoach	0.516	0.519	0.627	diligenţă
stagehand	0.420	0.684	0.555	scenist
stagger	0.531	0.620	0.458	clătina
staggering	0.520	0.657	0.683	zguduitoare
stagnant	0.300	0.500	0.208	stagnantă
stagnation	0.276	0.324	0.396	stagnare
staid	0.385	0.290	0.634	neschimbat
stain	0.453	0.324	0.264	pata
stained	0.245	0.460	0.209	pătat
stainless	0.594	0.329	0.618	inoxidabil
stair	0.375	0.354	0.345	scara
staircase	0.469	0.347	0.440	scară
stairs	0.510	0.439	0.342	scari
stairway	0.562	0.510	0.407	scara
stairwell	0.510	0.292	0.333	casa scarii
stake	0.406	0.608	0.460	miza
stakeout	0.344	0.546	0.600	trasarea
stale	0.235	0.461	0.286	stătut
stalemate	0.296	0.354	0.267	impas
stalk	0.436	0.272	0.395	tulpină
stalker	0.177	0.930	0.639	hărțuitor
stall	0.370	0.245	0.292	stand
stallion	0.628	0.596	0.779	armăsar
stalls	0.582	0.378	0.451	grajduri
stalwart	0.812	0.430	0.691	stăruitor
stamina	0.664	0.694	0.877	rezistență
stamp	0.438	0.327	0.441	timbru
stampede	0.235	0.875	0.683	amploare
stance	0.604	0.333	0.609	poziție
stand	0.600	0.324	0.509	stand
standard	0.673	0.143	0.605	standard
standardize	0.684	0.353	0.729	standardiza
standardized	0.610	0.324	0.607	standardizate
standby	0.260	0.224	0.386	așteptare
standing	0.604	0.317	0.425	permanent
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	punct de vedere
standstill	0.441	0.203	0.500	oprire
standup	0.633	0.583	0.550	ridice în picioare
stanza	0.612	0.343	0.297	strofă
staph	0.375	0.480	0.412	stafilococ
staple	0.542	0.306	0.438	capsă
stapler	0.370	0.264	0.394	capsator
star	0.833	0.418	0.560	stea
star fruit	0.701	0.433	0.427	fructe stelute
starboard	0.531	0.388	0.558	tribord
starch	0.507	0.354	0.312	amidon
stardom	0.844	0.786	0.689	celebritate
stardust	0.843	0.410	0.549	praf de stele
stare	0.541	0.430	0.538	privirea
starfish	0.680	0.320	0.421	stea de mare
stargazing	0.802	0.461	0.709	a se uita la stele
staring	0.542	0.306	0.423	uitându-se
stark	0.330	0.630	0.577	puternic
starlet	0.806	0.471	0.587	starletă
starlight	0.908	0.368	0.611	lumina stelelor
starling	0.500	0.490	0.514	graur
starry	0.438	0.643	0.434	înstelat
stars	0.796	0.521	0.484	stele
starship	0.740	0.719	0.704	nava stelară
start	0.684	0.430	0.589	start
starter	0.667	0.461	0.827	incepator
startle	0.276	0.817	0.417	tresărire
startled	0.333	0.865	0.526	tresărit
startling	0.750	0.768	0.830	uimitor
starvation	0.240	0.592	0.284	foame
starve	0.073	0.729	0.402	muri de foame
starved	0.097	0.689	0.219	înfometat
starving	0.163	0.670	0.336	înfometând
stash	0.344	0.630	0.361	ascunde
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	stat
stately	0.830	0.728	0.915	impunător
statement	0.688	0.608	0.825	afirmație
stateroom	0.653	0.380	0.441	cabină
stateside	0.643	0.480	0.708	in stat
statesman	0.510	0.490	0.736	om de stat
static	0.297	0.250	0.366	static
staticky	0.357	0.278	0.358	static
statics	0.542	0.290	0.527	statică
station	0.688	0.367	0.519	statie
stationary	0.408	0.240	0.484	staționar
stationery	0.570	0.120	0.455	papetărie
statistic	0.508	0.420	0.609	statistic
statistical	0.714	0.353	0.627	statistic
statistician	0.571	0.360	0.703	statistician
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuar
statue	0.542	0.153	0.570	statuie
statuette	0.677	0.433	0.518	statuetă
stature	0.470	0.353	0.664	statură
status	0.658	0.377	0.588	stare
statute	0.592	0.330	0.673	statut
statutory	0.510	0.376	0.539	statutar
staunch	0.480	0.363	0.833	ferm
stave	0.417	0.333	0.424	portativ
stay	0.604	0.275	0.516	stau
stayaway	0.369	0.284	0.526	stai departe
stayed	0.497	0.270	0.395	au stat
stays	0.633	0.363	0.564	rămâne
stead	0.551	0.214	0.510	loc
steadfast	0.771	0.433	0.800	statornic
steady	0.680	0.186	0.763	stabil
steak	0.625	0.359	0.315	friptură
steakhouse	0.802	0.379	0.547	restaurant unde se servesc biftecuri
steal	0.021	0.856	0.528	fura
stealing	0.086	0.913	0.455	furtul
stealth	0.520	0.270	0.452	ascuns
stealthily	0.763	0.294	0.458	pe furis
stealthy	0.380	0.363	0.534	ascuns
steam	0.469	0.413	0.421	aburi
steamboat	0.708	0.500	0.633	barca cu aburi
steamer	0.510	0.442	0.528	vapor
steaming	0.592	0.553	0.402	aburire
steamroller	0.396	0.567	0.667	cilindru cu aburi
steamship	0.469	0.490	0.569	vapor
steamy	0.479	0.538	0.445	aburos
steel	0.521	0.420	0.714	oţel
steep	0.312	0.612	0.321	abrupt
steeple	0.625	0.519	0.500	clopotniţă
steer	0.469	0.490	0.527	conduce
steering	0.580	0.431	0.660	direcție
stellar	0.796	0.580	0.769	stelar
stem	0.615	0.191	0.336	tulpina
stench	0.104	0.570	0.298	duhoare
stencil	0.500	0.327	0.421	sablon
stenographer	0.510	0.408	0.589	stenograf
step	0.531	0.321	0.347	Etapa
stepdaughter	0.510	0.510	0.432	fiica vitrega
stepfather	0.396	0.491	0.611	tatăl vitreg
stepmother	0.427	0.530	0.484	mama vitrega
steppe	0.427	0.321	0.379	stepă
steps	0.511	0.349	0.373	trepte
stepson	0.614	0.406	0.480	fiul vitreg
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoscopic
stereotype	0.151	0.422	0.612	stereotip
stereotyped	0.375	0.510	0.436	stereotipat
sterile	0.302	0.471	0.291	steril
sterility	0.201	0.519	0.414	sterilitate
sterilize	0.406	0.510	0.520	steriliza
sterling	0.529	0.481	0.615	sterlină
stern	0.552	0.394	0.415	rautacios
sternum	0.520	0.422	0.436	sternul
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoscop
stew	0.667	0.373	0.250	tocană
steward	0.633	0.238	0.550	însoțitor de bord
stewardess	0.625	0.491	0.491	stewardesă
stewardship	0.551	0.440	0.617	administrare
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	băț
sticker	0.583	0.306	0.346	autocolant
sticking	0.486	0.425	0.356	lipirea
stickler	0.385	0.471	0.417	stickler
stickup	0.453	0.537	0.434	lipire
sticky	0.385	0.569	0.292	lipicios
stiff	0.158	0.459	0.569	rigid
stiffen	0.360	0.582	0.719	înţepeniţi
stiffness	0.323	0.500	0.657	rigiditate
stifle	0.240	0.764	0.427	sufoca
stifled	0.229	0.731	0.193	înăbușită
stifling	0.163	0.858	0.608	înăbușitoare
stigma	0.327	0.500	0.470	stigmatizarea
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stilet
stillbirth	0.092	0.809	0.291	nastere mortii
stillborn	0.271	0.519	0.337	născut mort
stillness	0.729	0.125	0.339	liniștea
stillwaiting	0.344	0.393	0.420	încă aștept
stilts	0.439	0.577	0.300	picioroange
stimulant	0.441	0.794	0.745	stimulent
stimulate	0.792	0.798	0.754	stimula
stimulating	0.740	0.804	0.809	stimulatoare
stimulation	0.708	0.821	0.702	stimulare
stimulus	0.771	0.779	0.750	stimul
sting	0.163	0.651	0.373	intepatura
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	usturatoare
stingy	0.094	0.548	0.283	zgârcit
stink	0.042	0.481	0.180	putoare
stinker	0.163	0.567	0.275	puturos
stinking	0.041	0.657	0.264	împuţit
stinky	0.092	0.558	0.176	imputit
stint	0.490	0.326	0.342	efort
stipend	0.604	0.546	0.614	bursa
stipulate	0.570	0.546	0.623	stipulează
stipulation	0.469	0.622	0.654	stipulare
stir	0.448	0.773	0.453	se amestecă
stirring	0.582	0.702	0.558	agitând
stitch	0.306	0.538	0.357	coase
stitching	0.510	0.382	0.345	cusături
stock	0.594	0.418	0.407	stoc
stockade	0.375	0.402	0.500	palisadă
stockbroker	0.417	0.676	0.802	agent de bursă
stockholder	0.573	0.625	0.716	acţionar
stocking	0.594	0.324	0.688	ciorapi
stockings	0.458	0.365	0.382	ciorapi
stockpile	0.542	0.315	0.425	stocare
stockroom	0.562	0.312	0.406	magazie
stocks	0.573	0.598	0.586	stocuri
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	furat
stolen	0.156	0.646	0.308	furat
stomach	0.367	0.402	0.438	stomac
stomachache	0.030	0.745	0.316	Dureri de stomac
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	călcat în picioare
stone	0.216	0.183	0.561	piatră
stoned	0.177	0.796	0.375	cu pietre
stonewall	0.337	0.457	0.655	perete de piatra
stoneware	0.458	0.300	0.443	gresie
stony	0.356	0.494	0.525	pietros
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	scaun
stools	0.459	0.382	0.327	scaune
stoop	0.490	0.430	0.284	aplecați
stoopid	0.280	0.431	0.382	aplecat
stop	0.280	0.510	0.490	Stop
stopover	0.531	0.327	0.575	escală
stoppage	0.224	0.491	0.445	oprire
stopper	0.365	0.336	0.390	dop
stopping	0.388	0.382	0.473	oprire
stopwatch	0.469	0.521	0.482	cronometru
storage	0.698	0.406	0.564	depozitare
store	0.646	0.538	0.407	magazin
storefront	0.580	0.217	0.457	vitrina
storehouse	0.570	0.250	0.491	depozit
storeroom	0.560	0.217	0.588	magazie
storing	0.630	0.378	0.548	depozitarea
storm	0.188	0.940	0.543	furtună
storming	0.265	0.910	0.669	asalt
stormy	0.146	0.870	0.562	furtunos
story	0.653	0.406	0.704	poveste
storybook	0.854	0.306	0.383	carte de povești
storyteller	0.730	0.357	0.462	povestitor
storytelling	0.643	0.375	0.472	povestire
stound	0.490	0.473	0.446	stă în picioare
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	cuptor
stow	0.615	0.365	0.523	stiva
stowaway	0.224	0.481	0.357	pasager clandestin
straddle	0.306	0.550	0.444	calca
straighten	0.677	0.500	0.685	îndreptați
straightforward	0.780	0.150	0.380	direct
straightway	0.667	0.444	0.565	imediat
strain	0.190	0.750	0.380	încordare
strained	0.122	0.656	0.580	încordat
strait	0.438	0.433	0.412	strâmtoare
straitjacket	0.224	0.719	0.579	cămaşă de forţă
straits	0.408	0.269	0.410	strâmtori
strand	0.396	0.406	0.538	șuviță
stranded	0.292	0.459	0.219	eșuat
strange	0.314	0.663	0.395	ciudat
stranger	0.330	0.449	0.302	străin
strangle	0.094	0.927	0.527	sugruma
strangulation	0.040	0.886	0.542	strangulare
strap	0.380	0.417	0.382	curea
strapless	0.314	0.462	0.273	fără bretele
strapping	0.552	0.413	0.454	chingi
strata	0.500	0.457	0.411	straturi
strategic	0.786	0.708	0.861	strategic
strategist	0.571	0.594	0.810	strateg
strategy	0.704	0.667	0.858	strategie
stratification	0.531	0.490	0.651	stratificare
stratosphere	0.604	0.583	0.636	stratosferă
stratum	0.365	0.307	0.510	strat
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	paie
strawberry	0.833	0.270	0.336	căpșună
stray	0.133	0.760	0.281	rătăcit
streak	0.440	0.608	0.511	dâră
streaked	0.458	0.426	0.393	striată
stream	0.449	0.537	0.559	curent
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	eficientiza
street	0.594	0.324	0.398	stradă
streetcar	0.390	0.569	0.566	tramvaiul
streetlight	0.673	0.268	0.390	lumina stradală
strength	0.802	0.682	0.858	putere
strengthen	0.802	0.796	0.971	a intari
strengthening	0.913	0.627	0.945	întărirea
strenuous	0.104	0.660	0.481	obositoare
strep	0.365	0.594	0.353	streptococ
stress	0.173	0.843	0.317	stres
stressed	0.167	0.740	0.502	accentuat
stresses	0.115	0.817	0.396	stresuri
stressfree	0.833	0.080	0.528	fără stres
stressful	0.153	0.873	0.389	stresant
stressin	0.146	0.810	0.367	stresin
stressing	0.163	0.866	0.462	stresant
stressrelief	0.627	0.417	0.475	eliberare de stres
stretch	0.604	0.578	0.500	întinde
stretcher	0.438	0.196	0.295	targă
stricken	0.163	0.720	0.368	lovit
strict	0.500	0.646	0.878	strict
stride	0.490	0.670	0.434	pas
strife	0.344	0.898	0.630	ceartă
strike	0.271	0.811	0.571	grevă
strikeout	0.316	0.520	0.371	lovire
striker	0.500	0.589	0.696	atacant
striking	0.357	0.827	0.657	izbitoare
strikingly	0.690	0.684	0.811	impresionant
string	0.385	0.398	0.445	şir
strings	0.457	0.292	0.355	siruri de caractere
stringy	0.430	0.510	0.527	sprins
strip	0.427	0.500	0.436	bandă
stripe	0.629	0.302	0.361	dunga
striped	0.344	0.373	0.385	in dungi
stripped	0.255	0.615	0.278	dezbrăcat
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	străduiește-te
strobe	0.490	0.633	0.537	stroboscopic
stroke	0.562	0.440	0.570	accident vascular cerebral
stroll	0.745	0.415	0.444	plimbare
stroller	0.786	0.398	0.314	cărucior
strolling	0.755	0.515	0.340	plimbându-se
strong	0.912	0.745	0.895	puternic
stronghold	0.708	0.636	0.954	bastion
strongly	0.630	0.817	0.885	puternic
structural	0.582	0.425	0.690	structural
structure	0.562	0.356	0.712	structura
strudel	0.627	0.417	0.397	ştrudel
struggle	0.365	0.820	0.741	lupta
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	ciot
stubbed	0.323	0.642	0.241	înţepat
stubble	0.333	0.442	0.264	mirişte
stubborn	0.157	0.702	0.575	încăpăţânat
stubbornness	0.156	0.673	0.508	încăpăţânare
stubby	0.417	0.370	0.393	stufoasă
stucco	0.439	0.292	0.279	stuc
stuck	0.153	0.644	0.285	blocat
stuckup	0.281	0.480	0.363	înțepenit
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	împânzit
student	0.634	0.318	0.537	student
studied	0.786	0.306	0.806	studiat
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	studiu
stuff	0.622	0.367	0.263	chestie
stuffed animal	0.684	0.255	0.306	animal impaiat
stuffing	0.417	0.324	0.304	umplutura
stuffy	0.323	0.615	0.406	înfundat
stumble	0.153	0.716	0.259	poticnire
stump	0.449	0.510	0.340	ciot
stumped	0.344	0.604	0.392	confuz
stun	0.333	0.710	0.451	stupoare
stunned	0.306	0.663	0.356	uluit
stunner	0.418	0.780	0.492	uluitor
stunning	0.888	0.673	0.858	uimitoare
stunt	0.387	0.555	0.526	cascadorie
stunted	0.194	0.472	0.275	pipernicit
stuntman	0.490	0.482	0.500	cascador
stupefaction	0.294	0.704	0.480	stupefacţie
stupefy	0.200	0.740	0.412	stupefiant
stupendous	0.823	0.690	0.798	grozav
stupid	0.133	0.510	0.200	prost
stupidity	0.060	0.418	0.151	prostie
stupidpeople	0.073	0.675	0.196	oameni prosti
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupoare
sturdy	0.580	0.642	0.824	voinic
sturgeon	0.417	0.473	0.465	sturion
stutter	0.250	0.469	0.258	bâlbâi
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	stil
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stilat
stylist	0.760	0.445	0.500	stilist
suave	0.724	0.265	0.269	suav
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomic
subcommittee	0.396	0.467	0.600	subcomitet
subconscious	0.531	0.375	0.415	subconştient
subcutaneous	0.396	0.444	0.376	subcutanat
subdivide	0.538	0.433	0.348	subdiviza
subdivision	0.592	0.455	0.430	subdiviziune
subduction	0.350	0.569	0.445	subducție
subdue	0.275	0.640	0.784	supune
subdued	0.236	0.463	0.223	supus
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	imediat
subject	0.602	0.344	0.558	subiect
subjected	0.286	0.520	0.221	supus
subjection	0.354	0.408	0.539	supunere
subjective	0.510	0.350	0.432	subiectiv
subjugation	0.280	0.610	0.377	subjugare
sublet	0.469	0.551	0.545	subînchiria
sublevel	0.365	0.298	0.333	subnivel
sublimation	0.510	0.390	0.538	sublimare
sublime	0.784	0.333	0.585	sublim
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	submarin
submerge	0.517	0.643	0.456	scufunda
submerged	0.337	0.528	0.357	scufundat
submersible	0.406	0.459	0.540	submersibil
submission	0.531	0.580	0.633	supunere
submissive	0.480	0.217	0.173	supus
submit	0.635	0.448	0.500	Trimite
submitting	0.667	0.610	0.611	depunerea
subordinate	0.276	0.392	0.121	subordonat
subordination	0.270	0.527	0.343	subordonare
subplot	0.469	0.413	0.446	subplot
subpoena	0.281	0.634	0.555	citaţie
subscribe	0.660	0.344	0.591	Abonati-va
subscriber	0.562	0.398	0.570	abonat
subscription	0.583	0.333	0.651	abonament
subsequence	0.438	0.510	0.413	ulterior
subsequent	0.449	0.385	0.400	ulterior
subsequently	0.380	0.337	0.336	ulterior
subservient	0.255	0.402	0.339	subordonat
subset	0.429	0.358	0.404	subset
subside	0.375	0.308	0.209	se potoli
subsidence	0.320	0.509	0.452	tasare
subsidiary	0.541	0.295	0.500	filială
subsidize	0.604	0.615	0.589	subvenţiona
subsidy	0.573	0.462	0.517	subvenţie
subsist	0.573	0.418	0.472	subzistă
subsistence	0.510	0.404	0.491	subzistenţă
subsoil	0.429	0.240	0.382	subsol
subspace	0.470	0.453	0.475	subspațiu
substance	0.615	0.422	0.528	substanţă
substandard	0.235	0.333	0.150	substandard
substantial	0.590	0.490	0.690	substanțial
substantially	0.646	0.471	0.684	substanţial
substantiate	0.531	0.549	0.636	fundamenta
substantive	0.500	0.350	0.455	substantiv
substation	0.469	0.461	0.491	substație
substitute	0.427	0.406	0.398	substitui
substituted	0.271	0.545	0.394	substituit
substitution	0.406	0.480	0.353	substituţie
substructure	0.441	0.358	0.587	substructură
subterranean	0.469	0.306	0.432	subteran
subtext	0.635	0.276	0.412	subtext
subtitle	0.445	0.202	0.347	subtitlu
subtle	0.708	0.167	0.228	subtil
subtlety	0.615	0.176	0.363	subtilitate
subtract	0.208	0.330	0.283	scădea
subtraction	0.163	0.382	0.349	scădere
subtype	0.427	0.296	0.420	subtip
suburb	0.354	0.566	0.441	suburbie
suburban	0.439	0.450	0.453	suburban
suburbia	0.438	0.490	0.421	suburbie
suburbs	0.510	0.571	0.286	suburbii
subversion	0.347	0.608	0.415	subversiune
subversive	0.198	0.765	0.500	subversiv
subvert	0.357	0.557	0.536	subvertiază
subway	0.418	0.300	0.464	metrou
succeed	0.926	0.755	0.926	a reusi
succeeding	0.867	0.755	0.849	reușind
success	0.959	0.880	0.981	succes
successful	0.949	0.724	0.938	de succes
succession	0.698	0.481	0.587	serie
successive	0.635	0.471	0.518	succesiv
successor	0.729	0.531	0.648	succesor
succinct	0.510	0.413	0.566	succint
succubus	0.417	0.647	0.509	succube
succulent	0.823	0.538	0.556	suculent
succumb	0.202	0.787	0.292	sucomba
suck	0.344	0.706	0.377	a suge
sucker	0.265	0.393	0.204	fraier
sucking	0.227	0.528	0.377	supt
suckling	0.596	0.558	0.518	alăptarea
sucks	0.115	0.683	0.302	nasol
suction	0.460	0.593	0.526	aspiraţie
sudden	0.449	0.660	0.435	brusc
suddenly	0.670	0.510	0.456	brusc
suds	0.458	0.365	0.255	spumă
sue	0.219	0.731	0.679	a da in judecata
suede	0.542	0.259	0.259	piele de căprioară
suffer	0.082	0.910	0.259	suferi
sufferer	0.156	0.690	0.278	suferind
suffering	0.020	0.719	0.235	suferinţă
suffice	0.643	0.326	0.504	suficient
sufficiency	0.594	0.438	0.576	suficienta
sufficient	0.833	0.330	0.588	suficient
sufficiently	0.776	0.367	0.714	suficient
suffix	0.430	0.420	0.364	sufix
suffocate	0.219	0.764	0.440	sufoca
suffocating	0.133	0.774	0.429	sufocant
suffocation	0.020	0.830	0.462	sufocare
sugar	0.896	0.382	0.402	zahăr
suggest	0.573	0.471	0.517	sugera
suggestion	0.646	0.365	0.558	sugestie
suggestive	0.552	0.500	0.555	sugestiv
suicidal	0.021	0.867	0.382	sinucigaș
suicide	0.030	0.873	0.429	sinucidere
suicidebombing	0.031	0.957	0.627	atentat sinucigaș
suit	0.776	0.282	0.482	costum
suitable	0.792	0.298	0.722	potrivit
suitcase	0.562	0.212	0.318	valiză
suite	0.790	0.420	0.400	suită
suitor	0.708	0.639	0.546	pretendent
sulfate	0.427	0.352	0.429	sulfat
sulfur	0.173	0.530	0.364	sulf
sulk	0.250	0.580	0.406	îmbufna
sullen	0.250	0.407	0.263	trist
sully	0.378	0.550	0.370	murdar
sulphur	0.260	0.450	0.233	sulf
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	sufocant
sum	0.792	0.340	0.420	sumă
summarily	0.469	0.431	0.543	sumar
summarize	0.590	0.323	0.471	rezuma
summary	0.729	0.260	0.427	rezumat
summation	0.766	0.337	0.594	însumare
summer	0.812	0.373	0.550	vară
summerhouse	0.796	0.308	0.443	casa de vacanta
summertime	0.837	0.500	0.455	vara
summit	0.625	0.618	0.764	vârf
summon	0.521	0.560	0.664	convoca
summons	0.552	0.604	0.598	convocare
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	bazin
sumptuous	0.698	0.550	0.555	somptuos
sun	0.877	0.400	0.681	soare
sunbeam	0.729	0.440	0.505	rază de soare
sunburn	0.061	0.755	0.447	arsuri solare
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	duminică
sundial	0.643	0.225	0.406	ceas solar
sundown	0.812	0.276	0.445	apus de soare
sundry	0.543	0.369	0.407	diverse
sunflower	0.878	0.231	0.270	floarea soarelui
sunglass	0.684	0.264	0.324	ochelari de soare
sunglasses	0.844	0.443	0.364	ochelari de soare
sunk	0.146	0.531	0.185	scufundat
sunken	0.103	0.476	0.173	scufundat
sunless	0.245	0.280	0.273	fără soare
sunlight	0.906	0.407	0.639	lumina soarelui
sunny	0.740	0.348	0.481	însorită
sunrise	0.823	0.347	0.640	răsărit
sunroof	0.681	0.325	0.425	trapă
sunscreen	0.656	0.387	0.462	protecție solară
sunset	0.875	0.231	0.298	apus de soare
sunshine	0.885	0.297	0.769	raza de soare
suntan	0.620	0.510	0.366	bronzat
sunup	0.760	0.304	0.620	răsăritul soarelui
sup	0.551	0.358	0.385	cina
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	pensionare
superb	0.980	0.708	0.852	superb
superficial	0.357	0.407	0.309	superficial
superfluous	0.316	0.469	0.393	de prisos
superhero	0.910	0.820	0.893	supererou
superhuman	0.810	0.745	0.895	supraomenesc
superimposed	0.490	0.529	0.683	suprapus
superintendent	0.592	0.570	0.942	superintendent
superior	0.801	0.697	0.940	superior
superiority	0.582	0.602	0.959	superioritate
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	supraom
supermarket	0.690	0.547	0.571	supermarket
supermodel	0.880	0.663	0.698	super model
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	supranatural
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	suprapunere
superpower	0.806	0.784	0.972	superputere
supersede	0.479	0.510	0.518	inlocuieste
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	superstiție
superstitious	0.281	0.545	0.514	superstiţios
superstore	0.719	0.600	0.640	supermagazin
supervise	0.698	0.555	0.889	supraveghea
supervision	0.459	0.578	0.825	supraveghere
supervisor	0.615	0.479	0.933	supraveghetor
supper	0.708	0.429	0.552	cină
suppertime	0.792	0.388	0.461	ora cinei
supplant	0.344	0.558	0.463	înlocui
supple	0.812	0.528	0.436	suplu
supplement	0.745	0.406	0.491	supliment
supplemental	0.604	0.404	0.555	suplimentar
supplementary	0.625	0.352	0.541	suplimentar
supplication	0.469	0.570	0.309	implorare
supplier	0.615	0.462	0.736	furnizor
supplies	0.698	0.390	0.595	provizii
supply	0.708	0.519	0.603	livra
support	0.811	0.472	0.737	a sustine
supported	0.853	0.408	0.613	sprijinit
supporter	0.721	0.510	0.698	suporter
supporters	0.763	0.539	0.558	suporteri
supporting	0.634	0.490	0.764	de sprijin
supportive	0.875	0.420	0.635	de susținere
suppose	0.551	0.343	0.348	presupune
supposed	0.296	0.378	0.379	presupus
supposing	0.449	0.451	0.357	presupunând
supposition	0.531	0.408	0.526	presupunere
suppress	0.281	0.559	0.509	suprima
suppression	0.267	0.541	0.537	suprimare
supremacy	0.794	0.706	0.943	supremaţie
supreme	0.812	0.700	0.974	suprem
supremely	0.833	0.725	0.897	suprem
surcharge	0.375	0.528	0.500	suprataxă
sure	0.724	0.270	0.793	sigur
