English Word	Valence	Arousal	Dominance	Maltese Word
targeting	0.510	0.420	0.580	immirar
tariff	0.459	0.402	0.491	tariffa
tarmac	0.357	0.302	0.398	tarmak
tarnish	0.204	0.441	0.342	ittebba
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	qatran
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartru
task	0.550	0.353	0.500	kompitu
tassel	0.552	0.330	0.307	ġmiemen
taste	0.802	0.406	0.465	togħma
tasteful	0.918	0.458	0.625	b'togħma
tasteless	0.146	0.196	0.148	bla togħma
tasting	0.781	0.603	0.600	b’togħma
tasty	0.959	0.786	0.555	fit-togħma
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	tattler
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatwaġġ
taught	0.814	0.481	0.642	mgħallma
taunt	0.083	0.696	0.355	tqarraq
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	stirat
tavern	0.516	0.577	0.475	taverna
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	lewn
tax	0.260	0.481	0.534	taxxa
taxed	0.255	0.456	0.500	intaxxat
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxib
taxonomy	0.370	0.410	0.630	tassonomija
taxpayer	0.592	0.528	0.647	kontribwent
tea	0.698	0.163	0.370	tè
teach	0.840	0.510	0.852	jgħallmu
teacher	0.760	0.404	0.885	għalliem
teaching	0.822	0.444	0.736	tagħlim
teacup	0.633	0.135	0.277	kikkra tat-te
teahouse	0.802	0.314	0.288	teahouse
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	tim
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	sieħbu
teamwork	0.918	0.490	0.773	ħidma f’tim
teapot	0.479	0.110	0.309	tejiera
tear	0.404	0.620	0.327	tiċrita
tearful	0.208	0.500	0.184	bid-dmugħ
tearsofjoy	0.926	0.740	0.455	dmugħ tal-ferħ
teary	0.167	0.473	0.216	dmugħ
tease	0.317	0.790	0.432	tease
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	tghajjar
teaspoon	0.521	0.330	0.221	kuċċarina
teat	0.612	0.469	0.328	beżaża
teatime	0.847	0.159	0.339	ħin tat-te
tech	0.684	0.491	0.732	teknoloġija
technical	0.510	0.490	0.736	tekniku
technicality	0.632	0.471	0.661	teknikalità
technician	0.592	0.510	0.713	tekniku
technique	0.760	0.414	0.593	teknika
techno	0.561	0.539	0.500	tekno
technological	0.680	0.452	0.815	teknoloġiku
technology	0.776	0.490	0.825	teknoloġija
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teddy bear
tedious	0.104	0.406	0.241	tedjanti
tedium	0.224	0.331	0.298	tedju
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	teeming
teen	0.729	0.531	0.568	teen
teenager	0.781	0.593	0.527	adoloxxenti
teens	0.653	0.660	0.440	żagħżagħ
teensy	0.520	0.427	0.347	teensy
teeny	0.427	0.418	0.216	teeny
teeth	0.520	0.388	0.427	snien
teething	0.396	0.471	0.474	snien
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegramma
telegraph	0.594	0.423	0.400	telegrafu
telekinesis	0.582	0.646	0.667	telekinesi
telemetry	0.460	0.382	0.611	telemetrija
telepathic	0.602	0.490	0.642	telepatiku
telepathy	0.594	0.510	0.588	telepatija
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	teleskopju
telescopic	0.490	0.290	0.660	teleskopiku
telethon	0.643	0.641	0.473	teletona
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	televiżiv
television	0.633	0.391	0.547	televiżjoni
tell	0.551	0.350	0.457	għid
teller	0.500	0.395	0.443	kaxxiera
telling	0.719	0.441	0.527	javżak
telltale	0.240	0.663	0.426	telltale
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temper
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentali
temperance	0.500	0.294	0.639	temperanza
temperate	0.469	0.394	0.593	moderat
temperature	0.521	0.559	0.473	temperatura
tempered	0.583	0.437	0.667	ittemprat
tempest	0.245	0.843	0.653	tempesta
template	0.479	0.311	0.411	mudell
temple	0.612	0.269	0.660	tempju
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	temporali
temporarily	0.500	0.365	0.373	temporanjament
temporary	0.458	0.415	0.324	temporanju
tempt	0.210	0.677	0.500	iħajjar
temptation	0.365	0.817	0.560	tentazzjoni
tempting	0.615	0.740	0.519	jitħajjar
temptress	0.427	0.787	0.667	tentatriċi
ten	0.562	0.260	0.406	għaxra
tenable	0.741	0.412	0.636	tenibbli
tenacious	0.724	0.658	0.692	tenaċi
tenacity	0.740	0.657	0.889	tenaċità
tenancy	0.500	0.458	0.605	kirja
tenant	0.385	0.360	0.398	kerrej
tend	0.604	0.398	0.412	tendenza
tendency	0.684	0.500	0.675	tendenza
tender	0.630	0.520	0.509	offerta
tenderfoot	0.469	0.421	0.438	tenderfoot
tenderness	0.949	0.276	0.367	tenerezza
tending	0.622	0.556	0.594	tendenza
tendon	0.341	0.271	0.463	tendon
tenement	0.470	0.384	0.550	fond
tenet	0.667	0.333	0.636	prinċipju
tenets	0.734	0.357	0.667	prinċipji
tenfold	0.469	0.418	0.500	għaxar darbiet
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenur
tense	0.396	0.439	0.655	tensjoni
tensile	0.458	0.510	0.618	tensili
tension	0.304	0.810	0.529	tensjoni
tent	0.510	0.275	0.333	tinda
tentacle	0.370	0.559	0.398	tentaklu
tentative	0.582	0.657	0.534	tentattiv
tenth	0.510	0.349	0.382	l-għaxar
tenths	0.406	0.294	0.284	minn għaxra
tenuous	0.398	0.263	0.276	tenuwż
tenure	0.615	0.472	0.611	mandat
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	tepida
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	terminu
terminal	0.316	0.434	0.483	terminali
terminate	0.171	0.410	0.441	ittemm
termination	0.344	0.472	0.545	terminazzjoni
terminator	0.370	0.663	0.737	terminatur
terminology	0.612	0.284	0.566	terminoloġija
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termite
terms	0.490	0.362	0.645	termini
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternarju
terrace	0.615	0.269	0.411	terrazzin
terrain	0.540	0.300	0.472	terren
terrestrial	0.542	0.413	0.582	terrestri
terrible	0.061	0.849	0.604	terribbli
terribly	0.061	0.731	0.430	terriblement
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	terrific
terrified	0.090	0.902	0.387	imwerwer
terrifies	0.083	0.923	0.500	terifika
terrify	0.052	0.889	0.509	terrifika
terrifying	0.031	0.836	0.602	tal-biża'
territorial	0.405	0.600	0.766	territorjali
territory	0.625	0.469	0.676	territorju
terror	0.069	0.902	0.415	terrur
terrorism	0.060	0.971	0.673	terroriżmu
terrorist	0.019	0.930	0.679	terroristiku
terrorists	0.062	0.967	0.688	terroristi
terrorize	0.041	0.907	0.577	terrorize
terse	0.542	0.393	0.409	konċiż
tertiary	0.500	0.350	0.431	terzjarju
test	0.449	0.500	0.509	test
testament	0.594	0.420	0.806	testment
testicle	0.458	0.651	0.410	testiku
testicular	0.388	0.680	0.453	testikolari
testify	0.521	0.650	0.741	jixhdu
testimonial	0.541	0.538	0.750	testimonjanza
testimony	0.615	0.578	0.643	xhieda
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetnu
tether	0.323	0.620	0.407	irbit
tethered	0.260	0.472	0.351	marbut
tetrahedral	0.595	0.468	0.423	tetraedriku
text	0.604	0.157	0.402	test
textbook	0.622	0.235	0.526	ktieb tat-test
textile	0.604	0.235	0.395	tessuti
textural	0.660	0.296	0.445	tessili
texture	0.615	0.215	0.412	tessut
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	grazzi
thankful	0.969	0.344	0.714	grati
thankgod	0.823	0.451	0.466	ghall-grazzja ta 'Alla
thanking	0.917	0.538	0.658	nirringrazzja
thankless	0.146	0.500	0.497	ingrat
thanks	0.918	0.472	0.461	grazzi
thanksalot	0.908	0.428	0.525	Grazzi ħafna
thanksgiving	0.927	0.449	0.637	radd il-ħajr
thankyougod	0.900	0.446	0.651	thankyougod
thankyoujesus	0.878	0.406	0.604	grazzi Ġesù
thankyoulord	0.809	0.388	0.466	grazzi Mulej
thatch	0.337	0.245	0.161	thatch
thatmoment	0.667	0.389	0.340	dak il-mument
thaumaturgy	0.510	0.546	0.618	it-taumaturġija
thaw	0.438	0.321	0.327	jinħall
theater	0.760	0.635	0.516	teatru
theatrical	0.720	0.690	0.546	teatrali
theatrics	0.694	0.539	0.486	teatrali
thebest	0.760	0.596	0.719	l-aqwa
theft	0.135	0.867	0.394	serq
theism	0.460	0.431	0.481	teiżmu
theistic	0.397	0.365	0.509	teistiku
thelife	0.688	0.566	0.629	il-ħajja
thelittlethings	0.571	0.240	0.324	il-ftit affarijiet
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teokrazija
theocratic	0.380	0.480	0.605	teokratiku
theologian	0.521	0.304	0.759	teologu
theological	0.480	0.363	0.683	teoloġiku
theology	0.448	0.330	0.711	teoloġija
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teoretiku
theory	0.583	0.314	0.529	teorija
therapeutic	0.625	0.275	0.680	terapewtiċi
therapeutics	0.552	0.343	0.625	terapewtiċi
therapist	0.468	0.430	0.679	terapista
therapy	0.490	0.353	0.607	terapija
thereabouts	0.427	0.365	0.285	hemmhekk
thereof	0.542	0.265	0.281	tiegħu
therewith	0.462	0.317	0.398	b’hekk
thermal	0.480	0.360	0.509	termali
thermocouple	0.406	0.406	0.422	termokoppja
thermodynamics	0.510	0.594	0.678	termodinamika
thermometer	0.400	0.327	0.473	termometru
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	teżawru
thesis	0.583	0.582	0.552	teżi
thick	0.449	0.433	0.596	oħxon
thicken	0.406	0.398	0.509	jeħxien
thickening	0.448	0.355	0.434	tħaxxin
thicket	0.385	0.373	0.324	ħxuna
thickness	0.552	0.370	0.443	ħxuna
thief	0.088	0.888	0.443	ħalliel
thigh	0.469	0.433	0.588	koxxa
thimble	0.490	0.192	0.218	dejtal
thin	0.469	0.337	0.356	irqiq
thing	0.449	0.222	0.260	ħaġa
things	0.519	0.250	0.368	affarijiet
thingy	0.458	0.312	0.158	ħaġa
think	0.786	0.408	0.618	aħseb
thinker	0.706	0.386	0.764	ħassieb
thinking	0.720	0.308	0.595	ħsieb
third	0.551	0.187	0.304	it-tielet
thirds	0.402	0.327	0.345	terzi
thirst	0.298	0.519	0.307	għatx
thirsty	0.281	0.660	0.310	bil-għatx
thirteen	0.459	0.385	0.331	tlettax
thirteenth	0.408	0.330	0.425	it-tlettax
thirty	0.562	0.349	0.316	tletin
thistle	0.427	0.423	0.357	thistle
thither	0.500	0.270	0.316	hemm
thong	0.467	0.596	0.269	ċinga
thorn	0.296	0.541	0.427	xewka
thorny	0.177	0.690	0.500	xewn
thorough	0.467	0.350	0.558	bir-reqqa
thoroughbred	0.669	0.740	0.716	ta’ razza pura
thoroughfare	0.582	0.481	0.490	it-triq
thought	0.780	0.315	0.571	ħsibt
thoughtful	0.667	0.290	0.527	maħsub
thoughtfulness	0.867	0.269	0.667	ħsieb
thoughtless	0.194	0.580	0.452	bla ħsieb
thoughts	0.745	0.382	0.691	ħsibijiet
thousand	0.663	0.355	0.480	elf
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	ħajt
threat	0.135	0.865	0.667	theddida
threaten	0.104	0.958	0.590	jheddu
threatened	0.052	0.928	0.354	mhedda
threatening	0.071	0.875	0.652	thedded
three	0.653	0.225	0.377	tlieta
threefold	0.521	0.400	0.534	tliet darbiet
threesome	0.490	0.676	0.560	threesome
thresh	0.490	0.417	0.500	dris
threshold	0.531	0.519	0.575	limitu
thrice	0.469	0.442	0.462	tliet darbiet
thrift	0.760	0.217	0.649	tfaddil
thrifty	0.604	0.380	0.676	thrifty
thrill	0.888	0.837	0.711	eċċitament
thrilled	0.898	0.818	0.807	ferħana
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	thrilling
thrive	0.948	0.529	0.772	jirnexxu
thriving	0.865	0.521	0.779	b'saħħitha
throat	0.350	0.538	0.346	gerżuma
throb	0.500	0.673	0.556	tħabbat
throbbing	0.645	0.808	0.491	tħabbat
throes	0.146	0.760	0.235	tbatija
throne	0.724	0.606	0.887	tron
throng	0.480	0.810	0.706	folla
throttle	0.562	0.804	0.750	throttle
throw	0.344	0.770	0.623	tarmi
throwback	0.280	0.454	0.356	throwback
thrower	0.470	0.690	0.717	thrower
thrown	0.500	0.550	0.619	jintefgħu
thrush	0.306	0.490	0.454	traxx
thrust	0.510	0.647	0.663	imbottatura
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	thug
thumb	0.673	0.271	0.361	il-kbir
thumbprint	0.510	0.347	0.451	thumbprint
thump	0.280	0.792	0.608	tħabbat
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	tħabbat
thunder	0.296	0.916	0.526	Ragħad
thunderbolt	0.418	0.719	0.642	thunderbolt
thunderclap	0.390	0.833	0.607	ragħad
thundering	0.337	0.778	0.700	tar-ragħad
thunderstorm	0.135	0.860	0.784	maltempata bir-ragħad
thunderstruck	0.194	0.716	0.509	maqbuda bir-ragħad
thwart	0.281	0.684	0.409	ifixkel
thx	0.562	0.425	0.461	Grazzi
thyme	0.561	0.255	0.325	sagħtar
thyroid	0.234	0.455	0.373	tirojde
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibja
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	immarka
ticked	0.469	0.386	0.455	immarkat
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	biljett
tickle	0.760	0.727	0.342	tikkek
tickled	0.755	0.707	0.364	tickled
ticklish	0.823	0.814	0.345	imtikek
tidal	0.592	0.539	0.519	marea
tidal wave	0.240	0.894	0.736	mewġa tal-marea
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	marea
tidings	0.610	0.510	0.694	aħbar
tidy	0.760	0.208	0.647	imbarazz
tie	0.663	0.464	0.431	tie
tier	0.520	0.245	0.560	saff
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tigra
tighten	0.388	0.487	0.627	issikka
tightness	0.344	0.606	0.759	issikkar
tightrope	0.354	0.653	0.279	ħabel issikkat
tights	0.583	0.343	0.269	tajts
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	madum
tiling	0.600	0.330	0.315	tiling
till	0.490	0.327	0.319	till
tillage	0.552	0.591	0.540	ħdim
tiller	0.448	0.410	0.290	laċċ
tilt	0.365	0.549	0.463	tilt
tilting	0.459	0.384	0.340	inklinazzjoni
timber	0.332	0.202	0.386	injam
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbru
time	0.604	0.288	0.609	ħin
timeless	0.408	0.468	0.583	prontezza
timeliness	0.760	0.404	0.582	puntwalità
timely	0.865	0.387	0.591	fil-ħin
timeout	0.344	0.433	0.322	Spiċċa l-ħin
timepiece	0.650	0.279	0.461	Strument
timer	0.469	0.433	0.500	tajmer
times	0.490	0.279	0.439	drabi
timetable	0.561	0.189	0.491	skeda
timewasters	0.391	0.535	0.291	timewasters
timid	0.327	0.276	0.132	timida
timidity	0.333	0.358	0.153	timidità
timing	0.521	0.311	0.577	ħin
tin	0.469	0.370	0.217	landa
tincture	0.440	0.360	0.402	tintura
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	landa
tinge	0.469	0.292	0.264	lewn
tingle	0.460	0.560	0.264	tingiż
tingling	0.427	0.615	0.340	tnemnim
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	tbagħbis
tinkle	0.562	0.529	0.356	tinkle
tinkling	0.612	0.530	0.324	tintin
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	lewn
tiny	0.479	0.196	0.125	ċkejkna
tip	0.708	0.221	0.518	ponta
tipper	0.427	0.571	0.431	ponta
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	tipsy
tiptoe	0.510	0.490	0.407	ponta
tirade	0.378	0.587	0.532	tirata
tire	0.438	0.385	0.381	tajer
tired	0.125	0.317	0.191	għajjien
tiredness	0.387	0.408	0.242	għeja
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	bla heda
tiresome	0.240	0.542	0.153	għeja
tiring	0.153	0.510	0.176	għeja
tissue	0.558	0.236	0.345	tessut
tistheseason	0.646	0.548	0.435	tistheseason
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titaniku
titanium	0.520	0.470	0.704	titanju
tithe	0.507	0.276	0.385	deċmi
title	0.708	0.356	0.574	titolu
titled	0.677	0.240	0.658	intitolat
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titulari
toad	0.302	0.452	0.196	toad
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tabakk
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	illum
toddler	0.812	0.469	0.368	tifel żgħir
toe	0.406	0.221	0.293	toe
toenail	0.530	0.380	0.306	dwiefer
toffee	0.658	0.510	0.396	toffee
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	flimkien
togetherness	0.906	0.360	0.635	għaqda
toil	0.558	0.510	0.583	tbatija
toilet	0.490	0.290	0.233	toilet
toils	0.480	0.710	0.482	toils
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	tollerabbli
tolerance	0.875	0.206	0.649	tolleranza
tolerant	0.765	0.192	0.618	tolleranti
tolerate	0.724	0.430	0.588	jittollera
toleration	0.776	0.442	0.727	tolleranza
toll	0.296	0.422	0.453	pedaġġ
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tadama
tomatoes	0.615	0.240	0.272	tadam
tomb	0.112	0.500	0.343	qabar
tombstone	0.204	0.441	0.311	lapida
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	tome
tomorrow	0.792	0.377	0.407	għada
ton	0.560	0.418	0.604	tunnellata
tone	0.551	0.355	0.411	ton
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	pinzetti
tongue	0.542	0.432	0.482	ilsien
tonic	0.541	0.360	0.500	toniku
tonnage	0.323	0.382	0.590	tunnellaġġ
tonsils	0.347	0.373	0.283	tunsilli
toocold	0.420	0.550	0.379	kiesaħ wisq
tool	0.490	0.350	0.594	għodda
toolbox	0.531	0.316	0.472	kaxxa tal-għodda
tooling	0.510	0.406	0.634	għodda
toomuchtodo	0.420	0.688	0.355	toouchtodo
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	sinna
toothache	0.188	0.853	0.412	uġigħ fis-snien
toothbrush	0.517	0.330	0.321	xkupilja tas-snien
toothed	0.449	0.394	0.352	bis-snien
toothless	0.312	0.541	0.272	bla snien
toothpaste	0.510	0.290	0.371	toothpaste
toothpick	0.561	0.216	0.185	toothpick
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	fuq
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	suġġett
topical	0.561	0.340	0.500	topiku
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografiċi
topographical	0.438	0.350	0.538	topografiċi
topography	0.469	0.357	0.506	topografija
topple	0.198	0.820	0.573	titwaqqa
topside	0.708	0.466	0.598	topside
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	torċa
torment	0.057	0.750	0.387	turment
tormented	0.071	0.855	0.323	itturmentat
torn	0.153	0.510	0.283	imqatta
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpidows
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	torrid
torsion	0.312	0.651	0.402	torsjoni
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	Fekruna
tortuous	0.194	0.755	0.382	tortuous
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	ittorturat
toss	0.418	0.725	0.575	toss
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	totali
totality	0.688	0.443	0.717	totalità
totally	0.820	0.422	0.702	totalment
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	mess
touchdown	0.667	0.770	0.586	illandjar
touched	0.592	0.380	0.404	mimsus
touching	0.760	0.439	0.491	tmiss
touchy	0.323	0.510	0.343	imissu
tough	0.344	0.588	0.742	iebsa
toughen	0.458	0.683	0.711	iwebbes
toughness	0.552	0.618	0.837	ebusija
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	mawra
tourism	0.823	0.531	0.545	turiżmu
tourist	0.745	0.480	0.430	turist
tourmaline	0.448	0.513	0.441	turmalina
tournament	0.694	0.740	0.611	tournament
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	stoppa
towel	0.630	0.208	0.286	xugaman
tower	0.606	0.380	0.644	torri
towering	0.500	0.690	0.806	towering
town	0.551	0.299	0.627	belt
townhouse	0.622	0.400	0.443	Townhouse
township	0.531	0.292	0.667	Township
townspeople	0.677	0.466	0.569	nies tal-belt
toxic	0.008	0.885	0.492	tossiċi
toxicity	0.104	0.865	0.491	tossiċità
toxicology	0.302	0.736	0.574	tossikoloġija
toxin	0.115	0.654	0.456	tossina
toy	0.878	0.420	0.275	ġugarell
toymaker	0.755	0.510	0.536	fabbrikant tal-ġugarelli
trace	0.573	0.346	0.483	traċċa
traceable	0.602	0.370	0.535	traċċabbli
tracer	0.573	0.327	0.645	traċċatur
traces	0.482	0.448	0.389	traċċi
trachea	0.448	0.509	0.387	trakea
tracing	0.418	0.591	0.565	traċċar
track	0.448	0.433	0.526	binarju
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	passaġġ
tractable	0.635	0.500	0.469	trattabbli
traction	0.429	0.585	0.648	trazzjoni
tractor	0.449	0.580	0.619	trattur
trade	0.561	0.544	0.690	kummerċ
trademark	0.667	0.344	0.750	trademark
trader	0.562	0.632	0.854	negozjant
tradesman	0.531	0.431	0.664	negozjant
trading	0.635	0.602	0.705	kummerċ
tradition	0.830	0.430	0.750	tradizzjoni
traditional	0.677	0.221	0.604	tradizzjonali
traffic	0.323	0.559	0.518	traffiku
traffic light	0.490	0.469	0.479	dawl tat-traffiku
trafficking	0.250	0.710	0.399	traffikar
tragedies	0.100	0.910	0.442	traġedji
tragedy	0.052	0.843	0.340	traġedja
tragic	0.048	0.904	0.396	traġiku
trail	0.600	0.322	0.455	traċċa
trailer	0.541	0.490	0.473	karru
train	0.666	0.705	0.620	ferrovija
train set	0.604	0.598	0.464	sett tal-ferrovija
trained	0.771	0.538	0.645	imħarreġ
trainee	0.627	0.408	0.352	apprendist
trainer	0.698	0.719	0.824	trainer
training	0.714	0.776	0.788	taħriġ
trait	0.469	0.365	0.453	karatteristika
traitor	0.112	0.796	0.491	traditur
traitorous	0.073	0.745	0.412	traditur
trajectory	0.653	0.558	0.779	trajettorja
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	trample
trampoline	0.604	0.690	0.391	trampolin
tramway	0.615	0.538	0.543	tramway
trance	0.469	0.481	0.382	trance
tranquil	0.917	0.094	0.355	trankwill
tranquility	0.840	0.135	0.442	trankwillità
tranquilizer	0.510	0.236	0.596	tranquilizer
transact	0.521	0.625	0.680	tittratta
transaction	0.650	0.577	0.579	transazzjoni
transatlantic	0.724	0.596	0.706	transatlantiku
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	jittraxxendu
transcendence	0.656	0.608	0.754	traxxendenza
transcendent	0.667	0.600	0.824	traxxendenti
transcendental	0.635	0.652	0.842	traxxendentali
transcribe	0.500	0.394	0.573	traskrivi
transcriber	0.490	0.420	0.615	traskritur
transcript	0.639	0.398	0.528	traskrizzjoni
transcription	0.592	0.455	0.615	traskrizzjoni
transfer	0.702	0.490	0.519	trasferiment
transference	0.592	0.294	0.551	trasferiment
transferred	0.480	0.450	0.409	trasferiti
transfixed	0.427	0.660	0.528	trafissat
transform	0.735	0.667	0.696	tittrasforma
transformation	0.796	0.618	0.770	trasformazzjoni
transformer	0.582	0.582	0.723	transformer
transfusion	0.417	0.730	0.557	trasfużjoni
transgression	0.158	0.890	0.611	trasgressjoni
transient	0.510	0.405	0.430	temporanju
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	transitu
transition	0.605	0.561	0.558	transizzjoni
transitional	0.573	0.472	0.491	tranżizzjonali
transitive	0.479	0.377	0.414	tranżittivi
transitory	0.438	0.450	0.407	tranżitorju
translate	0.604	0.423	0.462	tittraduċi
translation	0.633	0.435	0.598	traduzzjoni
translator	0.760	0.412	0.473	traduttur
translocation	0.367	0.612	0.564	traslokazzjoni
translucent	0.600	0.500	0.389	trasluċidi
transmission	0.688	0.490	0.611	trasmissjoni
transmit	0.836	0.581	0.673	jittrasmetti
transmitter	0.520	0.511	0.719	trasmettitur
transmutation	0.438	0.740	0.737	trasmutazzjoni
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	trasparenza
transparent	0.542	0.330	0.667	trasparenti
transplant	0.445	0.806	0.620	trapjant
transplantation	0.531	0.694	0.610	trapjant
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	trasport
transportation	0.667	0.560	0.472	trasport
transporter	0.615	0.625	0.750	trasportatur
transpose	0.440	0.585	0.467	jittrasponi
transposition	0.312	0.451	0.555	traspożizzjoni
transsexual	0.264	0.815	0.423	transsesswali
transverse	0.429	0.429	0.525	trasversali
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	nassa
trapdoor	0.094	0.670	0.462	nasba
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	maqbuda
trapper	0.296	0.654	0.491	nassab
trapping	0.333	0.621	0.491	insib
trappings	0.458	0.462	0.370	trappings
traps	0.235	0.673	0.481	nases
trash	0.163	0.541	0.154	żibel
trashy	0.071	0.380	0.161	trashy
trauma	0.112	0.792	0.453	trawma
traumatic	0.062	0.885	0.427	trawmatika
travail	0.500	0.677	0.620	travail
travel	0.931	0.689	0.535	l-ivvjaġġar
traveler	0.837	0.571	0.700	vjaġġatur
traveling	0.900	0.750	0.582	jivvjaġġaw
traverse	0.571	0.590	0.629	travers
travesty	0.354	0.644	0.407	travesti
