English Word	Valence	Arousal	Dominance	Igbo Word
quirky	0.708	0.373	0.564	dị nro
quit	0.469	0.559	0.488	kwụsị
quits	0.229	0.480	0.352	kwụsịrị
quitter	0.260	0.460	0.321	kwụsị
quiver	0.320	0.452	0.335	akụ akụ
quivering	0.407	0.776	0.342	na-ama jijiji
quiz	0.462	0.610	0.527	ajụjụ
quorum	0.615	0.544	0.602	kworum
quota	0.427	0.410	0.400	oke
quotation	0.796	0.590	0.461	nhota
quote	0.680	0.550	0.430	see okwu
quotes	0.625	0.578	0.520	ruturu
quotient	0.615	0.290	0.580	okwu
rabbi	0.459	0.362	0.723	rabbi
rabbit	0.685	0.330	0.241	oke oyibo
rabble	0.184	0.602	0.292	mmuo
rabid	0.089	0.827	0.454	obi ojoo
rabies	0.115	0.750	0.382	ịba ọcha n'anya
raccoon	0.541	0.435	0.320	raccoon
race	0.592	0.426	0.658	agbụrụ
racehorse	0.719	0.702	0.600	ịnyịnya ịgba ọsọ
racer	0.480	0.631	0.678	onye na-agba ọsọ
racetrack	0.708	0.808	0.624	ọgba ọsọ
racial	0.292	0.519	0.513	agbụrụ
racism	0.122	0.673	0.487	ịkpa ókè agbụrụ
racist	0.061	0.673	0.482	ịkpa ókè agbụrụ
rack	0.385	0.373	0.409	ogbe
racket	0.520	0.356	0.352	raket
racketeering	0.167	0.877	0.697	ịgba egwu
racking	0.411	0.442	0.375	nkwakọba
racquetball	0.582	0.667	0.444	bọọlụ racquet
racy	0.427	0.566	0.390	racy
radar	0.521	0.615	0.579	rada
radial	0.439	0.404	0.500	radial
radiance	0.796	0.625	0.719	na-egbuke egbuke
radiant	0.888	0.717	0.791	na-egbuke egbuke
radiate	0.719	0.735	0.738	radiate
radiation	0.167	0.741	0.536	radieshon
radiator	0.385	0.452	0.475	radiator
radical	0.500	0.792	0.811	radical
radically	0.552	0.731	0.715	nke ukwuu
radio	0.573	0.402	0.358	redio
radioactive	0.190	0.798	0.741	redioaktivu
radioactivity	0.240	0.910	0.696	redioactivity
radiograph	0.561	0.490	0.491	rediograph
radiography	0.469	0.614	0.543	redio
radiologist	0.490	0.423	0.634	ọkà mmụta redio
radiology	0.459	0.460	0.574	redio
radish	0.500	0.316	0.398	radish
radium	0.469	0.360	0.517	radium
radius	0.521	0.324	0.500	okirikiri
radon	0.323	0.418	0.375	radon
raffle	0.640	0.510	0.454	raffle
raft	0.510	0.229	0.228	raft
rag	0.255	0.226	0.180	akwa akwa
rage	0.082	0.888	0.658	ọnụma
ragemode	0.363	0.663	0.454	ragemode
ragetweet	0.398	0.551	0.431	ragetweet
ragged	0.198	0.519	0.226	ragged
raggedy	0.198	0.531	0.314	raggedy
raging	0.219	0.927	0.598	iwe iwe
rags	0.434	0.309	0.198	akwa akwa
ragtime	0.469	0.602	0.398	ragtime
raid	0.350	0.726	0.560	mbuso agha
raider	0.302	0.860	0.525	onye wakporo
rail	0.470	0.500	0.526	ụgbọ okporo ígwè
railing	0.551	0.298	0.440	ụgbọ okporo ígwè
railroad	0.591	0.592	0.500	okporo ụzọ ụgbọ oloko
railway	0.613	0.615	0.623	ụzọ ụgbọ oloko
raiment	0.667	0.402	0.377	uwe
rain	0.542	0.388	0.330	mmiri ozuzo
rainbow	0.878	0.350	0.462	egwurugwu
rainbow trout	0.700	0.462	0.330	egwurugwu
rainbows	0.875	0.517	0.402	egwurugwu
raincoat	0.458	0.300	0.525	uwe mmiri ozuzo
raindrops	0.698	0.337	0.311	mmiri ozuzo
rainfall	0.604	0.314	0.378	mmiri ozuzo
rainforest	0.612	0.375	0.398	oke ohia
rainmaker	0.448	0.509	0.544	onye na-eme mmiri ozuzo
rainstorm	0.392	0.535	0.377	oké mmiri ozuzo
rainy	0.610	0.451	0.433	mmiri ozuzo
rainyday	0.520	0.380	0.315	ubochi udu mmiri
raise	0.885	0.685	0.765	bulie
raised	0.656	0.326	0.643	ewelitere
raisin	0.594	0.235	0.246	mịrị amị
raising	0.735	0.519	0.643	na-ebuli elu
rake	0.410	0.286	0.314	rake
rally	0.612	0.680	0.554	rally
ram	0.406	0.452	0.388	ebule
ramble	0.615	0.464	0.440	ramble
rambling	0.448	0.510	0.528	rambling
ramp	0.490	0.517	0.357	ramp
rampage	0.240	0.875	0.509	mbuso agha
rampant	0.490	0.788	0.526	juru ebe niile
rampart	0.322	0.520	0.538	mgbidi
ramrod	0.406	0.408	0.349	ramrod
ranch	0.357	0.420	0.409	anụ ụlọ
rancher	0.510	0.520	0.543	onye na-azụ anụ
rancid	0.156	0.451	0.214	rancid
random	0.490	0.520	0.321	random
randomly	0.410	0.594	0.302	enweghị usoro
randomness	0.418	0.449	0.433	randomness
randy	0.490	0.394	0.481	randy
range	0.490	0.472	0.615	oke
ranger	0.526	0.545	0.705	onye nche
rank	0.531	0.380	0.686	ọkwa
ranking	0.540	0.592	0.680	ogo
ransom	0.582	0.800	0.565	ihe mgbapụta
rant	0.219	0.774	0.482	mgbawa
ranting	0.181	0.755	0.500	ịgba egwu
rap	0.604	0.575	0.464	rap
rape	0.062	0.856	0.527	idina mmadụ n'ike
rapid	0.667	0.788	0.768	ngwa ngwa
rapidity	0.667	0.798	0.806	ngwa ngwa
rapids	0.573	0.817	0.788	ngwa ngwa
rapist	0.062	0.906	0.571	onye n'ike
rapper	0.550	0.755	0.482	rapper
rapping	0.565	0.716	0.417	rapping
rapport	0.771	0.664	0.567	mkpesa
rapt	0.521	0.736	0.510	weputa
raptor	0.270	0.773	0.612	raptor
raptors	0.280	0.565	0.591	raptors
rapture	0.439	0.883	0.567	owuwe
rare	0.396	0.413	0.236	obere
rarely	0.408	0.367	0.366	adịkarịghị
rarity	0.646	0.548	0.364	ụkọ
rascal	0.169	0.706	0.445	rascal
rash	0.219	0.820	0.491	ihe ọkụ ọkụ
raspberries	0.802	0.278	0.333	raspberries
raspberry	0.735	0.336	0.291	raspberị
rat	0.271	0.567	0.255	oke
ratchet	0.449	0.520	0.343	oke
rate	0.521	0.297	0.407	ọnụego
ratification	0.653	0.577	0.609	nnabata
ratify	0.750	0.462	0.716	kwadoro
rating	0.663	0.679	0.637	ogo
ratio	0.560	0.461	0.741	oke
ration	0.521	0.346	0.390	nri
rational	0.775	0.347	0.632	ezi uche
rationale	0.656	0.400	0.815	ezi uche
rationalism	0.562	0.500	0.676	ezi uche
rationality	0.633	0.510	0.767	ezi uche
rationalize	0.633	0.400	0.746	dozie uche
rationing	0.396	0.404	0.540	inye ihe
rattan	0.434	0.334	0.377	rattan
rattle	0.490	0.429	0.268	ntule
rattled	0.354	0.641	0.330	gbawara agbawa
rattler	0.396	0.730	0.455	rattler
rattlesnake	0.188	0.803	0.613	agwọ
ratty	0.354	0.450	0.358	ratty
raucous	0.316	0.740	0.538	nke na-adịghị mma
ravage	0.214	0.755	0.575	imebi
rave	0.490	0.637	0.420	agụụ
raven	0.479	0.446	0.426	ugoloọma
ravenous	0.406	0.700	0.509	erimeri
ravine	0.354	0.673	0.413	ndagwurugwu
raving	0.312	0.764	0.358	agụụ
ravioli	0.656	0.281	0.308	ravioli
ravishing	0.745	0.833	0.830	na-akparị mmadụ
raw	0.143	0.349	0.342	raw
rawhide	0.292	0.360	0.327	rawhide
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	ray
razor	0.260	0.610	0.481	aguba
reach	0.719	0.625	0.690	iru
react	0.500	0.716	0.717	meghachi omume
reaction	0.470	0.811	0.706	mmeghachi omume
reactionary	0.406	0.573	0.690	mmeghachi omume
reactive	0.434	0.817	0.721	mmeghachi omume
reactor	0.438	0.794	0.772	reactor
read	0.740	0.283	0.611	gụọ
reader	0.776	0.224	0.602	onye na-agụ
readership	0.698	0.306	0.422	onye na-agụ akwụkwọ
readily	0.740	0.290	0.547	ngwa ngwa
readiness	0.708	0.531	0.700	njikere
reading	0.781	0.183	0.415	ịgụ akwụkwọ
readjustment	0.560	0.563	0.510	mmezi
readout	0.590	0.250	0.518	gụpụta
ready	0.770	0.388	0.648	njikere
readytogo	0.667	0.654	0.578	njikere
reaffirm	0.750	0.559	0.654	kwukwaa
reagent	0.385	0.698	0.642	reagent
real	0.719	0.510	0.717	ezigbo
realism	0.740	0.545	0.670	eziokwu
realist	0.720	0.572	0.809	eziokwu
realistic	0.700	0.520	0.783	ezi uche
reality	0.786	0.365	0.787	eziokwu
realization	0.554	0.510	0.836	mmezu
realize	0.757	0.462	0.647	ghọta
realm	0.708	0.509	0.878	ala eze
realtor	0.429	0.471	0.582	onye n'ezie
realty	0.633	0.471	0.648	realty
ream	0.490	0.173	0.346	ream
reap	0.677	0.422	0.623	aghọrọ mkpụrụ
reaper	0.340	0.565	0.464	onye na-ewe ihe ubi
reappear	0.688	0.625	0.632	pụta ọzọ
rear	0.459	0.520	0.284	azụ
rearrange	0.656	0.510	0.729	megharia
rearrangement	0.542	0.527	0.769	nhazigharị
reason	0.781	0.455	0.712	ihe kpatara ya
reasonable	0.902	0.337	0.726	ezi uche
reasonableness	0.729	0.448	0.665	ezi uche
reasoning	0.729	0.365	0.729	iche echiche
reasons	0.583	0.460	0.571	ihe kpatara ya
reassemble	0.552	0.540	0.589	kpọkọtaghachi
reassign	0.359	0.490	0.559	nyegharịa
reassignment	0.551	0.480	0.415	nhazigharị
reassurance	0.875	0.127	0.593	mmesi obi ike
reassure	0.837	0.306	0.630	mesie ike
reassured	0.854	0.186	0.519	mesiri ike
reassuring	0.847	0.308	0.691	na-emesi obi ike
rebate	0.667	0.569	0.510	nkwụghachi ụgwọ
rebel	0.235	0.830	0.555	nnupụisi
rebellion	0.245	0.843	0.746	nnupụisi
rebellious	0.344	0.880	0.663	nnupụisi
rebels	0.135	0.860	0.609	ndị nnupụisi
rebirth	0.781	0.712	0.780	ịmụgharị ọzọ
reboot	0.673	0.577	0.519	malitegharịa
reborn	0.802	0.618	0.737	amughari ozo
rebound	0.521	0.480	0.506	nloghachi
rebuild	0.656	0.557	0.519	wughachi
rebuke	0.115	0.677	0.429	baara mba
rebut	0.154	0.519	0.573	mgbagha
rebuttal	0.312	0.690	0.540	nkwughachi
recalcitrant	0.357	0.624	0.580	na-atụgharị uche
recall	0.583	0.351	0.525	cheta
recant	0.333	0.575	0.482	ikwughachi
recap	0.602	0.578	0.667	recap
recapture	0.333	0.656	0.658	iweghachi
recast	0.367	0.481	0.500	megharia
recede	0.231	0.449	0.245	laghachi azụ
receding	0.224	0.418	0.333	na-ala azụ
receipt	0.542	0.230	0.415	nnata
receipts	0.320	0.333	0.381	akwụkwọ nnata
receive	0.740	0.462	0.551	nata
received	0.646	0.436	0.561	natara
receiver	0.583	0.464	0.586	onye nnata
receiving	0.719	0.562	0.623	ịnata
recent	0.592	0.365	0.589	nso nso a
receptacle	0.500	0.451	0.426	ihe nkwụnye ego
reception	0.694	0.375	0.567	nnabata
receptionist	0.677	0.430	0.385	onye nnabata
receptive	0.729	0.519	0.639	na-anabata
receptor	0.417	0.360	0.510	onye nnata
recess	0.646	0.510	0.367	ezumike
recesses	0.367	0.470	0.379	ezumike
recession	0.368	0.398	0.373	nlaazu
recharge	0.584	0.702	0.664	fanye
recheck	0.440	0.490	0.529	nyochaa
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	recidivism
recipe	0.698	0.271	0.415	uzommeputa
recipient	0.604	0.324	0.679	onye nnata
reciprocal	0.677	0.520	0.660	imeghari
reciprocate	0.760	0.460	0.618	meghachi omume
reciprocity	0.740	0.673	0.556	imekọrịta ihe
recital	0.838	0.440	0.572	nkwughachi
recitation	0.708	0.519	0.462	ịgụgharị
recite	0.688	0.398	0.453	gụọ
reckless	0.262	0.788	0.279	akpachapụghị anya
recklessness	0.292	0.763	0.380	enweghị uche
reckon	0.643	0.420	0.472	gua
reckoning	0.418	0.622	0.532	ngụkọ
reclaim	0.469	0.724	0.648	nwetaghachi
reclamation	0.573	0.750	0.548	mweghachi
recline	0.460	0.404	0.418	nọdụ ala
reclining	0.448	0.312	0.317	nọdụ ala
recluse	0.240	0.490	0.446	nhapụ
recognition	0.833	0.587	0.726	nnabata
recognizable	0.625	0.400	0.609	amata
recognize	0.760	0.315	0.600	mara
recognized	0.875	0.458	0.786	ghọtara
recoil	0.089	0.429	0.259	laghachi azụ
recollect	0.688	0.491	0.602	icheta
recollection	0.722	0.337	0.566	ncheta
recombinant	0.561	0.519	0.463	recombinant
recombination	0.510	0.492	0.602	nchikota
recommend	0.812	0.439	0.672	kwadoro
recommendation	0.912	0.388	0.664	nkwanye
recompense	0.844	0.620	0.853	nkwughachi
recon	0.500	0.447	0.400	recon
reconcile	0.760	0.470	0.625	ime udo
reconciliation	0.896	0.570	0.604	ime udo
reconfigure	0.429	0.500	0.658	reconfigure
reconnaissance	0.729	0.604	0.712	nyocha
reconnect	0.630	0.548	0.667	jikọọ ọzọ
reconsider	0.448	0.442	0.582	tugharia uche
reconsideration	0.531	0.459	0.611	ịtụgharị uche
reconstitution	0.587	0.461	0.783	nhazigharị
reconstruct	0.740	0.618	0.718	wugharia
reconstruction	0.625	0.719	0.667	nwughari
reconstructive	0.596	0.444	0.722	na-ewughachi
reconvene	0.490	0.529	0.560	gbakọtaghachi
record	0.552	0.421	0.500	ndekọ
recorder	0.551	0.374	0.481	onye na-edekọ ihe
recording	0.573	0.537	0.474	ndekọ
recount	0.479	0.402	0.509	kwughachi
recoup	0.719	0.422	0.575	nwetaghachi
recourse	0.402	0.337	0.598	Ntughari
recover	0.918	0.510	0.647	gbakee
recoverable	0.780	0.388	0.709	mgbake
recovery	0.781	0.402	0.737	mgbake
recreate	0.724	0.545	0.616	megharia
recreation	0.909	0.632	0.660	ntụrụndụ
recreational	0.896	0.686	0.479	ntụrụndụ
recruit	0.551	0.654	0.633	were were
recruiter	0.662	0.630	0.690	onye na-ewe ọrụ
recruiting	0.448	0.787	0.693	n'ewe ọrụ
recruitment	0.479	0.645	0.591	mbanye
recruits	0.396	0.653	0.593	ndị na-ewe ọrụ
rectal	0.344	0.618	0.410	rectal
rectangle	0.479	0.225	0.438	akụkụ anọ
rectangular	0.438	0.240	0.307	akụkụ anọ
rectification	0.449	0.560	0.695	mmezi
rectify	0.625	0.480	0.634	dozie
rector	0.458	0.406	0.862	rector
rectory	0.490	0.373	0.704	rectory
rectum	0.438	0.443	0.491	ikensi
recumbent	0.429	0.370	0.352	na-adịgide adịgide
recuperation	0.688	0.418	0.500	mgbake
recur	0.479	0.500	0.416	ikwughachi
recurrence	0.490	0.538	0.615	nlọghachi azụ
recurrent	0.552	0.500	0.561	ugboro ugboro
recurring	0.370	0.560	0.445	ugboro ugboro
recursion	0.312	0.580	0.543	nlọghachi azụ
recursive	0.459	0.590	0.561	recursive
recursively	0.427	0.519	0.618	recursively
recycle	0.521	0.392	0.526	megharịa
recycled	0.561	0.316	0.409	emegharịrị
recycling	0.552	0.320	0.509	imegharị ihe
red	0.427	0.385	0.377	uhie
reddish	0.521	0.337	0.328	uhie uhie
redecorate	0.602	0.444	0.490	imegharia mma
redeem	0.633	0.469	0.491	gbapụta
redeemed	0.625	0.378	0.434	gbapụtara
redemption	0.376	0.408	0.545	mgbapụta
redesign	0.622	0.460	0.396	imeghari
redhead	0.677	0.549	0.518	isi uhie
redheaded	0.510	0.520	0.428	isi uhie
redirect	0.469	0.360	0.648	redirect
redneck	0.401	0.500	0.348	olu uhie
redness	0.151	0.470	0.417	uhie uhie
redo	0.481	0.500	0.535	megharia
redress	0.677	0.558	0.649	dozie
reduce	0.219	0.304	0.336	belata
reduced	0.229	0.365	0.204	belatara
reduction	0.365	0.382	0.240	mbelata
redundancy	0.316	0.262	0.589	redundancy
redundant	0.210	0.500	0.527	ejighi oru
redwood	0.592	0.350	0.443	redwood
reed	0.490	0.350	0.307	ahịhịa amị
reef	0.583	0.490	0.456	reef
reefer	0.500	0.453	0.421	refer
reefs	0.531	0.471	0.455	reefs
reek	0.177	0.480	0.311	reek
reel	0.449	0.332	0.395	azụ azụ
reelection	0.541	0.673	0.681	nhọpụta ọzọ
reeling	0.327	0.542	0.267	na-arọgharị
reenactment	0.771	0.592	0.768	mmeghari ohuru
reentry	0.604	0.449	0.500	nloghachi
reestablish	0.635	0.490	0.692	megharia
ref	0.469	0.380	0.368	ntụgharị
refer	0.506	0.358	0.558	zoo aka
referee	0.531	0.644	0.778	referii
reference	0.633	0.312	0.595	ntụaka
referendum	0.510	0.469	0.643	referendum
referral	0.694	0.314	0.603	ntụaka
refill	0.670	0.400	0.464	mejupụta
refine	0.653	0.460	0.640	nụchaa
refined	0.850	0.430	0.653	nụchara anụcha
refinement	0.719	0.387	0.709	nnụcha
refinery	0.646	0.444	0.565	ụlọ nrụpụta
refining	0.694	0.466	0.664	nnụcha
refit	0.500	0.577	0.506	imegharia
reflect	0.698	0.342	0.472	tụgharịa uche
reflecting	0.590	0.408	0.471	na-atụgharị uche
reflection	0.710	0.500	0.528	ntụgharị uche
reflective	0.656	0.292	0.735	na-atụgharị uche
reflector	0.479	0.510	0.500	reflector
reflex	0.583	0.460	0.538	reflex
reflux	0.281	0.559	0.347	reflux
reform	0.531	0.490	0.797	mgbanwe
reformation	0.809	0.500	0.558	mgbanwe
reformer	0.562	0.569	0.905	onye ngbanwe
refraction	0.388	0.471	0.526	ntụgharị uche
refractor	0.510	0.541	0.433	refractor
refractory	0.520	0.357	0.588	refractory
refrain	0.314	0.373	0.277	zere
refraining	0.418	0.453	0.404	na-ezere
refresh	0.719	0.640	0.689	nweta ume
refreshed	0.910	0.377	0.480	ume ọhụrụ
refreshing	0.936	0.520	0.571	na-enye ume ọhụrụ
refreshment	0.667	0.410	0.352	ume ọhụrụ
refrigerate	0.635	0.357	0.457	refrigerate
refrigeration	0.735	0.392	0.500	ngwa nju oyi
refrigerator	0.677	0.260	0.391	friji
refuel	0.592	0.445	0.500	mmanụ aṅụ
refuge	0.640	0.238	0.481	mgbaba
refugee	0.379	0.607	0.327	onye gbara ọsọ ndụ
refund	0.541	0.528	0.430	nkwụghachi
refurbish	0.656	0.633	0.541	refurbish
refusal	0.052	0.610	0.321	ọjụjụ
refuse	0.180	0.520	0.331	jụ
refused	0.163	0.475	0.188	jụrụ
refusing	0.143	0.670	0.203	na-ajụ
refutation	0.312	0.726	0.566	nkwuputa
refute	0.312	0.731	0.583	gbaghaa
regain	0.729	0.520	0.759	nwetaghachi
regal	0.643	0.459	0.556	eze
regalia	0.760	0.441	0.556	regalia
regard	0.802	0.336	0.809	nkwanye ugwu
regatta	0.740	0.471	0.435	regatta
regency	0.520	0.472	0.630	ọchịchị
regenerate	0.782	0.607	0.767	megharia
regeneration	0.760	0.640	0.845	mmeghari ohuru
regent	0.680	0.529	0.675	onye ọchịchị
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	ọchịchị
regimen	0.428	0.538	0.840	usoro
regiment	0.469	0.722	0.755	rejimenti
regimental	0.292	0.637	0.817	regimental
region	0.540	0.295	0.712	mpaghara
regional	0.620	0.400	0.607	mpaghara
regionalism	0.640	0.500	0.773	mpaghara mpaghara
register	0.490	0.412	0.654	debanye aha
registrar	0.599	0.537	0.574	onye na-edeba aha
registration	0.622	0.396	0.574	ndebanye aha
registry	0.573	0.320	0.583	ndekọ
regress	0.255	0.442	0.300	nlọghachi azụ
regression	0.312	0.500	0.324	nlọghachi azụ
regressive	0.302	0.434	0.363	regressive
regret	0.230	0.623	0.331	akwa ụta
regretful	0.167	0.480	0.188	na-akwa ụta
regrettable	0.104	0.374	0.245	na-akwa ụta
regretted	0.352	0.540	0.368	kwara ụta
regretting	0.255	0.567	0.273	na-akwa ụta
regroup	0.633	0.602	0.797	megharia
regular	0.435	0.188	0.558	mgbe niile
regularity	0.663	0.337	0.585	oge niile
regulars	0.729	0.327	0.508	ndị na-emekarị
regulate	0.510	0.275	0.481	hazie
regulated	0.531	0.269	0.483	edozi
regulation	0.542	0.425	0.667	iwu
regulator	0.500	0.336	0.668	regulator
regulatory	0.531	0.448	0.528	usoro iwu
regurgitation	0.160	0.647	0.315	regurgitation
rehab	0.531	0.450	0.593	rehab
rehabilitate	0.671	0.538	0.642	megharia
rehabilitation	0.406	0.528	0.606	mmezigharị
rehash	0.405	0.451	0.403	rehash
rehearsal	0.667	0.470	0.500	mmeghari
rehearse	0.588	0.622	0.500	megharịa
reign	0.806	0.567	0.873	eze
reigning	0.677	0.632	0.870	na-achị
reimburse	0.680	0.418	0.527	kwụọ ụgwọ
reimbursement	0.653	0.610	0.567	nkwụghachi ụgwọ
rein	0.500	0.357	0.438	rein
reincarnation	0.786	0.747	0.676	ịlọ ụwa
reindeer	0.592	0.336	0.396	ele
reinforce	0.604	0.583	0.760	mesie ike
reinforcement	0.729	0.702	0.902	nkwado
reinforcements	0.646	0.719	0.875	nkwado
reins	0.480	0.448	0.545	ume
reinstall	0.458	0.500	0.745	tinyegharịa
reinstate	0.760	0.551	0.596	weghachite
reinstatement	0.729	0.521	0.707	mweghachi
reinvest	0.570	0.627	0.763	itinye ego
reinvestment	0.582	0.622	0.782	ntinye ego
reiterate	0.422	0.451	0.655	kwugharịa
reject	0.060	0.647	0.370	jụ
rejected	0.102	0.480	0.250	jụrụ
rejection	0.080	0.704	0.330	njụ
rejects	0.083	0.637	0.422	na-ajụ
rejoice	0.827	0.650	0.698	ṅụrịa ọṅụ
rejoicing	0.811	0.637	0.592	na-aṅụrị ọṅụ
rejoin	0.655	0.548	0.556	sonye
rejuvenate	0.776	0.588	0.767	mee ka ume ọhụrụ
rejuvenated	0.809	0.673	0.700	rejuvenated
rekindle	0.656	0.520	0.788	maliteghachi
relapse	0.173	0.460	0.303	nlọghachi azụ
relate	0.653	0.500	0.623	mekọrịta
related	0.677	0.365	0.519	metụtara
relation	0.857	0.604	0.625	njikọ
relationship	0.867	0.566	0.589	mmekọrịta
relative	0.500	0.378	0.386	ikwu
relativity	0.594	0.393	0.615	relativity
relax	0.927	0.250	0.375	Zuo ike
relaxant	0.878	0.087	0.357	izu ike
relaxation	0.873	0.161	0.381	ntụrụndụ
relaxed	0.865	0.090	0.382	izuike
relaxing	0.854	0.157	0.475	izuike
relay	0.738	0.542	0.543	relay
release	0.740	0.606	0.741	ntọhapụ
released	0.844	0.490	0.651	tọhapụrụ
relegation	0.375	0.500	0.434	mgbada
relentless	0.333	0.713	0.904	adịghị akwụsị akwụsị
relevance	0.710	0.599	0.791	mkpa
relevancy	0.724	0.481	0.673	mkpa
relevant	0.719	0.608	0.764	mkpa
reliability	0.917	0.380	0.696	ntụkwasị obi
reliable	0.912	0.241	0.875	a pụrụ ịdabere na ya
reliance	0.844	0.431	0.853	ịdabere
relic	0.646	0.452	0.591	relic
relics	0.719	0.580	0.579	relics
relief	0.844	0.278	0.481	enyemaka
relieve	0.813	0.183	0.536	inyeaka
relieved	0.896	0.314	0.391	obi iru ala
relieving	0.740	0.255	0.455	na-ebelata
relight	0.560	0.588	0.519	ntughari
religion	0.646	0.320	0.755	okpukpere chi
religious	0.740	0.238	0.696	okpukpere chi
relinquish	0.265	0.606	0.286	hapụ ya
relish	0.854	0.610	0.632	ụtọ
relive	0.750	0.650	0.693	tugharia
reload	0.562	0.611	0.571	bugharịa
relocate	0.500	0.594	0.640	ịkwaga ebe ọzọ
relocation	0.396	0.500	0.475	mbughari
reluctance	0.240	0.606	0.373	enweghị mmasị
reluctant	0.292	0.630	0.432	na-ala azụ
rely	0.812	0.429	0.616	dabere
remain	0.709	0.365	0.731	nọrọ
remainder	0.398	0.357	0.324	nke fọduru
remaining	0.449	0.290	0.296	fọdụrụnụ
remains	0.610	0.240	0.565	foduru
remake	0.583	0.488	0.642	imeghari
remand	0.245	0.446	0.318	ntughari
remark	0.561	0.325	0.716	kwuo
remarkable	0.880	0.573	0.720	dị ịrịba ama
remarkably	0.688	0.618	0.868	n'ụzọ dị ịrịba ama
remarry	0.653	0.791	0.540	lụọkwa nwunye ọzọ
rematch	0.469	0.798	0.627	rematch
remedial	0.369	0.418	0.509	mmezi
remedy	0.625	0.283	0.491	usọbọ
remember	0.776	0.422	0.454	cheta
remembered	0.916	0.333	0.588	chetara
remembering	0.535	0.386	0.509	na-echeta
remembrance	0.812	0.250	0.519	ncheta
remind	0.721	0.415	0.563	ichetara
reminder	0.552	0.423	0.589	ihe ncheta
reminisce	0.903	0.490	0.363	icheta
reminiscent	0.500	0.481	0.611	na-echetara
reminiscing	0.688	0.431	0.418	na-echetara
remiss	0.190	0.650	0.325	chefuo
remission	0.418	0.330	0.518	mgbaghara
remit	0.510	0.509	0.473	nyefee
remittance	0.684	0.479	0.454	nnyefe
remnant	0.367	0.312	0.388	fọduru
remodel	0.604	0.647	0.693	megharia
remorse	0.103	0.673	0.377	nchegharị
remorseful	0.347	0.429	0.250	nchegharị
remote	0.458	0.333	0.477	ime ime
remoteness	0.323	0.510	0.339	ịdị anya
removal	0.245	0.540	0.368	mwepụ
remove	0.292	0.539	0.472	wepụ
remover	0.337	0.443	0.526	ihe mkpofu
remuneration	0.792	0.760	0.607	ụgwọ ọrụ
renaissance	0.771	0.670	0.767	renaissance
renal	0.300	0.480	0.415	gbasara akụrụ
rencontre	0.510	0.452	0.463	laghachi azụ
rend	0.429	0.423	0.385	gbanye
render	0.541	0.395	0.448	inye
rendering	0.531	0.434	0.667	nsụgharị
rendezvous	0.750	0.490	0.658	rendezvous
rendition	0.417	0.360	0.398	nsụgharị
renegade	0.140	0.640	0.509	nnupụisi
renegotiate	0.580	0.702	0.708	kpakorita ọzọ
renew	0.868	0.481	0.713	imeghari ohuru
renewal	0.770	0.710	0.672	mmeghari ohuru
renounce	0.156	0.490	0.552	jụ
renovate	0.878	0.549	0.755	imeghari ohuru
renovated	0.783	0.406	0.657	emezigharịrị
renovation	0.816	0.590	0.779	mmeghari ohuru
renown	0.693	0.475	0.693	ama ama
renowned	0.844	0.481	0.697	ama ama
rent	0.344	0.429	0.446	mgbazinye
rental	0.510	0.370	0.308	mgbazinye
renter	0.590	0.301	0.371	onye mgbazinye
renunciation	0.260	0.578	0.336	renunciation
reopen	0.656	0.528	0.568	mepee ọzọ
reorganization	0.622	0.587	0.754	nhazigharị
reorganize	0.667	0.590	0.722	hazie
rep	0.520	0.510	0.640	rep
repaint	0.622	0.382	0.308	agba agba
repair	0.583	0.460	0.589	rụkwaa
repairman	0.582	0.426	0.707	onye nrụzi
reparation	0.531	0.615	0.732	mmezi
repay	0.469	0.632	0.592	kwụọ ụgwọ
repayment	0.479	0.490	0.474	nkwughachi
repeal	0.260	0.480	0.482	kagbuo
repeat	0.490	0.529	0.552	kwugharịa
repeated	0.429	0.472	0.314	ugboro ugboro
repeatedly	0.479	0.575	0.500	ugboro ugboro
repeater	0.479	0.426	0.430	onye nkwughari
repel	0.224	0.620	0.441	ichughachiazu
repellant	0.292	0.620	0.426	onye na-achụgharị
repellent	0.286	0.500	0.491	nke na-asọ oyi
repelling	0.184	0.633	0.429	na-achụgharị
repent	0.449	0.422	0.386	chegharịa
repentance	0.417	0.604	0.324	nchegharị
repentant	0.326	0.500	0.200	nchegharị
repertoire	0.633	0.594	0.667	akwụkwọ akụkọ
repertory	0.562	0.473	0.528	repertory
repetition	0.375	0.519	0.396	ikwugharị
repetitive	0.320	0.438	0.362	ugboro ugboro
rephrase	0.547	0.451	0.549	ikwugharị
replace	0.417	0.520	0.500	dochie
replacement	0.385	0.519	0.500	nnọchi
replay	0.612	0.522	0.761	megharịa
replenish	0.615	0.336	0.689	mejupụta
replete	0.552	0.497	0.670	juputara
replica	0.480	0.520	0.493	oyiri
replicate	0.480	0.630	0.585	megharia
replication	0.342	0.618	0.510	ntughari
reply	0.762	0.290	0.596	zaa
report	0.583	0.444	0.575	akuko
reported	0.418	0.442	0.567	kọrọ
reporter	0.531	0.550	0.604	onye nta akụkọ
