English Word	Valence	Arousal	Dominance	Swedish Word
sortie	0.490	0.450	0.311	utfall
sorting	0.469	0.400	0.642	sortering
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	så rädd
soscary	0.301	0.660	0.414	så läskigt
soslow	0.347	0.312	0.284	så långsam
sostressed	0.435	0.481	0.578	sostressad
sosweet	0.755	0.354	0.417	så söt
sothankful	0.729	0.526	0.418	tacksam
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	själ
soulful	0.755	0.331	0.500	själfull
soulless	0.125	0.591	0.400	själlös
soulmate	0.890	0.500	0.628	själsfrände
sound	0.765	0.623	0.398	ljud
sounding	0.690	0.500	0.558	lodning
soundness	0.780	0.377	0.893	sundhet
soundproof	0.490	0.390	0.409	ljudisolerade
soundtrack	0.630	0.559	0.518	ljudspår
soup	0.602	0.245	0.269	soppa
sour	0.276	0.594	0.373	sur
source	0.740	0.318	0.684	källa
sourpuss	0.188	0.620	0.382	surpuppa
south	0.562	0.265	0.429	söder
southbound	0.510	0.370	0.395	sydgående
southeast	0.510	0.283	0.413	sydöst
southern	0.552	0.269	0.370	sydlig
southpaw	0.542	0.389	0.404	southpaw
southwest	0.406	0.314	0.355	sydväst
souvenir	0.844	0.311	0.466	souvenir
sovereign	0.698	0.500	0.885	suverän
sovereignty	0.719	0.529	0.886	suveränitet
soviet	0.347	0.580	0.536	sovjetiska
sow	0.667	0.430	0.446	sugga
soy	0.438	0.250	0.286	soja
soy sauce	0.573	0.382	0.318	Soja sås
soybean	0.521	0.250	0.293	sojaböna
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	Plats
spacecraft	0.646	0.698	0.680	rymdskepp
spaceman	0.688	0.577	0.848	rymdman
spaceship	0.643	0.781	0.664	rymdskepp
spacing	0.621	0.425	0.507	mellanrum
spacious	0.880	0.365	0.557	rymlig
spade	0.469	0.667	0.529	spade
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammare
span	0.521	0.330	0.528	spänna
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	daska
spanking	0.194	0.736	0.392	dask
spar	0.417	0.438	0.536	mast
spare	0.552	0.398	0.411	reserv
spareribs	0.635	0.431	0.395	revbensspjäll
sparingly	0.510	0.353	0.518	sparsamt
spark	0.688	0.745	0.529	gnista
sparkle	0.819	0.765	0.510	gnistra
sparkling	0.700	0.418	0.598	gnistrande
sparkly	0.885	0.590	0.726	glittrande
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	Sparv
sparse	0.240	0.367	0.209	gles
spasm	0.194	0.594	0.366	spasm
spastic	0.240	0.541	0.491	spastisk
spat	0.427	0.413	0.309	spottade
spatial	0.604	0.625	0.645	rumslig
spatter	0.292	0.630	0.315	stänk
spatula	0.302	0.198	0.369	spatel
spawn	0.542	0.586	0.709	ge upphov till
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	tala
speakeasy	0.680	0.536	0.442	lönnkrog
speaker	0.604	0.660	0.723	högtalare
speakerphone	0.531	0.569	0.560	högtalartelefon
speaking	0.753	0.590	0.575	tala
spear	0.510	0.601	0.500	spjut
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	särskild
specialist	0.760	0.562	0.877	specialist
speciality	0.854	0.470	0.885	specialitet
specialize	0.776	0.540	0.861	specialisera
specially	0.847	0.398	0.714	speciellt
specialty	0.724	0.479	0.783	specialitet
specie	0.583	0.471	0.650	art
species	0.561	0.330	0.645	arter
specific	0.656	0.388	0.691	specifik
specification	0.552	0.479	0.602	Specifikation
specify	0.656	0.405	0.600	specificera
specimen	0.531	0.444	0.568	prov
speck	0.418	0.245	0.343	fläck
speckled	0.449	0.263	0.254	spräcklig
specs	0.540	0.398	0.618	specifikationer
spectacle	0.812	0.745	0.762	skådespel
spectacles	0.816	0.775	0.648	glasögon
spectacular	0.947	0.740	0.887	spektakulär
spectator	0.694	0.560	0.667	åskådare
specter	0.265	0.723	0.540	spöke
spectral	0.430	0.667	0.500	spektral-
spectrometer	0.500	0.452	0.490	spektrometer
spectrophotometer	0.500	0.484	0.500	spektrofotometer
spectroscopy	0.470	0.541	0.570	spektroskopi
spectrum	0.312	0.700	0.527	spektrum
speculate	0.398	0.602	0.553	spekulera
speculation	0.325	0.683	0.394	spekulation
speculative	0.276	0.591	0.464	spekulativ
speculum	0.417	0.469	0.433	spekulum
speech	0.656	0.470	0.688	Tal
speechless	0.459	0.320	0.315	mållös
speed	0.719	0.849	0.658	fart
speedboat	0.635	0.858	0.612	snabb motorbåt
speedily	0.688	0.740	0.665	snabbt
speeding	0.438	0.908	0.645	fortkörning
speedometer	0.427	0.549	0.579	hastighetsmätare
speedway	0.667	0.519	0.416	speedway
speedy	0.625	0.625	0.793	snabb
spell	0.385	0.380	0.368	stava
spellbound	0.531	0.647	0.387	förtrollad
spelling	0.594	0.357	0.398	stavning
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	spendera
spender	0.312	0.692	0.377	slösare
spending	0.333	0.556	0.330	utgifter
spent	0.296	0.296	0.263	tillbringade
sperm	0.396	0.706	0.453	sperma
spew	0.260	0.651	0.573	spy
sphere	0.633	0.277	0.500	sfär
spherical	0.550	0.308	0.500	sfärisk
sphincter	0.347	0.633	0.375	sfinkter
sphinx	0.604	0.324	0.490	sfinx
spic	0.302	0.455	0.451	kryddig
spice	0.594	0.439	0.384	krydda
spicy	0.440	0.733	0.610	kryddad
spider	0.229	0.569	0.430	Spindel
spiders	0.260	0.696	0.368	spindlar
spiffy	0.615	0.582	0.470	spiffig
spigot	0.380	0.346	0.423	tapp
spike	0.382	0.510	0.408	spika
spiked	0.281	0.613	0.407	spetsad
spiky	0.284	0.657	0.587	taggig
spill	0.408	0.633	0.456	spill
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	snurra
spinach	0.583	0.200	0.368	spenat
spinal	0.312	0.491	0.296	ryggrads-
spindle	0.552	0.410	0.360	slända
spine	0.495	0.461	0.600	ryggrad
spineless	0.344	0.387	0.321	ryggradslös
spinner	0.458	0.593	0.471	spinnare
spinning	0.594	0.610	0.481	spinning
spinster	0.357	0.368	0.345	ogift kvinna
spiny	0.167	0.639	0.528	taggig
spiral	0.490	0.624	0.361	spiral-
spire	0.354	0.358	0.389	spira
spirit	0.786	0.370	0.621	anda
spirited	0.854	0.587	0.734	pigg
spirits	0.583	0.847	0.545	sprit
spiritual	0.938	0.327	0.564	andlig
spirituality	0.865	0.281	0.667	andlighet
spit	0.149	0.545	0.436	spotta
spite	0.080	0.600	0.317	trots
spiteful	0.073	0.710	0.330	hätsk
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	spottkopp
splash	0.521	0.412	0.281	stänk
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	stänka ner
spleen	0.448	0.255	0.396	mjälte
splendid	0.896	0.740	0.810	utmärkt
splendor	0.927	0.612	0.850	prakt
splice	0.386	0.460	0.377	splitsa
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	skena
splinter	0.136	0.422	0.325	splittra
split	0.344	0.618	0.410	dela
splitting	0.188	0.598	0.375	splittring
splurge	0.365	0.481	0.542	betala
spoil	0.146	0.723	0.328	skämma bort
spoiler	0.347	0.527	0.380	spoiler
spoiling	0.135	0.678	0.306	förstöra
spoils	0.388	0.760	0.481	byte
spoke	0.635	0.433	0.483	eker
spoken	0.551	0.363	0.545	talad
spokesman	0.720	0.480	0.611	talesman
spokesperson	0.573	0.453	0.615	talesman
sponge	0.551	0.192	0.219	svamp
spongy	0.469	0.324	0.344	svampig
sponsor	0.729	0.537	0.800	sponsor
sponsorship	0.854	0.608	0.696	sponsorskap
spontaneity	0.817	0.698	0.655	spontanitet
spontaneous	0.780	0.578	0.655	spontan
spoof	0.490	0.594	0.381	parodi
spook	0.327	0.887	0.322	spöke
spooky	0.104	0.858	0.380	läskigt
spool	0.397	0.389	0.312	spole
spoon	0.479	0.236	0.259	sked
spoonful	0.582	0.208	0.308	sked
sporadic	0.333	0.394	0.500	sporadisk
spore	0.480	0.408	0.231	spor
sport	0.865	0.700	0.657	sport
sporting	0.917	0.656	0.675	sportslig
sports	0.833	0.683	0.587	sporter
sports car	0.759	0.696	0.669	sportbil
sportsman	0.755	0.735	0.713	sportsman
sportsmanship	0.890	0.582	0.694	idrottsmannaskap
sportswriter	0.760	0.551	0.566	sportskribent
sporty	0.735	0.713	0.648	sportig
spot	0.510	0.180	0.336	fläck
spotless	0.792	0.327	0.726	skinande rent
spotlight	0.688	0.353	0.519	strålkastare
spotted	0.354	0.472	0.295	fick syn på
spotter	0.542	0.491	0.644	spotter
spotty	0.281	0.606	0.241	ojämn
spousal	0.656	0.582	0.632	maka
spouse	0.750	0.600	0.645	make
spout	0.438	0.357	0.309	pip
sprain	0.063	0.580	0.384	vrickning
sprawl	0.600	0.596	0.672	spridning
spray	0.438	0.410	0.333	spray
spread	0.570	0.583	0.651	spridning
spreader	0.510	0.480	0.500	spridare
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	vår
springtime	0.837	0.439	0.722	våren
sprinkle	0.635	0.404	0.380	stänk
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	stänk
sprint	0.549	0.649	0.528	sprinta
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	gro
spruce	0.604	0.288	0.380	gran
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	sädesvätska
spunky	0.646	0.879	0.755	pigg
spur	0.378	0.545	0.340	sporre
spurious	0.178	0.480	0.343	oäkta
spurred	0.562	0.684	0.472	sporrade
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	spionera
squabble	0.173	0.850	0.500	kivas
squad	0.552	0.711	0.806	trupp
squadron	0.469	0.686	0.787	skvadron
squall	0.191	0.833	0.655	skråla
squamous	0.344	0.446	0.418	skivepitelaktig
squander	0.240	0.755	0.529	slösa
square	0.509	0.340	0.291	fyrkant
squash	0.531	0.667	0.410	squash
squat	0.330	0.550	0.453	knäböj
squatter	0.390	0.361	0.565	husockupant
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	skriande
squeak	0.271	0.679	0.300	gnissla
squeaky	0.229	0.771	0.367	pipig
squeal	0.250	0.731	0.375	skrika
squealer	0.541	0.519	0.330	tjallare
squeamish	0.176	0.656	0.453	kinkig
squeeze	0.458	0.676	0.532	pressa
squeezing	0.260	0.598	0.557	klämma
squelch	0.271	0.510	0.462	krossa
squid	0.497	0.398	0.357	bläckfisk
squint	0.385	0.461	0.452	skelning
squire	0.479	0.459	0.710	väpnare
squirm	0.235	0.824	0.373	våndas
squirrel	0.592	0.358	0.333	ekorre
squirt	0.406	0.460	0.255	spruta
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	hugg
stabbed	0.031	0.875	0.431	knivhuggen
stability	0.812	0.264	0.849	stabilitet
stabilize	0.839	0.427	0.722	stabilisera
stabilizer	0.688	0.353	0.767	stabilisator
stable	0.725	0.204	0.735	stabil
staccato	0.396	0.500	0.427	stackato
stack	0.470	0.282	0.427	stack
stadium	0.635	0.679	0.611	stadion
staff	0.745	0.274	0.627	personal
stag	0.594	0.250	0.389	hjort
stage	0.592	0.306	0.473	skede
stagecoach	0.516	0.519	0.627	diligens
stagehand	0.420	0.684	0.555	scenarbetare
stagger	0.531	0.620	0.458	sprida
staggering	0.520	0.657	0.683	förbluffande
stagnant	0.300	0.500	0.208	stillastående
stagnation	0.276	0.324	0.396	stagnation
staid	0.385	0.290	0.634	stadgad
stain	0.453	0.324	0.264	fläck
stained	0.245	0.460	0.209	färgade
stainless	0.594	0.329	0.618	rostfri
stair	0.375	0.354	0.345	trappsteg
staircase	0.469	0.347	0.440	trappa
stairs	0.510	0.439	0.342	trappa
stairway	0.562	0.510	0.407	trappa
stairwell	0.510	0.292	0.333	trapphus
stake	0.406	0.608	0.460	insats
stakeout	0.344	0.546	0.600	utsättning
stale	0.235	0.461	0.286	unken
stalemate	0.296	0.354	0.267	dödläge
stalk	0.436	0.272	0.395	stjälk
stalker	0.177	0.930	0.639	stalker
stall	0.370	0.245	0.292	bås
stallion	0.628	0.596	0.779	hingst
stalls	0.582	0.378	0.451	bås
stalwart	0.812	0.430	0.691	trogen
stamina	0.664	0.694	0.877	uthållighet
stamp	0.438	0.327	0.441	stämpel
stampede	0.235	0.875	0.683	panik
stance	0.604	0.333	0.609	hållning
stand	0.600	0.324	0.509	stå
standard	0.673	0.143	0.605	standard-
standardize	0.684	0.353	0.729	standardisera
standardized	0.610	0.324	0.607	standardiserad
standby	0.260	0.224	0.386	står fast vid
standing	0.604	0.317	0.425	stående
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	ståndpunkt
standstill	0.441	0.203	0.500	stå still
standup	0.633	0.583	0.550	stå upp
stanza	0.612	0.343	0.297	strof
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	häfta
stapler	0.370	0.264	0.394	häftapparat
star	0.833	0.418	0.560	stjärna
star fruit	0.701	0.433	0.427	stjärnfrukt
starboard	0.531	0.388	0.558	styrbord
starch	0.507	0.354	0.312	stärkelse
stardom	0.844	0.786	0.689	berömmelse
stardust	0.843	0.410	0.549	stjärndamm
stare	0.541	0.430	0.538	stirra
starfish	0.680	0.320	0.421	sjöstjärna
stargazing	0.802	0.461	0.709	stjärnskådning
staring	0.542	0.306	0.423	stirrande
stark	0.330	0.630	0.577	skarp
starlet	0.806	0.471	0.587	stjärna
starlight	0.908	0.368	0.611	stjärnljus
starling	0.500	0.490	0.514	stare
starry	0.438	0.643	0.434	stjärnklara
stars	0.796	0.521	0.484	stjärnor
starship	0.740	0.719	0.704	Rymdskepp
start	0.684	0.430	0.589	Start
starter	0.667	0.461	0.827	förrätt
startle	0.276	0.817	0.417	skrämma
startled	0.333	0.865	0.526	uppskrämd
startling	0.750	0.768	0.830	uppseendeväckande
starvation	0.240	0.592	0.284	svält
starve	0.073	0.729	0.402	svälta
starved	0.097	0.689	0.219	utsvulten
starving	0.163	0.670	0.336	svältande
stash	0.344	0.630	0.361	gömma
stat	0.479	0.460	0.395	statistik
state	0.562	0.320	0.604	stat
stately	0.830	0.728	0.915	ståtlig
statement	0.688	0.608	0.825	påstående
stateroom	0.653	0.380	0.441	hytt
stateside	0.643	0.480	0.708	delstatssidan
statesman	0.510	0.490	0.736	statsman
static	0.297	0.250	0.366	statisk
staticky	0.357	0.278	0.358	statisk
statics	0.542	0.290	0.527	statik
station	0.688	0.367	0.519	station
stationary	0.408	0.240	0.484	stationär
stationery	0.570	0.120	0.455	pappersvaror
statistic	0.508	0.420	0.609	statistisk
statistical	0.714	0.353	0.627	statistisk
statistician	0.571	0.360	0.703	statistiker
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	skulpturer
statue	0.542	0.153	0.570	staty
statuette	0.677	0.433	0.518	statyett
stature	0.470	0.353	0.664	resning
status	0.658	0.377	0.588	status
statute	0.592	0.330	0.673	stadga
statutory	0.510	0.376	0.539	lagstadgad
staunch	0.480	0.363	0.833	pålitlig
stave	0.417	0.333	0.424	stav
stay	0.604	0.275	0.516	stanna kvar
stayaway	0.369	0.284	0.526	håll dig borta
stayed	0.497	0.270	0.395	stannade
stays	0.633	0.363	0.564	stannar
stead	0.551	0.214	0.510	ställe
steadfast	0.771	0.433	0.800	ståndaktig
steady	0.680	0.186	0.763	stadig
steak	0.625	0.359	0.315	biff
steakhouse	0.802	0.379	0.547	Steak House
steal	0.021	0.856	0.528	stjäla
stealing	0.086	0.913	0.455	stjäla
stealth	0.520	0.270	0.452	smygande
stealthily	0.763	0.294	0.458	i smyg
stealthy	0.380	0.363	0.534	smyg
steam	0.469	0.413	0.421	ånga
steamboat	0.708	0.500	0.633	ångbåt
steamer	0.510	0.442	0.528	ångkokare
steaming	0.592	0.553	0.402	ångande
steamroller	0.396	0.567	0.667	ångvält
steamship	0.469	0.490	0.569	ångare
steamy	0.479	0.538	0.445	ångande
steel	0.521	0.420	0.714	stål
steep	0.312	0.612	0.321	brant
steeple	0.625	0.519	0.500	torn
steer	0.469	0.490	0.527	styra
steering	0.580	0.431	0.660	styrning
stellar	0.796	0.580	0.769	stjärn-
stem	0.615	0.191	0.336	stam
stench	0.104	0.570	0.298	stank
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenograf
step	0.531	0.321	0.347	steg
stepdaughter	0.510	0.510	0.432	styvdotter
stepfather	0.396	0.491	0.611	styvfar
stepmother	0.427	0.530	0.484	styvmor
steppe	0.427	0.321	0.379	stäpp
steps	0.511	0.349	0.373	steg
stepson	0.614	0.406	0.480	styvson
stereo	0.617	0.519	0.500	stereo-
stereoscopic	0.363	0.417	0.574	stereoskopisk
stereotype	0.151	0.422	0.612	stereotyp
stereotyped	0.375	0.510	0.436	stereotyp
sterile	0.302	0.471	0.291	steril
sterility	0.201	0.519	0.414	sterilitet
sterilize	0.406	0.510	0.520	sterilisera
sterling	0.529	0.481	0.615	sterling-
stern	0.552	0.394	0.415	akter
sternum	0.520	0.422	0.436	bröstben
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskop
stew	0.667	0.373	0.250	gryta
steward	0.633	0.238	0.550	steward
stewardess	0.625	0.491	0.491	Flygvärdinnan
stewardship	0.551	0.440	0.617	förvaltarskap
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	pinne
sticker	0.583	0.306	0.346	klistermärke
sticking	0.486	0.425	0.356	fastnar
stickler	0.385	0.471	0.417	pedant
stickup	0.453	0.537	0.434	rån
sticky	0.385	0.569	0.292	klibbig
stiff	0.158	0.459	0.569	styv
stiffen	0.360	0.582	0.719	stelna
stiffness	0.323	0.500	0.657	styvhet
stifle	0.240	0.764	0.427	kväva
stifled	0.229	0.731	0.193	kvävd
stifling	0.163	0.858	0.608	kvalmig
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stätta
stiletto	0.396	0.430	0.427	stilett
stillbirth	0.092	0.809	0.291	dödfödsel
stillborn	0.271	0.519	0.337	dödfödd
stillness	0.729	0.125	0.339	stillhet
stillwaiting	0.344	0.393	0.420	väntar fortfarande
stilts	0.439	0.577	0.300	styltor
stimulant	0.441	0.794	0.745	stimulerande medel
stimulate	0.792	0.798	0.754	stimulera
stimulating	0.740	0.804	0.809	stimulerande
stimulation	0.708	0.821	0.702	stimulering
stimulus	0.771	0.779	0.750	stimulans
sting	0.163	0.651	0.373	sting
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	stickande
stingy	0.094	0.548	0.283	snål
stink	0.042	0.481	0.180	stank
stinker	0.163	0.567	0.275	stinker
stinking	0.041	0.657	0.264	stinkande
stinky	0.092	0.558	0.176	illaluktande
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	stipendium
stipulate	0.570	0.546	0.623	föreskriva
stipulation	0.469	0.622	0.654	bestämmelse
stir	0.448	0.773	0.453	Vispa
stirring	0.582	0.702	0.558	omrörning
stitch	0.306	0.538	0.357	sy
stitching	0.510	0.382	0.345	söm
stock	0.594	0.418	0.407	stock
stockade	0.375	0.402	0.500	palissad
stockbroker	0.417	0.676	0.802	fondkommissionär
stockholder	0.573	0.625	0.716	aktieägare
stocking	0.594	0.324	0.688	strumpa
stockings	0.458	0.365	0.382	strumpor
stockpile	0.542	0.315	0.425	lagra
stockroom	0.562	0.312	0.406	lager
stocks	0.573	0.598	0.586	lager
stoic	0.427	0.473	0.602	stoisk
stole	0.135	0.760	0.384	stola
stolen	0.156	0.646	0.308	stulen
stomach	0.367	0.402	0.438	mage
stomachache	0.030	0.745	0.316	magont
stomp	0.365	0.565	0.438	stampa
stomped	0.229	0.684	0.406	stampade
stone	0.216	0.183	0.561	sten
stoned	0.177	0.796	0.375	urkärnad
stonewall	0.337	0.457	0.655	stenmur
stoneware	0.458	0.300	0.443	stengods
stony	0.356	0.494	0.525	stenig
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	pall
stools	0.459	0.382	0.327	avföring
stoop	0.490	0.430	0.284	böja sig
stoopid	0.280	0.431	0.382	stupid
stop	0.280	0.510	0.490	sluta
stopover	0.531	0.327	0.575	mellanlandning
stoppage	0.224	0.491	0.445	stopp
stopper	0.365	0.336	0.390	propp
stopping	0.388	0.382	0.473	stoppar
stopwatch	0.469	0.521	0.482	stoppur
storage	0.698	0.406	0.564	lagring
store	0.646	0.538	0.407	Lagra
storefront	0.580	0.217	0.457	skyltfönster
storehouse	0.570	0.250	0.491	magasin
storeroom	0.560	0.217	0.588	förrådsrum
storing	0.630	0.378	0.548	lagring
storm	0.188	0.940	0.543	storm
storming	0.265	0.910	0.669	stormar
stormy	0.146	0.870	0.562	stormig
story	0.653	0.406	0.704	berättelse
storybook	0.854	0.306	0.383	sagobok
storyteller	0.730	0.357	0.462	berättare
storytelling	0.643	0.375	0.472	berättande
stound	0.490	0.473	0.446	stånd
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	spis
stow	0.615	0.365	0.523	stuva
stowaway	0.224	0.481	0.357	fripassagerare
straddle	0.306	0.550	0.444	grensla
straighten	0.677	0.500	0.685	räta ut
straightforward	0.780	0.150	0.380	enkel
straightway	0.667	0.444	0.565	genast
strain	0.190	0.750	0.380	anstränga
strained	0.122	0.656	0.580	spänd
strait	0.438	0.433	0.412	sund
straitjacket	0.224	0.719	0.579	tvångströja
straits	0.408	0.269	0.410	sund
strand	0.396	0.406	0.538	strå
stranded	0.292	0.459	0.219	strandsatta
strange	0.314	0.663	0.395	konstig
stranger	0.330	0.449	0.302	främling
strangle	0.094	0.927	0.527	strypa
strangulation	0.040	0.886	0.542	strypning
strap	0.380	0.417	0.382	rem
strapless	0.314	0.462	0.273	axelbandslös
strapping	0.552	0.413	0.454	bandning
strata	0.500	0.457	0.411	skikt
strategic	0.786	0.708	0.861	strategisk
strategist	0.571	0.594	0.810	strateg
strategy	0.704	0.667	0.858	strategi
stratification	0.531	0.490	0.651	stratifiering
stratosphere	0.604	0.583	0.636	stratosfär
stratum	0.365	0.307	0.510	skikt
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	sugrör
strawberry	0.833	0.270	0.336	jordgubbe
stray	0.133	0.760	0.281	herrelös
streak	0.440	0.608	0.511	strimma
streaked	0.458	0.426	0.393	strimmig
stream	0.449	0.537	0.559	ström
streamer	0.615	0.530	0.429	banderoll
streaming	0.592	0.481	0.582	strömning
streamline	0.656	0.573	0.618	effektivisera
street	0.594	0.324	0.398	gata
streetcar	0.390	0.569	0.566	spårvagn
streetlight	0.673	0.268	0.390	gatlykta
strength	0.802	0.682	0.858	styrka
strengthen	0.802	0.796	0.971	stärka
strengthening	0.913	0.627	0.945	förstärkning
strenuous	0.104	0.660	0.481	ansträngande
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	påfrestning
stressed	0.167	0.740	0.502	stressad
stresses	0.115	0.817	0.396	stressar
stressfree	0.833	0.080	0.528	stressfri
stressful	0.153	0.873	0.389	stressig
stressin	0.146	0.810	0.367	stressa
stressing	0.163	0.866	0.462	stressar
stressrelief	0.627	0.417	0.475	stressavlastning
stretch	0.604	0.578	0.500	sträcka
stretcher	0.438	0.196	0.295	bår
stricken	0.163	0.720	0.368	drabbad
strict	0.500	0.646	0.878	sträng
stride	0.490	0.670	0.434	kliva
strife	0.344	0.898	0.630	kiv
strike	0.271	0.811	0.571	strejk
strikeout	0.316	0.520	0.371	överstrykning
striker	0.500	0.589	0.696	anfallare
striking	0.357	0.827	0.657	slående
strikingly	0.690	0.684	0.811	slående
string	0.385	0.398	0.445	sträng
strings	0.457	0.292	0.355	strängar
stringy	0.430	0.510	0.527	trådig
strip	0.427	0.500	0.436	remsa
stripe	0.629	0.302	0.361	rand
striped	0.344	0.373	0.385	randig
stripped	0.255	0.615	0.278	avskalad
stripper	0.625	0.848	0.453	strippa
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	sträva
strobe	0.490	0.633	0.537	Blixt
stroke	0.562	0.440	0.570	stroke
stroll	0.745	0.415	0.444	promenad
stroller	0.786	0.398	0.314	sittvagn
strolling	0.755	0.515	0.340	promenerar
strong	0.912	0.745	0.895	stark
stronghold	0.708	0.636	0.954	fäste
strongly	0.630	0.817	0.885	starkt
structural	0.582	0.425	0.690	strukturell
structure	0.562	0.356	0.712	strukturera
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	kamp
strut	0.580	0.480	0.464	stag
stub	0.396	0.320	0.367	stump
stubbed	0.323	0.642	0.241	stubbad
stubble	0.333	0.442	0.264	stubb
stubborn	0.157	0.702	0.575	envis
stubbornness	0.156	0.673	0.508	envishet
stubby	0.417	0.370	0.393	kort och tjock
stucco	0.439	0.292	0.279	stuck
stuck	0.153	0.644	0.285	fastnat
stuckup	0.281	0.480	0.363	fastnat
stud	0.564	0.531	0.509	hingst
studded	0.396	0.412	0.425	dubbade
student	0.634	0.318	0.537	studerande
studied	0.786	0.306	0.806	studerat
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	studie
stuff	0.622	0.367	0.263	grejer
stuffed animal	0.684	0.255	0.306	gosedjur
stuffing	0.417	0.324	0.304	fyllning
stuffy	0.323	0.615	0.406	tilltäppt
stumble	0.153	0.716	0.259	snubbla
stump	0.449	0.510	0.340	stubbe
stumped	0.344	0.604	0.392	stumpad
stun	0.333	0.710	0.451	bedöva
stunned	0.306	0.663	0.356	bedövad
stunner	0.418	0.780	0.492	bedövande
stunning	0.888	0.673	0.858	fantastisk
stunt	0.387	0.555	0.526	hämma
stunted	0.194	0.472	0.275	förkrympt
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	häpnad
stupefy	0.200	0.740	0.412	fördummande
stupendous	0.823	0.690	0.798	förbluffande
stupid	0.133	0.510	0.200	korkad
stupidity	0.060	0.418	0.151	dumhet
stupidpeople	0.073	0.675	0.196	dumma människor
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	dvala
sturdy	0.580	0.642	0.824	kraftig
sturgeon	0.417	0.473	0.465	stör
stutter	0.250	0.469	0.258	stamma
sty	0.296	0.500	0.225	vagel
style	0.745	0.472	0.586	stil
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	snygg
stylist	0.760	0.445	0.500	frisör
suave	0.724	0.265	0.269	förbindlig
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomär
subcommittee	0.396	0.467	0.600	underkommitté
subconscious	0.531	0.375	0.415	undermedvetna
subcutaneous	0.396	0.444	0.376	subkutan
subdivide	0.538	0.433	0.348	dela upp
subdivision	0.592	0.455	0.430	underavdelning
subduction	0.350	0.569	0.445	subduktion
subdue	0.275	0.640	0.784	dämpa
subdued	0.236	0.463	0.223	dämpad
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	ämne
subjected	0.286	0.520	0.221	utsätts
subjection	0.354	0.408	0.539	underkastelse
subjective	0.510	0.350	0.432	subjektiv
subjugation	0.280	0.610	0.377	underkastelse
sublet	0.469	0.551	0.545	andrahandsuthyrning
sublevel	0.365	0.298	0.333	undernivå
sublimation	0.510	0.390	0.538	sublimering
sublime	0.784	0.333	0.585	sublim
subliminal	0.410	0.528	0.464	subliminal
submarine	0.572	0.481	0.549	u-båt
submerge	0.517	0.643	0.456	dränka
submerged	0.337	0.528	0.357	nedsänkt
