English Word	Valence	Arousal	Dominance	Serbian Word
rephrase	0.547	0.451	0.549	преформулисати
replace	0.417	0.520	0.500	заменити
replacement	0.385	0.519	0.500	замена
replay	0.612	0.522	0.761	реплаи
replenish	0.615	0.336	0.689	допунити
replete	0.552	0.497	0.670	препун
replica	0.480	0.520	0.493	реплика
replicate	0.480	0.630	0.585	реплицирати
replication	0.342	0.618	0.510	репликација
reply	0.762	0.290	0.596	Одговорити
report	0.583	0.444	0.575	извештај
reported	0.418	0.442	0.567	пријавио
reporter	0.531	0.550	0.604	репортер
repose	0.469	0.100	0.330	покој
reposition	0.408	0.529	0.509	репозиционирање
repository	0.406	0.396	0.500	репозиторијум
repossess	0.418	0.667	0.552	повратити у посјед
reprehensible	0.316	0.569	0.351	за осуду
represent	0.781	0.433	0.861	заступати
representation	0.677	0.542	0.750	репрезентација
representative	0.704	0.366	0.694	представник
represented	0.724	0.444	0.688	заступљени
representing	0.796	0.464	0.833	представљање
repress	0.208	0.612	0.536	потиснути
repressed	0.188	0.337	0.311	потиснути
repression	0.214	0.764	0.481	репресију
reprieve	0.531	0.471	0.574	одгодити
reprimand	0.153	0.528	0.465	укор
reprint	0.510	0.449	0.527	репринт
reprisal	0.125	0.788	0.545	одмазде
reprise	0.459	0.500	0.464	реприза
reproach	0.240	0.755	0.384	прекор
reproduce	0.823	0.622	0.760	репродуковати
reproduction	0.800	0.736	0.713	репродукција
reproductive	0.770	0.604	0.856	репродуктивни
reprogram	0.519	0.404	0.557	репрограмирати
reptile	0.350	0.566	0.365	гмизавац
republic	0.635	0.340	0.830	република
republican	0.398	0.551	0.664	републички
repudiation	0.167	0.686	0.274	одбацивање
repugnance	0.062	0.684	0.425	одвратност
repugnant	0.061	0.735	0.453	одвратан
repulsion	0.247	0.673	0.353	одбојност
repulsive	0.146	0.775	0.425	одбојан
repurchase	0.531	0.592	0.557	откупа
reputable	0.781	0.462	0.919	угледан
reputation	0.740	0.542	0.721	углед
repute	0.729	0.500	0.702	углед
reputed	0.439	0.528	0.627	репутед
request	0.625	0.471	0.618	захтев
requiem	0.475	0.382	0.426	реквијем
require	0.398	0.439	0.560	захтевају
required	0.583	0.509	0.700	потребан
requirement	0.510	0.439	0.728	услов
requisite	0.448	0.363	0.609	потребну
requisition	0.478	0.510	0.649	одузимање
reread	0.448	0.377	0.492	поново прочитати
reroute	0.540	0.598	0.598	преусмерити
rerun	0.333	0.620	0.529	рерун
reschedule	0.438	0.422	0.537	поново распоредити
rescind	0.347	0.380	0.391	опозвати
rescission	0.333	0.529	0.360	укидање
rescue	0.806	0.926	0.850	спасавање
research	0.633	0.663	0.741	истраживања
researcher	0.569	0.510	0.857	истраживач
resection	0.375	0.482	0.500	ресекција
resemblance	0.743	0.216	0.570	сличност
resemble	0.602	0.388	0.463	личити
resembling	0.592	0.250	0.529	налик на
resent	0.073	0.553	0.163	негодовати
resentful	0.120	0.608	0.324	огорчен
resentment	0.163	0.745	0.528	озлојеђеност
reservation	0.688	0.343	0.561	резервација
reserve	0.585	0.289	0.589	резерва
reserved	0.594	0.316	0.583	резервисано
reserves	0.653	0.363	0.520	резерве
reservoir	0.531	0.276	0.462	резервоар
reset	0.490	0.450	0.574	ресетовање
reside	0.451	0.440	0.455	боравити
residence	0.615	0.382	0.585	пребивалиште
residences	0.618	0.418	0.509	пребивалишта
residency	0.694	0.357	0.679	пребивалиште
resident	0.592	0.327	0.500	становник
residential	0.720	0.210	0.589	стамбени
residual	0.448	0.288	0.327	преостали
residue	0.354	0.330	0.183	остатак
resign	0.250	0.543	0.273	поднети оставку
resignation	0.145	0.392	0.310	оставку
resigned	0.240	0.170	0.268	поднео оставку
resilience	0.531	0.440	0.667	еластичност
resilient	0.542	0.540	0.801	отпоран
resin	0.284	0.308	0.400	смола
resist	0.414	0.676	0.651	одолети
resistance	0.427	0.694	0.796	отпор
resistant	0.592	0.585	0.815	отпоран
resisting	0.408	0.776	0.789	опирући се
resistive	0.396	0.519	0.651	отпоран
resolute	0.771	0.510	0.712	одлучан
resolutely	0.714	0.453	0.805	одлучно
resolution	0.780	0.550	0.745	резолуција
resolve	0.710	0.472	0.750	решити
resolved	0.735	0.357	0.683	решено
resonance	0.541	0.426	0.629	резонанција
resonant	0.542	0.633	0.663	резонантан
resonate	0.582	0.610	0.644	резонирати
resonator	0.469	0.608	0.519	резонатор
resort	0.573	0.441	0.632	одмаралиште
resounding	0.490	0.708	0.596	одјекујући
resource	0.740	0.357	0.749	ресурс
resourceful	0.906	0.704	0.886	сналажљив
resources	0.604	0.348	0.627	ресурси
respect	0.927	0.344	0.758	поштовање
respectability	0.875	0.407	0.912	угледности
respectable	0.850	0.350	0.889	угледан
respected	0.908	0.441	0.853	поштован
respectful	0.951	0.386	0.814	поштовањем
respecting	0.837	0.321	0.720	поштујући
respective	0.625	0.413	0.721	односно
respects	0.840	0.387	0.824	поштује
respiration	0.760	0.377	0.669	дисање
respirator	0.433	0.398	0.453	респиратор
respiratory	0.500	0.450	0.552	респираторни
respite	0.600	0.373	0.420	предах
resplendent	0.905	0.673	0.755	сјајан
respond	0.573	0.435	0.594	одговарати
respondent	0.449	0.455	0.480	испитаник
response	0.615	0.500	0.472	одговор
responsibility	0.760	0.500	0.852	одговорност
responsible	0.837	0.527	0.833	одговоран
responsive	0.816	0.569	0.573	респонсиве
rest	0.907	0.167	0.300	одморити се
restart	0.531	0.519	0.554	поново покренути
restaurant	0.847	0.406	0.500	Ресторан
rested	0.792	0.235	0.462	одморио
restful	0.781	0.116	0.413	мирна
restitution	0.583	0.542	0.643	реституција
restless	0.219	0.810	0.304	немиран
restlessness	0.083	0.794	0.397	немир
restock	0.510	0.538	0.645	попунити залихе
restoration	0.755	0.426	0.734	рестаурација
restorative	0.633	0.510	0.703	ресторативни
restore	0.765	0.490	0.625	обновити
restored	0.892	0.410	0.728	обновљена
restoring	0.820	0.490	0.783	обнављање
restrain	0.134	0.696	0.434	обуздати
restrained	0.354	0.590	0.509	уздржан
restraining	0.296	0.702	0.672	обуздавање
restraint	0.167	0.618	0.520	уздржаност
restrict	0.115	0.539	0.577	ограничити
restricted	0.276	0.500	0.407	ограничен
restriction	0.130	0.590	0.569	ограничење
restrictive	0.215	0.596	0.500	рестриктивним
restroom	0.653	0.279	0.267	тоалет
result	0.812	0.490	0.652	резултат
resultant	0.670	0.441	0.637	резултантна
resume	0.573	0.411	0.586	Резиме
resumption	0.637	0.528	0.653	наставак
resurrect	0.781	0.725	0.817	васкрснути
resurrection	0.708	0.740	0.759	васкрсење
resuscitate	0.531	0.696	0.818	реанимирати
resuscitation	0.753	0.768	0.795	реанимација
retail	0.510	0.353	0.411	малопродаја
retailer	0.708	0.439	0.595	трговац на мало
retain	0.367	0.451	0.630	задржати
retainer	0.396	0.422	0.356	држач
retaining	0.417	0.559	0.632	задржавање
retake	0.616	0.471	0.591	поново узети
retaliate	0.111	0.812	0.595	узвратити
retaliation	0.156	0.812	0.491	одмазде
retaliatory	0.194	0.865	0.598	осветнички
retard	0.194	0.347	0.222	ретард
retardation	0.125	0.360	0.155	ретардација
retarded	0.302	0.462	0.161	ретардиран
retards	0.362	0.434	0.218	ретарди
retention	0.344	0.490	0.558	задржавање
retentive	0.439	0.482	0.491	задржавајући
rethink	0.480	0.423	0.583	преиспитати
reticent	0.396	0.519	0.500	уздржан
retina	0.490	0.255	0.342	мрежњаче
retinal	0.531	0.343	0.475	мрежњаче
retire	0.398	0.392	0.186	пензионисати
retired	0.270	0.259	0.301	пензионисан
retirement	0.250	0.324	0.255	одлазак у пензију
retiring	0.408	0.376	0.214	пензионисање
retold	0.459	0.385	0.352	препричаван
retort	0.417	0.520	0.481	узвратити
retrace	0.250	0.482	0.317	ретраце
retract	0.316	0.443	0.358	повући
retraction	0.312	0.491	0.427	повлачење
retractor	0.354	0.590	0.557	ретрактор
retreat	0.500	0.519	0.312	повлачење
retrenchment	0.230	0.650	0.384	ретренцхмент
retrial	0.500	0.577	0.593	поновно суђење
retribution	0.625	0.490	0.708	одмазда
retrieval	0.700	0.440	0.704	проналажење
retrieve	0.740	0.576	0.705	повратити
retriever	0.459	0.500	0.464	ретривер
retro	0.650	0.276	0.321	ретро
retroactive	0.521	0.452	0.655	ретроактивно
retrograde	0.208	0.464	0.415	ретроградно
retrospect	0.406	0.500	0.538	ретроспектива
retrospective	0.594	0.481	0.528	ретроспективно
retrospectively	0.516	0.400	0.560	ретроспективно
return	0.602	0.412	0.463	повратак
reunion	0.837	0.500	0.672	поновно окупљање
reunite	0.656	0.550	0.657	поново ујединити
reunited	0.708	0.439	0.658	поново уједињени
rev	0.367	0.422	0.353	рев
reveal	0.493	0.637	0.526	открити
revel	0.740	0.705	0.684	ревел
revelation	0.879	0.500	0.865	Откровење
revelations	0.729	0.655	0.600	откровења
revels	0.827	0.683	0.647	ревелс
revenge	0.230	0.940	0.627	освета
revenue	0.873	0.510	0.854	прихода
reverberation	0.390	0.639	0.551	одјек
revere	0.750	0.562	0.608	ревере
reverence	0.643	0.347	0.516	поштовање
reverend	0.650	0.337	0.576	пречасни
reverent	0.551	0.490	0.694	побожан
reverie	0.667	0.413	0.471	сањарење
reversal	0.380	0.510	0.591	преокрет
reverse	0.539	0.415	0.461	обрнуто
reversion	0.458	0.538	0.425	реверзија
revert	0.380	0.451	0.519	вратити се
reverting	0.562	0.385	0.544	враћање
review	0.667	0.408	0.636	преглед
reviewer	0.562	0.344	0.500	рецензент
revise	0.500	0.469	0.509	поново испитати
revision	0.417	0.459	0.710	ревизија
revisit	0.552	0.530	0.509	поново посетити
revival	0.823	0.664	0.597	Оживљавање
revive	0.676	0.780	0.778	оживети
revocation	0.260	0.610	0.673	опозив
revoke	0.251	0.696	0.737	опозвати
revolt	0.343	0.878	0.658	побуна
revolting	0.102	0.690	0.300	револтиран
revolution	0.417	0.902	0.798	револуција
revolutionary	0.635	0.887	0.824	револуционарни
revolutionize	0.684	0.816	0.904	револуционисати
revolve	0.592	0.546	0.402	окретати се
revolver	0.194	0.796	0.750	револвер
revolving	0.602	0.570	0.580	револвинг
revue	0.594	0.350	0.420	ревија
revulsion	0.104	0.765	0.343	одбојност
revving	0.604	0.875	0.879	реввинг
reward	0.948	0.694	0.783	награда
rewarding	0.958	0.637	0.783	награђивање
rewind	0.460	0.551	0.431	премотавање
rewire	0.365	0.462	0.406	ревире
rewrite	0.490	0.500	0.434	преписати
rhapsody	0.708	0.490	0.460	рапсодија
rhetoric	0.417	0.429	0.504	реторика
rhetorical	0.417	0.569	0.635	реторичке
rheumatism	0.219	0.472	0.418	реуматизам
rhinestone	0.531	0.551	0.408	рхинестоне
rhino	0.531	0.549	0.555	носорог
rhinoceros	0.556	0.656	0.569	носорога
rhubarb	0.582	0.304	0.340	рабарбара
rhyme	0.667	0.249	0.481	рима
rhyming	0.729	0.410	0.500	римовање
rhythm	0.771	0.759	0.573	ритам
rhythmic	0.714	0.642	0.664	ритмички
rhythmical	0.844	0.694	0.632	ритмичан
rib	0.490	0.349	0.351	ребра
ribbed	0.365	0.378	0.409	ребрасто
ribbon	0.719	0.288	0.357	трака
rice	0.667	0.208	0.330	пиринач
rich	0.882	0.627	0.905	богат
riches	0.958	0.694	0.880	богатства
richness	0.896	0.833	0.922	богатство
rick	0.459	0.420	0.444	рицк
rickety	0.224	0.402	0.241	расклиман
rickshaw	0.438	0.594	0.402	рикша
ricochet	0.287	0.618	0.430	рикошет
rid	0.194	0.408	0.327	рид
riddance	0.323	0.562	0.472	ослобађање
riddle	0.521	0.583	0.543	загонетка
riddled	0.281	0.861	0.422	изрешетани
ride	0.806	0.465	0.472	возити се
rider	0.635	0.627	0.574	јахач
ridge	0.484	0.402	0.349	гребен
ridicule	0.143	0.745	0.255	исмевање
ridiculed	0.112	0.806	0.212	исмеван
ridiculous	0.159	0.594	0.245	смешно
riding	0.694	0.654	0.620	јахање
rife	0.570	0.561	0.692	раскошан
riff	0.521	0.551	0.343	рифф
riffraff	0.360	0.404	0.397	риффрафф
rifle	0.329	0.900	0.718	пушка
rifleman	0.245	0.863	0.767	пушкарац
rifles	0.337	0.864	0.765	пушке
rift	0.246	0.519	0.289	рифт
rig	0.542	0.382	0.746	риг
rigged	0.188	0.510	0.412	намештено
rigging	0.510	0.518	0.440	риггинг
right	0.740	0.352	0.710	јел тако
righteous	0.823	0.385	0.790	праведника
righteousness	0.802	0.660	0.897	праведност
rightful	0.837	0.358	0.821	оправдано
rightly	0.740	0.471	0.782	с правом
righty	0.750	0.314	0.786	десно
rigid	0.357	0.552	0.591	крут
rigidity	0.198	0.530	0.726	крутост
rigor	0.375	0.745	0.713	строгост
rigorous	0.438	0.818	0.847	ригорозна
rim	0.510	0.397	0.302	обод
rind	0.542	0.280	0.491	кора
ring	0.677	0.427	0.464	прстен
ringer	0.573	0.604	0.347	рингер
ringing	0.724	0.598	0.693	звони
ringleader	0.520	0.550	0.640	коловођа
ringmaster	0.630	0.622	0.732	рингмастер
ringside	0.500	0.644	0.411	рингсиде
rink	0.551	0.392	0.392	клизалиште
rinse	0.663	0.168	0.409	исперите
riot	0.061	0.946	0.586	нереда
rioting	0.156	0.949	0.560	нереда
riotous	0.163	0.837	0.588	бунован
riots	0.099	0.882	0.564	немири
rip	0.146	0.676	0.365	Почивај у миру
riparian	0.552	0.408	0.412	приобални
ripe	0.671	0.337	0.670	зрео
ripen	0.755	0.373	0.671	сазрети
ripening	0.615	0.490	0.759	зрења
ripper	0.219	0.887	0.642	риппер
ripple	0.500	0.453	0.370	риппле
rippling	0.500	0.480	0.327	таласање
rise	0.667	0.593	0.745	устати
rising	0.750	0.602	0.696	у порасту
risk	0.240	0.816	0.438	ризик
risky	0.224	0.922	0.700	ризичан
risotto	0.802	0.454	0.234	рижото
rite	0.378	0.570	0.606	обред
ritual	0.375	0.520	0.508	ритуал
ritualistic	0.450	0.583	0.540	ритуалистички
rival	0.286	0.605	0.574	супарник
rivalry	0.192	0.765	0.538	ривалство
river	0.688	0.392	0.605	река
riverbank	0.684	0.300	0.330	Речна обала
riverbed	0.610	0.233	0.421	корито реке
riverboat	0.561	0.347	0.462	речни брод
rivet	0.458	0.306	0.405	заковице
riveted	0.385	0.439	0.443	закован
riveting	0.448	0.544	0.394	закивање
roach	0.146	0.598	0.259	роацх
road	0.656	0.404	0.404	пут
roadblock	0.337	0.669	0.490	блокада пута
roadhouse	0.500	0.620	0.458	роадхоусе
roadie	0.500	0.566	0.455	роадие
roadrage	0.458	0.567	0.565	роадраге
roadrunner	0.490	0.702	0.590	роадруннер
roads	0.677	0.448	0.496	путеви
roadside	0.500	0.569	0.472	ивичњак
roadster	0.531	0.622	0.473	роадстер
roadtrip	0.677	0.596	0.519	роадтрип
roadway	0.562	0.206	0.509	коловоза
roadworks	0.562	0.538	0.509	радови на путу
roam	0.510	0.550	0.444	лутати
roar	0.427	0.816	0.675	урлати
roaring	0.449	0.817	0.634	урлајући
roast	0.521	0.541	0.311	печење
roasted	0.615	0.520	0.339	печена
rob	0.112	0.840	0.500	пљачкати
robber	0.135	0.772	0.481	разбојник
robbery	0.133	0.843	0.435	пљачка
robe	0.594	0.216	0.298	хаљина
robin	0.552	0.363	0.393	робин
robot	0.441	0.337	0.543	робот
robotic	0.417	0.602	0.657	роботски
robotics	0.592	0.600	0.763	роботика
robust	0.667	0.604	0.719	робустан
roc	0.427	0.510	0.415	роц
rock	0.623	0.236	0.557	роцк
rocker	0.615	0.704	0.625	роцкер
rocket	0.664	0.824	0.774	ракета
rocks	0.365	0.209	0.543	стене
rod	0.479	0.319	0.355	род
rodent	0.323	0.577	0.279	глодар
rodeo	0.490	0.676	0.588	родео
roe	0.490	0.382	0.398	икра
rogue	0.334	0.713	0.636	скитница
role	0.552	0.260	0.464	улога
roll	0.469	0.510	0.172	ролл
roller	0.521	0.394	0.345	Ваљак
rollercoaster	0.802	0.910	0.651	роллерцоастер
rollers	0.490	0.365	0.336	ваљци
rollicking	0.878	0.806	0.552	ваљање
rolling	0.510	0.606	0.321	ваљање
roman	0.615	0.475	0.639	роман
romance	0.980	0.682	0.587	романса
romantic	0.936	0.531	0.598	романтичан
romanticism	0.854	0.521	0.593	романтизам
romp	0.610	0.640	0.417	ромп
roof	0.602	0.226	0.342	кров
rooftop	0.571	0.471	0.461	крову
rook	0.380	0.400	0.510	роок
rookie	0.583	0.370	0.198	новајлија
room	0.729	0.283	0.445	соба
roomful	0.786	0.425	0.634	роомфул
roommate	0.750	0.481	0.480	цимер
rooms	0.677	0.241	0.386	Собе
roomy	0.760	0.342	0.736	простран
roost	0.500	0.410	0.345	роост
rooster	0.459	0.385	0.275	петао
root	0.602	0.279	0.508	корен
root beer	0.582	0.520	0.415	корен пиво
rooted	0.510	0.527	0.718	укорењен
rope	0.385	0.280	0.345	конопац
ropes	0.458	0.304	0.402	ужад
rosary	0.806	0.140	0.430	бројаница
rose	0.865	0.276	0.386	ружа
rosemary	0.688	0.381	0.425	рузмарин
rosette	0.469	0.410	0.310	розета
roster	0.531	0.306	0.381	списак
rosy	0.940	0.528	0.755	ружичаста
rot	0.031	0.558	0.301	трулеж
rota	0.320	0.462	0.209	рота
rotary	0.573	0.462	0.528	ротациони
rotate	0.458	0.470	0.492	ротирати
rotation	0.670	0.520	0.550	ротација
rote	0.561	0.481	0.696	напамет
rotor	0.500	0.458	0.404	ротор
rotten	0.104	0.590	0.327	покварен
rotting	0.188	0.462	0.255	труљење
rotunda	0.500	0.464	0.393	ротонда
rouge	0.562	0.400	0.382	битанга
rough	0.406	0.794	0.632	грубо
roughly	0.448	0.539	0.463	отприлике
roughneck	0.323	0.640	0.491	грубоврат
roughness	0.214	0.578	0.490	храпавост
roulette	0.326	0.690	0.422	рулет
round	0.552	0.434	0.311	округли
roundabout	0.490	0.425	0.495	кружни ток
rounded	0.592	0.391	0.396	заокружено
roundup	0.520	0.580	0.474	окупити
rouse	0.521	0.490	0.463	пробудити
rouser	0.480	0.540	0.423	роусер
rousing	0.714	0.517	0.692	буђење
rout	0.163	0.625	0.233	разбити
route	0.583	0.353	0.518	рута
routine	0.365	0.219	0.333	рутински
rove	0.457	0.400	0.400	рове
rover	0.510	0.538	0.421	ровер
roving	0.583	0.442	0.491	ровинг
row	0.427	0.275	0.406	ред
rowboat	0.455	0.393	0.353	чамац на весла
rowdy	0.255	0.900	0.518	ровди
rowing	0.458	0.443	0.467	веслање
royal	0.796	0.430	0.759	краљевски
royalty	0.832	0.571	0.833	краљевске породице
rub	0.521	0.565	0.400	руб
rubber	0.460	0.217	0.315	гума
rubbers	0.604	0.360	0.414	гуме
rubbing	0.406	0.569	0.440	трљање
rubbish	0.198	0.454	0.164	глупости
rubble	0.308	0.509	0.289	крш
rubdown	0.561	0.491	0.404	трљати доле
rubric	0.427	0.260	0.500	рубрика
ruby	0.663	0.408	0.544	рубин
ruckus	0.271	0.706	0.411	руцкус
rudder	0.439	0.469	0.509	кормило
ruddy	0.490	0.630	0.395	румен
rude	0.061	0.821	0.402	непристојан
rudeness	0.280	0.819	0.692	безобразлук
rudimentary	0.286	0.321	0.509	рудиментаран
rudiments	0.385	0.520	0.373	рудименти
rue	0.323	0.394	0.246	руе
rueful	0.173	0.429	0.225	жалосна
ruff	0.365	0.510	0.375	руфф
ruffian	0.130	0.824	0.463	руффиан
ruffle	0.443	0.561	0.518	наборати
rug	0.520	0.240	0.245	простирка
rugby	0.677	0.820	0.708	рагби
rugged	0.561	0.569	0.793	храпав
ruin	0.125	0.588	0.192	пропаст
ruination	0.184	0.582	0.209	пропаст
ruined	0.135	0.564	0.194	разорен
ruinous	0.255	0.690	0.275	погубан
ruins	0.250	0.490	0.248	рушевине
rule	0.567	0.427	0.593	владати
ruler	0.440	0.400	0.631	лењир
ruling	0.177	0.566	0.410	владајући
rum	0.561	0.377	0.451	рум
rumba	0.781	0.827	0.615	румба
rumble	0.367	0.745	0.613	тутњава
rummage	0.243	0.615	0.289	претурати
rumor	0.255	0.582	0.282	гласина
rumored	0.427	0.604	0.318	гласине
rump	0.449	0.425	0.396	крње
rumpus	0.448	0.531	0.422	румпус
run	0.542	0.787	0.543	трцати
runaround	0.448	0.519	0.349	јурцати
runaway	0.271	0.770	0.402	бежи
rundown	0.520	0.296	0.465	прегазити
runes	0.438	0.300	0.304	руне
rung	0.510	0.355	0.368	степеница
runner	0.459	0.747	0.632	тркач
running	0.730	0.858	0.442	трчање
running shoes	0.653	0.573	0.491	патике
runny	0.540	0.439	0.325	течни
runt	0.370	0.500	0.445	рунт
runway	0.585	0.373	0.406	писта
rupture	0.125	0.633	0.430	руптуре
rural	0.562	0.245	0.408	сеоски
ruse	0.531	0.640	0.546	лукавство
rush	0.406	0.809	0.546	журити
rushing	0.398	0.821	0.529	журећи
rust	0.281	0.265	0.321	рђа
rusted	0.286	0.357	0.302	зарђао
rustic	0.369	0.657	0.491	рустикални
rustle	0.333	0.538	0.394	шуштање
rustler	0.281	0.830	0.429	шушкавац
rusty	0.271	0.345	0.231	зарђао
rut	0.333	0.310	0.392	рут
ruth	0.469	0.427	0.444	рутх
ruthless	0.208	0.850	0.670	немилосрдни
rye	0.490	0.298	0.411	раж
sabbatical	0.771	0.240	0.427	саббатицал
saber	0.551	0.620	0.553	сабља
sable	0.449	0.596	0.500	сабле
sabotage	0.135	0.906	0.500	саботаже
saboteur	0.250	0.804	0.407	саботер
sac	0.344	0.245	0.226	сац
sack	0.385	0.337	0.264	Пљачкање
sacrament	0.690	0.316	0.700	сакрамента
sacred	0.833	0.375	0.862	свето
sacrifice	0.208	0.833	0.534	жртвовање
sacrifices	0.281	0.717	0.538	жртвовања
sacrificial	0.198	0.755	0.452	жртвено
sacrilege	0.281	0.708	0.491	светогрђе
sacrilegious	0.146	0.736	0.449	светогрђе
sad	0.225	0.333	0.149	тужно
sadday	0.520	0.418	0.411	тужан дан
saddens	0.104	0.436	0.144	растужује
saddle	0.510	0.509	0.306	седло
sadist	0.042	0.918	0.500	садист
sadistic	0.031	0.906	0.618	садистички
sadly	0.047	0.255	0.216	тужно
sadness	0.052	0.288	0.164	туга
safari	0.663	0.673	0.640	сафари
safe	0.898	0.306	0.759	безбедно
safeguard	0.786	0.624	0.700	заштита
safekeeping	0.653	0.510	0.586	чување
safety	0.708	0.491	0.868	сигурност
saffron	0.443	0.373	0.349	шафран
sag	0.153	0.578	0.445	саг
saga	0.635	0.440	0.600	сага
sage	0.781	0.327	0.693	жалфија
saggy	0.370	0.429	0.300	сагги
sail	0.615	0.220	0.325	пловити
sailboat	0.719	0.392	0.381	једрилица
sailing	0.667	0.520	0.500	једрење
sailor	0.500	0.588	0.500	морнар
saint	0.812	0.240	0.693	Свети
sainted	0.708	0.296	0.676	свети
saintly	0.865	0.286	0.591	светачки
sake	0.490	0.573	0.407	саке
salad	0.750	0.260	0.307	салата
salamander	0.410	0.362	0.309	даждевњак
salami	0.667	0.360	0.339	салама
salary	0.786	0.480	0.652	плата
sale	0.647	0.602	0.573	распродаја
salesgirl	0.582	0.490	0.605	продавачица
salesman	0.643	0.559	0.664	продавац
salient	0.600	0.573	0.702	истакнуто
saline	0.430	0.340	0.385	слани раствор
saliva	0.214	0.265	0.236	пљувачке
sally	0.604	0.390	0.451	сали
salmon	0.760	0.250	0.444	лосос
salmonella	0.167	0.608	0.312	салмонела
salon	0.531	0.296	0.463	салон
saloon	0.630	0.300	0.364	салон
salsa	0.742	0.500	0.370	салса
salt	0.323	0.312	0.306	со
salted	0.333	0.400	0.304	сољени
saltwater	0.327	0.330	0.364	Слана вода
salty	0.388	0.531	0.288	слана
salutary	0.885	0.360	0.686	спасоносна
salutation	0.878	0.417	0.500	поздрав
salute	0.833	0.542	0.681	поздрав
salvage	0.622	0.510	0.832	спасти
salvation	0.857	0.480	0.800	спасење
salve	0.612	0.390	0.500	мелем
samba	0.781	0.740	0.465	самба
sameness	0.531	0.330	0.484	истоветност
sample	0.521	0.187	0.452	узорак
samurai	0.562	0.736	0.838	самурај
sanatorium	0.469	0.490	0.491	санаторијум
sanctification	0.770	0.431	0.816	освећење
sanctified	0.792	0.240	0.612	освећени
sanctify	0.673	0.443	0.783	осветити
sanctimonious	0.240	0.365	0.327	светољубив
sanction	0.201	0.750	0.517	санкција
sanctioned	0.323	0.696	0.391	санкционисано
sanctity	0.771	0.330	0.628	светост
sanctuary	0.863	0.226	0.575	светилиште
sanctum	0.521	0.438	0.657	санцтум
sand	0.582	0.279	0.304	песак
sandal	0.490	0.283	0.333	сандала
sandbox	0.573	0.274	0.264	сандбок
sander	0.438	0.580	0.445	сандер
sandman	0.479	0.469	0.388	сандман
sandpaper	0.417	0.425	0.404	брусни папир
sands	0.646	0.304	0.377	пескови
sandstorm	0.324	0.821	0.629	пешчана олуја
sandwich	0.672	0.314	0.310	сендвич
sandy	0.406	0.265	0.296	Пешчана
sane	0.760	0.235	0.670	здрав разум
sanguine	0.520	0.560	0.545	оптимистичан
sanitarium	0.448	0.645	0.570	санаторијум
sanitary	0.458	0.320	0.425	санитарни
sanitation	0.742	0.312	0.500	санитација
sanity	0.667	0.333	0.655	здрав разум
sans	0.459	0.294	0.246	санс
santa	0.735	0.286	0.509	санта
sap	0.470	0.298	0.258	биљни сок
sapiens	0.480	0.453	0.584	сапиенс
sapphire	0.770	0.472	0.651	сафир
sappy	0.583	0.469	0.330	саппи
sarcasm	0.125	0.685	0.346	сарказам
sarcastic	0.397	0.781	0.298	саркастичан
sarcoma	0.260	0.519	0.402	сарком
sarcophagus	0.271	0.561	0.435	саркофаг
sardine	0.541	0.236	0.236	сардине
sardonic	0.208	0.679	0.446	сардоничан
sarsaparilla	0.542	0.488	0.345	сарсапарилла
sash	0.480	0.298	0.333	ешарпа
sashimi	0.704	0.310	0.359	сасхими
sassafras	0.469	0.388	0.471	сассафрас
sassy	0.271	0.704	0.320	дрска
satanic	0.062	0.843	0.720	сатански
satchel	0.521	0.306	0.345	торба
sate	0.667	0.400	0.472	сате
satellite	0.562	0.409	0.764	сателита
satin	0.519	0.396	0.481	сатен
satire	0.458	0.655	0.472	сатира
satirical	0.323	0.615	0.538	сатиричне
satisfaction	0.939	0.637	0.673	задовољство
satisfactorily	0.765	0.570	0.802	задовољавајуће
satisfactory	0.959	0.569	0.702	задовољавајуће
satisfied	0.959	0.510	0.685	задовољан
satisfy	0.867	0.790	0.705	задовољити
satisfying	0.890	0.606	0.814	задовољавајући
saturate	0.281	0.680	0.467	заситити
saturated	0.474	0.700	0.442	засићени
saturation	0.255	0.582	0.583	засићење
satyr	0.280	0.639	0.500	сатир
sauce	0.562	0.515	0.288	сос
saucepan	0.347	0.264	0.321	лонац
saucer	0.510	0.327	0.337	тањир
saucy	0.250	0.653	0.391	дрско
sauerkraut	0.531	0.454	0.336	Кисели купус
sauna	0.781	0.350	0.455	сауна
sausage	0.542	0.429	0.300	кобасица
savage	0.204	0.931	0.605	дивљачки
savagery	0.219	0.907	0.711	дивљаштво
savanna	0.606	0.147	0.394	савана
savannah	0.729	0.212	0.309	савана
savant	0.781	0.451	0.818	савант
save	0.770	0.439	0.682	сачувати
saver	0.745	0.382	0.802	савер
saving	0.663	0.230	0.621	уштеда
savings	0.776	0.431	0.608	штедња
savior	0.920	0.469	0.804	спаситељ
savor	0.827	0.552	0.526	савор
savory	0.812	0.717	0.619	укусан
savvy	0.719	0.520	0.706	паметан
saw	0.316	0.541	0.518	Тестера
sawdust	0.398	0.279	0.241	пиљевина
sawmill	0.427	0.378	0.434	пилана
sax	0.573	0.465	0.409	сак
saxophone	0.688	0.444	0.482	саксофон
say	0.571	0.310	0.482	рецимо
sayonara	0.560	0.398	0.402	саионара
scab	0.354	0.330	0.272	краста
scabbard	0.325	0.219	0.217	корице
scaffold	0.480	0.500	0.336	скела
scaffolding	0.496	0.366	0.545	скеле
