English Word	Valence	Arousal	Dominance	Uyghur Word
rollicking	0.878	0.806	0.552	رول ئېلىش
rolling	0.510	0.606	0.321	دومىلاش
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	romance
romantic	0.936	0.531	0.598	رومانتىك
romanticism	0.854	0.521	0.593	رومانتىزىم
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	ئۆگزە
rooftop	0.571	0.471	0.461	ئۆگزە
rook	0.380	0.400	0.510	rook
rookie	0.583	0.370	0.198	rookie
room	0.729	0.283	0.445	ياتاق
roomful	0.786	0.425	0.634	ياتاق
roommate	0.750	0.481	0.480	ياتاقدىشى
rooms	0.677	0.241	0.386	ياتاق
roomy	0.760	0.342	0.736	ياتاق
roost	0.500	0.410	0.345	roost
rooster	0.459	0.385	0.275	خوراز
root	0.602	0.279	0.508	root
root beer	0.582	0.520	0.415	يىلتىز پىۋا
rooted	0.510	0.527	0.718	يىلتىز تارتقان
rope	0.385	0.280	0.345	ئارغامچا
ropes	0.458	0.304	0.402	ئارغامچا
rosary	0.806	0.140	0.430	rozary
rose	0.865	0.276	0.386	ئۆرلىدى
rosemary	0.688	0.381	0.425	قىزىلگۈل
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	roster
rosy	0.940	0.528	0.755	rosy
rot	0.031	0.558	0.301	rot
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	rotate
rotation	0.670	0.520	0.550	rotation
rote	0.561	0.481	0.696	rote
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	چىرىگەن
rotting	0.188	0.462	0.255	چىرىگەن
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	قوپال
roughly	0.448	0.539	0.463	تەخمىنەن
roughneck	0.323	0.640	0.491	roughneck
roughness	0.214	0.578	0.490	قوپاللىق
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	round
roundabout	0.490	0.425	0.495	ئايلانما يول
rounded	0.592	0.391	0.396	يۇمىلاق ئۈستەل
roundup	0.520	0.580	0.474	يۇمىلاق ئۈستەل
rouse	0.521	0.490	0.463	rouse
rouser	0.480	0.540	0.423	rouser
rousing	0.714	0.517	0.692	rousing
rout	0.163	0.625	0.233	rout
route	0.583	0.353	0.518	يول
routine	0.365	0.219	0.333	دائىملىق
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	roving
row	0.427	0.275	0.406	row
rowboat	0.455	0.393	0.353	rowboat
rowdy	0.255	0.900	0.518	rowdy
rowing	0.458	0.443	0.467	قولۋاق ھەيدەش
royal	0.796	0.430	0.759	خان جەمەتى
royalty	0.832	0.571	0.833	خان جەمەتى
rub	0.521	0.565	0.400	rub
rubber	0.460	0.217	0.315	كاۋچۇك
rubbers	0.604	0.360	0.414	كاۋچۇك
rubbing	0.406	0.569	0.440	سۈرتۈش
rubbish	0.198	0.454	0.164	ئەخلەت
rubble	0.308	0.509	0.289	خارابىلىك
rubdown	0.561	0.491	0.404	rubdown
rubric	0.427	0.260	0.500	rubric
ruby	0.663	0.408	0.544	ياقۇت
ruckus	0.271	0.706	0.411	ruckus
rudder	0.439	0.469	0.509	rudder
ruddy	0.490	0.630	0.395	ruddy
rude	0.061	0.821	0.402	قوپال
rudeness	0.280	0.819	0.692	قوپاللىق
rudimentary	0.286	0.321	0.509	rudimentary
rudiments	0.385	0.520	0.373	rudiments
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	rueful
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	ruffian
ruffle	0.443	0.561	0.518	ruffle
rug	0.520	0.240	0.245	گىلەم
rugby	0.677	0.820	0.708	rugby
rugged	0.561	0.569	0.793	قوپال
ruin	0.125	0.588	0.192	خارابىلىك
ruination	0.184	0.582	0.209	ۋەيران بولۇش
ruined	0.135	0.564	0.194	ۋەيران بولدى
ruinous	0.255	0.690	0.275	ۋەيران قىلغۇچ
ruins	0.250	0.490	0.248	خارابىلىك
rule	0.567	0.427	0.593	قائىدە
ruler	0.440	0.400	0.631	ھۆكۈمدار
ruling	0.177	0.566	0.410	ھۆكۈم
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	rumble
rummage	0.243	0.615	0.289	rummage
rumor	0.255	0.582	0.282	مىش-مىش پاراڭ
rumored	0.427	0.604	0.318	مىش-مىش پاراڭ
rump	0.449	0.425	0.396	rump
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	run
runaround	0.448	0.519	0.349	runaround
runaway	0.271	0.770	0.402	قېچىش
rundown	0.520	0.296	0.465	rundown
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	rung
runner	0.459	0.747	0.632	runner
running	0.730	0.858	0.442	ئىجرا بولۇۋاتىدۇ
running shoes	0.653	0.573	0.491	يۈگۈرۈش ئايىغى
runny	0.540	0.439	0.325	runny
runt	0.370	0.500	0.445	runt
runway	0.585	0.373	0.406	ئۇچۇش يولى
rupture	0.125	0.633	0.430	يېرىلىش
rural	0.562	0.245	0.408	يېزا
ruse	0.531	0.640	0.546	ruse
rush	0.406	0.809	0.546	ئالدىراش
rushing	0.398	0.821	0.529	ئالدىراش
rust	0.281	0.265	0.321	دات
rusted	0.286	0.357	0.302	داتلىشىپ كەتتى
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	rustle
rustler	0.281	0.830	0.429	rustler
rusty	0.271	0.345	0.231	rusty
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	رەھىمسىز
rye	0.490	0.298	0.411	بۇغداي
sabbatical	0.771	0.240	0.427	دەم ئېلىش كۈنى
saber	0.551	0.620	0.553	قىلىچ
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	بۇزغۇنچىلىق
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	sac
sack	0.385	0.337	0.264	خالتا
sacrament	0.690	0.316	0.700	قۇربان ھېيت
sacred	0.833	0.375	0.862	مۇقەددەس
sacrifice	0.208	0.833	0.534	قۇربانلىق
sacrifices	0.281	0.717	0.538	قۇربانلىق
sacrificial	0.198	0.755	0.452	قۇربانلىق
sacrilege	0.281	0.708	0.491	sacrilege
sacrilegious	0.146	0.736	0.449	قۇربانلىق
sad	0.225	0.333	0.149	قايغۇلۇق
sadday	0.520	0.418	0.411	sadday
saddens	0.104	0.436	0.144	saddens
saddle	0.510	0.509	0.306	ئېگەر
sadist	0.042	0.918	0.500	sadist
sadistic	0.031	0.906	0.618	sadistic
sadly	0.047	0.255	0.216	ئەپسۇس
sadness	0.052	0.288	0.164	قايغۇ
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	بىخەتەر
safeguard	0.786	0.624	0.700	بىخەتەرلىك
safekeeping	0.653	0.510	0.586	بىخەتەر ساقلاش
safety	0.708	0.491	0.868	بىخەتەرلىك
saffron	0.443	0.373	0.349	saffron
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	sage
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	يەلكەن
sailboat	0.719	0.392	0.381	يەلكەنلىك كېمە
sailing	0.667	0.520	0.500	يەلكەنلىك كېمە
sailor	0.500	0.588	0.500	ماتروس
saint	0.812	0.240	0.693	ئەۋلىيا
sainted	0.708	0.296	0.676	ئەۋلىيا
saintly	0.865	0.286	0.591	ئەۋلىيا
sake	0.490	0.573	0.407	چۈنكى
salad	0.750	0.260	0.307	سالات
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	سالامى
salary	0.786	0.480	0.652	ئىش ھەققى
sale	0.647	0.602	0.573	سېتىش
salesgirl	0.582	0.490	0.605	salegirl
salesman	0.643	0.559	0.664	ساتقۇچى
salient	0.600	0.573	0.702	گەۋدىلىك
saline	0.430	0.340	0.385	تۇز
saliva	0.214	0.265	0.236	شۆلگەي
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	سالمون بېلىقى
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	saloon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	تۇز
salted	0.333	0.400	0.304	تۇزلانغان
saltwater	0.327	0.330	0.364	تۇز سۈيى
salty	0.388	0.531	0.288	تۇزلۇق
salutary	0.885	0.360	0.686	salutary
salutation	0.878	0.417	0.500	سالام
salute	0.833	0.542	0.681	salute
salvage	0.622	0.510	0.832	قۇتقۇزۇش
salvation	0.857	0.480	0.800	نىجاتلىق
salve	0.612	0.390	0.500	salve
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	sameness
sample	0.521	0.187	0.452	sample
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	ساناتورىيە
sanctification	0.770	0.431	0.816	پاكلىنىش
sanctified	0.792	0.240	0.612	پاكلاندى
sanctify	0.673	0.443	0.783	پاكلاش
sanctimonious	0.240	0.365	0.327	مۇقەددەس
sanction	0.201	0.750	0.517	جازا
sanctioned	0.323	0.696	0.391	تەستىقلانغان
sanctity	0.771	0.330	0.628	مۇقەددەسلىك
sanctuary	0.863	0.226	0.575	مۇقەددەس جاي
sanctum	0.521	0.438	0.657	مۇقەددەس جاي
sand	0.582	0.279	0.304	قۇم
sandal	0.490	0.283	0.333	sandal
sandbox	0.573	0.274	0.264	sandbox
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	sandman
sandpaper	0.417	0.425	0.404	sandpaper
sands	0.646	0.304	0.377	قۇم
sandstorm	0.324	0.821	0.629	قۇم بوران
sandwich	0.672	0.314	0.310	ساندۋىچ
sandy	0.406	0.265	0.296	قۇملۇق
sane	0.760	0.235	0.670	sane
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	sanitarium
sanitary	0.458	0.320	0.425	تازىلىق
sanitation	0.742	0.312	0.500	تازىلىق
sanity	0.667	0.333	0.655	ساغلاملىق
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	سانتا
sap	0.470	0.298	0.258	sap
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	كۆك ياقۇت
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	sarcasm
sarcastic	0.397	0.781	0.298	ھەجۋىي
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	sardine
sardonic	0.208	0.679	0.446	sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	sash
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	شەيتان
satchel	0.521	0.306	0.345	satchel
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	سۈنئىي ھەمراھ
satin	0.519	0.396	0.481	ئەتلەس
satire	0.458	0.655	0.472	satire
satirical	0.323	0.615	0.538	satirical
satisfaction	0.939	0.637	0.673	رازى
satisfactorily	0.765	0.570	0.802	قانائەتلىنەرلىك
satisfactory	0.959	0.569	0.702	قانائەتلىنەرلىك
satisfied	0.959	0.510	0.685	رازى
satisfy	0.867	0.790	0.705	رازى
satisfying	0.890	0.606	0.814	قانائەتلىنەرلىك
saturate	0.281	0.680	0.467	تويۇنۇش
saturated	0.474	0.700	0.442	تويۇندى
saturation	0.255	0.582	0.583	تويۇنۇش
satyr	0.280	0.639	0.500	satyr
sauce	0.562	0.515	0.288	قىيامى
saucepan	0.347	0.264	0.321	قازان
saucer	0.510	0.327	0.337	قازان
saucy	0.250	0.653	0.391	saucy
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	كولباسا
savage	0.204	0.931	0.605	ۋەھشىي
savagery	0.219	0.907	0.711	ۋەھشىيلىك
savanna	0.606	0.147	0.394	savanna
savannah	0.729	0.212	0.309	savannah
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	تېجەڭ
saver	0.745	0.382	0.802	ساقلىغۇچى
saving	0.663	0.230	0.621	تېجەش
savings	0.776	0.431	0.608	تېجەشلىك
savior	0.920	0.469	0.804	نىجاتكار
savor	0.827	0.552	0.526	پۇراق
savory	0.812	0.717	0.619	savory
savvy	0.719	0.520	0.706	ئەقىللىق
saw	0.316	0.541	0.518	saw
sawdust	0.398	0.279	0.241	sawdust
sawmill	0.427	0.378	0.434	sawmill
sax	0.573	0.465	0.409	sax
saxophone	0.688	0.444	0.482	saxophone
say	0.571	0.310	0.482	ئېيتقىن
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	scab
scabbard	0.325	0.219	0.217	scabbard
scaffold	0.480	0.500	0.336	scaffold
scaffolding	0.496	0.366	0.545	scafolding
scalding	0.271	0.540	0.381	scalding
scale	0.310	0.350	0.577	كۆلەم
scales	0.439	0.330	0.491	تارازا
scallop	0.490	0.363	0.331	scallop
scalp	0.347	0.346	0.302	باش تېرىسى
scalpel	0.302	0.700	0.482	scalpel
scaly	0.281	0.481	0.358	scaly
scam	0.042	0.745	0.418	ئالدامچىلىق
scamp	0.458	0.464	0.371	ئالدامچىلىق
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	سايىلەش
scandal	0.122	0.821	0.557	سەتچىلىك
scandalous	0.135	0.907	0.556	سەتچىلىك
scanner	0.531	0.356	0.567	سايىلىغۇچ
scanty	0.287	0.333	0.127	scanty
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	scapegoat
scar	0.146	0.500	0.397	جاراھەت
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	كەم
scarcely	0.082	0.412	0.160	ناھايىتى ئاز
scarcity	0.167	0.500	0.182	كەمچىل
scare	0.122	0.910	0.264	قورقۇنچ
scarecrow	0.219	0.274	0.349	قورقۇنچاق
scared	0.146	0.828	0.185	قورقۇپ كەتتى
scares	0.122	0.847	0.386	قورقىدۇ
scarf	0.750	0.224	0.224	شارپا
scarier	0.156	0.846	0.472	قورقۇنچلۇق
scariest	0.167	0.863	0.538	ئەڭ قورقۇنچلۇق
scarlet	0.507	0.390	0.411	قىزىل
scary	0.062	0.952	0.528	قورقۇنچلۇق
scat	0.337	0.548	0.409	تارقاق
scatter	0.229	0.620	0.404	تارقاق
scattered	0.208	0.380	0.238	تارقاق
scattering	0.347	0.550	0.394	تارقاق
scavenger	0.177	0.578	0.408	scavenger
scenario	0.667	0.510	0.683	سىنارىيە
scene	0.570	0.340	0.578	نەق مەيدان
scenery	0.745	0.253	0.592	مەنزىرە
scenic	0.684	0.548	0.756	مەنزىرە
scent	0.633	0.410	0.491	پۇراق
scented	0.865	0.509	0.431	خۇشپۇراق
scepter	0.630	0.300	0.670	تاياق
sceptical	0.214	0.387	0.466	گۇمانلىق
scepticism	0.292	0.444	0.550	گۇمانخورلۇق
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	ۋاقىت جەدۋىلى
schematic	0.490	0.284	0.647	schematic
scheme	0.521	0.269	0.577	لايىھە
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	كەمسىتىش
schizophrenia	0.092	0.880	0.435	روھىي توسالغۇ
schizophrenic	0.102	0.958	0.433	روھىي توسالغۇ
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	ئالىم
scholarly	0.750	0.466	0.709	ئالىم
scholarship	0.866	0.490	0.625	ئوقۇش مۇكاپات پۇلى
scholastic	0.500	0.470	0.491	scholastic
school	0.765	0.423	0.633	مەكتەپ
schoolboy	0.623	0.385	0.441	مەكتەپ ئوقۇغۇچىسى
schoolgirl	0.760	0.521	0.415	مەكتەپ ئوقۇغۇچىسى
schoolhouse	0.602	0.407	0.672	مەكتەپ ئۆيى
schooling	0.582	0.462	0.640	مەكتەپ
schoolmaster	0.667	0.368	0.852	مەكتەپ مۇدىرى
schoolteacher	0.521	0.380	0.632	مەكتەپ ئوقۇتقۇچىسى
schoolwork	0.479	0.500	0.481	مەكتەپ خىزمىتى
schoolyard	0.684	0.529	0.440	مەكتەپ مەيدانى
schooner	0.635	0.408	0.427	schooner
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	ئىلىم
scientific	0.653	0.510	0.836	ئىلمىي
scientist	0.562	0.500	0.790	ئالىم
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	scintillating
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	scion
scissors	0.458	0.462	0.302	قايچا
scoff	0.125	0.686	0.306	مەسخىرە
scold	0.194	0.755	0.626	تىللىدى
scolding	0.071	0.833	0.417	تىللاۋاتىدۇ
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	scoop
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	scooter
scope	0.656	0.386	0.718	دائىرىسى
scorch	0.214	0.689	0.491	scorch
scorching	0.406	0.635	0.464	كۆيدۈرۈش
score	0.670	0.388	0.589	نومۇر
scoreboard	0.667	0.484	0.472	نومۇر تاختىسى
scorer	0.730	0.608	0.764	نومۇر ئالغۇچى
scores	0.594	0.469	0.629	نومۇر
scorn	0.110	0.721	0.356	مەسخىرە
scorned	0.062	0.529	0.226	مەسخىرە قىلدى
scornful	0.173	0.608	0.368	مەسخىرە
scorpion	0.198	0.745	0.600	چايان
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	scoundrel
scour	0.388	0.602	0.632	scour
scourge	0.214	0.640	0.302	ئاپەت
scout	0.656	0.611	0.763	scout
scowl	0.302	0.600	0.413	scowl
scrabble	0.625	0.412	0.399	scrabble
scram	0.306	0.485	0.409	scram
scramble	0.469	0.744	0.500	scramble
scrambled	0.451	0.535	0.539	دەپ ئالدىرىدى
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	scrambling
scrap	0.156	0.339	0.173	scrap
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	scrape
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	scraping
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	scratch
scratchy	0.235	0.610	0.436	سىزىلغان
scrawny	0.276	0.422	0.245	scrawny
scream	0.188	0.863	0.594	دەپ ۋاقىرىغىن
screamer	0.156	0.670	0.392	- دەپ ۋارقىرىدى
screaming	0.245	0.901	0.460	- دەپ ۋاقىرىدى
screech	0.214	0.802	0.306	screech
screen	0.670	0.300	0.417	ئېكران
screening	0.562	0.570	0.709	ئېكران
screenplay	0.500	0.406	0.518	سىنارىيە
screenwriter	0.571	0.500	0.712	سىنارىست
screw	0.385	0.460	0.377	screw
screwball	0.271	0.680	0.505	screwball
screwdriver	0.520	0.519	0.439	screwdriver
screwed	0.302	0.520	0.464	بۇرمىلانغان
screwy	0.344	0.596	0.450	screwy
screwyou	0.260	0.647	0.509	screwyou
scribble	0.429	0.453	0.358	scribble
scribe	0.541	0.264	0.491	يازغۇچى
scrimmage	0.367	0.660	0.411	scrimmage
scrip	0.430	0.462	0.455	scrip
script	0.610	0.450	0.527	script
scriptural	0.551	0.250	0.596	مۇقەددەس كىتاب
scripture	0.745	0.270	0.630	مۇقەددەس كىتاب
scroll	0.375	0.630	0.409	scroll
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	scrounge
scrounger	0.323	0.490	0.358	scrounger
scrub	0.417	0.420	0.500	scrub
scruffy	0.194	0.435	0.176	scruffy
scrumptious	0.959	0.650	0.566	scrumptious
scrupulous	0.545	0.685	0.602	قوپال
scrutinize	0.458	0.587	0.573	scrutinize
scrutiny	0.500	0.653	0.658	تەكشۈرۈش
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	scuffle
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	ھەيكەلتىراش
sculpture	0.750	0.346	0.490	ھەيكەل
sculptured	0.708	0.373	0.557	ھەيكەلتىراشلىق
scum	0.357	0.380	0.218	ئەخلەت
scumbag	0.240	0.591	0.278	scumbag
scurry	0.398	0.647	0.509	scurry
scurvy	0.354	0.462	0.312	scurvy
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	دېڭىز
seaboard	0.663	0.356	0.507	دېڭىز
seafood	0.656	0.500	0.328	دېڭىز مەھسۇلاتلىرى
seagull	0.635	0.245	0.314	دېڭىز يىلپىزى
seal	0.490	0.218	0.518	تامغا
seals	0.412	0.241	0.402	تامغا
seam	0.427	0.250	0.414	seam
seaman	0.520	0.510	0.672	دېڭىزچى
seamless	0.459	0.140	0.302	يوچۇقسىز
seamstress	0.535	0.288	0.389	تىككۈچى
seaport	0.594	0.317	0.491	دېڭىز پورتى
sear	0.490	0.553	0.600	ئىزدەش
search	0.635	0.580	0.462	ئىزدەش
searching	0.534	0.657	0.466	ئىزدەش
searchlight	0.622	0.510	0.552	ئىزدەش چىرىغى
seared	0.229	0.410	0.398	ئىزدەلدى
seashore	0.796	0.310	0.375	دېڭىز قىرغىقى
seasick	0.115	0.683	0.245	دېڭىز
seaside	0.887	0.520	0.508	دېڭىز بويى
season	0.792	0.410	0.519	پەسىل
seasonal	0.592	0.273	0.305	پەسىللىك
seasoned	0.812	0.570	0.509	پەسىللىك
seasoning	0.633	0.388	0.479	تېتىتقۇ
seat	0.542	0.281	0.434	ئورۇندۇق
seatbelt	0.656	0.314	0.726	بىخەتەرلىك تاسمىسى
seating	0.552	0.265	0.286	ئولتۇرۇش
seawater	0.760	0.197	0.491	دېڭىز سۈيى
seaweed	0.446	0.286	0.382	دېڭىز يۈسۈنى
sec	0.490	0.385	0.380	سېكۇنت
secession	0.323	0.561	0.509	ئايرىلىش
secluded	0.357	0.265	0.240	يالغۇز
seclusion	0.230	0.558	0.505	يالغۇزلۇق
second	0.490	0.210	0.250	ئىككىنچى
second cousin	0.698	0.360	0.441	ئىككىنچى نەۋرە تۇغقان
secondary	0.636	0.375	0.260	ئىككىلەمچى
secondhand	0.194	0.389	0.283	نىمكەش
secrecy	0.294	0.549	0.475	مەخپىيەتلىك
secret	0.479	0.580	0.509	مەخپىي
secretariat	0.518	0.459	0.597	كاتىبات باشقارمىسى
secretary	0.612	0.426	0.561	سېكرېتار
secrete	0.427	0.567	0.518	مەخپىي
secretion	0.354	0.582	0.529	ئاجرىتىپ چىقىرىش
secretive	0.390	0.250	0.538	مەخپىي
secretly	0.525	0.404	0.479	مەخپىي
sect	0.265	0.667	0.526	مەزھەپ
sectarian	0.260	0.606	0.517	مەزھەپ
section	0.500	0.269	0.421	بۆلەك
sectional	0.427	0.415	0.464	بۆلەك
sector	0.594	0.190	0.569	ساھە
secular	0.463	0.461	0.520	دىندىن خالىي
secularism	0.367	0.440	0.559	سېكۇلارىزم
secure	0.844	0.380	0.914	بىخەتەر
securities	0.750	0.304	0.852	ئاكسىيە
security	0.837	0.360	0.821	بىخەتەرلىك
sedan	0.480	0.423	0.680	sedan
sedate	0.656	0.157	0.345	sedate
sedation	0.510	0.270	0.398	sedation
sedative	0.314	0.273	0.352	تىنچلاندۇرۇش دورىسى
sedentary	0.292	0.185	0.273	ئولتۇرۇش
sedge	0.406	0.396	0.339	sedge
sediment	0.438	0.306	0.372	چۆكمە
sedimentary	0.398	0.265	0.500	چۆكمە
sedition	0.327	0.557	0.591	توپىلاڭ
seduce	0.462	0.864	0.689	ئازدۇرۇش
seducer	0.704	0.812	0.775	ئازدۇرغۇچى
seducing	0.569	0.794	0.708	ئازدۇرۇش
seduction	0.510	0.891	0.618	ئازدۇرۇش
seductive	0.771	0.821	0.667	ئازدۇرغۇچى
see	0.635	0.269	0.312	قاراڭ
seed	0.656	0.135	0.306	ئۇرۇق
seedling	0.406	0.343	0.423	مايسا
seeds	0.731	0.269	0.418	ئۇرۇق
seedy	0.229	0.390	0.325	ئۇرۇق
seek	0.622	0.429	0.482	ئىزدە
seeker	0.646	0.464	0.553	ئىزدىگۈچى
seem	0.471	0.302	0.298	قارىماققا
seemingly	0.490	0.410	0.356	قارىغاندا
seer	0.604	0.481	0.740	كۆرگۈچى
seesaw	0.570	0.559	0.410	seeaw
seething	0.312	0.821	0.642	seething
segment	0.469	0.290	0.440	بۆلەك
segregate	0.290	0.627	0.440	ئايرىش
segregated	0.164	0.575	0.411	ئايرىۋېتىلگەن
segregation	0.302	0.545	0.390	ئايرىش
seismic	0.323	0.925	0.578	يەر تەۋرەش
seize	0.656	0.644	0.673	تۇتۇش
seizure	0.177	0.775	0.462	تۇتقاقلىق
seldom	0.323	0.379	0.287	ناھايىتى ئاز ئۇچرايدۇ
select	0.615	0.406	0.602	تاللاڭ
selection	0.594	0.340	0.595	تاللاش
selective	0.612	0.347	0.706	تاللانما
selectman	0.552	0.547	0.609	تاللىغۇچى
selenium	0.469	0.408	0.336	سېلېن
self	0.704	0.370	0.500	self
selfharm	0.350	0.620	0.407	selfharm
selfish	0.061	0.637	0.495	شەخسىيەتچى
selfishness	0.200	0.686	0.453	شەخسىيەتچىلىك
selfless	0.521	0.235	0.396	شەخسىيەتسىز
selflove	0.854	0.630	0.661	selflove
selfworth	0.704	0.460	0.594	selfworth
sell	0.618	0.608	0.605	سېتىش
seller	0.635	0.471	0.635	ساتقۇچى
sellout	0.398	0.490	0.465	sellout
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantics
semaphore	0.552	0.374	0.598	semaphore
semblance	0.500	0.471	0.442	semblance
semen	0.500	0.755	0.471	مەنىي
semester	0.521	0.327	0.482	مەۋسۇم
semi	0.296	0.345	0.304	يېرىم
semiautomatic	0.469	0.510	0.522	semiautomatic
semicolon	0.378	0.255	0.318	semicolon
seminal	0.459	0.413	0.566	seminal
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	seminary
semiotics	0.449	0.417	0.596	semotics
senate	0.490	0.349	0.836	senate
senator	0.391	0.422	0.821	senator
send	0.663	0.480	0.537	ئەۋەتىش
sender	0.542	0.449	0.509	ئەۋەتكۈچى
senescence	0.378	0.456	0.394	senescence
senile	0.280	0.211	0.305	senile
senior	0.561	0.415	0.536	پېشقەدەم
seniority	0.408	0.427	0.602	ياشانغانلار
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	sensation
sensational	0.938	0.827	0.858	sensational
sense	0.781	0.417	0.474	مەنىسى
senseless	0.125	0.388	0.136	مەنىسىز
senses	0.740	0.461	0.693	سەزگۈ
sensibility	0.583	0.423	0.448	سەزگۈرلۈك
sensible	0.625	0.454	0.312	سەزگۈر
sensibly	0.786	0.337	0.396	سەزگۈر
sensitive	0.714	0.426	0.254	سەزگۈر
sensitivity	0.750	0.417	0.395	سەزگۈرلۈك
sensor	0.571	0.377	0.542	سېنزور
sensory	0.583	0.480	0.442	sensory
sensual	0.730	0.790	0.642	sensual
sensuality	0.844	0.840	0.632	سەزگۈرلۈك
sensuous	0.854	0.798	0.625	سەزگۈر
sentence	0.625	0.265	0.548	جۈملە
sentencing	0.120	0.782	0.561	جازا ھۆكۈم قىلىش
sentient	0.583	0.417	0.363	sentient
