English Word	Valence	Arousal	Dominance	Scots-Gaelic Word
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	trifle
trifling	0.375	0.418	0.183	a' triall
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	spreidh
trigonometry	0.396	0.400	0.616	triantanachd
trillion	0.592	0.420	0.623	trillean
trilogy	0.615	0.520	0.664	triol- aidh
trim	0.500	0.466	0.430	trim
trimester	0.783	0.336	0.538	tritheamh
trimmer	0.260	0.548	0.529	trigear
trimming	0.500	0.478	0.325	bearradh
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	Trianaid
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	turas
tripartite	0.500	0.480	0.539	trì-phàirteach
tripe	0.312	0.361	0.438	tripe
triple	0.585	0.385	0.481	trì-fhillte
triplet	0.622	0.510	0.618	trì-bhileach
triplicate	0.684	0.545	0.717	trì-fhillte
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	tuisleadh
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	buaidh
triumphant	0.949	0.837	0.972	buadhach
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	triob- laid
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	trolley
trombone	0.562	0.500	0.500	trombòn
troop	0.375	0.696	0.750	feachd
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	saighdearan
trophy	0.947	0.643	0.676	trocair
tropic	0.740	0.529	0.536	tropaigeach
tropical	0.740	0.461	0.509	tropaigeach
tropics	0.740	0.383	0.412	tropaigean
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	trioblaid
troubled	0.167	0.627	0.385	trioblaideach
troublemaker	0.260	0.900	0.596	buaireadair
troubles	0.051	0.854	0.269	trioblaidean
troublesome	0.283	0.894	0.404	trioblaideach
trough	0.500	0.308	0.340	amar
troupe	0.625	0.406	0.557	buidheann
trousers	0.625	0.314	0.442	briogais
trout	0.516	0.387	0.298	breac
trowel	0.470	0.418	0.250	trowel
truce	0.688	0.441	0.453	fois
truck	0.531	0.368	0.546	làraidh
trucker	0.494	0.609	0.500	trucker
truckload	0.480	0.450	0.534	làraidh
truculent	0.210	0.731	0.498	truaillidh
true	0.896	0.436	0.777	fìor
truelove	0.860	0.600	0.587	Fìor ghaol
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	truaighe
trump	0.640	0.716	0.898	tromp
trumpet	0.573	0.570	0.393	trompaid
trumpeter	0.673	0.600	0.676	trompaid
truncate	0.323	0.600	0.412	trusadh
truncated	0.316	0.602	0.439	trusadh
trundle	0.507	0.270	0.414	trusgan
trunk	0.271	0.167	0.404	trusgan
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	earbsa
trustee	0.531	0.442	0.658	urrasair
trusting	0.857	0.508	0.750	ag earbsadh
trustworthy	0.969	0.315	0.824	earbsach
trusty	0.863	0.398	0.696	earbsach
truth	0.971	0.400	0.685	fìrinn
truthful	0.708	0.467	0.807	fìrinneach
truthfulness	0.920	0.549	0.808	fìreantachd
try	0.604	0.551	0.556	feuch
tryout	0.459	0.539	0.472	Feuch
tryouts	0.490	0.602	0.594	deuchainnean
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	tuba
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubaidh
tube	0.418	0.279	0.409	tiùb
tuberculosis	0.214	0.519	0.424	caithream
tubing	0.438	0.363	0.358	tubaid
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuc
tucker	0.475	0.558	0.429	tucair
tuesday	0.469	0.184	0.330	Dimàirt
tufted	0.500	0.510	0.406	tuiteadh
tug	0.320	0.604	0.558	tughadh
tugboat	0.271	0.510	0.652	bàta-tugaidh
tuition	0.531	0.372	0.436	teagasg
tulip	0.730	0.189	0.356	tulip
tumble	0.276	0.556	0.272	tuiteam
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	tamh
tumor	0.102	0.664	0.324	tumhair
tumour	0.092	0.627	0.464	tumhair
tumult	0.271	0.640	0.636	buaireadh
tumultuous	0.208	0.622	0.590	buaireasach
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	tunail
tune	0.708	0.479	0.426	fonn
tunic	0.531	0.248	0.391	tunic
tuning	0.719	0.390	0.635	gleusadh
tunnel	0.312	0.490	0.412	tunail
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	turbidity
turbine	0.520	0.549	0.575	roth-uidheam
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	buaireadh
turbulent	0.302	0.792	0.612	buaireasach
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	sgrathan
turkey	0.634	0.245	0.247	An Tuirc
turmeric	0.542	0.316	0.312	turmeric
turmoil	0.198	0.888	0.417	buaireadh
turn	0.531	0.398	0.482	cas
turnaround	0.560	0.654	0.407	Tonndaidh timcheall
turned	0.630	0.538	0.583	thionndaidh
turning	0.510	0.684	0.420	tionndadh
turnip	0.561	0.183	0.254	snèapan
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	Cuir dheth
turnout	0.641	0.692	0.898	Tionndaidh a-mach
turnover	0.490	0.392	0.512	tionndaidh
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	clàr-tionndaidh
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	turquoise
turret	0.494	0.500	0.588	turaid
turtle	0.291	0.102	0.271	turtar
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	tuisleadh
tutelage	0.393	0.442	0.609	tutelage
tutor	0.750	0.346	0.826	oide
tutoring	0.663	0.402	0.702	teagasg
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tbh
twain	0.541	0.255	0.370	dithis
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	duaich
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	clò
tweet	0.659	0.490	0.537	tuiteadh
tweezers	0.493	0.408	0.295	tweezers
twelfth	0.521	0.292	0.527	an dà-dheugamh
twelve	0.490	0.298	0.412	dhà-dheug
twentieth	0.469	0.297	0.346	an fhicheadamh
twenty	0.520	0.292	0.286	fichead
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	craobh
twilight	0.622	0.341	0.633	ciaradh
twill	0.449	0.415	0.353	dhà
twin	0.688	0.363	0.453	càraid
twine	0.521	0.380	0.337	sreang
twinge	0.316	0.720	0.471	sgoltadh
twinkle	0.719	0.724	0.610	feadail
twins	0.760	0.473	0.602	càraid
twirl	0.552	0.647	0.409	dùbailt
twist	0.375	0.469	0.337	toinneamh
twisted	0.071	0.736	0.311	toinnte
twister	0.330	0.680	0.647	toinneamh
twit	0.194	0.653	0.198	tuit
twitch	0.510	0.740	0.548	claoidh
twitching	0.292	0.700	0.482	a' seargadh
twitchy	0.094	0.918	0.281	dubhach
two	0.520	0.200	0.404	dhà
two step	0.583	0.314	0.327	dà cheum
twofaced	0.387	0.620	0.384	dà-aghaidh
twofold	0.573	0.333	0.551	dà-fhillte
twosome	0.583	0.544	0.500	dithis
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tòc
type	0.500	0.284	0.364	seòrsa
typewriter	0.542	0.373	0.418	sgrìobhadair seòrsa
typhoid	0.265	0.458	0.401	typhoid
typhoon	0.323	0.796	0.697	typhoon
typical	0.635	0.206	0.426	àbhaisteach
typically	0.569	0.377	0.559	gu h-àbhaisteach
typist	0.551	0.559	0.528	clò-sgrìobhaiche
typo	0.224	0.415	0.255	teip
typography	0.480	0.334	0.574	clò-sgrìobhaidh
tyrannical	0.167	0.860	0.731	tyrannical
tyranny	0.112	0.792	0.705	tyranny
tyrant	0.115	0.850	0.683	tyrant
tyre	0.480	0.358	0.407	teannadh
ubiquitous	0.635	0.571	0.884	uile-làthaireach
ubiquity	0.578	0.490	0.595	uile-làthaireach
ugliness	0.094	0.407	0.267	gràinealachd
ugly	0.167	0.630	0.254	grànda
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ulcer
ulterior	0.375	0.509	0.490	aobhach
ultimate	0.648	0.645	0.544	mu dheireadh
ultimately	0.385	0.480	0.558	mu dheireadh thall
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	mu dheireadh
ultrasound	0.573	0.594	0.600	ultrasound
ultraviolet	0.604	0.448	0.673	ultraviolet
umbilical	0.398	0.406	0.333	umbilical
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	sgàile
umpire	0.520	0.592	0.755	umpire
umpteen	0.510	0.460	0.611	ump deug
unabashed	0.292	0.614	0.488	gun sgur
unabated	0.532	0.420	0.466	gun stad
unable	0.132	0.459	0.193	neo-chomasach
unacceptable	0.133	0.479	0.330	neo-iomchuidh
unaccompanied	0.292	0.376	0.297	gun chompanach
unaccountable	0.180	0.600	0.543	gun chunntas
unaccounted	0.410	0.338	0.361	gun chunntas
unacknowledged	0.240	0.269	0.116	gun aithne
unadulterated	0.570	0.420	0.528	gun atharrachadh
unaffected	0.542	0.265	0.571	gun bhuaidh
unafraid	0.500	0.520	0.655	gun eagal
unaided	0.290	0.410	0.336	gun chuideachadh
unaltered	0.571	0.269	0.598	gun atharrachadh
unambiguous	0.406	0.390	0.578	gun teagamh
unanimity	0.490	0.407	0.706	aona-ghuthach
unanimous	0.656	0.380	0.682	aona-ghuthach
unanimously	0.686	0.333	0.738	aona-ghuthach
unannounced	0.240	0.588	0.291	gun rabhadh
unanswered	0.276	0.361	0.219	gun fhreagairt
unanticipated	0.255	0.775	0.327	ris nach robh dùil
unappreciated	0.143	0.431	0.209	gun mheas
unapproved	0.184	0.471	0.254	neo-aontaichte
unarmed	0.427	0.420	0.241	gun armachd
unassisted	0.302	0.320	0.211	gun chuideachadh
unassuming	0.490	0.230	0.471	gun teagamh
unattached	0.192	0.439	0.283	gun cheangal
unattainable	0.220	0.635	0.571	neo-ruigsinneach
unattended	0.255	0.400	0.167	gun duine
unattractive	0.177	0.307	0.208	neo-tharraingeach
unauthorized	0.260	0.448	0.259	gun chead
unavailable	0.323	0.281	0.159	nach fhaighear
unavoidable	0.350	0.580	0.445	do-sheachanta
unaware	0.208	0.355	0.310	aineolach
unbalanced	0.302	0.596	0.343	neo-chothromach
unbearable	0.125	0.798	0.447	neo-fhulangach
unbeatable	0.735	0.719	0.681	neo-sheasmhach
unbeaten	0.854	0.760	0.828	gun bhualadh
unbecoming	0.123	0.471	0.288	neo-chomasach
unbelief	0.265	0.582	0.407	mi-chreidimh
unbelievable	0.771	0.790	0.717	do-chreidsinneach
unbiased	0.625	0.378	0.618	neo-chlaon
unborn	0.312	0.300	0.216	gun bhreith
unbound	0.354	0.402	0.283	gun cheangal
unbounded	0.646	0.600	0.736	gun chrìoch
unbreakable	0.653	0.573	0.759	gun bhriseadh
unbridled	0.396	0.759	0.448	gun choimeas
unbroken	0.550	0.224	0.602	gun bhriseadh
unbutton	0.479	0.539	0.311	aon phutan
uncalled	0.344	0.294	0.222	gun ghairm
uncanny	0.469	0.461	0.430	neonach
uncaring	0.177	0.245	0.321	gun chùram
uncensured	0.438	0.649	0.509	gun cheasnachadh
uncertain	0.363	0.500	0.164	neo-chinnteach
uncertainty	0.064	0.494	0.282	mì-chinnt
unchallenged	0.552	0.394	0.545	gun dùbhlan
unchangeable	0.375	0.442	0.709	neo-chaochlaideach
unchanged	0.490	0.204	0.237	gun atharrachadh
uncharted	0.188	0.406	0.413	neo-aithnichte
uncherished	0.250	0.412	0.280	gun mheas
uncivilized	0.133	0.600	0.400	neo-shaoghalta
unclaimed	0.316	0.346	0.278	gun thagradh
uncle	0.653	0.255	0.578	uncail
unclean	0.133	0.529	0.134	neòghlan
unclear	0.229	0.463	0.202	neo-shoilleir
uncomfortable	0.188	0.610	0.214	mì-chofhurtail
uncommon	0.459	0.429	0.373	neo-chumanta
uncommonly	0.626	0.490	0.778	gu neo-àbhaisteach
uncomplicated	0.740	0.260	0.453	gun choimeas
uncompromising	0.320	0.531	0.613	gun choimeas
unconcerned	0.562	0.283	0.298	neo-fhiosrach
unconditional	0.760	0.493	0.715	gun chumha
unconfirmed	0.334	0.321	0.339	neo-dhearbhte
unconnected	0.188	0.265	0.213	gun cheangal
unconscionable	0.208	0.618	0.429	neo-mhothachail
unconscious	0.240	0.356	0.195	neo-fhiosrach
unconsciousness	0.177	0.440	0.121	neo-mhothachadh
unconstitutional	0.230	0.588	0.491	neo-reachdail
unconstrained	0.653	0.640	0.635	gun bhacadh
uncontested	0.510	0.471	0.689	gun chonnspaid
uncontrollable	0.265	0.790	0.626	neo-riaghlaidh
uncontrolled	0.188	0.891	0.544	neo-riaghlaichte
unconventional	0.177	0.509	0.288	neo-ghnàthach
unconvinced	0.409	0.458	0.228	neo-chinnteach
unconvincing	0.190	0.532	0.144	neo-chinnteach
uncooked	0.312	0.321	0.241	gun bhruich
uncooperative	0.250	0.422	0.246	neo-cho-obrachail
uncorrelated	0.333	0.327	0.316	neo-cheangailte
uncouth	0.080	0.761	0.350	gun chiall
uncover	0.771	0.552	0.648	nochd
uncritical	0.480	0.367	0.412	neo-bhreithneachail
uncut	0.448	0.422	0.278	gun ghearradh
undead	0.367	0.635	0.406	neo-mharbh
undecided	0.286	0.433	0.127	neo-chinnteach
undefeated	0.833	0.752	0.825	neo-leasaichte
undefined	0.260	0.418	0.350	neo-mhìnichte
undeniable	0.552	0.473	0.778	gun àicheadh
underage	0.469	0.461	0.300	fo aois
underbelly	0.406	0.423	0.361	gu h-iosal
undercover	0.388	0.627	0.483	fo-chòmhdach
undercurrent	0.357	0.582	0.520	fo-shruth
underdog	0.250	0.410	0.226	fo-dhubh
underestimate	0.413	0.464	0.193	dì-meas
undergo	0.398	0.554	0.339	a dhol fodha
undergraduate	0.583	0.500	0.559	fo-cheum
underground	0.396	0.455	0.452	fon talamh
underhanded	0.188	0.415	0.527	fo làimh
underlay	0.521	0.365	0.458	fo-chòmhdach
underlie	0.323	0.378	0.275	fon bhonn
underline	0.480	0.412	0.509	fo-loidhne
underlying	0.480	0.445	0.452	bun-os-cionn
undermine	0.316	0.491	0.413	lagachadh
undermined	0.365	0.409	0.394	air a lagachadh
underneath	0.450	0.265	0.158	gu h-ìosal
underpaid	0.146	0.413	0.209	fo-phàigheadh
underpants	0.448	0.473	0.276	fo-bheusan
underprivileged	0.167	0.449	0.172	bochdainn
underrated	0.208	0.520	0.333	fo mheas
underscore	0.375	0.275	0.306	fo-sgrìobhadh
undersea	0.545	0.490	0.425	fon mhuir
undersecretary	0.459	0.377	0.594	fo-rùnaire
undersized	0.316	0.425	0.298	ro bheag
understaffed	0.148	0.444	0.302	gann de luchd-obrach
understand	0.760	0.374	0.643	tuigsinn
understandable	0.776	0.363	0.566	so-thuigsinn
understanding	0.865	0.304	0.689	tuigse
understatement	0.347	0.480	0.473	fo-aithris
understood	0.780	0.441	0.686	tuigsinn
understudy	0.378	0.402	0.420	fo-ionnsachadh
undertake	0.796	0.702	0.754	gabhail os làimh
undertaker	0.363	0.696	0.611	adhlacadair
undertaking	0.667	0.530	0.696	a' gabhail os làimh
undertow	0.327	0.639	0.231	fo-thalamh
underwear	0.610	0.546	0.375	fo-aodach
underwood	0.510	0.453	0.510	fo-choille
underworld	0.177	0.676	0.613	fo-thalamh
underwrite	0.416	0.520	0.423	fo-sgrìobhadh
underwriter	0.571	0.327	0.620	fo-sgrìobhadair
undeserved	0.219	0.552	0.283	neo-airidh
undesirable	0.177	0.644	0.260	neo-mhiannach
undesired	0.156	0.441	0.235	neo-thaitneach
undetectable	0.438	0.539	0.604	neo-aithnichte
undetected	0.224	0.304	0.268	neo-aithnichte
undetermined	0.265	0.256	0.353	neo-chinnteach
undeveloped	0.292	0.330	0.254	neo-leasaichte
undignified	0.122	0.627	0.308	neo-urramaich
undirected	0.330	0.417	0.310	gun stiùir
undisclosed	0.479	0.361	0.314	gun fhoillseachadh
undiscovered	0.438	0.347	0.261	gun lorg
undisputed	0.646	0.588	0.673	gun teagamh
undisturbed	0.725	0.287	0.434	gun dragh
undivided	0.510	0.380	0.490	neo-roinnte
undo	0.365	0.444	0.349	leig às
undoing	0.219	0.452	0.298	gan dèanamh
undoubted	0.592	0.461	0.740	gun teagamh
undress	0.438	0.900	0.336	undress
undressed	0.375	0.755	0.356	gun aodach
undue	0.156	0.573	0.318	gun fheum
undying	0.708	0.500	0.773	neo-bhàsmhor
unearned	0.177	0.340	0.213	gun chosnadh
unearth	0.427	0.635	0.545	lorg
uneasiness	0.190	0.798	0.241	mì-thoileachas
uneasy	0.115	0.598	0.349	an-fhoiseil
uneducated	0.177	0.350	0.246	gun fhoghlam
unemployed	0.094	0.481	0.230	gun obair
unemployment	0.094	0.400	0.297	cion-cosnaidh
unencumbered	0.604	0.280	0.472	gun àireamh
unending	0.385	0.519	0.454	gun chrìoch
unequal	0.118	0.433	0.202	neo-ionann
unequalled	0.562	0.470	0.769	neo-ionann
unequivocal	0.604	0.415	0.615	gun teagamh
unequivocally	0.521	0.668	0.554	gun teagamh
unethical	0.104	0.433	0.269	mì-bheusach
uneven	0.125	0.457	0.240	neo-chòmhnard
uneventful	0.510	0.343	0.410	neo-thaitneach
unexpected	0.500	0.720	0.333	ris nach robh dùil
unexpectedly	0.354	0.759	0.462	gun dùil
unexplainable	0.260	0.448	0.610	neo-mhìnichte
unexplained	0.271	0.531	0.349	gun mhìneachadh
unexplored	0.401	0.640	0.388	gun rannsachadh
unfailing	0.625	0.635	0.594	gun dail
unfair	0.173	0.472	0.190	mì-chothromach
unfairness	0.170	0.817	0.336	mì-chothromachd
unfaithful	0.031	0.806	0.298	neo-dhìleas
unfamiliar	0.219	0.558	0.273	neo-eòlach
unfavorable	0.133	0.450	0.232	mì-fhàbharach
unfeeling	0.235	0.377	0.345	gun fhaireachdainn
unfettered	0.569	0.650	0.586	gun bhacadh
unfinished	0.188	0.368	0.264	neo-chrìochnaichte
unfit	0.250	0.368	0.185	neo-fhreagarrach
unflinching	0.667	0.606	0.882	neo-shleamhnach
unfold	0.612	0.510	0.520	nochd
unfollow	0.281	0.337	0.293	na lean
unforeseen	0.255	0.714	0.500	ris nach robh dùil
unforgettable	0.833	0.561	0.660	di-chuimhneach
unforgivable	0.276	0.743	0.490	neo-thròcaireach
unforgiving	0.406	0.630	0.793	neo-thròcaireach
unfortunate	0.073	0.487	0.195	mi-fhortanach
unfortunately	0.104	0.494	0.281	gu mì-fhortanach
unfounded	0.271	0.520	0.410	gun stèidh
unfreeze	0.458	0.297	0.375	neo-reothadh
unfriendly	0.173	0.670	0.458	neo-chàirdeil
unfulfilled	0.184	0.426	0.268	neo-choileanta
unfurnished	0.316	0.333	0.272	gun sgeadachadh
unglued	0.378	0.446	0.352	gun ghleus
ungodly	0.296	0.423	0.388	mi-dhiadhaidh
ungrateful	0.219	0.461	0.275	mi-thaingeil
unguarded	0.156	0.578	0.205	gun dìon
unhand	0.406	0.360	0.361	gun làmh
unhappiness	0.083	0.630	0.222	mì-thoilichte
unhappy	0.112	0.500	0.155	mì-thoilichte
unharmed	0.740	0.378	0.491	gun chron
unhealthy	0.115	0.549	0.214	mì-fhallain
unheard	0.344	0.539	0.500	gun chluinntinn
unhelpful	0.104	0.320	0.118	gun chuideachadh
unhindered	0.729	0.441	0.725	gun bhacadh
unholy	0.327	0.560	0.445	mi-naomh
unhook	0.375	0.592	0.310	gun dubhan
unicorn	0.776	0.510	0.480	aon-adharc
unidentified	0.385	0.361	0.199	neo-aithnichte
unification	0.688	0.345	0.788	aonadh
unified	0.729	0.439	0.764	aonaichte
uniform	0.570	0.245	0.655	èideadh
uniformed	0.469	0.519	0.589	èideadh
uniformity	0.745	0.353	0.538	èideadh
uniformly	0.625	0.333	0.704	èideadh
unimaginable	0.573	0.634	0.589	do-chreidsinneach
unimpeachable	0.684	0.550	0.784	neo-chomasach
unimpeached	0.458	0.335	0.433	neo-iompaichte
unimportant	0.281	0.240	0.175	neo-chudromach
unimpressed	0.198	0.302	0.327	neo-iompaichte
unimproved	0.163	0.377	0.144	neo-leasaichte
uninfected	0.688	0.304	0.389	gun dìon
uninformed	0.156	0.370	0.182	neo-fhiosrach
uninhabited	0.301	0.230	0.221	gun duine a' fuireach
uninitiated	0.271	0.288	0.288	neo-aithnichte
uninspired	0.163	0.243	0.260	gun bhrosnachadh
unintelligible	0.208	0.472	0.283	do-thuigsinn
unintended	0.438	0.385	0.349	gun dùil
unintentional	0.333	0.538	0.306	gun chiall
unintentionally	0.460	0.490	0.286	gun fhiosta
uninterested	0.365	0.240	0.328	gun ùidh
uninteresting	0.153	0.235	0.228	neo-inntinneach
uninterrupted	0.500	0.434	0.527	gun bhriseadh
uninvited	0.090	0.385	0.307	gun chuireadh
union	0.854	0.226	0.766	aonadh
unique	0.823	0.347	0.661	gun samhail
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	aonais
unit	0.562	0.235	0.578	aonad
unitary	0.531	0.239	0.641	aonadach
unite	0.781	0.375	0.610	aonaich
united	0.781	0.431	0.783	aonaichte
unity	0.837	0.288	0.658	aonachd
universal	0.802	0.417	0.833	uile-choitcheann
universality	0.796	0.410	0.840	uile-choitcheann
universe	0.694	0.454	0.839	cruinne-cè
university	0.735	0.574	0.741	oilthigh
unjust	0.115	0.625	0.278	mì-cheart
unjustifiable	0.115	0.596	0.394	neo-fhìreanta
unjustified	0.288	0.541	0.314	gun fhìreanachadh
unkind	0.135	0.409	0.310	mì-mhodhail
unknowable	0.347	0.540	0.396	gun fhios
unknown	0.357	0.450	0.204	neo-aithnichte
unlawful	0.094	0.759	0.402	mì-laghail
unleash	0.479	0.775	0.559	sgaoil
unlicensed	0.306	0.574	0.196	gun chead
unlike	0.439	0.439	0.418	eu-coltach
unlikely	0.271	0.293	0.245	eu-coltach
unlimited	0.750	0.623	0.679	gun chrìoch
unlisted	0.365	0.265	0.218	neo-chlàraichte
unload	0.656	0.639	0.573	luchdachadh
unloaded	0.469	0.380	0.331	gun luchdachadh
unlock	0.582	0.442	0.592	fhuasgladh
unlucky	0.073	0.395	0.198	mì-shealbhach
unmanageable	0.177	0.666	0.482	neo-riaghlaidh
unmanned	0.235	0.441	0.324	gun luchd-obrach
unmarked	0.416	0.294	0.433	gun chomharradh
unmarried	0.438	0.480	0.545	gun phòsadh
unmask	0.323	0.690	0.520	unmask
unmatched	0.776	0.536	0.771	gun choimeas
unmistakable	0.602	0.571	0.765	gun samhail
unmitigated	0.649	0.427	0.422	gun lasachadh
unmoved	0.184	0.355	0.360	gun ghluasad
unnamed	0.316	0.189	0.284	gun ainm
unnatural	0.153	0.587	0.434	mì-nàdarrach
unnecessary	0.219	0.358	0.190	gun fheum
unneeded	0.177	0.375	0.245	gun fheum
unnoticed	0.302	0.440	0.260	gun mhothachadh
unnumbered	0.406	0.255	0.331	gun àireamh
unobserved	0.398	0.255	0.257	gun amhairc
unobstructed	0.583	0.440	0.573	gun bhacadh
unobtrusive	0.447	0.327	0.402	neo-fhaicsinneach
unoccupied	0.258	0.245	0.412	falamh
unofficial	0.260	0.302	0.255	neo-oifigeil
unopened	0.542	0.340	0.265	gun fhosgladh
unopposed	0.615	0.375	0.537	gun aghaidh
unordered	0.224	0.482	0.190	gun òrdugh
unorganised	0.250	0.500	0.212	neo-eagraichte
unorganized	0.260	0.657	0.173	neo-eagraichte
unorthodox	0.340	0.480	0.441	neo-dhiadhaidh
unpack	0.531	0.528	0.445	dì-phapadh
unpaid	0.300	0.413	0.365	gun phàigheadh
unparalleled	0.708	0.306	0.538	gun choimeas
unpleasant	0.122	0.612	0.185	mì-thlachdmhor
unpleasantness	0.062	0.724	0.264	mì-thlachd
unplug	0.239	0.441	0.404	unplug
unplugged	0.367	0.375	0.318	neo-phlug
unpopular	0.073	0.441	0.164	neo-thaitneach
unprecedented	0.500	0.491	0.658	gun samhail
unpredictable	0.429	0.769	0.515	neo-fhaicsinneach
unprepared	0.204	0.450	0.152	neo-ullaichte
unpretentious	0.510	0.296	0.410	neo-mhothachail
unproductive	0.100	0.324	0.237	neo-thorrach
unprofessional	0.042	0.370	0.170	neo-phroifeiseanta
unprofitable	0.163	0.376	0.217	neo-phrothaideach
unprotected	0.150	0.582	0.197	gun dìon
unproven	0.296	0.427	0.216	neo-dhearbhte
unprovoked	0.565	0.327	0.385	neo-thruaillidh
unpublished	0.406	0.480	0.481	neo-fhoillsichte
unpunished	0.292	0.594	0.519	gun pheanas
unqualified	0.170	0.433	0.173	gun teisteanas
unquestionable	0.469	0.450	0.843	gun teagamh
unquestionably	0.500	0.630	0.750	gun teagamh
unquestioned	0.562	0.509	0.746	gun cheist
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	fhuasgladh
unreachable	0.208	0.679	0.557	neo-ruigsinneach
unread	0.458	0.240	0.214	gun leughadh
unreal	0.173	0.431	0.296	neo-fhìor
unrealistic	0.229	0.500	0.245	neo-phractaigeach
unreasonable	0.115	0.702	0.264	mì-reusanta
unrecorded	0.241	0.351	0.350	gun chlàradh
unregistered	0.255	0.337	0.266	gun chlàradh
unregulated	0.344	0.454	0.421	neo-riaghlaichte
unrelated	0.302	0.270	0.264	gun cheangal
unrelenting	0.500	0.790	0.875	gun stad
unreliable	0.108	0.480	0.240	neo-earbsach
unremarkable	0.271	0.155	0.230	neo-shunndach
unrepentant	0.240	0.445	0.413	neo-aithreachail
unrequited	0.143	0.441	0.179	neo-dhligheach
unresolved	0.135	0.441	0.173	gun fhuasgladh
unresponsive	0.108	0.282	0.244	neo-fhreagairt
unrest	0.102	0.577	0.231	aimhreit
unrestrained	0.385	0.775	0.627	gun bhacadh
unrestricted	0.698	0.458	0.644	gun bhacadh
unromantic	0.208	0.316	0.307	neo-romanach
unruly	0.240	0.745	0.547	mi-rianail
unsafe	0.115	0.562	0.147	neo-shàbhailte
unsanitary	0.063	0.592	0.269	neo-shlàinteil
unsatisfactory	0.122	0.520	0.189	neo-thaitneach
unsatisfied	0.200	0.547	0.241	mì-riaraichte
unsavory	0.071	0.637	0.353	mì-thoilichte
unscathed	0.625	0.308	0.611	gun mhùchadh
unscheduled	0.312	0.436	0.300	neo-eagraichte
unscientific	0.396	0.317	0.321	neo-eòlach
unscrew	0.333	0.462	0.396	unscrew
unscrupulous	0.094	0.727	0.465	neo-fhiosrach
unseat	0.229	0.500	0.312	unsuidh
unseen	0.427	0.351	0.421	gun fhaicinn
unselfish	0.615	0.353	0.377	mì-mhodhail
unsettled	0.208	0.647	0.170	neo-shuidhichte
unsightly	0.226	0.559	0.373	mì-shoilleir
unsolicited	0.094	0.339	0.280	gun iarraidh
unsolved	0.146	0.390	0.235	gun fhuasgladh
unsophisticated	0.327	0.491	0.339	neo-shunndach
unsound	0.146	0.222	0.272	neo-fhuaimneach
unspeakable	0.327	0.567	0.393	do-labhairt
unspecified	0.240	0.365	0.165	neo-ainmichte
unspoken	0.177	0.260	0.208	neo-labhairt
unstable	0.167	0.587	0.150	neo-sheasmhach
unsteady	0.122	0.500	0.190	neo-sheasmhach
unstoppable	0.625	0.887	0.862	neo-sheasmhach
unsuccessful	0.140	0.318	0.106	neo-shoirbheachail
