English Word	Valence	Arousal	Dominance	Javanese Word
shakedown	0.286	0.692	0.481	shakedown
shaken	0.344	0.657	0.333	gonjang-ganjing
shaker	0.520	0.728	0.518	pengocok
shaking	0.275	0.849	0.255	goyang-goyang
shaky	0.260	0.734	0.223	goyah
shall	0.510	0.385	0.412	bakal
shallow	0.427	0.298	0.351	cethek
shallows	0.388	0.368	0.368	cethek
sham	0.354	0.602	0.395	ngapusi
shaman	0.490	0.531	0.604	dukun
shambles	0.271	0.696	0.287	rembugan
shame	0.060	0.670	0.155	isin
shamed	0.135	0.567	0.218	isin
shameful	0.040	0.680	0.264	ngisin-isini
shameless	0.274	0.713	0.407	ora isin
shampoo	0.604	0.180	0.250	sampo
shanghai	0.551	0.450	0.509	Shanghai
shank	0.530	0.393	0.286	betis
shanty	0.427	0.459	0.255	gubuk
shape	0.592	0.240	0.422	wujud
shapely	0.771	0.441	0.830	wujude
shard	0.388	0.407	0.426	pecahan
share	0.759	0.548	0.545	nuduhake
shareholder	0.656	0.632	0.915	pemegang saham
sharing	0.827	0.462	0.545	andum
shark	0.260	0.845	0.596	iwak hiu
sharp	0.459	0.585	0.585	landhep
sharpen	0.582	0.694	0.611	ngasah
sharpened	0.573	0.647	0.727	diasah
sharpener	0.532	0.435	0.327	ngasah
sharpness	0.729	0.385	0.653	ketajaman
sharpshooter	0.240	0.929	0.764	penembak jitu
shatter	0.108	0.821	0.464	pecah
shattered	0.097	0.806	0.309	pecah
shattering	0.135	0.760	0.475	ngrusak
shave	0.521	0.410	0.480	nyukur
shaver	0.418	0.450	0.392	tukang cukur
shaving	0.500	0.469	0.353	nyukur
shawl	0.720	0.365	0.230	selendang
sheaf	0.396	0.387	0.456	bentelan
shear	0.286	0.647	0.388	nyukur
shears	0.429	0.527	0.254	gunting
sheath	0.460	0.314	0.342	sarung
sheathing	0.378	0.480	0.642	sarungan
shed	0.427	0.402	0.470	gudang
sheen	0.812	0.510	0.712	padhang
sheep	0.604	0.206	0.161	wedhus
sheepdog	0.684	0.442	0.529	asu wedhus
sheepish	0.326	0.441	0.205	wedhus
sheer	0.604	0.250	0.481	tipis
sheet	0.439	0.174	0.302	lembaran
sheik	0.521	0.579	0.708	syekh
shelf	0.561	0.202	0.366	rak
shell	0.615	0.408	0.391	cangkang
shellfish	0.594	0.412	0.393	kerang
shelling	0.337	0.917	0.773	shelling
shelter	0.704	0.229	0.569	papan perlindungan
sheltered	0.590	0.377	0.717	pinayungan
shelters	0.582	0.333	0.482	papan perlindungan
shelved	0.306	0.166	0.321	disimpen
shepherd	0.656	0.304	0.610	bocah angon
sherbet	0.592	0.363	0.348	serbet
sheriff	0.602	0.541	0.802	sheriff
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	tameng
shift	0.479	0.610	0.491	ngalih
shifting	0.518	0.548	0.546	ngalih
shifty	0.365	0.687	0.483	ngalih
shilling	0.521	0.342	0.430	shilling
shimmer	0.745	0.562	0.656	sumringah
shimmering	0.844	0.648	0.904	sumringah
shimmy	0.478	0.476	0.462	lincah
shin	0.459	0.500	0.231	shin
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	sumunar
shiner	0.740	0.510	0.556	panyiar
shingle	0.510	0.200	0.410	sirap
shining	0.885	0.673	0.812	sumunar
shiny	0.885	0.604	0.787	mengkilat
ship	0.646	0.500	0.439	kapal
shipment	0.582	0.440	0.452	kiriman
shipping	0.622	0.327	0.443	pengiriman
shipshape	0.594	0.480	0.474	wujud kapal
shipwreck	0.268	0.768	0.373	kacilakan kapal
shipyard	0.398	0.583	0.595	galangan kapal
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	kaos
shit	0.000	0.678	0.294	telek
shitday	0.281	0.658	0.390	kesel
shitfaced	0.214	0.695	0.380	nakal
shithead	0.120	0.645	0.302	bajingan
shitless	0.271	0.545	0.333	sial
shitload	0.020	0.606	0.161	kesel
shittest	0.076	0.673	0.232	paling bajingan
shitty	0.020	0.679	0.163	sial
shiver	0.260	0.765	0.236	gemeter
shivering	0.122	0.663	0.373	dheg-dhegan
shoals	0.396	0.408	0.375	beting
shock	0.286	0.821	0.453	kejut
shocked	0.292	0.773	0.375	kaget
shocker	0.235	0.804	0.616	gawe kaget
shocking	0.378	0.853	0.833	ngagetake
shockingly	0.510	0.924	0.721	ngagetake
shoddy	0.082	0.463	0.179	kurang ajar
shoe	0.517	0.225	0.288	sepatu
shoelace	0.396	0.280	0.307	tali sepatu
shoemaker	0.396	0.269	0.491	tukang sepatu
shoes	0.729	0.324	0.210	sepatu
shoeshine	0.392	0.387	0.325	semir sepatu
shook	0.163	0.759	0.509	gonjang-ganjing
shoot	0.092	0.926	0.625	tembak
shooter	0.224	0.814	0.774	penembake
shooting	0.276	0.931	0.602	shooting
shootout	0.080	0.927	0.615	tembak
shop	0.725	0.632	0.565	toko
shopkeeper	0.677	0.510	0.730	bakul
shoplifter	0.167	0.830	0.500	tukang maling
shoplifting	0.152	0.833	0.441	ngutil
shopper	0.646	0.615	0.741	bakul
shopping	0.915	0.445	0.630	blanja
shore	0.542	0.304	0.204	dharat
shoreline	0.677	0.296	0.529	garis pantai
shorn	0.396	0.415	0.400	dicukur
short	0.184	0.264	0.237	cendhak
short story	0.697	0.321	0.348	crita cekak
shortage	0.094	0.455	0.198	kekurangan
shortcake	0.677	0.359	0.398	kue cekak
shortcoming	0.195	0.370	0.258	kekirangan
shortcut	0.594	0.308	0.426	trabasan
shorten	0.302	0.382	0.460	nyepetake
shortening	0.286	0.333	0.385	shortening
shorthand	0.459	0.450	0.461	singkatan
shortly	0.582	0.310	0.360	sakcepete
shortness	0.459	0.280	0.272	cekakan
shorts	0.622	0.481	0.287	kathok cendhak
shortstop	0.418	0.529	0.450	shortstop
shortwave	0.460	0.271	0.368	gelombang cendhak
shot	0.144	0.750	0.569	dijupuk
shotgun	0.200	0.868	0.684	bedhil
shoulder	0.562	0.286	0.406	pundhak
shout	0.229	0.925	0.444	bengok-bengok
shove	0.306	0.690	0.602	nyurung
shovel	0.427	0.308	0.267	sekop
shoveling	0.265	0.620	0.537	shoveling
show	0.673	0.771	0.719	nuduhake
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	prau pamer
showcase	0.521	0.255	0.415	showcase
showdown	0.302	0.950	0.692	showdown
shower	0.669	0.346	0.336	padusan
showgirl	0.633	0.694	0.481	prawan panggung
showing	0.622	0.540	0.491	nuduhake
showoff	0.344	0.598	0.463	pamer
showroom	0.740	0.441	0.536	showroom
showy	0.698	0.657	0.661	pamer
shrapnel	0.240	0.740	0.681	pecahan
shred	0.224	0.750	0.627	nyuwek
shrew	0.306	0.463	0.390	srew
shrewd	0.551	0.673	0.816	pinter
shriek	0.459	0.827	0.491	njerit
shrill	0.312	0.721	0.640	nyaring
shrimp	0.571	0.361	0.425	udang
shrine	0.802	0.255	0.574	kuil
shrink	0.385	0.453	0.272	nyusut
shrinking	0.190	0.400	0.217	nyusut
shrivel	0.160	0.409	0.143	shrivel
shroud	0.417	0.457	0.389	kain kafan
shrub	0.531	0.340	0.340	grumbul
shrubbery	0.490	0.267	0.332	shrubbery
shrug	0.208	0.296	0.278	ngangkat bahu
shrunk	0.163	0.354	0.218	nyusut
shrunken	0.500	0.373	0.221	nyusut
shudder	0.344	0.791	0.559	ndredheg
shuddering	0.302	0.802	0.638	nggegirisi
shuffle	0.459	0.450	0.556	ngacak
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	ngacak
shun	0.418	0.604	0.389	ngedohi
shunned	0.271	0.464	0.367	disingkiri
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	meneng
shutdown	0.173	0.367	0.418	mateni
shuteye	0.521	0.430	0.431	sumelang
shutit	0.281	0.442	0.480	sitik
shutter	0.191	0.380	0.482	rana
shuttle	0.531	0.591	0.547	antar jemput
shutup	0.333	0.560	0.491	menengo
shy	0.280	0.153	0.132	isin
shyness	0.312	0.265	0.246	rasa isin
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	sedulur
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	lara
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	lara
sickening	0.074	0.618	0.259	nglarani
sickle	0.427	0.585	0.370	arit
sickly	0.188	0.550	0.191	sakit-sakitan
sickness	0.094	0.704	0.288	penyakit
side	0.439	0.288	0.395	sisih
sidearm	0.410	0.474	0.500	sidearm
sidebar	0.469	0.364	0.405	sidebar
sideboard	0.590	0.259	0.426	sideboard
sideburns	0.777	0.327	0.308	sideburns
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	sideline
sideshow	0.458	0.594	0.658	sideshow
sidestep	0.378	0.559	0.407	sisih pinggir
sidewalk	0.479	0.192	0.348	trotoar
sideways	0.788	0.245	0.291	miring
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	ngepung
siesta	0.740	0.046	0.295	ngaso
sieve	0.459	0.250	0.333	ayakan
sift	0.542	0.412	0.461	ngayak
sifting	0.571	0.469	0.474	nyaring
sigh	0.469	0.387	0.273	ambegan
sight	0.684	0.250	0.528	pandeleng
sighting	0.582	0.560	0.627	penampakan
sightseeing	0.875	0.552	0.697	wisata
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	tandha
signal	0.615	0.417	0.464	sinyal
signature	0.570	0.422	0.657	teken
significance	0.820	0.460	0.644	pinunjul
significant	0.827	0.649	0.786	pinunjul
signification	0.583	0.337	0.530	tegesipun
signify	0.453	0.422	0.634	tegese
signpost	0.510	0.400	0.446	pratandha
silence	0.438	0.200	0.223	meneng
silencer	0.417	0.356	0.482	silencer
silent	0.469	0.125	0.280	meneng
silently	0.448	0.185	0.306	meneng
silhouette	0.582	0.410	0.288	siluet
silicon	0.439	0.448	0.445	silikon
silicone	0.480	0.340	0.333	silikon
silk	0.760	0.115	0.300	sutra
silken	0.730	0.265	0.394	sutra
silky	0.802	0.397	0.271	sutra
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	kebodohan
silly	0.384	0.349	0.161	bodho
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	lumpur
silver	0.684	0.451	0.615	salaka
silverware	0.663	0.365	0.409	piranti perak
silvery	0.543	0.460	0.517	salaka
similar	0.562	0.250	0.423	padha
similarity	0.729	0.255	0.518	podho
simile	0.615	0.363	0.464	simile
simmer	0.650	0.293	0.393	nggodhok
simmering	0.382	0.613	0.412	simmering
simple	0.653	0.130	0.314	prasaja
simples	0.724	0.240	0.263	prasaja
simpleton	0.429	0.144	0.358	prasaja
simplicity	0.667	0.250	0.337	kesederhanaan
simplify	0.565	0.347	0.602	nyederhanakake
simplistic	0.490	0.245	0.391	prasaja
simply	0.535	0.148	0.393	mung
simulate	0.551	0.375	0.417	simulasi
simulated	0.500	0.461	0.356	simulasi
simulating	0.552	0.462	0.481	simulasi
simulation	0.552	0.574	0.567	simulasi
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	bebarengan
simultaneously	0.656	0.490	0.609	bebarengan
sin	0.177	0.712	0.449	dosa
sincere	0.918	0.265	0.725	tulus
sincerity	0.908	0.351	0.686	ketulusan
sinful	0.143	0.788	0.417	dosa
sing	0.858	0.606	0.420	sing
singer	0.802	0.735	0.628	penyanyi
singing	0.885	0.594	0.528	nembang
single	0.291	0.354	0.259	tunggal
singly	0.553	0.354	0.466	tunggal
singular	0.610	0.302	0.482	tunggal
singularity	0.582	0.348	0.654	singularitas
singularly	0.571	0.330	0.527	tunggal
sinister	0.125	0.896	0.581	serem
sink	0.375	0.439	0.322	nglelebke
sinker	0.302	0.557	0.538	sinker
sinking	0.135	0.439	0.342	klelep
sinner	0.237	0.667	0.356	wong dosa
sinning	0.170	0.700	0.422	dosa
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	sip
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	ngisep
sir	0.622	0.306	0.778	Pak
sire	0.854	0.452	0.808	bapak
siren	0.570	0.627	0.500	sirine
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	banci
sister	0.916	0.324	0.562	mbakyu
sisterhood	0.837	0.415	0.696	seduluran
sit	0.561	0.230	0.368	lungguh
sitcom	0.562	0.537	0.407	sitkom
site	0.677	0.265	0.452	situs
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	pengasuh
sitting	0.561	0.146	0.353	lungguh
situate	0.510	0.310	0.483	panggonan
situated	0.542	0.231	0.543	dumunung
situation	0.531	0.387	0.600	kahanan
six	0.500	0.154	0.271	enem
sixpence	0.469	0.417	0.463	enempence
sixteen	0.583	0.290	0.324	nembelas
sixth	0.521	0.275	0.366	kaping enem
sixty	0.694	0.240	0.433	sewidak
sizable	0.727	0.337	0.657	cukup gedhe
size	0.531	0.336	0.569	ukuran
sizzle	0.427	0.704	0.368	nyesek
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	skate
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	skater
skating	0.745	0.673	0.435	skating
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	sket
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	balung
skeleton	0.183	0.464	0.343	balung
skeptic	0.135	0.440	0.500	mamang
skeptical	0.207	0.500	0.452	mamang
skepticism	0.229	0.480	0.582	skeptisisme
sketch	0.704	0.276	0.420	sketsa
sketching	0.729	0.327	0.400	sketsa
sketchy	0.333	0.479	0.241	sketsa
skewed	0.340	0.480	0.361	miring
skewer	0.470	0.365	0.457	tusuk sate
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	nyelip
skier	0.802	0.788	0.639	tukang ski
skiff	0.479	0.375	0.472	prau
skiing	0.823	0.824	0.620	ski
skijump	0.635	0.647	0.482	skijump
skill	0.847	0.701	0.833	ketrampilan
skilled	0.886	0.614	0.929	trampil
skillet	0.510	0.296	0.345	wajan
skillful	0.802	0.616	0.908	trampil
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	simping
skin	0.569	0.350	0.395	kulit
skinny	0.333	0.333	0.298	kuru
skip	0.458	0.804	0.439	lumpati
skipper	0.440	0.577	0.692	juragan
skirmish	0.290	0.640	0.474	tawuran
skirt	0.602	0.463	0.226	rok
skirting	0.449	0.529	0.386	nyekar
skirts	0.622	0.538	0.241	rok
skit	0.438	0.434	0.421	sandiwara
skittish	0.156	0.815	0.172	kesel
skull	0.276	0.558	0.574	tengkorak
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	langit
skylight	0.708	0.314	0.343	langit-langit
skyline	0.592	0.412	0.662	skyline
skyscraper	0.622	0.696	0.798	gedung pencakar langit
slab	0.398	0.265	0.264	slab
slack	0.521	0.283	0.446	kendel
slag	0.266	0.600	0.254	slag
slam	0.459	0.577	0.480	mbanting
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	fitnah
slanderous	0.057	0.800	0.337	fitnah
slang	0.479	0.418	0.491	slang
slant	0.469	0.396	0.536	miring
slap	0.100	0.804	0.518	tamparan
slash	0.260	0.500	0.509	miring
slashes	0.330	0.328	0.410	miring
slate	0.531	0.283	0.431	slate
slates	0.500	0.270	0.342	slates
slaughter	0.052	0.953	0.602	nyembelih
slaughterhouse	0.146	0.794	0.472	rumah jagal
slaughtering	0.133	0.947	0.714	nyembelih
slave	0.171	0.795	0.151	abdi
slavery	0.052	0.783	0.218	perbudakan
slay	0.133	0.920	0.585	mateni
slayer	0.041	0.930	0.661	tukang mateni
sleaze	0.312	0.538	0.405	klelep
sleazy	0.292	0.674	0.370	kesel
sled	0.635	0.547	0.446	sled
sledding	0.625	0.547	0.422	sledding
sledge	0.646	0.500	0.361	sledge
sledgehammer	0.449	0.479	0.482	sledgehammer
sleek	0.750	0.484	0.643	ramping
sleep	0.719	0.090	0.339	turu
sleeper	0.640	0.154	0.254	wong turu
sleeping	0.704	0.091	0.312	turu
sleepless	0.213	0.410	0.207	ngantuk
sleeplessness	0.104	0.604	0.202	ngantuk
sleepover	0.815	0.519	0.340	turu
sleepy	0.604	0.125	0.250	ngantuk
sleepyhead	0.327	0.350	0.294	ngantuk
sleet	0.410	0.355	0.395	udan es
sleeve	0.531	0.270	0.273	lengen
sleeveless	0.638	0.290	0.200	tanpa lengan
sleigh	0.742	0.551	0.396	giring
sleight	0.719	0.677	0.379	licik
slender	0.812	0.548	0.664	langsing
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	irisan
slick	0.388	0.383	0.349	lunyu
slicker	0.727	0.387	0.519	luwih licik
slide	0.615	0.435	0.432	geser
slider	0.585	0.491	0.518	panggeser
sliding	0.356	0.730	0.491	ngusapake
slight	0.521	0.240	0.155	sithik
slight anticipation	0.562	0.490	0.445	rada nunggu
slight disgust	0.156	0.578	0.318	rada jijik
slight surprise	0.677	0.746	0.557	rada kaget
slight trust	0.306	0.400	0.245	sethitik kapercayan
slightly	0.470	0.274	0.255	rada
slightly negative	0.190	0.472	0.259	rada negatif
slightly positive	0.792	0.480	0.567	rada positif
slim	0.562	0.180	0.296	langsing
slime	0.300	0.370	0.183	lendhut
slimy	0.177	0.500	0.309	lendhut
sling	0.417	0.423	0.404	sling
slingshot	0.323	0.654	0.474	ketapel
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	klelep
slipper	0.635	0.298	0.245	sandal
slippers	0.573	0.413	0.236	sandal
slippery	0.219	0.740	0.343	lunyu
slit	0.406	0.490	0.366	irisan
sliver	0.388	0.347	0.291	irisan
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	slogan
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	slope
sloppy	0.303	0.441	0.183	kesel
slot	0.469	0.337	0.337	slot
sloth	0.198	0.140	0.125	kemalasan
slouch	0.365	0.450	0.328	nglembur
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	alon
slowly	0.427	0.185	0.295	alon-alon
slowness	0.302	0.212	0.191	alon-alon
sludge	0.354	0.396	0.229	endhas
slug	0.276	0.370	0.160	slug
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	lesu
sluice	0.427	0.520	0.365	lempitan
slum	0.292	0.528	0.302	kumuh
slumber	0.592	0.191	0.426	ngantuk
slump	0.194	0.438	0.130	slump
slur	0.115	0.814	0.427	slur
slurp	0.540	0.528	0.411	slur
slush	0.427	0.283	0.296	lumpur
slut	0.071	0.808	0.309	pelacur
slutty	0.224	0.810	0.371	slutty
sly	0.573	0.690	0.750	licik
smack	0.323	0.662	0.381	smack
small	0.542	0.205	0.120	cilik
smaller	0.300	0.310	0.179	luwih cilik
smallest	0.281	0.340	0.129	paling cilik
smallpox	0.156	0.583	0.222	cacar
smart	0.906	0.607	0.923	pinter
smartass	0.364	0.520	0.620	pinter
smarten	0.602	0.490	0.551	pinter
smarty	0.673	0.510	0.848	pinter
smash	0.195	0.692	0.530	mbanting
smashed	0.143	0.660	0.256	dibanting
smattering	0.448	0.460	0.500	smattering
smear	0.230	0.433	0.400	ngolesi
smell	0.510	0.520	0.330	mambu
smelling	0.458	0.481	0.349	mambu
smelly	0.100	0.528	0.245	mambu
smelt	0.333	0.441	0.345	mambu
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	mesem
smiled	0.949	0.530	0.536	mesem
smiles	0.892	0.606	0.607	mesem
smiley	0.865	0.470	0.571	mesem
smiling	0.981	0.679	0.625	mesem
smirk	0.792	0.596	0.583	mesem
smite	0.303	0.846	0.682	nggepok
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	disabetake
smock	0.429	0.250	0.250	klambi
smog	0.271	0.480	0.382	smog
smoke	0.188	0.500	0.391	ngrokok
smoker	0.208	0.528	0.311	perokok
smokey	0.494	0.462	0.430	smokey
smoking	0.176	0.557	0.384	udud
smoky	0.459	0.420	0.327	kumelun
smoldering	0.635	0.781	0.764	murub
smooch	0.796	0.731	0.491	ngece
smooth	0.823	0.127	0.281	mulus
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	lancar
smoothness	0.833	0.221	0.412	kelancaran
smother	0.292	0.685	0.420	ngempet
smudge	0.327	0.429	0.245	smud
smug	0.198	0.552	0.587	gumun
smuggle	0.194	0.775	0.570	penyelundupan
smuggler	0.062	0.867	0.645	penyelundup
smuggling	0.229	0.783	0.510	penyelundupan
smut	0.357	0.360	0.349	smut
snack	0.646	0.407	0.345	cemilan
snacks	0.781	0.480	0.306	cemilan
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	sregep
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	keong
snake	0.276	0.750	0.549	ula
snakes	0.176	0.662	0.606	ula
snakeskin	0.276	0.696	0.391	kulit ula
snap	0.344	0.517	0.352	jepret
snapper	0.417	0.429	0.245	kakap
snappy	0.573	0.592	0.418	kenceng
snapshot	0.573	0.578	0.588	snapshot
snare	0.229	0.850	0.466	srare
snarl	0.430	0.787	0.455	nggegirisi
snarling	0.312	0.704	0.491	nggegirisi
snatch	0.219	0.861	0.691	ngrebut
snatcher	0.122	0.867	0.563	tukang rebutan
snazzy	0.735	0.370	0.660	snazzy
sneak	0.281	0.745	0.449	nyelip
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	sepatu kets
sneaking	0.203	0.755	0.545	nyusup
sneaky	0.240	0.740	0.560	licik
sneer	0.133	0.755	0.345	ngece
sneeze	0.271	0.442	0.336	ngiyup
sneezing	0.434	0.570	0.345	wahing
snicker	0.708	0.693	0.409	ngguyu
snide	0.186	0.723	0.455	snide
sniff	0.396	0.500	0.318	ngisep
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	snipe
sniper	0.167	0.870	0.853	penembak jitu
snippet	0.612	0.410	0.368	cuplikan
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	nyulik
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	nakal
snooze	0.235	0.357	0.282	ngaso
snore	0.245	0.610	0.481	ngorok
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	ngorok
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	snot
snout	0.276	0.385	0.241	moncong
snow	0.667	0.363	0.309	salju
snowball	0.717	0.444	0.321	bola salju
snowboard	0.663	0.680	0.511	papan salju
snowboarder	0.719	0.754	0.545	snowboarder
snowday	0.602	0.500	0.440	salju
snowfall	0.675	0.280	0.455	udan salju
snowflake	0.748	0.192	0.260	kepingan salju
snowing	0.586	0.490	0.387	udan salju
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	wong salju
snowplow	0.449	0.480	0.493	snowplow
snowstorm	0.204	0.833	0.629	badai salju
snowy	0.656	0.304	0.357	salju
snub	0.229	0.412	0.228	snub
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	tembak
snug	0.867	0.173	0.500	nyenyet
snuggle	0.781	0.390	0.350	snuggle
snuggled	0.552	0.439	0.314	snuggled
snuggles	0.670	0.340	0.287	snuggles
snuggling	0.683	0.585	0.373	snuggling
soak	0.480	0.370	0.240	nglembur
soaked	0.365	0.462	0.358	direndhem
soaking	0.438	0.324	0.375	ngendhog
soangry	0.327	0.650	0.482	kangen
soannoyed	0.271	0.529	0.426	jengkel
soap	0.531	0.163	0.311	sabun
soapbox	0.500	0.415	0.393	kothak sabun
soapy	0.552	0.373	0.355	sabun
soar	0.790	0.740	0.718	mlumpat
soaring	0.708	0.704	0.650	soaring
sob	0.115	0.480	0.212	sob
sober	0.729	0.216	0.568	waras
soblessed	0.542	0.395	0.287	soblessed
sobriety	0.680	0.310	0.583	katentreman
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	bal-balan
sociable	0.854	0.459	0.627	srawung
social	0.806	0.370	0.614	sosial
socialanxiety	0.270	0.588	0.426	kegelisahan sosial
socialism	0.510	0.500	0.560	sosialisme
socialist	0.448	0.400	0.543	sosialis
socialite	0.684	0.668	0.570	sosialita
socialize	0.907	0.683	0.726	sosialisasi
society	0.674	0.464	0.782	masyarakat
sociology	0.615	0.439	0.694	sosiologi
sociopath	0.104	0.863	0.439	sosiopat
sock	0.500	0.167	0.290	kaos kaki
socket	0.583	0.469	0.377	soket
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	soda / pop
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	natrium
sofa	0.583	0.106	0.263	sofa
soft	0.760	0.179	0.232	alus
softball	0.735	0.630	0.518	softball
soften	0.694	0.194	0.392	nglembut
softener	0.745	0.300	0.373	pelunak
softening	0.700	0.255	0.361	softening
softly	0.517	0.206	0.304	lirih
softness	0.875	0.086	0.402	kelembutan
software	0.561	0.280	0.570	piranti lunak
soggy	0.312	0.350	0.241	lembab
sohappy	0.949	0.673	0.681	seneng
soil	0.350	0.180	0.356	lemah
soiled	0.106	0.529	0.213	reged
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	nginep
solace	0.776	0.294	0.453	panglipur
solar	0.622	0.452	0.645	surya
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solder
soldering	0.573	0.536	0.538	solder
soldier	0.392	0.708	0.768	prajurit
sole	0.427	0.194	0.279	tunggal
solemn	0.708	0.370	0.709	solemn
solicit	0.620	0.490	0.604	ngumpulna
solicitation	0.612	0.519	0.415	panyuwunan
solicitor	0.600	0.479	0.802	pengacara
solid	0.667	0.304	0.763	padhet
solidarity	0.792	0.407	0.781	solidaritas
solidification	0.480	0.500	0.827	solidifikasi
solidified	0.633	0.415	0.745	padatan
solidify	0.583	0.318	0.754	ngalangi
solidity	0.745	0.444	0.850	soliditas
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	dhewekan
solitude	0.208	0.226	0.358	kasepen
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	kelarutan
soluble	0.542	0.272	0.409	larut
solucky	0.573	0.529	0.615	solucky
solution	0.790	0.339	0.664	solusi
solve	0.656	0.530	0.688	ngatasi
solvency	0.604	0.296	0.605	solvency
solvent	0.635	0.316	0.573	pelarut
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatik
somber	0.184	0.500	0.380	sumelang
some anticipation	0.423	0.482	0.472	sawetara antisipasi
some disgust	0.094	0.657	0.321	sawetara jijik
some surprise	0.827	0.849	0.500	sawetara surprise
some trust	0.594	0.451	0.547	sawetara dateng
somersault	0.214	0.769	0.519	jungkir balik
somethingigetalot	0.573	0.567	0.509	sokoigetalot
somewhat negative	0.208	0.480	0.150	rada negatif
somewhat positive	0.920	0.510	0.667	rada positif
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	putra
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	sonervous
song	0.854	0.413	0.500	tembang
songwriter	0.844	0.558	0.713	pangripta tembang
sonic	0.594	0.500	0.481	sonik
sonice	0.500	0.356	0.421	apik banget
sonnet	0.718	0.294	0.404	soneta
sonorous	0.646	0.580	0.442	nyono
