English Word	Valence	Arousal	Dominance	Tatar Word
strap	0.380	0.417	0.382	каеш
strapless	0.314	0.462	0.273	каешсыз
strapping	0.552	0.413	0.454	каеш
strata	0.500	0.457	0.411	катламнар
strategic	0.786	0.708	0.861	стратегик
strategist	0.571	0.594	0.810	стратегик
strategy	0.704	0.667	0.858	стратегиясе
stratification	0.531	0.490	0.651	катлам
stratosphere	0.604	0.583	0.636	стратосфера
stratum	0.365	0.307	0.510	катлам
stratus	0.448	0.520	0.509	катлам
straw	0.480	0.290	0.163	салам
strawberry	0.833	0.270	0.336	каен җиләге
stray	0.133	0.760	0.281	адашу
streak	0.440	0.608	0.511	юл
streaked	0.458	0.426	0.393	тезелгән
stream	0.449	0.537	0.559	агым
streamer	0.615	0.530	0.429	агым
streaming	0.592	0.481	0.582	агым
streamline	0.656	0.573	0.618	тәртипкә китерү
street	0.594	0.324	0.398	урам
streetcar	0.390	0.569	0.566	трамвай
streetlight	0.673	0.268	0.390	урам яктысы
strength	0.802	0.682	0.858	көч
strengthen	0.802	0.796	0.971	ныгыту
strengthening	0.913	0.627	0.945	ныгыту
strenuous	0.104	0.660	0.481	көчле
strep	0.365	0.594	0.353	стреп
stress	0.173	0.843	0.317	стресс
stressed	0.167	0.740	0.502	басым ясады
stresses	0.115	0.817	0.396	басым ясый
stressfree	0.833	0.080	0.528	стресссыз
stressful	0.153	0.873	0.389	стресслы
stressin	0.146	0.810	0.367	стрессин
stressing	0.163	0.866	0.462	басым ясау
stressrelief	0.627	0.417	0.475	стресс
stretch	0.604	0.578	0.500	суз
stretcher	0.438	0.196	0.295	носилка
stricken	0.163	0.720	0.368	җәрәхәтләнгән
strict	0.500	0.646	0.878	катгый
stride	0.490	0.670	0.434	алга
strife	0.344	0.898	0.630	низаг
strike	0.271	0.811	0.571	эш ташлау
strikeout	0.316	0.520	0.371	забастовкалар
striker	0.500	0.589	0.696	һөҗүмче
striking	0.357	0.827	0.657	сокландыргыч
strikingly	0.690	0.684	0.811	гаҗәп
string	0.385	0.398	0.445	кыл
strings	0.457	0.292	0.355	кыллар
stringy	0.430	0.510	0.527	каты
strip	0.427	0.500	0.436	полоса
stripe	0.629	0.302	0.361	полоса
striped	0.344	0.373	0.385	сызыклы
stripped	0.255	0.615	0.278	киенгән
stripper	0.625	0.848	0.453	стриппер
striptease	0.607	0.918	0.608	стриптиз
strive	0.582	0.837	0.769	тырыш
strobe	0.490	0.633	0.537	строб
stroke	0.562	0.440	0.570	инсульт
stroll	0.745	0.415	0.444	йөрү
stroller	0.786	0.398	0.314	коляскалы
strolling	0.755	0.515	0.340	йөрү
strong	0.912	0.745	0.895	көчле
stronghold	0.708	0.636	0.954	ныгытма
strongly	0.630	0.817	0.885	көчле
structural	0.582	0.425	0.690	структур
structure	0.562	0.356	0.712	структурасы
strudel	0.627	0.417	0.397	струдель
struggle	0.365	0.820	0.741	көрәш
strut	0.580	0.480	0.464	струт
stub	0.396	0.320	0.367	чүп
stubbed	0.323	0.642	0.241	.әр сүзнең
stubble	0.333	0.442	0.264	салам
stubborn	0.157	0.702	0.575	үзсүзле
stubbornness	0.156	0.673	0.508	үзсүзлелек
stubby	0.417	0.370	0.393	усал
stucco	0.439	0.292	0.279	стукко
stuck	0.153	0.644	0.285	тыгылган
stuckup	0.281	0.480	0.363	ябышу
stud	0.564	0.531	0.509	арка
studded	0.396	0.412	0.425	.әр сүзнең
student	0.634	0.318	0.537	студент
studied	0.786	0.306	0.806	өйрәнде
studio	0.677	0.265	0.620	студия
study	0.653	0.361	0.768	өйрәнү
stuff	0.622	0.367	0.263	әйберләр
stuffed animal	0.684	0.255	0.306	тутырылган хайван
stuffing	0.417	0.324	0.304	тутыру
stuffy	0.323	0.615	0.406	тулы
stumble	0.153	0.716	0.259	абыну
stump	0.449	0.510	0.340	чүп
stumped	0.344	0.604	0.392	.әр сүзнең
stun	0.333	0.710	0.451	аптырап
stunned	0.306	0.663	0.356	аптырап
stunner	0.418	0.780	0.492	гаҗәпләнү
stunning	0.888	0.673	0.858	гаҗәп
stunt	0.387	0.555	0.526	стунт
stunted	0.194	0.472	0.275	аптырап
stuntman	0.490	0.482	0.500	стунтман
stupefaction	0.294	0.704	0.480	стуфакция
stupefy	0.200	0.740	0.412	ступефи
stupendous	0.823	0.690	0.798	гаҗәп
stupid	0.133	0.510	0.200	ахмак
stupidity	0.060	0.418	0.151	ахмаклык
stupidpeople	0.073	0.675	0.196	ахмаклар
stupidrain	0.260	0.520	0.317	акылсызлык
stupor	0.323	0.590	0.330	шомлы
sturdy	0.580	0.642	0.824	нык
sturgeon	0.417	0.473	0.465	нур
stutter	0.250	0.469	0.258	туйдыру
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	стиль
styling	0.823	0.378	0.652	стиллау
stylish	0.885	0.490	0.689	матур
stylist	0.760	0.445	0.500	стилист
suave	0.724	0.265	0.269	сув
sub	0.510	0.370	0.312	суб
subatomic	0.385	0.538	0.491	субатомик
subcommittee	0.396	0.467	0.600	подкомитеты
subconscious	0.531	0.375	0.415	аң
subcutaneous	0.396	0.444	0.376	тере
subdivide	0.538	0.433	0.348	бүлү
subdivision	0.592	0.455	0.430	бүлекчәсе
subduction	0.350	0.569	0.445	субдукция
subdue	0.275	0.640	0.784	буйсындыру
subdued	0.236	0.463	0.223	буйсындырылды
subdural	0.381	0.491	0.425	субдюр
subito	0.372	0.627	0.577	субито
subject	0.602	0.344	0.558	тема
subjected	0.286	0.520	0.221	буйсындырылган
subjection	0.354	0.408	0.539	буйсыну
subjective	0.510	0.350	0.432	субъектив
subjugation	0.280	0.610	0.377	буйсыну
sublet	0.469	0.551	0.545	сублет
sublevel	0.365	0.298	0.333	дәрәҗә
sublimation	0.510	0.390	0.538	сублимация
sublime	0.784	0.333	0.585	олы
subliminal	0.410	0.528	0.464	субинималь
submarine	0.572	0.481	0.549	су асты көймәсе
submerge	0.517	0.643	0.456	су астында калу
submerged	0.337	0.528	0.357	су астында
submersible	0.406	0.459	0.540	су астында
submission	0.531	0.580	0.633	тапшыру
submissive	0.480	0.217	0.173	буйсынучан
submit	0.635	0.448	0.500	тапшыр
submitting	0.667	0.610	0.611	тапшыру
subordinate	0.276	0.392	0.121	буйсынучы
subordination	0.270	0.527	0.343	буйсыну
subplot	0.469	0.413	0.446	сюжет
subpoena	0.281	0.634	0.555	чакыру
subscribe	0.660	0.344	0.591	язылу
subscriber	0.562	0.398	0.570	абонент
subscription	0.583	0.333	0.651	язылу
subsequence	0.438	0.510	0.413	киләсе
subsequent	0.449	0.385	0.400	киләсе
subsequently	0.380	0.337	0.336	соңрак
subservient	0.255	0.402	0.339	буйсынучан
subset	0.429	0.358	0.404	тулы
subside	0.375	0.308	0.209	басу
subsidence	0.320	0.509	0.452	субсидия
subsidiary	0.541	0.295	0.500	ярдәмче
subsidize	0.604	0.615	0.589	субсидия
subsidy	0.573	0.462	0.517	субсидия
subsist	0.573	0.418	0.472	яшәү
subsistence	0.510	0.404	0.491	яшәү
subsoil	0.429	0.240	0.382	җир асты байлыгы
subspace	0.470	0.453	0.475	подстанция
substance	0.615	0.422	0.528	матдә
substandard	0.235	0.333	0.150	сыйфатсыз
substantial	0.590	0.490	0.690	зур
substantially	0.646	0.471	0.684	шактый
substantiate	0.531	0.549	0.636	нигезләү
substantive	0.500	0.350	0.455	мәгънәле
substation	0.469	0.461	0.491	подстанция
substitute	0.427	0.406	0.398	алмаштырыгыз
substituted	0.271	0.545	0.394	алыштырылды
substitution	0.406	0.480	0.353	алыштыру
substructure	0.441	0.358	0.587	субструктурасы
subterranean	0.469	0.306	0.432	җир асты
subtext	0.635	0.276	0.412	субтекст
subtitle	0.445	0.202	0.347	субтитр
subtle	0.708	0.167	0.228	нечкә
subtlety	0.615	0.176	0.363	нечкәлек
subtract	0.208	0.330	0.283	алу
subtraction	0.163	0.382	0.349	алу
subtype	0.427	0.296	0.420	тип төре
suburb	0.354	0.566	0.441	шәһәр яны
suburban	0.439	0.450	0.453	шәһәр яны
suburbia	0.438	0.490	0.421	субурбия
suburbs	0.510	0.571	0.286	шәһәр яны
subversion	0.347	0.608	0.415	җимерү
subversive	0.198	0.765	0.500	диверсив
subvert	0.357	0.557	0.536	алмаштыру
subway	0.418	0.300	0.464	метро
succeed	0.926	0.755	0.926	уңышка ирешү
succeeding	0.867	0.755	0.849	уңышка ирешү
success	0.959	0.880	0.981	уңыш
successful	0.949	0.724	0.938	уңышлы
succession	0.698	0.481	0.587	варислык
successive	0.635	0.471	0.518	бер-бер артлы
successor	0.729	0.531	0.648	варис
succinct	0.510	0.413	0.566	.әр сүзнең
succubus	0.417	0.647	0.509	суккуб
succulent	0.823	0.538	0.556	сукулент
succumb	0.202	0.787	0.292	баш тарту
suck	0.344	0.706	0.377	сорау
sucker	0.265	0.393	0.204	сорау
sucking	0.227	0.528	0.377	сорау
suckling	0.596	0.558	0.518	имезү
sucks	0.115	0.683	0.302	сорый
suction	0.460	0.593	0.526	сорау
sudden	0.449	0.660	0.435	кинәт
suddenly	0.670	0.510	0.456	кинәт
suds	0.458	0.365	0.255	суд
sue	0.219	0.731	0.679	суд
suede	0.542	0.259	0.259	суед
suffer	0.082	0.910	0.259	газаплан
sufferer	0.156	0.690	0.278	газап чигә
suffering	0.020	0.719	0.235	газаплар
suffice	0.643	0.326	0.504	җитә
sufficiency	0.594	0.438	0.576	җитәрлек
sufficient	0.833	0.330	0.588	җитәрлек
sufficiently	0.776	0.367	0.714	җитәрлек
suffix	0.430	0.420	0.364	суффикс
suffocate	0.219	0.764	0.440	тоныклану
suffocating	0.133	0.774	0.429	сулыш
suffocation	0.020	0.830	0.462	сулыш
sugar	0.896	0.382	0.402	шикәр
suggest	0.573	0.471	0.517	тәкъдим итегез
suggestion	0.646	0.365	0.558	тәкъдим
suggestive	0.552	0.500	0.555	тәкъдим
suicidal	0.021	0.867	0.382	үз-үзенә кул салу
suicide	0.030	0.873	0.429	үз-үзенә кул салу
suicidebombing	0.031	0.957	0.627	үз-үзенә кул салу
suit	0.776	0.282	0.482	костюм
suitable	0.792	0.298	0.722	яраклы
suitcase	0.562	0.212	0.318	чемодан
suite	0.790	0.420	0.400	сюита
suitor	0.708	0.639	0.546	суд
sulfate	0.427	0.352	0.429	сульфат
sulfur	0.173	0.530	0.364	күкерт
sulk	0.250	0.580	0.406	сулк
sullen	0.250	0.407	0.263	.әр сүзнең
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	күкерт
sultan	0.529	0.423	0.821	солтан
sultry	0.735	0.696	0.627	чүпрәк
sum	0.792	0.340	0.420	сум
summarily	0.469	0.431	0.543	Гомумән алганда
summarize	0.590	0.323	0.471	йомгаклау
summary	0.729	0.260	0.427	йомгак
summation	0.766	0.337	0.594	йомгаклау
summer	0.812	0.373	0.550	җәй
summerhouse	0.796	0.308	0.443	җәйге йорт
summertime	0.837	0.500	0.455	җәй
summit	0.625	0.618	0.764	саммит
summon	0.521	0.560	0.664	чакыру
summons	0.552	0.604	0.598	чакыру
sumo	0.480	0.394	0.564	сумо
sump	0.365	0.451	0.340	чүп
sumptuous	0.698	0.550	0.555	гүзәл
sun	0.877	0.400	0.681	кояш
sunbeam	0.729	0.440	0.505	кояш нуры
sunburn	0.061	0.755	0.447	кояш яну
sundae	0.743	0.414	0.404	Сунда
sunday	0.776	0.196	0.394	якшәмбе
sundial	0.643	0.225	0.406	кояш
sundown	0.812	0.276	0.445	кояш бае
sundry	0.543	0.369	0.407	кояш
sunflower	0.878	0.231	0.270	көнбагыш
sunglass	0.684	0.264	0.324	көзге
sunglasses	0.844	0.443	0.364	көзгеләр
sunk	0.146	0.531	0.185	батты
sunken	0.103	0.476	0.173	батты
sunless	0.245	0.280	0.273	кояшсыз
sunlight	0.906	0.407	0.639	кояш нуры
sunny	0.740	0.348	0.481	кояшлы
sunrise	0.823	0.347	0.640	кояш чыгу
sunroof	0.681	0.325	0.425	кояш
sunscreen	0.656	0.387	0.462	кояш экраны
sunset	0.875	0.231	0.298	кояш баеу
sunshine	0.885	0.297	0.769	кояш нурлары
suntan	0.620	0.510	0.366	сунтан
sunup	0.760	0.304	0.620	кояш баеу
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	супер
superannuation	0.448	0.412	0.562	супернануация
superb	0.980	0.708	0.852	искиткеч
superficial	0.357	0.407	0.309	өстән
superfluous	0.316	0.469	0.393	артык
superhero	0.910	0.820	0.893	супергеро
superhuman	0.810	0.745	0.895	гаҗәеп кеше
superimposed	0.490	0.529	0.683	.әр сүзнең
superintendent	0.592	0.570	0.942	начальник
superior	0.801	0.697	0.940	өстен
superiority	0.582	0.602	0.959	өстенлек
superlative	0.714	0.566	0.737	искиткеч
superman	0.945	0.794	0.929	супермен
supermarket	0.690	0.547	0.571	супермаркет
supermodel	0.880	0.663	0.698	супермодель
supernatant	0.500	0.500	0.565	гадәттән тыш
supernatural	0.622	0.824	0.733	гадәттән тыш
supernova	0.729	0.673	0.827	супернова
superposition	0.480	0.570	0.806	суперпозиция
superpower	0.806	0.784	0.972	супер көч
supersede	0.479	0.510	0.518	алмаштырырга
superstar	0.885	0.860	0.880	супер йолдыз
superstition	0.177	0.640	0.418	хорафат
superstitious	0.281	0.545	0.514	хорафат
superstore	0.719	0.600	0.640	супер кибет
supervise	0.698	0.555	0.889	күзәтү
supervision	0.459	0.578	0.825	күзәтчелек
supervisor	0.615	0.479	0.933	җитәкче
supper	0.708	0.429	0.552	кичке аш
suppertime	0.792	0.388	0.461	ашау вакыты
supplant	0.344	0.558	0.463	алмаштыручы
supple	0.812	0.528	0.436	өстәмә
supplement	0.745	0.406	0.491	өстәмә
supplemental	0.604	0.404	0.555	өстәмә
supplementary	0.625	0.352	0.541	өстәмә
supplication	0.469	0.570	0.309	ялвару
supplier	0.615	0.462	0.736	тәэмин итүче
supplies	0.698	0.390	0.595	тәэмин итү
supply	0.708	0.519	0.603	тәэмин итү
support	0.811	0.472	0.737	ярдәм
supported	0.853	0.408	0.613	ярдәм итә
supporter	0.721	0.510	0.698	ярдәмче
supporters	0.763	0.539	0.558	тарафдарлары
supporting	0.634	0.490	0.764	булышу
supportive	0.875	0.420	0.635	ярдәмчел
suppose	0.551	0.343	0.348	уйлагыз
supposed	0.296	0.378	0.379	фаразланган
supposing	0.449	0.451	0.357	фаразлау
supposition	0.531	0.408	0.526	фараз
suppress	0.281	0.559	0.509	бастыру
suppression	0.267	0.541	0.537	бастыру
supremacy	0.794	0.706	0.943	өстенлек
supreme	0.812	0.700	0.974	югары
supremely	0.833	0.725	0.897	бик югары
surcharge	0.375	0.528	0.500	өстәмә түләү
sure	0.724	0.270	0.793	sureичшиксез
surety	0.776	0.365	0.750	гарантия
surf	0.847	0.650	0.500	серф
surface	0.448	0.375	0.604	өслеге
surfboard	0.729	0.730	0.387	серфакт
surfer	0.704	0.701	0.554	сурфер
surge	0.449	0.684	0.500	арту
surgeon	0.500	0.598	0.793	хирург
surgery	0.286	0.769	0.600	хирургия
surgical	0.327	0.696	0.723	хирургия
surly	0.221	0.469	0.493	.әр сүзнең
surmise	0.529	0.400	0.347	сурмиз
surname	0.670	0.250	0.493	фамилия
surpassing	0.719	0.660	0.720	.әр сүзнең
surplus	0.602	0.680	0.630	артыгын
surprise	0.875	0.875	0.562	сюрприз
surprised	0.784	0.855	0.539	гаҗәпләнде
surprises	0.875	0.769	0.632	сюрпризлар
surprising	0.888	0.790	0.692	гаҗәп
surprisingly	0.847	0.793	0.819	гаҗәп
surreal	0.550	0.529	0.670	сюрреаль
surrender	0.115	0.396	0.186	бирелү
surrendering	0.198	0.411	0.245	бирелү
surrogate	0.406	0.590	0.472	суррогат
surround	0.542	0.623	0.627	әйләндереп алу
surrounding	0.531	0.422	0.669	әйләнә-тирә
surroundings	0.600	0.346	0.492	әйләнә-тирә
surveillance	0.365	0.720	0.718	күзәтү
survey	0.580	0.357	0.379	Сораштыру
surveying	0.488	0.455	0.682	тикшерү
surveyor	0.545	0.337	0.648	тикшерүче
survival	0.541	0.798	0.879	исән калу
survive	0.770	0.824	0.726	исән кал
surviving	0.646	0.836	0.721	исән калу
survivor	0.677	0.750	0.815	исән калган
susceptibility	0.458	0.627	0.364	сизгерлек
susceptible	0.438	0.449	0.304	җиңел
sushi	0.698	0.343	0.394	суши
suspect	0.133	0.750	0.509	шикләнүче
suspected	0.173	0.755	0.452	шикләнелә
suspend	0.240	0.320	0.368	туктату
suspended	0.224	0.402	0.368	туктатылды
suspenders	0.391	0.333	0.500	асмагычлар
suspense	0.286	0.775	0.402	шикләнү
suspension	0.288	0.530	0.426	туктату
suspicion	0.204	0.711	0.377	шик
suspicions	0.208	0.745	0.500	шикләр
suspicious	0.153	0.745	0.431	шикле
sustain	0.635	0.358	0.593	дәвам ит
sustained	0.649	0.340	0.580	дәвамлы
sustenance	0.820	0.519	0.679	ризык
suture	0.240	0.510	0.510	сөт
suv	0.552	0.431	0.446	сув
sux	0.406	0.531	0.331	сукс
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	табыш
swagger	0.333	0.731	0.538	свагер
swallow	0.466	0.608	0.436	йоту
swami	0.510	0.547	0.491	свами
swamp	0.245	0.425	0.235	сазлык
swamped	0.156	0.480	0.270	баткак
swampy	0.306	0.390	0.412	баткак
swan	0.781	0.225	0.357	аккош
swank	0.490	0.500	0.442	батты
swap	0.552	0.500	0.509	алмаш
swarm	0.302	0.735	0.458	күпләп
swarming	0.375	0.600	0.435	.әр сүзнең
swastika	0.316	0.472	0.491	свастика
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	селкетү
swear	0.601	0.577	0.658	ант ит
swearing	0.333	0.559	0.586	ант итү
sweat	0.388	0.579	0.297	тир
sweater	0.704	0.245	0.295	свитер
sweating	0.292	0.667	0.265	тирләү
sweatshirt	0.510	0.368	0.353	күлмәк
sweatshop	0.385	0.797	0.602	терлек
sweaty	0.281	0.540	0.304	тирле
sweep	0.448	0.385	0.383	себерү
sweeper	0.470	0.549	0.414	сөртүче
sweeping	0.344	0.431	0.355	сөртү
sweet	0.668	0.418	0.382	татлы
sweeten	0.908	0.455	0.423	тәмләтү
sweetened	0.940	0.461	0.398	татлы
sweetener	0.670	0.333	0.330	тәмләткеч
sweetest	0.959	0.500	0.370	иң татлы
sweetheart	0.959	0.423	0.509	сөеклем
sweetie	0.990	0.549	0.560	татлы
sweetness	0.906	0.474	0.528	татлы
sweets	0.910	0.422	0.321	татлы ризыклар
swell	0.360	0.679	0.348	шешү
swelling	0.323	0.608	0.250	шешү
sweltering	0.204	0.644	0.362	шешү
swerve	0.276	0.612	0.357	сверв
swift	0.760	0.776	0.698	тиз
swiftly	0.660	0.885	0.618	тиз
swig	0.604	0.481	0.406	свиг
swill	0.427	0.528	0.322	шешү
swim	0.688	0.461	0.529	йөзү
swimmer	0.657	0.698	0.610	йөзүче
swimming	0.760	0.559	0.524	йөзү
swimsuit	0.740	0.373	0.269	костюм
swindle	0.122	0.740	0.439	алдау
swindler	0.125	0.721	0.575	мошенник
swine	0.340	0.519	0.277	дуңгызлар
swing	0.602	0.510	0.481	селкенү
swinger	0.459	0.778	0.482	свингер
swinging	0.656	0.510	0.312	селкенү
swipe	0.573	0.450	0.266	сөртү
swirl	0.490	0.726	0.639	йөгерү
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	күчерү
switchblade	0.357	0.596	0.528	күчергеч
switchboard	0.571	0.519	0.558	коммутатор
swivel	0.562	0.480	0.500	свивел
swollen	0.236	0.510	0.277	шешкән
swoon	0.292	0.510	0.160	свон
swoop	0.479	0.618	0.446	чабу
sword	0.438	0.653	0.713	кылыч
swordfish	0.564	0.520	0.442	кылыч-балык
swordplay	0.616	0.750	0.528	кылыч
swordsman	0.395	0.857	0.696	кылыччы
sycamore	0.500	0.401	0.527	сикамор
syllable	0.448	0.250	0.417	буын
syllabus	0.736	0.370	0.643	программа
symbiotic	0.832	0.425	0.406	симбиотик
symbol	0.643	0.388	0.527	символы
symbolic	0.670	0.385	0.574	символик
symbolically	0.582	0.385	0.648	символик
symbolism	0.688	0.347	0.640	символизм
symbolize	0.633	0.327	0.673	символы
symmetric	0.745	0.212	0.588	симметрия
symmetrical	0.542	0.263	0.569	симметрияле
symmetry	0.604	0.274	0.500	симметрия
sympathetic	0.796	0.434	0.609	кызганучан
sympathize	0.770	0.627	0.644	кызгану
sympathy	0.827	0.497	0.634	кызгану
symphonic	0.775	0.545	0.566	симфоник
symphony	0.765	0.490	0.600	симфония
symposium	0.573	0.394	0.644	симпозиум
symptom	0.380	0.529	0.434	симптом
symptomatic	0.367	0.434	0.491	симптоматик
synagogue	0.531	0.300	0.544	синагога
synapse	0.660	0.471	0.491	синапс
synaptic	0.573	0.553	0.622	синаптик
sync	0.802	0.440	0.670	синхронизация
synchronize	0.781	0.361	0.654	синхронлаштыру
synchronous	0.600	0.538	0.545	синхрон
syncope	0.245	0.538	0.398	синкоп
syndicate	0.439	0.491	0.673	синдикат
syndrome	0.229	0.510	0.246	синдромы
synergistic	0.571	0.550	0.547	синергистик
synergy	0.667	0.510	0.720	синергия
synod	0.469	0.377	0.574	синод
synonym	0.615	0.210	0.433	синоним
synonymous	0.480	0.323	0.400	синоним
synopsis	0.541	0.390	0.482	синопсис
synoptic	0.561	0.510	0.596	синоптик
syntax	0.531	0.346	0.559	синтаксис
synthesis	0.604	0.315	0.377	синтез
synthesizer	0.500	0.410	0.592	синтезатор
synthetic	0.396	0.350	0.519	синтетик
syphilis	0.071	0.606	0.245	сифилис
syringe	0.250	0.680	0.330	шприц
syrup	0.620	0.223	0.318	сироп
system	0.615	0.346	0.764	системасы
systematic	0.617	0.444	0.594	системалы
systematically	0.690	0.390	0.651	системалы
t-shirt	0.815	0.286	0.284	футболка
tab	0.594	0.208	0.308	салынмасы
tabasco	0.375	0.546	0.404	табаско
tabby	0.510	0.426	0.387	табби
tabernacle	0.408	0.480	0.605	чатыр
table	0.551	0.170	0.284	өстәл
tableau	0.531	0.302	0.321	таблица
tablecloth	0.480	0.165	0.215	өстәл
tablespoon	0.490	0.353	0.245	аш кашыгы
tablet	0.562	0.330	0.438	планшет
tableware	0.677	0.250	0.276	савыт-саба
tabloid	0.438	0.365	0.444	таблоид
taboo	0.198	0.794	0.482	табу
tabular	0.438	0.330	0.462	таблица
tabulate	0.480	0.403	0.598	таблицасы
tabulation	0.396	0.346	0.526	табуляция
tachometer	0.398	0.394	0.518	такометр
tacit	0.459	0.340	0.473	тыныч
tack	0.365	0.431	0.431	.әр сүзнең
tackle	0.365	0.686	0.569	чишү
tackled	0.438	0.612	0.569	каралды
tackling	0.480	0.694	0.613	чишү
tacky	0.245	0.490	0.373	чиста
taco	0.561	0.353	0.277	тако
tact	0.550	0.417	0.417	әдәп
tactful	0.704	0.292	0.537	әдәпле
tactic	0.531	0.434	0.798	тактика
tactical	0.594	0.481	0.684	тактик
tactics	0.583	0.676	0.774	тактика
tactile	0.573	0.410	0.491	тактиль
tad	0.459	0.240	0.250	тад
tadpole	0.350	0.434	0.218	тадполь
taffeta	0.604	0.279	0.405	таффета
taffy	0.448	0.431	0.204	таффи
tag	0.612	0.353	0.375	тег
tail	0.480	0.272	0.293	койрыгы
tailed	0.438	0.358	0.351	койрыклы
tailgate	0.323	0.340	0.398	койрыгы
tailings	0.439	0.311	0.446	калдыклар
taillight	0.479	0.367	0.283	яктылык
tailor	0.573	0.206	0.450	тегүче
tailoring	0.673	0.540	0.566	тегү
tailpipe	0.460	0.429	0.409	койрык
taint	0.141	0.425	0.226	буяу
take	0.828	0.537	0.348	алыгыз
takeoff	0.755	0.884	0.626	очарга
takeout	0.736	0.392	0.368	алып чыгару
takeover	0.663	0.531	0.861	мөлкәткә ия булу
taker	0.375	0.521	0.618	алучы
talcum	0.500	0.196	0.291	талкум
tale	0.663	0.300	0.336	әкият
talent	0.959	0.607	0.811	талант
talented	0.939	0.635	0.938	талантлы
talisman	0.704	0.542	0.642	талисман
talk	0.833	0.346	0.594	сөйләшү
talkative	0.562	0.673	0.535	сөйләшү
talker	0.500	0.604	0.552	сөйләшүче
tall	0.725	0.591	0.538	озын
tallies	0.551	0.290	0.402	биек
tallow	0.344	0.283	0.290	биек
tally	0.542	0.420	0.518	.әр сүзнең
talon	0.344	0.569	0.475	талон
talons	0.320	0.698	0.525	талоннар
tambourine	0.622	0.548	0.348	дап
tame	0.560	0.604	0.642	.әр сүзнең
tamer	0.385	0.783	0.815	тамер
taming	0.569	0.514	0.575	тамчы
tamper	0.184	0.802	0.545	бозу
tampon	0.396	0.394	0.345	тампон
tan	0.643	0.460	0.444	тан
tandem	0.552	0.406	0.485	тандем
tang	0.594	0.383	0.340	танг
tangent	0.573	0.373	0.454	тангент
tangerine	0.571	0.271	0.395	мандарин
tangible	0.646	0.350	0.679	сизелерлек
tangle	0.354	0.545	0.254	танг
tangled	0.260	0.539	0.316	бәйләнгән
tango	0.622	0.560	0.430	танго
tank	0.431	0.454	0.634	танк
tank top	0.610	0.371	0.371	танк өсте
tanker	0.520	0.647	0.713	танкер
tanned	0.615	0.550	0.491	танылган
tantalizing	0.525	0.788	0.625	тантализация
tantamount	0.633	0.288	0.670	тантана
tantrum	0.219	0.817	0.404	ачулану
taoism	0.490	0.250	0.456	таоизм
tap	0.461	0.370	0.349	тап
tape	0.531	0.277	0.254	тасма
tape measure	0.406	0.250	0.360	үлчәү тасмасы
taper	0.541	0.410	0.415	арзан
tapering	0.344	0.380	0.237	зәвык
tapestry	0.520	0.176	0.362	губерния
tapeworm	0.357	0.334	0.331	тап
tapioca	0.594	0.297	0.324	тапиока
taps	0.448	0.378	0.409	краннар
tar	0.438	0.440	0.570	тар
tarantula	0.260	0.718	0.544	тарантула
tardiness	0.296	0.452	0.260	тардин
tardy	0.204	0.592	0.293	тарди
target	0.633	0.573	0.798	максат
targeted	0.573	0.537	0.573	максатчан
targeting	0.510	0.420	0.580	адреслау
tariff	0.459	0.402	0.491	тариф
tarmac	0.357	0.302	0.398	тармагы
tarnish	0.204	0.441	0.342	тарниш
tarot	0.479	0.422	0.430	тарот
tarp	0.479	0.210	0.364	тарп
tarry	0.392	0.413	0.388	торыгыз
tart	0.719	0.380	0.219	тарт
tartan	0.448	0.423	0.389	тартан
tartar	0.214	0.351	0.212	тартар
task	0.550	0.353	0.500	бирем
tassel	0.552	0.330	0.307	чүпрәк
taste	0.802	0.406	0.465	тәме
tasteful	0.918	0.458	0.625	тәмле
tasteless	0.146	0.196	0.148	тәмсез
tasting	0.781	0.603	0.600	татып карау
tasty	0.959	0.786	0.555	тәмле
tat	0.429	0.380	0.404	тат
tattler	0.417	0.530	0.434	таттлер
tattletale	0.633	0.406	0.317	таттлет
tattoo	0.490	0.602	0.525	тату
taught	0.814	0.481	0.642	укытты
taunt	0.083	0.696	0.355	мыскыллау
taupe	0.406	0.340	0.386	таупе
taut	0.432	0.704	0.457	таут
tavern	0.516	0.577	0.475	таверн
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	салым
taxed	0.255	0.456	0.500	салым
taxi	0.542	0.362	0.430	такси
taxicab	0.479	0.430	0.355	такси
taxonomy	0.370	0.410	0.630	таксономия
taxpayer	0.592	0.528	0.647	салым түләүчесе
tea	0.698	0.163	0.370	чәй
teach	0.840	0.510	0.852	өйрәт
teacher	0.760	0.404	0.885	укытучы
teaching	0.822	0.444	0.736	укыту
teacup	0.633	0.135	0.277	чәй эчү
teahouse	0.802	0.314	0.288	чәйханә
teal	0.540	0.293	0.321	чәй
team	0.708	0.461	0.688	команда
teamjesus	0.673	0.453	0.536	команда
teammate	0.865	0.449	0.660	иптәш
teamwork	0.918	0.490	0.773	коллектив эше
