English Word	Valence	Arousal	Dominance	Samoan Word
scrumptious	0.959	0.650	0.566	suamalie
scrupulous	0.545	0.685	0.602	mataalia
scrutinize	0.458	0.587	0.573	su'esu'e
scrutiny	0.500	0.653	0.658	su'esu'ega
scuba	0.542	0.494	0.456	scuba
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	vevesi
scullery	0.469	0.337	0.353	scullery
sculptor	0.653	0.431	0.694	tagata fa'atagata
sculpture	0.750	0.346	0.490	fa'atagata
sculptured	0.708	0.373	0.557	fa'atagata
scum	0.357	0.380	0.218	otaota
scumbag	0.240	0.591	0.278	ulavale
scurry	0.398	0.647	0.509	scurve
scurvy	0.354	0.462	0.312	scurvy
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	sami
seaboard	0.663	0.356	0.507	gataifale
seafood	0.656	0.500	0.328	mea'ai sami
seagull	0.635	0.245	0.314	gogo
seal	0.490	0.218	0.518	fa'amaufa'ailoga
seals	0.412	0.241	0.402	fa'amaufa'ailoga
seam	0.427	0.250	0.414	su'iga
seaman	0.520	0.510	0.672	tautai
seamless	0.459	0.140	0.302	leai se fa'ailoga
seamstress	0.535	0.288	0.389	su'isu'i
seaport	0.594	0.317	0.491	uafu
sear	0.490	0.553	0.600	sua
search	0.635	0.580	0.462	su'esu'e
searching	0.534	0.657	0.466	su'esu'e
searchlight	0.622	0.510	0.552	moli su'esu'e
seared	0.229	0.410	0.398	mu
seashore	0.796	0.310	0.375	matafaga
seasick	0.115	0.683	0.245	ma'i sami
seaside	0.887	0.520	0.508	matafaga
season	0.792	0.410	0.519	vaitau
seasonal	0.592	0.273	0.305	vaitau
seasoned	0.812	0.570	0.509	fa'amamafa
seasoning	0.633	0.388	0.479	fa'ama'i
seat	0.542	0.281	0.434	nofoa
seatbelt	0.656	0.314	0.726	fusipa'u
seating	0.552	0.265	0.286	nofoa
seawater	0.760	0.197	0.491	suasami
seaweed	0.446	0.286	0.382	limu
sec	0.490	0.385	0.380	sec
secession	0.323	0.561	0.509	vavae'ese
secluded	0.357	0.265	0.240	faaesea
seclusion	0.230	0.558	0.505	faaesea
second	0.490	0.210	0.250	tulaga lua
second cousin	0.698	0.360	0.441	tausoga lua
secondary	0.636	0.375	0.260	lona lua
secondhand	0.194	0.389	0.283	lima lua
secrecy	0.294	0.549	0.475	faalilolilo
secret	0.479	0.580	0.509	mealilo
secretariat	0.518	0.459	0.597	failautusi
secretary	0.612	0.426	0.561	failautusi
secrete	0.427	0.567	0.518	lilo
secretion	0.354	0.582	0.529	fa'alilo
secretive	0.390	0.250	0.538	fa'alilolilo
secretly	0.525	0.404	0.479	faalilolilo
sect	0.265	0.667	0.526	lotu
sectarian	0.260	0.606	0.517	fa'alelotu
section	0.500	0.269	0.421	vaega
sectional	0.427	0.415	0.464	vaega
sector	0.594	0.190	0.569	vaega
secular	0.463	0.461	0.520	faalelalolagi
secularism	0.367	0.440	0.559	fa'alelalolagi
secure	0.844	0.380	0.914	saogalemu
securities	0.750	0.304	0.852	faamalumaluga
security	0.837	0.360	0.821	saogalemu
sedan	0.480	0.423	0.680	taavale solofanua
sedate	0.656	0.157	0.345	fa'afilemu
sedation	0.510	0.270	0.398	fa'ama'i
sedative	0.314	0.273	0.352	fa'amāmā
sedentary	0.292	0.185	0.273	nofonofo
sedge	0.406	0.396	0.339	sedge
sediment	0.438	0.306	0.372	palapala
sedimentary	0.398	0.265	0.500	palapala
sedition	0.327	0.557	0.591	fouvale
seduce	0.462	0.864	0.689	faaoso
seducer	0.704	0.812	0.775	taufaasesē
seducing	0.569	0.794	0.708	fa'a'ole'ole
seduction	0.510	0.891	0.618	faatosina
seductive	0.771	0.821	0.667	faatosina
see	0.635	0.269	0.312	vaai
seed	0.656	0.135	0.306	fatu
seedling	0.406	0.343	0.423	fatu laau
seeds	0.731	0.269	0.418	fatu
seedy	0.229	0.390	0.325	fatu
seek	0.622	0.429	0.482	saili
seeker	0.646	0.464	0.553	tagata saili
seem	0.471	0.302	0.298	foliga mai
seemingly	0.490	0.410	0.356	e foliga mai
seer	0.604	0.481	0.740	tagatavaai
seesaw	0.570	0.559	0.410	si'isi'i
seething	0.312	0.821	0.642	pua'a
segment	0.469	0.290	0.440	vaega
segregate	0.290	0.627	0.440	tuueseese
segregated	0.164	0.575	0.411	vavaeeseina
segregation	0.302	0.545	0.390	tuueseeseina
seismic	0.323	0.925	0.578	seismic
seize	0.656	0.644	0.673	pu'e
seizure	0.177	0.775	0.462	faoa faamalosi
seldom	0.323	0.379	0.287	seasea
select	0.615	0.406	0.602	filifili
selection	0.594	0.340	0.595	filifiliga
selective	0.612	0.347	0.706	filifili
selectman	0.552	0.547	0.609	tagata filifilia
selenium	0.469	0.408	0.336	seleni
self	0.704	0.370	0.500	oe lava
selfharm	0.350	0.620	0.407	faatiga ia te ia lava
selfish	0.061	0.637	0.495	manatu faapito
selfishness	0.200	0.686	0.453	manatu faapito
selfless	0.521	0.235	0.396	lē manatu faapito
selflove	0.854	0.630	0.661	alofa mo oe lava
selfworth	0.704	0.460	0.594	taua faaletagata lava ia
sell	0.618	0.608	0.605	fa'atau atu
seller	0.635	0.471	0.635	fa'atau
sellout	0.398	0.490	0.465	fa'atau
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantics
semaphore	0.552	0.374	0.598	semaphore
semblance	0.500	0.471	0.442	foliga
semen	0.500	0.755	0.471	su'a
semester	0.521	0.327	0.482	semesa
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semiotomatis
semicolon	0.378	0.255	0.318	semikona
seminal	0.459	0.413	0.566	semina
seminar	0.583	0.360	0.623	semina
seminary	0.594	0.367	0.589	seminare
semiotics	0.449	0.417	0.596	semiotics
senate	0.490	0.349	0.836	senate
senator	0.391	0.422	0.821	senatoa
send	0.663	0.480	0.537	auina atu
sender	0.542	0.449	0.509	auina atu
senescence	0.378	0.456	0.394	matua
senile	0.280	0.211	0.305	ua matua
senior	0.561	0.415	0.536	matua
seniority	0.408	0.427	0.602	tulaga sinia
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	lagona
sensational	0.938	0.827	0.858	mata'ina
sense	0.781	0.417	0.474	lagona
senseless	0.125	0.388	0.136	valea
senses	0.740	0.461	0.693	lagona
sensibility	0.583	0.423	0.448	lagona
sensible	0.625	0.454	0.312	mafaufau lelei
sensibly	0.786	0.337	0.396	ma le faautauta
sensitive	0.714	0.426	0.254	ma'ale'ale
sensitivity	0.750	0.417	0.395	maaleale
sensor	0.571	0.377	0.542	fa'alogo
sensory	0.583	0.480	0.442	lagona
sensual	0.730	0.790	0.642	tu'inanau
sensuality	0.844	0.840	0.632	tuinanau
sensuous	0.854	0.798	0.625	tu'inanau
sentence	0.625	0.265	0.548	faasalaga
sentencing	0.120	0.782	0.561	fa'asalaga
sentient	0.583	0.417	0.363	mafaufau
sentiment	0.765	0.451	0.639	lagona
sentimental	0.583	0.378	0.312	lagona
sentimentality	0.771	0.548	0.319	lagona
sentinel	0.531	0.602	0.845	leoleoga
sentry	0.470	0.547	0.684	leoleoga
separable	0.469	0.390	0.368	tuueseeseina
separate	0.240	0.514	0.349	tuueseese
separately	0.310	0.365	0.368	eseese
separation	0.198	0.592	0.409	tete'a
separatist	0.245	0.627	0.537	separatist
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sete
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	setu
sequel	0.650	0.480	0.574	fa'asologa
sequence	0.543	0.350	0.529	fa'asologa
sequent	0.531	0.423	0.591	fa'asologa
sequestered	0.160	0.863	0.427	tuliesea
sequestration	0.177	0.860	0.500	fa'atosina
serenade	0.875	0.570	0.491	serenade
serendipity	0.677	0.413	0.500	serendipity
serene	0.802	0.132	0.370	filemu
serenity	0.900	0.122	0.557	toafilemu
sergeant	0.408	0.600	0.833	satini
serial	0.469	0.350	0.472	fa'asologa
serialize	0.500	0.455	0.593	fa'asologa
series	0.622	0.431	0.420	fa'asologa
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	ogaoga
seriousness	0.439	0.365	0.750	ogaoga
sermon	0.417	0.507	0.615	lauga
serpent	0.115	0.696	0.679	gata
serpentine	0.576	0.646	0.329	gata
serrated	0.388	0.435	0.418	fa'au'au
serum	0.520	0.231	0.443	sua
servant	0.340	0.408	0.331	auauna
serve	0.622	0.400	0.384	auauna atu
server	0.656	0.356	0.536	server
service	0.684	0.408	0.535	auaunaga
serviceable	0.834	0.400	0.684	mafai ona tautua
servile	0.439	0.327	0.415	pologa
servitude	0.250	0.490	0.250	pologa
sesame	0.673	0.250	0.382	sesame
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	sauniga
sessions	0.646	0.578	0.650	sauniga
set	0.521	0.482	0.630	seti
setback	0.198	0.451	0.250	fa'aletonu
sett	0.560	0.413	0.500	seti
setter	0.541	0.455	0.473	fa'atonu
settle	0.833	0.520	0.772	nofoia
settled	0.521	0.510	0.473	nofoia
settlement	0.635	0.412	0.723	nofoia
settler	0.573	0.453	0.519	tagata nofoia
settlor	0.531	0.434	0.534	tagata nofoia
setup	0.667	0.398	0.635	seti
seven	0.672	0.265	0.373	fitu
seventeen	0.585	0.296	0.321	sefulu ma le fitu
seventh	0.500	0.245	0.288	tulaga fitu
seventy	0.625	0.353	0.446	fitu sefulu
sever	0.156	0.635	0.451	tipi
severable	0.406	0.451	0.398	mafai ona motusia
severally	0.719	0.298	0.600	ta'ito'atasi
severance	0.396	0.620	0.541	fa'amavae
severe	0.164	0.735	0.635	ogaoga
severely	0.219	0.673	0.700	ogaoga
severity	0.260	0.712	0.661	mamafa
sew	0.510	0.340	0.340	suisui
sewage	0.255	0.343	0.339	otaota vale
sewer	0.286	0.367	0.282	alavai
sewerage	0.208	0.450	0.198	alavai
sewing	0.625	0.337	0.356	su'isu'i
sex	0.803	0.939	0.704	feusuaiga
sexist	0.255	0.798	0.411	fa'afeusuaiga
sexual	0.584	0.959	0.640	feusuaiga
sexuality	0.670	0.898	0.657	fa'afeusuaiga
sexy	0.865	0.945	0.802	aulelei
shabby	0.235	0.519	0.259	leaga
shack	0.396	0.425	0.339	faleo'o
shackle	0.276	0.580	0.414	noanoa
shade	0.388	0.265	0.278	paolo
shades	0.490	0.300	0.380	paolo
shading	0.420	0.324	0.318	paolo
shadow	0.302	0.343	0.158	ata lafoia
shadowy	0.135	0.373	0.330	paolo
shady	0.323	0.509	0.375	paolo
shaft	0.549	0.275	0.472	fua
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	palafu
shake	0.439	0.689	0.539	lulu
shakedown	0.286	0.692	0.481	luluina
shaken	0.344	0.657	0.333	luluina
shaker	0.520	0.728	0.518	lulu
shaking	0.275	0.849	0.255	lulu
shaky	0.260	0.734	0.223	tetete
shall	0.510	0.385	0.412	tatau
shallow	0.427	0.298	0.351	papa'u
shallows	0.388	0.368	0.368	papa'u
sham	0.354	0.602	0.395	pepelo
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	malepelepe
shame	0.060	0.670	0.155	maasiasi
shamed	0.135	0.567	0.218	maasiasi
shameful	0.040	0.680	0.264	maasiasi
shameless	0.274	0.713	0.407	lē mā
shampoo	0.604	0.180	0.250	shampoo
shanghai	0.551	0.450	0.509	Shanghai
shank	0.530	0.393	0.286	vae
shanty	0.427	0.459	0.255	fale mautotogi
shape	0.592	0.240	0.422	foliga
shapely	0.771	0.441	0.830	fa'alelei
shard	0.388	0.407	0.426	fasimea
share	0.759	0.548	0.545	faasoa
shareholder	0.656	0.632	0.915	tagata fai sea
sharing	0.827	0.462	0.545	fetufaaiga
shark	0.260	0.845	0.596	malie
sharp	0.459	0.585	0.585	ma'ai
sharpen	0.582	0.694	0.611	faamaai
sharpened	0.573	0.647	0.727	faamaai
sharpener	0.532	0.435	0.327	fa'ama'ai
sharpness	0.729	0.385	0.653	maai
sharpshooter	0.240	0.929	0.764	tagata fana
shatter	0.108	0.821	0.464	malepelepe
shattered	0.097	0.806	0.309	malepelepe
shattering	0.135	0.760	0.475	malepelepe
shave	0.521	0.410	0.480	tafi
shaver	0.418	0.450	0.392	sele fulufulu
shaving	0.500	0.469	0.353	tafi
shawl	0.720	0.365	0.230	pulupulu
sheaf	0.396	0.387	0.456	fusi saito
shear	0.286	0.647	0.388	sele
shears	0.429	0.527	0.254	seleulu
sheath	0.460	0.314	0.342	faaofuofu
sheathing	0.378	0.480	0.642	fa'aofuofu
shed	0.427	0.402	0.470	falefa'ato'aga
sheen	0.812	0.510	0.712	pupula
sheep	0.604	0.206	0.161	mamoe
sheepdog	0.684	0.442	0.529	maile mamoe
sheepish	0.326	0.441	0.205	fa'afefeteina
sheer	0.604	0.250	0.481	matua'i
sheet	0.439	0.174	0.302	laupepa
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	fata
shell	0.615	0.408	0.391	atigi
shellfish	0.594	0.412	0.393	figota
shelling	0.337	0.917	0.773	ati'ina
shelter	0.704	0.229	0.569	malutaga
sheltered	0.590	0.377	0.717	malutia
shelters	0.582	0.333	0.482	fale puipui
shelved	0.306	0.166	0.321	fa'asalaina
shepherd	0.656	0.304	0.610	leoleo mamoe
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	leoleo
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	talita
shift	0.479	0.610	0.491	sifi
shifting	0.518	0.548	0.546	fesuia'i
shifty	0.365	0.687	0.483	fe'avea'i
shilling	0.521	0.342	0.430	seleni
shimmer	0.745	0.562	0.656	pupula
shimmering	0.844	0.648	0.904	feilafi
shimmy	0.478	0.476	0.462	fa'afefete
shin	0.459	0.500	0.231	ivi
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	susulu
shiner	0.740	0.510	0.556	susulu
shingle	0.510	0.200	0.410	sipa
shining	0.885	0.673	0.812	susulu
shiny	0.885	0.604	0.787	iila
ship	0.646	0.500	0.439	vaa
shipment	0.582	0.440	0.452	uta
shipping	0.622	0.327	0.443	felauaiga
shipshape	0.594	0.480	0.474	foliga vaa
shipwreck	0.268	0.768	0.373	malepelepe
shipyard	0.398	0.583	0.595	fale va'a
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	ofutino
shit	0.000	0.678	0.294	leaga
shitday	0.281	0.658	0.390	aso leaga
shitfaced	0.214	0.695	0.380	fa'aleaga
shithead	0.120	0.645	0.302	ulavale
shitless	0.271	0.545	0.333	le ulavale
shitload	0.020	0.606	0.161	uta leaga
shittest	0.076	0.673	0.232	sili ona leaga
shitty	0.020	0.679	0.163	ulavale
shiver	0.260	0.765	0.236	tetete
shivering	0.122	0.663	0.373	tetete
shoals	0.396	0.408	0.375	va'a
shock	0.286	0.821	0.453	te'i
shocked	0.292	0.773	0.375	te'i
shocker	0.235	0.804	0.616	faate'ia
shocking	0.378	0.853	0.833	faate'ia
shockingly	0.510	0.924	0.721	fa'ate'ia
shoddy	0.082	0.463	0.179	leaga
shoe	0.517	0.225	0.288	seevae
shoelace	0.396	0.280	0.307	manoa seevae
shoemaker	0.396	0.269	0.491	fai seevae
shoes	0.729	0.324	0.210	seevae
shoeshine	0.392	0.387	0.325	seevae seevae
shook	0.163	0.759	0.509	luluina
shoot	0.092	0.926	0.625	fana
shooter	0.224	0.814	0.774	tagata fana
shooting	0.276	0.931	0.602	fana
shootout	0.080	0.927	0.615	fana
shop	0.725	0.632	0.565	faleoloa
shopkeeper	0.677	0.510	0.730	fa'atauoloa
shoplifter	0.167	0.830	0.500	faomea
shoplifting	0.152	0.833	0.441	gaoi i faleoloa
shopper	0.646	0.615	0.741	tagata fa'atau
shopping	0.915	0.445	0.630	faatauga
shore	0.542	0.304	0.204	matafaga
shoreline	0.677	0.296	0.529	matafaga
shorn	0.396	0.415	0.400	seleina
short	0.184	0.264	0.237	puupuu
short story	0.697	0.321	0.348	tala puupuu
shortage	0.094	0.455	0.198	le lava
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	faaletonu
shortcut	0.594	0.308	0.426	ala pupuu
shorten	0.302	0.382	0.460	faapuupuu
shortening	0.286	0.333	0.385	faapuupuu
shorthand	0.459	0.450	0.461	fa'apuupuu
shortly	0.582	0.310	0.360	lata mai
shortness	0.459	0.280	0.272	pupuu
shorts	0.622	0.481	0.287	pupuu
shortstop	0.418	0.529	0.450	taofi pupuu
shortwave	0.460	0.271	0.368	galupuu
shot	0.144	0.750	0.569	fana
shotgun	0.200	0.868	0.684	fana fana
shoulder	0.562	0.286	0.406	tauau
shout	0.229	0.925	0.444	alaga
shove	0.306	0.690	0.602	tulei
shovel	0.427	0.308	0.267	suo
shoveling	0.265	0.620	0.537	suo
show	0.673	0.771	0.719	fa'aali
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	va'a fa'aali
showcase	0.521	0.255	0.415	fa'aaliga
showdown	0.302	0.950	0.692	fa'ailoga
shower	0.669	0.346	0.336	ta'ele
showgirl	0.633	0.694	0.481	teine fa'aali
showing	0.622	0.540	0.491	fa'aali
showoff	0.344	0.598	0.463	fia iloa
showroom	0.740	0.441	0.536	potu fa'aali
showy	0.698	0.657	0.661	fa'alialiavale
shrapnel	0.240	0.740	0.681	ma'ai
shred	0.224	0.750	0.627	tipi
shrew	0.306	0.463	0.390	ma'i
shrewd	0.551	0.673	0.816	poto
shriek	0.459	0.827	0.491	'e'ē
shrill	0.312	0.721	0.640	fa'agogo
shrimp	0.571	0.361	0.425	ula
shrine	0.802	0.255	0.574	malumalu
shrink	0.385	0.453	0.272	fa'aitiiti
shrinking	0.190	0.400	0.217	fa'aitiiti
shrivel	0.160	0.409	0.143	matutu
shroud	0.417	0.457	0.389	ufiufi
shrub	0.531	0.340	0.340	vao
shrubbery	0.490	0.267	0.332	vao
shrug	0.208	0.296	0.278	fa'amimigi
shrunk	0.163	0.354	0.218	fa'aitiiti
shrunken	0.500	0.373	0.221	fa'aitiiti
shudder	0.344	0.791	0.559	gatete
shuddering	0.302	0.802	0.638	gatete
shuffle	0.459	0.450	0.556	fa'afefete
shuffleboard	0.531	0.459	0.377	laupapa fa'asusu
shuffling	0.521	0.408	0.293	fa'afefeteina
shun	0.418	0.604	0.389	alo ese
shunned	0.271	0.464	0.367	'alo'ese
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	tapuni
shutdown	0.173	0.367	0.418	tapuni i lalo
shuteye	0.521	0.430	0.431	tapuni
shutit	0.281	0.442	0.480	tapuni
shutter	0.191	0.380	0.482	tapuni
shuttle	0.531	0.591	0.547	fe'avea'i
shutup	0.333	0.560	0.491	tapuni loa
shy	0.280	0.153	0.132	matamuli
shyness	0.312	0.265	0.246	matamuli
shyster	0.292	0.567	0.424	matamuli
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	uso
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	ma'i
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	ma'i
sickening	0.074	0.618	0.259	ma'i
sickle	0.427	0.585	0.370	selesaito
sickly	0.188	0.550	0.191	ma'i
sickness	0.094	0.704	0.288	ma'i
side	0.439	0.288	0.395	itu
sidearm	0.410	0.474	0.500	alofilima
sidebar	0.469	0.364	0.405	itufa'ailoga
sideboard	0.590	0.259	0.426	laupapa pito i tua
sideburns	0.777	0.327	0.308	pito pito
sidecar	0.552	0.449	0.500	ta'avale ta'avale
sidekick	0.602	0.439	0.509	tua'oi
sideline	0.440	0.382	0.517	pito i tua
sideshow	0.458	0.594	0.658	fa'aaliga
sidestep	0.378	0.559	0.407	la'asaga
sidewalk	0.479	0.192	0.348	ala savali
sideways	0.788	0.245	0.291	i autafa
sidewinder	0.500	0.500	0.439	fa'ata'ita'i
siege	0.271	0.750	0.567	vagaia
siesta	0.740	0.046	0.295	malolo
sieve	0.459	0.250	0.333	faamama
sift	0.542	0.412	0.461	lulu
sifting	0.571	0.469	0.474	su'ega
sigh	0.469	0.387	0.273	mapuea
sight	0.684	0.250	0.528	vaai
sighting	0.582	0.560	0.627	va'aiga
sightseeing	0.875	0.552	0.697	maimoaga
sigma	0.490	0.472	0.535	fa'ailoga
sign	0.620	0.481	0.397	fa'ailoga
signal	0.615	0.417	0.464	faailoilo
signature	0.570	0.422	0.657	saini
significance	0.820	0.460	0.644	taua
significant	0.827	0.649	0.786	taua
signification	0.583	0.337	0.530	fa'ailoga
signify	0.453	0.422	0.634	faailoa
signpost	0.510	0.400	0.446	fa'ailoga
silence	0.438	0.200	0.223	filemu
silencer	0.417	0.356	0.482	fa'alologo
silent	0.469	0.125	0.280	filemu
silently	0.448	0.185	0.306	le leoa
silhouette	0.582	0.410	0.288	ata
silicon	0.439	0.448	0.445	silikoni
silicone	0.480	0.340	0.333	silikoni
silk	0.760	0.115	0.300	silika
silken	0.730	0.265	0.394	silika
silky	0.802	0.397	0.271	silika
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	faavalevalea
silly	0.384	0.349	0.161	faavalevalea
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	palapala
silver	0.684	0.451	0.615	siliva
silverware	0.663	0.365	0.409	mea siliva
silvery	0.543	0.460	0.517	siliva
similar	0.562	0.250	0.423	tutusa
similarity	0.729	0.255	0.518	tutusa
simile	0.615	0.363	0.464	fa'atusa
simmer	0.650	0.293	0.393	fa'afefete
simmering	0.382	0.613	0.412	fa'afefeteina
simple	0.653	0.130	0.314	faigofie
simples	0.724	0.240	0.263	faigofie
simpleton	0.429	0.144	0.358	faigofieton
simplicity	0.667	0.250	0.337	faigofie
simplify	0.565	0.347	0.602	fa'afaigofie
simplistic	0.490	0.245	0.391	faigofie
simply	0.535	0.148	0.393	faigofie
simulate	0.551	0.375	0.417	fa'atusa
simulated	0.500	0.461	0.356	fa'atusa
simulating	0.552	0.462	0.481	fa'atusa
simulation	0.552	0.574	0.567	fa'ata'ita'iga
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	fa'atasi
simultaneously	0.656	0.490	0.609	i le taimi e tasi
sin	0.177	0.712	0.449	agasala
sincere	0.918	0.265	0.725	faamaoni
sincerity	0.908	0.351	0.686	faamaoni
sinful	0.143	0.788	0.417	agasala
sing	0.858	0.606	0.420	pese
singer	0.802	0.735	0.628	tagata pese
singing	0.885	0.594	0.528	pesega
single	0.291	0.354	0.259	nofofua
singly	0.553	0.354	0.466	ta'ito'atasi
singular	0.610	0.302	0.482	tutasi
singularity	0.582	0.348	0.654	tutasi
singularly	0.571	0.330	0.527	fa'atasi
sinister	0.125	0.896	0.581	amio leaga
sink	0.375	0.439	0.322	goto
sinker	0.302	0.557	0.538	goto
sinking	0.135	0.439	0.342	goto
sinner	0.237	0.667	0.356	tagata agasala
sinning	0.170	0.700	0.422	agasala
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	miti
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	mitiina
sir	0.622	0.306	0.778	lau susuga
sire	0.854	0.452	0.808	alii
siren	0.570	0.627	0.500	fa'alogona
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	tuafafine
sister	0.916	0.324	0.562	tuafafine
sisterhood	0.837	0.415	0.696	usoga
sit	0.561	0.230	0.368	nofo
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	nofoaga
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	fa'anofo
sitting	0.561	0.146	0.353	nofonofo
situate	0.510	0.310	0.483	tulaga
situated	0.542	0.231	0.543	tu'u
situation	0.531	0.387	0.600	tulaga
six	0.500	0.154	0.271	ono
sixpence	0.469	0.417	0.463	onopene
sixteen	0.583	0.290	0.324	sefulu ma le ono
sixth	0.521	0.275	0.366	tulaga ono
sixty	0.694	0.240	0.433	ono sefulu
sizable	0.727	0.337	0.657	tele
size	0.531	0.336	0.569	tele
sizzle	0.427	0.704	0.368	osooso
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	faasee
skateboard	0.677	0.550	0.353	laupapa faasee
skater	0.633	0.774	0.652	tagata faasee
skating	0.745	0.673	0.435	faasee
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	sketi
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	auivi
skeleton	0.183	0.464	0.343	auivi
skeptic	0.135	0.440	0.500	masalosalo
skeptical	0.207	0.500	0.452	masalosalo
skepticism	0.229	0.480	0.582	masalosalo
sketch	0.704	0.276	0.420	ata tusi
sketching	0.729	0.327	0.400	tusi ata
sketchy	0.333	0.479	0.241	fa'ailoga
skewed	0.340	0.480	0.361	fa'afefe
skewer	0.470	0.365	0.457	liuliu
ski	0.684	0.670	0.471	faasee
skid	0.357	0.640	0.440	faasee
skier	0.802	0.788	0.639	tagata faasee
skiff	0.479	0.375	0.472	va'a
skiing	0.823	0.824	0.620	faasee
skijump	0.635	0.647	0.482	oso faasee
skill	0.847	0.701	0.833	tomai
skilled	0.886	0.614	0.929	tomai
skillet	0.510	0.296	0.345	apa
skillful	0.802	0.616	0.908	tomai
skim	0.418	0.328	0.322	fa'amama
skimpy	0.302	0.349	0.208	fa'atauva'a
skin	0.569	0.350	0.395	pa'u
skinny	0.333	0.333	0.298	paee
skip	0.458	0.804	0.439	faamisi
skipper	0.440	0.577	0.692	kapeteni
skirmish	0.290	0.640	0.474	fa'asagatau
skirt	0.602	0.463	0.226	sakete
skirting	0.449	0.529	0.386	fa'alavalava
skirts	0.622	0.538	0.241	sakete
skit	0.438	0.434	0.421	tala fa'atusa
skittish	0.156	0.815	0.172	fa'atauva'a
skull	0.276	0.558	0.574	ulupoo
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	lagi
skylight	0.708	0.314	0.343	malamalama fa'alelei
skyline	0.592	0.412	0.662	lagi
skyscraper	0.622	0.696	0.798	fale maualuluga
slab	0.398	0.265	0.264	mafolafola
slack	0.521	0.283	0.446	paie
slag	0.266	0.600	0.254	ma'a
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	fa'ama'i
slander	0.184	0.604	0.454	taufaaleaga
slanderous	0.057	0.800	0.337	taufaaleaga
slang	0.479	0.418	0.491	gagana tautala
slant	0.469	0.396	0.536	fa'ase'e
slap	0.100	0.804	0.518	pati
slash	0.260	0.500	0.509	tipi
slashes	0.330	0.328	0.410	fa'asalaina
slate	0.531	0.283	0.431	ma'a
slates	0.500	0.270	0.342	papatusi
slaughter	0.052	0.953	0.602	fasia
slaughterhouse	0.146	0.794	0.472	fale fasimanu
slaughtering	0.133	0.947	0.714	fasia
slave	0.171	0.795	0.151	pologa
slavery	0.052	0.783	0.218	pologa
slay	0.133	0.920	0.585	fasioti
slayer	0.041	0.930	0.661	fasioti tagata
sleaze	0.312	0.538	0.405	mata'utia
sleazy	0.292	0.674	0.370	fa'avalevalea
sled	0.635	0.547	0.446	faase'e
sledding	0.625	0.547	0.422	faasee
sledge	0.646	0.500	0.361	fa'ase'e
sledgehammer	0.449	0.479	0.482	samala
sleek	0.750	0.484	0.643	fa'alelei
sleep	0.719	0.090	0.339	moe
sleeper	0.640	0.154	0.254	tagata moe
sleeping	0.704	0.091	0.312	moe
sleepless	0.213	0.410	0.207	leai se moe
sleeplessness	0.104	0.604	0.202	le moe
sleepover	0.815	0.519	0.340	moe
sleepy	0.604	0.125	0.250	moe
sleepyhead	0.327	0.350	0.294	ulu moe
sleet	0.410	0.355	0.395	savili
sleeve	0.531	0.270	0.273	lima lima
