English Word	Valence	Arousal	Dominance	Maori Word
programmer	0.562	0.426	0.759	kaihātaka
programming	0.600	0.435	0.732	hōtaka
progress	0.880	0.642	0.877	te ahunga whakamua
progression	0.740	0.562	0.800	ahu whakamua
progressive	0.755	0.606	0.810	ahu whakamua
prohibit	0.167	0.758	0.537	rāhuitia
prohibited	0.115	0.770	0.482	rāhuitia
prohibition	0.204	0.684	0.568	te aukati
prohibitive	0.156	0.667	0.585	aukati
project	0.725	0.462	0.853	kaupapa
projectile	0.276	0.865	0.774	kaupapa
projectiles	0.250	0.848	0.868	kaupapa
projecting	0.635	0.564	0.786	matapae
projection	0.708	0.500	0.731	matapaetanga
projector	0.573	0.491	0.711	pūwhitiwhiti
proletarian	0.385	0.500	0.426	proletarian
proletariat	0.404	0.548	0.600	proletariat
prolific	0.625	0.550	0.604	whai hua
prologue	0.571	0.392	0.546	kupu whakataki
prolong	0.573	0.567	0.535	whakaroa
prolongation	0.542	0.536	0.675	whakaroa
prolonged	0.406	0.453	0.560	whakaroa
prom	0.527	0.440	0.404	prom
promenade	0.837	0.444	0.425	haere haere
prominence	0.706	0.590	0.796	hiranga
prominent	0.676	0.627	0.779	rongonui
prominently	0.771	0.633	0.831	tino nui
promiscuity	0.219	0.960	0.396	moepuku
promiscuous	0.214	0.800	0.436	moepuku
promise	0.823	0.500	0.704	kupu whakaari
promising	0.791	0.549	0.858	kupu whakaari
promissory	0.571	0.551	0.593	kupu taurangi
promo	0.602	0.551	0.614	whakatairanga
promontory	0.500	0.497	0.542	taupaepae
promote	0.830	0.596	0.853	whakatairanga
promoter	0.646	0.573	0.817	kaiwhakatairanga
promotion	0.906	0.755	0.769	whakatairanga
promotional	0.840	0.646	0.679	whakatairanga
prompt	0.602	0.548	0.582	tere
prompting	0.587	0.423	0.571	akiaki
promulgate	0.511	0.433	0.678	panui
promulgation	0.602	0.529	0.651	panuitanga
prone	0.415	0.434	0.454	tūhonohono
prong	0.367	0.244	0.293	poronga
pronounce	0.653	0.520	0.563	whakahua
pronounced	0.670	0.551	0.694	whakahua
pronouncement	0.662	0.567	0.750	whakapuakanga
pronto	0.646	0.500	0.468	pronto
pronunciation	0.531	0.431	0.588	whakahua
proof	0.438	0.509	0.619	tohu
prop	0.510	0.427	0.436	tautoko
propaganda	0.521	0.651	0.618	whakatö
propagate	0.561	0.609	0.630	whakawhänui
propagation	0.354	0.712	0.648	whakatipuranga
propane	0.346	0.473	0.436	propane
propel	0.750	0.786	0.804	turaki
propelled	0.633	0.736	0.731	panaia
propeller	0.479	0.569	0.482	poroporoaki
propelling	0.602	0.770	0.824	akiaki
propensity	0.521	0.462	0.660	te hiahia
proper	0.796	0.312	0.757	tika
property	0.740	0.221	0.805	taonga
prophecy	0.747	0.692	0.750	poropititanga
prophesy	0.673	0.538	0.682	poropiti
prophet	0.673	0.462	0.774	poropiti
prophetic	0.688	0.586	0.796	poropiti
prophylactic	0.510	0.491	0.527	whakararu
prophylaxis	0.292	0.404	0.647	aukati
proportion	0.541	0.462	0.518	ōwehenga
proportional	0.729	0.380	0.621	taurite
proportionate	0.704	0.370	0.670	riterite
proportions	0.625	0.430	0.500	ōwehenga
proposal	0.888	0.667	0.596	tono
propose	0.604	0.720	0.710	tuku
proposition	0.627	0.750	0.565	whakaaro
proprietary	0.771	0.278	0.814	rangatira
proprietor	0.735	0.480	0.843	rangatira
proprietorship	0.667	0.441	0.807	te mana rangatira
propriety	0.823	0.273	0.798	tika
propulsion	0.615	0.773	0.644	whakanekeneke
prose	0.542	0.274	0.436	poroporoaki
prosecute	0.479	0.587	0.769	hamene
prosecution	0.245	0.857	0.647	whakawakanga
prosecutor	0.450	0.491	0.796	kaiwhiu
prospect	0.733	0.442	0.698	tirohanga
prospection	0.594	0.633	0.640	tirohanga
prospective	0.678	0.500	0.717	matakite
prospectively	0.760	0.620	0.679	matakite
prospector	0.573	0.651	0.640	kaitirotiro
prospectus	0.612	0.558	0.873	matakite
prosper	0.935	0.633	0.857	kake
prosperity	0.917	0.600	0.860	oranga
prosperous	0.948	0.627	0.890	whai rawa
prostate	0.323	0.510	0.438	repeure
prosthetic	0.340	0.464	0.426	takakau
prostitute	0.167	0.860	0.427	wahine kairau
prostitution	0.125	0.843	0.475	moepuku
prostrate	0.276	0.402	0.295	takoto
protagonist	0.765	0.704	0.877	protagonist
protect	0.823	0.714	0.791	tiaki
protected	0.854	0.378	0.709	tiakina
protecting	0.878	0.558	0.832	tiaki
protection	0.863	0.530	0.664	whakamarumaru
protective	0.844	0.459	0.860	whakamarumaru
protector	0.779	0.360	0.824	kaitiaki
protein	0.750	0.337	0.654	pūmua
protest	0.140	0.889	0.596	mautohe
protocol	0.178	0.500	0.786	kawa
proton	0.458	0.415	0.491	proton
prototype	0.673	0.330	0.657	tauira
protozoa	0.350	0.452	0.402	protozoa
protracted	0.592	0.509	0.580	whakaroa
protrude	0.704	0.627	0.753	putake
protrusion	0.354	0.670	0.510	toronga
proud	0.906	0.700	0.873	whakakake
prove	0.583	0.520	0.566	whakamatauria
proven	0.724	0.311	0.611	whakamatauria
proverb	0.714	0.260	0.518	whakatauki
proverbial	0.583	0.430	0.697	whakatauki
provide	0.833	0.517	0.704	whakarato
provided	0.871	0.353	0.648	whakaratohia
providence	0.603	0.337	0.755	manaakitanga
provider	0.751	0.494	0.750	kaiwhakarato
providing	0.816	0.550	0.896	whakarato
province	0.714	0.255	0.471	kawanatanga
provincial	0.645	0.341	0.481	porowini
provision	0.750	0.450	0.692	whakaratonga
provisional	0.531	0.539	0.364	noho noa
provisionally	0.570	0.470	0.461	mohoa noa
provisions	0.670	0.510	0.642	whakaritenga
proviso	0.418	0.406	0.569	whakaritenga
provocation	0.210	0.893	0.705	whakapataritari
provocative	0.438	0.814	0.684	whakapataritari
provoke	0.300	0.871	0.735	whakapataritari
provoked	0.271	0.676	0.528	whakapataritari
provoking	0.338	0.920	0.717	whakapataritari
provost	0.480	0.474	0.464	whakapataritari
prowess	0.792	0.657	0.833	toa
prowl	0.312	0.542	0.396	kopikopiko
prowler	0.375	0.608	0.509	kaihoroi
proximal	0.541	0.460	0.562	pātata
proximate	0.667	0.433	0.519	pātata
proximity	0.677	0.508	0.569	tata
proxy	0.521	0.408	0.520	takawaenga
prude	0.327	0.410	0.333	hianga
prudence	0.781	0.284	0.679	tupato
prudent	0.706	0.250	0.657	whai whakaaro
prune	0.531	0.311	0.382	tapatapahi
pruning	0.265	0.302	0.310	tapahi
pry	0.406	0.482	0.500	tukituki
prying	0.385	0.647	0.547	te hopu
psalm	0.688	0.224	0.557	himene
psalms	0.602	0.252	0.534	waiata
pseudo	0.367	0.389	0.282	pseudo
pseudonym	0.500	0.398	0.423	pseudonyming
psi	0.429	0.454	0.449	psi
psoriasis	0.125	0.674	0.330	psoriasis
psych	0.480	0.500	0.526	hinengaro
psyche	0.427	0.375	0.435	hinengaro
psychedelic	0.450	0.630	0.482	hinengaro
psychiatric	0.210	0.616	0.525	hinengaro
psychiatrist	0.489	0.627	0.765	tohunga hinengaro
psychiatry	0.191	0.663	0.698	hinengaro
psychic	0.490	0.559	0.726	hinengaro
psychical	0.500	0.500	0.811	hinengaro
psychics	0.490	0.529	0.692	hinengaro
psycho	0.039	0.922	0.560	hinengaro
psychoanalysis	0.438	0.490	0.741	rangahau hinengaro
psychoanalyst	0.343	0.600	0.738	kaimätai hinengaro
psychobabble	0.363	0.602	0.543	mahi hinengaro
psychological	0.406	0.449	0.660	hinengaro
psychologist	0.375	0.308	0.658	kaimātai hinengaro
psychology	0.561	0.396	0.726	hinengaro
psychopath	0.040	0.943	0.536	mate hinengaro
psychopathic	0.077	0.918	0.508	mate hinengaro
psychosis	0.167	0.859	0.312	mate hinengaro
psychosomatic	0.250	0.580	0.473	hinengaro
psychotherapy	0.396	0.547	0.651	whakamaarama hinengaro
psychotic	0.198	0.856	0.474	hinengaro
pterodactyl	0.354	0.716	0.625	pterodactyl
ptsd	0.373	0.520	0.346	ptsd
pub	0.592	0.637	0.446	pāparakāuta
puberty	0.552	0.786	0.504	pakeketanga
pubes	0.490	0.513	0.349	pubes
pubescent	0.550	0.570	0.455	te pakeketanga
pubic	0.406	0.570	0.509	karekau
public	0.592	0.510	0.664	tūmatanui
publication	0.549	0.470	0.600	whakaputanga
publicist	0.562	0.531	0.676	purongo
publicity	0.590	0.622	0.679	panuitanga
publicly	0.740	0.481	0.632	i mua i te iwi
publicspeaking	0.448	0.917	0.632	whaikōrero
publish	0.714	0.547	0.603	whakaputa
published	0.667	0.429	0.570	whakaputaina
publisher	0.571	0.392	0.691	kaiwhakaputa
publishing	0.708	0.615	0.660	te whakaputa
puck	0.398	0.490	0.349	peke
pucker	0.327	0.427	0.315	pupuhi
pudding	0.750	0.255	0.202	purini
puddle	0.396	0.302	0.298	puna wai
pudgy	0.310	0.428	0.300	pūkeka
puff	0.531	0.367	0.260	pupuhi
puffing	0.396	0.612	0.375	pupuhi
puffy	0.333	0.540	0.387	pupuhi
pug	0.600	0.298	0.462	pug
puke	0.204	0.545	0.292	puke
pull	0.450	0.685	0.473	toia
pulley	0.480	0.333	0.413	wīra
pullover	0.657	0.340	0.439	pullover
pulmonary	0.276	0.471	0.544	pūkahukahu
pulp	0.469	0.231	0.324	penupenu
pulpit	0.469	0.449	0.517	terono
pulsar	0.490	0.500	0.618	pukoro
pulsation	0.448	0.567	0.585	te pupuhi
pulse	0.507	0.412	0.492	pupuhi
puma	0.615	0.704	0.561	puma
pump	0.417	0.882	0.681	papua
pumped	0.615	0.700	0.528	maminga
pumpkin	0.539	0.177	0.355	paukena
pun	0.653	0.529	0.457	punua
punch	0.229	0.787	0.608	pupuhi
punched	0.188	0.634	0.452	werohia
punching	0.332	0.915	0.623	patupatua
punchy	0.520	0.618	0.745	pupuhi
punctual	0.745	0.337	0.636	whai wā
punctuality	0.810	0.406	0.758	te wā
punctually	0.760	0.380	0.728	tika
punctuation	0.561	0.385	0.592	tohu tohu
puncture	0.198	0.777	0.420	werohanga
pundit	0.644	0.582	0.833	tohunga
pungent	0.347	0.755	0.535	kawa
punish	0.061	0.808	0.610	whiu
punishable	0.198	0.588	0.433	ka whiua
punished	0.177	0.735	0.481	whiua
punishing	0.094	0.898	0.471	whakawhiu
punishment	0.083	0.825	0.536	whiunga
punitive	0.281	0.576	0.605	whakawhiu
punk	0.429	0.630	0.358	punk
punt	0.365	0.480	0.393	punt
puny	0.312	0.324	0.135	pakupaku
pup	0.755	0.427	0.302	pupi
pupil	0.729	0.406	0.368	tauira
puppet	0.459	0.433	0.298	karetao
puppeteer	0.337	0.491	0.390	karetao
puppy	0.908	0.461	0.324	kurī
purchase	0.625	0.500	0.616	hokonga
purchaser	0.510	0.549	0.673	kaihoko
purchasing	0.667	0.653	0.661	hokonga
pure	0.811	0.306	0.652	parakore
purebliss	0.625	0.451	0.526	parakore
puree	0.708	0.255	0.208	puree
purely	0.684	0.441	0.536	parakore
purgatory	0.255	0.705	0.413	Purgatori
purge	0.125	0.566	0.327	purea
purification	0.847	0.452	0.774	purenga
purify	0.823	0.304	0.746	purea
purist	0.625	0.418	0.575	purepure
purity	0.823	0.205	0.712	mā
purple	0.700	0.298	0.330	papura
purport	0.663	0.377	0.684	whakaaro
purpose	0.800	0.534	0.782	kaupapa
purposely	0.646	0.706	0.703	ma te whakaaro
purr	0.604	0.460	0.302	purr
purring	0.748	0.330	0.271	tangi
purse	0.656	0.176	0.306	putea
pursuance	0.552	0.500	0.559	whainga
pursue	0.417	0.783	0.536	whaia
pursuing	0.483	0.906	0.690	whai
pursuit	0.643	0.453	0.617	whaia
purveyor	0.643	0.480	0.843	kaituku
purview	0.635	0.480	0.681	whainga
pus	0.135	0.431	0.226	pana
push	0.417	0.608	0.524	pana
pusher	0.323	0.828	0.585	panaia
pushing	0.396	0.644	0.731	pana
pushover	0.347	0.558	0.375	whakakorikori
pushy	0.080	0.906	0.741	pukumahi
puss	0.306	0.582	0.236	puku
pussy	0.323	0.759	0.409	topanga
pussycat	0.541	0.290	0.196	ngongo
put	0.520	0.398	0.510	hoatu
putative	0.510	0.480	0.410	putative
putrid	0.146	0.620	0.385	pirau
puts	0.428	0.407	0.369	whakatakoto ana
putt	0.480	0.500	0.418	putt
putter	0.371	0.394	0.381	kaipatu
putty	0.438	0.304	0.314	putty
puzzle	0.537	0.471	0.525	panga
puzzled	0.204	0.500	0.272	pohehe
puzzling	0.296	0.644	0.353	pohehe
pygmy	0.357	0.373	0.317	pygmy
pylon	0.417	0.288	0.370	pylon
pyramid	0.740	0.390	0.635	tara
pyramidal	0.613	0.385	0.600	taratara
pyrotechnics	0.561	0.821	0.532	pyrotechnics
python	0.219	0.618	0.618	python
quack	0.530	0.451	0.625	karekau
quad	0.520	0.441	0.391	tapawhā
quadrangle	0.458	0.589	0.573	tapawhā
quadrant	0.500	0.269	0.482	hauwhā
quadratic	0.430	0.385	0.471	tapawhā
quadrature	0.458	0.363	0.472	tapawhā
quadruple	0.510	0.400	0.589	tapawhā
quadrupole	0.450	0.425	0.386	tapawhā
quagmire	0.318	0.480	0.413	kohuru
quail	0.500	0.318	0.287	koitareke
quaint	0.625	0.463	0.474	tauhou
quake	0.110	0.824	0.672	ru
qualifications	0.776	0.576	0.750	tohu tohu
qualified	0.760	0.520	0.815	whai tohu
qualify	0.730	0.594	0.520	tohu
qualifying	0.788	0.577	0.789	tohu tohu
qualities	0.844	0.510	0.731	kounga
quality	0.896	0.443	0.852	kounga
quandary	0.208	0.575	0.422	raruraru
quantify	0.719	0.459	0.721	ine
quantitative	0.604	0.460	0.667	ine
quantitatively	0.510	0.491	0.713	ine
quantity	0.520	0.472	0.783	rahinga
quantum	0.704	0.500	0.600	quantum
quarantine	0.160	0.577	0.589	taratahi
quarrel	0.112	0.929	0.496	ngangare
quarry	0.378	0.426	0.450	keri
quart	0.439	0.265	0.436	hauwhā
quarter	0.568	0.296	0.509	hauwhā
quarterback	0.677	0.726	0.767	tuawha
quartered	0.296	0.870	0.395	hauwhā
quarterly	0.604	0.380	0.448	ia toru marama
quartermaster	0.551	0.580	0.661	rangatira hauwhā
quarters	0.510	0.412	0.480	hauwhā
quartet	0.479	0.377	0.472	hauwhā
quartile	0.438	0.445	0.445	hauwhā
quarto	0.458	0.396	0.393	hauwhā
quartz	0.704	0.292	0.481	kiripaka
quash	0.271	0.689	0.518	whakakore
quasi	0.510	0.343	0.330	ahua
quaternary	0.491	0.370	0.509	hauwhā
quay	0.542	0.209	0.442	kuao
queasiness	0.230	0.594	0.135	matewai
queasy	0.250	0.587	0.225	matewai
queen	0.875	0.692	0.860	kuini
quell	0.388	0.696	0.434	tinei
quench	0.385	0.344	0.333	tinei
query	0.521	0.420	0.467	uiui
quest	0.643	0.716	0.545	rapunga
question	0.510	0.410	0.509	pātai
questionable	0.268	0.551	0.365	patai
questioning	0.438	0.696	0.509	patapatai
questionnaire	0.385	0.327	0.606	uiuinga
queue	0.458	0.344	0.365	tūtira
queues	0.385	0.479	0.269	tūtira
quibble	0.312	0.685	0.466	whakawiri
quiche	0.500	0.456	0.396	quiche
quick	0.704	0.755	0.750	tere
quicken	0.686	0.750	0.799	whakahohoro
quickie	0.600	0.700	0.431	tere
quickly	0.784	0.850	0.636	tere
quickness	0.774	0.635	0.740	tere
quicksand	0.219	0.740	0.508	kirikiri
quicksilver	0.417	0.441	0.529	hiraka tere
quid	0.479	0.378	0.327	quid
quiescent	0.500	0.160	0.305	wahangu
quiet	0.792	0.105	0.431	ata noho
quietly	0.561	0.125	0.321	marie
quill	0.521	0.216	0.263	quill
quilt	0.643	0.123	0.226	whakakikorua
quince	0.557	0.368	0.474	quince
quinine	0.418	0.461	0.375	kiniina
quintet	0.560	0.560	0.500	kuiniti
quirk	0.490	0.384	0.618	quirk
quirky	0.708	0.373	0.564	rorirori
quit	0.469	0.559	0.488	whakamutu
quits	0.229	0.480	0.352	ka mutu
quitter	0.260	0.460	0.321	whakamutu
quiver	0.320	0.452	0.335	whakawiri
quivering	0.407	0.776	0.342	e wiri ana
quiz	0.462	0.610	0.527	pātaitai
quorum	0.615	0.544	0.602	kōrama
quota	0.427	0.410	0.400	motunga
quotation	0.796	0.590	0.461	whakahua
quote	0.680	0.550	0.430	korero
quotes	0.625	0.578	0.520	kupu korero
quotient	0.615	0.290	0.580	quotient
rabbi	0.459	0.362	0.723	rabi
rabbit	0.685	0.330	0.241	rapeti
rabble	0.184	0.602	0.292	kaiparapara
rabid	0.089	0.827	0.454	nanakia
rabies	0.115	0.750	0.382	rabies
raccoon	0.541	0.435	0.320	raccoon
race	0.592	0.426	0.658	iwi
racehorse	0.719	0.702	0.600	hoiho reihi
racer	0.480	0.631	0.678	kaihoroi
racetrack	0.708	0.808	0.624	papa reihi
racial	0.292	0.519	0.513	iwi
racism	0.122	0.673	0.487	kaikiri
racist	0.061	0.673	0.482	kaikiri
rack	0.385	0.373	0.409	whatanga
racket	0.520	0.356	0.352	riketi
racketeering	0.167	0.877	0.697	mahi whanoke
racking	0.411	0.442	0.375	whariki
racquetball	0.582	0.667	0.444	poroporoporo
racy	0.427	0.566	0.390	riiki
radar	0.521	0.615	0.579	radar
radial	0.439	0.404	0.500	radial
radiance	0.796	0.625	0.719	te kanapa
radiant	0.888	0.717	0.791	maramara
radiate	0.719	0.735	0.738	tiaho
radiation	0.167	0.741	0.536	irirangi
radiator	0.385	0.452	0.475	radiator
radical	0.500	0.792	0.811	tuwhenawhe
radically	0.552	0.731	0.715	tino nui
radio	0.573	0.402	0.358	reo irirangi
radioactive	0.190	0.798	0.741	reo irirangi
radioactivity	0.240	0.910	0.696	reo irirangi
radiograph	0.561	0.490	0.491	reo irirangi
radiography	0.469	0.614	0.543	reo irirangi
radiologist	0.490	0.423	0.634	kai irirangi
radiology	0.459	0.460	0.574	reo irirangi
radish	0.500	0.316	0.398	rarihi
radium	0.469	0.360	0.517	radium
radius	0.521	0.324	0.500	pūtoro
radon	0.323	0.418	0.375	radon
raffle	0.640	0.510	0.454	rawhara
raft	0.510	0.229	0.228	mōkihi
rag	0.255	0.226	0.180	tawhetawhe
rage	0.082	0.888	0.658	riri
ragemode	0.363	0.663	0.454	ahua riri
ragetweet	0.398	0.551	0.431	ririweewe
ragged	0.198	0.519	0.226	tawhetawhe
raggedy	0.198	0.531	0.314	takahurihuri
raging	0.219	0.927	0.598	riri ana
rags	0.434	0.309	0.198	tawhetawhe
ragtime	0.469	0.602	0.398	ragtime
raid	0.350	0.726	0.560	huaki
raider	0.302	0.860	0.525	kaiwhai
rail	0.470	0.500	0.526	tereina
railing	0.551	0.298	0.440	reera
railroad	0.591	0.592	0.500	tereina
railway	0.613	0.615	0.623	tereina
raiment	0.667	0.402	0.377	kakahu
rain	0.542	0.388	0.330	ua
rainbow	0.878	0.350	0.462	aniwaniwa
rainbow trout	0.700	0.462	0.330	taraute aniwaniwa
rainbows	0.875	0.517	0.402	aniwaniwa
raincoat	0.458	0.300	0.525	koti ua
raindrops	0.698	0.337	0.311	nga ua
rainfall	0.604	0.314	0.378	te ua
rainforest	0.612	0.375	0.398	ngahere
rainmaker	0.448	0.509	0.544	kaihanga ua
rainstorm	0.392	0.535	0.377	ua ua
rainy	0.610	0.451	0.433	ua
rainyday	0.520	0.380	0.315	rangi ua
raise	0.885	0.685	0.765	whakaarahia
raised	0.656	0.326	0.643	whakaarahia
raisin	0.594	0.235	0.246	karepe
raising	0.735	0.519	0.643	whakatipu
rake	0.410	0.286	0.314	rake
rally	0.612	0.680	0.554	huihuinga
ram	0.406	0.452	0.388	hipi toa
ramble	0.615	0.464	0.440	korokoro
rambling	0.448	0.510	0.528	kopikopiko
ramp	0.490	0.517	0.357	rōnaki
rampage	0.240	0.875	0.509	ngangau
rampant	0.490	0.788	0.526	nui haere
rampart	0.322	0.520	0.538	parepare
ramrod	0.406	0.408	0.349	ramrod
ranch	0.357	0.420	0.409	pāmu
rancher	0.510	0.520	0.543	kai whangai kararehe
rancid	0.156	0.451	0.214	rancid
random	0.490	0.520	0.321	matapōkeretia
randomly	0.410	0.594	0.302	matapōkeretia
randomness	0.418	0.449	0.433	matapōkeretia
randy	0.490	0.394	0.481	randy
range	0.490	0.472	0.615	awhe
ranger	0.526	0.545	0.705	kaitiaki
rank	0.531	0.380	0.686	rangatira
ranking	0.540	0.592	0.680	whakarangatira
ransom	0.582	0.800	0.565	utu utu
rant	0.219	0.774	0.482	tangi
ranting	0.181	0.755	0.500	whakakino
rap	0.604	0.575	0.464	rap
rape	0.062	0.856	0.527	raupatu
rapid	0.667	0.788	0.768	tere
rapidity	0.667	0.798	0.806	tere
rapids	0.573	0.817	0.788	teretere
rapist	0.062	0.906	0.571	kaipahua
rapper	0.550	0.755	0.482	kai-rapu
rapping	0.565	0.716	0.417	rapa
rapport	0.771	0.664	0.567	hononga
rapt	0.521	0.736	0.510	rapt
raptor	0.270	0.773	0.612	raptor
raptors	0.280	0.565	0.591	raptors
rapture	0.439	0.883	0.567	mataora
rare	0.396	0.413	0.236	onge
rarely	0.408	0.367	0.366	onge
rarity	0.646	0.548	0.364	onge
rascal	0.169	0.706	0.445	tangata kino
rash	0.219	0.820	0.491	porangirangi
raspberries	0.802	0.278	0.333	raspberries
raspberry	0.735	0.336	0.291	rōpere
rat	0.271	0.567	0.255	kiore
ratchet	0.449	0.520	0.343	ratchet
rate	0.521	0.297	0.407	reiti
ratification	0.653	0.577	0.609	whakamanatanga
ratify	0.750	0.462	0.716	whakamana
rating	0.663	0.679	0.637	whakatauranga
ratio	0.560	0.461	0.741	ōwehenga
ration	0.521	0.346	0.390	kai
rational	0.775	0.347	0.632	whai whakaaro
rationale	0.656	0.400	0.815	whai whakaaro
rationalism	0.562	0.500	0.676	whakaaro whaitake
rationality	0.633	0.510	0.767	whaitake
rationalize	0.633	0.400	0.746	whakatika
rationing	0.396	0.404	0.540	tohatoha
rattan	0.434	0.334	0.377	ratana
rattle	0.490	0.429	0.268	tukituki
rattled	0.354	0.641	0.330	ngunguru
rattler	0.396	0.730	0.455	kaikaraoro
rattlesnake	0.188	0.803	0.613	nakahi
ratty	0.354	0.450	0.358	kiore
raucous	0.316	0.740	0.538	haruru
ravage	0.214	0.755	0.575	whakakino
rave	0.490	0.637	0.420	rave
raven	0.479	0.446	0.426	raweni
ravenous	0.406	0.700	0.509	kai kai
ravine	0.354	0.673	0.413	awaawa
raving	0.312	0.764	0.358	whakahihiri
ravioli	0.656	0.281	0.308	ravioli
ravishing	0.745	0.833	0.830	whakahihiri
raw	0.143	0.349	0.342	raw
rawhide	0.292	0.360	0.327	kiri mata
rawr	0.457	0.635	0.406	rawr
ray	0.550	0.670	0.538	hihi
razor	0.260	0.610	0.481	heu
reach	0.719	0.625	0.690	tae atu
react	0.500	0.716	0.717	tauhohe
reaction	0.470	0.811	0.706	tauhohenga
reactionary	0.406	0.573	0.690	tauhohenga
reactive	0.434	0.817	0.721	tauhohenga
reactor	0.438	0.794	0.772	reactor
read	0.740	0.283	0.611	panui
reader	0.776	0.224	0.602	kaipānui
readership	0.698	0.306	0.422	te hunga panui
readily	0.740	0.290	0.547	ngawari
readiness	0.708	0.531	0.700	hihiko
reading	0.781	0.183	0.415	panui
readjustment	0.560	0.563	0.510	whakatikatika
readout	0.590	0.250	0.518	panui
ready	0.770	0.388	0.648	kua rite
readytogo	0.667	0.654	0.578	kua rite
reaffirm	0.750	0.559	0.654	whakau
reagent	0.385	0.698	0.642	reagent
real	0.719	0.510	0.717	tūturu
realism	0.740	0.545	0.670	pono
realist	0.720	0.572	0.809	tino pono
realistic	0.700	0.520	0.783	whai kiko
reality	0.786	0.365	0.787	mooni
realization	0.554	0.510	0.836	whakatinanatanga
realize	0.757	0.462	0.647	mohio
realm	0.708	0.509	0.878	rangatiratanga
realtor	0.429	0.471	0.582	kaihoko hokohoko
realty	0.633	0.471	0.648	rawa
ream	0.490	0.173	0.346	ream
reap	0.677	0.422	0.623	kokoti
reaper	0.340	0.565	0.464	kaikokoti
reappear	0.688	0.625	0.632	ka puta ano
rear	0.459	0.520	0.284	muri
rearrange	0.656	0.510	0.729	whakatikatika
rearrangement	0.542	0.527	0.769	whakatikatika
reason	0.781	0.455	0.712	take
reasonable	0.902	0.337	0.726	whaitake
reasonableness	0.729	0.448	0.665	whaitake
reasoning	0.729	0.365	0.729	whakaaro
reasons	0.583	0.460	0.571	take
reassemble	0.552	0.540	0.589	whakahuihui
reassign	0.359	0.490	0.559	tautapa ano
reassignment	0.551	0.480	0.415	taumahinga
reassurance	0.875	0.127	0.593	whakaahuru
reassure	0.837	0.306	0.630	whakaahuru
reassured	0.854	0.186	0.519	whakaahuru
reassuring	0.847	0.308	0.691	whakaahuru
rebate	0.667	0.569	0.510	utu utu
rebel	0.235	0.830	0.555	tutu
rebellion	0.245	0.843	0.746	whakakeke
rebellious	0.344	0.880	0.663	whakakeke
rebels	0.135	0.860	0.609	hunga tutu
rebirth	0.781	0.712	0.780	whanau hou
reboot	0.673	0.577	0.519	whakaara ano
reborn	0.802	0.618	0.737	whanau ano
rebound	0.521	0.480	0.506	whakamuri
rebuild	0.656	0.557	0.519	hanga ano
rebuke	0.115	0.677	0.429	riria
rebut	0.154	0.519	0.573	whakahē
rebuttal	0.312	0.690	0.540	whakahē
recalcitrant	0.357	0.624	0.580	whakakeke
recall	0.583	0.351	0.525	whakamaumahara
recant	0.333	0.575	0.482	whakamuri
recap	0.602	0.578	0.667	recap
recapture	0.333	0.656	0.658	hopukia ano
recast	0.367	0.481	0.500	whakahou
recede	0.231	0.449	0.245	whakamuri
receding	0.224	0.418	0.333	heke
receipt	0.542	0.230	0.415	rihīti
receipts	0.320	0.333	0.381	rihīti
receive	0.740	0.462	0.551	whiwhi
received	0.646	0.436	0.561	riro
receiver	0.583	0.464	0.586	kaiwhiwhi
receiving	0.719	0.562	0.623	e whiwhi ana
recent	0.592	0.365	0.589	tata nei
receptacle	0.500	0.451	0.426	oko
reception	0.694	0.375	0.567	pōwhiri
receptionist	0.677	0.430	0.385	kaikawe manuhiri
receptive	0.729	0.519	0.639	manaaki
receptor	0.417	0.360	0.510	kaiwhakawhiwhi
recess	0.646	0.510	0.367	whakatā
recesses	0.367	0.470	0.379	reanga
recession	0.368	0.398	0.373	paheketanga
recharge	0.584	0.702	0.664	whakakiia
recheck	0.440	0.490	0.529	tirohia ano
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	whakahoki kupu
recipe	0.698	0.271	0.415	tunu
recipient	0.604	0.324	0.679	kaiwhiwhi
reciprocal	0.677	0.520	0.660	tauutuutu
reciprocate	0.760	0.460	0.618	tauutuutu
reciprocity	0.740	0.673	0.556	tauutuutu
recital	0.838	0.440	0.572	korero korero
recitation	0.708	0.519	0.462	whakataki
recite	0.688	0.398	0.453	taki
reckless	0.262	0.788	0.279	whakaarokore
recklessness	0.292	0.763	0.380	te whakaarokore
reckon	0.643	0.420	0.472	tatau
reckoning	0.418	0.622	0.532	tatau
reclaim	0.469	0.724	0.648	whakahoki
reclamation	0.573	0.750	0.548	mahi whakaora
recline	0.460	0.404	0.418	takotoranga
reclining	0.448	0.312	0.317	e takoto ana
recluse	0.240	0.490	0.446	nohonga
recognition	0.833	0.587	0.726	whakamihi
recognizable	0.625	0.400	0.609	e mohiotia ana
recognize	0.760	0.315	0.600	mohio
recognized	0.875	0.458	0.786	mohio
recoil	0.089	0.429	0.259	whakamuri
recollect	0.688	0.491	0.602	maumahara
recollection	0.722	0.337	0.566	maumahara
recombinant	0.561	0.519	0.463	recombinant
recombination	0.510	0.492	0.602	whakakotahitanga
recommend	0.812	0.439	0.672	tūtohu
recommendation	0.912	0.388	0.664	tūtohutanga
recompense	0.844	0.620	0.853	utu
recon	0.500	0.447	0.400	recon
