English Word	Valence	Arousal	Dominance	Welsh Word
solicitation	0.612	0.519	0.415	deisyfiad
solicitor	0.600	0.479	0.802	cyfreithiwr
solid	0.667	0.304	0.763	solet
solidarity	0.792	0.407	0.781	undod
solidification	0.480	0.500	0.827	solidification
solidified	0.633	0.415	0.745	solidified
solidify	0.583	0.318	0.754	solidify
solidity	0.745	0.444	0.850	cadernid
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	unig
solitude	0.208	0.226	0.358	unigedd
solo	0.438	0.190	0.325	unawd
solubility	0.506	0.360	0.442	hydoddedd
soluble	0.542	0.272	0.409	hydawdd
solucky	0.573	0.529	0.615	swrth
solution	0.790	0.339	0.664	ateb
solve	0.656	0.530	0.688	datrys
solvency	0.604	0.296	0.605	diddyledrwydd
solvent	0.635	0.316	0.573	hydoddydd
somad	0.429	0.490	0.463	somad
somatic	0.438	0.406	0.444	somatig
somber	0.184	0.500	0.380	sobr
some anticipation	0.423	0.482	0.472	rhywfaint o ddisgwyliad
some disgust	0.094	0.657	0.321	rhyw ffieidd-dod
some surprise	0.827	0.849	0.500	rhywfaint o syndod
some trust	0.594	0.451	0.547	rhywfaint o ymddiriedaeth
somersault	0.214	0.769	0.519	trosben
somethingigetalot	0.573	0.567	0.509	rhywbethigetalot
somewhat negative	0.208	0.480	0.150	braidd yn negyddol
somewhat positive	0.920	0.510	0.667	braidd yn gadarnhaol
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	mab
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	soniarus
song	0.854	0.413	0.500	caniad
songwriter	0.844	0.558	0.713	canwr
sonic	0.594	0.500	0.481	sonig
sonice	0.500	0.356	0.421	sonig
sonnet	0.718	0.294	0.404	soned
sonorous	0.646	0.580	0.442	soniarus
soot	0.375	0.328	0.292	huddygl
soothe	0.817	0.194	0.412	lleddfu
soothing	0.625	0.179	0.519	lleddfol
sophisticated	0.865	0.481	0.845	soffistigedig
sophistication	0.792	0.472	0.704	soffistigeiddrwydd
sophomore	0.653	0.415	0.427	sophomore
sopissed	0.276	0.577	0.433	sopissed
soppy	0.510	0.355	0.297	soppy
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	dewin
sorcery	0.279	0.740	0.640	dewiniaeth
sordid	0.219	0.555	0.447	sordid
sore	0.094	0.650	0.224	dolur
soready	0.622	0.500	0.545	yn sobr
sorely	0.284	0.727	0.370	dolur
soreness	0.113	0.843	0.302	dolur
sorghum	0.469	0.358	0.420	sorgwm
sorority	0.635	0.637	0.627	syrtni
sorrow	0.052	0.235	0.164	tristwch
sorrowful	0.049	0.422	0.163	trist
sorry	0.406	0.362	0.212	sori
sort	0.673	0.389	0.674	didoli
sorter	0.594	0.412	0.823	didolwr
sortie	0.490	0.450	0.311	sortie
sorting	0.469	0.400	0.642	didoli
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	ysgytwol
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	soslow
sostressed	0.435	0.481	0.578	gofidus
sosweet	0.755	0.354	0.417	mor melys
sothankful	0.729	0.526	0.418	diddiolch
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	enaid
soulful	0.755	0.331	0.500	enaid
soulless	0.125	0.591	0.400	di-enaid
soulmate	0.890	0.500	0.628	enaid
sound	0.765	0.623	0.398	sain
sounding	0.690	0.500	0.558	seinio
soundness	0.780	0.377	0.893	cadernid
soundproof	0.490	0.390	0.409	gwrthsain
soundtrack	0.630	0.559	0.518	trac sain
soup	0.602	0.245	0.269	cawl
sour	0.276	0.594	0.373	sur
source	0.740	0.318	0.684	ffynhonnell
sourpuss	0.188	0.620	0.382	surpws
south	0.562	0.265	0.429	de
southbound	0.510	0.370	0.395	tua'r de
southeast	0.510	0.283	0.413	de-ddwyrain
southern	0.552	0.269	0.370	deheuol
southpaw	0.542	0.389	0.404	paw de
southwest	0.406	0.314	0.355	de-orllewin
souvenir	0.844	0.311	0.466	cofrodd
sovereign	0.698	0.500	0.885	sofran
sovereignty	0.719	0.529	0.886	sofraniaeth
soviet	0.347	0.580	0.536	sofietaidd
sow	0.667	0.430	0.446	hwch
soy	0.438	0.250	0.286	soi
soy sauce	0.573	0.382	0.318	saws soî
soybean	0.521	0.250	0.293	ffa soia
spa	0.622	0.151	0.386	sba
space	0.800	0.317	0.573	gofod
spacecraft	0.646	0.698	0.680	llong ofod
spaceman	0.688	0.577	0.848	gofodwr
spaceship	0.643	0.781	0.664	llong ofod
spacing	0.621	0.425	0.507	bylchiad
spacious	0.880	0.365	0.557	eang
spade	0.469	0.667	0.529	rhaw
spaghetti	0.729	0.353	0.288	sbageti
spam	0.188	0.354	0.304	sbam
spammers	0.354	0.500	0.418	sbamwyr
span	0.521	0.330	0.528	rhychwant
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	sbaniel
spank	0.112	0.882	0.642	spank
spanking	0.194	0.736	0.392	rhychwantu
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	sbâr
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	yn gynnil
spark	0.688	0.745	0.529	gwreichionen
sparkle	0.819	0.765	0.510	sgleinio
sparkling	0.700	0.418	0.598	pefriog
sparkly	0.885	0.590	0.726	pefriog
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	aderyn y to
sparse	0.240	0.367	0.209	gwasgarog
spasm	0.194	0.594	0.366	sbasm
spastic	0.240	0.541	0.491	sbastig
spat	0.427	0.413	0.309	poer
spatial	0.604	0.625	0.645	gofodol
spatter	0.292	0.630	0.315	sbiwr
spatula	0.302	0.198	0.369	sbatwla
spawn	0.542	0.586	0.709	grifft
spaz	0.443	0.500	0.268	sbaz
speak	0.765	0.472	0.500	siarad
speakeasy	0.680	0.536	0.442	siaradeasy
speaker	0.604	0.660	0.723	siaradwr
speakerphone	0.531	0.569	0.560	ffôn siaradwr
speaking	0.753	0.590	0.575	siarad
spear	0.510	0.601	0.500	gwaywffon
spec	0.583	0.426	0.691	sbec
special	0.844	0.602	0.730	arbennig
specialist	0.760	0.562	0.877	arbenigol
speciality	0.854	0.470	0.885	arbenigrwydd
specialize	0.776	0.540	0.861	arbenigo
specially	0.847	0.398	0.714	yn arbennig
specialty	0.724	0.479	0.783	arbenigrwydd
specie	0.583	0.471	0.650	rhywogaeth
species	0.561	0.330	0.645	rhywogaeth
specific	0.656	0.388	0.691	penodol
specification	0.552	0.479	0.602	manyleb
specify	0.656	0.405	0.600	nodi
specimen	0.531	0.444	0.568	sbesimen
speck	0.418	0.245	0.343	brycheuyn
speckled	0.449	0.263	0.254	brith
specs	0.540	0.398	0.618	specs
spectacle	0.812	0.745	0.762	sbectol
spectacles	0.816	0.775	0.648	sbectol
spectacular	0.947	0.740	0.887	ysblennydd
spectator	0.694	0.560	0.667	gwyliwr
specter	0.265	0.723	0.540	bwgan
spectral	0.430	0.667	0.500	sbectrol
spectrometer	0.500	0.452	0.490	sbectromedr
spectrophotometer	0.500	0.484	0.500	sbectroffotomedr
spectroscopy	0.470	0.541	0.570	sbectrosgopeg
spectrum	0.312	0.700	0.527	sbectrwm
speculate	0.398	0.602	0.553	dyfalu
speculation	0.325	0.683	0.394	dyfalu
speculative	0.276	0.591	0.464	hapfasnachol
speculum	0.417	0.469	0.433	sbecwlwm
speech	0.656	0.470	0.688	lleferydd
speechless	0.459	0.320	0.315	di-iaith
speed	0.719	0.849	0.658	cyflymder
speedboat	0.635	0.858	0.612	cwch cyflym
speedily	0.688	0.740	0.665	yn gyflym
speeding	0.438	0.908	0.645	goryrru
speedometer	0.427	0.549	0.579	cyflymdra
speedway	0.667	0.519	0.416	cyflymffordd
speedy	0.625	0.625	0.793	cyflym
spell	0.385	0.380	0.368	sillafu
spellbound	0.531	0.647	0.387	swynol
spelling	0.594	0.357	0.398	sillafu
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	gwario
spender	0.312	0.692	0.377	gwariwr
spending	0.333	0.556	0.330	gwario
spent	0.296	0.296	0.263	gwario
sperm	0.396	0.706	0.453	sberm
spew	0.260	0.651	0.573	spew
sphere	0.633	0.277	0.500	sffer
spherical	0.550	0.308	0.500	sfferig
sphincter	0.347	0.633	0.375	sffincter
sphinx	0.604	0.324	0.490	sffincs
spic	0.302	0.455	0.451	sbeis
spice	0.594	0.439	0.384	sbeis
spicy	0.440	0.733	0.610	sbeislyd
spider	0.229	0.569	0.430	pry copyn
spiders	0.260	0.696	0.368	pryfed cop
spiffy	0.615	0.582	0.470	pigog
spigot	0.380	0.346	0.423	spigot
spike	0.382	0.510	0.408	pigyn
spiked	0.281	0.613	0.407	pigog
spiky	0.284	0.657	0.587	pigog
spill	0.408	0.633	0.456	colled
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	troelli
spinach	0.583	0.200	0.368	sbigoglys
spinal	0.312	0.491	0.296	asgwrn cefn
spindle	0.552	0.410	0.360	gwerthyd
spine	0.495	0.461	0.600	asgwrn cefn
spineless	0.344	0.387	0.321	di-asgwrn-cefn
spinner	0.458	0.593	0.471	troellwr
spinning	0.594	0.610	0.481	nyddu
spinster	0.357	0.368	0.345	troellwr
spiny	0.167	0.639	0.528	pigog
spiral	0.490	0.624	0.361	troellog
spire	0.354	0.358	0.389	meindwr
spirit	0.786	0.370	0.621	ysbryd
spirited	0.854	0.587	0.734	ysgeler
spirits	0.583	0.847	0.545	gwirodydd
spiritual	0.938	0.327	0.564	ysbrydol
spirituality	0.865	0.281	0.667	ysbrydolrwydd
spit	0.149	0.545	0.436	poeri
spite	0.080	0.600	0.317	sbeit
spiteful	0.073	0.710	0.330	sbeitlyd
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	spittoon
splash	0.521	0.412	0.281	sblash
splat	0.510	0.433	0.385	sblat
splatter	0.312	0.596	0.352	sblatter
spleen	0.448	0.255	0.396	dueg
splendid	0.896	0.740	0.810	ysblenydd
splendor	0.927	0.612	0.850	ysblander
splice	0.386	0.460	0.377	sbeis
spline	0.490	0.398	0.407	sblein
splint	0.179	0.400	0.343	sblint
splinter	0.136	0.422	0.325	ysplenydd
split	0.344	0.618	0.410	hollti
splitting	0.188	0.598	0.375	hollti
splurge	0.365	0.481	0.542	afradlon
spoil	0.146	0.723	0.328	ysbail
spoiler	0.347	0.527	0.380	ysplenydd
spoiling	0.135	0.678	0.306	sbwylio
spoils	0.388	0.760	0.481	ysbail
spoke	0.635	0.433	0.483	siarad
spoken	0.551	0.363	0.545	llafar
spokesman	0.720	0.480	0.611	llefarydd
spokesperson	0.573	0.453	0.615	llefarydd
sponge	0.551	0.192	0.219	sbwng
spongy	0.469	0.324	0.344	sbwng
sponsor	0.729	0.537	0.800	noddwr
sponsorship	0.854	0.608	0.696	nawdd
spontaneity	0.817	0.698	0.655	digymell
spontaneous	0.780	0.578	0.655	digymell
spoof	0.490	0.594	0.381	ffug
spook	0.327	0.887	0.322	pigyn
spooky	0.104	0.858	0.380	arswydus
spool	0.397	0.389	0.312	sbŵl
spoon	0.479	0.236	0.259	llwy
spoonful	0.582	0.208	0.308	llwyaid
sporadic	0.333	0.394	0.500	ysbeidiol
spore	0.480	0.408	0.231	sbôr
sport	0.865	0.700	0.657	chwaraeon
sporting	0.917	0.656	0.675	chwaraeon
sports	0.833	0.683	0.587	chwaraeon
sports car	0.759	0.696	0.669	car chwaraeon
sportsman	0.755	0.735	0.713	mabolgampwr
sportsmanship	0.890	0.582	0.694	sbortsmonaeth
sportswriter	0.760	0.551	0.566	sgrifennwr chwaraeon
sporty	0.735	0.713	0.648	chwaraeon
spot	0.510	0.180	0.336	smotyn
spotless	0.792	0.327	0.726	di-fanwl
spotlight	0.688	0.353	0.519	chwyddwydr
spotted	0.354	0.472	0.295	smotiog
spotter	0.542	0.491	0.644	gwybot
spotty	0.281	0.606	0.241	smotiog
spousal	0.656	0.582	0.632	priod
spouse	0.750	0.600	0.645	priod
spout	0.438	0.357	0.309	pig
sprain	0.063	0.580	0.384	ysigiad
sprawl	0.600	0.596	0.672	ymledu
spray	0.438	0.410	0.333	chwistrell
spread	0.570	0.583	0.651	lledaenu
spreader	0.510	0.480	0.500	gwasgarwr
spree	0.564	0.663	0.474	sbri
spring	0.837	0.370	0.481	gwanwyn
springtime	0.837	0.439	0.722	gwanwyn
sprinkle	0.635	0.404	0.380	ysgeintio
sprinkler	0.510	0.434	0.473	taenellwr
sprinkling	0.677	0.510	0.466	taenellu
sprint	0.549	0.649	0.528	gwibio
sprite	0.561	0.438	0.625	corlun
sprout	0.582	0.565	0.443	blagur
spruce	0.604	0.288	0.380	sbriws
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	sbwnglyd
spur	0.378	0.545	0.340	ysbwriel
spurious	0.178	0.480	0.343	ysgeler
spurred	0.562	0.684	0.472	ysbardun
spurt	0.448	0.550	0.475	sbwrt
spy	0.260	0.686	0.530	ysbïwr
squabble	0.173	0.850	0.500	ffraeo
squad	0.552	0.711	0.806	sgwad
squadron	0.469	0.686	0.787	sgwadron
squall	0.191	0.833	0.655	squall
squamous	0.344	0.446	0.418	cennog
squander	0.240	0.755	0.529	gwastraffu
square	0.509	0.340	0.291	sgwar
squash	0.531	0.667	0.410	sgwash
squat	0.330	0.550	0.453	sgwat
squatter	0.390	0.361	0.565	sgwatiwr
squaw	0.428	0.441	0.398	sgwa
squawk	0.265	0.480	0.245	gwichian
squeak	0.271	0.679	0.300	gwichian
squeaky	0.229	0.771	0.367	gwichlyd
squeal	0.250	0.731	0.375	gwichian
squealer	0.541	0.519	0.330	squealer
squeamish	0.176	0.656	0.453	gwichian
squeeze	0.458	0.676	0.532	gwasgu
squeezing	0.260	0.598	0.557	gwasgu
squelch	0.271	0.510	0.462	gwichian
squid	0.497	0.398	0.357	sgwid
squint	0.385	0.461	0.452	llygad croes
squire	0.479	0.459	0.710	sgweier
squirm	0.235	0.824	0.373	chwistrell
squirrel	0.592	0.358	0.333	wiwer
squirt	0.406	0.460	0.255	chwistrell
squish	0.260	0.788	0.481	sgwish
squishy	0.516	0.333	0.307	swislyd
stab	0.167	0.882	0.595	trywanu
stabbed	0.031	0.875	0.431	trywanu
stability	0.812	0.264	0.849	sefydlogrwydd
stabilize	0.839	0.427	0.722	sefydlogi
stabilizer	0.688	0.353	0.767	sefydlogwr
stable	0.725	0.204	0.735	sefydlog
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	pentwr
stadium	0.635	0.679	0.611	stadiwm
staff	0.745	0.274	0.627	staff
stag	0.594	0.250	0.389	hydd
stage	0.592	0.306	0.473	llwyfan
stagecoach	0.516	0.519	0.627	goets fawr
stagehand	0.420	0.684	0.555	llwyfan
stagger	0.531	0.620	0.458	darfu
staggering	0.520	0.657	0.683	syfrdanol
stagnant	0.300	0.500	0.208	llonydd
stagnation	0.276	0.324	0.396	marweidd-dra
staid	0.385	0.290	0.634	sefyllfa
stain	0.453	0.324	0.264	staen
stained	0.245	0.460	0.209	staenio
stainless	0.594	0.329	0.618	di-staen
stair	0.375	0.354	0.345	grisiau
staircase	0.469	0.347	0.440	grisiau
stairs	0.510	0.439	0.342	grisiau
stairway	0.562	0.510	0.407	grisiau
stairwell	0.510	0.292	0.333	grisiau
stake	0.406	0.608	0.460	stanc
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	hen
stalemate	0.296	0.354	0.267	stalemate
stalk	0.436	0.272	0.395	coesyn
stalker	0.177	0.930	0.639	stelciwr
stall	0.370	0.245	0.292	stondin
stallion	0.628	0.596	0.779	march
stalls	0.582	0.378	0.451	stondinau
stalwart	0.812	0.430	0.691	hoelion wyth
stamina	0.664	0.694	0.877	stamina
stamp	0.438	0.327	0.441	stamp
stampede	0.235	0.875	0.683	stampede
stance	0.604	0.333	0.609	safiad
stand	0.600	0.324	0.509	sefyll
standard	0.673	0.143	0.605	safonol
standardize	0.684	0.353	0.729	safoni
standardized	0.610	0.324	0.607	safonedig
standby	0.260	0.224	0.386	wrth law
standing	0.604	0.317	0.425	sefyll
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	safbwynt
standstill	0.441	0.203	0.500	llonydd
standup	0.633	0.583	0.550	sefyll i fyny
stanza	0.612	0.343	0.297	pennill
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	stwffwl
stapler	0.370	0.264	0.394	styffylwr
star	0.833	0.418	0.560	seren
star fruit	0.701	0.433	0.427	ffrwyth seren
starboard	0.531	0.388	0.558	starbord
starch	0.507	0.354	0.312	startsh
stardom	0.844	0.786	0.689	serennog
stardust	0.843	0.410	0.549	stardust
stare	0.541	0.430	0.538	syllu
starfish	0.680	0.320	0.421	seren fôr
stargazing	0.802	0.461	0.709	syllu ar y sêr
staring	0.542	0.306	0.423	syllu
stark	0.330	0.630	0.577	llwm
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	golau seren
starling	0.500	0.490	0.514	drudwy
starry	0.438	0.643	0.434	serennog
stars	0.796	0.521	0.484	ser
starship	0.740	0.719	0.704	llong seren
start	0.684	0.430	0.589	dechrau
starter	0.667	0.461	0.827	dechreuwr
startle	0.276	0.817	0.417	braw
startled	0.333	0.865	0.526	braw
startling	0.750	0.768	0.830	syfrdanol
starvation	0.240	0.592	0.284	newyn
starve	0.073	0.729	0.402	llwgu
starved	0.097	0.689	0.219	llwgu
starving	0.163	0.670	0.336	newynog
stash	0.344	0.630	0.361	stash
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	gwladwriaeth
stately	0.830	0.728	0.915	urddasol
statement	0.688	0.608	0.825	datganiad
stateroom	0.653	0.380	0.441	stafell
stateside	0.643	0.480	0.708	ochr gwladwriaeth
statesman	0.510	0.490	0.736	gwladweinydd
static	0.297	0.250	0.366	statig
staticky	0.357	0.278	0.358	statig
statics	0.542	0.290	0.527	statig
station	0.688	0.367	0.519	gorsaf
stationary	0.408	0.240	0.484	llonydd
stationery	0.570	0.120	0.455	deunydd ysgrifennu
statistic	0.508	0.420	0.609	ystadegyn
statistical	0.714	0.353	0.627	ystadegol
statistician	0.571	0.360	0.703	ystadegydd
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	cerfluniol
statue	0.542	0.153	0.570	delw
statuette	0.677	0.433	0.518	cerflun
stature	0.470	0.353	0.664	statws
status	0.658	0.377	0.588	statws
statute	0.592	0.330	0.673	statud
statutory	0.510	0.376	0.539	statudol
staunch	0.480	0.363	0.833	pybyr
stave	0.417	0.333	0.424	erwydd
stay	0.604	0.275	0.516	aros
stayaway	0.369	0.284	0.526	aros i ffwrdd
stayed	0.497	0.270	0.395	aros
stays	0.633	0.363	0.564	yn aros
stead	0.551	0.214	0.510	lle
steadfast	0.771	0.433	0.800	diysgog
steady	0.680	0.186	0.763	cyson
steak	0.625	0.359	0.315	stecen
steakhouse	0.802	0.379	0.547	stecendy
steal	0.021	0.856	0.528	dwyn
stealing	0.086	0.913	0.455	dwyn
stealth	0.520	0.270	0.452	llechwraidd
stealthily	0.763	0.294	0.458	yn llechwraidd
stealthy	0.380	0.363	0.534	llechwraidd
steam	0.469	0.413	0.421	ager
steamboat	0.708	0.500	0.633	agerlong
steamer	0.510	0.442	0.528	stemar
steaming	0.592	0.553	0.402	stemio
steamroller	0.396	0.567	0.667	ager-roller
steamship	0.469	0.490	0.569	agerlong
steamy	0.479	0.538	0.445	agerllyd
steel	0.521	0.420	0.714	dur
steep	0.312	0.612	0.321	serth
steeple	0.625	0.519	0.500	serth
steer	0.469	0.490	0.527	llyw
steering	0.580	0.431	0.660	llywio
stellar	0.796	0.580	0.769	serol
stem	0.615	0.191	0.336	coesyn
stench	0.104	0.570	0.298	drewdod
stencil	0.500	0.327	0.421	stensil
stenographer	0.510	0.408	0.589	stenograffydd
step	0.531	0.321	0.347	cam
stepdaughter	0.510	0.510	0.432	llysferch
stepfather	0.396	0.491	0.611	llys-tad
stepmother	0.427	0.530	0.484	llysfam
steppe	0.427	0.321	0.379	paith
steps	0.511	0.349	0.373	camau
stepson	0.614	0.406	0.480	llysfab
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereosgopig
stereotype	0.151	0.422	0.612	stereoteip
stereotyped	0.375	0.510	0.436	ystrydebol
sterile	0.302	0.471	0.291	di-haint
sterility	0.201	0.519	0.414	diffrwythder
sterilize	0.406	0.510	0.520	sterileiddio
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	llym
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stethosgop
stew	0.667	0.373	0.250	stiw
steward	0.633	0.238	0.550	stiward
stewardess	0.625	0.491	0.491	stiwardes
stewardship	0.551	0.440	0.617	stiwardiaeth
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	ffon
sticker	0.583	0.306	0.346	sticer
sticking	0.486	0.425	0.356	glynu
stickler	0.385	0.471	0.417	sticer
stickup	0.453	0.537	0.434	stickup
sticky	0.385	0.569	0.292	gludiog
stiff	0.158	0.459	0.569	anystwyth
stiffen	0.360	0.582	0.719	stiffen
stiffness	0.323	0.500	0.657	anystwythder
stifle	0.240	0.764	0.427	llethu
stifled	0.229	0.731	0.193	mygu
stifling	0.163	0.858	0.608	mygu
stigma	0.327	0.500	0.470	gwarth
stile	0.750	0.359	0.691	camfa
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	marw-enedigaeth
stillborn	0.271	0.519	0.337	marw-anedig
stillness	0.729	0.125	0.339	llonyddwch
stillwaiting	0.344	0.393	0.420	dal yn aros
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	symbylydd
stimulate	0.792	0.798	0.754	ysgogi
stimulating	0.740	0.804	0.809	ysgogol
stimulation	0.708	0.821	0.702	ysgogiad
stimulus	0.771	0.779	0.750	ysgogiad
sting	0.163	0.651	0.373	pigo
stinger	0.279	0.625	0.508	pigyn
stinging	0.260	0.730	0.459	pigo
stingy	0.094	0.548	0.283	stingy
stink	0.042	0.481	0.180	drewdod
stinker	0.163	0.567	0.275	tincer
stinking	0.041	0.657	0.264	drewllyd
stinky	0.092	0.558	0.176	drewllyd
stint	0.490	0.326	0.342	cyfnod
stipend	0.604	0.546	0.614	cyflog
stipulate	0.570	0.546	0.623	amodi
stipulation	0.469	0.622	0.654	amod
stir	0.448	0.773	0.453	troi
stirring	0.582	0.702	0.558	gan droi
stitch	0.306	0.538	0.357	pwyth
stitching	0.510	0.382	0.345	pwytho
stock	0.594	0.418	0.407	stoc
stockade	0.375	0.402	0.500	stocâd
stockbroker	0.417	0.676	0.802	brocer stoc
stockholder	0.573	0.625	0.716	stocddeiliad
stocking	0.594	0.324	0.688	stocio
stockings	0.458	0.365	0.382	hosanau
stockpile	0.542	0.315	0.425	pentwr stoc
stockroom	0.562	0.312	0.406	ystafell stoc
stocks	0.573	0.598	0.586	stociau
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	dwyn
stolen	0.156	0.646	0.308	dwyn
stomach	0.367	0.402	0.438	stumog
stomachache	0.030	0.745	0.316	poen stumog
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	stompio
stone	0.216	0.183	0.561	carreg
stoned	0.177	0.796	0.375	llabyddio
stonewall	0.337	0.457	0.655	wal gerrig
stoneware	0.458	0.300	0.443	crochenwaith caled
stony	0.356	0.494	0.525	caregog
stooge	0.438	0.406	0.163	carw
stool	0.448	0.269	0.302	stôl
stools	0.459	0.382	0.327	stolion
stoop	0.490	0.430	0.284	plyg
stoopid	0.280	0.431	0.382	stwpid
stop	0.280	0.510	0.490	stopio
stopover	0.531	0.327	0.575	stopover
stoppage	0.224	0.491	0.445	atalfa
stopper	0.365	0.336	0.390	stopiwr
stopping	0.388	0.382	0.473	stopio
stopwatch	0.469	0.521	0.482	stopwats
storage	0.698	0.406	0.564	storfa
store	0.646	0.538	0.407	storfa
storefront	0.580	0.217	0.457	blaen siop
storehouse	0.570	0.250	0.491	stordy
storeroom	0.560	0.217	0.588	storfa
storing	0.630	0.378	0.548	storio
storm	0.188	0.940	0.543	storm
storming	0.265	0.910	0.669	stormio
stormy	0.146	0.870	0.562	ystormus
story	0.653	0.406	0.704	stori
storybook	0.854	0.306	0.383	llyfr stori
storyteller	0.730	0.357	0.462	storïwr
storytelling	0.643	0.375	0.472	adrodd straeon
stound	0.490	0.473	0.446	cadarn
stout	0.656	0.657	0.817	stowt
stove	0.466	0.391	0.405	stôf
stow	0.615	0.365	0.523	stow
stowaway	0.224	0.481	0.357	stowaway
straddle	0.306	0.550	0.444	pontio
straighten	0.677	0.500	0.685	sythu
straightforward	0.780	0.150	0.380	syml
straightway	0.667	0.444	0.565	ar unwaith
strain	0.190	0.750	0.380	straen
strained	0.122	0.656	0.580	dan straen
strait	0.438	0.433	0.412	culfor
straitjacket	0.224	0.719	0.579	siaced cul
straits	0.408	0.269	0.410	culfor
strand	0.396	0.406	0.538	llinyn
stranded	0.292	0.459	0.219	sownd
strange	0.314	0.663	0.395	rhyfedd
stranger	0.330	0.449	0.302	dieithryn
strangle	0.094	0.927	0.527	tagu
strangulation	0.040	0.886	0.542	tagu
strap	0.380	0.417	0.382	strap
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	strapio
strata	0.500	0.457	0.411	strata
strategic	0.786	0.708	0.861	strategol
strategist	0.571	0.594	0.810	strategydd
strategy	0.704	0.667	0.858	strategaeth
stratification	0.531	0.490	0.651	haeniad
stratosphere	0.604	0.583	0.636	stratosffer
stratum	0.365	0.307	0.510	haen
stratus	0.448	0.520	0.509	stratws
straw	0.480	0.290	0.163	gwellt
strawberry	0.833	0.270	0.336	mefus
stray	0.133	0.760	0.281	crwydr
streak	0.440	0.608	0.511	rhediad
streaked	0.458	0.426	0.393	streipiog
stream	0.449	0.537	0.559	ffrwd
streamer	0.615	0.530	0.429	ffrwdiwr
streaming	0.592	0.481	0.582	ffrydio
streamline	0.656	0.573	0.618	symleiddio
street	0.594	0.324	0.398	stryd
streetcar	0.390	0.569	0.566	car stryd
streetlight	0.673	0.268	0.390	golau stryd
strength	0.802	0.682	0.858	nerth
strengthen	0.802	0.796	0.971	cryfhau
strengthening	0.913	0.627	0.945	cryfhau
strenuous	0.104	0.660	0.481	egniol
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	straen
stressed	0.167	0.740	0.502	dan straen
stresses	0.115	0.817	0.396	straen
stressfree	0.833	0.080	0.528	di-straen
stressful	0.153	0.873	0.389	dirdynnol
stressin	0.146	0.810	0.367	stressin
stressing	0.163	0.866	0.462	pwysleisio
stressrelief	0.627	0.417	0.475	lleddfu straen
stretch	0.604	0.578	0.500	ymestyn
stretcher	0.438	0.196	0.295	stretsier
stricken	0.163	0.720	0.368	caeth
strict	0.500	0.646	0.878	llym
stride	0.490	0.670	0.434	brasgamu
strife	0.344	0.898	0.630	ymryson
strike	0.271	0.811	0.571	streic
strikeout	0.316	0.520	0.371	streic allan
striker	0.500	0.589	0.696	ymosodwr
striking	0.357	0.827	0.657	trawiadol
strikingly	0.690	0.684	0.811	yn drawiadol
string	0.385	0.398	0.445	llinyn
strings	0.457	0.292	0.355	tannau
stringy	0.430	0.510	0.527	llymach
strip	0.427	0.500	0.436	stribed
stripe	0.629	0.302	0.361	streipen
striped	0.344	0.373	0.385	streipiog
stripped	0.255	0.615	0.278	stripio
stripper	0.625	0.848	0.453	stripiwr
striptease	0.607	0.918	0.608	strip-bryfocio
