English Word	Valence	Arousal	Dominance	Latin Word
scratch	0.276	0.625	0.270	scalpere
scratchy	0.235	0.610	0.436	scratchy
scrawny	0.276	0.422	0.245	scrawny
scream	0.188	0.863	0.594	clamamus
screamer	0.156	0.670	0.392	screamer
screaming	0.245	0.901	0.460	quiritatio
screech	0.214	0.802	0.306	strigis
screen	0.670	0.300	0.417	screen
screening	0.562	0.570	0.709	protegendo
screenplay	0.500	0.406	0.518	screenplay 
screenwriter	0.571	0.500	0.712	screenwriter
screw	0.385	0.460	0.377	cochlea
screwball	0.271	0.680	0.505	screwball
screwdriver	0.520	0.519	0.439	solus
screwed	0.302	0.520	0.464	Habes
screwy	0.344	0.596	0.450	screwy
screwyou	0.260	0.647	0.509	screwyou
scribble	0.429	0.453	0.358	scribble
scribe	0.541	0.264	0.491	scribe
scrimmage	0.367	0.660	0.411	scrimmage
scrip	0.430	0.462	0.455	scrip
script	0.610	0.450	0.527	scriptum
scriptural	0.551	0.250	0.596	scripturae
scripture	0.745	0.270	0.630	scriptura
scroll	0.375	0.630	0.409	scroll
scrotum	0.396	0.653	0.361	scrotum
scrounge	0.210	0.565	0.397	scrounge
scrounger	0.323	0.490	0.358	scrounger
scrub	0.417	0.420	0.500	scrub
scruffy	0.194	0.435	0.176	scruffy
scrumptious	0.959	0.650	0.566	scrumptious
scrupulous	0.545	0.685	0.602	scrupulosus
scrutinize	0.458	0.587	0.573	scrutari
scrutiny	0.500	0.653	0.658	scrutinium
scuba	0.542	0.494	0.456	Aliquam
scuff	0.165	0.560	0.376	scuff
scuffle	0.146	0.800	0.529	rixa
scullery	0.469	0.337	0.353	scyleria
sculptor	0.653	0.431	0.694	statuarius
sculpture	0.750	0.346	0.490	sculptura
sculptured	0.708	0.373	0.557	sculptum
scum	0.357	0.380	0.218	spumae
scumbag	0.240	0.591	0.278	scumbag
scurry	0.398	0.647	0.509	incurrere
scurvy	0.354	0.462	0.312	scabies
scuttle	0.438	0.398	0.430	scuttle
sea	0.833	0.353	0.589	mare
seaboard	0.663	0.356	0.507	oram maris
seafood	0.656	0.500	0.328	seafood
seagull	0.635	0.245	0.314	larum
seal	0.490	0.218	0.518	sigillum
seals	0.412	0.241	0.402	signacula
seam	0.427	0.250	0.414	commissura
seaman	0.520	0.510	0.672	navita
seamless	0.459	0.140	0.302	inconsutilem
seamstress	0.535	0.288	0.389	sartrix
seaport	0.594	0.317	0.491	portum maritimum
sear	0.490	0.553	0.600	scar
search	0.635	0.580	0.462	Quaerere
searching	0.534	0.657	0.466	inquisitione
searchlight	0.622	0.510	0.552	searchlight
seared	0.229	0.410	0.398	cauteriatam
seashore	0.796	0.310	0.375	litore maris
seasick	0.115	0.683	0.245	nausea
seaside	0.887	0.520	0.508	ora
season	0.792	0.410	0.519	tempore
seasonal	0.592	0.273	0.305	temporis
seasoned	0.812	0.570	0.509	seasoned
seasoning	0.633	0.388	0.479	condimentum
seat	0.542	0.281	0.434	sedes
seatbelt	0.656	0.314	0.726	seatbelt
seating	0.552	0.265	0.286	seating
seawater	0.760	0.197	0.491	marinis
seaweed	0.446	0.286	0.382	alga
sec	0.490	0.385	0.380	sec
secession	0.323	0.561	0.509	secessionem
secluded	0.357	0.265	0.240	seclusa
seclusion	0.230	0.558	0.505	secretum
second	0.490	0.210	0.250	secundo
second cousin	0.698	0.360	0.441	secundus fratruelis
secondary	0.636	0.375	0.260	secundarium
secondhand	0.194	0.389	0.283	secundo manum
secrecy	0.294	0.549	0.475	secretum
secret	0.479	0.580	0.509	secreto
secretariat	0.518	0.459	0.597	secretariatus
secretary	0.612	0.426	0.561	scriba
secrete	0.427	0.567	0.518	secrete
secretion	0.354	0.582	0.529	secretio
secretive	0.390	0.250	0.538	secretive
secretly	0.525	0.404	0.479	occulte
sect	0.265	0.667	0.526	sect
sectarian	0.260	0.606	0.517	sectarius
section	0.500	0.269	0.421	sectionem
sectional	0.427	0.415	0.464	sectione transversali
sector	0.594	0.190	0.569	pars
secular	0.463	0.461	0.520	saeculari
secularism	0.367	0.440	0.559	saecularismus
secure	0.844	0.380	0.914	secure
securities	0.750	0.304	0.852	securitates
security	0.837	0.360	0.821	securitas
sedan	0.480	0.423	0.680	sella
sedate	0.656	0.157	0.345	sedate
sedation	0.510	0.270	0.398	sedation
sedative	0.314	0.273	0.352	leniendo
sedentary	0.292	0.185	0.273	sellulariis quaestibus
sedge	0.406	0.396	0.339	ulva
sediment	0.438	0.306	0.372	faex
sedimentary	0.398	0.265	0.500	sedimentary
sedition	0.327	0.557	0.591	seditio
seduce	0.462	0.864	0.689	seducere
seducer	0.704	0.812	0.775	seductor
seducing	0.569	0.794	0.708	seducere
seduction	0.510	0.891	0.618	stuprum
seductive	0.771	0.821	0.667	blanda
see	0.635	0.269	0.312	vide
seed	0.656	0.135	0.306	semen
seedling	0.406	0.343	0.423	germen
seeds	0.731	0.269	0.418	seminibus
seedy	0.229	0.390	0.325	semeny
seek	0.622	0.429	0.482	quaerite
seeker	0.646	0.464	0.553	quaesitor
seem	0.471	0.302	0.298	Videtur
seemingly	0.490	0.410	0.356	videtur
seer	0.604	0.481	0.740	videntis
seesaw	0.570	0.559	0.410	seesaw
seething	0.312	0.821	0.642	videre
segment	0.469	0.290	0.440	pars
segregate	0.290	0.627	0.440	secernere
segregated	0.164	0.575	0.411	secernitur
segregation	0.302	0.545	0.390	segregationis
seismic	0.323	0.925	0.578	seismic
seize	0.656	0.644	0.673	carpe
seizure	0.177	0.775	0.462	captio
seldom	0.323	0.379	0.287	raro
select	0.615	0.406	0.602	eligere
selection	0.594	0.340	0.595	electio
selective	0.612	0.347	0.706	selectivam
selectman	0.552	0.547	0.609	selectman
selenium	0.469	0.408	0.336	selenium
self	0.704	0.370	0.500	sui
selfharm	0.350	0.620	0.407	ipsum noce
selfish	0.061	0.637	0.495	ambitiosus
selfishness	0.200	0.686	0.453	adrogantiam
selfless	0.521	0.235	0.396	gratuiti
selflove	0.854	0.630	0.661	selflove
selfworth	0.704	0.460	0.594	selfworth
sell	0.618	0.608	0.605	vendere
seller	0.635	0.471	0.635	venditor
sellout	0.398	0.490	0.465	sellout
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	semantics
semaphore	0.552	0.374	0.598	semapore
semblance	0.500	0.471	0.442	speciem
semen	0.500	0.755	0.471	semen
semester	0.521	0.327	0.482	semestri
semi	0.296	0.345	0.304	semi
semiautomatic	0.469	0.510	0.522	semiautomatic
semicolon	0.378	0.255	0.318	signo
seminal	0.459	0.413	0.566	seminarium
seminar	0.583	0.360	0.623	seminar
seminary	0.594	0.367	0.589	seminarium
semiotics	0.449	0.417	0.596	semiotics
senate	0.490	0.349	0.836	senatus
senator	0.391	0.422	0.821	senator
send	0.663	0.480	0.537	mittere
sender	0.542	0.449	0.509	mittentis
senescence	0.378	0.456	0.394	lucius
senile	0.280	0.211	0.305	'senex'
senior	0.561	0.415	0.536	senior 
seniority	0.408	0.427	0.602	antiquitas
senor	0.527	0.217	0.630	senor
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	sensus
sensational	0.938	0.827	0.858	sensational
sense	0.781	0.417	0.474	sensus
senseless	0.125	0.388	0.136	insensati
senses	0.740	0.461	0.693	sensus
sensibility	0.583	0.423	0.448	sensus
sensible	0.625	0.454	0.312	sensibilis
sensibly	0.786	0.337	0.396	sensibiliter
sensitive	0.714	0.426	0.254	sensitivo
sensitivity	0.750	0.417	0.395	sensus
sensor	0.571	0.377	0.542	sensorem
sensory	0.583	0.480	0.442	sensuale
sensual	0.730	0.790	0.642	sensuale
sensuality	0.844	0.840	0.632	sensualitas
sensuous	0.854	0.798	0.625	sensualis
sentence	0.625	0.265	0.548	sententia
sentencing	0.120	0.782	0.561	damnationem
sentient	0.583	0.417	0.363	sentientis
sentiment	0.765	0.451	0.639	sensus
sentimental	0.583	0.378	0.312	SENSUALIS
sentimentality	0.771	0.548	0.319	SENSUALITAS
sentinel	0.531	0.602	0.845	vigilia
sentry	0.470	0.547	0.684	uigilias
separable	0.469	0.390	0.368	separabilis
separate	0.240	0.514	0.349	separatum
separately	0.310	0.365	0.368	separatim
separation	0.198	0.592	0.409	separatio
separatist	0.245	0.627	0.537	separatist
sepia	0.448	0.270	0.345	sepia
sepsis	0.229	0.452	0.327	sepsis
sept	0.521	0.333	0.361	sept
septic	0.281	0.462	0.425	septic
septum	0.276	0.423	0.410	septum
sequel	0.650	0.480	0.574	sequela
sequence	0.543	0.350	0.529	series
sequent	0.531	0.423	0.591	sequenti
sequestered	0.160	0.863	0.427	sequestratum
sequestration	0.177	0.860	0.500	sequestratio
serenade	0.875	0.570	0.491	Serena
serendipity	0.677	0.413	0.500	serendipity
serene	0.802	0.132	0.370	serenus
serenity	0.900	0.122	0.557	serenitatem
sergeant	0.408	0.600	0.833	servus
serial	0.469	0.350	0.472	Vide
serialize	0.500	0.455	0.593	serialize
series	0.622	0.431	0.420	series
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	gravis
seriousness	0.439	0.365	0.750	gravitas
sermon	0.417	0.507	0.615	sermon
serpent	0.115	0.696	0.679	serpentis
serpentine	0.576	0.646	0.329	serpentinum
serrated	0.388	0.435	0.418	serratus
serum	0.520	0.231	0.443	serum
servant	0.340	0.408	0.331	servus
serve	0.622	0.400	0.384	ministrare
server	0.656	0.356	0.536	server
service	0.684	0.408	0.535	servitium
serviceable	0.834	0.400	0.684	utilis
servile	0.439	0.327	0.415	servilis
servitude	0.250	0.490	0.250	servitus
sesame	0.673	0.250	0.382	sesamae
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	session
sessions	0.646	0.578	0.650	sessiones
set	0.521	0.482	0.630	set
setback	0.198	0.451	0.250	incommodum
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	novorum
settle	0.833	0.520	0.772	componere
settled	0.521	0.510	0.473	habitavit
settlement	0.635	0.412	0.723	sedes
settler	0.573	0.453	0.519	colonus
settlor	0.531	0.434	0.534	settlor
setup	0.667	0.398	0.635	setup
seven	0.672	0.265	0.373	septem
seventeen	0.585	0.296	0.321	septendecim
seventh	0.500	0.245	0.288	septima
seventy	0.625	0.353	0.446	septuaginta
sever	0.156	0.635	0.451	sever
severable	0.406	0.451	0.398	severus
severally	0.719	0.298	0.600	singula
severance	0.396	0.620	0.541	Secernere
severe	0.164	0.735	0.635	gravibus
severely	0.219	0.673	0.700	graviter
severity	0.260	0.712	0.661	severitatem
sew	0.510	0.340	0.340	sem
sewage	0.255	0.343	0.339	purgamentorum
sewer	0.286	0.367	0.282	cloaca
sewerage	0.208	0.450	0.198	sewerage
sewing	0.625	0.337	0.356	sutura
sex	0.803	0.939	0.704	sexus
sexist	0.255	0.798	0.411	sexist
sexual	0.584	0.959	0.640	sexualis
sexuality	0.670	0.898	0.657	sexualitatis
sexy	0.865	0.945	0.802	parum pudici
shabby	0.235	0.519	0.259	sordida
shack	0.396	0.425	0.339	shack
shackle	0.276	0.580	0.414	alliges
shade	0.388	0.265	0.278	umbra
shades	0.490	0.300	0.380	umbrae
shading	0.420	0.324	0.318	obumbrationis
shadow	0.302	0.343	0.158	umbra
shadowy	0.135	0.373	0.330	opaca
shady	0.323	0.509	0.375	nemorosum
shaft	0.549	0.275	0.472	hastile
shag	0.417	0.462	0.340	seta
shaggy	0.510	0.302	0.321	hirsutae;
shake	0.439	0.689	0.539	excutite
shakedown	0.286	0.692	0.481	shakedown
shaken	0.344	0.657	0.333	concussus
shaker	0.520	0.728	0.518	shaker
shaking	0.275	0.849	0.255	quassatio
shaky	0.260	0.734	0.223	instabilitate
shall	0.510	0.385	0.412	shall
shallow	0.427	0.298	0.351	vadum
shallows	0.388	0.368	0.368	vadis
sham	0.354	0.602	0.395	simulacrum
shaman	0.490	0.531	0.604	flaminis
shambles	0.271	0.696	0.287	macello
shame	0.060	0.670	0.155	pudor
shamed	0.135	0.567	0.218	erubescebant
shameful	0.040	0.680	0.264	turpiter
shameless	0.274	0.713	0.407	impudens
shampoo	0.604	0.180	0.250	shampoo
shanghai	0.551	0.450	0.509	shanghai
shank	0.530	0.393	0.286	scapus
shanty	0.427	0.459	0.255	shanty
shape	0.592	0.240	0.422	figura
shapely	0.771	0.441	0.830	teretes
shard	0.388	0.407	0.426	testa
share	0.759	0.548	0.545	participes
shareholder	0.656	0.632	0.915	shareholder
sharing	0.827	0.462	0.545	communicatio
shark	0.260	0.845	0.596	PISTRIS
sharp	0.459	0.585	0.585	acuti
sharpen	0.582	0.694	0.611	acuere
sharpened	0.573	0.647	0.727	exacutus
sharpener	0.532	0.435	0.327	sharpener
sharpness	0.729	0.385	0.653	acerbitatem
sharpshooter	0.240	0.929	0.764	sharpshooter
shatter	0.108	0.821	0.464	concutere
shattered	0.097	0.806	0.309	contritus
shattering	0.135	0.760	0.475	comminutio
shave	0.521	0.410	0.480	radi
shaver	0.418	0.450	0.392	tonsor
shaving	0.500	0.469	0.353	tondenti
shawl	0.720	0.365	0.230	palliolum
sheaf	0.396	0.387	0.456	manipulum
shear	0.286	0.647	0.388	tondendas
shears	0.429	0.527	0.254	forfice
sheath	0.460	0.314	0.342	vagina
sheathing	0.378	0.480	0.642	vaginatus
shed	0.427	0.402	0.470	effusus
sheen	0.812	0.510	0.712	fulgor
sheep	0.604	0.206	0.161	ovis
sheepdog	0.684	0.442	0.529	ovis
sheepish	0.326	0.441	0.205	pudice
sheer	0.604	0.250	0.481	abruptum
sheet	0.439	0.174	0.302	sheet
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	pluteo
shell	0.615	0.408	0.391	testa
shellfish	0.594	0.412	0.393	conchilia
shelling	0.337	0.917	0.773	shelling
shelter	0.704	0.229	0.569	tectumque
sheltered	0.590	0.377	0.717	tuta
shelters	0.582	0.333	0.482	tabernacula
shelved	0.306	0.166	0.321	shelved
shepherd	0.656	0.304	0.610	pastor
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	vicecomitis
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	scutum
shift	0.479	0.610	0.491	trabea
shifting	0.518	0.548	0.546	varium
shifty	0.365	0.687	0.483	levis
shilling	0.521	0.342	0.430	denarios
shimmer	0.745	0.562	0.656	coruscis
shimmering	0.844	0.648	0.904	coruscis
shimmy	0.478	0.476	0.462	shimmy
shin	0.459	0.500	0.231	tibia
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	luceat
shiner	0.740	0.510	0.556	splendens
shingle	0.510	0.200	0.410	nigramque
shining	0.885	0.673	0.812	lucens
shiny	0.885	0.604	0.787	crus
ship	0.646	0.500	0.439	navis
shipment	0.582	0.440	0.452	sit amet
shipping	0.622	0.327	0.443	naviportans
shipshape	0.594	0.480	0.474	shiphape
shipwreck	0.268	0.768	0.373	naufragium
shipyard	0.398	0.583	0.595	navalia
shire	0.479	0.257	0.609	comitatus
shirt	0.698	0.186	0.231	shirt
shit	0.000	0.678	0.294	cacas
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	shitfaced
shithead	0.120	0.645	0.302	shithead
shitless	0.271	0.545	0.333	shitless
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	shitty
shiver	0.260	0.765	0.236	tremere
shivering	0.122	0.663	0.373	horror
shoals	0.396	0.408	0.375	vadis
shock	0.286	0.821	0.453	concussa
shocked	0.292	0.773	0.375	abhorrent
shocker	0.235	0.804	0.616	shocker
shocking	0.378	0.853	0.833	atrox
shockingly	0.510	0.924	0.721	INCUSSU
shoddy	0.082	0.463	0.179	shoddy
shoe	0.517	0.225	0.288	calceus
shoelace	0.396	0.280	0.307	shoelace
shoemaker	0.396	0.269	0.491	sutor
shoes	0.729	0.324	0.210	calceamenta
shoeshine	0.392	0.387	0.325	shoeshine 
shook	0.163	0.759	0.509	concussit
shoot	0.092	0.926	0.625	surculus
shooter	0.224	0.814	0.774	jaculator
shooting	0.276	0.931	0.602	dirigentes
shootout	0.080	0.927	0.615	mitterent
shop	0.725	0.632	0.565	shop
shopkeeper	0.677	0.510	0.730	tabernarius
shoplifter	0.167	0.830	0.500	shoplifter
shoplifting	0.152	0.833	0.441	shoplifting
shopper	0.646	0.615	0.741	MANCEPS
shopping	0.915	0.445	0.630	shopping
shore	0.542	0.304	0.204	litus
shoreline	0.677	0.296	0.529	shoreline
shorn	0.396	0.415	0.400	tonsum
short	0.184	0.264	0.237	breve
short story	0.697	0.321	0.348	fabula
shortage	0.094	0.455	0.198	inopia
shortcake	0.677	0.359	0.398	shortcake
shortcoming	0.195	0.370	0.258	defectus
shortcut	0.594	0.308	0.426	brevis
shorten	0.302	0.382	0.460	breviare
shortening	0.286	0.333	0.385	abbreviatio
shorthand	0.459	0.450	0.461	notas commentus
shortly	0.582	0.310	0.360	mox
shortness	0.459	0.280	0.272	brevitas
shorts	0.622	0.481	0.287	bracis
shortstop	0.418	0.529	0.450	shortstop
shortwave	0.460	0.271	0.368	shortwave
shot	0.144	0.750	0.569	iecit
shotgun	0.200	0.868	0.684	pyrobolum
shoulder	0.562	0.286	0.406	humerum
shout	0.229	0.925	0.444	vociferamini
shove	0.306	0.690	0.602	shove
shovel	0.427	0.308	0.267	rutrum
shoveling	0.265	0.620	0.537	shoveling
show	0.673	0.771	0.719	ostende
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	showcase
showdown	0.302	0.950	0.692	sollicitudin
shower	0.669	0.346	0.336	imbrem
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	ostensio
showoff	0.344	0.598	0.463	showoff
showroom	0.740	0.441	0.536	showroom
showy	0.698	0.657	0.661	speciosa
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	implevit pallium suum
shrew	0.306	0.463	0.390	sorex
shrewd	0.551	0.673	0.816	astutus
shriek	0.459	0.827	0.491	striek
shrill	0.312	0.721	0.640	argutae
shrimp	0.571	0.361	0.425	squilla
shrine	0.802	0.255	0.574	fanum
shrink	0.385	0.453	0.272	reformidant 
shrinking	0.190	0.400	0.217	detrectantes
shrivel	0.160	0.409	0.143	macies
shroud	0.417	0.457	0.389	integumento
shrub	0.531	0.340	0.340	virgultum
shrubbery	0.490	0.267	0.332	virgulta
shrug	0.208	0.296	0.278	allevans 
shrunk	0.163	0.354	0.218	tumultus
shrunken	0.500	0.373	0.221	exile
shudder	0.344	0.791	0.559	horresco
shuddering	0.302	0.802	0.638	horror
shuffle	0.459	0.450	0.556	versas
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	commiscens
shun	0.418	0.604	0.389	shun
shunned	0.271	0.464	0.367	fugienda
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	clausa
shutdown	0.173	0.367	0.418	shutdown
shuteye	0.521	0.430	0.431	shuteye
shutit	0.281	0.442	0.480	shutit
shutter	0.191	0.380	0.482	Lorem 
shuttle	0.531	0.591	0.547	pectine
shutup	0.333	0.560	0.491	tace
shy	0.280	0.153	0.132	fugax
shyness	0.312	0.265	0.246	aporiatio
shyster	0.292	0.567	0.424	shyster
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	fratrem
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	infirmum
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	sicken
sickening	0.074	0.618	0.259	teter
sickle	0.427	0.585	0.370	falx
sickly	0.188	0.550	0.191	morbidus
sickness	0.094	0.704	0.288	languor
side	0.439	0.288	0.395	latus
sidearm	0.410	0.474	0.500	sidearm
sidebar	0.469	0.364	0.405	pars
sideboard	0.590	0.259	0.426	abaci
sideburns	0.777	0.327	0.308	sideburns
sidecar	0.552	0.449	0.500	sidecar 
sidekick	0.602	0.439	0.509	sidekick
sideline	0.440	0.382	0.517	sideline
sideshow	0.458	0.594	0.658	sideshow
sidestep	0.378	0.559	0.407	declinatione
sidewalk	0.479	0.192	0.348	sidewalk
sideways	0.788	0.245	0.291	Latus
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	obsidio
siesta	0.740	0.046	0.295	siesta
sieve	0.459	0.250	0.333	cribrum
sift	0.542	0.412	0.461	cribra
sifting	0.571	0.469	0.474	cernendi
sigh	0.469	0.387	0.273	gemitus
sight	0.684	0.250	0.528	aspectum
sighting	0.582	0.560	0.627	sighting
sightseeing	0.875	0.552	0.697	sightseeing
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	signum
signal	0.615	0.417	0.464	signum
signature	0.570	0.422	0.657	signature
significance	0.820	0.460	0.644	significatio
significant	0.827	0.649	0.786	significantes
signification	0.583	0.337	0.530	significatio
signify	0.453	0.422	0.634	significant
signpost	0.510	0.400	0.446	indicem
silence	0.438	0.200	0.223	silentium
silencer	0.417	0.356	0.482	silencer
silent	0.469	0.125	0.280	tace
silently	0.448	0.185	0.306	tacite
silhouette	0.582	0.410	0.288	silhouette
silicon	0.439	0.448	0.445	Pii
silicone	0.480	0.340	0.333	silicone
silk	0.760	0.115	0.300	sericum
silken	0.730	0.265	0.394	bombycinus
silky	0.802	0.397	0.271	sericeus
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	ineptias
silly	0.384	0.349	0.161	inepta
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	silt
silver	0.684	0.451	0.615	argenti
silverware	0.663	0.365	0.409	argentum
silvery	0.543	0.460	0.517	argenteus
similar	0.562	0.250	0.423	similis
similarity	0.729	0.255	0.518	simile
simile	0.615	0.363	0.464	simile
simmer	0.650	0.293	0.393	wisi
simmering	0.382	0.613	0.412	coquere
simple	0.653	0.130	0.314	simplex
simples	0.724	0.240	0.263	simples
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	simplicitas
simplify	0.565	0.347	0.602	simpliciorem
simplistic	0.490	0.245	0.391	simplistic
simply	0.535	0.148	0.393	simpliciter
simulate	0.551	0.375	0.417	simulate
simulated	0.500	0.461	0.356	simulatum
simulating	0.552	0.462	0.481	simulatio
simulation	0.552	0.574	0.567	simulatione
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	simul
simultaneously	0.656	0.490	0.609	simul
sin	0.177	0.712	0.449	peccatum
sincere	0.918	0.265	0.725	sincerus
sincerity	0.908	0.351	0.686	sinceritate
sinful	0.143	0.788	0.417	peccatrici
sing	0.858	0.606	0.420	cantare
singer	0.802	0.735	0.628	cantor
singing	0.885	0.594	0.528	cantus
single	0.291	0.354	0.259	una
singly	0.553	0.354	0.466	singillatim
singular	0.610	0.302	0.482	singular
singularity	0.582	0.348	0.654	singularitas
singularly	0.571	0.330	0.527	singulariter
sinister	0.125	0.896	0.581	sinistrum
sink	0.375	0.439	0.322	mergi
sinker	0.302	0.557	0.538	sinker
sinking	0.135	0.439	0.342	mergi
sinner	0.237	0.667	0.356	peccator
sinning	0.170	0.700	0.422	peccando
sinus	0.531	0.563	0.340	sinus
sip	0.375	0.380	0.213	sorbendum praebe
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	SORBITIO
sir	0.622	0.306	0.778	domine
sire	0.854	0.452	0.808	genitor
siren	0.570	0.627	0.500	siren
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	molliculi
sister	0.916	0.324	0.562	soror
sisterhood	0.837	0.415	0.696	fraternitas
sit	0.561	0.230	0.368	sit
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	site
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	sedentem
sitting	0.561	0.146	0.353	sedens
situate	0.510	0.310	0.483	situm
situated	0.542	0.231	0.543	situm
situation	0.531	0.387	0.600	situ
six	0.500	0.154	0.271	sex
sixpence	0.469	0.417	0.463	sex denarios
sixteen	0.583	0.290	0.324	sedecim
sixth	0.521	0.275	0.366	sextus
sixty	0.694	0.240	0.433	sexaginta
sizable	0.727	0.337	0.657	sizable
size	0.531	0.336	0.569	magnitudine
sizzle	0.427	0.704	0.368	sizzle
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	skate
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	skater
skating	0.745	0.673	0.435	skating
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	osseus
skeleton	0.183	0.464	0.343	osseus
skeptic	0.135	0.440	0.500	infideliter
skeptical	0.207	0.500	0.452	infideliter
skepticism	0.229	0.480	0.582	infidelitas
sketch	0.704	0.276	0.420	adumbrare
sketching	0.729	0.327	0.400	adumbrat
sketchy	0.333	0.479	0.241	adumbratum
skewed	0.340	0.480	0.361	DECLINIS
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	LABOR
skier	0.802	0.788	0.639	nauta
skiff	0.479	0.375	0.472	cymba
skiing	0.823	0.824	0.620	skiing
skijump	0.635	0.647	0.482	skijump
skill	0.847	0.701	0.833	arte
skilled	0.886	0.614	0.929	peritus
skillet	0.510	0.296	0.345	caldario
skillful	0.802	0.616	0.908	peritissimus
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	skimpy
skin	0.569	0.350	0.395	pellis
skinny	0.333	0.333	0.298	invalidi
skip	0.458	0.804	0.439	skip
skipper	0.440	0.577	0.692	Gubernator
skirmish	0.290	0.640	0.474	proelio
skirt	0.602	0.463	0.226	lacinia
skirting	0.449	0.529	0.386	oram
skirts	0.622	0.538	0.241	fimbriae
skit	0.438	0.434	0.421	skit
skittish	0.156	0.815	0.172	ephippium
skull	0.276	0.558	0.574	calvaria
skunk	0.284	0.491	0.380	Skunk
sky	0.958	0.234	0.401	caelum
skylight	0.708	0.314	0.343	impluvium
skyline	0.592	0.412	0.662	skyline
skyscraper	0.622	0.696	0.798	skyscraper
slab	0.398	0.265	0.264	tabula
slack	0.521	0.283	0.446	segnis
slag	0.266	0.600	0.254	scoria
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	calumniare
slanderous	0.057	0.800	0.337	calumniare
slang	0.479	0.418	0.491	slang
slant	0.469	0.396	0.536	obliquus
slap	0.100	0.804	0.518	alapam
slash	0.260	0.500	0.509	VULNUS
slashes	0.330	0.328	0.410	slashes
slate	0.531	0.283	0.431	rasa
slates	0.500	0.270	0.342	slates
slaughter	0.052	0.953	0.602	caedes
slaughterhouse	0.146	0.794	0.472	MACELLUM
slaughtering	0.133	0.947	0.714	mactatio
slave	0.171	0.795	0.151	servus
slavery	0.052	0.783	0.218	servitus
slay	0.133	0.920	0.585	occidere
slayer	0.041	0.930	0.661	interfectorem
sleaze	0.312	0.538	0.405	sleaze
sleazy	0.292	0.674	0.370	sleazy
sled	0.635	0.547	0.446	lupus
sledding	0.625	0.547	0.422	sledding
sledge	0.646	0.500	0.361	tribula
sledgehammer	0.449	0.479	0.482	sledgehammer
sleek	0.750	0.484	0.643	nitidus
sleep	0.719	0.090	0.339	somnum
sleeper	0.640	0.154	0.254	dormiens
sleeping	0.704	0.091	0.312	dormiens
sleepless	0.213	0.410	0.207	insomnis
sleeplessness	0.104	0.604	0.202	insomnio
sleepover	0.815	0.519	0.340	pet
sleepy	0.604	0.125	0.250	somnolentus
sleepyhead	0.327	0.350	0.294	sleepyhead
sleet	0.410	0.355	0.395	sleet
sleeve	0.531	0.270	0.273	sleeve
sleeveless	0.638	0.290	0.200	sine manicis
sleigh	0.742	0.551	0.396	sleigh
sleight	0.719	0.677	0.379	nequitia
