English Word	Valence	Arousal	Dominance	Odia Word
transformer	0.582	0.582	0.723	ଟ୍ରାନ୍ସଫର୍ମର
transfusion	0.417	0.730	0.557	ରକ୍ତଦାନ
transgression	0.158	0.890	0.611	ଅଧର୍ମ
transient	0.510	0.405	0.430	କ୍ଷଣସ୍ଥାୟୀ |
transistor	0.480	0.480	0.444	ଟ୍ରାନଜିଷ୍ଟର
transit	0.439	0.590	0.588	ଗମନାଗମନ
transition	0.605	0.561	0.558	ସଂକ୍ରମଣ
transitional	0.573	0.472	0.491	କ୍ରାନ୍ତିକାରୀ
transitive	0.479	0.377	0.414	ଟ୍ରାନଜିଟିଭ୍
transitory	0.438	0.450	0.407	ଗମନାଗମନ
translate	0.604	0.423	0.462	ଅନୁବାଦ କର
translation	0.633	0.435	0.598	ଅନୁବାଦ
translator	0.760	0.412	0.473	ଅନୁବାଦକ
translocation	0.367	0.612	0.564	ଅନୁବାଦ
translucent	0.600	0.500	0.389	ସ୍ୱଚ୍ଛ
transmission	0.688	0.490	0.611	ସଂକ୍ରମଣ
transmit	0.836	0.581	0.673	ପ୍ରସାରଣ
transmitter	0.520	0.511	0.719	ଟ୍ରାନ୍ସମିଟର
transmutation	0.438	0.740	0.737	ଟ୍ରାନ୍ସମ୍ୟୁଟେସନ୍
transom	0.375	0.385	0.417	ଟ୍ରାନ୍ସମ
transparency	0.847	0.260	0.587	ସ୍ୱଚ୍ଛତା
transparent	0.542	0.330	0.667	ସ୍ୱଚ୍ଛ
transplant	0.445	0.806	0.620	ପ୍ରତିରୋପଣ
transplantation	0.531	0.694	0.610	ପ୍ରତିରୋପଣ
transponder	0.564	0.575	0.565	ଟ୍ରାନ୍ସପଣ୍ଡର |
transport	0.613	0.627	0.605	ପରିବହନ
transportation	0.667	0.560	0.472	ପରିବହନ
transporter	0.615	0.625	0.750	ପରିବହନକାରୀ
transpose	0.440	0.585	0.467	ଟ୍ରାନ୍ସପୋଜ୍
transposition	0.312	0.451	0.555	ସ୍ଥାନାନ୍ତରଣ
transsexual	0.264	0.815	0.423	ଟ୍ରାନ୍ସକ୍ସକ୍ସୁଆଲ୍ |
transverse	0.429	0.429	0.525	ଟ୍ରାନ୍ସଭର୍ସ |
transvestite	0.270	0.675	0.373	ଟ୍ରାନ୍ସଭେଷ୍ଟାଇଟ୍ |
trap	0.104	0.610	0.391	ଜାଲ
trapdoor	0.094	0.670	0.462	ଜାଲ
trapeze	0.542	0.625	0.566	ଟ୍ରାପେଜ୍
trapped	0.135	0.615	0.380	ଫାଶରେ ପଡ଼ିଛନ୍ତି |
trapper	0.296	0.654	0.491	ଟ୍ରାପର୍
trapping	0.333	0.621	0.491	ଟ୍ରାପିଙ୍ଗ୍ |
trappings	0.458	0.462	0.370	ଟ୍ରାପିଙ୍ଗ୍ |
traps	0.235	0.673	0.481	ଜାଲ
trash	0.163	0.541	0.154	ଆବର୍ଜନା
trashy	0.071	0.380	0.161	ଚମତ୍କାର
trauma	0.112	0.792	0.453	ଆଘାତ
traumatic	0.062	0.885	0.427	ଆଘାତଜନକ
travail	0.500	0.677	0.620	ଯନ୍ତ୍ରଣା
travel	0.931	0.689	0.535	ଭ୍ରମଣ
traveler	0.837	0.571	0.700	ଭ୍ରମଣକାରୀ
traveling	0.900	0.750	0.582	ଭ୍ରମଣ
traverse	0.571	0.590	0.629	ଟ୍ରାଭର୍
travesty	0.354	0.644	0.407	ଭ୍ରମଣକାରୀ |
trawl	0.255	0.590	0.464	ଟ୍ରଲ୍
trawler	0.316	0.430	0.405	ଟ୍ରଲର୍
tray	0.549	0.250	0.345	ଟ୍ରେ
treacherous	0.112	0.815	0.402	ବିଶ୍ୱାସଘାତକ
treachery	0.104	0.852	0.448	ବିଶ୍ୱାସଘାତକତା
tread	0.510	0.520	0.426	ପାଦ
treadmill	0.459	0.636	0.436	ଟ୍ରାଡମିଲ୍ |
treason	0.094	0.806	0.552	ଦେଶଦ୍ରୋହ
treasure	0.927	0.592	0.821	ଧନ
treasured	0.849	0.471	0.730	ଭଣ୍ଡାର
treasurer	0.694	0.456	0.755	କୋଷାଧ୍ୟକ୍ଷ
treasures	0.867	0.771	0.842	ଭଣ୍ଡାର
treasury	0.812	0.541	0.736	ରାଜକୋଷ
treat	0.573	0.571	0.436	ଚିକିତ୍ସା କର |
treatable	0.780	0.302	0.560	ଚିକିତ୍ସା ଯୋଗ୍ୟ
treatise	0.604	0.407	0.613	ଗ୍ରନ୍ଥ
treatment	0.663	0.386	0.620	ଚିକିତ୍ସା
treaty	0.646	0.382	0.667	ଚୁକ୍ତି
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	ଗଛ
trees	0.653	0.137	0.537	ଗଛ
trek	0.469	0.530	0.535	ଟ୍ରେକ୍
trellis	0.299	0.500	0.389	ଟ୍ରେଲିସ୍
tremble	0.177	0.878	0.388	କମ୍ପିତ
trembling	0.177	0.824	0.324	କମ୍ପିତ
tremendous	0.600	0.888	0.773	ଜବରଦସ୍ତ
tremendously	0.719	0.722	0.661	ଜବରଦସ୍ତ
tremor	0.104	0.833	0.455	କମ୍ପନ
trench	0.429	0.760	0.429	ଖାଲ
trend	0.625	0.458	0.706	ଧାରା
trending	0.750	0.472	0.600	ଟ୍ରେଣ୍ଡିଂ
trendy	0.713	0.520	0.536	ଟ୍ରେଣ୍ଡି
trepidation	0.582	0.594	0.464	trepidation
trespass	0.229	0.670	0.613	ଅପରାଧ
triad	0.469	0.413	0.528	ତ୍ରିକୋଣୀୟ
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	ପରୀକ୍ଷା
triangle	0.562	0.269	0.352	ତ୍ରିରଙ୍ଗା
triangular	0.430	0.320	0.397	ତ୍ରିକୋଣୀୟ
triangulate	0.408	0.380	0.517	ତ୍ରିରଙ୍ଗା
triathlon	0.521	0.853	0.663	ଟ୍ରାଇଥଲନ୍ |
tribal	0.417	0.404	0.482	ଆଦିବାସୀ
tribe	0.664	0.486	0.516	ଜନଜାତି
tribulation	0.448	0.612	0.484	ଦୁ ulation ଖ
tribunal	0.410	0.670	0.797	ଟ୍ରିବ୍ୟୁନାଲ
tribune	0.610	0.585	0.556	ଟ୍ରିବ୍ୟୁନ୍
tributary	0.615	0.463	0.616	ଉପନଦୀ
tribute	0.684	0.573	0.700	ଶ୍ରଦ୍ଧାଞ୍ଜଳି
trick	0.542	0.700	0.409	କୌଶଳ
trickery	0.146	0.798	0.336	ଚତୁରତା
trickle	0.500	0.196	0.231	ଚତୁରତା
trickster	0.375	0.680	0.446	ଚତୁର
tricky	0.219	0.651	0.500	ଚତୁର
tricycle	0.633	0.402	0.368	ଟ୍ରାଇ ସାଇକେଲ
trident	0.403	0.606	0.609	ଟ୍ରାଇଡେଣ୍ଟ୍
trifle	0.271	0.296	0.221	ଛୋଟ
trifling	0.375	0.418	0.183	ଛଳନା
trig	0.438	0.417	0.415	ଟ୍ରିଗ୍
trigger	0.271	0.804	0.660	ଟ୍ରିଗର
trigonometry	0.396	0.400	0.616	ଟ୍ରାଇଗୋନେମେଟ୍ରି |
trillion	0.592	0.420	0.623	ଟ୍ରିଲିୟନ୍
trilogy	0.615	0.520	0.664	ତ୍ରିଲୋଚନ |
trim	0.500	0.466	0.430	ଟ୍ରିମ୍
trimester	0.783	0.336	0.538	ତ୍ର im ମାସିକ
trimmer	0.260	0.548	0.529	ଟ୍ରିମର୍
trimming	0.500	0.478	0.325	ଛେଦନ
trine	0.396	0.365	0.317	ଟ୍ରାଇନ୍
trinity	0.635	0.346	0.660	ତ୍ରିଶକ୍ତି
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	ତ୍ରି
trip	0.875	0.643	0.538	ଯାତ୍ରା
tripartite	0.500	0.480	0.539	ତ୍ରିପାକ୍ଷିକ
tripe	0.312	0.361	0.438	ଟ୍ରାଇପ୍
triple	0.585	0.385	0.481	ତ୍ରିଗୁଣ
triplet	0.622	0.510	0.618	ତ୍ରିପାଠୀ
triplicate	0.684	0.545	0.717	ତ୍ରିଗୁଣ
tripod	0.406	0.388	0.483	ତ୍ରିପାଠୀ
tripping	0.276	0.594	0.293	ଟ୍ରପିଂ
trite	0.458	0.418	0.290	ଟ୍ରାଇଟ୍
tritium	0.412	0.471	0.422	ଟ୍ରାଇଟିୟମ୍
triumph	0.969	0.798	0.926	ବିଜୟ
triumphant	0.949	0.837	0.972	ଜୟ
trivia	0.690	0.490	0.473	ତୃଟି
trivial	0.406	0.387	0.337	ତୁଚ୍ଛ
troll	0.378	0.627	0.327	ଟ୍ରୋଲ୍
trolley	0.562	0.558	0.464	ଟ୍ରଲି
trombone	0.562	0.500	0.500	ଟ୍ରମ୍ବୋନ
troop	0.375	0.696	0.750	ସ op ନ୍ୟବାହିନୀ
trooper	0.458	0.694	0.713	ଟ୍ରୁପର୍
troops	0.385	0.718	0.804	ସ troops ନ୍ୟ
trophy	0.947	0.643	0.676	ଟ୍ରଫି
tropic	0.740	0.529	0.536	ଟ୍ରପିକ୍ |
tropical	0.740	0.461	0.509	ଟ୍ରପିକାଲ୍
tropics	0.740	0.383	0.412	ଟ୍ରପିକ୍
trot	0.531	0.664	0.396	ଟ୍ରଟ୍
trouble	0.135	0.811	0.452	ଅସୁବିଧା
troubled	0.167	0.627	0.385	ଅସୁବିଧା
troublemaker	0.260	0.900	0.596	ଅସୁବିଧାକାରୀ
troubles	0.051	0.854	0.269	ଅସୁବିଧା
troublesome	0.283	0.894	0.404	ଅସୁବିଧାଜନକ
trough	0.500	0.308	0.340	ଟ୍ରଫ୍
troupe	0.625	0.406	0.557	ଟ୍ରୁପ୍
trousers	0.625	0.314	0.442	ଟ୍ରାଉଜର
trout	0.516	0.387	0.298	ଟ୍ରାଉଟ୍
trowel	0.470	0.418	0.250	ଟ୍ରାଉଲ୍
truce	0.688	0.441	0.453	ଚୁକ୍ତି
truck	0.531	0.368	0.546	ଟ୍ରକ
trucker	0.494	0.609	0.500	ଟ୍ରକର୍
truckload	0.480	0.450	0.534	ଟ୍ରକ୍ ଲୋଡ୍ |
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	ସତ
truelove	0.860	0.600	0.587	ସତ ପ୍ରେମ
truffle	0.677	0.323	0.418	ଟ୍ରଫ୍
truism	0.521	0.422	0.480	ଟ୍ରୁଜିମ୍ |
trump	0.640	0.716	0.898	ତୂରୀ
trumpet	0.573	0.570	0.393	ତୂରୀ
trumpeter	0.673	0.600	0.676	ତୂରୀ
truncate	0.323	0.600	0.412	କାଟିବା
truncated	0.316	0.602	0.439	ଛେଦନ
trundle	0.507	0.270	0.414	ଟ୍ରଣ୍ଡଲ୍ |
trunk	0.271	0.167	0.404	ଟ୍ରଙ୍କ
truss	0.521	0.482	0.569	ଟ୍ରସ୍
trust	0.888	0.547	0.741	ବିଶ୍ୱାସ
trustee	0.531	0.442	0.658	ଟ୍ରଷ୍ଟି
trusting	0.857	0.508	0.750	ବିଶ୍ ing ାସ
trustworthy	0.969	0.315	0.824	ବିଶ୍ୱାସଯୋଗ୍ୟ
trusty	0.863	0.398	0.696	ବିଶ୍ୱାସୀ
truth	0.971	0.400	0.685	ସତ୍ୟ
truthful	0.708	0.467	0.807	ସତ୍ୟବାଦୀ
truthfulness	0.920	0.549	0.808	ସତ୍ୟତା
try	0.604	0.551	0.556	ଚେଷ୍ଟା କର |
tryout	0.459	0.539	0.472	ଚେଷ୍ଟା କର
tryouts	0.490	0.602	0.594	ଚେଷ୍ଟା
tsunami	0.042	0.944	0.684	ସୁନାମି
tub	0.449	0.235	0.265	ଟବ୍ |
tuba	0.542	0.402	0.381	ଟୁବା |
tubby	0.427	0.423	0.353	ଟବି |
tube	0.418	0.279	0.409	ନଳି
tuberculosis	0.214	0.519	0.424	ଯକ୍ଷ୍ମା
tubing	0.438	0.363	0.358	ଟ୍ୟୁବ୍
tubular	0.458	0.361	0.464	ଟ୍ୟୁବଲାର୍ |
tubule	0.500	0.330	0.333	ଟ୍ୟୁବଲ୍
tuck	0.367	0.473	0.361	ଟକ୍
tucker	0.475	0.558	0.429	ଟକର୍
tuesday	0.469	0.184	0.330	ମଙ୍ଗଳବାର
tufted	0.500	0.510	0.406	ଟୁଫ୍ଟେଡ୍ |
tug	0.320	0.604	0.558	ଟଗ୍
tugboat	0.271	0.510	0.652	ଟଗ୍ବୋଟ |
tuition	0.531	0.372	0.436	ପାଠ୍ୟକ୍ରମ
tulip	0.730	0.189	0.356	ତୁଳସୀ ପତ୍ର
tumble	0.276	0.556	0.272	umble ୁଣ୍ଟିବା |
tumbler	0.520	0.260	0.352	ତୁମ୍ବ
tumbleweed	0.312	0.471	0.427	ତୁମ୍ଲଭ
tummy	0.427	0.365	0.230	ପେଟ
tumor	0.102	0.664	0.324	ଟ୍ୟୁମର୍
tumour	0.092	0.627	0.464	ଟ୍ୟୁମର୍
tumult	0.271	0.640	0.636	ଉତ୍ତେଜନା |
tumultuous	0.208	0.622	0.590	ଉତ୍ତେଜନା
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	ଟୁନା
tunable	0.510	0.364	0.582	ଟ୍ୟୁନେବୁଲ୍ |
tune	0.708	0.479	0.426	ଟ୍ୟୁନ୍ କରନ୍ତୁ |
tunic	0.531	0.248	0.391	ପୋଷାକ |
tuning	0.719	0.390	0.635	ଟ୍ୟୁନିଂ
tunnel	0.312	0.490	0.412	ଟନେଲ୍
turban	0.469	0.386	0.426	ପଗଡି |
turbidity	0.184	0.607	0.393	ଅସ୍ଥିରତା |
turbine	0.520	0.549	0.575	ଟର୍ବାଇନ |
turbo	0.583	0.729	0.596	ଟର୍ବୋ |
turbulence	0.062	0.922	0.532	ଅଶାନ୍ତି
turbulent	0.302	0.792	0.612	ଅଶାନ୍ତ
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	ଟର୍ଫ |
turkey	0.634	0.245	0.247	କଦଳୀ
turmeric	0.542	0.316	0.312	କଦଳୀ
turmoil	0.198	0.888	0.417	ଅଶାନ୍ତି |
turn	0.531	0.398	0.482	ଟର୍ନ୍
turnaround	0.560	0.654	0.407	ବୁଲି ପଡ
turned	0.630	0.538	0.583	ବୁଲିଗଲା |
turning	0.510	0.684	0.420	ବୁଲିବା
turnip	0.561	0.183	0.254	ଶାଗୁଣା |
turnkey	0.531	0.382	0.427	ଟର୍କି
turnoff	0.312	0.560	0.327	ବନ୍ଦ କର
turnout	0.641	0.692	0.898	ପ ରି ଣ ତ ହେ ବା
turnover	0.490	0.392	0.512	କାରବାର
turnpike	0.459	0.434	0.462	ଟର୍ନପାଇକ୍ |
turntable	0.531	0.455	0.406	ଟର୍ନଟେବଲ୍ |
turpentine	0.320	0.539	0.571	ଟର୍ପେଣ୍ଟାଇନ୍ |
turquoise	0.786	0.226	0.357	କଇଁଚ |
turret	0.494	0.500	0.588	ଟୁରେଟ୍ |
turtle	0.291	0.102	0.271	କଇଁଛ
turtleneck	0.583	0.398	0.327	କଇଁଛ
tussle	0.333	0.919	0.691	ଟସ୍
tutelage	0.393	0.442	0.609	tutelage
tutor	0.750	0.346	0.826	ଶିକ୍ଷକ
tutoring	0.663	0.402	0.702	ଶିକ୍ଷାଦାନ
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	ଟକ୍ସ
tuxedo	0.694	0.354	0.519	ଟକ୍ସେଡୋ |
tv	0.622	0.380	0.393	ଟିଭି
twain	0.541	0.255	0.370	ଦୁଇଜଣ
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	ଟୁଇକ୍
tweed	0.510	0.440	0.412	ଟ୍ୱିଡ୍
tweet	0.659	0.490	0.537	ଟୁଇଟ୍
tweezers	0.493	0.408	0.295	ଟ୍ୱିଜର
twelfth	0.521	0.292	0.527	ଦ୍ୱାଦଶ
twelve	0.490	0.298	0.412	ବାର
twentieth	0.469	0.297	0.346	ଏକବିଂଶ
twenty	0.520	0.292	0.286	କୋଡ଼ିଏ
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	ଡାଳ
twilight	0.622	0.341	0.633	ସନ୍ଧ୍ୟା
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	ଯାଆଁଳା
twine	0.521	0.380	0.337	ଯୁଗଳ
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	twinkle
twins	0.760	0.473	0.602	ଯାଆଁଳା
twirl	0.552	0.647	0.409	twirl
twist	0.375	0.469	0.337	ମୋଡ଼
twisted	0.071	0.736	0.311	ମୋଡ଼
twister	0.330	0.680	0.647	ଟ୍ୱିଷ୍ଟର୍ |
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	ଟୁଇଚ୍ |
twitching	0.292	0.700	0.482	ଟୁଇଚ୍
twitchy	0.094	0.918	0.281	twitchy
two	0.520	0.200	0.404	ଦୁଇଟି
two step	0.583	0.314	0.327	ଦୁଇଟି ସୋପାନ |
twofaced	0.387	0.620	0.384	ଦ୍ୱିଗୁଣିତ
twofold	0.573	0.333	0.551	ଦୁଇଗୁଣ
twosome	0.583	0.544	0.500	ଦୁଇ
tycoon	0.682	0.596	0.867	ଟାଇକନ୍ |
tyke	0.500	0.388	0.300	ଟାଇକେ
type	0.500	0.284	0.364	ଟାଇପ୍ କରନ୍ତୁ |
typewriter	0.542	0.373	0.418	ଟାଇପ୍ ରାଇଟର୍
typhoid	0.265	0.458	0.401	ଟାଇଫଏଡ୍ |
typhoon	0.323	0.796	0.697	ଟାଇଫୁନ୍
typical	0.635	0.206	0.426	ସାଧାରଣ
typically	0.569	0.377	0.559	ସାଧାରଣତ। |
typist	0.551	0.559	0.528	ଟାଇପିଷ୍ଟ
typo	0.224	0.415	0.255	ଟାଇପ୍
typography	0.480	0.334	0.574	ଟାଇପୋଗ୍ରାଫି
tyrannical	0.167	0.860	0.731	ଅତ୍ୟାଚାର
tyranny	0.112	0.792	0.705	ଅତ୍ୟାଚାର
tyrant	0.115	0.850	0.683	ଅତ୍ୟାଚାରୀ
tyre	0.480	0.358	0.407	ଟାୟାର
ubiquitous	0.635	0.571	0.884	ସର୍ବବ୍ୟାପୀ |
ubiquity	0.578	0.490	0.595	ସର୍ବବ୍ୟାପୀ |
ugliness	0.094	0.407	0.267	ଅଶୁଭତା
ugly	0.167	0.630	0.254	ଅସୁନ୍ଦର
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	ଅଲସର
ulterior	0.375	0.509	0.490	ଅଲ୍ଟିଅର୍
ultimate	0.648	0.645	0.544	ଚରମ
ultimately	0.385	0.480	0.558	ପରିଶେଷରେ
ultimatum	0.219	0.855	0.837	ଅଲ୍ଟିମାଟମ୍ |
ultimo	0.375	0.363	0.300	ଅଲ୍ଟିମୋ |
ultrasound	0.573	0.594	0.600	ଅଲଟ୍ରାସାଉଣ୍ଡ
ultraviolet	0.604	0.448	0.673	ଅତିବାଇଗଣି
umbilical	0.398	0.406	0.333	ନାବିକ
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	ଛତା
umpire	0.520	0.592	0.755	ଅମ୍ପାୟାର
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	ଅନାବଶ୍ୟକ |
unabated	0.532	0.420	0.466	ଅବିଭାଜିତ |
unable	0.132	0.459	0.193	ଅସମର୍ଥ
unacceptable	0.133	0.479	0.330	ଗ୍ରହଣୀୟ ନୁହେଁ
unaccompanied	0.292	0.376	0.297	ସାଥୀ
unaccountable	0.180	0.600	0.543	ଅସଂଖ୍ୟ
unaccounted	0.410	0.338	0.361	ଅସଂଖ୍ୟ
unacknowledged	0.240	0.269	0.116	ଅଜ୍ଞାତ
unadulterated	0.570	0.420	0.528	ଅଜ୍ଞାତ |
unaffected	0.542	0.265	0.571	ଅସୁରକ୍ଷିତ
unafraid	0.500	0.520	0.655	ଭୟଭୀତ
unaided	0.290	0.410	0.336	ସାହାଯ୍ୟହୀନ |
unaltered	0.571	0.269	0.598	ପରିବର୍ତ୍ତିତ
unambiguous	0.406	0.390	0.578	ଅସ୍ପଷ୍ଟ
unanimity	0.490	0.407	0.706	ସର୍ବସମ୍ମତ
unanimous	0.656	0.380	0.682	ସର୍ବସମ୍ମତ
unanimously	0.686	0.333	0.738	ସର୍ବସମ୍ମତି କ୍ରମେ
unannounced	0.240	0.588	0.291	ଅଜ୍ଞ ଘୋଷିତ |
unanswered	0.276	0.361	0.219	ଉତ୍ତରହୀନ
unanticipated	0.255	0.775	0.327	ଅବାଞ୍ଛିତ
unappreciated	0.143	0.431	0.209	ଅମୂଲ୍ୟ
unapproved	0.184	0.471	0.254	ଅନୁମୋଦିତ ନୁହେଁ
unarmed	0.427	0.420	0.241	ଅସ୍ତ୍ରଶସ୍ତ୍ର
unassisted	0.302	0.320	0.211	ଅସମର୍ଥିତ |
unassuming	0.490	0.230	0.471	ଅବିସ୍ମରଣୀୟ |
unattached	0.192	0.439	0.283	ସଂଲଗ୍ନ
unattainable	0.220	0.635	0.571	ଅପହଞ୍ଚ |
unattended	0.255	0.400	0.167	ଅବହେଳିତ |
unattractive	0.177	0.307	0.208	ଅପ୍ରାକୃତିକ |
unauthorized	0.260	0.448	0.259	ଅନଧିକୃତ |
unavailable	0.323	0.281	0.159	ଉପଲବ୍ଧ ନାହିଁ
unavoidable	0.350	0.580	0.445	ଏଡିବାଯୋଗ୍ୟ |
unaware	0.208	0.355	0.310	ଅଜ୍ଞ
unbalanced	0.302	0.596	0.343	ଅସନ୍ତୁଳିତ
unbearable	0.125	0.798	0.447	ଅସହ୍ୟ
unbeatable	0.735	0.719	0.681	ଅପୂର୍ବ
unbeaten	0.854	0.760	0.828	ଅପରାଜିତ |
unbecoming	0.123	0.471	0.288	ଅଣସଂଗଠିତ |
unbelief	0.265	0.582	0.407	ଅବିଶ୍ୱାସ
unbelievable	0.771	0.790	0.717	ଅବିଶ୍ୱସନୀୟ
unbiased	0.625	0.378	0.618	ନିରପେକ୍ଷ |
unborn	0.312	0.300	0.216	ଜନ୍ମିତ
unbound	0.354	0.402	0.283	ସୀମା
unbounded	0.646	0.600	0.736	ସୀମାହୀନ |
unbreakable	0.653	0.573	0.759	ଅବିସ୍ମରଣୀୟ |
unbridled	0.396	0.759	0.448	ଅବ୍ୟବହୃତ
unbroken	0.550	0.224	0.602	ଅବିଭକ୍ତ
unbutton	0.479	0.539	0.311	ବଟନ୍
uncalled	0.344	0.294	0.222	ଅନାବଶ୍ୟକ |
uncanny	0.469	0.461	0.430	ଅଜ୍ଞାତ
uncaring	0.177	0.245	0.321	ଅବହେଳା
uncensured	0.438	0.649	0.509	ଅସୁରକ୍ଷିତ
uncertain	0.363	0.500	0.164	ଅନିଶ୍ଚିତତା |
uncertainty	0.064	0.494	0.282	ଅନିଶ୍ଚିତତା |
unchallenged	0.552	0.394	0.545	ଅବିଭାଜିତ |
unchangeable	0.375	0.442	0.709	ଅଦଳବଦଳ
unchanged	0.490	0.204	0.237	ଅପରିବର୍ତ୍ତିତ |
uncharted	0.188	0.406	0.413	ଅବିଭାଜିତ
uncherished	0.250	0.412	0.280	ଅଣସଂରକ୍ଷିତ |
uncivilized	0.133	0.600	0.400	ସଭ୍ୟ
unclaimed	0.316	0.346	0.278	ଦାବିହୀନ |
uncle	0.653	0.255	0.578	ମାମୁଁ
unclean	0.133	0.529	0.134	ଅଶୁଚି
unclear	0.229	0.463	0.202	ଅସ୍ପଷ୍ଟ
uncomfortable	0.188	0.610	0.214	ଅସହଜ |
uncommon	0.459	0.429	0.373	ଅସାଧାରଣ
uncommonly	0.626	0.490	0.778	ଅସାଧାରଣ ଭାବରେ |
uncomplicated	0.740	0.260	0.453	ଜଟିଳ
uncompromising	0.320	0.531	0.613	ଆପୋଷ ବୁ .ାମଣା |
unconcerned	0.562	0.283	0.298	ଅବହେଳିତ |
unconditional	0.760	0.493	0.715	ସର୍ତ୍ତମୂଳକ |
unconfirmed	0.334	0.321	0.339	ଅଣସଂରକ୍ଷିତ
unconnected	0.188	0.265	0.213	ସଂଯୋଗ ହୋଇନଥିବା
unconscionable	0.208	0.618	0.429	ଅବିଶ୍ୱାସନୀୟ |
unconscious	0.240	0.356	0.195	ଚେତାଶୂନ୍ୟ
unconsciousness	0.177	0.440	0.121	ଚେତନା
unconstitutional	0.230	0.588	0.491	ଅସାମ୍ବିଧାନିକ |
unconstrained	0.653	0.640	0.635	ଅନିୟନ୍ତ୍ରିତ |
uncontested	0.510	0.471	0.689	ଅସନ୍ତୁଷ୍ଟ
uncontrollable	0.265	0.790	0.626	ଅନିୟନ୍ତ୍ରିତ |
uncontrolled	0.188	0.891	0.544	ଅନିୟନ୍ତ୍ରିତ |
unconventional	0.177	0.509	0.288	ଅସାଧାରଣ
unconvinced	0.409	0.458	0.228	ଅବିଶ୍ୱାସୀ |
unconvincing	0.190	0.532	0.144	ଅବିଶ୍ୱାସ
uncooked	0.312	0.321	0.241	ରନ୍ଧା ହୋଇନଥିବା |
uncooperative	0.250	0.422	0.246	ଅସହଯୋଗୀ |
uncorrelated	0.333	0.327	0.316	ଅବିଭକ୍ତ
uncouth	0.080	0.761	0.350	unouth
uncover	0.771	0.552	0.648	ଖୋଲନ୍ତୁ |
uncritical	0.480	0.367	0.412	ଅପ୍ରାକୃତିକ |
uncut	0.448	0.422	0.278	uncut
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	ନିଷ୍ପତ୍ତି
undefeated	0.833	0.752	0.825	ଅପରାଜିତ |
undefined	0.260	0.418	0.350	ଅଜ୍ଞାତ
undeniable	0.552	0.473	0.778	ଅସ୍ୱୀକାରଯୋଗ୍ୟ |
underage	0.469	0.461	0.300	ନାବାଳକ
underbelly	0.406	0.423	0.361	ଅବିଶ୍ୱାସନୀୟ |
undercover	0.388	0.627	0.483	ଅଣ୍ଡରୱାର୍ଡ଼ |
undercurrent	0.357	0.582	0.520	ଅଣ୍ଡରକ୍ରେଣ୍ଟ୍ |
underdog	0.250	0.410	0.226	ଅଣ୍ଡରଡଗ୍ |
underestimate	0.413	0.464	0.193	ଅବମାନନା କରନ୍ତୁ |
undergo	0.398	0.554	0.339	ଅତିକ୍ରମ କର |
undergraduate	0.583	0.500	0.559	ସ୍ନାତକୋତ୍ତର
underground	0.396	0.455	0.452	ଭୂତଳ
underhanded	0.188	0.415	0.527	ଅଣ୍ଡରହାଣ୍ଡେଡ୍ |
underlay	0.521	0.365	0.458	ଅଣ୍ଡରଲାଇଜ୍ |
underlie	0.323	0.378	0.275	ଅଣ୍ଡରଲି
underline	0.480	0.412	0.509	ଅଣ୍ଡରଲାଇନ୍ |
underlying	0.480	0.445	0.452	ଅନ୍ତର୍ନିହିତ
undermine	0.316	0.491	0.413	ଦୁର୍ବଳ କର |
undermined	0.365	0.409	0.394	ଦୁର୍ବଳ
underneath	0.450	0.265	0.158	ତଳେ |
underpaid	0.146	0.413	0.209	ଅଳ୍ପ ବେତନ |
underpants	0.448	0.473	0.276	ଅଣ୍ଡରପ୍ୟାଣ୍ଟ |
underprivileged	0.167	0.449	0.172	ବଞ୍ଚିତ
underrated	0.208	0.520	0.333	ଅଣ୍ଡରଟେଡ୍ |
underscore	0.375	0.275	0.306	ଅଣ୍ଡରସ୍କୋର୍ |
undersea	0.545	0.490	0.425	ଅଣ୍ଡରସିୟା |
undersecretary	0.459	0.377	0.594	ପରାମର୍ଶଦାତା
undersized	0.316	0.425	0.298	ଅଣ୍ଡରାଇଜଡ୍ |
understaffed	0.148	0.444	0.302	ଅଣ୍ଡର ଷ୍ଟାଫ୍ |
understand	0.760	0.374	0.643	ବୁ understand
understandable	0.776	0.363	0.566	ବୁ able ିବା ଯୋଗ୍ୟ
