English Word	Valence	Arousal	Dominance	Chichewa Word
retaining	0.417	0.559	0.632	kusunga
retake	0.616	0.471	0.591	tenganso
retaliate	0.111	0.812	0.595	kubwezera
retaliation	0.156	0.812	0.491	kubwezera
retaliatory	0.194	0.865	0.598	wobwezera
retard	0.194	0.347	0.222	kuchedwa
retardation	0.125	0.360	0.155	kuchedwa
retarded	0.302	0.462	0.161	wochedwa
retards	0.362	0.434	0.218	ochedwetsa
retention	0.344	0.490	0.558	kusunga
retentive	0.439	0.482	0.491	wosunga
rethink	0.480	0.423	0.583	ganizaninso
reticent	0.396	0.519	0.500	wosasamala
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retina
retire	0.398	0.392	0.186	puma pantchito
retired	0.270	0.259	0.301	adapuma pantchito
retirement	0.250	0.324	0.255	kupuma pantchito
retiring	0.408	0.376	0.214	kusiya ntchito
retold	0.459	0.385	0.352	adanenedwanso
retort	0.417	0.520	0.481	kubweza
retrace	0.250	0.482	0.317	bwereza
retract	0.316	0.443	0.358	bweza
retraction	0.312	0.491	0.427	kubweza
retractor	0.354	0.590	0.557	retractor
retreat	0.500	0.519	0.312	kubwerera
retrenchment	0.230	0.650	0.384	kuchotsedwa ntchito
retrial	0.500	0.577	0.593	kuyesanso
retribution	0.625	0.490	0.708	kubwezera
retrieval	0.700	0.440	0.704	kubweza
retrieve	0.740	0.576	0.705	peza
retriever	0.459	0.500	0.464	chobwezera
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	retroactive
retrograde	0.208	0.464	0.415	retrograde
retrospect	0.406	0.500	0.538	kuyang'ana m'mbuyo
retrospective	0.594	0.481	0.528	zowonera zakale
retrospectively	0.516	0.400	0.560	mobwerezabwereza
return	0.602	0.412	0.463	kubwerera
reunion	0.837	0.500	0.672	kukumananso
reunite	0.656	0.550	0.657	gwirizananso
reunited	0.708	0.439	0.658	kukumananso
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	kuwulula
revel	0.740	0.705	0.684	chisangalalo
revelation	0.879	0.500	0.865	vumbulutso
revelations	0.729	0.655	0.600	mavumbulutso
revels	0.827	0.683	0.647	zosangalatsa
revenge	0.230	0.940	0.627	kubwezera
revenue	0.873	0.510	0.854	ndalama
reverberation	0.390	0.639	0.551	reverberation
revere	0.750	0.562	0.608	ulemu
reverence	0.643	0.347	0.516	ulemu
reverend	0.650	0.337	0.576	m'busa
reverent	0.551	0.490	0.694	wolemekeza
reverie	0.667	0.413	0.471	reverie
reversal	0.380	0.510	0.591	kusintha
reverse	0.539	0.415	0.461	sintha
reversion	0.458	0.538	0.425	kubwerera
revert	0.380	0.451	0.519	bwerera
reverting	0.562	0.385	0.544	kubwerera
review	0.667	0.408	0.636	ndemanga
reviewer	0.562	0.344	0.500	wowunika
revise	0.500	0.469	0.509	konzanso
revision	0.417	0.459	0.710	kukonzanso
revisit	0.552	0.530	0.509	yenderaninso
revival	0.823	0.664	0.597	chitsitsimutso
revive	0.676	0.780	0.778	tsitsimutsa
revocation	0.260	0.610	0.673	kubweza
revoke	0.251	0.696	0.737	bweza
revolt	0.343	0.878	0.658	kuwukira
revolting	0.102	0.690	0.300	wopanduka
revolution	0.417	0.902	0.798	kusintha
revolutionary	0.635	0.887	0.824	zosintha
revolutionize	0.684	0.816	0.904	sintha
revolve	0.592	0.546	0.402	kuzungulira
revolver	0.194	0.796	0.750	mfuti
revolving	0.602	0.570	0.580	kuzungulira
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	kuipidwa
revving	0.604	0.875	0.879	kutsitsimuka
reward	0.948	0.694	0.783	mphotho
rewarding	0.958	0.637	0.783	zopindulitsa
rewind	0.460	0.551	0.431	bweza
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	lembaninso
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	malankhulidwe
rhetorical	0.417	0.569	0.635	zolankhula
rheumatism	0.219	0.472	0.418	rheumatism
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	chipembere
rhinoceros	0.556	0.656	0.569	chipembere
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	nyimbo
rhyming	0.729	0.410	0.500	nyimbo
rhythm	0.771	0.759	0.573	rhythm
rhythmic	0.714	0.642	0.664	rhythmic
rhythmical	0.844	0.694	0.632	wanyimbo
rib	0.490	0.349	0.351	nthiti
ribbed	0.365	0.378	0.409	nthiti
ribbon	0.719	0.288	0.357	riboni
rice	0.667	0.208	0.330	mpunga
rich	0.882	0.627	0.905	wolemera
riches	0.958	0.694	0.880	chuma
richness	0.896	0.833	0.922	chuma
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rickety
rickshaw	0.438	0.594	0.402	njinga yamoto
ricochet	0.287	0.618	0.430	chikopa
rid	0.194	0.408	0.327	kuchotsa
riddance	0.323	0.562	0.472	riddance
riddle	0.521	0.583	0.543	mwambi
riddled	0.281	0.861	0.422	kudodometsedwa
ride	0.806	0.465	0.472	kukwera
rider	0.635	0.627	0.574	wokwera
ridge	0.484	0.402	0.349	mzere
ridicule	0.143	0.745	0.255	kunyoza
ridiculed	0.112	0.806	0.212	kunyozedwa
ridiculous	0.159	0.594	0.245	zopusa
riding	0.694	0.654	0.620	kukwera
rife	0.570	0.561	0.692	moyo
riff	0.521	0.551	0.343	rifu
riffraff	0.360	0.404	0.397	riffraff
rifle	0.329	0.900	0.718	mfuti
rifleman	0.245	0.863	0.767	mfuti
rifles	0.337	0.864	0.765	mfuti
rift	0.246	0.519	0.289	kupasuka
rig	0.542	0.382	0.746	chingwe
rigged	0.188	0.510	0.412	zokhotakhota
rigging	0.510	0.518	0.440	kukonza
right	0.740	0.352	0.710	kulondola
righteous	0.823	0.385	0.790	wolungama
righteousness	0.802	0.660	0.897	chilungamo
rightful	0.837	0.358	0.821	zoyenera
rightly	0.740	0.471	0.782	molondola
righty	0.750	0.314	0.786	chabwino
rigid	0.357	0.552	0.591	wolimba
rigidity	0.198	0.530	0.726	kuuma
rigor	0.375	0.745	0.713	wolimba
rigorous	0.438	0.818	0.847	wolimba
rim	0.510	0.397	0.302	m'mphepete
rind	0.542	0.280	0.491	dzinja
ring	0.677	0.427	0.464	mphete
ringer	0.573	0.604	0.347	woimba
ringing	0.724	0.598	0.693	kulira
ringleader	0.520	0.550	0.640	mtsogoleri
ringmaster	0.630	0.622	0.732	ringmaster
ringside	0.500	0.644	0.411	mphete
rink	0.551	0.392	0.392	rink
rinse	0.663	0.168	0.409	sambitsa
riot	0.061	0.946	0.586	chipolowe
rioting	0.156	0.949	0.560	ziwawa
riotous	0.163	0.837	0.588	zachiwawa
riots	0.099	0.882	0.564	ziwawa
rip	0.146	0.676	0.365	RIP
riparian	0.552	0.408	0.412	wapamadzi
ripe	0.671	0.337	0.670	kucha
ripen	0.755	0.373	0.671	kucha
ripening	0.615	0.490	0.759	kucha
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	ripple
rippling	0.500	0.480	0.327	kunjenjemera
rise	0.667	0.593	0.745	kuwuka
rising	0.750	0.602	0.696	kuwuka
risk	0.240	0.816	0.438	chiopsezo
risky	0.224	0.922	0.700	zowopsa
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	mwambo
ritual	0.375	0.520	0.508	mwambo
ritualistic	0.450	0.583	0.540	mwamwambo
rival	0.286	0.605	0.574	wopikisana naye
rivalry	0.192	0.765	0.538	mpikisano
river	0.688	0.392	0.605	mtsinje
riverbank	0.684	0.300	0.330	gombe lamtsinje
riverbed	0.610	0.233	0.421	pamtsinje
riverboat	0.561	0.347	0.462	boti lamtsinje
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	kukhumudwa
riveting	0.448	0.544	0.394	kuthamanga
roach	0.146	0.598	0.259	roach
road	0.656	0.404	0.404	msewu
roadblock	0.337	0.669	0.490	chotchinga msewu
roadhouse	0.500	0.620	0.458	roadhouse
roadie	0.500	0.566	0.455	njira
roadrage	0.458	0.567	0.565	msewu
roadrunner	0.490	0.702	0.590	woyendetsa msewu
roads	0.677	0.448	0.496	misewu
roadside	0.500	0.569	0.472	msewu
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	ulendo wamsewu
roadway	0.562	0.206	0.509	msewu
roadworks	0.562	0.538	0.509	ntchito zapamsewu
roam	0.510	0.550	0.444	yendayenda
roar	0.427	0.816	0.675	kubangula
roaring	0.449	0.817	0.634	kubangula
roast	0.521	0.541	0.311	kuwotcha
roasted	0.615	0.520	0.339	wokazinga
rob	0.112	0.840	0.500	kulanda
robber	0.135	0.772	0.481	wachifwamba
robbery	0.133	0.843	0.435	umbava
robe	0.594	0.216	0.298	mwinjiro
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	loboti
robotic	0.417	0.602	0.657	loboti
robotics	0.592	0.600	0.763	robotics
robust	0.667	0.604	0.719	wamphamvu
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	thanthwe
rocker	0.615	0.704	0.625	rocker
rocket	0.664	0.824	0.774	roketi
rocks	0.365	0.209	0.543	miyala
rod	0.479	0.319	0.355	ndodo
rodent	0.323	0.577	0.279	makoswe
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	roe
rogue	0.334	0.713	0.636	wankhanza
role	0.552	0.260	0.464	udindo
roll	0.469	0.510	0.172	gudubuza
roller	0.521	0.394	0.345	wodzigudubuza
rollercoaster	0.802	0.910	0.651	chosakhazikika
rollers	0.490	0.365	0.336	odzigudubuza
rollicking	0.878	0.806	0.552	kugudubuzika
rolling	0.510	0.606	0.321	kugudubuza
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	chikondi
romantic	0.936	0.531	0.598	zachikondi
romanticism	0.854	0.521	0.593	chikondi
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	denga
rooftop	0.571	0.471	0.461	padenga
rook	0.380	0.400	0.510	rook
rookie	0.583	0.370	0.198	rookie
room	0.729	0.283	0.445	chipinda
roomful	0.786	0.425	0.634	zogona
roommate	0.750	0.481	0.480	wokhala naye limodzi
rooms	0.677	0.241	0.386	zipinda
roomy	0.760	0.342	0.736	wapakatikati
roost	0.500	0.410	0.345	chisa
rooster	0.459	0.385	0.275	tambala
root	0.602	0.279	0.508	mizu
root beer	0.582	0.520	0.415	mowa wa mizu
rooted	0.510	0.527	0.718	mizu
rope	0.385	0.280	0.345	chingwe
ropes	0.458	0.304	0.402	zingwe
rosary	0.806	0.140	0.430	rosary
rose	0.865	0.276	0.386	ananyamuka
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	mndandanda
rosy	0.940	0.528	0.755	wokongola
rot	0.031	0.558	0.301	kuvunda
rota	0.320	0.462	0.209	kuzungulira
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	tembenuzani
rotation	0.670	0.520	0.550	kuzungulira
rote	0.561	0.481	0.696	rote
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	chowola
rotting	0.188	0.462	0.255	kuwola
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	wankhanza
roughly	0.448	0.539	0.463	pafupifupi
roughneck	0.323	0.640	0.491	roughneck
roughness	0.214	0.578	0.490	roughness
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	kuzungulira
roundabout	0.490	0.425	0.495	kuzungulira
rounded	0.592	0.391	0.396	kuzungulira
roundup	0.520	0.580	0.474	Sonkhanitsani
rouse	0.521	0.490	0.463	kuwuka
rouser	0.480	0.540	0.423	wodzutsa
rousing	0.714	0.517	0.692	kuwuka
rout	0.163	0.625	0.233	njira
route	0.583	0.353	0.518	njira
routine	0.365	0.219	0.333	chizolowezi
rove	0.457	0.400	0.400	ulendo
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	kuyendayenda
row	0.427	0.275	0.406	mzere
rowboat	0.455	0.393	0.353	bwato lopalasa
rowdy	0.255	0.900	0.518	waphokoso
rowing	0.458	0.443	0.467	kupalasa
royal	0.796	0.430	0.759	achifumu
royalty	0.832	0.571	0.833	mafumu
rub	0.521	0.565	0.400	pukuta
rubber	0.460	0.217	0.315	mphira
rubbers	0.604	0.360	0.414	mphira
rubbing	0.406	0.569	0.440	kusisita
rubbish	0.198	0.454	0.164	zinyalala
rubble	0.308	0.509	0.289	bwinja
rubdown	0.561	0.491	0.404	kuwononga
rubric	0.427	0.260	0.500	rubriki
ruby	0.663	0.408	0.544	ruby
ruckus	0.271	0.706	0.411	ruku
rudder	0.439	0.469	0.509	chiwongolero
ruddy	0.490	0.630	0.395	zakuda
rude	0.061	0.821	0.402	mwano
rudeness	0.280	0.819	0.692	mwano
rudimentary	0.286	0.321	0.509	zachikale
rudiments	0.385	0.520	0.373	zoyamba
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	zamwano
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	rufi
ruffle	0.443	0.561	0.518	chiwonongeko
rug	0.520	0.240	0.245	rug
rugby	0.677	0.820	0.708	mpira wa rugby
rugged	0.561	0.569	0.793	cholimba
ruin	0.125	0.588	0.192	chiwonongeko
ruination	0.184	0.582	0.209	kuwonongeka
ruined	0.135	0.564	0.194	wonongeka
ruinous	0.255	0.690	0.275	zowononga
ruins	0.250	0.490	0.248	mabwinja
rule	0.567	0.427	0.593	ulamuliro
ruler	0.440	0.400	0.631	wolamulira
ruling	0.177	0.566	0.410	kulamulira
rum	0.561	0.377	0.451	ramu
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	kulira
rummage	0.243	0.615	0.289	rumage
rumor	0.255	0.582	0.282	mphekesera
rumored	0.427	0.604	0.318	mphekesera
rump	0.449	0.425	0.396	rump
rumpus	0.448	0.531	0.422	rumpu
run	0.542	0.787	0.543	thamanga
runaround	0.448	0.519	0.349	kuthamanga
runaway	0.271	0.770	0.402	Thawani
rundown	0.520	0.296	0.465	thana
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	gulu
runner	0.459	0.747	0.632	wothamanga
running	0.730	0.858	0.442	kuthamanga
running shoes	0.653	0.573	0.491	nsapato zothamanga
runny	0.540	0.439	0.325	wothamanga
runt	0.370	0.500	0.445	kuthamanga
runway	0.585	0.373	0.406	msewu wonyamukira ndege
rupture	0.125	0.633	0.430	kuphulika
rural	0.562	0.245	0.408	kumidzi
ruse	0.531	0.640	0.546	chinyengo
rush	0.406	0.809	0.546	kuthamanga
rushing	0.398	0.821	0.529	kuthamanga
rust	0.281	0.265	0.321	dzimbiri
rusted	0.286	0.357	0.302	dzimbiri
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	rustle
rustler	0.281	0.830	0.429	wonyenga
rusty	0.271	0.345	0.231	dzimbiri
rut	0.333	0.310	0.392	ruti
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	wopanda chifundo
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	sabata
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	kuwononga
saboteur	0.250	0.804	0.407	wowononga
sac	0.344	0.245	0.226	thumba
sack	0.385	0.337	0.264	thumba
sacrament	0.690	0.316	0.700	sakramenti
sacred	0.833	0.375	0.862	zopatulika
sacrifice	0.208	0.833	0.534	nsembe
sacrifices	0.281	0.717	0.538	nsembe
sacrificial	0.198	0.755	0.452	nsembe
sacrilege	0.281	0.708	0.491	kupembedza
sacrilegious	0.146	0.736	0.449	zachipongwe
sad	0.225	0.333	0.149	zachisoni
sadday	0.520	0.418	0.411	tsiku lachisoni
saddens	0.104	0.436	0.144	zachisoni
saddle	0.510	0.509	0.306	chishalo
sadist	0.042	0.918	0.500	wachisoni
sadistic	0.031	0.906	0.618	zachisoni
sadly	0.047	0.255	0.216	zachisoni
sadness	0.052	0.288	0.164	chisoni
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	otetezeka
safeguard	0.786	0.624	0.700	chitetezo
safekeeping	0.653	0.510	0.586	kusunga
safety	0.708	0.491	0.868	chitetezo
saffron	0.443	0.373	0.349	safironi
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	nzeru
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	yenda
sailboat	0.719	0.392	0.381	ngalawa
sailing	0.667	0.520	0.500	kuyenda panyanja
sailor	0.500	0.588	0.500	woyendetsa ngalawa
saint	0.812	0.240	0.693	woyera
sainted	0.708	0.296	0.676	woyera
saintly	0.865	0.286	0.591	woyera
sake	0.490	0.573	0.407	chifukwa
salad	0.750	0.260	0.307	saladi
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	malipiro
sale	0.647	0.602	0.573	kugulitsa
salesgirl	0.582	0.490	0.605	msungwana wogulitsa
salesman	0.643	0.559	0.664	wogulitsa
salient	0.600	0.573	0.702	salient
saline	0.430	0.340	0.385	mchere
saliva	0.214	0.265	0.236	malovu
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	salimoni
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	saloon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	mchere
salted	0.333	0.400	0.304	mchere
saltwater	0.327	0.330	0.364	madzi amchere
salty	0.388	0.531	0.288	mchere
salutary	0.885	0.360	0.686	zabwino
salutation	0.878	0.417	0.500	moni
salute	0.833	0.542	0.681	moni
salvage	0.622	0.510	0.832	kupulumutsa
salvation	0.857	0.480	0.800	chipulumutso
salve	0.612	0.390	0.500	mchere
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	chimodzimodzi
sample	0.521	0.187	0.452	chitsanzo
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	sanatorium
sanctification	0.770	0.431	0.816	kuyeretsedwa
sanctified	0.792	0.240	0.612	oyeretsedwa
sanctify	0.673	0.443	0.783	yeretsani
sanctimonious	0.240	0.365	0.327	woyera
sanction	0.201	0.750	0.517	chilango
sanctioned	0.323	0.696	0.391	kuloledwa
sanctity	0.771	0.330	0.628	chiyero
sanctuary	0.863	0.226	0.575	malo opatulika
sanctum	0.521	0.438	0.657	oyera
sand	0.582	0.279	0.304	mchenga
sandal	0.490	0.283	0.333	nsapato
sandbox	0.573	0.274	0.264	sandbox
sander	0.438	0.580	0.445	mchenga
sandman	0.479	0.469	0.388	mchenga
sandpaper	0.417	0.425	0.404	sandpaper
sands	0.646	0.304	0.377	mchenga
sandstorm	0.324	0.821	0.629	mvula yamkuntho
sandwich	0.672	0.314	0.310	sangweji
sandy	0.406	0.265	0.296	mchenga
sane	0.760	0.235	0.670	wanzeru
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	sanitarium
sanitary	0.458	0.320	0.425	zaukhondo
sanitation	0.742	0.312	0.500	ukhondo
sanity	0.667	0.333	0.655	ukhondo
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	santa
sap	0.470	0.298	0.258	kuyamwa
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	safiro
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	kunyoza
sarcastic	0.397	0.781	0.298	zonyoza
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	sadini
sardonic	0.208	0.679	0.446	sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	lamba
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	wasatana
satchel	0.521	0.306	0.345	satchel
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	satellite
satin	0.519	0.396	0.481	satin
satire	0.458	0.655	0.472	satire
satirical	0.323	0.615	0.538	zonyoza
satisfaction	0.939	0.637	0.673	kukhutitsidwa
satisfactorily	0.765	0.570	0.802	mogwira mtima
satisfactory	0.959	0.569	0.702	zokhutiritsa
satisfied	0.959	0.510	0.685	kukhutitsidwa
satisfy	0.867	0.790	0.705	kwaniritsa
satisfying	0.890	0.606	0.814	zokhutiritsa
saturate	0.281	0.680	0.467	kukhutitsa
saturated	0.474	0.700	0.442	zokhutitsidwa
saturation	0.255	0.582	0.583	kuchuluka
satyr	0.280	0.639	0.500	satire
sauce	0.562	0.515	0.288	msuzi
saucepan	0.347	0.264	0.321	poto
saucer	0.510	0.327	0.337	mbale
saucy	0.250	0.653	0.391	saucy
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	soseji
savage	0.204	0.931	0.605	wankhanza
savagery	0.219	0.907	0.711	zankhanza
savanna	0.606	0.147	0.394	savanna
savannah	0.729	0.212	0.309	savannah
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	pulumutsa
saver	0.745	0.382	0.802	wopulumutsa
saving	0.663	0.230	0.621	kupulumutsa
savings	0.776	0.431	0.608	ndalama
savior	0.920	0.469	0.804	mpulumutsi
savor	0.827	0.552	0.526	fungo
savory	0.812	0.717	0.619	zokoma
savvy	0.719	0.520	0.706	savvy
saw	0.316	0.541	0.518	anaona
sawdust	0.398	0.279	0.241	utuchi
sawmill	0.427	0.378	0.434	matabwa
sax	0.573	0.465	0.409	sax
saxophone	0.688	0.444	0.482	saxophone
say	0.571	0.310	0.482	kunena
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	nkhanambo
scabbard	0.325	0.219	0.217	chikwanje
scaffold	0.480	0.500	0.336	mkanjo
scaffolding	0.496	0.366	0.545	kukwera
scalding	0.271	0.540	0.381	kuwotcha
scale	0.310	0.350	0.577	sikelo
scales	0.439	0.330	0.491	mamba
scallop	0.490	0.363	0.331	sikalopu
scalp	0.347	0.346	0.302	m'mutu
scalpel	0.302	0.700	0.482	scalpel
scaly	0.281	0.481	0.358	wamba
scam	0.042	0.745	0.418	chisokonezo
scamp	0.458	0.464	0.371	scamp
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	sikani
scandal	0.122	0.821	0.557	zamanyazi
scandalous	0.135	0.907	0.556	zamanyazi
scanner	0.531	0.356	0.567	scanner
scanty	0.287	0.333	0.127	zochepa
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	mbuzi ya Azazeli
scar	0.146	0.500	0.397	chilonda
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	zochepa
scarcely	0.082	0.412	0.160	mochepa
scarcity	0.167	0.500	0.182	kusowa
scare	0.122	0.910	0.264	mantha
scarecrow	0.219	0.274	0.349	mantha
scared	0.146	0.828	0.185	mantha
scares	0.122	0.847	0.386	mantha
scarf	0.750	0.224	0.224	mpango
scarier	0.156	0.846	0.472	zoopsa
scariest	0.167	0.863	0.538	owopsa
scarlet	0.507	0.390	0.411	chofiira
scary	0.062	0.952	0.528	wowopsa
scat	0.337	0.548	0.409	kumwaza
scatter	0.229	0.620	0.404	kubalalitsa
scattered	0.208	0.380	0.238	omwazikana
scattering	0.347	0.550	0.394	kubalalitsa
scavenger	0.177	0.578	0.408	mkangaziwisi
scenario	0.667	0.510	0.683	zochitika
scene	0.570	0.340	0.578	chochitika
scenery	0.745	0.253	0.592	zokongola
scenic	0.684	0.548	0.756	wokongola
scent	0.633	0.410	0.491	fungo
scented	0.865	0.509	0.431	onunkhira
scepter	0.630	0.300	0.670	ndodo yachifumu
sceptical	0.214	0.387	0.466	wokayikira
scepticism	0.292	0.444	0.550	kukayikira
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	ndondomeko
schematic	0.490	0.284	0.647	schematic
scheme	0.521	0.269	0.577	dongosolo
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	kusiyana
schizophrenia	0.092	0.880	0.435	schizophrenia
schizophrenic	0.102	0.958	0.433	schizophrenic
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	wophunzira
scholarly	0.750	0.466	0.709	wophunzira
scholarship	0.866	0.490	0.625	maphunziro
scholastic	0.500	0.470	0.491	zamaphunziro
school	0.765	0.423	0.633	sukulu
schoolboy	0.623	0.385	0.441	mwana wasukulu
schoolgirl	0.760	0.521	0.415	mtsikana wasukulu
schoolhouse	0.602	0.407	0.672	nyumba ya sukulu
schooling	0.582	0.462	0.640	maphunziro
schoolmaster	0.667	0.368	0.852	mphunzitsi wasukulu
schoolteacher	0.521	0.380	0.632	mphunzitsi
schoolwork	0.479	0.500	0.481	ntchito yakusukulu
schoolyard	0.684	0.529	0.440	bwalo la sukulu
schooner	0.635	0.408	0.427	schooner
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	sayansi
scientific	0.653	0.510	0.836	sayansi
scientist	0.562	0.500	0.790	wasayansi
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	chochititsa chidwi
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	scion
scissors	0.458	0.462	0.302	lumo
scoff	0.125	0.686	0.306	kunyoza
scold	0.194	0.755	0.626	lalatira
scolding	0.071	0.833	0.417	kudzudzula
scone	0.418	0.287	0.229	scone
scoop	0.583	0.543	0.640	scoop
scoot	0.510	0.490	0.412	scoot
scooter	0.510	0.587	0.371	njinga yamoto yovundikira
scope	0.656	0.386	0.718	kukula
scorch	0.214	0.689	0.491	kuyaka
scorching	0.406	0.635	0.464	kuyaka
score	0.670	0.388	0.589	Chogoli
scoreboard	0.667	0.484	0.472	bolodi
scorer	0.730	0.608	0.764	wogoletsa
scores	0.594	0.469	0.629	zigoli
scorn	0.110	0.721	0.356	kunyoza
scorned	0.062	0.529	0.226	ananyozedwa
scornful	0.173	0.608	0.368	wonyoza
scorpion	0.198	0.745	0.600	chinkhanira
scotch	0.578	0.520	0.615	Scotch
scoundrel	0.094	0.740	0.412	wachipongwe
scour	0.388	0.602	0.632	konda
scourge	0.214	0.640	0.302	mliri
scout	0.656	0.611	0.763	scout
scowl	0.302	0.600	0.413	swl
scrabble	0.625	0.412	0.399	kukankha
scram	0.306	0.485	0.409	scram
scramble	0.469	0.744	0.500	kukankha
scrambled	0.451	0.535	0.539	scrambled
scrambler	0.417	0.550	0.444	scrambler
scrambling	0.421	0.810	0.731	kukankha
scrap	0.156	0.339	0.173	zidutswa
scrapbook	0.562	0.274	0.432	scrapbook
scrape	0.365	0.615	0.384	scrape
scrapie	0.306	0.706	0.231	scrapie
scraping	0.265	0.479	0.305	kukanda
scrappy	0.301	0.375	0.406	scrappy
scratch	0.276	0.625	0.270	zikande
scratchy	0.235	0.610	0.436	zokanda
scrawny	0.276	0.422	0.245	zokwawa
scream	0.188	0.863	0.594	kukuwa
screamer	0.156	0.670	0.392	wofuula
screaming	0.245	0.901	0.460	kukuwa
screech	0.214	0.802	0.306	kulira
screen	0.670	0.300	0.417	chophimba
screening	0.562	0.570	0.709	kuwunika
screenplay	0.500	0.406	0.518	masewero
screenwriter	0.571	0.500	0.712	screenwriter
screw	0.385	0.460	0.377	screw
screwball	0.271	0.680	0.505	screwball
