English Word	Valence	Arousal	Dominance	Punjabi Word
stair	0.375	0.354	0.345	ਪੌੜੀ
staircase	0.469	0.347	0.440	ਪੌੜੀਆਂ
stairs	0.510	0.439	0.342	ਪੌੜੀਆਂ
stairway	0.562	0.510	0.407	ਪੌੜੀਆਂ
stairwell	0.510	0.292	0.333	ਪੌੜੀਆਂ
stake	0.406	0.608	0.460	ਦਾਅ
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	ਬਾਸੀ
stalemate	0.296	0.354	0.267	ਖੜੋਤ
stalk	0.436	0.272	0.395	ਡੰਡੀ
stalker	0.177	0.930	0.639	ਸ਼ਿਕਾਰੀ
stall	0.370	0.245	0.292	ਸਟਾਲ
stallion	0.628	0.596	0.779	ਘੋੜੀ
stalls	0.582	0.378	0.451	ਸਟਾਲ
stalwart	0.812	0.430	0.691	ਮਜ਼ਬੂਤ
stamina	0.664	0.694	0.877	ਸਹਿਣਸ਼ੀਲਤਾ
stamp	0.438	0.327	0.441	ਮੋਹਰ
stampede	0.235	0.875	0.683	ਭਗਦੜ
stance	0.604	0.333	0.609	ਰੁਖ
stand	0.600	0.324	0.509	ਖੜ੍ਹੇ
standard	0.673	0.143	0.605	ਮਿਆਰੀ
standardize	0.684	0.353	0.729	ਮਾਨਕੀਕਰਨ
standardized	0.610	0.324	0.607	ਮਿਆਰੀ
standby	0.260	0.224	0.386	ਨਾਲ ਖਲੋਣਾ
standing	0.604	0.317	0.425	ਖੜ੍ਹੇ
standoff	0.333	0.840	0.558	ਰੁਕਾਵਟ
standpoint	0.585	0.388	0.652	ਦ੍ਰਿਸ਼ਟੀਕੋਣ
standstill	0.441	0.203	0.500	ਰੁਕਣਾ
standup	0.633	0.583	0.550	ਖੜੇ ਹੋ ਜਾਓ
stanza	0.612	0.343	0.297	ਪਉੜੀ
staph	0.375	0.480	0.412	ਸਟੈਫ਼
staple	0.542	0.306	0.438	ਮੁੱਖ
stapler	0.370	0.264	0.394	ਸਟੈਪਲਰ
star	0.833	0.418	0.560	ਤਾਰਾ
star fruit	0.701	0.433	0.427	ਤਾਰਾ ਫਲ
starboard	0.531	0.388	0.558	ਸਟਾਰਬੋਰਡ
starch	0.507	0.354	0.312	ਸਟਾਰਚ
stardom	0.844	0.786	0.689	ਸਟਾਰਡਮ
stardust	0.843	0.410	0.549	ਸਟਾਰਡਸਟ
stare	0.541	0.430	0.538	ਦੇਖਣਾ
starfish	0.680	0.320	0.421	ਸਟਾਰਫਿਸ਼
stargazing	0.802	0.461	0.709	ਤਾਰਾ ਦੇਖਣਾ
staring	0.542	0.306	0.423	ਘੂਰਨਾ
stark	0.330	0.630	0.577	ਸਖਤ
starlet	0.806	0.471	0.587	ਸਟਾਰਲੇਟ
starlight	0.908	0.368	0.611	ਸਟਾਰਲਾਈਟ
starling	0.500	0.490	0.514	ਸਟਾਰਲਿੰਗ
starry	0.438	0.643	0.434	ਤਾਰਿਆਂ ਵਾਲਾ
stars	0.796	0.521	0.484	ਤਾਰੇ
starship	0.740	0.719	0.704	ਸਟਾਰਸ਼ਿਪ
start	0.684	0.430	0.589	ਸ਼ੁਰੂ ਕਰੋ
starter	0.667	0.461	0.827	ਸਟਾਰਟਰ
startle	0.276	0.817	0.417	ਹੈਰਾਨ
startled	0.333	0.865	0.526	ਹੈਰਾਨ
startling	0.750	0.768	0.830	ਹੈਰਾਨ ਕਰਨ ਵਾਲਾ
starvation	0.240	0.592	0.284	ਭੁੱਖਮਰੀ
starve	0.073	0.729	0.402	ਭੁੱਖਾ
starved	0.097	0.689	0.219	ਭੁੱਖੇ
starving	0.163	0.670	0.336	ਭੁੱਖੇ ਮਰਨਾ
stash	0.344	0.630	0.361	ਛੁਪਾਓ
stat	0.479	0.460	0.395	ਸਟੇਟ
state	0.562	0.320	0.604	ਰਾਜ
stately	0.830	0.728	0.915	ਸ਼ਾਨਦਾਰ
statement	0.688	0.608	0.825	ਬਿਆਨ
stateroom	0.653	0.380	0.441	ਸਟੇਟਰੂਮ
stateside	0.643	0.480	0.708	ਸਟੇਟਸਾਈਡ
statesman	0.510	0.490	0.736	ਰਾਜਨੇਤਾ
static	0.297	0.250	0.366	ਸਥਿਰ
staticky	0.357	0.278	0.358	ਸਥਿਰ
statics	0.542	0.290	0.527	ਸਟੈਟਿਕਸ
station	0.688	0.367	0.519	ਸਟੇਸ਼ਨ
stationary	0.408	0.240	0.484	ਸਥਿਰ
stationery	0.570	0.120	0.455	ਸਟੇਸ਼ਨਰੀ
statistic	0.508	0.420	0.609	ਅੰਕੜਾ
statistical	0.714	0.353	0.627	ਅੰਕੜਾ
statistician	0.571	0.360	0.703	ਅੰਕੜਾ ਵਿਗਿਆਨੀ
stator	0.281	0.453	0.557	ਸਟੇਟਰ
statuary	0.561	0.281	0.500	ਮੂਰਤੀ
statue	0.542	0.153	0.570	ਬੁੱਤ
statuette	0.677	0.433	0.518	ਮੂਰਤੀ
stature	0.470	0.353	0.664	ਕੱਦ
status	0.658	0.377	0.588	ਸਥਿਤੀ
statute	0.592	0.330	0.673	ਕਾਨੂੰਨ
statutory	0.510	0.376	0.539	ਕਾਨੂੰਨੀ
staunch	0.480	0.363	0.833	ਕਠੋਰ
stave	0.417	0.333	0.424	ਡੰਡੇ
stay	0.604	0.275	0.516	ਰਹਿਣਾ
stayaway	0.369	0.284	0.526	ਦੂਰ ਰਹਿਣ
stayed	0.497	0.270	0.395	ਰਿਹਾ
stays	0.633	0.363	0.564	ਰਹਿੰਦਾ ਹੈ
stead	0.551	0.214	0.510	ਸਥਿਰ
steadfast	0.771	0.433	0.800	ਸਥਿਰ
steady	0.680	0.186	0.763	ਸਥਿਰ
steak	0.625	0.359	0.315	ਸਟੀਕ
steakhouse	0.802	0.379	0.547	steakhouse
steal	0.021	0.856	0.528	ਚੋਰੀ
stealing	0.086	0.913	0.455	ਚੋਰੀ
stealth	0.520	0.270	0.452	ਬਣਾਉਟੀ
stealthily	0.763	0.294	0.458	ਚੋਰੀ-ਛਿਪੇ
stealthy	0.380	0.363	0.534	ਚੋਰੀ
steam	0.469	0.413	0.421	ਭਾਫ਼
steamboat	0.708	0.500	0.633	ਭਾਫ਼ ਦੀ ਕਿਸ਼ਤੀ
steamer	0.510	0.442	0.528	ਸਟੀਮਰ
steaming	0.592	0.553	0.402	ਭਾਫ
steamroller	0.396	0.567	0.667	ਸਟੀਮਰੋਲਰ
steamship	0.469	0.490	0.569	ਭਾਫ
steamy	0.479	0.538	0.445	ਭਾਫ਼ ਵਾਲਾ
steel	0.521	0.420	0.714	ਸਟੀਲ
steep	0.312	0.612	0.321	ਖੜੀ
steeple	0.625	0.519	0.500	ਸਟੀਪਲ
steer	0.469	0.490	0.527	ਸਟੀਅਰ
steering	0.580	0.431	0.660	ਸਟੀਅਰਿੰਗ
stellar	0.796	0.580	0.769	ਤਾਰਾ
stem	0.615	0.191	0.336	ਸਟੈਮ
stench	0.104	0.570	0.298	ਬਦਬੂ
stencil	0.500	0.327	0.421	ਸਟੈਨਸਿਲ
stenographer	0.510	0.408	0.589	ਸਟੈਨੋਗ੍ਰਾਫਰ
step	0.531	0.321	0.347	ਕਦਮ
stepdaughter	0.510	0.510	0.432	ਮਤਰੇਈ ਧੀ
stepfather	0.396	0.491	0.611	ਮਤਰੇਏ ਪਿਤਾ
stepmother	0.427	0.530	0.484	ਮਤਰੇਈ ਮਾਂ
steppe	0.427	0.321	0.379	ਸਟੈਪ
steps	0.511	0.349	0.373	ਕਦਮ
stepson	0.614	0.406	0.480	ਮਤਰੇਏ ਪੁੱਤਰ
stereo	0.617	0.519	0.500	ਸਟੀਰੀਓ
stereoscopic	0.363	0.417	0.574	ਸਟੀਰੀਓਸਕੋਪਿਕ
stereotype	0.151	0.422	0.612	ਸਟੀਰੀਓਟਾਈਪ
stereotyped	0.375	0.510	0.436	ਸਟੀਰੀਓਟਾਈਪਡ
sterile	0.302	0.471	0.291	ਨਿਰਜੀਵ
sterility	0.201	0.519	0.414	ਨਸਬੰਦੀ
sterilize	0.406	0.510	0.520	ਨਸਬੰਦੀ
sterling	0.529	0.481	0.615	ਸਟਰਲਿੰਗ
stern	0.552	0.394	0.415	ਸਖਤ
sternum	0.520	0.422	0.436	ਸਟਰਨਮ
steroid	0.360	0.706	0.681	ਸਟੀਰੌਇਡ
stethoscope	0.427	0.377	0.490	ਸਟੈਥੋਸਕੋਪ
stew	0.667	0.373	0.250	ਸਟੂਅ
steward	0.633	0.238	0.550	ਮੁਖ਼ਤਿਆਰ
stewardess	0.625	0.491	0.491	ਮੁਖ਼ਤਿਆਰ
stewardship	0.551	0.440	0.617	ਮੁਖ਼ਤਿਆਰਤਾ
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	ਸਟਿੱਕ
sticker	0.583	0.306	0.346	ਸਟਿੱਕਰ
sticking	0.486	0.425	0.356	ਚਿਪਕਣਾ
stickler	0.385	0.471	0.417	ਸਟਿੱਲਰ
stickup	0.453	0.537	0.434	ਸਟਿੱਕਅੱਪ
sticky	0.385	0.569	0.292	ਸਟਿੱਕੀ
stiff	0.158	0.459	0.569	ਕਠੋਰ
stiffen	0.360	0.582	0.719	ਕਠੋਰ ਕਰਨਾ
stiffness	0.323	0.500	0.657	ਕਠੋਰਤਾ
stifle	0.240	0.764	0.427	ਦਬਾਓ
stifled	0.229	0.731	0.193	ਦਬਾਇਆ
stifling	0.163	0.858	0.608	ਦਬਾਉਣਾ
stigma	0.327	0.500	0.470	ਕਲੰਕ
stile	0.750	0.359	0.691	ਸਟੀਲ
stiletto	0.396	0.430	0.427	ਸਟੀਲੇਟੋ
stillbirth	0.092	0.809	0.291	ਮਰੇ ਹੋਏ ਜਨਮ
stillborn	0.271	0.519	0.337	ਮਰੇ ਹੋਏ
stillness	0.729	0.125	0.339	ਚੁੱਪ
stillwaiting	0.344	0.393	0.420	ਅਜੇ ਵੀ ਉਡੀਕ
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	ਉਤੇਜਕ
stimulate	0.792	0.798	0.754	ਉਤੇਜਿਤ
stimulating	0.740	0.804	0.809	ਉਤੇਜਕ
stimulation	0.708	0.821	0.702	ਉਤੇਜਨਾ
stimulus	0.771	0.779	0.750	ਉਤੇਜਨਾ
sting	0.163	0.651	0.373	ਸਟਿੰਗ
stinger	0.279	0.625	0.508	ਸਟਿੰਗਰ
stinging	0.260	0.730	0.459	ਸਟਿੰਗਿੰਗ
stingy	0.094	0.548	0.283	ਕੰਜੂਸ
stink	0.042	0.481	0.180	ਬਦਬੂ
stinker	0.163	0.567	0.275	ਬਦਬੂਦਾਰ
stinking	0.041	0.657	0.264	ਬਦਬੂਦਾਰ
stinky	0.092	0.558	0.176	ਬਦਬੂਦਾਰ
stint	0.490	0.326	0.342	ਕਾਰਜਕਾਲ
stipend	0.604	0.546	0.614	ਵਜ਼ੀਫ਼ਾ
stipulate	0.570	0.546	0.623	ਨਿਰਧਾਰਤ
stipulation	0.469	0.622	0.654	ਸ਼ਰਤ
stir	0.448	0.773	0.453	ਹਿਲਾਓ
stirring	0.582	0.702	0.558	ਖੰਡਾ
stitch	0.306	0.538	0.357	ਸਿਲਾਈ
stitching	0.510	0.382	0.345	ਸਿਲਾਈ
stock	0.594	0.418	0.407	ਸਟਾਕ
stockade	0.375	0.402	0.500	ਭੰਡਾਰ
stockbroker	0.417	0.676	0.802	ਸਟਾਕ ਬ੍ਰੋਕਰ
stockholder	0.573	0.625	0.716	ਸਟਾਕਧਾਰਕ
stocking	0.594	0.324	0.688	ਸਟਾਕਿੰਗ
stockings	0.458	0.365	0.382	ਸਟੋਕਿੰਗਜ਼
stockpile	0.542	0.315	0.425	ਭੰਡਾਰ
stockroom	0.562	0.312	0.406	ਸਟਾਕਰੂਮ
stocks	0.573	0.598	0.586	ਸਟਾਕ
stoic	0.427	0.473	0.602	ਸਟੋਇਕ
stole	0.135	0.760	0.384	ਚੋਰੀ
stolen	0.156	0.646	0.308	ਚੋਰੀ
stomach	0.367	0.402	0.438	ਪੇਟ
stomachache	0.030	0.745	0.316	ਢਿੱਡ ਵਿੱਚ ਦਰਦ
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	ਰੋਕਿਆ
stone	0.216	0.183	0.561	ਪੱਥਰ
stoned	0.177	0.796	0.375	ਪੱਥਰ ਮਾਰੇ
stonewall	0.337	0.457	0.655	ਪੱਥਰ ਦੀ ਕੰਧ
stoneware	0.458	0.300	0.443	ਪੱਥਰ ਦਾ ਸਮਾਨ
stony	0.356	0.494	0.525	ਪੱਥਰੀ
stooge	0.438	0.406	0.163	ਕਠੋਰ
stool	0.448	0.269	0.302	ਟੱਟੀ
stools	0.459	0.382	0.327	ਟੱਟੀ
stoop	0.490	0.430	0.284	ਝੁਕਣਾ
stoopid	0.280	0.431	0.382	ਮੂਰਖ
stop	0.280	0.510	0.490	ਰੂਕੋ
stopover	0.531	0.327	0.575	ਰੁਕਣਾ
stoppage	0.224	0.491	0.445	ਰੁਕਣਾ
stopper	0.365	0.336	0.390	ਜਾਫੀ
stopping	0.388	0.382	0.473	ਰੋਕਣਾ
stopwatch	0.469	0.521	0.482	ਸਟਾਪ ਵਾਚ
storage	0.698	0.406	0.564	ਸਟੋਰੇਜ
store	0.646	0.538	0.407	ਸਟੋਰ
storefront	0.580	0.217	0.457	ਸਟੋਰਫਰੰਟ
storehouse	0.570	0.250	0.491	ਭੰਡਾਰਾ
storeroom	0.560	0.217	0.588	ਸਟੋਰਰੂਮ
storing	0.630	0.378	0.548	ਸਟੋਰ ਕਰਨਾ
storm	0.188	0.940	0.543	ਤੂਫਾਨ
storming	0.265	0.910	0.669	ਤੂਫਾਨ
stormy	0.146	0.870	0.562	ਤੂਫਾਨੀ
story	0.653	0.406	0.704	ਕਹਾਣੀ
storybook	0.854	0.306	0.383	ਕਹਾਣੀ ਦੀ ਕਿਤਾਬ
storyteller	0.730	0.357	0.462	ਕਹਾਣੀਕਾਰ
storytelling	0.643	0.375	0.472	ਕਹਾਣੀ ਸੁਣਾਉਣਾ
stound	0.490	0.473	0.446	ਖੜਾ
stout	0.656	0.657	0.817	ਮੋਟਾ
stove	0.466	0.391	0.405	ਚੁੱਲ੍ਹਾ
stow	0.615	0.365	0.523	ਸਟੋਰ
stowaway	0.224	0.481	0.357	ਸਟੋਵਾਵੇ
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	ਸਿੱਧਾ ਕਰੋ
straightforward	0.780	0.150	0.380	ਸਿੱਧਾ
straightway	0.667	0.444	0.565	ਸਿੱਧਾ
strain	0.190	0.750	0.380	ਤਣਾਅ
strained	0.122	0.656	0.580	ਤਣਾਅ
strait	0.438	0.433	0.412	ਸਟਰੇਟ
straitjacket	0.224	0.719	0.579	ਸਟਰੇਟ ਜੈਕੇਟ
straits	0.408	0.269	0.410	ਸਟਰੇਟਸ
strand	0.396	0.406	0.538	ਸਟ੍ਰੈਂਡ
stranded	0.292	0.459	0.219	ਫਸੇ ਹੋਏ
strange	0.314	0.663	0.395	ਅਜੀਬ
stranger	0.330	0.449	0.302	ਅਜਨਬੀ
strangle	0.094	0.927	0.527	ਗਲਾ ਘੁੱਟਣਾ
strangulation	0.040	0.886	0.542	ਗਲਾ ਘੁੱਟਣਾ
strap	0.380	0.417	0.382	ਪੱਟੀ
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	ਵਰਗ
strategic	0.786	0.708	0.861	ਰਣਨੀਤਕ
strategist	0.571	0.594	0.810	ਰਣਨੀਤੀਕਾਰ
strategy	0.704	0.667	0.858	ਰਣਨੀਤੀ
stratification	0.531	0.490	0.651	ਪੱਧਰੀਕਰਨ
stratosphere	0.604	0.583	0.636	ਸਟ੍ਰੈਟੋਸਫੀਅਰ
stratum	0.365	0.307	0.510	ਪੱਧਰ
stratus	0.448	0.520	0.509	ਸਥਿਤੀ
straw	0.480	0.290	0.163	ਤੂੜੀ
strawberry	0.833	0.270	0.336	ਸਟ੍ਰਾਬੈਰੀ
stray	0.133	0.760	0.281	ਅਵਾਰਾ
streak	0.440	0.608	0.511	ਸਟ੍ਰੀਕ
streaked	0.458	0.426	0.393	streaked
stream	0.449	0.537	0.559	ਸਟ੍ਰੀਮ
streamer	0.615	0.530	0.429	ਸਟ੍ਰੀਮਰ
streaming	0.592	0.481	0.582	ਸਟ੍ਰੀਮਿੰਗ
streamline	0.656	0.573	0.618	ਸੁਚਾਰੂ
street	0.594	0.324	0.398	ਗਲੀ
streetcar	0.390	0.569	0.566	ਸਟ੍ਰੀਟਕਾਰ
streetlight	0.673	0.268	0.390	ਸਟਰੀਟ ਲਾਈਟ
strength	0.802	0.682	0.858	ਤਾਕਤ
strengthen	0.802	0.796	0.971	ਮਜ਼ਬੂਤ
strengthening	0.913	0.627	0.945	ਮਜ਼ਬੂਤੀ
strenuous	0.104	0.660	0.481	ਸਖ਼ਤ
strep	0.365	0.594	0.353	ਸਟ੍ਰੈਪ
stress	0.173	0.843	0.317	ਤਣਾਅ
stressed	0.167	0.740	0.502	ਜ਼ੋਰ ਦਿੱਤਾ
stresses	0.115	0.817	0.396	ਤਣਾਅ
stressfree	0.833	0.080	0.528	ਤਣਾਅ ਮੁਕਤ
stressful	0.153	0.873	0.389	ਤਣਾਅਪੂਰਨ
stressin	0.146	0.810	0.367	ਤਣਾਅ
stressing	0.163	0.866	0.462	ਤਣਾਅ
stressrelief	0.627	0.417	0.475	ਤਣਾਅ ਤੋਂ ਰਾਹਤ
stretch	0.604	0.578	0.500	ਖਿੱਚੋ
stretcher	0.438	0.196	0.295	ਸਟ੍ਰੈਚਰ
stricken	0.163	0.720	0.368	ਮਾਰਿਆ
strict	0.500	0.646	0.878	ਸਖ਼ਤ
stride	0.490	0.670	0.434	ਸੱਜੇਪੱਖ
strife	0.344	0.898	0.630	ਝਗੜਾ
strike	0.271	0.811	0.571	ਹੜਤਾਲ
strikeout	0.316	0.520	0.371	ਹੜਤਾਲ
striker	0.500	0.589	0.696	ਸਟਰਾਈਕਰ
striking	0.357	0.827	0.657	ਮਾਰੂ
strikingly	0.690	0.684	0.811	ਸ਼ਾਨਦਾਰ ਢੰਗ ਨਾਲ
string	0.385	0.398	0.445	ਸਤਰ
strings	0.457	0.292	0.355	ਤਾਰਾਂ
stringy	0.430	0.510	0.527	ਸਖ਼ਤ
strip	0.427	0.500	0.436	ਪੱਟੀ
stripe	0.629	0.302	0.361	ਧਾਰੀ
striped	0.344	0.373	0.385	ਧਾਰੀਦਾਰ
stripped	0.255	0.615	0.278	ਲਾਹਿਆ
stripper	0.625	0.848	0.453	ਸਟਰਿੱਪਰ
striptease	0.607	0.918	0.608	ਸਟ੍ਰਿਪਟੀਜ਼
strive	0.582	0.837	0.769	ਕੋਸ਼ਿਸ਼
strobe	0.490	0.633	0.537	ਸਟ੍ਰੋਬ
stroke	0.562	0.440	0.570	ਸਟ੍ਰੋਕ
stroll	0.745	0.415	0.444	ਸੈਰ
stroller	0.786	0.398	0.314	ਸਟਰਲਰ
strolling	0.755	0.515	0.340	ਸੈਰ
strong	0.912	0.745	0.895	ਮਜ਼ਬੂਤ
stronghold	0.708	0.636	0.954	ਗੜ੍ਹ
strongly	0.630	0.817	0.885	ਜ਼ੋਰਦਾਰ
structural	0.582	0.425	0.690	ਢਾਂਚਾਗਤ
structure	0.562	0.356	0.712	ਬਣਤਰ
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	ਸੰਘਰਸ਼
strut	0.580	0.480	0.464	ਸਟਰਟ
stub	0.396	0.320	0.367	ਸਟੱਬ
stubbed	0.323	0.642	0.241	ਠੋਕਰ
stubble	0.333	0.442	0.264	ਤੂੜੀ
stubborn	0.157	0.702	0.575	ਜ਼ਿੱਦੀ
stubbornness	0.156	0.673	0.508	ਜ਼ਿੱਦੀ
stubby	0.417	0.370	0.393	ਠੋਕਰ
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	ਫਸਿਆ
stuckup	0.281	0.480	0.363	ਫਸਿਆ
stud	0.564	0.531	0.509	ਸਟੱਡ
studded	0.396	0.412	0.425	ਜੜੀ ਹੋਈ
student	0.634	0.318	0.537	ਵਿਦਿਆਰਥੀ
studied	0.786	0.306	0.806	ਦਾ ਅਧਿਐਨ ਕੀਤਾ
studio	0.677	0.265	0.620	ਸਟੂਡੀਓ
study	0.653	0.361	0.768	ਅਧਿਐਨ
stuff	0.622	0.367	0.263	ਚੀਜ਼ਾਂ
stuffed animal	0.684	0.255	0.306	ਭਰਿਆ ਜਾਨਵਰ
stuffing	0.417	0.324	0.304	ਭਰਾਈ
stuffy	0.323	0.615	0.406	ਭਰਿਆ
stumble	0.153	0.716	0.259	ਠੋਕਰ
stump	0.449	0.510	0.340	ਟੁੰਡ
stumped	0.344	0.604	0.392	ਸਟੰਪਡ
stun	0.333	0.710	0.451	ਹੈਰਾਨ
stunned	0.306	0.663	0.356	ਹੈਰਾਨ
stunner	0.418	0.780	0.492	ਹੈਰਾਨਕੁੰਨ
stunning	0.888	0.673	0.858	ਸ਼ਾਨਦਾਰ
stunt	0.387	0.555	0.526	ਸਟੰਟ
stunted	0.194	0.472	0.275	ਸਟੰਟਡ
stuntman	0.490	0.482	0.500	ਸਟੰਟਮੈਨ
stupefaction	0.294	0.704	0.480	ਮੂਰਖਤਾ
stupefy	0.200	0.740	0.412	ਮੂਰਖ
stupendous	0.823	0.690	0.798	ਸ਼ਾਨਦਾਰ
stupid	0.133	0.510	0.200	ਮੂਰਖ
stupidity	0.060	0.418	0.151	ਮੂਰਖਤਾ
stupidpeople	0.073	0.675	0.196	ਮੂਰਖ ਲੋਕ
stupidrain	0.260	0.520	0.317	ਮੂਰਖ
stupor	0.323	0.590	0.330	ਮੂਰਖ
sturdy	0.580	0.642	0.824	ਮਜ਼ਬੂਤ
sturgeon	0.417	0.473	0.465	ਸਟਰਜਨ
stutter	0.250	0.469	0.258	ਅਕੜਾਅ
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	ਸ਼ੈਲੀ
styling	0.823	0.378	0.652	ਸਟਾਈਲਿੰਗ
stylish	0.885	0.490	0.689	ਅੰਦਾਜ਼
stylist	0.760	0.445	0.500	ਸਟਾਈਲਿਸਟ
suave	0.724	0.265	0.269	ਨਰਮ
sub	0.510	0.370	0.312	ਉਪ
subatomic	0.385	0.538	0.491	ਉਪ-ਪਰਮਾਣੂ
subcommittee	0.396	0.467	0.600	ਸਬ ਕਮੇਟੀ
subconscious	0.531	0.375	0.415	ਅਚੇਤ
subcutaneous	0.396	0.444	0.376	ਚਮੜੀ ਦੇ ਹੇਠਾਂ
subdivide	0.538	0.433	0.348	ਉਪ-ਵਿਭਾਜਨ
subdivision	0.592	0.455	0.430	ਸਬ-ਡਿਵੀਜ਼ਨ
subduction	0.350	0.569	0.445	ਅਧੀਨਗੀ
subdue	0.275	0.640	0.784	ਅਧੀਨ
subdued	0.236	0.463	0.223	ਅਧੀਨ
subdural	0.381	0.491	0.425	ਅਧੀਨ
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	ਵਿਸ਼ਾ
subjected	0.286	0.520	0.221	ਅਧੀਨ
subjection	0.354	0.408	0.539	ਅਧੀਨਤਾ
subjective	0.510	0.350	0.432	ਵਿਅਕਤੀਗਤ
subjugation	0.280	0.610	0.377	ਅਧੀਨਤਾ
sublet	0.469	0.551	0.545	ਸਬਲੇਟ
sublevel	0.365	0.298	0.333	ਉੱਤਮ ਪੱਧਰ
sublimation	0.510	0.390	0.538	ਉੱਤਮਤਾ
sublime	0.784	0.333	0.585	ਸ੍ਰੇਸ਼ਟ
subliminal	0.410	0.528	0.464	ਉੱਤਮ
submarine	0.572	0.481	0.549	ਪਣਡੁੱਬੀ
submerge	0.517	0.643	0.456	ਡੁੱਬਣਾ
submerged	0.337	0.528	0.357	ਡੁੱਬਿਆ
submersible	0.406	0.459	0.540	ਡੁੱਬਣਯੋਗ
submission	0.531	0.580	0.633	ਅਧੀਨਗੀ
submissive	0.480	0.217	0.173	ਅਧੀਨ
submit	0.635	0.448	0.500	ਜਮ੍ਹਾਂ ਕਰੋ
submitting	0.667	0.610	0.611	ਜਮ੍ਹਾਂ ਕਰਾਉਣਾ
subordinate	0.276	0.392	0.121	ਅਧੀਨ
subordination	0.270	0.527	0.343	ਅਧੀਨਤਾ
subplot	0.469	0.413	0.446	ਸਬਪਲਾਟ
subpoena	0.281	0.634	0.555	ਸਬਪੋਨਾ
subscribe	0.660	0.344	0.591	ਗਾਹਕ ਬਣੋ
subscriber	0.562	0.398	0.570	ਗਾਹਕ
subscription	0.583	0.333	0.651	ਗਾਹਕੀ
subsequence	0.438	0.510	0.413	ਬਾਅਦ
subsequent	0.449	0.385	0.400	ਬਾਅਦ ਵਿੱਚ
subsequently	0.380	0.337	0.336	ਬਾਅਦ ਵਿੱਚ
subservient	0.255	0.402	0.339	ਅਧੀਨ
subset	0.429	0.358	0.404	ਸਬਸੈੱਟ
subside	0.375	0.308	0.209	ਘਟਣਾ
subsidence	0.320	0.509	0.452	ਘਟਣਾ
subsidiary	0.541	0.295	0.500	ਸਹਾਇਕ
subsidize	0.604	0.615	0.589	ਸਬਸਿਡੀ
subsidy	0.573	0.462	0.517	ਸਬਸਿਡੀ
subsist	0.573	0.418	0.472	ਗੁਜ਼ਾਰਾ
subsistence	0.510	0.404	0.491	ਗੁਜ਼ਾਰਾ
subsoil	0.429	0.240	0.382	ਹੇਠਲੀ ਮਿੱਟੀ
subspace	0.470	0.453	0.475	ਸਬਸਪੇਸ
substance	0.615	0.422	0.528	ਪਦਾਰਥ
substandard	0.235	0.333	0.150	ਘਟੀਆ
substantial	0.590	0.490	0.690	ਮਹੱਤਵਪੂਰਨ
substantially	0.646	0.471	0.684	ਕਾਫ਼ੀ ਹੱਦ ਤੱਕ
substantiate	0.531	0.549	0.636	ਪ੍ਰਮਾਣਿਤ
substantive	0.500	0.350	0.455	ਅਸਲ
substation	0.469	0.461	0.491	ਸਬਸਟੇਸ਼ਨ
substitute	0.427	0.406	0.398	ਬਦਲ
substituted	0.271	0.545	0.394	ਬਦਲਿਆ
substitution	0.406	0.480	0.353	ਬਦਲ
substructure	0.441	0.358	0.587	ਸਬਸਟਰਕਚਰ
subterranean	0.469	0.306	0.432	ਭੂਮੀਗਤ
subtext	0.635	0.276	0.412	ਸਬਟੈਕਸਟ
subtitle	0.445	0.202	0.347	ਉਪਸਿਰਲੇਖ
subtle	0.708	0.167	0.228	ਸੂਖਮ
subtlety	0.615	0.176	0.363	ਸੂਖਮਤਾ
subtract	0.208	0.330	0.283	ਘਟਾਓ
subtraction	0.163	0.382	0.349	ਘਟਾਓ
subtype	0.427	0.296	0.420	ਉਪ-ਕਿਸਮ
suburb	0.354	0.566	0.441	ਉਪਨਗਰ
suburban	0.439	0.450	0.453	ਉਪਨਗਰ
suburbia	0.438	0.490	0.421	ਉਪਨਗਰ
suburbs	0.510	0.571	0.286	ਉਪਨਗਰ
subversion	0.347	0.608	0.415	ਉਲਟਾ
subversive	0.198	0.765	0.500	ਵਿਨਾਸ਼ਕਾਰੀ
subvert	0.357	0.557	0.536	ਉਲਟਾਉਣਾ
subway	0.418	0.300	0.464	ਸਬਵੇਅ
succeed	0.926	0.755	0.926	ਸਫਲ
succeeding	0.867	0.755	0.849	ਸਫਲ ਹੋ ਰਿਹਾ ਹੈ
success	0.959	0.880	0.981	ਸਫਲਤਾ
successful	0.949	0.724	0.938	ਸਫਲ
succession	0.698	0.481	0.587	ਉਤਰਾਧਿਕਾਰ
successive	0.635	0.471	0.518	ਲਗਾਤਾਰ
successor	0.729	0.531	0.648	ਉੱਤਰਾਧਿਕਾਰੀ
