English Word	Valence	Arousal	Dominance	Telugu Word
rouge	0.562	0.400	0.382	రూజ్
rough	0.406	0.794	0.632	కఠినమైన
roughly	0.448	0.539	0.463	సుమారుగా
roughneck	0.323	0.640	0.491	రఫ్ నెక్
roughness	0.214	0.578	0.490	కరుకుదనం
roulette	0.326	0.690	0.422	రౌలెట్
round	0.552	0.434	0.311	గుండ్రంగా
roundabout	0.490	0.425	0.495	రౌండ్అబౌట్
rounded	0.592	0.391	0.396	గుండ్రంగా
roundup	0.520	0.580	0.474	చుట్టు ముట్టు
rouse	0.521	0.490	0.463	రెచ్చగొట్టు
rouser	0.480	0.540	0.423	రౌజర్
rousing	0.714	0.517	0.692	రెచ్చగొట్టడం
rout	0.163	0.625	0.233	రూట్
route	0.583	0.353	0.518	మార్గం
routine	0.365	0.219	0.333	రొటీన్
rove	0.457	0.400	0.400	తిరిగాడు
rover	0.510	0.538	0.421	రోవర్
roving	0.583	0.442	0.491	తిరుగుతూ
row	0.427	0.275	0.406	వరుస
rowboat	0.455	0.393	0.353	పడవ
rowdy	0.255	0.900	0.518	రౌడీ
rowing	0.458	0.443	0.467	రోయింగ్
royal	0.796	0.430	0.759	రాజ సంబంధమైన
royalty	0.832	0.571	0.833	రాయల్టీ
rub	0.521	0.565	0.400	రుద్దు
rubber	0.460	0.217	0.315	రబ్బరు
rubbers	0.604	0.360	0.414	రబ్బర్లు
rubbing	0.406	0.569	0.440	రుద్దడం
rubbish	0.198	0.454	0.164	చెత్త
rubble	0.308	0.509	0.289	శిథిలాలు
rubdown	0.561	0.491	0.404	రుద్దడం
rubric	0.427	0.260	0.500	రూబ్రిక్
ruby	0.663	0.408	0.544	రూబీ
ruckus	0.271	0.706	0.411	రక్కస్
rudder	0.439	0.469	0.509	చుక్కాని
ruddy	0.490	0.630	0.395	రడ్డీ
rude	0.061	0.821	0.402	సభ్యత లేని
rudeness	0.280	0.819	0.692	మొరటుతనం
rudimentary	0.286	0.321	0.509	మూలాధారమైన
rudiments	0.385	0.520	0.373	మూలాధారాలు
rue	0.323	0.394	0.246	రూ
rueful	0.173	0.429	0.225	అసభ్యకరమైన
ruff	0.365	0.510	0.375	రఫ్
ruffian	0.130	0.824	0.463	రఫ్ఫియన్
ruffle	0.443	0.561	0.518	రఫుల్
rug	0.520	0.240	0.245	రగ్గు
rugby	0.677	0.820	0.708	రగ్బీ
rugged	0.561	0.569	0.793	కఠినమైన
ruin	0.125	0.588	0.192	నాశనము
ruination	0.184	0.582	0.209	నాశనము
ruined	0.135	0.564	0.194	వ్యర్థమైంది
ruinous	0.255	0.690	0.275	వినాశకరమైన
ruins	0.250	0.490	0.248	శిథిలాలు
rule	0.567	0.427	0.593	పాలన
ruler	0.440	0.400	0.631	పాలకుడు
ruling	0.177	0.566	0.410	పాలించు
rum	0.561	0.377	0.451	రమ్
rumba	0.781	0.827	0.615	రుంబా
rumble	0.367	0.745	0.613	గర్జించు
rummage	0.243	0.615	0.289	చిందరవందర
rumor	0.255	0.582	0.282	పుకారు
rumored	0.427	0.604	0.318	పుకారు
rump	0.449	0.425	0.396	రంప్
rumpus	0.448	0.531	0.422	రంపస్
run	0.542	0.787	0.543	పరుగు
runaround	0.448	0.519	0.349	చుట్టు పరిగెత్తు
runaway	0.271	0.770	0.402	పారిపో
rundown	0.520	0.296	0.465	తగ్గింపు
runes	0.438	0.300	0.304	రూన్స్
rung	0.510	0.355	0.368	పరుగు
runner	0.459	0.747	0.632	రన్నర్
running	0.730	0.858	0.442	నడుస్తోంది
running shoes	0.653	0.573	0.491	నడుస్తున్న బూట్లు
runny	0.540	0.439	0.325	కారుతున్న
runt	0.370	0.500	0.445	రంట్
runway	0.585	0.373	0.406	రన్‌వే
rupture	0.125	0.633	0.430	చీలిక
rural	0.562	0.245	0.408	గ్రామీణ
ruse	0.531	0.640	0.546	ఉపాయం
rush	0.406	0.809	0.546	హడావిడి
rushing	0.398	0.821	0.529	పరుగెత్తుతోంది
rust	0.281	0.265	0.321	తుప్పు పట్టడం
rusted	0.286	0.357	0.302	తుప్పు పట్టింది
rustic	0.369	0.657	0.491	మోటైన
rustle	0.333	0.538	0.394	rustle
rustler	0.281	0.830	0.429	రస్టలర్
rusty	0.271	0.345	0.231	తుప్పుపట్టిన
rut	0.333	0.310	0.392	రూట్
ruth	0.469	0.427	0.444	రూత్
ruthless	0.208	0.850	0.670	క్రూరమైన
rye	0.490	0.298	0.411	రై
sabbatical	0.771	0.240	0.427	విశ్రాంతి
saber	0.551	0.620	0.553	ఖడ్గము
sable	0.449	0.596	0.500	సేబుల్
sabotage	0.135	0.906	0.500	విధ్వంసం
saboteur	0.250	0.804	0.407	విధ్వంసకుడు
sac	0.344	0.245	0.226	సంచి
sack	0.385	0.337	0.264	సాక్
sacrament	0.690	0.316	0.700	మతకర్మ
sacred	0.833	0.375	0.862	పవిత్రమైనది
sacrifice	0.208	0.833	0.534	త్యాగం
sacrifices	0.281	0.717	0.538	త్యాగాలు
sacrificial	0.198	0.755	0.452	త్యాగం
sacrilege	0.281	0.708	0.491	త్యాగం
sacrilegious	0.146	0.736	0.449	పవిత్రమైన
sad	0.225	0.333	0.149	విచారంగా
sadday	0.520	0.418	0.411	విచారం
saddens	0.104	0.436	0.144	బాధపడతాడు
saddle	0.510	0.509	0.306	జీను
sadist	0.042	0.918	0.500	శాడిస్ట్
sadistic	0.031	0.906	0.618	శాడిస్ట్
sadly	0.047	0.255	0.216	పాపం
sadness	0.052	0.288	0.164	విచారం
safari	0.663	0.673	0.640	సఫారీ
safe	0.898	0.306	0.759	సురక్షితం
safeguard	0.786	0.624	0.700	రక్షణ
safekeeping	0.653	0.510	0.586	భద్రపరచడం
safety	0.708	0.491	0.868	భద్రత
saffron	0.443	0.373	0.349	కుంకుమపువ్వు
sag	0.153	0.578	0.445	కుంగిపోతుంది
saga	0.635	0.440	0.600	సాగా
sage	0.781	0.327	0.693	ఋషి
saggy	0.370	0.429	0.300	కుంగిపోయిన
sail	0.615	0.220	0.325	తెరచాప
sailboat	0.719	0.392	0.381	పడవ
sailing	0.667	0.520	0.500	నౌకాయానం
sailor	0.500	0.588	0.500	నావికుడు
saint	0.812	0.240	0.693	సాధువు
sainted	0.708	0.296	0.676	సాధువు
saintly	0.865	0.286	0.591	సాధువు
sake	0.490	0.573	0.407	కొరకు
salad	0.750	0.260	0.307	సలాడ్
salamander	0.410	0.362	0.309	సాలమండర్
salami	0.667	0.360	0.339	సలామీ
salary	0.786	0.480	0.652	జీతం
sale	0.647	0.602	0.573	అమ్మకం
salesgirl	0.582	0.490	0.605	సేల్స్గర్ల్
salesman	0.643	0.559	0.664	అమ్మకందారుడు
salient	0.600	0.573	0.702	ముఖ్యమైన
saline	0.430	0.340	0.385	సెలైన్
saliva	0.214	0.265	0.236	లాలాజలం
sally	0.604	0.390	0.451	సాలీ
salmon	0.760	0.250	0.444	సాల్మన్ చేప
salmonella	0.167	0.608	0.312	సాల్మొనెల్లా
salon	0.531	0.296	0.463	సెలూన్లో
saloon	0.630	0.300	0.364	సెలూన్
salsa	0.742	0.500	0.370	సల్సా
salt	0.323	0.312	0.306	ఉ ప్పు
salted	0.333	0.400	0.304	సాల్టెడ్
saltwater	0.327	0.330	0.364	ఉప్పు నీరు
salty	0.388	0.531	0.288	ఉప్పగా ఉంటుంది
salutary	0.885	0.360	0.686	నమస్కారము
salutation	0.878	0.417	0.500	నమస్కారము
salute	0.833	0.542	0.681	వందనం
salvage	0.622	0.510	0.832	నివృత్తి
salvation	0.857	0.480	0.800	మోక్షం
salve	0.612	0.390	0.500	రక్షించు
samba	0.781	0.740	0.465	సాంబ
sameness	0.531	0.330	0.484	సారూప్యత
sample	0.521	0.187	0.452	నమూనా
samurai	0.562	0.736	0.838	సమురాయ్
sanatorium	0.469	0.490	0.491	శానిటోరియం
sanctification	0.770	0.431	0.816	పవిత్రీకరణ
sanctified	0.792	0.240	0.612	పవిత్రమైంది
sanctify	0.673	0.443	0.783	పవిత్రం
sanctimonious	0.240	0.365	0.327	పవిత్రమైన
sanction	0.201	0.750	0.517	మంజూరు
sanctioned	0.323	0.696	0.391	మంజూరైంది
sanctity	0.771	0.330	0.628	పవిత్రత
sanctuary	0.863	0.226	0.575	అభయారణ్యం
sanctum	0.521	0.438	0.657	గర్భగుడి
sand	0.582	0.279	0.304	ఇసుక
sandal	0.490	0.283	0.333	చెప్పు
sandbox	0.573	0.274	0.264	శాండ్బాక్స్
sander	0.438	0.580	0.445	సాండర్
sandman	0.479	0.469	0.388	ఇసుక మనిషి
sandpaper	0.417	0.425	0.404	ఇసుక అట్ట
sands	0.646	0.304	0.377	ఇసుకలు
sandstorm	0.324	0.821	0.629	ఇసుక తుఫాను
sandwich	0.672	0.314	0.310	శాండ్విచ్
sandy	0.406	0.265	0.296	ఇసుక
sane	0.760	0.235	0.670	తెలివిగలవాడు
sanguine	0.520	0.560	0.545	రోగనిర్ధారణ
sanitarium	0.448	0.645	0.570	శానిటోరియం
sanitary	0.458	0.320	0.425	సానిటరీ
sanitation	0.742	0.312	0.500	పారిశుధ్యం
sanity	0.667	0.333	0.655	చిత్తశుద్ధిపై
sans	0.459	0.294	0.246	సాన్స్
santa	0.735	0.286	0.509	శాంటా
sap	0.470	0.298	0.258	రసం
sapiens	0.480	0.453	0.584	సేపియన్లు
sapphire	0.770	0.472	0.651	నీలమణి
sappy	0.583	0.469	0.330	సరసమైన
sarcasm	0.125	0.685	0.346	వ్యంగ్యం
sarcastic	0.397	0.781	0.298	వ్యంగ్యంగా
sarcoma	0.260	0.519	0.402	సార్కోమా
sarcophagus	0.271	0.561	0.435	సార్కోఫాగస్
sardine	0.541	0.236	0.236	సార్డిన్
sardonic	0.208	0.679	0.446	వ్యంగ్యమైన
sarsaparilla	0.542	0.488	0.345	సరసపరిల్లా
sash	0.480	0.298	0.333	చీరకట్టు
sashimi	0.704	0.310	0.359	సాషిమి
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	సాసీ
satanic	0.062	0.843	0.720	పైశాచికమైన
satchel	0.521	0.306	0.345	సాచెల్
sate	0.667	0.400	0.472	కూర్చు
satellite	0.562	0.409	0.764	ఉపగ్రహ
satin	0.519	0.396	0.481	శాటిన్
satire	0.458	0.655	0.472	వ్యంగ్యం
satirical	0.323	0.615	0.538	వ్యంగ్యంగా
satisfaction	0.939	0.637	0.673	సంతృప్తి
satisfactorily	0.765	0.570	0.802	సంతృప్తికరంగా
satisfactory	0.959	0.569	0.702	సంతృప్తికరంగా
satisfied	0.959	0.510	0.685	సంతృప్తి చెందారు
satisfy	0.867	0.790	0.705	సంతృప్తి
satisfying	0.890	0.606	0.814	సంతృప్తికరంగా
saturate	0.281	0.680	0.467	సంతృప్త
saturated	0.474	0.700	0.442	సంతృప్తమైనది
saturation	0.255	0.582	0.583	సంతృప్తత
satyr	0.280	0.639	0.500	సెటైర్
sauce	0.562	0.515	0.288	సాస్
saucepan	0.347	0.264	0.321	సాస్పాన్
saucer	0.510	0.327	0.337	సాసర్
saucy	0.250	0.653	0.391	సాసీ
sauerkraut	0.531	0.454	0.336	సౌర్క్క్రాట్
sauna	0.781	0.350	0.455	ఆవిరి స్నానం
sausage	0.542	0.429	0.300	సాసేజ్
savage	0.204	0.931	0.605	క్రూరుడు
savagery	0.219	0.907	0.711	క్రూరత్వం
savanna	0.606	0.147	0.394	సవన్నా
savannah	0.729	0.212	0.309	సవన్నా
savant	0.781	0.451	0.818	తెలివిగల
save	0.770	0.439	0.682	సేవ్
saver	0.745	0.382	0.802	పొదుపు
saving	0.663	0.230	0.621	పొదుపు
savings	0.776	0.431	0.608	పొదుపు
savior	0.920	0.469	0.804	రక్షకుడు
savor	0.827	0.552	0.526	రుచి చూడు
savory	0.812	0.717	0.619	రుచికరమైన
savvy	0.719	0.520	0.706	అవగాహన ఉన్న
saw	0.316	0.541	0.518	చూసింది
sawdust	0.398	0.279	0.241	రంపపు పొట్టు
sawmill	0.427	0.378	0.434	రంపపు మిల్లు
sax	0.573	0.465	0.409	సాక్స్
saxophone	0.688	0.444	0.482	శాక్సోఫోన్
say	0.571	0.310	0.482	అంటున్నారు
sayonara	0.560	0.398	0.402	సయోనర
scab	0.354	0.330	0.272	పొట్టు
scabbard	0.325	0.219	0.217	పొట్టు
scaffold	0.480	0.500	0.336	పరంజా
scaffolding	0.496	0.366	0.545	పరంజా
scalding	0.271	0.540	0.381	కాలుతున్నది
scale	0.310	0.350	0.577	స్థాయి
scales	0.439	0.330	0.491	ప్రమాణాలు
scallop	0.490	0.363	0.331	పొట్టు
scalp	0.347	0.346	0.302	నెత్తిమీద చర్మం
scalpel	0.302	0.700	0.482	స్కాల్పెల్
scaly	0.281	0.481	0.358	పొలుసుగల
scam	0.042	0.745	0.418	స్కామ్
scamp	0.458	0.464	0.371	మోసం
scampi	0.531	0.448	0.224	స్కాంపి
scan	0.479	0.423	0.470	స్కాన్ చేయండి
scandal	0.122	0.821	0.557	కుంభకోణం
scandalous	0.135	0.907	0.556	అపవాదు
scanner	0.531	0.356	0.567	స్కానర్
scanty	0.287	0.333	0.127	తక్కువ
scape	0.290	0.625	0.536	స్కేప్
scapegoat	0.184	0.685	0.481	బలిపశువు
scar	0.146	0.500	0.397	మచ్చ
scarab	0.406	0.458	0.267	స్కార్బ్
scarce	0.292	0.324	0.218	కొరత
scarcely	0.082	0.412	0.160	అరుదుగా
scarcity	0.167	0.500	0.182	కొరత
scare	0.122	0.910	0.264	భయ పెట్టు
scarecrow	0.219	0.274	0.349	దిష్టిబొమ్మ
scared	0.146	0.828	0.185	భయపడ్డాను
scares	0.122	0.847	0.386	భయపెడుతుంది
scarf	0.750	0.224	0.224	కండువా
scarier	0.156	0.846	0.472	భయంకరమైన
scariest	0.167	0.863	0.538	భయంకరమైన
scarlet	0.507	0.390	0.411	స్కార్లెట్
scary	0.062	0.952	0.528	భయానకంగా
scat	0.337	0.548	0.409	స్కాట్
scatter	0.229	0.620	0.404	చెల్లాచెదురు
scattered	0.208	0.380	0.238	చెల్లాచెదురుగా
scattering	0.347	0.550	0.394	చెదరగొట్టడం
scavenger	0.177	0.578	0.408	స్కావెంజర్
scenario	0.667	0.510	0.683	దృష్టాంతంలో
scene	0.570	0.340	0.578	దృశ్యం
scenery	0.745	0.253	0.592	దృశ్యం
scenic	0.684	0.548	0.756	సుందరమైన
scent	0.633	0.410	0.491	సువాసన
scented	0.865	0.509	0.431	పరిమళం
scepter	0.630	0.300	0.670	రాజదండం
sceptical	0.214	0.387	0.466	సందేహాస్పదమైన
scepticism	0.292	0.444	0.550	సంశయవాదం
schadenfreude	0.354	0.640	0.463	స్కాడెన్‌ఫ్రూడ్
schedule	0.510	0.380	0.480	షెడ్యూల్
schematic	0.490	0.284	0.647	స్కీమాటిక్
scheme	0.521	0.269	0.577	పథకం
schilling	0.367	0.410	0.418	స్కిల్లింగ్
schism	0.280	0.569	0.386	విభేదాలు
schizophrenia	0.092	0.880	0.435	మనోవైకల్యం
schizophrenic	0.102	0.958	0.433	స్కిజోఫ్రెనిక్
schlep	0.302	0.426	0.382	స్క్లెప్
schmuck	0.363	0.412	0.375	స్క్ముక్
schnapps	0.583	0.567	0.417	స్నాప్స్
schnitzel	0.365	0.430	0.382	ష్నిట్జెల్
scholar	0.694	0.421	0.731	పండితుడు
scholarly	0.750	0.466	0.709	పండితుడు
scholarship	0.866	0.490	0.625	స్కాలర్షిప్
scholastic	0.500	0.470	0.491	పాండిత్యం
school	0.765	0.423	0.633	పాఠశాల
schoolboy	0.623	0.385	0.441	పాఠశాల విద్యార్థి
schoolgirl	0.760	0.521	0.415	పాఠశాల విద్యార్థిని
schoolhouse	0.602	0.407	0.672	పాఠశాల గృహం
schooling	0.582	0.462	0.640	పాఠశాల విద్య
schoolmaster	0.667	0.368	0.852	స్కూల్ మాస్టర్
schoolteacher	0.521	0.380	0.632	పాఠశాల ఉపాధ్యాయుడు
schoolwork	0.479	0.500	0.481	పాఠశాల పని
schoolyard	0.684	0.529	0.440	పాఠశాల ప్రాంగణం
schooner	0.635	0.408	0.427	స్కూనర్
sciatica	0.286	0.443	0.393	సయాటికా
science	0.588	0.429	0.741	సైన్స్
scientific	0.653	0.510	0.836	శాస్త్రీయ
scientist	0.562	0.500	0.790	శాస్త్రవేత్త
scifi	0.592	0.570	0.394	సైన్స్
scintilla	0.476	0.528	0.385	సింటిల్లా
scintillating	0.650	0.736	0.612	మెరుస్తున్నది
scintillation	0.576	0.579	0.573	మెరుపు
scintillator	0.583	0.670	0.510	సింటిలేటర్
scion	0.490	0.380	0.451	వారసుడు
scissors	0.458	0.462	0.302	కత్తెర
scoff	0.125	0.686	0.306	అపహాస్యం
scold	0.194	0.755	0.626	తిట్టండి
scolding	0.071	0.833	0.417	తిట్టడం
scone	0.418	0.287	0.229	స్కోన్
scoop	0.583	0.543	0.640	స్కూప్
scoot	0.510	0.490	0.412	స్కూట్
scooter	0.510	0.587	0.371	స్కూటర్
scope	0.656	0.386	0.718	పరిధిని
scorch	0.214	0.689	0.491	దహనం
scorching	0.406	0.635	0.464	దహనం
score	0.670	0.388	0.589	స్కోర్
scoreboard	0.667	0.484	0.472	స్కోర్‌బోర్డ్
scorer	0.730	0.608	0.764	స్కోరర్
scores	0.594	0.469	0.629	స్కోర్లు
scorn	0.110	0.721	0.356	అపహాస్యం
scorned	0.062	0.529	0.226	ధిక్కరించారు
scornful	0.173	0.608	0.368	అవహేళనగా
scorpion	0.198	0.745	0.600	తేలు
scotch	0.578	0.520	0.615	స్కాచ్
scoundrel	0.094	0.740	0.412	దుష్టుడు
scour	0.388	0.602	0.632	కొట్టు
scourge	0.214	0.640	0.302	శాపము
scout	0.656	0.611	0.763	స్కౌట్
scowl	0.302	0.600	0.413	వెటకారం
scrabble	0.625	0.412	0.399	పెనుగులాట
scram	0.306	0.485	0.409	స్క్రామ్
scramble	0.469	0.744	0.500	ప్రోగు చేయు
scrambled	0.451	0.535	0.539	పెనుగులాడాడు
scrambler	0.417	0.550	0.444	పెనుగులాట
scrambling	0.421	0.810	0.731	పెనుగులాట
scrap	0.156	0.339	0.173	స్క్రాప్
scrapbook	0.562	0.274	0.432	స్క్రాప్బుక్
scrape	0.365	0.615	0.384	గీరిన
scrapie	0.306	0.706	0.231	స్క్రాపీ
scraping	0.265	0.479	0.305	స్క్రాపింగ్
scrappy	0.301	0.375	0.406	చిత్తుకాగితము
scratch	0.276	0.625	0.270	స్క్రాచ్
scratchy	0.235	0.610	0.436	గీతలు
scrawny	0.276	0.422	0.245	చికాకుగా
scream	0.188	0.863	0.594	అరుస్తారు
screamer	0.156	0.670	0.392	కీచకుడు
screaming	0.245	0.901	0.460	అరుస్తూ
screech	0.214	0.802	0.306	అరుపు
screen	0.670	0.300	0.417	తెర
screening	0.562	0.570	0.709	స్క్రీనింగ్
screenplay	0.500	0.406	0.518	స్క్రీన్ ప్లే
screenwriter	0.571	0.500	0.712	స్క్రీన్ రైటర్
screw	0.385	0.460	0.377	స్క్రూ
screwball	0.271	0.680	0.505	స్క్రూబాల్
screwdriver	0.520	0.519	0.439	స్క్రూడ్రైవర్
screwed	0.302	0.520	0.464	చిత్తు చేశాడు
screwy	0.344	0.596	0.450	స్క్రూ
screwyou	0.260	0.647	0.509	మిమ్మల్ని మోసం చేయండి
scribble	0.429	0.453	0.358	వ్రాస్తూ
scribe	0.541	0.264	0.491	లేఖరి
scrimmage	0.367	0.660	0.411	పెనుగులాట
scrip	0.430	0.462	0.455	స్క్రిప్
script	0.610	0.450	0.527	స్క్రిప్ట్
scriptural	0.551	0.250	0.596	వ్రాతపూర్వకమైన
scripture	0.745	0.270	0.630	గ్రంథం
scroll	0.375	0.630	0.409	స్క్రోల్ చేయండి
scrotum	0.396	0.653	0.361	స్క్రోటమ్
scrounge	0.210	0.565	0.397	స్క్రోంజ్
scrounger	0.323	0.490	0.358	స్క్రోంగర్
scrub	0.417	0.420	0.500	స్క్రబ్
scruffy	0.194	0.435	0.176	గజిబిజిగా
scrumptious	0.959	0.650	0.566	తియ్యని
scrupulous	0.545	0.685	0.602	తెలివిగల
scrutinize	0.458	0.587	0.573	నిశితంగా పరిశీలించండి
scrutiny	0.500	0.653	0.658	పరిశీలన
scuba	0.542	0.494	0.456	స్కూబా
scuff	0.165	0.560	0.376	ఒట్టు
scuffle	0.146	0.800	0.529	పెనుగులాట
scullery	0.469	0.337	0.353	స్కల్లరీ
sculptor	0.653	0.431	0.694	శిల్పి
sculpture	0.750	0.346	0.490	శిల్పం
sculptured	0.708	0.373	0.557	శిల్పం
scum	0.357	0.380	0.218	ఒట్టు
scumbag	0.240	0.591	0.278	చెత్త
scurry	0.398	0.647	0.509	ఉరుకు
scurvy	0.354	0.462	0.312	స్కర్వి
scuttle	0.438	0.398	0.430	కొట్టు
sea	0.833	0.353	0.589	సముద్రం
seaboard	0.663	0.356	0.507	సముద్ర తీరం
seafood	0.656	0.500	0.328	మత్స్య
seagull	0.635	0.245	0.314	సీగల్
seal	0.490	0.218	0.518	ముద్ర
seals	0.412	0.241	0.402	ముద్రలు
seam	0.427	0.250	0.414	సీమ్
seaman	0.520	0.510	0.672	నావికుడు
seamless	0.459	0.140	0.302	అతుకులు లేని
seamstress	0.535	0.288	0.389	కుట్టేది
seaport	0.594	0.317	0.491	ఓడరేవు
sear	0.490	0.553	0.600	శోధించు
search	0.635	0.580	0.462	వెతకండి
searching	0.534	0.657	0.466	శోధించడం
searchlight	0.622	0.510	0.552	శోధన కాంతి
seared	0.229	0.410	0.398	సీడ్
seashore	0.796	0.310	0.375	సముద్ర తీరం
seasick	0.115	0.683	0.245	సముద్రపు
seaside	0.887	0.520	0.508	సముద్రతీరం
season	0.792	0.410	0.519	బుతువు
seasonal	0.592	0.273	0.305	కాలానుగుణమైన
seasoned	0.812	0.570	0.509	రుచికరం
seasoning	0.633	0.388	0.479	మసాలా
seat	0.542	0.281	0.434	సీటు
seatbelt	0.656	0.314	0.726	సీటు బెల్టు
seating	0.552	0.265	0.286	సీటింగ్
seawater	0.760	0.197	0.491	సముద్రపు నీరు
seaweed	0.446	0.286	0.382	సముద్రపు పాచి
sec	0.490	0.385	0.380	సెకను
secession	0.323	0.561	0.509	వేర్పాటు
secluded	0.357	0.265	0.240	ఏకాంతంగా
seclusion	0.230	0.558	0.505	ఏకాంతము
second	0.490	0.210	0.250	రెండవ
second cousin	0.698	0.360	0.441	రెండవ బంధువు
secondary	0.636	0.375	0.260	ద్వితీయ
secondhand	0.194	0.389	0.283	రెండవది
secrecy	0.294	0.549	0.475	గోప్యత
secret	0.479	0.580	0.509	రహస్య
secretariat	0.518	0.459	0.597	సచివాలయం
secretary	0.612	0.426	0.561	కార్యదర్శి
secrete	0.427	0.567	0.518	స్రవిస్తాయి
secretion	0.354	0.582	0.529	స్రావము
secretive	0.390	0.250	0.538	రహస్యమైన
secretly	0.525	0.404	0.479	రహస్యంగా
sect	0.265	0.667	0.526	శాఖ
sectarian	0.260	0.606	0.517	సెక్టారియన్
section	0.500	0.269	0.421	విభాగం
sectional	0.427	0.415	0.464	సెక్షనల్
sector	0.594	0.190	0.569	రంగం
secular	0.463	0.461	0.520	సెక్యులర్
secularism	0.367	0.440	0.559	సెక్యులరిజం
secure	0.844	0.380	0.914	సురక్షితమైన
securities	0.750	0.304	0.852	సెక్యూరిటీలు
security	0.837	0.360	0.821	భద్రత
sedan	0.480	0.423	0.680	సెడాన్
sedate	0.656	0.157	0.345	మత్తుమందు
sedation	0.510	0.270	0.398	మత్తుమందు
sedative	0.314	0.273	0.352	మత్తుమందు
sedentary	0.292	0.185	0.273	నిశ్చలమైన
sedge	0.406	0.396	0.339	సెడ్జ్
sediment	0.438	0.306	0.372	అవక్షేపం
sedimentary	0.398	0.265	0.500	అవక్షేపణ
sedition	0.327	0.557	0.591	రాజద్రోహం
seduce	0.462	0.864	0.689	రమ్మని
seducer	0.704	0.812	0.775	సమ్మోహనపరుడు
seducing	0.569	0.794	0.708	సమ్మోహనపరిచే
seduction	0.510	0.891	0.618	సమ్మోహనము
seductive	0.771	0.821	0.667	దుర్బుద్ధి కలిగించే
see	0.635	0.269	0.312	చూడండి
seed	0.656	0.135	0.306	విత్తనం
seedling	0.406	0.343	0.423	మొలక
seeds	0.731	0.269	0.418	విత్తనాలు
seedy	0.229	0.390	0.325	సీడీ
seek	0.622	0.429	0.482	కోరుకుంటారు
seeker	0.646	0.464	0.553	అన్వేషి
seem	0.471	0.302	0.298	అనిపించవచ్చు
seemingly	0.490	0.410	0.356	అకారణంగా
seer	0.604	0.481	0.740	చూసేవాడు
seesaw	0.570	0.559	0.410	సీసా
seething	0.312	0.821	0.642	కురుస్తున్నది
segment	0.469	0.290	0.440	సెగ్మెంట్
segregate	0.290	0.627	0.440	వేరుచేయు
segregated	0.164	0.575	0.411	వేరు చేయబడింది
segregation	0.302	0.545	0.390	వేరు చేయుట
seismic	0.323	0.925	0.578	భూకంపం
seize	0.656	0.644	0.673	స్వాధీనం
seizure	0.177	0.775	0.462	నిర్భందించటం
seldom	0.323	0.379	0.287	అరుదుగా
select	0.615	0.406	0.602	ఎంచుకోండి
selection	0.594	0.340	0.595	ఎంపిక
selective	0.612	0.347	0.706	ఎంపిక
selectman	0.552	0.547	0.609	ఎంపికవాడు
selenium	0.469	0.408	0.336	సెలీనియం
self	0.704	0.370	0.500	స్వీయ
selfharm	0.350	0.620	0.407	స్వీయ హాని
selfish	0.061	0.637	0.495	స్వార్థపరుడు
selfishness	0.200	0.686	0.453	స్వార్థం
selfless	0.521	0.235	0.396	నిస్వార్థుడు
selflove	0.854	0.630	0.661	స్వప్రేమ
selfworth	0.704	0.460	0.594	స్వీయ విలువ
sell	0.618	0.608	0.605	అమ్ముతారు
seller	0.635	0.471	0.635	విక్రేత
sellout	0.398	0.490	0.465	అమ్మి వేయు
seltzer	0.448	0.452	0.406	సెల్ట్జర్
semantics	0.698	0.394	0.569	అర్థశాస్త్రం
semaphore	0.552	0.374	0.598	సెమాఫోర్
semblance	0.500	0.471	0.442	పోలిక
semen	0.500	0.755	0.471	వీర్యం
semester	0.521	0.327	0.482	సెమిస్టర్
semi	0.296	0.345	0.304	సెమీ
semiautomatic	0.469	0.510	0.522	సెమీ ఆటోమేటిక్
semicolon	0.378	0.255	0.318	సెమికోలన్
seminal	0.459	0.413	0.566	సెమినల్
seminar	0.583	0.360	0.623	సెమినార్
seminary	0.594	0.367	0.589	సెమినరీ
semiotics	0.449	0.417	0.596	సెమియోటిక్స్
senate	0.490	0.349	0.836	సెనేట్
senator	0.391	0.422	0.821	సెనేటర్
send	0.663	0.480	0.537	పంపండి
sender	0.542	0.449	0.509	పంపినవాడు
senescence	0.378	0.456	0.394	వృద్ధాప్యం
senile	0.280	0.211	0.305	వృద్ధాప్యం
senior	0.561	0.415	0.536	సీనియర్
seniority	0.408	0.427	0.602	సీనియారిటీ
senor	0.527	0.217	0.630	సీనియర్
senorita	0.765	0.550	0.500	సెనోరిటా
sensation	0.781	0.663	0.673	సంచలనం
sensational	0.938	0.827	0.858	సంచలనం
sense	0.781	0.417	0.474	భావం
senseless	0.125	0.388	0.136	తెలివిలేని
senses	0.740	0.461	0.693	ఇంద్రియాలు
sensibility	0.583	0.423	0.448	సున్నితత్వం
sensible	0.625	0.454	0.312	తెలివిగల
sensibly	0.786	0.337	0.396	తెలివిగా
sensitive	0.714	0.426	0.254	సున్నితమైన
sensitivity	0.750	0.417	0.395	సున్నితత్వం
sensor	0.571	0.377	0.542	నమోదు చేయు పరికరము
sensory	0.583	0.480	0.442	ఇంద్రియ
sensual	0.730	0.790	0.642	ఇంద్రియ సంబంధమైన
sensuality	0.844	0.840	0.632	ఇంద్రియ సంబంధము
