English Word	Valence	Arousal	Dominance	German Word
tenable	0.741	0.412	0.636	haltbar
tenacious	0.724	0.658	0.692	zäh
tenacity	0.740	0.657	0.889	Hartnäckigkeit
tenancy	0.500	0.458	0.605	Mietverhältnis
tenant	0.385	0.360	0.398	Mieter
tend	0.604	0.398	0.412	neigen
tendency	0.684	0.500	0.675	Tendenz
tender	0.630	0.520	0.509	zart
tenderfoot	0.469	0.421	0.438	Zartfuß
tenderness	0.949	0.276	0.367	Zärtlichkeit
tending	0.622	0.556	0.594	pflegen
tendon	0.341	0.271	0.463	Sehne
tenement	0.470	0.384	0.550	Mietshaus
tenet	0.667	0.333	0.636	Grundsatz
tenets	0.734	0.357	0.667	Grundsätze
tenfold	0.469	0.418	0.500	zehnfach
tennis	0.622	0.519	0.431	Tennis
tenor	0.587	0.451	0.500	Tenor
tense	0.396	0.439	0.655	Zeitform
tensile	0.458	0.510	0.618	zugfest
tension	0.304	0.810	0.529	Spannung
tent	0.510	0.275	0.333	Zelt
tentacle	0.370	0.559	0.398	Tentakel
tentative	0.582	0.657	0.534	Vorsichtig
tenth	0.510	0.349	0.382	Zehntel
tenths	0.406	0.294	0.284	Zehntel
tenuous	0.398	0.263	0.276	schwach
tenure	0.615	0.472	0.611	Amtszeit
tepee	0.500	0.337	0.373	Tipi
tepid	0.337	0.327	0.237	lauwarm
tequila	0.612	0.710	0.536	Tequila
teriyaki	0.646	0.449	0.431	Teriyaki
term	0.450	0.255	0.598	Begriff
terminal	0.316	0.434	0.483	Terminal
terminate	0.171	0.410	0.441	kündigen
termination	0.344	0.472	0.545	Beendigung
terminator	0.370	0.663	0.737	Terminator
terminology	0.612	0.284	0.566	Terminologie
terminus	0.281	0.382	0.615	Endstation
termite	0.265	0.480	0.408	Termite
terms	0.490	0.362	0.645	Bedingungen
tern	0.573	0.365	0.309	Seeschwalbe
ternary	0.550	0.406	0.480	ternär
terrace	0.615	0.269	0.411	Terrasse
terrain	0.540	0.300	0.472	Terrain
terrestrial	0.542	0.413	0.582	terrestrisch
terrible	0.061	0.849	0.604	abscheulich
terribly	0.061	0.731	0.430	fürchterlich
terrier	0.562	0.540	0.431	Terrier
terrific	0.859	0.650	0.821	umwerfend
terrified	0.090	0.902	0.387	verängstigt
terrifies	0.083	0.923	0.500	erschreckt
terrify	0.052	0.889	0.509	erschrecken
terrifying	0.031	0.836	0.602	schrecklich
territorial	0.405	0.600	0.766	territorial
territory	0.625	0.469	0.676	Gebiet
terror	0.069	0.902	0.415	Terror
terrorism	0.060	0.971	0.673	Terrorismus
terrorist	0.019	0.930	0.679	Terrorist
terrorists	0.062	0.967	0.688	Terroristen
terrorize	0.041	0.907	0.577	terrorisieren
terse	0.542	0.393	0.409	knapp
tertiary	0.500	0.350	0.431	Tertiär-
test	0.449	0.500	0.509	Prüfung
testament	0.594	0.420	0.806	Testament
testicle	0.458	0.651	0.410	Hoden
testicular	0.388	0.680	0.453	Hoden
testify	0.521	0.650	0.741	bezeugen
testimonial	0.541	0.538	0.750	Zeugnis
testimony	0.615	0.578	0.643	Zeugnis
testosterone	0.573	0.840	0.775	Testosteron
testy	0.135	0.640	0.357	gereizt
tetanus	0.133	0.577	0.368	Tetanus
tether	0.323	0.620	0.407	Halteseil
tethered	0.260	0.472	0.351	angebunden
tetrahedral	0.595	0.468	0.423	Tetraeder
text	0.604	0.157	0.402	Text
textbook	0.622	0.235	0.526	Lehrbuch
textile	0.604	0.235	0.395	Textil-
textural	0.660	0.296	0.445	texturiert
texture	0.615	0.215	0.412	Textur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	danken
thankful	0.969	0.344	0.714	dankbar
thankgod	0.823	0.451	0.466	Gott sei Dank
thanking	0.917	0.538	0.658	danken
thankless	0.146	0.500	0.497	undankbar
thanks	0.918	0.472	0.461	Danke
thanksalot	0.908	0.428	0.525	Vielen Dank
thanksgiving	0.927	0.449	0.637	das Erntedankfest
thankyougod	0.900	0.446	0.651	danke Gott
thankyoujesus	0.878	0.406	0.604	dank dir Jesus
thankyoulord	0.809	0.388	0.466	danke Gott
thatch	0.337	0.245	0.161	Stroh
thatmoment	0.667	0.389	0.340	dieser Moment
thaumaturgy	0.510	0.546	0.618	thaumaturgie
thaw	0.438	0.321	0.327	auftauen
theater	0.760	0.635	0.516	Theater
theatrical	0.720	0.690	0.546	theatralisch
theatrics	0.694	0.539	0.486	Theatralik
thebest	0.760	0.596	0.719	der beste
theft	0.135	0.867	0.394	der Diebstahl
theism	0.460	0.431	0.481	Theismus
theistic	0.397	0.365	0.509	theistisch
thelife	0.688	0.566	0.629	das Leben
thelittlethings	0.571	0.240	0.324	die kleinen Dinge
theme	0.541	0.176	0.427	Thema
theocracy	0.490	0.427	0.722	Theokratie
theocratic	0.380	0.480	0.605	theokratisch
theologian	0.521	0.304	0.759	Theologe
theological	0.480	0.363	0.683	theologisch
theology	0.448	0.330	0.711	Theologie
theorem	0.500	0.296	0.615	Satz
theoretical	0.615	0.270	0.546	theoretisch
theory	0.583	0.314	0.529	Theorie
therapeutic	0.625	0.275	0.680	therapeutisch
therapeutics	0.552	0.343	0.625	Therapeutika
therapist	0.468	0.430	0.679	Therapeut
therapy	0.490	0.353	0.607	Therapie
thereabouts	0.427	0.365	0.285	darum
thereof	0.542	0.265	0.281	davon
therewith	0.462	0.317	0.398	damit
thermal	0.480	0.360	0.509	Thermal-
thermocouple	0.406	0.406	0.422	Thermoelement
thermodynamics	0.510	0.594	0.678	Thermodynamik
thermometer	0.400	0.327	0.473	Thermometer
thermos	0.582	0.255	0.328	Thermosflasche
thermostat	0.439	0.480	0.321	Thermostat
thesaurus	0.520	0.480	0.509	Thesaurus
thesis	0.583	0.582	0.552	These
thick	0.449	0.433	0.596	dick
thicken	0.406	0.398	0.509	verdicken
thickening	0.448	0.355	0.434	Verdickung
thicket	0.385	0.373	0.324	Dickicht
thickness	0.552	0.370	0.443	Dicke
thief	0.088	0.888	0.443	Dieb
thigh	0.469	0.433	0.588	Schenkel
thimble	0.490	0.192	0.218	Fingerhut
thin	0.469	0.337	0.356	dünn
thing	0.449	0.222	0.260	Ding
things	0.519	0.250	0.368	Dinge
thingy	0.458	0.312	0.158	Ding
think	0.786	0.408	0.618	denken
thinker	0.706	0.386	0.764	Denker
thinking	0.720	0.308	0.595	Denken
third	0.551	0.187	0.304	dritte
thirds	0.402	0.327	0.345	Drittel
thirst	0.298	0.519	0.307	Durst
thirsty	0.281	0.660	0.310	durstig
thirteen	0.459	0.385	0.331	dreizehn
thirteenth	0.408	0.330	0.425	dreizehnte
thirty	0.562	0.349	0.316	dreißig
thistle	0.427	0.423	0.357	Distel
thither	0.500	0.270	0.316	dorthin
thong	0.467	0.596	0.269	Tanga
thorn	0.296	0.541	0.427	Dorn
thorny	0.177	0.690	0.500	dornig
thorough	0.467	0.350	0.558	gründlich
thoroughbred	0.669	0.740	0.716	Vollblut-
thoroughfare	0.582	0.481	0.490	Durchgangsstraße
thought	0.780	0.315	0.571	Gedanke
thoughtful	0.667	0.290	0.527	nachdenklich
thoughtfulness	0.867	0.269	0.667	Nachdenklichkeit
thoughtless	0.194	0.580	0.452	gedankenlos
thoughts	0.745	0.382	0.691	Gedanken
thousand	0.663	0.355	0.480	tausend
thrash	0.260	0.510	0.472	Prügeln
thread	0.646	0.184	0.209	Faden
threat	0.135	0.865	0.667	Drohung
threaten	0.104	0.958	0.590	drohen
threatened	0.052	0.928	0.354	angedroht
threatening	0.071	0.875	0.652	bedrohlich
three	0.653	0.225	0.377	drei
threefold	0.521	0.400	0.534	dreifach
threesome	0.490	0.676	0.560	Dreier
thresh	0.490	0.417	0.500	dreschen
threshold	0.531	0.519	0.575	Schwelle
thrice	0.469	0.442	0.462	dreimal
thrift	0.760	0.217	0.649	Sparsamkeit
thrifty	0.604	0.380	0.676	sparsam
thrill	0.888	0.837	0.711	Nervenkitzel
thrilled	0.898	0.818	0.807	hocherfreut
thriller	0.490	0.796	0.645	Thriller
thrilling	0.930	0.827	0.782	spannend
thrive	0.948	0.529	0.772	gedeihen
thriving	0.865	0.521	0.779	gedeihen
throat	0.350	0.538	0.346	Kehle
throb	0.500	0.673	0.556	pochen
throbbing	0.645	0.808	0.491	pochend
throes	0.146	0.760	0.235	Wehen
throne	0.724	0.606	0.887	Thron
throng	0.480	0.810	0.706	Menge
throttle	0.562	0.804	0.750	Gaspedal
throw	0.344	0.770	0.623	Wurf
throwback	0.280	0.454	0.356	Rückblick
thrower	0.470	0.690	0.717	Werfer
thrown	0.500	0.550	0.619	geworfen
thrush	0.306	0.490	0.454	Soor
thrust	0.510	0.647	0.663	Schub
thruster	0.698	0.812	0.719	Triebwerk
thud	0.255	0.686	0.620	Schlag
thug	0.240	0.882	0.667	Schurke
thumb	0.673	0.271	0.361	Daumen
thumbprint	0.510	0.347	0.451	Daumenabdruck
thump	0.280	0.792	0.608	Schlag
thumper	0.354	0.623	0.457	Klopfer
thumping	0.214	0.755	0.566	pochen
thunder	0.296	0.916	0.526	Donner
thunderbolt	0.418	0.719	0.642	Blitz
thunderclap	0.390	0.833	0.607	Donnerschlag
thundering	0.337	0.778	0.700	donnernd
thunderstorm	0.135	0.860	0.784	Gewitter
thunderstruck	0.194	0.716	0.509	vom Donner gerührt
thwart	0.281	0.684	0.409	vereiteln
thx	0.562	0.425	0.461	Danke
thyme	0.561	0.255	0.325	Thymian
thyroid	0.234	0.455	0.373	Schilddrüse
tiara	0.719	0.300	0.472	Tiara
tibia	0.450	0.302	0.425	Schienbein
tic	0.271	0.438	0.250	Tick
tick	0.521	0.386	0.412	Tick
ticked	0.469	0.386	0.455	angekreuzt
ticker	0.479	0.471	0.509	Ticker
ticket	0.684	0.387	0.434	Fahrkarte
tickle	0.760	0.727	0.342	kitzeln
tickled	0.755	0.707	0.364	gekitzelt
ticklish	0.823	0.814	0.345	kitzlig
tidal	0.592	0.539	0.519	Gezeiten
tidal wave	0.240	0.894	0.736	Flutwelle
tidbit	0.552	0.382	0.385	Leckerbissen
tide	0.541	0.556	0.420	Tide
tidings	0.610	0.510	0.694	Botschaft
tidy	0.760	0.208	0.647	ordentlich
tie	0.663	0.464	0.431	binden
tier	0.520	0.245	0.560	Ebene
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	Tiger
tighten	0.388	0.487	0.627	spannen
tightness	0.344	0.606	0.759	Dichtheit
tightrope	0.354	0.653	0.279	Seil
tights	0.583	0.343	0.269	Strumpfhose
tilde	0.520	0.314	0.321	Tilde
tile	0.429	0.245	0.348	Fliese
tiling	0.600	0.330	0.315	Fliesen
till	0.490	0.327	0.319	bis
tillage	0.552	0.591	0.540	Bodenbearbeitung
tiller	0.448	0.410	0.290	Pinne
tilt	0.365	0.549	0.463	Neigung
tilting	0.459	0.384	0.340	kippen
timber	0.332	0.202	0.386	Holz
timberland	0.550	0.415	0.571	Waldland
timbre	0.460	0.480	0.296	Timbre
time	0.604	0.288	0.609	Zeit
timeless	0.408	0.468	0.583	zeitlos
timeliness	0.760	0.404	0.582	Aktualität
timely	0.865	0.387	0.591	rechtzeitig
timeout	0.344	0.433	0.322	Auszeit
timepiece	0.650	0.279	0.461	Uhr
timer	0.469	0.433	0.500	Timer
times	0.490	0.279	0.439	mal
timetable	0.561	0.189	0.491	Zeitplan
timewasters	0.391	0.535	0.291	Zeitverschwender
timid	0.327	0.276	0.132	schüchtern
timidity	0.333	0.358	0.153	Schüchternheit
timing	0.521	0.311	0.577	zeitliche Koordinierung
tin	0.469	0.370	0.217	Zinn
tincture	0.440	0.360	0.402	Tinktur
tine	0.438	0.373	0.284	Zinke
tinfoil	0.448	0.284	0.311	Alufolie
tinge	0.469	0.292	0.264	Tönung
tingle	0.460	0.560	0.264	kribbeln
tingling	0.427	0.615	0.340	Kribbeln
tinker	0.396	0.528	0.275	basteln
tinkering	0.531	0.490	0.448	basteln
tinkle	0.562	0.529	0.356	klingeln
tinkling	0.612	0.530	0.324	klingeln
tinnitus	0.384	0.536	0.411	Ohrgeräusche
tinsel	0.663	0.521	0.473	Lametta
tint	0.582	0.292	0.273	Farbton
tiny	0.479	0.196	0.125	sehr klein
tip	0.708	0.221	0.518	Tipp
tipper	0.427	0.571	0.431	Kipper
tipster	0.490	0.462	0.490	Tippgeber
tipsy	0.510	0.625	0.570	beschwipst
tiptoe	0.510	0.490	0.407	Zehenspitzen
tirade	0.378	0.587	0.532	Tirade
tire	0.438	0.385	0.381	Reifen
tired	0.125	0.317	0.191	müde
tiredness	0.387	0.408	0.242	Müdigkeit
tiredofit	0.300	0.270	0.204	müde davon
tireless	0.657	0.750	0.645	unermüdlich
tiresome	0.240	0.542	0.153	ermüdend
tiring	0.153	0.510	0.176	ermüdend
tissue	0.558	0.236	0.345	Gewebe
tistheseason	0.646	0.548	0.435	diese Saison
tit	0.402	0.539	0.388	Titte
titan	0.598	0.653	0.811	Titan
titanic	0.427	0.786	0.795	titanisch
titanium	0.520	0.470	0.704	Titan
tithe	0.507	0.276	0.385	Zehnt
title	0.708	0.356	0.574	Titel
titled	0.677	0.240	0.658	betitelt
titty	0.561	0.548	0.294	tittchen
titular	0.704	0.385	0.760	Titular-
toad	0.302	0.452	0.196	Kröte
toast	0.740	0.382	0.356	Toast
toaster	0.542	0.337	0.387	Toaster
toasty	0.698	0.461	0.396	wohlig
tobacco	0.327	0.546	0.387	Tabak
toby	0.427	0.375	0.330	tobi
tod	0.469	0.330	0.384	Tod
today	0.806	0.306	0.362	heute
toddler	0.812	0.469	0.368	Kleinkind
toe	0.406	0.221	0.293	Zehe
toenail	0.530	0.380	0.306	Zehennagel
toffee	0.658	0.510	0.396	Toffee
tofu	0.521	0.330	0.283	Tofu
toga	0.698	0.393	0.373	Toga
together	0.874	0.392	0.658	zusammen
togetherness	0.906	0.360	0.635	Zusammengehörigkeit
toil	0.558	0.510	0.583	Mühsal
toilet	0.490	0.290	0.233	Toilette
toils	0.480	0.710	0.482	Mühen
token	0.510	0.418	0.414	Zeichen
tolerable	0.750	0.350	0.374	erträglich
tolerance	0.875	0.206	0.649	Toleranz
tolerant	0.765	0.192	0.618	tolerant
tolerate	0.724	0.430	0.588	tolerieren
toleration	0.776	0.442	0.727	Duldung
toll	0.296	0.422	0.453	Maut
tomahawk	0.510	0.642	0.504	Tomahawk
tomato	0.550	0.183	0.275	Tomate
tomatoes	0.615	0.240	0.272	Tomaten
tomb	0.112	0.500	0.343	Grab
tombstone	0.204	0.441	0.311	Grabstein
tomcat	0.520	0.412	0.386	Kater
tome	0.429	0.316	0.492	mir
tomorrow	0.792	0.377	0.407	Morgen
ton	0.560	0.418	0.604	Tonne
tone	0.551	0.355	0.411	Ton
toner	0.448	0.300	0.368	Toner
tong	0.475	0.480	0.370	Zange
tongs	0.500	0.459	0.321	Zange
tongue	0.542	0.432	0.482	Zunge
tonic	0.541	0.360	0.500	Tonic
tonnage	0.323	0.382	0.590	Tonnage
tonsils	0.347	0.373	0.283	Mandeln
toocold	0.420	0.550	0.379	zu kalt
tool	0.490	0.350	0.594	Werkzeug
toolbox	0.531	0.316	0.472	Werkzeugkasten
tooling	0.510	0.406	0.634	Werkzeuge
toomuchtodo	0.420	0.688	0.355	zu viel zu tun
toot	0.500	0.481	0.373	blasen
tooth	0.439	0.250	0.367	Zahn
toothache	0.188	0.853	0.412	Zahnschmerzen
toothbrush	0.517	0.330	0.321	Zahnbürste
toothed	0.449	0.394	0.352	gezahnt
toothless	0.312	0.541	0.272	zahnlos
toothpaste	0.510	0.290	0.371	Zahnpasta
toothpick	0.561	0.216	0.185	Zahnstocher
toots	0.552	0.480	0.451	Tuten
top	0.760	0.400	0.554	oben
topaz	0.643	0.325	0.384	Topas
topic	0.520	0.276	0.427	Thema
topical	0.561	0.340	0.500	aktuell
topless	0.625	0.765	0.414	oben ohne
topographic	0.604	0.378	0.558	topographisch
topographical	0.438	0.350	0.538	topographisch
topography	0.469	0.357	0.506	Topographie
topple	0.198	0.820	0.573	stürzen
topside	0.708	0.466	0.598	Oberseite
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	Fackel
torment	0.057	0.750	0.387	quälen
tormented	0.071	0.855	0.323	gequält
torn	0.153	0.510	0.283	zerrissen
tornado	0.260	0.896	0.784	Tornado
torpedo	0.219	0.794	0.707	Torpedo
torque	0.466	0.375	0.406	Drehmoment
torrent	0.541	0.745	0.676	Strom
torrid	0.281	0.625	0.517	heiß
torsion	0.312	0.651	0.402	Drehung
torso	0.408	0.394	0.473	Torso
tort	0.229	0.635	0.455	unerlaubte Handlung
tortious	0.312	0.724	0.491	gewunden
tortoise	0.673	0.078	0.250	Schildkröte
tortuous	0.194	0.755	0.382	gewunden
torture	0.115	0.878	0.555	Folter
tortured	0.062	0.890	0.361	gefoltert
toss	0.418	0.725	0.575	werfen
tot	0.602	0.431	0.311	Knirps
total	0.771	0.286	0.714	gesamt
totality	0.688	0.443	0.717	Gesamtheit
totally	0.820	0.422	0.702	total
tote	0.510	0.398	0.625	Tasche
totem	0.639	0.350	0.571	Totem
touch	0.646	0.477	0.455	berühren
touchdown	0.667	0.770	0.586	Landung
touched	0.592	0.380	0.404	berührt
touching	0.760	0.439	0.491	berühren
touchy	0.323	0.510	0.343	empfindlich
tough	0.344	0.588	0.742	hart
toughen	0.458	0.683	0.711	verschärfen
toughness	0.552	0.618	0.837	Zähigkeit
toupee	0.323	0.270	0.324	Toupet
tour	0.663	0.545	0.543	Tour
tourism	0.823	0.531	0.545	Tourismus
tourist	0.745	0.480	0.430	Tourist
tourmaline	0.448	0.513	0.441	Turmalin
tournament	0.694	0.740	0.611	Turnier
tourniquet	0.335	0.521	0.398	Tourniquet
tout	0.480	0.538	0.375	Schlepper
tow	0.531	0.500	0.508	Abschleppen
towel	0.630	0.208	0.286	Handtuch
tower	0.606	0.380	0.644	Turm
towering	0.500	0.690	0.806	hoch aufragend
town	0.551	0.299	0.627	Stadt, Dorf
townhouse	0.622	0.400	0.443	Stadthaus
township	0.531	0.292	0.667	Gemeinde
townspeople	0.677	0.466	0.569	Städter
toxic	0.008	0.885	0.492	giftig
toxicity	0.104	0.865	0.491	Toxizität
toxicology	0.302	0.736	0.574	Toxikologie
toxin	0.115	0.654	0.456	Toxin
toy	0.878	0.420	0.275	Spielzeug
toymaker	0.755	0.510	0.536	Spielzeughersteller
trace	0.573	0.346	0.483	verfolgen
traceable	0.602	0.370	0.535	nachvollziehbar
tracer	0.573	0.327	0.645	Tracer
traces	0.482	0.448	0.389	Spuren
trachea	0.448	0.509	0.387	Luftröhre
tracing	0.418	0.591	0.565	Verfolgung
track	0.448	0.433	0.526	Spur
tracker	0.398	0.744	0.731	Tracker
tract	0.406	0.422	0.339	Trakt
tractable	0.635	0.500	0.469	handhabbar
traction	0.429	0.585	0.648	Traktion
tractor	0.449	0.580	0.619	Traktor
trade	0.561	0.544	0.690	handeln
trademark	0.667	0.344	0.750	Warenzeichen
trader	0.562	0.632	0.854	Händler
tradesman	0.531	0.431	0.664	Händler
trading	0.635	0.602	0.705	Handel
tradition	0.830	0.430	0.750	Tradition
traditional	0.677	0.221	0.604	traditionell
traffic	0.323	0.559	0.518	Verkehr
traffic light	0.490	0.469	0.479	Ampel
trafficking	0.250	0.710	0.399	Handel
tragedies	0.100	0.910	0.442	Tragödien
tragedy	0.052	0.843	0.340	Tragödie
tragic	0.048	0.904	0.396	tragisch
trail	0.600	0.322	0.455	Pfad
trailer	0.541	0.490	0.473	Anhänger
train	0.666	0.705	0.620	Zug
train set	0.604	0.598	0.464	Zugset
trained	0.771	0.538	0.645	ausgebildet
trainee	0.627	0.408	0.352	Auszubildender
trainer	0.698	0.719	0.824	Trainer
training	0.714	0.776	0.788	Ausbildung
trait	0.469	0.365	0.453	Merkmal
traitor	0.112	0.796	0.491	Verräter
traitorous	0.073	0.745	0.412	verräterisch
trajectory	0.653	0.558	0.779	Flugbahn
tram	0.667	0.628	0.492	Straßenbahn
tramp	0.108	0.510	0.182	Tramp
trample	0.235	0.764	0.562	trampeln
trampoline	0.604	0.690	0.391	Trampolin
tramway	0.615	0.538	0.543	Straßenbahn
trance	0.469	0.481	0.382	Trance
tranquil	0.917	0.094	0.355	still
tranquility	0.840	0.135	0.442	Ruhe
tranquilizer	0.510	0.236	0.596	Beruhigungsmittel
transact	0.521	0.625	0.680	tätigen
transaction	0.650	0.577	0.579	Transaktion
transatlantic	0.724	0.596	0.706	transatlantisch
transceiver	0.510	0.490	0.537	Transceiver
transcend	0.604	0.771	0.726	transzendieren
transcendence	0.656	0.608	0.754	Transzendenz
transcendent	0.667	0.600	0.824	transzendent
transcendental	0.635	0.652	0.842	transzendental
transcribe	0.500	0.394	0.573	transkribieren
transcriber	0.490	0.420	0.615	Schreiber
transcript	0.639	0.398	0.528	Abschrift
transcription	0.592	0.455	0.615	Transkription
transfer	0.702	0.490	0.519	Transfer
transference	0.592	0.294	0.551	Übertragung
transferred	0.480	0.450	0.409	übertragen
transfixed	0.427	0.660	0.528	gebannt
transform	0.735	0.667	0.696	verwandeln
transformation	0.796	0.618	0.770	Transformation
transformer	0.582	0.582	0.723	Transformator
transfusion	0.417	0.730	0.557	Transfusion
transgression	0.158	0.890	0.611	Überschreitung
transient	0.510	0.405	0.430	vorübergehend
transistor	0.480	0.480	0.444	Transistor
transit	0.439	0.590	0.588	Transit
transition	0.605	0.561	0.558	Überleitung
transitional	0.573	0.472	0.491	Übergangs
transitive	0.479	0.377	0.414	transitiv
transitory	0.438	0.450	0.407	vergänglich
translate	0.604	0.423	0.462	Übersetzen
translation	0.633	0.435	0.598	Übersetzung
translator	0.760	0.412	0.473	Übersetzer
translocation	0.367	0.612	0.564	Translokation
translucent	0.600	0.500	0.389	durchscheinend
transmission	0.688	0.490	0.611	Übertragung
transmit	0.836	0.581	0.673	übertragen
transmitter	0.520	0.511	0.719	Sender
transmutation	0.438	0.740	0.737	Transmutation
transom	0.375	0.385	0.417	Querbalken
transparency	0.847	0.260	0.587	Transparenz
transparent	0.542	0.330	0.667	transparent
transplant	0.445	0.806	0.620	Transplantation
transplantation	0.531	0.694	0.610	Transplantation
transponder	0.564	0.575	0.565	Transponder
transport	0.613	0.627	0.605	Transport
transportation	0.667	0.560	0.472	Transport
transporter	0.615	0.625	0.750	Transporter
transpose	0.440	0.585	0.467	transponieren
transposition	0.312	0.451	0.555	Umsetzung
transsexual	0.264	0.815	0.423	Transsexuelle
transverse	0.429	0.429	0.525	quer
transvestite	0.270	0.675	0.373	Transvestit
trap	0.104	0.610	0.391	fangen
trapdoor	0.094	0.670	0.462	Falltür
trapeze	0.542	0.625	0.566	Trapez
trapped	0.135	0.615	0.380	gefangen
trapper	0.296	0.654	0.491	Fallensteller
trapping	0.333	0.621	0.491	Fangen
trappings	0.458	0.462	0.370	Drumherum
traps	0.235	0.673	0.481	Fallen
trash	0.163	0.541	0.154	Müll
trashy	0.071	0.380	0.161	trashig
trauma	0.112	0.792	0.453	Trauma
traumatic	0.062	0.885	0.427	traumatisch
travail	0.500	0.677	0.620	Mühe
travel	0.931	0.689	0.535	reisen
traveler	0.837	0.571	0.700	Reisender
traveling	0.900	0.750	0.582	reisen
traverse	0.571	0.590	0.629	Traverse
travesty	0.354	0.644	0.407	Travestie
trawl	0.255	0.590	0.464	Schleppnetz
trawler	0.316	0.430	0.405	Trawler
tray	0.549	0.250	0.345	Tablett
treacherous	0.112	0.815	0.402	heimtückisch
treachery	0.104	0.852	0.448	Verrat
tread	0.510	0.520	0.426	treten
treadmill	0.459	0.636	0.436	Laufband
treason	0.094	0.806	0.552	Verrat
treasure	0.927	0.592	0.821	Schatz
treasured	0.849	0.471	0.730	geschätzt
treasurer	0.694	0.456	0.755	Schatzmeister
treasures	0.867	0.771	0.842	Schätze
treasury	0.812	0.541	0.736	Schatzkammer
treat	0.573	0.571	0.436	behandeln
treatable	0.780	0.302	0.560	behandelbar
treatise	0.604	0.407	0.613	Abhandlung
treatment	0.663	0.386	0.620	Behandlung
treaty	0.646	0.382	0.667	Vertrag
treble	0.358	0.471	0.466	verdreifachen
tree	0.670	0.118	0.442	Baum
trees	0.653	0.137	0.537	Bäume
trek	0.469	0.530	0.535	Wanderung
trellis	0.299	0.500	0.389	Gitter
tremble	0.177	0.878	0.388	zittern
trembling	0.177	0.824	0.324	Zittern
tremendous	0.600	0.888	0.773	enorm
tremendously	0.719	0.722	0.661	enorm
tremor	0.104	0.833	0.455	Tremor
trench	0.429	0.760	0.429	Graben
trend	0.625	0.458	0.706	Trend
trending	0.750	0.472	0.600	im Trend
trendy	0.713	0.520	0.536	modisch
trepidation	0.582	0.594	0.464	Angst
trespass	0.229	0.670	0.613	Hausfriedensbruch
triad	0.469	0.413	0.528	Dreiklang
triage	0.398	0.433	0.479	Triage
trial	0.438	0.663	0.612	Studie
triangle	0.562	0.269	0.352	Dreieck
triangular	0.430	0.320	0.397	dreieckig
triangulate	0.408	0.380	0.517	triangulieren
triathlon	0.521	0.853	0.663	Triathlon
tribal	0.417	0.404	0.482	Stamm
tribe	0.664	0.486	0.516	Stamm
tribulation	0.448	0.612	0.484	Drangsal
tribunal	0.410	0.670	0.797	Gericht
tribune	0.610	0.585	0.556	Tribun
tributary	0.615	0.463	0.616	Nebenfluss
tribute	0.684	0.573	0.700	Tribut
trick	0.542	0.700	0.409	Trick
trickery	0.146	0.798	0.336	Trickserei
trickle	0.500	0.196	0.231	Rinnsal
trickster	0.375	0.680	0.446	Betrüger
tricky	0.219	0.651	0.500	knifflig
tricycle	0.633	0.402	0.368	Dreirad
trident	0.403	0.606	0.609	Dreizack
trifle	0.271	0.296	0.221	Kleinigkeit
trifling	0.375	0.418	0.183	unbedeutend
trig	0.438	0.417	0.415	auslösen
trigger	0.271	0.804	0.660	Abzug
trigonometry	0.396	0.400	0.616	Trigonometrie
trillion	0.592	0.420	0.623	Billion
trilogy	0.615	0.520	0.664	Trilogie
trim	0.500	0.466	0.430	trimmen
trimester	0.783	0.336	0.538	Trimester
trimmer	0.260	0.548	0.529	Trimmer
trimming	0.500	0.478	0.325	Trimmen
trine	0.396	0.365	0.317	Trigon
trinity	0.635	0.346	0.660	Dreieinigkeit
trinket	0.521	0.352	0.368	Schmuckstück
trio	0.521	0.613	0.473	Trio
trip	0.875	0.643	0.538	Reise
tripartite	0.500	0.480	0.539	dreigliedrig
tripe	0.312	0.361	0.438	Gekröse
triple	0.585	0.385	0.481	verdreifachen
triplet	0.622	0.510	0.618	Triplett
triplicate	0.684	0.545	0.717	dreifach
tripod	0.406	0.388	0.483	Stativ
tripping	0.276	0.594	0.293	stolpern
trite	0.458	0.418	0.290	banal
tritium	0.412	0.471	0.422	Tritium
triumph	0.969	0.798	0.926	Triumph
triumphant	0.949	0.837	0.972	triumphierend
trivia	0.690	0.490	0.473	Kleinigkeiten
trivial	0.406	0.387	0.337	trivial
troll	0.378	0.627	0.327	Troll
trolley	0.562	0.558	0.464	Wagen
trombone	0.562	0.500	0.500	Posaune
troop	0.375	0.696	0.750	Trupp
trooper	0.458	0.694	0.713	Soldat
troops	0.385	0.718	0.804	Truppen
trophy	0.947	0.643	0.676	Trophäe
tropic	0.740	0.529	0.536	Wendekreis
tropical	0.740	0.461	0.509	tropisch
tropics	0.740	0.383	0.412	Tropen
trot	0.531	0.664	0.396	Trab
trouble	0.135	0.811	0.452	Problem
troubled	0.167	0.627	0.385	beunruhigt
troublemaker	0.260	0.900	0.596	Unruhestifter
troubles	0.051	0.854	0.269	Probleme
troublesome	0.283	0.894	0.404	lästig
trough	0.500	0.308	0.340	Trog
troupe	0.625	0.406	0.557	Truppe
trousers	0.625	0.314	0.442	Hose
trout	0.516	0.387	0.298	Forelle
trowel	0.470	0.418	0.250	Kelle
truce	0.688	0.441	0.453	Waffenstillstand
