English Word	Valence	Arousal	Dominance	Latvian Word
slayer	0.041	0.930	0.661	slepkava
sleaze	0.312	0.538	0.405	slinkums
sleazy	0.292	0.674	0.370	slinks
sled	0.635	0.547	0.446	ragavas
sledding	0.625	0.547	0.422	braukšana ar ragaviņām
sledge	0.646	0.500	0.361	ragavas
sledgehammer	0.449	0.479	0.482	veseri
sleek	0.750	0.484	0.643	gluds
sleep	0.719	0.090	0.339	Gulēt
sleeper	0.640	0.154	0.254	gulētājs
sleeping	0.704	0.091	0.312	guļot
sleepless	0.213	0.410	0.207	bezmiegs
sleeplessness	0.104	0.604	0.202	bezmiegs
sleepover	0.815	0.519	0.340	palikšana pa nakti
sleepy	0.604	0.125	0.250	miegains
sleepyhead	0.327	0.350	0.294	miegains
sleet	0.410	0.355	0.395	slapjš slapjš
sleeve	0.531	0.270	0.273	piedurkne
sleeveless	0.638	0.290	0.200	bez piedurknēm
sleigh	0.742	0.551	0.396	kamanas
sleight	0.719	0.677	0.379	kamanas
slender	0.812	0.548	0.664	slaids
sleuth	0.460	0.633	0.676	slepkava
slice	0.583	0.375	0.303	šķēle
slick	0.388	0.383	0.349	gluds
slicker	0.727	0.387	0.519	slaidāks
slide	0.615	0.435	0.432	slidkalniņš
slider	0.585	0.491	0.518	slīdni
sliding	0.356	0.730	0.491	bīdāmās
slight	0.521	0.240	0.155	viegls
slight anticipation	0.562	0.490	0.445	neliela gaidīšana
slight disgust	0.156	0.578	0.318	viegls riebums
slight surprise	0.677	0.746	0.557	viegls pārsteigums
slight trust	0.306	0.400	0.245	neliela uzticēšanās
slightly	0.470	0.274	0.255	nedaudz
slightly negative	0.190	0.472	0.259	nedaudz negatīvs
slightly positive	0.792	0.480	0.567	nedaudz pozitīvs
slim	0.562	0.180	0.296	slaids
slime	0.300	0.370	0.183	gļotas
slimy	0.177	0.500	0.309	gļotains
sling	0.417	0.423	0.404	strope
slingshot	0.323	0.654	0.474	katapulta
slink	0.460	0.546	0.314	slinkot
slinky	0.400	0.637	0.603	slinks
slip	0.316	0.714	0.321	paslīdēt
slipper	0.635	0.298	0.245	tupele
slippers	0.573	0.413	0.236	čības
slippery	0.219	0.740	0.343	slidens
slit	0.406	0.490	0.366	sprauga
sliver	0.388	0.347	0.291	skaida
slob	0.275	0.365	0.300	slinkums
slobber	0.350	0.375	0.278	slampāt
slogan	0.550	0.216	0.564	sauklis
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	nolaidība
slope	0.347	0.438	0.279	slīpums
sloppy	0.303	0.441	0.183	apliets
slot	0.469	0.337	0.337	slots
sloth	0.198	0.140	0.125	slinķis
slouch	0.365	0.450	0.328	slinkums
slough	0.265	0.390	0.200	sārtums
slow	0.357	0.073	0.131	lēns
slowly	0.427	0.185	0.295	lēnām
slowness	0.302	0.212	0.191	lēnums
sludge	0.354	0.396	0.229	dūņas
slug	0.276	0.370	0.160	gliemeža
slugger	0.458	0.500	0.518	sliņķis
sluggish	0.224	0.124	0.155	gausa
sluice	0.427	0.520	0.365	slūžas
slum	0.292	0.528	0.302	grausts
slumber	0.592	0.191	0.426	snauda
slump	0.194	0.438	0.130	lejupslīde
slur	0.115	0.814	0.427	netīrība
slurp	0.540	0.528	0.411	slampāt
slush	0.427	0.283	0.296	slapjš
slut	0.071	0.808	0.309	slampa
slutty	0.224	0.810	0.371	slampa
sly	0.573	0.690	0.750	viltīgs
smack	0.323	0.662	0.381	smakot
small	0.542	0.205	0.120	mazs
smaller	0.300	0.310	0.179	mazāks
smallest	0.281	0.340	0.129	mazākais
smallpox	0.156	0.583	0.222	bakas
smart	0.906	0.607	0.923	gudrs
smartass	0.364	0.520	0.620	gudrinieks
smarten	0.602	0.490	0.551	gudri
smarty	0.673	0.510	0.848	gudrs
smash	0.195	0.692	0.530	sagraut
smashed	0.143	0.660	0.256	sasita
smattering	0.448	0.460	0.500	smacīgs
smear	0.230	0.433	0.400	smērēt
smell	0.510	0.520	0.330	smarža
smelling	0.458	0.481	0.349	smaržojošs
smelly	0.100	0.528	0.245	smirdošs
smelt	0.333	0.441	0.345	smaka
smidgen	0.367	0.385	0.357	nedaudz
smile	0.906	0.598	0.618	smaidīt
smiled	0.949	0.530	0.536	pasmaidīja
smiles	0.892	0.606	0.607	pasmaida
smiley	0.865	0.470	0.571	smaidiņš
smiling	0.981	0.679	0.625	smaidot
smirk	0.792	0.596	0.583	smieties
smite	0.303	0.846	0.682	sist
smith	0.677	0.333	0.529	smits
smithereens	0.281	0.561	0.409	šķembas
smitten	0.153	0.760	0.204	satriekts
smock	0.429	0.250	0.250	smēķēt
smog	0.271	0.480	0.382	smogs
smoke	0.188	0.500	0.391	dūmi
smoker	0.208	0.528	0.311	smēķētājs
smokey	0.494	0.462	0.430	dūmakains
smoking	0.176	0.557	0.384	smēķēšana
smoky	0.459	0.420	0.327	dūmakains
smoldering	0.635	0.781	0.764	gruzdošs
smooch	0.796	0.731	0.491	smooch
smooth	0.823	0.127	0.281	gluda
smoothie	0.806	0.333	0.281	smūtijs
smoothly	0.821	0.134	0.488	gludi
smoothness	0.833	0.221	0.412	gludums
smother	0.292	0.685	0.420	apslāpēt
smudge	0.327	0.429	0.245	traips
smug	0.198	0.552	0.587	pašapmierināts
smuggle	0.194	0.775	0.570	kontrabanda
smuggler	0.062	0.867	0.645	kontrabandists
smuggling	0.229	0.783	0.510	kontrabanda
smut	0.357	0.360	0.349	smuki
snack	0.646	0.407	0.345	uzkodas
snacks	0.781	0.480	0.306	uzkodas
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	aizķerties
snags	0.177	0.721	0.490	aizķeršanās
snail	0.480	0.104	0.296	gliemezis
snake	0.276	0.750	0.549	čūska
snakes	0.176	0.662	0.606	čūskas
snakeskin	0.276	0.696	0.391	čūskas āda
snap	0.344	0.517	0.352	snap
snapper	0.417	0.429	0.245	snapper
snappy	0.573	0.592	0.418	ņiprs
snapshot	0.573	0.578	0.588	momentuzņēmums
snare	0.229	0.850	0.466	lamatas
snarl	0.430	0.787	0.455	ņurdēt
snarling	0.312	0.704	0.491	ņurdēja
snatch	0.219	0.861	0.691	sagrābt
snatcher	0.122	0.867	0.563	sagrābējs
snazzy	0.735	0.370	0.660	smuki
sneak	0.281	0.745	0.449	ložņāt
sneaker	0.794	0.479	0.389	kedas
sneakers	0.604	0.548	0.349	kedas
sneaking	0.203	0.755	0.545	ložņājot
sneaky	0.240	0.740	0.560	viltīgs
sneer	0.133	0.755	0.345	smieties
sneeze	0.271	0.442	0.336	šķaudīt
sneezing	0.434	0.570	0.345	šķaudīšana
snicker	0.708	0.693	0.409	smieties
snide	0.186	0.723	0.455	smide
sniff	0.396	0.500	0.318	šņaukāties
snip	0.417	0.327	0.268	griezt
snipe	0.198	0.915	0.491	snaiperis
sniper	0.167	0.870	0.853	snaiperis
snippet	0.612	0.410	0.368	fragments
snippy	0.418	0.491	0.481	asprātīgs
snitch	0.300	0.598	0.333	stukačs
snob	0.296	0.520	0.309	snobs
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	snuki
snooze	0.235	0.357	0.282	snauda
snore	0.245	0.610	0.481	krākt
snorkel	0.510	0.470	0.327	nirt
snort	0.469	0.531	0.413	šņāc
snot	0.214	0.340	0.269	puņķi
snotty	0.180	0.382	0.200	puņķains
snout	0.276	0.385	0.241	purns
snow	0.667	0.363	0.309	sniegs
snowball	0.717	0.444	0.321	sniega bumba
snowboard	0.663	0.680	0.511	snovbords
snowboarder	0.719	0.754	0.545	snovbordists
snowday	0.602	0.500	0.440	sniega diena
snowfall	0.675	0.280	0.455	sniegputenis
snowflake	0.748	0.192	0.260	sniegpārsla
snowing	0.586	0.490	0.387	snieg
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	sniegavīrs
snowplow	0.449	0.480	0.493	sniega tīrītājs
snowstorm	0.204	0.833	0.629	sniega vētra
snowy	0.656	0.304	0.357	sniegots
snub	0.229	0.412	0.228	snuķis
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	šņaucamā tabaka
snug	0.867	0.173	0.500	pieguļošs
snuggle	0.781	0.390	0.350	pieglausties
snuggled	0.552	0.439	0.314	pieglaudās
snuggles	0.670	0.340	0.287	pieguļ
snuggling	0.683	0.585	0.373	pieglausties
soak	0.480	0.370	0.240	mērcēt
soaked	0.365	0.462	0.358	izmirkusi
soaking	0.438	0.324	0.375	mērcēšana
soangry	0.327	0.650	0.482	tik dusmīgs
soannoyed	0.271	0.529	0.426	ļoti nokaitināts
soap	0.531	0.163	0.311	ziepes
soapbox	0.500	0.415	0.393	ziepju kaste
soapy	0.552	0.373	0.355	ziepjveida
soar	0.790	0.740	0.718	planēt
soaring	0.708	0.704	0.650	planējošs
sob	0.115	0.480	0.212	šņukstēt
sober	0.729	0.216	0.568	prātīgs
soblessed	0.542	0.395	0.287	šņukstēja
sobriety	0.680	0.310	0.583	prātīgums
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	futbols
sociable	0.854	0.459	0.627	sociāls
social	0.806	0.370	0.614	sociālā
socialanxiety	0.270	0.588	0.426	sociālā trauksme
socialism	0.510	0.500	0.560	sociālisms
socialist	0.448	0.400	0.543	sociālists
socialite	0.684	0.668	0.570	sabiedriskais cilvēks
socialize	0.907	0.683	0.726	socializēties
society	0.674	0.464	0.782	sabiedrību
sociology	0.615	0.439	0.694	socioloģija
sociopath	0.104	0.863	0.439	sociopāts
sock	0.500	0.167	0.290	zeķe
socket	0.583	0.469	0.377	kontaktligzda
sod	0.427	0.383	0.333	velēna
soda	0.688	0.314	0.364	soda
soda/pop	0.581	0.410	0.382	soda/pop
sodding	0.240	0.500	0.400	smērēšana
sodium	0.490	0.340	0.291	nātrijs
sofa	0.583	0.106	0.263	dīvāns
soft	0.760	0.179	0.232	mīksts
softball	0.735	0.630	0.518	softbols
soften	0.694	0.194	0.392	mīkstināt
softener	0.745	0.300	0.373	mīkstinātājs
softening	0.700	0.255	0.361	mīkstināšana
softly	0.517	0.206	0.304	maigi
softness	0.875	0.086	0.402	maigums
software	0.561	0.280	0.570	programmatūra
soggy	0.312	0.350	0.241	slapjš
sohappy	0.949	0.673	0.681	tik laimīgs
soil	0.350	0.180	0.356	augsne
soiled	0.106	0.529	0.213	netīrs
soiree	0.729	0.692	0.578	vakars
sojourn	0.514	0.243	0.509	uzturēšanās
solace	0.776	0.294	0.453	mierinājums
solar	0.622	0.452	0.645	saules
solarium	0.602	0.356	0.421	solārijs
solder	0.439	0.510	0.611	lodēt
soldering	0.573	0.536	0.538	lodēšana
soldier	0.392	0.708	0.768	karavīrs
sole	0.427	0.194	0.279	zole
solemn	0.708	0.370	0.709	svinīgs
solicit	0.620	0.490	0.604	lūgt
solicitation	0.612	0.519	0.415	lūgums
solicitor	0.600	0.479	0.802	advokāts
solid	0.667	0.304	0.763	ciets
solidarity	0.792	0.407	0.781	solidaritāte
solidification	0.480	0.500	0.827	sacietēšana
solidified	0.633	0.415	0.745	sacietēja
solidify	0.583	0.318	0.754	sacietēt
solidity	0.745	0.444	0.850	cietība
solitaire	0.365	0.227	0.279	solitārs
solitary	0.224	0.202	0.268	vientuļš
solitude	0.208	0.226	0.358	vientulība
solo	0.438	0.190	0.325	solo
solubility	0.506	0.360	0.442	šķīdība
soluble	0.542	0.272	0.409	šķīstošs
solucky	0.573	0.529	0.615	tik veiksmīgs
solution	0.790	0.339	0.664	risinājums
solve	0.656	0.530	0.688	atrisināt
solvency	0.604	0.296	0.605	maksātspēja
solvent	0.635	0.316	0.573	šķīdinātājs
somad	0.429	0.490	0.463	tik traks
somatic	0.438	0.406	0.444	somatisks
somber	0.184	0.500	0.380	drūms
some anticipation	0.423	0.482	0.472	zināmas gaidas
some disgust	0.094	0.657	0.321	kaut kāds riebums
some surprise	0.827	0.849	0.500	kāds pārsteigums
some trust	0.594	0.451	0.547	kāda uzticība
somersault	0.214	0.769	0.519	salto
somethingigetalot	0.573	0.567	0.509	kaut ko getalot
somewhat negative	0.208	0.480	0.150	nedaudz negatīvs
somewhat positive	0.920	0.510	0.667	nedaudz pozitīvi
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	dēls
sonar	0.541	0.480	0.414	sonārs
sonata	0.643	0.406	0.425	sonāte
sonervous	0.344	0.655	0.373	skanīgs
song	0.854	0.413	0.500	dziesma
songwriter	0.844	0.558	0.713	dziesmu autors
sonic	0.594	0.500	0.481	skaņas
sonice	0.500	0.356	0.421	tik jauki
sonnet	0.718	0.294	0.404	sonets
sonorous	0.646	0.580	0.442	skanīgs
soot	0.375	0.328	0.292	sodrēji
soothe	0.817	0.194	0.412	nomierināt
soothing	0.625	0.179	0.519	nomierinošas
sophisticated	0.865	0.481	0.845	izsmalcināts
sophistication	0.792	0.472	0.704	izsmalcinātība
sophomore	0.653	0.415	0.427	otrajā kursā
sopissed	0.276	0.577	0.433	izsmalcināts
soppy	0.510	0.355	0.297	drūms
soprano	0.552	0.550	0.685	soprāns
sorcerer	0.377	0.633	0.632	burvis
sorcery	0.279	0.740	0.640	burvestība
sordid	0.219	0.555	0.447	slikts
sore	0.094	0.650	0.224	iekaisis
soready	0.622	0.500	0.545	skumjš
sorely	0.284	0.727	0.370	sāpīgi
soreness	0.113	0.843	0.302	sāpīgums
sorghum	0.469	0.358	0.420	sorgo
sorority	0.635	0.637	0.627	korporācija
sorrow	0.052	0.235	0.164	bēdas
sorrowful	0.049	0.422	0.163	skumjš
sorry	0.406	0.362	0.212	atvainojos
sort	0.673	0.389	0.674	kārtot
sorter	0.594	0.412	0.823	šķirotājs
sortie	0.490	0.450	0.311	sortie
sorting	0.469	0.400	0.642	šķirošana
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	tik nobijies
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	tik lēni
sostressed	0.435	0.481	0.578	satraukts
sosweet	0.755	0.354	0.417	tik salds
sothankful	0.729	0.526	0.418	tik pateicīgs
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	dvēsele
soulful	0.755	0.331	0.500	dvēselisks
soulless	0.125	0.591	0.400	bez dvēseles
soulmate	0.890	0.500	0.628	dvēseles radinieks
sound	0.765	0.623	0.398	skaņu
sounding	0.690	0.500	0.558	skan
soundness	0.780	0.377	0.893	saprātīgums
soundproof	0.490	0.390	0.409	skaņas izolācija
soundtrack	0.630	0.559	0.518	skaņu celiņš
soup	0.602	0.245	0.269	zupa
sour	0.276	0.594	0.373	skābs
source	0.740	0.318	0.684	avots
sourpuss	0.188	0.620	0.382	sourpuss
south	0.562	0.265	0.429	dienvidos
southbound	0.510	0.370	0.395	dienvidu virzienā
southeast	0.510	0.283	0.413	dienvidaustrumos
southern	0.552	0.269	0.370	dienvidu
southpaw	0.542	0.389	0.404	dienvidu ķepa
southwest	0.406	0.314	0.355	dienvidrietumos
souvenir	0.844	0.311	0.466	suvenīrs
sovereign	0.698	0.500	0.885	suverēns
sovereignty	0.719	0.529	0.886	suverenitāte
soviet	0.347	0.580	0.536	padomju
sow	0.667	0.430	0.446	sēt
soy	0.438	0.250	0.286	sojas
soy sauce	0.573	0.382	0.318	sojas mērce
soybean	0.521	0.250	0.293	sojas pupiņas
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	telpa
spacecraft	0.646	0.698	0.680	kosmosa kuģis
spaceman	0.688	0.577	0.848	kosmosa cilvēks
spaceship	0.643	0.781	0.664	kosmosa kuģis
spacing	0.621	0.425	0.507	atstarpes
spacious	0.880	0.365	0.557	plašs
spade	0.469	0.667	0.529	lāpsta
spaghetti	0.729	0.353	0.288	spageti
spam	0.188	0.354	0.304	spams
spammers	0.354	0.500	0.418	surogātpasta izplatītāji
span	0.521	0.330	0.528	span
spandex	0.429	0.520	0.429	spandekss
spaniel	0.561	0.435	0.385	spaniels
spank	0.112	0.882	0.642	pēriens
spanking	0.194	0.736	0.392	pēršana
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	rezerves
spareribs	0.635	0.431	0.395	spareribas
sparingly	0.510	0.353	0.518	taupīgi
spark	0.688	0.745	0.529	dzirkstele
sparkle	0.819	0.765	0.510	dzirksti
sparkling	0.700	0.418	0.598	dzirkstošs
sparkly	0.885	0.590	0.726	dzirkstoši
sparring	0.292	0.870	0.704	sparings
sparrow	0.583	0.460	0.327	zvirbulis
sparse	0.240	0.367	0.209	reti
spasm	0.194	0.594	0.366	spazmas
spastic	0.240	0.541	0.491	spastisks
spat	0.427	0.413	0.309	spļāva
spatial	0.604	0.625	0.645	telpiskā
spatter	0.292	0.630	0.315	šļakatas
spatula	0.302	0.198	0.369	lāpstiņa
spawn	0.542	0.586	0.709	nārsto
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	runāt
speakeasy	0.680	0.536	0.442	runājošs
speaker	0.604	0.660	0.723	skaļrunis
speakerphone	0.531	0.569	0.560	skaļrunis
speaking	0.753	0.590	0.575	runājot
spear	0.510	0.601	0.500	šķēps
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	īpašs
specialist	0.760	0.562	0.877	speciālists
speciality	0.854	0.470	0.885	specialitāte
specialize	0.776	0.540	0.861	specializēties
specially	0.847	0.398	0.714	īpaši
specialty	0.724	0.479	0.783	specialitāte
specie	0.583	0.471	0.650	suga
species	0.561	0.330	0.645	sugas
specific	0.656	0.388	0.691	specifisks
specification	0.552	0.479	0.602	specifikācija
specify	0.656	0.405	0.600	norādīt
specimen	0.531	0.444	0.568	paraugs
speck	0.418	0.245	0.343	plankums
speckled	0.449	0.263	0.254	raibs
specs	0.540	0.398	0.618	specifikācijas
spectacle	0.812	0.745	0.762	brilles
spectacles	0.816	0.775	0.648	brilles
spectacular	0.947	0.740	0.887	iespaidīgs
spectator	0.694	0.560	0.667	skatītājs
specter	0.265	0.723	0.540	rēgs
spectral	0.430	0.667	0.500	spektrāls
spectrometer	0.500	0.452	0.490	spektrometrs
spectrophotometer	0.500	0.484	0.500	spektrofotometrs
spectroscopy	0.470	0.541	0.570	spektroskopija
spectrum	0.312	0.700	0.527	spektrs
speculate	0.398	0.602	0.553	spekulēt
speculation	0.325	0.683	0.394	spekulācijas
speculative	0.276	0.591	0.464	spekulatīvs
speculum	0.417	0.469	0.433	spogulis
speech	0.656	0.470	0.688	runa
speechless	0.459	0.320	0.315	mēms
speed	0.719	0.849	0.658	ātrumu
speedboat	0.635	0.858	0.612	ātrlaiva
speedily	0.688	0.740	0.665	ātri
speeding	0.438	0.908	0.645	ātruma pārsniegšana
speedometer	0.427	0.549	0.579	spidometrs
speedway	0.667	0.519	0.416	spīdvejs
speedy	0.625	0.625	0.793	ātrs
spell	0.385	0.380	0.368	burvestība
spellbound	0.531	0.647	0.387	apburts
spelling	0.594	0.357	0.398	pareizrakstība
spencer	0.510	0.394	0.367	Spensers
spend	0.672	0.745	0.429	tērēt
spender	0.312	0.692	0.377	tērētājs
spending	0.333	0.556	0.330	tēriņiem
spent	0.296	0.296	0.263	iztērēti
sperm	0.396	0.706	0.453	spermu
spew	0.260	0.651	0.573	izspļaut
sphere	0.633	0.277	0.500	sfēra
spherical	0.550	0.308	0.500	sfērisks
sphincter	0.347	0.633	0.375	sfinkteris
sphinx	0.604	0.324	0.490	sfinksa
spic	0.302	0.455	0.451	pikants
spice	0.594	0.439	0.384	garšviela
spicy	0.440	0.733	0.610	pikants
spider	0.229	0.569	0.430	zirneklis
spiders	0.260	0.696	0.368	zirnekļi
spiffy	0.615	0.582	0.470	ass
spigot	0.380	0.346	0.423	tapa
spike	0.382	0.510	0.408	smaile
spiked	0.281	0.613	0.407	ķīļveida
spiky	0.284	0.657	0.587	dzēlīgs
spill	0.408	0.633	0.456	noplūde
spillin	0.375	0.500	0.362	noplūde
spin	0.551	0.422	0.345	spin
spinach	0.583	0.200	0.368	spināti
spinal	0.312	0.491	0.296	mugurkaula
spindle	0.552	0.410	0.360	vārpsta
spine	0.495	0.461	0.600	mugurkauls
spineless	0.344	0.387	0.321	bez mugurkaula
spinner	0.458	0.593	0.471	vērpējs
spinning	0.594	0.610	0.481	vērpšana
spinster	0.357	0.368	0.345	spinster
spiny	0.167	0.639	0.528	griezīgs
spiral	0.490	0.624	0.361	spirāle
spire	0.354	0.358	0.389	smaile
spirit	0.786	0.370	0.621	gars
spirited	0.854	0.587	0.734	garastāvoklis
spirits	0.583	0.847	0.545	stiprie alkoholiskie dzērieni
spiritual	0.938	0.327	0.564	garīgais
spirituality	0.865	0.281	0.667	garīgums
spit	0.149	0.545	0.436	nospļauties
spite	0.080	0.600	0.317	spīts
spiteful	0.073	0.710	0.330	spītīgs
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	spļāviens
splash	0.521	0.412	0.281	šļakatām
splat	0.510	0.433	0.385	zīmogs
splatter	0.312	0.596	0.352	šļakatām
spleen	0.448	0.255	0.396	liesa
splendid	0.896	0.740	0.810	lieliski
splendor	0.927	0.612	0.850	krāšņums
splice	0.386	0.460	0.377	salaidums
spline	0.490	0.398	0.407	splains
splint	0.179	0.400	0.343	šina
splinter	0.136	0.422	0.325	šķemba
split	0.344	0.618	0.410	sadalīt
splitting	0.188	0.598	0.375	sadalīšana
splurge	0.365	0.481	0.542	plātīties
spoil	0.146	0.723	0.328	sabojāt
spoiler	0.347	0.527	0.380	spoileris
spoiling	0.135	0.678	0.306	sabojāt
spoils	0.388	0.760	0.481	sabojā
spoke	0.635	0.433	0.483	runāja
spoken	0.551	0.363	0.545	runāts
spokesman	0.720	0.480	0.611	runasvīrs
spokesperson	0.573	0.453	0.615	pārstāvis
sponge	0.551	0.192	0.219	sūklis
spongy	0.469	0.324	0.344	porains
sponsor	0.729	0.537	0.800	sponsors
sponsorship	0.854	0.608	0.696	sponsorēšana
spontaneity	0.817	0.698	0.655	spontanitāte
spontaneous	0.780	0.578	0.655	spontāni
spoof	0.490	0.594	0.381	mānīšanās
spook	0.327	0.887	0.322	spoks
spooky	0.104	0.858	0.380	Spocīgs
spool	0.397	0.389	0.312	spole
spoon	0.479	0.236	0.259	karote
spoonful	0.582	0.208	0.308	karote
sporadic	0.333	0.394	0.500	sporādiski
spore	0.480	0.408	0.231	sporu
sport	0.865	0.700	0.657	sports
sporting	0.917	0.656	0.675	sporta
sports	0.833	0.683	0.587	sports
sports car	0.759	0.696	0.669	sporta mašīna
sportsman	0.755	0.735	0.713	sportists
sportsmanship	0.890	0.582	0.694	sportiskums
sportswriter	0.760	0.551	0.566	sporta rakstnieks
sporty	0.735	0.713	0.648	sportisks
spot	0.510	0.180	0.336	vietas
spotless	0.792	0.327	0.726	nevainojams
spotlight	0.688	0.353	0.519	uzmanības centrā
spotted	0.354	0.472	0.295	plankumaina
spotter	0.542	0.491	0.644	novērotājs
spotty	0.281	0.606	0.241	plankumains
spousal	0.656	0.582	0.632	laulātais
spouse	0.750	0.600	0.645	laulātais
spout	0.438	0.357	0.309	snīpis
sprain	0.063	0.580	0.384	sastiepums
sprawl	0.600	0.596	0.672	izplesties
spray	0.438	0.410	0.333	aerosols
spread	0.570	0.583	0.651	izplatība
spreader	0.510	0.480	0.500	izkliedētājs
spree	0.564	0.663	0.474	jautrība
spring	0.837	0.370	0.481	pavasaris
springtime	0.837	0.439	0.722	pavasaris
sprinkle	0.635	0.404	0.380	apkaisa
sprinkler	0.510	0.434	0.473	smidzinātājs
sprinkling	0.677	0.510	0.466	apkaisīšana
sprint	0.549	0.649	0.528	sprints
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	asns
spruce	0.604	0.288	0.380	egle
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	smeldzīgs
spunky	0.646	0.879	0.755	ass
spur	0.378	0.545	0.340	stimuls
spurious	0.178	0.480	0.343	viltus
spurred	0.562	0.684	0.472	stimulēja
spurt	0.448	0.550	0.475	spurts
spy	0.260	0.686	0.530	spiegs
squabble	0.173	0.850	0.500	strīdēties
squad	0.552	0.711	0.806	komanda
squadron	0.469	0.686	0.787	eskadra
squall	0.191	0.833	0.655	brāzmains
squamous	0.344	0.446	0.418	plakans
squander	0.240	0.755	0.529	izšķērdēt
square	0.509	0.340	0.291	kvadrāts
squash	0.531	0.667	0.410	skvošs
squat	0.330	0.550	0.453	tupēt
squatter	0.390	0.361	0.565	tupēt
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	čīkstēt
squeak	0.271	0.679	0.300	čīkstēt
squeaky	0.229	0.771	0.367	čīkstošs
squeal	0.250	0.731	0.375	čīkstēt
squealer	0.541	0.519	0.330	čīkstētājs
squeamish	0.176	0.656	0.453	čīkstošs
squeeze	0.458	0.676	0.532	saspiest
squeezing	0.260	0.598	0.557	saspiežot
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	kalmārs
squint	0.385	0.461	0.452	šķielēt
squire	0.479	0.459	0.710	skvērs
squirm	0.235	0.824	0.373	šķobīties
squirrel	0.592	0.358	0.333	vāvere
squirt	0.406	0.460	0.255	izšļakstīt
squish	0.260	0.788	0.481	svilpt
squishy	0.516	0.333	0.307	šķībs
stab	0.167	0.882	0.595	durt
stabbed	0.031	0.875	0.431	sadurts
stability	0.812	0.264	0.849	stabilitāte
stabilize	0.839	0.427	0.722	stabilizēt
stabilizer	0.688	0.353	0.767	stabilizators
stable	0.725	0.204	0.735	stabils
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	kaudze
stadium	0.635	0.679	0.611	stadions
staff	0.745	0.274	0.627	personāls
stag	0.594	0.250	0.389	briedis
stage	0.592	0.306	0.473	posms
stagecoach	0.516	0.519	0.627	pasta autobuss
stagehand	0.420	0.684	0.555	scenogrāfs
stagger	0.531	0.620	0.458	satricināt
staggering	0.520	0.657	0.683	satriecoša
stagnant	0.300	0.500	0.208	stagnējošs
stagnation	0.276	0.324	0.396	stagnācija
staid	0.385	0.290	0.634	mierīgs
stain	0.453	0.324	0.264	traipu
stained	0.245	0.460	0.209	notraipīts
stainless	0.594	0.329	0.618	nerūsējošais
stair	0.375	0.354	0.345	kāpnes
staircase	0.469	0.347	0.440	kāpņu telpa
stairs	0.510	0.439	0.342	kāpnes
stairway	0.562	0.510	0.407	kāpnes
stairwell	0.510	0.292	0.333	kāpņu telpa
stake	0.406	0.608	0.460	likme
stakeout	0.344	0.546	0.600	izlikšanās
stale	0.235	0.461	0.286	novecojis
stalemate	0.296	0.354	0.267	strupceļš
stalk	0.436	0.272	0.395	kātiņš
stalker	0.177	0.930	0.639	stalkeris
stall	0.370	0.245	0.292	stends
stallion	0.628	0.596	0.779	ērzelis
stalls	0.582	0.378	0.451	stendos
stalwart	0.812	0.430	0.691	drosmīgs
stamina	0.664	0.694	0.877	izturība
stamp	0.438	0.327	0.441	zīmogs
stampede	0.235	0.875	0.683	spieķis
stance	0.604	0.333	0.609	nostāju
stand	0.600	0.324	0.509	stāvēt
standard	0.673	0.143	0.605	standarta
standardize	0.684	0.353	0.729	standartizēt
standardized	0.610	0.324	0.607	standartizēts
standby	0.260	0.224	0.386	stāvēt
standing	0.604	0.317	0.425	stāvus
standoff	0.333	0.840	0.558	pretruna
standpoint	0.585	0.388	0.652	viedokļa
standstill	0.441	0.203	0.500	apstāšanās
standup	0.633	0.583	0.550	piecelties
stanza	0.612	0.343	0.297	strofa
staph	0.375	0.480	0.412	stafilokoks
staple	0.542	0.306	0.438	štāpeļšķiedrām
stapler	0.370	0.264	0.394	skavotājs
star	0.833	0.418	0.560	zvaigzne
star fruit	0.701	0.433	0.427	zvaigznes auglis
starboard	0.531	0.388	0.558	labajā bortā
starch	0.507	0.354	0.312	ciete
