English Word	Valence	Arousal	Dominance	Turkmen Word
reinforcement	0.729	0.702	0.902	güýçlendirmek
reinforcements	0.646	0.719	0.875	güýçlendirijiler
reins	0.480	0.448	0.545	gamyş
reinstall	0.458	0.500	0.745	täzeden guruň
reinstate	0.760	0.551	0.596	dikeltmek
reinstatement	0.729	0.521	0.707	dikeltmek
reinvest	0.570	0.627	0.763	täzeden maýa goýmak
reinvestment	0.582	0.622	0.782	gaýtadan maýa goýum
reiterate	0.422	0.451	0.655	gaýtala
reject	0.060	0.647	0.370	ret et
rejected	0.102	0.480	0.250	ret edildi
rejection	0.080	0.704	0.330	ret etmek
rejects	0.083	0.637	0.422	ret edýär
rejoice	0.827	0.650	0.698	begen
rejoicing	0.811	0.637	0.592	begenýär
rejoin	0.655	0.548	0.556	goşulyň
rejuvenate	0.776	0.588	0.767	ýaşartmak
rejuvenated	0.809	0.673	0.700	ýaşardy
rekindle	0.656	0.520	0.788	täzeden başla
relapse	0.173	0.460	0.303	gaýdyp gelmek
relate	0.653	0.500	0.623	baglanyşdyr
related	0.677	0.365	0.519	bilen baglanyşykly
relation	0.857	0.604	0.625	gatnaşygy
relationship	0.867	0.566	0.589	gatnaşyklary
relative	0.500	0.378	0.386	garyndaş
relativity	0.594	0.393	0.615	otnositellik
relax	0.927	0.250	0.375	dynç al
relaxant	0.878	0.087	0.357	rahatlandyryjy
relaxation	0.873	0.161	0.381	dynç almak
relaxed	0.865	0.090	0.382	rahat
relaxing	0.854	0.157	0.475	dynç almak
relay	0.738	0.542	0.543	estafeta
release	0.740	0.606	0.741	goýbermek
released	0.844	0.490	0.651	boşadyldy
relegation	0.375	0.500	0.434	relegasiýa
relentless	0.333	0.713	0.904	yzygiderli
relevance	0.710	0.599	0.791	ýerlikliligi
relevancy	0.724	0.481	0.673	ýerlikliligi
relevant	0.719	0.608	0.764	degişlidir
reliability	0.917	0.380	0.696	ygtybarlylygy
reliable	0.912	0.241	0.875	ygtybarly
reliance	0.844	0.431	0.853	bil baglamak
relic	0.646	0.452	0.591	relik
relics	0.719	0.580	0.579	ýadygärlikler
relief	0.844	0.278	0.481	ýeňillik
relieve	0.813	0.183	0.536	ýeňlet
relieved	0.896	0.314	0.391	rahatlandy
relieving	0.740	0.255	0.455	ýeňletmek
relight	0.560	0.588	0.519	relight
religion	0.646	0.320	0.755	din
religious	0.740	0.238	0.696	dini
relinquish	0.265	0.606	0.286	taşla
relish	0.854	0.610	0.632	lezzet al
relive	0.750	0.650	0.693	dynmak
reload	0.562	0.611	0.571	täzeden ýükle
relocate	0.500	0.594	0.640	göçürmek
relocation	0.396	0.500	0.475	göçürmek
reluctance	0.240	0.606	0.373	göwünsizlik
reluctant	0.292	0.630	0.432	göwünsiz
rely	0.812	0.429	0.616	bil bagla
remain	0.709	0.365	0.731	gal
remainder	0.398	0.357	0.324	galan
remaining	0.449	0.290	0.296	galan
remains	0.610	0.240	0.565	galýar
remake	0.583	0.488	0.642	remake
remand	0.245	0.446	0.318	tussaglyk
remark	0.561	0.325	0.716	bellik
remarkable	0.880	0.573	0.720	ajaýyp
remarkably	0.688	0.618	0.868	ajaýyp
remarry	0.653	0.791	0.540	gaýtadan durmuşa çykmak
rematch	0.469	0.798	0.627	ibermek
remedial	0.369	0.418	0.509	düzediş
remedy	0.625	0.283	0.491	bejeriş serişdesi
remember	0.776	0.422	0.454	ýadyňyzda saklaň
remembered	0.916	0.333	0.588	ýadyna düşdi
remembering	0.535	0.386	0.509	ýatlamak
remembrance	0.812	0.250	0.519	ýatlamak
remind	0.721	0.415	0.563	ýatlat
reminder	0.552	0.423	0.589	ýatlatma
reminisce	0.903	0.490	0.363	ýatlatmak
reminiscent	0.500	0.481	0.611	ýatladýar
reminiscing	0.688	0.431	0.418	ýatladýar
remiss	0.190	0.650	0.325	remiss
remission	0.418	0.330	0.518	bagyşlamak
remit	0.510	0.509	0.473	iber
remittance	0.684	0.479	0.454	pul geçirmesi
remnant	0.367	0.312	0.388	galyndy
remodel	0.604	0.647	0.693	durkuny täzelemek
remorse	0.103	0.673	0.377	ökünmek
remorseful	0.347	0.429	0.250	puşman
remote	0.458	0.333	0.477	uzakdan
remoteness	0.323	0.510	0.339	uzaklyk
removal	0.245	0.540	0.368	aýyrmak
remove	0.292	0.539	0.472	aýyrmak
remover	0.337	0.443	0.526	aýyryjy
remuneration	0.792	0.760	0.607	hak
renaissance	0.771	0.670	0.767	galkynyş
renal	0.300	0.480	0.415	böwrek
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	ber
render	0.541	0.395	0.448	görkez
rendering	0.531	0.434	0.667	görkezmek
rendezvous	0.750	0.490	0.658	rendezvous
rendition	0.417	0.360	0.398	görnüşi
renegade	0.140	0.640	0.509	dinsiz
renegotiate	0.580	0.702	0.708	gepleşik geçirmek
renew	0.868	0.481	0.713	täzele
renewal	0.770	0.710	0.672	täzelenmek
renounce	0.156	0.490	0.552	ýüz öwürmek
renovate	0.878	0.549	0.755	abatlamak
renovated	0.783	0.406	0.657	durky täzelendi
renovation	0.816	0.590	0.779	durkuny täzelemek
renown	0.693	0.475	0.693	meşhur
renowned	0.844	0.481	0.697	meşhur
rent	0.344	0.429	0.446	kärendesi
rental	0.510	0.370	0.308	kärendesi
renter	0.590	0.301	0.371	kärendeçi
renunciation	0.260	0.578	0.336	ýüz öwürmek
reopen	0.656	0.528	0.568	açyň
reorganization	0.622	0.587	0.754	üýtgedip gurmak
reorganize	0.667	0.590	0.722	üýtgedip gurmak
rep	0.520	0.510	0.640	wekili
repaint	0.622	0.382	0.308	reňk
repair	0.583	0.460	0.589	abatlamak
repairman	0.582	0.426	0.707	abatlaýjy
reparation	0.531	0.615	0.732	öwezini dolmak
repay	0.469	0.632	0.592	tölemek
repayment	0.479	0.490	0.474	tölegi
repeal	0.260	0.480	0.482	ýatyrmak
repeat	0.490	0.529	0.552	gaýtala
repeated	0.429	0.472	0.314	gaýtalandy
repeatedly	0.479	0.575	0.500	gaýta-gaýta
repeater	0.479	0.426	0.430	gaýtalaýjy
repel	0.224	0.620	0.441	yzyna gaýtarmak
repellant	0.292	0.620	0.426	repellant
repellent	0.286	0.500	0.491	ýigrenji
repelling	0.184	0.633	0.429	yzyna gaýtarmak
repent	0.449	0.422	0.386	toba et
repentance	0.417	0.604	0.324	toba
repentant	0.326	0.500	0.200	toba
repertoire	0.633	0.594	0.667	repertuar
repertory	0.562	0.473	0.528	repertuary
repetition	0.375	0.519	0.396	gaýtalamak
repetitive	0.320	0.438	0.362	gaýtalanýan
rephrase	0.547	0.451	0.549	gaýtalamak
replace	0.417	0.520	0.500	çalyş
replacement	0.385	0.519	0.500	çalyşmak
replay	0.612	0.522	0.761	gaýtalamak
replenish	0.615	0.336	0.689	doldurmak
replete	0.552	0.497	0.670	doldur
replica	0.480	0.520	0.493	göçürme
replicate	0.480	0.630	0.585	köpeltmek
replication	0.342	0.618	0.510	köpeltmek
reply	0.762	0.290	0.596	jogap ber
report	0.583	0.444	0.575	hasabat beriň
reported	0.418	0.442	0.567	habar berildi
reporter	0.531	0.550	0.604	habarçy
repose	0.469	0.100	0.330	dynç al
reposition	0.408	0.529	0.509	pozisiýa
repository	0.406	0.396	0.500	ammar
repossess	0.418	0.667	0.552	gaýtadan işlemek
reprehensible	0.316	0.569	0.351	ýazgarylýan
represent	0.781	0.433	0.861	wekilçilik edýär
representation	0.677	0.542	0.750	wekilçilik
representative	0.704	0.366	0.694	wekili
represented	0.724	0.444	0.688	wekilçilik edildi
representing	0.796	0.464	0.833	wekilçilik edýär
repress	0.208	0.612	0.536	repressiýa etmek
repressed	0.188	0.337	0.311	repressiýa edildi
repression	0.214	0.764	0.481	repressiýa
reprieve	0.531	0.471	0.574	göçürmek
reprimand	0.153	0.528	0.465	käýinç
reprint	0.510	0.449	0.527	gaýtadan çap etmek
reprisal	0.125	0.788	0.545	jeza
reprise	0.459	0.500	0.464	gaýtalamak
reproach	0.240	0.755	0.384	masgaralamak
reproduce	0.823	0.622	0.760	köpeltmek
reproduction	0.800	0.736	0.713	köpeltmek
reproductive	0.770	0.604	0.856	köpeliş
reprogram	0.519	0.404	0.557	gaýtadan programma
reptile	0.350	0.566	0.365	süýrenijiler
republic	0.635	0.340	0.830	respublikasy
republican	0.398	0.551	0.664	respublikan
repudiation	0.167	0.686	0.274	ret etmek
repugnance	0.062	0.684	0.425	ýigrenç
repugnant	0.061	0.735	0.453	ýigrenji
repulsion	0.247	0.673	0.353	ýigrenmek
repulsive	0.146	0.775	0.425	ýigrenji
repurchase	0.531	0.592	0.557	satyn almak
reputable	0.781	0.462	0.919	abraýly
reputation	0.740	0.542	0.721	abraý
repute	0.729	0.500	0.702	abraý
reputed	0.439	0.528	0.627	abraýly
request	0.625	0.471	0.618	haýyş
requiem	0.475	0.382	0.426	talap
require	0.398	0.439	0.560	talap edýär
required	0.583	0.509	0.700	talap edilýär
requirement	0.510	0.439	0.728	talap
requisite	0.448	0.363	0.609	zerur
requisition	0.478	0.510	0.649	rekwizisiýa
reread	0.448	0.377	0.492	täzeden oka
reroute	0.540	0.598	0.598	marşrut
rerun	0.333	0.620	0.529	täzeden işlediň
reschedule	0.438	0.422	0.537	üýtgetmek
rescind	0.347	0.380	0.391	ýatyr
rescission	0.333	0.529	0.360	ýatyrmak
rescue	0.806	0.926	0.850	halas ediş
research	0.633	0.663	0.741	gözleg
researcher	0.569	0.510	0.857	gözlegçi
resection	0.375	0.482	0.500	rezeksiýa
resemblance	0.743	0.216	0.570	meňzeşligi
resemble	0.602	0.388	0.463	meňzeýär
resembling	0.592	0.250	0.529	meňzeýär
resent	0.073	0.553	0.163	gaharlanmak
resentful	0.120	0.608	0.324	gaharly
resentment	0.163	0.745	0.528	gahar
reservation	0.688	0.343	0.561	öňünden bellemek
reserve	0.585	0.289	0.589	ätiýaçlyk
reserved	0.594	0.316	0.583	ätiýaçlandyrylan
reserves	0.653	0.363	0.520	ätiýaçlyklary
reservoir	0.531	0.276	0.462	suw howdany
reset	0.490	0.450	0.574	täzeden düzmek
reside	0.451	0.440	0.455	ýaşa
residence	0.615	0.382	0.585	ýaşaýyş jaýy
residences	0.618	0.418	0.509	ýaşaýyş jaýlary
residency	0.694	0.357	0.679	rezidensiýasy
resident	0.592	0.327	0.500	ýaşaýjysy
residential	0.720	0.210	0.589	ýaşaýyş jaýy
residual	0.448	0.288	0.327	galyndy
residue	0.354	0.330	0.183	galyndy
resign	0.250	0.543	0.273	işden git
resignation	0.145	0.392	0.310	işden gitmek
resigned	0.240	0.170	0.268	işinden çekildi
resilience	0.531	0.440	0.667	çydamlylyk
resilient	0.542	0.540	0.801	çydamly
resin	0.284	0.308	0.400	rezin
resist	0.414	0.676	0.651	garşy dur
resistance	0.427	0.694	0.796	garşylyk
resistant	0.592	0.585	0.815	çydamly
resisting	0.408	0.776	0.789	garşy durmak
resistive	0.396	0.519	0.651	garşylykly
resolute	0.771	0.510	0.712	tutanýerli
resolutely	0.714	0.453	0.805	tutanýerli
resolution	0.780	0.550	0.745	çözgüdi
resolve	0.710	0.472	0.750	çözmek
resolved	0.735	0.357	0.683	çözüldi
resonance	0.541	0.426	0.629	rezonans
resonant	0.542	0.633	0.663	rezonansly
resonate	0.582	0.610	0.644	rezonans bermek
resonator	0.469	0.608	0.519	rezonator
resort	0.573	0.441	0.632	kurort
resounding	0.490	0.708	0.596	seslenýär
resource	0.740	0.357	0.749	çeşmesi
resourceful	0.906	0.704	0.886	zehinli
resources	0.604	0.348	0.627	çeşmeleri
respect	0.927	0.344	0.758	hormat
respectability	0.875	0.407	0.912	hormat goýmak
respectable	0.850	0.350	0.889	abraýly
respected	0.908	0.441	0.853	hormatlanýar
respectful	0.951	0.386	0.814	hormat goýýan
respecting	0.837	0.321	0.720	hormatlamak
respective	0.625	0.413	0.721	degişlidir
respects	0.840	0.387	0.824	hormatlaýar
respiration	0.760	0.377	0.669	dem alyş
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	dem alyş
respite	0.600	0.373	0.420	dynç al
resplendent	0.905	0.673	0.755	owadan
respond	0.573	0.435	0.594	jogap ber
respondent	0.449	0.455	0.480	jogap beriji
response	0.615	0.500	0.472	jogap
responsibility	0.760	0.500	0.852	jogapkärçilik
responsible	0.837	0.527	0.833	jogapkärdir
responsive	0.816	0.569	0.573	jogap berýär
rest	0.907	0.167	0.300	dynç al
restart	0.531	0.519	0.554	täzeden açyň
restaurant	0.847	0.406	0.500	restoran
rested	0.792	0.235	0.462	dynç aldy
restful	0.781	0.116	0.413	rahat
restitution	0.583	0.542	0.643	öwezini dolmak
restless	0.219	0.810	0.304	rahatsyz
restlessness	0.083	0.794	0.397	rahatsyzlyk
restock	0.510	0.538	0.645	gaýtadan dikelt
restoration	0.755	0.426	0.734	dikeltmek
restorative	0.633	0.510	0.703	dikeldiji
restore	0.765	0.490	0.625	dikeltmek
restored	0.892	0.410	0.728	dikeldildi
restoring	0.820	0.490	0.783	dikeltmek
restrain	0.134	0.696	0.434	sakla
restrained	0.354	0.590	0.509	saklandy
restraining	0.296	0.702	0.672	çäklendirmek
restraint	0.167	0.618	0.520	saklamak
restrict	0.115	0.539	0.577	çäklendirmek
restricted	0.276	0.500	0.407	çäklendirilen
restriction	0.130	0.590	0.569	çäklendirme
restrictive	0.215	0.596	0.500	çäklendiriji
restroom	0.653	0.279	0.267	hajathana
result	0.812	0.490	0.652	Netije
resultant	0.670	0.441	0.637	Netijede
resume	0.573	0.411	0.586	dowam et
resumption	0.637	0.528	0.653	täzeden başlamak
resurrect	0.781	0.725	0.817	direltmek
resurrection	0.708	0.740	0.759	direliş
resuscitate	0.531	0.696	0.818	reanimasiýa
resuscitation	0.753	0.768	0.795	reanimasiýa
retail	0.510	0.353	0.411	bölek satuw
retailer	0.708	0.439	0.595	satyjy
retain	0.367	0.451	0.630	saklamak
retainer	0.396	0.422	0.356	saklaýjy
retaining	0.417	0.559	0.632	saklamak
retake	0.616	0.471	0.591	yzyna al
retaliate	0.111	0.812	0.595	ar almak
retaliation	0.156	0.812	0.491	ar alyş
retaliatory	0.194	0.865	0.598	ar alyş
retard	0.194	0.347	0.222	yza çekmek
retardation	0.125	0.360	0.155	yza galmak
retarded	0.302	0.462	0.161	yza galdy
retards	0.362	0.434	0.218	yza çekýär
retention	0.344	0.490	0.558	saklamak
retentive	0.439	0.482	0.491	saklaň
rethink	0.480	0.423	0.583	täzeden gözden geçiriň
reticent	0.396	0.519	0.500	saklanýar
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retinal
retire	0.398	0.392	0.186	pensiýa çykmak
retired	0.270	0.259	0.301	pensiýa çykdy
retirement	0.250	0.324	0.255	pensiýa
retiring	0.408	0.376	0.214	pensiýa çykmak
retold	0.459	0.385	0.352	retold
retort	0.417	0.520	0.481	retort
retrace	0.250	0.482	0.317	retrace
retract	0.316	0.443	0.358	yza çek
retraction	0.312	0.491	0.427	yza çekmek
retractor	0.354	0.590	0.557	retrator
retreat	0.500	0.519	0.312	yza çekilmek
retrenchment	0.230	0.650	0.384	retrenchment
retrial	0.500	0.577	0.593	gaýtadan garamak
retribution	0.625	0.490	0.708	jeza
retrieval	0.700	0.440	0.704	gözlemek
retrieve	0.740	0.576	0.705	almak
retriever	0.459	0.500	0.464	alyjy
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	yza çekilýär
retrograde	0.208	0.464	0.415	retrograde
retrospect	0.406	0.500	0.538	retrospekt
retrospective	0.594	0.481	0.528	retrospektiv
retrospectively	0.516	0.400	0.560	retrospektiv
return	0.602	0.412	0.463	gaýdyp gel
reunion	0.837	0.500	0.672	duşuşmak
reunite	0.656	0.550	0.657	birleşmek
reunited	0.708	0.439	0.658	birleşdi
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	aýan et
revel	0.740	0.705	0.684	hezil
revelation	0.879	0.500	0.865	Ylham
revelations	0.729	0.655	0.600	Ylhamlar
revels	0.827	0.683	0.647	açýar
revenge	0.230	0.940	0.627	ar almak
revenue	0.873	0.510	0.854	girdeji
reverberation	0.390	0.639	0.551	reverberation
revere	0.750	0.562	0.608	hormat
reverence	0.643	0.347	0.516	hormat
reverend	0.650	0.337	0.576	abraý
reverent	0.551	0.490	0.694	hormat
reverie	0.667	0.413	0.471	reverie
reversal	0.380	0.510	0.591	tersine
reverse	0.539	0.415	0.461	tersine
reversion	0.458	0.538	0.425	tersine
revert	0.380	0.451	0.519	yzyna öwürmek
reverting	0.562	0.385	0.544	Yzyna
review	0.667	0.408	0.636	gözden geçiriň
reviewer	0.562	0.344	0.500	synçy
revise	0.500	0.469	0.509	gaýtadan gözden geçiriň
revision	0.417	0.459	0.710	gaýtadan gözden geçirmek
revisit	0.552	0.530	0.509	gaýtadan gözden geçiriň
revival	0.823	0.664	0.597	galkynyş
revive	0.676	0.780	0.778	janlandyrmak
revocation	0.260	0.610	0.673	ýatyrmak
revoke	0.251	0.696	0.737	ýatyrmak
revolt	0.343	0.878	0.658	gozgalaň
revolting	0.102	0.690	0.300	gozgalaň
revolution	0.417	0.902	0.798	ynkylap
revolutionary	0.635	0.887	0.824	ynkylapçy
revolutionize	0.684	0.816	0.904	rewolýusiýa
revolve	0.592	0.546	0.402	aýlanmak
revolver	0.194	0.796	0.750	revolwer
revolving	0.602	0.570	0.580	aýlanýar
revue	0.594	0.350	0.420	gözden geçirmek
revulsion	0.104	0.765	0.343	ýigrenmek
revving	0.604	0.875	0.879	janlandyrmak
reward	0.948	0.694	0.783	sylag
rewarding	0.958	0.637	0.783	peýdaly
rewind	0.460	0.551	0.431	yza öwürmek
rewire	0.365	0.462	0.406	täzeden ýazmak
rewrite	0.490	0.500	0.434	gaýtadan ýaz
rhapsody	0.708	0.490	0.460	rapsody
rhetoric	0.417	0.429	0.504	ritorika
rhetorical	0.417	0.569	0.635	ritoriki
rheumatism	0.219	0.472	0.418	revmatizm
rhinestone	0.531	0.551	0.408	çeňňek
rhino	0.531	0.549	0.555	kerpiç
rhinoceros	0.556	0.656	0.569	kerpiç
rhubarb	0.582	0.304	0.340	sogan
rhyme	0.667	0.249	0.481	rifma
rhyming	0.729	0.410	0.500	rifma
rhythm	0.771	0.759	0.573	ritmi
rhythmic	0.714	0.642	0.664	ritmiki
rhythmical	0.844	0.694	0.632	ritmiki
rib	0.490	0.349	0.351	gapyrga
ribbed	0.365	0.378	0.409	lenta
ribbon	0.719	0.288	0.357	lenta
rice	0.667	0.208	0.330	tüwi
rich	0.882	0.627	0.905	baý
riches	0.958	0.694	0.880	baýlyk
richness	0.896	0.833	0.922	baýlyk
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rickety
rickshaw	0.438	0.594	0.402	riksa
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	gutulmak
riddance	0.323	0.562	0.472	gutulmak
riddle	0.521	0.583	0.543	tapmaca
riddled	0.281	0.861	0.422	degişme
ride	0.806	0.465	0.472	münmek
rider	0.635	0.627	0.574	çapyksuwar
ridge	0.484	0.402	0.349	dag gerşi
ridicule	0.143	0.745	0.255	gülmek
ridiculed	0.112	0.806	0.212	ýaňsylandy
ridiculous	0.159	0.594	0.245	gülkünç
riding	0.694	0.654	0.620	münmek
rife	0.570	0.561	0.692	möwç alýar
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	riffraff
rifle	0.329	0.900	0.718	tüpeň
rifleman	0.245	0.863	0.767	tüpeňçi
rifles	0.337	0.864	0.765	tüpeňler
rift	0.246	0.519	0.289	bölünişik
rig	0.542	0.382	0.746	enjam
rigged	0.188	0.510	0.412	galplaşdyrylan
rigging	0.510	0.518	0.440	galplyk
right	0.740	0.352	0.710	dogry
righteous	0.823	0.385	0.790	Dogruçyl
righteousness	0.802	0.660	0.897	dogrulyk
rightful	0.837	0.358	0.821	dogry
rightly	0.740	0.471	0.782	dogry
righty	0.750	0.314	0.786	dogry
rigid	0.357	0.552	0.591	gaty
rigidity	0.198	0.530	0.726	berkligi
rigor	0.375	0.745	0.713	berk
rigorous	0.438	0.818	0.847	berk
rim	0.510	0.397	0.302	rim
rind	0.542	0.280	0.491	rind
ring	0.677	0.427	0.464	jaň
ringer	0.573	0.604	0.347	jaň
ringing	0.724	0.598	0.693	jyňňyrdaýar
ringleader	0.520	0.550	0.640	baştutan
ringmaster	0.630	0.622	0.732	jaň müdiri
ringside	0.500	0.644	0.411	halka
rink	0.551	0.392	0.392	rink
rinse	0.663	0.168	0.409	ýuwuň
riot	0.061	0.946	0.586	bidüzgünçilik
rioting	0.156	0.949	0.560	bidüzgünçilikler
riotous	0.163	0.837	0.588	bidüzgünçilik
riots	0.099	0.882	0.564	bidüzgünçilikler
rip	0.146	0.676	0.365	ýyrtmak
riparian	0.552	0.408	0.412	kenar ýakasy
ripe	0.671	0.337	0.670	bişdi
ripen	0.755	0.373	0.671	bişdi
ripening	0.615	0.490	0.759	ýetişýär
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	süýüm
rippling	0.500	0.480	0.327	ýyrtyk
rise	0.667	0.593	0.745	ýokarlanmak
rising	0.750	0.602	0.696	ýokarlanýar
risk	0.240	0.816	0.438	töwekgelçiligi
risky	0.224	0.922	0.700	töwekgelçilikli
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	dessur
ritual	0.375	0.520	0.508	dessur
ritualistic	0.450	0.583	0.540	däp-dessur
rival	0.286	0.605	0.574	garşydaş
rivalry	0.192	0.765	0.538	bäsdeşlik
river	0.688	0.392	0.605	derýa
riverbank	0.684	0.300	0.330	Derýa kenary
riverbed	0.610	0.233	0.421	derýa
riverboat	0.561	0.347	0.462	derýa gämisi
rivet	0.458	0.306	0.405	perde
riveted	0.385	0.439	0.443	ýaryldy
riveting	0.448	0.544	0.394	perde
roach	0.146	0.598	0.259	roach
road	0.656	0.404	0.404	ýol
roadblock	0.337	0.669	0.490	böwet
roadhouse	0.500	0.620	0.458	ýol jaýy
roadie	0.500	0.566	0.455	ýol
roadrage	0.458	0.567	0.565	ýol ýoly
roadrunner	0.490	0.702	0.590	ýolagçy
roads	0.677	0.448	0.496	ýollar
roadside	0.500	0.569	0.472	ýol ýakasynda
roadster	0.531	0.622	0.473	ýolagçy
roadtrip	0.677	0.596	0.519	ýol ýoly
roadway	0.562	0.206	0.509	awtoulag ýoly
roadworks	0.562	0.538	0.509	ýol işleri
roam	0.510	0.550	0.444	aýlanmak
roar	0.427	0.816	0.675	gykylyk
roaring	0.449	0.817	0.634	gykylyk
roast	0.521	0.541	0.311	gowurmak
roasted	0.615	0.520	0.339	gowrulan
rob	0.112	0.840	0.500	talamak
robber	0.135	0.772	0.481	garakçy
robbery	0.133	0.843	0.435	talaňçylyk
robe	0.594	0.216	0.298	don
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robot
robotics	0.592	0.600	0.763	robot
robust	0.667	0.604	0.719	ygtybarly
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	gaýa
rocker	0.615	0.704	0.625	roker
rocket	0.664	0.824	0.774	raketa
rocks	0.365	0.209	0.543	gaýalar
rod	0.479	0.319	0.355	hasa
rodent	0.323	0.577	0.279	gemriji
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	roe
rogue	0.334	0.713	0.636	wagşy
role	0.552	0.260	0.464	roly
roll	0.469	0.510	0.172	rulon
roller	0.521	0.394	0.345	rolik
rollercoaster	0.802	0.910	0.651	roller
rollers	0.490	0.365	0.336	rolikler
rollicking	0.878	0.806	0.552	togalanmak
rolling	0.510	0.606	0.321	togalanmak
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	romantika
romantic	0.936	0.531	0.598	romantik
romanticism	0.854	0.521	0.593	romantizm
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	üçek
rooftop	0.571	0.471	0.461	üçek
rook	0.380	0.400	0.510	rook
rookie	0.583	0.370	0.198	degişme
room	0.729	0.283	0.445	otag
roomful	0.786	0.425	0.634	otagly
roommate	0.750	0.481	0.480	otagdaşy
rooms	0.677	0.241	0.386	otaglar
roomy	0.760	0.342	0.736	giň
roost	0.500	0.410	0.345	horaz
rooster	0.459	0.385	0.275	horaz
root	0.602	0.279	0.508	kök
root beer	0.582	0.520	0.415	kök piwo
rooted	0.510	0.527	0.718	kök
rope	0.385	0.280	0.345	ýüp
ropes	0.458	0.304	0.402	ýüpler
rosary	0.806	0.140	0.430	bibariya
rose	0.865	0.276	0.386	gül boldy
rosemary	0.688	0.381	0.425	bibariya
rosette	0.469	0.410	0.310	rozet
roster	0.531	0.306	0.381	sanawy
rosy	0.940	0.528	0.755	gül
rot	0.031	0.558	0.301	çüýremek
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	aýlaw
rotate	0.458	0.470	0.492	aýlanmak
rotation	0.670	0.520	0.550	aýlanma
rote	0.561	0.481	0.696	ýalňyş
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	çüýrük
rotting	0.188	0.462	0.255	çüýremek
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	gödek
roughly	0.448	0.539	0.463	takmynan
roughneck	0.323	0.640	0.491	gödek
roughness	0.214	0.578	0.490	gödeklik
roulette	0.326	0.690	0.422	rulet
round	0.552	0.434	0.311	tegelek
roundabout	0.490	0.425	0.495	aýlaw
rounded	0.592	0.391	0.396	tegelek
roundup	0.520	0.580	0.474	tegelek
rouse	0.521	0.490	0.463	oýanmak
rouser	0.480	0.540	0.423	rouser
rousing	0.714	0.517	0.692	oýanmak
rout	0.163	0.625	0.233	marşrut
route	0.583	0.353	0.518	ugry
routine	0.365	0.219	0.333	adaty
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	aýlanmak
row	0.427	0.275	0.406	hatar
rowboat	0.455	0.393	0.353	gämi gämisi
rowdy	0.255	0.900	0.518	hatar
rowing	0.458	0.443	0.467	küreklemek
royal	0.796	0.430	0.759	korol
royalty	0.832	0.571	0.833	roýalti
rub	0.521	0.565	0.400	sürtmek
rubber	0.460	0.217	0.315	rezin
rubbers	0.604	0.360	0.414	rezin
rubbing	0.406	0.569	0.440	sürtmek
rubbish	0.198	0.454	0.164	zibil
rubble	0.308	0.509	0.289	harabalyklar
rubdown	0.561	0.491	0.404	ýykylmagy
rubric	0.427	0.260	0.500	rubrikasy
ruby	0.663	0.408	0.544	ýakut
ruckus	0.271	0.706	0.411	ruckus
rudder	0.439	0.469	0.509	rul
ruddy	0.490	0.630	0.395	ruddy
rude	0.061	0.821	0.402	gödek
rudeness	0.280	0.819	0.692	gödeklik
rudimentary	0.286	0.321	0.509	başlangyç
rudiments	0.385	0.520	0.373	rudiments
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	gödek
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	ruffian
ruffle	0.443	0.561	0.518	bulaşyklyk
rug	0.520	0.240	0.245	haly
rugby	0.677	0.820	0.708	regbi
rugged	0.561	0.569	0.793	gödek
ruin	0.125	0.588	0.192	weýran etmek
ruination	0.184	0.582	0.209	weýran etmek
ruined	0.135	0.564	0.194	weýran boldy
ruinous	0.255	0.690	0.275	weýran ediji
ruins	0.250	0.490	0.248	harabalyklar
rule	0.567	0.427	0.593	düzgün
ruler	0.440	0.400	0.631	hökümdary
ruling	0.177	0.566	0.410	höküm etmek
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	gykylyk
rummage	0.243	0.615	0.289	myş-myş
rumor	0.255	0.582	0.282	myş-myş
