English Word	Valence	Arousal	Dominance	Thai Word
scripture	0.745	0.270	0.630	คัมภีร์
scroll	0.375	0.630	0.409	เลื่อน
scrotum	0.396	0.653	0.361	ถุงอัณฑะ
scrounge	0.210	0.565	0.397	ขโมย
scrounger	0.323	0.490	0.358	scrounger
scrub	0.417	0.420	0.500	ขัด
scruffy	0.194	0.435	0.176	สกปรก
scrumptious	0.959	0.650	0.566	อร่อย
scrupulous	0.545	0.685	0.602	รอบคอบ
scrutinize	0.458	0.587	0.573	กลั่นกรอง
scrutiny	0.500	0.653	0.658	การตรวจสอบข้อเท็จจริง
scuba	0.542	0.494	0.456	ดำน้ำ
scuff	0.165	0.560	0.376	กวาด
scuffle	0.146	0.800	0.529	ตะลุมบอน
scullery	0.469	0.337	0.353	สคัลเลอรี
sculptor	0.653	0.431	0.694	ประติมากร
sculpture	0.750	0.346	0.490	ประติมากรรม
sculptured	0.708	0.373	0.557	แกะสลัก
scum	0.357	0.380	0.218	ฝา
scumbag	0.240	0.591	0.278	คนขี้ขลาด
scurry	0.398	0.647	0.509	ฉูดฉาด
scurvy	0.354	0.462	0.312	เลือดออกตามไรฟัน
scuttle	0.438	0.398	0.430	วิ่งหนี
sea	0.833	0.353	0.589	ทะเล
seaboard	0.663	0.356	0.507	ชายฝั่งทะเล
seafood	0.656	0.500	0.328	อาหารทะเล
seagull	0.635	0.245	0.314	นกนางนวล
seal	0.490	0.218	0.518	ผนึก
seals	0.412	0.241	0.402	แมวน้ำ
seam	0.427	0.250	0.414	ตะเข็บ
seaman	0.520	0.510	0.672	กะลาสี
seamless	0.459	0.140	0.302	ไร้รอยต่อ
seamstress	0.535	0.288	0.389	ช่างเย็บผ้า
seaport	0.594	0.317	0.491	เมืองท่า
sear	0.490	0.553	0.600	เหี่ยวเฉา
search	0.635	0.580	0.462	ค้นหา
searching	0.534	0.657	0.466	กำลังค้นหา
searchlight	0.622	0.510	0.552	ไฟฉาย
seared	0.229	0.410	0.398	เหี่ยวเฉา
seashore	0.796	0.310	0.375	ชายทะเล
seasick	0.115	0.683	0.245	เมาเรือ
seaside	0.887	0.520	0.508	ริมทะเล
season	0.792	0.410	0.519	ฤดูกาล
seasonal	0.592	0.273	0.305	ตามฤดูกาล
seasoned	0.812	0.570	0.509	เก๋า
seasoning	0.633	0.388	0.479	เครื่องปรุงรส
seat	0.542	0.281	0.434	ที่นั่ง
seatbelt	0.656	0.314	0.726	เข็มขัดนิรภัย
seating	0.552	0.265	0.286	ที่นั่ง
seawater	0.760	0.197	0.491	น้ำทะเล
seaweed	0.446	0.286	0.382	สาหร่าย
sec	0.490	0.385	0.380	วินาที
secession	0.323	0.561	0.509	การแยกตัว
secluded	0.357	0.265	0.240	โดดเดี่ยว
seclusion	0.230	0.558	0.505	ความสันโดษ
second	0.490	0.210	0.250	ที่สอง
second cousin	0.698	0.360	0.441	ลูกพี่ลูกน้องที่สอง
secondary	0.636	0.375	0.260	รอง
secondhand	0.194	0.389	0.283	มือสอง
secrecy	0.294	0.549	0.475	ความลับ
secret	0.479	0.580	0.509	ความลับ
secretariat	0.518	0.459	0.597	สำนักเลขาธิการ
secretary	0.612	0.426	0.561	เลขานุการ
secrete	0.427	0.567	0.518	หลั่ง
secretion	0.354	0.582	0.529	การหลั่ง
secretive	0.390	0.250	0.538	ลับ
secretly	0.525	0.404	0.479	อย่างลับๆ
sect	0.265	0.667	0.526	นิกาย
sectarian	0.260	0.606	0.517	นิกาย
section	0.500	0.269	0.421	ส่วน
sectional	0.427	0.415	0.464	ส่วน
sector	0.594	0.190	0.569	ภาค
secular	0.463	0.461	0.520	ฆราวาส
secularism	0.367	0.440	0.559	ฆราวาส
secure	0.844	0.380	0.914	ปลอดภัย
securities	0.750	0.304	0.852	หลักทรัพย์
security	0.837	0.360	0.821	ความปลอดภัย
sedan	0.480	0.423	0.680	รถเก๋ง
sedate	0.656	0.157	0.345	ใจเย็น
sedation	0.510	0.270	0.398	ใจเย็น
sedative	0.314	0.273	0.352	ยากล่อมประสาท
sedentary	0.292	0.185	0.273	อยู่ประจำ
sedge	0.406	0.396	0.339	กก
sediment	0.438	0.306	0.372	ตะกอน
sedimentary	0.398	0.265	0.500	ตะกอน
sedition	0.327	0.557	0.591	ปลุกระดม
seduce	0.462	0.864	0.689	เกลี้ยกล่อม
seducer	0.704	0.812	0.775	ผู้ยั่วยวน
seducing	0.569	0.794	0.708	ยั่วยวน
seduction	0.510	0.891	0.618	ยั่วยวน
seductive	0.771	0.821	0.667	เย้ายวน
see	0.635	0.269	0.312	ดู
seed	0.656	0.135	0.306	เมล็ดพันธุ์
seedling	0.406	0.343	0.423	ต้นกล้า
seeds	0.731	0.269	0.418	เมล็ดพืช
seedy	0.229	0.390	0.325	ซอมซ่อ
seek	0.622	0.429	0.482	แสวงหา
seeker	0.646	0.464	0.553	ผู้แสวงหา
seem	0.471	0.302	0.298	ดูเหมือน
seemingly	0.490	0.410	0.356	ดูเหมือน
seer	0.604	0.481	0.740	ผู้ทำนาย
seesaw	0.570	0.559	0.410	กระดานหก
seething	0.312	0.821	0.642	เดือดพล่าน
segment	0.469	0.290	0.440	เซ็กเมนต์
segregate	0.290	0.627	0.440	แยก
segregated	0.164	0.575	0.411	แยกออกจากกัน
segregation	0.302	0.545	0.390	การแบ่งแยก
seismic	0.323	0.925	0.578	แผ่นดินไหว
seize	0.656	0.644	0.673	ยึด
seizure	0.177	0.775	0.462	ยึด
seldom	0.323	0.379	0.287	ไม่ค่อย
select	0.615	0.406	0.602	เลือก
selection	0.594	0.340	0.595	การเลือก
selective	0.612	0.347	0.706	คัดเลือก
selectman	0.552	0.547	0.609	selectman
selenium	0.469	0.408	0.336	ซีลีเนียม
self	0.704	0.370	0.500	ตัวเอง
selfharm	0.350	0.620	0.407	ทำร้ายตัวเอง
selfish	0.061	0.637	0.495	เห็นแก่ตัว
selfishness	0.200	0.686	0.453	ความเห็นแก่ตัว
selfless	0.521	0.235	0.396	เสียสละ
selflove	0.854	0.630	0.661	รักตัวเอง
selfworth	0.704	0.460	0.594	คุณค่าในตัวเอง
sell	0.618	0.608	0.605	ขาย
seller	0.635	0.471	0.635	ผู้ขาย
sellout	0.398	0.490	0.465	ขายออก
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	ความหมาย
semaphore	0.552	0.374	0.598	สัญญาณ
semblance	0.500	0.471	0.442	รูปร่างหน้าตา
semen	0.500	0.755	0.471	น้ำอสุจิ
semester	0.521	0.327	0.482	ภาคเรียน
semi	0.296	0.345	0.304	กึ่ง
semiautomatic	0.469	0.510	0.522	กึ่งอัตโนมัติ
semicolon	0.378	0.255	0.318	อัฒภาค
seminal	0.459	0.413	0.566	น้ำเชื้อ
seminar	0.583	0.360	0.623	สัมมนา
seminary	0.594	0.367	0.589	วิทยาลัย
semiotics	0.449	0.417	0.596	สัญศาสตร์
senate	0.490	0.349	0.836	วุฒิสภา
senator	0.391	0.422	0.821	วุฒิสมาชิก
send	0.663	0.480	0.537	ส่ง
sender	0.542	0.449	0.509	ผู้ส่ง
senescence	0.378	0.456	0.394	ความชราภาพ
senile	0.280	0.211	0.305	ชรา
senior	0.561	0.415	0.536	อาวุโส
seniority	0.408	0.427	0.602	อาวุโส
senor	0.527	0.217	0.630	อาวุโส
senorita	0.765	0.550	0.500	senorita
sensation	0.781	0.663	0.673	ความรู้สึก
sensational	0.938	0.827	0.858	โลดโผน
sense	0.781	0.417	0.474	ความรู้สึก
senseless	0.125	0.388	0.136	ไร้สาระ
senses	0.740	0.461	0.693	ความรู้สึก
sensibility	0.583	0.423	0.448	ความอ่อนไหว
sensible	0.625	0.454	0.312	สมเหตุสมผล
sensibly	0.786	0.337	0.396	อย่างสมเหตุสมผล
sensitive	0.714	0.426	0.254	อ่อนไหว
sensitivity	0.750	0.417	0.395	ความไว
sensor	0.571	0.377	0.542	เซ็นเซอร์
sensory	0.583	0.480	0.442	ประสาทสัมผัส
sensual	0.730	0.790	0.642	เย้ายวน
sensuality	0.844	0.840	0.632	ราคะ
sensuous	0.854	0.798	0.625	มีความรู้สึก
sentence	0.625	0.265	0.548	ประโยค
sentencing	0.120	0.782	0.561	การพิจารณาคดี
sentient	0.583	0.417	0.363	ความรู้สึก
sentiment	0.765	0.451	0.639	ความรู้สึก
sentimental	0.583	0.378	0.312	อารมณ์อ่อนไหว
sentimentality	0.771	0.548	0.319	อารมณ์ความรู้สึก
sentinel	0.531	0.602	0.845	ผู้พิทักษ์
sentry	0.470	0.547	0.684	ยาม
separable	0.469	0.390	0.368	แยกไม่ออก
separate	0.240	0.514	0.349	แยก
separately	0.310	0.365	0.368	แยกกัน
separation	0.198	0.592	0.409	การแยกทาง
separatist	0.245	0.627	0.537	ผู้แบ่งแยกดินแดน
sepia	0.448	0.270	0.345	ซีเปีย
sepsis	0.229	0.452	0.327	ภาวะติดเชื้อ
sept	0.521	0.333	0.361	กันยายน
septic	0.281	0.462	0.425	บำบัดน้ำเสีย
septum	0.276	0.423	0.410	กะบัง
sequel	0.650	0.480	0.574	ภาคต่อ
sequence	0.543	0.350	0.529	ลำดับ
sequent	0.531	0.423	0.591	ลำดับ
sequestered	0.160	0.863	0.427	โดดเดี่ยว
sequestration	0.177	0.860	0.500	การกักขัง
serenade	0.875	0.570	0.491	เซเรเนด
serendipity	0.677	0.413	0.500	ความบังเอิญ
serene	0.802	0.132	0.370	เงียบสงบ
serenity	0.900	0.122	0.557	ความสงบสุข
sergeant	0.408	0.600	0.833	จ่า
serial	0.469	0.350	0.472	ซีเรียล
serialize	0.500	0.455	0.593	ทำให้เป็นอันดับ
series	0.622	0.431	0.420	ชุด
serif	0.531	0.417	0.415	serif
serious	0.500	0.455	0.619	จริงจัง
seriousness	0.439	0.365	0.750	จริงจัง
sermon	0.417	0.507	0.615	เทศน์
serpent	0.115	0.696	0.679	งู
serpentine	0.576	0.646	0.329	กลับกลอก
serrated	0.388	0.435	0.418	หยัก
serum	0.520	0.231	0.443	เซรั่ม
servant	0.340	0.408	0.331	คนรับใช้
serve	0.622	0.400	0.384	ให้บริการ
server	0.656	0.356	0.536	เซิร์ฟเวอร์
service	0.684	0.408	0.535	บริการ
serviceable	0.834	0.400	0.684	ใช้ได้
servile	0.439	0.327	0.415	คนรับใช้
servitude	0.250	0.490	0.250	การเป็นทาส
sesame	0.673	0.250	0.382	งา
sess	0.418	0.481	0.411	เซส
session	0.510	0.481	0.491	การประชุม
sessions	0.646	0.578	0.650	เซสชั่น
set	0.521	0.482	0.630	ชุด
setback	0.198	0.451	0.250	ความปราชัย
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	setter
settle	0.833	0.520	0.772	ชำระ
settled	0.521	0.510	0.473	ตกลง
settlement	0.635	0.412	0.723	การตั้งถิ่นฐาน
settler	0.573	0.453	0.519	ไม้ตาย
settlor	0.531	0.434	0.534	ผู้ตั้งถิ่นฐาน
setup	0.667	0.398	0.635	ติดตั้ง
seven	0.672	0.265	0.373	เจ็ด
seventeen	0.585	0.296	0.321	สิบเจ็ด
seventh	0.500	0.245	0.288	ที่เจ็ด
seventy	0.625	0.353	0.446	เจ็ดสิบ
sever	0.156	0.635	0.451	ตัด
severable	0.406	0.451	0.398	แยกได้
severally	0.719	0.298	0.600	อย่างรุนแรง
severance	0.396	0.620	0.541	ค่าชดเชย
severe	0.164	0.735	0.635	รุนแรง
severely	0.219	0.673	0.700	อย่างรุนแรง
severity	0.260	0.712	0.661	ความรุนแรง
sew	0.510	0.340	0.340	เย็บ
sewage	0.255	0.343	0.339	น้ำเสีย
sewer	0.286	0.367	0.282	ท่อระบายน้ำ
sewerage	0.208	0.450	0.198	ท่อน้ำทิ้ง
sewing	0.625	0.337	0.356	เย็บผ้า
sex	0.803	0.939	0.704	เพศ
sexist	0.255	0.798	0.411	ผู้หญิงเซ็กซี่
sexual	0.584	0.959	0.640	ทางเพศ
sexuality	0.670	0.898	0.657	เรื่องเพศ
sexy	0.865	0.945	0.802	เซ็กซี่
shabby	0.235	0.519	0.259	โทรม
shack	0.396	0.425	0.339	กระท่อม
shackle	0.276	0.580	0.414	กุญแจมือ
shade	0.388	0.265	0.278	ร่มเงา
shades	0.490	0.300	0.380	เฉดสี
shading	0.420	0.324	0.318	แรเงา
shadow	0.302	0.343	0.158	เงา
shadowy	0.135	0.373	0.330	เงา
shady	0.323	0.509	0.375	ร่มรื่น
shaft	0.549	0.275	0.472	เพลา
shag	0.417	0.462	0.340	shag
shaggy	0.510	0.302	0.321	ขนดก
shake	0.439	0.689	0.539	เขย่า
shakedown	0.286	0.692	0.481	การเขย่า
shaken	0.344	0.657	0.333	เขย่า
shaker	0.520	0.728	0.518	เครื่องปั่น
shaking	0.275	0.849	0.255	สั่น
shaky	0.260	0.734	0.223	สั่นคลอน
shall	0.510	0.385	0.412	จะ
shallow	0.427	0.298	0.351	ตื้น
shallows	0.388	0.368	0.368	ตื้น
sham	0.354	0.602	0.395	sham
shaman	0.490	0.531	0.604	หมอผี
shambles	0.271	0.696	0.287	ความโกลาหล
shame	0.060	0.670	0.155	ความอัปยศ
shamed	0.135	0.567	0.218	อับอาย
shameful	0.040	0.680	0.264	น่าละอาย
shameless	0.274	0.713	0.407	ไร้ยางอาย
shampoo	0.604	0.180	0.250	แชมพู
shanghai	0.551	0.450	0.509	เซี่ยงไฮ้
shank	0.530	0.393	0.286	ก้าน
shanty	0.427	0.459	0.255	กระท่อม
shape	0.592	0.240	0.422	รูปร่าง
shapely	0.771	0.441	0.830	หุ่นดี
shard	0.388	0.407	0.426	เศษ
share	0.759	0.548	0.545	แบ่งปัน
shareholder	0.656	0.632	0.915	ผู้ถือหุ้น
sharing	0.827	0.462	0.545	การแบ่งปัน
shark	0.260	0.845	0.596	ฉลาม
sharp	0.459	0.585	0.585	คม
sharpen	0.582	0.694	0.611	ลับคม
sharpened	0.573	0.647	0.727	คมขึ้น
sharpener	0.532	0.435	0.327	เครื่องเหลา
sharpness	0.729	0.385	0.653	ความคมชัด
sharpshooter	0.240	0.929	0.764	นักแม่นปืน
shatter	0.108	0.821	0.464	ป่นปี้
shattered	0.097	0.806	0.309	แตกสลาย
shattering	0.135	0.760	0.475	ป่นปี้
shave	0.521	0.410	0.480	โกน
shaver	0.418	0.450	0.392	เครื่องโกนหนวด
shaving	0.500	0.469	0.353	โกนหนวด
shawl	0.720	0.365	0.230	ผ้าคลุมไหล่
sheaf	0.396	0.387	0.456	มัด
shear	0.286	0.647	0.388	เฉือน
shears	0.429	0.527	0.254	กรรไกร
sheath	0.460	0.314	0.342	ฝัก
sheathing	0.378	0.480	0.642	ปลอกหุ้ม
shed	0.427	0.402	0.470	เพิง
sheen	0.812	0.510	0.712	เงา
sheep	0.604	0.206	0.161	แกะ
sheepdog	0.684	0.442	0.529	แกะ
sheepish	0.326	0.441	0.205	ขี้อาย
sheer	0.604	0.250	0.481	เลี่ยง
sheet	0.439	0.174	0.302	แผ่น
sheik	0.521	0.579	0.708	ชีค
shelf	0.561	0.202	0.366	ชั้นวาง
shell	0.615	0.408	0.391	เปลือก
shellfish	0.594	0.412	0.393	หอย
shelling	0.337	0.917	0.773	ปลอกกระสุน
shelter	0.704	0.229	0.569	ที่หลบภัย
sheltered	0.590	0.377	0.717	ที่กำบัง
shelters	0.582	0.333	0.482	ที่พักพิง
shelved	0.306	0.166	0.321	ชั้นวางของ
shepherd	0.656	0.304	0.610	คนเลี้ยงแกะ
sherbet	0.592	0.363	0.348	เชอร์เบท
sheriff	0.602	0.541	0.802	นายอำเภอ
sherry	0.594	0.477	0.315	เหล้าเชร์ริ
shield	0.510	0.373	0.663	โล่
shift	0.479	0.610	0.491	กะ
shifting	0.518	0.548	0.546	ขยับ
shifty	0.365	0.687	0.483	เจ้าเล่ห์
shilling	0.521	0.342	0.430	ชิลลิง
shimmer	0.745	0.562	0.656	ระยับ
shimmering	0.844	0.648	0.904	ส่องแสง
shimmy	0.478	0.476	0.462	ชิมมี่
shin	0.459	0.500	0.231	หน้าแข้ง
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	ส่องแสง
shiner	0.740	0.510	0.556	ส่องแสง
shingle	0.510	0.200	0.410	กรวด
shining	0.885	0.673	0.812	ส่องแสง
shiny	0.885	0.604	0.787	แวววาว
ship	0.646	0.500	0.439	เรือ
shipment	0.582	0.440	0.452	การจัดส่ง
shipping	0.622	0.327	0.443	การส่งสินค้า
shipshape	0.594	0.480	0.474	เรียบร้อย
shipwreck	0.268	0.768	0.373	ซากเรืออัปปาง
shipyard	0.398	0.583	0.595	อู่ต่อเรือ
shire	0.479	0.257	0.609	ไชร์
shirt	0.698	0.186	0.231	เสื้อ
shit	0.000	0.678	0.294	อึ
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	shitfaced
shithead	0.120	0.645	0.302	ไอ้เหี้ย
shitless	0.271	0.545	0.333	ไร้สาระ
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	shittest
shitty	0.020	0.679	0.163	shitty
shiver	0.260	0.765	0.236	สั่น
shivering	0.122	0.663	0.373	ตัวสั่น
shoals	0.396	0.408	0.375	สันดอน
shock	0.286	0.821	0.453	ช็อก
shocked	0.292	0.773	0.375	ตกใจ
shocker	0.235	0.804	0.616	ช็อค
shocking	0.378	0.853	0.833	น่าตกใจ
shockingly	0.510	0.924	0.721	อย่างน่าตกใจ
shoddy	0.082	0.463	0.179	กระจอก
shoe	0.517	0.225	0.288	รองเท้า
shoelace	0.396	0.280	0.307	เชือกผูกรองเท้า
shoemaker	0.396	0.269	0.491	ช่างทำรองเท้า
shoes	0.729	0.324	0.210	รองเท้า
shoeshine	0.392	0.387	0.325	ขัดรองเท้า
shook	0.163	0.759	0.509	สั่น
shoot	0.092	0.926	0.625	ยิง
shooter	0.224	0.814	0.774	มือปืน
shooting	0.276	0.931	0.602	ยิงปืน
shootout	0.080	0.927	0.615	จุดโทษ
shop	0.725	0.632	0.565	ร้านค้า
shopkeeper	0.677	0.510	0.730	เจ้าของร้าน
shoplifter	0.167	0.830	0.500	คนขโมยของตามร้าน
shoplifting	0.152	0.833	0.441	ขโมยของในร้าน
shopper	0.646	0.615	0.741	นักช้อป
shopping	0.915	0.445	0.630	ช้อปปิ้ง
shore	0.542	0.304	0.204	ชายฝั่ง
shoreline	0.677	0.296	0.529	ชายฝั่ง
shorn	0.396	0.415	0.400	shorn
short	0.184	0.264	0.237	สั้น
short story	0.697	0.321	0.348	เรื่องสั้น
shortage	0.094	0.455	0.198	ขาดแคลน
shortcake	0.677	0.359	0.398	ชอร์ทเค้ก
shortcoming	0.195	0.370	0.258	ข้อบกพร่อง
shortcut	0.594	0.308	0.426	ทางลัด
shorten	0.302	0.382	0.460	ย่อ
shortening	0.286	0.333	0.385	สั้นลง
shorthand	0.459	0.450	0.461	ชวเลข
shortly	0.582	0.310	0.360	ไม่นาน
shortness	0.459	0.280	0.272	ความสั้น
shorts	0.622	0.481	0.287	กางเกงขาสั้น
shortstop	0.418	0.529	0.450	ชอร์ตสต็อป
shortwave	0.460	0.271	0.368	คลื่นสั้น
shot	0.144	0.750	0.569	ยิง
shotgun	0.200	0.868	0.684	ปืนลูกซอง
shoulder	0.562	0.286	0.406	ไหล่
shout	0.229	0.925	0.444	ตะโกน
shove	0.306	0.690	0.602	ผลัก
shovel	0.427	0.308	0.267	พลั่ว
shoveling	0.265	0.620	0.537	พรวนดิน
show	0.673	0.771	0.719	แสดง
showbiz	0.661	0.713	0.598	วงการบันเทิง
showboat	0.618	0.625	0.509	เรือโชว์
showcase	0.521	0.255	0.415	ตู้โชว์
showdown	0.302	0.950	0.692	ประลอง
shower	0.669	0.346	0.336	อาบน้ำ
showgirl	0.633	0.694	0.481	นางเอก
showing	0.622	0.540	0.491	กำลังแสดง
showoff	0.344	0.598	0.463	แสดงออก
showroom	0.740	0.441	0.536	โชว์รูม
showy	0.698	0.657	0.661	ฉูดฉาด
shrapnel	0.240	0.740	0.681	กระสุน
shred	0.224	0.750	0.627	ฉีก
shrew	0.306	0.463	0.390	ฉลาด
shrewd	0.551	0.673	0.816	ฉลาด
shriek	0.459	0.827	0.491	กรีดร้อง
shrill	0.312	0.721	0.640	โหยหวน
shrimp	0.571	0.361	0.425	กุ้ง
shrine	0.802	0.255	0.574	ศาลเจ้า
shrink	0.385	0.453	0.272	หด
shrinking	0.190	0.400	0.217	หดตัว
shrivel	0.160	0.409	0.143	เหี่ยวเฉา
shroud	0.417	0.457	0.389	ผ้าห่อศพ
shrub	0.531	0.340	0.340	ไม้พุ่ม
shrubbery	0.490	0.267	0.332	ไม้พุ่ม
shrug	0.208	0.296	0.278	ยัก
shrunk	0.163	0.354	0.218	หด
shrunken	0.500	0.373	0.221	หด
shudder	0.344	0.791	0.559	ตัวสั่น
shuddering	0.302	0.802	0.638	ตัวสั่น
shuffle	0.459	0.450	0.556	สับเปลี่ยน
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	สับเปลี่ยน
shun	0.418	0.604	0.389	ชุน
shunned	0.271	0.464	0.367	รังเกียจ
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	ปิด
shutdown	0.173	0.367	0.418	ปิดตัวลง
shuteye	0.521	0.430	0.431	ชัตตา
shutit	0.281	0.442	0.480	ปิดมัน
shutter	0.191	0.380	0.482	ชัตเตอร์
shuttle	0.531	0.591	0.547	รถรับส่ง
shutup	0.333	0.560	0.491	หุบปาก
shy	0.280	0.153	0.132	อาย
shyness	0.312	0.265	0.246	ความเขินอาย
shyster	0.292	0.567	0.424	คนขี้อาย
sib	0.698	0.298	0.593	ซิบ
sibling	0.857	0.340	0.636	พี่น้อง
sic	0.370	0.459	0.380	ซิก
sick	0.104	0.431	0.136	ป่วย
sickbay	0.296	0.510	0.345	ป่วย
sicken	0.051	0.500	0.294	ป่วย
sickening	0.074	0.618	0.259	น่าสะอิดสะเอียน
sickle	0.427	0.585	0.370	เคียว
sickly	0.188	0.550	0.191	อ่อนแอ
sickness	0.094	0.704	0.288	โรคภัยไข้เจ็บ
side	0.439	0.288	0.395	ด้านข้าง
sidearm	0.410	0.474	0.500	อาวุธ
sidebar	0.469	0.364	0.405	แถบด้านข้าง
sideboard	0.590	0.259	0.426	ตู้ข้าง
sideburns	0.777	0.327	0.308	จอน
sidecar	0.552	0.449	0.500	ข้างรถ
sidekick	0.602	0.439	0.509	เพื่อนสนิท
sideline	0.440	0.382	0.517	ข้างสนาม
sideshow	0.458	0.594	0.658	การแสดงด้านข้าง
sidestep	0.378	0.559	0.407	ก้าวเท้า
sidewalk	0.479	0.192	0.348	ทางเท้า
sideways	0.788	0.245	0.291	ด้านข้าง
sidewinder	0.500	0.500	0.439	คนเดินข้าง
siege	0.271	0.750	0.567	ล้อม
siesta	0.740	0.046	0.295	นอนกลางวัน
sieve	0.459	0.250	0.333	ตะแกรง
sift	0.542	0.412	0.461	ร่อน
sifting	0.571	0.469	0.474	ร่อน
sigh	0.469	0.387	0.273	ถอนหายใจ
sight	0.684	0.250	0.528	ภาพ
sighting	0.582	0.560	0.627	การมองเห็น
sightseeing	0.875	0.552	0.697	เที่ยวชมสถานที่
sigma	0.490	0.472	0.535	ซิกม่า
sign	0.620	0.481	0.397	เข้าสู่ระบบ
signal	0.615	0.417	0.464	สัญญาณ
signature	0.570	0.422	0.657	ลายเซ็น
significance	0.820	0.460	0.644	ความหมาย
significant	0.827	0.649	0.786	สำคัญ
signification	0.583	0.337	0.530	ความหมาย
signify	0.453	0.422	0.634	มีความหมาย
signpost	0.510	0.400	0.446	ป้ายบอกทาง
silence	0.438	0.200	0.223	ความเงียบ
silencer	0.417	0.356	0.482	ตัวเก็บเสียง
silent	0.469	0.125	0.280	เงียบ
silently	0.448	0.185	0.306	เงียบ
silhouette	0.582	0.410	0.288	ภาพเงา
silicon	0.439	0.448	0.445	ซิลิคอน
silicone	0.480	0.340	0.333	ซิลิโคน
silk	0.760	0.115	0.300	ผ้าไหม
silken	0.730	0.265	0.394	ไหม
silky	0.802	0.397	0.271	เนียน
sill	0.433	0.375	0.324	งัว
silliness	0.327	0.368	0.192	ความโง่เขลา
silly	0.384	0.349	0.161	โง่
silo	0.400	0.365	0.357	ไซโล
silt	0.510	0.269	0.200	ตะกอน
silver	0.684	0.451	0.615	เงิน
silverware	0.663	0.365	0.409	เครื่องเงิน
silvery	0.543	0.460	0.517	สีเงิน
similar	0.562	0.250	0.423	คล้ายกัน
similarity	0.729	0.255	0.518	ความเหมือน
simile	0.615	0.363	0.464	คล้าย
simmer	0.650	0.293	0.393	หลน
simmering	0.382	0.613	0.412	เคี่ยว
simple	0.653	0.130	0.314	เรียบง่าย
simples	0.724	0.240	0.263	เรียบง่าย
simpleton	0.429	0.144	0.358	ซิมเปิลตัน
simplicity	0.667	0.250	0.337	ความเรียบง่าย
simplify	0.565	0.347	0.602	ลดความซับซ้อน
simplistic	0.490	0.245	0.391	เรียบง่าย
simply	0.535	0.148	0.393	อย่างง่าย
simulate	0.551	0.375	0.417	จำลอง
simulated	0.500	0.461	0.356	จำลอง
simulating	0.552	0.462	0.481	จำลอง
simulation	0.552	0.574	0.567	การจำลอง
simulator	0.677	0.559	0.583	เครื่องจำลอง
simultaneous	0.691	0.577	0.554	พร้อมกัน
simultaneously	0.656	0.490	0.609	พร้อมกัน
sin	0.177	0.712	0.449	บาป
sincere	0.918	0.265	0.725	จริงใจ
sincerity	0.908	0.351	0.686	ความจริงใจ
sinful	0.143	0.788	0.417	บาป
sing	0.858	0.606	0.420	ร้องเพลง
singer	0.802	0.735	0.628	นักร้อง
singing	0.885	0.594	0.528	ร้องเพลง
single	0.291	0.354	0.259	เดี่ยว
singly	0.553	0.354	0.466	คนเดียว
singular	0.610	0.302	0.482	เอกพจน์
singularity	0.582	0.348	0.654	ภาวะเอกฐาน
singularly	0.571	0.330	0.527	อย่างโดดเดี่ยว
sinister	0.125	0.896	0.581	อุบาทว์
sink	0.375	0.439	0.322	จม
sinker	0.302	0.557	0.538	จม
sinking	0.135	0.439	0.342	จม
sinner	0.237	0.667	0.356	คนบาป
sinning	0.170	0.700	0.422	การทำบาป
sinus	0.531	0.563	0.340	ไซนัส
sip	0.375	0.380	0.213	จิบ
siphon	0.354	0.333	0.435	กาลักน้ำ
sipping	0.469	0.349	0.377	จิบ
sir	0.622	0.306	0.778	ท่าน
sire	0.854	0.452	0.808	ท่าน
siren	0.570	0.627	0.500	ไซเรน
sirloin	0.546	0.418	0.373	เนื้อสันนอก
sissy	0.333	0.562	0.232	น้องสาว
sister	0.916	0.324	0.562	น้องสาว
sisterhood	0.837	0.415	0.696	ความเป็นพี่น้องกัน
sit	0.561	0.230	0.368	นั่ง
sitcom	0.562	0.537	0.407	ซิทคอม
site	0.677	0.265	0.452	เว็บไซต์
sith	0.439	0.564	0.373	ซิธ
sitter	0.656	0.429	0.404	พี่เลี้ยง
sitting	0.561	0.146	0.353	นั่ง
situate	0.510	0.310	0.483	สถานการณ์
situated	0.542	0.231	0.543	ตั้งอยู่
situation	0.531	0.387	0.600	สถานการณ์
six	0.500	0.154	0.271	หก
sixpence	0.469	0.417	0.463	หกเพนนี
sixteen	0.583	0.290	0.324	สิบหก
sixth	0.521	0.275	0.366	ที่หก
sixty	0.694	0.240	0.433	หกสิบ
sizable	0.727	0.337	0.657	ขนาดใหญ่
size	0.531	0.336	0.569	ขนาด
sizzle	0.427	0.704	0.368	เสียงดังฉ่า
ska	0.458	0.575	0.245	สกา
skate	0.740	0.653	0.508	เล่นสเก็ต
skateboard	0.677	0.550	0.353	สเก็ตบอร์ด
skater	0.633	0.774	0.652	นักเล่นสเก็ต
skating	0.745	0.673	0.435	สเก็ต
skedaddle	0.427	0.596	0.422	skedaddle
