English Word	Valence	Arousal	Dominance	Lithuanian Word
spit	0.149	0.545	0.436	spjaudytis
spite	0.080	0.600	0.317	nepaisymas
spiteful	0.073	0.710	0.330	šlykštus
spitfire	0.233	0.623	0.566	spjaudytis
spittoon	0.276	0.426	0.280	spjaudyklė
splash	0.521	0.412	0.281	purslų
splat	0.510	0.433	0.385	žymė
splatter	0.312	0.596	0.352	aptaškyti
spleen	0.448	0.255	0.396	blužnis
splendid	0.896	0.740	0.810	puikus
splendor	0.927	0.612	0.850	spindesys
splice	0.386	0.460	0.377	sandūrą
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	įtvaras
splinter	0.136	0.422	0.325	skeveldra
split	0.344	0.618	0.410	padalintas
splitting	0.188	0.598	0.375	skilimas
splurge	0.365	0.481	0.542	išsibarstyti
spoil	0.146	0.723	0.328	sugadinti
spoiler	0.347	0.527	0.380	spoileris
spoiling	0.135	0.678	0.306	gadinti
spoils	0.388	0.760	0.481	sugadina
spoke	0.635	0.433	0.483	kalbėjo
spoken	0.551	0.363	0.545	kalbama
spokesman	0.720	0.480	0.611	atstovas spaudai
spokesperson	0.573	0.453	0.615	atstovas spaudai
sponge	0.551	0.192	0.219	kempinė
spongy	0.469	0.324	0.344	kempinė
sponsor	0.729	0.537	0.800	rėmėjas
sponsorship	0.854	0.608	0.696	rėmimas
spontaneity	0.817	0.698	0.655	spontaniškumas
spontaneous	0.780	0.578	0.655	spontaniškas
spoof	0.490	0.594	0.381	apgaulė
spook	0.327	0.887	0.322	baisu
spooky	0.104	0.858	0.380	baisu
spool	0.397	0.389	0.312	ritė
spoon	0.479	0.236	0.259	šaukštas
spoonful	0.582	0.208	0.308	šaukštu
sporadic	0.333	0.394	0.500	sporadinis
spore	0.480	0.408	0.231	sporos
sport	0.865	0.700	0.657	Sportas
sporting	0.917	0.656	0.675	sporto
sports	0.833	0.683	0.587	sporto
sports car	0.759	0.696	0.669	Sportinė mašina
sportsman	0.755	0.735	0.713	sportininkas
sportsmanship	0.890	0.582	0.694	sportiškumas
sportswriter	0.760	0.551	0.566	sporto rašytojas
sporty	0.735	0.713	0.648	sportiškas
spot	0.510	0.180	0.336	vieta
spotless	0.792	0.327	0.726	be dėmės
spotlight	0.688	0.353	0.519	dėmesio centre
spotted	0.354	0.472	0.295	dėmėtas
spotter	0.542	0.491	0.644	stebėtojas
spotty	0.281	0.606	0.241	dėmėtas
spousal	0.656	0.582	0.632	sutuoktinis
spouse	0.750	0.600	0.645	sutuoktinis
spout	0.438	0.357	0.309	snapelis
sprain	0.063	0.580	0.384	patempimas
sprawl	0.600	0.596	0.672	išsisklaidyti
spray	0.438	0.410	0.333	purkšti
spread	0.570	0.583	0.651	plisti
spreader	0.510	0.480	0.500	barstytuvas
spree	0.564	0.663	0.474	šėlsmas
spring	0.837	0.370	0.481	pavasaris
springtime	0.837	0.439	0.722	pavasaris
sprinkle	0.635	0.404	0.380	pabarstyti
sprinkler	0.510	0.434	0.473	purkštuvas
sprinkling	0.677	0.510	0.466	pabarstymas
sprint	0.549	0.649	0.528	sprintas
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	išdygti
spruce	0.604	0.288	0.380	Eglė
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	šmaikštus
spunky	0.646	0.879	0.755	žvalus
spur	0.378	0.545	0.340	paskatinti
spurious	0.178	0.480	0.343	netikras
spurred	0.562	0.684	0.472	paskatino
spurt	0.448	0.550	0.475	spurtas
spy	0.260	0.686	0.530	šnipas
squabble	0.173	0.850	0.500	kivirčytis
squad	0.552	0.711	0.806	būrys
squadron	0.469	0.686	0.787	eskadrilė
squall	0.191	0.833	0.655	škvalas
squamous	0.344	0.446	0.418	suragėjusios
squander	0.240	0.755	0.529	iššvaistyti
square	0.509	0.340	0.291	kvadratas
squash	0.531	0.667	0.410	skvošas
squat	0.330	0.550	0.453	pritūpęs
squatter	0.390	0.361	0.565	pritūpęs
squaw	0.428	0.441	0.398	skiautėti
squawk	0.265	0.480	0.245	cypia
squeak	0.271	0.679	0.300	girgždėti
squeaky	0.229	0.771	0.367	cypia
squeal	0.250	0.731	0.375	cypti
squealer	0.541	0.519	0.330	cypiantis
squeamish	0.176	0.656	0.453	svirduliuojantis
squeeze	0.458	0.676	0.532	suspausti
squeezing	0.260	0.598	0.557	suspaudimas
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	kalmarai
squint	0.385	0.461	0.452	prisimerkti
squire	0.479	0.459	0.710	skveras
squirm	0.235	0.824	0.373	svirduliuoti
squirrel	0.592	0.358	0.333	voverė
squirt	0.406	0.460	0.255	išpurkšti
squish	0.260	0.788	0.481	čiulbėti
squishy	0.516	0.333	0.307	šlykštus
stab	0.167	0.882	0.595	dūris
stabbed	0.031	0.875	0.431	nudurtas
stability	0.812	0.264	0.849	stabilumas
stabilize	0.839	0.427	0.722	stabilizuoti
stabilizer	0.688	0.353	0.767	stabilizatorius
stable	0.725	0.204	0.735	stabilus
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	krūva
stadium	0.635	0.679	0.611	stadionas
staff	0.745	0.274	0.627	personalas
stag	0.594	0.250	0.389	elnias
stage	0.592	0.306	0.473	etapas
stagecoach	0.516	0.519	0.627	stacionarus
stagehand	0.420	0.684	0.555	scenaristas
stagger	0.531	0.620	0.458	svirduliuoti
staggering	0.520	0.657	0.683	stulbinantis
stagnant	0.300	0.500	0.208	sustingęs
stagnation	0.276	0.324	0.396	stagnacija
staid	0.385	0.290	0.634	sustingęs
stain	0.453	0.324	0.264	dėmė
stained	0.245	0.460	0.209	dėmėtas
stainless	0.594	0.329	0.618	nerūdijantis
stair	0.375	0.354	0.345	laiptas
staircase	0.469	0.347	0.440	laiptinė
stairs	0.510	0.439	0.342	laiptai
stairway	0.562	0.510	0.407	laiptinė
stairwell	0.510	0.292	0.333	laiptinė
stake	0.406	0.608	0.460	kuolas
stakeout	0.344	0.546	0.600	ženklinimas
stale	0.235	0.461	0.286	pasenęs
stalemate	0.296	0.354	0.267	aklavietė
stalk	0.436	0.272	0.395	stiebas
stalker	0.177	0.930	0.639	persekiotojas
stall	0.370	0.245	0.292	kioskas
stallion	0.628	0.596	0.779	eržilas
stalls	0.582	0.378	0.451	prekystalių
stalwart	0.812	0.430	0.691	tvirtas
stamina	0.664	0.694	0.877	ištvermė
stamp	0.438	0.327	0.441	antspaudas
stampede	0.235	0.875	0.683	spūstis
stance	0.604	0.333	0.609	laikysena
stand	0.600	0.324	0.509	stovėti
standard	0.673	0.143	0.605	standartinis
standardize	0.684	0.353	0.729	standartizuoti
standardized	0.610	0.324	0.607	standartizuoti
standby	0.260	0.224	0.386	budėjimo režimu
standing	0.604	0.317	0.425	stovint
standoff	0.333	0.840	0.558	atotrūkis
standpoint	0.585	0.388	0.652	požiūriu
standstill	0.441	0.203	0.500	sustojimas
standup	0.633	0.583	0.550	Atsistok
stanza	0.612	0.343	0.297	strofa
staph	0.375	0.480	0.412	stafilokokas
staple	0.542	0.306	0.438	kuokštelinis
stapler	0.370	0.264	0.394	segiklis
star	0.833	0.418	0.560	žvaigždė
star fruit	0.701	0.433	0.427	karambola
starboard	0.531	0.388	0.558	dešinysis bortas
starch	0.507	0.354	0.312	krakmolo
stardom	0.844	0.786	0.689	žvaigždės
stardust	0.843	0.410	0.549	žvaigždžių dulkės
stare	0.541	0.430	0.538	spoksoti
starfish	0.680	0.320	0.421	jūrų žvaigždės
stargazing	0.802	0.461	0.709	žvaigždžių stebėjimas
staring	0.542	0.306	0.423	spoksodamas
stark	0.330	0.630	0.577	atšiaurus
starlet	0.806	0.471	0.587	žvaigždutė
starlight	0.908	0.368	0.611	žvaigždžių šviesa
starling	0.500	0.490	0.514	varnėnas
starry	0.438	0.643	0.434	žvaigždėtas
stars	0.796	0.521	0.484	žvaigždės
starship	0.740	0.719	0.704	žvaigždėlaivis
start	0.684	0.430	0.589	pradėti
starter	0.667	0.461	0.827	starteris
startle	0.276	0.817	0.417	nustebinti
startled	0.333	0.865	0.526	nustebęs
startling	0.750	0.768	0.830	stulbinantis
starvation	0.240	0.592	0.284	bado
starve	0.073	0.729	0.402	badauti
starved	0.097	0.689	0.219	badavo
starving	0.163	0.670	0.336	badaujantis
stash	0.344	0.630	0.361	atidėti
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	valstybė
stately	0.830	0.728	0.915	didingas
statement	0.688	0.608	0.825	pareiškimas
stateroom	0.653	0.380	0.441	kambarėlis
stateside	0.643	0.480	0.708	valstijos
statesman	0.510	0.490	0.736	valstybininkas
static	0.297	0.250	0.366	statinis
staticky	0.357	0.278	0.358	statiškas
statics	0.542	0.290	0.527	statika
station	0.688	0.367	0.519	stotis
stationary	0.408	0.240	0.484	stacionarus
stationery	0.570	0.120	0.455	Raštinės reikmenys
statistic	0.508	0.420	0.609	statistika
statistical	0.714	0.353	0.627	statistiniai
statistician	0.571	0.360	0.703	statistiką
stator	0.281	0.453	0.557	statorius
statuary	0.561	0.281	0.500	statula
statue	0.542	0.153	0.570	statula
statuette	0.677	0.433	0.518	statulėlė
stature	0.470	0.353	0.664	ūgio
status	0.658	0.377	0.588	statusą
statute	0.592	0.330	0.673	statutas
statutory	0.510	0.376	0.539	įstatyminis
staunch	0.480	0.363	0.833	atkaklus
stave	0.417	0.333	0.424	stulpas
stay	0.604	0.275	0.516	likti
stayaway	0.369	0.284	0.526	laikytis atokiau
stayed	0.497	0.270	0.395	pasiliko
stays	0.633	0.363	0.564	pasilieka
stead	0.551	0.214	0.510	vietoj
steadfast	0.771	0.433	0.800	tvirtas
steady	0.680	0.186	0.763	pastovus
steak	0.625	0.359	0.315	kepsnys
steakhouse	0.802	0.379	0.547	kepsnių restoranas
steal	0.021	0.856	0.528	pavogti
stealing	0.086	0.913	0.455	vagystės
stealth	0.520	0.270	0.452	slaptumas
stealthily	0.763	0.294	0.458	vogčiomis
stealthy	0.380	0.363	0.534	pasislėpęs
steam	0.469	0.413	0.421	garai
steamboat	0.708	0.500	0.633	garlaivis
steamer	0.510	0.442	0.528	garlaivis
steaming	0.592	0.553	0.402	garuojantis
steamroller	0.396	0.567	0.667	garo volas
steamship	0.469	0.490	0.569	garlaivis
steamy	0.479	0.538	0.445	garingas
steel	0.521	0.420	0.714	plieno
steep	0.312	0.612	0.321	kietas
steeple	0.625	0.519	0.500	bokštas
steer	0.469	0.490	0.527	vairuoti
steering	0.580	0.431	0.660	vairo
stellar	0.796	0.580	0.769	žvaigždžių
stem	0.615	0.191	0.336	stiebas
stench	0.104	0.570	0.298	smirdėti
stencil	0.500	0.327	0.421	trafaretas
stenographer	0.510	0.408	0.589	stenografas
step	0.531	0.321	0.347	žingsnis
stepdaughter	0.510	0.510	0.432	podukra
stepfather	0.396	0.491	0.611	Patėvis
stepmother	0.427	0.530	0.484	pamotė
steppe	0.427	0.321	0.379	stepė
steps	0.511	0.349	0.373	žingsniai
stepson	0.614	0.406	0.480	posūnis
stereo	0.617	0.519	0.500	stereofoninis
stereoscopic	0.363	0.417	0.574	stereoskopinis
stereotype	0.151	0.422	0.612	stereotipas
stereotyped	0.375	0.510	0.436	stereotipinis
sterile	0.302	0.471	0.291	sterilus
sterility	0.201	0.519	0.414	sterilumas
sterilize	0.406	0.510	0.520	sterilizuoti
sterling	0.529	0.481	0.615	sterlingų
stern	0.552	0.394	0.415	laivagalis
sternum	0.520	0.422	0.436	krūtinkaulis
steroid	0.360	0.706	0.681	steroidų
stethoscope	0.427	0.377	0.490	stetoskopas
stew	0.667	0.373	0.250	troškinys
steward	0.633	0.238	0.550	prižiūrėtojas
stewardess	0.625	0.491	0.491	stiuardesė
stewardship	0.551	0.440	0.617	priežiūra
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	lazda
sticker	0.583	0.306	0.346	lipdukas
sticking	0.486	0.425	0.356	klijuoti
stickler	0.385	0.471	0.417	lipdukas
stickup	0.453	0.537	0.434	laikytis
sticky	0.385	0.569	0.292	lipnus
stiff	0.158	0.459	0.569	kietas
stiffen	0.360	0.582	0.719	sustingti
stiffness	0.323	0.500	0.657	standumas
stifle	0.240	0.764	0.427	užgniaužti
stifled	0.229	0.731	0.193	užgniaužtas
stifling	0.163	0.858	0.608	smaugiančią
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stilius
stiletto	0.396	0.430	0.427	stiletas
stillbirth	0.092	0.809	0.291	negyvagimio
stillborn	0.271	0.519	0.337	negyvas gimęs
stillness	0.729	0.125	0.339	tyla
stillwaiting	0.344	0.393	0.420	vis dar laukiu
stilts	0.439	0.577	0.300	poliai
stimulant	0.441	0.794	0.745	stimuliatorius
stimulate	0.792	0.798	0.754	stimuliuoti
stimulating	0.740	0.804	0.809	stimuliuojantis
stimulation	0.708	0.821	0.702	stimuliacija
stimulus	0.771	0.779	0.750	stimulas
sting	0.163	0.651	0.373	įgelti
stinger	0.279	0.625	0.508	geluonis
stinging	0.260	0.730	0.459	geliantis
stingy	0.094	0.548	0.283	šykštus
stink	0.042	0.481	0.180	smirdėti
stinker	0.163	0.567	0.275	dvokiantis
stinking	0.041	0.657	0.264	dvokiantis
stinky	0.092	0.558	0.176	smirdantis
stint	0.490	0.326	0.342	stinti
stipend	0.604	0.546	0.614	stipendija
stipulate	0.570	0.546	0.623	numatyti
stipulation	0.469	0.622	0.654	sąlyga
stir	0.448	0.773	0.453	maišykite
stirring	0.582	0.702	0.558	maišant
stitch	0.306	0.538	0.357	dygsnio
stitching	0.510	0.382	0.345	susiuvimas
stock	0.594	0.418	0.407	atsargos
stockade	0.375	0.402	0.500	lagaminas
stockbroker	0.417	0.676	0.802	biržos makleris
stockholder	0.573	0.625	0.716	akcininkas
stocking	0.594	0.324	0.688	kojinės
stockings	0.458	0.365	0.382	kojinės
stockpile	0.542	0.315	0.425	atsargų
stockroom	0.562	0.312	0.406	sandėlis
stocks	0.573	0.598	0.586	akcijų
stoic	0.427	0.473	0.602	stoikas
stole	0.135	0.760	0.384	pavogė
stolen	0.156	0.646	0.308	pavogtas
stomach	0.367	0.402	0.438	skrandis
stomachache	0.030	0.745	0.316	pilvo skausmas
stomp	0.365	0.565	0.438	trypti
stomped	0.229	0.684	0.406	trypė
stone	0.216	0.183	0.561	akmuo
stoned	0.177	0.796	0.375	užmėtytas akmenimis
stonewall	0.337	0.457	0.655	akmeninė siena
stoneware	0.458	0.300	0.443	akmens dirbiniai
stony	0.356	0.494	0.525	akmenuotas
stooge	0.438	0.406	0.163	stulpas
stool	0.448	0.269	0.302	taburetės
stools	0.459	0.382	0.327	išmatos
stoop	0.490	0.430	0.284	nusilenkti
stoopid	0.280	0.431	0.382	sustingęs
stop	0.280	0.510	0.490	sustabdyti
stopover	0.531	0.327	0.575	sustojimas
stoppage	0.224	0.491	0.445	sustojimas
stopper	0.365	0.336	0.390	kamštis
stopping	0.388	0.382	0.473	sustojus
stopwatch	0.469	0.521	0.482	chronometras
storage	0.698	0.406	0.564	saugykla
store	0.646	0.538	0.407	parduotuvė
storefront	0.580	0.217	0.457	vitrinos
storehouse	0.570	0.250	0.491	sandėlis
storeroom	0.560	0.217	0.588	sandėliukas
storing	0.630	0.378	0.548	saugojimas
storm	0.188	0.940	0.543	audra
storming	0.265	0.910	0.669	šturmo
stormy	0.146	0.870	0.562	audringas
story	0.653	0.406	0.704	istorija
storybook	0.854	0.306	0.383	pasakojimų knyga
storyteller	0.730	0.357	0.462	pasakotojas
storytelling	0.643	0.375	0.472	istorijų pasakojimas
stound	0.490	0.473	0.446	stinga
stout	0.656	0.657	0.817	stambus
stove	0.466	0.391	0.405	viryklė
stow	0.615	0.365	0.523	sukrauti
stowaway	0.224	0.481	0.357	be bilieto
straddle	0.306	0.550	0.444	išsibarstyti
straighten	0.677	0.500	0.685	ištiesinti
straightforward	0.780	0.150	0.380	tiesmukai
straightway	0.667	0.444	0.565	iš karto
strain	0.190	0.750	0.380	įtempti
strained	0.122	0.656	0.580	įtemptas
strait	0.438	0.433	0.412	ankštas
straitjacket	0.224	0.719	0.579	tramdomąjį marškinį
straits	0.408	0.269	0.410	sąsiauriai
strand	0.396	0.406	0.538	sruoga
stranded	0.292	0.459	0.219	įstrigo
strange	0.314	0.663	0.395	keista
stranger	0.330	0.449	0.302	svetimas
strangle	0.094	0.927	0.527	pasmaugti
strangulation	0.040	0.886	0.542	smaugimas
strap	0.380	0.417	0.382	dirželis
strapless	0.314	0.462	0.273	be petnešėlių
strapping	0.552	0.413	0.454	surišimas
strata	0.500	0.457	0.411	sluoksniai
strategic	0.786	0.708	0.861	strateginis
strategist	0.571	0.594	0.810	strategas
strategy	0.704	0.667	0.858	strategija
stratification	0.531	0.490	0.651	stratifikacija
stratosphere	0.604	0.583	0.636	stratosfera
stratum	0.365	0.307	0.510	sluoksnis
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	šiaudų
strawberry	0.833	0.270	0.336	braškių
stray	0.133	0.760	0.281	paklydęs
streak	0.440	0.608	0.511	ruožas
streaked	0.458	0.426	0.393	dryžuotas
stream	0.449	0.537	0.559	srautas
streamer	0.615	0.530	0.429	streameris
streaming	0.592	0.481	0.582	transliacija
streamline	0.656	0.573	0.618	racionalizuoti
street	0.594	0.324	0.398	gatve
streetcar	0.390	0.569	0.566	tramvajus
streetlight	0.673	0.268	0.390	gatvės šviesos
strength	0.802	0.682	0.858	stiprumas
strengthen	0.802	0.796	0.971	sustiprinti
strengthening	0.913	0.627	0.945	stiprinimas
strenuous	0.104	0.660	0.481	sunkus
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	streso
stressed	0.167	0.740	0.502	pabrėžė
stresses	0.115	0.817	0.396	pabrėžia
stressfree	0.833	0.080	0.528	be streso
stressful	0.153	0.873	0.389	įtemptas
stressin	0.146	0.810	0.367	stresas
stressing	0.163	0.866	0.462	pabrėždamas
stressrelief	0.627	0.417	0.475	streso sumažinimas
stretch	0.604	0.578	0.500	ištempti
stretcher	0.438	0.196	0.295	neštuvai
stricken	0.163	0.720	0.368	nuskriaustas
strict	0.500	0.646	0.878	griežtas
stride	0.490	0.670	0.434	žingsnis
strife	0.344	0.898	0.630	nesantaika
strike	0.271	0.811	0.571	streikuoti
strikeout	0.316	0.520	0.371	išbraukti
striker	0.500	0.589	0.696	puolėjas
striking	0.357	0.827	0.657	stulbinantis
strikingly	0.690	0.684	0.811	stulbinamai
string	0.385	0.398	0.445	styga
strings	0.457	0.292	0.355	stygos
stringy	0.430	0.510	0.527	styguotas
strip	0.427	0.500	0.436	juostelė
stripe	0.629	0.302	0.361	juostele
striped	0.344	0.373	0.385	dryžuotas
stripped	0.255	0.615	0.278	nurengtas
stripper	0.625	0.848	0.453	striptizo šokėja
striptease	0.607	0.918	0.608	striptizas
strive	0.582	0.837	0.769	siekti
strobe	0.490	0.633	0.537	stroboskopas
stroke	0.562	0.440	0.570	insultas
stroll	0.745	0.415	0.444	pasivaikščioti
stroller	0.786	0.398	0.314	vežimėlis
strolling	0.755	0.515	0.340	pasivaikščiojimas
strong	0.912	0.745	0.895	stiprus
stronghold	0.708	0.636	0.954	tvirtovė
strongly	0.630	0.817	0.885	stipriai
structural	0.582	0.425	0.690	struktūrinės
structure	0.562	0.356	0.712	struktūra
strudel	0.627	0.417	0.397	štrudelis
struggle	0.365	0.820	0.741	kova
strut	0.580	0.480	0.464	statramstis
stub	0.396	0.320	0.367	snukis
stubbed	0.323	0.642	0.241	dygliuotas
stubble	0.333	0.442	0.264	ražienas
stubborn	0.157	0.702	0.575	užsispyręs
stubbornness	0.156	0.673	0.508	užsispyrimas
stubby	0.417	0.370	0.393	užsikimšęs
stucco	0.439	0.292	0.279	tinkas
stuck	0.153	0.644	0.285	įstrigo
stuckup	0.281	0.480	0.363	įstrigo
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	dygliuotas
student	0.634	0.318	0.537	studentas
studied	0.786	0.306	0.806	studijavo
studio	0.677	0.265	0.620	studija
study	0.653	0.361	0.768	studijuoti
stuff	0.622	0.367	0.263	daiktai
stuffed animal	0.684	0.255	0.306	iškamša
stuffing	0.417	0.324	0.304	įdaru
stuffy	0.323	0.615	0.406	tvanku
stumble	0.153	0.716	0.259	suklupti
stump	0.449	0.510	0.340	kelmas
stumped	0.344	0.604	0.392	sustingęs
stun	0.333	0.710	0.451	apsvaiginti
stunned	0.306	0.663	0.356	apstulbęs
stunner	0.418	0.780	0.492	stulbinantis
stunning	0.888	0.673	0.858	stulbinantis
stunt	0.387	0.555	0.526	triukas
stunted	0.194	0.472	0.275	sustingęs
stuntman	0.490	0.482	0.500	kaskadininkas
stupefaction	0.294	0.704	0.480	apsvaigimas
stupefy	0.200	0.740	0.412	apsvaigęs
stupendous	0.823	0.690	0.798	nuostabus
stupid	0.133	0.510	0.200	kvailas
stupidity	0.060	0.418	0.151	kvailumas
stupidpeople	0.073	0.675	0.196	kvaili žmonės
stupidrain	0.260	0.520	0.317	kvailas
stupor	0.323	0.590	0.330	stuporas
sturdy	0.580	0.642	0.824	tvirtas
sturgeon	0.417	0.473	0.465	eršketas
stutter	0.250	0.469	0.258	mikčioti
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	stilius
styling	0.823	0.378	0.652	stilius
stylish	0.885	0.490	0.689	stilingas
stylist	0.760	0.445	0.500	stilistas
suave	0.724	0.265	0.269	švelnus
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatominė
subcommittee	0.396	0.467	0.600	pakomitetį
subconscious	0.531	0.375	0.415	pasąmonė
subcutaneous	0.396	0.444	0.376	poodinis
subdivide	0.538	0.433	0.348	padalinti
subdivision	0.592	0.455	0.430	padalinys
subduction	0.350	0.569	0.445	subdukcija
subdue	0.275	0.640	0.784	pajungti
subdued	0.236	0.463	0.223	prislopintas
subdural	0.381	0.491	0.425	subduralinis
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	tema
subjected	0.286	0.520	0.221	pavaldi
subjection	0.354	0.408	0.539	pavaldumas
subjective	0.510	0.350	0.432	subjektyvus
subjugation	0.280	0.610	0.377	pajungimas
sublet	0.469	0.551	0.545	subnuomojamas
sublevel	0.365	0.298	0.333	polygis
sublimation	0.510	0.390	0.538	sublimacija
sublime	0.784	0.333	0.585	didinga
subliminal	0.410	0.528	0.464	pasąmoninis
submarine	0.572	0.481	0.549	povandeninis laivas
submerge	0.517	0.643	0.456	panardinti
submerged	0.337	0.528	0.357	panardintas
submersible	0.406	0.459	0.540	povandeninis
submission	0.531	0.580	0.633	pateikimas
submissive	0.480	0.217	0.173	paklusnus
submit	0.635	0.448	0.500	Pateikti
submitting	0.667	0.610	0.611	pateikiant
subordinate	0.276	0.392	0.121	pavaldinys
subordination	0.270	0.527	0.343	pavaldumas
subplot	0.469	0.413	0.446	dalinis sklypas
subpoena	0.281	0.634	0.555	teismo šaukimas
subscribe	0.660	0.344	0.591	Prenumeruoti
subscriber	0.562	0.398	0.570	abonentas
subscription	0.583	0.333	0.651	prenumerata
subsequence	0.438	0.510	0.413	seka
subsequent	0.449	0.385	0.400	vėliau
subsequently	0.380	0.337	0.336	vėliau
subservient	0.255	0.402	0.339	pavaldūs
subset	0.429	0.358	0.404	poaibis
subside	0.375	0.308	0.209	nurimti
subsidence	0.320	0.509	0.452	nusėdimas
subsidiary	0.541	0.295	0.500	dukterinė įmonė
subsidize	0.604	0.615	0.589	subsidijuoti
subsidy	0.573	0.462	0.517	subsidija
subsist	0.573	0.418	0.472	išlaikyti
subsistence	0.510	0.404	0.491	pragyvenimui
subsoil	0.429	0.240	0.382	podirvis
subspace	0.470	0.453	0.475	poerdvė
substance	0.615	0.422	0.528	medžiaga
substandard	0.235	0.333	0.150	nestandartinis
substantial	0.590	0.490	0.690	esminis
substantially	0.646	0.471	0.684	iš esmės
substantiate	0.531	0.549	0.636	pagrįsti
substantive	0.500	0.350	0.455	esminis
substation	0.469	0.461	0.491	pastotę
substitute	0.427	0.406	0.398	pakaitalas
substituted	0.271	0.545	0.394	pakeistas
substitution	0.406	0.480	0.353	pakeitimas
substructure	0.441	0.358	0.587	substruktūra
subterranean	0.469	0.306	0.432	požeminis
subtext	0.635	0.276	0.412	potekstė
subtitle	0.445	0.202	0.347	paantraštė
subtle	0.708	0.167	0.228	subtilus
subtlety	0.615	0.176	0.363	subtilumas
subtract	0.208	0.330	0.283	atimti
subtraction	0.163	0.382	0.349	atimti
subtype	0.427	0.296	0.420	potipis
suburb	0.354	0.566	0.441	priemiestis
suburban	0.439	0.450	0.453	priemiestis
suburbia	0.438	0.490	0.421	priemiestis
suburbs	0.510	0.571	0.286	priemiesčiai
subversion	0.347	0.608	0.415	subversija
subversive	0.198	0.765	0.500	ardomoji
subvert	0.357	0.557	0.536	sugriauti
subway	0.418	0.300	0.464	metro
succeed	0.926	0.755	0.926	pavyks
succeeding	0.867	0.755	0.849	pavyksta
success	0.959	0.880	0.981	sėkmė
successful	0.949	0.724	0.938	sėkmingas
succession	0.698	0.481	0.587	paveldėjimo
successive	0.635	0.471	0.518	paeiliui
successor	0.729	0.531	0.648	įpėdinis
succinct	0.510	0.413	0.566	glaustas
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	sultingas
succumb	0.202	0.787	0.292	pasiduoti
suck	0.344	0.706	0.377	čiulpia
sucker	0.265	0.393	0.204	čiulptukas
sucking	0.227	0.528	0.377	čiulpti
suckling	0.596	0.558	0.518	žindymas
sucks	0.115	0.683	0.302	čiulpia
suction	0.460	0.593	0.526	siurbimas
sudden	0.449	0.660	0.435	staigus
suddenly	0.670	0.510	0.456	staiga
suds	0.458	0.365	0.255	putos
sue	0.219	0.731	0.679	iškelti bylą
suede	0.542	0.259	0.259	zomša
suffer	0.082	0.910	0.259	kentėti
sufferer	0.156	0.690	0.278	kenčiantis
suffering	0.020	0.719	0.235	kančia
suffice	0.643	0.326	0.504	pakakti
sufficiency	0.594	0.438	0.576	pakankamumo
sufficient	0.833	0.330	0.588	pakankamai
sufficiently	0.776	0.367	0.714	pakankamai
suffix	0.430	0.420	0.364	priesaga
suffocate	0.219	0.764	0.440	uždusinti
suffocating	0.133	0.774	0.429	dusinantis
suffocation	0.020	0.830	0.462	uždusimas
sugar	0.896	0.382	0.402	cukraus
suggest	0.573	0.471	0.517	pasiūlyti
suggestion	0.646	0.365	0.558	pasiūlymas
suggestive	0.552	0.500	0.555	įtaigus
suicidal	0.021	0.867	0.382	savižudiškas
suicide	0.030	0.873	0.429	savižudybė
suicidebombing	0.031	0.957	0.627	savižudžių sprogdinimų
suit	0.776	0.282	0.482	kostiumas
suitable	0.792	0.298	0.722	tinkamas
suitcase	0.562	0.212	0.318	lagaminas
suite	0.790	0.420	0.400	komplektas
suitor	0.708	0.639	0.546	piršlys
sulfate	0.427	0.352	0.429	sulfatas
sulfur	0.173	0.530	0.364	sieros
sulk	0.250	0.580	0.406	niurzga
sullen	0.250	0.407	0.263	paniuręs
sully	0.378	0.550	0.370	niūrus
sulphur	0.260	0.450	0.233	sieros
sultan	0.529	0.423	0.821	sultonas
sultry	0.735	0.696	0.627	tvankus
sum	0.792	0.340	0.420	suma
summarily	0.469	0.431	0.543	apibendrintai
summarize	0.590	0.323	0.471	apibendrinti
summary	0.729	0.260	0.427	santrauka
summation	0.766	0.337	0.594	sumavimas
summer	0.812	0.373	0.550	vasara
summerhouse	0.796	0.308	0.443	vasarnamis
summertime	0.837	0.500	0.455	vasaros laikas
summit	0.625	0.618	0.764	viršūnė
summon	0.521	0.560	0.664	pakviesti
summons	0.552	0.604	0.598	šaukimas
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	karteris
sumptuous	0.698	0.550	0.555	prabangus
