English Word	Valence	Arousal	Dominance	Esperanto Word
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	nuanco
tiny	0.479	0.196	0.125	eta
tip	0.708	0.221	0.518	konsileto
tipper	0.427	0.571	0.431	renversilo
tipster	0.490	0.462	0.490	informisto
tipsy	0.510	0.625	0.570	ebria
tiptoe	0.510	0.490	0.407	piedpintoj
tirade	0.378	0.587	0.532	tirado
tire	0.438	0.385	0.381	pneŭo
tired	0.125	0.317	0.191	laca
tiredness	0.387	0.408	0.242	laceco
tiredofit	0.300	0.270	0.204	tiredofit
tireless	0.657	0.750	0.645	senlaca
tiresome	0.240	0.542	0.153	laciga
tiring	0.153	0.510	0.176	laciga
tissue	0.558	0.236	0.345	histo
tistheseason	0.646	0.548	0.435	ĉi tiu sezono
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titano
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	titanio
tithe	0.507	0.276	0.385	dekonajxo
title	0.708	0.356	0.574	titolo
titled	0.677	0.240	0.658	titolita
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titulara
toad	0.302	0.452	0.196	bufo
toast	0.740	0.382	0.356	rostpano
toaster	0.542	0.337	0.387	panrostilo
toasty	0.698	0.461	0.396	rostita
tobacco	0.327	0.546	0.387	tabako
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	hodiaŭ
toddler	0.812	0.469	0.368	infaneto
toe	0.406	0.221	0.293	piedfingro
toenail	0.530	0.380	0.306	piedungo
toffee	0.658	0.510	0.396	tofo
tofu	0.521	0.330	0.283	tofuo
toga	0.698	0.393	0.373	togo
together	0.874	0.392	0.658	kune
togetherness	0.906	0.360	0.635	kuneco
toil	0.558	0.510	0.583	peni
toilet	0.490	0.290	0.233	necesejo
toils	0.480	0.710	0.482	penoj
token	0.510	0.418	0.414	ĵetono
tolerable	0.750	0.350	0.374	tolerebla
tolerance	0.875	0.206	0.649	toleremo
tolerant	0.765	0.192	0.618	tolerema
tolerate	0.724	0.430	0.588	toleri
toleration	0.776	0.442	0.727	toleremo
toll	0.296	0.422	0.453	paspago
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomato
tomatoes	0.615	0.240	0.272	tomatoj
tomb	0.112	0.500	0.343	tombo
tombstone	0.204	0.441	0.311	tomboŝtono
tomcat	0.520	0.412	0.386	tomkato
tome	0.429	0.316	0.492	al mi
tomorrow	0.792	0.377	0.407	morgaŭ
ton	0.560	0.418	0.604	tuno
tone	0.551	0.355	0.411	tono
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	teniloj
tongue	0.542	0.432	0.482	lango
tonic	0.541	0.360	0.500	toniko
tonnage	0.323	0.382	0.590	tunaro
tonsils	0.347	0.373	0.283	tonsiloj
toocold	0.420	0.550	0.379	tro malvarma
tool	0.490	0.350	0.594	ilo
toolbox	0.531	0.316	0.472	ilujo
tooling	0.510	0.406	0.634	ilaro
toomuchtodo	0.420	0.688	0.355	toouchtodo
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	dento
toothache	0.188	0.853	0.412	dentodoloro
toothbrush	0.517	0.330	0.321	dentobroso
toothed	0.449	0.394	0.352	denta
toothless	0.312	0.541	0.272	sendenta
toothpaste	0.510	0.290	0.371	dentopasto
toothpick	0.561	0.216	0.185	dentopikilo
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	supro
topaz	0.643	0.325	0.384	topazo
topic	0.520	0.276	0.427	temo
topical	0.561	0.340	0.500	topika
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografiaj
topographical	0.438	0.350	0.538	topografiaj
topography	0.469	0.357	0.506	topografio
topple	0.198	0.820	0.573	renversi
topside	0.708	0.466	0.598	supra flanko
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	torĉo
torment	0.057	0.750	0.387	turmenti
tormented	0.071	0.855	0.323	turmentita
torn	0.153	0.510	0.283	ŝirita
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	tordmomanto
torrent	0.541	0.745	0.676	torento
torrid	0.281	0.625	0.517	varmega
torsion	0.312	0.651	0.402	tordo
torso	0.408	0.394	0.473	torso
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	testudo
tortuous	0.194	0.755	0.382	turmenta
torture	0.115	0.878	0.555	torturo
tortured	0.062	0.890	0.361	torturita
toss	0.418	0.725	0.575	ĵeti
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	entute
totality	0.688	0.443	0.717	tuto
totally	0.820	0.422	0.702	tute
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totemo
touch	0.646	0.477	0.455	tuŝi
touchdown	0.667	0.770	0.586	alteriĝo
touched	0.592	0.380	0.404	tuŝita
touching	0.760	0.439	0.491	tuŝante
touchy	0.323	0.510	0.343	kortuŝa
tough	0.344	0.588	0.742	malmola
toughen	0.458	0.683	0.711	hardi
toughness	0.552	0.618	0.837	forteco
toupee	0.323	0.270	0.324	tupeo
tour	0.663	0.545	0.543	turneo
tourism	0.823	0.531	0.545	turismo
tourist	0.745	0.480	0.430	turisto
tourmaline	0.448	0.513	0.441	turmalino
tournament	0.694	0.740	0.611	turniro
tourniquet	0.335	0.521	0.398	turniketo
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	stupo
towel	0.630	0.208	0.286	mantuko
tower	0.606	0.380	0.644	turo
towering	0.500	0.690	0.806	altega
town	0.551	0.299	0.627	urbo
townhouse	0.622	0.400	0.443	urbodomo
township	0.531	0.292	0.667	urbeto
townspeople	0.677	0.466	0.569	urbanoj
toxic	0.008	0.885	0.492	venena
toxicity	0.104	0.865	0.491	tokseco
toxicology	0.302	0.736	0.574	toksologio
toxin	0.115	0.654	0.456	toksino
toy	0.878	0.420	0.275	ludilo
toymaker	0.755	0.510	0.536	ludilfaristo
trace	0.573	0.346	0.483	spuro
traceable	0.602	0.370	0.535	spurebla
tracer	0.573	0.327	0.645	spuristo
traces	0.482	0.448	0.389	spuroj
trachea	0.448	0.509	0.387	trakeo
tracing	0.418	0.591	0.565	spurante
track	0.448	0.433	0.526	trako
tracker	0.398	0.744	0.731	spuristo
tract	0.406	0.422	0.339	vojo
tractable	0.635	0.500	0.469	traktebla
traction	0.429	0.585	0.648	tirado
tractor	0.449	0.580	0.619	traktoro
trade	0.561	0.544	0.690	komerco
trademark	0.667	0.344	0.750	varmarko
trader	0.562	0.632	0.854	komercisto
tradesman	0.531	0.431	0.664	metiisto
trading	0.635	0.602	0.705	komercado
tradition	0.830	0.430	0.750	tradicio
traditional	0.677	0.221	0.604	tradicia
traffic	0.323	0.559	0.518	trafiko
traffic light	0.490	0.469	0.479	semaforo
trafficking	0.250	0.710	0.399	kontrabandado
tragedies	0.100	0.910	0.442	tragedioj
tragedy	0.052	0.843	0.340	tragedio
tragic	0.048	0.904	0.396	tragika
trail	0.600	0.322	0.455	spuron
trailer	0.541	0.490	0.473	antaŭfilmo
train	0.666	0.705	0.620	trajno
train set	0.604	0.598	0.464	vagonaro
trained	0.771	0.538	0.645	trejnita
trainee	0.627	0.408	0.352	praktikanto
trainer	0.698	0.719	0.824	trejnisto
training	0.714	0.776	0.788	trejnado
trait	0.469	0.365	0.453	trajto
traitor	0.112	0.796	0.491	perfidulo
traitorous	0.073	0.745	0.412	perfidulo
trajectory	0.653	0.558	0.779	trajektorio
tram	0.667	0.628	0.492	tramo
tramp	0.108	0.510	0.182	vagabondo
trample	0.235	0.764	0.562	treti
trampoline	0.604	0.690	0.391	trampolino
tramway	0.615	0.538	0.543	tramo
trance	0.469	0.481	0.382	tranco
tranquil	0.917	0.094	0.355	trankvila
tranquility	0.840	0.135	0.442	trankvilo
tranquilizer	0.510	0.236	0.596	trankviligilo
transact	0.521	0.625	0.680	transakti
transaction	0.650	0.577	0.579	transakcio
transatlantic	0.724	0.596	0.706	transatlantika
transceiver	0.510	0.490	0.537	transceptor
transcend	0.604	0.771	0.726	superi
transcendence	0.656	0.608	0.754	transcendeco
transcendent	0.667	0.600	0.824	transcenda
transcendental	0.635	0.652	0.842	transcenda
transcribe	0.500	0.394	0.573	transskribi
transcriber	0.490	0.420	0.615	transskribilo
transcript	0.639	0.398	0.528	transskribo
transcription	0.592	0.455	0.615	transskribo
transfer	0.702	0.490	0.519	translokigo
transference	0.592	0.294	0.551	translokigo
transferred	0.480	0.450	0.409	translokigita
transfixed	0.427	0.660	0.528	transfiksita
transform	0.735	0.667	0.696	transformi
transformation	0.796	0.618	0.770	transformo
transformer	0.582	0.582	0.723	transformilo
transfusion	0.417	0.730	0.557	transfuzo
transgression	0.158	0.890	0.611	malobeo
transient	0.510	0.405	0.430	pasema
transistor	0.480	0.480	0.444	transistoro
transit	0.439	0.590	0.588	transito
transition	0.605	0.561	0.558	transiro
transitional	0.573	0.472	0.491	transira
transitive	0.479	0.377	0.414	transitiva
transitory	0.438	0.450	0.407	transira
translate	0.604	0.423	0.462	traduki
translation	0.633	0.435	0.598	traduko
translator	0.760	0.412	0.473	tradukisto
translocation	0.367	0.612	0.564	translokigo
translucent	0.600	0.500	0.389	diafana
transmission	0.688	0.490	0.611	transdono
transmit	0.836	0.581	0.673	transdoni
transmitter	0.520	0.511	0.719	dissendilo
transmutation	0.438	0.740	0.737	transmutacio
transom	0.375	0.385	0.417	transo
transparency	0.847	0.260	0.587	travidebleco
transparent	0.542	0.330	0.667	travidebla
transplant	0.445	0.806	0.620	transplantas
transplantation	0.531	0.694	0.610	transplantado
transponder	0.564	0.575	0.565	transpondilo
transport	0.613	0.627	0.605	transporto
transportation	0.667	0.560	0.472	transportado
transporter	0.615	0.625	0.750	transportilo
transpose	0.440	0.585	0.467	transponi
transposition	0.312	0.451	0.555	transpono
transsexual	0.264	0.815	0.423	transseksema
transverse	0.429	0.429	0.525	transversa
transvestite	0.270	0.675	0.373	transvestito
trap	0.104	0.610	0.391	kaptilo
trapdoor	0.094	0.670	0.462	klappordo
trapeze	0.542	0.625	0.566	trapezo
trapped	0.135	0.615	0.380	kaptita
trapper	0.296	0.654	0.491	kaptisto
trapping	0.333	0.621	0.491	kaptado
trappings	0.458	0.462	0.370	kaptiloj
traps	0.235	0.673	0.481	kaptiloj
trash	0.163	0.541	0.154	rubujo
trashy	0.071	0.380	0.161	rubo
trauma	0.112	0.792	0.453	traŭmato
traumatic	0.062	0.885	0.427	traŭmata
travail	0.500	0.677	0.620	laboro
travel	0.931	0.689	0.535	vojaĝi
traveler	0.837	0.571	0.700	vojaĝanto
traveling	0.900	0.750	0.582	vojaĝante
traverse	0.571	0.590	0.629	kruci
travesty	0.354	0.644	0.407	parodia
trawl	0.255	0.590	0.464	trolilo
trawler	0.316	0.430	0.405	trolŝipo
tray	0.549	0.250	0.345	pleto
treacherous	0.112	0.815	0.402	perfida
treachery	0.104	0.852	0.448	perfido
tread	0.510	0.520	0.426	treti
treadmill	0.459	0.636	0.436	tretmuelejo
treason	0.094	0.806	0.552	perfido
treasure	0.927	0.592	0.821	trezoro
treasured	0.849	0.471	0.730	trezorita
treasurer	0.694	0.456	0.755	kasisto
treasures	0.867	0.771	0.842	trezoroj
treasury	0.812	0.541	0.736	trezorejo
treat	0.573	0.571	0.436	trakti
treatable	0.780	0.302	0.560	kuracebla
treatise	0.604	0.407	0.613	traktato
treatment	0.663	0.386	0.620	traktado
treaty	0.646	0.382	0.667	Traktato
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	arbo
trees	0.653	0.137	0.537	arboj
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	trellison
tremble	0.177	0.878	0.388	tremi
trembling	0.177	0.824	0.324	tremante
tremendous	0.600	0.888	0.773	terura
tremendously	0.719	0.722	0.661	terure
tremor	0.104	0.833	0.455	tremo
trench	0.429	0.760	0.429	tranĉeo
trend	0.625	0.458	0.706	tendenco
trending	0.750	0.472	0.600	tendenca
trendy	0.713	0.520	0.536	laŭmoda
trepidation	0.582	0.594	0.464	maltrankvilo
trespass	0.229	0.670	0.613	misfaro
triad	0.469	0.413	0.528	triado
triage	0.398	0.433	0.479	triado
trial	0.438	0.663	0.612	provo
triangle	0.562	0.269	0.352	triangulo
triangular	0.430	0.320	0.397	triangula
triangulate	0.408	0.380	0.517	trianguli
triathlon	0.521	0.853	0.663	triatlono
tribal	0.417	0.404	0.482	triba
tribe	0.664	0.486	0.516	tribo
tribulation	0.448	0.612	0.484	aflikto
tribunal	0.410	0.670	0.797	tribunalo
tribune	0.610	0.585	0.556	tribuno
tributary	0.615	0.463	0.616	alfluanto
tribute	0.684	0.573	0.700	tributo
trick	0.542	0.700	0.409	ruzo
trickery	0.146	0.798	0.336	trompo
trickle	0.500	0.196	0.231	flui
trickster	0.375	0.680	0.446	trompisto
tricky	0.219	0.651	0.500	delikata
tricycle	0.633	0.402	0.368	triciklo
trident	0.403	0.606	0.609	tridento
trifle	0.271	0.296	0.221	bagatelo
trifling	0.375	0.418	0.183	bagatela
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	ellasilon
trigonometry	0.396	0.400	0.616	trigonometrio
trillion	0.592	0.420	0.623	triliono
trilogy	0.615	0.520	0.664	trilogio
trim	0.500	0.466	0.430	trim
trimester	0.783	0.336	0.538	trimonato
trimmer	0.260	0.548	0.529	tondilo
trimming	0.500	0.478	0.325	tondado
trine	0.396	0.365	0.317	trigono
trinity	0.635	0.346	0.660	triunuo
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	triopo
trip	0.875	0.643	0.538	vojaĝo
tripartite	0.500	0.480	0.539	triparta
tripe	0.312	0.361	0.438	tripo
triple	0.585	0.385	0.481	triobla
triplet	0.622	0.510	0.618	triopo
triplicate	0.684	0.545	0.717	triobla
tripod	0.406	0.388	0.483	tripiedo
tripping	0.276	0.594	0.293	stumblante
trite	0.458	0.418	0.290	banala
tritium	0.412	0.471	0.422	tricio
triumph	0.969	0.798	0.926	triumfo
triumphant	0.949	0.837	0.972	triumfa
trivia	0.690	0.490	0.473	bagateloj
trivial	0.406	0.387	0.337	bagatela
troll	0.378	0.627	0.327	trolo
trolley	0.562	0.558	0.464	troleo
trombone	0.562	0.500	0.500	trombono
troop	0.375	0.696	0.750	trupo
trooper	0.458	0.694	0.713	soldato
troops	0.385	0.718	0.804	soldatoj
trophy	0.947	0.643	0.676	Trofeo
tropic	0.740	0.529	0.536	tropiko
tropical	0.740	0.461	0.509	tropika
tropics	0.740	0.383	0.412	tropikoj
trot	0.531	0.664	0.396	troti
trouble	0.135	0.811	0.452	problemo
troubled	0.167	0.627	0.385	maltrankvila
troublemaker	0.260	0.900	0.596	konfliktiganto
troubles	0.051	0.854	0.269	problemoj
troublesome	0.283	0.894	0.404	ĝena
trough	0.500	0.308	0.340	trogo
troupe	0.625	0.406	0.557	trupo
trousers	0.625	0.314	0.442	pantalono
trout	0.516	0.387	0.298	trutoj
trowel	0.470	0.418	0.250	truo
truce	0.688	0.441	0.453	paŭzo
truck	0.531	0.368	0.546	kamiono
trucker	0.494	0.609	0.500	kamionisto
truckload	0.480	0.450	0.534	kamionŝarĝo
truculent	0.210	0.731	0.498	truculenta
true	0.896	0.436	0.777	vera
truelove	0.860	0.600	0.587	vera amo
truffle	0.677	0.323	0.418	trufo
truism	0.521	0.422	0.480	truismo
trump	0.640	0.716	0.898	atuto
trumpet	0.573	0.570	0.393	trumpeto
trumpeter	0.673	0.600	0.676	trumpetisto
truncate	0.323	0.600	0.412	detranĉi
truncated	0.316	0.602	0.439	detranĉita
trundle	0.507	0.270	0.414	trundelo
trunk	0.271	0.167	0.404	trunko
truss	0.521	0.482	0.569	herniobandaĝo
trust	0.888	0.547	0.741	konfidi
trustee	0.531	0.442	0.658	kuratoro
trusting	0.857	0.508	0.750	fidante
trustworthy	0.969	0.315	0.824	fidinda
trusty	0.863	0.398	0.696	fidinda
truth	0.971	0.400	0.685	vero
truthful	0.708	0.467	0.807	verema
truthfulness	0.920	0.549	0.808	vereco
try	0.604	0.551	0.556	provu
tryout	0.459	0.539	0.472	provi
tryouts	0.490	0.602	0.594	provoj
tsunami	0.042	0.944	0.684	cunamo
tub	0.449	0.235	0.265	kuvo
tuba	0.542	0.402	0.381	tubjo
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tubo
tuberculosis	0.214	0.519	0.424	tuberkulozo
tubing	0.438	0.363	0.358	tubingo
tubular	0.458	0.361	0.464	tubforma
tubule	0.500	0.330	0.333	tubulo
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	mardon
tufted	0.500	0.510	0.406	tufa
tug	0.320	0.604	0.558	tiro
tugboat	0.271	0.510	0.652	trenŝipo
tuition	0.531	0.372	0.436	instruado
tulip	0.730	0.189	0.356	tulipo
tumble	0.276	0.556	0.272	fali
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	ventro
tumor	0.102	0.664	0.324	tumoro
tumour	0.092	0.627	0.464	tumoro
tumult	0.271	0.640	0.636	tumulto
tumultuous	0.208	0.622	0.590	tumulta
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tinuso
tunable	0.510	0.364	0.582	agordebla
tune	0.708	0.479	0.426	melodio
tunic	0.531	0.248	0.391	tuniko
tuning	0.719	0.390	0.635	agordado
tunnel	0.312	0.490	0.412	tunelo
turban	0.469	0.386	0.426	turbano
turbidity	0.184	0.607	0.393	malklareco
turbine	0.520	0.549	0.575	turbino
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbuleco
turbulent	0.302	0.792	0.612	turbula
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	gazono
turkey	0.634	0.245	0.247	meleagro
turmeric	0.542	0.316	0.312	kurkumo
turmoil	0.198	0.888	0.417	tumulto
turn	0.531	0.398	0.482	turni
turnaround	0.560	0.654	0.407	turniĝo
turned	0.630	0.538	0.583	turniĝis
turning	0.510	0.684	0.420	turnante
turnip	0.561	0.183	0.254	rapo
turnkey	0.531	0.382	0.427	manŝlosilo
turnoff	0.312	0.560	0.327	Malŝalti
turnout	0.641	0.692	0.898	partopreno
turnover	0.490	0.392	0.512	spezo
turnpike	0.459	0.434	0.462	pagŝoseo
turntable	0.531	0.455	0.406	disktelero
turpentine	0.320	0.539	0.571	terebinto
turquoise	0.786	0.226	0.357	turkiso
turret	0.494	0.500	0.588	tureto
turtle	0.291	0.102	0.271	testudo
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	interbatiĝo
tutelage	0.393	0.442	0.609	kuratoreco
tutor	0.750	0.346	0.826	tutoro
tutoring	0.663	0.402	0.702	instruado
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smokingo
tv	0.622	0.380	0.393	televido
twain	0.541	0.255	0.370	du
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twatoj
tweak	0.440	0.462	0.452	ĝustigi
tweed	0.510	0.440	0.412	tvido
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	pinĉiloj
twelfth	0.521	0.292	0.527	dekdua
twelve	0.490	0.298	0.412	dek du
twentieth	0.469	0.297	0.346	dudeka
twenty	0.520	0.292	0.286	dudek
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	branĉeto
twilight	0.622	0.341	0.633	krepusko
twill	0.449	0.415	0.353	krepusko
twin	0.688	0.363	0.453	ĝemelo
twine	0.521	0.380	0.337	ŝnuro
twinge	0.316	0.720	0.471	piki
twinkle	0.719	0.724	0.610	brili
twins	0.760	0.473	0.602	ĝemeloj
twirl	0.552	0.647	0.409	turni
twist	0.375	0.469	0.337	tordi
twisted	0.071	0.736	0.311	tordita
twister	0.330	0.680	0.647	tordilo
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	tiriĝi
twitching	0.292	0.700	0.482	ektremanta
twitchy	0.094	0.918	0.281	twinchy
two	0.520	0.200	0.404	du
two step	0.583	0.314	0.327	du paŝoj
twofaced	0.387	0.620	0.384	duvizaĝa
twofold	0.573	0.333	0.551	duoble
twosome	0.583	0.544	0.500	duopo
tycoon	0.682	0.596	0.867	magnato
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	tajpu
typewriter	0.542	0.373	0.418	skribmaŝino
typhoid	0.265	0.458	0.401	tifo
typhoon	0.323	0.796	0.697	tajfuno
typical	0.635	0.206	0.426	tipa
typically	0.569	0.377	0.559	tipe
typist	0.551	0.559	0.528	tajpisto
typo	0.224	0.415	0.255	tajperaro
typography	0.480	0.334	0.574	tipografio
tyrannical	0.167	0.860	0.731	tirana
tyranny	0.112	0.792	0.705	tiraneco
tyrant	0.115	0.850	0.683	tirano
tyre	0.480	0.358	0.407	pneŭo
ubiquitous	0.635	0.571	0.884	ĉiea
ubiquity	0.578	0.490	0.595	ĉieo
ugliness	0.094	0.407	0.267	malbeleco
ugly	0.167	0.630	0.254	malbela
uhoh	0.320	0.622	0.284	uhoh
ukulele	0.513	0.358	0.365	ukulelo
ulcer	0.286	0.596	0.377	ulcero
ulterior	0.375	0.509	0.490	ulterior
ultimate	0.648	0.645	0.544	finfina
ultimately	0.385	0.480	0.558	finfine
ultimatum	0.219	0.855	0.837	ultimato
ultimo	0.375	0.363	0.300	lasta
ultrasound	0.573	0.594	0.600	ultrasono
ultraviolet	0.604	0.448	0.673	ultraviola
umbilical	0.398	0.406	0.333	umbilika
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	ombrelo
umpire	0.520	0.592	0.755	arbitraciisto
umpteen	0.510	0.460	0.611	multenombra
unabashed	0.292	0.614	0.488	senhonta
unabated	0.532	0.420	0.466	senhalte
unable	0.132	0.459	0.193	nekapabla
unacceptable	0.133	0.479	0.330	neakceptebla
unaccompanied	0.292	0.376	0.297	neakompanata
unaccountable	0.180	0.600	0.543	nerespondebla
unaccounted	0.410	0.338	0.361	nekalkulita
unacknowledged	0.240	0.269	0.116	neagnoskita
unadulterated	0.570	0.420	0.528	nefalsita
unaffected	0.542	0.265	0.571	netuŝita
unafraid	0.500	0.520	0.655	netima
unaided	0.290	0.410	0.336	senhelpe
unaltered	0.571	0.269	0.598	neŝanĝita
unambiguous	0.406	0.390	0.578	malambigua
unanimity	0.490	0.407	0.706	unuanimeco
unanimous	0.656	0.380	0.682	unuanime
unanimously	0.686	0.333	0.738	unuanime
unannounced	0.240	0.588	0.291	neanoncita
unanswered	0.276	0.361	0.219	nerespondita
unanticipated	0.255	0.775	0.327	neantaŭvidite
unappreciated	0.143	0.431	0.209	neapreciata
unapproved	0.184	0.471	0.254	neaprobita
unarmed	0.427	0.420	0.241	senarmaj
unassisted	0.302	0.320	0.211	senhelpa
unassuming	0.490	0.230	0.471	modesta
unattached	0.192	0.439	0.283	nealigita
unattainable	0.220	0.635	0.571	neatingebla
unattended	0.255	0.400	0.167	neatendita
unattractive	0.177	0.307	0.208	nealloga
unauthorized	0.260	0.448	0.259	nerajtigita
unavailable	0.323	0.281	0.159	nedisponebla
unavoidable	0.350	0.580	0.445	neevitebla
unaware	0.208	0.355	0.310	nekonscia
unbalanced	0.302	0.596	0.343	malekvilibra
unbearable	0.125	0.798	0.447	neeltenebla
unbeatable	0.735	0.719	0.681	nevenkebla
unbeaten	0.854	0.760	0.828	nevenkita
unbecoming	0.123	0.471	0.288	malkonvena
unbelief	0.265	0.582	0.407	nekredemo
unbelievable	0.771	0.790	0.717	nekredebla
unbiased	0.625	0.378	0.618	nepartia
unborn	0.312	0.300	0.216	nenaskita
unbound	0.354	0.402	0.283	malligita
unbounded	0.646	0.600	0.736	nelimigita
unbreakable	0.653	0.573	0.759	nerompebla
unbridled	0.396	0.759	0.448	senbrida
unbroken	0.550	0.224	0.602	nerompita
unbutton	0.479	0.539	0.311	malbutonu
uncalled	0.344	0.294	0.222	nenomita
uncanny	0.469	0.461	0.430	stranga
uncaring	0.177	0.245	0.321	nezorgema
uncensured	0.438	0.649	0.509	necenzurita
uncertain	0.363	0.500	0.164	malcerta
uncertainty	0.064	0.494	0.282	necerteco
unchallenged	0.552	0.394	0.545	nekontestata
unchangeable	0.375	0.442	0.709	neŝanĝebla
unchanged	0.490	0.204	0.237	senŝanĝe
uncharted	0.188	0.406	0.413	neesplorita
uncherished	0.250	0.412	0.280	neamata
uncivilized	0.133	0.600	0.400	necivilizita
unclaimed	0.316	0.346	0.278	nereklamita
uncle	0.653	0.255	0.578	onklo
unclean	0.133	0.529	0.134	malpura
unclear	0.229	0.463	0.202	neklara
uncomfortable	0.188	0.610	0.214	malkomforta
uncommon	0.459	0.429	0.373	nekutima
uncommonly	0.626	0.490	0.778	nekutime
uncomplicated	0.740	0.260	0.453	senkomplika
uncompromising	0.320	0.531	0.613	senkompromisa
unconcerned	0.562	0.283	0.298	nekoncernita
unconditional	0.760	0.493	0.715	senkondiĉa
unconfirmed	0.334	0.321	0.339	nekonfirmita
unconnected	0.188	0.265	0.213	nekonektita
unconscionable	0.208	0.618	0.429	senkonscia
unconscious	0.240	0.356	0.195	senkonscia
unconsciousness	0.177	0.440	0.121	senkonscio
unconstitutional	0.230	0.588	0.491	kontraŭkonstitucia
unconstrained	0.653	0.640	0.635	nelimigita
uncontested	0.510	0.471	0.689	nekontestata
uncontrollable	0.265	0.790	0.626	neregebla
uncontrolled	0.188	0.891	0.544	nekontrolita
unconventional	0.177	0.509	0.288	nekonvencia
unconvinced	0.409	0.458	0.228	nekonvinkitaj
unconvincing	0.190	0.532	0.144	malkonvinka
uncooked	0.312	0.321	0.241	nekuirita
uncooperative	0.250	0.422	0.246	nekunlaborema
uncorrelated	0.333	0.327	0.316	senrilataj
uncouth	0.080	0.761	0.350	malmulta
uncover	0.771	0.552	0.648	malkovri
uncritical	0.480	0.367	0.412	senkritika
uncut	0.448	0.422	0.278	netranĉita
undead	0.367	0.635	0.406	malmorta
undecided	0.286	0.433	0.127	nedecidita
undefeated	0.833	0.752	0.825	nevenkita
undefined	0.260	0.418	0.350	nedifinita
undeniable	0.552	0.473	0.778	nekontestebla
underage	0.469	0.461	0.300	neplenaĝa
underbelly	0.406	0.423	0.361	subventro
undercover	0.388	0.627	0.483	inkognita
undercurrent	0.357	0.582	0.520	subfluo
underdog	0.250	0.410	0.226	subulo
underestimate	0.413	0.464	0.193	subtaksi
undergo	0.398	0.554	0.339	suferi
undergraduate	0.583	0.500	0.559	studento
underground	0.396	0.455	0.452	subtera
underhanded	0.188	0.415	0.527	submane
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	subestas
underline	0.480	0.412	0.509	substreki
underlying	0.480	0.445	0.452	subesta
undermine	0.316	0.491	0.413	subfosi
undermined	0.365	0.409	0.394	subfosita
underneath	0.450	0.265	0.158	malsupre
underpaid	0.146	0.413	0.209	subpagita
underpants	0.448	0.473	0.276	kalsonojn
underprivileged	0.167	0.449	0.172	malriĉaj
underrated	0.208	0.520	0.333	subtaksita
underscore	0.375	0.275	0.306	substreki
undersea	0.545	0.490	0.425	submaro
undersecretary	0.459	0.377	0.594	subsekretario
undersized	0.316	0.425	0.298	subgranda
understaffed	0.148	0.444	0.302	nesufiĉaj
understand	0.760	0.374	0.643	kompreni
understandable	0.776	0.363	0.566	komprenebla
understanding	0.865	0.304	0.689	kompreno
understatement	0.347	0.480	0.473	subkompreno
understood	0.780	0.441	0.686	komprenis
understudy	0.378	0.402	0.420	substudanto
