English Word	Valence	Arousal	Dominance	Croatian Word
reins	0.480	0.448	0.545	uzde
reinstall	0.458	0.500	0.745	ponovno instalirati
reinstate	0.760	0.551	0.596	ponovno uspostaviti
reinstatement	0.729	0.521	0.707	ponovno uspostavljanje
reinvest	0.570	0.627	0.763	reinvestirati
reinvestment	0.582	0.622	0.782	ponovno ulaganje
reiterate	0.422	0.451	0.655	ponoviti
reject	0.060	0.647	0.370	odbiti
rejected	0.102	0.480	0.250	odbijena
rejection	0.080	0.704	0.330	odbijanje
rejects	0.083	0.637	0.422	odbija
rejoice	0.827	0.650	0.698	veseliti se
rejoicing	0.811	0.637	0.592	radost
rejoin	0.655	0.548	0.556	ponovno se pridružiti
rejuvenate	0.776	0.588	0.767	pomladiti se
rejuvenated	0.809	0.673	0.700	pomlađen
rekindle	0.656	0.520	0.788	ponovo zapaliti
relapse	0.173	0.460	0.303	recidiv
relate	0.653	0.500	0.623	odnositi se
related	0.677	0.365	0.519	srodni
relation	0.857	0.604	0.625	odnos
relationship	0.867	0.566	0.589	odnos
relative	0.500	0.378	0.386	relativna
relativity	0.594	0.393	0.615	relativnost
relax	0.927	0.250	0.375	opustiti
relaxant	0.878	0.087	0.357	relaksant
relaxation	0.873	0.161	0.381	opuštanje
relaxed	0.865	0.090	0.382	opušten
relaxing	0.854	0.157	0.475	opuštajuće
relay	0.738	0.542	0.543	relej
release	0.740	0.606	0.741	osloboditi
released	0.844	0.490	0.651	pušten na slobodu
relegation	0.375	0.500	0.434	ispadanje
relentless	0.333	0.713	0.904	neumoljiv
relevance	0.710	0.599	0.791	relevantnost
relevancy	0.724	0.481	0.673	relevantnost
relevant	0.719	0.608	0.764	relevantan
reliability	0.917	0.380	0.696	pouzdanost
reliable	0.912	0.241	0.875	pouzdan
reliance	0.844	0.431	0.853	oslanjanje
relic	0.646	0.452	0.591	relikvija
relics	0.719	0.580	0.579	relikvije
relief	0.844	0.278	0.481	olakšanje
relieve	0.813	0.183	0.536	osloboditi
relieved	0.896	0.314	0.391	laknulo
relieving	0.740	0.255	0.455	olakšavajući
relight	0.560	0.588	0.519	ponovno osvijetliti
religion	0.646	0.320	0.755	religija
religious	0.740	0.238	0.696	religijski
relinquish	0.265	0.606	0.286	odreći se
relish	0.854	0.610	0.632	slast
relive	0.750	0.650	0.693	ponovno proživjeti
reload	0.562	0.611	0.571	ponovno učitati
relocate	0.500	0.594	0.640	preseliti se
relocation	0.396	0.500	0.475	preseljenje
reluctance	0.240	0.606	0.373	nevoljkost
reluctant	0.292	0.630	0.432	nevoljko
rely	0.812	0.429	0.616	osloniti
remain	0.709	0.365	0.731	ostati
remainder	0.398	0.357	0.324	ostatak
remaining	0.449	0.290	0.296	preostalih
remains	0.610	0.240	0.565	ostaci
remake	0.583	0.488	0.642	remake
remand	0.245	0.446	0.318	istražni zatvor
remark	0.561	0.325	0.716	napomena
remarkable	0.880	0.573	0.720	izvanredan
remarkably	0.688	0.618	0.868	izvanredno
remarry	0.653	0.791	0.540	ponovno se udati
rematch	0.469	0.798	0.627	revanš
remedial	0.369	0.418	0.509	popravni
remedy	0.625	0.283	0.491	lijek
remember	0.776	0.422	0.454	zapamtiti
remembered	0.916	0.333	0.588	zapamtio
remembering	0.535	0.386	0.509	sjećajući se
remembrance	0.812	0.250	0.519	sjećanje
remind	0.721	0.415	0.563	podsjetiti
reminder	0.552	0.423	0.589	podsjetnik
reminisce	0.903	0.490	0.363	pričati uspomene
reminiscent	0.500	0.481	0.611	podsjećajući
reminiscing	0.688	0.431	0.418	prisjećajući se
remiss	0.190	0.650	0.325	nemaran
remission	0.418	0.330	0.518	remisija
remit	0.510	0.509	0.473	doznačiti
remittance	0.684	0.479	0.454	doznaka
remnant	0.367	0.312	0.388	ostatak
remodel	0.604	0.647	0.693	preurediti
remorse	0.103	0.673	0.377	kajanje
remorseful	0.347	0.429	0.250	kajući se
remote	0.458	0.333	0.477	daljinski
remoteness	0.323	0.510	0.339	udaljenost
removal	0.245	0.540	0.368	uklanjanje
remove	0.292	0.539	0.472	ukloniti
remover	0.337	0.443	0.526	odstranjivač
remuneration	0.792	0.760	0.607	naknada
renaissance	0.771	0.670	0.767	renesanse
renal	0.300	0.480	0.415	bubrežni
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	iskidati
render	0.541	0.395	0.448	prikazati
rendering	0.531	0.434	0.667	prikazivanje
rendezvous	0.750	0.490	0.658	sastanak
rendition	0.417	0.360	0.398	izvođenje
renegade	0.140	0.640	0.509	otpadnik
renegotiate	0.580	0.702	0.708	ponovno pregovarati
renew	0.868	0.481	0.713	obnoviti
renewal	0.770	0.710	0.672	obnova
renounce	0.156	0.490	0.552	odreći se
renovate	0.878	0.549	0.755	obnoviti
renovated	0.783	0.406	0.657	renoviran
renovation	0.816	0.590	0.779	obnova
renown	0.693	0.475	0.693	ugled
renowned	0.844	0.481	0.697	renomirani
rent	0.344	0.429	0.446	najam
rental	0.510	0.370	0.308	iznajmljivanje
renter	0.590	0.301	0.371	iznajmljivač
renunciation	0.260	0.578	0.336	odricanje
reopen	0.656	0.528	0.568	ponovo otvoriti
reorganization	0.622	0.587	0.754	reorganizacija
reorganize	0.667	0.590	0.722	reorganizirati
rep	0.520	0.510	0.640	predstavnik
repaint	0.622	0.382	0.308	prefarbati
repair	0.583	0.460	0.589	popravak
repairman	0.582	0.426	0.707	serviser
reparation	0.531	0.615	0.732	reparacija
repay	0.469	0.632	0.592	otplaćivati
repayment	0.479	0.490	0.474	otplata
repeal	0.260	0.480	0.482	ukidanje
repeat	0.490	0.529	0.552	ponoviti
repeated	0.429	0.472	0.314	ponovljeno
repeatedly	0.479	0.575	0.500	više puta
repeater	0.479	0.426	0.430	repetitor
repel	0.224	0.620	0.441	otjerati
repellant	0.292	0.620	0.426	repelent
repellent	0.286	0.500	0.491	odbijajući
repelling	0.184	0.633	0.429	odbijajući
repent	0.449	0.422	0.386	pokajati se
repentance	0.417	0.604	0.324	pokajanje
repentant	0.326	0.500	0.200	pokajnički
repertoire	0.633	0.594	0.667	repertoar
repertory	0.562	0.473	0.528	repertoar
repetition	0.375	0.519	0.396	ponavljanje
repetitive	0.320	0.438	0.362	koji se ponavlja
rephrase	0.547	0.451	0.549	preformulirati
replace	0.417	0.520	0.500	zamijeniti
replacement	0.385	0.519	0.500	zamjena
replay	0.612	0.522	0.761	ponavljanje
replenish	0.615	0.336	0.689	napuniti
replete	0.552	0.497	0.670	napunjen
replica	0.480	0.520	0.493	replika
replicate	0.480	0.630	0.585	ponoviti
replication	0.342	0.618	0.510	replikacija
reply	0.762	0.290	0.596	odgovor
report	0.583	0.444	0.575	izvješće
reported	0.418	0.442	0.567	prijavio
reporter	0.531	0.550	0.604	reporter
repose	0.469	0.100	0.330	odmoriti se
reposition	0.408	0.529	0.509	ponovno postavljanje
repository	0.406	0.396	0.500	spremište
repossess	0.418	0.667	0.552	vratiti u posjed
reprehensible	0.316	0.569	0.351	prijekorno
represent	0.781	0.433	0.861	predstavljati
representation	0.677	0.542	0.750	reprezentacija
representative	0.704	0.366	0.694	predstavnik
represented	0.724	0.444	0.688	zastupljeni
representing	0.796	0.464	0.833	predstavljanje
repress	0.208	0.612	0.536	potisnuti
repressed	0.188	0.337	0.311	potisnut
repression	0.214	0.764	0.481	potiskivanje
reprieve	0.531	0.471	0.574	odgoditi
reprimand	0.153	0.528	0.465	ukor
reprint	0.510	0.449	0.527	pretisak
reprisal	0.125	0.788	0.545	odmazda
reprise	0.459	0.500	0.464	repriza
reproach	0.240	0.755	0.384	prijekor
reproduce	0.823	0.622	0.760	reproducirati
reproduction	0.800	0.736	0.713	reprodukcija
reproductive	0.770	0.604	0.856	reproduktivni
reprogram	0.519	0.404	0.557	reprogramirati
reptile	0.350	0.566	0.365	gmaz
republic	0.635	0.340	0.830	republika
republican	0.398	0.551	0.664	republikanac
repudiation	0.167	0.686	0.274	odbacivanje
repugnance	0.062	0.684	0.425	odvratnost
repugnant	0.061	0.735	0.453	odvratan
repulsion	0.247	0.673	0.353	odbijanje
repulsive	0.146	0.775	0.425	odbojan
repurchase	0.531	0.592	0.557	otkup
reputable	0.781	0.462	0.919	ugledan
reputation	0.740	0.542	0.721	ugled
repute	0.729	0.500	0.702	ugled
reputed	0.439	0.528	0.627	pretpostavljen
request	0.625	0.471	0.618	zahtjev
requiem	0.475	0.382	0.426	rekvijem
require	0.398	0.439	0.560	zahtijevati
required	0.583	0.509	0.700	potreban
requirement	0.510	0.439	0.728	zahtjev
requisite	0.448	0.363	0.609	potreban
requisition	0.478	0.510	0.649	rekvizicija
reread	0.448	0.377	0.492	ponovno pročitati
reroute	0.540	0.598	0.598	preusmjeriti
rerun	0.333	0.620	0.529	repriza
reschedule	0.438	0.422	0.537	ponovno rasporediti
rescind	0.347	0.380	0.391	ukinuti
rescission	0.333	0.529	0.360	poništenje
rescue	0.806	0.926	0.850	spasiti
research	0.633	0.663	0.741	istraživanje
researcher	0.569	0.510	0.857	istraživač
resection	0.375	0.482	0.500	resekcija
resemblance	0.743	0.216	0.570	sličnost
resemble	0.602	0.388	0.463	sličiti
resembling	0.592	0.250	0.529	nalik
resent	0.073	0.553	0.163	vrijeđati
resentful	0.120	0.608	0.324	uvrijeđen
resentment	0.163	0.745	0.528	zamjeranje
reservation	0.688	0.343	0.561	rezervacija
reserve	0.585	0.289	0.589	pričuva
reserved	0.594	0.316	0.583	Rezervirano
reserves	0.653	0.363	0.520	rezerve
reservoir	0.531	0.276	0.462	rezervoar
reset	0.490	0.450	0.574	resetirati
reside	0.451	0.440	0.455	prebivati
residence	0.615	0.382	0.585	boravište
residences	0.618	0.418	0.509	boravišta
residency	0.694	0.357	0.679	prebivalište
resident	0.592	0.327	0.500	Rezidencija
residential	0.720	0.210	0.589	stambeni
residual	0.448	0.288	0.327	rezidualni
residue	0.354	0.330	0.183	talog
resign	0.250	0.543	0.273	dati ostavku
resignation	0.145	0.392	0.310	rezignacija
resigned	0.240	0.170	0.268	dao ostavku
resilience	0.531	0.440	0.667	elastičnost
resilient	0.542	0.540	0.801	otporan
resin	0.284	0.308	0.400	smola
resist	0.414	0.676	0.651	odoljeti
resistance	0.427	0.694	0.796	otpornost
resistant	0.592	0.585	0.815	otporan
resisting	0.408	0.776	0.789	opirući se
resistive	0.396	0.519	0.651	otporan
resolute	0.771	0.510	0.712	odlučan
resolutely	0.714	0.453	0.805	odlučno
resolution	0.780	0.550	0.745	rezolucija
resolve	0.710	0.472	0.750	odlučnost
resolved	0.735	0.357	0.683	riješeno
resonance	0.541	0.426	0.629	rezonancija
resonant	0.542	0.633	0.663	rezonantna
resonate	0.582	0.610	0.644	rezonirati
resonator	0.469	0.608	0.519	rezonator
resort	0.573	0.441	0.632	pribjeći
resounding	0.490	0.708	0.596	odjekujući
resource	0.740	0.357	0.749	resurs
resourceful	0.906	0.704	0.886	snalažljiv
resources	0.604	0.348	0.627	resursi
respect	0.927	0.344	0.758	poštovanje
respectability	0.875	0.407	0.912	uglednost
respectable	0.850	0.350	0.889	ugledan
respected	0.908	0.441	0.853	poštovani
respectful	0.951	0.386	0.814	pun poštovanja
respecting	0.837	0.321	0.720	poštujući
respective	0.625	0.413	0.721	dotični
respects	0.840	0.387	0.824	poštovanje
respiration	0.760	0.377	0.669	disanje
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	dišni
respite	0.600	0.373	0.420	predah
resplendent	0.905	0.673	0.755	sjajan
respond	0.573	0.435	0.594	odgovoriti
respondent	0.449	0.455	0.480	ispitanik
response	0.615	0.500	0.472	odgovor
responsibility	0.760	0.500	0.852	odgovornost
responsible	0.837	0.527	0.833	odgovoran
responsive	0.816	0.569	0.573	uzvratni
rest	0.907	0.167	0.300	odmor
restart	0.531	0.519	0.554	ponovno pokretanje
restaurant	0.847	0.406	0.500	restoran
rested	0.792	0.235	0.462	odmorio se
restful	0.781	0.116	0.413	miran
restitution	0.583	0.542	0.643	restitucija
restless	0.219	0.810	0.304	bez odmora
restlessness	0.083	0.794	0.397	nemir
restock	0.510	0.538	0.645	obnoviti zalihu
restoration	0.755	0.426	0.734	obnova
restorative	0.633	0.510	0.703	obnoviteljski
restore	0.765	0.490	0.625	vratiti
restored	0.892	0.410	0.728	obnovljena
restoring	0.820	0.490	0.783	obnavljajući
restrain	0.134	0.696	0.434	obuzdati
restrained	0.354	0.590	0.509	suzdržano
restraining	0.296	0.702	0.672	obuzdavanje
restraint	0.167	0.618	0.520	obuzdavanje
restrict	0.115	0.539	0.577	ograničiti
restricted	0.276	0.500	0.407	ograničen
restriction	0.130	0.590	0.569	ograničenje
restrictive	0.215	0.596	0.500	ograničavajuće
restroom	0.653	0.279	0.267	zahod
result	0.812	0.490	0.652	proizlaziti
resultant	0.670	0.441	0.637	rezultanta
resume	0.573	0.411	0.586	nastaviti
resumption	0.637	0.528	0.653	nastavak
resurrect	0.781	0.725	0.817	uskrsnuti
resurrection	0.708	0.740	0.759	uskrsnuće
resuscitate	0.531	0.696	0.818	oživjeti
resuscitation	0.753	0.768	0.795	reanimacija
retail	0.510	0.353	0.411	maloprodaja
retailer	0.708	0.439	0.595	trgovac
retain	0.367	0.451	0.630	zadržati
retainer	0.396	0.422	0.356	držač
retaining	0.417	0.559	0.632	zadržavanje
retake	0.616	0.471	0.591	ponovno polagati
retaliate	0.111	0.812	0.595	uzvratiti
retaliation	0.156	0.812	0.491	osveta
retaliatory	0.194	0.865	0.598	uzvratni
retard	0.194	0.347	0.222	usporiti
retardation	0.125	0.360	0.155	retardacija
retarded	0.302	0.462	0.161	retardiran
retards	0.362	0.434	0.218	retardirani
retention	0.344	0.490	0.558	zadržavanje
retentive	0.439	0.482	0.491	zadržavajući
rethink	0.480	0.423	0.583	promisliti
reticent	0.396	0.519	0.500	suzdržan
retina	0.490	0.255	0.342	Mrežnica
retinal	0.531	0.343	0.475	retinalnog
retire	0.398	0.392	0.186	otići u mirovinu
retired	0.270	0.259	0.301	u mirovini
retirement	0.250	0.324	0.255	odlazak u mirovinu
retiring	0.408	0.376	0.214	odlazak u mirovinu
retold	0.459	0.385	0.352	prepričavati
retort	0.417	0.520	0.481	uzvratiti
retrace	0.250	0.482	0.317	ponovno pratiti
retract	0.316	0.443	0.358	povući se
retraction	0.312	0.491	0.427	povlačenje
retractor	0.354	0.590	0.557	retraktor
retreat	0.500	0.519	0.312	povlačenje
retrenchment	0.230	0.650	0.384	otpuštanje
retrial	0.500	0.577	0.593	ponovno suđenje
retribution	0.625	0.490	0.708	odmazda
retrieval	0.700	0.440	0.704	dohvaćanje
retrieve	0.740	0.576	0.705	dohvatiti
retriever	0.459	0.500	0.464	retriver
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	retroaktivno
retrograde	0.208	0.464	0.415	retrogradan
retrospect	0.406	0.500	0.538	retrospektiva
retrospective	0.594	0.481	0.528	retrospektiva
retrospectively	0.516	0.400	0.560	retrospektivno
return	0.602	0.412	0.463	povratak
reunion	0.837	0.500	0.672	ponovno sjedinjenje
reunite	0.656	0.550	0.657	ponovno ujediniti
reunited	0.708	0.439	0.658	ponovno ujedinjeni
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	otkriti
revel	0.740	0.705	0.684	uživanje
revelation	0.879	0.500	0.865	otkrivenje
revelations	0.729	0.655	0.600	objave
revels	0.827	0.683	0.647	uživanja
revenge	0.230	0.940	0.627	osveta
revenue	0.873	0.510	0.854	prihod
reverberation	0.390	0.639	0.551	odjekivanje
revere	0.750	0.562	0.608	duboko poštovati
reverence	0.643	0.347	0.516	štovanje
reverend	0.650	0.337	0.576	velečasni
reverent	0.551	0.490	0.694	pobožan
reverie	0.667	0.413	0.471	sanjarenje
reversal	0.380	0.510	0.591	preokret
reverse	0.539	0.415	0.461	obrnuti
reversion	0.458	0.538	0.425	reverzija
revert	0.380	0.451	0.519	vratiti
reverting	0.562	0.385	0.544	vraćajući se
review	0.667	0.408	0.636	pregled
reviewer	0.562	0.344	0.500	recenzent
revise	0.500	0.469	0.509	revidirati
revision	0.417	0.459	0.710	revizija
revisit	0.552	0.530	0.509	ponovno posjetiti
revival	0.823	0.664	0.597	oživljavanje
revive	0.676	0.780	0.778	oživjeti
revocation	0.260	0.610	0.673	opoziv
revoke	0.251	0.696	0.737	opozvati
revolt	0.343	0.878	0.658	pobuna
revolting	0.102	0.690	0.300	revoltiran
revolution	0.417	0.902	0.798	revolucija
revolutionary	0.635	0.887	0.824	revolucionarna
revolutionize	0.684	0.816	0.904	revolucionirati
revolve	0.592	0.546	0.402	okretati se
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	rotirajući
revue	0.594	0.350	0.420	revija
revulsion	0.104	0.765	0.343	odbojnost
revving	0.604	0.875	0.879	okretaja
reward	0.948	0.694	0.783	nagrada
rewarding	0.958	0.637	0.783	nagrađivanje
rewind	0.460	0.551	0.431	premotati
rewire	0.365	0.462	0.406	ponovno ožičiti
rewrite	0.490	0.500	0.434	prepisati
rhapsody	0.708	0.490	0.460	rapsodija
rhetoric	0.417	0.429	0.504	retorika
rhetorical	0.417	0.569	0.635	retorički
rheumatism	0.219	0.472	0.418	reumatizam
rhinestone	0.531	0.551	0.408	vještački dijamant
rhino	0.531	0.549	0.555	nosorog
rhinoceros	0.556	0.656	0.569	nosorog
rhubarb	0.582	0.304	0.340	rabarbara
rhyme	0.667	0.249	0.481	rima
rhyming	0.729	0.410	0.500	rimovanje
rhythm	0.771	0.759	0.573	ritam
rhythmic	0.714	0.642	0.664	ritmički
rhythmical	0.844	0.694	0.632	ritmički
rib	0.490	0.349	0.351	rebro
ribbed	0.365	0.378	0.409	rebrasti
ribbon	0.719	0.288	0.357	vrpca
rice	0.667	0.208	0.330	riža
rich	0.882	0.627	0.905	bogati
riches	0.958	0.694	0.880	bogatstvo
richness	0.896	0.833	0.922	bogatstvo
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rahitičan
rickshaw	0.438	0.594	0.402	rikša
ricochet	0.287	0.618	0.430	odskočiti
rid	0.194	0.408	0.327	osloboditi
riddance	0.323	0.562	0.472	oslobađanje
riddle	0.521	0.583	0.543	zagonetka
riddled	0.281	0.861	0.422	izrešetan
ride	0.806	0.465	0.472	vožnja
rider	0.635	0.627	0.574	jahač
ridge	0.484	0.402	0.349	greben
ridicule	0.143	0.745	0.255	ismijavanje
ridiculed	0.112	0.806	0.212	ismijavan
ridiculous	0.159	0.594	0.245	smiješan
riding	0.694	0.654	0.620	jahanje
rife	0.570	0.561	0.692	raširen
riff	0.521	0.551	0.343	rif
riffraff	0.360	0.404	0.397	brbljarija
rifle	0.329	0.900	0.718	puška
rifleman	0.245	0.863	0.767	strijelac
rifles	0.337	0.864	0.765	pušaka
rift	0.246	0.519	0.289	puknuti
rig	0.542	0.382	0.746	opremiti
rigged	0.188	0.510	0.412	namještena
rigging	0.510	0.518	0.440	namještanje
right	0.740	0.352	0.710	pravo
righteous	0.823	0.385	0.790	pravednik
righteousness	0.802	0.660	0.897	pravednost
rightful	0.837	0.358	0.821	s pravom
rightly	0.740	0.471	0.782	s pravom
righty	0.750	0.314	0.786	dešnjak
rigid	0.357	0.552	0.591	kruta
rigidity	0.198	0.530	0.726	krutost
rigor	0.375	0.745	0.713	strogost
rigorous	0.438	0.818	0.847	rigorozan
rim	0.510	0.397	0.302	rub
rind	0.542	0.280	0.491	kora
ring	0.677	0.427	0.464	prsten
ringer	0.573	0.604	0.347	zvono
ringing	0.724	0.598	0.693	zvonjava
ringleader	0.520	0.550	0.640	kolovođa
ringmaster	0.630	0.622	0.732	kolovođa
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	klizalište
rinse	0.663	0.168	0.409	ispiranje
riot	0.061	0.946	0.586	pobuna
rioting	0.156	0.949	0.560	pobuna
riotous	0.163	0.837	0.588	buntovnički
riots	0.099	0.882	0.564	neredi
rip	0.146	0.676	0.365	Počivao u miru
riparian	0.552	0.408	0.412	priobalni
ripe	0.671	0.337	0.670	zrelo
ripen	0.755	0.373	0.671	sazrijevati
ripening	0.615	0.490	0.759	sazrijevanje
ripper	0.219	0.887	0.642	rasparač
ripple	0.500	0.453	0.370	mreškanje
rippling	0.500	0.480	0.327	mreškanje
rise	0.667	0.593	0.745	ustati
rising	0.750	0.602	0.696	dižući se
risk	0.240	0.816	0.438	rizik
risky	0.224	0.922	0.700	riskantno
risotto	0.802	0.454	0.234	rižoto
rite	0.378	0.570	0.606	obred
ritual	0.375	0.520	0.508	ritual
ritualistic	0.450	0.583	0.540	obredni
rival	0.286	0.605	0.574	rival
rivalry	0.192	0.765	0.538	suparništvo
river	0.688	0.392	0.605	Rijeka
riverbank	0.684	0.300	0.330	obala rijeke
riverbed	0.610	0.233	0.421	riječno korito
riverboat	0.561	0.347	0.462	riječni brod
rivet	0.458	0.306	0.405	zakovica
riveted	0.385	0.439	0.443	zakovicama
riveting	0.448	0.544	0.394	zakivanje
roach	0.146	0.598	0.259	žohar
road	0.656	0.404	0.404	cesta
roadblock	0.337	0.669	0.490	blokada ceste
roadhouse	0.500	0.620	0.458	putna kućica
roadie	0.500	0.566	0.455	putnik
roadrage	0.458	0.567	0.565	bijes na cesti
roadrunner	0.490	0.702	0.590	cestovni trkač
roads	0.677	0.448	0.496	cestama
roadside	0.500	0.569	0.472	uz cestu
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	putovanje cestom
roadway	0.562	0.206	0.509	prometnica
roadworks	0.562	0.538	0.509	radovi na cesti
roam	0.510	0.550	0.444	lutati
roar	0.427	0.816	0.675	rikati
roaring	0.449	0.817	0.634	rikanje
roast	0.521	0.541	0.311	pečenje
roasted	0.615	0.520	0.339	pečena
rob	0.112	0.840	0.500	opljačkati
robber	0.135	0.772	0.481	razbojnik
robbery	0.133	0.843	0.435	pljačka
robe	0.594	0.216	0.298	ogrtač
robin	0.552	0.363	0.393	crvendać
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robotski
robotics	0.592	0.600	0.763	robotika
robust	0.667	0.604	0.719	robustan
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	stijena
rocker	0.615	0.704	0.625	klackalica
rocket	0.664	0.824	0.774	raketa
rocks	0.365	0.209	0.543	stijene
rod	0.479	0.319	0.355	štap
rodent	0.323	0.577	0.279	glodavac
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	srna
rogue	0.334	0.713	0.636	lupež
role	0.552	0.260	0.464	uloga
roll	0.469	0.510	0.172	svitak
roller	0.521	0.394	0.345	valjak
rollercoaster	0.802	0.910	0.651	tobogan
rollers	0.490	0.365	0.336	valjci
rollicking	0.878	0.806	0.552	veseo
rolling	0.510	0.606	0.321	valjanje
roman	0.615	0.475	0.639	rimski
romance	0.980	0.682	0.587	romantika
romantic	0.936	0.531	0.598	romantičan
romanticism	0.854	0.521	0.593	romantizam
romp	0.610	0.640	0.417	nered
roof	0.602	0.226	0.342	krov
rooftop	0.571	0.471	0.461	krovište
rook	0.380	0.400	0.510	vrana
rookie	0.583	0.370	0.198	novajlija
room	0.729	0.283	0.445	soba
roomful	0.786	0.425	0.634	pun prostorija
roommate	0.750	0.481	0.480	cimer
rooms	0.677	0.241	0.386	sobe
roomy	0.760	0.342	0.736	prostrano
roost	0.500	0.410	0.345	kokošarnik
rooster	0.459	0.385	0.275	pijetao
root	0.602	0.279	0.508	korijen
root beer	0.582	0.520	0.415	korijensko pivo
rooted	0.510	0.527	0.718	ukorijenjen
rope	0.385	0.280	0.345	uže
ropes	0.458	0.304	0.402	užad
rosary	0.806	0.140	0.430	brojanica
rose	0.865	0.276	0.386	ruža
rosemary	0.688	0.381	0.425	ružmarin
rosette	0.469	0.410	0.310	rozeta
roster	0.531	0.306	0.381	spisak imena
rosy	0.940	0.528	0.755	rumena
rot	0.031	0.558	0.301	istrunuti
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotacijski
rotate	0.458	0.470	0.492	rotirati
rotation	0.670	0.520	0.550	rotacija
rote	0.561	0.481	0.696	napamet
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	pokvaren
rotting	0.188	0.462	0.255	truljenje
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rumenilo
rough	0.406	0.794	0.632	hrapav
roughly	0.448	0.539	0.463	grubo
roughneck	0.323	0.640	0.491	grubijanac
roughness	0.214	0.578	0.490	hrapavost
roulette	0.326	0.690	0.422	rulet
round	0.552	0.434	0.311	krug
roundabout	0.490	0.425	0.495	kružni tok
rounded	0.592	0.391	0.396	zaobljena
roundup	0.520	0.580	0.474	okupite se
rouse	0.521	0.490	0.463	probuditi
rouser	0.480	0.540	0.423	uzbuđivač
rousing	0.714	0.517	0.692	uzbuđivanje
rout	0.163	0.625	0.233	potući se
route	0.583	0.353	0.518	ruta
routine	0.365	0.219	0.333	rutinski
rove	0.457	0.400	0.400	lutati
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	lutajući
row	0.427	0.275	0.406	red
rowboat	0.455	0.393	0.353	čamac
rowdy	0.255	0.900	0.518	grubijan
rowing	0.458	0.443	0.467	veslanje
royal	0.796	0.430	0.759	kraljevski
royalty	0.832	0.571	0.833	tantijema
rub	0.521	0.565	0.400	trljati
rubber	0.460	0.217	0.315	guma
rubbers	0.604	0.360	0.414	gumice
rubbing	0.406	0.569	0.440	trljanje
rubbish	0.198	0.454	0.164	smeće
rubble	0.308	0.509	0.289	ruševine
rubdown	0.561	0.491	0.404	utrljavanje
rubric	0.427	0.260	0.500	rubrika
ruby	0.663	0.408	0.544	rubin
ruckus	0.271	0.706	0.411	lom
rudder	0.439	0.469	0.509	kormilo
ruddy	0.490	0.630	0.395	rumen
rude	0.061	0.821	0.402	nepristojan
rudeness	0.280	0.819	0.692	grubost
rudimentary	0.286	0.321	0.509	rudimentaran
rudiments	0.385	0.520	0.373	rudimenti
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	tužan
ruff	0.365	0.510	0.375	grgeč
ruffian	0.130	0.824	0.463	grubijan
ruffle	0.443	0.561	0.518	naborati se
rug	0.520	0.240	0.245	tepih
rugby	0.677	0.820	0.708	ragbi
rugged	0.561	0.569	0.793	hrapav
ruin	0.125	0.588	0.192	propast
ruination	0.184	0.582	0.209	rušenje
ruined	0.135	0.564	0.194	upropašten
ruinous	0.255	0.690	0.275	ruševna
ruins	0.250	0.490	0.248	ruševine
rule	0.567	0.427	0.593	Pravilo
ruler	0.440	0.400	0.631	vladar
ruling	0.177	0.566	0.410	vladajući
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	tutnjava
rummage	0.243	0.615	0.289	čeprkati
rumor	0.255	0.582	0.282	glasina
rumored	0.427	0.604	0.318	šuškalo se
rump	0.449	0.425	0.396	zadnjica
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	trčanje
runaround	0.448	0.519	0.349	jurcati
runaway	0.271	0.770	0.402	pobjeći
rundown	0.520	0.296	0.465	otrcanost
runes	0.438	0.300	0.304	rune
rung	0.510	0.355	0.368	prečaga
runner	0.459	0.747	0.632	trkač
running	0.730	0.858	0.442	trčanje
running shoes	0.653	0.573	0.491	tenisice
runny	0.540	0.439	0.325	tekućina
runt	0.370	0.500	0.445	trčati
runway	0.585	0.373	0.406	pista
rupture	0.125	0.633	0.430	puknuće
rural	0.562	0.245	0.408	ruralna
ruse	0.531	0.640	0.546	smicalica
rush	0.406	0.809	0.546	žuriti
rushing	0.398	0.821	0.529	žureći se
rust	0.281	0.265	0.321	hrđati
rusted	0.286	0.357	0.302	zahrđao
rustic	0.369	0.657	0.491	rustikalna
