English Word	Valence	Arousal	Dominance	Basque Word
tabular	0.438	0.330	0.462	taula
tabulate	0.480	0.403	0.598	taularatu
tabulation	0.396	0.346	0.526	tabulazioa
tachometer	0.398	0.394	0.518	takometroa
tacit	0.459	0.340	0.473	isilbidez
tack	0.365	0.431	0.431	takitu
tackle	0.365	0.686	0.569	aurre egin
tackled	0.438	0.612	0.569	aurre egin
tackling	0.480	0.694	0.613	aurre egitea
tacky	0.245	0.490	0.373	itsusia
taco	0.561	0.353	0.277	tako
tact	0.550	0.417	0.417	ukitua
tactful	0.704	0.292	0.537	takitsu
tactic	0.531	0.434	0.798	taktika
tactical	0.594	0.481	0.684	taktikoa
tactics	0.583	0.676	0.774	taktikak
tactile	0.573	0.410	0.491	ukimenezkoa
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	zapaburua
taffeta	0.604	0.279	0.405	tafeta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	etiketa
tail	0.480	0.272	0.293	buztana
tailed	0.438	0.358	0.351	isatsa
tailgate	0.323	0.340	0.398	ate ate
tailings	0.439	0.311	0.446	hondarrak
taillight	0.479	0.367	0.283	atzeko argia
tailor	0.573	0.206	0.450	jostun
tailoring	0.673	0.540	0.566	jostuntzea
tailpipe	0.460	0.429	0.409	isurbide
taint	0.141	0.425	0.226	zikindu
take	0.828	0.537	0.348	hartu
takeoff	0.755	0.884	0.626	aireratzen
takeout	0.736	0.392	0.368	Atera
takeover	0.663	0.531	0.861	hartu-emana
taker	0.375	0.521	0.618	hartzailea
talcum	0.500	0.196	0.291	talko
tale	0.663	0.300	0.336	ipuina
talent	0.959	0.607	0.811	talentua
talented	0.939	0.635	0.938	talentua
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	hitz egin
talkative	0.562	0.673	0.535	berritsua
talker	0.500	0.604	0.552	hizlari
tall	0.725	0.591	0.538	altua
tallies	0.551	0.290	0.402	zenbaketak
tallow	0.344	0.283	0.290	seboa
tally	0.542	0.420	0.518	zenbaketa
talon	0.344	0.569	0.475	taloia
talons	0.320	0.698	0.525	atzaparrak
tambourine	0.622	0.548	0.348	panderoa
tame	0.560	0.604	0.642	otzan
tamer	0.385	0.783	0.815	domatzailea
taming	0.569	0.514	0.575	otzantzea
tamper	0.184	0.802	0.545	manipulatu
tampon	0.396	0.394	0.345	tanpoia
tan	0.643	0.460	0.444	beltzarana
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	ukitzailea
tangerine	0.571	0.271	0.395	mandarina
tangible	0.646	0.350	0.679	ukigarria
tangle	0.354	0.545	0.254	korapilatu
tangled	0.260	0.539	0.316	korapilatuta
tango	0.622	0.560	0.430	tangoa
tank	0.431	0.454	0.634	depositua
tank top	0.610	0.371	0.371	tankea
tanker	0.520	0.647	0.713	zisterna
tanned	0.615	0.550	0.491	beltzarana
tantalizing	0.525	0.788	0.625	erakargarri
tantamount	0.633	0.288	0.670	parekoa
tantrum	0.219	0.817	0.404	haserre
taoism	0.490	0.250	0.456	taoismoa
tap	0.461	0.370	0.349	sakatu
tape	0.531	0.277	0.254	zinta
tape measure	0.406	0.250	0.360	zinta neurgailua
taper	0.541	0.410	0.415	tapera
tapering	0.344	0.380	0.237	zimurtuz
tapestry	0.520	0.176	0.362	tapizeria
tapeworm	0.357	0.334	0.331	tenia
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	txorrotak
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	berandutasuna
tardy	0.204	0.592	0.293	berandu
target	0.633	0.573	0.798	xede
targeted	0.573	0.537	0.573	zuzenduta
targeting	0.510	0.420	0.580	bideratzea
tariff	0.459	0.402	0.491	tarifa
tarmac	0.357	0.302	0.398	asfaltoa
tarnish	0.204	0.441	0.342	zikindu
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	lona
tarry	0.392	0.413	0.388	gelditu
tart	0.719	0.380	0.219	tarta
tartan	0.448	0.423	0.389	tartana
tartar	0.214	0.351	0.212	tartaroa
task	0.550	0.353	0.500	zeregina
tassel	0.552	0.330	0.307	borla
taste	0.802	0.406	0.465	zaporea
tasteful	0.918	0.458	0.625	gustura
tasteless	0.146	0.196	0.148	zaporerik gabekoa
tasting	0.781	0.603	0.600	dastaketa
tasty	0.959	0.786	0.555	zaporetsua
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	txistulari
tattletale	0.633	0.406	0.317	txoritxoa
tattoo	0.490	0.602	0.525	tatuajea
taught	0.814	0.481	0.642	irakatsi
taunt	0.083	0.696	0.355	burla
taupe	0.406	0.340	0.386	taupea
taut	0.432	0.704	0.457	tenkatu
tavern	0.516	0.577	0.475	taberna
tawdry	0.375	0.510	0.398	txakurra
tawny	0.551	0.398	0.400	oroz
tax	0.260	0.481	0.534	zerga
taxed	0.255	0.456	0.500	zergapetuta
taxi	0.542	0.362	0.430	taxia
taxicab	0.479	0.430	0.355	taxia
taxonomy	0.370	0.410	0.630	taxonomia
taxpayer	0.592	0.528	0.647	zergadun
tea	0.698	0.163	0.370	tea
teach	0.840	0.510	0.852	irakatsi
teacher	0.760	0.404	0.885	irakaslea
teaching	0.822	0.444	0.736	irakaskuntza
teacup	0.633	0.135	0.277	te-kopa
teahouse	0.802	0.314	0.288	teategia
teal	0.540	0.293	0.321	zertzeta
team	0.708	0.461	0.688	taldea
teamjesus	0.673	0.453	0.536	talde jesus
teammate	0.865	0.449	0.660	taldekidea
teamwork	0.918	0.490	0.773	talde-lana
teapot	0.479	0.110	0.309	teontzia
tear	0.404	0.620	0.327	urratu
tearful	0.208	0.500	0.184	malkotsu
tearsofjoy	0.926	0.740	0.455	poz-malkoak
teary	0.167	0.473	0.216	negarrez
tease	0.317	0.790	0.432	zirikatu
teaser	0.510	0.558	0.534	zirikatzailea
teasing	0.235	0.725	0.352	zirikatzen
teaspoon	0.521	0.330	0.221	koilaratxo
teat	0.612	0.469	0.328	titia
teatime	0.847	0.159	0.339	te-ordua
tech	0.684	0.491	0.732	teknologia
technical	0.510	0.490	0.736	teknikoa
technicality	0.632	0.471	0.661	teknikotasuna
technician	0.592	0.510	0.713	teknikaria
technique	0.760	0.414	0.593	teknika
techno	0.561	0.539	0.500	teknoa
technological	0.680	0.452	0.815	teknologikoa
technology	0.776	0.490	0.825	teknologia
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	peluxezko hartza
tedious	0.104	0.406	0.241	aspergarria
tedium	0.224	0.331	0.298	lapurtera
tee	0.459	0.373	0.377	kamiseta
teeming	0.582	0.550	0.727	bete-betean
teen	0.729	0.531	0.568	nerabea
teenager	0.781	0.593	0.527	nerabea
teens	0.653	0.660	0.440	Nerabeak
teensy	0.520	0.427	0.347	txikia
teeny	0.427	0.418	0.216	txikia
teeth	0.520	0.388	0.427	hortzak
teething	0.396	0.471	0.474	hortzak egitea
teflon	0.354	0.245	0.434	tefloia
telegram	0.561	0.542	0.550	telegrama
telegraph	0.594	0.423	0.400	telegrafoa
telekinesis	0.582	0.646	0.667	telekinesia
telemetry	0.460	0.382	0.611	telemetria
telepathic	0.602	0.490	0.642	telepatikoa
telepathy	0.594	0.510	0.588	telepatia
telephone	0.694	0.520	0.425	telefonoa
telescope	0.531	0.340	0.500	teleskopioa
telescopic	0.490	0.290	0.660	teleskopikoa
telethon	0.643	0.641	0.473	teletoia
teletype	0.532	0.392	0.455	teletipoa
televised	0.625	0.519	0.518	telebistan
television	0.633	0.391	0.547	telebista
tell	0.551	0.350	0.457	kontatu
teller	0.500	0.395	0.443	kontalaria
telling	0.719	0.441	0.527	kontatzen
telltale	0.240	0.663	0.426	adierazgarri
temp	0.490	0.440	0.314	tenp
temper	0.633	0.623	0.818	tenplea
tempera	0.458	0.318	0.245	tenpera
temperament	0.420	0.625	0.703	tenperamentua
temperamental	0.316	0.774	0.608	tenperatua
temperance	0.500	0.294	0.639	epeltasuna
temperate	0.469	0.394	0.593	epela
temperature	0.521	0.559	0.473	tenperatura
tempered	0.583	0.437	0.667	tenplatua
tempest	0.245	0.843	0.653	ekaitza
template	0.479	0.311	0.411	txantiloia
temple	0.612	0.269	0.660	tenplua
tempo	0.582	0.337	0.500	tempoa
temporal	0.500	0.413	0.360	denborazkoa
temporarily	0.500	0.365	0.373	aldi baterako
temporary	0.458	0.415	0.324	aldi baterako
tempt	0.210	0.677	0.500	tentatu
temptation	0.365	0.817	0.560	tentazioa
tempting	0.615	0.740	0.519	tentagarria
temptress	0.427	0.787	0.667	tentatzaile
ten	0.562	0.260	0.406	hamar
tenable	0.741	0.412	0.636	jasangarria
tenacious	0.724	0.658	0.692	irmoa
tenacity	0.740	0.657	0.889	irmotasuna
tenancy	0.500	0.458	0.605	alokairua
tenant	0.385	0.360	0.398	maizter
tend	0.604	0.398	0.412	joera
tendency	0.684	0.500	0.675	joera
tender	0.630	0.520	0.509	samurra
tenderfoot	0.469	0.421	0.438	oin samur
tenderness	0.949	0.276	0.367	samurtasuna
tending	0.622	0.556	0.594	zaintzen
tendon	0.341	0.271	0.463	tendoi
tenement	0.470	0.384	0.550	etxebizitza
tenet	0.667	0.333	0.636	printzipioa
tenets	0.734	0.357	0.667	printzipioak
tenfold	0.469	0.418	0.500	hamar aldiz
tennis	0.622	0.519	0.431	tenisa
tenor	0.587	0.451	0.500	tenorea
tense	0.396	0.439	0.655	tentsioa
tensile	0.458	0.510	0.618	tentsioa
tension	0.304	0.810	0.529	tentsioa
tent	0.510	0.275	0.333	karpa
tentacle	0.370	0.559	0.398	garroa
tentative	0.582	0.657	0.534	behin-behinekoa
tenth	0.510	0.349	0.382	hamargarrena
tenths	0.406	0.294	0.284	hamarrenak
tenuous	0.398	0.263	0.276	ahula
tenure	0.615	0.472	0.611	agintaldia
tepee	0.500	0.337	0.373	tipia
tepid	0.337	0.327	0.237	epela
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	terminoa
terminal	0.316	0.434	0.483	terminala
terminate	0.171	0.410	0.441	amaitu
termination	0.344	0.472	0.545	amaiera
terminator	0.370	0.663	0.737	amaitzaile
terminology	0.612	0.284	0.566	terminologia
terminus	0.281	0.382	0.615	helmuga
termite	0.265	0.480	0.408	termita
terms	0.490	0.362	0.645	terminoak
tern	0.573	0.365	0.309	txirrina
ternary	0.550	0.406	0.480	ternarioa
terrace	0.615	0.269	0.411	terraza
terrain	0.540	0.300	0.472	terrenoa
terrestrial	0.542	0.413	0.582	lurreko
terrible	0.061	0.849	0.604	izugarria
terribly	0.061	0.731	0.430	izugarri
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	ikaragarria
terrified	0.090	0.902	0.387	ikaratuta
terrifies	0.083	0.923	0.500	izutzen du
terrify	0.052	0.889	0.509	izutu
terrifying	0.031	0.836	0.602	beldurgarria
territorial	0.405	0.600	0.766	lurraldekoa
territory	0.625	0.469	0.676	lurraldea
terror	0.069	0.902	0.415	izua
terrorism	0.060	0.971	0.673	terrorismoa
terrorist	0.019	0.930	0.679	terrorista
terrorists	0.062	0.967	0.688	terroristak
terrorize	0.041	0.907	0.577	izutu
terse	0.542	0.393	0.409	lausoa
tertiary	0.500	0.350	0.431	hirugarren mailakoa
test	0.449	0.500	0.509	proba
testament	0.594	0.420	0.806	testamentua
testicle	0.458	0.651	0.410	barrabil
testicular	0.388	0.680	0.453	barrabil
testify	0.521	0.650	0.741	testigantza eman
testimonial	0.541	0.538	0.750	testigantza
testimony	0.615	0.578	0.643	testigantza
testosterone	0.573	0.840	0.775	testosterona
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanoa
tether	0.323	0.620	0.407	lotu
tethered	0.260	0.472	0.351	lotuta
tetrahedral	0.595	0.468	0.423	tetraedrikoa
text	0.604	0.157	0.402	testua
textbook	0.622	0.235	0.526	testuliburua
textile	0.604	0.235	0.395	ehungintza
textural	0.660	0.296	0.445	testura
texture	0.615	0.215	0.412	ehundura
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	eskerrik asko
thankful	0.969	0.344	0.714	eskertuta
thankgod	0.823	0.451	0.466	eskerrak Jainkoari
thanking	0.917	0.538	0.658	eskerrak emanez
thankless	0.146	0.500	0.497	eskerrik gabe
thanks	0.918	0.472	0.461	eskerrik asko
thanksalot	0.908	0.428	0.525	Mila esker
thanksgiving	0.927	0.449	0.637	eskerrak ematea
thankyougod	0.900	0.446	0.651	eskerrik asko jainko
thankyoujesus	0.878	0.406	0.604	eskerrik asko Jesus
thankyoulord	0.809	0.388	0.466	eskerrik asko jauna
thatch	0.337	0.245	0.161	lastoa
thatmoment	0.667	0.389	0.340	une hori
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	desizoztu
theater	0.760	0.635	0.516	antzerkia
theatrical	0.720	0.690	0.546	antzerkia
theatrics	0.694	0.539	0.486	antzerkigintza
thebest	0.760	0.596	0.719	hoberena
theft	0.135	0.867	0.394	lapurreta
theism	0.460	0.431	0.481	teismoa
theistic	0.397	0.365	0.509	teista
thelife	0.688	0.566	0.629	bizitza
thelittlethings	0.571	0.240	0.324	gauza txikiak
theme	0.541	0.176	0.427	gaia
theocracy	0.490	0.427	0.722	teokrazia
theocratic	0.380	0.480	0.605	teokratikoa
theologian	0.521	0.304	0.759	teologoa
theological	0.480	0.363	0.683	teologikoa
theology	0.448	0.330	0.711	teologia
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teorikoa
theory	0.583	0.314	0.529	teoria
therapeutic	0.625	0.275	0.680	terapeutikoa
therapeutics	0.552	0.343	0.625	terapeutikoak
therapist	0.468	0.430	0.679	terapeuta
therapy	0.490	0.353	0.607	terapia
thereabouts	0.427	0.365	0.285	inguruan
thereof	0.542	0.265	0.281	harena
therewith	0.462	0.317	0.398	horrekin
thermal	0.480	0.360	0.509	termikoa
thermocouple	0.406	0.406	0.422	termopare
thermodynamics	0.510	0.594	0.678	termodinamika
thermometer	0.400	0.327	0.473	termometroa
thermos	0.582	0.255	0.328	termoa
thermostat	0.439	0.480	0.321	termostatoa
thesaurus	0.520	0.480	0.509	hiztegia
thesis	0.583	0.582	0.552	tesia
thick	0.449	0.433	0.596	lodiak
thicken	0.406	0.398	0.509	loditu
thickening	0.448	0.355	0.434	loditzea
thicket	0.385	0.373	0.324	sastraka
thickness	0.552	0.370	0.443	lodiera
thief	0.088	0.888	0.443	lapurra
thigh	0.469	0.433	0.588	izterrean
thimble	0.490	0.192	0.218	titarea
thin	0.469	0.337	0.356	mehea
thing	0.449	0.222	0.260	gauza
things	0.519	0.250	0.368	gauzak
thingy	0.458	0.312	0.158	gauza
think	0.786	0.408	0.618	pentsatu
thinker	0.706	0.386	0.764	pentsalaria
thinking	0.720	0.308	0.595	pentsatzen
third	0.551	0.187	0.304	hirugarrena
thirds	0.402	0.327	0.345	herenak
thirst	0.298	0.519	0.307	egarria
thirsty	0.281	0.660	0.310	egarri
thirteen	0.459	0.385	0.331	hamahiru
thirteenth	0.408	0.330	0.425	hamahirugarrena
thirty	0.562	0.349	0.316	hogeita hamar
thistle	0.427	0.423	0.357	kardua
thither	0.500	0.270	0.316	hara
thong	0.467	0.596	0.269	tanga
thorn	0.296	0.541	0.427	arantza
thorny	0.177	0.690	0.500	arantzatsu
thorough	0.467	0.350	0.558	sakona
thoroughbred	0.669	0.740	0.716	purgakoa
thoroughfare	0.582	0.481	0.490	bidegorria
thought	0.780	0.315	0.571	pentsatu
thoughtful	0.667	0.290	0.527	pentsakor
thoughtfulness	0.867	0.269	0.667	gogoeta
thoughtless	0.194	0.580	0.452	pentsatu gabe
thoughts	0.745	0.382	0.691	pentsamenduak
thousand	0.663	0.355	0.480	mila
thrash	0.260	0.510	0.472	sarraski
thread	0.646	0.184	0.209	haria
threat	0.135	0.865	0.667	mehatxua
threaten	0.104	0.958	0.590	mehatxatu
threatened	0.052	0.928	0.354	mehatxatu
threatening	0.071	0.875	0.652	mehatxatzen
three	0.653	0.225	0.377	hiru
threefold	0.521	0.400	0.534	hirukoitza
threesome	0.490	0.676	0.560	hirukotea
thresh	0.490	0.417	0.500	araztu
threshold	0.531	0.519	0.575	atalasea
thrice	0.469	0.442	0.462	hiru aldiz
thrift	0.760	0.217	0.649	apurketa
thrifty	0.604	0.380	0.676	eskasa
thrill	0.888	0.837	0.711	zirrara
thrilled	0.898	0.818	0.807	hunkituta
thriller	0.490	0.796	0.645	thrillerra
thrilling	0.930	0.827	0.782	zirraragarria
thrive	0.948	0.529	0.772	aurrera egin
thriving	0.865	0.521	0.779	oparoa
throat	0.350	0.538	0.346	eztarria
throb	0.500	0.673	0.556	taupada
throbbing	0.645	0.808	0.491	taupadaka
throes	0.146	0.760	0.235	astinduak
throne	0.724	0.606	0.887	tronua
throng	0.480	0.810	0.706	jendetza
throttle	0.562	0.804	0.750	giltzada
throw	0.344	0.770	0.623	bota
throwback	0.280	0.454	0.356	atzera botatzea
thrower	0.470	0.690	0.717	jaurtitzailea
thrown	0.500	0.550	0.619	botata
thrush	0.306	0.490	0.454	birigarroa
thrust	0.510	0.647	0.663	bultzada
thruster	0.698	0.812	0.719	bultzatzailea
thud	0.255	0.686	0.620	kolpea
thug	0.240	0.882	0.667	matxura
thumb	0.673	0.271	0.361	erpurua
thumbprint	0.510	0.347	0.451	hatz-marka
thump	0.280	0.792	0.608	kolpeka
thumper	0.354	0.623	0.457	zurrumurrua
thumping	0.214	0.755	0.566	kolpeka
thunder	0.296	0.916	0.526	trumoia
thunderbolt	0.418	0.719	0.642	trumoia
thunderclap	0.390	0.833	0.607	trumoia
thundering	0.337	0.778	0.700	trumoiak
thunderstorm	0.135	0.860	0.784	trumoi-ekaitza
thunderstruck	0.194	0.716	0.509	trumoia jota
thwart	0.281	0.684	0.409	zapuztu
thx	0.562	0.425	0.461	eskerrik asko
thyme	0.561	0.255	0.325	ezkaia
thyroid	0.234	0.455	0.373	tiroidea
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	tick
ticked	0.469	0.386	0.455	markatuta
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	txartela
tickle	0.760	0.727	0.342	kilikida
tickled	0.755	0.707	0.364	kikilduta
ticklish	0.823	0.814	0.345	kilikagarri
tidal	0.592	0.539	0.519	marea
tidal wave	0.240	0.894	0.736	Itsasikara
tidbit	0.552	0.382	0.385	txukuna
tide	0.541	0.556	0.420	marea
tidings	0.610	0.510	0.694	berri
tidy	0.760	0.208	0.647	txukun
tie	0.663	0.464	0.431	gorbata
tier	0.520	0.245	0.560	maila
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	tigrea
tighten	0.388	0.487	0.627	estutu
tightness	0.344	0.606	0.759	estutasuna
tightrope	0.354	0.653	0.279	soka estua
tights	0.583	0.343	0.269	galtzerdiak
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	teila
tiling	0.600	0.330	0.315	teilatua
till	0.490	0.327	0.319	arte
tillage	0.552	0.591	0.540	lantzea
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	okertu
tilting	0.459	0.384	0.340	okertuz
timber	0.332	0.202	0.386	egurra
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	tinbrea
time	0.604	0.288	0.609	denbora
timeless	0.408	0.468	0.583	betikoa
timeliness	0.760	0.404	0.582	puntualtasuna
timely	0.865	0.387	0.591	puntuala
timeout	0.344	0.433	0.322	denboraz kanpo
timepiece	0.650	0.279	0.461	erlojua
timer	0.469	0.433	0.500	tenporizadorea
times	0.490	0.279	0.439	aldiz
timetable	0.561	0.189	0.491	ordutegia
timewasters	0.391	0.535	0.291	denbora galtzaileak
timid	0.327	0.276	0.132	lotsatia
timidity	0.333	0.358	0.153	herabetasuna
timing	0.521	0.311	0.577	tenporizazioa
tin	0.469	0.370	0.217	lata
tincture	0.440	0.360	0.402	tintura
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	papera
tinge	0.469	0.292	0.264	kutsu
tingle	0.460	0.560	0.264	kilika
tingling	0.427	0.615	0.340	kilibriak
tinker	0.396	0.528	0.275	tinkera
tinkering	0.531	0.490	0.448	txintxiloka
tinkle	0.562	0.529	0.356	tintin
tinkling	0.612	0.530	0.324	tindaka
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tinda
tiny	0.479	0.196	0.125	txiki-txikia
tip	0.708	0.221	0.518	punta
tipper	0.427	0.571	0.431	baskulatzailea
tipster	0.490	0.462	0.490	informatzaile
tipsy	0.510	0.625	0.570	txorrota
tiptoe	0.510	0.490	0.407	oin puntetan
tirade	0.378	0.587	0.532	tirada
tire	0.438	0.385	0.381	pneumatiko
tired	0.125	0.317	0.191	nekatuta
tiredness	0.387	0.408	0.242	nekea
tiredofit	0.300	0.270	0.204	nekatuadafit
tireless	0.657	0.750	0.645	nekaezina
tiresome	0.240	0.542	0.153	nekagarria
tiring	0.153	0.510	0.176	nekagarria
tissue	0.558	0.236	0.345	ehuna
tistheseason	0.646	0.548	0.435	sasoi hau
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanikoa
titanium	0.520	0.470	0.704	titanioa
tithe	0.507	0.276	0.385	hamarren
title	0.708	0.356	0.574	Izenburua
titled	0.677	0.240	0.658	izenburupean
titty	0.561	0.548	0.294	titia
titular	0.704	0.385	0.760	titularra
toad	0.302	0.452	0.196	apoa
toast	0.740	0.382	0.356	topa
toaster	0.542	0.337	0.387	txigorgailua
toasty	0.698	0.461	0.396	txigortu
tobacco	0.327	0.546	0.387	tabakoa
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	gaur
toddler	0.812	0.469	0.368	umetxoa
toe	0.406	0.221	0.293	behatza
toenail	0.530	0.380	0.306	azazkala
toffee	0.658	0.510	0.396	toffeea
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	elkarrekin
togetherness	0.906	0.360	0.635	elkartasuna
toil	0.558	0.510	0.583	nekea
toilet	0.490	0.290	0.233	komuna
toils	0.480	0.710	0.482	nekeak
token	0.510	0.418	0.414	token
tolerable	0.750	0.350	0.374	jasangarria
tolerance	0.875	0.206	0.649	tolerantzia
tolerant	0.765	0.192	0.618	tolerantea
tolerate	0.724	0.430	0.588	jasan
toleration	0.776	0.442	0.727	tolerantzia
toll	0.296	0.422	0.453	bidesaria
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	tomatea
tomatoes	0.615	0.240	0.272	tomateak
tomb	0.112	0.500	0.343	hilobia
tombstone	0.204	0.441	0.311	hilarria
tomcat	0.520	0.412	0.386	tomkatua
tome	0.429	0.316	0.492	niri
tomorrow	0.792	0.377	0.407	bihar
ton	0.560	0.418	0.604	tona
tone	0.551	0.355	0.411	tonua
toner	0.448	0.300	0.368	tonerra
tong	0.475	0.480	0.370	pintza
tongs	0.500	0.459	0.321	pintzak
tongue	0.542	0.432	0.482	mihia
tonic	0.541	0.360	0.500	tonikoa
tonnage	0.323	0.382	0.590	tonajea
tonsils	0.347	0.373	0.283	amigdalak
toocold	0.420	0.550	0.379	hotzegia
tool	0.490	0.350	0.594	tresna
toolbox	0.531	0.316	0.472	tresna-kutxa
tooling	0.510	0.406	0.634	tresneria
toomuchtodo	0.420	0.688	0.355	toouchtodo
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	hortz
toothache	0.188	0.853	0.412	hortzetako mina
toothbrush	0.517	0.330	0.321	hortzetako eskuila
toothed	0.449	0.394	0.352	horzdun
toothless	0.312	0.541	0.272	hortz gabe
toothpaste	0.510	0.290	0.371	hortzetako pasta
toothpick	0.561	0.216	0.185	hortz-zuloa
toots	0.552	0.480	0.451	hatzak
top	0.760	0.400	0.554	goian
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	Gai
topical	0.561	0.340	0.500	gaurkotasuna
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topografikoa
topographical	0.438	0.350	0.538	topografikoak
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	irauli
topside	0.708	0.466	0.598	goiko aldean
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	zuzi
torment	0.057	0.750	0.387	oinazea
tormented	0.071	0.855	0.323	oinazetuta
torn	0.153	0.510	0.283	urratu
tornado	0.260	0.896	0.784	tornadoa
torpedo	0.219	0.794	0.707	torpedoa
torque	0.466	0.375	0.406	momentua
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	ikaragarria
torsion	0.312	0.651	0.402	tortsioa
torso	0.408	0.394	0.473	enborra
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	dortoka
tortuous	0.194	0.755	0.382	bihurritua
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	torturatua
toss	0.418	0.725	0.575	zozketa
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	guztira
totality	0.688	0.443	0.717	osotasuna
totally	0.820	0.422	0.702	guztiz
tote	0.510	0.398	0.625	poltsa
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	ukitu
touchdown	0.667	0.770	0.586	ukitua
touched	0.592	0.380	0.404	ukitu
touching	0.760	0.439	0.491	ukitzen
touchy	0.323	0.510	0.343	hunkigarria
tough	0.344	0.588	0.742	gogorra
toughen	0.458	0.683	0.711	gogortu
toughness	0.552	0.618	0.837	gogortasuna
toupee	0.323	0.270	0.324	tupea
tour	0.663	0.545	0.543	bira
tourism	0.823	0.531	0.545	turismoa
tourist	0.745	0.480	0.430	turista
tourmaline	0.448	0.513	0.441	turmalina
tournament	0.694	0.740	0.611	Txapelketa
tourniquet	0.335	0.521	0.398	torniketa
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	atoian
towel	0.630	0.208	0.286	eskuoihal
tower	0.606	0.380	0.644	dorrea
towering	0.500	0.690	0.806	dorretxoa
town	0.551	0.299	0.627	herria
townhouse	0.622	0.400	0.443	herriko etxe
township	0.531	0.292	0.667	udalerria
townspeople	0.677	0.466	0.569	herritarrak
toxic	0.008	0.885	0.492	toxikoa
toxicity	0.104	0.865	0.491	toxikotasuna
toxicology	0.302	0.736	0.574	toxikologia
toxin	0.115	0.654	0.456	toxina
toy	0.878	0.420	0.275	jostailua
toymaker	0.755	0.510	0.536	jostailugilea
trace	0.573	0.346	0.483	arrastoa
traceable	0.602	0.370	0.535	trazagarria
tracer	0.573	0.327	0.645	arrastoa
traces	0.482	0.448	0.389	arrastoak
trachea	0.448	0.509	0.387	trakea
tracing	0.418	0.591	0.565	trazadura
track	0.448	0.433	0.526	pista
tracker	0.398	0.744	0.731	jarraitzailea
tract	0.406	0.422	0.339	bide
tractable	0.635	0.500	0.469	tratagarri
traction	0.429	0.585	0.648	trakzioa
tractor	0.449	0.580	0.619	traktorea
trade	0.561	0.544	0.690	merkataritza
trademark	0.667	0.344	0.750	marka komertziala
trader	0.562	0.632	0.854	dendari
tradesman	0.531	0.431	0.664	dendari
trading	0.635	0.602	0.705	merkataritza
tradition	0.830	0.430	0.750	tradizioa
traditional	0.677	0.221	0.604	tradizionala
traffic	0.323	0.559	0.518	trafikoa
traffic light	0.490	0.469	0.479	semaforoa
trafficking	0.250	0.710	0.399	salerosketa
tragedies	0.100	0.910	0.442	tragediak
