English Word	Valence	Arousal	Dominance	Yoruba Word
shining	0.885	0.673	0.812	didan
shiny	0.885	0.604	0.787	didan
ship	0.646	0.500	0.439	ọkọ oju omi
shipment	0.582	0.440	0.452	gbigbe
shipping	0.622	0.327	0.443	sowo
shipshape	0.594	0.480	0.474	apẹrẹ ọkọ oju omi
shipwreck	0.268	0.768	0.373	wó lulẹ̀
shipyard	0.398	0.583	0.595	oko oju omi
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	seeti
shit	0.000	0.678	0.294	nik
shitday	0.281	0.658	0.390	shitday
shitfaced	0.214	0.695	0.380	shitfaceed
shithead	0.120	0.645	0.302	shithead
shitless	0.271	0.545	0.333	shitless
shitload	0.020	0.606	0.161	shitload
shittest	0.076	0.673	0.232	shitest
shitty	0.020	0.679	0.163	shitty
shiver	0.260	0.765	0.236	gbigbọn
shivering	0.122	0.663	0.373	gbigbọn
shoals	0.396	0.408	0.375	shoals
shock	0.286	0.821	0.453	mọnamọna
shocked	0.292	0.773	0.375	iyalenu
shocker	0.235	0.804	0.616	iyalenu
shocking	0.378	0.853	0.833	iyalenu
shockingly	0.510	0.924	0.721	iyalenu
shoddy	0.082	0.463	0.179	shoddy
shoe	0.517	0.225	0.288	bata
shoelace	0.396	0.280	0.307	okun bata
shoemaker	0.396	0.269	0.491	alagidi bata
shoes	0.729	0.324	0.210	bata
shoeshine	0.392	0.387	0.325	bata bata
shook	0.163	0.759	0.509	mì
shoot	0.092	0.926	0.625	iyaworan
shooter	0.224	0.814	0.774	ayanbon
shooting	0.276	0.931	0.602	ibon yiyan
shootout	0.080	0.927	0.615	iyaworan
shop	0.725	0.632	0.565	itaja
shopkeeper	0.677	0.510	0.730	olutaja
shoplifter	0.167	0.830	0.500	onisọja
shoplifting	0.152	0.833	0.441	itaja itaja
shopper	0.646	0.615	0.741	onijaja
shopping	0.915	0.445	0.630	ohun tio wa
shore	0.542	0.304	0.204	eti okun
shoreline	0.677	0.296	0.529	eti okun
shorn	0.396	0.415	0.400	geru
short	0.184	0.264	0.237	kukuru
short story	0.697	0.321	0.348	itan kukuru
shortage	0.094	0.455	0.198	aito
shortcake	0.677	0.359	0.398	akara oyinbo kukuru
shortcoming	0.195	0.370	0.258	aipe
shortcut	0.594	0.308	0.426	ọna abuja
shorten	0.302	0.382	0.460	kuru
shortening	0.286	0.333	0.385	kikuru
shorthand	0.459	0.450	0.461	kukuru ọwọ
shortly	0.582	0.310	0.360	laipẹ
shortness	0.459	0.280	0.272	kukuru
shorts	0.622	0.481	0.287	kukuru
shortstop	0.418	0.529	0.450	iduro kukuru
shortwave	0.460	0.271	0.368	igbi kukuru
shot	0.144	0.750	0.569	shot
shotgun	0.200	0.868	0.684	ibon
shoulder	0.562	0.286	0.406	ejika
shout	0.229	0.925	0.444	kígbe
shove	0.306	0.690	0.602	ṣoki
shovel	0.427	0.308	0.267	shovel
shoveling	0.265	0.620	0.537	shoveling
show	0.673	0.771	0.719	ifihan
showbiz	0.661	0.713	0.598	showbiz
showboat	0.618	0.625	0.509	showboat
showcase	0.521	0.255	0.415	ifihan
showdown	0.302	0.950	0.692	ifihan
shower	0.669	0.346	0.336	iwe
showgirl	0.633	0.694	0.481	showgirl
showing	0.622	0.540	0.491	afihan
showoff	0.344	0.598	0.463	se karimi
showroom	0.740	0.441	0.536	Yaraifihan
showy	0.698	0.657	0.661	showy
shrapnel	0.240	0.740	0.681	shrapnel
shred	0.224	0.750	0.627	shred
shrew	0.306	0.463	0.390	ọlọgbọn
shrewd	0.551	0.673	0.816	ọlọgbọn
shriek	0.459	0.827	0.491	igbe
shrill	0.312	0.721	0.640	ariwo
shrimp	0.571	0.361	0.425	awọn ede
shrine	0.802	0.255	0.574	ojúbọ
shrink	0.385	0.453	0.272	isunki
shrinking	0.190	0.400	0.217	idinku
shrivel	0.160	0.409	0.143	rọ
shroud	0.417	0.457	0.389	ibora
shrub	0.531	0.340	0.340	abemiegan
shrubbery	0.490	0.267	0.332	igbomikana
shrug	0.208	0.296	0.278	aguntan
shrunk	0.163	0.354	0.218	isunki
shrunken	0.500	0.373	0.221	isunki
shudder	0.344	0.791	0.559	gbigbọn
shuddering	0.302	0.802	0.638	gbigbọn
shuffle	0.459	0.450	0.556	dapọ
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	dapọ
shun	0.418	0.604	0.389	yago fun
shunned	0.271	0.464	0.367	yago fun
shunt	0.312	0.500	0.470	shunt
shut	0.240	0.352	0.311	tiipa
shutdown	0.173	0.367	0.418	paade
shuteye	0.521	0.430	0.431	idasile
shutit	0.281	0.442	0.480	tiipa
shutter	0.191	0.380	0.482	oju
shuttle	0.531	0.591	0.547	akero
shutup	0.333	0.560	0.491	dake enu re
shy	0.280	0.153	0.132	itiju
shyness	0.312	0.265	0.246	itiju
shyster	0.292	0.567	0.424	itiju
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	arakunrin
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	aisan
sickbay	0.296	0.510	0.345	sickbay
sicken	0.051	0.500	0.294	aláìsàn
sickening	0.074	0.618	0.259	aláìsàn
sickle	0.427	0.585	0.370	dòjé
sickly	0.188	0.550	0.191	aláìsàn
sickness	0.094	0.704	0.288	aisan
side	0.439	0.288	0.395	ẹgbẹ
sidearm	0.410	0.474	0.500	apa apa
sidebar	0.469	0.364	0.405	legbe
sideboard	0.590	0.259	0.426	pátákó
sideburns	0.777	0.327	0.308	ẹgbe ẹgbe
sidecar	0.552	0.449	0.500	ọkọ ẹgbẹ
sidekick	0.602	0.439	0.509	ẹgbẹgbẹ
sideline	0.440	0.382	0.517	ẹgbẹẹgbẹ
sideshow	0.458	0.594	0.658	lẹgbẹ
sidestep	0.378	0.559	0.407	apa
sidewalk	0.479	0.192	0.348	ẹ̀gbẹ́
sideways	0.788	0.245	0.291	lẹgbẹẹ
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	idoti
siesta	0.740	0.046	0.295	sista
sieve	0.459	0.250	0.333	sieve
sift	0.542	0.412	0.461	kùkùté
sifting	0.571	0.469	0.474	sifting
sigh	0.469	0.387	0.273	kẹdùn
sight	0.684	0.250	0.528	oju
sighting	0.582	0.560	0.627	riran
sightseeing	0.875	0.552	0.697	nọnju
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	ami
signal	0.615	0.417	0.464	ifihan agbara
signature	0.570	0.422	0.657	ibuwọlu
significance	0.820	0.460	0.644	pataki
significant	0.827	0.649	0.786	pataki
signification	0.583	0.337	0.530	itọkasi
signify	0.453	0.422	0.634	tọkasi
signpost	0.510	0.400	0.446	ami ami
silence	0.438	0.200	0.223	ipalọlọ
silencer	0.417	0.356	0.482	ipalọlọ
silent	0.469	0.125	0.280	ipalọlọ
silently	0.448	0.185	0.306	ni ipalọlọ
silhouette	0.582	0.410	0.288	ojiji biribiri
silicon	0.439	0.448	0.445	ohun alumọni
silicone	0.480	0.340	0.333	silikoni
silk	0.760	0.115	0.300	siliki
silken	0.730	0.265	0.394	siliki
silky	0.802	0.397	0.271	siliki
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	aimọgbọnwa
silly	0.384	0.349	0.161	aimọgbọnwa
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	sit
silver	0.684	0.451	0.615	fadaka
silverware	0.663	0.365	0.409	fadaka
silvery	0.543	0.460	0.517	fadaka
similar	0.562	0.250	0.423	iru
similarity	0.729	0.255	0.518	ibajọra
simile	0.615	0.363	0.464	afarawe
simmer	0.650	0.293	0.393	simmer
simmering	0.382	0.613	0.412	simmer
simple	0.653	0.130	0.314	rọrun
simples	0.724	0.240	0.263	awọn rọrun
simpleton	0.429	0.144	0.358	rọrun
simplicity	0.667	0.250	0.337	ayedero
simplify	0.565	0.347	0.602	rọrun
simplistic	0.490	0.245	0.391	rọrun
simply	0.535	0.148	0.393	nìkan
simulate	0.551	0.375	0.417	farada
simulated	0.500	0.461	0.356	afarawe
simulating	0.552	0.462	0.481	kikopa
simulation	0.552	0.574	0.567	kikopa
simulator	0.677	0.559	0.583	afọwọṣe
simultaneous	0.691	0.577	0.554	igbakana
simultaneously	0.656	0.490	0.609	nigbakanna
sin	0.177	0.712	0.449	ese
sincere	0.918	0.265	0.725	lododo
sincerity	0.908	0.351	0.686	ooto
sinful	0.143	0.788	0.417	elese
sing	0.858	0.606	0.420	kọrin
singer	0.802	0.735	0.628	akorin
singing	0.885	0.594	0.528	orin
single	0.291	0.354	0.259	nikan
singly	0.553	0.354	0.466	nikan
singular	0.610	0.302	0.482	ẹyọkan
singularity	0.582	0.348	0.654	isokan
singularly	0.571	0.330	0.527	ẹyọkan
sinister	0.125	0.896	0.581	alaburuku
sink	0.375	0.439	0.322	ifọwọ
sinker	0.302	0.557	0.538	ẹlẹsẹ
sinking	0.135	0.439	0.342	rì
sinner	0.237	0.667	0.356	elese
sinning	0.170	0.700	0.422	ese
sinus	0.531	0.563	0.340	ese
sip	0.375	0.380	0.213	sip
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	mimu
sir	0.622	0.306	0.778	sir
sire	0.854	0.452	0.808	sire
siren	0.570	0.627	0.500	siren
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	sissy
sister	0.916	0.324	0.562	arabinrin
sisterhood	0.837	0.415	0.696	arabinrin
sit	0.561	0.230	0.368	joko
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	ojula
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	sitter
sitting	0.561	0.146	0.353	joko
situate	0.510	0.310	0.483	ipo
situated	0.542	0.231	0.543	o wa
situation	0.531	0.387	0.600	ipo
six	0.500	0.154	0.271	mefa
sixpence	0.469	0.417	0.463	odun mefa
sixteen	0.583	0.290	0.324	mẹrindilogun
sixth	0.521	0.275	0.366	kẹfa
sixty	0.694	0.240	0.433	ọgọta
sizable	0.727	0.337	0.657	titobi
size	0.531	0.336	0.569	iwọn
sizzle	0.427	0.704	0.368	sizzle
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	sikate
skateboard	0.677	0.550	0.353	skateboard
skater	0.633	0.774	0.652	skater
skating	0.745	0.673	0.435	iṣere lori yinyin
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	egungun
skeleton	0.183	0.464	0.343	egungun
skeptic	0.135	0.440	0.500	oniyemeji
skeptical	0.207	0.500	0.452	oniyemeji
skepticism	0.229	0.480	0.582	skepticism
sketch	0.704	0.276	0.420	afọwọya
sketching	0.729	0.327	0.400	iyaworan
sketchy	0.333	0.479	0.241	afọwọya
skewed	0.340	0.480	0.361	skewed
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	siki
skid	0.357	0.640	0.440	skid
skier	0.802	0.788	0.639	skier
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	sikiini
skijump	0.635	0.647	0.482	skijump
skill	0.847	0.701	0.833	ogbon
skilled	0.886	0.614	0.929	oye
skillet	0.510	0.296	0.345	skillet
skillful	0.802	0.616	0.908	ogbon
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	skimpy
skin	0.569	0.350	0.395	awọ ara
skinny	0.333	0.333	0.298	awọ ara
skip	0.458	0.804	0.439	fo
skipper	0.440	0.577	0.692	olorin
skirmish	0.290	0.640	0.474	ijakadi
skirt	0.602	0.463	0.226	yeri
skirting	0.449	0.529	0.386	siketi
skirts	0.622	0.538	0.241	awọn ẹwu obirin
skit	0.438	0.434	0.421	skit
skittish	0.156	0.815	0.172	skittish
skull	0.276	0.558	0.574	timole
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	ọrun
skylight	0.708	0.314	0.343	skylight
skyline	0.592	0.412	0.662	oju ọrun
skyscraper	0.622	0.696	0.798	skyscraper
slab	0.398	0.265	0.264	pẹlẹbẹ
slack	0.521	0.283	0.446	rọra
slag	0.266	0.600	0.254	slag
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	egan
slanderous	0.057	0.800	0.337	egan
slang	0.479	0.418	0.491	itansan
slant	0.469	0.396	0.536	silekun
slap	0.100	0.804	0.518	labara
slash	0.260	0.500	0.509	din ku
slashes	0.330	0.328	0.410	slashes
slate	0.531	0.283	0.431	sileti
slates	0.500	0.270	0.342	sileti
slaughter	0.052	0.953	0.602	ipaniyan
slaughterhouse	0.146	0.794	0.472	ile ipaniyan
slaughtering	0.133	0.947	0.714	pipa
slave	0.171	0.795	0.151	ẹrú
slavery	0.052	0.783	0.218	ẹrú
slay	0.133	0.920	0.585	Pa
slayer	0.041	0.930	0.661	apaniyan
sleaze	0.312	0.538	0.405	sùn
sleazy	0.292	0.674	0.370	sleazy
sled	0.635	0.547	0.446	sled
sledding	0.625	0.547	0.422	sledding
sledge	0.646	0.500	0.361	sledge
sledgehammer	0.449	0.479	0.482	sledgehammer
sleek	0.750	0.484	0.643	aso
sleep	0.719	0.090	0.339	sun
sleeper	0.640	0.154	0.254	alarun
sleeping	0.704	0.091	0.312	orun
sleepless	0.213	0.410	0.207	àìsùn
sleeplessness	0.104	0.604	0.202	àìsùn
sleepover	0.815	0.519	0.340	sleepover
sleepy	0.604	0.125	0.250	orun
sleepyhead	0.327	0.350	0.294	ori orun
sleet	0.410	0.355	0.395	sleet
sleeve	0.531	0.270	0.273	apa aso
sleeveless	0.638	0.290	0.200	laisi apa aso
sleigh	0.742	0.551	0.396	sleigh
sleight	0.719	0.677	0.379	sleight
slender	0.812	0.548	0.664	tẹẹrẹ
sleuth	0.460	0.633	0.676	sleuth
slice	0.583	0.375	0.303	bibẹ pẹlẹbẹ
slick	0.388	0.383	0.349	ologbon
slicker	0.727	0.387	0.519	slicker
slide	0.615	0.435	0.432	ifaworanhan
slider	0.585	0.491	0.518	esun
sliding	0.356	0.730	0.491	sisun
slight	0.521	0.240	0.155	diẹ
slight anticipation	0.562	0.490	0.445	ifojusona diẹ
slight disgust	0.156	0.578	0.318	ikorira diẹ
slight surprise	0.677	0.746	0.557	iyalenu diẹ
slight trust	0.306	0.400	0.245	igbẹkẹle diẹ
slightly	0.470	0.274	0.255	die-die
slightly negative	0.190	0.472	0.259	die-die odi
slightly positive	0.792	0.480	0.567	die-die rere
slim	0.562	0.180	0.296	tẹẹrẹ
slime	0.300	0.370	0.183	slime
slimy	0.177	0.500	0.309	tẹẹrẹ
sling	0.417	0.423	0.404	kànnàkànnà
slingshot	0.323	0.654	0.474	slingshot
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	isokuso
slipper	0.635	0.298	0.245	slipper
slippers	0.573	0.413	0.236	slippers
slippery	0.219	0.740	0.343	isokuso
slit	0.406	0.490	0.366	pipin
sliver	0.388	0.347	0.291	sliver
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	kokandinlogbon
sloop	0.480	0.375	0.380	isokuso
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	ite
sloppy	0.303	0.441	0.183	onilọra
slot	0.469	0.337	0.337	iho
sloth	0.198	0.140	0.125	ọlẹ
slouch	0.365	0.450	0.328	slouch
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	lọra
slowly	0.427	0.185	0.295	laiyara
slowness	0.302	0.212	0.191	ilọra
sludge	0.354	0.396	0.229	sludge
slug	0.276	0.370	0.160	onilọra
slugger	0.458	0.500	0.518	onilọra
sluggish	0.224	0.124	0.155	onilọra
sluice	0.427	0.520	0.365	sluice
slum	0.292	0.528	0.302	slum
slumber	0.592	0.191	0.426	sun oorun
slump	0.194	0.438	0.130	slump
slur	0.115	0.814	0.427	slur
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	slush
slut	0.071	0.808	0.309	panṣaga
slutty	0.224	0.810	0.371	onilọra
sly	0.573	0.690	0.750	arekereke
smack	0.323	0.662	0.381	kọlu
small	0.542	0.205	0.120	kekere
smaller	0.300	0.310	0.179	kere ju
smallest	0.281	0.340	0.129	kere julọ
smallpox	0.156	0.583	0.222	arun kekere
smart	0.906	0.607	0.923	ọlọgbọn
smartass	0.364	0.520	0.620	smartass
smarten	0.602	0.490	0.551	smarten
smarty	0.673	0.510	0.848	ọlọgbọn
smash	0.195	0.692	0.530	fọ́
smashed	0.143	0.660	0.256	fọ́
smattering	0.448	0.460	0.500	smating
smear	0.230	0.433	0.400	smear
smell	0.510	0.520	0.330	orun
smelling	0.458	0.481	0.349	olóòórùn dídùn
smelly	0.100	0.528	0.245	olóòórùn dídùn
smelt	0.333	0.441	0.345	yo
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	ẹrin
smiled	0.949	0.530	0.536	rerin musẹ
smiles	0.892	0.606	0.607	musẹ
smiley	0.865	0.470	0.571	ẹrin
smiling	0.981	0.679	0.625	rerin
smirk	0.792	0.596	0.583	ẹrin
smite	0.303	0.846	0.682	kọlu
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	lù
smock	0.429	0.250	0.250	ẹfin
smog	0.271	0.480	0.382	èéfín
smoke	0.188	0.500	0.391	ẹfin
smoker	0.208	0.528	0.311	mu siga
smokey	0.494	0.462	0.430	nmu
smoking	0.176	0.557	0.384	siga
smoky	0.459	0.420	0.327	ẹfin
smoldering	0.635	0.781	0.764	sisun
smooch	0.796	0.731	0.491	sùn
smooth	0.823	0.127	0.281	dan
smoothie	0.806	0.333	0.281	smoothie
smoothly	0.821	0.134	0.488	laisiyonu
smoothness	0.833	0.221	0.412	didan
smother	0.292	0.685	0.420	simi
smudge	0.327	0.429	0.245	smudge
smug	0.198	0.552	0.587	smug
smuggle	0.194	0.775	0.570	wómúwómú
smuggler	0.062	0.867	0.645	onijagidijagan
smuggling	0.229	0.783	0.510	smuggling
smut	0.357	0.360	0.349	smut
snack	0.646	0.407	0.345	ipanu
snacks	0.781	0.480	0.306	ipanu
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	imolara
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	ìgbín
snake	0.276	0.750	0.549	ejo
snakes	0.176	0.662	0.606	ejo
snakeskin	0.276	0.696	0.391	ejo
snap	0.344	0.517	0.352	imolara
snapper	0.417	0.429	0.245	sinapa
snappy	0.573	0.592	0.418	snappy
snapshot	0.573	0.578	0.588	aworan aworan
snare	0.229	0.850	0.466	ìdẹkùn
snarl	0.430	0.787	0.455	gbon
snarling	0.312	0.704	0.491	snarling
snatch	0.219	0.861	0.691	ja gba
snatcher	0.122	0.867	0.563	apanirun
snazzy	0.735	0.370	0.660	snazzy
sneak	0.281	0.745	0.449	ajiwo
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	awọn sneakers
sneaking	0.203	0.755	0.545	ajiwo
sneaky	0.240	0.740	0.560	ajiwo
sneer	0.133	0.755	0.345	ẹlẹgàn
sneeze	0.271	0.442	0.336	rọ
sneezing	0.434	0.570	0.345	sówú
snicker	0.708	0.693	0.409	snicker
snide	0.186	0.723	0.455	snide
sniff	0.396	0.500	0.318	gbon
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	snipe
sniper	0.167	0.870	0.853	sniper
snippet	0.612	0.410	0.368	snippet
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	snitch
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	snooty
snooze	0.235	0.357	0.282	lẹsẹ
snore	0.245	0.610	0.481	snore
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	snort
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	snotty
snout	0.276	0.385	0.241	snout
snow	0.667	0.363	0.309	egbon
snowball	0.717	0.444	0.321	bọọlu yinyin
snowboard	0.663	0.680	0.511	Ọpọn iṣere lori yinyin
snowboarder	0.719	0.754	0.545	snowboarder
snowday	0.602	0.500	0.440	ojo yinyin
snowfall	0.675	0.280	0.455	ojo yinyin
snowflake	0.748	0.192	0.260	egbon yinyin
snowing	0.586	0.490	0.387	yinyin
snowmageddon	0.375	0.575	0.472	snowmageddoni
snowman	0.776	0.291	0.323	egbon
snowplow	0.449	0.480	0.493	ojo yinyin
snowstorm	0.204	0.833	0.629	egbon ojo
snowy	0.656	0.304	0.357	sno
snub	0.229	0.412	0.228	snub
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	panu
snug	0.867	0.173	0.500	rọra
snuggle	0.781	0.390	0.350	snuggle
snuggled	0.552	0.439	0.314	snuggled
snuggles	0.670	0.340	0.287	snuggles
snuggling	0.683	0.585	0.373	snuggling
soak	0.480	0.370	0.240	rọ
soaked	0.365	0.462	0.358	sinu
soaking	0.438	0.324	0.375	Ríiẹ
soangry	0.327	0.650	0.482	ibinu
soannoyed	0.271	0.529	0.426	soannoyed
soap	0.531	0.163	0.311	ọṣẹ
soapbox	0.500	0.415	0.393	apoti ọṣẹ
soapy	0.552	0.373	0.355	ọṣẹ
soar	0.790	0.740	0.718	sor
soaring	0.708	0.704	0.650	soaring
sob	0.115	0.480	0.212	sob
sober	0.729	0.216	0.568	sober
soblessed	0.542	0.395	0.287	soblessed
sobriety	0.680	0.310	0.583	sobriety
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	bọọlu afẹsẹgba
sociable	0.854	0.459	0.627	awujo
social	0.806	0.370	0.614	awujo
socialanxiety	0.270	0.588	0.426	awujo aniyan
socialism	0.510	0.500	0.560	socialism
socialist	0.448	0.400	0.543	sosialisiti
socialite	0.684	0.668	0.570	awujo
socialize	0.907	0.683	0.726	socialize
society	0.674	0.464	0.782	awujo
sociology	0.615	0.439	0.694	sosioloji
sociopath	0.104	0.863	0.439	sociopath
sock	0.500	0.167	0.290	ibọsẹ
socket	0.583	0.469	0.377	iho
sod	0.427	0.383	0.333	sod
soda	0.688	0.314	0.364	onisuga
soda/pop	0.581	0.410	0.382	onisuga / agbejade
sodding	0.240	0.500	0.400	sodding
sodium	0.490	0.340	0.291	iṣuu soda
sofa	0.583	0.106	0.263	aga
soft	0.760	0.179	0.232	asọ
softball	0.735	0.630	0.518	Softball
soften	0.694	0.194	0.392	rọra
softener	0.745	0.300	0.373	alaroje
softening	0.700	0.255	0.361	rirọ
softly	0.517	0.206	0.304	jẹjẹ
softness	0.875	0.086	0.402	rirọ
software	0.561	0.280	0.570	software
soggy	0.312	0.350	0.241	soggy
sohappy	0.949	0.673	0.681	inu didun
soil	0.350	0.180	0.356	ile
soiled	0.106	0.529	0.213	ẹlẹgbin
soiree	0.729	0.692	0.578	soire
sojourn	0.514	0.243	0.509	atipo
solace	0.776	0.294	0.453	itunu
solar	0.622	0.452	0.645	oorun
solarium	0.602	0.356	0.421	solarium
solder	0.439	0.510	0.611	solder
soldering	0.573	0.536	0.538	tita
soldier	0.392	0.708	0.768	jagunjagun
sole	0.427	0.194	0.279	atelese
solemn	0.708	0.370	0.709	oloyinbo
solicit	0.620	0.490	0.604	bẹbẹ
solicitation	0.612	0.519	0.415	ẹbẹ
solicitor	0.600	0.479	0.802	agbejoro
solid	0.667	0.304	0.763	ṣinṣin
solidarity	0.792	0.407	0.781	isokan
solidification	0.480	0.500	0.827	imudara
solidified	0.633	0.415	0.745	ri to
solidify	0.583	0.318	0.754	fi idi mulẹ
solidity	0.745	0.444	0.850	iduroṣinṣin
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	adashe
solitude	0.208	0.226	0.358	adashe
solo	0.438	0.190	0.325	adashe
solubility	0.506	0.360	0.442	solubility
soluble	0.542	0.272	0.409	tiotuka
solucky	0.573	0.529	0.615	solucky
solution	0.790	0.339	0.664	ojutu
solve	0.656	0.530	0.688	yanju
solvency	0.604	0.296	0.605	ojutu
solvent	0.635	0.316	0.573	epo
somad	0.429	0.490	0.463	somádù
somatic	0.438	0.406	0.444	somatic
somber	0.184	0.500	0.380	somber
some anticipation	0.423	0.482	0.472	diẹ ninu awọn ifojusona
some disgust	0.094	0.657	0.321	diẹ ninu awọn ikorira
some surprise	0.827	0.849	0.500	diẹ ninu awọn iyalenu
some trust	0.594	0.451	0.547	diẹ ninu awọn igbekele
somersault	0.214	0.769	0.519	ikọlu
somethingigetalot	0.573	0.567	0.509	nkankan igetalot
somewhat negative	0.208	0.480	0.150	itumo odi
somewhat positive	0.920	0.510	0.667	itumo rere
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	ọmọ
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	sonervous
song	0.854	0.413	0.500	orin
songwriter	0.844	0.558	0.713	akọrin
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	sonice
sonnet	0.718	0.294	0.404	sonnet
sonorous	0.646	0.580	0.442	sonorous
soot	0.375	0.328	0.292	soot
soothe	0.817	0.194	0.412	tutù
soothing	0.625	0.179	0.519	itunu
sophisticated	0.865	0.481	0.845	fafa
sophistication	0.792	0.472	0.704	sophistication
sophomore	0.653	0.415	0.427	keji
sopissed	0.276	0.577	0.433	sopissed
soppy	0.510	0.355	0.297	soppy
soprano	0.552	0.550	0.685	soprano
sorcerer	0.377	0.633	0.632	oṣó
sorcery	0.279	0.740	0.640	oṣó
sordid	0.219	0.555	0.447	sordid
sore	0.094	0.650	0.224	egbo
soready	0.622	0.500	0.545	soready
sorely	0.284	0.727	0.370	irora
soreness	0.113	0.843	0.302	egbo
sorghum	0.469	0.358	0.420	oka
sorority	0.635	0.637	0.627	sorority
sorrow	0.052	0.235	0.164	ibanuje
sorrowful	0.049	0.422	0.163	ibanuje
sorry	0.406	0.362	0.212	binu
sort	0.673	0.389	0.674	too
sorter	0.594	0.412	0.823	lẹsẹsẹ
sortie	0.490	0.450	0.311	tootọ
sorting	0.469	0.400	0.642	yiyan
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	soscared
soscary	0.301	0.660	0.414	soscary
soslow	0.347	0.312	0.284	soslow
sostressed	0.435	0.481	0.578	sostressed
sosweet	0.755	0.354	0.417	o dun
sothankful	0.729	0.526	0.418	o ṣeun
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	ọkàn
soulful	0.755	0.331	0.500	ẹmi
soulless	0.125	0.591	0.400	ti ko ni ẹmi
soulmate	0.890	0.500	0.628	ọkàn ẹlẹgbẹ
sound	0.765	0.623	0.398	ohun
sounding	0.690	0.500	0.558	ti npariwo
soundness	0.780	0.377	0.893	didara
soundproof	0.490	0.390	0.409	soundproof
soundtrack	0.630	0.559	0.518	ohun orin
soup	0.602	0.245	0.269	bimo
sour	0.276	0.594	0.373	ekan
source	0.740	0.318	0.684	orisun
sourpuss	0.188	0.620	0.382	ekan
south	0.562	0.265	0.429	guusu
southbound	0.510	0.370	0.395	gusu
southeast	0.510	0.283	0.413	guusu ila-oorun
southern	0.552	0.269	0.370	gusu
southpaw	0.542	0.389	0.404	southpaw
southwest	0.406	0.314	0.355	guusu iwọ-oorun
souvenir	0.844	0.311	0.466	ohun iranti
sovereign	0.698	0.500	0.885	ọba aláṣẹ
sovereignty	0.719	0.529	0.886	nupojipetọ
soviet	0.347	0.580	0.536	Soviet
sow	0.667	0.430	0.446	gbìn;
soy	0.438	0.250	0.286	soy
soy sauce	0.573	0.382	0.318	soy obe
soybean	0.521	0.250	0.293	soybean
