English Word	Valence	Arousal	Dominance	Vietnamese Word
side	0.439	0.288	0.395	cạnh
sidearm	0.410	0.474	0.500	vũ khí bên hông
sidebar	0.469	0.364	0.405	thanh bên
sideboard	0.590	0.259	0.426	tủ sắt
sideburns	0.777	0.327	0.308	tóc mai
sidecar	0.552	0.449	0.500	sidecar
sidekick	0.602	0.439	0.509	cộng sự
sideline	0.440	0.382	0.517	bên lề
sideshow	0.458	0.594	0.658	trình chiếu
sidestep	0.378	0.559	0.407	tránh né
sidewalk	0.479	0.192	0.348	đường đi bộ
sideways	0.788	0.245	0.291	một bên
sidewinder	0.500	0.500	0.439	người đi ngang
siege	0.271	0.750	0.567	bao vây
siesta	0.740	0.046	0.295	ngủ trưa
sieve	0.459	0.250	0.333	sàng
sift	0.542	0.412	0.461	sàng
sifting	0.571	0.469	0.474	sàng lọc
sigh	0.469	0.387	0.273	thở dài
sight	0.684	0.250	0.528	thị giác
sighting	0.582	0.560	0.627	sự nhìn thấy
sightseeing	0.875	0.552	0.697	tham quan
sigma	0.490	0.472	0.535	sigma
sign	0.620	0.481	0.397	dấu hiệu
signal	0.615	0.417	0.464	dấu hiệu
signature	0.570	0.422	0.657	Chữ ký
significance	0.820	0.460	0.644	ý nghĩa
significant	0.827	0.649	0.786	có ý nghĩa
signification	0.583	0.337	0.530	ý nghĩa
signify	0.453	0.422	0.634	biểu thị
signpost	0.510	0.400	0.446	biển chỉ dẫn
silence	0.438	0.200	0.223	Im lặng
silencer	0.417	0.356	0.482	bộ giảm thanh
silent	0.469	0.125	0.280	im lặng
silently	0.448	0.185	0.306	thầm lặng
silhouette	0.582	0.410	0.288	hình bóng
silicon	0.439	0.448	0.445	silicon
silicone	0.480	0.340	0.333	silicone
silk	0.760	0.115	0.300	lụa
silken	0.730	0.265	0.394	mềm
silky	0.802	0.397	0.271	mướt
sill	0.433	0.375	0.324	ngưỡng cửa
silliness	0.327	0.368	0.192	Phần bên dưới
silly	0.384	0.349	0.161	ngốc nghếch
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	phù sa
silver	0.684	0.451	0.615	màu bạc
silverware	0.663	0.365	0.409	đồ bạc
silvery	0.543	0.460	0.517	bạc
similar	0.562	0.250	0.423	tương tự
similarity	0.729	0.255	0.518	giống nhau
simile	0.615	0.363	0.464	ví von
simmer	0.650	0.293	0.393	ninh
simmering	0.382	0.613	0.412	sôi sục
simple	0.653	0.130	0.314	giản dị
simples	0.724	0.240	0.263	đơn giản
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	sự đơn giản
simplify	0.565	0.347	0.602	đơn giản hóa
simplistic	0.490	0.245	0.391	đơn giản
simply	0.535	0.148	0.393	đơn giản
simulate	0.551	0.375	0.417	mô phỏng
simulated	0.500	0.461	0.356	mô phỏng
simulating	0.552	0.462	0.481	mô phỏng
simulation	0.552	0.574	0.567	mô phỏng
simulator	0.677	0.559	0.583	giả lập
simultaneous	0.691	0.577	0.554	đồng thời
simultaneously	0.656	0.490	0.609	đồng thời
sin	0.177	0.712	0.449	tội
sincere	0.918	0.265	0.725	chân thành
sincerity	0.908	0.351	0.686	sự chân thành
sinful	0.143	0.788	0.417	tội lỗi
sing	0.858	0.606	0.420	hát
singer	0.802	0.735	0.628	ca sĩ
singing	0.885	0.594	0.528	ca hát
single	0.291	0.354	0.259	Độc thân
singly	0.553	0.354	0.466	đơn lẻ
singular	0.610	0.302	0.482	số ít
singularity	0.582	0.348	0.654	điểm kỳ dị
singularly	0.571	0.330	0.527	đặc biệt
sinister	0.125	0.896	0.581	nham hiểm
sink	0.375	0.439	0.322	bồn rửa
sinker	0.302	0.557	0.538	người đánh chìm
sinking	0.135	0.439	0.342	hạ xuống
sinner	0.237	0.667	0.356	Người phạm tội
sinning	0.170	0.700	0.422	phạm tội
sinus	0.531	0.563	0.340	xoang
sip	0.375	0.380	0.213	một hớp
siphon	0.354	0.333	0.435	xi phông
sipping	0.469	0.349	0.377	nhấm nháp
sir	0.622	0.306	0.778	quý ngài
sire	0.854	0.452	0.808	sire
siren	0.570	0.627	0.500	còi báo động
sirloin	0.546	0.418	0.373	thịt thăn
sissy	0.333	0.562	0.232	sissy
sister	0.916	0.324	0.562	chị gái
sisterhood	0.837	0.415	0.696	tình chị em
sit	0.561	0.230	0.368	ngồi
sitcom	0.562	0.537	0.407	Hài kịch
site	0.677	0.265	0.452	Địa điểm
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	người trông trẻ
sitting	0.561	0.146	0.353	ngồi
situate	0.510	0.310	0.483	Tọa lạc
situated	0.542	0.231	0.543	nằm
situation	0.531	0.387	0.600	tình hình
six	0.500	0.154	0.271	sáu
sixpence	0.469	0.417	0.463	sáu phần trăm
sixteen	0.583	0.290	0.324	mười sáu
sixth	0.521	0.275	0.366	thứ sáu
sixty	0.694	0.240	0.433	sáu mươi
sizable	0.727	0.337	0.657	khá lớn
size	0.531	0.336	0.569	kích thước
sizzle	0.427	0.704	0.368	Xông khói
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	giày trượt băng
skateboard	0.677	0.550	0.353	ván trượt
skater	0.633	0.774	0.652	vận động viên trượt băng nghệ thuật
skating	0.745	0.673	0.435	trượt băng
skedaddle	0.427	0.596	0.422	chạy tán loạn
skeet	0.469	0.549	0.413	cái xiên
skein	0.449	0.372	0.287	con quay
skeletal	0.306	0.558	0.318	xương
skeleton	0.183	0.464	0.343	bộ xương
skeptic	0.135	0.440	0.500	hoài nghi
skeptical	0.207	0.500	0.452	hoài nghi
skepticism	0.229	0.480	0.582	sự hoài nghi
sketch	0.704	0.276	0.420	bản phác thảo
sketching	0.729	0.327	0.400	phác thảo
sketchy	0.333	0.479	0.241	sơ sài
skewed	0.340	0.480	0.361	lệch
skewer	0.470	0.365	0.457	xiên que
ski	0.684	0.670	0.471	trượt tuyết
skid	0.357	0.640	0.440	trượt
skier	0.802	0.788	0.639	người trợt tuyết
skiff	0.479	0.375	0.472	skiff
skiing	0.823	0.824	0.620	trượt tuyết
skijump	0.635	0.647	0.482	nhảy trượt tuyết
skill	0.847	0.701	0.833	kỹ năng
skilled	0.886	0.614	0.929	có tay nghề cao
skillet	0.510	0.296	0.345	chảo rán
skillful	0.802	0.616	0.908	khéo léo
skim	0.418	0.328	0.322	hớt bọt
skimpy	0.302	0.349	0.208	thiếu vải
skin	0.569	0.350	0.395	làn da
skinny	0.333	0.333	0.298	gầy
skip	0.458	0.804	0.439	nhảy
skipper	0.440	0.577	0.692	đội trưởng
skirmish	0.290	0.640	0.474	cuộc giao tranh
skirt	0.602	0.463	0.226	váy
skirting	0.449	0.529	0.386	chân váy
skirts	0.622	0.538	0.241	váy
skit	0.438	0.434	0.421	tiểu phẩm
skittish	0.156	0.815	0.172	lém lỉnh
skull	0.276	0.558	0.574	đầu lâu
skunk	0.284	0.491	0.380	chồn hôi
sky	0.958	0.234	0.401	bầu trời
skylight	0.708	0.314	0.343	giếng trời
skyline	0.592	0.412	0.662	đường chân trời
skyscraper	0.622	0.696	0.798	tòa nhà chọc trời
slab	0.398	0.265	0.264	phiến
slack	0.521	0.283	0.446	chùng xuống
slag	0.266	0.600	0.254	xỉ
slam	0.459	0.577	0.480	sập
slammer	0.417	0.565	0.391	slammer
slander	0.184	0.604	0.454	vu khống
slanderous	0.057	0.800	0.337	vu khống
slang	0.479	0.418	0.491	tiếng lóng
slant	0.469	0.396	0.536	xiên
slap	0.100	0.804	0.518	cái tát
slash	0.260	0.500	0.509	gạch chéo
slashes	0.330	0.328	0.410	gạch chéo
slate	0.531	0.283	0.431	đá phiến
slates	0.500	0.270	0.342	đá phiến
slaughter	0.052	0.953	0.602	sự tàn sát
slaughterhouse	0.146	0.794	0.472	lò mổ
slaughtering	0.133	0.947	0.714	giết mổ
slave	0.171	0.795	0.151	nô lệ
slavery	0.052	0.783	0.218	chế độ nô lệ
slay	0.133	0.920	0.585	giết người
slayer	0.041	0.930	0.661	kẻ giết người
sleaze	0.312	0.538	0.405	làm say xỉn
sleazy	0.292	0.674	0.370	nhếch nhác
sled	0.635	0.547	0.446	xe trượt tuyết
sledding	0.625	0.547	0.422	trượt ván
sledge	0.646	0.500	0.361	xe trượt tuyết
sledgehammer	0.449	0.479	0.482	búa tạ
sleek	0.750	0.484	0.643	trơn
sleep	0.719	0.090	0.339	ngủ
sleeper	0.640	0.154	0.254	người ngủ nướng
sleeping	0.704	0.091	0.312	đang ngủ
sleepless	0.213	0.410	0.207	chứng mất ngủ
sleeplessness	0.104	0.604	0.202	mất ngủ
sleepover	0.815	0.519	0.340	ngủ quên
sleepy	0.604	0.125	0.250	ngáy ngủ
sleepyhead	0.327	0.350	0.294	buồn ngủ
sleet	0.410	0.355	0.395	mưa đá
sleeve	0.531	0.270	0.273	tay áo
sleeveless	0.638	0.290	0.200	không tay
sleigh	0.742	0.551	0.396	xe trượt tuyết
sleight	0.719	0.677	0.379	bóng tối
slender	0.812	0.548	0.664	mảnh khảnh
sleuth	0.460	0.633	0.676	tay sai
slice	0.583	0.375	0.303	lát cắt
slick	0.388	0.383	0.349	bóng bẩy
slicker	0.727	0.387	0.519	loang lổ
slide	0.615	0.435	0.432	trượt
slider	0.585	0.491	0.518	thanh trượt
sliding	0.356	0.730	0.491	trượt
slight	0.521	0.240	0.155	mảnh dẻ
slight anticipation	0.562	0.490	0.445	dự đoán nhẹ
slight disgust	0.156	0.578	0.318	hơi ghê tởm
slight surprise	0.677	0.746	0.557	hơi ngạc nhiên
slight trust	0.306	0.400	0.245	tin tưởng nhẹ
slightly	0.470	0.274	0.255	khinh bỉ
slightly negative	0.190	0.472	0.259	hơi tiêu cực
slightly positive	0.792	0.480	0.567	hơi tích cực
slim	0.562	0.180	0.296	mảnh mai
slime	0.300	0.370	0.183	chất nhờn
slimy	0.177	0.500	0.309	nhầy nhụa
sling	0.417	0.423	0.404	treo lên
slingshot	0.323	0.654	0.474	súng cao su
slink	0.460	0.546	0.314	lỉnh đi
slinky	0.400	0.637	0.603	lóng ngóng
slip	0.316	0.714	0.321	trượt
slipper	0.635	0.298	0.245	dép
slippers	0.573	0.413	0.236	dép lê
slippery	0.219	0.740	0.343	trơn
slit	0.406	0.490	0.366	rạch
sliver	0.388	0.347	0.291	Bạc
slob	0.275	0.365	0.300	lười biếng
slobber	0.350	0.375	0.278	người lười biếng
slogan	0.550	0.216	0.564	phương châm
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	luộm thuộm
slope	0.347	0.438	0.279	dốc
sloppy	0.303	0.441	0.183	luộm thuộm
slot	0.469	0.337	0.337	chỗ
sloth	0.198	0.140	0.125	Sự lười biếng
slouch	0.365	0.450	0.328	lười biếng
slough	0.265	0.390	0.200	lấm lem
slow	0.357	0.073	0.131	chậm
slowly	0.427	0.185	0.295	chậm rãi
slowness	0.302	0.212	0.191	sự chậm chạp
sludge	0.354	0.396	0.229	bùn
slug	0.276	0.370	0.160	con sên
slugger	0.458	0.500	0.518	slugger
sluggish	0.224	0.124	0.155	chậm chạp
sluice	0.427	0.520	0.365	cống
slum	0.292	0.528	0.302	khu ổ chuột
slumber	0.592	0.191	0.426	giấc ngủ
slump	0.194	0.438	0.130	sụt giảm
slur	0.115	0.814	0.427	nước lèo
slurp	0.540	0.528	0.411	xì xụp
slush	0.427	0.283	0.296	trầm mặc
slut	0.071	0.808	0.309	con đĩ
slutty	0.224	0.810	0.371	đĩ điếm
sly	0.573	0.690	0.750	ranh mãnh
smack	0.323	0.662	0.381	đập
small	0.542	0.205	0.120	nhỏ bé
smaller	0.300	0.310	0.179	nhỏ hơn
smallest	0.281	0.340	0.129	nhỏ nhất
smallpox	0.156	0.583	0.222	bệnh đậu mùa
smart	0.906	0.607	0.923	thông minh
smartass	0.364	0.520	0.620	smartass
smarten	0.602	0.490	0.551	tăng gia
smarty	0.673	0.510	0.848	thông minh
smash	0.195	0.692	0.530	đập vỡ
smashed	0.143	0.660	0.256	đập tan
smattering	0.448	0.460	0.500	tiếng kêu lạch cạch
smear	0.230	0.433	0.400	bôi nhọ
smell	0.510	0.520	0.330	đánh hơi
smelling	0.458	0.481	0.349	ngửi
smelly	0.100	0.528	0.245	hôi
smelt	0.333	0.441	0.345	có mùi
smidgen	0.367	0.385	0.357	một tẹo
smile	0.906	0.598	0.618	nụ cười
smiled	0.949	0.530	0.536	mỉm cười
smiles	0.892	0.606	0.607	nụ cười
smiley	0.865	0.470	0.571	mặt cười
smiling	0.981	0.679	0.625	mỉm cười
smirk	0.792	0.596	0.583	nhếch mép
smite	0.303	0.846	0.682	đánh lén
smith	0.677	0.333	0.529	thợ rèn
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	smitten
smock	0.429	0.250	0.250	áo khoác
smog	0.271	0.480	0.382	khói bụi
smoke	0.188	0.500	0.391	Khói
smoker	0.208	0.528	0.311	người hút thuốc
smokey	0.494	0.462	0.430	sương khói
smoking	0.176	0.557	0.384	hút thuốc
smoky	0.459	0.420	0.327	có khói
smoldering	0.635	0.781	0.764	âm ỉ
smooch	0.796	0.731	0.491	nụ hôn
smooth	0.823	0.127	0.281	trơn tru
smoothie	0.806	0.333	0.281	sinh tố
smoothly	0.821	0.134	0.488	thông suốt
smoothness	0.833	0.221	0.412	êm ái
smother	0.292	0.685	0.420	sương khói
smudge	0.327	0.429	0.245	lem luốc
smug	0.198	0.552	0.587	tự mãn
smuggle	0.194	0.775	0.570	buôn lậu
smuggler	0.062	0.867	0.645	người buôn lậu
smuggling	0.229	0.783	0.510	buôn lậu
smut	0.357	0.360	0.349	nói bậy
snack	0.646	0.407	0.345	bữa ăn nhẹ
snacks	0.781	0.480	0.306	đồ ăn nhẹ
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	snag
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	ốc sên
snake	0.276	0.750	0.549	con rắn
snakes	0.176	0.662	0.606	rắn
snakeskin	0.276	0.696	0.391	da rắn
snap	0.344	0.517	0.352	búng tay
snapper	0.417	0.429	0.245	cá hồng
snappy	0.573	0.592	0.418	lanh lợi
snapshot	0.573	0.578	0.588	ảnh chụp nhanh
snare	0.229	0.850	0.466	cạm bẫy
snarl	0.430	0.787	0.455	tiếng gầm gừ
snarling	0.312	0.704	0.491	gầm gừ
snatch	0.219	0.861	0.691	chộp lấy
snatcher	0.122	0.867	0.563	kẻ ăn trộm
snazzy	0.735	0.370	0.660	cáu kỉnh
sneak	0.281	0.745	0.449	đánh lén
sneaker	0.794	0.479	0.389	giày thể thao
sneakers	0.604	0.548	0.349	giày thể thao
sneaking	0.203	0.755	0.545	lén lút
sneaky	0.240	0.740	0.560	lén lút
sneer	0.133	0.755	0.345	chế nhạo
sneeze	0.271	0.442	0.336	hắt hơi
sneezing	0.434	0.570	0.345	hắt xì
snicker	0.708	0.693	0.409	người ăn cắp vặt
snide	0.186	0.723	0.455	bắn tỉa
sniff	0.396	0.500	0.318	bị nghẹt mũi
snip	0.417	0.327	0.268	bắn tỉa
snipe	0.198	0.915	0.491	bắn tỉa
sniper	0.167	0.870	0.853	kẻ bắn tỉa
snippet	0.612	0.410	0.368	đoạn trích
snippy	0.418	0.491	0.481	khặc khặc
snitch	0.300	0.598	0.333	quỷ quyệt
snob	0.296	0.520	0.309	hợm hĩnh
snoop	0.134	0.740	0.434	rình mò
snoopy	0.573	0.534	0.291	hợm hĩnh
snooty	0.390	0.455	0.446	khờ khạo
snooze	0.235	0.357	0.282	giấc ngủ ngắn
snore	0.245	0.610	0.481	ngủ ngáy
snorkel	0.510	0.470	0.327	ống thở
snort	0.469	0.531	0.413	khịt mũi
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	lém lỉnh
snout	0.276	0.385	0.241	mõm
snow	0.667	0.363	0.309	tuyết
snowball	0.717	0.444	0.321	quả cầu tuyết
snowboard	0.663	0.680	0.511	ván trượt tuyết
snowboarder	0.719	0.754	0.545	người trượt tuyết
snowday	0.602	0.500	0.440	ngày tuyết
snowfall	0.675	0.280	0.455	tuyết rơi
snowflake	0.748	0.192	0.260	bông tuyết
snowing	0.586	0.490	0.387	tuyết rơi
snowmageddon	0.375	0.575	0.472	snowmageddon
snowman	0.776	0.291	0.323	người tuyết
snowplow	0.449	0.480	0.493	đồ ủi tuyết
snowstorm	0.204	0.833	0.629	bão tuyết
snowy	0.656	0.304	0.357	có tuyết rơi
snub	0.229	0.412	0.228	hắt hủi
snubbed	0.265	0.528	0.279	bị hắt hủi
snuff	0.357	0.470	0.377	hít đất
snug	0.867	0.173	0.500	ấm áp
snuggle	0.781	0.390	0.350	ôm chặt
snuggled	0.552	0.439	0.314	ôm chặt
snuggles	0.670	0.340	0.287	ôm nhau
snuggling	0.683	0.585	0.373	ôm ấp
soak	0.480	0.370	0.240	ngâm
soaked	0.365	0.462	0.358	ướt sũng
soaking	0.438	0.324	0.375	ngâm
soangry	0.327	0.650	0.482	rất tức giận
soannoyed	0.271	0.529	0.426	soannoyed
soap	0.531	0.163	0.311	xà bông
soapbox	0.500	0.415	0.393	hộp đựng xà phòng
soapy	0.552	0.373	0.355	xà phòng
soar	0.790	0.740	0.718	bay lên
soaring	0.708	0.704	0.650	bay bổng
sob	0.115	0.480	0.212	nức nở
sober	0.729	0.216	0.568	tỉnh táo
soblessed	0.542	0.395	0.287	thổn thức
sobriety	0.680	0.310	0.583	tỉnh táo
soc	0.427	0.431	0.380	soc
soccer	0.698	0.837	0.644	bóng đá
sociable	0.854	0.459	0.627	Hòa đồng
social	0.806	0.370	0.614	xã hội
socialanxiety	0.270	0.588	0.426	lo lắng xã hội
socialism	0.510	0.500	0.560	chủ nghĩa xã hội
socialist	0.448	0.400	0.543	nhà xã hội học
socialite	0.684	0.668	0.570	trang xã hội
socialize	0.907	0.683	0.726	giao lưu
society	0.674	0.464	0.782	xã hội
sociology	0.615	0.439	0.694	xã hội học
sociopath	0.104	0.863	0.439	xã hội học
sock	0.500	0.167	0.290	bít tất
socket	0.583	0.469	0.377	ổ cắm
sod	0.427	0.383	0.333	cỏ nhân tạo
soda	0.688	0.314	0.364	Nước ngọt
soda/pop	0.581	0.410	0.382	tiếng kêu nước ngọt sau khi mở Bay hơi
sodding	0.240	0.500	0.400	ngâm rượu
sodium	0.490	0.340	0.291	natri
sofa	0.583	0.106	0.263	ghế sô pha
soft	0.760	0.179	0.232	mềm
softball	0.735	0.630	0.518	bóng mềm
soften	0.694	0.194	0.392	làm mềm
softener	0.745	0.300	0.373	nước xả vải
softening	0.700	0.255	0.361	làm mềm
softly	0.517	0.206	0.304	nhẹ nhàng
softness	0.875	0.086	0.402	sự mềm mại
software	0.561	0.280	0.570	phần mềm
soggy	0.312	0.350	0.241	sũng nước
sohappy	0.949	0.673	0.681	rất hạnh phúc
soil	0.350	0.180	0.356	đất
soiled	0.106	0.529	0.213	bẩn thỉu
soiree	0.729	0.692	0.578	soiree
sojourn	0.514	0.243	0.509	sojourn
solace	0.776	0.294	0.453	an ủi
solar	0.622	0.452	0.645	hệ mặt trời
solarium	0.602	0.356	0.421	phòng tắm nắng
solder	0.439	0.510	0.611	chất hàn
soldering	0.573	0.536	0.538	hàn
soldier	0.392	0.708	0.768	lính
sole	0.427	0.194	0.279	Duy Nhất
solemn	0.708	0.370	0.709	trang nghiêm
solicit	0.620	0.490	0.604	gạ gẫm
solicitation	0.612	0.519	0.415	gạ gẫm
solicitor	0.600	0.479	0.802	cố vấn pháp luật
solid	0.667	0.304	0.763	chất rắn
solidarity	0.792	0.407	0.781	tinh thần đoàn kết
solidification	0.480	0.500	0.827	sự đông đặc
solidified	0.633	0.415	0.745	làm rắn chắc
solidify	0.583	0.318	0.754	làm rắn chắc
solidity	0.745	0.444	0.850	sự vững chắc
solitaire	0.365	0.227	0.279	solitaire
solitary	0.224	0.202	0.268	đơn độc
solitude	0.208	0.226	0.358	cô độc
solo	0.438	0.190	0.325	đấu
solubility	0.506	0.360	0.442	sự hòa tan
soluble	0.542	0.272	0.409	hòa tan
solucky	0.573	0.529	0.615	may mắn quá
solution	0.790	0.339	0.664	dung dịch
solve	0.656	0.530	0.688	giải quyết
solvency	0.604	0.296	0.605	khả năng thanh toán
solvent	0.635	0.316	0.573	dung môi
somad	0.429	0.490	0.463	quá điên
somatic	0.438	0.406	0.444	dạng cơ thể
somber	0.184	0.500	0.380	ủ rũ
some anticipation	0.423	0.482	0.472	một số dự đoán
some disgust	0.094	0.657	0.321	một số ghê tởm
some surprise	0.827	0.849	0.500	một số ngạc nhiên
some trust	0.594	0.451	0.547	một số tin tưởng
somersault	0.214	0.769	0.519	lộn nhào
somethingigetalot	0.573	0.567	0.509	cái gì đó
somewhat negative	0.208	0.480	0.150	hơi tiêu cực
somewhat positive	0.920	0.510	0.667	hơi tích cực
somuchtodo	0.510	0.598	0.441	somuchtodo
son	0.792	0.365	0.528	Con trai
sonar	0.541	0.480	0.414	sonar
sonata	0.643	0.406	0.425	sonata
sonervous	0.344	0.655	0.373	lo lắng
song	0.854	0.413	0.500	bài hát
songwriter	0.844	0.558	0.713	nhạc sĩ
sonic	0.594	0.500	0.481	sonic
sonice	0.500	0.356	0.421	thật tốt
sonnet	0.718	0.294	0.404	sonnet
sonorous	0.646	0.580	0.442	kêu to
soot	0.375	0.328	0.292	bồ hóng
soothe	0.817	0.194	0.412	xoa dịu
soothing	0.625	0.179	0.519	êm dịu
sophisticated	0.865	0.481	0.845	tinh vi
sophistication	0.792	0.472	0.704	tinh hoa
sophomore	0.653	0.415	0.427	sinh viên năm hai
sopissed	0.276	0.577	0.433	ướt đẫm
soppy	0.510	0.355	0.297	vui vẻ
soprano	0.552	0.550	0.685	giọng nữ cao
sorcerer	0.377	0.633	0.632	thầy phù thủy
sorcery	0.279	0.740	0.640	phép thuật
sordid	0.219	0.555	0.447	bẩn thỉu
sore	0.094	0.650	0.224	đau
soready	0.622	0.500	0.545	bạn đã sẵn sàng
sorely	0.284	0.727	0.370	đau đớn
soreness	0.113	0.843	0.302	đau nhức
sorghum	0.469	0.358	0.420	lúa miến
sorority	0.635	0.637	0.627	nữ tu sĩ
sorrow	0.052	0.235	0.164	nỗi buồn
sorrowful	0.049	0.422	0.163	sầu thảm
sorry	0.406	0.362	0.212	lấy làm tiếc
sort	0.673	0.389	0.674	loại
sorter	0.594	0.412	0.823	người sắp xếp
sortie	0.490	0.450	0.311	xuất kích
sorting	0.469	0.400	0.642	sắp xếp
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	sợ hãi
soscary	0.301	0.660	0.414	Quá sợ hãi
soslow	0.347	0.312	0.284	quá chậm
sostressed	0.435	0.481	0.578	căng thẳng
sosweet	0.755	0.354	0.417	sosweet
sothankful	0.729	0.526	0.418	rất cảm ơn
sou	0.480	0.390	0.412	sou
soul	0.770	0.220	0.510	Linh hồn
soulful	0.755	0.331	0.500	có hồn
soulless	0.125	0.591	0.400	vô hồn
soulmate	0.890	0.500	0.628	tri kỷ
sound	0.765	0.623	0.398	âm thanh
sounding	0.690	0.500	0.558	âm thanh
soundness	0.780	0.377	0.893	âm thanh
soundproof	0.490	0.390	0.409	cách âm
soundtrack	0.630	0.559	0.518	nhạc phim
soup	0.602	0.245	0.269	Súp
sour	0.276	0.594	0.373	chua
source	0.740	0.318	0.684	nguồn
sourpuss	0.188	0.620	0.382	chua
south	0.562	0.265	0.429	miền Nam
southbound	0.510	0.370	0.395	giới hạn phía Nam
southeast	0.510	0.283	0.413	Đông Nam
southern	0.552	0.269	0.370	phía Nam
southpaw	0.542	0.389	0.404	Southpaw
southwest	0.406	0.314	0.355	tây nam
souvenir	0.844	0.311	0.466	quà lưu niệm
sovereign	0.698	0.500	0.885	tối cao
sovereignty	0.719	0.529	0.886	chủ quyền
soviet	0.347	0.580	0.536	soviet
sow	0.667	0.430	0.446	gieo
soy	0.438	0.250	0.286	đậu nành
soy sauce	0.573	0.382	0.318	xì dầu
soybean	0.521	0.250	0.293	đậu tương
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	không gian
spacecraft	0.646	0.698	0.680	phi thuyền
spaceman	0.688	0.577	0.848	người không gian
spaceship	0.643	0.781	0.664	tàu không gian
spacing	0.621	0.425	0.507	khoảng cách
spacious	0.880	0.365	0.557	rộng rãi
spade	0.469	0.667	0.529	thuổng
spaghetti	0.729	0.353	0.288	mì ống Ý
spam	0.188	0.354	0.304	Thư rác
spammers	0.354	0.500	0.418	người gửi thư rác
span	0.521	0.330	0.528	nhịp
spandex	0.429	0.520	0.429	vải thun
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	đánh đòn
spanking	0.194	0.736	0.392	đánh đòn
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	bổ sung
spareribs	0.635	0.431	0.395	cây tùng
sparingly	0.510	0.353	0.518	tiết kiệm
spark	0.688	0.745	0.529	tia lửa
sparkle	0.819	0.765	0.510	lấp lánh
sparkling	0.700	0.418	0.598	lung linh
sparkly	0.885	0.590	0.726	lấp lánh
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	chim sẻ
sparse	0.240	0.367	0.209	thưa thớt
spasm	0.194	0.594	0.366	co thắt
spastic	0.240	0.541	0.491	co cứng
spat	0.427	0.413	0.309	nhổ
spatial	0.604	0.625	0.645	không gian
spatter	0.292	0.630	0.315	bắn tung tóe
spatula	0.302	0.198	0.369	cái thìa
spawn	0.542	0.586	0.709	đẻ trứng
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	nói
speakeasy	0.680	0.536	0.442	speakeasy
speaker	0.604	0.660	0.723	loa
speakerphone	0.531	0.569	0.560	loa ngoài
speaking	0.753	0.590	0.575	nói
spear	0.510	0.601	0.500	thương
spec	0.583	0.426	0.691	đặc điểm kỹ thuật
special	0.844	0.602	0.730	đặc biệt
specialist	0.760	0.562	0.877	chuyên gia
speciality	0.854	0.470	0.885	chuyên môn
specialize	0.776	0.540	0.861	chuyên môn hóa
specially	0.847	0.398	0.714	đặc biệt
specialty	0.724	0.479	0.783	chuyên môn
specie	0.583	0.471	0.650	specie
species	0.561	0.330	0.645	loài
specific	0.656	0.388	0.691	riêng
specification	0.552	0.479	0.602	sự chỉ rõ
specify	0.656	0.405	0.600	xác định
specimen	0.531	0.444	0.568	mẫu vật
speck	0.418	0.245	0.343	lấm tấm
speckled	0.449	0.263	0.254	lốm đốm
specs	0.540	0.398	0.618	thông số kỹ thuật
spectacle	0.812	0.745	0.762	cảnh tượng
spectacles	0.816	0.775	0.648	kính đeo mắt
spectacular	0.947	0.740	0.887	hùng vĩ
spectator	0.694	0.560	0.667	khán giả
specter	0.265	0.723	0.540	bóng ma
spectral	0.430	0.667	0.500	thuộc về phổ
spectrometer	0.500	0.452	0.490	máy đo quang phổ
spectrophotometer	0.500	0.484	0.500	máy quang phổ
spectroscopy	0.470	0.541	0.570	quang phổ
spectrum	0.312	0.700	0.527	quang phổ
speculate	0.398	0.602	0.553	suy đoán
speculation	0.325	0.683	0.394	suy đoán
speculative	0.276	0.591	0.464	đầu cơ
speculum	0.417	0.469	0.433	mỏ vịt
speech	0.656	0.470	0.688	lời nói
speechless	0.459	0.320	0.315	không nói nên lời
speed	0.719	0.849	0.658	tốc độ, vận tốc
speedboat	0.635	0.858	0.612	tàu cao tốc
speedily	0.688	0.740	0.665	nhanh chóng
speeding	0.438	0.908	0.645	sự chạy mau
speedometer	0.427	0.549	0.579	đồng hồ tốc độ
speedway	0.667	0.519	0.416	đường cao tốc
speedy	0.625	0.625	0.793	nhanh chóng
spell	0.385	0.380	0.368	Đánh vần
spellbound	0.531	0.647	0.387	say mê
spelling	0.594	0.357	0.398	chính tả
spencer	0.510	0.394	0.367	spencer
