English Word	Valence	Arousal	Dominance	Kinyarwanda Word
tenderfoot	0.469	0.421	0.438	isoko
tenderness	0.949	0.276	0.367	ubwuzu
tending	0.622	0.556	0.594	kuragira
tendon	0.341	0.271	0.463	tendon
tenement	0.470	0.384	0.550	inzu
tenet	0.667	0.333	0.636	tenet
tenets	0.734	0.357	0.667	amahame
tenfold	0.469	0.418	0.500	incuro icumi
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	igihe
tensile	0.458	0.510	0.618	kurakara
tension	0.304	0.810	0.529	impagarara
tent	0.510	0.275	0.333	ihema
tentacle	0.370	0.559	0.398	ihema
tentative	0.582	0.657	0.534	by'agateganyo
tenth	0.510	0.349	0.382	icya cumi
tenths	0.406	0.294	0.284	icya cumi
tenuous	0.398	0.263	0.276	gukomera
tenure	0.615	0.472	0.611	manda
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	tepid
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	ijambo
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	kurangiza
termination	0.344	0.472	0.545	kurangiza
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	ijambo
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termite
terms	0.490	0.362	0.645	magambo
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternary
terrace	0.615	0.269	0.411	amaterasi
terrain	0.540	0.300	0.472	Ubutaka
terrestrial	0.542	0.413	0.582	kwisi
terrible	0.061	0.849	0.604	biteye ubwoba
terribly	0.061	0.731	0.430	bikabije
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	biteye ubwoba
terrified	0.090	0.902	0.387	ubwoba
terrifies	0.083	0.923	0.500	ubwoba
terrify	0.052	0.889	0.509	ubwoba
terrifying	0.031	0.836	0.602	biteye ubwoba
territorial	0.405	0.600	0.766	ifasi
territory	0.625	0.469	0.676	ifasi
terror	0.069	0.902	0.415	iterabwoba
terrorism	0.060	0.971	0.673	iterabwoba
terrorist	0.019	0.930	0.679	iterabwoba
terrorists	0.062	0.967	0.688	abaterabwoba
terrorize	0.041	0.907	0.577	iterabwoba
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	kaminuza
test	0.449	0.500	0.509	ikizamini
testament	0.594	0.420	0.806	isezerano
testicle	0.458	0.651	0.410	testicle
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	guhamya
testimonial	0.541	0.538	0.750	ubuhamya
testimony	0.615	0.578	0.643	ubuhamya
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testy
tetanus	0.133	0.577	0.368	tetanusi
tether	0.323	0.620	0.407	hamwe
tethered	0.260	0.472	0.351	yiziritse
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	inyandiko
textbook	0.622	0.235	0.526	igitabo
textile	0.604	0.235	0.395	imyenda
textural	0.660	0.296	0.445	inyandiko
texture	0.615	0.215	0.412	imiterere
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	murakoze
thankful	0.969	0.344	0.714	murakoze
thankgod	0.823	0.451	0.466	Thanksgod
thanking	0.917	0.538	0.658	murakoze
thankless	0.146	0.500	0.497	gushimira
thanks	0.918	0.472	0.461	murakoze
thanksalot	0.908	0.428	0.525	Urakoze cyane
thanksgiving	0.927	0.449	0.637	gushimira
thankyougod	0.900	0.446	0.651	urakoze
thankyoujesus	0.878	0.406	0.604	urakoze
thankyoulord	0.809	0.388	0.466	urakoze
thatch	0.337	0.245	0.161	igituba
thatmoment	0.667	0.389	0.340	ni
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	thaw
theater	0.760	0.635	0.516	theatre
theatrical	0.720	0.690	0.546	ikinamico
theatrics	0.694	0.539	0.486	amakinamico
thebest	0.760	0.596	0.719	thebest
theft	0.135	0.867	0.394	ubujura
theism	0.460	0.431	0.481	tewolojiya
theistic	0.397	0.365	0.509	theistic
thelife	0.688	0.566	0.629	ubuzima
thelittlethings	0.571	0.240	0.324	kubuntu
theme	0.541	0.176	0.427	insanganyamatsiko
theocracy	0.490	0.427	0.722	tewokarasi
theocratic	0.380	0.480	0.605	tewokarasi
theologian	0.521	0.304	0.759	umuhanga mu bya tewolojiya
theological	0.480	0.363	0.683	tewolojiya
theology	0.448	0.330	0.711	tewolojiya
theorem	0.500	0.296	0.615	theorem
theoretical	0.615	0.270	0.546	theoretical
theory	0.583	0.314	0.529	inyigisho
therapeutic	0.625	0.275	0.680	kuvura
therapeutics	0.552	0.343	0.625	kuvura
therapist	0.468	0.430	0.679	umuvuzi
therapy	0.490	0.353	0.607	ubuvuzi
thereabouts	0.427	0.365	0.285	aho
thereof	0.542	0.265	0.281	yacyo
therewith	0.462	0.317	0.398	hamwe
thermal	0.480	0.360	0.509	ubushyuhe
thermocouple	0.406	0.406	0.422	thermocouple
thermodynamics	0.510	0.594	0.678	thermodynamics
thermometer	0.400	0.327	0.473	therometero
thermos	0.582	0.255	0.328	thermos
thermostat	0.439	0.480	0.321	thermostat
thesaurus	0.520	0.480	0.509	thesaurus
thesis	0.583	0.582	0.552	theisis
thick	0.449	0.433	0.596	umubyimba
thicken	0.406	0.398	0.509	mubyimbye
thickening	0.448	0.355	0.434	kubyimba
thicket	0.385	0.373	0.324	igihuru
thickness	0.552	0.370	0.443	ubunini
thief	0.088	0.888	0.443	umujura
thigh	0.469	0.433	0.588	ikibero
thimble	0.490	0.192	0.218	thimble
thin	0.469	0.337	0.356	inanutse
thing	0.449	0.222	0.260	ikintu
things	0.519	0.250	0.368	ibintu
thingy	0.458	0.312	0.158	ikintu
think	0.786	0.408	0.618	tekereza
thinker	0.706	0.386	0.764	utekereza
thinking	0.720	0.308	0.595	gutekereza
third	0.551	0.187	0.304	gatatu
thirds	0.402	0.327	0.345	bitatu bya gatatu
thirst	0.298	0.519	0.307	inyota
thirsty	0.281	0.660	0.310	inyota
thirteen	0.459	0.385	0.331	cumi na gatatu
thirteenth	0.408	0.330	0.425	cumi na gatatu
thirty	0.562	0.349	0.316	mirongo itatu
thistle	0.427	0.423	0.357	ifirimbi
thither	0.500	0.270	0.316	ngaho
thong	0.467	0.596	0.269	thong
thorn	0.296	0.541	0.427	amahwa
thorny	0.177	0.690	0.500	amahwa
thorough	0.467	0.350	0.558	byuzuye
thoroughbred	0.669	0.740	0.716	Yamamoto
thoroughfare	0.582	0.481	0.490	inzira nyabagendwa
thought	0.780	0.315	0.571	yatekereje
thoughtful	0.667	0.290	0.527	yatekereje
thoughtfulness	0.867	0.269	0.667	gutekereza
thoughtless	0.194	0.580	0.452	udatekereje
thoughts	0.745	0.382	0.691	ibitekerezo
thousand	0.663	0.355	0.480	igihumbi
thrash	0.260	0.510	0.472	shash
thread	0.646	0.184	0.209	urudodo
threat	0.135	0.865	0.667	iterabwoba
threaten	0.104	0.958	0.590	iterabwoba
threatened	0.052	0.928	0.354	yugarijwe
threatening	0.071	0.875	0.652	iterabwoba
three	0.653	0.225	0.377	bitatu
threefold	0.521	0.400	0.534	gatatu
threesome	0.490	0.676	0.560	batatu
thresh	0.490	0.417	0.500	inzitizi
threshold	0.531	0.519	0.575	inzitizi
thrice	0.469	0.442	0.462	gatatu
thrift	0.760	0.217	0.649	amafaranga
thrifty	0.604	0.380	0.676	amafaranga
thrill	0.888	0.837	0.711	gushimisha
thrilled	0.898	0.818	0.807	arishimye
thriller	0.490	0.796	0.645	triller
thrilling	0.930	0.827	0.782	birashimishije
thrive	0.948	0.529	0.772	gutera imbere
thriving	0.865	0.521	0.779	gutera imbere
throat	0.350	0.538	0.346	umuhogo
throb	0.500	0.673	0.556	igituba
throbbing	0.645	0.808	0.491	gutaka
throes	0.146	0.760	0.235	umuhogo
throne	0.724	0.606	0.887	intebe
throng	0.480	0.810	0.706	imbaga
throttle	0.562	0.804	0.750	kubitsa
throw	0.344	0.770	0.623	guta
throwback	0.280	0.454	0.356	gusubira inyuma
thrower	0.470	0.690	0.717	umutera
thrown	0.500	0.550	0.619	bajugunywe
thrush	0.306	0.490	0.454	thrush
thrust	0.510	0.647	0.663	gusunika
thruster	0.698	0.812	0.719	umutegarugori
thud	0.255	0.686	0.620	thud
thug	0.240	0.882	0.667	thug
thumb	0.673	0.271	0.361	igikumwe
thumbprint	0.510	0.347	0.451	igikumwe
thump	0.280	0.792	0.608	thump
thumper	0.354	0.623	0.457	thumper
thumping	0.214	0.755	0.566	guswera
thunder	0.296	0.916	0.526	inkuba
thunderbolt	0.418	0.719	0.642	inkuba
thunderclap	0.390	0.833	0.607	inkuba
thundering	0.337	0.778	0.700	inkuba
thunderstorm	0.135	0.860	0.784	inkuba
thunderstruck	0.194	0.716	0.509	inkuba
thwart	0.281	0.684	0.409	kuburizamo
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	thime
thyroid	0.234	0.455	0.373	tiroyide
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	tick
ticked	0.469	0.386	0.455	tick
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	itike
tickle	0.760	0.727	0.342	amatiku
tickled	0.755	0.707	0.364	kurigata
ticklish	0.823	0.814	0.345	ticklish
tidal	0.592	0.539	0.519	tidal
tidal wave	0.240	0.894	0.736	umuyaga mwinshi
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	tide
tidings	0.610	0.510	0.694	inkuru
tidy	0.760	0.208	0.647	isuku
tie	0.663	0.464	0.431	karavati
tier	0.520	0.245	0.560	urwego
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	ingwe
tighten	0.388	0.487	0.627	komera
tightness	0.344	0.606	0.759	gukomera
tightrope	0.354	0.653	0.279	umurongo
tights	0.583	0.343	0.269	Tight
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	tile
tiling	0.600	0.330	0.315	tiling
till	0.490	0.327	0.319	kugeza
tillage	0.552	0.591	0.540	guhinga
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	kugoreka
tilting	0.459	0.384	0.340	kugoreka
timber	0.332	0.202	0.386	ibiti
timberland	0.550	0.415	0.571	imbaho
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	igihe
timeless	0.408	0.468	0.583	igihe
timeliness	0.760	0.404	0.582	kugihe
timely	0.865	0.387	0.591	ku gihe
timeout	0.344	0.433	0.322	igihe cyateganijwe
timepiece	0.650	0.279	0.461	ingengabihe
timer	0.469	0.433	0.500	ingengabihe
times	0.490	0.279	0.439	ibihe
timetable	0.561	0.189	0.491	ingengabihe
timewasters	0.391	0.535	0.291	igihe cyagenwe
timid	0.327	0.276	0.132	ubwoba
timidity	0.333	0.358	0.153	gutinyuka
timing	0.521	0.311	0.577	igihe
tin	0.469	0.370	0.217	amabati
tincture	0.440	0.360	0.402	tincure
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	tinfoil
tinge	0.469	0.292	0.264	tinge
tingle	0.460	0.560	0.264	gutitira
tingling	0.427	0.615	0.340	gutitira
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	tinkering
tinkle	0.562	0.529	0.356	tinkle
tinkling	0.612	0.530	0.324	gutitira
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	tinsel
tint	0.582	0.292	0.273	tint
tiny	0.479	0.196	0.125	gito
tip	0.708	0.221	0.518	inama
tipper	0.427	0.571	0.431	impanuro
tipster	0.490	0.462	0.490	inama
tipsy	0.510	0.625	0.570	inama
tiptoe	0.510	0.490	0.407	tiptoe
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	ipine
tired	0.125	0.317	0.191	ananiwe
tiredness	0.387	0.408	0.242	umunaniro
tiredofit	0.300	0.270	0.204	Kurambirwa
tireless	0.657	0.750	0.645	ubudacogora
tiresome	0.240	0.542	0.153	kurambirwa
tiring	0.153	0.510	0.176	kurambirwa
tissue	0.558	0.236	0.345	tissue
tistheseason	0.646	0.548	0.435	tistheseason
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	icya cumi
title	0.708	0.356	0.574	Umutwe
titled	0.677	0.240	0.658	Umutwe
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	Umutwe
toad	0.302	0.452	0.196	isaro
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	itabi
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	Uyu munsi
toddler	0.812	0.469	0.368	umwana muto
toe	0.406	0.221	0.293	amano
toenail	0.530	0.380	0.306	urutoki
toffee	0.658	0.510	0.396	ikawa
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	hamwe
togetherness	0.906	0.360	0.635	hamwe
toil	0.558	0.510	0.583	umuruho
toilet	0.490	0.290	0.233	umusarani
toils	0.480	0.710	0.482	imirimo
token	0.510	0.418	0.414	ikimenyetso
tolerable	0.750	0.350	0.374	kwihanganira
tolerance	0.875	0.206	0.649	kwihanganira
tolerant	0.765	0.192	0.618	kwihanganira
tolerate	0.724	0.430	0.588	ihangane
toleration	0.776	0.442	0.727	kwihanganira
toll	0.296	0.422	0.453	amafaranga
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	inyanya
tomatoes	0.615	0.240	0.272	inyanya
tomb	0.112	0.500	0.343	imva
tombstone	0.204	0.441	0.311	imva
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	Kuri njye
tomorrow	0.792	0.377	0.407	ejo
ton	0.560	0.418	0.604	ton
tone	0.551	0.355	0.411	ijwi
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	ururimi
tongs	0.500	0.459	0.321	ururimi
tongue	0.542	0.432	0.482	ururimi
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	toni
toocold	0.420	0.550	0.379	toocold
tool	0.490	0.350	0.594	igikoresho
toolbox	0.531	0.316	0.472	agasanduku k'ibikoresho
tooling	0.510	0.406	0.634	ibikoresho
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	iryinyo
tooth	0.439	0.250	0.367	iryinyo
toothache	0.188	0.853	0.412	kubabara amenyo
toothbrush	0.517	0.330	0.321	amenyo
toothed	0.449	0.394	0.352	iryinyo
toothless	0.312	0.541	0.272	iryinyo
toothpaste	0.510	0.290	0.371	amenyo
toothpick	0.561	0.216	0.185	amenyo
toots	0.552	0.480	0.451	toots
top	0.760	0.400	0.554	hejuru
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	ingingo
topical	0.561	0.340	0.500	ingingo
topless	0.625	0.765	0.414	yambaye ubusa
topographic	0.604	0.378	0.558	topografiya
topographical	0.438	0.350	0.538	imiterere y'isi
topography	0.469	0.357	0.506	imiterere y'ubutaka
topple	0.198	0.820	0.573	hejuru
topside	0.708	0.466	0.598	hejuru
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	itara
torment	0.057	0.750	0.387	kubabazwa
tormented	0.071	0.855	0.323	kubabazwa
torn	0.153	0.510	0.283	yatanyaguwe
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	torque
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	torrid
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	umurambo
tort	0.229	0.635	0.455	iyicarubozo
tortious	0.312	0.724	0.491	iyicarubozo
tortoise	0.673	0.078	0.250	inyenzi
tortuous	0.194	0.755	0.382	kubabaza
torture	0.115	0.878	0.555	iyicarubozo
tortured	0.062	0.890	0.361	iyicarubozo
toss	0.418	0.725	0.575	guta
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	yose hamwe
totality	0.688	0.443	0.717	ubwinshi
totally	0.820	0.422	0.702	rwose
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	gukoraho
touchdown	0.667	0.770	0.586	gukoraho
touched	0.592	0.380	0.404	gukoraho
touching	0.760	0.439	0.491	gukoraho
touchy	0.323	0.510	0.343	gukoraho
tough	0.344	0.588	0.742	bikomeye
toughen	0.458	0.683	0.711	gukomera
toughness	0.552	0.618	0.837	gukomera
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	ingendo
tourism	0.823	0.531	0.545	ubukerarugendo
tourist	0.745	0.480	0.430	mukerarugendo
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	amarushanwa
tourniquet	0.335	0.521	0.398	irushanwa
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	gukurura
towel	0.630	0.208	0.286	igitambaro
tower	0.606	0.380	0.644	umunara
towering	0.500	0.690	0.806	umunara
town	0.551	0.299	0.627	umujyi
townhouse	0.622	0.400	0.443	umujyi
township	0.531	0.292	0.667	umudugudu
townspeople	0.677	0.466	0.569	abatuye umujyi
toxic	0.008	0.885	0.492	uburozi
toxicity	0.104	0.865	0.491	uburozi
toxicology	0.302	0.736	0.574	uburozi
toxin	0.115	0.654	0.456	uburozi
toy	0.878	0.420	0.275	igikinisho
toymaker	0.755	0.510	0.536	toymaker
trace	0.573	0.346	0.483	ibisobanuro
traceable	0.602	0.370	0.535	birashoboka
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	ibimenyetso
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	gushakisha
track	0.448	0.433	0.526	inzira
tracker	0.398	0.744	0.731	umukurikirana
tract	0.406	0.422	0.339	agapapuro
tractable	0.635	0.500	0.469	birashoboka
traction	0.429	0.585	0.648	gukurura
tractor	0.449	0.580	0.619	romoruki
trade	0.561	0.544	0.690	ubucuruzi
trademark	0.667	0.344	0.750	ikirango
trader	0.562	0.632	0.854	umucuruzi
tradesman	0.531	0.431	0.664	umucuruzi
trading	0.635	0.602	0.705	gucuruza
tradition	0.830	0.430	0.750	gakondo
traditional	0.677	0.221	0.604	gakondo
traffic	0.323	0.559	0.518	traffic
traffic light	0.490	0.469	0.479	itara ry'umuhanda
trafficking	0.250	0.710	0.399	icuruzwa
tragedies	0.100	0.910	0.442	ibyago
tragedy	0.052	0.843	0.340	ibyago
tragic	0.048	0.904	0.396	biteye agahinda
trail	0.600	0.322	0.455	inzira
trailer	0.541	0.490	0.473	trailer
train	0.666	0.705	0.620	gari ya moshi
train set	0.604	0.598	0.464	gariyamoshi
trained	0.771	0.538	0.645	yatojwe
trainee	0.627	0.408	0.352	abahugurwa
trainer	0.698	0.719	0.824	umutoza
training	0.714	0.776	0.788	amahugurwa
trait	0.469	0.365	0.453	imico
traitor	0.112	0.796	0.491	umugambanyi
traitorous	0.073	0.745	0.412	umugambanyi
trajectory	0.653	0.558	0.779	inzira
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	umutambagiro
trample	0.235	0.764	0.562	gukandagira
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	tramway
trance	0.469	0.481	0.382	inzira
tranquil	0.917	0.094	0.355	umutuzo
tranquility	0.840	0.135	0.442	umutuzo
tranquilizer	0.510	0.236	0.596	umutuzo
transact	0.521	0.625	0.680	gucuruza
transaction	0.650	0.577	0.579	gucuruza
transatlantic	0.724	0.596	0.706	transatlantike
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	kurenga
transcendence	0.656	0.608	0.754	kurenga
transcendent	0.667	0.600	0.824	birenze
transcendental	0.635	0.652	0.842	kurenga
transcribe	0.500	0.394	0.573	Kwandukura
transcriber	0.490	0.420	0.615	uwimura
transcript	0.639	0.398	0.528	inyandiko-mvugo
transcription	0.592	0.455	0.615	transcript
transfer	0.702	0.490	0.519	ihererekanyabubasha
transference	0.592	0.294	0.551	ihererekanyabubasha
transferred	0.480	0.450	0.409	bimuwe
transfixed	0.427	0.660	0.528	Byahinduwe
transform	0.735	0.667	0.696	guhinduka
transformation	0.796	0.618	0.770	guhinduka
transformer	0.582	0.582	0.723	transformateur
transfusion	0.417	0.730	0.557	guterwa
transgression	0.158	0.890	0.611	ibicumuro
transient	0.510	0.405	0.430	by'agateganyo
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	inzira
transition	0.605	0.561	0.558	inzibacyuho
transitional	0.573	0.472	0.491	inzibacyuho
transitive	0.479	0.377	0.414	inzibacyuho
transitory	0.438	0.450	0.407	inzibacyuho
translate	0.604	0.423	0.462	guhindura
translation	0.633	0.435	0.598	ibisobanuro
translator	0.760	0.412	0.473	umusemuzi
translocation	0.367	0.612	0.564	Ubusobanuro
translucent	0.600	0.500	0.389	bisobanutse
transmission	0.688	0.490	0.611	kwanduza
transmit	0.836	0.581	0.673	kohereza
transmitter	0.520	0.511	0.719	imashini
transmutation	0.438	0.740	0.737	guhinduranya
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	gukorera mu mucyo
transparent	0.542	0.330	0.667	mucyo
transplant	0.445	0.806	0.620	guhindurwa
transplantation	0.531	0.694	0.610	transplantation
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	ubwikorezi
transportation	0.667	0.560	0.472	ubwikorezi
transporter	0.615	0.625	0.750	abatwara
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	inzibacyuho
transsexual	0.264	0.815	0.423	ibitsina
transverse	0.429	0.429	0.525	guhinduranya
transvestite	0.270	0.675	0.373	transvestite
trap	0.104	0.610	0.391	umutego
trapdoor	0.094	0.670	0.462	umutego
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	umutego
trapper	0.296	0.654	0.491	umutego
trapping	0.333	0.621	0.491	umutego
trappings	0.458	0.462	0.370	imitego
traps	0.235	0.673	0.481	imitego
trash	0.163	0.541	0.154	imyanda
trashy	0.071	0.380	0.161	imyanda
trauma	0.112	0.792	0.453	ihahamuka
traumatic	0.062	0.885	0.427	guhahamuka
travail	0.500	0.677	0.620	inzira
travel	0.931	0.689	0.535	ingendo
traveler	0.837	0.571	0.700	ingenzi
traveling	0.900	0.750	0.582	ingendo
traverse	0.571	0.590	0.629	kunyura
travesty	0.354	0.644	0.407	Yamazaki
trawl	0.255	0.590	0.464	trawl
trawler	0.316	0.430	0.405	ingendo
tray	0.549	0.250	0.345	tray
treacherous	0.112	0.815	0.402	umuhemu
treachery	0.104	0.852	0.448	ubuhemu
tread	0.510	0.520	0.426	ukandagira
treadmill	0.459	0.636	0.436	gukandagira
treason	0.094	0.806	0.552	ubuhemu
treasure	0.927	0.592	0.821	ubutunzi
treasured	0.849	0.471	0.730	ni byiza
treasurer	0.694	0.456	0.755	umubitsi
treasures	0.867	0.771	0.842	ubutunzi
treasury	0.812	0.541	0.736	ikigega
treat	0.573	0.571	0.436	kuvura
treatable	0.780	0.302	0.560	birashobora kuvurwa
treatise	0.604	0.407	0.613	ibisobanuro
treatment	0.663	0.386	0.620	kwivuza
treaty	0.646	0.382	0.667	amasezerano
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	igiti
trees	0.653	0.137	0.537	ibiti
trek	0.469	0.530	0.535	urugendo
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	guhinda umushyitsi
trembling	0.177	0.824	0.324	guhinda umushyitsi
tremendous	0.600	0.888	0.773	bitangaje
tremendously	0.719	0.722	0.661	cyane
tremor	0.104	0.833	0.455	guhinda umushyitsi
trench	0.429	0.760	0.429	umwobo
trend	0.625	0.458	0.706	icyerekezo
trending	0.750	0.472	0.600	kugendagenda
trendy	0.713	0.520	0.536	bigezweho
trepidation	0.582	0.594	0.464	trepidation
trespass	0.229	0.670	0.613	ubwinjiracyaha
triad	0.469	0.413	0.528	inyabutatu
triage	0.398	0.433	0.479	triage
trial	0.438	0.663	0.612	iburanisha
triangle	0.562	0.269	0.352	inyabutatu
triangular	0.430	0.320	0.397	inyabutatu
triangulate	0.408	0.380	0.517	inyabutatu
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	ubwoko
tribe	0.664	0.486	0.516	ubwoko
tribulation	0.448	0.612	0.484	amakuba
tribunal	0.410	0.670	0.797	rukiko
tribune	0.610	0.585	0.556	tribune
tributary	0.615	0.463	0.616	inzuzi
tribute	0.684	0.573	0.700	umusoro
trick	0.542	0.700	0.409	amayeri
trickery	0.146	0.798	0.336	amayeri
trickle	0.500	0.196	0.231	trickle
trickster	0.375	0.680	0.446	amayeri
tricky	0.219	0.651	0.500	amayeri
tricycle	0.633	0.402	0.368	trikipiki
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	utuntu n'utundi
trifling	0.375	0.418	0.183	utuntu n'utundi
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	imbarutso
trigonometry	0.396	0.400	0.616	trigonometry
trillion	0.592	0.420	0.623	miriyari
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	trim
trimester	0.783	0.336	0.538	igihembwe
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	gutema
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	ubutatu
trinket	0.521	0.352	0.368	trinket
trio	0.521	0.613	0.473	inyabutatu
trip	0.875	0.643	0.538	urugendo
tripartite	0.500	0.480	0.539	inyabutatu
tripe	0.312	0.361	0.438	ingendo
triple	0.585	0.385	0.481	gatatu
triplet	0.622	0.510	0.618	inyabutatu
triplicate	0.684	0.545	0.717	inshuro eshatu
tripod	0.406	0.388	0.483	inyabutatu
tripping	0.276	0.594	0.293	gutembera
trite	0.458	0.418	0.290	inyabutatu
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	intsinzi
triumphant	0.949	0.837	0.972	intsinzi
trivia	0.690	0.490	0.473	utuntu n'utundi
trivial	0.406	0.387	0.337	bidafite ishingiro
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	trolley
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	ingabo
trooper	0.458	0.694	0.713	umusirikare
troops	0.385	0.718	0.804	ingabo
trophy	0.947	0.643	0.676	igikombe
tropic	0.740	0.529	0.536	tropic
tropical	0.740	0.461	0.509	gishyuha
tropics	0.740	0.383	0.412	tropike
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	ingorane
troubled	0.167	0.627	0.385	ibibazo
troublemaker	0.260	0.900	0.596	umutekamutwe
troubles	0.051	0.854	0.269	ibibazo
troublesome	0.283	0.894	0.404	biteye ikibazo
trough	0.500	0.308	0.340	inkono
troupe	0.625	0.406	0.557	itsinda
trousers	0.625	0.314	0.442	ipantaro
trout	0.516	0.387	0.298	trout
trowel	0.470	0.418	0.250	umutego
truce	0.688	0.441	0.453	amahoro
truck	0.531	0.368	0.546	ikamyo
trucker	0.494	0.609	0.500	kamyo
truckload	0.480	0.450	0.534	ikamyo
truculent	0.210	0.731	0.498	umutuzo
true	0.896	0.436	0.777	ukuri
truelove	0.860	0.600	0.587	truelove
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	truism
trump	0.640	0.716	0.898	impanda
trumpet	0.573	0.570	0.393	impanda
