English Word	Valence	Arousal	Dominance	Indonesian Word
suspicions	0.208	0.745	0.500	kecurigaan
suspicious	0.153	0.745	0.431	mencurigakan
sustain	0.635	0.358	0.593	mempertahankan
sustained	0.649	0.340	0.580	berkelanjutan
sustenance	0.820	0.519	0.679	rezeki
suture	0.240	0.510	0.510	jahitan
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	mengusap
swag	0.656	0.676	0.654	barang curian
swagger	0.333	0.731	0.538	menyombongkan
swallow	0.466	0.608	0.436	angsa
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	rawa
swamped	0.156	0.480	0.270	kebanjiran
swampy	0.306	0.390	0.412	berawa
swan	0.781	0.225	0.357	angsa
swank	0.490	0.500	0.442	mewah
swap	0.552	0.500	0.509	menukar
swarm	0.302	0.735	0.458	kawanan
swarming	0.375	0.600	0.435	berkerumun
swastika	0.316	0.472	0.491	tanda Nazi
swat	0.380	0.694	0.571	memukul
sway	0.690	0.596	0.721	bergoyang
swear	0.601	0.577	0.658	bersumpah
swearing	0.333	0.559	0.586	sumpah
sweat	0.388	0.579	0.297	keringat
sweater	0.704	0.245	0.295	sweter
sweating	0.292	0.667	0.265	berkeringat
sweatshirt	0.510	0.368	0.353	kaus
sweatshop	0.385	0.797	0.602	toko keringat
sweaty	0.281	0.540	0.304	berkeringat
sweep	0.448	0.385	0.383	menyapu
sweeper	0.470	0.549	0.414	penyapu
sweeping	0.344	0.431	0.355	luas
sweet	0.668	0.418	0.382	manis
sweeten	0.908	0.455	0.423	mempermanis
sweetened	0.940	0.461	0.398	manis
sweetener	0.670	0.333	0.330	pemanis
sweetest	0.959	0.500	0.370	termanis
sweetheart	0.959	0.423	0.509	sayang
sweetie	0.990	0.549	0.560	kekasih
sweetness	0.906	0.474	0.528	rasa manis
sweets	0.910	0.422	0.321	permen
swell	0.360	0.679	0.348	membengkak
swelling	0.323	0.608	0.250	pembengkakan
sweltering	0.204	0.644	0.362	panas terik
swerve	0.276	0.612	0.357	mengelak
swift	0.760	0.776	0.698	cepat
swiftly	0.660	0.885	0.618	dengan cepat
swig	0.604	0.481	0.406	meneguk
swill	0.427	0.528	0.322	membilas
swim	0.688	0.461	0.529	berenang
swimmer	0.657	0.698	0.610	perenang
swimming	0.760	0.559	0.524	renang
swimsuit	0.740	0.373	0.269	baju renang
swindle	0.122	0.740	0.439	menipu
swindler	0.125	0.721	0.575	penipu
swine	0.340	0.519	0.277	babi
swing	0.602	0.510	0.481	mengayun
swinger	0.459	0.778	0.482	raksasa
swinging	0.656	0.510	0.312	ayunan
swipe	0.573	0.450	0.266	geser
swirl	0.490	0.726	0.639	keramaian
swish	0.562	0.510	0.474	desir
switch	0.500	0.538	0.509	mengalihkan
switchblade	0.357	0.596	0.528	pisau lipat
switchboard	0.571	0.519	0.558	papan tombol
swivel	0.562	0.480	0.500	memutar
swollen	0.236	0.510	0.277	bengkak
swoon	0.292	0.510	0.160	jatuh pingsan
swoop	0.479	0.618	0.446	sambaran
sword	0.438	0.653	0.713	pedang
swordfish	0.564	0.520	0.442	ikan todak
swordplay	0.616	0.750	0.528	permainan anggar
swordsman	0.395	0.857	0.696	pendekar pedang
sycamore	0.500	0.401	0.527	sycamore
syllable	0.448	0.250	0.417	suku kata
syllabus	0.736	0.370	0.643	Silabus
symbiotic	0.832	0.425	0.406	simbiotik
symbol	0.643	0.388	0.527	simbol
symbolic	0.670	0.385	0.574	simbolis
symbolically	0.582	0.385	0.648	secara simbolis
symbolism	0.688	0.347	0.640	simbolisme
symbolize	0.633	0.327	0.673	melambangkan
symmetric	0.745	0.212	0.588	simetris
symmetrical	0.542	0.263	0.569	simetris
symmetry	0.604	0.274	0.500	simetri
sympathetic	0.796	0.434	0.609	simpatik
sympathize	0.770	0.627	0.644	menyantuni
sympathy	0.827	0.497	0.634	simpati
symphonic	0.775	0.545	0.566	simfoni
symphony	0.765	0.490	0.600	simfoni
symposium	0.573	0.394	0.644	simposium
symptom	0.380	0.529	0.434	gejala
symptomatic	0.367	0.434	0.491	simptomatik
synagogue	0.531	0.300	0.544	sinagoga
synapse	0.660	0.471	0.491	sinapsis
synaptic	0.573	0.553	0.622	sinaptik
sync	0.802	0.440	0.670	sinkronisasi
synchronize	0.781	0.361	0.654	menyinkronkan
synchronous	0.600	0.538	0.545	sinkronis
syncope	0.245	0.538	0.398	sinkop
syndicate	0.439	0.491	0.673	sindikat
syndrome	0.229	0.510	0.246	sindroma
synergistic	0.571	0.550	0.547	sinergis
synergy	0.667	0.510	0.720	sinergi
synod	0.469	0.377	0.574	sinode
synonym	0.615	0.210	0.433	persamaan Kata
synonymous	0.480	0.323	0.400	sinonim
synopsis	0.541	0.390	0.482	ringkasan
synoptic	0.561	0.510	0.596	sinoptik
syntax	0.531	0.346	0.559	sintaksis
synthesis	0.604	0.315	0.377	perpaduan
synthesizer	0.500	0.410	0.592	penyintesis
synthetic	0.396	0.350	0.519	sintetis
syphilis	0.071	0.606	0.245	sipilis
syringe	0.250	0.680	0.330	jarum suntik
syrup	0.620	0.223	0.318	sirup
system	0.615	0.346	0.764	sistem
systematic	0.617	0.444	0.594	sistematis
systematically	0.690	0.390	0.651	secara sistematis
t-shirt	0.815	0.286	0.284	kaos
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	Tabasco
tabby	0.510	0.426	0.387	kucing betina
tabernacle	0.408	0.480	0.605	kemah
table	0.551	0.170	0.284	meja
tableau	0.531	0.302	0.321	tablo
tablecloth	0.480	0.165	0.215	taplak meja
tablespoon	0.490	0.353	0.245	sendok makan
tablet	0.562	0.330	0.438	tablet
tableware	0.677	0.250	0.276	peralatan makan
tabloid	0.438	0.365	0.444	pil
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	datar
tabulate	0.480	0.403	0.598	mentabulasi
tabulation	0.396	0.346	0.526	tabulasi
tachometer	0.398	0.394	0.518	takometer
tacit	0.459	0.340	0.473	diam-diam
tack	0.365	0.431	0.431	memakukan
tackle	0.365	0.686	0.569	mengatasi
tackled	0.438	0.612	0.569	ditangani
tackling	0.480	0.694	0.613	mengatasi
tacky	0.245	0.490	0.373	norak
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	kebijaksanaan
tactful	0.704	0.292	0.537	bijaksana
tactic	0.531	0.434	0.798	taktik
tactical	0.594	0.481	0.684	taktis
tactics	0.583	0.676	0.774	taktik
tactile	0.573	0.410	0.491	taktil
tad	0.459	0.240	0.250	sedikit
tadpole	0.350	0.434	0.218	kecebong
taffeta	0.604	0.279	0.405	taffeta
taffy	0.448	0.431	0.204	gula-gula
tag	0.612	0.353	0.375	menandai
tail	0.480	0.272	0.293	ekor
tailed	0.438	0.358	0.351	berekor
tailgate	0.323	0.340	0.398	pintu belakang
tailings	0.439	0.311	0.446	tailing
taillight	0.479	0.367	0.283	lampu belakang
tailor	0.573	0.206	0.450	Penjahit
tailoring	0.673	0.540	0.566	jahitan
tailpipe	0.460	0.429	0.409	pipa knalpot
taint	0.141	0.425	0.226	noda
take	0.828	0.537	0.348	mengambil
takeoff	0.755	0.884	0.626	lepas landas
takeout	0.736	0.392	0.368	mengambil
takeover	0.663	0.531	0.861	pengambilalihan
taker	0.375	0.521	0.618	pengambil
talcum	0.500	0.196	0.291	talek
tale	0.663	0.300	0.336	kisah
talent	0.959	0.607	0.811	bakat
talented	0.939	0.635	0.938	berbakat
talisman	0.704	0.542	0.642	jimat
talk	0.833	0.346	0.594	bicara
talkative	0.562	0.673	0.535	banyak bicara
talker	0.500	0.604	0.552	pembicara
tall	0.725	0.591	0.538	tinggi
tallies	0.551	0.290	0.402	penghitungan
tallow	0.344	0.283	0.290	lemak
tally	0.542	0.420	0.518	menghitung
talon	0.344	0.569	0.475	cakar
talons	0.320	0.698	0.525	cakar
tambourine	0.622	0.548	0.348	rebana
tame	0.560	0.604	0.642	jinak
tamer	0.385	0.783	0.815	penjinak
taming	0.569	0.514	0.575	penjinakan
tamper	0.184	0.802	0.545	merusak
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	Bau
tangent	0.573	0.373	0.454	garis singgung
tangerine	0.571	0.271	0.395	jeruk keprok
tangible	0.646	0.350	0.679	nyata
tangle	0.354	0.545	0.254	menjerat
tangled	0.260	0.539	0.316	kusut
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tangki
tank top	0.610	0.371	0.371	tank top
tanker	0.520	0.647	0.713	truk tangki
tanned	0.615	0.550	0.491	kecokelatan
tantalizing	0.525	0.788	0.625	menggoda
tantamount	0.633	0.288	0.670	sama
tantrum	0.219	0.817	0.404	mengamuk
taoism	0.490	0.250	0.456	Taoisme
tap	0.461	0.370	0.349	mengetuk
tape	0.531	0.277	0.254	tape
tape measure	0.406	0.250	0.360	pita pengukur
taper	0.541	0.410	0.415	lancip
tapering	0.344	0.380	0.237	lonjong
tapestry	0.520	0.176	0.362	permadani
tapeworm	0.357	0.334	0.331	cacing pita
tapioca	0.594	0.297	0.324	tapioka
taps	0.448	0.378	0.409	keran
tar	0.438	0.440	0.570	ter
tarantula	0.260	0.718	0.544	Tarantula
tardiness	0.296	0.452	0.260	keterlambatan
tardy	0.204	0.592	0.293	terlambat
target	0.633	0.573	0.798	target
targeted	0.573	0.537	0.573	ditargetkan
targeting	0.510	0.420	0.580	penargetan
tariff	0.459	0.402	0.491	tarif
tarmac	0.357	0.302	0.398	aspal
tarnish	0.204	0.441	0.342	menodai
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	terpal
tarry	0.392	0.413	0.388	tinggal
tart	0.719	0.380	0.219	kue tar
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	karang gigi
task	0.550	0.353	0.500	tugas
tassel	0.552	0.330	0.307	rumbai
taste	0.802	0.406	0.465	rasa
tasteful	0.918	0.458	0.625	gurih
tasteless	0.146	0.196	0.148	hambar
tasting	0.781	0.603	0.600	pengecapan
tasty	0.959	0.786	0.555	lezat
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	pembuka rahasia
tattletale	0.633	0.406	0.317	pengadu
tattoo	0.490	0.602	0.525	tato
taught	0.814	0.481	0.642	diajari
taunt	0.083	0.696	0.355	mengejek
taupe	0.406	0.340	0.386	kelabu tua
taut	0.432	0.704	0.457	tegang
tavern	0.516	0.577	0.475	warung
tawdry	0.375	0.510	0.398	menyolok
tawny	0.551	0.398	0.400	kuning kecoklatan
tax	0.260	0.481	0.534	pajak
taxed	0.255	0.456	0.500	dikenakan pajak
taxi	0.542	0.362	0.430	taksi
taxicab	0.479	0.430	0.355	taksi
taxonomy	0.370	0.410	0.630	taksonomi
taxpayer	0.592	0.528	0.647	pembayar pajak
tea	0.698	0.163	0.370	teh
teach	0.840	0.510	0.852	mengajar
teacher	0.760	0.404	0.885	guru
teaching	0.822	0.444	0.736	pengajaran
teacup	0.633	0.135	0.277	cangkir teh
teahouse	0.802	0.314	0.288	kedai teh
teal	0.540	0.293	0.321	teal
team	0.708	0.461	0.688	tim
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	rekan satu tim
teamwork	0.918	0.490	0.773	kerja tim
teapot	0.479	0.110	0.309	teko
tear	0.404	0.620	0.327	merobek
tearful	0.208	0.500	0.184	menangis
tearsofjoy	0.926	0.740	0.455	air mata kebahagiaan
teary	0.167	0.473	0.216	berlinang air mata
tease	0.317	0.790	0.432	menggoda
teaser	0.510	0.558	0.534	pengejek
teasing	0.235	0.725	0.352	menggoda
teaspoon	0.521	0.330	0.221	sendok teh
teat	0.612	0.469	0.328	pentil
teatime	0.847	0.159	0.339	waktu minum teh
tech	0.684	0.491	0.732	teknologi
technical	0.510	0.490	0.736	teknis
technicality	0.632	0.471	0.661	teknis
technician	0.592	0.510	0.713	teknisi
technique	0.760	0.414	0.593	teknik
techno	0.561	0.539	0.500	teknologi
technological	0.680	0.452	0.815	teknologi
technology	0.776	0.490	0.825	teknologi
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	boneka beruang
tedious	0.104	0.406	0.241	membosankan
tedium	0.224	0.331	0.298	kebosanan
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	padat
teen	0.729	0.531	0.568	remaja
teenager	0.781	0.593	0.527	remaja
teens	0.653	0.660	0.440	remaja
teensy	0.520	0.427	0.347	amat kecil
teeny	0.427	0.418	0.216	kecil sekali
teeth	0.520	0.388	0.427	gigi
teething	0.396	0.471	0.474	tumbuh gigi
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegrap
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetri
telepathic	0.602	0.490	0.642	telepati
telepathy	0.594	0.510	0.588	telepati
telephone	0.694	0.520	0.425	telepon
telescope	0.531	0.340	0.500	teleskop
telescopic	0.490	0.290	0.660	teleskopis
telethon	0.643	0.641	0.473	telepon
teletype	0.532	0.392	0.455	teletip
televised	0.625	0.519	0.518	televisi
television	0.633	0.391	0.547	televisi
tell	0.551	0.350	0.457	memberi tahu
teller	0.500	0.395	0.443	kasir
telling	0.719	0.441	0.527	pemberitaan
telltale	0.240	0.663	0.426	tanda
temp	0.490	0.440	0.314	suhu
temper	0.633	0.623	0.818	melunakkan
tempera	0.458	0.318	0.245	suhu
temperament	0.420	0.625	0.703	perangai
temperamental	0.316	0.774	0.608	emosional
temperance	0.500	0.294	0.639	kesederhanaan
temperate	0.469	0.394	0.593	sedang
temperature	0.521	0.559	0.473	suhu
tempered	0.583	0.437	0.667	marah
tempest	0.245	0.843	0.653	badai
template	0.479	0.311	0.411	templat
temple	0.612	0.269	0.660	Candi
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	sementara
temporarily	0.500	0.365	0.373	untuk sementara
temporary	0.458	0.415	0.324	sementara
tempt	0.210	0.677	0.500	menggoda
temptation	0.365	0.817	0.560	godaan
tempting	0.615	0.740	0.519	menggoda
temptress	0.427	0.787	0.667	penggoda wanita
ten	0.562	0.260	0.406	sepuluh
tenable	0.741	0.412	0.636	bisa dipertahankan
tenacious	0.724	0.658	0.692	gigih
tenacity	0.740	0.657	0.889	kegigihan
tenancy	0.500	0.458	0.605	penyewaan
tenant	0.385	0.360	0.398	penyewa
tend	0.604	0.398	0.412	cenderung
tendency	0.684	0.500	0.675	kecenderungan
tender	0.630	0.520	0.509	lembut
tenderfoot	0.469	0.421	0.438	orang yg masih hijau
tenderness	0.949	0.276	0.367	kelembutan
tending	0.622	0.556	0.594	merawat
tendon	0.341	0.271	0.463	urat daging
tenement	0.470	0.384	0.550	rumah petak
tenet	0.667	0.333	0.636	prinsip
tenets	0.734	0.357	0.667	prinsip
tenfold	0.469	0.418	0.500	sepuluh kali lipat
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	penyanyi tenor
tense	0.396	0.439	0.655	tegang
tensile	0.458	0.510	0.618	tarik
tension	0.304	0.810	0.529	ketegangan
tent	0.510	0.275	0.333	tenda
tentacle	0.370	0.559	0.398	sungut
tentative	0.582	0.657	0.534	bisa berubah
tenth	0.510	0.349	0.382	kesepuluh
tenths	0.406	0.294	0.284	persepuluh
tenuous	0.398	0.263	0.276	lemah
tenure	0.615	0.472	0.611	masa jabatan
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	hangat
tequila	0.612	0.710	0.536	Tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	ketentuan
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	mengakhiri
termination	0.344	0.472	0.545	penghentian
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminologi
terminus	0.281	0.382	0.615	ujung
termite	0.265	0.480	0.408	rayap
terms	0.490	0.362	0.645	ketentuan
tern	0.573	0.365	0.309	tiga barang
ternary	0.550	0.406	0.480	ternary
terrace	0.615	0.269	0.411	teras
terrain	0.540	0.300	0.472	medan
terrestrial	0.542	0.413	0.582	terestrial
terrible	0.061	0.849	0.604	mengerikan
terribly	0.061	0.731	0.430	sangat
terrier	0.562	0.540	0.431	Terrier
terrific	0.859	0.650	0.821	hebat
terrified	0.090	0.902	0.387	ketakutan
terrifies	0.083	0.923	0.500	menakutkan
terrify	0.052	0.889	0.509	menakuti
terrifying	0.031	0.836	0.602	menakutkan
territorial	0.405	0.600	0.766	teritorial
territory	0.625	0.469	0.676	wilayah
terror	0.069	0.902	0.415	teror
terrorism	0.060	0.971	0.673	terorisme
terrorist	0.019	0.930	0.679	teroris
terrorists	0.062	0.967	0.688	teroris
terrorize	0.041	0.907	0.577	meneror
terse	0.542	0.393	0.409	pendek
tertiary	0.500	0.350	0.431	tersier
test	0.449	0.500	0.509	uji
testament	0.594	0.420	0.806	Perjanjian
testicle	0.458	0.651	0.410	buah pelir
testicular	0.388	0.680	0.453	testis
testify	0.521	0.650	0.741	bersaksi
testimonial	0.541	0.538	0.750	testimonial
testimony	0.615	0.578	0.643	kesaksian
testosterone	0.573	0.840	0.775	testosteron
testy	0.135	0.640	0.357	mudah tersinggung
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	menambatkan
tethered	0.260	0.472	0.351	ditambatkan
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	teks
textbook	0.622	0.235	0.526	buku pelajaran
textile	0.604	0.235	0.395	tekstil
textural	0.660	0.296	0.445	tekstur
texture	0.615	0.215	0.412	tekstur
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	terima kasih
thankful	0.969	0.344	0.714	berterima kasih
thankgod	0.823	0.451	0.466	Terima kasih Tuhan
thanking	0.917	0.538	0.658	berterima kasih
thankless	0.146	0.500	0.497	tanpa pamrih
thanks	0.918	0.472	0.461	terima kasih
thanksalot	0.908	0.428	0.525	Terima kasih banyak
thanksgiving	0.927	0.449	0.637	ucapan syukur
thankyougod	0.900	0.446	0.651	Terima kasih Tuhan
thankyoujesus	0.878	0.406	0.604	terima kasih Yesus
thankyoulord	0.809	0.388	0.466	terimakasih tuan
thatch	0.337	0.245	0.161	jerami
thatmoment	0.667	0.389	0.340	saat itu
thaumaturgy	0.510	0.546	0.618	taumaturgi
thaw	0.438	0.321	0.327	mencair
theater	0.760	0.635	0.516	teater
theatrical	0.720	0.690	0.546	teatrikal
theatrics	0.694	0.539	0.486	seni sandiwara
thebest	0.760	0.596	0.719	terbaik
theft	0.135	0.867	0.394	pencurian
theism	0.460	0.431	0.481	theisme
theistic	0.397	0.365	0.509	teistik
thelife	0.688	0.566	0.629	kehidupan
thelittlethings	0.571	0.240	0.324	hal-hal yang kecil
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teokrasi
theocratic	0.380	0.480	0.605	teokratis
theologian	0.521	0.304	0.759	teolog
theological	0.480	0.363	0.683	teologis
theology	0.448	0.330	0.711	teologi
theorem	0.500	0.296	0.615	dalil
theoretical	0.615	0.270	0.546	teoretis
theory	0.583	0.314	0.529	teori
therapeutic	0.625	0.275	0.680	terapeutik
therapeutics	0.552	0.343	0.625	terapi
therapist	0.468	0.430	0.679	dokter
therapy	0.490	0.353	0.607	terapi
thereabouts	0.427	0.365	0.285	sekitar itu
thereof	0.542	0.265	0.281	daripadanya
therewith	0.462	0.317	0.398	beserta
thermal	0.480	0.360	0.509	panas
thermocouple	0.406	0.406	0.422	termokopel
thermodynamics	0.510	0.594	0.678	termodinamika
thermometer	0.400	0.327	0.473	termometer
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostat
thesaurus	0.520	0.480	0.509	kamus
thesis	0.583	0.582	0.552	tesis
thick	0.449	0.433	0.596	tebal
thicken	0.406	0.398	0.509	mengentalkan
thickening	0.448	0.355	0.434	penebalan
thicket	0.385	0.373	0.324	belukar
thickness	0.552	0.370	0.443	ketebalan
thief	0.088	0.888	0.443	maling
thigh	0.469	0.433	0.588	paha
thimble	0.490	0.192	0.218	bidal
thin	0.469	0.337	0.356	tipis
thing	0.449	0.222	0.260	hal
things	0.519	0.250	0.368	sesuatu
thingy	0.458	0.312	0.158	benda
think	0.786	0.408	0.618	memikirkan
thinker	0.706	0.386	0.764	pemikir
thinking	0.720	0.308	0.595	pemikiran
third	0.551	0.187	0.304	ketiga
thirds	0.402	0.327	0.345	sepertiga
thirst	0.298	0.519	0.307	haus
thirsty	0.281	0.660	0.310	haus
thirteen	0.459	0.385	0.331	tigabelas
thirteenth	0.408	0.330	0.425	ketigabelas
thirty	0.562	0.349	0.316	tigapuluh
thistle	0.427	0.423	0.357	thistle
thither	0.500	0.270	0.316	ke sana
thong	0.467	0.596	0.269	sandal jepit
thorn	0.296	0.541	0.427	duri
thorny	0.177	0.690	0.500	berduri
thorough	0.467	0.350	0.558	menyeluruh
thoroughbred	0.669	0.740	0.716	berdarah murni
thoroughfare	0.582	0.481	0.490	jalan raya
thought	0.780	0.315	0.571	pikiran
thoughtful	0.667	0.290	0.527	penuh pertimbangan
thoughtfulness	0.867	0.269	0.667	perhatian
thoughtless	0.194	0.580	0.452	tanpa berpikir
thoughts	0.745	0.382	0.691	pikiran
thousand	0.663	0.355	0.480	ribu
thrash	0.260	0.510	0.472	menggasak
thread	0.646	0.184	0.209	benang
threat	0.135	0.865	0.667	ancaman
threaten	0.104	0.958	0.590	mengancam
threatened	0.052	0.928	0.354	terancam
threatening	0.071	0.875	0.652	mengancam
three	0.653	0.225	0.377	tiga
threefold	0.521	0.400	0.534	tiga kali lipat
threesome	0.490	0.676	0.560	kelompok tiga orang
thresh	0.490	0.417	0.500	mengirik
threshold	0.531	0.519	0.575	ambang
thrice	0.469	0.442	0.462	tiga kali
thrift	0.760	0.217	0.649	penghematan
thrifty	0.604	0.380	0.676	hemat
thrill	0.888	0.837	0.711	sensasi
thrilled	0.898	0.818	0.807	sangat senang
thriller	0.490	0.796	0.645	cerita menegangkan
thrilling	0.930	0.827	0.782	mendebarkan
thrive	0.948	0.529	0.772	berkembang pesat
thriving	0.865	0.521	0.779	berkembang
throat	0.350	0.538	0.346	tenggorokan
throb	0.500	0.673	0.556	berdenyut
throbbing	0.645	0.808	0.491	denyutan
throes	0.146	0.760	0.235	pergolakan
throne	0.724	0.606	0.887	takhta
throng	0.480	0.810	0.706	kerumunan
throttle	0.562	0.804	0.750	mencekik
throw	0.344	0.770	0.623	melemparkan
throwback	0.280	0.454	0.356	mengingatkan pada masa lalu
thrower	0.470	0.690	0.717	pelempar
thrown	0.500	0.550	0.619	dilempar
thrush	0.306	0.490	0.454	seriawan
thrust	0.510	0.647	0.663	dorongan
thruster	0.698	0.812	0.719	pendorong
thud	0.255	0.686	0.620	gedebuk
thug	0.240	0.882	0.667	penjahat
thumb	0.673	0.271	0.361	ibu jari
thumbprint	0.510	0.347	0.451	sidik jari
thump	0.280	0.792	0.608	berdebar
thumper	0.354	0.623	0.457	gebukan
thumping	0.214	0.755	0.566	berdebar-debar
thunder	0.296	0.916	0.526	guruh
thunderbolt	0.418	0.719	0.642	petir
thunderclap	0.390	0.833	0.607	petir
thundering	0.337	0.778	0.700	gemuruh
thunderstorm	0.135	0.860	0.784	hujan badai
thunderstruck	0.194	0.716	0.509	seperti disambar petir
thwart	0.281	0.684	0.409	menggagalkan
thx	0.562	0.425	0.461	Terima kasih
thyme	0.561	0.255	0.325	Timi
thyroid	0.234	0.455	0.373	tiroid
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tulang kering
tic	0.271	0.438	0.250	tik
tick	0.521	0.386	0.412	kutu
ticked	0.469	0.386	0.455	dicentang
ticker	0.479	0.471	0.509	jantung
ticket	0.684	0.387	0.434	tiket
tickle	0.760	0.727	0.342	menggelitik
tickled	0.755	0.707	0.364	geli
ticklish	0.823	0.814	0.345	geli
tidal	0.592	0.539	0.519	pasang surut
tidal wave	0.240	0.894	0.736	gelombang pasang
tidbit	0.552	0.382	0.385	berita gembira
tide	0.541	0.556	0.420	gelombang pasang
tidings	0.610	0.510	0.694	kabar
tidy	0.760	0.208	0.647	rapi
tie	0.663	0.464	0.431	mengikat
tier	0.520	0.245	0.560	tingkat
tiff	0.531	0.415	0.343	bertengkar
tiger	0.479	0.765	0.664	harimau
tighten	0.388	0.487	0.627	mengencangkan
tightness	0.344	0.606	0.759	keketatan
tightrope	0.354	0.653	0.279	tali tegang
tights	0.583	0.343	0.269	celana ketat
tilde	0.520	0.314	0.321	pasang surut
tile	0.429	0.245	0.348	ubin
tiling	0.600	0.330	0.315	ubin
till	0.490	0.327	0.319	sampai
tillage	0.552	0.591	0.540	tanah yg dikerjakan
tiller	0.448	0.410	0.290	petani
tilt	0.365	0.549	0.463	memiringkan
tilting	0.459	0.384	0.340	memiringkan
timber	0.332	0.202	0.386	kayu
timberland	0.550	0.415	0.571	tanah hutan
timbre	0.460	0.480	0.296	warnanada
time	0.604	0.288	0.609	waktu
timeless	0.408	0.468	0.583	abadi
timeliness	0.760	0.404	0.582	ketepatan waktu
timely	0.865	0.387	0.591	tepat waktu
timeout	0.344	0.433	0.322	waktu habis
timepiece	0.650	0.279	0.461	arloji
timer	0.469	0.433	0.500	pengatur waktu
times	0.490	0.279	0.439	waktu
timetable	0.561	0.189	0.491	jadwal
timewasters	0.391	0.535	0.291	pembuang waktu
timid	0.327	0.276	0.132	pemalu
timidity	0.333	0.358	0.153	sifat takut-takut
timing	0.521	0.311	0.577	waktu
tin	0.469	0.370	0.217	timah
tincture	0.440	0.360	0.402	rasa
tine	0.438	0.373	0.284	gigi
tinfoil	0.448	0.284	0.311	timah
tinge	0.469	0.292	0.264	semburat
tingle	0.460	0.560	0.264	menggelenyar
tingling	0.427	0.615	0.340	perasaan geli
tinker	0.396	0.528	0.275	menggerumit
tinkering	0.531	0.490	0.448	mengutak-atik
tinkle	0.562	0.529	0.356	berdenting
tinkling	0.612	0.530	0.324	bunyi gemerincing
tinnitus	0.384	0.536	0.411	tinitus
tinsel	0.663	0.521	0.473	perada
tint	0.582	0.292	0.273	warna
tiny	0.479	0.196	0.125	kecil
tip	0.708	0.221	0.518	tip
tipper	0.427	0.571	0.431	pemberi tip
tipster	0.490	0.462	0.490	keterangan rahasia
tipsy	0.510	0.625	0.570	agak mabuk
tiptoe	0.510	0.490	0.407	berjinjit
tirade	0.378	0.587	0.532	omelan
tire	0.438	0.385	0.381	ban
tired	0.125	0.317	0.191	lelah
tiredness	0.387	0.408	0.242	kelelahan
tiredofit	0.300	0.270	0.204	lelah
tireless	0.657	0.750	0.645	tak kenal lelah
tiresome	0.240	0.542	0.153	melelahkan
tiring	0.153	0.510	0.176	melelahkan
tissue	0.558	0.236	0.345	tisu
tistheseason	0.646	0.548	0.435	musim semi
tit	0.402	0.539	0.388	dada
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	raksasa
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	berzakat
title	0.708	0.356	0.574	judul
titled	0.677	0.240	0.658	berjudul
titty	0.561	0.548	0.294	payudara besar
titular	0.704	0.385	0.760	tituler
toad	0.302	0.452	0.196	kodok
toast	0.740	0.382	0.356	roti panggang
toaster	0.542	0.337	0.387	pemanggang roti
toasty	0.698	0.461	0.396	bakar
tobacco	0.327	0.546	0.387	tembakau
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	rubah
today	0.806	0.306	0.362	hari ini
toddler	0.812	0.469	0.368	balita
toe	0.406	0.221	0.293	kaki
toenail	0.530	0.380	0.306	kuku jari kaki
toffee	0.658	0.510	0.396	permen
tofu	0.521	0.330	0.283	Tahu
