English Word	Valence	Arousal	Dominance	Galician Word
reciprocity	0.740	0.673	0.556	reciprocidade
recital	0.838	0.440	0.572	recital
recitation	0.708	0.519	0.462	recitación
recite	0.688	0.398	0.453	recitar
reckless	0.262	0.788	0.279	imprudente
recklessness	0.292	0.763	0.380	imprudencia
reckon	0.643	0.420	0.472	contar
reckoning	0.418	0.622	0.532	contas
reclaim	0.469	0.724	0.648	recuperar
reclamation	0.573	0.750	0.548	reclamación
recline	0.460	0.404	0.418	reclinarse
reclining	0.448	0.312	0.317	reclinado
recluse	0.240	0.490	0.446	recluso
recognition	0.833	0.587	0.726	recoñecemento
recognizable	0.625	0.400	0.609	recoñecible
recognize	0.760	0.315	0.600	recoñecer
recognized	0.875	0.458	0.786	recoñecido
recoil	0.089	0.429	0.259	retroceso
recollect	0.688	0.491	0.602	lembrar
recollection	0.722	0.337	0.566	lembranza
recombinant	0.561	0.519	0.463	recombinante
recombination	0.510	0.492	0.602	recombinación
recommend	0.812	0.439	0.672	recomendar
recommendation	0.912	0.388	0.664	recomendación
recompense	0.844	0.620	0.853	recompensa
recon	0.500	0.447	0.400	recon
reconcile	0.760	0.470	0.625	conciliar
reconciliation	0.896	0.570	0.604	reconciliación
reconfigure	0.429	0.500	0.658	reconfigurar
reconnaissance	0.729	0.604	0.712	recoñecemento
reconnect	0.630	0.548	0.667	reconectar
reconsider	0.448	0.442	0.582	reconsiderar
reconsideration	0.531	0.459	0.611	reconsideración
reconstitution	0.587	0.461	0.783	reconstitución
reconstruct	0.740	0.618	0.718	reconstruír
reconstruction	0.625	0.719	0.667	reconstrución
reconstructive	0.596	0.444	0.722	reconstrutivo
reconvene	0.490	0.529	0.560	volver reunirse
record	0.552	0.421	0.500	rexistro
recorder	0.551	0.374	0.481	gravadora
recording	0.573	0.537	0.474	gravación
recount	0.479	0.402	0.509	contar
recoup	0.719	0.422	0.575	recuperar
recourse	0.402	0.337	0.598	recurso
recover	0.918	0.510	0.647	recuperar
recoverable	0.780	0.388	0.709	recuperable
recovery	0.781	0.402	0.737	recuperación
recreate	0.724	0.545	0.616	recrear
recreation	0.909	0.632	0.660	recreación
recreational	0.896	0.686	0.479	recreativo
recruit	0.551	0.654	0.633	recrutar
recruiter	0.662	0.630	0.690	reclutador
recruiting	0.448	0.787	0.693	contratación
recruitment	0.479	0.645	0.591	contratación
recruits	0.396	0.653	0.593	recrutas
rectal	0.344	0.618	0.410	rectal
rectangle	0.479	0.225	0.438	rectángulo
rectangular	0.438	0.240	0.307	rectangular
rectification	0.449	0.560	0.695	rectificación
rectify	0.625	0.480	0.634	rectificar
rector	0.458	0.406	0.862	reitor
rectory	0.490	0.373	0.704	reitoral
rectum	0.438	0.443	0.491	recto
recumbent	0.429	0.370	0.352	reclinado
recuperation	0.688	0.418	0.500	recuperación
recur	0.479	0.500	0.416	recorre
recurrence	0.490	0.538	0.615	recorrencia
recurrent	0.552	0.500	0.561	recorrente
recurring	0.370	0.560	0.445	recorrente
recursion	0.312	0.580	0.543	recursividade
recursive	0.459	0.590	0.561	recursivo
recursively	0.427	0.519	0.618	recursivamente
recycle	0.521	0.392	0.526	reciclar
recycled	0.561	0.316	0.409	reciclado
recycling	0.552	0.320	0.509	reciclaxe
red	0.427	0.385	0.377	vermello
reddish	0.521	0.337	0.328	avermellado
redecorate	0.602	0.444	0.490	redecorar
redeem	0.633	0.469	0.491	redimir
redeemed	0.625	0.378	0.434	redimido
redemption	0.376	0.408	0.545	redención
redesign	0.622	0.460	0.396	redeseño
redhead	0.677	0.549	0.518	pelirroja
redheaded	0.510	0.520	0.428	pelirrojo
redirect	0.469	0.360	0.648	redireccionar
redneck	0.401	0.500	0.348	vermelho
redness	0.151	0.470	0.417	vermelhidão
redo	0.481	0.500	0.535	refacer
redress	0.677	0.558	0.649	reparación
reduce	0.219	0.304	0.336	diminuír
reduced	0.229	0.365	0.204	reducido
reduction	0.365	0.382	0.240	redución
redundancy	0.316	0.262	0.589	redundancia
redundant	0.210	0.500	0.527	redundante
redwood	0.592	0.350	0.443	sequoia
reed	0.490	0.350	0.307	carrizo
reef	0.583	0.490	0.456	arrecife
reefer	0.500	0.453	0.421	frigorífico
reefs	0.531	0.471	0.455	arrecifes
reek	0.177	0.480	0.311	cheiro
reel	0.449	0.332	0.395	carrete
reelection	0.541	0.673	0.681	reelección
reeling	0.327	0.542	0.267	tambaleándose
reenactment	0.771	0.592	0.768	recreación
reentry	0.604	0.449	0.500	reentrada
reestablish	0.635	0.490	0.692	restablecer
ref	0.469	0.380	0.368	ref
refer	0.506	0.358	0.558	referencia
referee	0.531	0.644	0.778	árbitro
reference	0.633	0.312	0.595	referencia
referendum	0.510	0.469	0.643	referendo
referral	0.694	0.314	0.603	remisión
refill	0.670	0.400	0.464	reencher
refine	0.653	0.460	0.640	refinar
refined	0.850	0.430	0.653	refinado
refinement	0.719	0.387	0.709	refinamento
refinery	0.646	0.444	0.565	refinería
refining	0.694	0.466	0.664	refinado
refit	0.500	0.577	0.506	reacondicionar
reflect	0.698	0.342	0.472	reflexo
reflecting	0.590	0.408	0.471	reflectindo
reflection	0.710	0.500	0.528	reflexión
reflective	0.656	0.292	0.735	reflexivo
reflector	0.479	0.510	0.500	reflector
reflex	0.583	0.460	0.538	reflexo
reflux	0.281	0.559	0.347	refluxo
reform	0.531	0.490	0.797	reforma
reformation	0.809	0.500	0.558	reforma
reformer	0.562	0.569	0.905	reformador
refraction	0.388	0.471	0.526	refracción
refractor	0.510	0.541	0.433	refractor
refractory	0.520	0.357	0.588	refractarios
refrain	0.314	0.373	0.277	absterse
refraining	0.418	0.453	0.404	absterse
refresh	0.719	0.640	0.689	refrescar
refreshed	0.910	0.377	0.480	renovado
refreshing	0.936	0.520	0.571	refrescante
refreshment	0.667	0.410	0.352	refresco
refrigerate	0.635	0.357	0.457	refrixerar
refrigeration	0.735	0.392	0.500	refrixeración
refrigerator	0.677	0.260	0.391	frigorífico
refuel	0.592	0.445	0.500	repostar
refuge	0.640	0.238	0.481	refuxio
refugee	0.379	0.607	0.327	refuxiado
refund	0.541	0.528	0.430	reembolso
refurbish	0.656	0.633	0.541	reformar
refusal	0.052	0.610	0.321	negativa
refuse	0.180	0.520	0.331	rexeitar
refused	0.163	0.475	0.188	rexeitado
refusing	0.143	0.670	0.203	rexeitando
refutation	0.312	0.726	0.566	refutación
refute	0.312	0.731	0.583	refutar
regain	0.729	0.520	0.759	recuperar
regal	0.643	0.459	0.556	rexio
regalia	0.760	0.441	0.556	insignias
regard	0.802	0.336	0.809	conta
regatta	0.740	0.471	0.435	regata
regency	0.520	0.472	0.630	rexencia
regenerate	0.782	0.607	0.767	rexenerar
regeneration	0.760	0.640	0.845	rexeneración
regent	0.680	0.529	0.675	rexente
reggae	0.698	0.520	0.500	reggae
regime	0.290	0.668	0.773	réxime
regimen	0.428	0.538	0.840	réxime
regiment	0.469	0.722	0.755	rexemento
regimental	0.292	0.637	0.817	rexemental
region	0.540	0.295	0.712	rexión
regional	0.620	0.400	0.607	Rexional
regionalism	0.640	0.500	0.773	rexionalismo
register	0.490	0.412	0.654	rexistrarse
registrar	0.599	0.537	0.574	rexistrador
registration	0.622	0.396	0.574	rexistro
registry	0.573	0.320	0.583	rexistro
regress	0.255	0.442	0.300	regreso
regression	0.312	0.500	0.324	regresión
regressive	0.302	0.434	0.363	regresiva
regret	0.230	0.623	0.331	arrepentirse
regretful	0.167	0.480	0.188	arrepentido
regrettable	0.104	0.374	0.245	lamentable
regretted	0.352	0.540	0.368	arrepentido
regretting	0.255	0.567	0.273	arrepentido
regroup	0.633	0.602	0.797	reagrupar
regular	0.435	0.188	0.558	regular
regularity	0.663	0.337	0.585	regularidade
regulars	0.729	0.327	0.508	habituais
regulate	0.510	0.275	0.481	regular
regulated	0.531	0.269	0.483	regulado
regulation	0.542	0.425	0.667	regulación
regulator	0.500	0.336	0.668	regulador
regulatory	0.531	0.448	0.528	regulamentaria
regurgitation	0.160	0.647	0.315	regurgitación
rehab	0.531	0.450	0.593	rehabilitación
rehabilitate	0.671	0.538	0.642	rehabilitar
rehabilitation	0.406	0.528	0.606	rehabilitación
rehash	0.405	0.451	0.403	refrescar
rehearsal	0.667	0.470	0.500	ensaio
rehearse	0.588	0.622	0.500	ensaiar
reign	0.806	0.567	0.873	reinar
reigning	0.677	0.632	0.870	reinando
reimburse	0.680	0.418	0.527	reembolsar
reimbursement	0.653	0.610	0.567	reembolso
rein	0.500	0.357	0.438	renda
reincarnation	0.786	0.747	0.676	reencarnación
reindeer	0.592	0.336	0.396	renos
reinforce	0.604	0.583	0.760	reforzar
reinforcement	0.729	0.702	0.902	reforzo
reinforcements	0.646	0.719	0.875	reforzos
reins	0.480	0.448	0.545	rendas
reinstall	0.458	0.500	0.745	reinstalar
reinstate	0.760	0.551	0.596	restablecer
reinstatement	0.729	0.521	0.707	reincorporación
reinvest	0.570	0.627	0.763	reinvestir
reinvestment	0.582	0.622	0.782	reinvestimento
reiterate	0.422	0.451	0.655	reiterar
reject	0.060	0.647	0.370	rexeitar
rejected	0.102	0.480	0.250	rexeitado
rejection	0.080	0.704	0.330	rexeitamento
rejects	0.083	0.637	0.422	rexeita
rejoice	0.827	0.650	0.698	alegrarse
rejoicing	0.811	0.637	0.592	alegrándose
rejoin	0.655	0.548	0.556	reincorporarse
rejuvenate	0.776	0.588	0.767	rexuvenecer
rejuvenated	0.809	0.673	0.700	rexuvenecida
rekindle	0.656	0.520	0.788	reavivar
relapse	0.173	0.460	0.303	recaída
relate	0.653	0.500	0.623	relacionar
related	0.677	0.365	0.519	relacionados
relation	0.857	0.604	0.625	relación
relationship	0.867	0.566	0.589	relación
relative	0.500	0.378	0.386	achegada
relativity	0.594	0.393	0.615	relatividade
relax	0.927	0.250	0.375	relaxarse
relaxant	0.878	0.087	0.357	relaxante
relaxation	0.873	0.161	0.381	relaxación
relaxed	0.865	0.090	0.382	relaxado
relaxing	0.854	0.157	0.475	relaxante
relay	0.738	0.542	0.543	relé
release	0.740	0.606	0.741	liberar
released	0.844	0.490	0.651	liberado
relegation	0.375	0.500	0.434	descenso
relentless	0.333	0.713	0.904	implacable
relevance	0.710	0.599	0.791	relevancia
relevancy	0.724	0.481	0.673	relevancia
relevant	0.719	0.608	0.764	relevantes
reliability	0.917	0.380	0.696	fiabilidade
reliable	0.912	0.241	0.875	fiable
reliance	0.844	0.431	0.853	dependencia
relic	0.646	0.452	0.591	reliquia
relics	0.719	0.580	0.579	reliquias
relief	0.844	0.278	0.481	relevo
relieve	0.813	0.183	0.536	aliviar
relieved	0.896	0.314	0.391	aliviado
relieving	0.740	0.255	0.455	aliviando
relight	0.560	0.588	0.519	volver iluminar
religion	0.646	0.320	0.755	relixión
religious	0.740	0.238	0.696	relixioso
relinquish	0.265	0.606	0.286	renunciar
relish	0.854	0.610	0.632	saborear
relive	0.750	0.650	0.693	revivir
reload	0.562	0.611	0.571	recargar
relocate	0.500	0.594	0.640	reubicar
relocation	0.396	0.500	0.475	traslado
reluctance	0.240	0.606	0.373	reticencias
reluctant	0.292	0.630	0.432	renuente
rely	0.812	0.429	0.616	confiar
remain	0.709	0.365	0.731	permanecer
remainder	0.398	0.357	0.324	resto
remaining	0.449	0.290	0.296	restante
remains	0.610	0.240	0.565	queda
remake	0.583	0.488	0.642	remake
remand	0.245	0.446	0.318	prisión preventiva
remark	0.561	0.325	0.716	observación
remarkable	0.880	0.573	0.720	notable
remarkably	0.688	0.618	0.868	notablemente
remarry	0.653	0.791	0.540	volver casar
rematch	0.469	0.798	0.627	revancha
remedial	0.369	0.418	0.509	reparador
remedy	0.625	0.283	0.491	remedio
remember	0.776	0.422	0.454	lembrar
remembered	0.916	0.333	0.588	lembrado
remembering	0.535	0.386	0.509	lembrando
remembrance	0.812	0.250	0.519	lembranza
remind	0.721	0.415	0.563	lembrar
reminder	0.552	0.423	0.589	recordatorio
reminisce	0.903	0.490	0.363	rememorar
reminiscent	0.500	0.481	0.611	reminiscente
reminiscing	0.688	0.431	0.418	lembrando
remiss	0.190	0.650	0.325	neglixencia
remission	0.418	0.330	0.518	remisión
remit	0.510	0.509	0.473	remitir
remittance	0.684	0.479	0.454	remesa
remnant	0.367	0.312	0.388	remanente
remodel	0.604	0.647	0.693	remodelar
remorse	0.103	0.673	0.377	remordemento
remorseful	0.347	0.429	0.250	arrepentido
remote	0.458	0.333	0.477	remoto
remoteness	0.323	0.510	0.339	afastamento
removal	0.245	0.540	0.368	eliminación
remove	0.292	0.539	0.472	quitar
remover	0.337	0.443	0.526	removedor
remuneration	0.792	0.760	0.607	remuneración
renaissance	0.771	0.670	0.767	renacemento
renal	0.300	0.480	0.415	renal
rencontre	0.510	0.452	0.463	encontro
rend	0.429	0.423	0.385	rendir
render	0.541	0.395	0.448	render
rendering	0.531	0.434	0.667	renderizado
rendezvous	0.750	0.490	0.658	cita
rendition	0.417	0.360	0.398	entrega
renegade	0.140	0.640	0.509	renegado
renegotiate	0.580	0.702	0.708	renegociar
renew	0.868	0.481	0.713	renovar
renewal	0.770	0.710	0.672	renovación
renounce	0.156	0.490	0.552	renunciar
renovate	0.878	0.549	0.755	renovar
renovated	0.783	0.406	0.657	renovado
renovation	0.816	0.590	0.779	renovación
renown	0.693	0.475	0.693	renome
renowned	0.844	0.481	0.697	de renome
rent	0.344	0.429	0.446	alugar
rental	0.510	0.370	0.308	aluguer
renter	0.590	0.301	0.371	arrendatario
renunciation	0.260	0.578	0.336	renuncia
reopen	0.656	0.528	0.568	reabrir
reorganization	0.622	0.587	0.754	reorganización
reorganize	0.667	0.590	0.722	reorganizar
rep	0.520	0.510	0.640	rep
repaint	0.622	0.382	0.308	repintar
repair	0.583	0.460	0.589	reparación
repairman	0.582	0.426	0.707	reparador
reparation	0.531	0.615	0.732	reparación
repay	0.469	0.632	0.592	devolver
repayment	0.479	0.490	0.474	reembolso
repeal	0.260	0.480	0.482	derrogación
repeat	0.490	0.529	0.552	repetir
repeated	0.429	0.472	0.314	repetido
repeatedly	0.479	0.575	0.500	repetidamente
repeater	0.479	0.426	0.430	repetidor
repel	0.224	0.620	0.441	repeler
repellant	0.292	0.620	0.426	repelente
repellent	0.286	0.500	0.491	repelente
repelling	0.184	0.633	0.429	repelendo
repent	0.449	0.422	0.386	arrepentirse
repentance	0.417	0.604	0.324	arrepentimento
repentant	0.326	0.500	0.200	arrepentido
repertoire	0.633	0.594	0.667	repertorio
repertory	0.562	0.473	0.528	repertorio
repetition	0.375	0.519	0.396	repetición
repetitive	0.320	0.438	0.362	repetitivo
rephrase	0.547	0.451	0.549	reformular
replace	0.417	0.520	0.500	substituír
replacement	0.385	0.519	0.500	substitución
replay	0.612	0.522	0.761	repetición
replenish	0.615	0.336	0.689	encher
replete	0.552	0.497	0.670	cheo
replica	0.480	0.520	0.493	réplica
replicate	0.480	0.630	0.585	replicar
replication	0.342	0.618	0.510	replicación
reply	0.762	0.290	0.596	resposta
report	0.583	0.444	0.575	informe
reported	0.418	0.442	0.567	informou
reporter	0.531	0.550	0.604	reporteiro
repose	0.469	0.100	0.330	repouso
reposition	0.408	0.529	0.509	reposicionar
repository	0.406	0.396	0.500	repositorio
repossess	0.418	0.667	0.552	recuperar
reprehensible	0.316	0.569	0.351	reprobable
represent	0.781	0.433	0.861	representar
representation	0.677	0.542	0.750	representación
representative	0.704	0.366	0.694	representante
represented	0.724	0.444	0.688	representado
representing	0.796	0.464	0.833	representando
repress	0.208	0.612	0.536	reprimir
repressed	0.188	0.337	0.311	reprimido
repression	0.214	0.764	0.481	represión
reprieve	0.531	0.471	0.574	indultar
reprimand	0.153	0.528	0.465	reprimenda
reprint	0.510	0.449	0.527	reimpresión
reprisal	0.125	0.788	0.545	represalia
reprise	0.459	0.500	0.464	repetir
reproach	0.240	0.755	0.384	reproche
reproduce	0.823	0.622	0.760	reproducir
reproduction	0.800	0.736	0.713	reprodución
reproductive	0.770	0.604	0.856	reprodutivo
reprogram	0.519	0.404	0.557	reprogramar
reptile	0.350	0.566	0.365	réptil
republic	0.635	0.340	0.830	república
republican	0.398	0.551	0.664	republicano
repudiation	0.167	0.686	0.274	repudio
repugnance	0.062	0.684	0.425	repugnancia
repugnant	0.061	0.735	0.453	repugnante
repulsion	0.247	0.673	0.353	repulsión
repulsive	0.146	0.775	0.425	repulsivo
repurchase	0.531	0.592	0.557	recompra
reputable	0.781	0.462	0.919	reputado
reputation	0.740	0.542	0.721	reputación
repute	0.729	0.500	0.702	reputación
reputed	0.439	0.528	0.627	sona
request	0.625	0.471	0.618	solicitude
requiem	0.475	0.382	0.426	réquiem
require	0.398	0.439	0.560	esixir
required	0.583	0.509	0.700	necesario
requirement	0.510	0.439	0.728	requisito
requisite	0.448	0.363	0.609	requisito
requisition	0.478	0.510	0.649	requisición
reread	0.448	0.377	0.492	reler
reroute	0.540	0.598	0.598	redireccionar
rerun	0.333	0.620	0.529	repetir
reschedule	0.438	0.422	0.537	reprogramar
rescind	0.347	0.380	0.391	rescindir
rescission	0.333	0.529	0.360	rescisión
rescue	0.806	0.926	0.850	rescate
research	0.633	0.663	0.741	investigación
researcher	0.569	0.510	0.857	investigador
resection	0.375	0.482	0.500	resección
resemblance	0.743	0.216	0.570	semellanza
resemble	0.602	0.388	0.463	asemellarse
resembling	0.592	0.250	0.529	semellando
resent	0.073	0.553	0.163	resentir
resentful	0.120	0.608	0.324	resentido
resentment	0.163	0.745	0.528	resentimento
reservation	0.688	0.343	0.561	reserva
reserve	0.585	0.289	0.589	reserva
reserved	0.594	0.316	0.583	reservado
reserves	0.653	0.363	0.520	reservas
reservoir	0.531	0.276	0.462	encoro
reset	0.490	0.450	0.574	restablecer
reside	0.451	0.440	0.455	residir
residence	0.615	0.382	0.585	residencia
residences	0.618	0.418	0.509	residencias
residency	0.694	0.357	0.679	residencia
resident	0.592	0.327	0.500	residente
residential	0.720	0.210	0.589	residencial
residual	0.448	0.288	0.327	residual
residue	0.354	0.330	0.183	residuo
resign	0.250	0.543	0.273	dimitir
resignation	0.145	0.392	0.310	dimisión
resigned	0.240	0.170	0.268	dimitido
resilience	0.531	0.440	0.667	resiliencia
resilient	0.542	0.540	0.801	resistente
resin	0.284	0.308	0.400	resina
resist	0.414	0.676	0.651	resistir
resistance	0.427	0.694	0.796	resistencia
resistant	0.592	0.585	0.815	resistente
resisting	0.408	0.776	0.789	resistindo
resistive	0.396	0.519	0.651	resistiva
resolute	0.771	0.510	0.712	resolto
resolutely	0.714	0.453	0.805	decididamente
resolution	0.780	0.550	0.745	resolución
resolve	0.710	0.472	0.750	resolver
resolved	0.735	0.357	0.683	resolto
resonance	0.541	0.426	0.629	resonancia
resonant	0.542	0.633	0.663	resonante
resonate	0.582	0.610	0.644	resoar
resonator	0.469	0.608	0.519	resonador
resort	0.573	0.441	0.632	recurso
resounding	0.490	0.708	0.596	rotundo
resource	0.740	0.357	0.749	recurso
resourceful	0.906	0.704	0.886	ingenioso
resources	0.604	0.348	0.627	recursos
respect	0.927	0.344	0.758	respecto
respectability	0.875	0.407	0.912	respectabilidade
respectable	0.850	0.350	0.889	respectable
respected	0.908	0.441	0.853	respectado
respectful	0.951	0.386	0.814	respectuoso
respecting	0.837	0.321	0.720	respectando
respective	0.625	0.413	0.721	respectivos
respects	0.840	0.387	0.824	respectos
respiration	0.760	0.377	0.669	respiración
respirator	0.433	0.398	0.453	respirador
respiratory	0.500	0.450	0.552	respiratoria
respite	0.600	0.373	0.420	tregua
resplendent	0.905	0.673	0.755	resplandeciente
respond	0.573	0.435	0.594	responder
respondent	0.449	0.455	0.480	entrevistado
response	0.615	0.500	0.472	resposta
responsibility	0.760	0.500	0.852	responsabilidade
responsible	0.837	0.527	0.833	responsable
responsive	0.816	0.569	0.573	sensible
rest	0.907	0.167	0.300	descansar
restart	0.531	0.519	0.554	reiniciar
restaurant	0.847	0.406	0.500	restaurante
rested	0.792	0.235	0.462	descansado
restful	0.781	0.116	0.413	descansado
restitution	0.583	0.542	0.643	restitución
restless	0.219	0.810	0.304	inquedo
restlessness	0.083	0.794	0.397	inquietude
restock	0.510	0.538	0.645	reabastecemento
restoration	0.755	0.426	0.734	restauración
restorative	0.633	0.510	0.703	restaurador
restore	0.765	0.490	0.625	restaurar
restored	0.892	0.410	0.728	restaurado
restoring	0.820	0.490	0.783	restaurando
restrain	0.134	0.696	0.434	frear
restrained	0.354	0.590	0.509	cometido
restraining	0.296	0.702	0.672	contención
restraint	0.167	0.618	0.520	contención
restrict	0.115	0.539	0.577	restrinxir
restricted	0.276	0.500	0.407	restrinxido
restriction	0.130	0.590	0.569	restrición
restrictive	0.215	0.596	0.500	restritivo
restroom	0.653	0.279	0.267	baño
result	0.812	0.490	0.652	resultado
resultant	0.670	0.441	0.637	resultante
resume	0.573	0.411	0.586	currículo
resumption	0.637	0.528	0.653	reanudación
resurrect	0.781	0.725	0.817	resucitar
resurrection	0.708	0.740	0.759	resurrección
resuscitate	0.531	0.696	0.818	resucitar
resuscitation	0.753	0.768	0.795	reanimación
retail	0.510	0.353	0.411	Venda ao por menor
retailer	0.708	0.439	0.595	venda polo miúdo
retain	0.367	0.451	0.630	conservar
retainer	0.396	0.422	0.356	retenedor
retaining	0.417	0.559	0.632	retendo
retake	0.616	0.471	0.591	retomar
retaliate	0.111	0.812	0.595	represaliar
retaliation	0.156	0.812	0.491	represalia
retaliatory	0.194	0.865	0.598	represalia
retard	0.194	0.347	0.222	retraso
retardation	0.125	0.360	0.155	atraso
retarded	0.302	0.462	0.161	retardado
retards	0.362	0.434	0.218	retardados
retention	0.344	0.490	0.558	retención
retentive	0.439	0.482	0.491	retentivo
rethink	0.480	0.423	0.583	repensar
reticent	0.396	0.519	0.500	reticente
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retinal
retire	0.398	0.392	0.186	xubilarse
retired	0.270	0.259	0.301	xubilado
retirement	0.250	0.324	0.255	xubilación
retiring	0.408	0.376	0.214	xubilándose
retold	0.459	0.385	0.352	volveu contar
retort	0.417	0.520	0.481	réplica
retrace	0.250	0.482	0.317	retroceder
retract	0.316	0.443	0.358	retraer
retraction	0.312	0.491	0.427	retracción
retractor	0.354	0.590	0.557	retractor
retreat	0.500	0.519	0.312	recuar
retrenchment	0.230	0.650	0.384	redución
retrial	0.500	0.577	0.593	novo xuízo
retribution	0.625	0.490	0.708	retribución
retrieval	0.700	0.440	0.704	recuperación
retrieve	0.740	0.576	0.705	recuperar
retriever	0.459	0.500	0.464	perdiguero
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	retroactivo
retrograde	0.208	0.464	0.415	retrógrado
retrospect	0.406	0.500	0.538	retrospectiva
retrospective	0.594	0.481	0.528	retrospectiva
retrospectively	0.516	0.400	0.560	retrospectivamente
return	0.602	0.412	0.463	volver
reunion	0.837	0.500	0.672	reencontro
reunite	0.656	0.550	0.657	reunirse
reunited	0.708	0.439	0.658	reunidos
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	revelar
revel	0.740	0.705	0.684	deleitarse
revelation	0.879	0.500	0.865	revelación
revelations	0.729	0.655	0.600	revelacións
revels	0.827	0.683	0.647	deleites
revenge	0.230	0.940	0.627	vinganza
revenue	0.873	0.510	0.854	ingresos
reverberation	0.390	0.639	0.551	reverberación
revere	0.750	0.562	0.608	reverenciar
reverence	0.643	0.347	0.516	reverencia
reverend	0.650	0.337	0.576	reverendo
reverent	0.551	0.490	0.694	reverente
reverie	0.667	0.413	0.471	ensoñación
reversal	0.380	0.510	0.591	reversión
reverse	0.539	0.415	0.461	reverso
reversion	0.458	0.538	0.425	reversión
revert	0.380	0.451	0.519	reverter
reverting	0.562	0.385	0.544	revertendo
review	0.667	0.408	0.636	revisión
reviewer	0.562	0.344	0.500	revisor
revise	0.500	0.469	0.509	revisar
revision	0.417	0.459	0.710	revisión
revisit	0.552	0.530	0.509	revisar
revival	0.823	0.664	0.597	renacemento
revive	0.676	0.780	0.778	revivir
revocation	0.260	0.610	0.673	revogación
revoke	0.251	0.696	0.737	revogar
revolt	0.343	0.878	0.658	revolta
revolting	0.102	0.690	0.300	revolta
revolution	0.417	0.902	0.798	revolución
revolutionary	0.635	0.887	0.824	revolucionario
revolutionize	0.684	0.816	0.904	revolucionar
revolve	0.592	0.546	0.402	xirar
revolver	0.194	0.796	0.750	revólver
revolving	0.602	0.570	0.580	xiratoria
revue	0.594	0.350	0.420	revista
revulsion	0.104	0.765	0.343	repulsa
revving	0.604	0.875	0.879	acelerando
reward	0.948	0.694	0.783	recompensa
rewarding	0.958	0.637	0.783	gratificante
rewind	0.460	0.551	0.431	rebobinar
rewire	0.365	0.462	0.406	reconectar
rewrite	0.490	0.500	0.434	reescribir
rhapsody	0.708	0.490	0.460	rapsodia
rhetoric	0.417	0.429	0.504	retórica
rhetorical	0.417	0.569	0.635	retórica
rheumatism	0.219	0.472	0.418	reumatismo
rhinestone	0.531	0.551	0.408	strass
rhino	0.531	0.549	0.555	rinoceronte
rhinoceros	0.556	0.656	0.569	rinoceronte
rhubarb	0.582	0.304	0.340	ruibarbo
rhyme	0.667	0.249	0.481	rima
rhyming	0.729	0.410	0.500	rimando
rhythm	0.771	0.759	0.573	ritmo
rhythmic	0.714	0.642	0.664	rítmico
rhythmical	0.844	0.694	0.632	rítmico
rib	0.490	0.349	0.351	costela
ribbed	0.365	0.378	0.409	acanalado
ribbon	0.719	0.288	0.357	cinta
rice	0.667	0.208	0.330	arroz
rich	0.882	0.627	0.905	ricos
riches	0.958	0.694	0.880	riquezas
richness	0.896	0.833	0.922	riqueza
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	raquítico
rickshaw	0.438	0.594	0.402	rickshaw
ricochet	0.287	0.618	0.430	rebote
rid	0.194	0.408	0.327	librar
riddance	0.323	0.562	0.472	liberación
riddle	0.521	0.583	0.543	enigma
riddled	0.281	0.861	0.422	acribillado
ride	0.806	0.465	0.472	paseo
rider	0.635	0.627	0.574	xinete
ridge	0.484	0.402	0.349	cumio
ridicule	0.143	0.745	0.255	ridiculizar
ridiculed	0.112	0.806	0.212	ridiculizado
ridiculous	0.159	0.594	0.245	ridículo
riding	0.694	0.654	0.620	cabalgando
rife	0.570	0.561	0.692	repleto
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	rifa
rifle	0.329	0.900	0.718	rifle
rifleman	0.245	0.863	0.767	fusileiro
rifles	0.337	0.864	0.765	rifles
rift	0.246	0.519	0.289	fenda
rig	0.542	0.382	0.746	aparello
rigged	0.188	0.510	0.412	amañado
rigging	0.510	0.518	0.440	aparello
right	0.740	0.352	0.710	certo
righteous	0.823	0.385	0.790	xustos
righteousness	0.802	0.660	0.897	xustiza
rightful	0.837	0.358	0.821	lexítimo
rightly	0.740	0.471	0.782	con razón
righty	0.750	0.314	0.786	xusto
rigid	0.357	0.552	0.591	ríxido
rigidity	0.198	0.530	0.726	rixidez
rigor	0.375	0.745	0.713	rigor
rigorous	0.438	0.818	0.847	rigoroso
rim	0.510	0.397	0.302	borde
rind	0.542	0.280	0.491	casca
ring	0.677	0.427	0.464	anel
ringer	0.573	0.604	0.347	timbre
ringing	0.724	0.598	0.693	tocando
ringleader	0.520	0.550	0.640	cabecilla
ringmaster	0.630	0.622	0.732	mestre de ringleira
ringside	0.500	0.644	0.411	á beira do anel
rink	0.551	0.392	0.392	pista
rinse	0.663	0.168	0.409	enxágüe
riot	0.061	0.946	0.586	motín
rioting	0.156	0.949	0.560	disturbios
riotous	0.163	0.837	0.588	alborotado
riots	0.099	0.882	0.564	disturbios
rip	0.146	0.676	0.365	rasgar
riparian	0.552	0.408	0.412	ribeira
ripe	0.671	0.337	0.670	maduro
ripen	0.755	0.373	0.671	madurar
ripening	0.615	0.490	0.759	maduración
