English Word	Valence	Arousal	Dominance	Norwegian Word
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	tuning
tunnel	0.312	0.490	0.412	tunnel
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	turbiditet
turbine	0.520	0.549	0.575	turbin
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulens
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	torv
turkey	0.634	0.245	0.247	Tyrkia
turmeric	0.542	0.316	0.312	gurkemeie
turmoil	0.198	0.888	0.417	kaos
turn	0.531	0.398	0.482	sving
turnaround	0.560	0.654	0.407	snu
turned	0.630	0.538	0.583	snudde
turning	0.510	0.684	0.420	snu
turnip	0.561	0.183	0.254	turnips
turnkey	0.531	0.382	0.427	vri nøkkel
turnoff	0.312	0.560	0.327	skru av
turnout	0.641	0.692	0.898	oppmøte
turnover	0.490	0.392	0.512	omsetning
turnpike	0.459	0.434	0.462	snubane
turntable	0.531	0.455	0.406	platespiller
turpentine	0.320	0.539	0.571	terpentin
turquoise	0.786	0.226	0.357	turkis
turret	0.494	0.500	0.588	turret
turtle	0.291	0.102	0.271	skilpadde
turtleneck	0.583	0.398	0.327	høyhalset genser
tussle	0.333	0.919	0.691	kjempe
tutelage	0.393	0.442	0.609	veiledning
tutor	0.750	0.346	0.826	veileder
tutoring	0.663	0.402	0.702	læring
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	TV
twain	0.541	0.255	0.370	to
twat	0.292	0.459	0.404	tull
twats	0.406	0.588	0.383	tabber
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	kvitring
tweezers	0.493	0.408	0.295	pinsett
twelfth	0.521	0.292	0.527	tolvte
twelve	0.490	0.298	0.412	tolv
twentieth	0.469	0.297	0.346	tjuende
twenty	0.520	0.292	0.286	tjue
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	kvist
twilight	0.622	0.341	0.633	skumring
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	tvilling
twine	0.521	0.380	0.337	hyssing
twinge	0.316	0.720	0.471	stikke
twinkle	0.719	0.724	0.610	blinke
twins	0.760	0.473	0.602	tvillinger
twirl	0.552	0.647	0.409	snurre
twist	0.375	0.469	0.337	vri
twisted	0.071	0.736	0.311	vridd
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	rykke
twitching	0.292	0.700	0.482	rykninger
twitchy	0.094	0.918	0.281	rykende
two	0.520	0.200	0.404	to
two step	0.583	0.314	0.327	to steg
twofaced	0.387	0.620	0.384	tosidig
twofold	0.573	0.333	0.551	todelt
twosome	0.583	0.544	0.500	tosom
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	type
typewriter	0.542	0.373	0.418	skrivemaskin
typhoid	0.265	0.458	0.401	tyfus
typhoon	0.323	0.796	0.697	tyfon
typical	0.635	0.206	0.426	typisk
typically	0.569	0.377	0.559	typisk
typist	0.551	0.559	0.528	maskinskriver
typo	0.224	0.415	0.255	skrivefeil
typography	0.480	0.334	0.574	typografi
tyrannical	0.167	0.860	0.731	tyrannisk
tyranny	0.112	0.792	0.705	tyranni
tyrant	0.115	0.850	0.683	tyrann
tyre	0.480	0.358	0.407	dekk
ubiquitous	0.635	0.571	0.884	allestedsnærværende
ubiquity	0.578	0.490	0.595	allestedsnærværende
ugliness	0.094	0.407	0.267	stygghet
ugly	0.167	0.630	0.254	stygg
uhoh	0.320	0.622	0.284	UH oh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	magesår
ulterior	0.375	0.509	0.490	bakenforliggende
ultimate	0.648	0.645	0.544	ultimat
ultimately	0.385	0.480	0.558	til syvende og sist
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultralyd
ultraviolet	0.604	0.448	0.673	ultrafiolett
umbilical	0.398	0.406	0.333	navlestreng
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	paraply
umpire	0.520	0.592	0.755	dommer
umpteen	0.510	0.460	0.611	umpteen
unabashed	0.292	0.614	0.488	uforskammet
unabated	0.532	0.420	0.466	uforminsket
unable	0.132	0.459	0.193	ute av stand
unacceptable	0.133	0.479	0.330	uakseptabelt
unaccompanied	0.292	0.376	0.297	uten følge
unaccountable	0.180	0.600	0.543	uansvarlig
unaccounted	0.410	0.338	0.361	uoppgjort
unacknowledged	0.240	0.269	0.116	ikke erkjent
unadulterated	0.570	0.420	0.528	uforfalsket
unaffected	0.542	0.265	0.571	upåvirket
unafraid	0.500	0.520	0.655	uredd
unaided	0.290	0.410	0.336	uten hjelp
unaltered	0.571	0.269	0.598	uendret
unambiguous	0.406	0.390	0.578	entydig
unanimity	0.490	0.407	0.706	enstemmighet
unanimous	0.656	0.380	0.682	enstemmig
unanimously	0.686	0.333	0.738	enstemmig
unannounced	0.240	0.588	0.291	uanmeldt
unanswered	0.276	0.361	0.219	ubesvart
unanticipated	0.255	0.775	0.327	uforutsett
unappreciated	0.143	0.431	0.209	ikke verdsatt
unapproved	0.184	0.471	0.254	ikke godkjent
unarmed	0.427	0.420	0.241	ubevæpnet
unassisted	0.302	0.320	0.211	uten hjelp
unassuming	0.490	0.230	0.471	upretensiøse
unattached	0.192	0.439	0.283	ubundet
unattainable	0.220	0.635	0.571	uoppnåelig
unattended	0.255	0.400	0.167	uten tilsyn
unattractive	0.177	0.307	0.208	uattraktiv
unauthorized	0.260	0.448	0.259	uautorisert
unavailable	0.323	0.281	0.159	utilgjengelig
unavoidable	0.350	0.580	0.445	uunngåelig
unaware	0.208	0.355	0.310	uvitende
unbalanced	0.302	0.596	0.343	ubalansert
unbearable	0.125	0.798	0.447	uutholdelig
unbeatable	0.735	0.719	0.681	uslåelig
unbeaten	0.854	0.760	0.828	ubeseiret
unbecoming	0.123	0.471	0.288	upassende
unbelief	0.265	0.582	0.407	vantro
unbelievable	0.771	0.790	0.717	ikke til å tro
unbiased	0.625	0.378	0.618	upartisk
unborn	0.312	0.300	0.216	ufødte
unbound	0.354	0.402	0.283	ubundet
unbounded	0.646	0.600	0.736	ubegrenset
unbreakable	0.653	0.573	0.759	uknuselig
unbridled	0.396	0.759	0.448	uhemmet
unbroken	0.550	0.224	0.602	ubrutt
unbutton	0.479	0.539	0.311	knappe opp
uncalled	0.344	0.294	0.222	uoppringt
uncanny	0.469	0.461	0.430	nifst
uncaring	0.177	0.245	0.321	upassende
uncensured	0.438	0.649	0.509	usensurert
uncertain	0.363	0.500	0.164	usikker
uncertainty	0.064	0.494	0.282	usikkerhet
unchallenged	0.552	0.394	0.545	uimotsagt
unchangeable	0.375	0.442	0.709	uforanderlig
unchanged	0.490	0.204	0.237	uendret
uncharted	0.188	0.406	0.413	ikke kartlagt
uncherished	0.250	0.412	0.280	ukjært
uncivilized	0.133	0.600	0.400	usivilisert
unclaimed	0.316	0.346	0.278	uavhentet
uncle	0.653	0.255	0.578	onkel
unclean	0.133	0.529	0.134	urent
unclear	0.229	0.463	0.202	uklar
uncomfortable	0.188	0.610	0.214	ubehagelig
uncommon	0.459	0.429	0.373	uvanlig
uncommonly	0.626	0.490	0.778	uvanlig
uncomplicated	0.740	0.260	0.453	ukomplisert
uncompromising	0.320	0.531	0.613	kompromissløs
unconcerned	0.562	0.283	0.298	ubekymret
unconditional	0.760	0.493	0.715	betingelsesløs
unconfirmed	0.334	0.321	0.339	ubekreftet
unconnected	0.188	0.265	0.213	ikke tilkoblet
unconscionable	0.208	0.618	0.429	samvittighetsløs
unconscious	0.240	0.356	0.195	bevisstløs
unconsciousness	0.177	0.440	0.121	bevisstløshet
unconstitutional	0.230	0.588	0.491	grunnlovsstridig
unconstrained	0.653	0.640	0.635	ubegrenset
uncontested	0.510	0.471	0.689	ubestridt
uncontrollable	0.265	0.790	0.626	ustyrlig
uncontrolled	0.188	0.891	0.544	ukontrollert
unconventional	0.177	0.509	0.288	ukonvensjonell
unconvinced	0.409	0.458	0.228	ikke overbevist
unconvincing	0.190	0.532	0.144	lite overbevisende
uncooked	0.312	0.321	0.241	ukokt
uncooperative	0.250	0.422	0.246	lite samarbeidsvillig
uncorrelated	0.333	0.327	0.316	ukorrelert
uncouth	0.080	0.761	0.350	uhyggelig
uncover	0.771	0.552	0.648	avdekke
uncritical	0.480	0.367	0.412	ukritisk
uncut	0.448	0.422	0.278	ukuttet
undead	0.367	0.635	0.406	vandøde
undecided	0.286	0.433	0.127	ikke bestemt
undefeated	0.833	0.752	0.825	ubeseiret
undefined	0.260	0.418	0.350	udefinert
undeniable	0.552	0.473	0.778	unektelig
underage	0.469	0.461	0.300	mindreårig
underbelly	0.406	0.423	0.361	Buk
undercover	0.388	0.627	0.483	under dekke
undercurrent	0.357	0.582	0.520	understrøm
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	undervurdere
undergo	0.398	0.554	0.339	gjennomgå
undergraduate	0.583	0.500	0.559	undergraduate
underground	0.396	0.455	0.452	under jorden
underhanded	0.188	0.415	0.527	underhendt
underlay	0.521	0.365	0.458	underlag
underlie	0.323	0.378	0.275	underliggende
underline	0.480	0.412	0.509	understreke
underlying	0.480	0.445	0.452	underliggende
undermine	0.316	0.491	0.413	undergrave
undermined	0.365	0.409	0.394	undergravd
underneath	0.450	0.265	0.158	under
underpaid	0.146	0.413	0.209	underbetalt
underpants	0.448	0.473	0.276	underbukser
underprivileged	0.167	0.449	0.172	underprivilegerte
underrated	0.208	0.520	0.333	undervurdert
underscore	0.375	0.275	0.306	understrek
undersea	0.545	0.490	0.425	undersjøiske
undersecretary	0.459	0.377	0.594	undersekretær
undersized	0.316	0.425	0.298	underdimensjonert
understaffed	0.148	0.444	0.302	underbemannet
understand	0.760	0.374	0.643	forstå
understandable	0.776	0.363	0.566	forståelig
understanding	0.865	0.304	0.689	forståelse
understatement	0.347	0.480	0.473	underdrivelse
understood	0.780	0.441	0.686	forstått
understudy	0.378	0.402	0.420	understudium
undertake	0.796	0.702	0.754	påta
undertaker	0.363	0.696	0.611	begravelsesagent
undertaking	0.667	0.530	0.696	oppgave
undertow	0.327	0.639	0.231	undertau
underwear	0.610	0.546	0.375	undertøy
underwood	0.510	0.453	0.510	underved
underworld	0.177	0.676	0.613	underverden
underwrite	0.416	0.520	0.423	underwrite
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	ufortjent
undesirable	0.177	0.644	0.260	uønsket
undesired	0.156	0.441	0.235	uønsket
undetectable	0.438	0.539	0.604	uoppdagelig
undetected	0.224	0.304	0.268	uoppdaget
undetermined	0.265	0.256	0.353	ubestemt
undeveloped	0.292	0.330	0.254	uutviklet
undignified	0.122	0.627	0.308	uverdig
undirected	0.330	0.417	0.310	urettet
undisclosed	0.479	0.361	0.314	Ikke oppgitt
undiscovered	0.438	0.347	0.261	uoppdaget
undisputed	0.646	0.588	0.673	udiskutert
undisturbed	0.725	0.287	0.434	uforstyrret
undivided	0.510	0.380	0.490	udelt
undo	0.365	0.444	0.349	angre
undoing	0.219	0.452	0.298	angre
undoubted	0.592	0.461	0.740	utvilsomt
undress	0.438	0.900	0.336	kle
undressed	0.375	0.755	0.356	kledd av seg
undue	0.156	0.573	0.318	unødig
undying	0.708	0.500	0.773	udødelige
unearned	0.177	0.340	0.213	uopptjent
unearth	0.427	0.635	0.545	grave opp
uneasiness	0.190	0.798	0.241	uro
uneasy	0.115	0.598	0.349	urolig
uneducated	0.177	0.350	0.246	uten utdannelse
unemployed	0.094	0.481	0.230	arbeidsledig
unemployment	0.094	0.400	0.297	arbeidsledighet
unencumbered	0.604	0.280	0.472	ubeheftet
unending	0.385	0.519	0.454	uendelig
unequal	0.118	0.433	0.202	ulik
unequalled	0.562	0.470	0.769	uovertruffen
unequivocal	0.604	0.415	0.615	utvetydig
unequivocally	0.521	0.668	0.554	utvetydig
unethical	0.104	0.433	0.269	uetisk
uneven	0.125	0.457	0.240	ujevn
uneventful	0.510	0.343	0.410	begivenhetsløs
unexpected	0.500	0.720	0.333	uventet
unexpectedly	0.354	0.759	0.462	uventet
unexplainable	0.260	0.448	0.610	uforklarlig
unexplained	0.271	0.531	0.349	uforklarlig
unexplored	0.401	0.640	0.388	uutforsket
unfailing	0.625	0.635	0.594	ufeilbarlig
unfair	0.173	0.472	0.190	urettferdig
unfairness	0.170	0.817	0.336	urettferdighet
unfaithful	0.031	0.806	0.298	utro
unfamiliar	0.219	0.558	0.273	ukjent
unfavorable	0.133	0.450	0.232	ugunstig
unfeeling	0.235	0.377	0.345	følelsesløs
unfettered	0.569	0.650	0.586	uhemmet
unfinished	0.188	0.368	0.264	uferdig
unfit	0.250	0.368	0.185	uegnet
unflinching	0.667	0.606	0.882	urokkelig
unfold	0.612	0.510	0.520	brette
unfollow	0.281	0.337	0.293	slutte å følge
unforeseen	0.255	0.714	0.500	uforutsett
unforgettable	0.833	0.561	0.660	uforglemmelig
unforgivable	0.276	0.743	0.490	utilgivelig
unforgiving	0.406	0.630	0.793	utilgivende
unfortunate	0.073	0.487	0.195	uheldig
unfortunately	0.104	0.494	0.281	dessverre
unfounded	0.271	0.520	0.410	ubegrunnet
unfreeze	0.458	0.297	0.375	frys opp
unfriendly	0.173	0.670	0.458	uvennlig
unfulfilled	0.184	0.426	0.268	uoppfylt
unfurnished	0.316	0.333	0.272	umøblert
unglued	0.378	0.446	0.352	ulimt
ungodly	0.296	0.423	0.388	ugudelig
ungrateful	0.219	0.461	0.275	utakknemlig
unguarded	0.156	0.578	0.205	ubevoktet
unhand	0.406	0.360	0.361	uhånd
unhappiness	0.083	0.630	0.222	ulykkelighet
unhappy	0.112	0.500	0.155	ulykkelig
unharmed	0.740	0.378	0.491	uskadd
unhealthy	0.115	0.549	0.214	usunn
unheard	0.344	0.539	0.500	uhørt
unhelpful	0.104	0.320	0.118	lite nyttig
unhindered	0.729	0.441	0.725	uhindret
unholy	0.327	0.560	0.445	uhellig
unhook	0.375	0.592	0.310	hekte av
unicorn	0.776	0.510	0.480	Enhjørning
unidentified	0.385	0.361	0.199	uidentifisert
unification	0.688	0.345	0.788	samling
unified	0.729	0.439	0.764	forent
uniform	0.570	0.245	0.655	uniform
uniformed	0.469	0.519	0.589	uniformert
uniformity	0.745	0.353	0.538	ensartethet
uniformly	0.625	0.333	0.704	jevnt
unimaginable	0.573	0.634	0.589	utenkelig
unimpeachable	0.684	0.550	0.784	upåklagelig
unimpeached	0.458	0.335	0.433	upåklaget
unimportant	0.281	0.240	0.175	uviktig
unimpressed	0.198	0.302	0.327	uimponert
unimproved	0.163	0.377	0.144	uforbedret
uninfected	0.688	0.304	0.389	uinfisert
uninformed	0.156	0.370	0.182	uinformert
uninhabited	0.301	0.230	0.221	ubebodd
uninitiated	0.271	0.288	0.288	uinnvidde
uninspired	0.163	0.243	0.260	uinspirert
unintelligible	0.208	0.472	0.283	uforståelig
unintended	0.438	0.385	0.349	utilsiktet
unintentional	0.333	0.538	0.306	utilsiktet
unintentionally	0.460	0.490	0.286	utilsiktet
uninterested	0.365	0.240	0.328	uinteressert
uninteresting	0.153	0.235	0.228	uinteressant
uninterrupted	0.500	0.434	0.527	uavbrutt
uninvited	0.090	0.385	0.307	uoppfordret
union	0.854	0.226	0.766	fagforening
unique	0.823	0.347	0.661	unik
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	unisont
unit	0.562	0.235	0.578	enhet
unitary	0.531	0.239	0.641	enhetlig
unite	0.781	0.375	0.610	forene
united	0.781	0.431	0.783	forent
unity	0.837	0.288	0.658	enhet
universal	0.802	0.417	0.833	universell
universality	0.796	0.410	0.840	universalitet
universe	0.694	0.454	0.839	univers
university	0.735	0.574	0.741	universitet
unjust	0.115	0.625	0.278	urettferdig
unjustifiable	0.115	0.596	0.394	utilbørlig
unjustified	0.288	0.541	0.314	grunnløs
unkind	0.135	0.409	0.310	uvennlig
unknowable	0.347	0.540	0.396	ukjennelig
unknown	0.357	0.450	0.204	ukjent
unlawful	0.094	0.759	0.402	ulovlig
unleash	0.479	0.775	0.559	slippe løs
unlicensed	0.306	0.574	0.196	ulisensiert
unlike	0.439	0.439	0.418	I motsetning til
unlikely	0.271	0.293	0.245	usannsynlig
unlimited	0.750	0.623	0.679	ubegrenset
unlisted	0.365	0.265	0.218	unotert
unload	0.656	0.639	0.573	lesse
unloaded	0.469	0.380	0.331	losset
unlock	0.582	0.442	0.592	låse opp
unlucky	0.073	0.395	0.198	uheldig
unmanageable	0.177	0.666	0.482	uhåndterlig
unmanned	0.235	0.441	0.324	ubemannet
unmarked	0.416	0.294	0.433	umerket
unmarried	0.438	0.480	0.545	ugift
unmask	0.323	0.690	0.520	avmaskere
unmatched	0.776	0.536	0.771	uovertruffen
unmistakable	0.602	0.571	0.765	umiskjennelig
unmitigated	0.649	0.427	0.422	ubegrenset
unmoved	0.184	0.355	0.360	uberørt
unnamed	0.316	0.189	0.284	ikke navngitt
unnatural	0.153	0.587	0.434	unaturlig
unnecessary	0.219	0.358	0.190	unødvendig
unneeded	0.177	0.375	0.245	unødvendig
unnoticed	0.302	0.440	0.260	ubemerket
unnumbered	0.406	0.255	0.331	unummerert
unobserved	0.398	0.255	0.257	uobservert
unobstructed	0.583	0.440	0.573	uhindret
unobtrusive	0.447	0.327	0.402	ikke-påtrengende
unoccupied	0.258	0.245	0.412	ubesatt
unofficial	0.260	0.302	0.255	uoffisiell
unopened	0.542	0.340	0.265	uåpnet
unopposed	0.615	0.375	0.537	uimotsagt
unordered	0.224	0.482	0.190	uordnet
unorganised	0.250	0.500	0.212	uorganisert
unorganized	0.260	0.657	0.173	uorganisert
unorthodox	0.340	0.480	0.441	uortodokse
unpack	0.531	0.528	0.445	pakke ut
unpaid	0.300	0.413	0.365	ubetalt
unparalleled	0.708	0.306	0.538	uten sidestykke
unpleasant	0.122	0.612	0.185	ubehagelig
unpleasantness	0.062	0.724	0.264	ubehag
unplug	0.239	0.441	0.404	koble fra
unplugged	0.367	0.375	0.318	koblet fra
unpopular	0.073	0.441	0.164	upopulær
unprecedented	0.500	0.491	0.658	enestående
unpredictable	0.429	0.769	0.515	uforutsigbar
unprepared	0.204	0.450	0.152	uforberedt
unpretentious	0.510	0.296	0.410	upretensiøs
unproductive	0.100	0.324	0.237	uproduktivt
unprofessional	0.042	0.370	0.170	uprofesjonell
unprofitable	0.163	0.376	0.217	ulønnsomt
unprotected	0.150	0.582	0.197	ubeskyttet
unproven	0.296	0.427	0.216	uprøvd
unprovoked	0.565	0.327	0.385	uprovosert
unpublished	0.406	0.480	0.481	upublisert
unpunished	0.292	0.594	0.519	ustraffet
unqualified	0.170	0.433	0.173	ukvalifisert
unquestionable	0.469	0.450	0.843	utvilsomt
unquestionably	0.500	0.630	0.750	utvilsomt
unquestioned	0.562	0.509	0.746	ubestridt
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	nøste opp
unreachable	0.208	0.679	0.557	uoppnåelig
unread	0.458	0.240	0.214	ulest
unreal	0.173	0.431	0.296	uvirkelig
unrealistic	0.229	0.500	0.245	urealistisk
unreasonable	0.115	0.702	0.264	urimelig
unrecorded	0.241	0.351	0.350	uinnspilt
unregistered	0.255	0.337	0.266	uregistrert
unregulated	0.344	0.454	0.421	uregulert
unrelated	0.302	0.270	0.264	ikke relatert
unrelenting	0.500	0.790	0.875	ubøyelig
unreliable	0.108	0.480	0.240	upålitelig
unremarkable	0.271	0.155	0.230	umerkelig
unrepentant	0.240	0.445	0.413	uangrende
unrequited	0.143	0.441	0.179	ubesvart
unresolved	0.135	0.441	0.173	uløst
unresponsive	0.108	0.282	0.244	svarer ikke
unrest	0.102	0.577	0.231	uro
unrestrained	0.385	0.775	0.627	uhemmet
unrestricted	0.698	0.458	0.644	ubegrenset
unromantic	0.208	0.316	0.307	uromantisk
unruly	0.240	0.745	0.547	uregjerlig
unsafe	0.115	0.562	0.147	utrygt
unsanitary	0.063	0.592	0.269	uhygienisk
unsatisfactory	0.122	0.520	0.189	utilfredsstillende
unsatisfied	0.200	0.547	0.241	misfornøyd
unsavory	0.071	0.637	0.353	usmakelig
unscathed	0.625	0.308	0.611	uskadd
unscheduled	0.312	0.436	0.300	ikke planlagt
unscientific	0.396	0.317	0.321	uvitenskapelig
unscrew	0.333	0.462	0.396	skru av
unscrupulous	0.094	0.727	0.465	skruppelløs
unseat	0.229	0.500	0.312	sette av
unseen	0.427	0.351	0.421	usett
unselfish	0.615	0.353	0.377	uselvisk
unsettled	0.208	0.647	0.170	uoppgjort
unsightly	0.226	0.559	0.373	skjemmende
unsolicited	0.094	0.339	0.280	uoppfordret
unsolved	0.146	0.390	0.235	uløst
unsophisticated	0.327	0.491	0.339	usofistikert
unsound	0.146	0.222	0.272	uforsvarlig
unspeakable	0.327	0.567	0.393	ubeskrivelig
unspecified	0.240	0.365	0.165	uspesifisert
unspoken	0.177	0.260	0.208	usagt
unstable	0.167	0.587	0.150	ustabil
unsteady	0.122	0.500	0.190	ustødig
unstoppable	0.625	0.887	0.862	ustoppelig
unsuccessful	0.140	0.318	0.106	mislykket
unsuitable	0.188	0.528	0.300	passer ikke
unsung	0.296	0.330	0.314	usunget
unsupervised	0.478	0.481	0.442	uten tilsyn
unsupported	0.260	0.450	0.221	ustøttet
unsure	0.143	0.580	0.217	usikker
unsurpassed	0.694	0.569	0.798	uovertruffen
unsuspecting	0.302	0.509	0.413	intetanende
unsustainable	0.255	0.650	0.406	uholdbar
unsweetened	0.396	0.263	0.300	usøtet
unsympathetic	0.163	0.620	0.281	usympatisk
untamed	0.429	0.778	0.709	utemmet
untenable	0.143	0.637	0.425	uholdbar
untested	0.302	0.296	0.348	uprøvd
unthinkable	0.365	0.480	0.481	utenkelig
untidy	0.106	0.610	0.254	uryddig
untie	0.542	0.463	0.472	knytte opp
untimely	0.245	0.676	0.233	utidig
untitled	0.213	0.240	0.240	uten navn
untold	0.240	0.367	0.191	ufortalt
untouchable	0.490	0.602	0.683	urørlig
untouched	0.531	0.276	0.600	urørt
untoward	0.122	0.555	0.291	uheldig
untraceable	0.321	0.674	0.574	usporbar
untrained	0.149	0.529	0.282	utrent
untranslated	0.271	0.188	0.264	uoversatt
untroubled	0.750	0.213	0.653	uproblematisk
untrue	0.031	0.500	0.188	usann
untrustworthy	0.097	0.449	0.287	upålitelig
unturned	0.312	0.255	0.316	uvendt
unused	0.344	0.231	0.234	ubrukt
unusual	0.429	0.433	0.361	uvanlig
unusually	0.385	0.406	0.358	uvanlig
unutterable	0.406	0.592	0.538	uutsigelig
unveil	0.439	0.442	0.562	avdekke
unveiling	0.569	0.570	0.675	avduking
unverified	0.214	0.365	0.180	ubekreftet
unwanted	0.177	0.546	0.205	uønsket
unwarranted	0.091	0.500	0.345	uberettiget
unwary	0.286	0.417	0.402	uforsiktig
unwashed	0.365	0.427	0.360	uvasket
unwavering	0.740	0.630	0.858	urokkelig
unwed	0.541	0.595	0.459	ugifte
unwelcome	0.115	0.480	0.269	uvelkommen
unwell	0.143	0.640	0.221	uvel
unwilling	0.302	0.316	0.179	uvillig
unwillingly	0.204	0.548	0.182	uvillig
unwillingness	0.204	0.311	0.113	uvilje
unwind	0.837	0.181	0.394	koble av
unwise	0.141	0.610	0.304	uklokt
unwitting	0.260	0.526	0.344	uvitende
unwittingly	0.312	0.510	0.264	uforvarende
unworthy	0.194	0.433	0.226	uverdig
unwrap	0.604	0.491	0.557	pakke opp
unwritten	0.367	0.384	0.272	uskreven
unyielding	0.367	0.806	0.738	urokkelig
unzip	0.378	0.520	0.538	pakke opp
upbeat	0.878	0.531	0.802	optimistisk
upbringing	0.677	0.490	0.600	oppdragelse
upcoming	0.688	0.460	0.550	kommende
update	0.698	0.535	0.802	Oppdater
upgrade	0.786	0.500	0.670	Oppgradering
upheaval	0.290	0.830	0.570	omveltning
uphill	0.396	0.723	0.572	oppoverbakke
uphold	0.698	0.321	0.561	opprettholde
upholstery	0.592	0.270	0.386	møbeltrekk
upkeep	0.590	0.442	0.685	vedlikehold
upland	0.719	0.578	0.607	oppland
uplands	0.615	0.471	0.577	høylandet
uplift	0.656	0.779	0.771	heving
uplifting	0.771	0.548	0.605	oppløftende
uplink	0.544	0.510	0.595	opplink
upload	0.638	0.683	0.696	laste opp
upper	0.740	0.529	0.868	øverste
uppercut	0.410	0.600	0.550	uppercut
uppity	0.465	0.546	0.417	overmodighet
upright	0.667	0.373	0.600	oppreist
uprising	0.561	0.777	0.704	oppstand
uproar	0.271	0.902	0.462	opprør
upscale	0.698	0.526	0.846	oppskalere
upset	0.071	0.680	0.330	opprørt
upshot	0.693	0.490	0.716	resultat
upstairs	0.663	0.408	0.645	oppe
upstanding	0.851	0.390	0.708	oppegående
upstart	0.449	0.500	0.455	oppkomling
uptight	0.184	0.716	0.333	tett
upward	0.792	0.481	0.620	oppover
upwards	0.724	0.439	0.638	oppover
uranium	0.375	0.580	0.490	uran
urban	0.561	0.528	0.644	Urban
urchin	0.417	0.510	0.373	urchin
urge	0.418	0.680	0.653	trang
urgency	0.429	0.908	0.543	hastverk
urgent	0.327	0.918	0.623	som haster
urinal	0.214	0.510	0.306	urinal
urinalysis	0.344	0.532	0.398	urinanalyse
urinate	0.360	0.500	0.353	urinere
urination	0.271	0.441	0.232	vannlating
urine	0.375	0.361	0.169	urin
urn	0.194	0.520	0.295	urne
usable	0.812	0.455	0.611	brukbar
usage	0.646	0.360	0.426	bruk
use	0.438	0.358	0.409	bruk
used	0.354	0.306	0.287	brukt
useful	0.833	0.411	0.726	nyttig
usefully	0.650	0.481	0.760	nyttig
usefulness	0.806	0.519	0.741	nytteverdi
useless	0.052	0.342	0.184	ubrukelig
user	0.629	0.347	0.442	bruker
usher	0.521	0.440	0.519	innleder
usual	0.625	0.221	0.400	vanlig
usurp	0.125	0.818	0.433	tilrane seg
usurped	0.292	0.780	0.438	tilranet seg
usury	0.344	0.679	0.430	åger
utensil	0.573	0.279	0.383	redskap
uterus	0.551	0.420	0.510	livmor
utilitarian	0.427	0.363	0.639	utilitaristisk
utility	0.622	0.400	0.704	nytte
utilization	0.562	0.469	0.706	utnyttelse
utilize	0.694	0.445	0.545	bruke
utmost	0.719	0.740	0.858	ytterste
utopian	0.542	0.327	0.552	utopisk
utter	0.531	0.422	0.549	ytre
utterance	0.542	0.640	0.704	ytring
utterly	0.633	0.440	0.673	fullstendig
vacancy	0.643	0.311	0.418	ledighet
vacant	0.578	0.220	0.464	ledig
vacate	0.357	0.490	0.397	forlate
vacation	0.840	0.490	0.598	ferie
vaccination	0.530	0.578	0.621	vaksinasjon
vaccine	0.500	0.520	0.555	vaksine
vacuolar	0.439	0.370	0.439	vakuolære
vacuole	0.490	0.406	0.481	vakuole
vacuous	0.354	0.267	0.304	tomrom
vacuum	0.327	0.196	0.134	vakuum
vagabond	0.384	0.531	0.144	vagabond
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginal
vagrancy	0.219	0.567	0.277	løsdrift
vagrant	0.265	0.548	0.250	vagrant
vague	0.271	0.335	0.083	uklar
vagueness	0.150	0.324	0.221	vaghet
vainly	0.365	0.283	0.169	forgjeves
valance	0.424	0.286	0.371	valance
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	valentine
valet	0.635	0.406	0.389	betjent
valiant	0.880	0.745	0.904	tapper
valid	0.693	0.353	0.565	gyldig
validate	0.760	0.431	0.745	validere
