English Word	Valence	Arousal	Dominance	Georgian Word
slate	0.531	0.283	0.431	ფიქალი
slates	0.500	0.270	0.342	ფიქალები
slaughter	0.052	0.953	0.602	დაკვლა
slaughterhouse	0.146	0.794	0.472	სასაკლაო
slaughtering	0.133	0.947	0.714	დაკვლა
slave	0.171	0.795	0.151	მონა
slavery	0.052	0.783	0.218	მონობა
slay	0.133	0.920	0.585	მოკვლა
slayer	0.041	0.930	0.661	მკვლელი
sleaze	0.312	0.538	0.405	სლუკუნი
sleazy	0.292	0.674	0.370	სნეული
sled	0.635	0.547	0.446	სასწავლებელი
sledding	0.625	0.547	0.422	ციგაობა
sledge	0.646	0.500	0.361	ციგა
sledgehammer	0.449	0.479	0.482	სლედი
sleek	0.750	0.484	0.643	გლუვი
sleep	0.719	0.090	0.339	ძილი
sleeper	0.640	0.154	0.254	მძინარე
sleeping	0.704	0.091	0.312	მძინარე
sleepless	0.213	0.410	0.207	უძილო
sleeplessness	0.104	0.604	0.202	უძილობა
sleepover	0.815	0.519	0.340	ძილიანი
sleepy	0.604	0.125	0.250	უძილო
sleepyhead	0.327	0.350	0.294	ძილიანობა
sleet	0.410	0.355	0.395	წვიმა
sleeve	0.531	0.270	0.273	ყდის
sleeveless	0.638	0.290	0.200	უმკლავო
sleigh	0.742	0.551	0.396	ციგა
sleight	0.719	0.677	0.379	ცბიერება
slender	0.812	0.548	0.664	სუსტი
sleuth	0.460	0.633	0.676	სლეუტი
slice	0.583	0.375	0.303	ნაჭერი
slick	0.388	0.383	0.349	გლუვი
slicker	0.727	0.387	0.519	სლიკერი
slide	0.615	0.435	0.432	სლაიდი
slider	0.585	0.491	0.518	სლაიდერი
sliding	0.356	0.730	0.491	სრიალი
slight	0.521	0.240	0.155	უმნიშვნელო
slight anticipation	0.562	0.490	0.445	მცირე მოლოდინი
slight disgust	0.156	0.578	0.318	მცირე ზიზღი
slight surprise	0.677	0.746	0.557	მცირე გაოცება
slight trust	0.306	0.400	0.245	მცირე ნდობა
slightly	0.470	0.274	0.255	ოდნავ
slightly negative	0.190	0.472	0.259	ოდნავ უარყოფითი
slightly positive	0.792	0.480	0.567	ოდნავ დადებითი
slim	0.562	0.180	0.296	გამხდარი
slime	0.300	0.370	0.183	ლორწო
slimy	0.177	0.500	0.309	ლორწოვანი
sling	0.417	0.423	0.404	სლინგი
slingshot	0.323	0.654	0.474	Slingshot
slink	0.460	0.546	0.314	სლინკი
slinky	0.400	0.637	0.603	სქელი
slip	0.316	0.714	0.321	სრიალი
slipper	0.635	0.298	0.245	ჩუსტი
slippers	0.573	0.413	0.236	ჩუსტები
slippery	0.219	0.740	0.343	მოლიპულ
slit	0.406	0.490	0.366	ჭრილი
sliver	0.388	0.347	0.291	ნატეხი
slob	0.275	0.365	0.300	სლობი
slobber	0.350	0.375	0.278	slobber
slogan	0.550	0.216	0.564	სლოგანი
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	ფერდობზე
slope	0.347	0.438	0.279	ფერდობზე
sloppy	0.303	0.441	0.183	დაუდევარი
slot	0.469	0.337	0.337	სლოტი
sloth	0.198	0.140	0.125	ზარმაცობა
slouch	0.365	0.450	0.328	სლუკუნი
slough	0.265	0.390	0.200	შლაპი
slow	0.357	0.073	0.131	ნელი
slowly	0.427	0.185	0.295	ნელა
slowness	0.302	0.212	0.191	ნელი
sludge	0.354	0.396	0.229	შლამი
slug	0.276	0.370	0.160	შლაპა
slugger	0.458	0.500	0.518	სლუგერი
sluggish	0.224	0.124	0.155	დუნე
sluice	0.427	0.520	0.365	სლუისი
slum	0.292	0.528	0.302	ღარიბი
slumber	0.592	0.191	0.426	ძილი
slump	0.194	0.438	0.130	ვარდნა
slur	0.115	0.814	0.427	შეურაცხყოფა
slurp	0.540	0.528	0.411	სლუპინგი
slush	0.427	0.283	0.296	სლუკუნი
slut	0.071	0.808	0.309	სლუკუნი
slutty	0.224	0.810	0.371	სლუკუნი
sly	0.573	0.690	0.750	მზაკვარი
smack	0.323	0.662	0.381	Smack
small	0.542	0.205	0.120	პატარა
smaller	0.300	0.310	0.179	უფრო პატარა
smallest	0.281	0.340	0.129	ყველაზე პატარა
smallpox	0.156	0.583	0.222	ჩუტყვავილა
smart	0.906	0.607	0.923	ჭკვიანი
smartass	0.364	0.520	0.620	გაიძვერა
smarten	0.602	0.490	0.551	ჭკუა
smarty	0.673	0.510	0.848	ჭკვიანი
smash	0.195	0.692	0.530	დამსხვრევა
smashed	0.143	0.660	0.256	გაანადგურა
smattering	0.448	0.460	0.500	მთვრალი
smear	0.230	0.433	0.400	ნაცხი
smell	0.510	0.520	0.330	სუნი
smelling	0.458	0.481	0.349	სუნი
smelly	0.100	0.528	0.245	სუნიანი
smelt	0.333	0.441	0.345	სუნი
smidgen	0.367	0.385	0.357	ნამცხვარი
smile	0.906	0.598	0.618	ღიმილი
smiled	0.949	0.530	0.536	გაიღიმა
smiles	0.892	0.606	0.607	იღიმება
smiley	0.865	0.470	0.571	ღიმილიანი
smiling	0.981	0.679	0.625	იღიმება
smirk	0.792	0.596	0.583	ღიმილი
smite	0.303	0.846	0.682	დარტყმა
smith	0.677	0.333	0.529	სმიტი
smithereens	0.281	0.561	0.409	smithereens
smitten	0.153	0.760	0.204	დაჭყლეტილი
smock	0.429	0.250	0.250	სმოკი
smog	0.271	0.480	0.382	სმოგი
smoke	0.188	0.500	0.391	მოწევა
smoker	0.208	0.528	0.311	მწეველი
smokey	0.494	0.462	0.430	მწეველი
smoking	0.176	0.557	0.384	მოწევა
smoky	0.459	0.420	0.327	შებოლილი
smoldering	0.635	0.781	0.764	დნებოდა
smooch	0.796	0.731	0.491	გლუვი
smooth	0.823	0.127	0.281	გლუვი
smoothie	0.806	0.333	0.281	სმუზი
smoothly	0.821	0.134	0.488	შეუფერხებლად
smoothness	0.833	0.221	0.412	სიგლუვეს
smother	0.292	0.685	0.420	ჩახშობა
smudge	0.327	0.429	0.245	დაბინძურება
smug	0.198	0.552	0.587	თვითკმაყოფილი
smuggle	0.194	0.775	0.570	კონტრაბანდა
smuggler	0.062	0.867	0.645	კონტრაბანდისტი
smuggling	0.229	0.783	0.510	კონტრაბანდა
smut	0.357	0.360	0.349	ჭუჭყიანი
snack	0.646	0.407	0.345	snack
snacks	0.781	0.480	0.306	საჭმლის
snafu	0.375	0.549	0.274	სნაფუ
snag	0.417	0.250	0.339	სნაგი
snags	0.177	0.721	0.490	სნაგები
snail	0.480	0.104	0.296	ლოკოკინა
snake	0.276	0.750	0.549	გველი
snakes	0.176	0.662	0.606	გველები
snakeskin	0.276	0.696	0.391	გველის ტყავი
snap	0.344	0.517	0.352	ვადამდელი
snapper	0.417	0.429	0.245	მჭრელი
snappy	0.573	0.592	0.418	სნეპი
snapshot	0.573	0.578	0.588	კადრი
snare	0.229	0.850	0.466	მახე
snarl	0.430	0.787	0.455	ღრიალი
snarling	0.312	0.704	0.491	ღრიალი
snatch	0.219	0.861	0.691	გატაცება
snatcher	0.122	0.867	0.563	გამტაცებელი
snazzy	0.735	0.370	0.660	საცოდავი
sneak	0.281	0.745	0.449	შეპარვა
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	sneakers
sneaking	0.203	0.755	0.545	შეპარული
sneaky	0.240	0.740	0.560	მშიშარა
sneer	0.133	0.755	0.345	დამცინავი
sneeze	0.271	0.442	0.336	ცემინება
sneezing	0.434	0.570	0.345	ცემინება
snicker	0.708	0.693	0.409	სნიკერი
snide	0.186	0.723	0.455	სნაიდი
sniff	0.396	0.500	0.318	ყნოსვა
snip	0.417	0.327	0.268	სნაიპი
snipe	0.198	0.915	0.491	სნაიპი
sniper	0.167	0.870	0.853	სნაიპერი
snippet	0.612	0.410	0.368	ფრაგმენტი
snippy	0.418	0.491	0.481	ცბიერი
snitch	0.300	0.598	0.333	სნიჩი
snob	0.296	0.520	0.309	სნობი
snoop	0.134	0.740	0.434	სნუპი
snoopy	0.573	0.534	0.291	სნუპი
snooty	0.390	0.455	0.446	სნეული
snooze	0.235	0.357	0.282	ჩაჩუმება
snore	0.245	0.610	0.481	ხვრინვა
snorkel	0.510	0.470	0.327	სნორკელი
snort	0.469	0.531	0.413	ხვრინვა
snot	0.214	0.340	0.269	სნოტი
snotty	0.180	0.382	0.200	სნეული
snout	0.276	0.385	0.241	სნეული
snow	0.667	0.363	0.309	თოვლი
snowball	0.717	0.444	0.321	თოვლის ბურთი
snowboard	0.663	0.680	0.511	სნოუბორდი
snowboarder	0.719	0.754	0.545	სნოუბორდისტი
snowday	0.602	0.500	0.440	თოვლიანი დღე
snowfall	0.675	0.280	0.455	თოვლი
snowflake	0.748	0.192	0.260	ფიფქია
snowing	0.586	0.490	0.387	თოვს
snowmageddon	0.375	0.575	0.472	სნომაგედონი
snowman	0.776	0.291	0.323	თოვლის კაცი
snowplow	0.449	0.480	0.493	თოვლის საწმენდი
snowstorm	0.204	0.833	0.629	თოვლის შტორმი
snowy	0.656	0.304	0.357	თოვლიანი
snub	0.229	0.412	0.228	სნეული
snubbed	0.265	0.528	0.279	გაბუტული
snuff	0.357	0.470	0.377	სნუფი
snug	0.867	0.173	0.500	მყუდრო
snuggle	0.781	0.390	0.350	ჩახუტება
snuggled	0.552	0.439	0.314	ჩაეხუტა
snuggles	0.670	0.340	0.287	ეხვევა
snuggling	0.683	0.585	0.373	ჩახუტება
soak	0.480	0.370	0.240	გაჟღენთილი
soaked	0.365	0.462	0.358	გაჟღენთილი
soaking	0.438	0.324	0.375	გაჟღენთილი
soangry	0.327	0.650	0.482	ძალიან გაბრაზებული
soannoyed	0.271	0.529	0.426	გაღიზიანებული
soap	0.531	0.163	0.311	საპონი
soapbox	0.500	0.415	0.393	საპნის ყუთი
soapy	0.552	0.373	0.355	საპნიანი
soar	0.790	0.740	0.718	აფრენა
soaring	0.708	0.704	0.650	აღმაფრენა
sob	0.115	0.480	0.212	ტირილი
sober	0.729	0.216	0.568	ფხიზელი
soblessed	0.542	0.395	0.287	დალოცვილი
sobriety	0.680	0.310	0.583	სიფხიზლე
soc	0.427	0.431	0.380	სოც
soccer	0.698	0.837	0.644	ფეხბურთი
sociable	0.854	0.459	0.627	კომუნიკაბელური
social	0.806	0.370	0.614	სოციალური
socialanxiety	0.270	0.588	0.426	სოციალური შფოთვა
socialism	0.510	0.500	0.560	სოციალიზმი
socialist	0.448	0.400	0.543	სოციალისტური
socialite	0.684	0.668	0.570	სოციალისტი
socialize	0.907	0.683	0.726	სოციალიზაცია
society	0.674	0.464	0.782	საზოგადოება
sociology	0.615	0.439	0.694	სოციოლოგია
sociopath	0.104	0.863	0.439	სოციოპათი
sock	0.500	0.167	0.290	წინდა
socket	0.583	0.469	0.377	სოკეტი
sod	0.427	0.383	0.333	სოდ
soda	0.688	0.314	0.364	სოდა
soda/pop	0.581	0.410	0.382	სოდა/პოპ
sodding	0.240	0.500	0.400	სევდა
sodium	0.490	0.340	0.291	ნატრიუმის
sofa	0.583	0.106	0.263	დივანი
soft	0.760	0.179	0.232	რბილი
softball	0.735	0.630	0.518	რბილი ბურთი
soften	0.694	0.194	0.392	დარბილდება
softener	0.745	0.300	0.373	დამარბილებელი
softening	0.700	0.255	0.361	დარბილება
softly	0.517	0.206	0.304	რბილად
softness	0.875	0.086	0.402	რბილობა
software	0.561	0.280	0.570	პროგრამული უზრუნველყოფა
soggy	0.312	0.350	0.241	სველიანი
sohappy	0.949	0.673	0.681	ძალიან ბედნიერი
soil	0.350	0.180	0.356	ნიადაგი
soiled	0.106	0.529	0.213	დაბინძურებული
soiree	0.729	0.692	0.578	საღამო
sojourn	0.514	0.243	0.509	ბინადრობს
solace	0.776	0.294	0.453	ნუგეში
solar	0.622	0.452	0.645	მზის
solarium	0.602	0.356	0.421	სოლარიუმი
solder	0.439	0.510	0.611	შედუღება
soldering	0.573	0.536	0.538	შედუღება
soldier	0.392	0.708	0.768	ჯარისკაცი
sole	0.427	0.194	0.279	ერთადერთი
solemn	0.708	0.370	0.709	საზეიმო
solicit	0.620	0.490	0.604	თხოვნა
solicitation	0.612	0.519	0.415	შუამდგომლობა
solicitor	0.600	0.479	0.802	ადვოკატი
solid	0.667	0.304	0.763	მყარი
solidarity	0.792	0.407	0.781	სოლიდარობა
solidification	0.480	0.500	0.827	გამაგრება
solidified	0.633	0.415	0.745	გამყარდა
solidify	0.583	0.318	0.754	გამყარება
solidity	0.745	0.444	0.850	სიმყარე
solitaire	0.365	0.227	0.279	სოლიტერი
solitary	0.224	0.202	0.268	მარტოხელა
solitude	0.208	0.226	0.358	მარტოობა
solo	0.438	0.190	0.325	სოლო
solubility	0.506	0.360	0.442	ხსნადობა
soluble	0.542	0.272	0.409	ხსნადი
solucky	0.573	0.529	0.615	ძალიან იღბლიანი
solution	0.790	0.339	0.664	გამოსავალი
solve	0.656	0.530	0.688	გადაჭრა
solvency	0.604	0.296	0.605	გადახდისუნარიანობა
solvent	0.635	0.316	0.573	გამხსნელი
somad	0.429	0.490	0.463	სომადი
somatic	0.438	0.406	0.444	სომატური
somber	0.184	0.500	0.380	ბნელი
some anticipation	0.423	0.482	0.472	გარკვეული მოლოდინი
some disgust	0.094	0.657	0.321	გარკვეული ზიზღი
some surprise	0.827	0.849	0.500	რაღაც სიურპრიზი
some trust	0.594	0.451	0.547	გარკვეული ნდობა
somersault	0.214	0.769	0.519	სალტო
somethingigetalot	0.573	0.567	0.509	რაღაცაიგეტალო
somewhat negative	0.208	0.480	0.150	გარკვეულწილად უარყოფითი
somewhat positive	0.920	0.510	0.667	გარკვეულწილად დადებითი
somuchtodo	0.510	0.598	0.441	რაღაცნაირად
son	0.792	0.365	0.528	შვილო
sonar	0.541	0.480	0.414	სონარი
sonata	0.643	0.406	0.425	სონატა
sonervous	0.344	0.655	0.373	ნერვიული
song	0.854	0.413	0.500	სიმღერა
songwriter	0.844	0.558	0.713	სიმღერების ავტორი
sonic	0.594	0.500	0.481	ხმოვანი
sonice	0.500	0.356	0.421	რა კარგია
sonnet	0.718	0.294	0.404	სონეტი
sonorous	0.646	0.580	0.442	ხმოვანი
soot	0.375	0.328	0.292	ჭვარტლი
soothe	0.817	0.194	0.412	ამშვიდებს
soothing	0.625	0.179	0.519	დამამშვიდებელი
sophisticated	0.865	0.481	0.845	დახვეწილი
sophistication	0.792	0.472	0.704	დახვეწილობა
sophomore	0.653	0.415	0.427	მეორე კურსი
sopissed	0.276	0.577	0.433	გაწბილებული
soppy	0.510	0.355	0.297	ნაღვლიანი
soprano	0.552	0.550	0.685	სოპრანო
sorcerer	0.377	0.633	0.632	ჯადოქარი
sorcery	0.279	0.740	0.640	ჯადოქრობა
sordid	0.219	0.555	0.447	საზიზღარი
sore	0.094	0.650	0.224	მტკივნეული
soready	0.622	0.500	0.545	მტკივნეული
sorely	0.284	0.727	0.370	მტკივნეულად
soreness	0.113	0.843	0.302	მტკივნეულობა
sorghum	0.469	0.358	0.420	სორგო
sorority	0.635	0.637	0.627	სოროში
sorrow	0.052	0.235	0.164	მწუხარება
sorrowful	0.049	0.422	0.163	სამწუხარო
sorry	0.406	0.362	0.212	ბოდიში
sort	0.673	0.389	0.674	დალაგება
sorter	0.594	0.412	0.823	დამლაგებელი
sortie	0.490	0.450	0.311	დაშვება
sorting	0.469	0.400	0.642	დახარისხება
sos	0.354	0.675	0.386	sos
soscared	0.229	0.652	0.319	ისეთი შეშინებული
soscary	0.301	0.660	0.414	საშიშ
soslow	0.347	0.312	0.284	ძალიან ნელა
sostressed	0.435	0.481	0.578	დაძაბული
sosweet	0.755	0.354	0.417	საყვარელი
sothankful	0.729	0.526	0.418	მადლიერი
sou	0.480	0.390	0.412	სოუ
soul	0.770	0.220	0.510	სული
soulful	0.755	0.331	0.500	სულიერი
soulless	0.125	0.591	0.400	უსულო
soulmate	0.890	0.500	0.628	სულის მეგობარი
sound	0.765	0.623	0.398	ხმა
sounding	0.690	0.500	0.558	ჟღერადობა
soundness	0.780	0.377	0.893	სიმტკიცე
soundproof	0.490	0.390	0.409	ხმაგაუმტარი
soundtrack	0.630	0.559	0.518	საუნდტრეკი
soup	0.602	0.245	0.269	სუპი
sour	0.276	0.594	0.373	მაწონი
source	0.740	0.318	0.684	წყარო
sourpuss	0.188	0.620	0.382	მაწონი
south	0.562	0.265	0.429	სამხრეთით
southbound	0.510	0.370	0.395	სამხრეთისკენ
southeast	0.510	0.283	0.413	სამხრეთ-აღმოსავლეთი
southern	0.552	0.269	0.370	სამხრეთი
southpaw	0.542	0.389	0.404	სამხრეთი
southwest	0.406	0.314	0.355	სამხრეთ-დასავლეთით
souvenir	0.844	0.311	0.466	სუვენირი
sovereign	0.698	0.500	0.885	სუვერენული
sovereignty	0.719	0.529	0.886	სუვერენიტეტს
soviet	0.347	0.580	0.536	საბჭოთა
sow	0.667	0.430	0.446	დათესეს
soy	0.438	0.250	0.286	სოიო
soy sauce	0.573	0.382	0.318	სოიოს სოუსი
soybean	0.521	0.250	0.293	სოიო
spa	0.622	0.151	0.386	სპა
space	0.800	0.317	0.573	სივრცე
spacecraft	0.646	0.698	0.680	კოსმოსური ხომალდი
spaceman	0.688	0.577	0.848	კოსმოსური კაცი
spaceship	0.643	0.781	0.664	კოსმოსური ხომალდი
spacing	0.621	0.425	0.507	ინტერვალი
spacious	0.880	0.365	0.557	ფართო
spade	0.469	0.667	0.529	ყვავი
spaghetti	0.729	0.353	0.288	სპაგეტი
spam	0.188	0.354	0.304	სპამი
spammers	0.354	0.500	0.418	სპამერები
span	0.521	0.330	0.528	სპანი
spandex	0.429	0.520	0.429	სპანდექსი
spaniel	0.561	0.435	0.385	სპანიელი
spank	0.112	0.882	0.642	ტყაპუნი
spanking	0.194	0.736	0.392	დარტყმა
spar	0.417	0.438	0.536	სპარ
spare	0.552	0.398	0.411	სათადარიგო
spareribs	0.635	0.431	0.395	სათადარიგო ნეკნები
sparingly	0.510	0.353	0.518	ზომიერად
spark	0.688	0.745	0.529	ნაპერწკალი
sparkle	0.819	0.765	0.510	ნაპერწკალი
sparkling	0.700	0.418	0.598	ცქრიალა
sparkly	0.885	0.590	0.726	ცქრიალა
sparring	0.292	0.870	0.704	სპარინგი
sparrow	0.583	0.460	0.327	ბეღურა
sparse	0.240	0.367	0.209	იშვიათი
spasm	0.194	0.594	0.366	სპაზმი
spastic	0.240	0.541	0.491	სპასტიური
spat	0.427	0.413	0.309	აფურთხებდა
spatial	0.604	0.625	0.645	სივრცითი
spatter	0.292	0.630	0.315	გაფურთხება
spatula	0.302	0.198	0.369	სპატულა
spawn	0.542	0.586	0.709	ქვირითი
spaz	0.443	0.500	0.268	სპაზ
speak	0.765	0.472	0.500	საუბარი
speakeasy	0.680	0.536	0.442	მეტყველი
speaker	0.604	0.660	0.723	სპიკერი
speakerphone	0.531	0.569	0.560	სპიკერი
speaking	0.753	0.590	0.575	ლაპარაკი
spear	0.510	0.601	0.500	შუბი
spec	0.583	0.426	0.691	სპეც
special	0.844	0.602	0.730	განსაკუთრებული
specialist	0.760	0.562	0.877	სპეციალისტი
speciality	0.854	0.470	0.885	სპეციალობა
specialize	0.776	0.540	0.861	სპეციალიზდება
specially	0.847	0.398	0.714	სპეციალურად
specialty	0.724	0.479	0.783	სპეციალობა
specie	0.583	0.471	0.650	სახეობა
species	0.561	0.330	0.645	სახეობა
specific	0.656	0.388	0.691	კონკრეტული
specification	0.552	0.479	0.602	სპეციფიკაცია
specify	0.656	0.405	0.600	დააკონკრეტეთ
specimen	0.531	0.444	0.568	ნიმუში
speck	0.418	0.245	0.343	ლაქა
speckled	0.449	0.263	0.254	ლაქებიანი
specs	0.540	0.398	0.618	სპეციფიკაციები
spectacle	0.812	0.745	0.762	სპექტაკლი
spectacles	0.816	0.775	0.648	სათვალეები
spectacular	0.947	0.740	0.887	სანახაობრივი
spectator	0.694	0.560	0.667	მაყურებელი
specter	0.265	0.723	0.540	აჩრდილი
spectral	0.430	0.667	0.500	სპექტრალური
spectrometer	0.500	0.452	0.490	სპექტრომეტრი
spectrophotometer	0.500	0.484	0.500	სპექტროფოტომეტრი
spectroscopy	0.470	0.541	0.570	სპექტროსკოპია
spectrum	0.312	0.700	0.527	სპექტრი
speculate	0.398	0.602	0.553	სპეკულირება
speculation	0.325	0.683	0.394	სპეკულაცია
speculative	0.276	0.591	0.464	სპეკულაციური
speculum	0.417	0.469	0.433	სპეკულუმი
speech	0.656	0.470	0.688	მეტყველება
speechless	0.459	0.320	0.315	უსიტყვოდ
speed	0.719	0.849	0.658	სიჩქარე
speedboat	0.635	0.858	0.612	ჩქაროსნული ნავი
speedily	0.688	0.740	0.665	სწრაფად
speeding	0.438	0.908	0.645	სიჩქარის გადაჭარბება
speedometer	0.427	0.549	0.579	სპიდომეტრი
speedway	0.667	0.519	0.416	ჩქაროსნული გზა
speedy	0.625	0.625	0.793	სწრაფი
spell	0.385	0.380	0.368	შელოცვა
spellbound	0.531	0.647	0.387	შელოცვილი
spelling	0.594	0.357	0.398	მართლწერა
spencer	0.510	0.394	0.367	სპენსერი
spend	0.672	0.745	0.429	დახარჯვა
spender	0.312	0.692	0.377	მხარჯავი
spending	0.333	0.556	0.330	ხარჯვას
spent	0.296	0.296	0.263	გაატარა
sperm	0.396	0.706	0.453	სპერმა
spew	0.260	0.651	0.573	სროლა
sphere	0.633	0.277	0.500	სფერო
spherical	0.550	0.308	0.500	სფერული
sphincter	0.347	0.633	0.375	სფინქტერი
sphinx	0.604	0.324	0.490	სფინქსი
spic	0.302	0.455	0.451	ცხარე
spice	0.594	0.439	0.384	სანელებელი
spicy	0.440	0.733	0.610	ცხარე
spider	0.229	0.569	0.430	ობობა
spiders	0.260	0.696	0.368	ობობები
spiffy	0.615	0.582	0.470	ცხარე
spigot	0.380	0.346	0.423	შპიგოტი
spike	0.382	0.510	0.408	სპიკი
spiked	0.281	0.613	0.407	წვეტიანი
spiky	0.284	0.657	0.587	წვეტიანი
spill	0.408	0.633	0.456	დაღვრას
spillin	0.375	0.500	0.362	დაღვრილი
spin	0.551	0.422	0.345	დატრიალება
spinach	0.583	0.200	0.368	ისპანახი
spinal	0.312	0.491	0.296	ზურგის
spindle	0.552	0.410	0.360	spindle
spine	0.495	0.461	0.600	ხერხემალი
spineless	0.344	0.387	0.321	უზურგო
spinner	0.458	0.593	0.471	სპინერი
spinning	0.594	0.610	0.481	ტრიალებს
spinster	0.357	0.368	0.345	სპინსტერი
spiny	0.167	0.639	0.528	ეკლიანი
spiral	0.490	0.624	0.361	სპირალი
spire	0.354	0.358	0.389	სპირი
spirit	0.786	0.370	0.621	სული
spirited	0.854	0.587	0.734	სულიერი
spirits	0.583	0.847	0.545	სულები
spiritual	0.938	0.327	0.564	სულიერი
spirituality	0.865	0.281	0.667	სულიერება
spit	0.149	0.545	0.436	შამფურზე
spite	0.080	0.600	0.317	მიუხედავად
spiteful	0.073	0.710	0.330	საზიზღარი
spitfire	0.233	0.623	0.566	spitfire
spittoon	0.276	0.426	0.280	შამფურს
splash	0.521	0.412	0.281	შხეფება
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	სპლატერი
spleen	0.448	0.255	0.396	ელენთა
splendid	0.896	0.740	0.810	დიდებული
splendor	0.927	0.612	0.850	ბრწყინვალება
splice	0.386	0.460	0.377	შერწყმა
spline	0.490	0.398	0.407	სლაინი
splint	0.179	0.400	0.343	ნადები
splinter	0.136	0.422	0.325	ნატეხი
split	0.344	0.618	0.410	გაყოფა
splitting	0.188	0.598	0.375	გაყოფა
splurge	0.365	0.481	0.542	გაფუჭება
spoil	0.146	0.723	0.328	გააფუჭებს
spoiler	0.347	0.527	0.380	სპოილერი
spoiling	0.135	0.678	0.306	გაფუჭება
spoils	0.388	0.760	0.481	აფუჭებს
spoke	0.635	0.433	0.483	ისაუბრა
spoken	0.551	0.363	0.545	წარმოთქმული
spokesman	0.720	0.480	0.611	სპიკერი
spokesperson	0.573	0.453	0.615	სპიკერი
sponge	0.551	0.192	0.219	ღრუბელი
spongy	0.469	0.324	0.344	სპონგური
sponsor	0.729	0.537	0.800	სპონსორი
sponsorship	0.854	0.608	0.696	სპონსორობა
spontaneity	0.817	0.698	0.655	სპონტანურობა
spontaneous	0.780	0.578	0.655	სპონტანური
spoof	0.490	0.594	0.381	თაღლითობა
spook	0.327	0.887	0.322	საზრუნავი
spooky	0.104	0.858	0.380	საშინელი
spool	0.397	0.389	0.312	კოჭა
spoon	0.479	0.236	0.259	კოვზი
spoonful	0.582	0.208	0.308	კოვზიანი
sporadic	0.333	0.394	0.500	სპორადული
spore	0.480	0.408	0.231	სპორა
sport	0.865	0.700	0.657	სპორტი
sporting	0.917	0.656	0.675	სპორტული
sports	0.833	0.683	0.587	სპორტი
sports car	0.759	0.696	0.669	სპორტული მანქანა
sportsman	0.755	0.735	0.713	სპორტსმენი
sportsmanship	0.890	0.582	0.694	სპორტსმენობა
sportswriter	0.760	0.551	0.566	სპორტსმენი
sporty	0.735	0.713	0.648	სპორტული
spot	0.510	0.180	0.336	ადგილზე
spotless	0.792	0.327	0.726	უნაკლო
spotlight	0.688	0.353	0.519	ყურადღების ცენტრში
spotted	0.354	0.472	0.295	მყივანი
spotter	0.542	0.491	0.644	მნახველი
spotty	0.281	0.606	0.241	ლაქებიანი
spousal	0.656	0.582	0.632	მეუღლე
spouse	0.750	0.600	0.645	მეუღლე
spout	0.438	0.357	0.309	ნახველი
sprain	0.063	0.580	0.384	დაჭიმვა
sprawl	0.600	0.596	0.672	გავრცელება
spray	0.438	0.410	0.333	აეროზოლი
spread	0.570	0.583	0.651	გავრცელება
spreader	0.510	0.480	0.500	გამავრცელებელი
spree	0.564	0.663	0.474	გაფუჭება
spring	0.837	0.370	0.481	გაზაფხული
springtime	0.837	0.439	0.722	გაზაფხული
sprinkle	0.635	0.404	0.380	დაასხით
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	შესხურება
sprint	0.549	0.649	0.528	სპრინტი
sprite	0.561	0.438	0.625	სპრაიტი
sprout	0.582	0.565	0.443	ყლორტი
spruce	0.604	0.288	0.380	ნაძვი
spud	0.403	0.423	0.349	სპუდი
spunk	0.438	0.632	0.473	სპანკი
spunky	0.646	0.879	0.755	ცბიერი
spur	0.378	0.545	0.340	სტიმულს
spurious	0.178	0.480	0.343	ყალბი
spurred	0.562	0.684	0.472	გაამხნევა
spurt	0.448	0.550	0.475	ამოფრქვევა
spy	0.260	0.686	0.530	ჯაშუში
squabble	0.173	0.850	0.500	ჩხუბი
squad	0.552	0.711	0.806	რაზმი
squadron	0.469	0.686	0.787	ესკადრილია
squall	0.191	0.833	0.655	შხუილი
squamous	0.344	0.446	0.418	ბრტყელი
squander	0.240	0.755	0.529	გაფლანგა
square	0.509	0.340	0.291	კვადრატი
squash	0.531	0.667	0.410	გოგრა
squat	0.330	0.550	0.453	ჩაჯდომა
squatter	0.390	0.361	0.565	სკუტატი
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	ჩხუბი
squeak	0.271	0.679	0.300	ჩხუბი
squeaky	0.229	0.771	0.367	კვნესა
squeal	0.250	0.731	0.375	კვნესა
squealer	0.541	0.519	0.330	კვნესა
squeamish	0.176	0.656	0.453	სქელი
squeeze	0.458	0.676	0.532	გაწურეთ
squeezing	0.260	0.598	0.557	შეკუმშვა
squelch	0.271	0.510	0.462	ჩახშობა
squid	0.497	0.398	0.357	კალმარი
squint	0.385	0.461	0.452	ჭკუა
squire	0.479	0.459	0.710	სკივერი
squirm	0.235	0.824	0.373	ცახცახებს
squirrel	0.592	0.358	0.333	ციყვი
squirt	0.406	0.460	0.255	შპრიცი
squish	0.260	0.788	0.481	დაჭყლიტე
squishy	0.516	0.333	0.307	ცქრიალა
stab	0.167	0.882	0.595	დარტყმა
