English Word	Valence	Arousal	Dominance	Marathi Word
subliminal	0.410	0.528	0.464	अचेतन
submarine	0.572	0.481	0.549	पाणबुडी
submerge	0.517	0.643	0.456	बुडणे
submerged	0.337	0.528	0.357	बुडलेले
submersible	0.406	0.459	0.540	सबमर्सिबल
submission	0.531	0.580	0.633	सबमिशन
submissive	0.480	0.217	0.173	नम्र
submit	0.635	0.448	0.500	प्रस्तुत करणे
submitting	0.667	0.610	0.611	सबमिट करत आहे
subordinate	0.276	0.392	0.121	दुय्यम
subordination	0.270	0.527	0.343	अधीनता
subplot	0.469	0.413	0.446	सबप्लॉट
subpoena	0.281	0.634	0.555	उपसूचना
subscribe	0.660	0.344	0.591	सदस्यता घ्या
subscriber	0.562	0.398	0.570	सदस्य
subscription	0.583	0.333	0.651	सदस्यता
subsequence	0.438	0.510	0.413	त्यानंतरचा
subsequent	0.449	0.385	0.400	त्यानंतरचे
subsequently	0.380	0.337	0.336	त्यानंतर
subservient	0.255	0.402	0.339	अधीनस्थ
subset	0.429	0.358	0.404	उपसंच
subside	0.375	0.308	0.209	कमी होणे
subsidence	0.320	0.509	0.452	कमी होणे
subsidiary	0.541	0.295	0.500	उपकंपनी
subsidize	0.604	0.615	0.589	अनुदान देणे
subsidy	0.573	0.462	0.517	अनुदान
subsist	0.573	0.418	0.472	निर्वाह करणे
subsistence	0.510	0.404	0.491	निर्वाह
subsoil	0.429	0.240	0.382	माती
subspace	0.470	0.453	0.475	सबस्पेस
substance	0.615	0.422	0.528	पदार्थ
substandard	0.235	0.333	0.150	निकृष्ट
substantial	0.590	0.490	0.690	लक्षणीय
substantially	0.646	0.471	0.684	लक्षणीय
substantiate	0.531	0.549	0.636	सिद्ध करणे
substantive	0.500	0.350	0.455	वस्तुनिष्ठ
substation	0.469	0.461	0.491	सबस्टेशन
substitute	0.427	0.406	0.398	पर्याय
substituted	0.271	0.545	0.394	बदली
substitution	0.406	0.480	0.353	बदली
substructure	0.441	0.358	0.587	उपरचना
subterranean	0.469	0.306	0.432	भूगर्भीय
subtext	0.635	0.276	0.412	सबटेक्स्ट
subtitle	0.445	0.202	0.347	उपशीर्षक
subtle	0.708	0.167	0.228	सूक्ष्म
subtlety	0.615	0.176	0.363	सूक्ष्मता
subtract	0.208	0.330	0.283	वजा करा
subtraction	0.163	0.382	0.349	वजाबाकी
subtype	0.427	0.296	0.420	उपप्रकार
suburb	0.354	0.566	0.441	उपनगर
suburban	0.439	0.450	0.453	उपनगरी
suburbia	0.438	0.490	0.421	उपनगर
suburbs	0.510	0.571	0.286	उपनगरे
subversion	0.347	0.608	0.415	विध्वंस
subversive	0.198	0.765	0.500	विध्वंसक
subvert	0.357	0.557	0.536	विघटन करणे
subway	0.418	0.300	0.464	भुयारी मार्ग
succeed	0.926	0.755	0.926	यशस्वी
succeeding	0.867	0.755	0.849	यशस्वी
success	0.959	0.880	0.981	यश
successful	0.949	0.724	0.938	यशस्वी
succession	0.698	0.481	0.587	उत्तराधिकार
successive	0.635	0.471	0.518	सलग
successor	0.729	0.531	0.648	उत्तराधिकारी
succinct	0.510	0.413	0.566	संक्षिप्त
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	रसाळ
succumb	0.202	0.787	0.292	बळी पडणे
suck	0.344	0.706	0.377	चोखणे
sucker	0.265	0.393	0.204	शोषक
sucking	0.227	0.528	0.377	चोखणे
suckling	0.596	0.558	0.518	दूध पिणे
sucks	0.115	0.683	0.302	उदास
suction	0.460	0.593	0.526	सक्शन
sudden	0.449	0.660	0.435	अचानक
suddenly	0.670	0.510	0.456	अचानक
suds	0.458	0.365	0.255	suds
sue	0.219	0.731	0.679	खटला
suede	0.542	0.259	0.259	साबर
suffer	0.082	0.910	0.259	त्रास
sufferer	0.156	0.690	0.278	पीडित
suffering	0.020	0.719	0.235	त्रास
suffice	0.643	0.326	0.504	पुरेसे
sufficiency	0.594	0.438	0.576	पर्याप्तता
sufficient	0.833	0.330	0.588	पुरेसे
sufficiently	0.776	0.367	0.714	पुरेसे
suffix	0.430	0.420	0.364	प्रत्यय
suffocate	0.219	0.764	0.440	गुदमरणे
suffocating	0.133	0.774	0.429	गुदमरणारा
suffocation	0.020	0.830	0.462	गुदमरणे
sugar	0.896	0.382	0.402	साखर
suggest	0.573	0.471	0.517	सूचित
suggestion	0.646	0.365	0.558	सूचना
suggestive	0.552	0.500	0.555	सूचक
suicidal	0.021	0.867	0.382	आत्मघाती
suicide	0.030	0.873	0.429	आत्महत्या
suicidebombing	0.031	0.957	0.627	आत्मघाती बॉम्बस्फोट
suit	0.776	0.282	0.482	सूट
suitable	0.792	0.298	0.722	योग्य
suitcase	0.562	0.212	0.318	सुटकेस
suite	0.790	0.420	0.400	सुट
suitor	0.708	0.639	0.546	दावेदार
sulfate	0.427	0.352	0.429	सल्फेट
sulfur	0.173	0.530	0.364	सल्फर
sulk	0.250	0.580	0.406	उदास
sullen	0.250	0.407	0.263	उदास
sully	0.378	0.550	0.370	कुरूप
sulphur	0.260	0.450	0.233	गंधक
sultan	0.529	0.423	0.821	सुलतान
sultry	0.735	0.696	0.627	उदास
sum	0.792	0.340	0.420	बेरीज
summarily	0.469	0.431	0.543	थोडक्यात
summarize	0.590	0.323	0.471	सारांश
summary	0.729	0.260	0.427	सारांश
summation	0.766	0.337	0.594	बेरीज
summer	0.812	0.373	0.550	उन्हाळा
summerhouse	0.796	0.308	0.443	समरहाउस
summertime	0.837	0.500	0.455	उन्हाळा
summit	0.625	0.618	0.764	शिखर
summon	0.521	0.560	0.664	बोलावणे
summons	0.552	0.604	0.598	समन्स
sumo	0.480	0.394	0.564	सुमो
sump	0.365	0.451	0.340	डबा
sumptuous	0.698	0.550	0.555	भव्य
sun	0.877	0.400	0.681	सूर्य
sunbeam	0.729	0.440	0.505	सूर्यकिरण
sunburn	0.061	0.755	0.447	सनबर्न
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	रविवार
sundial	0.643	0.225	0.406	सूर्यप्रकाश
sundown	0.812	0.276	0.445	सूर्यास्त
sundry	0.543	0.369	0.407	विविध
sunflower	0.878	0.231	0.270	सूर्यफूल
sunglass	0.684	0.264	0.324	सनग्लास
sunglasses	0.844	0.443	0.364	सनग्लासेस
sunk	0.146	0.531	0.185	बुडणे
sunken	0.103	0.476	0.173	बुडलेले
sunless	0.245	0.280	0.273	सूर्यरहित
sunlight	0.906	0.407	0.639	सूर्यप्रकाश
sunny	0.740	0.348	0.481	सनी
sunrise	0.823	0.347	0.640	सूर्योदय
sunroof	0.681	0.325	0.425	सनरूफ
sunscreen	0.656	0.387	0.462	सनस्क्रीन
sunset	0.875	0.231	0.298	सूर्यास्त
sunshine	0.885	0.297	0.769	सूर्यप्रकाश
suntan	0.620	0.510	0.366	सनटॅन
sunup	0.760	0.304	0.620	सनअप
sup	0.551	0.358	0.385	समर्थन
super	0.844	0.663	0.780	उत्कृष्ट
superannuation	0.448	0.412	0.562	सेवानिवृत्ती
superb	0.980	0.708	0.852	उत्कृष्ट
superficial	0.357	0.407	0.309	वरवरच्या
superfluous	0.316	0.469	0.393	अनावश्यक
superhero	0.910	0.820	0.893	सुपरहिरो
superhuman	0.810	0.745	0.895	अतिमानवी
superimposed	0.490	0.529	0.683	अधिरोपित
superintendent	0.592	0.570	0.942	अधीक्षक
superior	0.801	0.697	0.940	श्रेष्ठ
superiority	0.582	0.602	0.959	श्रेष्ठता
superlative	0.714	0.566	0.737	उत्कृष्ट
superman	0.945	0.794	0.929	सुपरमॅन
supermarket	0.690	0.547	0.571	सुपरमार्केट
supermodel	0.880	0.663	0.698	सुपरमॉडेल
supernatant	0.500	0.500	0.565	वरवरचा पदार्थ
supernatural	0.622	0.824	0.733	अलौकिक
supernova	0.729	0.673	0.827	सुपरनोव्हा
superposition	0.480	0.570	0.806	सुपरपोझिशन
superpower	0.806	0.784	0.972	महासत्ता
supersede	0.479	0.510	0.518	अधिस्वीकृती
superstar	0.885	0.860	0.880	सुपरस्टार
superstition	0.177	0.640	0.418	अंधश्रद्धा
superstitious	0.281	0.545	0.514	अंधश्रद्धाळू
superstore	0.719	0.600	0.640	सुपरस्टोअर
supervise	0.698	0.555	0.889	देखरेख
supervision	0.459	0.578	0.825	देखरेख
supervisor	0.615	0.479	0.933	पर्यवेक्षक
supper	0.708	0.429	0.552	रात्रीचे जेवण
suppertime	0.792	0.388	0.461	रात्रीचे जेवण
supplant	0.344	0.558	0.463	बदलणे
supple	0.812	0.528	0.436	लवचिक
supplement	0.745	0.406	0.491	पूरक
supplemental	0.604	0.404	0.555	पूरक
supplementary	0.625	0.352	0.541	पूरक
supplication	0.469	0.570	0.309	प्रार्थना
supplier	0.615	0.462	0.736	पुरवठादार
supplies	0.698	0.390	0.595	पुरवठा
supply	0.708	0.519	0.603	पुरवठा
support	0.811	0.472	0.737	समर्थन
supported	0.853	0.408	0.613	समर्थित
supporter	0.721	0.510	0.698	समर्थक
supporters	0.763	0.539	0.558	समर्थक
supporting	0.634	0.490	0.764	समर्थन
supportive	0.875	0.420	0.635	आश्वासक
suppose	0.551	0.343	0.348	समजा
supposed	0.296	0.378	0.379	गृहीत
supposing	0.449	0.451	0.357	समजा
supposition	0.531	0.408	0.526	गृहीतक
suppress	0.281	0.559	0.509	दाबणे
suppression	0.267	0.541	0.537	दडपशाही
supremacy	0.794	0.706	0.943	वर्चस्व
supreme	0.812	0.700	0.974	सर्वोच्च
supremely	0.833	0.725	0.897	सर्वोच्च
surcharge	0.375	0.528	0.500	अधिभार
sure	0.724	0.270	0.793	खात्रीने
surety	0.776	0.365	0.750	जामीन
surf	0.847	0.650	0.500	सर्फ
surface	0.448	0.375	0.604	पृष्ठभाग
surfboard	0.729	0.730	0.387	सर्फबोर्ड
surfer	0.704	0.701	0.554	सर्फर
surge	0.449	0.684	0.500	लाट
surgeon	0.500	0.598	0.793	सर्जन
surgery	0.286	0.769	0.600	शस्त्रक्रिया
surgical	0.327	0.696	0.723	शस्त्रक्रिया
surly	0.221	0.469	0.493	उग्र
surmise	0.529	0.400	0.347	अंदाज
surname	0.670	0.250	0.493	आडनाव
surpassing	0.719	0.660	0.720	मागे टाकणारा
surplus	0.602	0.680	0.630	अधिशेष
surprise	0.875	0.875	0.562	आश्चर्य
surprised	0.784	0.855	0.539	आश्चर्यचकित
surprises	0.875	0.769	0.632	आश्चर्य
surprising	0.888	0.790	0.692	आश्चर्यकारक
surprisingly	0.847	0.793	0.819	आश्चर्याची गोष्ट
surreal	0.550	0.529	0.670	अतिवास्तव
surrender	0.115	0.396	0.186	आत्मसमर्पण
surrendering	0.198	0.411	0.245	आत्मसमर्पण
surrogate	0.406	0.590	0.472	सरोगेट
surround	0.542	0.623	0.627	घेरणे
surrounding	0.531	0.422	0.669	आसपास
surroundings	0.600	0.346	0.492	आसपासच्या
surveillance	0.365	0.720	0.718	पाळत ठेवणे
survey	0.580	0.357	0.379	सर्वेक्षण
surveying	0.488	0.455	0.682	सर्वेक्षण
surveyor	0.545	0.337	0.648	सर्वेक्षक
survival	0.541	0.798	0.879	जगणे
survive	0.770	0.824	0.726	जगणे
surviving	0.646	0.836	0.721	जिवंत
survivor	0.677	0.750	0.815	वाचलेला
susceptibility	0.458	0.627	0.364	संवेदनशीलता
susceptible	0.438	0.449	0.304	संवेदनाक्षम
sushi	0.698	0.343	0.394	सुशी
suspect	0.133	0.750	0.509	संशयित
suspected	0.173	0.755	0.452	संशयित
suspend	0.240	0.320	0.368	निलंबित
suspended	0.224	0.402	0.368	निलंबित
suspenders	0.391	0.333	0.500	निलंबन
suspense	0.286	0.775	0.402	सस्पेन्स
suspension	0.288	0.530	0.426	निलंबन
suspicion	0.204	0.711	0.377	संशय
suspicions	0.208	0.745	0.500	शंका
suspicious	0.153	0.745	0.431	संशयास्पद
sustain	0.635	0.358	0.593	टिकवणे
sustained	0.649	0.340	0.580	टिकून आहे
sustenance	0.820	0.519	0.679	निर्वाह
suture	0.240	0.510	0.510	सिवनी
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	घासणे
swag	0.656	0.676	0.654	स्वॅग
swagger	0.333	0.731	0.538	बडबड
swallow	0.466	0.608	0.436	गिळणे
swami	0.510	0.547	0.491	स्वामी
swamp	0.245	0.425	0.235	दलदल
swamped	0.156	0.480	0.270	दलदल
swampy	0.306	0.390	0.412	दलदलीचा
swan	0.781	0.225	0.357	हंस
swank	0.490	0.500	0.442	डोलणे
swap	0.552	0.500	0.509	स्वॅप
swarm	0.302	0.735	0.458	थवा
swarming	0.375	0.600	0.435	झुंड
swastika	0.316	0.472	0.491	स्वस्तिक
swat	0.380	0.694	0.571	स्वात
sway	0.690	0.596	0.721	डोलणे
swear	0.601	0.577	0.658	शपथ
swearing	0.333	0.559	0.586	शपथ घेणे
sweat	0.388	0.579	0.297	घाम
sweater	0.704	0.245	0.295	स्वेटर
sweating	0.292	0.667	0.265	घाम येणे
sweatshirt	0.510	0.368	0.353	स्वेटशर्ट
sweatshop	0.385	0.797	0.602	घामाचे दुकान
sweaty	0.281	0.540	0.304	घाम येणे
sweep	0.448	0.385	0.383	झाडून
sweeper	0.470	0.549	0.414	सफाई कामगार
sweeping	0.344	0.431	0.355	भरमसाट
sweet	0.668	0.418	0.382	गोड
sweeten	0.908	0.455	0.423	गोड करणे
sweetened	0.940	0.461	0.398	गोड केले
sweetener	0.670	0.333	0.330	गोड करणारा
sweetest	0.959	0.500	0.370	सर्वात गोड
sweetheart	0.959	0.423	0.509	प्रिये
sweetie	0.990	0.549	0.560	स्वीटी
sweetness	0.906	0.474	0.528	गोडवा
sweets	0.910	0.422	0.321	मिठाई
swell	0.360	0.679	0.348	फुगणे
swelling	0.323	0.608	0.250	सूज
sweltering	0.204	0.644	0.362	sweltering
swerve	0.276	0.612	0.357	वळणे
swift	0.760	0.776	0.698	चपळ
swiftly	0.660	0.885	0.618	पटकन
swig	0.604	0.481	0.406	स्विग
swill	0.427	0.528	0.322	स्विल
swim	0.688	0.461	0.529	पोहणे
swimmer	0.657	0.698	0.610	पोहणारा
swimming	0.760	0.559	0.524	पोहणे
swimsuit	0.740	0.373	0.269	स्विमसूट
swindle	0.122	0.740	0.439	फसवणूक
swindler	0.125	0.721	0.575	फसवणूक करणारा
swine	0.340	0.519	0.277	स्वाइन
swing	0.602	0.510	0.481	स्विंग
swinger	0.459	0.778	0.482	स्विंगर
swinging	0.656	0.510	0.312	स्विंग
swipe	0.573	0.450	0.266	स्वाइप
swirl	0.490	0.726	0.639	फिरणे
swish	0.562	0.510	0.474	स्विश
switch	0.500	0.538	0.509	स्विच
switchblade	0.357	0.596	0.528	स्विचब्लेड
switchboard	0.571	0.519	0.558	स्विचबोर्ड
swivel	0.562	0.480	0.500	फिरवणे
swollen	0.236	0.510	0.277	सुजलेला
swoon	0.292	0.510	0.160	बेहोशी
swoop	0.479	0.618	0.446	झटका
sword	0.438	0.653	0.713	तलवार
swordfish	0.564	0.520	0.442	स्वॉर्डफिश
swordplay	0.616	0.750	0.528	तलवारबाजी
swordsman	0.395	0.857	0.696	तलवारबाज
sycamore	0.500	0.401	0.527	सायकॅमोर
syllable	0.448	0.250	0.417	अक्षर
syllabus	0.736	0.370	0.643	अभ्यासक्रम
symbiotic	0.832	0.425	0.406	सहजीवन
symbol	0.643	0.388	0.527	चिन्ह
symbolic	0.670	0.385	0.574	प्रतीकात्मक
symbolically	0.582	0.385	0.648	प्रतीकात्मक
symbolism	0.688	0.347	0.640	प्रतीकवाद
symbolize	0.633	0.327	0.673	प्रतीक
symmetric	0.745	0.212	0.588	सममितीय
symmetrical	0.542	0.263	0.569	सममितीय
symmetry	0.604	0.274	0.500	सममिती
sympathetic	0.796	0.434	0.609	सहानुभूतीपूर्ण
sympathize	0.770	0.627	0.644	सहानुभूती दाखवणे
sympathy	0.827	0.497	0.634	सहानुभूती
symphonic	0.775	0.545	0.566	सिम्फोनिक
symphony	0.765	0.490	0.600	सिम्फनी
symposium	0.573	0.394	0.644	परिसंवाद
symptom	0.380	0.529	0.434	लक्षणं
symptomatic	0.367	0.434	0.491	लक्षणात्मक
synagogue	0.531	0.300	0.544	सभास्थान
synapse	0.660	0.471	0.491	सायनॅप्स
synaptic	0.573	0.553	0.622	सिनॅप्टिक
sync	0.802	0.440	0.670	समक्रमण
synchronize	0.781	0.361	0.654	सिंक्रोनाइझ करा
synchronous	0.600	0.538	0.545	समकालिक
syncope	0.245	0.538	0.398	सिंकोप
syndicate	0.439	0.491	0.673	सिंडिकेट
syndrome	0.229	0.510	0.246	सिंड्रोम
synergistic	0.571	0.550	0.547	synergistic
synergy	0.667	0.510	0.720	समन्वय
synod	0.469	0.377	0.574	synod
synonym	0.615	0.210	0.433	समानार्थी शब्द
synonymous	0.480	0.323	0.400	समानार्थी
synopsis	0.541	0.390	0.482	सारांश
synoptic	0.561	0.510	0.596	सिनोप्टिक
syntax	0.531	0.346	0.559	मांडणी
synthesis	0.604	0.315	0.377	संश्लेषण
synthesizer	0.500	0.410	0.592	सिंथेसायझर
synthetic	0.396	0.350	0.519	कृत्रिम
syphilis	0.071	0.606	0.245	सिफिलीस
syringe	0.250	0.680	0.330	इंजक्शन देणे
syrup	0.620	0.223	0.318	सरबत
system	0.615	0.346	0.764	प्रणाली
systematic	0.617	0.444	0.594	पद्धतशीर
systematically	0.690	0.390	0.651	पद्धतशीरपणे
t-shirt	0.815	0.286	0.284	टी-शर्ट
tab	0.594	0.208	0.308	टॅब
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	टॅबी
tabernacle	0.408	0.480	0.605	निवासमंडप
table	0.551	0.170	0.284	टेबल
tableau	0.531	0.302	0.321	झांकी
tablecloth	0.480	0.165	0.215	टेबलक्लोथ
tablespoon	0.490	0.353	0.245	चमचे
tablet	0.562	0.330	0.438	टॅब्लेट
tableware	0.677	0.250	0.276	टेबलवेअर
tabloid	0.438	0.365	0.444	टॅब्लॉइड
taboo	0.198	0.794	0.482	निषिद्ध
tabular	0.438	0.330	0.462	सारणी
tabulate	0.480	0.403	0.598	सारणी
tabulation	0.396	0.346	0.526	सारणी
tachometer	0.398	0.394	0.518	टॅकोमीटर
tacit	0.459	0.340	0.473	अस्पष्ट
tack	0.365	0.431	0.431	टॅक
tackle	0.365	0.686	0.569	हाताळणे
tackled	0.438	0.612	0.569	हाताळले
tackling	0.480	0.694	0.613	हाताळणी
tacky	0.245	0.490	0.373	चिकट
taco	0.561	0.353	0.277	टॅको
tact	0.550	0.417	0.417	चातुर्य
tactful	0.704	0.292	0.537	चातुर्यपूर्ण
tactic	0.531	0.434	0.798	युक्ती
tactical	0.594	0.481	0.684	रणनीतिकखेळ
tactics	0.583	0.676	0.774	डावपेच
tactile	0.573	0.410	0.491	स्पर्शा
tad	0.459	0.240	0.250	लहान
tadpole	0.350	0.434	0.218	टॅडपोल
taffeta	0.604	0.279	0.405	तफेटा
taffy	0.448	0.431	0.204	टॅफी
tag	0.612	0.353	0.375	टॅग
tail	0.480	0.272	0.293	शेपूट
tailed	0.438	0.358	0.351	शेपटी
tailgate	0.323	0.340	0.398	टेलगेट
tailings	0.439	0.311	0.446	शेपटी
taillight	0.479	0.367	0.283	पाठीमागचा दिवा
tailor	0.573	0.206	0.450	शिंपी
tailoring	0.673	0.540	0.566	टेलरिंग
tailpipe	0.460	0.429	0.409	शेपटी
taint	0.141	0.425	0.226	कलंक
take	0.828	0.537	0.348	घेणे
takeoff	0.755	0.884	0.626	टेकऑफ
takeout	0.736	0.392	0.368	टेकआउट
takeover	0.663	0.531	0.861	ताब्यात घेणे
taker	0.375	0.521	0.618	घेणारा
talcum	0.500	0.196	0.291	टॅल्कम
tale	0.663	0.300	0.336	कथा
talent	0.959	0.607	0.811	प्रतिभा
talented	0.939	0.635	0.938	प्रतिभावान
talisman	0.704	0.542	0.642	ताईत
talk	0.833	0.346	0.594	बोलणे
talkative	0.562	0.673	0.535	बोलके
talker	0.500	0.604	0.552	बोलणारा
tall	0.725	0.591	0.538	उंच
tallies	0.551	0.290	0.402	उंच
tallow	0.344	0.283	0.290	उंच
tally	0.542	0.420	0.518	टॅली
talon	0.344	0.569	0.475	टॅलोन
talons	0.320	0.698	0.525	टॅलोन्स
tambourine	0.622	0.548	0.348	डफ
tame	0.560	0.604	0.642	वश करणे
tamer	0.385	0.783	0.815	टेमर
taming	0.569	0.514	0.575	taming
tamper	0.184	0.802	0.545	छेडछाड
tampon	0.396	0.394	0.345	टॅम्पन
tan	0.643	0.460	0.444	टॅन
tandem	0.552	0.406	0.485	टँडम
tang	0.594	0.383	0.340	टँग
tangent	0.573	0.373	0.454	स्पर्शिका
tangerine	0.571	0.271	0.395	टेंजेरिन
tangible	0.646	0.350	0.679	मूर्त
tangle	0.354	0.545	0.254	गोंधळ
tangled	0.260	0.539	0.316	गोंधळलेले
tango	0.622	0.560	0.430	टँगो
tank	0.431	0.454	0.634	टाकी
tank top	0.610	0.371	0.371	टाकीचा वरचा भाग
tanker	0.520	0.647	0.713	टँकर
tanned	0.615	0.550	0.491	tanned
tantalizing	0.525	0.788	0.625	त्रासदायक
tantamount	0.633	0.288	0.670	समान
tantrum	0.219	0.817	0.404	राग
taoism	0.490	0.250	0.456	ताओवाद
tap	0.461	0.370	0.349	टॅप
tape	0.531	0.277	0.254	टेप
tape measure	0.406	0.250	0.360	मोज पट्टी
taper	0.541	0.410	0.415	बारीक मेणबत्ती
tapering	0.344	0.380	0.237	निमुळता होत जाणारा
tapestry	0.520	0.176	0.362	टेपेस्ट्री
tapeworm	0.357	0.334	0.331	टेपवर्म
tapioca	0.594	0.297	0.324	टॅपिओका
taps	0.448	0.378	0.409	टॅप
tar	0.438	0.440	0.570	डांबर
tarantula	0.260	0.718	0.544	टारंटुला
tardiness	0.296	0.452	0.260	मंदपणा
tardy	0.204	0.592	0.293	उशीर
target	0.633	0.573	0.798	लक्ष्य
targeted	0.573	0.537	0.573	लक्ष्यित
targeting	0.510	0.420	0.580	लक्ष्यीकरण
tariff	0.459	0.402	0.491	आयात मालावरील जकात
tarmac	0.357	0.302	0.398	डांबरी
tarnish	0.204	0.441	0.342	कलंकित करणे
tarot	0.479	0.422	0.430	टॅरो
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	थांबणे
tart	0.719	0.380	0.219	टार्ट
tartan	0.448	0.423	0.389	टार्टन
tartar	0.214	0.351	0.212	टार्टर
task	0.550	0.353	0.500	कार्य
tassel	0.552	0.330	0.307	गुंडाळी
taste	0.802	0.406	0.465	चव
tasteful	0.918	0.458	0.625	चवदार
tasteless	0.146	0.196	0.148	बेस्वाद
tasting	0.781	0.603	0.600	चाखणे
tasty	0.959	0.786	0.555	चवदार
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	बडबड करणारा
tattletale	0.633	0.406	0.317	गप्पागोष्टी
tattoo	0.490	0.602	0.525	टॅटू
taught	0.814	0.481	0.642	शिकवले
taunt	0.083	0.696	0.355	टोमणे
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	कडक
tavern	0.516	0.577	0.475	मधुशाला
tawdry	0.375	0.510	0.398	तावडी
tawny	0.551	0.398	0.400	पिवळसर
tax	0.260	0.481	0.534	कर
taxed	0.255	0.456	0.500	कर आकारला
taxi	0.542	0.362	0.430	टॅक्सी
taxicab	0.479	0.430	0.355	टॅक्सी
taxonomy	0.370	0.410	0.630	वर्गीकरण
taxpayer	0.592	0.528	0.647	करदाता
tea	0.698	0.163	0.370	चहा
teach	0.840	0.510	0.852	शिकवणे
teacher	0.760	0.404	0.885	शिक्षक
teaching	0.822	0.444	0.736	शिक्षण
teacup	0.633	0.135	0.277	चहाचा कप
teahouse	0.802	0.314	0.288	चहाचे घर
teal	0.540	0.293	0.321	टील
team	0.708	0.461	0.688	संघ
teamjesus	0.673	0.453	0.536	टीम जिझस
teammate	0.865	0.449	0.660	सहकारी
teamwork	0.918	0.490	0.773	टीमवर्क
teapot	0.479	0.110	0.309	चहाची भांडी
tear	0.404	0.620	0.327	फाडणे
tearful	0.208	0.500	0.184	अश्रू
tearsofjoy	0.926	0.740	0.455	आनंदाश्रू
teary	0.167	0.473	0.216	अश्रू
tease	0.317	0.790	0.432	चिडवणे
teaser	0.510	0.558	0.534	टीझर
teasing	0.235	0.725	0.352	छेडछाड
teaspoon	0.521	0.330	0.221	चमचे
teat	0.612	0.469	0.328	टीट
teatime	0.847	0.159	0.339	चहाची वेळ
tech	0.684	0.491	0.732	तंत्रज्ञान
technical	0.510	0.490	0.736	तांत्रिक
technicality	0.632	0.471	0.661	तांत्रिकता
technician	0.592	0.510	0.713	तंत्रज्ञ
technique	0.760	0.414	0.593	तंत्र
techno	0.561	0.539	0.500	टेक्नो
technological	0.680	0.452	0.815	तांत्रिक
technology	0.776	0.490	0.825	तंत्रज्ञान
ted	0.712	0.453	0.336	टेड
teddy bear	0.890	0.170	0.192	टेडी अस्वल
tedious	0.104	0.406	0.241	कंटाळवाणे
tedium	0.224	0.331	0.298	कंटाळवाणे
tee	0.459	0.373	0.377	टी
teeming	0.582	0.550	0.727	teeming
teen	0.729	0.531	0.568	किशोर
teenager	0.781	0.593	0.527	किशोर
teens	0.653	0.660	0.440	युवा
teensy	0.520	0.427	0.347	किशोरवयीन
teeny	0.427	0.418	0.216	किशोर
teeth	0.520	0.388	0.427	दात
teething	0.396	0.471	0.474	दात येणे
teflon	0.354	0.245	0.434	टेफ्लॉन
telegram	0.561	0.542	0.550	तार
telegraph	0.594	0.423	0.400	तार
telekinesis	0.582	0.646	0.667	टेलिकिनेसिस
telemetry	0.460	0.382	0.611	टेलिमेट्री
telepathic	0.602	0.490	0.642	टेलिपॅथिक
telepathy	0.594	0.510	0.588	टेलिपॅथी
telephone	0.694	0.520	0.425	टेलिफोन
telescope	0.531	0.340	0.500	दुर्बिणी
telescopic	0.490	0.290	0.660	टेलिस्कोपिक
telethon	0.643	0.641	0.473	टेलिथॉन
teletype	0.532	0.392	0.455	टेलिटाइप
televised	0.625	0.519	0.518	दूरदर्शन
television	0.633	0.391	0.547	दूरदर्शन
tell	0.551	0.350	0.457	सांगा
teller	0.500	0.395	0.443	टेलर
telling	0.719	0.441	0.527	सांगणे
telltale	0.240	0.663	0.426	सांगणे
temp	0.490	0.440	0.314	तापमान
temper	0.633	0.623	0.818	स्वभाव
tempera	0.458	0.318	0.245	स्वभाव
temperament	0.420	0.625	0.703	स्वभाव
temperamental	0.316	0.774	0.608	स्वभाव
temperance	0.500	0.294	0.639	संयम
temperate	0.469	0.394	0.593	समशीतोष्ण
temperature	0.521	0.559	0.473	तापमान
tempered	0.583	0.437	0.667	स्वभाव
tempest	0.245	0.843	0.653	वादळ
template	0.479	0.311	0.411	टेम्पलेट
temple	0.612	0.269	0.660	मंदिर
tempo	0.582	0.337	0.500	टेम्पो
temporal	0.500	0.413	0.360	ऐहिक
temporarily	0.500	0.365	0.373	तात्पुरते
temporary	0.458	0.415	0.324	तात्पुरता
tempt	0.210	0.677	0.500	परीक्षा
temptation	0.365	0.817	0.560	मोह
tempting	0.615	0.740	0.519	मोहक
temptress	0.427	0.787	0.667	प्रलोभन
ten	0.562	0.260	0.406	दहा
tenable	0.741	0.412	0.636	पटण्यायोग्य
tenacious	0.724	0.658	0.692	दृढ
tenacity	0.740	0.657	0.889	दृढता
tenancy	0.500	0.458	0.605	भाडेकरू
tenant	0.385	0.360	0.398	भाडेकरू
tend	0.604	0.398	0.412	कल
tendency	0.684	0.500	0.675	प्रवृत्ती
tender	0.630	0.520	0.509	निविदा
tenderfoot	0.469	0.421	0.438	कोमल पाय
tenderness	0.949	0.276	0.367	कोमलता
tending	0.622	0.556	0.594	देखभाल
tendon	0.341	0.271	0.463	कंडरा
