English Word	Valence	Arousal	Dominance	Afrikaans Word
uncommon	0.459	0.429	0.373	ongewoon
uncommonly	0.626	0.490	0.778	ongewoon
uncomplicated	0.740	0.260	0.453	ongekompliseerd
uncompromising	0.320	0.531	0.613	kompromisloos
unconcerned	0.562	0.283	0.298	onbesorgd
unconditional	0.760	0.493	0.715	onvoorwaardelik
unconfirmed	0.334	0.321	0.339	onbevestig
unconnected	0.188	0.265	0.213	ongekoppel
unconscionable	0.208	0.618	0.429	gewetenloos
unconscious	0.240	0.356	0.195	bewusteloos
unconsciousness	0.177	0.440	0.121	bewusteloosheid
unconstitutional	0.230	0.588	0.491	ongrondwetlik
unconstrained	0.653	0.640	0.635	onbeperk
uncontested	0.510	0.471	0.689	onbestrede
uncontrollable	0.265	0.790	0.626	onbeheerbaar
uncontrolled	0.188	0.891	0.544	onbeheersd
unconventional	0.177	0.509	0.288	onkonvensioneel
unconvinced	0.409	0.458	0.228	onoortuig
unconvincing	0.190	0.532	0.144	onoortuigend
uncooked	0.312	0.321	0.241	ongekook
uncooperative	0.250	0.422	0.246	onsamewerkend
uncorrelated	0.333	0.327	0.316	ongekorreleerd
uncouth	0.080	0.761	0.350	onbeskof
uncover	0.771	0.552	0.648	ontbloot
uncritical	0.480	0.367	0.412	onkrities
uncut	0.448	0.422	0.278	ongesny
undead	0.367	0.635	0.406	dooies
undecided	0.286	0.433	0.127	besluiteloos
undefeated	0.833	0.752	0.825	onoorwonne
undefined	0.260	0.418	0.350	ongedefinieerd
undeniable	0.552	0.473	0.778	onmiskenbaar
underage	0.469	0.461	0.300	minderjarige
underbelly	0.406	0.423	0.361	onderbuik
undercover	0.388	0.627	0.483	onderdak
undercurrent	0.357	0.582	0.520	onderstroom
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	onderskat
undergo	0.398	0.554	0.339	ondergaan
undergraduate	0.583	0.500	0.559	voorgraadse
underground	0.396	0.455	0.452	ondergronds
underhanded	0.188	0.415	0.527	onderduims
underlay	0.521	0.365	0.458	onderlaag
underlie	0.323	0.378	0.275	onderlê
underline	0.480	0.412	0.509	onderstreep
underlying	0.480	0.445	0.452	onderliggende
undermine	0.316	0.491	0.413	ondermyn
undermined	0.365	0.409	0.394	ondermyn
underneath	0.450	0.265	0.158	daaronder
underpaid	0.146	0.413	0.209	onderbetaal
underpants	0.448	0.473	0.276	onderbroek
underprivileged	0.167	0.449	0.172	minderbevoorregte
underrated	0.208	0.520	0.333	onderskat
underscore	0.375	0.275	0.306	onderstreep
undersea	0.545	0.490	0.425	ondersee
undersecretary	0.459	0.377	0.594	onder sekretaris
undersized	0.316	0.425	0.298	ondermaat
understaffed	0.148	0.444	0.302	onderbeman
understand	0.760	0.374	0.643	verstaan
understandable	0.776	0.363	0.566	verstaanbaar
understanding	0.865	0.304	0.689	begrip
understatement	0.347	0.480	0.473	understatement
understood	0.780	0.441	0.686	verstaan
understudy	0.378	0.402	0.420	onderstudie
undertake	0.796	0.702	0.754	onderneem
undertaker	0.363	0.696	0.611	begrafnisondernemer
undertaking	0.667	0.530	0.696	onderneming
undertow	0.327	0.639	0.231	onderstroom
underwear	0.610	0.546	0.375	onderklere
underwood	0.510	0.453	0.510	onderhout
underworld	0.177	0.676	0.613	onderwêreld
underwrite	0.416	0.520	0.423	onderskryf
underwriter	0.571	0.327	0.620	onderskrywer
undeserved	0.219	0.552	0.283	onverdiend
undesirable	0.177	0.644	0.260	ongewens
undesired	0.156	0.441	0.235	ongewens
undetectable	0.438	0.539	0.604	onopspoorbaar
undetected	0.224	0.304	0.268	ongemerk
undetermined	0.265	0.256	0.353	onbepaald
undeveloped	0.292	0.330	0.254	onontwikkeld
undignified	0.122	0.627	0.308	onwaardig
undirected	0.330	0.417	0.310	ongerig
undisclosed	0.479	0.361	0.314	onbekend
undiscovered	0.438	0.347	0.261	onontdekte
undisputed	0.646	0.588	0.673	onbetwis
undisturbed	0.725	0.287	0.434	ongestoord
undivided	0.510	0.380	0.490	onverdeeld
undo	0.365	0.444	0.349	ongedaan maak
undoing	0.219	0.452	0.298	ongedaan maak
undoubted	0.592	0.461	0.740	ongetwyfeld
undress	0.438	0.900	0.336	uittrek
undressed	0.375	0.755	0.356	ontklee
undue	0.156	0.573	0.318	onnodig
undying	0.708	0.500	0.773	onsterflik
unearned	0.177	0.340	0.213	onverdiend
unearth	0.427	0.635	0.545	opgrawe
uneasiness	0.190	0.798	0.241	onrustigheid
uneasy	0.115	0.598	0.349	onrustig
uneducated	0.177	0.350	0.246	onopgevoed
unemployed	0.094	0.481	0.230	werkloos
unemployment	0.094	0.400	0.297	werkloosheid
unencumbered	0.604	0.280	0.472	onbeswaard
unending	0.385	0.519	0.454	oneindig
unequal	0.118	0.433	0.202	ongelyk
unequalled	0.562	0.470	0.769	ongeëwenaard
unequivocal	0.604	0.415	0.615	ondubbelsinnig
unequivocally	0.521	0.668	0.554	onomwonde
unethical	0.104	0.433	0.269	oneties
uneven	0.125	0.457	0.240	ongelyk
uneventful	0.510	0.343	0.410	gebeurtenisloos
unexpected	0.500	0.720	0.333	onverwags
unexpectedly	0.354	0.759	0.462	onverwags
unexplainable	0.260	0.448	0.610	onverklaarbaar
unexplained	0.271	0.531	0.349	onverklaarbaar
unexplored	0.401	0.640	0.388	onontgin
unfailing	0.625	0.635	0.594	onfeilbaar
unfair	0.173	0.472	0.190	onregverdig
unfairness	0.170	0.817	0.336	onregverdigheid
unfaithful	0.031	0.806	0.298	ontrou
unfamiliar	0.219	0.558	0.273	onbekend
unfavorable	0.133	0.450	0.232	ongunstig
unfeeling	0.235	0.377	0.345	gevoelloos
unfettered	0.569	0.650	0.586	onbelemmerd
unfinished	0.188	0.368	0.264	onvoltooid
unfit	0.250	0.368	0.185	ongeskik
unflinching	0.667	0.606	0.882	onwrikbaar
unfold	0.612	0.510	0.520	ontvou
unfollow	0.281	0.337	0.293	ontvolg
unforeseen	0.255	0.714	0.500	onvoorsiene
unforgettable	0.833	0.561	0.660	onvergeetlik
unforgivable	0.276	0.743	0.490	onvergeeflik
unforgiving	0.406	0.630	0.793	onvergewensgesind
unfortunate	0.073	0.487	0.195	ongelukkig
unfortunately	0.104	0.494	0.281	Ongelukkig
unfounded	0.271	0.520	0.410	ongegrond
unfreeze	0.458	0.297	0.375	ontvries
unfriendly	0.173	0.670	0.458	onvriendelik
unfulfilled	0.184	0.426	0.268	onvervuld
unfurnished	0.316	0.333	0.272	ongemeubileerd
unglued	0.378	0.446	0.352	ongelym
ungodly	0.296	0.423	0.388	goddelose
ungrateful	0.219	0.461	0.275	ondankbaar
unguarded	0.156	0.578	0.205	onbewaak
unhand	0.406	0.360	0.361	onhand
unhappiness	0.083	0.630	0.222	ongelukkigheid
unhappy	0.112	0.500	0.155	ongelukkig
unharmed	0.740	0.378	0.491	ongedeerd
unhealthy	0.115	0.549	0.214	ongesond
unheard	0.344	0.539	0.500	ongehoord
unhelpful	0.104	0.320	0.118	onbehulpsaam
unhindered	0.729	0.441	0.725	ongehinderd
unholy	0.327	0.560	0.445	onheilig
unhook	0.375	0.592	0.310	afhaak
unicorn	0.776	0.510	0.480	eenhoring
unidentified	0.385	0.361	0.199	ongeïdentifiseer
unification	0.688	0.345	0.788	eenwording
unified	0.729	0.439	0.764	verenig
uniform	0.570	0.245	0.655	uniform
uniformed	0.469	0.519	0.589	uniform
uniformity	0.745	0.353	0.538	eenvormigheid
uniformly	0.625	0.333	0.704	eenvormig
unimaginable	0.573	0.634	0.589	ondenkbaar
unimpeachable	0.684	0.550	0.784	onaantasbaar
unimpeached	0.458	0.335	0.433	onberispelik
unimportant	0.281	0.240	0.175	onbelangrik
unimpressed	0.198	0.302	0.327	onbeïndruk
unimproved	0.163	0.377	0.144	onverbeter
uninfected	0.688	0.304	0.389	onbesmet
uninformed	0.156	0.370	0.182	oningelig
uninhabited	0.301	0.230	0.221	onbewoon
uninitiated	0.271	0.288	0.288	oningewyde
uninspired	0.163	0.243	0.260	ongeïnspireerd
unintelligible	0.208	0.472	0.283	onverstaanbaar
unintended	0.438	0.385	0.349	onbedoelde
unintentional	0.333	0.538	0.306	onbedoeld
unintentionally	0.460	0.490	0.286	onbedoeld
uninterested	0.365	0.240	0.328	ongeïnteresseerd
uninteresting	0.153	0.235	0.228	oninteressant
uninterrupted	0.500	0.434	0.527	ononderbroke
uninvited	0.090	0.385	0.307	ongenooid
union	0.854	0.226	0.766	vakbond
unique	0.823	0.347	0.661	uniek
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	eenstemmigheid
unit	0.562	0.235	0.578	eenheid
unitary	0.531	0.239	0.641	eenheid
unite	0.781	0.375	0.610	verenig
united	0.781	0.431	0.783	verenig
unity	0.837	0.288	0.658	eenheid
universal	0.802	0.417	0.833	universeel
universality	0.796	0.410	0.840	universaliteit
universe	0.694	0.454	0.839	heelal
university	0.735	0.574	0.741	universiteit
unjust	0.115	0.625	0.278	onregverdig
unjustifiable	0.115	0.596	0.394	onregverdigbaar
unjustified	0.288	0.541	0.314	ongeregverdig
unkind	0.135	0.409	0.310	onvriendelik
unknowable	0.347	0.540	0.396	onkenbaar
unknown	0.357	0.450	0.204	onbekend
unlawful	0.094	0.759	0.402	onwettig
unleash	0.479	0.775	0.559	ontketen
unlicensed	0.306	0.574	0.196	ongelisensieer
unlike	0.439	0.439	0.418	anders as
unlikely	0.271	0.293	0.245	onwaarskynlik
unlimited	0.750	0.623	0.679	onbeperk
unlisted	0.365	0.265	0.218	ongenoteerd
unload	0.656	0.639	0.573	aflaai
unloaded	0.469	0.380	0.331	afgelaai
unlock	0.582	0.442	0.592	ontsluit
unlucky	0.073	0.395	0.198	ongelukkig
unmanageable	0.177	0.666	0.482	onhanteerbaar
unmanned	0.235	0.441	0.324	onbemande
unmarked	0.416	0.294	0.433	ongemerk
unmarried	0.438	0.480	0.545	ongetroud
unmask	0.323	0.690	0.520	ontmasker
unmatched	0.776	0.536	0.771	ongeëwenaard
unmistakable	0.602	0.571	0.765	onmiskenbaar
unmitigated	0.649	0.427	0.422	onbeperk
unmoved	0.184	0.355	0.360	onbewoë
unnamed	0.316	0.189	0.284	naamloos
unnatural	0.153	0.587	0.434	onnatuurlik
unnecessary	0.219	0.358	0.190	onnodig
unneeded	0.177	0.375	0.245	onnodig
unnoticed	0.302	0.440	0.260	ongemerk
unnumbered	0.406	0.255	0.331	ongenommer
unobserved	0.398	0.255	0.257	ongemerk
unobstructed	0.583	0.440	0.573	onbelemmerd
unobtrusive	0.447	0.327	0.402	onopvallend
unoccupied	0.258	0.245	0.412	onbeset
unofficial	0.260	0.302	0.255	nie-amptelik
unopened	0.542	0.340	0.265	onoopgemaak
unopposed	0.615	0.375	0.537	onbestrede
unordered	0.224	0.482	0.190	ongeordend
unorganised	0.250	0.500	0.212	ongeorganiseerd
unorganized	0.260	0.657	0.173	ongeorganiseerd
unorthodox	0.340	0.480	0.441	onortodoks
unpack	0.531	0.528	0.445	uitpak
unpaid	0.300	0.413	0.365	onbetaald
unparalleled	0.708	0.306	0.538	ongeëwenaarde
unpleasant	0.122	0.612	0.185	onaangenaam
unpleasantness	0.062	0.724	0.264	onaangenaamheid
unplug	0.239	0.441	0.404	ontkoppel
unplugged	0.367	0.375	0.318	ontkoppel
unpopular	0.073	0.441	0.164	ongewild
unprecedented	0.500	0.491	0.658	ongekend
unpredictable	0.429	0.769	0.515	onvoorspelbaar
unprepared	0.204	0.450	0.152	onvoorbereid
unpretentious	0.510	0.296	0.410	pretensieloos
unproductive	0.100	0.324	0.237	onproduktief
unprofessional	0.042	0.370	0.170	onprofessioneel
unprofitable	0.163	0.376	0.217	onwinsgewend
unprotected	0.150	0.582	0.197	onbeskermd
unproven	0.296	0.427	0.216	onbewese
unprovoked	0.565	0.327	0.385	onuitgelok
unpublished	0.406	0.480	0.481	ongepubliseer
unpunished	0.292	0.594	0.519	ongestraf
unqualified	0.170	0.433	0.173	ongekwalifiseerd
unquestionable	0.469	0.450	0.843	onbetwisbaar
unquestionably	0.500	0.630	0.750	ongetwyfeld
unquestioned	0.562	0.509	0.746	onbesproke
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	ontrafel
unreachable	0.208	0.679	0.557	onbereikbaar
unread	0.458	0.240	0.214	ongelees
unreal	0.173	0.431	0.296	onwerklik
unrealistic	0.229	0.500	0.245	onrealisties
unreasonable	0.115	0.702	0.264	onredelik
unrecorded	0.241	0.351	0.350	onopgeteken
unregistered	0.255	0.337	0.266	ongeregistreer
unregulated	0.344	0.454	0.421	ongereguleerde
unrelated	0.302	0.270	0.264	onverwant
unrelenting	0.500	0.790	0.875	onverbiddelik
unreliable	0.108	0.480	0.240	onbetroubaar
unremarkable	0.271	0.155	0.230	onmerkbaar
unrepentant	0.240	0.445	0.413	onberouvol
unrequited	0.143	0.441	0.179	onbeantwoord
unresolved	0.135	0.441	0.173	onopgelos
unresponsive	0.108	0.282	0.244	reageer nie
unrest	0.102	0.577	0.231	onrus
unrestrained	0.385	0.775	0.627	ongebonde
unrestricted	0.698	0.458	0.644	onbeperk
unromantic	0.208	0.316	0.307	onromanties
unruly	0.240	0.745	0.547	weerbarstig
unsafe	0.115	0.562	0.147	onveilig
unsanitary	0.063	0.592	0.269	onhigiëne
unsatisfactory	0.122	0.520	0.189	onbevredigend
unsatisfied	0.200	0.547	0.241	ontevrede
unsavory	0.071	0.637	0.353	onsmaaklik
unscathed	0.625	0.308	0.611	ongedeerd
unscheduled	0.312	0.436	0.300	ongeskeduleerd
unscientific	0.396	0.317	0.321	onwetenskaplik
unscrew	0.333	0.462	0.396	skroef los
unscrupulous	0.094	0.727	0.465	gewetenloos
unseat	0.229	0.500	0.312	ontsit
unseen	0.427	0.351	0.421	ongesiens
unselfish	0.615	0.353	0.377	onselfsugtig
unsettled	0.208	0.647	0.170	onseker
unsightly	0.226	0.559	0.373	onooglik
unsolicited	0.094	0.339	0.280	ongevraagd
unsolved	0.146	0.390	0.235	onopgelos
unsophisticated	0.327	0.491	0.339	ongesofistikeerd
unsound	0.146	0.222	0.272	ongegrond
unspeakable	0.327	0.567	0.393	onuitspreeklik
unspecified	0.240	0.365	0.165	ongespesifiseer
unspoken	0.177	0.260	0.208	onuitgesproke
unstable	0.167	0.587	0.150	onstabiel
unsteady	0.122	0.500	0.190	onstabiel
unstoppable	0.625	0.887	0.862	onstuitbaar
unsuccessful	0.140	0.318	0.106	onsuksesvol
unsuitable	0.188	0.528	0.300	ongeskik
unsung	0.296	0.330	0.314	onbesing
unsupervised	0.478	0.481	0.442	sonder toesig
unsupported	0.260	0.450	0.221	ongesteun
unsure	0.143	0.580	0.217	onseker
unsurpassed	0.694	0.569	0.798	onoortreflik
unsuspecting	0.302	0.509	0.413	niksvermoedend
unsustainable	0.255	0.650	0.406	onvolhoubaar
unsweetened	0.396	0.263	0.300	onversoete
unsympathetic	0.163	0.620	0.281	onsimpatiek
untamed	0.429	0.778	0.709	ongetem
untenable	0.143	0.637	0.425	onhoudbaar
untested	0.302	0.296	0.348	ongetoets
unthinkable	0.365	0.480	0.481	ondenkbaar
untidy	0.106	0.610	0.254	onnet
untie	0.542	0.463	0.472	losmaak
untimely	0.245	0.676	0.233	ontydig
untitled	0.213	0.240	0.240	titelloos
untold	0.240	0.367	0.191	onvertelde
untouchable	0.490	0.602	0.683	onaantasbaar
untouched	0.531	0.276	0.600	onaangeraak
untoward	0.122	0.555	0.291	onaangenaam
untraceable	0.321	0.674	0.574	onopspoorbaar
untrained	0.149	0.529	0.282	onopgeleide
untranslated	0.271	0.188	0.264	onvertaald
untroubled	0.750	0.213	0.653	ongesteld
untrue	0.031	0.500	0.188	onwaar
untrustworthy	0.097	0.449	0.287	onbetroubaar
unturned	0.312	0.255	0.316	onaangeraak
unused	0.344	0.231	0.234	ongebruik
unusual	0.429	0.433	0.361	ongewoon
unusually	0.385	0.406	0.358	ongewoon
unutterable	0.406	0.592	0.538	onuitspreeklik
unveil	0.439	0.442	0.562	onthul
unveiling	0.569	0.570	0.675	onthulling
unverified	0.214	0.365	0.180	ongeverifieer
unwanted	0.177	0.546	0.205	ongewenste
unwarranted	0.091	0.500	0.345	ongegrond
unwary	0.286	0.417	0.402	onoplettend
unwashed	0.365	0.427	0.360	ongewaste
unwavering	0.740	0.630	0.858	onwrikbaar
unwed	0.541	0.595	0.459	ongetroud
unwelcome	0.115	0.480	0.269	onwelkom
unwell	0.143	0.640	0.221	ongesteld
unwilling	0.302	0.316	0.179	onwillig
unwillingly	0.204	0.548	0.182	onwillig
unwillingness	0.204	0.311	0.113	onwilligheid
unwind	0.837	0.181	0.394	ontspan
unwise	0.141	0.610	0.304	onverstandig
unwitting	0.260	0.526	0.344	onwetend
unwittingly	0.312	0.510	0.264	onbewustelik
unworthy	0.194	0.433	0.226	onwaardig
unwrap	0.604	0.491	0.557	uitdraai
unwritten	0.367	0.384	0.272	ongeskrewe
unyielding	0.367	0.806	0.738	onversetlik
unzip	0.378	0.520	0.538	pak uit
upbeat	0.878	0.531	0.802	optimisties
upbringing	0.677	0.490	0.600	opvoeding
upcoming	0.688	0.460	0.550	komende
update	0.698	0.535	0.802	Opdateer
upgrade	0.786	0.500	0.670	opgradeer
upheaval	0.290	0.830	0.570	omwenteling
uphill	0.396	0.723	0.572	opdraand
uphold	0.698	0.321	0.561	handhaaf
upholstery	0.592	0.270	0.386	stoffering
upkeep	0.590	0.442	0.685	instandhouding
upland	0.719	0.578	0.607	hoogland
uplands	0.615	0.471	0.577	hooglande
uplift	0.656	0.779	0.771	opheffing
uplifting	0.771	0.548	0.605	opbouend
uplink	0.544	0.510	0.595	opskakel
upload	0.638	0.683	0.696	oplaai
upper	0.740	0.529	0.868	boonste
uppercut	0.410	0.600	0.550	boonste snit
uppity	0.465	0.546	0.417	opregtheid
upright	0.667	0.373	0.600	regop
uprising	0.561	0.777	0.704	opstand
uproar	0.271	0.902	0.462	bohaai
upscale	0.698	0.526	0.846	luukse
upset	0.071	0.680	0.330	ontstel
upshot	0.693	0.490	0.716	gevolg
upstairs	0.663	0.408	0.645	boontoe
upstanding	0.851	0.390	0.708	opstaan
upstart	0.449	0.500	0.455	opkoms
uptight	0.184	0.716	0.333	styf
upward	0.792	0.481	0.620	opwaarts
upwards	0.724	0.439	0.638	opwaarts
uranium	0.375	0.580	0.490	uraan
urban	0.561	0.528	0.644	stedelik
urchin	0.417	0.510	0.373	egel
urge	0.418	0.680	0.653	drang
urgency	0.429	0.908	0.543	dringendheid
urgent	0.327	0.918	0.623	dringend
urinal	0.214	0.510	0.306	urinaal
urinalysis	0.344	0.532	0.398	urine-ontleding
urinate	0.360	0.500	0.353	urineer
urination	0.271	0.441	0.232	urinering
urine	0.375	0.361	0.169	urine
urn	0.194	0.520	0.295	urn
usable	0.812	0.455	0.611	bruikbaar
usage	0.646	0.360	0.426	gebruik
use	0.438	0.358	0.409	gebruik
used	0.354	0.306	0.287	gebruik word
useful	0.833	0.411	0.726	nuttig
usefully	0.650	0.481	0.760	nuttig
usefulness	0.806	0.519	0.741	bruikbaarheid
useless	0.052	0.342	0.184	nutteloos
user	0.629	0.347	0.442	gebruiker
usher	0.521	0.440	0.519	inlui
usual	0.625	0.221	0.400	gewoonlik
usurp	0.125	0.818	0.433	usurp
usurped	0.292	0.780	0.438	toegeëien het
usury	0.344	0.679	0.430	woeker
utensil	0.573	0.279	0.383	gebruiksvoorwerp
uterus	0.551	0.420	0.510	baarmoeder
utilitarian	0.427	0.363	0.639	utilitaristiese
utility	0.622	0.400	0.704	nut
utilization	0.562	0.469	0.706	benutting
utilize	0.694	0.445	0.545	gebruik
utmost	0.719	0.740	0.858	uiterste
utopian	0.542	0.327	0.552	utopies
utter	0.531	0.422	0.549	uiter
utterance	0.542	0.640	0.704	uitlating
utterly	0.633	0.440	0.673	heeltemal
vacancy	0.643	0.311	0.418	vakature
vacant	0.578	0.220	0.464	vakant
vacate	0.357	0.490	0.397	ontruim
vacation	0.840	0.490	0.598	vakansie
vaccination	0.530	0.578	0.621	inenting
vaccine	0.500	0.520	0.555	entstof
vacuolar	0.439	0.370	0.439	vakuolêr
vacuole	0.490	0.406	0.481	vakuool
vacuous	0.354	0.267	0.304	leeg
vacuum	0.327	0.196	0.134	vakuum
vagabond	0.384	0.531	0.144	swerwer
vagina	0.551	0.870	0.500	vagina
vaginal	0.449	0.765	0.420	vaginaal
vagrancy	0.219	0.567	0.277	rondswerwing
vagrant	0.265	0.548	0.250	rondloper
vague	0.271	0.335	0.083	vaag
vagueness	0.150	0.324	0.221	vaagheid
vainly	0.365	0.283	0.169	tevergeefs
valance	0.424	0.286	0.371	valans
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	valedictorian
valentine	0.888	0.615	0.510	valentyn
valet	0.635	0.406	0.389	bediende
valiant	0.880	0.745	0.904	dapper
valid	0.693	0.353	0.565	geldig
validate	0.760	0.431	0.745	bekragtig
validation	0.655	0.460	0.720	validering
validity	0.646	0.470	0.706	geldigheid
valium	0.419	0.398	0.443	valium
valley	0.729	0.306	0.386	vallei
valor	0.833	0.442	0.763	dapperheid
valuable	0.899	0.547	0.798	waardevol
valuables	0.790	0.625	0.759	waardevolle items
valuation	0.615	0.480	0.795	waardasie
value	0.875	0.582	0.802	waarde
valve	0.323	0.363	0.471	klep
vamoose	0.459	0.455	0.389	vamoose
vamp	0.310	0.794	0.566	vamp
vampire	0.271	0.802	0.545	vampier
van	0.561	0.378	0.425	van
vandal	0.135	0.792	0.473	vandalisme
vandalism	0.083	0.904	0.509	vandalisme
vane	0.561	0.280	0.231	vaan
vanguard	0.693	0.640	0.780	voorhoede
vanilla	0.706	0.216	0.284	vanielje
vanish	0.236	0.480	0.347	verdwyn
vanished	0.208	0.566	0.255	verdwyn het
vanishing	0.292	0.550	0.322	verdwyn
vanity	0.260	0.540	0.439	ydelheid
vanquish	0.708	0.760	0.804	oorwin
vanquished	0.496	0.529	0.176	oorwin
vanquishing	0.600	0.748	0.764	oorwinnend
vantage	0.740	0.632	0.788	uitsig
vapor	0.510	0.358	0.318	damp
vara	0.490	0.333	0.407	vara
variable	0.620	0.407	0.400	veranderlike
variance	0.540	0.405	0.509	variansie
variation	0.635	0.561	0.406	variasie
variations	0.458	0.548	0.353	variasies
varicella	0.184	0.593	0.314	varicella
varicose	0.235	0.462	0.368	spatare
varied	0.604	0.701	0.472	gevarieerd
variegated	0.398	0.549	0.406	bont
variety	0.714	0.472	0.598	verskeidenheid
various	0.500	0.296	0.342	verskeie
varmint	0.417	0.500	0.411	varmint
varnish	0.448	0.353	0.361	vernis
varsity	0.710	0.594	0.670	universiteit
vary	0.521	0.373	0.413	wissel
varying	0.552	0.471	0.385	wisselend
vascular	0.516	0.451	0.627	vaskulêre
vase	0.638	0.225	0.215	vaas
vasectomy	0.208	0.663	0.431	vasektomie
vassal	0.417	0.525	0.196	vasal
vast	0.520	0.535	0.545	groot
vat	0.333	0.491	0.509	vat
vaudeville	0.490	0.471	0.472	vaudeville
vault	0.490	0.378	0.644	kluis
vaulted	0.417	0.460	0.542	gewelf
vaulting	0.510	0.323	0.520	gewelf
veal	0.438	0.337	0.410	kalfsvleis
vector	0.538	0.308	0.482	vektor
veer	0.469	0.430	0.338	veer
vega	0.510	0.333	0.434	vega
vegan	0.490	0.226	0.357	vegan
vegetable	0.551	0.120	0.289	groente
vegetarian	0.562	0.255	0.407	vegetariese
vegetarianism	0.510	0.269	0.407	vegetarisme
vegetation	0.740	0.177	0.500	plantegroei
vegetative	0.500	0.270	0.351	vegetatief
veggie	0.602	0.245	0.409	groente
vehement	0.500	0.500	0.575	heftig
vehicle	0.641	0.565	0.500	voertuig
veil	0.500	0.235	0.415	sluier
veiled	0.370	0.317	0.324	versluier
vein	0.347	0.373	0.318	aar
veined	0.487	0.459	0.294	geaarde
vellum	0.500	0.349	0.321	vellum
velocity	0.673	0.769	0.783	snelheid
velour	0.670	0.292	0.412	velour
velvet	0.663	0.226	0.304	fluweel
velvety	0.677	0.343	0.493	fluweelsag
vena	0.500	0.315	0.345	vena
vendetta	0.198	0.784	0.583	vendetta
vending	0.417	0.565	0.549	vending
vendor	0.541	0.541	0.627	verkoper
veneer	0.490	0.265	0.289	fineer
venerable	0.708	0.369	0.600	eerbiedwaardig
veneration	0.745	0.650	0.712	verering
venereal	0.302	0.654	0.424	veneriese
venetian	0.633	0.373	0.464	Venesiese
vengeance	0.103	0.927	0.719	wraak
vengeful	0.150	0.840	0.561	wraaksugtig
venison	0.510	0.422	0.296	wildsvleis
venom	0.125	0.770	0.491	gif
venomous	0.159	0.841	0.636	giftig
venous	0.406	0.571	0.453	veneus
vent	0.479	0.519	0.529	vent
ventilation	0.719	0.451	0.568	ventilasie
ventilator	0.471	0.353	0.344	ventilator
venting	0.375	0.388	0.418	ventilasie
ventricle	0.520	0.387	0.464	ventrikel
ventricular	0.440	0.549	0.475	ventrikulêre
ventriloquist	0.552	0.600	0.526	buikspreker
venture	0.893	0.810	0.644	waag
venue	0.727	0.316	0.395	lokaal
veracity	0.735	0.724	0.798	waarheid
veranda	0.743	0.343	0.439	stoep
verb	0.582	0.312	0.414	werkwoord
verbal	0.520	0.291	0.562	verbaal
verbatim	0.562	0.255	0.574	woordeliks
verbiage	0.429	0.560	0.535	verwoording
verbose	0.439	0.480	0.635	verbose
verbosity	0.300	0.491	0.451	breedsprakigheid
verdant	0.600	0.260	0.389	groen
verdict	0.325	0.689	0.800	uitspraak
verge	0.500	0.337	0.305	rand
verification	0.750	0.276	0.642	verifikasie
verified	0.781	0.367	0.677	geverifieer
verify	0.761	0.481	0.704	verifieer
verily	0.713	0.351	0.585	voorwaar
veritable	0.794	0.330	0.759	waarlik
vermin	0.167	0.712	0.385	ongediertes
vermouth	0.503	0.480	0.425	vermout
vernacular	0.479	0.453	0.615	Volks-taal
vernal	0.553	0.402	0.451	vernal
veronica	0.594	0.399	0.402	veronica
versatile	0.906	0.625	0.714	veelsydig
versatility	0.878	0.585	0.750	veelsydigheid
verse	0.667	0.269	0.336	vers
version	0.604	0.423	0.538	weergawe
versus	0.310	0.500	0.447	versus
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	werwel
vertebral	0.308	0.434	0.525	vertebrale
vertex	0.316	0.510	0.491	hoekpunt
vertical	0.520	0.387	0.492	vertikaal
vertically	0.534	0.385	0.545	vertikaal
vertigo	0.292	0.655	0.445	vertigo
verve	0.724	0.840	0.693	verve
very negative	0.062	0.521	0.148	baie negatief
very positive	1.000	0.551	0.825	baie positief
veryangry	0.323	0.714	0.527	baie kwaad
vesicle	0.359	0.509	0.379	vesikel
vesicular	0.214	0.440	0.483	vesikulêre
vessel	0.490	0.398	0.538	vaartuig
vest	0.667	0.380	0.371	onderbaadjie
vested	0.663	0.415	0.648	gevestig
vestibule	0.541	0.385	0.422	voorportaal
vestige	0.562	0.470	0.454	oorblyfsel
vet	0.531	0.400	0.644	veearts
veteran	0.560	0.431	0.759	veteraan
veterinarian	0.582	0.418	0.542	veearts
veterinary	0.656	0.450	0.603	veeartsenykundige
veto	0.271	0.462	0.509	veto
vexed	0.115	0.802	0.413	ontsteld
viability	0.776	0.500	0.684	lewensvatbaarheid
viable	0.656	0.320	0.667	lewensvatbaar
viaduct	0.420	0.440	0.662	viaduct
vial	0.594	0.346	0.445	flessie
vibe	0.710	0.480	0.517	vibe
vibes	0.635	0.688	0.574	vibes
vibrant	0.771	0.824	0.782	lewendig
vibrate	0.500	0.698	0.604	vibreer
vibration	0.583	0.657	0.528	vibrasie
vibrator	0.479	0.798	0.500	vibrator
vibratory	0.542	0.690	0.527	vibrerende
vicar	0.531	0.370	0.555	predikant
vicarious	0.479	0.452	0.517	plaasvervanger
