English Word	Valence	Arousal	Dominance	Kazakh Word
reminiscing	0.688	0.431	0.418	еске түсіру
remiss	0.190	0.650	0.325	кешірім
remission	0.418	0.330	0.518	ремиссия
remit	0.510	0.509	0.473	жіберу
remittance	0.684	0.479	0.454	ақша аудару
remnant	0.367	0.312	0.388	қалдық
remodel	0.604	0.647	0.693	қайта құру
remorse	0.103	0.673	0.377	өкіну
remorseful	0.347	0.429	0.250	өкінішті
remote	0.458	0.333	0.477	қашықтан
remoteness	0.323	0.510	0.339	шалғайлық
removal	0.245	0.540	0.368	жою
remove	0.292	0.539	0.472	жою
remover	0.337	0.443	0.526	кетіргіш
remuneration	0.792	0.760	0.607	сыйақы
renaissance	0.771	0.670	0.767	ренессанс
renal	0.300	0.480	0.415	бүйрек
rencontre	0.510	0.452	0.463	қайта құру
rend	0.429	0.423	0.385	ренд
render	0.541	0.395	0.448	көрсету
rendering	0.531	0.434	0.667	көрсету
rendezvous	0.750	0.490	0.658	кездесу
rendition	0.417	0.360	0.398	орындау
renegade	0.140	0.640	0.509	теріс айналушы
renegotiate	0.580	0.702	0.708	қайта келіссөздер жүргізу
renew	0.868	0.481	0.713	жаңарту
renewal	0.770	0.710	0.672	жаңарту
renounce	0.156	0.490	0.552	бас тарту
renovate	0.878	0.549	0.755	жөндеу
renovated	0.783	0.406	0.657	жөнделген
renovation	0.816	0.590	0.779	жөндеу
renown	0.693	0.475	0.693	атақты
renowned	0.844	0.481	0.697	атақты
rent	0.344	0.429	0.446	жалға беру
rental	0.510	0.370	0.308	жалға алу
renter	0.590	0.301	0.371	жалға беруші
renunciation	0.260	0.578	0.336	бас тарту
reopen	0.656	0.528	0.568	қайта ашыңыз
reorganization	0.622	0.587	0.754	қайта ұйымдастыру
reorganize	0.667	0.590	0.722	қайта ұйымдастыру
rep	0.520	0.510	0.640	өкілі
repaint	0.622	0.382	0.308	қайта бояу
repair	0.583	0.460	0.589	жөндеу
repairman	0.582	0.426	0.707	жөндеуші
reparation	0.531	0.615	0.732	өтемақы
repay	0.469	0.632	0.592	өтеу
repayment	0.479	0.490	0.474	өтеу
repeal	0.260	0.480	0.482	күшін жою
repeat	0.490	0.529	0.552	қайталаңыз
repeated	0.429	0.472	0.314	қайталанды
repeatedly	0.479	0.575	0.500	қайта-қайта
repeater	0.479	0.426	0.430	қайталағыш
repel	0.224	0.620	0.441	тойтару
repellant	0.292	0.620	0.426	репеллент
repellent	0.286	0.500	0.491	репеллент
repelling	0.184	0.633	0.429	тойтару
repent	0.449	0.422	0.386	өкіну
repentance	0.417	0.604	0.324	өкіну
repentant	0.326	0.500	0.200	өкінген
repertoire	0.633	0.594	0.667	репертуар
repertory	0.562	0.473	0.528	репертуар
repetition	0.375	0.519	0.396	қайталау
repetitive	0.320	0.438	0.362	қайталанатын
rephrase	0.547	0.451	0.549	қайталау
replace	0.417	0.520	0.500	ауыстырыңыз
replacement	0.385	0.519	0.500	ауыстыру
replay	0.612	0.522	0.761	қайталау
replenish	0.615	0.336	0.689	толықтыру
replete	0.552	0.497	0.670	толы
replica	0.480	0.520	0.493	көшірме
replicate	0.480	0.630	0.585	қайталау
replication	0.342	0.618	0.510	репликация
reply	0.762	0.290	0.596	жауап беру
report	0.583	0.444	0.575	есеп беру
reported	0.418	0.442	0.567	хабарлады
reporter	0.531	0.550	0.604	репортер
repose	0.469	0.100	0.330	демалу
reposition	0.408	0.529	0.509	қайта орналастыру
repository	0.406	0.396	0.500	репозиторий
repossess	0.418	0.667	0.552	қайта иелену
reprehensible	0.316	0.569	0.351	айыпты
represent	0.781	0.433	0.861	білдіреді
representation	0.677	0.542	0.750	өкілдігі
representative	0.704	0.366	0.694	өкілі
represented	0.724	0.444	0.688	ұсынылған
representing	0.796	0.464	0.833	білдіретін
repress	0.208	0.612	0.536	репрессия
repressed	0.188	0.337	0.311	репрессияға ұшырады
repression	0.214	0.764	0.481	репрессия
reprieve	0.531	0.471	0.574	мерзімін ұзарту
reprimand	0.153	0.528	0.465	сөгіс
reprint	0.510	0.449	0.527	қайта басып шығару
reprisal	0.125	0.788	0.545	репрессия
reprise	0.459	0.500	0.464	қайталау
reproach	0.240	0.755	0.384	қорлау
reproduce	0.823	0.622	0.760	көбейту
reproduction	0.800	0.736	0.713	көбею
reproductive	0.770	0.604	0.856	репродуктивті
reprogram	0.519	0.404	0.557	қайта бағдарламалау
reptile	0.350	0.566	0.365	бауырымен жорғалаушы
republic	0.635	0.340	0.830	республика
republican	0.398	0.551	0.664	республикалық
repudiation	0.167	0.686	0.274	бас тарту
repugnance	0.062	0.684	0.425	жексұрындық
repugnant	0.061	0.735	0.453	жиіркенішті
repulsion	0.247	0.673	0.353	итермелеу
repulsive	0.146	0.775	0.425	жиіркенішті
repurchase	0.531	0.592	0.557	қайта сатып алу
reputable	0.781	0.462	0.919	беделді
reputation	0.740	0.542	0.721	беделі
repute	0.729	0.500	0.702	бедел
reputed	0.439	0.528	0.627	атақты
request	0.625	0.471	0.618	сұрау
requiem	0.475	0.382	0.426	реквием
require	0.398	0.439	0.560	талап етеді
required	0.583	0.509	0.700	қажет
requirement	0.510	0.439	0.728	талап
requisite	0.448	0.363	0.609	шарт
requisition	0.478	0.510	0.649	реквизиция
reread	0.448	0.377	0.492	қайта оқу
reroute	0.540	0.598	0.598	бағытын өзгерту
rerun	0.333	0.620	0.529	қайталау
reschedule	0.438	0.422	0.537	қайта жоспарлау
rescind	0.347	0.380	0.391	күшін жою
rescission	0.333	0.529	0.360	бас тарту
rescue	0.806	0.926	0.850	құтқару
research	0.633	0.663	0.741	зерттеу
researcher	0.569	0.510	0.857	зерттеуші
resection	0.375	0.482	0.500	резекция
resemblance	0.743	0.216	0.570	ұқсастық
resemble	0.602	0.388	0.463	ұқсайды
resembling	0.592	0.250	0.529	ұқсайды
resent	0.073	0.553	0.163	ренжіту
resentful	0.120	0.608	0.324	ренжіген
resentment	0.163	0.745	0.528	реніш
reservation	0.688	0.343	0.561	брондау
reserve	0.585	0.289	0.589	резерв
reserved	0.594	0.316	0.583	сақталған
reserves	0.653	0.363	0.520	қорлар
reservoir	0.531	0.276	0.462	су қоймасы
reset	0.490	0.450	0.574	қалпына келтіру
reside	0.451	0.440	0.455	тұру
residence	0.615	0.382	0.585	резиденция
residences	0.618	0.418	0.509	резиденциялар
residency	0.694	0.357	0.679	резиденция
resident	0.592	0.327	0.500	тұрғыны
residential	0.720	0.210	0.589	Тұрғылықты
residual	0.448	0.288	0.327	қалдық
residue	0.354	0.330	0.183	қалдық
resign	0.250	0.543	0.273	отставкаға кету
resignation	0.145	0.392	0.310	отставка
resigned	0.240	0.170	0.268	отставкаға кетті
resilience	0.531	0.440	0.667	төзімділік
resilient	0.542	0.540	0.801	төзімді
resin	0.284	0.308	0.400	шайыр
resist	0.414	0.676	0.651	қарсы тұру
resistance	0.427	0.694	0.796	қарсылық
resistant	0.592	0.585	0.815	төзімді
resisting	0.408	0.776	0.789	қарсы тұру
resistive	0.396	0.519	0.651	резистивті
resolute	0.771	0.510	0.712	батыл
resolutely	0.714	0.453	0.805	табанды түрде
resolution	0.780	0.550	0.745	рұқсат
resolve	0.710	0.472	0.750	шешу
resolved	0.735	0.357	0.683	шешілді
resonance	0.541	0.426	0.629	резонанс
resonant	0.542	0.633	0.663	резонанстық
resonate	0.582	0.610	0.644	резонанс тудырады
resonator	0.469	0.608	0.519	резонатор
resort	0.573	0.441	0.632	курорт
resounding	0.490	0.708	0.596	сыңғырлаған
resource	0.740	0.357	0.749	ресурс
resourceful	0.906	0.704	0.886	тапқыр
resources	0.604	0.348	0.627	ресурстар
respect	0.927	0.344	0.758	құрмет
respectability	0.875	0.407	0.912	құрметтілігі
respectable	0.850	0.350	0.889	құрметті
respected	0.908	0.441	0.853	құрметті
respectful	0.951	0.386	0.814	құрметті
respecting	0.837	0.321	0.720	құрметтеу
respective	0.625	0.413	0.721	тиісті
respects	0.840	0.387	0.824	құрметтейді
respiration	0.760	0.377	0.669	тыныс алу
respirator	0.433	0.398	0.453	респиратор
respiratory	0.500	0.450	0.552	тыныс алу
respite	0.600	0.373	0.420	демалыс
resplendent	0.905	0.673	0.755	жарқыраған
respond	0.573	0.435	0.594	жауап беру
respondent	0.449	0.455	0.480	жауап беруші
response	0.615	0.500	0.472	жауап
responsibility	0.760	0.500	0.852	жауапкершілік
responsible	0.837	0.527	0.833	жауапты
responsive	0.816	0.569	0.573	жауап беретін
rest	0.907	0.167	0.300	демалыс
restart	0.531	0.519	0.554	қайтадан қосу
restaurant	0.847	0.406	0.500	мейрамхана
rested	0.792	0.235	0.462	демалды
restful	0.781	0.116	0.413	тыныш
restitution	0.583	0.542	0.643	қалпына келтіру
restless	0.219	0.810	0.304	мазасыз
restlessness	0.083	0.794	0.397	мазасыздық
restock	0.510	0.538	0.645	қайта қорландыру
restoration	0.755	0.426	0.734	қалпына келтіру
restorative	0.633	0.510	0.703	қалпына келтіретін
restore	0.765	0.490	0.625	қалпына келтіру
restored	0.892	0.410	0.728	қалпына келтірілді
restoring	0.820	0.490	0.783	қалпына келтіру
restrain	0.134	0.696	0.434	тежеу
restrained	0.354	0.590	0.509	ұстамды
restraining	0.296	0.702	0.672	тежеу
restraint	0.167	0.618	0.520	ұстамдылық
restrict	0.115	0.539	0.577	шектеу
restricted	0.276	0.500	0.407	шектелген
restriction	0.130	0.590	0.569	шектеу
restrictive	0.215	0.596	0.500	шектеуші
restroom	0.653	0.279	0.267	дәретхана
result	0.812	0.490	0.652	нәтиже
resultant	0.670	0.441	0.637	нәтиже
resume	0.573	0.411	0.586	түйіндеме
resumption	0.637	0.528	0.653	қайта бастау
resurrect	0.781	0.725	0.817	қайта тірілу
resurrection	0.708	0.740	0.759	қайта тірілу
resuscitate	0.531	0.696	0.818	реанимациялау
resuscitation	0.753	0.768	0.795	реанимация
retail	0.510	0.353	0.411	бөлшек сауда
retailer	0.708	0.439	0.595	бөлшек сатушы
retain	0.367	0.451	0.630	сақтау
retainer	0.396	0.422	0.356	ұстағыш
retaining	0.417	0.559	0.632	сақтау
retake	0.616	0.471	0.591	қайта алу
retaliate	0.111	0.812	0.595	кек алу
retaliation	0.156	0.812	0.491	кек алу
retaliatory	0.194	0.865	0.598	кек алу
retard	0.194	0.347	0.222	тежеу
retardation	0.125	0.360	0.155	тежелу
retarded	0.302	0.462	0.161	есі
retards	0.362	0.434	0.218	тежейді
retention	0.344	0.490	0.558	ұстау
retentive	0.439	0.482	0.491	сақтаушы
rethink	0.480	0.423	0.583	қайта ойланыңыз
reticent	0.396	0.519	0.500	тұйық
retina	0.490	0.255	0.342	көз торы
retinal	0.531	0.343	0.475	көз торы
retire	0.398	0.392	0.186	зейнеткерлікке шығу
retired	0.270	0.259	0.301	зейнеткер
retirement	0.250	0.324	0.255	зейнеткерлікке шығу
retiring	0.408	0.376	0.214	зейнеткерлікке шығу
retold	0.459	0.385	0.352	қайта айтылды
retort	0.417	0.520	0.481	кері қайтару
retrace	0.250	0.482	0.317	қайта қарау
retract	0.316	0.443	0.358	бас тарту
retraction	0.312	0.491	0.427	кері тарту
retractor	0.354	0.590	0.557	тартқыш
retreat	0.500	0.519	0.312	шегіну
retrenchment	0.230	0.650	0.384	қысқарту
retrial	0.500	0.577	0.593	қайта қарау
retribution	0.625	0.490	0.708	жаза
retrieval	0.700	0.440	0.704	іздеу
retrieve	0.740	0.576	0.705	алу
retriever	0.459	0.500	0.464	ретривер
retro	0.650	0.276	0.321	ретро
retroactive	0.521	0.452	0.655	ретроактивті
retrograde	0.208	0.464	0.415	ретроград
retrospect	0.406	0.500	0.538	ретроспект
retrospective	0.594	0.481	0.528	ретроспективті
retrospectively	0.516	0.400	0.560	ретроспективті түрде
return	0.602	0.412	0.463	қайтару
reunion	0.837	0.500	0.672	қайта қосылу
reunite	0.656	0.550	0.657	қайта қосылу
reunited	0.708	0.439	0.658	қайта қосылды
rev	0.367	0.422	0.353	рев
reveal	0.493	0.637	0.526	ашу
revel	0.740	0.705	0.684	көңіл көтеру
revelation	0.879	0.500	0.865	ашу
revelations	0.729	0.655	0.600	ашулар
revels	0.827	0.683	0.647	қуанады
revenge	0.230	0.940	0.627	кек алу
revenue	0.873	0.510	0.854	кіріс
reverberation	0.390	0.639	0.551	реверберация
revere	0.750	0.562	0.608	қастерлеу
reverence	0.643	0.347	0.516	құрмет
reverend	0.650	0.337	0.576	құрметті
reverent	0.551	0.490	0.694	құрметті
reverie	0.667	0.413	0.471	армандау
reversal	0.380	0.510	0.591	кері қайтару
reverse	0.539	0.415	0.461	кері
reversion	0.458	0.538	0.425	реверсия
revert	0.380	0.451	0.519	қайтару
reverting	0.562	0.385	0.544	қайтару
review	0.667	0.408	0.636	шолу
reviewer	0.562	0.344	0.500	шолушы
revise	0.500	0.469	0.509	қайта қарау
revision	0.417	0.459	0.710	қайта қарау
revisit	0.552	0.530	0.509	қайта қарау
revival	0.823	0.664	0.597	жаңғыру
revive	0.676	0.780	0.778	жандандыру
revocation	0.260	0.610	0.673	күшін жою
revoke	0.251	0.696	0.737	күшін жою
revolt	0.343	0.878	0.658	көтеріліс
revolting	0.102	0.690	0.300	бүлікші
revolution	0.417	0.902	0.798	революция
revolutionary	0.635	0.887	0.824	революциялық
revolutionize	0.684	0.816	0.904	төңкеріс жасау
revolve	0.592	0.546	0.402	айналу
revolver	0.194	0.796	0.750	револьвер
revolving	0.602	0.570	0.580	айналмалы
revue	0.594	0.350	0.420	ревю
revulsion	0.104	0.765	0.343	ренжіту
revving	0.604	0.875	0.879	айналу
reward	0.948	0.694	0.783	сыйақы
rewarding	0.958	0.637	0.783	марапаттау
rewind	0.460	0.551	0.431	кері айналдыру
rewire	0.365	0.462	0.406	қайта сым
rewrite	0.490	0.500	0.434	қайта жазу
rhapsody	0.708	0.490	0.460	рапсодия
rhetoric	0.417	0.429	0.504	риторика
rhetorical	0.417	0.569	0.635	риторикалық
rheumatism	0.219	0.472	0.418	ревматизм
rhinestone	0.531	0.551	0.408	ринстон
rhino	0.531	0.549	0.555	мүйізтұмсық
rhinoceros	0.556	0.656	0.569	мүйізтұмсық
rhubarb	0.582	0.304	0.340	ревень
rhyme	0.667	0.249	0.481	рифма
rhyming	0.729	0.410	0.500	рифмалау
rhythm	0.771	0.759	0.573	ырғақ
rhythmic	0.714	0.642	0.664	ырғақты
rhythmical	0.844	0.694	0.632	ырғақты
rib	0.490	0.349	0.351	қабырға
ribbed	0.365	0.378	0.409	қырлы
ribbon	0.719	0.288	0.357	таспа
rice	0.667	0.208	0.330	күріш
rich	0.882	0.627	0.905	бай
riches	0.958	0.694	0.880	байлық
richness	0.896	0.833	0.922	байлық
rick	0.459	0.420	0.444	рик
rickety	0.224	0.402	0.241	қатал
rickshaw	0.438	0.594	0.402	рикша
ricochet	0.287	0.618	0.430	рикошет
rid	0.194	0.408	0.327	құтылу
riddance	0.323	0.562	0.472	құтылу
riddle	0.521	0.583	0.543	жұмбақ
riddled	0.281	0.861	0.422	жұмбақ
ride	0.806	0.465	0.472	міну
rider	0.635	0.627	0.574	шабандоз
ridge	0.484	0.402	0.349	жота
ridicule	0.143	0.745	0.255	мазақ ету
ridiculed	0.112	0.806	0.212	мазақ етті
ridiculous	0.159	0.594	0.245	күлкілі
riding	0.694	0.654	0.620	міну
rife	0.570	0.561	0.692	көп
riff	0.521	0.551	0.343	риф
riffraff	0.360	0.404	0.397	риффрафф
rifle	0.329	0.900	0.718	мылтық
rifleman	0.245	0.863	0.767	атқыш
rifles	0.337	0.864	0.765	мылтық
rift	0.246	0.519	0.289	жыртық
rig	0.542	0.382	0.746	бұрғылау қондырғысы
rigged	0.188	0.510	0.412	бұрмаланған
rigging	0.510	0.518	0.440	такелаж
right	0.740	0.352	0.710	дұрыс
righteous	0.823	0.385	0.790	әділ
righteousness	0.802	0.660	0.897	әділдік
rightful	0.837	0.358	0.821	заңды
rightly	0.740	0.471	0.782	дұрыс
righty	0.750	0.314	0.786	дұрыс
rigid	0.357	0.552	0.591	қатты
rigidity	0.198	0.530	0.726	қаттылық
rigor	0.375	0.745	0.713	қатаңдық
rigorous	0.438	0.818	0.847	қатал
rim	0.510	0.397	0.302	шеңбер
rind	0.542	0.280	0.491	қабығы
ring	0.677	0.427	0.464	сақина
ringer	0.573	0.604	0.347	қоңырау
ringing	0.724	0.598	0.693	шырылдау
ringleader	0.520	0.550	0.640	жетекші
ringmaster	0.630	0.622	0.732	қоңырау шебері
ringside	0.500	0.644	0.411	сақина
rink	0.551	0.392	0.392	мұз айдыны
rinse	0.663	0.168	0.409	шаю
riot	0.061	0.946	0.586	бүлік
rioting	0.156	0.949	0.560	тәртіпсіздік
riotous	0.163	0.837	0.588	дүрбелең
riots	0.099	0.882	0.564	тәртіпсіздіктер
rip	0.146	0.676	0.365	Иманды болсын
riparian	0.552	0.408	0.412	жағалық
ripe	0.671	0.337	0.670	піскен
ripen	0.755	0.373	0.671	піседі
ripening	0.615	0.490	0.759	пісуі
ripper	0.219	0.887	0.642	жыртқыш
ripple	0.500	0.453	0.370	толқын
rippling	0.500	0.480	0.327	толқынды
rise	0.667	0.593	0.745	көтерілу
rising	0.750	0.602	0.696	көтерілуде
risk	0.240	0.816	0.438	тәуекел
risky	0.224	0.922	0.700	тәуекелді
risotto	0.802	0.454	0.234	рисотто
rite	0.378	0.570	0.606	ырым
ritual	0.375	0.520	0.508	рәсім
ritualistic	0.450	0.583	0.540	ритуалистік
rival	0.286	0.605	0.574	бәсекелес
rivalry	0.192	0.765	0.538	бәсекелестік
river	0.688	0.392	0.605	өзен
riverbank	0.684	0.300	0.330	өзен жағасы
riverbed	0.610	0.233	0.421	өзен арнасы
riverboat	0.561	0.347	0.462	өзен қайығы
rivet	0.458	0.306	0.405	тойтарма
riveted	0.385	0.439	0.443	тойтарылған
riveting	0.448	0.544	0.394	тойтару
roach	0.146	0.598	0.259	қарақұйрық
road	0.656	0.404	0.404	жол
roadblock	0.337	0.669	0.490	тосқауыл
roadhouse	0.500	0.620	0.458	жол үйі
roadie	0.500	0.566	0.455	жолшы
roadrage	0.458	0.567	0.565	жол қозғалысы
roadrunner	0.490	0.702	0.590	жолшы
roads	0.677	0.448	0.496	жолдар
roadside	0.500	0.569	0.472	жол жиегі
roadster	0.531	0.622	0.473	роудстер
roadtrip	0.677	0.596	0.519	жолсапар
roadway	0.562	0.206	0.509	жол
roadworks	0.562	0.538	0.509	жол жұмыстары
roam	0.510	0.550	0.444	серуендеу
roar	0.427	0.816	0.675	гүрілдеу
roaring	0.449	0.817	0.634	гүрілдеу
roast	0.521	0.541	0.311	қуыру
roasted	0.615	0.520	0.339	қуырылған
rob	0.112	0.840	0.500	тонау
robber	0.135	0.772	0.481	қарақшы
robbery	0.133	0.843	0.435	тонау
robe	0.594	0.216	0.298	халат
robin	0.552	0.363	0.393	Робин
robot	0.441	0.337	0.543	робот
robotic	0.417	0.602	0.657	роботтық
robotics	0.592	0.600	0.763	робототехника
robust	0.667	0.604	0.719	берік
roc	0.427	0.510	0.415	рок
rock	0.623	0.236	0.557	рок
rocker	0.615	0.704	0.625	рокер
rocket	0.664	0.824	0.774	зымыран
rocks	0.365	0.209	0.543	тастар
rod	0.479	0.319	0.355	таяқ
rodent	0.323	0.577	0.279	кеміргіш
rodeo	0.490	0.676	0.588	родео
roe	0.490	0.382	0.398	елік
rogue	0.334	0.713	0.636	алаяқ
role	0.552	0.260	0.464	рөл
roll	0.469	0.510	0.172	орам
roller	0.521	0.394	0.345	ролик
rollercoaster	0.802	0.910	0.651	төбешік
rollers	0.490	0.365	0.336	роликтер
rollicking	0.878	0.806	0.552	айналдыру
rolling	0.510	0.606	0.321	домалау
roman	0.615	0.475	0.639	роман
romance	0.980	0.682	0.587	романтика
romantic	0.936	0.531	0.598	романтикалық
romanticism	0.854	0.521	0.593	романтизм
romp	0.610	0.640	0.417	бұзық
roof	0.602	0.226	0.342	шатыр
rooftop	0.571	0.471	0.461	шатыр
rook	0.380	0.400	0.510	тірек
rookie	0.583	0.370	0.198	жаңа ойыншы
room	0.729	0.283	0.445	бөлме
roomful	0.786	0.425	0.634	бөлмелі
roommate	0.750	0.481	0.480	бөлмелес
rooms	0.677	0.241	0.386	бөлмелер
roomy	0.760	0.342	0.736	кең
roost	0.500	0.410	0.345	тауық
rooster	0.459	0.385	0.275	әтеш
root	0.602	0.279	0.508	тамыр
root beer	0.582	0.520	0.415	тамыр сырасы
rooted	0.510	0.527	0.718	тамырлы
rope	0.385	0.280	0.345	арқан
ropes	0.458	0.304	0.402	арқандар
rosary	0.806	0.140	0.430	розарий
rose	0.865	0.276	0.386	Роза
rosemary	0.688	0.381	0.425	розмарин
rosette	0.469	0.410	0.310	розетка
roster	0.531	0.306	0.381	тізім
rosy	0.940	0.528	0.755	қызғылт
rot	0.031	0.558	0.301	шірік
rota	0.320	0.462	0.209	айналу
rotary	0.573	0.462	0.528	айналмалы
rotate	0.458	0.470	0.492	айналдыру
rotation	0.670	0.520	0.550	айналу
rote	0.561	0.481	0.696	жатқа
rotor	0.500	0.458	0.404	ротор
rotten	0.104	0.590	0.327	шірік
rotting	0.188	0.462	0.255	шірік
rotunda	0.500	0.464	0.393	ротонда
rouge	0.562	0.400	0.382	қызғылт
rough	0.406	0.794	0.632	өрескел
roughly	0.448	0.539	0.463	шамамен
roughneck	0.323	0.640	0.491	өрескел мойын
roughness	0.214	0.578	0.490	кедір-бұдыр
roulette	0.326	0.690	0.422	рулетка
round	0.552	0.434	0.311	дөңгелек
roundabout	0.490	0.425	0.495	айналма
rounded	0.592	0.391	0.396	дөңгелектенген
roundup	0.520	0.580	0.474	ары-бері
rouse	0.521	0.490	0.463	ояту
rouser	0.480	0.540	0.423	роузер
rousing	0.714	0.517	0.692	ояту
rout	0.163	0.625	0.233	маршрут
route	0.583	0.353	0.518	маршрут
routine	0.365	0.219	0.333	күнделікті
rove	0.457	0.400	0.400	жүгіру
rover	0.510	0.538	0.421	ровер
roving	0.583	0.442	0.491	серуендеу
row	0.427	0.275	0.406	қатар
rowboat	0.455	0.393	0.353	ескекті қайық
rowdy	0.255	0.900	0.518	төбелес
rowing	0.458	0.443	0.467	ескек есу
royal	0.796	0.430	0.759	король
royalty	0.832	0.571	0.833	роялти
rub	0.521	0.565	0.400	ысқылау
rubber	0.460	0.217	0.315	резеңке
rubbers	0.604	0.360	0.414	каучуктар
rubbing	0.406	0.569	0.440	үйкеліс
rubbish	0.198	0.454	0.164	қоқыс
rubble	0.308	0.509	0.289	үйінді
rubdown	0.561	0.491	0.404	ысқылау
rubric	0.427	0.260	0.500	айдары
ruby	0.663	0.408	0.544	рубин
ruckus	0.271	0.706	0.411	дүрбелең
rudder	0.439	0.469	0.509	руль
ruddy	0.490	0.630	0.395	қызыл түсті
rude	0.061	0.821	0.402	дөрекі
rudeness	0.280	0.819	0.692	дөрекілік
rudimentary	0.286	0.321	0.509	қарапайым
rudiments	0.385	0.520	0.373	негізі
rue	0.323	0.394	0.246	ру
rueful	0.173	0.429	0.225	өкінішті
ruff	0.365	0.510	0.375	руф
ruffian	0.130	0.824	0.463	руфиялық
ruffle	0.443	0.561	0.518	бұдыр
rug	0.520	0.240	0.245	кілем
rugby	0.677	0.820	0.708	регби
rugged	0.561	0.569	0.793	өрескел
ruin	0.125	0.588	0.192	қирау
ruination	0.184	0.582	0.209	бүліну
ruined	0.135	0.564	0.194	қираған
ruinous	0.255	0.690	0.275	бүлдіргіш
ruins	0.250	0.490	0.248	қирандылар
rule	0.567	0.427	0.593	ереже
ruler	0.440	0.400	0.631	сызғыш
ruling	0.177	0.566	0.410	үкім
rum	0.561	0.377	0.451	ром
rumba	0.781	0.827	0.615	румба
rumble	0.367	0.745	0.613	гүрілдеу
rummage	0.243	0.615	0.289	шулау
rumor	0.255	0.582	0.282	қауесет
rumored	0.427	0.604	0.318	қауесет
rump	0.449	0.425	0.396	жамбас
rumpus	0.448	0.531	0.422	румпус
run	0.542	0.787	0.543	жүгіру
runaround	0.448	0.519	0.349	жүгіру
runaway	0.271	0.770	0.402	қашып кету
rundown	0.520	0.296	0.465	басып кету
runes	0.438	0.300	0.304	рундар
rung	0.510	0.355	0.368	баспалдақ
runner	0.459	0.747	0.632	жүгіруші
running	0.730	0.858	0.442	жүгіру
running shoes	0.653	0.573	0.491	жүгіру аяқ киім
runny	0.540	0.439	0.325	ақшыл
runt	0.370	0.500	0.445	жүгіру
runway	0.585	0.373	0.406	ұшу-қону жолағы
rupture	0.125	0.633	0.430	жыртылу
rural	0.562	0.245	0.408	ауылдық
ruse	0.531	0.640	0.546	қулық
rush	0.406	0.809	0.546	асығыс
rushing	0.398	0.821	0.529	асығыс
rust	0.281	0.265	0.321	тот
rusted	0.286	0.357	0.302	тот басқан
rustic	0.369	0.657	0.491	рустикалық
rustle	0.333	0.538	0.394	сыбдырлау
rustler	0.281	0.830	0.429	ұршы
rusty	0.271	0.345	0.231	тот басқан
rut	0.333	0.310	0.392	рут
ruth	0.469	0.427	0.444	рут
ruthless	0.208	0.850	0.670	аяусыз
rye	0.490	0.298	0.411	қара бидай
sabbatical	0.771	0.240	0.427	демалыс
saber	0.551	0.620	0.553	қылыш
sable	0.449	0.596	0.500	бұлғын
sabotage	0.135	0.906	0.500	саботаж
saboteur	0.250	0.804	0.407	диверсант
sac	0.344	0.245	0.226	қап
sack	0.385	0.337	0.264	қап
sacrament	0.690	0.316	0.700	қасиетті рәсім
sacred	0.833	0.375	0.862	киелі
sacrifice	0.208	0.833	0.534	құрбан ету
sacrifices	0.281	0.717	0.538	құрбандықтар
sacrificial	0.198	0.755	0.452	құрбандық
sacrilege	0.281	0.708	0.491	қасиеттілік
sacrilegious	0.146	0.736	0.449	қасиетті
sad	0.225	0.333	0.149	қайғылы
sadday	0.520	0.418	0.411	қайғылы күн
saddens	0.104	0.436	0.144	қайғырады
saddle	0.510	0.509	0.306	седла
sadist	0.042	0.918	0.500	садист
sadistic	0.031	0.906	0.618	садистік
sadly	0.047	0.255	0.216	өкінішті
sadness	0.052	0.288	0.164	мұң
safari	0.663	0.673	0.640	сафари
safe	0.898	0.306	0.759	қауіпсіз
safeguard	0.786	0.624	0.700	қорғау
safekeeping	0.653	0.510	0.586	сақтау
safety	0.708	0.491	0.868	қауіпсіздік
saffron	0.443	0.373	0.349	шафран
sag	0.153	0.578	0.445	шөгу
saga	0.635	0.440	0.600	дастан
sage	0.781	0.327	0.693	шалфей
saggy	0.370	0.429	0.300	салбыраған
sail	0.615	0.220	0.325	жүзу
sailboat	0.719	0.392	0.381	желкенді қайық
sailing	0.667	0.520	0.500	жүзу
sailor	0.500	0.588	0.500	матрос
saint	0.812	0.240	0.693	әулие
sainted	0.708	0.296	0.676	қасиетті
saintly	0.865	0.286	0.591	әулие
sake	0.490	0.573	0.407	саке
salad	0.750	0.260	0.307	салат
salamander	0.410	0.362	0.309	саламандр
salami	0.667	0.360	0.339	салями
salary	0.786	0.480	0.652	жалақы
sale	0.647	0.602	0.573	сату
salesgirl	0.582	0.490	0.605	сатушы қыз
salesman	0.643	0.559	0.664	сатушы
salient	0.600	0.573	0.702	көрнекті
saline	0.430	0.340	0.385	тұзды
saliva	0.214	0.265	0.236	сілекей
sally	0.604	0.390	0.451	Салли
salmon	0.760	0.250	0.444	ақсерке
salmonella	0.167	0.608	0.312	сальмонелла
salon	0.531	0.296	0.463	салон
saloon	0.630	0.300	0.364	салон
salsa	0.742	0.500	0.370	сальса
salt	0.323	0.312	0.306	тұз
salted	0.333	0.400	0.304	тұздалған
saltwater	0.327	0.330	0.364	тұзды су
salty	0.388	0.531	0.288	тұзды
salutary	0.885	0.360	0.686	салауатты
salutation	0.878	0.417	0.500	сәлемдесу
salute	0.833	0.542	0.681	сәлем
salvage	0.622	0.510	0.832	құтқару
