English Word	Valence	Arousal	Dominance	Macedonian Word
refit	0.500	0.577	0.506	поправете
reflect	0.698	0.342	0.472	одразуваат
reflecting	0.590	0.408	0.471	рефлектирајќи
reflection	0.710	0.500	0.528	одраз
reflective	0.656	0.292	0.735	рефлектирачки
reflector	0.479	0.510	0.500	рефлектор
reflex	0.583	0.460	0.538	рефлекс
reflux	0.281	0.559	0.347	рефлукс
reform	0.531	0.490	0.797	реформи
reformation	0.809	0.500	0.558	реформација
reformer	0.562	0.569	0.905	реформатор
refraction	0.388	0.471	0.526	рефракција
refractor	0.510	0.541	0.433	рефрактор
refractory	0.520	0.357	0.588	огноотпорни
refrain	0.314	0.373	0.277	се воздржуваат
refraining	0.418	0.453	0.404	воздржувајќи се
refresh	0.719	0.640	0.689	освежи
refreshed	0.910	0.377	0.480	освежен
refreshing	0.936	0.520	0.571	освежувачки
refreshment	0.667	0.410	0.352	освежување
refrigerate	0.635	0.357	0.457	ладилник
refrigeration	0.735	0.392	0.500	ладење
refrigerator	0.677	0.260	0.391	фрижидер
refuel	0.592	0.445	0.500	наполни гориво
refuge	0.640	0.238	0.481	прибежиште
refugee	0.379	0.607	0.327	бегалец
refund	0.541	0.528	0.430	рефундирање
refurbish	0.656	0.633	0.541	реновира
refusal	0.052	0.610	0.321	одбивање
refuse	0.180	0.520	0.331	одбие
refused	0.163	0.475	0.188	одби
refusing	0.143	0.670	0.203	одбивајќи
refutation	0.312	0.726	0.566	побивање
refute	0.312	0.731	0.583	побие
regain	0.729	0.520	0.759	поврати
regal	0.643	0.459	0.556	кралски
regalia	0.760	0.441	0.556	регалии
regard	0.802	0.336	0.809	поглед
regatta	0.740	0.471	0.435	регата
regency	0.520	0.472	0.630	регентност
regenerate	0.782	0.607	0.767	регенерира
regeneration	0.760	0.640	0.845	регенерација
regent	0.680	0.529	0.675	регент
reggae	0.698	0.520	0.500	реге
regime	0.290	0.668	0.773	режим
regimen	0.428	0.538	0.840	режим
regiment	0.469	0.722	0.755	полк
regimental	0.292	0.637	0.817	полк
region	0.540	0.295	0.712	регион
regional	0.620	0.400	0.607	регионални
regionalism	0.640	0.500	0.773	регионализам
register	0.490	0.412	0.654	регистрираат
registrar	0.599	0.537	0.574	регистратор
registration	0.622	0.396	0.574	регистрација
registry	0.573	0.320	0.583	регистар
regress	0.255	0.442	0.300	регресија
regression	0.312	0.500	0.324	регресија
regressive	0.302	0.434	0.363	регресивен
regret	0.230	0.623	0.331	жалење
regretful	0.167	0.480	0.188	жалење
regrettable	0.104	0.374	0.245	за жалење
regretted	0.352	0.540	0.368	зажали
regretting	0.255	0.567	0.273	жалење
regroup	0.633	0.602	0.797	прегрупираат
regular	0.435	0.188	0.558	редовни
regularity	0.663	0.337	0.585	регуларноста
regulars	0.729	0.327	0.508	редовните
regulate	0.510	0.275	0.481	регулираат
regulated	0.531	0.269	0.483	регулирани
regulation	0.542	0.425	0.667	регулатива
regulator	0.500	0.336	0.668	регулатор
regulatory	0.531	0.448	0.528	регулаторни
regurgitation	0.160	0.647	0.315	регургитација
rehab	0.531	0.450	0.593	рехабилитација
rehabilitate	0.671	0.538	0.642	рехабилитираат
rehabilitation	0.406	0.528	0.606	рехабилитација
rehash	0.405	0.451	0.403	повторно измазнуваат
rehearsal	0.667	0.470	0.500	проба
rehearse	0.588	0.622	0.500	проба
reign	0.806	0.567	0.873	владее
reigning	0.677	0.632	0.870	владеејќи
reimburse	0.680	0.418	0.527	надомести
reimbursement	0.653	0.610	0.567	рефундирање
rein	0.500	0.357	0.438	заузда
reincarnation	0.786	0.747	0.676	реинкарнација
reindeer	0.592	0.336	0.396	ирваси
reinforce	0.604	0.583	0.760	засили
reinforcement	0.729	0.702	0.902	засилување
reinforcements	0.646	0.719	0.875	засилувања
reins	0.480	0.448	0.545	уздите
reinstall	0.458	0.500	0.745	повторно инсталирај
reinstate	0.760	0.551	0.596	врати на работа
reinstatement	0.729	0.521	0.707	враќање на работа
reinvest	0.570	0.627	0.763	реинвестираат
reinvestment	0.582	0.622	0.782	реинвестирање
reiterate	0.422	0.451	0.655	повтори
reject	0.060	0.647	0.370	отфрли
rejected	0.102	0.480	0.250	одбиено
rejection	0.080	0.704	0.330	одбивање
rejects	0.083	0.637	0.422	отфрла
rejoice	0.827	0.650	0.698	радувај се
rejoicing	0.811	0.637	0.592	радувајќи се
rejoin	0.655	0.548	0.556	повторно приклучи се
rejuvenate	0.776	0.588	0.767	подмладување
rejuvenated	0.809	0.673	0.700	подмладена
rekindle	0.656	0.520	0.788	повторно разгори
relapse	0.173	0.460	0.303	релапс
relate	0.653	0.500	0.623	се однесуваат
related	0.677	0.365	0.519	поврзани
relation	0.857	0.604	0.625	однос
relationship	0.867	0.566	0.589	врска
relative	0.500	0.378	0.386	роднина
relativity	0.594	0.393	0.615	релативноста
relax	0.927	0.250	0.375	опушти се
relaxant	0.878	0.087	0.357	релаксант
relaxation	0.873	0.161	0.381	релаксација
relaxed	0.865	0.090	0.382	опуштено
relaxing	0.854	0.157	0.475	релаксирачки
relay	0.738	0.542	0.543	реле
release	0.740	0.606	0.741	ослободување
released	0.844	0.490	0.651	ослободен
relegation	0.375	0.500	0.434	испаѓање
relentless	0.333	0.713	0.904	немилосрдна
relevance	0.710	0.599	0.791	Релевантност
relevancy	0.724	0.481	0.673	релевантност
relevant	0.719	0.608	0.764	релевантни
reliability	0.917	0.380	0.696	доверливост
reliable	0.912	0.241	0.875	сигурен
reliance	0.844	0.431	0.853	потпирање
relic	0.646	0.452	0.591	реликвија
relics	0.719	0.580	0.579	моштите
relief	0.844	0.278	0.481	олеснување
relieve	0.813	0.183	0.536	олеснуваат
relieved	0.896	0.314	0.391	олеснето
relieving	0.740	0.255	0.455	олеснување
relight	0.560	0.588	0.519	светлина
religion	0.646	0.320	0.755	религијата
religious	0.740	0.238	0.696	верски
relinquish	0.265	0.606	0.286	отстапи
relish	0.854	0.610	0.632	насладување
relive	0.750	0.650	0.693	доживее
reload	0.562	0.611	0.571	повторно вчитај
relocate	0.500	0.594	0.640	се пресели
relocation	0.396	0.500	0.475	преместување
reluctance	0.240	0.606	0.373	неподготвеност
reluctant	0.292	0.630	0.432	неволно
rely	0.812	0.429	0.616	се потпираат
remain	0.709	0.365	0.731	остануваат
remainder	0.398	0.357	0.324	остаток
remaining	0.449	0.290	0.296	преостанати
remains	0.610	0.240	0.565	останува
remake	0.583	0.488	0.642	римејк
remand	0.245	0.446	0.318	притвор
remark	0.561	0.325	0.716	забелешка
remarkable	0.880	0.573	0.720	извонреден
remarkably	0.688	0.618	0.868	извонредно
remarry	0.653	0.791	0.540	се премажи
rematch	0.469	0.798	0.627	реванш
remedial	0.369	0.418	0.509	поправен
remedy	0.625	0.283	0.491	лек
remember	0.776	0.422	0.454	запомнете
remembered	0.916	0.333	0.588	запаметен
remembering	0.535	0.386	0.509	сеќавајќи се
remembrance	0.812	0.250	0.519	сеќавање
remind	0.721	0.415	0.563	потсети
reminder	0.552	0.423	0.589	потсетник
reminisce	0.903	0.490	0.363	потсетете се
reminiscent	0.500	0.481	0.611	потсетувајќи
reminiscing	0.688	0.431	0.418	потсетувајќи се
remiss	0.190	0.650	0.325	пропушти
remission	0.418	0.330	0.518	ремисија
remit	0.510	0.509	0.473	препрати
remittance	0.684	0.479	0.454	дознака
remnant	0.367	0.312	0.388	остаток
remodel	0.604	0.647	0.693	преуреди
remorse	0.103	0.673	0.377	каење
remorseful	0.347	0.429	0.250	каење
remote	0.458	0.333	0.477	Далечински управувач
remoteness	0.323	0.510	0.339	оддалеченост
removal	0.245	0.540	0.368	отстранување
remove	0.292	0.539	0.472	отстрани
remover	0.337	0.443	0.526	отстранувач
remuneration	0.792	0.760	0.607	наградување
renaissance	0.771	0.670	0.767	ренесанса
renal	0.300	0.480	0.415	бубрежна
rencontre	0.510	0.452	0.463	изнајмување
rend	0.429	0.423	0.385	рента
render	0.541	0.395	0.448	направи
rendering	0.531	0.434	0.667	рендерирање
rendezvous	0.750	0.490	0.658	рандеву
rendition	0.417	0.360	0.398	изведба
renegade	0.140	0.640	0.509	отпадник
renegotiate	0.580	0.702	0.708	преговараат
renew	0.868	0.481	0.713	обнови
renewal	0.770	0.710	0.672	обновување
renounce	0.156	0.490	0.552	одрекуваат
renovate	0.878	0.549	0.755	реновира
renovated	0.783	0.406	0.657	реновиран
renovation	0.816	0.590	0.779	реновирање
renown	0.693	0.475	0.693	реноме
renowned	0.844	0.481	0.697	познат
rent	0.344	0.429	0.446	изнајмување
rental	0.510	0.370	0.308	изнајмување
renter	0.590	0.301	0.371	изнајмувач
renunciation	0.260	0.578	0.336	одрекување
reopen	0.656	0.528	0.568	повторно се отвори
reorganization	0.622	0.587	0.754	реорганизација
reorganize	0.667	0.590	0.722	реорганизираат
rep	0.520	0.510	0.640	претставник
repaint	0.622	0.382	0.308	пребојување
repair	0.583	0.460	0.589	поправка
repairman	0.582	0.426	0.707	мајстор
reparation	0.531	0.615	0.732	репарација
repay	0.469	0.632	0.592	отплати
repayment	0.479	0.490	0.474	отплата
repeal	0.260	0.480	0.482	укинување
repeat	0.490	0.529	0.552	повторете
repeated	0.429	0.472	0.314	повтори
repeatedly	0.479	0.575	0.500	постојано
repeater	0.479	0.426	0.430	повторувач
repel	0.224	0.620	0.441	одвратат
repellant	0.292	0.620	0.426	отвратителен
repellent	0.286	0.500	0.491	отвратителен
repelling	0.184	0.633	0.429	одбивајќи
repent	0.449	0.422	0.386	покај се
repentance	0.417	0.604	0.324	покајанието
repentant	0.326	0.500	0.200	покајнички
repertoire	0.633	0.594	0.667	репертоар
repertory	0.562	0.473	0.528	репертоар
repetition	0.375	0.519	0.396	повторување
repetitive	0.320	0.438	0.362	повторувачки
rephrase	0.547	0.451	0.549	преформулира
replace	0.417	0.520	0.500	замени
replacement	0.385	0.519	0.500	замена
replay	0.612	0.522	0.761	реприза
replenish	0.615	0.336	0.689	надополнува
replete	0.552	0.497	0.670	преполни
replica	0.480	0.520	0.493	реплика
replicate	0.480	0.630	0.585	реплицираат
replication	0.342	0.618	0.510	репликација
reply	0.762	0.290	0.596	одговори
report	0.583	0.444	0.575	извештај
reported	0.418	0.442	0.567	пријавени
reporter	0.531	0.550	0.604	известувач
repose	0.469	0.100	0.330	упокојување
reposition	0.408	0.529	0.509	репозиционира
repository	0.406	0.396	0.500	складиште
repossess	0.418	0.667	0.552	повторно присвои
reprehensible	0.316	0.569	0.351	за осуда
represent	0.781	0.433	0.861	претставуваат
representation	0.677	0.542	0.750	застапеност
representative	0.704	0.366	0.694	претставник
represented	0.724	0.444	0.688	застапени
representing	0.796	0.464	0.833	претставувајќи
repress	0.208	0.612	0.536	потиснуваат
repressed	0.188	0.337	0.311	потиснати
repression	0.214	0.764	0.481	репресија
reprieve	0.531	0.471	0.574	одложување
reprimand	0.153	0.528	0.465	опомена
reprint	0.510	0.449	0.527	препечатување
reprisal	0.125	0.788	0.545	одмазда
reprise	0.459	0.500	0.464	реприза
reproach	0.240	0.755	0.384	прекор
reproduce	0.823	0.622	0.760	репродуцираат
reproduction	0.800	0.736	0.713	репродукција
reproductive	0.770	0.604	0.856	репродуктивен
reprogram	0.519	0.404	0.557	репрограмира
reptile	0.350	0.566	0.365	рептил
republic	0.635	0.340	0.830	република
republican	0.398	0.551	0.664	републикански
repudiation	0.167	0.686	0.274	отфрлање
repugnance	0.062	0.684	0.425	одвратност
repugnant	0.061	0.735	0.453	одвратен
repulsion	0.247	0.673	0.353	одбивност
repulsive	0.146	0.775	0.425	одбивни
repurchase	0.531	0.592	0.557	откуп
reputable	0.781	0.462	0.919	реномирана
reputation	0.740	0.542	0.721	угледот
repute	0.729	0.500	0.702	угледот
reputed	0.439	0.528	0.627	познат
request	0.625	0.471	0.618	барање
requiem	0.475	0.382	0.426	реквием
require	0.398	0.439	0.560	бараат
required	0.583	0.509	0.700	се бара
requirement	0.510	0.439	0.728	барање
requisite	0.448	0.363	0.609	задолжителен
requisition	0.478	0.510	0.649	реквизиција
reread	0.448	0.377	0.492	препрочитување
reroute	0.540	0.598	0.598	пренасочување
rerun	0.333	0.620	0.529	повторување
reschedule	0.438	0.422	0.537	презакажува
rescind	0.347	0.380	0.391	поништи
rescission	0.333	0.529	0.360	повлекување
rescue	0.806	0.926	0.850	спаси
research	0.633	0.663	0.741	истражување
researcher	0.569	0.510	0.857	истражувач
resection	0.375	0.482	0.500	ресекција
resemblance	0.743	0.216	0.570	сличност
resemble	0.602	0.388	0.463	наликуваат
resembling	0.592	0.250	0.529	наликува
resent	0.073	0.553	0.163	негодуваат
resentful	0.120	0.608	0.324	огорчен
resentment	0.163	0.745	0.528	незадоволство
reservation	0.688	0.343	0.561	резервација
reserve	0.585	0.289	0.589	резерва
reserved	0.594	0.316	0.583	резервирани
reserves	0.653	0.363	0.520	резерви
reservoir	0.531	0.276	0.462	резервоар
reset	0.490	0.450	0.574	ресетирање
reside	0.451	0.440	0.455	престојуваат
residence	0.615	0.382	0.585	престојувалиште
residences	0.618	0.418	0.509	резиденции
residency	0.694	0.357	0.679	жителство
resident	0.592	0.327	0.500	жител
residential	0.720	0.210	0.589	станбени
residual	0.448	0.288	0.327	остаток
residue	0.354	0.330	0.183	остаток
resign	0.250	0.543	0.273	оставка
resignation	0.145	0.392	0.310	оставка
resigned	0.240	0.170	0.268	поднесе оставка
resilience	0.531	0.440	0.667	отпорност
resilient	0.542	0.540	0.801	еластични
resin	0.284	0.308	0.400	смола
resist	0.414	0.676	0.651	се спротивстави
resistance	0.427	0.694	0.796	отпор
resistant	0.592	0.585	0.815	отпорни
resisting	0.408	0.776	0.789	пружајќи отпор
resistive	0.396	0.519	0.651	резистивни
resolute	0.771	0.510	0.712	решителен
resolutely	0.714	0.453	0.805	одлучно
resolution	0.780	0.550	0.745	резолуција
resolve	0.710	0.472	0.750	реши
resolved	0.735	0.357	0.683	решен
resonance	0.541	0.426	0.629	резонанца
resonant	0.542	0.633	0.663	резонантна
resonate	0.582	0.610	0.644	резонираат
resonator	0.469	0.608	0.519	резонатор
resort	0.573	0.441	0.632	одморалиште
resounding	0.490	0.708	0.596	звучен
resource	0.740	0.357	0.749	ресурс
resourceful	0.906	0.704	0.886	снаодлив
resources	0.604	0.348	0.627	ресурси
respect	0.927	0.344	0.758	почит
respectability	0.875	0.407	0.912	респектабилност
respectable	0.850	0.350	0.889	респектабилна
respected	0.908	0.441	0.853	почитуван
respectful	0.951	0.386	0.814	со почит
respecting	0.837	0.321	0.720	почитувајќи
respective	0.625	0.413	0.721	соодветните
respects	0.840	0.387	0.824	почит
respiration	0.760	0.377	0.669	дишењето
respirator	0.433	0.398	0.453	респиратор
respiratory	0.500	0.450	0.552	респираторни
respite	0.600	0.373	0.420	одмор
resplendent	0.905	0.673	0.755	раскошен
respond	0.573	0.435	0.594	одговори
respondent	0.449	0.455	0.480	испитаник
response	0.615	0.500	0.472	одговор
responsibility	0.760	0.500	0.852	одговорност
responsible	0.837	0.527	0.833	одговорен
responsive	0.816	0.569	0.573	одговора
rest	0.907	0.167	0.300	одмор
restart	0.531	0.519	0.554	рестарт
restaurant	0.847	0.406	0.500	ресторан
rested	0.792	0.235	0.462	одморен
restful	0.781	0.116	0.413	мирен
restitution	0.583	0.542	0.643	реституција
restless	0.219	0.810	0.304	немирен
restlessness	0.083	0.794	0.397	немир
restock	0.510	0.538	0.645	надополнува
restoration	0.755	0.426	0.734	реставрација
restorative	0.633	0.510	0.703	ресторативна
restore	0.765	0.490	0.625	врати
restored	0.892	0.410	0.728	обновен
restoring	0.820	0.490	0.783	реставрирање
restrain	0.134	0.696	0.434	воздржат
restrained	0.354	0.590	0.509	воздржани
restraining	0.296	0.702	0.672	ограничување
restraint	0.167	0.618	0.520	воздржаност
restrict	0.115	0.539	0.577	ограничување
restricted	0.276	0.500	0.407	ограничено
restriction	0.130	0.590	0.569	ограничување
restrictive	0.215	0.596	0.500	рестриктивни
restroom	0.653	0.279	0.267	тоалет
result	0.812	0.490	0.652	резултат
resultant	0.670	0.441	0.637	резултантна
resume	0.573	0.411	0.586	продолжи
resumption	0.637	0.528	0.653	продолжување
resurrect	0.781	0.725	0.817	воскреснат
resurrection	0.708	0.740	0.759	воскресение
resuscitate	0.531	0.696	0.818	реанимација
resuscitation	0.753	0.768	0.795	реанимација
retail	0.510	0.353	0.411	малопродажба
retailer	0.708	0.439	0.595	трговец на мало
retain	0.367	0.451	0.630	задржат
retainer	0.396	0.422	0.356	држач
retaining	0.417	0.559	0.632	задржување
retake	0.616	0.471	0.591	повторно преземање
retaliate	0.111	0.812	0.595	возврати
retaliation	0.156	0.812	0.491	одмазда
retaliatory	0.194	0.865	0.598	одмазднички
retard	0.194	0.347	0.222	ретардиран
retardation	0.125	0.360	0.155	ретардација
retarded	0.302	0.462	0.161	ретардирани
retards	0.362	0.434	0.218	ретардирани
retention	0.344	0.490	0.558	задржување
retentive	0.439	0.482	0.491	задржувачки
rethink	0.480	0.423	0.583	преиспита
reticent	0.396	0.519	0.500	воздржан
retina	0.490	0.255	0.342	мрежницата
retinal	0.531	0.343	0.475	ретинална
retire	0.398	0.392	0.186	се пензионира
retired	0.270	0.259	0.301	во пензија
retirement	0.250	0.324	0.255	пензионирање
retiring	0.408	0.376	0.214	пензионирање
retold	0.459	0.385	0.352	прераскажан
retort	0.417	0.520	0.481	возврати
retrace	0.250	0.482	0.317	повторна трага
retract	0.316	0.443	0.358	повлече
retraction	0.312	0.491	0.427	повлекување
retractor	0.354	0.590	0.557	повлекувач
retreat	0.500	0.519	0.312	повлекување
retrenchment	0.230	0.650	0.384	отпуштање
retrial	0.500	0.577	0.593	повторно судење
retribution	0.625	0.490	0.708	одмазда
retrieval	0.700	0.440	0.704	пронаоѓање
retrieve	0.740	0.576	0.705	поврати
retriever	0.459	0.500	0.464	ретривер
retro	0.650	0.276	0.321	ретро
retroactive	0.521	0.452	0.655	ретроактивни
retrograde	0.208	0.464	0.415	ретроградна
retrospect	0.406	0.500	0.538	ретроспектива
retrospective	0.594	0.481	0.528	ретроспектива
retrospectively	0.516	0.400	0.560	ретроспективно
return	0.602	0.412	0.463	враќање
reunion	0.837	0.500	0.672	повторно обединување
reunite	0.656	0.550	0.657	повторно обединат
reunited	0.708	0.439	0.658	повторно обединети
rev	0.367	0.422	0.353	врт
reveal	0.493	0.637	0.526	открива
revel	0.740	0.705	0.684	веселба
revelation	0.879	0.500	0.865	Откровение
revelations	0.729	0.655	0.600	откровенија
revels	0.827	0.683	0.647	се веселат
revenge	0.230	0.940	0.627	одмазда
revenue	0.873	0.510	0.854	приходите
reverberation	0.390	0.639	0.551	одекнување
revere	0.750	0.562	0.608	почитуваат
reverence	0.643	0.347	0.516	почит
reverend	0.650	0.337	0.576	пречесниот
reverent	0.551	0.490	0.694	почит
reverie	0.667	0.413	0.471	реверзија
reversal	0.380	0.510	0.591	пресврт
reverse	0.539	0.415	0.461	обратно
reversion	0.458	0.538	0.425	реверзија
revert	0.380	0.451	0.519	се врати
reverting	0.562	0.385	0.544	враќање назад
review	0.667	0.408	0.636	преглед
reviewer	0.562	0.344	0.500	рецензент
revise	0.500	0.469	0.509	ревидира
revision	0.417	0.459	0.710	ревизија
revisit	0.552	0.530	0.509	повторна посета
revival	0.823	0.664	0.597	преродба
revive	0.676	0.780	0.778	оживее
revocation	0.260	0.610	0.673	отповикување
revoke	0.251	0.696	0.737	отповика
revolt	0.343	0.878	0.658	револт
revolting	0.102	0.690	0.300	револтирачки
revolution	0.417	0.902	0.798	револуција
revolutionary	0.635	0.887	0.824	револуционерен
revolutionize	0.684	0.816	0.904	револуционизираат
revolve	0.592	0.546	0.402	се врти
revolver	0.194	0.796	0.750	револвер
revolving	0.602	0.570	0.580	ротирачки
revue	0.594	0.350	0.420	ревија
revulsion	0.104	0.765	0.343	одбивност
revving	0.604	0.875	0.879	вртење
reward	0.948	0.694	0.783	награда
rewarding	0.958	0.637	0.783	наградува
rewind	0.460	0.551	0.431	премотување назад
rewire	0.365	0.462	0.406	повторно жици
rewrite	0.490	0.500	0.434	препишуваат
rhapsody	0.708	0.490	0.460	рапсодија
rhetoric	0.417	0.429	0.504	реторика
rhetorical	0.417	0.569	0.635	реторички
rheumatism	0.219	0.472	0.418	ревматизам
rhinestone	0.531	0.551	0.408	кристал
rhino	0.531	0.549	0.555	носорог
rhinoceros	0.556	0.656	0.569	носорог
rhubarb	0.582	0.304	0.340	караница
rhyme	0.667	0.249	0.481	рима
rhyming	0.729	0.410	0.500	римување
rhythm	0.771	0.759	0.573	ритам
rhythmic	0.714	0.642	0.664	ритмички
rhythmical	0.844	0.694	0.632	ритмички
rib	0.490	0.349	0.351	ребро
ribbed	0.365	0.378	0.409	ребрести
ribbon	0.719	0.288	0.357	лента
rice	0.667	0.208	0.330	оризот
rich	0.882	0.627	0.905	богат
riches	0.958	0.694	0.880	богатството
richness	0.896	0.833	0.922	богатството
rick	0.459	0.420	0.444	рик
rickety	0.224	0.402	0.241	рахитис
rickshaw	0.438	0.594	0.402	рикша
ricochet	0.287	0.618	0.430	рикошет
rid	0.194	0.408	0.327	ослободи
riddance	0.323	0.562	0.472	ослободување
riddle	0.521	0.583	0.543	загатка
riddled	0.281	0.861	0.422	ишаран
ride	0.806	0.465	0.472	возење
rider	0.635	0.627	0.574	јавач
ridge	0.484	0.402	0.349	гребенот
ridicule	0.143	0.745	0.255	исмејување
ridiculed	0.112	0.806	0.212	исмејуван
ridiculous	0.159	0.594	0.245	смешно
riding	0.694	0.654	0.620	јавање
rife	0.570	0.561	0.692	обилен
riff	0.521	0.551	0.343	риф
riffraff	0.360	0.404	0.397	рифраф
rifle	0.329	0.900	0.718	пушка
rifleman	0.245	0.863	0.767	пушкач
rifles	0.337	0.864	0.765	пушки
rift	0.246	0.519	0.289	расцеп
rig	0.542	0.382	0.746	платформа
rigged	0.188	0.510	0.412	наместена
rigging	0.510	0.518	0.440	местење
right	0.740	0.352	0.710	право
righteous	0.823	0.385	0.790	праведен
righteousness	0.802	0.660	0.897	праведност
rightful	0.837	0.358	0.821	со право
rightly	0.740	0.471	0.782	со право
righty	0.750	0.314	0.786	правилен
rigid	0.357	0.552	0.591	крути
rigidity	0.198	0.530	0.726	ригидност
rigor	0.375	0.745	0.713	строгост
rigorous	0.438	0.818	0.847	ригорозни
rim	0.510	0.397	0.302	Рим
rind	0.542	0.280	0.491	кора
ring	0.677	0.427	0.464	прстен
ringer	0.573	0.604	0.347	рингер
ringing	0.724	0.598	0.693	ѕвонење
ringleader	0.520	0.550	0.640	водач
ringmaster	0.630	0.622	0.732	ринг мајстор
ringside	0.500	0.644	0.411	страна на прстенот
rink	0.551	0.392	0.392	лизгалиште
rinse	0.663	0.168	0.409	исплакнете
riot	0.061	0.946	0.586	бунт
rioting	0.156	0.949	0.560	немири
riotous	0.163	0.837	0.588	бунтовнички
riots	0.099	0.882	0.564	немири
rip	0.146	0.676	0.365	Почивај во Мир
riparian	0.552	0.408	0.412	крајбрежен
ripe	0.671	0.337	0.670	зрели
ripen	0.755	0.373	0.671	созреваат
ripening	0.615	0.490	0.759	зреење
ripper	0.219	0.887	0.642	Мевосек
ripple	0.500	0.453	0.370	бранување
rippling	0.500	0.480	0.327	бранување
rise	0.667	0.593	0.745	креваат
rising	0.750	0.602	0.696	во пораст
risk	0.240	0.816	0.438	ризик
risky	0.224	0.922	0.700	ризично
risotto	0.802	0.454	0.234	рижото
rite	0.378	0.570	0.606	обред
ritual	0.375	0.520	0.508	ритуал
ritualistic	0.450	0.583	0.540	ритуалистички
rival	0.286	0.605	0.574	ривал
rivalry	0.192	0.765	0.538	ривалство
river	0.688	0.392	0.605	река
riverbank	0.684	0.300	0.330	брег на реката
riverbed	0.610	0.233	0.421	речно корито
riverboat	0.561	0.347	0.462	речен чамец
rivet	0.458	0.306	0.405	занитвам
riveted	0.385	0.439	0.443	заковани
riveting	0.448	0.544	0.394	занитувачки
roach	0.146	0.598	0.259	роуч
road	0.656	0.404	0.404	пат
roadblock	0.337	0.669	0.490	блокада на патот
roadhouse	0.500	0.620	0.458	патна куќа
roadie	0.500	0.566	0.455	патник
roadrage	0.458	0.567	0.565	патемост
roadrunner	0.490	0.702	0.590	roadrunner
roads	0.677	0.448	0.496	патишта
roadside	0.500	0.569	0.472	крај патот
roadster	0.531	0.622	0.473	родстер
roadtrip	0.677	0.596	0.519	Излет
roadway	0.562	0.206	0.509	коловозот
roadworks	0.562	0.538	0.509	работи на патишта
roam	0.510	0.550	0.444	талкаат
roar	0.427	0.816	0.675	рикаат
roaring	0.449	0.817	0.634	рикање
roast	0.521	0.541	0.311	печено
roasted	0.615	0.520	0.339	печени
rob	0.112	0.840	0.500	ограби
robber	0.135	0.772	0.481	крадец
robbery	0.133	0.843	0.435	кражба
robe	0.594	0.216	0.298	наметка
robin	0.552	0.363	0.393	Робин
robot	0.441	0.337	0.543	робот
robotic	0.417	0.602	0.657	роботски
robotics	0.592	0.600	0.763	роботика
robust	0.667	0.604	0.719	робустен
roc	0.427	0.510	0.415	рок
rock	0.623	0.236	0.557	карпа
rocker	0.615	0.704	0.625	рокер
rocket	0.664	0.824	0.774	ракета
rocks	0.365	0.209	0.543	карпи
rod	0.479	0.319	0.355	Шипка
rodent	0.323	0.577	0.279	глодар
rodeo	0.490	0.676	0.588	родео
roe	0.490	0.382	0.398	икрата
rogue	0.334	0.713	0.636	непријателските
role	0.552	0.260	0.464	улога
roll	0.469	0.510	0.172	ролна
roller	0.521	0.394	0.345	валјак
rollercoaster	0.802	0.910	0.651	тобоганот
rollers	0.490	0.365	0.336	ролки
rollicking	0.878	0.806	0.552	превртување
rolling	0.510	0.606	0.321	тркалање
roman	0.615	0.475	0.639	римски
romance	0.980	0.682	0.587	романса
romantic	0.936	0.531	0.598	романтичен
romanticism	0.854	0.521	0.593	романтизмот
romp	0.610	0.640	0.417	забави
roof	0.602	0.226	0.342	покривот
rooftop	0.571	0.471	0.461	покривот
rook	0.380	0.400	0.510	вртоглавица
rookie	0.583	0.370	0.198	дебитант
room	0.729	0.283	0.445	соба
roomful	0.786	0.425	0.634	собен
roommate	0.750	0.481	0.480	цимер
rooms	0.677	0.241	0.386	соби
roomy	0.760	0.342	0.736	пространа
roost	0.500	0.410	0.345	кокошарник
rooster	0.459	0.385	0.275	петел
root	0.602	0.279	0.508	корен
root beer	0.582	0.520	0.415	корен пиво
rooted	0.510	0.527	0.718	вкоренети
rope	0.385	0.280	0.345	јаже
ropes	0.458	0.304	0.402	јажиња
rosary	0.806	0.140	0.430	бројаница
rose	0.865	0.276	0.386	роза
rosemary	0.688	0.381	0.425	рузмарин
rosette	0.469	0.410	0.310	розета
roster	0.531	0.306	0.381	списокот
rosy	0.940	0.528	0.755	розова
rot	0.031	0.558	0.301	гниење
rota	0.320	0.462	0.209	рота
rotary	0.573	0.462	0.528	ротационен
rotate	0.458	0.470	0.492	ротираат
rotation	0.670	0.520	0.550	ротација
rote	0.561	0.481	0.696	напамет
rotor	0.500	0.458	0.404	роторот
rotten	0.104	0.590	0.327	скапани
rotting	0.188	0.462	0.255	гнили
rotunda	0.500	0.464	0.393	ротонда
rouge	0.562	0.400	0.382	руж
rough	0.406	0.794	0.632	грубо
roughly	0.448	0.539	0.463	грубо
roughneck	0.323	0.640	0.491	грубо грло
roughness	0.214	0.578	0.490	грубост
roulette	0.326	0.690	0.422	рулет
round	0.552	0.434	0.311	круг
roundabout	0.490	0.425	0.495	кружен тек
rounded	0.592	0.391	0.396	заоблени
roundup	0.520	0.580	0.474	се заокружи
rouse	0.521	0.490	0.463	разбуди
rouser	0.480	0.540	0.423	разбудувач
rousing	0.714	0.517	0.692	разбудувачки
rout	0.163	0.625	0.233	рутирање
route	0.583	0.353	0.518	рута
routine	0.365	0.219	0.333	рутина
