English Word	Valence	Arousal	Dominance	Hawaiian Word
settler	0.573	0.453	0.519	kamaʻāina
settlor	0.531	0.434	0.534	mea hoʻonoho
setup	0.667	0.398	0.635	hoʻonoho
seven	0.672	0.265	0.373	ʻehiku
seventeen	0.585	0.296	0.321	ʻumikumāhiku
seventh	0.500	0.245	0.288	ka hiku
seventy	0.625	0.353	0.446	kanahiku
sever	0.156	0.635	0.451	ʻoki
severable	0.406	0.451	0.398	hiki ke wehe
severally	0.719	0.298	0.600	pakahi
severance	0.396	0.620	0.541	ka hemo ana
severe	0.164	0.735	0.635	kaumaha
severely	0.219	0.673	0.700	koʻikoʻi
severity	0.260	0.712	0.661	ʻoʻoleʻa
sew	0.510	0.340	0.340	humuhumu
sewage	0.255	0.343	0.339	waiʻawaʻawa
sewer	0.286	0.367	0.282	ʻili wai
sewerage	0.208	0.450	0.198	ʻauwai
sewing	0.625	0.337	0.356	humuhumu
sex	0.803	0.939	0.704	ka wahine
sexist	0.255	0.798	0.411	moe kolohe
sexual	0.584	0.959	0.640	moe kolohe
sexuality	0.670	0.898	0.657	moe kolohe
sexy	0.865	0.945	0.802	uʻi
shabby	0.235	0.519	0.259	ʻūlū
shack	0.396	0.425	0.339	hale hale
shackle	0.276	0.580	0.414	kaulahao
shade	0.388	0.265	0.278	malu
shades	0.490	0.300	0.380	malu
shading	0.420	0.324	0.318	malu
shadow	0.302	0.343	0.158	aka
shadowy	0.135	0.373	0.330	malu
shady	0.323	0.509	0.375	malu
shaft	0.549	0.275	0.472	lāʻau
shag	0.417	0.462	0.340	hoʻopaʻapaʻa
shaggy	0.510	0.302	0.321	ʻāhuehue
shake	0.439	0.689	0.539	lulu
shakedown	0.286	0.692	0.481	haʻalulu
shaken	0.344	0.657	0.333	haalulu
shaker	0.520	0.728	0.518	mea lulu
shaking	0.275	0.849	0.255	haalulu
shaky	0.260	0.734	0.223	haalulu
shall	0.510	0.385	0.412	pono
shallow	0.427	0.298	0.351	papau
shallows	0.388	0.368	0.368	pāpaʻu
sham	0.354	0.602	0.395	hoʻopunipuni
shaman	0.490	0.531	0.604	shaman
shambles	0.271	0.696	0.287	ʻāhuehue
shame	0.060	0.670	0.155	hilahila
shamed	0.135	0.567	0.218	hilahila
shameful	0.040	0.680	0.264	hilahila
shameless	0.274	0.713	0.407	hilahila ole
shampoo	0.604	0.180	0.250	shampoo
shanghai	0.551	0.450	0.509	Shanghai
shank	0.530	0.393	0.286	ʻāʻī
shanty	0.427	0.459	0.255	hale hale
shape	0.592	0.240	0.422	kinona
shapely	0.771	0.441	0.830	shapely
shard	0.388	0.407	0.426	ʻāʻī
share	0.759	0.548	0.545	kaʻana like
shareholder	0.656	0.632	0.915	mea kuleana
sharing	0.827	0.462	0.545	kaʻana like
shark	0.260	0.845	0.596	manō
sharp	0.459	0.585	0.585	oioi
sharpen	0.582	0.694	0.611	e oi
sharpened	0.573	0.647	0.727	oioi
sharpener	0.532	0.435	0.327	mea hooioi
sharpness	0.729	0.385	0.653	oioi
sharpshooter	0.240	0.929	0.764	mea pana pana
shatter	0.108	0.821	0.464	wawahi
shattered	0.097	0.806	0.309	nahaha
shattering	0.135	0.760	0.475	wawahi ana
shave	0.521	0.410	0.480	kahi e kahi ai
shaver	0.418	0.450	0.392	kahi ʻumiʻumi
shaving	0.500	0.469	0.353	kahi kahi e kahi ai
shawl	0.720	0.365	0.230	lole lole
sheaf	0.396	0.387	0.456	puʻupuʻu
shear	0.286	0.647	0.388	ʻāʻā
shears	0.429	0.527	0.254	ʻāʻī
sheath	0.460	0.314	0.342	puʻu
sheathing	0.378	0.480	0.642	puʻu
shed	0.427	0.402	0.470	hale hoʻolulu
sheen	0.812	0.510	0.712	ʻōlinolino
sheep	0.604	0.206	0.161	hipa
sheepdog	0.684	0.442	0.529	ʻīlio hipa
sheepish	0.326	0.441	0.205	hipa
sheer	0.604	0.250	0.481	maʻemaʻe
sheet	0.439	0.174	0.302	pepa
sheik	0.521	0.579	0.708	sheik
shelf	0.561	0.202	0.366	papa
shell	0.615	0.408	0.391	pūpū
shellfish	0.594	0.412	0.393	iʻa iʻa
shelling	0.337	0.917	0.773	ka pū ʻana
shelter	0.704	0.229	0.569	malu
sheltered	0.590	0.377	0.717	malu
shelters	0.582	0.333	0.482	hale malu
shelved	0.306	0.166	0.321	mālama ʻia
shepherd	0.656	0.304	0.610	kahuhipa
sherbet	0.592	0.363	0.348	sherbet
sheriff	0.602	0.541	0.802	makaʻi nui
sherry	0.594	0.477	0.315	sherry
shield	0.510	0.373	0.663	pale
shift	0.479	0.610	0.491	hoʻololi
shifting	0.518	0.548	0.546	ka hoololi ana
shifty	0.365	0.687	0.483	hoʻololi
shilling	0.521	0.342	0.430	silina
shimmer	0.745	0.562	0.656	ʻālohilohi
shimmering	0.844	0.648	0.904	ʻālohilohi
shimmy	0.478	0.476	0.462	ʻālohilohi
shin	0.459	0.500	0.231	hili
shindig	0.552	0.560	0.491	shindig
shine	0.844	0.539	0.741	alohilohi
shiner	0.740	0.510	0.556	ʻālohilohi
shingle	0.510	0.200	0.410	hūlili
shining	0.885	0.673	0.812	alohilohi
shiny	0.885	0.604	0.787	ʻālohilohi
ship	0.646	0.500	0.439	moku
shipment	0.582	0.440	0.452	hoʻouna
shipping	0.622	0.327	0.443	hoʻouna ʻana
shipshape	0.594	0.480	0.474	ʻano moku
shipwreck	0.268	0.768	0.373	moku moku
shipyard	0.398	0.583	0.595	hale moku
shire	0.479	0.257	0.609	shire
shirt	0.698	0.186	0.231	pālule
shit	0.000	0.678	0.294	ʻūhā
shitday	0.281	0.658	0.390	lā ʻino
shitfaced	0.214	0.695	0.380	ʻinoʻino
shithead	0.120	0.645	0.302	ʻāhuehue
shitless	0.271	0.545	0.333	palaka ole
shitload	0.020	0.606	0.161	hoʻopaʻa haʻahaʻa
shittest	0.076	0.673	0.232	ʻino loa
shitty	0.020	0.679	0.163	ʻāhuehue
shiver	0.260	0.765	0.236	haalulu
shivering	0.122	0.663	0.373	haalulu
shoals	0.396	0.408	0.375	nā pāpū
shock	0.286	0.821	0.453	haʻalulu
shocked	0.292	0.773	0.375	pihoihoi
shocker	0.235	0.804	0.616	mea hoʻopūʻiwa
shocking	0.378	0.853	0.833	haʻalulu
shockingly	0.510	0.924	0.721	kahaha
shoddy	0.082	0.463	0.179	ʻinoʻino
shoe	0.517	0.225	0.288	kāmaʻa
shoelace	0.396	0.280	0.307	kaula kāmaʻa
shoemaker	0.396	0.269	0.491	mea kamaa
shoes	0.729	0.324	0.210	kāmaʻa
shoeshine	0.392	0.387	0.325	lole kāmaʻa
shook	0.163	0.759	0.509	haalulu
shoot	0.092	0.926	0.625	pana
shooter	0.224	0.814	0.774	pana pana
shooting	0.276	0.931	0.602	pana ana
shootout	0.080	0.927	0.615	pana pana
shop	0.725	0.632	0.565	hale kūʻai
shopkeeper	0.677	0.510	0.730	mea kūʻai
shoplifter	0.167	0.830	0.500	ʻaihue hale kūʻai
shoplifting	0.152	0.833	0.441	ʻaihue hale kūʻai
shopper	0.646	0.615	0.741	mea kūʻai
shopping	0.915	0.445	0.630	kūʻai
shore	0.542	0.304	0.204	kahakai
shoreline	0.677	0.296	0.529	kahakai
shorn	0.396	0.415	0.400	ʻoki ʻia
short	0.184	0.264	0.237	pōkole
short story	0.697	0.321	0.348	moʻolelo pōkole
shortage	0.094	0.455	0.198	hemahema
shortcake	0.677	0.359	0.398	pōkole
shortcoming	0.195	0.370	0.258	hemahema
shortcut	0.594	0.308	0.426	pōkole
shorten	0.302	0.382	0.460	hoopokole
shortening	0.286	0.333	0.385	pōkole
shorthand	0.459	0.450	0.461	pōkole
shortly	0.582	0.310	0.360	koke
shortness	0.459	0.280	0.272	pōkole
shorts	0.622	0.481	0.287	pōkole
shortstop	0.418	0.529	0.450	hoʻopaʻa pōkole
shortwave	0.460	0.271	0.368	hawewe pōkole
shot	0.144	0.750	0.569	pana
shotgun	0.200	0.868	0.684	pū panapana
shoulder	0.562	0.286	0.406	poʻohiwi
shout	0.229	0.925	0.444	walaau aku
shove	0.306	0.690	0.602	hookui
shovel	0.427	0.308	0.267	ʻōʻō
shoveling	0.265	0.620	0.537	ʻōʻō
show	0.673	0.771	0.719	hōʻike
showbiz	0.661	0.713	0.598	hōʻikeʻike
showboat	0.618	0.625	0.509	moku hōʻikeʻike
showcase	0.521	0.255	0.415	hale hōʻikeʻike
showdown	0.302	0.950	0.692	hoʻopaʻapaʻa
shower	0.669	0.346	0.336	ʻauʻau
showgirl	0.633	0.694	0.481	kaikamahine hōʻikeʻike
showing	0.622	0.540	0.491	e hoike ana
showoff	0.344	0.598	0.463	kaena
showroom	0.740	0.441	0.536	lumi hōʻikeʻike
showy	0.698	0.657	0.661	hōʻikeʻike
shrapnel	0.240	0.740	0.681	ʻōpana
shred	0.224	0.750	0.627	ʻokiʻoki
shrew	0.306	0.463	0.390	ʻōleʻa
shrewd	0.551	0.673	0.816	akamai
shriek	0.459	0.827	0.491	hoʻōho
shrill	0.312	0.721	0.640	uwau
shrimp	0.571	0.361	0.425	ʻōpae
shrine	0.802	0.255	0.574	heiau
shrink	0.385	0.453	0.272	e emi iho
shrinking	0.190	0.400	0.217	e emi ana
shrivel	0.160	0.409	0.143	ʻeleʻele
shroud	0.417	0.457	0.389	uhi uhi
shrub	0.531	0.340	0.340	lāʻau lāʻau
shrubbery	0.490	0.267	0.332	lāʻau lāʻau
shrug	0.208	0.296	0.278	kūʻeʻe
shrunk	0.163	0.354	0.218	emi iho
shrunken	0.500	0.373	0.221	ʻemi
shudder	0.344	0.791	0.559	haalulu
shuddering	0.302	0.802	0.638	haalulu
shuffle	0.459	0.450	0.556	ʻāwili
shuffleboard	0.531	0.459	0.377	shuffleboard
shuffling	0.521	0.408	0.293	ʻāwili ʻana
shun	0.418	0.604	0.389	pale aku
shunned	0.271	0.464	0.367	pale ʻia
shunt	0.312	0.500	0.470	hili ʻana
shut	0.240	0.352	0.311	pani
shutdown	0.173	0.367	0.418	e hoʻopio
shuteye	0.521	0.430	0.431	makaʻu
shutit	0.281	0.442	0.480	pani pani
shutter	0.191	0.380	0.482	pani pani
shuttle	0.531	0.591	0.547	kaʻa kaʻa
shutup	0.333	0.560	0.491	hāmau
shy	0.280	0.153	0.132	hilahila
shyness	0.312	0.265	0.246	ka hilahila
shyster	0.292	0.567	0.424	mea hilahila
sib	0.698	0.298	0.593	sib
sibling	0.857	0.340	0.636	kaikaina
sic	0.370	0.459	0.380	sic
sick	0.104	0.431	0.136	maʻi
sickbay	0.296	0.510	0.345	maʻiʻawaʻawa
sicken	0.051	0.500	0.294	maʻi
sickening	0.074	0.618	0.259	ʻehaʻeha
sickle	0.427	0.585	0.370	pahikakiwi
sickly	0.188	0.550	0.191	ma'i
sickness	0.094	0.704	0.288	ka mai
side	0.439	0.288	0.395	ʻaoʻao
sidearm	0.410	0.474	0.500	ʻaoʻao lima
sidebar	0.469	0.364	0.405	ʻaoʻao ʻaoʻao
sideboard	0.590	0.259	0.426	papa ʻaoʻao
sideburns	0.777	0.327	0.308	sideburns
sidecar	0.552	0.449	0.500	kaʻa ʻaoʻao
sidekick	0.602	0.439	0.509	ʻaoʻao ʻaoʻao
sideline	0.440	0.382	0.517	ʻaoʻao ʻaoʻao
sideshow	0.458	0.594	0.658	hōʻike ʻaoʻao
sidestep	0.378	0.559	0.407	ʻaoʻao
sidewalk	0.479	0.192	0.348	alahele
sideways	0.788	0.245	0.291	ʻaoʻao
sidewinder	0.500	0.500	0.439	sidewinder
siege	0.271	0.750	0.567	hoopuni ana
siesta	0.740	0.046	0.295	hoomaha
sieve	0.459	0.250	0.333	kānana
sift	0.542	0.412	0.461	kānana
sifting	0.571	0.469	0.474	kānana ʻana
sigh	0.469	0.387	0.273	kanikau
sight	0.684	0.250	0.528	ʻike maka
sighting	0.582	0.560	0.627	ʻike maka
sightseeing	0.875	0.552	0.697	mākaʻikaʻi
sigma	0.490	0.472	0.535	hōʻailona
sign	0.620	0.481	0.397	hōʻailona
signal	0.615	0.417	0.464	hōʻailona
signature	0.570	0.422	0.657	pūlima
significance	0.820	0.460	0.644	koʻikoʻi
significant	0.827	0.649	0.786	mea nui
signification	0.583	0.337	0.530	hōʻailona
signify	0.453	0.422	0.634	hōʻailona
signpost	0.510	0.400	0.446	pou hōʻailona
silence	0.438	0.200	0.223	hāmau
silencer	0.417	0.356	0.482	mea hāmau
silent	0.469	0.125	0.280	hāmau
silently	0.448	0.185	0.306	me ka leo malie
silhouette	0.582	0.410	0.288	silhouette
silicon	0.439	0.448	0.445	silika
silicone	0.480	0.340	0.333	silicone
silk	0.760	0.115	0.300	kilika
silken	0.730	0.265	0.394	kilika
silky	0.802	0.397	0.271	kilika
sill	0.433	0.375	0.324	sill
silliness	0.327	0.368	0.192	lapuwale
silly	0.384	0.349	0.161	lapuwale
silo	0.400	0.365	0.357	silo
silt	0.510	0.269	0.200	paʻakai
silver	0.684	0.451	0.615	kālā
silverware	0.663	0.365	0.409	mea kālā
silvery	0.543	0.460	0.517	kalaiwa
similar	0.562	0.250	0.423	like
similarity	0.729	0.255	0.518	like like
simile	0.615	0.363	0.464	hoohalike
simmer	0.650	0.293	0.393	hoʻomoʻa
simmering	0.382	0.613	0.412	hoʻomākaʻaka
simple	0.653	0.130	0.314	maʻalahi
simples	0.724	0.240	0.263	mea maʻalahi
simpleton	0.429	0.144	0.358	simpleton
simplicity	0.667	0.250	0.337	ka maʻalahi
simplify	0.565	0.347	0.602	hoʻomāmā
simplistic	0.490	0.245	0.391	maʻalahi
simply	0.535	0.148	0.393	maʻalahi
simulate	0.551	0.375	0.417	hoohalike
simulated	0.500	0.461	0.356	hoohalikeia
simulating	0.552	0.462	0.481	hoʻolikelike
simulation	0.552	0.574	0.567	hoʻolikelike
simulator	0.677	0.559	0.583	simulator
simultaneous	0.691	0.577	0.554	ka manawa like
simultaneously	0.656	0.490	0.609	i ka manawa like
sin	0.177	0.712	0.449	hewa
sincere	0.918	0.265	0.725	ʻoiaʻiʻo
sincerity	0.908	0.351	0.686	ʻoiaʻiʻo
sinful	0.143	0.788	0.417	hewa
sing	0.858	0.606	0.420	mele
singer	0.802	0.735	0.628	mea mele
singing	0.885	0.594	0.528	himeni ana
single	0.291	0.354	0.259	hoʻokahi
singly	0.553	0.354	0.466	hoʻokahi
singular	0.610	0.302	0.482	hoʻokahi
singularity	0.582	0.348	0.654	kū hoʻokahi
singularly	0.571	0.330	0.527	hoʻokahi
sinister	0.125	0.896	0.581	hewa
sink	0.375	0.439	0.322	poho
sinker	0.302	0.557	0.538	mea hāʻule
sinking	0.135	0.439	0.342	poho ana
sinner	0.237	0.667	0.356	kanaka hewa
sinning	0.170	0.700	0.422	hana hewa
sinus	0.531	0.563	0.340	sinusu
sip	0.375	0.380	0.213	ʻū
siphon	0.354	0.333	0.435	siphon
sipping	0.469	0.349	0.377	uwau ana
sir	0.622	0.306	0.778	haku
sire	0.854	0.452	0.808	ka haku
siren	0.570	0.627	0.500	kani kani
sirloin	0.546	0.418	0.373	sirloin
sissy	0.333	0.562	0.232	kaikunāne
sister	0.916	0.324	0.562	kaikuaʻana, kaikaina
sisterhood	0.837	0.415	0.696	kaikuahine
sit	0.561	0.230	0.368	noho
sitcom	0.562	0.537	0.407	sitcom
site	0.677	0.265	0.452	paena
sith	0.439	0.564	0.373	sith
sitter	0.656	0.429	0.404	kahu noho
sitting	0.561	0.146	0.353	noho ana
situate	0.510	0.310	0.483	kau
situated	0.542	0.231	0.543	kū
situation	0.531	0.387	0.600	kūlana
six	0.500	0.154	0.271	ʻeono
sixpence	0.469	0.417	0.463	ono penikala
sixteen	0.583	0.290	0.324	ʻumikumāono
sixth	0.521	0.275	0.366	ka ono
sixty	0.694	0.240	0.433	kanaono
sizable	0.727	0.337	0.657	nui loa
size	0.531	0.336	0.569	nui
sizzle	0.427	0.704	0.368	kanikau
ska	0.458	0.575	0.245	ska
skate	0.740	0.653	0.508	heʻe kaʻa
skateboard	0.677	0.550	0.353	papa holo kaʻa
skater	0.633	0.774	0.652	mea holo kaʻa
skating	0.745	0.673	0.435	heʻe wāwae
skedaddle	0.427	0.596	0.422	skedaddle
skeet	0.469	0.549	0.413	skeet
skein	0.449	0.372	0.287	skein
skeletal	0.306	0.558	0.318	iwi iwi
skeleton	0.183	0.464	0.343	iwi iwi
skeptic	0.135	0.440	0.500	kanalua
skeptical	0.207	0.500	0.452	kanalua
skepticism	0.229	0.480	0.582	kanalua
sketch	0.704	0.276	0.420	kiʻi kiʻi
sketching	0.729	0.327	0.400	kiʻi kiʻi
sketchy	0.333	0.479	0.241	sketchy
skewed	0.340	0.480	0.361	lihilihi
skewer	0.470	0.365	0.457	skewer
ski	0.684	0.670	0.471	ski
skid	0.357	0.640	0.440	hoʻokuke
skier	0.802	0.788	0.639	mea ski
skiff	0.479	0.375	0.472	waapa
skiing	0.823	0.824	0.620	hoʻokele ski
skijump	0.635	0.647	0.482	lele lele
skill	0.847	0.701	0.833	akamai
skilled	0.886	0.614	0.929	akamai
skillet	0.510	0.296	0.345	skillet
skillful	0.802	0.616	0.908	akamai
skim	0.418	0.328	0.322	skim
skimpy	0.302	0.349	0.208	liʻiliʻi
skin	0.569	0.350	0.395	ʻili
skinny	0.333	0.333	0.298	wiwi
skip	0.458	0.804	0.439	lele
skipper	0.440	0.577	0.692	mokukaua
skirmish	0.290	0.640	0.474	hakaka
skirt	0.602	0.463	0.226	pāluʻu
skirting	0.449	0.529	0.386	kāʻei ʻana
skirts	0.622	0.538	0.241	nā pālule
skit	0.438	0.434	0.421	kiki
skittish	0.156	0.815	0.172	ʻūhū
skull	0.276	0.558	0.574	iwi poʻo
skunk	0.284	0.491	0.380	skunk
sky	0.958	0.234	0.401	lani
skylight	0.708	0.314	0.343	lani
skyline	0.592	0.412	0.662	lani
skyscraper	0.622	0.696	0.798	hale kiʻekiʻe
slab	0.398	0.265	0.264	pāpaʻi
slack	0.521	0.283	0.446	lohi
slag	0.266	0.600	0.254	pāpaʻa
slam	0.459	0.577	0.480	slam
slammer	0.417	0.565	0.391	hoʻopaʻapaʻa
slander	0.184	0.604	0.454	ʻōlelo hōʻino
slanderous	0.057	0.800	0.337	ʻōlelo hōʻino
slang	0.479	0.418	0.491	slang
slant	0.469	0.396	0.536	lihilihi
slap	0.100	0.804	0.518	paʻi
slash	0.260	0.500	0.509	hōʻemi
slashes	0.330	0.328	0.410	nā hōʻemi
slate	0.531	0.283	0.431	pāpaʻa
slates	0.500	0.270	0.342	nā papa
slaughter	0.052	0.953	0.602	pepehi kanaka
slaughterhouse	0.146	0.794	0.472	hale pepehi kanaka
slaughtering	0.133	0.947	0.714	ka pepehi ana
slave	0.171	0.795	0.151	kauā
slavery	0.052	0.783	0.218	hookauwa
slay	0.133	0.920	0.585	pepehi
slayer	0.041	0.930	0.661	pepehi kanaka
sleaze	0.312	0.538	0.405	sleaze
sleazy	0.292	0.674	0.370	palaka
sled	0.635	0.547	0.446	kaʻaahi
sledding	0.625	0.547	0.422	kaʻa kaʻa
sledge	0.646	0.500	0.361	kaʻaahi
sledgehammer	0.449	0.479	0.482	sledgehammer
sleek	0.750	0.484	0.643	ʻōniʻoniʻo
sleep	0.719	0.090	0.339	moe
sleeper	0.640	0.154	0.254	mea moe
sleeping	0.704	0.091	0.312	e moe ana
sleepless	0.213	0.410	0.207	hiamoe ole
sleeplessness	0.104	0.604	0.202	hiamoe ole
sleepover	0.815	0.519	0.340	moe moe
sleepy	0.604	0.125	0.250	hiamoe
sleepyhead	0.327	0.350	0.294	moe moe
sleet	0.410	0.355	0.395	ka hau
sleeve	0.531	0.270	0.273	lima lima
sleeveless	0.638	0.290	0.200	lima lima ʻole
sleigh	0.742	0.551	0.396	kaʻaahi
sleight	0.719	0.677	0.379	hoʻopunipuni
slender	0.812	0.548	0.664	wiwi
sleuth	0.460	0.633	0.676	hoʻopunipuni
slice	0.583	0.375	0.303	ʻāpana
slick	0.388	0.383	0.349	maʻalahi
slicker	0.727	0.387	0.519	ʻōniʻoniʻo
slide	0.615	0.435	0.432	pahee
slider	0.585	0.491	0.518	mea pahee
sliding	0.356	0.730	0.491	e hee ana
slight	0.521	0.240	0.155	liʻiliʻi
slight anticipation	0.562	0.490	0.445	kakali iki
slight disgust	0.156	0.578	0.318	inaina iki
slight surprise	0.677	0.746	0.557	kāhāhā iki
slight trust	0.306	0.400	0.245	hilinaʻi iki
slightly	0.470	0.274	0.255	iki iki
slightly negative	0.190	0.472	0.259	ʻinoʻino iki
slightly positive	0.792	0.480	0.567	maikaʻi iki
slim	0.562	0.180	0.296	lohi
slime	0.300	0.370	0.183	ʻūhā
slimy	0.177	0.500	0.309	ʻāwīwī
sling	0.417	0.423	0.404	maʻa
slingshot	0.323	0.654	0.474	maʻa maʻa
slink	0.460	0.546	0.314	slink
slinky	0.400	0.637	0.603	slinky
slip	0.316	0.714	0.321	pahee
slipper	0.635	0.298	0.245	pahee
slippers	0.573	0.413	0.236	nā kāmaʻa kāmaʻa
slippery	0.219	0.740	0.343	pahee
slit	0.406	0.490	0.366	māwae
sliver	0.388	0.347	0.291	ʻāʻī
slob	0.275	0.365	0.300	slob
slobber	0.350	0.375	0.278	ʻōhumu
slogan	0.550	0.216	0.564	ʻōlelo ʻōlelo
sloop	0.480	0.375	0.380	sloop
slop	0.306	0.409	0.325	slop
slope	0.347	0.438	0.279	pali
sloppy	0.303	0.441	0.183	hūpō
slot	0.469	0.337	0.337	slot
sloth	0.198	0.140	0.125	palaualelo
slouch	0.365	0.450	0.328	hoʻomoe
slough	0.265	0.390	0.200	slough
slow	0.357	0.073	0.131	lohi
slowly	0.427	0.185	0.295	mālie
slowness	0.302	0.212	0.191	lohi
sludge	0.354	0.396	0.229	lepo lepo
slug	0.276	0.370	0.160	slug
slugger	0.458	0.500	0.518	molowa
sluggish	0.224	0.124	0.155	molowa
sluice	0.427	0.520	0.365	punawai
slum	0.292	0.528	0.302	slum
slumber	0.592	0.191	0.426	hiamoe
slump	0.194	0.438	0.130	hāʻule
slur	0.115	0.814	0.427	hoʻomāʻewaʻewa
slurp	0.540	0.528	0.411	slurp
slush	0.427	0.283	0.296	slush
slut	0.071	0.808	0.309	wahine hoʻokamakama
slutty	0.224	0.810	0.371	slutty
sly	0.573	0.690	0.750	maalea
smack	0.323	0.662	0.381	paʻi
small	0.542	0.205	0.120	liʻiliʻi
smaller	0.300	0.310	0.179	liʻiliʻi
smallest	0.281	0.340	0.129	liʻiliʻi loa
smallpox	0.156	0.583	0.222	ʻuʻuku
smart	0.906	0.607	0.923	akamai
smartass	0.364	0.520	0.620	akamai
smarten	0.602	0.490	0.551	akamai
smarty	0.673	0.510	0.848	akamai
smash	0.195	0.692	0.530	wawahi
smashed	0.143	0.660	0.256	wawahiia
smattering	0.448	0.460	0.500	paʻipaʻi
smear	0.230	0.433	0.400	hamo
smell	0.510	0.520	0.330	honi
smelling	0.458	0.481	0.349	honi
smelly	0.100	0.528	0.245	pilau
smelt	0.333	0.441	0.345	honi
smidgen	0.367	0.385	0.357	smidgen
smile	0.906	0.598	0.618	minoʻaka
smiled	0.949	0.530	0.536	minoaka
smiles	0.892	0.606	0.607	minoaka
smiley	0.865	0.470	0.571	minoʻaka
smiling	0.981	0.679	0.625	ʻakaʻaka
smirk	0.792	0.596	0.583	ʻakaʻaka
smite	0.303	0.846	0.682	hahau
smith	0.677	0.333	0.529	smith
smithereens	0.281	0.561	0.409	nahaha
smitten	0.153	0.760	0.204	hahauia
smock	0.429	0.250	0.250	lole lole
smog	0.271	0.480	0.382	ʻāhuehu
smoke	0.188	0.500	0.391	uahi
smoker	0.208	0.528	0.311	mea puhi paka
smokey	0.494	0.462	0.430	uahi
smoking	0.176	0.557	0.384	puhi paka
smoky	0.459	0.420	0.327	uahi
smoldering	0.635	0.781	0.764	e puhi ana
smooch	0.796	0.731	0.491	ʻūhū
smooth	0.823	0.127	0.281	pahee
smoothie	0.806	0.333	0.281	ʻoluʻolu
smoothly	0.821	0.134	0.488	mālie
smoothness	0.833	0.221	0.412	ʻoluʻolu
smother	0.292	0.685	0.420	hoʻopaʻa
smudge	0.327	0.429	0.245	pulupulu
smug	0.198	0.552	0.587	ʻakaʻaka
smuggle	0.194	0.775	0.570	hoʻopio
smuggler	0.062	0.867	0.645	mea hoʻopio
smuggling	0.229	0.783	0.510	hoʻopio ʻana
smut	0.357	0.360	0.349	smut
snack	0.646	0.407	0.345	meaʻai meaʻai
snacks	0.781	0.480	0.306	meaʻai ʻai
snafu	0.375	0.549	0.274	snafu
snag	0.417	0.250	0.339	paʻa
snags	0.177	0.721	0.490	snags
snail	0.480	0.104	0.296	snail
snake	0.276	0.750	0.549	nahesa
snakes	0.176	0.662	0.606	nā nahesa
snakeskin	0.276	0.696	0.391	ʻili nahesa
snap	0.344	0.517	0.352	paʻi
snapper	0.417	0.429	0.245	paʻipaʻi
snappy	0.573	0.592	0.418	ʻōniʻoniʻo
snapshot	0.573	0.578	0.588	kiʻi kiʻi
snare	0.229	0.850	0.466	pahele
snarl	0.430	0.787	0.455	ʻūhū
snarling	0.312	0.704	0.491	ʻūhū
snatch	0.219	0.861	0.691	kāʻili
snatcher	0.122	0.867	0.563	ʻāhuehue
snazzy	0.735	0.370	0.660	snazzy
sneak	0.281	0.745	0.449	hoʻohenehene
sneaker	0.794	0.479	0.389	sneaker
sneakers	0.604	0.548	0.349	nā sneakers
sneaking	0.203	0.755	0.545	hoʻohuehue
sneaky	0.240	0.740	0.560	hoʻopunipuni
sneer	0.133	0.755	0.345	hoʻomāʻewaʻewa
sneeze	0.271	0.442	0.336	kihe
sneezing	0.434	0.570	0.345	kihe ʻana
snicker	0.708	0.693	0.409	ʻakaʻaka
snide	0.186	0.723	0.455	hoʻohenehene
sniff	0.396	0.500	0.318	honi
snip	0.417	0.327	0.268	snip
snipe	0.198	0.915	0.491	ʻōpuʻu
sniper	0.167	0.870	0.853	sniper
snippet	0.612	0.410	0.368	snippet
snippy	0.418	0.491	0.481	snippy
snitch	0.300	0.598	0.333	ʻāhuehue
snob	0.296	0.520	0.309	snob
snoop	0.134	0.740	0.434	snoop
snoopy	0.573	0.534	0.291	snoopy
snooty	0.390	0.455	0.446	snooty
snooze	0.235	0.357	0.282	snooze
snore	0.245	0.610	0.481	honi
snorkel	0.510	0.470	0.327	snorkel
snort	0.469	0.531	0.413	ʻūhū
snot	0.214	0.340	0.269	snot
snotty	0.180	0.382	0.200	snotty
snout	0.276	0.385	0.241	ihu
snow	0.667	0.363	0.309	hau
snowball	0.717	0.444	0.321	pōpō hau
snowboard	0.663	0.680	0.511	papa hau
snowboarder	0.719	0.754	0.545	mea holo hau
snowday	0.602	0.500	0.440	lā hau
snowfall	0.675	0.280	0.455	hāʻule hau
snowflake	0.748	0.192	0.260	hau hau
snowing	0.586	0.490	0.387	ka hau
snowmageddon	0.375	0.575	0.472	hau hau
snowman	0.776	0.291	0.323	kanaka hau
snowplow	0.449	0.480	0.493	palau hau
snowstorm	0.204	0.833	0.629	makani hau
snowy	0.656	0.304	0.357	hau
snub	0.229	0.412	0.228	snub
snubbed	0.265	0.528	0.279	snubbed
snuff	0.357	0.470	0.377	puhi
snug	0.867	0.173	0.500	ʻoluʻolu
snuggle	0.781	0.390	0.350	hoʻopiʻi
snuggled	0.552	0.439	0.314	hili ʻia
snuggles	0.670	0.340	0.287	snuggles
snuggling	0.683	0.585	0.373	puliki ana
soak	0.480	0.370	0.240	pulu
soaked	0.365	0.462	0.358	pulu
soaking	0.438	0.324	0.375	pulu ana
soangry	0.327	0.650	0.482	hauʻoli
soannoyed	0.271	0.529	0.426	huhū loa
soap	0.531	0.163	0.311	kopa
soapbox	0.500	0.415	0.393	pahu kopa
