English Word	Valence	Arousal	Dominance	Amharic Word
royalty	0.832	0.571	0.833	ሮያልቲ
rub	0.521	0.565	0.400	ማሸት
rubber	0.460	0.217	0.315	ላስቲክ
rubbers	0.604	0.360	0.414	ጎማዎች
rubbing	0.406	0.569	0.440	ማሸት
rubbish	0.198	0.454	0.164	ቆሻሻ
rubble	0.308	0.509	0.289	ፍርስራሽ
rubdown	0.561	0.491	0.404	ማበላሸት
rubric	0.427	0.260	0.500	ጽሑፍ
ruby	0.663	0.408	0.544	ሩቢ
ruckus	0.271	0.706	0.411	ruckus
rudder	0.439	0.469	0.509	መሪ
ruddy	0.490	0.630	0.395	ቀላ ያለ
rude	0.061	0.821	0.402	ባለጌ
rudeness	0.280	0.819	0.692	ብልግና
rudimentary	0.286	0.321	0.509	መሠረታዊ
rudiments	0.385	0.520	0.373	መሠረታዊ ነገሮች
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	የሚያዳክም
ruff	0.365	0.510	0.375	ሩፍ
ruffian	0.130	0.824	0.463	ሩፋን
ruffle	0.443	0.561	0.518	መሰባበር
rug	0.520	0.240	0.245	ምንጣፍ
rugby	0.677	0.820	0.708	ራግቢ
rugged	0.561	0.569	0.793	ወጣ ገባ
ruin	0.125	0.588	0.192	ማበላሸት
ruination	0.184	0.582	0.209	ማበላሸት
ruined	0.135	0.564	0.194	ተበላሽቷል
ruinous	0.255	0.690	0.275	አጥፊ
ruins	0.250	0.490	0.248	ፍርስራሾች
rule	0.567	0.427	0.593	ደንብ
ruler	0.440	0.400	0.631	ገዢ
ruling	0.177	0.566	0.410	ገዢ
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	መጮህ
rummage	0.243	0.615	0.289	ራማጅ
rumor	0.255	0.582	0.282	አሉባልታ
rumored	0.427	0.604	0.318	ተወራ
rump	0.449	0.425	0.396	እብጠት
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	መሮጥ
runaround	0.448	0.519	0.349	መሮጥ
runaway	0.271	0.770	0.402	ሩጥ
rundown	0.520	0.296	0.465	ተጠናቀቀ
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	መሮጥ
runner	0.459	0.747	0.632	ሯጭ
running	0.730	0.858	0.442	መሮጥ
running shoes	0.653	0.573	0.491	የ ሩጫ ጫማ
runny	0.540	0.439	0.325	ፈሳሽ
runt	0.370	0.500	0.445	runt
runway	0.585	0.373	0.406	መሮጫ መንገድ
rupture	0.125	0.633	0.430	ስብራት
rural	0.562	0.245	0.408	ገጠር
ruse	0.531	0.640	0.546	ማጭበርበር
rush	0.406	0.809	0.546	መጣደፍ
rushing	0.398	0.821	0.529	መጣደፍ
rust	0.281	0.265	0.321	ዝገት
rusted	0.286	0.357	0.302	ዝገት
rustic	0.369	0.657	0.491	ገጠር
rustle	0.333	0.538	0.394	ዝገት
rustler	0.281	0.830	0.429	ዘራፊ
rusty	0.271	0.345	0.231	ዝገት
rut	0.333	0.310	0.392	ሩት
ruth	0.469	0.427	0.444	ሩት
ruthless	0.208	0.850	0.670	ጨካኝ
rye	0.490	0.298	0.411	አጃ
sabbatical	0.771	0.240	0.427	ሳባቲካል
saber	0.551	0.620	0.553	ሳበር
sable	0.449	0.596	0.500	ሰሊጥ
sabotage	0.135	0.906	0.500	ማበላሸት
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	ከረጢት
sack	0.385	0.337	0.264	ጆንያ
sacrament	0.690	0.316	0.700	ቅዱስ ቁርባን
sacred	0.833	0.375	0.862	የተቀደሰ
sacrifice	0.208	0.833	0.534	መስዋዕትነት
sacrifices	0.281	0.717	0.538	መስዋዕትነት
sacrificial	0.198	0.755	0.452	መስዋዕትነት
sacrilege	0.281	0.708	0.491	መስዋዕትነት
sacrilegious	0.146	0.736	0.449	የተቀደሰ
sad	0.225	0.333	0.149	መከፋት
sadday	0.520	0.418	0.411	እሑድ
saddens	0.104	0.436	0.144	ያሳዝናል
saddle	0.510	0.509	0.306	ኮርቻ
sadist	0.042	0.918	0.500	ሳዲስት
sadistic	0.031	0.906	0.618	አሳዛኝ
sadly	0.047	0.255	0.216	በሚያሳዝን ሁኔታ
sadness	0.052	0.288	0.164	ሀዘን
safari	0.663	0.673	0.640	ሳፋሪ
safe	0.898	0.306	0.759	አስተማማኝ
safeguard	0.786	0.624	0.700	ጥበቃ
safekeeping	0.653	0.510	0.586	ጥበቃ ማድረግ
safety	0.708	0.491	0.868	ደህንነት
saffron	0.443	0.373	0.349	ሳፍሮን
sag	0.153	0.578	0.445	ሳግ
saga	0.635	0.440	0.600	ሳጋ
sage	0.781	0.327	0.693	ጠቢብ
saggy	0.370	0.429	0.300	ሳጊ
sail	0.615	0.220	0.325	በመርከብ ተሳፈሩ
sailboat	0.719	0.392	0.381	ጀልባ
sailing	0.667	0.520	0.500	በመርከብ መጓዝ
sailor	0.500	0.588	0.500	መርከበኛ
saint	0.812	0.240	0.693	ቅዱስ
sainted	0.708	0.296	0.676	የተቀደሰ
saintly	0.865	0.286	0.591	ቅዱስ
sake	0.490	0.573	0.407	ምክንያት
salad	0.750	0.260	0.307	ሰላጣ
salamander	0.410	0.362	0.309	ሳላማንደር
salami	0.667	0.360	0.339	ሳላሚ
salary	0.786	0.480	0.652	ደሞዝ
sale	0.647	0.602	0.573	ሽያጭ
salesgirl	0.582	0.490	0.605	ሻጭ ልጃገረድ
salesman	0.643	0.559	0.664	ሻጭ
salient	0.600	0.573	0.702	ጎበዝ
saline	0.430	0.340	0.385	ሳላይን
saliva	0.214	0.265	0.236	ምራቅ
sally	0.604	0.390	0.451	ሳሊ
salmon	0.760	0.250	0.444	ሳልሞን
salmonella	0.167	0.608	0.312	ሳልሞኔላ
salon	0.531	0.296	0.463	ሳሎን
saloon	0.630	0.300	0.364	ሳሎን
salsa	0.742	0.500	0.370	ሳልሳ
salt	0.323	0.312	0.306	ጨው
salted	0.333	0.400	0.304	ጨው
saltwater	0.327	0.330	0.364	የጨው ውሃ
salty	0.388	0.531	0.288	ጨዋማ
salutary	0.885	0.360	0.686	ሰላምታ ሰጪ
salutation	0.878	0.417	0.500	ሰላምታ
salute	0.833	0.542	0.681	ሰላምታ
salvage	0.622	0.510	0.832	ማዳን
salvation	0.857	0.480	0.800	መዳን
salve	0.612	0.390	0.500	ማዳን
samba	0.781	0.740	0.465	ሳምባ
sameness	0.531	0.330	0.484	ተመሳሳይነት
sample	0.521	0.187	0.452	ናሙና
samurai	0.562	0.736	0.838	ሳሙራይ
sanatorium	0.469	0.490	0.491	ሳናቶሪየም
sanctification	0.770	0.431	0.816	መቀደስ
sanctified	0.792	0.240	0.612	የተቀደሰ
sanctify	0.673	0.443	0.783	ቀድሱ
sanctimonious	0.240	0.365	0.327	የተቀደሰ
sanction	0.201	0.750	0.517	ማዕቀብ
sanctioned	0.323	0.696	0.391	ማዕቀብ ተጥሎበታል።
sanctity	0.771	0.330	0.628	ቅድስና
sanctuary	0.863	0.226	0.575	መቅደስ
sanctum	0.521	0.438	0.657	ቅድስና
sand	0.582	0.279	0.304	አሸዋ
sandal	0.490	0.283	0.333	ጫማ
sandbox	0.573	0.274	0.264	ማጠሪያ
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	ሳንድማን
sandpaper	0.417	0.425	0.404	የአሸዋ ወረቀት
sands	0.646	0.304	0.377	አሸዋዎች
sandstorm	0.324	0.821	0.629	የአሸዋ አውሎ ንፋስ
sandwich	0.672	0.314	0.310	ሳንድዊች
sandy	0.406	0.265	0.296	አሸዋማ
sane	0.760	0.235	0.670	ጤነኛ
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	ሳኒታሪየም
sanitary	0.458	0.320	0.425	የንፅህና አጠባበቅ
sanitation	0.742	0.312	0.500	የንፅህና አጠባበቅ
sanity	0.667	0.333	0.655	ጤናማነት
sans	0.459	0.294	0.246	ሳንስ
santa	0.735	0.286	0.509	ሳንታ
sap	0.470	0.298	0.258	ጭማቂ
sapiens	0.480	0.453	0.584	ሳፒየንስ
sapphire	0.770	0.472	0.651	ሰንፔር
sappy	0.583	0.469	0.330	ሳፒ
sarcasm	0.125	0.685	0.346	ስላቅ
sarcastic	0.397	0.781	0.298	ስላቅ
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	ሰርዲን
sardonic	0.208	0.679	0.446	ሳርዶኒክ
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	መቀነት
sashimi	0.704	0.310	0.359	ሳሻሚ
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	ሳሲ
satanic	0.062	0.843	0.720	ሰይጣናዊ
satchel	0.521	0.306	0.345	ከረጢት
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	ሳተላይት
satin	0.519	0.396	0.481	ሳቲን
satire	0.458	0.655	0.472	አሽሙር
satirical	0.323	0.615	0.538	ሳትሪካል
satisfaction	0.939	0.637	0.673	እርካታ
satisfactorily	0.765	0.570	0.802	በአጥጋቢ ሁኔታ
satisfactory	0.959	0.569	0.702	አጥጋቢ
satisfied	0.959	0.510	0.685	ረክቻለሁ
satisfy	0.867	0.790	0.705	ማርካት
satisfying	0.890	0.606	0.814	የሚያረካ
saturate	0.281	0.680	0.467	ማርካት
saturated	0.474	0.700	0.442	ጠገበ
saturation	0.255	0.582	0.583	ሙሌት
satyr	0.280	0.639	0.500	satyr
sauce	0.562	0.515	0.288	ወጥ
saucepan	0.347	0.264	0.321	ድስት
saucer	0.510	0.327	0.337	ሳውሰር
saucy	0.250	0.653	0.391	sacy
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	ሳውና
sausage	0.542	0.429	0.300	ቋሊማ
savage	0.204	0.931	0.605	አረመኔ
savagery	0.219	0.907	0.711	አረመኔነት
savanna	0.606	0.147	0.394	ሳቫና
savannah	0.729	0.212	0.309	ሳቫና
savant	0.781	0.451	0.818	ሳቫንት
save	0.770	0.439	0.682	ማስቀመጥ
saver	0.745	0.382	0.802	ቆጣቢ
saving	0.663	0.230	0.621	በማስቀመጥ ላይ
savings	0.776	0.431	0.608	ቁጠባዎች
savior	0.920	0.469	0.804	አዳኝ
savor	0.827	0.552	0.526	ጣዕም
savory	0.812	0.717	0.619	ጣፋጭ
savvy	0.719	0.520	0.706	አዋቂ
saw	0.316	0.541	0.518	አየሁ
sawdust	0.398	0.279	0.241	ሰገራ
sawmill	0.427	0.378	0.434	የእንጨት ወፍጮ
sax	0.573	0.465	0.409	ሳክስ
saxophone	0.688	0.444	0.482	ሳክስፎን
say	0.571	0.310	0.482	በላቸው
sayonara	0.560	0.398	0.402	ሳይናራ
scab	0.354	0.330	0.272	እከክ
scabbard	0.325	0.219	0.217	ቅሌት
scaffold	0.480	0.500	0.336	ስካፎልድ
scaffolding	0.496	0.366	0.545	ስካፎልዲንግ
scalding	0.271	0.540	0.381	ማቃጠል
scale	0.310	0.350	0.577	ልኬት
scales	0.439	0.330	0.491	ሚዛኖች
scallop	0.490	0.363	0.331	ስካሎፕ
scalp	0.347	0.346	0.302	የራስ ቆዳ
scalpel	0.302	0.700	0.482	ቅሌት
scaly	0.281	0.481	0.358	ቅርፊት
scam	0.042	0.745	0.418	ማጭበርበር
scamp	0.458	0.464	0.371	ማጭበርበር
scampi	0.531	0.448	0.224	ስካምፒ
scan	0.479	0.423	0.470	ቅኝት
scandal	0.122	0.821	0.557	ቅሌት
scandalous	0.135	0.907	0.556	አሳፋሪ
scanner	0.531	0.356	0.567	ስካነር
scanty	0.287	0.333	0.127	ትንሽ
scape	0.290	0.625	0.536	ቅርፊት
scapegoat	0.184	0.685	0.481	ስካፔት
scar	0.146	0.500	0.397	ጠባሳ
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	ብርቅዬ
scarcely	0.082	0.412	0.160	በጭንቅ
scarcity	0.167	0.500	0.182	እጥረት
scare	0.122	0.910	0.264	ማስፈራራት
scarecrow	0.219	0.274	0.349	scarecrow
scared	0.146	0.828	0.185	ፈራ
scares	0.122	0.847	0.386	ያስፈራራል።
scarf	0.750	0.224	0.224	መሀረብ
scarier	0.156	0.846	0.472	የበለጠ አስፈሪ
scariest	0.167	0.863	0.538	በጣም አስፈሪ
scarlet	0.507	0.390	0.411	ቀይ ቀለም
scary	0.062	0.952	0.528	አስፈሪ
scat	0.337	0.548	0.409	ቅትት።
scatter	0.229	0.620	0.404	መበተን
scattered	0.208	0.380	0.238	የተበታተነ
scattering	0.347	0.550	0.394	መበተን
scavenger	0.177	0.578	0.408	አጭበርባሪ
scenario	0.667	0.510	0.683	ሁኔታ
scene	0.570	0.340	0.578	ትዕይንት
scenery	0.745	0.253	0.592	የመሬት ገጽታ
scenic	0.684	0.548	0.756	ትዕይንት
scent	0.633	0.410	0.491	ሽታ
scented	0.865	0.509	0.431	መዓዛ ያለው
scepter	0.630	0.300	0.670	በትር
sceptical	0.214	0.387	0.466	ተጠራጣሪ
scepticism	0.292	0.444	0.550	ጥርጣሬ
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	መርሐግብር
schematic	0.490	0.284	0.647	schematic
scheme	0.521	0.269	0.577	እቅድ
schilling	0.367	0.410	0.418	ማሽተት
schism	0.280	0.569	0.386	መከፋፈል
schizophrenia	0.092	0.880	0.435	ስኪዞፈሪንያ
schizophrenic	0.102	0.958	0.433	ስኪዞፈሪኒክ
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	ሹሙክ
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	ምሁር
scholarly	0.750	0.466	0.709	ምሁር
scholarship	0.866	0.490	0.625	ስኮላርሺፕ
scholastic	0.500	0.470	0.491	ስኮላስቲክ
school	0.765	0.423	0.633	ትምህርት ቤት
schoolboy	0.623	0.385	0.441	የትምህርት ቤት ልጅ
schoolgirl	0.760	0.521	0.415	የትምህርት ቤት ልጃገረድ
schoolhouse	0.602	0.407	0.672	የትምህርት ቤት
schooling	0.582	0.462	0.640	ትምህርት ቤት
schoolmaster	0.667	0.368	0.852	የትምህርት ቤት መምህር
schoolteacher	0.521	0.380	0.632	የትምህርት ቤት መምህር
schoolwork	0.479	0.500	0.481	የትምህርት ቤት ስራ
schoolyard	0.684	0.529	0.440	የትምህርት ቤት ግቢ
schooner	0.635	0.408	0.427	ሾነር
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	ሳይንስ
scientific	0.653	0.510	0.836	ሳይንሳዊ
scientist	0.562	0.500	0.790	ሳይንቲስት
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	ማነቃቂያ
scintillation	0.576	0.579	0.573	scintillation
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	ssion
scissors	0.458	0.462	0.302	መቀሶች
scoff	0.125	0.686	0.306	ማሾፍ
scold	0.194	0.755	0.626	ስድብ
scolding	0.071	0.833	0.417	ስድብ
scone	0.418	0.287	0.229	ስካን
scoop	0.583	0.543	0.640	ስካፕ
scoot	0.510	0.490	0.412	ስካው
scooter	0.510	0.587	0.371	ስኩተር
scope	0.656	0.386	0.718	ስፋት
scorch	0.214	0.689	0.491	ማቃጠል
scorching	0.406	0.635	0.464	የሚያቃጥል
score	0.670	0.388	0.589	ነጥብ
scoreboard	0.667	0.484	0.472	የውጤት ሰሌዳ
scorer	0.730	0.608	0.764	ግብ አስቆጣሪ
scores	0.594	0.469	0.629	ውጤቶች
scorn	0.110	0.721	0.356	ንቀት
scorned	0.062	0.529	0.226	ተናቀ
scornful	0.173	0.608	0.368	ንቀት
scorpion	0.198	0.745	0.600	ጊንጥ
scotch	0.578	0.520	0.615	ስኮትች
scoundrel	0.094	0.740	0.412	ቅሌት
scour	0.388	0.602	0.632	ስከር
scourge	0.214	0.640	0.302	መቅሰፍት
scout	0.656	0.611	0.763	ስካውት
scowl	0.302	0.600	0.413	ስድብ
scrabble	0.625	0.412	0.399	መቧጠጥ
scram	0.306	0.485	0.409	ማጭበርበር
scramble	0.469	0.744	0.500	መቧጨር
scrambled	0.451	0.535	0.539	ተዘበራረቀ
scrambler	0.417	0.550	0.444	አጭበርባሪ
scrambling	0.421	0.810	0.731	መተራመስ
scrap	0.156	0.339	0.173	ቁርጥራጭ
scrapbook	0.562	0.274	0.432	ማስታወሻ ደብተር
scrape	0.365	0.615	0.384	መፋቅ
scrapie	0.306	0.706	0.231	መቧጠጥ
scraping	0.265	0.479	0.305	መፋቅ
scrappy	0.301	0.375	0.406	ቆሻሻ
scratch	0.276	0.625	0.270	ጭረት
scratchy	0.235	0.610	0.436	ቧጨራ
scrawny	0.276	0.422	0.245	የተበላሸ
scream	0.188	0.863	0.594	መጮህ
screamer	0.156	0.670	0.392	ጩኸት
screaming	0.245	0.901	0.460	መጮህ
screech	0.214	0.802	0.306	ጩኸት
screen	0.670	0.300	0.417	ስክሪን
screening	0.562	0.570	0.709	ማጣራት
screenplay	0.500	0.406	0.518	የስክሪን ጨዋታ
screenwriter	0.571	0.500	0.712	የስክሪን ጸሐፊ
screw	0.385	0.460	0.377	ጠመዝማዛ
screwball	0.271	0.680	0.505	screwball
screwdriver	0.520	0.519	0.439	screwdriver
screwed	0.302	0.520	0.464	ተበላሽቷል
screwy	0.344	0.596	0.450	ጠማማ
screwyou	0.260	0.647	0.509	የራስህ ጉዳይ
scribble	0.429	0.453	0.358	መፃፍ
scribe	0.541	0.264	0.491	ጸሐፊ
scrimmage	0.367	0.660	0.411	ጩኸት
scrip	0.430	0.462	0.455	ስክሪፕት
script	0.610	0.450	0.527	ስክሪፕት
scriptural	0.551	0.250	0.596	መጽሐፍ ቅዱሳዊ
scripture	0.745	0.270	0.630	ቅዱሳት መጻሕፍት
scroll	0.375	0.630	0.409	ሸብልል
scrotum	0.396	0.653	0.361	ስክሪት
scrounge	0.210	0.565	0.397	ማጭበርበር
scrounger	0.323	0.490	0.358	ሸርተቴ
scrub	0.417	0.420	0.500	መፋቅ
scruffy	0.194	0.435	0.176	ሸርተቴ
scrumptious	0.959	0.650	0.566	ተንኮለኛ
scrupulous	0.545	0.685	0.602	ብልህ
scrutinize	0.458	0.587	0.573	መመርመር
scrutiny	0.500	0.653	0.658	መመርመር
scuba	0.542	0.494	0.456	ስኩባ
scuff	0.165	0.560	0.376	ማሸማቀቅ
scuffle	0.146	0.800	0.529	ግርግር
scullery	0.469	0.337	0.353	ስኩላሪ
sculptor	0.653	0.431	0.694	ቀራፂ
sculpture	0.750	0.346	0.490	ቅርጻቅርጽ
sculptured	0.708	0.373	0.557	የተቀረጸ
scum	0.357	0.380	0.218	ቅሌት
scumbag	0.240	0.591	0.278	ቆሻሻ
scurry	0.398	0.647	0.509	መቧጠጥ
scurvy	0.354	0.462	0.312	ስከርቭ
scuttle	0.438	0.398	0.430	ስኳል
sea	0.833	0.353	0.589	ባሕር
seaboard	0.663	0.356	0.507	የባህር ሰሌዳ
seafood	0.656	0.500	0.328	የባህር ምግቦች
seagull	0.635	0.245	0.314	ሲጋል
seal	0.490	0.218	0.518	ማተም
seals	0.412	0.241	0.402	ማኅተሞች
seam	0.427	0.250	0.414	ስፌት
seaman	0.520	0.510	0.672	መርከበኛ
seamless	0.459	0.140	0.302	እንከን የለሽ
seamstress	0.535	0.288	0.389	የልብስ ስፌት ሴት
seaport	0.594	0.317	0.491	የባህር ወደብ
sear	0.490	0.553	0.600	ሰርግ
search	0.635	0.580	0.462	ፍለጋ
searching	0.534	0.657	0.466	መፈለግ
searchlight	0.622	0.510	0.552	የፍለጋ ብርሃን
seared	0.229	0.410	0.398	የተጠማዘዘ
seashore	0.796	0.310	0.375	የባህር ዳርቻ
seasick	0.115	0.683	0.245	የባህር ህመምተኛ
seaside	0.887	0.520	0.508	የባህር ዳርቻ
season	0.792	0.410	0.519	ወቅት
seasonal	0.592	0.273	0.305	ወቅታዊ
seasoned	0.812	0.570	0.509	የተቀመመ
seasoning	0.633	0.388	0.479	ማጣፈጫ
seat	0.542	0.281	0.434	መቀመጫ
seatbelt	0.656	0.314	0.726	የመቀመጫ ቀበቶ
seating	0.552	0.265	0.286	መቀመጫ
seawater	0.760	0.197	0.491	የባህር ውሃ
seaweed	0.446	0.286	0.382	የባህር አረም
sec	0.490	0.385	0.380	ሰከንድ
secession	0.323	0.561	0.509	መገንጠል
secluded	0.357	0.265	0.240	የተገለለ
seclusion	0.230	0.558	0.505	መገለል
second	0.490	0.210	0.250	ሁለተኛ
second cousin	0.698	0.360	0.441	ሁለተኛ የአጎት ልጅ
secondary	0.636	0.375	0.260	ሁለተኛ ደረጃ
secondhand	0.194	0.389	0.283	ሁለተኛ ሰው
secrecy	0.294	0.549	0.475	ሚስጥራዊነት
secret	0.479	0.580	0.509	ምስጢር
secretariat	0.518	0.459	0.597	ሴክሬታሪያት
secretary	0.612	0.426	0.561	ጸሐፊ
secrete	0.427	0.567	0.518	ሚስጥራዊነት
secretion	0.354	0.582	0.529	ምስጢር
secretive	0.390	0.250	0.538	ሚስጥራዊ
secretly	0.525	0.404	0.479	በድብቅ
sect	0.265	0.667	0.526	ኑፋቄ
sectarian	0.260	0.606	0.517	ኑፋቄ
section	0.500	0.269	0.421	ክፍል
sectional	0.427	0.415	0.464	ከፊል
sector	0.594	0.190	0.569	ዘርፍ
secular	0.463	0.461	0.520	ዓለማዊ
secularism	0.367	0.440	0.559	ሴኩላሪዝም
secure	0.844	0.380	0.914	አስተማማኝ
securities	0.750	0.304	0.852	ዋስትናዎች
security	0.837	0.360	0.821	ደህንነት
sedan	0.480	0.423	0.680	ሰዳን
sedate	0.656	0.157	0.345	ማስታገሻ
sedation	0.510	0.270	0.398	ማስታገሻ
sedative	0.314	0.273	0.352	ማስታገሻ
sedentary	0.292	0.185	0.273	የማይንቀሳቀስ
sedge	0.406	0.396	0.339	ሴጅ
sediment	0.438	0.306	0.372	ደለል
sedimentary	0.398	0.265	0.500	sedimentary
sedition	0.327	0.557	0.591	አመጽ
seduce	0.462	0.864	0.689	ማታለል
seducer	0.704	0.812	0.775	አታላይ
seducing	0.569	0.794	0.708	ማታለል
seduction	0.510	0.891	0.618	ማታለል
seductive	0.771	0.821	0.667	አሳሳች
see	0.635	0.269	0.312	ተመልከት
seed	0.656	0.135	0.306	ዘር
seedling	0.406	0.343	0.423	ችግኝ
seeds	0.731	0.269	0.418	ዘሮች
seedy	0.229	0.390	0.325	ዘረኛ
seek	0.622	0.429	0.482	መፈለግ
seeker	0.646	0.464	0.553	ፈላጊ
seem	0.471	0.302	0.298	ይመስላል
seemingly	0.490	0.410	0.356	የሚመስለው
seer	0.604	0.481	0.740	ባለ ራእይ
seesaw	0.570	0.559	0.410	seesaw
seething	0.312	0.821	0.642	ማቃጠል
segment	0.469	0.290	0.440	ክፍል
segregate	0.290	0.627	0.440	መለያየት
segregated	0.164	0.575	0.411	ተለያይቷል።
segregation	0.302	0.545	0.390	መለያየት
seismic	0.323	0.925	0.578	የመሬት መንቀጥቀጥ
seize	0.656	0.644	0.673	ያዝ
seizure	0.177	0.775	0.462	መናድ
seldom	0.323	0.379	0.287	አልፎ አልፎ
select	0.615	0.406	0.602	ይምረጡ
selection	0.594	0.340	0.595	ምርጫ
selective	0.612	0.347	0.706	መራጭ
selectman	0.552	0.547	0.609	መራጭ
selenium	0.469	0.408	0.336	ሴሊኒየም
self	0.704	0.370	0.500	እራስ
selfharm	0.350	0.620	0.407	ራስን መጉዳት
selfish	0.061	0.637	0.495	ራስ ወዳድ
selfishness	0.200	0.686	0.453	ራስ ወዳድነት
selfless	0.521	0.235	0.396	ከራስ ወዳድነት ነፃ የሆነ
selflove	0.854	0.630	0.661	ራስን መውደድ
selfworth	0.704	0.460	0.594	ራስን መቻል
sell	0.618	0.608	0.605	መሸጥ
seller	0.635	0.471	0.635	ሻጭ
sellout	0.398	0.490	0.465	ግህግ
seltzer	0.448	0.452	0.406	seltzer
semantics	0.698	0.394	0.569	የትርጓሜ ትምህርት
semaphore	0.552	0.374	0.598	semaphore
semblance	0.500	0.471	0.442	መልክ
semen	0.500	0.755	0.471	የዘር ፈሳሽ
semester	0.521	0.327	0.482	ሴሚስተር
semi	0.296	0.345	0.304	ከፊል
semiautomatic	0.469	0.510	0.522	ከፊል-አውቶማቲክ
semicolon	0.378	0.255	0.318	ሴሚኮሎን
seminal	0.459	0.413	0.566	ሴሚናል
seminar	0.583	0.360	0.623	ሴሚናር
seminary	0.594	0.367	0.589	ሴሚናሪ
semiotics	0.449	0.417	0.596	ሴሚዮቲክስ
senate	0.490	0.349	0.836	ሴኔት
senator	0.391	0.422	0.821	ሴናተር
send	0.663	0.480	0.537	መላክ
sender	0.542	0.449	0.509	ላኪ
senescence	0.378	0.456	0.394	ሰኔስሴስ
senile	0.280	0.211	0.305	አረጋዊ
senior	0.561	0.415	0.536	ከፍተኛ
seniority	0.408	0.427	0.602	ከፍተኛ ደረጃ
senor	0.527	0.217	0.630	ሴነር
senorita	0.765	0.550	0.500	ሴኖሪታ
sensation	0.781	0.663	0.673	ስሜት
sensational	0.938	0.827	0.858	ስሜት ቀስቃሽ
sense	0.781	0.417	0.474	ስሜት
senseless	0.125	0.388	0.136	ትርጉም የለሽ
senses	0.740	0.461	0.693	ስሜት
sensibility	0.583	0.423	0.448	አስተዋይነት
sensible	0.625	0.454	0.312	አስተዋይ
sensibly	0.786	0.337	0.396	በማስተዋል
sensitive	0.714	0.426	0.254	ስሜታዊ
sensitivity	0.750	0.417	0.395	ስሜታዊነት
sensor	0.571	0.377	0.542	ዳሳሽ
sensory	0.583	0.480	0.442	ስሜታዊ
sensual	0.730	0.790	0.642	ስሜት ቀስቃሽ
sensuality	0.844	0.840	0.632	ስሜታዊነት
sensuous	0.854	0.798	0.625	ስሜት ቀስቃሽ
sentence	0.625	0.265	0.548	ዓረፍተ ነገር
sentencing	0.120	0.782	0.561	የቅጣት ውሳኔ
sentient	0.583	0.417	0.363	ስሜት ያለው
sentiment	0.765	0.451	0.639	ስሜት
sentimental	0.583	0.378	0.312	ስሜታዊ
sentimentality	0.771	0.548	0.319	ስሜታዊነት
sentinel	0.531	0.602	0.845	ሴንትነል
sentry	0.470	0.547	0.684	ጠባቂ
separable	0.469	0.390	0.368	ሊለያይ የሚችል
separate	0.240	0.514	0.349	መለያየት
separately	0.310	0.365	0.368	በተናጠል
separation	0.198	0.592	0.409	መለያየት
separatist	0.245	0.627	0.537	ተገንጣይ
sepia	0.448	0.270	0.345	ሴፒያ
sepsis	0.229	0.452	0.327	ሴስሲስ
sept	0.521	0.333	0.361	ሴፕቴምበር
septic	0.281	0.462	0.425	ሴፕቲክ
septum	0.276	0.423	0.410	ሴፕተም
sequel	0.650	0.480	0.574	ተከታይ
sequence	0.543	0.350	0.529	ቅደም ተከተል
sequent	0.531	0.423	0.591	ተከታታይ
sequestered	0.160	0.863	0.427	ተከታይ
sequestration	0.177	0.860	0.500	መለያየት
serenade	0.875	0.570	0.491	ሴሬናዴ
serendipity	0.677	0.413	0.500	መረጋጋት
serene	0.802	0.132	0.370	የተረጋጋ
serenity	0.900	0.122	0.557	መረጋጋት
sergeant	0.408	0.600	0.833	ሳጅንን።
serial	0.469	0.350	0.472	ተከታታይ
serialize	0.500	0.455	0.593	ተከታታይ ማድረግ
series	0.622	0.431	0.420	ተከታታይ
serif	0.531	0.417	0.415	ሰሪፍ
serious	0.500	0.455	0.619	ከባድ
seriousness	0.439	0.365	0.750	አሳሳቢነት
sermon	0.417	0.507	0.615	ስብከት
