English Word	Valence	Arousal	Dominance	Zulu Word
spectrophotometer	0.500	0.484	0.500	i-spectrophotometer
spectroscopy	0.470	0.541	0.570	i-spectroscopy
spectrum	0.312	0.700	0.527	i-spectrum
speculate	0.398	0.602	0.553	qagela
speculation	0.325	0.683	0.394	ukuqagela
speculative	0.276	0.591	0.464	okuqagelayo
speculum	0.417	0.469	0.433	i-speculum
speech	0.656	0.470	0.688	inkulumo
speechless	0.459	0.320	0.315	engakwazi ukukhuluma
speed	0.719	0.849	0.658	isivinini
speedboat	0.635	0.858	0.612	isikebhe esisheshayo
speedily	0.688	0.740	0.665	ngokushesha
speeding	0.438	0.908	0.645	ukuhamba ngesivinini
speedometer	0.427	0.549	0.579	i-speedometer
speedway	0.667	0.519	0.416	i-speedway
speedy	0.625	0.625	0.793	ngokushesha
spell	0.385	0.380	0.368	pela
spellbound	0.531	0.647	0.387	i-spellbound
spelling	0.594	0.357	0.398	isipelingi
spencer	0.510	0.394	0.367	u-spencer
spend	0.672	0.745	0.429	chitha
spender	0.312	0.692	0.377	ochitha imali
spending	0.333	0.556	0.330	ukusebenzisa imali
spent	0.296	0.296	0.263	esetshenzisiwe
sperm	0.396	0.706	0.453	isidoda
spew	0.260	0.651	0.573	Hlaza
sphere	0.633	0.277	0.500	i-sphere
spherical	0.550	0.308	0.500	eyindilinga
sphincter	0.347	0.633	0.375	i-sphincter
sphinx	0.604	0.324	0.490	i-sphinx
spic	0.302	0.455	0.451	okubabayo
spice	0.594	0.439	0.384	izinongo
spicy	0.440	0.733	0.610	okubabayo
spider	0.229	0.569	0.430	isicabucabu
spiders	0.260	0.696	0.368	izicabucabu
spiffy	0.615	0.582	0.470	i-spiffy
spigot	0.380	0.346	0.423	i-spigot
spike	0.382	0.510	0.408	spike
spiked	0.281	0.613	0.407	spiked
spiky	0.284	0.657	0.587	spiky
spill	0.408	0.633	0.456	chitha
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	spin
spinach	0.583	0.200	0.368	isipinashi
spinal	0.312	0.491	0.296	umgogodla
spindle	0.552	0.410	0.360	ukuphotha
spine	0.495	0.461	0.600	umgogodla
spineless	0.344	0.387	0.321	abangenamgogodla
spinner	0.458	0.593	0.471	isipina
spinning	0.594	0.610	0.481	ukuphotha
spinster	0.357	0.368	0.345	i-spister
spiny	0.167	0.639	0.528	i-spiny
spiral	0.490	0.624	0.361	spiral
spire	0.354	0.358	0.389	i-spire
spirit	0.786	0.370	0.621	umoya
spirited	0.854	0.587	0.734	enomoya
spirits	0.583	0.847	0.545	imimoya
spiritual	0.938	0.327	0.564	ngokomoya
spirituality	0.865	0.281	0.667	ingokomoya
spit	0.149	0.545	0.436	amathe
spite	0.080	0.600	0.317	ukwesaba
spiteful	0.073	0.710	0.330	ononya
spitfire	0.233	0.623	0.566	amathe
spittoon	0.276	0.426	0.280	amathe
splash	0.521	0.412	0.281	chaphaza
splat	0.510	0.433	0.385	splat
splatter	0.312	0.596	0.352	i-splatter
spleen	0.448	0.255	0.396	ubende
splendid	0.896	0.740	0.810	kuhle
splendor	0.927	0.612	0.850	ubukhazikhazi
splice	0.386	0.460	0.377	splice
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	umphetho
splinter	0.136	0.422	0.325	i-splinter
split	0.344	0.618	0.410	Hlukanisa
splitting	0.188	0.598	0.375	ukuhlukana
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	chitha
spoiler	0.347	0.527	0.380	umphangi
spoiling	0.135	0.678	0.306	ukumosha
spoils	0.388	0.760	0.481	impango
spoke	0.635	0.433	0.483	wakhuluma
spoken	0.551	0.363	0.545	kukhulunywa
spokesman	0.720	0.480	0.611	umkhulumeli
spokesperson	0.573	0.453	0.615	umkhulumeli
sponge	0.551	0.192	0.219	isipontshi
spongy	0.469	0.324	0.344	isipontshi
sponsor	0.729	0.537	0.800	umxhasi
sponsorship	0.854	0.608	0.696	uxhaso
spontaneity	0.817	0.698	0.655	ukuzenzela
spontaneous	0.780	0.578	0.655	ngokuzenzakalelayo
spoof	0.490	0.594	0.381	i-spoof
spook	0.327	0.887	0.322	isipoki
spooky	0.104	0.858	0.380	i-spooky
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	ukhezo
spoonful	0.582	0.208	0.308	ziwukhezo
sporadic	0.333	0.394	0.500	ngezikhathi ezithile
spore	0.480	0.408	0.231	inhlamvu
sport	0.865	0.700	0.657	ezemidlalo
sporting	0.917	0.656	0.675	ezemidlalo
sports	0.833	0.683	0.587	ezemidlalo
sports car	0.759	0.696	0.669	imoto yezemidlalo
sportsman	0.755	0.735	0.713	umdlali wezemidlalo
sportsmanship	0.890	0.582	0.694	ezemidlalo
sportswriter	0.760	0.551	0.566	umbhali wezemidlalo
sporty	0.735	0.713	0.648	ezemidlalo
spot	0.510	0.180	0.336	indawo
spotless	0.792	0.327	0.726	engenabala
spotlight	0.688	0.353	0.519	ukukhanya
spotted	0.354	0.472	0.295	emabala
spotter	0.542	0.491	0.644	ibala
spotty	0.281	0.606	0.241	namabala
spousal	0.656	0.582	0.632	oshade naye
spouse	0.750	0.600	0.645	umlingani
spout	0.438	0.357	0.309	i-spout
sprain	0.063	0.580	0.384	i-sprain
sprawl	0.600	0.596	0.672	sprawl
spray	0.438	0.410	0.333	fafaza
spread	0.570	0.583	0.651	ukubhebhetheka
spreader	0.510	0.480	0.500	umsakazi
spree	0.564	0.663	0.474	spree
spring	0.837	0.370	0.481	intwasahlobo
springtime	0.837	0.439	0.722	intwasahlobo
sprinkle	0.635	0.404	0.380	fafaza
sprinkler	0.510	0.434	0.473	isifafazi
sprinkling	0.677	0.510	0.466	ukufafaza
sprint	0.549	0.649	0.528	i-sprint
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	ihlumela
spruce	0.604	0.288	0.380	isihlahla sonwele saseYurophu
spud	0.403	0.423	0.349	i-spud
spunk	0.438	0.632	0.473	i-spunk
spunky	0.646	0.879	0.755	spunky
spur	0.378	0.545	0.340	khuthaza
spurious	0.178	0.480	0.343	mbumbulu
spurred	0.562	0.684	0.472	kugqugquzelwe
spurt	0.448	0.550	0.475	gxuma
spy	0.260	0.686	0.530	inhloli
squabble	0.173	0.850	0.500	bhebhana
squad	0.552	0.711	0.806	iqembu
squadron	0.469	0.686	0.787	iqembu
squall	0.191	0.833	0.655	squala
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	isaphaza
square	0.509	0.340	0.291	isikwele
squash	0.531	0.667	0.410	Ugalonci
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squaw
squeak	0.271	0.679	0.300	khala
squeaky	0.229	0.771	0.367	ekhalayo
squeal	0.250	0.731	0.375	khala
squealer	0.541	0.519	0.330	i-squealer
squeamish	0.176	0.656	0.453	squeamish
squeeze	0.458	0.676	0.532	khama
squeezing	0.260	0.598	0.557	ukukhama
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	ingwane
squint	0.385	0.461	0.452	cwebisa amehlo
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	gwaza
stabbed	0.031	0.875	0.431	egwaziwe
stability	0.812	0.264	0.849	ukuzinza
stabilize	0.839	0.427	0.722	qinisa
stabilizer	0.688	0.353	0.767	isizinzisi
stable	0.725	0.204	0.735	ezinzile
staccato	0.396	0.500	0.427	i-staccato
stack	0.470	0.282	0.427	isitaki
stadium	0.635	0.679	0.611	inkundla
staff	0.745	0.274	0.627	abasebenzi
stag	0.594	0.250	0.389	inyamazane
stage	0.592	0.306	0.473	esiteji
stagecoach	0.516	0.519	0.627	i-stagecoach
stagehand	0.420	0.684	0.555	isandla sesiteji
stagger	0.531	0.620	0.458	gxadazela
staggering	0.520	0.657	0.683	ediyazela
stagnant	0.300	0.500	0.208	imile
stagnation	0.276	0.324	0.396	ukumila
staid	0.385	0.290	0.634	staid
stain	0.453	0.324	0.264	ibala
stained	0.245	0.460	0.209	enamabala
stainless	0.594	0.329	0.618	engenasici
stair	0.375	0.354	0.345	izitebhisi
staircase	0.469	0.347	0.440	izitebhisi
stairs	0.510	0.439	0.342	izitebhisi
stairway	0.562	0.510	0.407	izitebhisi
stairwell	0.510	0.292	0.333	izitebhisi
stake	0.406	0.608	0.460	isigxobo
stakeout	0.344	0.546	0.600	i-stakeout
stale	0.235	0.461	0.286	isidala
stalemate	0.296	0.354	0.267	isithunzi
stalk	0.436	0.272	0.395	isiqu
stalker	0.177	0.930	0.639	umlandeli
stall	0.370	0.245	0.292	isitolo
stallion	0.628	0.596	0.779	inkunzi
stalls	0.582	0.378	0.451	izitebele
stalwart	0.812	0.430	0.691	iqhawe
stamina	0.664	0.694	0.877	ukuqina
stamp	0.438	0.327	0.441	isitembu
stampede	0.235	0.875	0.683	ukunyathelana
stance	0.604	0.333	0.609	ukuma
stand	0.600	0.324	0.509	yima
standard	0.673	0.143	0.605	ejwayelekile
standardize	0.684	0.353	0.729	linganisa
standardized	0.610	0.324	0.607	okujwayelekile
standby	0.260	0.224	0.386	Hlala ULINDILE
standing	0.604	0.317	0.425	emi
standoff	0.333	0.840	0.558	ukuma
standpoint	0.585	0.388	0.652	umbono
standstill	0.441	0.203	0.500	ima
standup	0.633	0.583	0.550	Sukuma
stanza	0.612	0.343	0.297	isitanza
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	okuyisisekelo
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	inkanyezi
star fruit	0.701	0.433	0.427	isithelo senkanyezi
starboard	0.531	0.388	0.558	ibhodi lezinkanyezi
starch	0.507	0.354	0.312	isitashi
stardom	0.844	0.786	0.689	ukuduma
stardust	0.843	0.410	0.549	inkanyezi
stare	0.541	0.430	0.538	gqolozela
starfish	0.680	0.320	0.421	inkanyezi
stargazing	0.802	0.461	0.709	ukubuka izinkanyezi
staring	0.542	0.306	0.423	egqolozela
stark	0.330	0.630	0.577	kugqame
starlet	0.806	0.471	0.587	inkanyezi
starlight	0.908	0.368	0.611	ukukhanya kwenkanyezi
starling	0.500	0.490	0.514	inkanyezi
starry	0.438	0.643	0.434	enezinkanyezi
stars	0.796	0.521	0.484	izinkanyezi
starship	0.740	0.719	0.704	inkanyezi
start	0.684	0.430	0.589	qala
starter	0.667	0.461	0.827	umqalisi
startle	0.276	0.817	0.417	wethuka
startled	0.333	0.865	0.526	ethukile
startling	0.750	0.768	0.830	ethusayo
starvation	0.240	0.592	0.284	indlala
starve	0.073	0.729	0.402	ukulamba
starved	0.097	0.689	0.219	indlala
starving	0.163	0.670	0.336	ukulamba
stash	0.344	0.630	0.361	stash
stat	0.479	0.460	0.395	izibalo
state	0.562	0.320	0.604	isimo
stately	0.830	0.728	0.915	ngobukhazikhazi
statement	0.688	0.608	0.825	isitatimende
stateroom	0.653	0.380	0.441	i-stateroom
stateside	0.643	0.480	0.708	stateside
statesman	0.510	0.490	0.736	isikhulu
static	0.297	0.250	0.366	i-static
staticky	0.357	0.278	0.358	staticky
statics	0.542	0.290	0.527	ama-statics
station	0.688	0.367	0.519	esiteshini
stationary	0.408	0.240	0.484	umile
stationery	0.570	0.120	0.455	izinto zokubhala
statistic	0.508	0.420	0.609	izibalo
statistical	0.714	0.353	0.627	izibalo
statistician	0.571	0.360	0.703	isazi sezibalo
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuary
statue	0.542	0.153	0.570	isifanekiso
statuette	0.677	0.433	0.518	isifanekiso
stature	0.470	0.353	0.664	isiqu
status	0.658	0.377	0.588	isimo
statute	0.592	0.330	0.673	umthetho
statutory	0.510	0.376	0.539	ngokomthetho
staunch	0.480	0.363	0.833	qina
stave	0.417	0.333	0.424	induku
stay	0.604	0.275	0.516	hlala
stayaway	0.369	0.284	0.526	hlala
stayed	0.497	0.270	0.395	wahlala
stays	0.633	0.363	0.564	uhlala
stead	0.551	0.214	0.510	esikhundleni
steadfast	0.771	0.433	0.800	gxilile
steady	0.680	0.186	0.763	ezinzile
steak	0.625	0.359	0.315	inyama yenkomo
steakhouse	0.802	0.379	0.547	i-steakhouse
steal	0.021	0.856	0.528	ukweba
stealing	0.086	0.913	0.455	ukweba
stealth	0.520	0.270	0.452	isinyenyela
stealthily	0.763	0.294	0.458	ngesinyenyela
stealthy	0.380	0.363	0.534	isinyenyela
steam	0.469	0.413	0.421	umusi
steamboat	0.708	0.500	0.633	i-steamboat
steamer	0.510	0.442	0.528	isitimu
steaming	0.592	0.553	0.402	ukuthungatha
steamroller	0.396	0.567	0.667	i-steamroller
steamship	0.469	0.490	0.569	umkhumbi
steamy	0.479	0.538	0.445	umusi
steel	0.521	0.420	0.714	insimbi
steep	0.312	0.612	0.321	emaweni
steeple	0.625	0.519	0.500	ummango
steer	0.469	0.490	0.527	qondisa
steering	0.580	0.431	0.660	ukuqondisa
stellar	0.796	0.580	0.769	inkanyezi
stem	0.615	0.191	0.336	isiqu
stench	0.104	0.570	0.298	ukunuka
stencil	0.500	0.327	0.421	i-stencil
stenographer	0.510	0.408	0.589	i-stenographer
step	0.531	0.321	0.347	isinyathelo
stepdaughter	0.510	0.510	0.432	indodakazi yokutholwa
stepfather	0.396	0.491	0.611	usingababa
stepmother	0.427	0.530	0.484	usingamama
steppe	0.427	0.321	0.379	i-steppe
steps	0.511	0.349	0.373	izinyathelo
stepson	0.614	0.406	0.480	indodana kababa
stereo	0.617	0.519	0.500	isitiriyo
stereoscopic	0.363	0.417	0.574	i-stereoscopic
stereotype	0.151	0.422	0.612	stereotype
stereotyped	0.375	0.510	0.436	stereotyped
sterile	0.302	0.471	0.291	oyinyumba
sterility	0.201	0.519	0.414	ubunyumba
sterilize	0.406	0.510	0.520	vala inzalo
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	lukhuni
sternum	0.520	0.422	0.436	i-sternum
steroid	0.360	0.706	0.681	ama-steroid
stethoscope	0.427	0.377	0.490	i-stethoscope
stew	0.667	0.373	0.250	isitshulu
steward	0.633	0.238	0.550	umphathi
stewardess	0.625	0.491	0.491	umphathi
stewardship	0.551	0.440	0.617	ubuphathi
stfu	0.292	0.500	0.390	i-stfu
stick	0.396	0.364	0.382	induku
sticker	0.583	0.306	0.346	isitika
sticking	0.486	0.425	0.356	ukunamathela
stickler	0.385	0.471	0.417	sticker
stickup	0.453	0.537	0.434	ukunamathela
sticky	0.385	0.569	0.292	okunamathelayo
stiff	0.158	0.459	0.569	lukhuni
stiffen	0.360	0.582	0.719	qinisa
stiffness	0.323	0.500	0.657	ukuqina
stifle	0.240	0.764	0.427	cindezela
stifled	0.229	0.731	0.193	ikhubaziwe
stifling	0.163	0.858	0.608	ukukhubaza
stigma	0.327	0.500	0.470	ukucwaswa
stile	0.750	0.359	0.691	isitile
stiletto	0.396	0.430	0.427	i-stiletto
stillbirth	0.092	0.809	0.291	ukubeletha
stillborn	0.271	0.519	0.337	ozelwe engasekho
stillness	0.729	0.125	0.339	ukuthula
stillwaiting	0.344	0.393	0.420	ngisalindile
stilts	0.439	0.577	0.300	izinti
stimulant	0.441	0.794	0.745	isikhuthazi
stimulate	0.792	0.798	0.754	shukumisa
stimulating	0.740	0.804	0.809	evuselelayo
stimulation	0.708	0.821	0.702	ukuvuselela
stimulus	0.771	0.779	0.750	isikhuthazo
sting	0.163	0.651	0.373	luma
stinger	0.279	0.625	0.508	udosi
stinging	0.260	0.730	0.459	ukuhlaba
stingy	0.094	0.548	0.283	oncishanayo
stink	0.042	0.481	0.180	ukunuka
stinker	0.163	0.567	0.275	okunukayo
stinking	0.041	0.657	0.264	ezinukayo
stinky	0.092	0.558	0.176	iyanuka
stint	0.490	0.326	0.342	isithunzi
stipend	0.604	0.546	0.614	imali encane
stipulate	0.570	0.546	0.623	chaza
stipulation	0.469	0.622	0.654	umgomo
stir	0.448	0.773	0.453	gudluza
stirring	0.582	0.702	0.558	ukunyakazisa
stitch	0.306	0.538	0.357	mthungo
stitching	0.510	0.382	0.345	ukuthunga
stock	0.594	0.418	0.407	isitoko
stockade	0.375	0.402	0.500	isitoko
stockbroker	0.417	0.676	0.802	umthengisi wamasheya
stockholder	0.573	0.625	0.716	umninimasheya
stocking	0.594	0.324	0.688	stocking
stockings	0.458	0.365	0.382	amasokisi amasokisi
stockpile	0.542	0.315	0.425	isitoko
stockroom	0.562	0.312	0.406	igumbi lamasheya
stocks	0.573	0.598	0.586	amasheya
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	weba
stolen	0.156	0.646	0.308	eyebiwe
stomach	0.367	0.402	0.438	isisu
stomachache	0.030	0.745	0.316	isisu esibuhlungu
stomp	0.365	0.565	0.438	gibela
stomped	0.229	0.684	0.406	wanyathela
stone	0.216	0.183	0.561	itshe
stoned	0.177	0.796	0.375	ikhandwe ngamatshe
stonewall	0.337	0.457	0.655	udonga lwamatshe
stoneware	0.458	0.300	0.443	izinto zamatshe
stony	0.356	0.494	0.525	enamatshe
stooge	0.438	0.406	0.163	isithuthuthu
stool	0.448	0.269	0.302	indle
stools	0.459	0.382	0.327	indle
stoop	0.490	0.430	0.284	thoba
stoopid	0.280	0.431	0.382	egobile
stop	0.280	0.510	0.490	Ima
stopover	0.531	0.327	0.575	ukuma
stoppage	0.224	0.491	0.445	ukumisa
stopper	0.365	0.336	0.390	isivimbeli
stopping	0.388	0.382	0.473	ukuma
stopwatch	0.469	0.521	0.482	isitophuwashi
storage	0.698	0.406	0.564	isitoreji
store	0.646	0.538	0.407	isitolo
storefront	0.580	0.217	0.457	ngaphambili kwesitolo
storehouse	0.570	0.250	0.491	inqolobane
storeroom	0.560	0.217	0.588	indlu yokugcina izimpahla
storing	0.630	0.378	0.548	ukugcina
storm	0.188	0.940	0.543	isiphepho
storming	0.265	0.910	0.669	ukuvunguza
stormy	0.146	0.870	0.562	kunesiphepho
story	0.653	0.406	0.704	indaba
storybook	0.854	0.306	0.383	incwadi yezindaba
storyteller	0.730	0.357	0.462	umxoxi wezindaba
storytelling	0.643	0.375	0.472	ukuxoxa indaba
stound	0.490	0.473	0.446	simile
stout	0.656	0.657	0.817	qinile
stove	0.466	0.391	0.405	isitofu
stow	0.615	0.365	0.523	stow
stowaway	0.224	0.481	0.357	stowaway
straddle	0.306	0.550	0.444	hamba
straighten	0.677	0.500	0.685	qondisa
straightforward	0.780	0.150	0.380	ngqo
straightway	0.667	0.444	0.565	ngokushesha
strain	0.190	0.750	0.380	ubunzima
strained	0.122	0.656	0.580	kanzima
strait	0.438	0.433	0.412	strait
straitjacket	0.224	0.719	0.579	i-straitjacket
straits	0.408	0.269	0.410	amaqhinga
strand	0.396	0.406	0.538	umucu
stranded	0.292	0.459	0.219	eboshiwe
strange	0.314	0.663	0.395	ongaziwa
stranger	0.330	0.449	0.302	isihambi
strangle	0.094	0.927	0.527	klinya
strangulation	0.040	0.886	0.542	ukuklinywa
strap	0.380	0.417	0.382	ibhande
strapless	0.314	0.462	0.273	engenantambo
strapping	0.552	0.413	0.454	ukubopha
strata	0.500	0.457	0.411	izigaba
strategic	0.786	0.708	0.861	amasu
strategist	0.571	0.594	0.810	usomaqhinga
strategy	0.704	0.667	0.858	isu
stratification	0.531	0.490	0.651	i-stratification
stratosphere	0.604	0.583	0.636	i-stratosphere
stratum	0.365	0.307	0.510	i-stratum
stratus	0.448	0.520	0.509	i-stratus
straw	0.480	0.290	0.163	utshani
strawberry	0.833	0.270	0.336	ijikijolo
stray	0.133	0.760	0.281	nhlanhlatha
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	ezinemithende
stream	0.449	0.537	0.559	ukusakaza
streamer	0.615	0.530	0.429	umsakazi
streaming	0.592	0.481	0.582	ukusakaza
streamline	0.656	0.573	0.618	lula
street	0.594	0.324	0.398	umgwaqo
streetcar	0.390	0.569	0.566	imoto yomgwaqo
streetlight	0.673	0.268	0.390	ukukhanya komgwaqo
strength	0.802	0.682	0.858	amandla
strengthen	0.802	0.796	0.971	qinisa
strengthening	0.913	0.627	0.945	ukuqinisa
strenuous	0.104	0.660	0.481	ekhandlayo
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	ukucindezeleka
stressed	0.167	0.740	0.502	wagcizelela
stresses	0.115	0.817	0.396	izingcindezi
stressfree	0.833	0.080	0.528	i-stressfree
stressful	0.153	0.873	0.389	ezicindezelayo
stressin	0.146	0.810	0.367	i-stressin
stressing	0.163	0.866	0.462	egcizelela
stressrelief	0.627	0.417	0.475	ukukhululeka kwengcindezi
stretch	0.604	0.578	0.500	ukwelula
stretcher	0.438	0.196	0.295	uhlaka
stricken	0.163	0.720	0.368	eshayiwe
strict	0.500	0.646	0.878	eqinile
stride	0.490	0.670	0.434	igxathu
strife	0.344	0.898	0.630	ingxabano
strike	0.271	0.811	0.571	shaya
strikeout	0.316	0.520	0.371	ukushaywa
striker	0.500	0.589	0.696	umgadli
striking	0.357	0.827	0.657	eshayayo
strikingly	0.690	0.684	0.811	ngokumangalisayo
string	0.385	0.398	0.445	umucu
strings	0.457	0.292	0.355	izintambo
stringy	0.430	0.510	0.527	stringy
strip	0.427	0.500	0.436	hlubula
stripe	0.629	0.302	0.361	umugqa
striped	0.344	0.373	0.385	enemithende
stripped	0.255	0.615	0.278	khunyuliwe
stripper	0.625	0.848	0.453	umhlubuli
striptease	0.607	0.918	0.608	khumula
strive	0.582	0.837	0.769	phokophela
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	unhlangothi
stroll	0.745	0.415	0.444	hamba
stroller	0.786	0.398	0.314	inqola
strolling	0.755	0.515	0.340	ukuhambahamba
strong	0.912	0.745	0.895	eqinile
stronghold	0.708	0.636	0.954	inqaba
strongly	0.630	0.817	0.885	ngamandla
structural	0.582	0.425	0.690	yesakhiwo
structure	0.562	0.356	0.712	isakhiwo
strudel	0.627	0.417	0.397	i-strudel
struggle	0.365	0.820	0.741	umzabalazo
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	isidudla
stubbed	0.323	0.642	0.241	ikhuni
stubble	0.333	0.442	0.264	izinhlanga
stubborn	0.157	0.702	0.575	inkani
stubbornness	0.156	0.673	0.508	inkani
stubby	0.417	0.370	0.393	lukhuni
stucco	0.439	0.292	0.279	i-stucco
stuck	0.153	0.644	0.285	wanamathela
stuckup	0.281	0.480	0.363	ukunamathela
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	igcwele
student	0.634	0.318	0.537	umfundi
studied	0.786	0.306	0.806	wafunda
studio	0.677	0.265	0.620	isitudiyo
study	0.653	0.361	0.768	funda
stuff	0.622	0.367	0.263	izinto
stuffed animal	0.684	0.255	0.306	isilwane esigxishiwe
stuffing	0.417	0.324	0.304	ukugxusha
stuffy	0.323	0.615	0.406	igcwele
stumble	0.153	0.716	0.259	khubeka
stump	0.449	0.510	0.340	isiphunzi
stumped	0.344	0.604	0.392	ngishayekile
stun	0.333	0.710	0.451	ukumangala
stunned	0.306	0.663	0.356	emangele
stunner	0.418	0.780	0.492	ukumangala
stunning	0.888	0.673	0.858	emangalisayo
stunt	0.387	0.555	0.526	ukuganga
stunted	0.194	0.472	0.275	imile
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	stupefaction
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	emangalisayo
stupid	0.133	0.510	0.200	isiphukuphuku
stupidity	0.060	0.418	0.151	ubulima
stupidpeople	0.073	0.675	0.196	abantu abayiziphukuphuku
stupidrain	0.260	0.520	0.317	i-stupidrain
stupor	0.323	0.590	0.330	isithukuthezi
sturdy	0.580	0.642	0.824	iqinile
sturgeon	0.417	0.473	0.465	i-sturgeon
stutter	0.250	0.469	0.258	ukungingiza
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	isitayela
styling	0.823	0.378	0.652	isitayela
stylish	0.885	0.490	0.689	isitayela
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	i-subatomic
subcommittee	0.396	0.467	0.600	ikomidi elincane
subconscious	0.531	0.375	0.415	ukungazi lutho
subcutaneous	0.396	0.444	0.376	ngaphansi kwesikhumba
subdivide	0.538	0.433	0.348	hlukanisa
subdivision	0.592	0.455	0.430	ukuhlukaniswa iziqephu
subduction	0.350	0.569	0.445	ukwehliswa
subdue	0.275	0.640	0.784	thoba
subdued	0.236	0.463	0.223	kwehlisiwe
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	isihloko
subjected	0.286	0.520	0.221	ngaphansi
subjection	0.354	0.408	0.539	ukuzithoba
subjective	0.510	0.350	0.432	subjective
subjugation	0.280	0.610	0.377	ukuzithoba
sublet	0.469	0.551	0.545	i-sublet
sublevel	0.365	0.298	0.333	izinga eliphansi
sublimation	0.510	0.390	0.538	i-sublimation
sublime	0.784	0.333	0.585	sublime
subliminal	0.410	0.528	0.464	i-subliminal
submarine	0.572	0.481	0.549	umkhumbi-ngwenya
submerge	0.517	0.643	0.456	cwilisa
submerged	0.337	0.528	0.357	icwile emanzini
submersible	0.406	0.459	0.540	submersible
submission	0.531	0.580	0.633	ukuzithoba
submissive	0.480	0.217	0.173	ezithobileyo
submit	0.635	0.448	0.500	hambisa
submitting	0.667	0.610	0.611	ukuthumela
subordinate	0.276	0.392	0.121	ngaphansi
subordination	0.270	0.527	0.343	ukuzithoba
subplot	0.469	0.413	0.446	ingxenye
subpoena	0.281	0.634	0.555	ukubizelwa
subscribe	0.660	0.344	0.591	bhalisa
subscriber	0.562	0.398	0.570	obhalisile
subscription	0.583	0.333	0.651	ukubhalisa
subsequence	0.438	0.510	0.413	okulandelayo
subsequent	0.449	0.385	0.400	okulandelayo
subsequently	0.380	0.337	0.336	kamuva
subservient	0.255	0.402	0.339	thobela
subset	0.429	0.358	0.404	isethi engaphansi
subside	0.375	0.308	0.209	yancipha
subsidence	0.320	0.509	0.452	ukuncipha
subsidiary	0.541	0.295	0.500	inkampani engaphansi
subsidize	0.604	0.615	0.589	xhasa
subsidy	0.573	0.462	0.517	uxhaso
subsist	0.573	0.418	0.472	phila
subsistence	0.510	0.404	0.491	ukuziphilisa
subsoil	0.429	0.240	0.382	umhlabathi ongaphansi
subspace	0.470	0.453	0.475	indawo engaphansi
substance	0.615	0.422	0.528	into
substandard	0.235	0.333	0.150	ezingeni eliphansi
substantial	0.590	0.490	0.690	okukhulu
substantially	0.646	0.471	0.684	kakhulu
substantiate	0.531	0.549	0.636	fakazela
substantive	0.500	0.350	0.455	okuphathekayo
substation	0.469	0.461	0.491	isiteshi esincane
substitute	0.427	0.406	0.398	esikhundleni
substituted	0.271	0.545	0.394	esikhundleni
substitution	0.406	0.480	0.353	esikhundleni
substructure	0.441	0.358	0.587	isakhiwo esingaphansi
subterranean	0.469	0.306	0.432	ngaphansi komhlaba
subtext	0.635	0.276	0.412	umbhalo ongaphansi
subtitle	0.445	0.202	0.347	isihlokwana
subtle	0.708	0.167	0.228	ezicashile
subtlety	0.615	0.176	0.363	ubuqili
subtract	0.208	0.330	0.283	khipha
subtraction	0.163	0.382	0.349	ukususa
subtype	0.427	0.296	0.420	uhlobo oluncane
suburb	0.354	0.566	0.441	indawo engaphansi kwedolobha
suburban	0.439	0.450	0.453	idolobha
suburbia	0.438	0.490	0.421	i-suburbia
suburbs	0.510	0.571	0.286	amadolobha
subversion	0.347	0.608	0.415	ukuketula
