English Word	Valence	Arousal	Dominance	Greek Word
sadness	0.052	0.288	0.164	θλίψη
safari	0.663	0.673	0.640	σαφάρι
safe	0.898	0.306	0.759	ασφαλής
safeguard	0.786	0.624	0.700	προστασία
safekeeping	0.653	0.510	0.586	φύλαξη
safety	0.708	0.491	0.868	ασφάλεια
saffron	0.443	0.373	0.349	κρόκος
sag	0.153	0.578	0.445	γέρνω
saga	0.635	0.440	0.600	έπος
sage	0.781	0.327	0.693	ΣΟΦΌΣ
saggy	0.370	0.429	0.300	χαλαρός
sail	0.615	0.220	0.325	πανι ΠΛΟΙΟΥ
sailboat	0.719	0.392	0.381	ιστιοφόρο
sailing	0.667	0.520	0.500	ιστιοπλοΐα
sailor	0.500	0.588	0.500	ναύτης
saint	0.812	0.240	0.693	άγιος
sainted	0.708	0.296	0.676	άγιος
saintly	0.865	0.286	0.591	άγιος
sake	0.490	0.573	0.407	χάρη
salad	0.750	0.260	0.307	σαλάτα
salamander	0.410	0.362	0.309	σαλαμάνδρα
salami	0.667	0.360	0.339	σαλάμι
salary	0.786	0.480	0.652	Μισθός
sale	0.647	0.602	0.573	πώληση
salesgirl	0.582	0.490	0.605	πωλήτρια
salesman	0.643	0.559	0.664	πωλητής
salient	0.600	0.573	0.702	προεξοχή
saline	0.430	0.340	0.385	αλατούχος
saliva	0.214	0.265	0.236	σάλιο
sally	0.604	0.390	0.451	έξοδος
salmon	0.760	0.250	0.444	σολομός
salmonella	0.167	0.608	0.312	σαλμονέλα
salon	0.531	0.296	0.463	σαλόνι
saloon	0.630	0.300	0.364	ποτοπολείο
salsa	0.742	0.500	0.370	σάλσα
salt	0.323	0.312	0.306	άλας
salted	0.333	0.400	0.304	αλατισμένος
saltwater	0.327	0.330	0.364	αλατόνερο
salty	0.388	0.531	0.288	Αλμυρός
salutary	0.885	0.360	0.686	σωτήριος
salutation	0.878	0.417	0.500	χαιρετισμός
salute	0.833	0.542	0.681	χαιρετισμός
salvage	0.622	0.510	0.832	διάσωση
salvation	0.857	0.480	0.800	σωτηρία
salve	0.612	0.390	0.500	αλοιφή
samba	0.781	0.740	0.465	σάμπα
sameness	0.531	0.330	0.484	ομοιότητα
sample	0.521	0.187	0.452	δείγμα
samurai	0.562	0.736	0.838	σαμουράι
sanatorium	0.469	0.490	0.491	σανατόριο
sanctification	0.770	0.431	0.816	αγιασμός
sanctified	0.792	0.240	0.612	αγιασμένος
sanctify	0.673	0.443	0.783	αγιάζω
sanctimonious	0.240	0.365	0.327	ψευδευλαβής
sanction	0.201	0.750	0.517	κύρωση
sanctioned	0.323	0.696	0.391	καθιερωμένος
sanctity	0.771	0.330	0.628	ιερότητα
sanctuary	0.863	0.226	0.575	άσυλο
sanctum	0.521	0.438	0.657	ιερό
sand	0.582	0.279	0.304	άμμος
sandal	0.490	0.283	0.333	σανδάλι
sandbox	0.573	0.274	0.264	sandbox
sander	0.438	0.580	0.445	τριβείο
sandman	0.479	0.469	0.388	sandman
sandpaper	0.417	0.425	0.404	γυαλόχαρτο
sands	0.646	0.304	0.377	άμμους
sandstorm	0.324	0.821	0.629	αμμοθύελλα
sandwich	0.672	0.314	0.310	σάντουιτς
sandy	0.406	0.265	0.296	αμμώδης
sane	0.760	0.235	0.670	υγιής
sanguine	0.520	0.560	0.545	αισιόδοξος
sanitarium	0.448	0.645	0.570	σανατόριο
sanitary	0.458	0.320	0.425	υγειονομικός
sanitation	0.742	0.312	0.500	υγιεινή
sanity	0.667	0.333	0.655	λογική
sans	0.459	0.294	0.246	χωρίς
santa	0.735	0.286	0.509	Άγιος Βασίλης
sap	0.470	0.298	0.258	χυμός δέντρου
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	ζαφείρι
sappy	0.583	0.469	0.330	χυμώδης
sarcasm	0.125	0.685	0.346	σαρκασμός
sarcastic	0.397	0.781	0.298	σαρκαστικός
sarcoma	0.260	0.519	0.402	σάρκωμα
sarcophagus	0.271	0.561	0.435	σαρκοφάγος
sardine	0.541	0.236	0.236	σαρδέλλα
sardonic	0.208	0.679	0.446	σαρδόνιος
sarsaparilla	0.542	0.488	0.345	σαρσαπαρίλλα
sash	0.480	0.298	0.333	ζώνη
sashimi	0.704	0.310	0.359	σασίμι
sassafras	0.469	0.388	0.471	είδος δάφνης
sassy	0.271	0.704	0.320	αυθάδης
satanic	0.062	0.843	0.720	σατανικός
satchel	0.521	0.306	0.345	σάκα
sate	0.667	0.400	0.472	χορταίνω
satellite	0.562	0.409	0.764	δορυφόρος
satin	0.519	0.396	0.481	σατέν
satire	0.458	0.655	0.472	σάτυρα
satirical	0.323	0.615	0.538	σατιρικός
satisfaction	0.939	0.637	0.673	ικανοποίηση
satisfactorily	0.765	0.570	0.802	σε ικανοποιητικό βαθμό
satisfactory	0.959	0.569	0.702	ικανοποιητικός
satisfied	0.959	0.510	0.685	ικανοποιημένος
satisfy	0.867	0.790	0.705	ικανοποιώ
satisfying	0.890	0.606	0.814	ικανοποιητική
saturate	0.281	0.680	0.467	διαβρέχω
saturated	0.474	0.700	0.442	κορεσμένα
saturation	0.255	0.582	0.583	κορεσμός
satyr	0.280	0.639	0.500	σάτυρος
sauce	0.562	0.515	0.288	σάλτσα
saucepan	0.347	0.264	0.321	κατσαρολάκι
saucer	0.510	0.327	0.337	πιατάκι
saucy	0.250	0.653	0.391	αυθάδης
sauerkraut	0.531	0.454	0.336	ξυνολάχανο
sauna	0.781	0.350	0.455	σάουνα
sausage	0.542	0.429	0.300	λουκάνικο
savage	0.204	0.931	0.605	άγριος
savagery	0.219	0.907	0.711	αγριότητα
savanna	0.606	0.147	0.394	σαβάνα
savannah	0.729	0.212	0.309	σαβάνα
savant	0.781	0.451	0.818	σοφός
save	0.770	0.439	0.682	αποθηκεύσετε
saver	0.745	0.382	0.802	οικονόμος
saving	0.663	0.230	0.621	οικονομία
savings	0.776	0.431	0.608	οικονομίες
savior	0.920	0.469	0.804	σωτήρας
savor	0.827	0.552	0.526	γεύση
savory	0.812	0.717	0.619	αλμυρά
savvy	0.719	0.520	0.706	καταλαβαίνω
saw	0.316	0.541	0.518	είδε
sawdust	0.398	0.279	0.241	πριονίδια
sawmill	0.427	0.378	0.434	πριονιστήριο ξυλείας
sax	0.573	0.465	0.409	σαξ
saxophone	0.688	0.444	0.482	σαξόφωνο
say	0.571	0.310	0.482	λένε
sayonara	0.560	0.398	0.402	σαιονάρα
scab	0.354	0.330	0.272	ψώρα
scabbard	0.325	0.219	0.217	θήκη
scaffold	0.480	0.500	0.336	ικρίωμα
scaffolding	0.496	0.366	0.545	σκαλωσιά
scalding	0.271	0.540	0.381	ζεμάτισμα
scale	0.310	0.350	0.577	κλίμακα
scales	0.439	0.330	0.491	Ζυγός
scallop	0.490	0.363	0.331	χτένι
scalp	0.347	0.346	0.302	δέρμα της κεφαλής
scalpel	0.302	0.700	0.482	χειρουργικό νυστέρι
scaly	0.281	0.481	0.358	φολιδωτός
scam	0.042	0.745	0.418	απάτη
scamp	0.458	0.464	0.371	αλήτης
scampi	0.531	0.448	0.224	καραβίδες
scan	0.479	0.423	0.470	σάρωση
scandal	0.122	0.821	0.557	σκάνδαλο
scandalous	0.135	0.907	0.556	σκανδαλώδης
scanner	0.531	0.356	0.567	ερευνητής
scanty	0.287	0.333	0.127	ανεπαρκής
scape	0.290	0.625	0.536	στύλος
scapegoat	0.184	0.685	0.481	αποδιοπομπαίος τράγος
scar	0.146	0.500	0.397	ουλή
scarab	0.406	0.458	0.267	σκαραβαίος
scarce	0.292	0.324	0.218	σπάνιος
scarcely	0.082	0.412	0.160	μόλις
scarcity	0.167	0.500	0.182	έλλειψη
scare	0.122	0.910	0.264	φόβος
scarecrow	0.219	0.274	0.349	σκιάχτρο
scared	0.146	0.828	0.185	φοβισμένος
scares	0.122	0.847	0.386	τρομάζει
scarf	0.750	0.224	0.224	κασκόλ
scarier	0.156	0.846	0.472	πιο τρομακτικό
scariest	0.167	0.863	0.538	πιο τρομακτικό
scarlet	0.507	0.390	0.411	κόκκινος
scary	0.062	0.952	0.528	τρομακτικός
scat	0.337	0.548	0.409	Στρίβε
scatter	0.229	0.620	0.404	σκορπίζω
scattered	0.208	0.380	0.238	διεσπαρμένος
scattering	0.347	0.550	0.394	διασκόρπιση
scavenger	0.177	0.578	0.408	οδοκαθαριστής
scenario	0.667	0.510	0.683	σενάριο
scene	0.570	0.340	0.578	σκηνή
scenery	0.745	0.253	0.592	τοπίο
scenic	0.684	0.548	0.756	θεαματικός
scent	0.633	0.410	0.491	μυρωδιά
scented	0.865	0.509	0.431	αρωματισμένο
scepter	0.630	0.300	0.670	σκήπτρο
sceptical	0.214	0.387	0.466	δύσπιστος
scepticism	0.292	0.444	0.550	σκεπτικισμός
schadenfreude	0.354	0.640	0.463	χαιρεκακία
schedule	0.510	0.380	0.480	πρόγραμμα
schematic	0.490	0.284	0.647	σχηματικός
scheme	0.521	0.269	0.577	σχέδιο
schilling	0.367	0.410	0.418	τσίλινγκ
schism	0.280	0.569	0.386	σχίσμα
schizophrenia	0.092	0.880	0.435	σχιζοφρένεια
schizophrenic	0.102	0.958	0.433	σχιζοφρενής
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	τσαμπουκ
schnapps	0.583	0.567	0.417	γερμανικό ποτό
schnitzel	0.365	0.430	0.382	σνίτσελ
scholar	0.694	0.421	0.731	λόγιος
scholarly	0.750	0.466	0.709	πολυμαθής
scholarship	0.866	0.490	0.625	υποτροφία
scholastic	0.500	0.470	0.491	σχολαστικός
school	0.765	0.423	0.633	σχολείο
schoolboy	0.623	0.385	0.441	μαθητής
schoolgirl	0.760	0.521	0.415	μαθήτρια
schoolhouse	0.602	0.407	0.672	σχολείο
schooling	0.582	0.462	0.640	σχολική εκπαίδευση
schoolmaster	0.667	0.368	0.852	δάσκαλος
schoolteacher	0.521	0.380	0.632	διδασκάλισσα
schoolwork	0.479	0.500	0.481	σχολική εργασία
schoolyard	0.684	0.529	0.440	σχολική αυλή
schooner	0.635	0.408	0.427	σκούνα
sciatica	0.286	0.443	0.393	ισχιαλγία
science	0.588	0.429	0.741	επιστήμη
scientific	0.653	0.510	0.836	επιστημονικός
scientist	0.562	0.500	0.790	επιστήμονας
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	ίχνος
scintillating	0.650	0.736	0.612	σπινθηροβόλος
scintillation	0.576	0.579	0.573	σπινθηροβολία
scintillator	0.583	0.670	0.510	σπινθηριστής
scion	0.490	0.380	0.451	γόνος
scissors	0.458	0.462	0.302	ψαλίδια
scoff	0.125	0.686	0.306	χλεύη
scold	0.194	0.755	0.626	μαλώνω
scolding	0.071	0.833	0.417	κατσάδα
scone	0.418	0.287	0.229	πίτα
scoop	0.583	0.543	0.640	κουτάλα
scoot	0.510	0.490	0.412	τρέχω
scooter	0.510	0.587	0.371	σκούτερ
scope	0.656	0.386	0.718	πεδίο εφαρμογής
scorch	0.214	0.689	0.491	περικαίω
scorching	0.406	0.635	0.464	καψάλισμα
score	0.670	0.388	0.589	σκορ
scoreboard	0.667	0.484	0.472	πίνακας αποτελεσμάτων
scorer	0.730	0.608	0.764	σκόρερ
scores	0.594	0.469	0.629	βαθμολογίες
scorn	0.110	0.721	0.356	περιφρόνηση
scorned	0.062	0.529	0.226	περιφρονήθηκε
scornful	0.173	0.608	0.368	περιφρονητικός
scorpion	0.198	0.745	0.600	σκορπιός
scotch	0.578	0.520	0.615	scotch
scoundrel	0.094	0.740	0.412	αχρείος
scour	0.388	0.602	0.632	καθαρίζω
scourge	0.214	0.640	0.302	μάστιγα
scout	0.656	0.611	0.763	ανιχνευτής
scowl	0.302	0.600	0.413	βλοσυρό ύφος
scrabble	0.625	0.412	0.399	σκραμπλ
scram	0.306	0.485	0.409	φεύγω γρήγορα
scramble	0.469	0.744	0.500	σκαρφάλωμα
scrambled	0.451	0.535	0.539	ανακατεμένα
scrambler	0.417	0.550	0.444	αναρριχητής
scrambling	0.421	0.810	0.731	ανακατεύοντας
scrap	0.156	0.339	0.173	ξύσμα
scrapbook	0.562	0.274	0.432	λεύκωμα αποκομμάτων
scrape	0.365	0.615	0.384	ξύνω
scrapie	0.306	0.706	0.231	τρομώδης νόσος
scraping	0.265	0.479	0.305	απόξεση
scrappy	0.301	0.375	0.406	ετερόκλητος
scratch	0.276	0.625	0.270	γρατσουνιά
scratchy	0.235	0.610	0.436	κνησμώδης
scrawny	0.276	0.422	0.245	λιπόσαρκος
scream	0.188	0.863	0.594	κραυγή
screamer	0.156	0.670	0.392	ξεφωνίζων
screaming	0.245	0.901	0.460	σκούξιμο
screech	0.214	0.802	0.306	στριγκλιά
screen	0.670	0.300	0.417	οθόνη
screening	0.562	0.570	0.709	διαλογής
screenplay	0.500	0.406	0.518	σενάριο
screenwriter	0.571	0.500	0.712	σεναριογράφος
screw	0.385	0.460	0.377	βίδα
screwball	0.271	0.680	0.505	εκκεντρικός
screwdriver	0.520	0.519	0.439	κατσαβίδι
screwed	0.302	0.520	0.464	βιδωμένο
screwy	0.344	0.596	0.450	βιδωτός
screwyou	0.260	0.647	0.509	αντε πνιξου
scribble	0.429	0.453	0.358	κακογραφία
scribe	0.541	0.264	0.491	γραφέας
scrimmage	0.367	0.660	0.411	ταραχή
scrip	0.430	0.462	0.455	γραπτό
script	0.610	0.450	0.527	γραφή
scriptural	0.551	0.250	0.596	βιβλικός
scripture	0.745	0.270	0.630	γραφή
scroll	0.375	0.630	0.409	πάπυρος
scrotum	0.396	0.653	0.361	όσχεο ανατομία
scrounge	0.210	0.565	0.397	αρπάζω
scrounger	0.323	0.490	0.358	τρακαδόρος
scrub	0.417	0.420	0.500	σφουγγάρισμα
scruffy	0.194	0.435	0.176	βρώμικος
scrumptious	0.959	0.650	0.566	εξαίσιος
scrupulous	0.545	0.685	0.602	ευσυνείδητος
scrutinize	0.458	0.587	0.573	διερευνώ
scrutiny	0.500	0.653	0.658	λεπτομερής έλεγχος
scuba	0.542	0.494	0.456	καταδύσεις
scuff	0.165	0.560	0.376	χαλώ
scuffle	0.146	0.800	0.529	συμπλοκή
scullery	0.469	0.337	0.353	λάντζα
sculptor	0.653	0.431	0.694	γλύπτης
sculpture	0.750	0.346	0.490	γλυπτική
sculptured	0.708	0.373	0.557	σκαλιστός
scum	0.357	0.380	0.218	απόβρασμα
scumbag	0.240	0.591	0.278	σκουπίδι
scurry	0.398	0.647	0.509	σπεύδω
scurvy	0.354	0.462	0.312	σκορβούτο
scuttle	0.438	0.398	0.430	φινιστρίνι
sea	0.833	0.353	0.589	θάλασσα
seaboard	0.663	0.356	0.507	θάλασσα
seafood	0.656	0.500	0.328	θαλασσινά
seagull	0.635	0.245	0.314	Γλάρος
seal	0.490	0.218	0.518	σφραγίδα
seals	0.412	0.241	0.402	σφραγίδες
seam	0.427	0.250	0.414	ραφή
seaman	0.520	0.510	0.672	ναυτικός
seamless	0.459	0.140	0.302	αδιάλειπτη
seamstress	0.535	0.288	0.389	ράφτρα
seaport	0.594	0.317	0.491	λιμάνι
sear	0.490	0.553	0.600	καίω
search	0.635	0.580	0.462	Αναζήτηση
searching	0.534	0.657	0.466	ερευνητικός
searchlight	0.622	0.510	0.552	προβολέας
seared	0.229	0.410	0.398	καμμένος
seashore	0.796	0.310	0.375	παραλία
seasick	0.115	0.683	0.245	αυτός που παθαίνει ναυτία
seaside	0.887	0.520	0.508	παραλία
season	0.792	0.410	0.519	εποχή
seasonal	0.592	0.273	0.305	εποχής
seasoned	0.812	0.570	0.509	σκληραγωγημένος
seasoning	0.633	0.388	0.479	καρύκευμα
seat	0.542	0.281	0.434	έδρα
seatbelt	0.656	0.314	0.726	ζώνη ασφαλείας
seating	0.552	0.265	0.286	καθιστικό
seawater	0.760	0.197	0.491	θαλασσινό νερό
seaweed	0.446	0.286	0.382	φύκι
sec	0.490	0.385	0.380	δευτ
secession	0.323	0.561	0.509	απόσχιση
secluded	0.357	0.265	0.240	απομονωμένος
seclusion	0.230	0.558	0.505	απομόνωση
second	0.490	0.210	0.250	δεύτερος
second cousin	0.698	0.360	0.441	δεύτερος ξάδερφος
secondary	0.636	0.375	0.260	δευτερεύων
secondhand	0.194	0.389	0.283	δεύτερο χέρι
secrecy	0.294	0.549	0.475	μυστικότητα
secret	0.479	0.580	0.509	μυστικό
secretariat	0.518	0.459	0.597	γραμματεία
secretary	0.612	0.426	0.561	γραμματέας
secrete	0.427	0.567	0.518	εκκρίνω
secretion	0.354	0.582	0.529	έκκριση
secretive	0.390	0.250	0.538	εκκριτικός
secretly	0.525	0.404	0.479	κρυφά
sect	0.265	0.667	0.526	αίρεση
sectarian	0.260	0.606	0.517	αιρετικός
section	0.500	0.269	0.421	Ενότητα
sectional	0.427	0.415	0.464	τμηματικός
sector	0.594	0.190	0.569	τομέας
secular	0.463	0.461	0.520	κοσμικός
secularism	0.367	0.440	0.559	λαϊκισμός
secure	0.844	0.380	0.914	ασφαλής
securities	0.750	0.304	0.852	χρεόγραφα
security	0.837	0.360	0.821	ασφάλεια
sedan	0.480	0.423	0.680	φορείο
sedate	0.656	0.157	0.345	ήσυχος
sedation	0.510	0.270	0.398	νάρκωση
sedative	0.314	0.273	0.352	καταπραϋντικό
sedentary	0.292	0.185	0.273	καθιστικός
sedge	0.406	0.396	0.339	σπαθόχορτο
sediment	0.438	0.306	0.372	ίζημα
sedimentary	0.398	0.265	0.500	ιζηματογενής
sedition	0.327	0.557	0.591	στάση
seduce	0.462	0.864	0.689	αποπλανώ
seducer	0.704	0.812	0.775	αποπλανητής
seducing	0.569	0.794	0.708	σαγηνευτικό
seduction	0.510	0.891	0.618	αποπλάνηση
seductive	0.771	0.821	0.667	αποπλανητικός
see	0.635	0.269	0.312	βλέπω
seed	0.656	0.135	0.306	σπόρος
seedling	0.406	0.343	0.423	σπορόφυτο
seeds	0.731	0.269	0.418	σπόρους
seedy	0.229	0.390	0.325	ελεεινός
seek	0.622	0.429	0.482	ψάχνω
seeker	0.646	0.464	0.553	ζητών
seem	0.471	0.302	0.298	φαίνομαι
seemingly	0.490	0.410	0.356	φαινομενικώς
seer	0.604	0.481	0.740	προφήτης
seesaw	0.570	0.559	0.410	τραμπάλα
seething	0.312	0.821	0.642	εξημμένος
segment	0.469	0.290	0.440	τμήμα
segregate	0.290	0.627	0.440	διαχωρίζω
segregated	0.164	0.575	0.411	διαχωρίζονται
segregation	0.302	0.545	0.390	διαχωρισμός
seismic	0.323	0.925	0.578	σεισμικός
seize	0.656	0.644	0.673	αρπάζω
seizure	0.177	0.775	0.462	Η επιλήπτική κρίση
seldom	0.323	0.379	0.287	σπάνια
select	0.615	0.406	0.602	επιλέγω
selection	0.594	0.340	0.595	επιλογή
selective	0.612	0.347	0.706	εκλεκτικός
selectman	0.552	0.547	0.609	προεστώς
selenium	0.469	0.408	0.336	σελήνιο
self	0.704	0.370	0.500	εαυτός
selfharm	0.350	0.620	0.407	αυτοτραυματισμός
selfish	0.061	0.637	0.495	εγωιστικός
selfishness	0.200	0.686	0.453	ιδιοτέλεια
selfless	0.521	0.235	0.396	ανιδιοτελής
selflove	0.854	0.630	0.661	Άγάπη για τον εαυτό
selfworth	0.704	0.460	0.594	αυτοεκτίμηση
sell	0.618	0.608	0.605	Πουλώ
seller	0.635	0.471	0.635	πωλητής
sellout	0.398	0.490	0.465	ΠΟΥΛΑΩ
seltzer	0.448	0.452	0.406	Seltzer
semantics	0.698	0.394	0.569	σημασιολογία
semaphore	0.552	0.374	0.598	σηματοφόρος
semblance	0.500	0.471	0.442	ομοιότητα
semen	0.500	0.755	0.471	σπέρμα
semester	0.521	0.327	0.482	εξάμηνο
semi	0.296	0.345	0.304	ημι
semiautomatic	0.469	0.510	0.522	ημιαυτόματος
semicolon	0.378	0.255	0.318	άνω τελεία
seminal	0.459	0.413	0.566	σπερματικός
seminar	0.583	0.360	0.623	σεμινάριο
seminary	0.594	0.367	0.589	εκπαιδευτήριο
semiotics	0.449	0.417	0.596	σημειωτική
senate	0.490	0.349	0.836	γερουσία
senator	0.391	0.422	0.821	γερουσιαστής
send	0.663	0.480	0.537	στείλετε
sender	0.542	0.449	0.509	αποστολέας
senescence	0.378	0.456	0.394	γηρασμός
senile	0.280	0.211	0.305	γεροντικός
senior	0.561	0.415	0.536	αρχαιότερος
seniority	0.408	0.427	0.602	αρχαιότητα
senor	0.527	0.217	0.630	κύριος
senorita	0.765	0.550	0.500	δεσποινίδα
sensation	0.781	0.663	0.673	αίσθηση
sensational	0.938	0.827	0.858	εντυπωσιακός
sense	0.781	0.417	0.474	έννοια
senseless	0.125	0.388	0.136	αναίσθητος
senses	0.740	0.461	0.693	αισθήσεις
sensibility	0.583	0.423	0.448	ευαισθησία
sensible	0.625	0.454	0.312	λογικός
sensibly	0.786	0.337	0.396	αισθητώς
sensitive	0.714	0.426	0.254	ευαίσθητος
sensitivity	0.750	0.417	0.395	ευαισθησία
sensor	0.571	0.377	0.542	αισθητήρας
sensory	0.583	0.480	0.442	αισθητήριος
sensual	0.730	0.790	0.642	αισθησιακός
sensuality	0.844	0.840	0.632	φιληδονία
sensuous	0.854	0.798	0.625	αισθησιακός
sentence	0.625	0.265	0.548	πρόταση
sentencing	0.120	0.782	0.561	καταδίκη
sentient	0.583	0.417	0.363	αισθητικός
sentiment	0.765	0.451	0.639	συναίσθημα
sentimental	0.583	0.378	0.312	αισθηματικός
sentimentality	0.771	0.548	0.319	συναισθηματικότητα
sentinel	0.531	0.602	0.845	φρουρός
sentry	0.470	0.547	0.684	φρουρός
separable	0.469	0.390	0.368	διαχωριστός
separate	0.240	0.514	0.349	ξεχωριστός
separately	0.310	0.365	0.368	χωριστά
separation	0.198	0.592	0.409	διαχωρισμός
separatist	0.245	0.627	0.537	σχισματικός
sepia	0.448	0.270	0.345	καστανόχρους
sepsis	0.229	0.452	0.327	σήψη
sept	0.521	0.333	0.361	Σεπτ
septic	0.281	0.462	0.425	σηπτικός
septum	0.276	0.423	0.410	διάφραγμα
sequel	0.650	0.480	0.574	η συνέχεια
sequence	0.543	0.350	0.529	αλληλουχία
sequent	0.531	0.423	0.591	ακολουθών
sequestered	0.160	0.863	0.427	απομονωμένος
sequestration	0.177	0.860	0.500	κατάσχεση
serenade	0.875	0.570	0.491	σερενάτα
serendipity	0.677	0.413	0.500	ΕΥΤΥΧΗΣ ΣΥΓΚΥΡΙΑ
serene	0.802	0.132	0.370	γαλήνιος
serenity	0.900	0.122	0.557	ηρεμία
sergeant	0.408	0.600	0.833	λοχίας
serial	0.469	0.350	0.472	κατα συρροη
serialize	0.500	0.455	0.593	σειριοποιώ
series	0.622	0.431	0.420	σειρά
serif	0.531	0.417	0.415	ελαφρή γραμμή
serious	0.500	0.455	0.619	σοβαρός
seriousness	0.439	0.365	0.750	σοβαρότητα
sermon	0.417	0.507	0.615	κήρυγμα
serpent	0.115	0.696	0.679	φίδι
serpentine	0.576	0.646	0.329	οφιοειδής
serrated	0.388	0.435	0.418	οδοντωτός
serum	0.520	0.231	0.443	ορρός
servant	0.340	0.408	0.331	υπηρέτης
serve	0.622	0.400	0.384	σερβίρισμα
server	0.656	0.356	0.536	υπηρέτης
service	0.684	0.408	0.535	υπηρεσία
serviceable	0.834	0.400	0.684	εξυπηρετικός
servile	0.439	0.327	0.415	δουλοπρεπής
servitude	0.250	0.490	0.250	σκλαβιά
sesame	0.673	0.250	0.382	σουσάμι
sess	0.418	0.481	0.411	sess
session	0.510	0.481	0.491	συνεδρία
sessions	0.646	0.578	0.650	συνεδρίες
set	0.521	0.482	0.630	σειρά
setback	0.198	0.451	0.250	οπισθοδρόμηση
sett	0.560	0.413	0.500	sett
setter	0.541	0.455	0.473	θέτων
settle	0.833	0.520	0.772	εγκαθιστώ
settled	0.521	0.510	0.473	τακτοποιημένο
settlement	0.635	0.412	0.723	επίλυση
settler	0.573	0.453	0.519	άποικος
settlor	0.531	0.434	0.534	οικιστής
setup	0.667	0.398	0.635	εγκατάσταση
seven	0.672	0.265	0.373	επτά
seventeen	0.585	0.296	0.321	δεκαεπτά
seventh	0.500	0.245	0.288	έβδομος
seventy	0.625	0.353	0.446	εβδομήντα
sever	0.156	0.635	0.451	κόβω
severable	0.406	0.451	0.398	διαχωριστός
severally	0.719	0.298	0.600	ιδιαιτερώς
severance	0.396	0.620	0.541	αποκοπή
severe	0.164	0.735	0.635	αυστηρός
severely	0.219	0.673	0.700	σοβαρά
severity	0.260	0.712	0.661	αυστηρότητα
sew	0.510	0.340	0.340	ράβω
sewage	0.255	0.343	0.339	απόβλητα
sewer	0.286	0.367	0.282	υπόνομος
sewerage	0.208	0.450	0.198	δίκτυο αποχέτευσης
sewing	0.625	0.337	0.356	ράψιμο
sex	0.803	0.939	0.704	φύλο
sexist	0.255	0.798	0.411	σεξιστής
sexual	0.584	0.959	0.640	σεξουαλικός
sexuality	0.670	0.898	0.657	σεξουαλικότητα
sexy	0.865	0.945	0.802	λάγνος
shabby	0.235	0.519	0.259	παλιός
shack	0.396	0.425	0.339	καλύβα
shackle	0.276	0.580	0.414	δεσμεύω
shade	0.388	0.265	0.278	απόχρωση
shades	0.490	0.300	0.380	αποχρώσεις
shading	0.420	0.324	0.318	σκίαση
shadow	0.302	0.343	0.158	σκιά
shadowy	0.135	0.373	0.330	σκιώδης
shady	0.323	0.509	0.375	σκιερός
shaft	0.549	0.275	0.472	άξονας
shag	0.417	0.462	0.340	τραχύνω
shaggy	0.510	0.302	0.321	δασύτριχος
shake	0.439	0.689	0.539	σέικ
shakedown	0.286	0.692	0.481	ταρακουνήσεις
shaken	0.344	0.657	0.333	χτυπημένο
shaker	0.520	0.728	0.518	σέικερ
shaking	0.275	0.849	0.255	κλονισμός
shaky	0.260	0.734	0.223	επισφαλής
shall	0.510	0.385	0.412	θα
shallow	0.427	0.298	0.351	αβαθής
shallows	0.388	0.368	0.368	ρηχά
sham	0.354	0.602	0.395	απάτη
shaman	0.490	0.531	0.604	σαμάνος
shambles	0.271	0.696	0.287	σφαγείο
shame	0.060	0.670	0.155	ντροπή
shamed	0.135	0.567	0.218	ντροπιασμένος
shameful	0.040	0.680	0.264	επαίσχυντος
shameless	0.274	0.713	0.407	αναίσχυντος
shampoo	0.604	0.180	0.250	σαμπουάν
shanghai	0.551	0.450	0.509	Σαγκάη
shank	0.530	0.393	0.286	γάμπα
shanty	0.427	0.459	0.255	παράγκα
shape	0.592	0.240	0.422	σχήμα
shapely	0.771	0.441	0.830	καλοφτιαγμένος
shard	0.388	0.407	0.426	θραύσμα αγγείου
share	0.759	0.548	0.545	μερίδιο
shareholder	0.656	0.632	0.915	μέτοχος
sharing	0.827	0.462	0.545	μοιρασιά
shark	0.260	0.845	0.596	καρχαρίας
sharp	0.459	0.585	0.585	αιχμηρός
sharpen	0.582	0.694	0.611	ακονίζω
sharpened	0.573	0.647	0.727	ακονισμένος
sharpener	0.532	0.435	0.327	ξύστρα
sharpness	0.729	0.385	0.653	οξύτητα
sharpshooter	0.240	0.929	0.764	σκοπευτής
shatter	0.108	0.821	0.464	θρυμματίζω
shattered	0.097	0.806	0.309	θρυμματισμένος
shattering	0.135	0.760	0.475	θρυμματίζοντας
shave	0.521	0.410	0.480	ξύρισμα
shaver	0.418	0.450	0.392	ξυριστική μηχανή
shaving	0.500	0.469	0.353	ξύρισμα
shawl	0.720	0.365	0.230	σάλι
sheaf	0.396	0.387	0.456	δεμάτι
shear	0.286	0.647	0.388	κουρεύω
shears	0.429	0.527	0.254	ψαλίδι
sheath	0.460	0.314	0.342	θήκη
sheathing	0.378	0.480	0.642	επικάλυψη
shed	0.427	0.402	0.470	υπόστεγο
sheen	0.812	0.510	0.712	ανταύγεια
sheep	0.604	0.206	0.161	πρόβατο
sheepdog	0.684	0.442	0.529	τσοπανόσκυλο
