English Word	Valence	Arousal	Dominance	Frisian Word
standardized	0.610	0.324	0.607	standerdisearre
standby	0.260	0.224	0.386	stand-by
standing	0.604	0.317	0.425	stean
standoff	0.333	0.840	0.558	standoff
standpoint	0.585	0.388	0.652	stânpunt
standstill	0.441	0.203	0.500	stilstân
standup	0.633	0.583	0.550	opstean
stanza	0.612	0.343	0.297	strofe
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	stapelje
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	stjer
star fruit	0.701	0.433	0.427	stjer fruit
starboard	0.531	0.388	0.558	stjoerboard
starch	0.507	0.354	0.312	setmoal
stardom	0.844	0.786	0.689	stardom
stardust	0.843	0.410	0.549	stardust
stare	0.541	0.430	0.538	stoarje
starfish	0.680	0.320	0.421	starish
stargazing	0.802	0.461	0.709	stargazing
staring	0.542	0.306	0.423	stoarjend
stark	0.330	0.630	0.577	sterk
starlet	0.806	0.471	0.587	starlet
starlight	0.908	0.368	0.611	stjerreljocht
starling	0.500	0.490	0.514	starling
starry	0.438	0.643	0.434	stjerrebyld
stars	0.796	0.521	0.484	stjerren
starship	0.740	0.719	0.704	stjerreskip
start	0.684	0.430	0.589	start
starter	0.667	0.461	0.827	starter
startle	0.276	0.817	0.417	skrikke
startled	0.333	0.865	0.526	ferrast
startling	0.750	0.768	0.830	ferrassend
starvation	0.240	0.592	0.284	úthongering
starve	0.073	0.729	0.402	úthongere
starved	0.097	0.689	0.219	úthongere
starving	0.163	0.670	0.336	úthongere
stash	0.344	0.630	0.361	stash
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	steat
stately	0.830	0.728	0.915	steatlik
statement	0.688	0.608	0.825	ferklearring
stateroom	0.653	0.380	0.441	stateroom
stateside	0.643	0.480	0.708	stateside
statesman	0.510	0.490	0.736	steatsman
static	0.297	0.250	0.366	statysk
staticky	0.357	0.278	0.358	statich
statics	0.542	0.290	0.527	statyk
station	0.688	0.367	0.519	stasjon
stationary	0.408	0.240	0.484	stasjonêr
stationery	0.570	0.120	0.455	briefpapier
statistic	0.508	0.420	0.609	statistyk
statistical	0.714	0.353	0.627	statistyske
statistician	0.571	0.360	0.703	statistikus
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	statuary
statue	0.542	0.153	0.570	stânbyld
statuette	0.677	0.433	0.518	byldsje
stature	0.470	0.353	0.664	statuer
status	0.658	0.377	0.588	status
statute	0.592	0.330	0.673	statút
statutory	0.510	0.376	0.539	wetlik
staunch	0.480	0.363	0.833	sterk
stave	0.417	0.333	0.424	staaf
stay	0.604	0.275	0.516	bliuwe
stayaway	0.369	0.284	0.526	bliuw fuort
stayed	0.497	0.270	0.395	bleau
stays	0.633	0.363	0.564	bliuwt
stead	0.551	0.214	0.510	stead
steadfast	0.771	0.433	0.800	steadfast
steady	0.680	0.186	0.763	steady
steak	0.625	0.359	0.315	steak
steakhouse	0.802	0.379	0.547	steakhouse
steal	0.021	0.856	0.528	stelle
stealing	0.086	0.913	0.455	stellen
stealth	0.520	0.270	0.452	stealth
stealthily	0.763	0.294	0.458	stealthily
stealthy	0.380	0.363	0.534	stealthy
steam	0.469	0.413	0.421	steam
steamboat	0.708	0.500	0.633	stoomboat
steamer	0.510	0.442	0.528	steamer
steaming	0.592	0.553	0.402	dampende
steamroller	0.396	0.567	0.667	stoomwals
steamship	0.469	0.490	0.569	stoomskip
steamy	0.479	0.538	0.445	dampich
steel	0.521	0.420	0.714	stiel
steep	0.312	0.612	0.321	steil
steeple	0.625	0.519	0.500	steeple
steer	0.469	0.490	0.527	stjoere
steering	0.580	0.431	0.660	bestjoering
stellar	0.796	0.580	0.769	stellar
stem	0.615	0.191	0.336	stam
stench	0.104	0.570	0.298	stank
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	stenograaf
step	0.531	0.321	0.347	stap
stepdaughter	0.510	0.510	0.432	styfdochter
stepfather	0.396	0.491	0.611	styfheit
stepmother	0.427	0.530	0.484	styfmem
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	stappen
stepson	0.614	0.406	0.480	styfsoan
stereo	0.617	0.519	0.500	stereo
stereoscopic	0.363	0.417	0.574	stereoskopysk
stereotype	0.151	0.422	0.612	stereotype
stereotyped	0.375	0.510	0.436	stereotypt
sterile	0.302	0.471	0.291	steryl
sterility	0.201	0.519	0.414	steriliteit
sterilize	0.406	0.510	0.520	sterilisearje
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	strang
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	steroid
stethoscope	0.427	0.377	0.490	stetoskoop
stew	0.667	0.373	0.250	stoofpot
steward	0.633	0.238	0.550	steward
stewardess	0.625	0.491	0.491	stewardess
stewardship	0.551	0.440	0.617	stewardship
stfu	0.292	0.500	0.390	stfu
stick	0.396	0.364	0.382	stôk
sticker	0.583	0.306	0.346	sticker
sticking	0.486	0.425	0.356	stekke
stickler	0.385	0.471	0.417	stekker
stickup	0.453	0.537	0.434	stekke
sticky	0.385	0.569	0.292	kleverig
stiff	0.158	0.459	0.569	stiif
stiffen	0.360	0.582	0.719	stiif
stiffness	0.323	0.500	0.657	stivens
stifle	0.240	0.764	0.427	stikel
stifled	0.229	0.731	0.193	fersmoarge
stifling	0.163	0.858	0.608	ferstikkend
stigma	0.327	0.500	0.470	stigma
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	stjergeboorte
stillborn	0.271	0.519	0.337	dea berne
stillness	0.729	0.125	0.339	stilte
stillwaiting	0.344	0.393	0.420	noch altyd oan it wachtsjen
stilts	0.439	0.577	0.300	stelten
stimulant	0.441	0.794	0.745	stimulant
stimulate	0.792	0.798	0.754	stimulearje
stimulating	0.740	0.804	0.809	stimulearjend
stimulation	0.708	0.821	0.702	stimulearring
stimulus	0.771	0.779	0.750	stimulus
sting	0.163	0.651	0.373	stekke
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	stekke
stingy	0.094	0.548	0.283	suinich
stink	0.042	0.481	0.180	stank
stinker	0.163	0.567	0.275	stinker
stinking	0.041	0.657	0.264	stjonkend
stinky	0.092	0.558	0.176	stjonk
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	stipend
stipulate	0.570	0.546	0.623	stipulearje
stipulation	0.469	0.622	0.654	bepaling
stir	0.448	0.773	0.453	roer
stirring	0.582	0.702	0.558	roeren
stitch	0.306	0.538	0.357	stitch
stitching	0.510	0.382	0.345	stiksels
stock	0.594	0.418	0.407	stock
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	stockbroker
stockholder	0.573	0.625	0.716	oandielhâlder
stocking	0.594	0.324	0.688	stocking
stockings	0.458	0.365	0.382	kousen
stockpile	0.542	0.315	0.425	stockpile
stockroom	0.562	0.312	0.406	stockroom
stocks	0.573	0.598	0.586	stocks
stoic	0.427	0.473	0.602	stoïsynsk
stole	0.135	0.760	0.384	stellen
stolen	0.156	0.646	0.308	stellen
stomach	0.367	0.402	0.438	mage
stomachache	0.030	0.745	0.316	pinemage
stomp	0.365	0.565	0.438	stomp
stomped	0.229	0.684	0.406	stompe
stone	0.216	0.183	0.561	stien
stoned	0.177	0.796	0.375	stiennen
stonewall	0.337	0.457	0.655	stiennen muorre
stoneware	0.458	0.300	0.443	stienguod
stony	0.356	0.494	0.525	stientich
stooge	0.438	0.406	0.163	stooge
stool	0.448	0.269	0.302	kruk
stools	0.459	0.382	0.327	krukkes
stoop	0.490	0.430	0.284	stoep
stoopid	0.280	0.431	0.382	stoopid
stop	0.280	0.510	0.490	ophâlde
stopover	0.531	0.327	0.575	stopover
stoppage	0.224	0.491	0.445	stopje
stopper	0.365	0.336	0.390	stopper
stopping	0.388	0.382	0.473	ophâlde
stopwatch	0.469	0.521	0.482	stopwatch
storage	0.698	0.406	0.564	opslach
store	0.646	0.538	0.407	winkel
storefront	0.580	0.217	0.457	winkelfront
storehouse	0.570	0.250	0.491	pakhús
storeroom	0.560	0.217	0.588	opslachromte
storing	0.630	0.378	0.548	opslaan
storm	0.188	0.940	0.543	stoarm
storming	0.265	0.910	0.669	stoarmjen
stormy	0.146	0.870	0.562	stoarmich
story	0.653	0.406	0.704	ferhaal
storybook	0.854	0.306	0.383	ferhaleboek
storyteller	0.730	0.357	0.462	ferhaleferteller
storytelling	0.643	0.375	0.472	ferhalefertelling
stound	0.490	0.473	0.446	stoand
stout	0.656	0.657	0.817	stout
stove	0.466	0.391	0.405	kachel
stow	0.615	0.365	0.523	stouwe
stowaway	0.224	0.481	0.357	stowayway
straddle	0.306	0.550	0.444	straddle
straighten	0.677	0.500	0.685	rjochtsje
straightforward	0.780	0.150	0.380	rjochtlinich
straightway	0.667	0.444	0.565	direkt
strain	0.190	0.750	0.380	strain
strained	0.122	0.656	0.580	spand
strait	0.438	0.433	0.412	strjitte
straitjacket	0.224	0.719	0.579	keuringsjack
straits	0.408	0.269	0.410	straits
strand	0.396	0.406	0.538	strân
stranded	0.292	0.459	0.219	strâne
strange	0.314	0.663	0.395	frjemd
stranger	0.330	0.449	0.302	frjemd
strangle	0.094	0.927	0.527	strangje
strangulation	0.040	0.886	0.542	strangulation
strap	0.380	0.417	0.382	riemke
strapless	0.314	0.462	0.273	strapless
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	strata
strategic	0.786	0.708	0.861	strategysk
strategist	0.571	0.594	0.810	strateeg
strategy	0.704	0.667	0.858	strategy
stratification	0.531	0.490	0.651	stratifikaasje
stratosphere	0.604	0.583	0.636	stratosfear
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	strie
strawberry	0.833	0.270	0.336	aardbei
stray	0.133	0.760	0.281	ferdwale
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	streaken
stream	0.449	0.537	0.559	stream
streamer	0.615	0.530	0.429	streamer
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	streamline
street	0.594	0.324	0.398	strjitte
streetcar	0.390	0.569	0.566	strjitwei
streetlight	0.673	0.268	0.390	strjitteljocht
strength	0.802	0.682	0.858	sterkte
strengthen	0.802	0.796	0.971	fersterkje
strengthening	0.913	0.627	0.945	fersterkjen
strenuous	0.104	0.660	0.481	ynspannend
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	klam
stressed	0.167	0.740	0.502	beklamme
stresses	0.115	0.817	0.396	beklammet
stressfree	0.833	0.080	0.528	frij fan stress
stressful	0.153	0.873	0.389	stressfolle
stressin	0.146	0.810	0.367	stressin
stressing	0.163	0.866	0.462	stressing
stressrelief	0.627	0.417	0.475	stressrelief
stretch	0.604	0.578	0.500	stretch
stretcher	0.438	0.196	0.295	stretcher
stricken	0.163	0.720	0.368	slein
strict	0.500	0.646	0.878	strikt
stride	0.490	0.670	0.434	stride
strife	0.344	0.898	0.630	striid
strike	0.271	0.811	0.571	slaan
strikeout	0.316	0.520	0.371	skrasse
striker	0.500	0.589	0.696	oanfaller
striking	0.357	0.827	0.657	opfallend
strikingly	0.690	0.684	0.811	opfallend
string	0.385	0.398	0.445	string
strings	0.457	0.292	0.355	snaren
stringy	0.430	0.510	0.527	stringy
strip	0.427	0.500	0.436	strip
stripe	0.629	0.302	0.361	streep
striped	0.344	0.373	0.385	striped
stripped	0.255	0.615	0.278	stripped
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	stribje
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	beroerte
stroll	0.745	0.415	0.444	kuierje
stroller	0.786	0.398	0.314	kinderwagen
strolling	0.755	0.515	0.340	kuierje
strong	0.912	0.745	0.895	sterk
stronghold	0.708	0.636	0.954	bolwurk
strongly	0.630	0.817	0.885	sterk
structural	0.582	0.425	0.690	struktureel
structure	0.562	0.356	0.712	struktuer
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	striid
strut	0.580	0.480	0.464	struts
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	stutsen
stubble	0.333	0.442	0.264	stoppels
stubborn	0.157	0.702	0.575	eigensinnich
stubbornness	0.156	0.673	0.508	eigensinnigens
stubby	0.417	0.370	0.393	stomp
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	stuck
stuckup	0.281	0.480	0.363	stutsen
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	studded
student	0.634	0.318	0.537	studint
studied	0.786	0.306	0.806	studearje
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	studearje
stuff	0.622	0.367	0.263	guod
stuffed animal	0.684	0.255	0.306	opset bist
stuffing	0.417	0.324	0.304	stuffing
stuffy	0.323	0.615	0.406	stuffy
stumble	0.153	0.716	0.259	stroffelje
stump	0.449	0.510	0.340	stump
stumped	0.344	0.604	0.392	stompe
stun	0.333	0.710	0.451	stun
stunned	0.306	0.663	0.356	ferbjustere
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	skitterend
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	stunted
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	ferrassing
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	wûnderlik
stupid	0.133	0.510	0.200	stom
stupidity	0.060	0.418	0.151	dommens
stupidpeople	0.073	0.675	0.196	stomme minsken
stupidrain	0.260	0.520	0.317	stupidrain
stupor	0.323	0.590	0.330	stupor
sturdy	0.580	0.642	0.824	stevich
sturgeon	0.417	0.473	0.465	steur
stutter	0.250	0.469	0.258	stotterje
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	styl
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stylish
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suave
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomic
subcommittee	0.396	0.467	0.600	subkommisje
subconscious	0.531	0.375	0.415	ûnderbewuste
subcutaneous	0.396	0.444	0.376	subkutane
subdivide	0.538	0.433	0.348	ûnderferdieling
subdivision	0.592	0.455	0.430	ûnderferdieling
subduction	0.350	0.569	0.445	subduction
subdue	0.275	0.640	0.784	ûnderlizze
subdued	0.236	0.463	0.223	ûnderwurpen
subdural	0.381	0.491	0.425	subdural
subito	0.372	0.627	0.577	subito
subject	0.602	0.344	0.558	ûnderwerp
subjected	0.286	0.520	0.221	ûnderwurpen
subjection	0.354	0.408	0.539	ûnderwerping
subjective	0.510	0.350	0.432	subjektyf
subjugation	0.280	0.610	0.377	ûnderwerping
sublet	0.469	0.551	0.545	ûnderferhuurder
sublevel	0.365	0.298	0.333	sublevel
sublimation	0.510	0.390	0.538	sublimaasje
sublime	0.784	0.333	0.585	sublym
subliminal	0.410	0.528	0.464	subliminale
submarine	0.572	0.481	0.549	ûnderseeboat
submerge	0.517	0.643	0.456	ûnderdompelje
submerged	0.337	0.528	0.357	ûnderdompele
submersible	0.406	0.459	0.540	submersible
submission	0.531	0.580	0.633	yntsjinjen
submissive	0.480	0.217	0.173	ûnderdanich
submit	0.635	0.448	0.500	yntsjinje
submitting	0.667	0.610	0.611	yntsjinje
subordinate	0.276	0.392	0.121	ûndergeskikt
subordination	0.270	0.527	0.343	ûnderhearrichheit
subplot	0.469	0.413	0.446	subplot
subpoena	0.281	0.634	0.555	dagvaarding
subscribe	0.660	0.344	0.591	ynskriuwe
subscriber	0.562	0.398	0.570	abonnee
subscription	0.583	0.333	0.651	ynskriuwing
subsequence	0.438	0.510	0.413	efterfolging
subsequent	0.449	0.385	0.400	folgjend
subsequently	0.380	0.337	0.336	dêrnei
subservient	0.255	0.402	0.339	tsjinstber
subset	0.429	0.358	0.404	subset
subside	0.375	0.308	0.209	ôfnimme
subsidence	0.320	0.509	0.452	delgong
subsidiary	0.541	0.295	0.500	dochterûndernimming
subsidize	0.604	0.615	0.589	subsidiearje
subsidy	0.573	0.462	0.517	subsydzje
subsist	0.573	0.418	0.472	bestean
subsistence	0.510	0.404	0.491	bestean
subsoil	0.429	0.240	0.382	ûndergrûn
subspace	0.470	0.453	0.475	subspace
substance	0.615	0.422	0.528	stof
substandard	0.235	0.333	0.150	substandard
substantial	0.590	0.490	0.690	substansjeel
substantially	0.646	0.471	0.684	substansjeel
substantiate	0.531	0.549	0.636	ûnderbouwe
substantive	0.500	0.350	0.455	ynhâldlik
substation	0.469	0.461	0.491	substasjon
substitute	0.427	0.406	0.398	ferfanger
substituted	0.271	0.545	0.394	ferfongen
substitution	0.406	0.480	0.353	ferfanging
substructure	0.441	0.358	0.587	ûnderbou
subterranean	0.469	0.306	0.432	ûnderierdske
subtext	0.635	0.276	0.412	subtekst
subtitle	0.445	0.202	0.347	ûndertitel
subtle	0.708	0.167	0.228	subtyl
subtlety	0.615	0.176	0.363	subtiliteit
subtract	0.208	0.330	0.283	subtract
subtraction	0.163	0.382	0.349	subtraksje
subtype	0.427	0.296	0.420	subtype
suburb	0.354	0.566	0.441	foarstêd
suburban	0.439	0.450	0.453	foarstêd
suburbia	0.438	0.490	0.421	suburbia
suburbs	0.510	0.571	0.286	foarstêden
subversion	0.347	0.608	0.415	subversion
subversive	0.198	0.765	0.500	subversive
subvert	0.357	0.557	0.536	subvert
subway	0.418	0.300	0.464	metro
succeed	0.926	0.755	0.926	slagje
succeeding	0.867	0.755	0.849	slagje
success	0.959	0.880	0.981	sukses
successful	0.949	0.724	0.938	suksesfol
succession	0.698	0.481	0.587	opfolging
successive	0.635	0.471	0.518	opinoar
successor	0.729	0.531	0.648	opfolger
succinct	0.510	0.413	0.566	bondich
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	succulent
succumb	0.202	0.787	0.292	beswykje
suck	0.344	0.706	0.377	sûgje
sucker	0.265	0.393	0.204	sûch
sucking	0.227	0.528	0.377	sûgje
suckling	0.596	0.558	0.518	sûgje
sucks	0.115	0.683	0.302	sûget
suction	0.460	0.593	0.526	suction
sudden	0.449	0.660	0.435	hommels
suddenly	0.670	0.510	0.456	ynienen
suds	0.458	0.365	0.255	sûds
sue	0.219	0.731	0.679	sue
suede	0.542	0.259	0.259	suede
suffer	0.082	0.910	0.259	lije
sufferer	0.156	0.690	0.278	lijer
suffering	0.020	0.719	0.235	lijen
suffice	0.643	0.326	0.504	genôch
sufficiency	0.594	0.438	0.576	genôch
sufficient	0.833	0.330	0.588	foldwaande
sufficiently	0.776	0.367	0.714	genôch
suffix	0.430	0.420	0.364	efterheaksel
suffocate	0.219	0.764	0.440	fersmoargje
suffocating	0.133	0.774	0.429	ferstikkend
suffocation	0.020	0.830	0.462	ferstikking
sugar	0.896	0.382	0.402	sûker
suggest	0.573	0.471	0.517	foarstelle
suggestion	0.646	0.365	0.558	suggestje
suggestive	0.552	0.500	0.555	suggestive
suicidal	0.021	0.867	0.382	suicidal
suicide	0.030	0.873	0.429	selsmoard
suicidebombing	0.031	0.957	0.627	selsmoardbombardemint
suit	0.776	0.282	0.482	kostúm
suitable	0.792	0.298	0.722	geskikt
suitcase	0.562	0.212	0.318	koffer
suite	0.790	0.420	0.400	suite
suitor	0.708	0.639	0.546	frijer
sulfate	0.427	0.352	0.429	sulfate
sulfur	0.173	0.530	0.364	swevel
sulk	0.250	0.580	0.406	sulk
sullen	0.250	0.407	0.263	sulver
sully	0.378	0.550	0.370	sully
sulphur	0.260	0.450	0.233	swevel
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	suterich
sum	0.792	0.340	0.420	som
summarily	0.469	0.431	0.543	gearfetting
summarize	0.590	0.323	0.471	gearfetsje
summary	0.729	0.260	0.427	gearfetting
summation	0.766	0.337	0.594	gearfetting
summer	0.812	0.373	0.550	simmer
summerhouse	0.796	0.308	0.443	Simmer hûs
summertime	0.837	0.500	0.455	simmertiid
summit	0.625	0.618	0.764	top
summon	0.521	0.560	0.664	oproppe
summons	0.552	0.604	0.598	oprop
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	sump
sumptuous	0.698	0.550	0.555	weelderige
sun	0.877	0.400	0.681	sinne
sunbeam	0.729	0.440	0.505	sinnebeam
sunburn	0.061	0.755	0.447	sinnebrân
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	snein
sundial	0.643	0.225	0.406	sinnewizer
sundown	0.812	0.276	0.445	sundown
sundry	0.543	0.369	0.407	ferskaat
sunflower	0.878	0.231	0.270	sinneblom
sunglass	0.684	0.264	0.324	sinnebril
sunglasses	0.844	0.443	0.364	sinnebril
sunk	0.146	0.531	0.185	sonken
sunken	0.103	0.476	0.173	sonken
sunless	0.245	0.280	0.273	sinneleas
sunlight	0.906	0.407	0.639	sinneljocht
sunny	0.740	0.348	0.481	sinnich
sunrise	0.823	0.347	0.640	sinne opgong
sunroof	0.681	0.325	0.425	sunroof
sunscreen	0.656	0.387	0.462	sunscreen
sunset	0.875	0.231	0.298	sinneûndergong
sunshine	0.885	0.297	0.769	sinneskyn
suntan	0.620	0.510	0.366	sinnebrân
sunup	0.760	0.304	0.620	sunup
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	superannuation
superb	0.980	0.708	0.852	treflik
superficial	0.357	0.407	0.309	oerflakkich
superfluous	0.316	0.469	0.393	oerstallich
superhero	0.910	0.820	0.893	superheld
superhuman	0.810	0.745	0.895	boppeminsklike
superimposed	0.490	0.529	0.683	boppesteande
superintendent	0.592	0.570	0.942	superintendint
superior	0.801	0.697	0.940	better
superiority	0.582	0.602	0.959	oermacht
superlative	0.714	0.566	0.737	superlatyf
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	supermerk
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	boppenatuerlik
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	superposysje
superpower	0.806	0.784	0.972	superpower
supersede	0.479	0.510	0.518	ferfange
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	byleauwe
superstitious	0.281	0.545	0.514	byleauwich
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	tafersjoch hâlde
supervision	0.459	0.578	0.825	tafersjoch
supervisor	0.615	0.479	0.933	tafersjochhâlder
supper	0.708	0.429	0.552	supper
suppertime	0.792	0.388	0.461	suppertiid
supplant	0.344	0.558	0.463	ferfange
supple	0.812	0.528	0.436	soepel
supplement	0.745	0.406	0.491	oanfolling
supplemental	0.604	0.404	0.555	oanfoljende
supplementary	0.625	0.352	0.541	oanfoljend
supplication	0.469	0.570	0.309	smeekbede
supplier	0.615	0.462	0.736	leveransier
supplies	0.698	0.390	0.595	foarrieden
supply	0.708	0.519	0.603	leverje
support	0.811	0.472	0.737	stypje
supported	0.853	0.408	0.613	stipe
supporter	0.721	0.510	0.698	supporter
supporters	0.763	0.539	0.558	supporters
supporting	0.634	0.490	0.764	stypjende
supportive	0.875	0.420	0.635	stypjend
suppose	0.551	0.343	0.348	oannimme
supposed	0.296	0.378	0.379	fermoedlik
supposing	0.449	0.451	0.357	oannimme
supposition	0.531	0.408	0.526	ferûnderstelling
suppress	0.281	0.559	0.509	ûnderdrukke
suppression	0.267	0.541	0.537	ûnderdrukking
supremacy	0.794	0.706	0.943	supremasy
supreme	0.812	0.700	0.974	heechste
supremely	0.833	0.725	0.897	heechstens
surcharge	0.375	0.528	0.500	taslach
sure	0.724	0.270	0.793	wis
surety	0.776	0.365	0.750	boarch
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	oerflak
surfboard	0.729	0.730	0.387	surfboard
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	surge
surgeon	0.500	0.598	0.793	sjirurch
surgery	0.286	0.769	0.600	sjirurgy
surgical	0.327	0.696	0.723	sjirurgysk
surly	0.221	0.469	0.493	surly
surmise	0.529	0.400	0.347	fernimme
surname	0.670	0.250	0.493	efternamme
surpassing	0.719	0.660	0.720	oertreffend
surplus	0.602	0.680	0.630	oerskot
surprise	0.875	0.875	0.562	ferrassing
surprised	0.784	0.855	0.539	ferrast
surprises	0.875	0.769	0.632	ferrassingen
surprising	0.888	0.790	0.692	ferrassend
surprisingly	0.847	0.793	0.819	ferrassend
surreal	0.550	0.529	0.670	surrealistysk
surrender	0.115	0.396	0.186	oerjefte
surrendering	0.198	0.411	0.245	oerjaan
surrogate	0.406	0.590	0.472	surrogaat
surround	0.542	0.623	0.627	surround
surrounding	0.531	0.422	0.669	omlizzende
surroundings	0.600	0.346	0.492	omjouwing
surveillance	0.365	0.720	0.718	tafersjoch
survey	0.580	0.357	0.379	enkête
surveying	0.488	0.455	0.682	surveying
surveyor	0.545	0.337	0.648	lânmjitter
survival	0.541	0.798	0.879	oerlibjen
survive	0.770	0.824	0.726	oerlibje
surviving	0.646	0.836	0.721	oerlibje
survivor	0.677	0.750	0.815	oerlibbene
susceptibility	0.458	0.627	0.364	gefoelichheid
susceptible	0.438	0.449	0.304	gefoelich
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	fertochte
suspected	0.173	0.755	0.452	fertocht
suspend	0.240	0.320	0.368	suspend
suspended	0.224	0.402	0.368	suspended
suspenders	0.391	0.333	0.500	suspenders
suspense	0.286	0.775	0.402	spanning
suspension	0.288	0.530	0.426	suspension
suspicion	0.204	0.711	0.377	fertinking
suspicions	0.208	0.745	0.500	fermoedens
suspicious	0.153	0.745	0.431	fertocht
sustain	0.635	0.358	0.593	oanhâlde
sustained	0.649	0.340	0.580	oanhâlden
sustenance	0.820	0.519	0.679	sustenance
suture	0.240	0.510	0.510	suture
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	swab
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	swagger
swallow	0.466	0.608	0.436	slokje
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	sompe
swamped	0.156	0.480	0.270	swamp
swampy	0.306	0.390	0.412	sompig
swan	0.781	0.225	0.357	swan
swank	0.490	0.500	0.442	swank
swap	0.552	0.500	0.509	ruilje
swarm	0.302	0.735	0.458	swarm
swarming	0.375	0.600	0.435	swarming
swastika	0.316	0.472	0.491	swastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	swaaie
swear	0.601	0.577	0.658	swarre
swearing	0.333	0.559	0.586	swarre
sweat	0.388	0.579	0.297	swit
sweater	0.704	0.245	0.295	sweater
sweating	0.292	0.667	0.265	swit
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	swit
sweep	0.448	0.385	0.383	sweep
sweeper	0.470	0.549	0.414	sweeper
sweeping	0.344	0.431	0.355	sweeping
sweet	0.668	0.418	0.382	swiet
sweeten	0.908	0.455	0.423	swiete
sweetened	0.940	0.461	0.398	swiete
sweetener	0.670	0.333	0.330	sweetener
sweetest	0.959	0.500	0.370	leafste
sweetheart	0.959	0.423	0.509	leafste
sweetie	0.990	0.549	0.560	leave
sweetness	0.906	0.474	0.528	swietens
sweets	0.910	0.422	0.321	sweets
swell	0.360	0.679	0.348	swol
swelling	0.323	0.608	0.250	swolling
sweltering	0.204	0.644	0.362	swolling
swerve	0.276	0.612	0.357	útswaaie
swift	0.760	0.776	0.698	swift
swiftly	0.660	0.885	0.618	fluch
swig	0.604	0.481	0.406	swig
swill	0.427	0.528	0.322	swol
swim	0.688	0.461	0.529	swimme
swimmer	0.657	0.698	0.610	swimmer
