English Word	Valence	Arousal	Dominance	Hmong Word
soulful	0.755	0.331	0.500	ntsuj plig
soulless	0.125	0.591	0.400	sab ntsuj plig
soulmate	0.890	0.500	0.628	tus ntsuj plig
sound	0.765	0.623	0.398	suab
sounding	0.690	0.500	0.558	suab
soundness	0.780	0.377	0.893	suab nrov
soundproof	0.490	0.390	0.409	soundproof
soundtrack	0.630	0.559	0.518	suab nkauj
soup	0.602	0.245	0.269	kua zaub
sour	0.276	0.594	0.373	qaub
source	0.740	0.318	0.684	qhov chaw
sourpuss	0.188	0.620	0.382	qaub
south	0.562	0.265	0.429	sab qab teb
southbound	0.510	0.370	0.395	sab qab teb
southeast	0.510	0.283	0.413	sab qab teb sab hnub tuaj
southern	0.552	0.269	0.370	qab teb
southpaw	0.542	0.389	0.404	sab qab teb
southwest	0.406	0.314	0.355	sab hnub poob
souvenir	0.844	0.311	0.466	khoom plig
sovereign	0.698	0.500	0.885	kav teb chaws
sovereignty	0.719	0.529	0.886	kev ywj pheej
soviet	0.347	0.580	0.536	Soviet
sow	0.667	0.430	0.446	tseb
soy	0.438	0.250	0.286	kua txiv
soy sauce	0.573	0.382	0.318	soy sauce
soybean	0.521	0.250	0.293	taum mog
spa	0.622	0.151	0.386	spa
space	0.800	0.317	0.573	qhov chaw
spacecraft	0.646	0.698	0.680	lub dav hlau
spaceman	0.688	0.577	0.848	spaceman
spaceship	0.643	0.781	0.664	spaceship
spacing	0.621	0.425	0.507	sib nrug
spacious	0.880	0.365	0.557	dav
spade	0.469	0.667	0.529	spade
spaghetti	0.729	0.353	0.288	spaghetti
spam	0.188	0.354	0.304	spam
spammers	0.354	0.500	0.418	spammers
span	0.521	0.330	0.528	ncua
spandex	0.429	0.520	0.429	spandex
spaniel	0.561	0.435	0.385	spaniel
spank	0.112	0.882	0.642	spank
spanking	0.194	0.736	0.392	ntaus
spar	0.417	0.438	0.536	spar
spare	0.552	0.398	0.411	khoom seem
spareribs	0.635	0.431	0.395	spareribs
sparingly	0.510	0.353	0.518	me ntsis
spark	0.688	0.745	0.529	spark
sparkle	0.819	0.765	0.510	sparkle
sparkling	0.700	0.418	0.598	ci ntsa iab
sparkly	0.885	0.590	0.726	sparkly
sparring	0.292	0.870	0.704	sparring
sparrow	0.583	0.460	0.327	Sparrow
sparse	0.240	0.367	0.209	nyias
spasm	0.194	0.594	0.366	spasm
spastic	0.240	0.541	0.491	mob plab
spat	0.427	0.413	0.309	nplawm
spatial	0.604	0.625	0.645	qhov chaw
spatter	0.292	0.630	0.315	spatter
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	qev
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	hais lus
speakeasy	0.680	0.536	0.442	hais lus
speaker	0.604	0.660	0.723	tus hais lus
speakerphone	0.531	0.569	0.560	lub suab hais lus
speaking	0.753	0.590	0.575	hais lus
spear	0.510	0.601	0.500	hmuv
spec	0.583	0.426	0.691	spec
special	0.844	0.602	0.730	tshwj xeeb
specialist	0.760	0.562	0.877	tus kws tshaj lij
speciality	0.854	0.470	0.885	tshwj xeeb
specialize	0.776	0.540	0.861	tshwj xeeb
specially	0.847	0.398	0.714	tshwj xeeb
specialty	0.724	0.479	0.783	tshwj xeeb
specie	0.583	0.471	0.650	hom
species	0.561	0.330	0.645	hom
specific	0.656	0.388	0.691	tshwj xeeb
specification	0.552	0.479	0.602	specification
specify	0.656	0.405	0.600	qhia
specimen	0.531	0.444	0.568	qauv
speck	0.418	0.245	0.343	speck
speckled	0.449	0.263	0.254	ua pob
specs	0.540	0.398	0.618	specs
spectacle	0.812	0.745	0.762	tsom iav
spectacles	0.816	0.775	0.648	tsom iav
spectacular	0.947	0.740	0.887	zoo kawg li
spectator	0.694	0.560	0.667	tus saib
specter	0.265	0.723	0.540	saib
spectral	0.430	0.667	0.500	spectral
spectrometer	0.500	0.452	0.490	spectrometer
spectrophotometer	0.500	0.484	0.500	spectrophotometer
spectroscopy	0.470	0.541	0.570	spectroscopy
spectrum	0.312	0.700	0.527	spectrum
speculate	0.398	0.602	0.553	kwv yees
speculation	0.325	0.683	0.394	kev kwv yees
speculative	0.276	0.591	0.464	kwv yees
speculum	0.417	0.469	0.433	speculum
speech	0.656	0.470	0.688	lus
speechless	0.459	0.320	0.315	tsis hais lus
speed	0.719	0.849	0.658	ceev
speedboat	0.635	0.858	0.612	nkoj ceev
speedily	0.688	0.740	0.665	ceev ceev
speeding	0.438	0.908	0.645	ceev
speedometer	0.427	0.549	0.579	speedometer
speedway	0.667	0.519	0.416	txoj kev ceev
speedy	0.625	0.625	0.793	ceev ceev
spell	0.385	0.380	0.368	spell
spellbound	0.531	0.647	0.387	spellbound
spelling	0.594	0.357	0.398	sau ntawv
spencer	0.510	0.394	0.367	spencer
spend	0.672	0.745	0.429	siv
spender	0.312	0.692	0.377	siv nyiaj
spending	0.333	0.556	0.330	kev siv nyiaj
spent	0.296	0.296	0.263	siv
sperm	0.396	0.706	0.453	phev
spew	0.260	0.651	0.573	spew
sphere	0.633	0.277	0.500	kheej kheej
spherical	0.550	0.308	0.500	kheej kheej
sphincter	0.347	0.633	0.375	sphincter
sphinx	0.604	0.324	0.490	sphinx
spic	0.302	0.455	0.451	txuj lom
spice	0.594	0.439	0.384	txuj lom
spicy	0.440	0.733	0.610	ntsim
spider	0.229	0.569	0.430	kab laug sab
spiders	0.260	0.696	0.368	kab laug sab
spiffy	0.615	0.582	0.470	spiffy
spigot	0.380	0.346	0.423	tus npua
spike	0.382	0.510	0.408	ntsia hlau loj
spiked	0.281	0.613	0.407	ua npaws
spiky	0.284	0.657	0.587	spiky
spill	0.408	0.633	0.456	nchuav
spillin	0.375	0.500	0.362	spillin
spin	0.551	0.422	0.345	kiv
spinach	0.583	0.200	0.368	spinach
spinal	0.312	0.491	0.296	qaum
spindle	0.552	0.410	0.360	spindle
spine	0.495	0.461	0.600	qaum
spineless	0.344	0.387	0.321	spineless
spinner	0.458	0.593	0.471	spinner
spinning	0.594	0.610	0.481	kiv
spinster	0.357	0.368	0.345	spinster
spiny	0.167	0.639	0.528	spiny
spiral	0.490	0.624	0.361	kauv
spire	0.354	0.358	0.389	spire
spirit	0.786	0.370	0.621	ntsuj plig
spirited	0.854	0.587	0.734	ntsuj plig
spirits	0.583	0.847	0.545	ntsuj plig
spiritual	0.938	0.327	0.564	sab ntsuj plig
spirituality	0.865	0.281	0.667	sab ntsuj plig
spit	0.149	0.545	0.436	ntov
spite	0.080	0.600	0.317	ntxhov siab
spiteful	0.073	0.710	0.330	siab phem
spitfire	0.233	0.623	0.566	hluav taws kub hnyiab
spittoon	0.276	0.426	0.280	hnoos
splash	0.521	0.412	0.281	txaws
splat	0.510	0.433	0.385	plam
splatter	0.312	0.596	0.352	tawg tawg
spleen	0.448	0.255	0.396	tus po
splendid	0.896	0.740	0.810	zoo nkauj
splendor	0.927	0.612	0.850	kev zoo nkauj
splice	0.386	0.460	0.377	sib txuas
spline	0.490	0.398	0.407	spline
splint	0.179	0.400	0.343	daim ntaub
splinter	0.136	0.422	0.325	splinter
split	0.344	0.618	0.410	cais
splitting	0.188	0.598	0.375	kev sib cais
splurge	0.365	0.481	0.542	splurge
spoil	0.146	0.723	0.328	lwj
spoiler	0.347	0.527	0.380	spoiler
spoiling	0.135	0.678	0.306	lwj
spoils	0.388	0.760	0.481	ua txhaum
spoke	0.635	0.433	0.483	hais lus
spoken	0.551	0.363	0.545	hais lus
spokesman	0.720	0.480	0.611	tus cev lus
spokesperson	0.573	0.453	0.615	tus cev lus
sponge	0.551	0.192	0.219	daim txhuam cev
spongy	0.469	0.324	0.344	spongy
sponsor	0.729	0.537	0.800	tus txhawb nqa
sponsorship	0.854	0.608	0.696	kev txhawb nqa
spontaneity	0.817	0.698	0.655	tus kheej
spontaneous	0.780	0.578	0.655	tus kheej
spoof	0.490	0.594	0.381	cuav
spook	0.327	0.887	0.322	spook
spooky	0.104	0.858	0.380	txaus ntshai
spool	0.397	0.389	0.312	spool
spoon	0.479	0.236	0.259	diav
spoonful	0.582	0.208	0.308	diav
sporadic	0.333	0.394	0.500	tsis pom kev
spore	0.480	0.408	0.231	spore
sport	0.865	0.700	0.657	kev ua si nawv
sporting	0.917	0.656	0.675	kev ua kis las
sports	0.833	0.683	0.587	kev ua si
sports car	0.759	0.696	0.669	tsheb ua si
sportsman	0.755	0.735	0.713	tus neeg ncaws pob
sportsmanship	0.890	0.582	0.694	kev ua kis las
sportswriter	0.760	0.551	0.566	ntaus kis las
sporty	0.735	0.713	0.648	sporty
spot	0.510	0.180	0.336	chaw
spotless	0.792	0.327	0.726	tsis hnov tsw
spotlight	0.688	0.353	0.519	tsom teeb
spotted	0.354	0.472	0.295	pom
spotter	0.542	0.491	0.644	tus neeg saib xyuas
spotty	0.281	0.606	0.241	tsis pom kev
spousal	0.656	0.582	0.632	tus txij nkawm
spouse	0.750	0.600	0.645	tus txij nkawm
spout	0.438	0.357	0.309	spout
sprain	0.063	0.580	0.384	txhav
sprawl	0.600	0.596	0.672	sprawl
spray	0.438	0.410	0.333	tshuaj tsuag
spread	0.570	0.583	0.651	kis mus
spreader	0.510	0.480	0.500	tus kab mob
spree	0.564	0.663	0.474	kev lom zem
spring	0.837	0.370	0.481	caij nplooj ntoos hlav
springtime	0.837	0.439	0.722	caij nplooj ntoos hlav
sprinkle	0.635	0.404	0.380	sprinkle
sprinkler	0.510	0.434	0.473	sprinkler
sprinkling	0.677	0.510	0.466	sprinkling
sprint	0.549	0.649	0.528	khiav
sprite	0.561	0.438	0.625	sprite
sprout	0.582	0.565	0.443	tawg
spruce	0.604	0.288	0.380	spruce
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	spunk
spunky	0.646	0.879	0.755	ntxhov siab
spur	0.378	0.545	0.340	spur
spurious	0.178	0.480	0.343	spurious
spurred	0.562	0.684	0.472	txhawb siab
spurt	0.448	0.550	0.475	spurt
spy	0.260	0.686	0.530	neeg soj xyuas
squabble	0.173	0.850	0.500	sib tham
squad	0.552	0.711	0.806	pawg
squadron	0.469	0.686	0.787	tub rog
squall	0.191	0.833	0.655	squall
squamous	0.344	0.446	0.418	squamous
squander	0.240	0.755	0.529	square
square	0.509	0.340	0.291	square
squash	0.531	0.667	0.410	squash
squat	0.330	0.550	0.453	squat
squatter	0.390	0.361	0.565	squatter
squaw	0.428	0.441	0.398	squaw
squawk	0.265	0.480	0.245	squawk
squeak	0.271	0.679	0.300	squeak
squeaky	0.229	0.771	0.367	squeaky
squeal	0.250	0.731	0.375	squeal
squealer	0.541	0.519	0.330	tus squealer
squeamish	0.176	0.656	0.453	squeamish
squeeze	0.458	0.676	0.532	nyem
squeezing	0.260	0.598	0.557	nyem
squelch	0.271	0.510	0.462	squelch
squid	0.497	0.398	0.357	squid
squint	0.385	0.461	0.452	squint
squire	0.479	0.459	0.710	squire
squirm	0.235	0.824	0.373	squirm
squirrel	0.592	0.358	0.333	squirrel
squirt	0.406	0.460	0.255	squirt
squish	0.260	0.788	0.481	squish
squishy	0.516	0.333	0.307	squishy
stab	0.167	0.882	0.595	stab
stabbed	0.031	0.875	0.431	txhav
stability	0.812	0.264	0.849	ruaj khov
stabilize	0.839	0.427	0.722	ruaj khov
stabilizer	0.688	0.353	0.767	stabilizer
stable	0.725	0.204	0.735	ruaj khov
staccato	0.396	0.500	0.427	staccato
stack	0.470	0.282	0.427	pawg
stadium	0.635	0.679	0.611	chaw ntau pob
staff	0.745	0.274	0.627	cov neeg ua haujlwm
stag	0.594	0.250	0.389	stag
stage	0.592	0.306	0.473	theem
stagecoach	0.516	0.519	0.627	stagecoach
stagehand	0.420	0.684	0.555	stagehand
stagger	0.531	0.620	0.458	stagger
staggering	0.520	0.657	0.683	staggering
stagnant	0.300	0.500	0.208	tsis khov
stagnation	0.276	0.324	0.396	stagnation
staid	0.385	0.290	0.634	nyob
stain	0.453	0.324	0.264	stain
stained	0.245	0.460	0.209	ua qias neeg
stainless	0.594	0.329	0.618	stainless
stair	0.375	0.354	0.345	ntaiv
staircase	0.469	0.347	0.440	ntaiv
stairs	0.510	0.439	0.342	ntaiv
stairway	0.562	0.510	0.407	ntaiv
stairwell	0.510	0.292	0.333	ntaiv
stake	0.406	0.608	0.460	ceg txheem ntseeg
stakeout	0.344	0.546	0.600	kev tuav pov hwm
stale	0.235	0.461	0.286	stale
stalemate	0.296	0.354	0.267	ua tsis taus pa
stalk	0.436	0.272	0.395	nqa
stalker	0.177	0.930	0.639	tus stalker
stall	0.370	0.245	0.292	rooj
stallion	0.628	0.596	0.779	maum
stalls	0.582	0.378	0.451	cov khw
stalwart	0.812	0.430	0.691	stalwart
stamina	0.664	0.694	0.877	lub zog
stamp	0.438	0.327	0.441	stamp
stampede	0.235	0.875	0.683	poob siab
stance	0.604	0.333	0.609	kev taw qhia
stand	0.600	0.324	0.509	sawv
standard	0.673	0.143	0.605	txheem
standardize	0.684	0.353	0.729	txheem
standardized	0.610	0.324	0.607	txheem
standby	0.260	0.224	0.386	standby
standing	0.604	0.317	0.425	sawv
standoff	0.333	0.840	0.558	sawv ntsug
standpoint	0.585	0.388	0.652	qhov muag pom
standstill	0.441	0.203	0.500	sawv ntsug
standup	0.633	0.583	0.550	sawv
stanza	0.612	0.343	0.297	lus
staph	0.375	0.480	0.412	staph
staple	0.542	0.306	0.438	staple
stapler	0.370	0.264	0.394	stapler
star	0.833	0.418	0.560	hnub qub
star fruit	0.701	0.433	0.427	txiv hnub qub
starboard	0.531	0.388	0.558	lub hnub qub
starch	0.507	0.354	0.312	hmoov nplej
stardom	0.844	0.786	0.689	stardom
stardust	0.843	0.410	0.549	hnub qub
stare	0.541	0.430	0.538	ntsia
starfish	0.680	0.320	0.421	ntses hnub qub
stargazing	0.802	0.461	0.709	stargazing
staring	0.542	0.306	0.423	ntsia
stark	0.330	0.630	0.577	stark
starlet	0.806	0.471	0.587	hnub qub
starlight	0.908	0.368	0.611	lub hnub qub
starling	0.500	0.490	0.514	hnub qub
starry	0.438	0.643	0.434	hnub qub
stars	0.796	0.521	0.484	hnub qub
starship	0.740	0.719	0.704	hnub qub
start	0.684	0.430	0.589	pib
starter	0.667	0.461	0.827	pib
startle	0.276	0.817	0.417	xav tsis thoob
startled	0.333	0.865	0.526	xav tsis thoob
startling	0.750	0.768	0.830	xav tsis thoob
starvation	0.240	0.592	0.284	kev tshaib kev nqhis
starve	0.073	0.729	0.402	tshaib plab
starved	0.097	0.689	0.219	tshaib plab
starving	0.163	0.670	0.336	tshaib plab
stash	0.344	0.630	0.361	khaws cia
stat	0.479	0.460	0.395	stat
state	0.562	0.320	0.604	xeev
stately	0.830	0.728	0.915	zoo heev
statement	0.688	0.608	0.825	nqe lus
stateroom	0.653	0.380	0.441	chav xeev
stateside	0.643	0.480	0.708	xeev
statesman	0.510	0.490	0.736	lub xeev
static	0.297	0.250	0.366	zoo li qub
staticky	0.357	0.278	0.358	zoo li qub
statics	0.542	0.290	0.527	statics
station	0.688	0.367	0.519	chaw nres tsheb
stationary	0.408	0.240	0.484	nyob ruaj ruaj
stationery	0.570	0.120	0.455	khoom siv
statistic	0.508	0.420	0.609	txheeb cais
statistical	0.714	0.353	0.627	txheeb cais
statistician	0.571	0.360	0.703	tus neeg txheeb cais
stator	0.281	0.453	0.557	stator
statuary	0.561	0.281	0.500	xwm txheej
statue	0.542	0.153	0.570	pej thuam
statuette	0.677	0.433	0.518	pej thuam
stature	0.470	0.353	0.664	siab loj
status	0.658	0.377	0.588	xwm txheej
statute	0.592	0.330	0.673	txoj cai
statutory	0.510	0.376	0.539	txoj cai
staunch	0.480	0.363	0.833	ruaj khov
stave	0.417	0.333	0.424	tuav
stay	0.604	0.275	0.516	nyob
stayaway	0.369	0.284	0.526	nyob deb
stayed	0.497	0.270	0.395	nyob
stays	0.633	0.363	0.564	nyob
stead	0.551	0.214	0.510	hloov
steadfast	0.771	0.433	0.800	khov kho
steady	0.680	0.186	0.763	khov kho
steak	0.625	0.359	0.315	steak
steakhouse	0.802	0.379	0.547	steakhouse
steal	0.021	0.856	0.528	nyiag
stealing	0.086	0.913	0.455	nyiag
stealth	0.520	0.270	0.452	nyiag
stealthily	0.763	0.294	0.458	luag ntxhi
stealthy	0.380	0.363	0.534	neeg vwm
steam	0.469	0.413	0.421	chav
steamboat	0.708	0.500	0.633	lub nkoj
steamer	0.510	0.442	0.528	steamer
steaming	0.592	0.553	0.402	steaming
steamroller	0.396	0.567	0.667	steamroller
steamship	0.469	0.490	0.569	steamship
steamy	0.479	0.538	0.445	steamy
steel	0.521	0.420	0.714	hlau
steep	0.312	0.612	0.321	ntxhab
steeple	0.625	0.519	0.500	muaj zog
steer	0.469	0.490	0.527	coj
steering	0.580	0.431	0.660	kauj
stellar	0.796	0.580	0.769	hnub qub
stem	0.615	0.191	0.336	qia
stench	0.104	0.570	0.298	ntxhiab tsw
stencil	0.500	0.327	0.421	stencil
stenographer	0.510	0.408	0.589	tus stenographer
step	0.531	0.321	0.347	kauj ruam
stepdaughter	0.510	0.510	0.432	tus ntxhais xeeb ntxwv
stepfather	0.396	0.491	0.611	txiv yawg
stepmother	0.427	0.530	0.484	niam hlob
steppe	0.427	0.321	0.379	steppe
steps	0.511	0.349	0.373	cov kauj ruam
stepson	0.614	0.406	0.480	tus tub xeeb ntxwv
stereo	0.617	0.519	0.500	lub tso suab
stereoscopic	0.363	0.417	0.574	stereoscopic
stereotype	0.151	0.422	0.612	stereotype
stereotyped	0.375	0.510	0.436	stereotyped
sterile	0.302	0.471	0.291	tsis muaj menyuam
sterility	0.201	0.519	0.414	tsis muaj menyuam
sterilize	0.406	0.510	0.520	ua kom tsis muaj menyuam
sterling	0.529	0.481	0.615	sterling
stern	0.552	0.394	0.415	stern
sternum	0.520	0.422	0.436	sternum
steroid	0.360	0.706	0.681	tshuaj steroid
stethoscope	0.427	0.377	0.490	stethoscope
stew	0.667	0.373	0.250	stew
steward	0.633	0.238	0.550	tus saib xyuas
stewardess	0.625	0.491	0.491	tus saib xyuas
stewardship	0.551	0.440	0.617	kev tswj hwm
stfu	0.292	0.500	0.390	stfu ua
stick	0.396	0.364	0.382	stick
sticker	0.583	0.306	0.346	daim nplaum
sticking	0.486	0.425	0.356	nplaum
stickler	0.385	0.471	0.417	daim nplaum
stickup	0.453	0.537	0.434	stickup
sticky	0.385	0.569	0.292	nplaum
stiff	0.158	0.459	0.569	tawv
stiffen	0.360	0.582	0.719	tawv
stiffness	0.323	0.500	0.657	tawv
stifle	0.240	0.764	0.427	tawv
stifled	0.229	0.731	0.193	ua nruj
stifling	0.163	0.858	0.608	stifling
stigma	0.327	0.500	0.470	qias neeg
stile	0.750	0.359	0.691	stile
stiletto	0.396	0.430	0.427	stiletto
stillbirth	0.092	0.809	0.291	tseem yug los
stillborn	0.271	0.519	0.337	yug
stillness	0.729	0.125	0.339	kev nyob ntsiag to
stillwaiting	0.344	0.393	0.420	tseem tos
stilts	0.439	0.577	0.300	stilts
stimulant	0.441	0.794	0.745	stimulant
stimulate	0.792	0.798	0.754	txhawb nqa
stimulating	0.740	0.804	0.809	txhawb nqa
stimulation	0.708	0.821	0.702	kev txhawb nqa
stimulus	0.771	0.779	0.750	kev txhawb nqa
sting	0.163	0.651	0.373	sting
stinger	0.279	0.625	0.508	stinger
stinging	0.260	0.730	0.459	txhav
stingy	0.094	0.548	0.283	qias neeg
stink	0.042	0.481	0.180	qias neeg
stinker	0.163	0.567	0.275	tus stinker
stinking	0.041	0.657	0.264	qias neeg
stinky	0.092	0.558	0.176	qias neeg
stint	0.490	0.326	0.342	stint
stipend	0.604	0.546	0.614	nyiaj pab
stipulate	0.570	0.546	0.623	qhia
stipulation	0.469	0.622	0.654	kev cai
stir	0.448	0.773	0.453	do
stirring	0.582	0.702	0.558	nplawm
stitch	0.306	0.538	0.357	xaws
stitching	0.510	0.382	0.345	xaws
stock	0.594	0.418	0.407	Tshuag
stockade	0.375	0.402	0.500	stockade
stockbroker	0.417	0.676	0.802	stockbroker
stockholder	0.573	0.625	0.716	tus tswv cuab
stocking	0.594	0.324	0.688	stocking
stockings	0.458	0.365	0.382	hnab looj tes
stockpile	0.542	0.315	0.425	khaws cia
stockroom	0.562	0.312	0.406	chav tsev khaws khoom
stocks	0.573	0.598	0.586	cov khoom lag luam
stoic	0.427	0.473	0.602	stoic
stole	0.135	0.760	0.384	nyiag
stolen	0.156	0.646	0.308	nyiag
stomach	0.367	0.402	0.438	plab
stomachache	0.030	0.745	0.316	mob plab
stomp	0.365	0.565	0.438	tsoo
stomped	0.229	0.684	0.406	tsoo
stone	0.216	0.183	0.561	pob zeb
stoned	0.177	0.796	0.375	pob zeb
stonewall	0.337	0.457	0.655	stonewall
stoneware	0.458	0.300	0.443	stoneware
stony	0.356	0.494	0.525	pob zeb
stooge	0.438	0.406	0.163	stoog
stool	0.448	0.269	0.302	quav
stools	0.459	0.382	0.327	cov quav
stoop	0.490	0.430	0.284	tuav
stoopid	0.280	0.431	0.382	ruam
stop	0.280	0.510	0.490	nres
stopover	0.531	0.327	0.575	nres
stoppage	0.224	0.491	0.445	nres
stopper	0.365	0.336	0.390	nres
stopping	0.388	0.382	0.473	nres
stopwatch	0.469	0.521	0.482	stopwatch
storage	0.698	0.406	0.564	khaws cia
store	0.646	0.538	0.407	khw
storefront	0.580	0.217	0.457	khw muag khoom
storehouse	0.570	0.250	0.491	tsev khaws khoom
storeroom	0.560	0.217	0.588	chav khaws khoom
storing	0.630	0.378	0.548	khaws cia
storm	0.188	0.940	0.543	cua daj cua dub
storming	0.265	0.910	0.669	cua daj cua dub
stormy	0.146	0.870	0.562	cua daj cua dub
story	0.653	0.406	0.704	dab neeg
storybook	0.854	0.306	0.383	phau ntawv dab neeg
storyteller	0.730	0.357	0.462	dab neeg
storytelling	0.643	0.375	0.472	zaj dab neeg
stound	0.490	0.473	0.446	stound
stout	0.656	0.657	0.817	tawv
stove	0.466	0.391	0.405	qhov cub
stow	0.615	0.365	0.523	stow
stowaway	0.224	0.481	0.357	stawaway
straddle	0.306	0.550	0.444	taug kev
straighten	0.677	0.500	0.685	ncaj
straightforward	0.780	0.150	0.380	ncaj nraim
straightway	0.667	0.444	0.565	ncaj nraim
strain	0.190	0.750	0.380	mob
strained	0.122	0.656	0.580	ntxhov siab
strait	0.438	0.433	0.412	txoj kev
straitjacket	0.224	0.719	0.579	straitjacket
straits	0.408	0.269	0.410	txoj kev
strand	0.396	0.406	0.538	txoj hlua
stranded	0.292	0.459	0.219	tso tseg
strange	0.314	0.663	0.395	coj txawv txawv
stranger	0.330	0.449	0.302	neeg txawv
strangle	0.094	0.927	0.527	tshum
strangulation	0.040	0.886	0.542	strangulation
strap	0.380	0.417	0.382	pluaj
strapless	0.314	0.462	0.273	tsis muaj pluaj
strapping	0.552	0.413	0.454	strapping
strata	0.500	0.457	0.411	strata
strategic	0.786	0.708	0.861	tswv yim
strategist	0.571	0.594	0.810	tus tswv yim
strategy	0.704	0.667	0.858	tswv yim
stratification	0.531	0.490	0.651	stratification
stratosphere	0.604	0.583	0.636	stratosphere
stratum	0.365	0.307	0.510	stratum
stratus	0.448	0.520	0.509	stratus
straw	0.480	0.290	0.163	straw
strawberry	0.833	0.270	0.336	strawberry
stray	0.133	0.760	0.281	taug kev
streak	0.440	0.608	0.511	streak
streaked	0.458	0.426	0.393	ua streak
stream	0.449	0.537	0.559	ntws
streamer	0.615	0.530	0.429	tus kwj dej
streaming	0.592	0.481	0.582	streaming
streamline	0.656	0.573	0.618	ua kom yooj yim
street	0.594	0.324	0.398	txoj kev
streetcar	0.390	0.569	0.566	tsheb txoj kev
streetlight	0.673	0.268	0.390	txoj kev teeb
strength	0.802	0.682	0.858	zog
strengthen	0.802	0.796	0.971	ntxiv dag zog
strengthening	0.913	0.627	0.945	ntxiv dag zog
strenuous	0.104	0.660	0.481	kev nyuaj siab
strep	0.365	0.594	0.353	strep
stress	0.173	0.843	0.317	kev ntxhov siab
stressed	0.167	0.740	0.502	nyuaj siab
stresses	0.115	0.817	0.396	kev nyuaj siab
stressfree	0.833	0.080	0.528	tsis muaj kev ntxhov siab
stressful	0.153	0.873	0.389	ntxhov siab
stressin	0.146	0.810	0.367	stressin
stressing	0.163	0.866	0.462	kev ntxhov siab
stressrelief	0.627	0.417	0.475	kev ntxhov siab
stretch	0.604	0.578	0.500	stretch
stretcher	0.438	0.196	0.295	stretcher
stricken	0.163	0.720	0.368	raug mob
strict	0.500	0.646	0.878	nruj
stride	0.490	0.670	0.434	txoj kev
strife	0.344	0.898	0.630	kev sib cav
strike	0.271	0.811	0.571	ntaus
strikeout	0.316	0.520	0.371	tawm tsam
striker	0.500	0.589	0.696	tus ntaus
striking	0.357	0.827	0.657	tawm tsam
strikingly	0.690	0.684	0.811	tawm tsam
string	0.385	0.398	0.445	txoj hlua
strings	0.457	0.292	0.355	hlua
stringy	0.430	0.510	0.527	txoj hlua
strip	0.427	0.500	0.436	strip
stripe	0.629	0.302	0.361	kab txaij
striped	0.344	0.373	0.385	kab txaij
stripped	0.255	0.615	0.278	stripped
stripper	0.625	0.848	0.453	stripper
striptease	0.607	0.918	0.608	striptease
strive	0.582	0.837	0.769	siv zog
strobe	0.490	0.633	0.537	strobe
stroke	0.562	0.440	0.570	mob stroke
stroll	0.745	0.415	0.444	taug kev
stroller	0.786	0.398	0.314	stroller
strolling	0.755	0.515	0.340	taug kev
strong	0.912	0.745	0.895	muaj zog
stronghold	0.708	0.636	0.954	ruaj khov
strongly	0.630	0.817	0.885	muaj zog
structural	0.582	0.425	0.690	tus qauv
structure	0.562	0.356	0.712	qauv
strudel	0.627	0.417	0.397	strudel
struggle	0.365	0.820	0.741	kev tawm tsam
strut	0.580	0.480	0.464	strut
stub	0.396	0.320	0.367	stub
stubbed	0.323	0.642	0.241	stubbed
stubble	0.333	0.442	0.264	stub
stubborn	0.157	0.702	0.575	tawv ncauj
stubbornness	0.156	0.673	0.508	kev tawv ncauj
stubby	0.417	0.370	0.393	ruam
stucco	0.439	0.292	0.279	stucco
stuck	0.153	0.644	0.285	daig
stuckup	0.281	0.480	0.363	daigup
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	kawm ntawv
student	0.634	0.318	0.537	tub kawm
studied	0.786	0.306	0.806	kawm
studio	0.677	0.265	0.620	studio
study	0.653	0.361	0.768	kawm
stuff	0.622	0.367	0.263	khoom
stuffed animal	0.684	0.255	0.306	tsiaj txhu
stuffing	0.417	0.324	0.304	khoom
stuffy	0.323	0.615	0.406	khaus
stumble	0.153	0.716	0.259	dawm
stump	0.449	0.510	0.340	ncej
stumped	0.344	0.604	0.392	stumped
stun	0.333	0.710	0.451	stun
stunned	0.306	0.663	0.356	xav tsis thoob
stunner	0.418	0.780	0.492	stunner
stunning	0.888	0.673	0.858	zoo kawg nkaus
stunt	0.387	0.555	0.526	stunt
stunted	0.194	0.472	0.275	stunted
stuntman	0.490	0.482	0.500	stuntman
stupefaction	0.294	0.704	0.480	stupefaction
stupefy	0.200	0.740	0.412	stupefy
stupendous	0.823	0.690	0.798	ruam
stupid	0.133	0.510	0.200	ruam
stupidity	0.060	0.418	0.151	ruam
stupidpeople	0.073	0.675	0.196	cov neeg ruam
stupidrain	0.260	0.520	0.317	ruam
stupor	0.323	0.590	0.330	ntxhov siab
sturdy	0.580	0.642	0.824	ruaj khov
sturgeon	0.417	0.473	0.465	sturgeon
stutter	0.250	0.469	0.258	hais lus
sty	0.296	0.500	0.225	sty
style	0.745	0.472	0.586	style
styling	0.823	0.378	0.652	styling
stylish	0.885	0.490	0.689	stylish
stylist	0.760	0.445	0.500	stylist
suave	0.724	0.265	0.269	suav
sub	0.510	0.370	0.312	sub
subatomic	0.385	0.538	0.491	subatomic
