English Word	Valence	Arousal	Dominance	Russian Word
splat	0.510	0.433	0.385	шлепок
splatter	0.312	0.596	0.352	брызги
spleen	0.448	0.255	0.396	селезенка
splendid	0.896	0.740	0.810	великолепный
splendor	0.927	0.612	0.850	великолепие
splice	0.386	0.460	0.377	соединение
spline	0.490	0.398	0.407	сплайн
splint	0.179	0.400	0.343	шина
splinter	0.136	0.422	0.325	осколок
split	0.344	0.618	0.410	расколоть
splitting	0.188	0.598	0.375	расщепление
splurge	0.365	0.481	0.542	пускать пыль в глаза
spoil	0.146	0.723	0.328	портиться
spoiler	0.347	0.527	0.380	спойлер
spoiling	0.135	0.678	0.306	порча
spoils	0.388	0.760	0.481	портит
spoke	0.635	0.433	0.483	говорил
spoken	0.551	0.363	0.545	разговорный
spokesman	0.720	0.480	0.611	пресс-секретарь
spokesperson	0.573	0.453	0.615	пресс-секретарь
sponge	0.551	0.192	0.219	губка
spongy	0.469	0.324	0.344	губчатый
sponsor	0.729	0.537	0.800	спонсор
sponsorship	0.854	0.608	0.696	спонсорство
spontaneity	0.817	0.698	0.655	спонтанность
spontaneous	0.780	0.578	0.655	спонтанный
spoof	0.490	0.594	0.381	пародия
spook	0.327	0.887	0.322	напугать
spooky	0.104	0.858	0.380	пугающий
spool	0.397	0.389	0.312	катушка
spoon	0.479	0.236	0.259	ложка
spoonful	0.582	0.208	0.308	ложка
sporadic	0.333	0.394	0.500	спорадический
spore	0.480	0.408	0.231	спора
sport	0.865	0.700	0.657	спорт
sporting	0.917	0.656	0.675	спортивный
sports	0.833	0.683	0.587	спортивный
sports car	0.759	0.696	0.669	спортивная машина
sportsman	0.755	0.735	0.713	спортсмен
sportsmanship	0.890	0.582	0.694	спортивное мастерство
sportswriter	0.760	0.551	0.566	спортивный обозреватель
sporty	0.735	0.713	0.648	спортивный
spot	0.510	0.180	0.336	место
spotless	0.792	0.327	0.726	безупречный
spotlight	0.688	0.353	0.519	прожектор
spotted	0.354	0.472	0.295	пятнистый
spotter	0.542	0.491	0.644	корректировщик
spotty	0.281	0.606	0.241	пятнистый
spousal	0.656	0.582	0.632	супружеский
spouse	0.750	0.600	0.645	супруг
spout	0.438	0.357	0.309	носик
sprain	0.063	0.580	0.384	растяжение связок
sprawl	0.600	0.596	0.672	расползание
spray	0.438	0.410	0.333	спрей
spread	0.570	0.583	0.651	распространять
spreader	0.510	0.480	0.500	разбрасыватель
spree	0.564	0.663	0.474	веселье
spring	0.837	0.370	0.481	весна
springtime	0.837	0.439	0.722	весна
sprinkle	0.635	0.404	0.380	посыпать
sprinkler	0.510	0.434	0.473	разбрызгиватель
sprinkling	0.677	0.510	0.466	окропление
sprint	0.549	0.649	0.528	спринт
sprite	0.561	0.438	0.625	спрайт
sprout	0.582	0.565	0.443	росток
spruce	0.604	0.288	0.380	ель
spud	0.403	0.423	0.349	окучивать
spunk	0.438	0.632	0.473	мужество
spunky	0.646	0.879	0.755	пылкий
spur	0.378	0.545	0.340	шпора
spurious	0.178	0.480	0.343	ложный
spurred	0.562	0.684	0.472	пришпоренный
spurt	0.448	0.550	0.475	рывок
spy	0.260	0.686	0.530	шпион
squabble	0.173	0.850	0.500	ссора
squad	0.552	0.711	0.806	отряд
squadron	0.469	0.686	0.787	эскадрилья
squall	0.191	0.833	0.655	шквал
squamous	0.344	0.446	0.418	плоскоклеточный
squander	0.240	0.755	0.529	разбазаривать
square	0.509	0.340	0.291	площадь
squash	0.531	0.667	0.410	давить
squat	0.330	0.550	0.453	приземистый
squatter	0.390	0.361	0.565	скваттер
squaw	0.428	0.441	0.398	скво
squawk	0.265	0.480	0.245	Пронзительный крик
squeak	0.271	0.679	0.300	писк
squeaky	0.229	0.771	0.367	скрипучий
squeal	0.250	0.731	0.375	визжать
squealer	0.541	0.519	0.330	стукач
squeamish	0.176	0.656	0.453	брезгливый
squeeze	0.458	0.676	0.532	сжимать
squeezing	0.260	0.598	0.557	сдавливание
squelch	0.271	0.510	0.462	глушить
squid	0.497	0.398	0.357	кальмар
squint	0.385	0.461	0.452	косоглазие
squire	0.479	0.459	0.710	оруженосец
squirm	0.235	0.824	0.373	извиваться
squirrel	0.592	0.358	0.333	белка
squirt	0.406	0.460	0.255	шприц
squish	0.260	0.788	0.481	хлюпать
squishy	0.516	0.333	0.307	мягкий
stab	0.167	0.882	0.595	наносить удар
stabbed	0.031	0.875	0.431	заколот
stability	0.812	0.264	0.849	стабильность
stabilize	0.839	0.427	0.722	стабилизировать
stabilizer	0.688	0.353	0.767	стабилизатор
stable	0.725	0.204	0.735	стабильный
staccato	0.396	0.500	0.427	стаккато
stack	0.470	0.282	0.427	куча
stadium	0.635	0.679	0.611	стадион
staff	0.745	0.274	0.627	сотрудники
stag	0.594	0.250	0.389	олень
stage	0.592	0.306	0.473	сцена
stagecoach	0.516	0.519	0.627	дилижанс
stagehand	0.420	0.684	0.555	рабочий сцены
stagger	0.531	0.620	0.458	шататься
staggering	0.520	0.657	0.683	ошеломляющий
stagnant	0.300	0.500	0.208	застойный
stagnation	0.276	0.324	0.396	застой
staid	0.385	0.290	0.634	уравновешенный
stain	0.453	0.324	0.264	пятно
stained	0.245	0.460	0.209	окрашенный
stainless	0.594	0.329	0.618	нержавеющая сталь
stair	0.375	0.354	0.345	лестница
staircase	0.469	0.347	0.440	лестница
stairs	0.510	0.439	0.342	лестница
stairway	0.562	0.510	0.407	лестница
stairwell	0.510	0.292	0.333	лестничная клетка
stake	0.406	0.608	0.460	ставка
stakeout	0.344	0.546	0.600	засада
stale	0.235	0.461	0.286	несвежий
stalemate	0.296	0.354	0.267	безвыходное положение
stalk	0.436	0.272	0.395	стебель
stalker	0.177	0.930	0.639	Сталкер
stall	0.370	0.245	0.292	ларек
stallion	0.628	0.596	0.779	жеребец
stalls	0.582	0.378	0.451	киоски
stalwart	0.812	0.430	0.691	стойкий
stamina	0.664	0.694	0.877	выносливость
stamp	0.438	0.327	0.441	печать
stampede	0.235	0.875	0.683	паническое бегство
stance	0.604	0.333	0.609	позиция
stand	0.600	0.324	0.509	стоять
standard	0.673	0.143	0.605	стандартный
standardize	0.684	0.353	0.729	стандартизировать
standardized	0.610	0.324	0.607	стандартизированный
standby	0.260	0.224	0.386	стоять рядом с
standing	0.604	0.317	0.425	стоя
standoff	0.333	0.840	0.558	противостояние
standpoint	0.585	0.388	0.652	точка зрения
standstill	0.441	0.203	0.500	тупик
standup	0.633	0.583	0.550	вставать
stanza	0.612	0.343	0.297	строфа
staph	0.375	0.480	0.412	стафилококк
staple	0.542	0.306	0.438	главный продукт
stapler	0.370	0.264	0.394	степлер
star	0.833	0.418	0.560	звезда
star fruit	0.701	0.433	0.427	звездный фрукт
starboard	0.531	0.388	0.558	правый борт
starch	0.507	0.354	0.312	крахмал
stardom	0.844	0.786	0.689	слава
stardust	0.843	0.410	0.549	звездная пыль
stare	0.541	0.430	0.538	глазеть
starfish	0.680	0.320	0.421	морская звезда
stargazing	0.802	0.461	0.709	наблюдение за звездами
staring	0.542	0.306	0.423	глядя
stark	0.330	0.630	0.577	суровый
starlet	0.806	0.471	0.587	старлетка
starlight	0.908	0.368	0.611	Звездный свет
starling	0.500	0.490	0.514	скворец
starry	0.438	0.643	0.434	звездный
stars	0.796	0.521	0.484	звезды
starship	0.740	0.719	0.704	звездолет
start	0.684	0.430	0.589	Начало
starter	0.667	0.461	0.827	стартер
startle	0.276	0.817	0.417	вздрагивать
startled	0.333	0.865	0.526	пораженный
startling	0.750	0.768	0.830	поразительный
starvation	0.240	0.592	0.284	голодание
starve	0.073	0.729	0.402	голодать
starved	0.097	0.689	0.219	голодал
starving	0.163	0.670	0.336	изголодавшийся
stash	0.344	0.630	0.361	тайник
stat	0.479	0.460	0.395	статистика
state	0.562	0.320	0.604	государство
stately	0.830	0.728	0.915	величественный
statement	0.688	0.608	0.825	утверждение
stateroom	0.653	0.380	0.441	каюта
stateside	0.643	0.480	0.708	США
statesman	0.510	0.490	0.736	государственный деятель
static	0.297	0.250	0.366	статический
staticky	0.357	0.278	0.358	статический
statics	0.542	0.290	0.527	статика
station	0.688	0.367	0.519	станция
stationary	0.408	0.240	0.484	стационарный
stationery	0.570	0.120	0.455	канцелярские товары
statistic	0.508	0.420	0.609	статистика
statistical	0.714	0.353	0.627	статистический
statistician	0.571	0.360	0.703	статистик
stator	0.281	0.453	0.557	статор
statuary	0.561	0.281	0.500	скульптурный
statue	0.542	0.153	0.570	статуя
statuette	0.677	0.433	0.518	статуэтка
stature	0.470	0.353	0.664	рост
status	0.658	0.377	0.588	статус
statute	0.592	0.330	0.673	устав
statutory	0.510	0.376	0.539	установленный законом
staunch	0.480	0.363	0.833	стойкий
stave	0.417	0.333	0.424	посох
stay	0.604	0.275	0.516	остаться
stayaway	0.369	0.284	0.526	держись подальше
stayed	0.497	0.270	0.395	остался
stays	0.633	0.363	0.564	остается
stead	0.551	0.214	0.510	вместо
steadfast	0.771	0.433	0.800	стойкий
steady	0.680	0.186	0.763	устойчивый
steak	0.625	0.359	0.315	стейк
steakhouse	0.802	0.379	0.547	стейк-хаус
steal	0.021	0.856	0.528	воровать
stealing	0.086	0.913	0.455	воровство
stealth	0.520	0.270	0.452	скрытность
stealthily	0.763	0.294	0.458	украдкой
stealthy	0.380	0.363	0.534	скрытный
steam	0.469	0.413	0.421	готовить на пару
steamboat	0.708	0.500	0.633	пароход
steamer	0.510	0.442	0.528	пароход
steaming	0.592	0.553	0.402	дымящийся
steamroller	0.396	0.567	0.667	каток
steamship	0.469	0.490	0.569	пароход
steamy	0.479	0.538	0.445	горячий
steel	0.521	0.420	0.714	стали
steep	0.312	0.612	0.321	отвесный
steeple	0.625	0.519	0.500	шпиль
steer	0.469	0.490	0.527	управлять
steering	0.580	0.431	0.660	рулевое управление
stellar	0.796	0.580	0.769	звездный
stem	0.615	0.191	0.336	корень
stench	0.104	0.570	0.298	вонь
stencil	0.500	0.327	0.421	трафарет
stenographer	0.510	0.408	0.589	стенографистка
step	0.531	0.321	0.347	шаг
stepdaughter	0.510	0.510	0.432	падчерица
stepfather	0.396	0.491	0.611	отчим
stepmother	0.427	0.530	0.484	мачеха
steppe	0.427	0.321	0.379	степь
steps	0.511	0.349	0.373	шаги
stepson	0.614	0.406	0.480	пасынок
stereo	0.617	0.519	0.500	стерео
stereoscopic	0.363	0.417	0.574	стереоскопический
stereotype	0.151	0.422	0.612	стереотип
stereotyped	0.375	0.510	0.436	стереотипный
sterile	0.302	0.471	0.291	стерильный
sterility	0.201	0.519	0.414	бесплодие
sterilize	0.406	0.510	0.520	стерилизовать
sterling	0.529	0.481	0.615	фунт стерлингов
stern	0.552	0.394	0.415	строгий
sternum	0.520	0.422	0.436	грудина
steroid	0.360	0.706	0.681	стероидный препарат
stethoscope	0.427	0.377	0.490	стетоскоп
stew	0.667	0.373	0.250	тушить
steward	0.633	0.238	0.550	стюард
stewardess	0.625	0.491	0.491	стюардесса
stewardship	0.551	0.440	0.617	управление
stfu	0.292	0.500	0.390	стфу
stick	0.396	0.364	0.382	палка
sticker	0.583	0.306	0.346	наклейка
sticking	0.486	0.425	0.356	прилипание
stickler	0.385	0.471	0.417	сторонник
stickup	0.453	0.537	0.434	торчать
sticky	0.385	0.569	0.292	липкий
stiff	0.158	0.459	0.569	жесткий
stiffen	0.360	0.582	0.719	напрягаться
stiffness	0.323	0.500	0.657	жесткость
stifle	0.240	0.764	0.427	душить
stifled	0.229	0.731	0.193	задушенный
stifling	0.163	0.858	0.608	душный
stigma	0.327	0.500	0.470	клеймо
stile	0.750	0.359	0.691	стиль
stiletto	0.396	0.430	0.427	стилет
stillbirth	0.092	0.809	0.291	мертворождение
stillborn	0.271	0.519	0.337	мертворожденный
stillness	0.729	0.125	0.339	неподвижность
stillwaiting	0.344	0.393	0.420	все еще жду
stilts	0.439	0.577	0.300	ходули
stimulant	0.441	0.794	0.745	стимулятор
stimulate	0.792	0.798	0.754	стимулировать
stimulating	0.740	0.804	0.809	стимулирующий
stimulation	0.708	0.821	0.702	стимуляция
stimulus	0.771	0.779	0.750	стимул
sting	0.163	0.651	0.373	жало
stinger	0.279	0.625	0.508	жало
stinging	0.260	0.730	0.459	жгучий
stingy	0.094	0.548	0.283	скупой
stink	0.042	0.481	0.180	вонь
stinker	0.163	0.567	0.275	мерзкий тип
stinking	0.041	0.657	0.264	вонючий
stinky	0.092	0.558	0.176	вонючий
stint	0.490	0.326	0.342	ограничение
stipend	0.604	0.546	0.614	стипендия
stipulate	0.570	0.546	0.623	оговорить
stipulation	0.469	0.622	0.654	оговорка
stir	0.448	0.773	0.453	размешать
stirring	0.582	0.702	0.558	перемешивание
stitch	0.306	0.538	0.357	стежок
stitching	0.510	0.382	0.345	сшивание
stock	0.594	0.418	0.407	запас
stockade	0.375	0.402	0.500	частокол
stockbroker	0.417	0.676	0.802	биржевой маклер
stockholder	0.573	0.625	0.716	акционер
stocking	0.594	0.324	0.688	чулок
stockings	0.458	0.365	0.382	чулки
stockpile	0.542	0.315	0.425	запас
stockroom	0.562	0.312	0.406	кладовая
stocks	0.573	0.598	0.586	акции
stoic	0.427	0.473	0.602	стоический
stole	0.135	0.760	0.384	украл
stolen	0.156	0.646	0.308	украденный
stomach	0.367	0.402	0.438	желудок
stomachache	0.030	0.745	0.316	боли в животе
stomp	0.365	0.565	0.438	топать
stomped	0.229	0.684	0.406	растоптал
stone	0.216	0.183	0.561	камень
stoned	0.177	0.796	0.375	побитый камнями
stonewall	0.337	0.457	0.655	каменная стена
stoneware	0.458	0.300	0.443	керамика
stony	0.356	0.494	0.525	каменистый
stooge	0.438	0.406	0.163	марионетка
stool	0.448	0.269	0.302	табуретка
stools	0.459	0.382	0.327	табуретки
stoop	0.490	0.430	0.284	сутулиться
stoopid	0.280	0.431	0.382	тупой
stop	0.280	0.510	0.490	остановка
stopover	0.531	0.327	0.575	остановка в пути
stoppage	0.224	0.491	0.445	остановка
stopper	0.365	0.336	0.390	пробка
stopping	0.388	0.382	0.473	остановка
stopwatch	0.469	0.521	0.482	секундомер
storage	0.698	0.406	0.564	хранилище
store	0.646	0.538	0.407	хранить
storefront	0.580	0.217	0.457	витрина
storehouse	0.570	0.250	0.491	склад
storeroom	0.560	0.217	0.588	кладовая
storing	0.630	0.378	0.548	хранение
storm	0.188	0.940	0.543	буря
storming	0.265	0.910	0.669	штурм
stormy	0.146	0.870	0.562	бурный
story	0.653	0.406	0.704	история
storybook	0.854	0.306	0.383	сборник рассказов
storyteller	0.730	0.357	0.462	рассказчик
storytelling	0.643	0.375	0.472	рассказывание историй
stound	0.490	0.473	0.446	ошеломленный
stout	0.656	0.657	0.817	толстый
stove	0.466	0.391	0.405	печь
stow	0.615	0.365	0.523	укладывать
stowaway	0.224	0.481	0.357	безбилетный пассажир
straddle	0.306	0.550	0.444	оседлать
straighten	0.677	0.500	0.685	выпрямить
straightforward	0.780	0.150	0.380	простой
straightway	0.667	0.444	0.565	сразу
strain	0.190	0.750	0.380	напряжение
strained	0.122	0.656	0.580	напряженный
strait	0.438	0.433	0.412	пролив
straitjacket	0.224	0.719	0.579	смирительная рубашка
straits	0.408	0.269	0.410	проливы
strand	0.396	0.406	0.538	прядь
stranded	0.292	0.459	0.219	застрявший
strange	0.314	0.663	0.395	странный
stranger	0.330	0.449	0.302	незнакомец
strangle	0.094	0.927	0.527	задушить
strangulation	0.040	0.886	0.542	удушение
strap	0.380	0.417	0.382	ремень
strapless	0.314	0.462	0.273	без бретелек
strapping	0.552	0.413	0.454	обвязка
strata	0.500	0.457	0.411	слои
strategic	0.786	0.708	0.861	стратегический
strategist	0.571	0.594	0.810	стратег
strategy	0.704	0.667	0.858	стратегия
stratification	0.531	0.490	0.651	расслоение
stratosphere	0.604	0.583	0.636	стратосфера
stratum	0.365	0.307	0.510	слой
stratus	0.448	0.520	0.509	слоистый
straw	0.480	0.290	0.163	солома
strawberry	0.833	0.270	0.336	клубника
stray	0.133	0.760	0.281	бродить
streak	0.440	0.608	0.511	полоса
streaked	0.458	0.426	0.393	полосатый
stream	0.449	0.537	0.559	ручей
streamer	0.615	0.530	0.429	стример
streaming	0.592	0.481	0.582	потоковое
streamline	0.656	0.573	0.618	рационализировать
street	0.594	0.324	0.398	улица
streetcar	0.390	0.569	0.566	трамвай
streetlight	0.673	0.268	0.390	уличный фонарь
strength	0.802	0.682	0.858	прочность
strengthen	0.802	0.796	0.971	укреплять
strengthening	0.913	0.627	0.945	укрепление
strenuous	0.104	0.660	0.481	напряженный
strep	0.365	0.594	0.353	стрептококк
stress	0.173	0.843	0.317	стресс
stressed	0.167	0.740	0.502	подчеркнул
stresses	0.115	0.817	0.396	стрессы
stressfree	0.833	0.080	0.528	без стресса
stressful	0.153	0.873	0.389	стрессовый
stressin	0.146	0.810	0.367	стрессин
stressing	0.163	0.866	0.462	подчеркивая
stressrelief	0.627	0.417	0.475	снятие стресса
stretch	0.604	0.578	0.500	протяжение
stretcher	0.438	0.196	0.295	носилки
stricken	0.163	0.720	0.368	пораженный
strict	0.500	0.646	0.878	строгий
stride	0.490	0.670	0.434	шаг
strife	0.344	0.898	0.630	раздор
strike	0.271	0.811	0.571	забастовка
strikeout	0.316	0.520	0.371	вычеркивание
striker	0.500	0.589	0.696	нападающий
striking	0.357	0.827	0.657	поразительный
strikingly	0.690	0.684	0.811	поразительно
string	0.385	0.398	0.445	нить
strings	0.457	0.292	0.355	струны
stringy	0.430	0.510	0.527	жилистый
strip	0.427	0.500	0.436	полоска
stripe	0.629	0.302	0.361	полоса
striped	0.344	0.373	0.385	полосатый
stripped	0.255	0.615	0.278	раздетый
stripper	0.625	0.848	0.453	стриптизерша
striptease	0.607	0.918	0.608	стриптиз
strive	0.582	0.837	0.769	стремиться
strobe	0.490	0.633	0.537	стробоскоп
stroke	0.562	0.440	0.570	Инсульт
stroll	0.745	0.415	0.444	прогулка
stroller	0.786	0.398	0.314	Бродяга
strolling	0.755	0.515	0.340	прогулка
strong	0.912	0.745	0.895	сильный
stronghold	0.708	0.636	0.954	крепость
strongly	0.630	0.817	0.885	сильно
structural	0.582	0.425	0.690	структурный
structure	0.562	0.356	0.712	структура
strudel	0.627	0.417	0.397	штрудель
struggle	0.365	0.820	0.741	борьба
strut	0.580	0.480	0.464	распорка
stub	0.396	0.320	0.367	заглушка
stubbed	0.323	0.642	0.241	заглушенный
stubble	0.333	0.442	0.264	щетина
stubborn	0.157	0.702	0.575	упрямый
stubbornness	0.156	0.673	0.508	упрямство
stubby	0.417	0.370	0.393	коротенький
stucco	0.439	0.292	0.279	лепнина
stuck	0.153	0.644	0.285	застрявший
stuckup	0.281	0.480	0.363	высокомерный
stud	0.564	0.531	0.509	шпилька
studded	0.396	0.412	0.425	шипованный
student	0.634	0.318	0.537	ученик
studied	0.786	0.306	0.806	учился
studio	0.677	0.265	0.620	студия
study	0.653	0.361	0.768	исследование
stuff	0.622	0.367	0.263	вещи
stuffed animal	0.684	0.255	0.306	чучело
stuffing	0.417	0.324	0.304	начинка
stuffy	0.323	0.615	0.406	душно
stumble	0.153	0.716	0.259	спотыкаться
stump	0.449	0.510	0.340	пень
stumped	0.344	0.604	0.392	тупик
stun	0.333	0.710	0.451	оглушать
stunned	0.306	0.663	0.356	ошеломленный
stunner	0.418	0.780	0.492	красотка
stunning	0.888	0.673	0.858	оглушительный
stunt	0.387	0.555	0.526	трюк
stunted	0.194	0.472	0.275	чахлый
stuntman	0.490	0.482	0.500	каскадер
stupefaction	0.294	0.704	0.480	оцепенение
stupefy	0.200	0.740	0.412	одурманивать
stupendous	0.823	0.690	0.798	изумительный
stupid	0.133	0.510	0.200	глупый
stupidity	0.060	0.418	0.151	глупость
stupidpeople	0.073	0.675	0.196	глупые люди
stupidrain	0.260	0.520	0.317	глупый дождь
stupor	0.323	0.590	0.330	ступор
sturdy	0.580	0.642	0.824	крепкий
sturgeon	0.417	0.473	0.465	осетр
stutter	0.250	0.469	0.258	заикаться
sty	0.296	0.500	0.225	свинарник
style	0.745	0.472	0.586	стиль
styling	0.823	0.378	0.652	стиль
stylish	0.885	0.490	0.689	стильный
stylist	0.760	0.445	0.500	стилист
suave	0.724	0.265	0.269	обходительный
sub	0.510	0.370	0.312	суб
subatomic	0.385	0.538	0.491	субатомный
subcommittee	0.396	0.467	0.600	подкомитет
subconscious	0.531	0.375	0.415	подсознание
subcutaneous	0.396	0.444	0.376	подкожный
subdivide	0.538	0.433	0.348	подразделять
subdivision	0.592	0.455	0.430	подразделение
subduction	0.350	0.569	0.445	субдукция
subdue	0.275	0.640	0.784	подчинять
subdued	0.236	0.463	0.223	подавленный
subdural	0.381	0.491	0.425	субдуральный
subito	0.372	0.627	0.577	субито
subject	0.602	0.344	0.558	предмет
subjected	0.286	0.520	0.221	подвергается
subjection	0.354	0.408	0.539	подчинение
subjective	0.510	0.350	0.432	субъективный
subjugation	0.280	0.610	0.377	подчинение
sublet	0.469	0.551	0.545	субаренда
sublevel	0.365	0.298	0.333	подуровень
sublimation	0.510	0.390	0.538	сублимация
sublime	0.784	0.333	0.585	возвышенный
subliminal	0.410	0.528	0.464	подсознательный
submarine	0.572	0.481	0.549	подводная лодка
submerge	0.517	0.643	0.456	погружаться
submerged	0.337	0.528	0.357	погруженный
submersible	0.406	0.459	0.540	погружной
submission	0.531	0.580	0.633	подчинение
submissive	0.480	0.217	0.173	покорный
submit	0.635	0.448	0.500	Разместить
submitting	0.667	0.610	0.611	представление
subordinate	0.276	0.392	0.121	подчиненный
subordination	0.270	0.527	0.343	подчинение
subplot	0.469	0.413	0.446	подсюжет
subpoena	0.281	0.634	0.555	повестка в суд
subscribe	0.660	0.344	0.591	подписываться
subscriber	0.562	0.398	0.570	подписчик
subscription	0.583	0.333	0.651	подписка
subsequence	0.438	0.510	0.413	последующая последовательность
subsequent	0.449	0.385	0.400	последующий
subsequently	0.380	0.337	0.336	впоследствии
subservient	0.255	0.402	0.339	подчиненный
subset	0.429	0.358	0.404	подмножество
subside	0.375	0.308	0.209	стихать
subsidence	0.320	0.509	0.452	опускание
subsidiary	0.541	0.295	0.500	дочернее предприятие
subsidize	0.604	0.615	0.589	субсидировать
subsidy	0.573	0.462	0.517	субсидия
subsist	0.573	0.418	0.472	существовать
subsistence	0.510	0.404	0.491	пропитание
subsoil	0.429	0.240	0.382	недра
subspace	0.470	0.453	0.475	подпространство
substance	0.615	0.422	0.528	вещество
substandard	0.235	0.333	0.150	некачественный
substantial	0.590	0.490	0.690	существенный
substantially	0.646	0.471	0.684	существенно
substantiate	0.531	0.549	0.636	обосновать
substantive	0.500	0.350	0.455	существенный
substation	0.469	0.461	0.491	подстанция
substitute	0.427	0.406	0.398	заменять
substituted	0.271	0.545	0.394	замененный
substitution	0.406	0.480	0.353	замена
substructure	0.441	0.358	0.587	подструктура
subterranean	0.469	0.306	0.432	подземный
subtext	0.635	0.276	0.412	подтекст
subtitle	0.445	0.202	0.347	подзаголовок
subtle	0.708	0.167	0.228	тонкий
subtlety	0.615	0.176	0.363	тонкость
subtract	0.208	0.330	0.283	вычесть
subtraction	0.163	0.382	0.349	вычитание
subtype	0.427	0.296	0.420	подтип
suburb	0.354	0.566	0.441	пригород
suburban	0.439	0.450	0.453	пригородный
suburbia	0.438	0.490	0.421	пригород
suburbs	0.510	0.571	0.286	пригород
subversion	0.347	0.608	0.415	подрывная деятельность
subversive	0.198	0.765	0.500	подрывной
subvert	0.357	0.557	0.536	ниспровергать
subway	0.418	0.300	0.464	метро
succeed	0.926	0.755	0.926	преуспеть
succeeding	0.867	0.755	0.849	преуспевающий
success	0.959	0.880	0.981	успех
successful	0.949	0.724	0.938	успешный
succession	0.698	0.481	0.587	правопреемство
successive	0.635	0.471	0.518	последовательный
successor	0.729	0.531	0.648	преемник
succinct	0.510	0.413	0.566	краткий
succubus	0.417	0.647	0.509	суккуб
succulent	0.823	0.538	0.556	сочный
succumb	0.202	0.787	0.292	поддаваться
suck	0.344	0.706	0.377	сосать
sucker	0.265	0.393	0.204	лох
sucking	0.227	0.528	0.377	сосание
suckling	0.596	0.558	0.518	кормление грудью
sucks	0.115	0.683	0.302	отстой
suction	0.460	0.593	0.526	всасывание
sudden	0.449	0.660	0.435	внезапный
suddenly	0.670	0.510	0.456	вдруг, внезапно
suds	0.458	0.365	0.255	пена
sue	0.219	0.731	0.679	Сью
suede	0.542	0.259	0.259	замша
suffer	0.082	0.910	0.259	страдать
sufferer	0.156	0.690	0.278	страдалец
suffering	0.020	0.719	0.235	страдания
suffice	0.643	0.326	0.504	достаточно
sufficiency	0.594	0.438	0.576	достаточность
sufficient	0.833	0.330	0.588	достаточный
sufficiently	0.776	0.367	0.714	достаточно
suffix	0.430	0.420	0.364	суффикс
suffocate	0.219	0.764	0.440	задыхаться
suffocating	0.133	0.774	0.429	удушающий
suffocation	0.020	0.830	0.462	удушье
sugar	0.896	0.382	0.402	сахар
suggest	0.573	0.471	0.517	предложить
suggestion	0.646	0.365	0.558	предложение
suggestive	0.552	0.500	0.555	наводящий на размышления
suicidal	0.021	0.867	0.382	самоубийственный
suicide	0.030	0.873	0.429	самоубийство
suicidebombing	0.031	0.957	0.627	террорист-смертник
suit	0.776	0.282	0.482	подходить
suitable	0.792	0.298	0.722	подходящее
suitcase	0.562	0.212	0.318	чемодан
suite	0.790	0.420	0.400	люкс
suitor	0.708	0.639	0.546	жених
sulfate	0.427	0.352	0.429	сульфат
sulfur	0.173	0.530	0.364	сера
sulk	0.250	0.580	0.406	дуться
sullen	0.250	0.407	0.263	угрюмый
sully	0.378	0.550	0.370	пачкать
sulphur	0.260	0.450	0.233	сера
sultan	0.529	0.423	0.821	султан
sultry	0.735	0.696	0.627	знойный
sum	0.792	0.340	0.420	сумма
summarily	0.469	0.431	0.543	вкратце
summarize	0.590	0.323	0.471	подвести итог
summary	0.729	0.260	0.427	резюме
summation	0.766	0.337	0.594	суммирование
summer	0.812	0.373	0.550	лето
summerhouse	0.796	0.308	0.443	дача
summertime	0.837	0.500	0.455	лето
summit	0.625	0.618	0.764	вершина
summon	0.521	0.560	0.664	вызывать
summons	0.552	0.604	0.598	вызов
sumo	0.480	0.394	0.564	сумо
sump	0.365	0.451	0.340	отстойник
sumptuous	0.698	0.550	0.555	роскошный
sun	0.877	0.400	0.681	солнце
sunbeam	0.729	0.440	0.505	Солнечный луч
sunburn	0.061	0.755	0.447	солнечный ожог
sundae	0.743	0.414	0.404	мороженое
sunday	0.776	0.196	0.394	Воскресенье
sundial	0.643	0.225	0.406	солнечные часы
sundown	0.812	0.276	0.445	закат
sundry	0.543	0.369	0.407	всякая всячина
sunflower	0.878	0.231	0.270	подсолнух
sunglass	0.684	0.264	0.324	солнцезащитные очки
sunglasses	0.844	0.443	0.364	солнечные очки
sunk	0.146	0.531	0.185	затонул
sunken	0.103	0.476	0.173	затонувший
sunless	0.245	0.280	0.273	без солнца
sunlight	0.906	0.407	0.639	Солнечный лучик
sunny	0.740	0.348	0.481	солнечно
sunrise	0.823	0.347	0.640	Восход солнца
sunroof	0.681	0.325	0.425	люк
sunscreen	0.656	0.387	0.462	солнцезащитный крем
sunset	0.875	0.231	0.298	закат солнца
sunshine	0.885	0.297	0.769	Солнечный свет
suntan	0.620	0.510	0.366	загар
sunup	0.760	0.304	0.620	восход солнца
sup	0.551	0.358	0.385	Как дела
super	0.844	0.663	0.780	супер
superannuation	0.448	0.412	0.562	пенсионный возраст
superb	0.980	0.708	0.852	превосходный
superficial	0.357	0.407	0.309	поверхностный
superfluous	0.316	0.469	0.393	лишний
superhero	0.910	0.820	0.893	супергерой
superhuman	0.810	0.745	0.895	сверхчеловеческий
superimposed	0.490	0.529	0.683	наложенный
superintendent	0.592	0.570	0.942	суперинтендант
superior	0.801	0.697	0.940	начальство
superiority	0.582	0.602	0.959	превосходство
