English Word	Valence	Arousal	Dominance	Somali Word
tabloid	0.438	0.365	0.444	tablood
taboo	0.198	0.794	0.482	tabuu
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	tabbude
tabulation	0.396	0.346	0.526	daabacid
tachometer	0.398	0.394	0.518	tachometer
tacit	0.459	0.340	0.473	taciid
tack	0.365	0.431	0.431	la tacaal
tackle	0.365	0.686	0.569	wax ka qaban
tackled	0.438	0.612	0.569	wax laga qabtay
tackling	0.480	0.694	0.613	wax ka qabashada
tacky	0.245	0.490	0.373	tacky
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	xeelad
tactful	0.704	0.292	0.537	xeeladaysan
tactic	0.531	0.434	0.798	xeelad
tactical	0.594	0.481	0.684	xeeladaysan
tactics	0.583	0.676	0.774	xeeladaha
tactile	0.573	0.410	0.491	taabashada
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	tadpole
taffeta	0.604	0.279	0.405	tafta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	dabo
tailed	0.438	0.358	0.351	dabo leh
tailgate	0.323	0.340	0.398	dabada
tailings	0.439	0.311	0.446	dabo
taillight	0.479	0.367	0.283	dabada
tailor	0.573	0.206	0.450	dawaarle
tailoring	0.673	0.540	0.566	dawaarashada
tailpipe	0.460	0.429	0.409	dhuunta dabada
taint	0.141	0.425	0.226	xumaan
take	0.828	0.537	0.348	qaado
takeoff	0.755	0.884	0.626	fasax ka qaataan
takeout	0.736	0.392	0.368	qaadid
takeover	0.663	0.531	0.861	la wareegidda
taker	0.375	0.521	0.618	qaade
talcum	0.500	0.196	0.291	talcuum
tale	0.663	0.300	0.336	sheeko
talent	0.959	0.607	0.811	karti
talented	0.939	0.635	0.938	karti leh
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	hadal
talkative	0.562	0.673	0.535	hadal badan
talker	0.500	0.604	0.552	hadalka
tall	0.725	0.591	0.538	dheer
tallies	0.551	0.290	0.402	dhererka
tallow	0.344	0.283	0.290	tallow
tally	0.542	0.420	0.518	tiro koob
talon	0.344	0.569	0.475	talo
talons	0.320	0.698	0.525	taallo
tambourine	0.622	0.548	0.348	daf
tame	0.560	0.604	0.642	rabbaysan
tamer	0.385	0.783	0.815	tamar
taming	0.569	0.514	0.575	dabin
tamper	0.184	0.802	0.545	faragalin
tampon	0.396	0.394	0.345	tampuun
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	taangi
tangerine	0.571	0.271	0.395	tangerine
tangible	0.646	0.350	0.679	la taaban karo
tangle	0.354	0.545	0.254	qallafsanaan
tangled	0.260	0.539	0.316	qallafsanaan
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	taangiga
tank top	0.610	0.371	0.371	taangiga sare
tanker	0.520	0.647	0.713	booyad
tanned	0.615	0.550	0.491	madoobayd
tantalizing	0.525	0.788	0.625	dhalanteed
tantamount	0.633	0.288	0.670	u dhiganta
tantrum	0.219	0.817	0.404	xanaaq
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	taabo
tape	0.531	0.277	0.254	sharooto
tape measure	0.406	0.250	0.360	cabbirka cajalad
taper	0.541	0.410	0.415	taper
tapering	0.344	0.380	0.237	duubista
tapestry	0.520	0.176	0.362	cajalad
tapeworm	0.357	0.334	0.331	Gooryaanka
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	qasabadaha
tar	0.438	0.440	0.570	daamur
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	daahitaan
tardy	0.204	0.592	0.293	daahitaan
target	0.633	0.573	0.798	bartilmaameed
targeted	0.573	0.537	0.573	la beegsaday
targeting	0.510	0.420	0.580	beegsiga
tariff	0.459	0.402	0.491	canshuur
tarmac	0.357	0.302	0.398	laami
tarnish	0.204	0.441	0.342	wasakhayn
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	daamur
tarry	0.392	0.413	0.388	daahid
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	hawl
tassel	0.552	0.330	0.307	dhirbaaxo
taste	0.802	0.406	0.465	dhadhan
tasteful	0.918	0.458	0.625	dhadhan fiican leh
tasteless	0.146	0.196	0.148	aan dhadhamin
tasting	0.781	0.603	0.600	dhadhamin
tasty	0.959	0.786	0.555	dhadhan fiican leh
tat	0.429	0.380	0.404	taa
tattler	0.417	0.530	0.434	dhaqdhaqaajiye
tattletale	0.633	0.406	0.317	sheeko xariir
tattoo	0.490	0.602	0.525	tattoo
taught	0.814	0.481	0.642	baray
taunt	0.083	0.696	0.355	cayda
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	taut
tavern	0.516	0.577	0.475	makhaayad
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	tawny
tax	0.260	0.481	0.534	canshuur
taxed	0.255	0.456	0.500	la canshuuro
taxi	0.542	0.362	0.430	tagsi
taxicab	0.479	0.430	0.355	tagsi
taxonomy	0.370	0.410	0.630	taxonomy
taxpayer	0.592	0.528	0.647	cashuur bixiye
tea	0.698	0.163	0.370	shaah
teach	0.840	0.510	0.852	baro
teacher	0.760	0.404	0.885	macalinka
teaching	0.822	0.444	0.736	waxbaridda
teacup	0.633	0.135	0.277	shaah
teahouse	0.802	0.314	0.288	makhaayad shaaha
teal	0.540	0.293	0.321	shaah
team	0.708	0.461	0.688	kooxda
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	saaxiibkiis
teamwork	0.918	0.490	0.773	wada shaqayn
teapot	0.479	0.110	0.309	shaaha
tear	0.404	0.620	0.327	jeexid
tearful	0.208	0.500	0.184	oohin
tearsofjoy	0.926	0.740	0.455	ilmada farxadda
teary	0.167	0.473	0.216	ilmada
tease	0.317	0.790	0.432	kaftan
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	jeesjeesasho
teaspoon	0.521	0.330	0.221	qaaddo
teat	0.612	0.469	0.328	caleen
teatime	0.847	0.159	0.339	wakhtiga shaaha
tech	0.684	0.491	0.732	farsamada
technical	0.510	0.490	0.736	farsamo
technicality	0.632	0.471	0.661	farsamo ahaan
technician	0.592	0.510	0.713	farsamayaqaan
technique	0.760	0.414	0.593	farsamo
techno	0.561	0.539	0.500	tignoolajiyada
technological	0.680	0.452	0.815	tignoolajiyada
technology	0.776	0.490	0.825	farsamada
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	teddy bear
tedious	0.104	0.406	0.241	caajis ah
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	ciirciiraya
teen	0.729	0.531	0.568	dhallinta
teenager	0.781	0.593	0.527	dhalin yaro
teens	0.653	0.660	0.440	dhallinta
teensy	0.520	0.427	0.347	da'yar
teeny	0.427	0.418	0.216	dhalinyaro
teeth	0.520	0.388	0.427	ilkaha
teething	0.396	0.471	0.474	ilko jeexid
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegraph
telekinesis	0.582	0.646	0.667	telekinesis
telemetry	0.460	0.382	0.611	telemetry
telepathic	0.602	0.490	0.642	telepathic
telepathy	0.594	0.510	0.588	telepathy
telephone	0.694	0.520	0.425	telefoonka
telescope	0.531	0.340	0.500	telescope
telescopic	0.490	0.290	0.660	telescopic
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	laga daawado
television	0.633	0.391	0.547	telefishanka
tell	0.551	0.350	0.457	sheeg
teller	0.500	0.395	0.443	sheegasho
telling	0.719	0.441	0.527	sheegid
telltale	0.240	0.663	0.426	sheegid
temp	0.490	0.440	0.314	heerkulka
temper	0.633	0.623	0.818	xanaaq
tempera	0.458	0.318	0.245	dabeecad
temperament	0.420	0.625	0.703	dabeecad
temperamental	0.316	0.774	0.608	dabeecad ahaan
temperance	0.500	0.294	0.639	xanaaq
temperate	0.469	0.394	0.593	dhexdhexaad ah
temperature	0.521	0.559	0.473	heerkulka
tempered	0.583	0.437	0.667	xanaaqsan
tempest	0.245	0.843	0.653	duufaan
template	0.479	0.311	0.411	qaab-dhismeedka
temple	0.612	0.269	0.660	macbadka
tempo	0.582	0.337	0.500	waqti
temporal	0.500	0.413	0.360	ku meel gaar ah
temporarily	0.500	0.365	0.373	ku meel gaar ah
temporary	0.458	0.415	0.324	ku meel gaar ah
tempt	0.210	0.677	0.500	duufsan
temptation	0.365	0.817	0.560	jirrabaadda
tempting	0.615	0.740	0.519	jirrabay
temptress	0.427	0.787	0.667	jirrabay
ten	0.562	0.260	0.406	toban
tenable	0.741	0.412	0.636	la qabsan karo
tenacious	0.724	0.658	0.692	adkaysi leh
tenacity	0.740	0.657	0.889	adkeysi
tenancy	0.500	0.458	0.605	kireysiga
tenant	0.385	0.360	0.398	kiraystaha
tend	0.604	0.398	0.412	u janjeerto
tendency	0.684	0.500	0.675	u janjeera
tender	0.630	0.520	0.509	hindise
tenderfoot	0.469	0.421	0.438	cag jilicsan
tenderness	0.949	0.276	0.367	danqasho
tending	0.622	0.556	0.594	xanaanayn
tendon	0.341	0.271	0.463	seedaha
tenement	0.470	0.384	0.550	dib u dhigid
tenet	0.667	0.333	0.636	mabda'a
tenets	0.734	0.357	0.667	mabda'a
tenfold	0.469	0.418	0.500	toban laab
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	kirayste
tense	0.396	0.439	0.655	kacsanaan
tensile	0.458	0.510	0.618	adkaysi
tension	0.304	0.810	0.529	xiisad
tent	0.510	0.275	0.333	teendho
tentacle	0.370	0.559	0.398	teendhada
tentative	0.582	0.657	0.534	ku meel gaadh ah
tenth	0.510	0.349	0.382	tobnaad
tenths	0.406	0.294	0.284	tobnaadyo
tenuous	0.398	0.263	0.276	dhib badan
tenure	0.615	0.472	0.611	muddada
tepee	0.500	0.337	0.373	tepe
tepid	0.337	0.327	0.237	xanaaqsan
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	muddada
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	joojin
termination	0.344	0.472	0.545	joojinta
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	ereybixin
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	bariis
terms	0.490	0.362	0.645	shuruudaha
tern	0.573	0.365	0.309	tern
ternary	0.550	0.406	0.480	ternary
terrace	0.615	0.269	0.411	barxad
terrain	0.540	0.300	0.472	dhul
terrestrial	0.542	0.413	0.582	dhuleed
terrible	0.061	0.849	0.604	laga cabsado
terribly	0.061	0.731	0.430	aad u daran
terrier	0.562	0.540	0.431	Terrier
terrific	0.859	0.650	0.821	cabsi badan
terrified	0.090	0.902	0.387	argagaxay
terrifies	0.083	0.923	0.500	argagax
terrify	0.052	0.889	0.509	argagax
terrifying	0.031	0.836	0.602	argagax leh
territorial	0.405	0.600	0.766	dhuleed
territory	0.625	0.469	0.676	dhul
terror	0.069	0.902	0.415	argagax
terrorism	0.060	0.971	0.673	argagixisada
terrorist	0.019	0.930	0.679	argagixisada
terrorists	0.062	0.967	0.688	argagixisada
terrorize	0.041	0.907	0.577	argagaxiso
terse	0.542	0.393	0.409	terse
tertiary	0.500	0.350	0.431	jaamacadeed
test	0.449	0.500	0.509	imtixaan
testament	0.594	0.420	0.806	dardaaran
testicle	0.458	0.651	0.410	xiniinyaha
testicular	0.388	0.680	0.453	xiniinyaha
testify	0.521	0.650	0.741	marag fur
testimonial	0.541	0.538	0.750	markhaati
testimony	0.615	0.578	0.643	marqaati
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	markhaati
tetanus	0.133	0.577	0.368	teetanada
tether	0.323	0.620	0.407	xidhidh
tethered	0.260	0.472	0.351	xirxiran
tetrahedral	0.595	0.468	0.423	tetrahedral
text	0.604	0.157	0.402	qoraal
textbook	0.622	0.235	0.526	buugaag
textile	0.604	0.235	0.395	maro
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	texture
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	mahadsanid
thankful	0.969	0.344	0.714	mahadsanid
thankgod	0.823	0.451	0.466	mahad Ilaah
thanking	0.917	0.538	0.658	mahadsanid
thankless	0.146	0.500	0.497	mahad la'aan
thanks	0.918	0.472	0.461	mahadsanid
thanksalot	0.908	0.428	0.525	mahadsanid
thanksgiving	0.927	0.449	0.637	mahadnaqid
thankyougod	0.900	0.446	0.651	mahadsanid
thankyoujesus	0.878	0.406	0.604	mahadsanid
thankyoulord	0.809	0.388	0.466	mahadsanid
thatch	0.337	0.245	0.161	xabo
thatmoment	0.667	0.389	0.340	waqtigaas
thaumaturgy	0.510	0.546	0.618	thaumaturgy
thaw	0.438	0.321	0.327	dhalaalid
theater	0.760	0.635	0.516	masraxa
theatrical	0.720	0.690	0.546	masraxiyad
theatrics	0.694	0.539	0.486	masraxiyad
thebest	0.760	0.596	0.719	ugu fiican
theft	0.135	0.867	0.394	xatooyo
theism	0.460	0.431	0.481	aragti
theistic	0.397	0.365	0.509	fiqi ahaaneed
thelife	0.688	0.566	0.629	nolosha
thelittlethings	0.571	0.240	0.324	waxyaalaha yaryar
theme	0.541	0.176	0.427	mawduuca
theocracy	0.490	0.427	0.722	teocracy
theocratic	0.380	0.480	0.605	teocratic
theologian	0.521	0.304	0.759	fiqi
theological	0.480	0.363	0.683	fiqi ahaaneed
theology	0.448	0.330	0.711	fiqiga
theorem	0.500	0.296	0.615	aragti
theoretical	0.615	0.270	0.546	aragti ahaan
theory	0.583	0.314	0.529	aragti
therapeutic	0.625	0.275	0.680	daweyn
therapeutics	0.552	0.343	0.625	daawaynta
therapist	0.468	0.430	0.679	daaweeyaha
therapy	0.490	0.353	0.607	daawaynta
thereabouts	0.427	0.365	0.285	ku saabsan
thereof	0.542	0.265	0.281	ka mid ah
therewith	0.462	0.317	0.398	iyada
thermal	0.480	0.360	0.509	kulaylka
thermocouple	0.406	0.406	0.422	heerkulbeegga
thermodynamics	0.510	0.594	0.678	heerkulbeegga
thermometer	0.400	0.327	0.473	heerkulbeegga
thermos	0.582	0.255	0.328	darmuus
thermostat	0.439	0.480	0.321	heerkulbeegga
thesaurus	0.520	0.480	0.509	thesaurus
thesis	0.583	0.582	0.552	aragti
thick	0.449	0.433	0.596	qaro weyn
thicken	0.406	0.398	0.509	dhumucdi
thickening	0.448	0.355	0.434	dhumucdi
thicket	0.385	0.373	0.324	kayn
thickness	0.552	0.370	0.443	dhumucdiisuna
thief	0.088	0.888	0.443	tuug
thigh	0.469	0.433	0.588	bawdada
thimble	0.490	0.192	0.218	tuman
thin	0.469	0.337	0.356	dhuuban
thing	0.449	0.222	0.260	shay
things	0.519	0.250	0.368	waxyaabo
thingy	0.458	0.312	0.158	wax
think	0.786	0.408	0.618	ka fikir
thinker	0.706	0.386	0.764	mufakir
thinking	0.720	0.308	0.595	fekeraya
third	0.551	0.187	0.304	saddexaad
thirds	0.402	0.327	0.345	saddex meelood meel
thirst	0.298	0.519	0.307	harraad
thirsty	0.281	0.660	0.310	harraadsan
thirteen	0.459	0.385	0.331	saddex iyo toban
thirteenth	0.408	0.330	0.425	saddex iyo tobnaad
thirty	0.562	0.349	0.316	soddon
thistle	0.427	0.423	0.357	yamaaruggii
thither	0.500	0.270	0.316	halkaas
thong	0.467	0.596	0.269	dharbaaxo
thorn	0.296	0.541	0.427	qodax
thorny	0.177	0.690	0.500	qodax leh
thorough	0.467	0.350	0.558	dhamaystiran
thoroughbred	0.669	0.740	0.716	dhammayn
thoroughfare	0.582	0.481	0.490	waddo-mareen
thought	0.780	0.315	0.571	fikir
thoughtful	0.667	0.290	0.527	fakar badan
thoughtfulness	0.867	0.269	0.667	fekerid
thoughtless	0.194	0.580	0.452	fikir la'aan
thoughts	0.745	0.382	0.691	fikradaha
thousand	0.663	0.355	0.480	kun
thrash	0.260	0.510	0.472	cuncun
thread	0.646	0.184	0.209	dunta
threat	0.135	0.865	0.667	hanjabaad
threaten	0.104	0.958	0.590	handadaad
threatened	0.052	0.928	0.354	loo hanjabay
threatening	0.071	0.875	0.652	hanjabaad
three	0.653	0.225	0.377	saddex
threefold	0.521	0.400	0.534	saddex laab
threesome	0.490	0.676	0.560	saddexley ah
thresh	0.490	0.417	0.500	tumasho
threshold	0.531	0.519	0.575	xadka
thrice	0.469	0.442	0.462	saddex jeer
thrift	0.760	0.217	0.649	baqdin
thrifty	0.604	0.380	0.676	kharriban
thrill	0.888	0.837	0.711	farxad
thrilled	0.898	0.818	0.807	faraxsan
thriller	0.490	0.796	0.645	kicinta
thrilling	0.930	0.827	0.782	xiiso leh
thrive	0.948	0.529	0.772	baraarugsanaan
thriving	0.865	0.521	0.779	kobcaya
throat	0.350	0.538	0.346	dhuunta
throb	0.500	0.673	0.556	garaacid
throbbing	0.645	0.808	0.491	garaacid
throes	0.146	0.760	0.235	caloolxumo
throne	0.724	0.606	0.887	carshiga
throng	0.480	0.810	0.706	dad badan
throttle	0.562	0.804	0.750	ceejin
throw	0.344	0.770	0.623	Tuur
throwback	0.280	0.454	0.356	tuurid
thrower	0.470	0.690	0.717	tuure
thrown	0.500	0.550	0.619	tuuray
thrush	0.306	0.490	0.454	cabeebka
thrust	0.510	0.647	0.663	riixid
thruster	0.698	0.812	0.719	riixid
thud	0.255	0.686	0.620	tudud
thug	0.240	0.882	0.667	tuug
thumb	0.673	0.271	0.361	suulka
thumbprint	0.510	0.347	0.451	suulka
thump	0.280	0.792	0.608	tumasho
thumper	0.354	0.623	0.457	turub
thumping	0.214	0.755	0.566	tumasho
thunder	0.296	0.916	0.526	onkod
thunderbolt	0.418	0.719	0.642	onkod
thunderclap	0.390	0.833	0.607	onkod
thundering	0.337	0.778	0.700	onkod
thunderstorm	0.135	0.860	0.784	onkod
thunderstruck	0.194	0.716	0.509	onkod
thwart	0.281	0.684	0.409	fashilin
thx	0.562	0.425	0.461	Mahadsanidiin
thyme	0.561	0.255	0.325	thyme
thyroid	0.234	0.455	0.373	qanjirka thyroid
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	sax
ticked	0.469	0.386	0.455	saxan
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	tigidh
tickle	0.760	0.727	0.342	xajin
tickled	0.755	0.707	0.364	xajistay
ticklish	0.823	0.814	0.345	saxan
tidal	0.592	0.539	0.519	daadad
tidal wave	0.240	0.894	0.736	mowjad baraf ah
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	hirar
tidings	0.610	0.510	0.694	warkii
tidy	0.760	0.208	0.647	nadiifsan
tie	0.663	0.464	0.431	xidhid
tier	0.520	0.245	0.560	heerka
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	shabeel
tighten	0.388	0.487	0.627	adkayn
tightness	0.344	0.606	0.759	cidhiidhi
tightrope	0.354	0.653	0.279	xadhig cidhiidhi ah
tights	0.583	0.343	0.269	ciriiriga
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	foorno
tiling	0.600	0.330	0.315	foorno
till	0.490	0.327	0.319	ilaa
tillage	0.552	0.591	0.540	beerid
tiller	0.448	0.410	0.290	tiller
tilt	0.365	0.549	0.463	leexin
tilting	0.459	0.384	0.340	leexin
timber	0.332	0.202	0.386	alwaax
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	waqti
timeless	0.408	0.468	0.583	aan waqti lahayn
timeliness	0.760	0.404	0.582	waqtiyaynta
timely	0.865	0.387	0.591	waqtigeeda
timeout	0.344	0.433	0.322	waqti go'an
timepiece	0.650	0.279	0.461	waqti go'an
timer	0.469	0.433	0.500	saacada
times	0.490	0.279	0.439	waqtiyo
timetable	0.561	0.189	0.491	jadwalka
timewasters	0.391	0.535	0.291	waqti lumis
timid	0.327	0.276	0.132	xishood badan
timidity	0.333	0.358	0.153	xishood
timing	0.521	0.311	0.577	waqti
tin	0.469	0.370	0.217	qasacadaysan
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tiin
tinfoil	0.448	0.284	0.311	tinfoil
tinge	0.469	0.292	0.264	qarqaryo
tingle	0.460	0.560	0.264	gilgilan
tingling	0.427	0.615	0.340	xiirid
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	tinkering
tinkle	0.562	0.529	0.356	maroorsan
tinkling	0.612	0.530	0.324	jahawareerin
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	qasacadaysan
tint	0.582	0.292	0.273	midab
tiny	0.479	0.196	0.125	yar
tip	0.708	0.221	0.518	tilmaan
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	talo-bixiye
tipsy	0.510	0.625	0.570	caato ah
tiptoe	0.510	0.490	0.407	cidhif
tirade	0.378	0.587	0.532	tirade
tire	0.438	0.385	0.381	taayirka
tired	0.125	0.317	0.191	daallan
tiredness	0.387	0.408	0.242	daal
tiredofit	0.300	0.270	0.204	daal
tireless	0.657	0.750	0.645	daalin
tiresome	0.240	0.542	0.153	daal badan
tiring	0.153	0.510	0.176	daalin
tissue	0.558	0.236	0.345	nudaha
tistheseason	0.646	0.548	0.435	xilli-xilliyeedka
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanic
titanium	0.520	0.470	0.704	titanium
tithe	0.507	0.276	0.385	meeltobnaad
title	0.708	0.356	0.574	horyaalka
titled	0.677	0.240	0.658	ciwaan looga dhigay
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	titular
toad	0.302	0.452	0.196	toad
toast	0.740	0.382	0.356	rooti
toaster	0.542	0.337	0.387	rootiga rootiga
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	tubaakada
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	maanta
toddler	0.812	0.469	0.368	socod baradka
toe	0.406	0.221	0.293	suul
toenail	0.530	0.380	0.306	cidiyaha lugaha
toffee	0.658	0.510	0.396	tufaax
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	wada jir
togetherness	0.906	0.360	0.635	wadajir
toil	0.558	0.510	0.583	tacab
toilet	0.490	0.290	0.233	musqusha
toils	0.480	0.710	0.482	tacab
token	0.510	0.418	0.414	calaamad
tolerable	0.750	0.350	0.374	loo dulqaadan karo
tolerance	0.875	0.206	0.649	dulqaadasho
tolerant	0.765	0.192	0.618	dulqaad leh
tolerate	0.724	0.430	0.588	dulqaadasho
toleration	0.776	0.442	0.727	dulqaadasho
toll	0.296	0.422	0.453	tol
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	yaanyo
tomatoes	0.615	0.240	0.272	yaanyada
tomb	0.112	0.500	0.343	qabriga
tombstone	0.204	0.441	0.311	xabaasha
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	tome
tomorrow	0.792	0.377	0.407	berrito
ton	0.560	0.418	0.604	tan
tone	0.551	0.355	0.411	cod
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	suumanka
tongue	0.542	0.432	0.482	carrabka
tonic	0.541	0.360	0.500	tonic
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	qumanka
toocold	0.420	0.550	0.379	aad u daran
tool	0.490	0.350	0.594	qalab
toolbox	0.531	0.316	0.472	sanduuqa qalabka
tooling	0.510	0.406	0.634	qalabayn
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	toosan
tooth	0.439	0.250	0.367	ilig
toothache	0.188	0.853	0.412	ilig xanuun
toothbrush	0.517	0.330	0.321	caday
toothed	0.449	0.394	0.352	ilig
toothless	0.312	0.541	0.272	ilig la'aan
toothpaste	0.510	0.290	0.371	daawada cadayga
toothpick	0.561	0.216	0.185	cadayga
toots	0.552	0.480	0.451	caleenta
top	0.760	0.400	0.554	sare
topaz	0.643	0.325	0.384	topaz
topic	0.520	0.276	0.427	mowduuca
topical	0.561	0.340	0.500	maadooyin
topless	0.625	0.765	0.414	sare lahayn
topographic	0.604	0.378	0.558	muuqaal ahaan
topographical	0.438	0.350	0.538	muuqaal ahaan
topography	0.469	0.357	0.506	muuqaal ahaan
topple	0.198	0.820	0.573	dusiyo
topside	0.708	0.466	0.598	dhinaca sare
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	toosh
torment	0.057	0.750	0.387	cadaab
tormented	0.071	0.855	0.323	caddiban
torn	0.153	0.510	0.283	jeexjeexay
tornado	0.260	0.896	0.784	duufaan
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	durdur
torrent	0.541	0.745	0.676	durdur
torrid	0.281	0.625	0.517	naxdin leh
torsion	0.312	0.651	0.402	jirdil
torso	0.408	0.394	0.473	jirjir
tort	0.229	0.635	0.455	jirdil
tortious	0.312	0.724	0.491	jirdil badan
tortoise	0.673	0.078	0.250	tortoos
tortuous	0.194	0.755	0.382	jirdil badan
torture	0.115	0.878	0.555	jirdil
tortured	0.062	0.890	0.361	la jirdilay
toss	0.418	0.725	0.575	tuurid
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	wadarta guud
totality	0.688	0.443	0.717	wadarta guud
totally	0.820	0.422	0.702	gebi ahaanba
tote	0.510	0.398	0.625	kubado
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	taabo
touchdown	0.667	0.770	0.586	taabashada
touched	0.592	0.380	0.404	taabtay
touching	0.760	0.439	0.491	taabashada
touchy	0.323	0.510	0.343	taabasho leh
tough	0.344	0.588	0.742	adag
toughen	0.458	0.683	0.711	adag
toughness	0.552	0.618	0.837	adkaanshaha
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	safar
tourism	0.823	0.531	0.545	dalxiiska
tourist	0.745	0.480	0.430	dalxiise
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	tartanka
tourniquet	0.335	0.521	0.398	dalxiis
tout	0.480	0.538	0.375	tout
tow	0.531	0.500	0.508	jiidid
towel	0.630	0.208	0.286	shukumaan
tower	0.606	0.380	0.644	munaaradda
towering	0.500	0.690	0.806	kor u qaadid
town	0.551	0.299	0.627	magaalada
townhouse	0.622	0.400	0.443	guriga magaalada
township	0.531	0.292	0.667	magaalada
townspeople	0.677	0.466	0.569	reer magaal
toxic	0.008	0.885	0.492	sun ah
toxicity	0.104	0.865	0.491	sunta
toxicology	0.302	0.736	0.574	toxicology
toxin	0.115	0.654	0.456	sunta
toy	0.878	0.420	0.275	toy
toymaker	0.755	0.510	0.536	toy sameeye
trace	0.573	0.346	0.483	raad raac
traceable	0.602	0.370	0.535	la raadin karo
tracer	0.573	0.327	0.645	raadiye
traces	0.482	0.448	0.389	raad
trachea	0.448	0.509	0.387	hawo-mareenka
tracing	0.418	0.591	0.565	baafin
track	0.448	0.433	0.526	raadraac
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	marin
tractable	0.635	0.500	0.469	la qaadi karo
traction	0.429	0.585	0.648	jiidasho
tractor	0.449	0.580	0.619	cagaf
trade	0.561	0.544	0.690	ganacsiga
