English Word	Valence	Arousal	Dominance	Hindi Word
quarter	0.568	0.296	0.509	त्रिमास
quarterback	0.677	0.726	0.767	क्वार्टरबैक
quartered	0.296	0.870	0.395	quartered
quarterly	0.604	0.380	0.448	त्रैमासिक
quartermaster	0.551	0.580	0.661	सेना को खाद्य पहुँचानेवाला अफ़सर
quarters	0.510	0.412	0.480	तिमाहियों
quartet	0.479	0.377	0.472	चौरागा
quartile	0.438	0.445	0.445	चतुर्थक
quarto	0.458	0.396	0.393	चार तह किये हुए काग़ज़ पर छपी हुई पुस्तक
quartz	0.704	0.292	0.481	क्वार्ट्ज
quash	0.271	0.689	0.518	मिटा देना
quasi	0.510	0.343	0.330	अर्ध
quaternary	0.491	0.370	0.509	चारों भागों का
quay	0.542	0.209	0.442	घाट
queasiness	0.230	0.594	0.135	नज़ाकत
queasy	0.250	0.587	0.225	कोमल
queen	0.875	0.692	0.860	रानी
quell	0.388	0.696	0.434	वश में करना
quench	0.385	0.344	0.333	बुझाना
query	0.521	0.420	0.467	सवाल
quest	0.643	0.716	0.545	खोज
question	0.510	0.410	0.509	प्रश्न
questionable	0.268	0.551	0.365	संदिग्ध
questioning	0.438	0.696	0.509	पूछताछ
questionnaire	0.385	0.327	0.606	प्रश्नावली
queue	0.458	0.344	0.365	कतार
queues	0.385	0.479	0.269	कतारों
quibble	0.312	0.685	0.466	वक्रोक्ति
quiche	0.500	0.456	0.396	क्वीचे
quick	0.704	0.755	0.750	झटपट
quicken	0.686	0.750	0.799	Quicken
quickie	0.600	0.700	0.431	जल्दी
quickly	0.784	0.850	0.636	तुरंत
quickness	0.774	0.635	0.740	वेग
quicksand	0.219	0.740	0.508	क्विकसैंड
quicksilver	0.417	0.441	0.529	पारा
quid	0.479	0.378	0.327	रुपये
quiescent	0.500	0.160	0.305	मौन
quiet	0.792	0.105	0.431	चुप
quietly	0.561	0.125	0.321	चुपचाप
quill	0.521	0.216	0.263	मोड़ना
quilt	0.643	0.123	0.226	रज़ाई
quince	0.557	0.368	0.474	श्रीफल
quinine	0.418	0.461	0.375	कुनेन की दवा
quintet	0.560	0.560	0.500	पंचक
quirk	0.490	0.384	0.618	मोड़
quirky	0.708	0.373	0.564	क्विर्की
quit	0.469	0.559	0.488	छोड़ना
quits	0.229	0.480	0.352	इस्तीफा
quitter	0.260	0.460	0.321	आलसी
quiver	0.320	0.452	0.335	तरकस
quivering	0.407	0.776	0.342	स्पंदन
quiz	0.462	0.610	0.527	प्रश्न पूछना
quorum	0.615	0.544	0.602	गणपूर्ति
quota	0.427	0.410	0.400	कोटा
quotation	0.796	0.590	0.461	उद्धरण
quote	0.680	0.550	0.430	उद्धरण
quotes	0.625	0.578	0.520	उल्लेख
quotient	0.615	0.290	0.580	लब्धि
rabbi	0.459	0.362	0.723	रबी
rabbit	0.685	0.330	0.241	खरगोश
rabble	0.184	0.602	0.292	भीड़
rabid	0.089	0.827	0.454	विक्षिप्त
rabies	0.115	0.750	0.382	रेबीज
raccoon	0.541	0.435	0.320	एक प्रकार का जानवर
race	0.592	0.426	0.658	जाति
racehorse	0.719	0.702	0.600	घुड़दौड़ का घोड़ा
racer	0.480	0.631	0.678	घुड़दौड़ का घोड़ा
racetrack	0.708	0.808	0.624	दौड़ का मैदान
racial	0.292	0.519	0.513	जातीय
racism	0.122	0.673	0.487	जातिवाद
racist	0.061	0.673	0.482	जातिवाद
rack	0.385	0.373	0.409	रैक
racket	0.520	0.356	0.352	रैकेट
racketeering	0.167	0.877	0.697	धमकी देकर मांगना
racking	0.411	0.442	0.375	धमकी देकर मांगने का
racquetball	0.582	0.667	0.444	रैकेटबॉल
racy	0.427	0.566	0.390	सुरम्य
radar	0.521	0.615	0.579	राडार
radial	0.439	0.404	0.500	रेडियल
radiance	0.796	0.625	0.719	चमक
radiant	0.888	0.717	0.791	दीप्तिमान
radiate	0.719	0.735	0.738	विकीर्ण
radiation	0.167	0.741	0.536	विकिरण
radiator	0.385	0.452	0.475	रेडियेटर
radical	0.500	0.792	0.811	मौलिक
radically	0.552	0.731	0.715	मौलिक
radio	0.573	0.402	0.358	रेडियो
radioactive	0.190	0.798	0.741	रेडियोधर्मी
radioactivity	0.240	0.910	0.696	रेडियोधर्मिता
radiograph	0.561	0.490	0.491	रेडियोग्राफ़
radiography	0.469	0.614	0.543	रेडियोग्राफ़
radiologist	0.490	0.423	0.634	रेडियोलोकेशन करनेवाला
radiology	0.459	0.460	0.574	रेडियोलोजी
radish	0.500	0.316	0.398	मूली
radium	0.469	0.360	0.517	रेडियम
radius	0.521	0.324	0.500	RADIUS
radon	0.323	0.418	0.375	रेडोन
raffle	0.640	0.510	0.454	भाग्य क्रीड़ा
raft	0.510	0.229	0.228	बेड़ा
rag	0.255	0.226	0.180	खपरैल
rage	0.082	0.888	0.658	तेज़ी
ragemode	0.363	0.663	0.454	क्रोधित
ragetweet	0.398	0.551	0.431	रैगट्वीट
ragged	0.198	0.519	0.226	टुकड़े टुकड़े कर दिया
raggedy	0.198	0.531	0.314	रैगेडी
raging	0.219	0.927	0.598	प्रकोप
rags	0.434	0.309	0.198	लत्ता
ragtime	0.469	0.602	0.398	ताल
raid	0.350	0.726	0.560	छापा
raider	0.302	0.860	0.525	आक्रमण करनेवाला
rail	0.470	0.500	0.526	रेल
railing	0.551	0.298	0.440	कटघरा
railroad	0.591	0.592	0.500	रेल
railway	0.613	0.615	0.623	रेलवे
raiment	0.667	0.402	0.377	पोशाक
rain	0.542	0.388	0.330	वर्षा
rainbow	0.878	0.350	0.462	इंद्रधनुष
rainbow trout	0.700	0.462	0.330	इंद्रधनुषी मछली
rainbows	0.875	0.517	0.402	इन्द्रधनुष
raincoat	0.458	0.300	0.525	रेनकोट
raindrops	0.698	0.337	0.311	वर्षाबूंदों
rainfall	0.604	0.314	0.378	वर्षा
rainforest	0.612	0.375	0.398	वर्षा वन
rainmaker	0.448	0.509	0.544	रेनमेकर
rainstorm	0.392	0.535	0.377	आंधी
rainy	0.610	0.451	0.433	बरसाती
rainyday	0.520	0.380	0.315	जरुरत का समय
raise	0.885	0.685	0.765	उठाना
raised	0.656	0.326	0.643	बढ़ाया गया
raisin	0.594	0.235	0.246	किशमिश
raising	0.735	0.519	0.643	स्थापना
rake	0.410	0.286	0.314	जेली
rally	0.612	0.680	0.554	रैली
ram	0.406	0.452	0.388	टक्कर मारना
ramble	0.615	0.464	0.440	पर्यटन
rambling	0.448	0.510	0.528	पर्यटन का
ramp	0.490	0.517	0.357	बढ़ाना
rampage	0.240	0.875	0.509	हिसात्मक आचरण
rampant	0.490	0.788	0.526	अनियंत्रित
rampart	0.322	0.520	0.538	किले की दीवार
ramrod	0.406	0.408	0.349	छड़ी
ranch	0.357	0.420	0.409	खेत
rancher	0.510	0.520	0.543	क्षेत्र लगानेवाला
rancid	0.156	0.451	0.214	बासी
random	0.490	0.520	0.321	यादृच्छिक रूप से
randomly	0.410	0.594	0.302	बेतरतीब
randomness	0.418	0.449	0.433	अनियमितता
randy	0.490	0.394	0.481	भिखारिन
range	0.490	0.472	0.615	सीमा
ranger	0.526	0.545	0.705	रेंजर
rank	0.531	0.380	0.686	पद
ranking	0.540	0.592	0.680	श्रेणी
ransom	0.582	0.800	0.565	फिरौती
rant	0.219	0.774	0.482	शेख़ी
ranting	0.181	0.755	0.500	शेखी बघारना
rap	0.604	0.575	0.464	खटखटाना
rape	0.062	0.856	0.527	बलात्कार
rapid	0.667	0.788	0.768	तेज़
rapidity	0.667	0.798	0.806	तेज़ी
rapids	0.573	0.817	0.788	उतार
rapist	0.062	0.906	0.571	लुटेरा
rapper	0.550	0.755	0.482	रैपर
rapping	0.565	0.716	0.417	रैपिंग
rapport	0.771	0.664	0.567	संबंध
rapt	0.521	0.736	0.510	मगन
raptor	0.270	0.773	0.612	रैप्टर
raptors	0.280	0.565	0.591	शिकारी पक्षियों
rapture	0.439	0.883	0.567	उत्साह
rare	0.396	0.413	0.236	दुर्लभ
rarely	0.408	0.367	0.366	कभी-कभार
rarity	0.646	0.548	0.364	दुर्लभ वस्तु
rascal	0.169	0.706	0.445	दुष्ट
rash	0.219	0.820	0.491	खरोंच
raspberries	0.802	0.278	0.333	रास्पबेरी
raspberry	0.735	0.336	0.291	रसभरी
rat	0.271	0.567	0.255	चूहा
ratchet	0.449	0.520	0.343	शाफ़्ट
rate	0.521	0.297	0.407	भाव
ratification	0.653	0.577	0.609	अनुसमर्थन
ratify	0.750	0.462	0.716	पुष्टि करना
rating	0.663	0.679	0.637	रेटिंग
ratio	0.560	0.461	0.741	अनुपात
ration	0.521	0.346	0.390	राशन
rational	0.775	0.347	0.632	तर्कसंगत
rationale	0.656	0.400	0.815	तर्क
rationalism	0.562	0.500	0.676	तर्कवाद
rationality	0.633	0.510	0.767	चेतना
rationalize	0.633	0.400	0.746	युक्तिसंगत
rationing	0.396	0.404	0.540	राशन
rattan	0.434	0.334	0.377	रतन
rattle	0.490	0.429	0.268	खड़खड़
rattled	0.354	0.641	0.330	परेशान
rattler	0.396	0.730	0.455	झक्की
rattlesnake	0.188	0.803	0.613	नाग
ratty	0.354	0.450	0.358	तेजस्वी
raucous	0.316	0.740	0.538	फटा
ravage	0.214	0.755	0.575	नाश
rave	0.490	0.637	0.420	बड़बड़ाना
raven	0.479	0.446	0.426	काला कौआ
ravenous	0.406	0.700	0.509	हिंसक
ravine	0.354	0.673	0.413	नाला
raving	0.312	0.764	0.358	दीवाना
ravioli	0.656	0.281	0.308	रैवियोली
ravishing	0.745	0.833	0.830	सुंदर
raw	0.143	0.349	0.342	कच्चा
rawhide	0.292	0.360	0.327	चमरा से बना हुआ
rawr	0.457	0.635	0.406	रॉर
ray	0.550	0.670	0.538	रे
razor	0.260	0.610	0.481	उस्तरा
reach	0.719	0.625	0.690	पहुंच
react	0.500	0.716	0.717	प्रतिक्रिया
reaction	0.470	0.811	0.706	प्रतिक्रिया
reactionary	0.406	0.573	0.690	प्रतिक्रियावादी
reactive	0.434	0.817	0.721	रिएक्टिव
reactor	0.438	0.794	0.772	रिएक्टर
read	0.740	0.283	0.611	पढ़ना
reader	0.776	0.224	0.602	रीडर
readership	0.698	0.306	0.422	पाठकों
readily	0.740	0.290	0.547	आसानी से
readiness	0.708	0.531	0.700	तत्परता
reading	0.781	0.183	0.415	पढ़ना
readjustment	0.560	0.563	0.510	पुनर्निर्माण
readout	0.590	0.250	0.518	पढ़ कर सुनाएं
ready	0.770	0.388	0.648	तैयार
readytogo	0.667	0.654	0.578	जाने के लिए तैयार
reaffirm	0.750	0.559	0.654	पुष्टि
reagent	0.385	0.698	0.642	अभिकर्मक
real	0.719	0.510	0.717	वास्तविक
realism	0.740	0.545	0.670	यथार्थवाद
realist	0.720	0.572	0.809	यथार्थवादी
realistic	0.700	0.520	0.783	वास्तविक
reality	0.786	0.365	0.787	यथार्थ बात
realization	0.554	0.510	0.836	वसूली
realize	0.757	0.462	0.647	समझना
realm	0.708	0.509	0.878	क्षेत्र
realtor	0.429	0.471	0.582	रियाल्टार
realty	0.633	0.471	0.648	अचल संपत्ति
ream	0.490	0.173	0.346	बीस जिस्ता कागज
reap	0.677	0.422	0.623	काटना
reaper	0.340	0.565	0.464	काटनेवाला
reappear	0.688	0.625	0.632	को पुन: प्रकट
rear	0.459	0.520	0.284	पिछला
rearrange	0.656	0.510	0.729	को पुनर्व्यवस्थित
rearrangement	0.542	0.527	0.769	विपर्यय
reason	0.781	0.455	0.712	कारण
reasonable	0.902	0.337	0.726	तर्कसंगत
reasonableness	0.729	0.448	0.665	तर्कसंगतता
reasoning	0.729	0.365	0.729	विचार
reasons	0.583	0.460	0.571	कारणों
reassemble	0.552	0.540	0.589	पुनः
reassign	0.359	0.490	0.559	पुनः असाइन
reassignment	0.551	0.480	0.415	रीअसाइनमेंट
reassurance	0.875	0.127	0.593	आश्वासन
reassure	0.837	0.306	0.630	आश्वस्त
reassured	0.854	0.186	0.519	भरोसा दिलाया
reassuring	0.847	0.308	0.691	आश्वस्त
rebate	0.667	0.569	0.510	छूट
rebel	0.235	0.830	0.555	बागी
rebellion	0.245	0.843	0.746	विद्रोह
rebellious	0.344	0.880	0.663	बाग़ी
rebels	0.135	0.860	0.609	विद्रोहियों
rebirth	0.781	0.712	0.780	पुनर्जन्म
reboot	0.673	0.577	0.519	रीबूट
reborn	0.802	0.618	0.737	पुनर्जन्म
rebound	0.521	0.480	0.506	प्रतिक्षेप
rebuild	0.656	0.557	0.519	फिर से बनाना
rebuke	0.115	0.677	0.429	फटकार
rebut	0.154	0.519	0.573	गलत साबित करना
rebuttal	0.312	0.690	0.540	खंडन
recalcitrant	0.357	0.624	0.580	आज्ञा न माननेवाला
recall	0.583	0.351	0.525	याद करना
recant	0.333	0.575	0.482	अपने को वंचित करना
recap	0.602	0.578	0.667	संक्षिप्त
recapture	0.333	0.656	0.658	हटा देना
recast	0.367	0.481	0.500	मरम्मत
recede	0.231	0.449	0.245	दूर जाना
receding	0.224	0.418	0.333	घटता
receipt	0.542	0.230	0.415	रसीद
receipts	0.320	0.333	0.381	प्राप्तियों
receive	0.740	0.462	0.551	प्राप्त करना
received	0.646	0.436	0.561	प्राप्त किया
receiver	0.583	0.464	0.586	रिसीवर
receiving	0.719	0.562	0.623	प्राप्त
recent	0.592	0.365	0.589	हाल ही का
receptacle	0.500	0.451	0.426	गोदाम
reception	0.694	0.375	0.567	स्वागत समारोह
receptionist	0.677	0.430	0.385	रिसेप्शनिस्ट
receptive	0.729	0.519	0.639	ग्रहणशील
receptor	0.417	0.360	0.510	रिसेप्टर
recess	0.646	0.510	0.367	अवकाश
recesses	0.367	0.470	0.379	अवकाश
recession	0.368	0.398	0.373	मंदी
recharge	0.584	0.702	0.664	फिर से दाम लगाना
recheck	0.440	0.490	0.529	पुनः जांच करें
recherche	0.458	0.490	0.363	अति सूक्ष्म
recidivism	0.245	0.520	0.558	जुर्म
recipe	0.698	0.271	0.415	विधि
recipient	0.604	0.324	0.679	प्राप्तकर्ता
reciprocal	0.677	0.520	0.660	पारस्परिक
reciprocate	0.760	0.460	0.618	विनिमय
reciprocity	0.740	0.673	0.556	पारस्परिक
recital	0.838	0.440	0.572	वादन
recitation	0.708	0.519	0.462	सस्वर पाठ
recite	0.688	0.398	0.453	सुनाना
reckless	0.262	0.788	0.279	लापरवाह
recklessness	0.292	0.763	0.380	लापरवाही
reckon	0.643	0.420	0.472	मानना
reckoning	0.418	0.622	0.532	गणना
reclaim	0.469	0.724	0.648	रीक्लेम
reclamation	0.573	0.750	0.548	सुधार
recline	0.460	0.404	0.418	झुकना
reclining	0.448	0.312	0.317	लेटी
recluse	0.240	0.490	0.446	वैरागी
recognition	0.833	0.587	0.726	मान्यता
recognizable	0.625	0.400	0.609	पहचानने योग्य
recognize	0.760	0.315	0.600	पहचानना
recognized	0.875	0.458	0.786	मान्यता प्राप्त
recoil	0.089	0.429	0.259	पीछे हटना
recollect	0.688	0.491	0.602	स्मरण करना
recollection	0.722	0.337	0.566	अनुस्मरण
recombinant	0.561	0.519	0.463	पुनः संयोजक
recombination	0.510	0.492	0.602	पुनर्संयोजन
recommend	0.812	0.439	0.672	अनुशंसा करना
recommendation	0.912	0.388	0.664	सिफ़ारिश करना
recompense	0.844	0.620	0.853	बदला चुकाना
recon	0.500	0.447	0.400	टोह
reconcile	0.760	0.470	0.625	समाधान करना
reconciliation	0.896	0.570	0.604	सुलह
reconfigure	0.429	0.500	0.658	reconfigure
reconnaissance	0.729	0.604	0.712	सैनिक परीक्षण
reconnect	0.630	0.548	0.667	पुनः कनेक्ट
reconsider	0.448	0.442	0.582	पुनर्विचार करना
reconsideration	0.531	0.459	0.611	पुनर्विचार
reconstitution	0.587	0.461	0.783	पुनर्गठन
reconstruct	0.740	0.618	0.718	पुनर्निर्माण
reconstruction	0.625	0.719	0.667	पुनर्निर्माण
reconstructive	0.596	0.444	0.722	फिर से बनाने का
reconvene	0.490	0.529	0.560	फिर से बुलाना
record	0.552	0.421	0.500	अभिलेख
recorder	0.551	0.374	0.481	रिकॉर्डर
recording	0.573	0.537	0.474	रिकॉर्डिंग
recount	0.479	0.402	0.509	ब्योरा
recoup	0.719	0.422	0.575	संभलना
recourse	0.402	0.337	0.598	सहारा
recover	0.918	0.510	0.647	वापस पाना
recoverable	0.780	0.388	0.709	बचानेवाला
recovery	0.781	0.402	0.737	स्वास्थ्य लाभ
recreate	0.724	0.545	0.616	विश्राम
recreation	0.909	0.632	0.660	मनोरंजन
recreational	0.896	0.686	0.479	मनोरंजन
recruit	0.551	0.654	0.633	रंगरूट
recruiter	0.662	0.630	0.690	भर्ती
recruiting	0.448	0.787	0.693	भर्ती
recruitment	0.479	0.645	0.591	भर्ती
recruits	0.396	0.653	0.593	रंगरूटों
rectal	0.344	0.618	0.410	रेक्टल
rectangle	0.479	0.225	0.438	आयत
rectangular	0.438	0.240	0.307	आयताकार
rectification	0.449	0.560	0.695	परिहार
rectify	0.625	0.480	0.634	सुधारना
rector	0.458	0.406	0.862	अधिशिक्षक
rectory	0.490	0.373	0.704	रेक्रटर का घर
rectum	0.438	0.443	0.491	मलाशय
recumbent	0.429	0.370	0.352	लेटा हुआ
recuperation	0.688	0.418	0.500	आरोग्यलाभ
recur	0.479	0.500	0.416	पुनरावृत्ति होना
recurrence	0.490	0.538	0.615	पुनरावृत्ति
recurrent	0.552	0.500	0.561	आवर्तक
recurring	0.370	0.560	0.445	पुनरावर्ती
recursion	0.312	0.580	0.543	प्रत्यावर्तन
recursive	0.459	0.590	0.561	पुनरावर्ती
recursively	0.427	0.519	0.618	रिकर्सिवली
recycle	0.521	0.392	0.526	रीसायकल
recycled	0.561	0.316	0.409	पुनर्नवीनीकरण
recycling	0.552	0.320	0.509	रीसाइक्लिंग
red	0.427	0.385	0.377	लाल
reddish	0.521	0.337	0.328	लाल
redecorate	0.602	0.444	0.490	फिर से सजाना
redeem	0.633	0.469	0.491	के एवज
redeemed	0.625	0.378	0.434	भुनाए
redemption	0.376	0.408	0.545	पाप मुक्ति
redesign	0.622	0.460	0.396	नया स्वरूप
redhead	0.677	0.549	0.518	लाल सिरवाला
redheaded	0.510	0.520	0.428	लाल बालों वाला
redirect	0.469	0.360	0.648	रीडायरेक्ट
redneck	0.401	0.500	0.348	रेड इंडियन
redness	0.151	0.470	0.417	लालपन
redo	0.481	0.500	0.535	फिर से करें
redress	0.677	0.558	0.649	प्रतिकार
reduce	0.219	0.304	0.336	कम करना
reduced	0.229	0.365	0.204	कम किया हुआ
reduction	0.365	0.382	0.240	कमी
redundancy	0.316	0.262	0.589	फालतूपन
redundant	0.210	0.500	0.527	अनावश्यक
redwood	0.592	0.350	0.443	लाल लकड़ी
reed	0.490	0.350	0.307	रीड
reef	0.583	0.490	0.456	चट्टान
reefer	0.500	0.453	0.421	बादबानी
reefs	0.531	0.471	0.455	भित्तियों
reek	0.177	0.480	0.311	भाप
reel	0.449	0.332	0.395	रील
reelection	0.541	0.673	0.681	फिर से चुनाव
reeling	0.327	0.542	0.267	रीलिंग
reenactment	0.771	0.592	0.768	दोहरान
reentry	0.604	0.449	0.500	पुनः प्रवेश
reestablish	0.635	0.490	0.692	पैर जमाने
ref	0.469	0.380	0.368	संदर्भ
refer	0.506	0.358	0.558	उद्घृत करना
referee	0.531	0.644	0.778	पंच
reference	0.633	0.312	0.595	संदर्भ
referendum	0.510	0.469	0.643	जनमत संग्रह
referral	0.694	0.314	0.603	रेफ़रल
refill	0.670	0.400	0.464	फिर से भरना
refine	0.653	0.460	0.640	परिशोधित
refined	0.850	0.430	0.653	परिष्कृत
refinement	0.719	0.387	0.709	शोधन
refinery	0.646	0.444	0.565	रिफाइनरी
refining	0.694	0.466	0.664	रिफाइनिंग
refit	0.500	0.577	0.506	मरम्मत
reflect	0.698	0.342	0.472	प्रतिबिंबित होना
reflecting	0.590	0.408	0.471	दर्शाती
reflection	0.710	0.500	0.528	प्रतिबिंब
reflective	0.656	0.292	0.735	चिंतनशील
reflector	0.479	0.510	0.500	प्रतिक्षेपक
reflex	0.583	0.460	0.538	पलटा हुआ
reflux	0.281	0.559	0.347	भाटा
reform	0.531	0.490	0.797	सुधार
reformation	0.809	0.500	0.558	सुधार
reformer	0.562	0.569	0.905	सुधारक
refraction	0.388	0.471	0.526	अपवर्तन
refractor	0.510	0.541	0.433	वर्त्तक
refractory	0.520	0.357	0.588	आग रोक
refrain	0.314	0.373	0.277	रोकना
refraining	0.418	0.453	0.404	परहेज
refresh	0.719	0.640	0.689	ताज़ा करना
refreshed	0.910	0.377	0.480	ताजा
refreshing	0.936	0.520	0.571	ताज़ा
refreshment	0.667	0.410	0.352	ताज़गी
refrigerate	0.635	0.357	0.457	जमाना
refrigeration	0.735	0.392	0.500	प्रशीतन
refrigerator	0.677	0.260	0.391	फ्रिज
refuel	0.592	0.445	0.500	ईधन
refuge	0.640	0.238	0.481	शरण
refugee	0.379	0.607	0.327	शरणार्थी
refund	0.541	0.528	0.430	धनवापसी
refurbish	0.656	0.633	0.541	refurbish
refusal	0.052	0.610	0.321	इनकार
refuse	0.180	0.520	0.331	इनकार
refused	0.163	0.475	0.188	मना कर दिया
refusing	0.143	0.670	0.203	इनकार
refutation	0.312	0.726	0.566	निराकरण
refute	0.312	0.731	0.583	खंडन
regain	0.729	0.520	0.759	हासिल
regal	0.643	0.459	0.556	शाही
regalia	0.760	0.441	0.556	इनाम
regard	0.802	0.336	0.809	संबद्ध
regatta	0.740	0.471	0.435	दौड़ की प्रतियोगिता
regency	0.520	0.472	0.630	राज-प्रतिनिधि का पद
regenerate	0.782	0.607	0.767	पुनर्जन्म
regeneration	0.760	0.640	0.845	पुनर्जनन
regent	0.680	0.529	0.675	राज-प्रतिनिधि
reggae	0.698	0.520	0.500	रेग
regime	0.290	0.668	0.773	प्रशासन
regimen	0.428	0.538	0.840	आहार
regiment	0.469	0.722	0.755	रेजिमेंट
regimental	0.292	0.637	0.817	सैन्य - दल
region	0.540	0.295	0.712	क्षेत्र
regional	0.620	0.400	0.607	क्षेत्रीय
regionalism	0.640	0.500	0.773	क्षेत्रवाद
register	0.490	0.412	0.654	रजिस्टर करें
registrar	0.599	0.537	0.574	रजिस्ट्रार
registration	0.622	0.396	0.574	पंजीकरण
registry	0.573	0.320	0.583	रजिस्ट्री
regress	0.255	0.442	0.300	वापसी
regression	0.312	0.500	0.324	वापसी
regressive	0.302	0.434	0.363	प्रतिगामी
regret	0.230	0.623	0.331	खेद
regretful	0.167	0.480	0.188	पछतावा करता हुआ
regrettable	0.104	0.374	0.245	पछतावा करने योग्य
regretted	0.352	0.540	0.368	खेद व्यक्त किया
regretting	0.255	0.567	0.273	पछता रहे
regroup	0.633	0.602	0.797	फिर से समूह बनाना
regular	0.435	0.188	0.558	नियमित
regularity	0.663	0.337	0.585	नियमितता
regulars	0.729	0.327	0.508	नियमित
regulate	0.510	0.275	0.481	विनियमित
regulated	0.531	0.269	0.483	विनियमित
regulation	0.542	0.425	0.667	विनियमन
regulator	0.500	0.336	0.668	रेगुलेटर
regulatory	0.531	0.448	0.528	नियामक
regurgitation	0.160	0.647	0.315	ऊर्ध्वनिक्षेप
rehab	0.531	0.450	0.593	पुनर्वास
rehabilitate	0.671	0.538	0.642	पुनर्वास
rehabilitation	0.406	0.528	0.606	पुनर्वास
rehash	0.405	0.451	0.403	मिलावत
rehearsal	0.667	0.470	0.500	रिहर्सल
rehearse	0.588	0.622	0.500	अभ्यास
reign	0.806	0.567	0.873	शासन
reigning	0.677	0.632	0.870	राज
reimburse	0.680	0.418	0.527	प्रतिपूर्ति करना
reimbursement	0.653	0.610	0.567	अदायगी
rein	0.500	0.357	0.438	लगाम
reincarnation	0.786	0.747	0.676	पुनर्जन्म
reindeer	0.592	0.336	0.396	हिरन
reinforce	0.604	0.583	0.760	सुदृढ़
reinforcement	0.729	0.702	0.902	सुदृढीकरण
reinforcements	0.646	0.719	0.875	सुदृढीकरण
reins	0.480	0.448	0.545	लगाम
reinstall	0.458	0.500	0.745	पुनर्स्थापना
reinstate	0.760	0.551	0.596	पुनः स्थापित करना
reinstatement	0.729	0.521	0.707	बहाली
reinvest	0.570	0.627	0.763	पुनर्निवेश
reinvestment	0.582	0.622	0.782	पुनर्निवेश
reiterate	0.422	0.451	0.655	बार बार दुहराना
reject	0.060	0.647	0.370	अस्वीकार
rejected	0.102	0.480	0.250	अस्वीकृत
rejection	0.080	0.704	0.330	अस्वीकार
rejects	0.083	0.637	0.422	को खारिज कर दिया
rejoice	0.827	0.650	0.698	आनन्द करे
rejoicing	0.811	0.637	0.592	आनन्द
rejoin	0.655	0.548	0.556	rejoin को
rejuvenate	0.776	0.588	0.767	फिर से युवा करना
rejuvenated	0.809	0.673	0.700	फिर से जवान
rekindle	0.656	0.520	0.788	फिर से जगाना
relapse	0.173	0.460	0.303	पतन
relate	0.653	0.500	0.623	संबद्ध करना
related	0.677	0.365	0.519	सम्बंधित
relation	0.857	0.604	0.625	संबंध
relationship	0.867	0.566	0.589	रिश्ता
relative	0.500	0.378	0.386	रिश्तेदार
relativity	0.594	0.393	0.615	सापेक्षता
relax	0.927	0.250	0.375	आराम करना
relaxant	0.878	0.087	0.357	को आराम
relaxation	0.873	0.161	0.381	विश्राम
relaxed	0.865	0.090	0.382	ढील
relaxing	0.854	0.157	0.475	आराम
relay	0.738	0.542	0.543	रिले
release	0.740	0.606	0.741	रिहाई
released	0.844	0.490	0.651	मुक्त
relegation	0.375	0.500	0.434	निर्वासन
relentless	0.333	0.713	0.904	दयाहीन
relevance	0.710	0.599	0.791	प्रासंगिकता
relevancy	0.724	0.481	0.673	प्रासंगिकता
relevant	0.719	0.608	0.764	से मिलता जुलता
reliability	0.917	0.380	0.696	विश्वसनीयता
reliable	0.912	0.241	0.875	भरोसेमंद
reliance	0.844	0.431	0.853	भरोसा
relic	0.646	0.452	0.591	अवशेष
relics	0.719	0.580	0.579	अवशेष
relief	0.844	0.278	0.481	राहत
relieve	0.813	0.183	0.536	राहत देना
relieved	0.896	0.314	0.391	चिंतामुक्त
relieving	0.740	0.255	0.455	राहत
relight	0.560	0.588	0.519	रोशन
religion	0.646	0.320	0.755	धर्म
religious	0.740	0.238	0.696	धार्मिक
relinquish	0.265	0.606	0.286	त्यागना
relish	0.854	0.610	0.632	स्वाद
relive	0.750	0.650	0.693	फिर से जीना
reload	0.562	0.611	0.571	पुनः लोड करें
relocate	0.500	0.594	0.640	शरण लेनी
relocation	0.396	0.500	0.475	स्थान परिवर्तन
reluctance	0.240	0.606	0.373	अनिच्छा
reluctant	0.292	0.630	0.432	संकोची
rely	0.812	0.429	0.616	भरोसा करना
remain	0.709	0.365	0.731	अवशेष
remainder	0.398	0.357	0.324	शेष
remaining	0.449	0.290	0.296	बचा हुआ
remains	0.610	0.240	0.565	खंडहर
remake	0.583	0.488	0.642	पुनर्निर्माण
remand	0.245	0.446	0.318	जेल वापसी
remark	0.561	0.325	0.716	टिप्पणी
remarkable	0.880	0.573	0.720	उत्कृष्ट
remarkably	0.688	0.618	0.868	ध्यान से देखने से
remarry	0.653	0.791	0.540	पुनर्विवाह
rematch	0.469	0.798	0.627	दोबारा मैच
remedial	0.369	0.418	0.509	उपचारात्मक
remedy	0.625	0.283	0.491	निदान
remember	0.776	0.422	0.454	याद करना
remembered	0.916	0.333	0.588	याद आई
remembering	0.535	0.386	0.509	याद आती
remembrance	0.812	0.250	0.519	स्मरण
remind	0.721	0.415	0.563	याद दिलाना
reminder	0.552	0.423	0.589	अनुस्मारक
reminisce	0.903	0.490	0.363	याद दिलाना
reminiscent	0.500	0.481	0.611	याद ताजा
reminiscing	0.688	0.431	0.418	याद
remiss	0.190	0.650	0.325	बेपरवाह
remission	0.418	0.330	0.518	क्षमा
remit	0.510	0.509	0.473	छोड़ना
