English Word	Valence	Arousal	Dominance	Hungarian Word
rendition	0.417	0.360	0.398	kiadatás
renegade	0.140	0.640	0.509	renegát
renegotiate	0.580	0.702	0.708	újratárgyalni
renew	0.868	0.481	0.713	megújítani
renewal	0.770	0.710	0.672	megújítás
renounce	0.156	0.490	0.552	lemond
renovate	0.878	0.549	0.755	felújítani
renovated	0.783	0.406	0.657	felújított
renovation	0.816	0.590	0.779	felújítása
renown	0.693	0.475	0.693	hírnév
renowned	0.844	0.481	0.697	híres
rent	0.344	0.429	0.446	bérlés
rental	0.510	0.370	0.308	bérbeadás
renter	0.590	0.301	0.371	bérlő
renunciation	0.260	0.578	0.336	lemondás
reopen	0.656	0.528	0.568	nyissa meg újra
reorganization	0.622	0.587	0.754	átszervezés
reorganize	0.667	0.590	0.722	átszervezni
rep	0.520	0.510	0.640	ismétlés
repaint	0.622	0.382	0.308	átfest
repair	0.583	0.460	0.589	javítás
repairman	0.582	0.426	0.707	szerelő
reparation	0.531	0.615	0.732	javítás
repay	0.469	0.632	0.592	visszafizetni
repayment	0.479	0.490	0.474	visszafizetés
repeal	0.260	0.480	0.482	hatályon kívül helyezni
repeat	0.490	0.529	0.552	ismétlés
repeated	0.429	0.472	0.314	megismételt
repeatedly	0.479	0.575	0.500	többször
repeater	0.479	0.426	0.430	ismétlő
repel	0.224	0.620	0.441	taszít
repellant	0.292	0.620	0.426	taszító
repellent	0.286	0.500	0.491	visszataszító
repelling	0.184	0.633	0.429	taszító
repent	0.449	0.422	0.386	megtérni
repentance	0.417	0.604	0.324	bűnbánat
repentant	0.326	0.500	0.200	bűnbánó
repertoire	0.633	0.594	0.667	repertoár
repertory	0.562	0.473	0.528	repertoár
repetition	0.375	0.519	0.396	ismétlés
repetitive	0.320	0.438	0.362	ismétlődő
rephrase	0.547	0.451	0.549	átfogalmazni
replace	0.417	0.520	0.500	cserélje ki
replacement	0.385	0.519	0.500	csere
replay	0.612	0.522	0.761	visszajátszás
replenish	0.615	0.336	0.689	pótolni
replete	0.552	0.497	0.670	teli
replica	0.480	0.520	0.493	másolat
replicate	0.480	0.630	0.585	megismételni
replication	0.342	0.618	0.510	replikáció
reply	0.762	0.290	0.596	válasz
report	0.583	0.444	0.575	jelentés
reported	0.418	0.442	0.567	jelentették
reporter	0.531	0.550	0.604	riporter
repose	0.469	0.100	0.330	nyugalom
reposition	0.408	0.529	0.509	újrapozícionálás
repository	0.406	0.396	0.500	adattár
repossess	0.418	0.667	0.552	visszaszerezni
reprehensible	0.316	0.569	0.351	kifogásolható
represent	0.781	0.433	0.861	képviselni
representation	0.677	0.542	0.750	reprezentáció
representative	0.704	0.366	0.694	reprezentatív
represented	0.724	0.444	0.688	képviselve
representing	0.796	0.464	0.833	képviselő
repress	0.208	0.612	0.536	elnyomni
repressed	0.188	0.337	0.311	elfojtott
repression	0.214	0.764	0.481	elnyomás
reprieve	0.531	0.471	0.574	haladék
reprimand	0.153	0.528	0.465	megrovás
reprint	0.510	0.449	0.527	reprint
reprisal	0.125	0.788	0.545	megtorlás
reprise	0.459	0.500	0.464	ismétlés
reproach	0.240	0.755	0.384	szemrehányás
reproduce	0.823	0.622	0.760	szaporodni
reproduction	0.800	0.736	0.713	reprodukció
reproductive	0.770	0.604	0.856	szaporodó
reprogram	0.519	0.404	0.557	újraprogramozni
reptile	0.350	0.566	0.365	hüllő
republic	0.635	0.340	0.830	köztársaság
republican	0.398	0.551	0.664	köztársasági
repudiation	0.167	0.686	0.274	megtagadás
repugnance	0.062	0.684	0.425	undor
repugnant	0.061	0.735	0.453	visszataszító
repulsion	0.247	0.673	0.353	taszítás
repulsive	0.146	0.775	0.425	taszító
repurchase	0.531	0.592	0.557	visszavásárlás
reputable	0.781	0.462	0.919	jó hírű
reputation	0.740	0.542	0.721	hírnév
repute	0.729	0.500	0.702	hírnév
reputed	0.439	0.528	0.627	hírneve
request	0.625	0.471	0.618	kérés
requiem	0.475	0.382	0.426	rekviem
require	0.398	0.439	0.560	igényelnek
required	0.583	0.509	0.700	kívánt
requirement	0.510	0.439	0.728	követelmény
requisite	0.448	0.363	0.609	szükséges
requisition	0.478	0.510	0.649	rekvirálás
reread	0.448	0.377	0.492	újraolvasni
reroute	0.540	0.598	0.598	átirányítani
rerun	0.333	0.620	0.529	ismétlés
reschedule	0.438	0.422	0.537	átütemezni
rescind	0.347	0.380	0.391	visszavonni
rescission	0.333	0.529	0.360	felmondás
rescue	0.806	0.926	0.850	mentés
research	0.633	0.663	0.741	kutatás
researcher	0.569	0.510	0.857	kutató
resection	0.375	0.482	0.500	reszekció
resemblance	0.743	0.216	0.570	hasonlóság
resemble	0.602	0.388	0.463	hasonlítani
resembling	0.592	0.250	0.529	hasonlít
resent	0.073	0.553	0.163	neheztel
resentful	0.120	0.608	0.324	bosszús
resentment	0.163	0.745	0.528	neheztelés
reservation	0.688	0.343	0.561	foglalás
reserve	0.585	0.289	0.589	lefoglal
reserved	0.594	0.316	0.583	fenntartott
reserves	0.653	0.363	0.520	tartalékok
reservoir	0.531	0.276	0.462	rezervoár
reset	0.490	0.450	0.574	Visszaállítás
reside	0.451	0.440	0.455	lakik
residence	0.615	0.382	0.585	rezidencia
residences	0.618	0.418	0.509	lakóhelyek
residency	0.694	0.357	0.679	rezidencia
resident	0.592	0.327	0.500	lakos
residential	0.720	0.210	0.589	lakó
residual	0.448	0.288	0.327	maradó
residue	0.354	0.330	0.183	maradékot
resign	0.250	0.543	0.273	lemond
resignation	0.145	0.392	0.310	lemondás
resigned	0.240	0.170	0.268	lemondó
resilience	0.531	0.440	0.667	ellenálló képesség
resilient	0.542	0.540	0.801	rugalmas
resin	0.284	0.308	0.400	gyanta
resist	0.414	0.676	0.651	ellenáll
resistance	0.427	0.694	0.796	ellenállás
resistant	0.592	0.585	0.815	ellenálló
resisting	0.408	0.776	0.789	ellenállni
resistive	0.396	0.519	0.651	rezisztív
resolute	0.771	0.510	0.712	elszánt
resolutely	0.714	0.453	0.805	határozottan
resolution	0.780	0.550	0.745	felbontás
resolve	0.710	0.472	0.750	elhatározás
resolved	0.735	0.357	0.683	megoldva
resonance	0.541	0.426	0.629	rezonancia
resonant	0.542	0.633	0.663	rezonáns
resonate	0.582	0.610	0.644	rezonál
resonator	0.469	0.608	0.519	rezonátor
resort	0.573	0.441	0.632	üdülő
resounding	0.490	0.708	0.596	zengő
resource	0.740	0.357	0.749	forrás
resourceful	0.906	0.704	0.886	találékony
resources	0.604	0.348	0.627	erőforrások
respect	0.927	0.344	0.758	tisztelet
respectability	0.875	0.407	0.912	tiszteletreméltóság
respectable	0.850	0.350	0.889	tiszteletreméltó
respected	0.908	0.441	0.853	tisztelt
respectful	0.951	0.386	0.814	tiszteletteljes
respecting	0.837	0.321	0.720	tiszteletben tartva
respective	0.625	0.413	0.721	illető
respects	0.840	0.387	0.824	tiszteletben tartja
respiration	0.760	0.377	0.669	légzés
respirator	0.433	0.398	0.453	gázmaszk
respiratory	0.500	0.450	0.552	légúti
respite	0.600	0.373	0.420	haladékot
resplendent	0.905	0.673	0.755	fénylő
respond	0.573	0.435	0.594	reagál
respondent	0.449	0.455	0.480	válaszoló
response	0.615	0.500	0.472	válasz
responsibility	0.760	0.500	0.852	felelősség
responsible	0.837	0.527	0.833	felelős
responsive	0.816	0.569	0.573	fogékony
rest	0.907	0.167	0.300	pihenés
restart	0.531	0.519	0.554	újrakezd
restaurant	0.847	0.406	0.500	étterem
rested	0.792	0.235	0.462	pihent
restful	0.781	0.116	0.413	nyugalmas
restitution	0.583	0.542	0.643	kárpótlás
restless	0.219	0.810	0.304	nyughatatlan
restlessness	0.083	0.794	0.397	nyugtalanság
restock	0.510	0.538	0.645	utánpótlás
restoration	0.755	0.426	0.734	felújítás
restorative	0.633	0.510	0.703	helyreállító
restore	0.765	0.490	0.625	visszaállítás
restored	0.892	0.410	0.728	helyreállították
restoring	0.820	0.490	0.783	helyreállítása
restrain	0.134	0.696	0.434	visszatartani
restrained	0.354	0.590	0.509	visszafogott
restraining	0.296	0.702	0.672	visszatartó
restraint	0.167	0.618	0.520	korlátozás
restrict	0.115	0.539	0.577	korlátoz
restricted	0.276	0.500	0.407	korlátozott
restriction	0.130	0.590	0.569	korlátozás
restrictive	0.215	0.596	0.500	korlátozó
restroom	0.653	0.279	0.267	vécé
result	0.812	0.490	0.652	eredmény
resultant	0.670	0.441	0.637	eredő
resume	0.573	0.411	0.586	önéletrajz
resumption	0.637	0.528	0.653	folytatása
resurrect	0.781	0.725	0.817	feltámad
resurrection	0.708	0.740	0.759	feltámadás
resuscitate	0.531	0.696	0.818	újraélesztés
resuscitation	0.753	0.768	0.795	újraélesztés
retail	0.510	0.353	0.411	kiskereskedelem
retailer	0.708	0.439	0.595	kiskereskedő
retain	0.367	0.451	0.630	megtartani
retainer	0.396	0.422	0.356	rögzítő
retaining	0.417	0.559	0.632	megtartása
retake	0.616	0.471	0.591	újravenni
retaliate	0.111	0.812	0.595	megtorolni
retaliation	0.156	0.812	0.491	megtorlás
retaliatory	0.194	0.865	0.598	megtorló
retard	0.194	0.347	0.222	retard
retardation	0.125	0.360	0.155	retardáció
retarded	0.302	0.462	0.161	retardált
retards	0.362	0.434	0.218	késlelteti
retention	0.344	0.490	0.558	visszatartás
retentive	0.439	0.482	0.491	visszatartó
rethink	0.480	0.423	0.583	újragondolni
reticent	0.396	0.519	0.500	tartózkodó
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retina
retire	0.398	0.392	0.186	visszavonul
retired	0.270	0.259	0.301	nyugdíjas
retirement	0.250	0.324	0.255	nyugdíjazás
retiring	0.408	0.376	0.214	nyugdíjba vonuló
retold	0.459	0.385	0.352	újramondta
retort	0.417	0.520	0.481	visszavágás
retrace	0.250	0.482	0.317	nyomon követni
retract	0.316	0.443	0.358	visszahúzni
retraction	0.312	0.491	0.427	visszahúzás
retractor	0.354	0.590	0.557	visszahúzó
retreat	0.500	0.519	0.312	visszavonulás
retrenchment	0.230	0.650	0.384	visszaszorítása
retrial	0.500	0.577	0.593	újbóli tárgyalás
retribution	0.625	0.490	0.708	büntetés
retrieval	0.700	0.440	0.704	visszakeresés
retrieve	0.740	0.576	0.705	visszahoz
retriever	0.459	0.500	0.464	vizsla
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	visszaható
retrograde	0.208	0.464	0.415	retrográd
retrospect	0.406	0.500	0.538	visszapillantás
retrospective	0.594	0.481	0.528	visszatekintő
retrospectively	0.516	0.400	0.560	utólag is
return	0.602	0.412	0.463	Visszatérés
reunion	0.837	0.500	0.672	újraegyesülés
reunite	0.656	0.550	0.657	újra egyesülni
reunited	0.708	0.439	0.658	újra egyesült
rev	0.367	0.422	0.353	fordulat
reveal	0.493	0.637	0.526	felfed
revel	0.740	0.705	0.684	mulatság
revelation	0.879	0.500	0.865	kinyilatkoztatás
revelations	0.729	0.655	0.600	kinyilatkoztatások
revels	0.827	0.683	0.647	mulat
revenge	0.230	0.940	0.627	bosszú
revenue	0.873	0.510	0.854	bevételt
reverberation	0.390	0.639	0.551	visszaverődés
revere	0.750	0.562	0.608	tisztel
reverence	0.643	0.347	0.516	tisztelet
reverend	0.650	0.337	0.576	tisztelendő
reverent	0.551	0.490	0.694	tiszteletteljes
reverie	0.667	0.413	0.471	álmodozás
reversal	0.380	0.510	0.591	megfordítása
reverse	0.539	0.415	0.461	fordított
reversion	0.458	0.538	0.425	visszafordítás
revert	0.380	0.451	0.519	visszaszáll
reverting	0.562	0.385	0.544	visszafordítása
review	0.667	0.408	0.636	felülvizsgálat
reviewer	0.562	0.344	0.500	bíráló
revise	0.500	0.469	0.509	felülvizsgál
revision	0.417	0.459	0.710	felülvizsgálat
revisit	0.552	0.530	0.509	látogasson el újra
revival	0.823	0.664	0.597	ébredés
revive	0.676	0.780	0.778	feléleszt
revocation	0.260	0.610	0.673	visszavonás
revoke	0.251	0.696	0.737	visszavonni
revolt	0.343	0.878	0.658	lázadás
revolting	0.102	0.690	0.300	lázadó
revolution	0.417	0.902	0.798	forradalom
revolutionary	0.635	0.887	0.824	forradalmi
revolutionize	0.684	0.816	0.904	forradalmasítani
revolve	0.592	0.546	0.402	forog
revolver	0.194	0.796	0.750	revolver
revolving	0.602	0.570	0.580	forgó
revue	0.594	0.350	0.420	revü
revulsion	0.104	0.765	0.343	ellenérzés
revving	0.604	0.875	0.879	pörgés
reward	0.948	0.694	0.783	jutalom
rewarding	0.958	0.637	0.783	jutalmazó
rewind	0.460	0.551	0.431	visszatekerés
rewire	0.365	0.462	0.406	újrahuzalozni
rewrite	0.490	0.500	0.434	átírni
rhapsody	0.708	0.490	0.460	rapszódia
rhetoric	0.417	0.429	0.504	retorika
rhetorical	0.417	0.569	0.635	retorikai
rheumatism	0.219	0.472	0.418	reuma
rhinestone	0.531	0.551	0.408	hegyikristály
rhino	0.531	0.549	0.555	orrszarvú
rhinoceros	0.556	0.656	0.569	orrszarvú
rhubarb	0.582	0.304	0.340	rebarbara
rhyme	0.667	0.249	0.481	rím
rhyming	0.729	0.410	0.500	rímelő
rhythm	0.771	0.759	0.573	ritmus
rhythmic	0.714	0.642	0.664	ritmikus
rhythmical	0.844	0.694	0.632	ütemes
rib	0.490	0.349	0.351	borda
ribbed	0.365	0.378	0.409	bordázott
ribbon	0.719	0.288	0.357	szalag
rice	0.667	0.208	0.330	rizs
rich	0.882	0.627	0.905	gazdag
riches	0.958	0.694	0.880	gazdagság
richness	0.896	0.833	0.922	gazdagság
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rozoga
rickshaw	0.438	0.594	0.402	riksa
ricochet	0.287	0.618	0.430	geller
rid	0.194	0.408	0.327	megszabadulni
riddance	0.323	0.562	0.472	szabadulás
riddle	0.521	0.583	0.543	találós kérdés
riddled	0.281	0.861	0.422	rejtélyes
ride	0.806	0.465	0.472	lovagol
rider	0.635	0.627	0.574	lovas
ridge	0.484	0.402	0.349	gerinc
ridicule	0.143	0.745	0.255	gúny
ridiculed	0.112	0.806	0.212	nevetségessé
ridiculous	0.159	0.594	0.245	nevetséges
riding	0.694	0.654	0.620	lovaglás
rife	0.570	0.561	0.692	elterjedt
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	riffraff
rifle	0.329	0.900	0.718	puska
rifleman	0.245	0.863	0.767	puskás
rifles	0.337	0.864	0.765	puskák
rift	0.246	0.519	0.289	rés
rig	0.542	0.382	0.746	szerelék
rigged	0.188	0.510	0.412	rigált
rigging	0.510	0.518	0.440	kötélzet
right	0.740	0.352	0.710	jobb
righteous	0.823	0.385	0.790	igazlelkű
righteousness	0.802	0.660	0.897	igazságosság
rightful	0.837	0.358	0.821	jogos
rightly	0.740	0.471	0.782	helyesen
righty	0.750	0.314	0.786	helyesen
rigid	0.357	0.552	0.591	merev
rigidity	0.198	0.530	0.726	merevség
rigor	0.375	0.745	0.713	szigor
rigorous	0.438	0.818	0.847	szigorú
rim	0.510	0.397	0.302	abroncs
rind	0.542	0.280	0.491	kéreg
ring	0.677	0.427	0.464	gyűrű
ringer	0.573	0.604	0.347	csengő
ringing	0.724	0.598	0.693	csengetés
ringleader	0.520	0.550	0.640	főkolompos
ringmaster	0.630	0.622	0.732	ringmester
ringside	0.500	0.644	0.411	ringside
rink	0.551	0.392	0.392	jégpálya
rinse	0.663	0.168	0.409	öblítés
riot	0.061	0.946	0.586	lázadás
rioting	0.156	0.949	0.560	lázadás
riotous	0.163	0.837	0.588	lázadó
riots	0.099	0.882	0.564	zavargások
rip	0.146	0.676	0.365	Nyugodj békében
riparian	0.552	0.408	0.412	parti
ripe	0.671	0.337	0.670	érett
ripen	0.755	0.373	0.671	érik
ripening	0.615	0.490	0.759	érés
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	fodrozódás
rippling	0.500	0.480	0.327	hullámzó
rise	0.667	0.593	0.745	emelkedik
rising	0.750	0.602	0.696	emelkedő
risk	0.240	0.816	0.438	kockázat
risky	0.224	0.922	0.700	kockázatos
risotto	0.802	0.454	0.234	rizottó
rite	0.378	0.570	0.606	rítus
ritual	0.375	0.520	0.508	szertartás
ritualistic	0.450	0.583	0.540	rituális
rival	0.286	0.605	0.574	vetélytárs
rivalry	0.192	0.765	0.538	versengés
river	0.688	0.392	0.605	folyó
riverbank	0.684	0.300	0.330	folyópart
riverbed	0.610	0.233	0.421	folyómeder
riverboat	0.561	0.347	0.462	folyami hajó
rivet	0.458	0.306	0.405	szegecs
riveted	0.385	0.439	0.443	szegecselt
riveting	0.448	0.544	0.394	szegecselés
roach	0.146	0.598	0.259	csótány
road	0.656	0.404	0.404	út
roadblock	0.337	0.669	0.490	útzár
roadhouse	0.500	0.620	0.458	fogadó
roadie	0.500	0.566	0.455	roadie
roadrage	0.458	0.567	0.565	roadrage
roadrunner	0.490	0.702	0.590	útonfutó
roads	0.677	0.448	0.496	utak
roadside	0.500	0.569	0.472	országúti
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	kirándulás
roadway	0.562	0.206	0.509	úttest
roadworks	0.562	0.538	0.509	útépítési munkák
roam	0.510	0.550	0.444	kóborol
roar	0.427	0.816	0.675	ordít
roaring	0.449	0.817	0.634	ordítozó
roast	0.521	0.541	0.311	sült
roasted	0.615	0.520	0.339	sült
rob	0.112	0.840	0.500	rabolni
robber	0.135	0.772	0.481	rabló
robbery	0.133	0.843	0.435	rablás
robe	0.594	0.216	0.298	palást
robin	0.552	0.363	0.393	vörösbegy
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robotos
robotics	0.592	0.600	0.763	robotika
robust	0.667	0.604	0.719	erős
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	szikla
rocker	0.615	0.704	0.625	rocker
rocket	0.664	0.824	0.774	rakéta
rocks	0.365	0.209	0.543	sziklák
rod	0.479	0.319	0.355	rúd
rodent	0.323	0.577	0.279	rágcsáló
rodeo	0.490	0.676	0.588	rodeó
roe	0.490	0.382	0.398	őz
rogue	0.334	0.713	0.636	gazember
role	0.552	0.260	0.464	szerep
roll	0.469	0.510	0.172	tekercs
roller	0.521	0.394	0.345	henger
rollercoaster	0.802	0.910	0.651	hullámvasút
rollers	0.490	0.365	0.336	görgők
rollicking	0.878	0.806	0.552	vidám
rolling	0.510	0.606	0.321	gördülő
roman	0.615	0.475	0.639	római
romance	0.980	0.682	0.587	románc
romantic	0.936	0.531	0.598	romantikus
romanticism	0.854	0.521	0.593	romantika
romp	0.610	0.640	0.417	pajkoskodik
roof	0.602	0.226	0.342	tető
rooftop	0.571	0.471	0.461	tetőtéri
rook	0.380	0.400	0.510	bástya
rookie	0.583	0.370	0.198	újonc
room	0.729	0.283	0.445	szoba
roomful	0.786	0.425	0.634	szobára való
roommate	0.750	0.481	0.480	szobatárs
rooms	0.677	0.241	0.386	szobák
roomy	0.760	0.342	0.736	tágas
roost	0.500	0.410	0.345	kakasülő
rooster	0.459	0.385	0.275	kakas
root	0.602	0.279	0.508	gyökér
root beer	0.582	0.520	0.415	gyökér sör
rooted	0.510	0.527	0.718	gyökeres
rope	0.385	0.280	0.345	kötél
ropes	0.458	0.304	0.402	kötelek
rosary	0.806	0.140	0.430	rózsafüzér
rose	0.865	0.276	0.386	rózsa
rosemary	0.688	0.381	0.425	rozmaring
rosette	0.469	0.410	0.310	rozetta
roster	0.531	0.306	0.381	névsor
rosy	0.940	0.528	0.755	rózsás
rot	0.031	0.558	0.301	rothadás
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	forgó
rotate	0.458	0.470	0.492	forog
rotation	0.670	0.520	0.550	forgás
rote	0.561	0.481	0.696	megszokás
rotor	0.500	0.458	0.404	forgórész
rotten	0.104	0.590	0.327	rothadt
rotting	0.188	0.462	0.255	rothadó
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rúzs
rough	0.406	0.794	0.632	durva
roughly	0.448	0.539	0.463	nagyjából
roughneck	0.323	0.640	0.491	bugris
roughness	0.214	0.578	0.490	érdesség
roulette	0.326	0.690	0.422	rulett
round	0.552	0.434	0.311	kerek
roundabout	0.490	0.425	0.495	körforgalom
rounded	0.592	0.391	0.396	lekerekített
roundup	0.520	0.580	0.474	felhajt
rouse	0.521	0.490	0.463	felver
rouser	0.480	0.540	0.423	ébresztő
rousing	0.714	0.517	0.692	lelkesítő
rout	0.163	0.625	0.233	csődület
route	0.583	0.353	0.518	útvonal
routine	0.365	0.219	0.333	rutin
rove	0.457	0.400	0.400	kószál
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	vándorló
row	0.427	0.275	0.406	sor
rowboat	0.455	0.393	0.353	evezős csónak
rowdy	0.255	0.900	0.518	lármás
rowing	0.458	0.443	0.467	evezés
royal	0.796	0.430	0.759	királyi
royalty	0.832	0.571	0.833	jogdíj
rub	0.521	0.565	0.400	dörzsölés
rubber	0.460	0.217	0.315	radír
rubbers	0.604	0.360	0.414	gumik
rubbing	0.406	0.569	0.440	dörzsölés
rubbish	0.198	0.454	0.164	szemét
rubble	0.308	0.509	0.289	terméskő
rubdown	0.561	0.491	0.404	dörzsölje le
rubric	0.427	0.260	0.500	rubrika
ruby	0.663	0.408	0.544	rubin
ruckus	0.271	0.706	0.411	zűrzavar
rudder	0.439	0.469	0.509	oldalkormány
ruddy	0.490	0.630	0.395	pirospozsgás
rude	0.061	0.821	0.402	durva
rudeness	0.280	0.819	0.692	gorombaság
rudimentary	0.286	0.321	0.509	kezdetleges
rudiments	0.385	0.520	0.373	kezdetlegességek
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	bánatos
ruff	0.365	0.510	0.375	nyakfodor
ruffian	0.130	0.824	0.463	útonálló
ruffle	0.443	0.561	0.518	fodor
rug	0.520	0.240	0.245	szőnyeg
rugby	0.677	0.820	0.708	rögbi
rugged	0.561	0.569	0.793	egyenetlen
ruin	0.125	0.588	0.192	ROM
ruination	0.184	0.582	0.209	tönkretétel
ruined	0.135	0.564	0.194	romos
ruinous	0.255	0.690	0.275	romboló
ruins	0.250	0.490	0.248	romok
rule	0.567	0.427	0.593	szabály
ruler	0.440	0.400	0.631	vonalzó
ruling	0.177	0.566	0.410	uralkodó
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	moraj
rummage	0.243	0.615	0.289	turkálás
rumor	0.255	0.582	0.282	szóbeszéd
rumored	0.427	0.604	0.318	pletykáltak
rump	0.449	0.425	0.396	far
rumpus	0.448	0.531	0.422	zűr
run	0.542	0.787	0.543	fuss
runaround	0.448	0.519	0.349	szaladgálni
runaway	0.271	0.770	0.402	elfutni
rundown	0.520	0.296	0.465	lepusztult
runes	0.438	0.300	0.304	rúnák
rung	0.510	0.355	0.368	létrafok
runner	0.459	0.747	0.632	futó
running	0.730	0.858	0.442	futó
running shoes	0.653	0.573	0.491	futócipő
runny	0.540	0.439	0.325	nyúlós
runt	0.370	0.500	0.445	csenevész
runway	0.585	0.373	0.406	kifutópálya
rupture	0.125	0.633	0.430	törés
rural	0.562	0.245	0.408	vidéki
ruse	0.531	0.640	0.546	csel
rush	0.406	0.809	0.546	rohanás
rushing	0.398	0.821	0.529	rohanó
rust	0.281	0.265	0.321	rozsda
rusted	0.286	0.357	0.302	rozsdásodott
rustic	0.369	0.657	0.491	falusias
rustle	0.333	0.538	0.394	zizeg
rustler	0.281	0.830	0.429	susogó
rusty	0.271	0.345	0.231	rozsdás
rut	0.333	0.310	0.392	keréknyom
ruth	0.469	0.427	0.444	Ruth
ruthless	0.208	0.850	0.670	könyörtelen
rye	0.490	0.298	0.411	rozs
sabbatical	0.771	0.240	0.427	szombattal kapcsolatos
saber	0.551	0.620	0.553	szablya
sable	0.449	0.596	0.500	fekete
sabotage	0.135	0.906	0.500	szabotázs
saboteur	0.250	0.804	0.407	szabotőr
sac	0.344	0.245	0.226	zacskó
sack	0.385	0.337	0.264	zsák
sacrament	0.690	0.316	0.700	szentség
sacred	0.833	0.375	0.862	szent
sacrifice	0.208	0.833	0.534	áldozat
sacrifices	0.281	0.717	0.538	áldozatokat
sacrificial	0.198	0.755	0.452	áldozati
sacrilege	0.281	0.708	0.491	szentségtörés
sacrilegious	0.146	0.736	0.449	szentségtörő
sad	0.225	0.333	0.149	szomorú
sadday	0.520	0.418	0.411	szomorú nap
saddens	0.104	0.436	0.144	elszomorít
saddle	0.510	0.509	0.306	nyereg
sadist	0.042	0.918	0.500	szadista
sadistic	0.031	0.906	0.618	szadista
sadly	0.047	0.255	0.216	szomorúan
sadness	0.052	0.288	0.164	szomorúság
safari	0.663	0.673	0.640	szafari
safe	0.898	0.306	0.759	biztonságos
safeguard	0.786	0.624	0.700	biztosíték
safekeeping	0.653	0.510	0.586	őrzés
safety	0.708	0.491	0.868	biztonság
saffron	0.443	0.373	0.349	sáfrány
sag	0.153	0.578	0.445	megereszkedik
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	zsálya
saggy	0.370	0.429	0.300	zsíros
sail	0.615	0.220	0.325	vitorla
sailboat	0.719	0.392	0.381	vitorlás
sailing	0.667	0.520	0.500	vitorlázás
sailor	0.500	0.588	0.500	tengerész
saint	0.812	0.240	0.693	szent
sainted	0.708	0.296	0.676	kanonizált
saintly	0.865	0.286	0.591	szent
sake	0.490	0.573	0.407	kedvéért
salad	0.750	0.260	0.307	saláta
salamander	0.410	0.362	0.309	szalamandra
salami	0.667	0.360	0.339	szalámi
salary	0.786	0.480	0.652	fizetés
sale	0.647	0.602	0.573	eladás
salesgirl	0.582	0.490	0.605	eladólány
salesman	0.643	0.559	0.664	eladó
salient	0.600	0.573	0.702	kiugró
saline	0.430	0.340	0.385	sóoldat
saliva	0.214	0.265	0.236	nyál
sally	0.604	0.390	0.451	kirohanás
salmon	0.760	0.250	0.444	lazac
salmonella	0.167	0.608	0.312	szalmonella
salon	0.531	0.296	0.463	szalon
saloon	0.630	0.300	0.364	szalon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	só
salted	0.333	0.400	0.304	sózott
saltwater	0.327	0.330	0.364	sós víz
salty	0.388	0.531	0.288	sós
salutary	0.885	0.360	0.686	üdvös
salutation	0.878	0.417	0.500	üdvözlés
salute	0.833	0.542	0.681	üdvözöl
salvage	0.622	0.510	0.832	mentés
salvation	0.857	0.480	0.800	megváltás
salve	0.612	0.390	0.500	kenőcs
samba	0.781	0.740	0.465	szamba
sameness	0.531	0.330	0.484	azonosság
sample	0.521	0.187	0.452	minta
samurai	0.562	0.736	0.838	szamuráj
sanatorium	0.469	0.490	0.491	szanatórium
sanctification	0.770	0.431	0.816	megszentelés
sanctified	0.792	0.240	0.612	megszentelt
sanctify	0.673	0.443	0.783	megszentel
sanctimonious	0.240	0.365	0.327	álszent
sanction	0.201	0.750	0.517	szankció
sanctioned	0.323	0.696	0.391	szankcionált
sanctity	0.771	0.330	0.628	szentség
sanctuary	0.863	0.226	0.575	szentély
sanctum	0.521	0.438	0.657	szentély
sand	0.582	0.279	0.304	homok
sandal	0.490	0.283	0.333	szandál
sandbox	0.573	0.274	0.264	homokozó
sander	0.438	0.580	0.445	csiszológép
sandman	0.479	0.469	0.388	homokbányász
sandpaper	0.417	0.425	0.404	csiszolópapír
sands	0.646	0.304	0.377	homok
sandstorm	0.324	0.821	0.629	homokvihar
sandwich	0.672	0.314	0.310	szendvics
sandy	0.406	0.265	0.296	homokos
sane	0.760	0.235	0.670	épelméjű
sanguine	0.520	0.560	0.545	bizakodó
sanitarium	0.448	0.645	0.570	szanatórium
sanitary	0.458	0.320	0.425	egészségügyi
sanitation	0.742	0.312	0.500	higiénia
sanity	0.667	0.333	0.655	józanság
sans	0.459	0.294	0.246	nélkül
