English Word	Valence	Arousal	Dominance	Corsican Word
superimposed	0.490	0.529	0.683	sovrapposti
superintendent	0.592	0.570	0.942	superintendente
superior	0.801	0.697	0.940	superiore
superiority	0.582	0.602	0.959	superiorità
superlative	0.714	0.566	0.737	superlativu
superman	0.945	0.794	0.929	superman
supermarket	0.690	0.547	0.571	supermercatu
supermodel	0.880	0.663	0.698	supermodel
supernatant	0.500	0.500	0.565	surnatant
supernatural	0.622	0.824	0.733	soprannaturale
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	sovrapposizione
superpower	0.806	0.784	0.972	superputenza
supersede	0.479	0.510	0.518	rimpiazzà
superstar	0.885	0.860	0.880	superstar
superstition	0.177	0.640	0.418	superstizioni
superstitious	0.281	0.545	0.514	superstiziosa
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	surveglia
supervision	0.459	0.578	0.825	surviglianza
supervisor	0.615	0.479	0.933	supervisore
supper	0.708	0.429	0.552	cena
suppertime	0.792	0.388	0.461	suppertime
supplant	0.344	0.558	0.463	supplantà
supple	0.812	0.528	0.436	flexu
supplement	0.745	0.406	0.491	supplementu
supplemental	0.604	0.404	0.555	supplementu
supplementary	0.625	0.352	0.541	supplementu
supplication	0.469	0.570	0.309	supplica
supplier	0.615	0.462	0.736	fornitore
supplies	0.698	0.390	0.595	forniture
supply	0.708	0.519	0.603	supply
support	0.811	0.472	0.737	sustegnu
supported	0.853	0.408	0.613	sustinutu
supporter	0.721	0.510	0.698	sustegnu
supporters	0.763	0.539	0.558	sustenituri
supporting	0.634	0.490	0.764	sustegnu
supportive	0.875	0.420	0.635	sustegnu
suppose	0.551	0.343	0.348	supponi
supposed	0.296	0.378	0.379	suppostu
supposing	0.449	0.451	0.357	supponendu
supposition	0.531	0.408	0.526	supposizione
suppress	0.281	0.559	0.509	supprime
suppression	0.267	0.541	0.537	suppressione
supremacy	0.794	0.706	0.943	supremazia
supreme	0.812	0.700	0.974	supremu
supremely	0.833	0.725	0.897	supremamente
surcharge	0.375	0.528	0.500	supplementu
sure	0.724	0.270	0.793	sicuru
surety	0.776	0.365	0.750	cauzione
surf	0.847	0.650	0.500	surf
surface	0.448	0.375	0.604	superficia
surfboard	0.729	0.730	0.387	surfboard
surfer	0.704	0.701	0.554	surfer
surge	0.449	0.684	0.500	surge
surgeon	0.500	0.598	0.793	chirurgu
surgery	0.286	0.769	0.600	chirurgia
surgical	0.327	0.696	0.723	chirurgica
surly	0.221	0.469	0.493	burla
surmise	0.529	0.400	0.347	suppone
surname	0.670	0.250	0.493	cognome
surpassing	0.719	0.660	0.720	superendu
surplus	0.602	0.680	0.630	surplus
surprise	0.875	0.875	0.562	sorpresa
surprised	0.784	0.855	0.539	sorpresu
surprises	0.875	0.769	0.632	sorprese
surprising	0.888	0.790	0.692	surprisante
surprisingly	0.847	0.793	0.819	sorprendentemente
surreal	0.550	0.529	0.670	surreale
surrender	0.115	0.396	0.186	rende
surrendering	0.198	0.411	0.245	rendendu
surrogate	0.406	0.590	0.472	surrogate
surround	0.542	0.623	0.627	circundà
surrounding	0.531	0.422	0.669	circundante
surroundings	0.600	0.346	0.492	circondu
surveillance	0.365	0.720	0.718	surviglianza
survey	0.580	0.357	0.379	sondaghju
surveying	0.488	0.455	0.682	indagine
surveyor	0.545	0.337	0.648	surveillante
survival	0.541	0.798	0.879	sopravvivenza
survive	0.770	0.824	0.726	sopravvive
surviving	0.646	0.836	0.721	sopravvivenza
survivor	0.677	0.750	0.815	sopravviventi
susceptibility	0.458	0.627	0.364	suscettibilità
susceptible	0.438	0.449	0.304	suscettibile
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	suspettu
suspected	0.173	0.755	0.452	suspettatu
suspend	0.240	0.320	0.368	suspend
suspended	0.224	0.402	0.368	suspesu
suspenders	0.391	0.333	0.500	bretelle
suspense	0.286	0.775	0.402	suspense
suspension	0.288	0.530	0.426	sospensjoni
suspicion	0.204	0.711	0.377	suspettu
suspicions	0.208	0.745	0.500	suspetti
suspicious	0.153	0.745	0.431	suspettu
sustain	0.635	0.358	0.593	sustene
sustained	0.649	0.340	0.580	sustinutu
sustenance	0.820	0.519	0.679	sustenimentu
suture	0.240	0.510	0.510	sutura
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	tampone
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	schernu
swallow	0.466	0.608	0.436	ingoia
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	palude
swamped	0.156	0.480	0.270	inondatu
swampy	0.306	0.390	0.412	paludosa
swan	0.781	0.225	0.357	cignu
swank	0.490	0.500	0.442	sciccareddu
swap	0.552	0.500	0.509	scambià
swarm	0.302	0.735	0.458	sciame
swarming	0.375	0.600	0.435	sbulicà
swastika	0.316	0.472	0.491	svastica
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	sbattà
swear	0.601	0.577	0.658	ghjurà
swearing	0.333	0.559	0.586	ghjurà
sweat	0.388	0.579	0.297	sudore
sweater	0.704	0.245	0.295	maglione
sweating	0.292	0.667	0.265	sudatu
sweatshirt	0.510	0.368	0.353	sweatshirt
sweatshop	0.385	0.797	0.602	magazzinu
sweaty	0.281	0.540	0.304	sudatu
sweep	0.448	0.385	0.383	spazza
sweeper	0.470	0.549	0.414	spazzatrice
sweeping	0.344	0.431	0.355	spazzatura
sweet	0.668	0.418	0.382	dolce
sweeten	0.908	0.455	0.423	addulcirà
sweetened	0.940	0.461	0.398	addulcito
sweetener	0.670	0.333	0.330	edulcorante
sweetest	0.959	0.500	0.370	più dolce
sweetheart	0.959	0.423	0.509	amore
sweetie	0.990	0.549	0.560	dolcezza
sweetness	0.906	0.474	0.528	dolcezza
sweets	0.910	0.422	0.321	dolci
swell	0.360	0.679	0.348	gonfia
swelling	0.323	0.608	0.250	gonfiore
sweltering	0.204	0.644	0.362	soffocante
swerve	0.276	0.612	0.357	sviate
swift	0.760	0.776	0.698	rapidu
swiftly	0.660	0.885	0.618	prestu
swig	0.604	0.481	0.406	sciacca
swill	0.427	0.528	0.322	sciacca
swim	0.688	0.461	0.529	natà
swimmer	0.657	0.698	0.610	natatore
swimming	0.760	0.559	0.524	natation
swimsuit	0.740	0.373	0.269	costume di bagnu
swindle	0.122	0.740	0.439	truffa
swindler	0.125	0.721	0.575	truffatore
swine	0.340	0.519	0.277	porcu
swing	0.602	0.510	0.481	swing
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	swinging
swipe	0.573	0.450	0.266	swipe
swirl	0.490	0.726	0.639	turbulenza
swish	0.562	0.510	0.474	sciccare
switch	0.500	0.538	0.509	cambià
switchblade	0.357	0.596	0.528	lama di commutazione
switchboard	0.571	0.519	0.558	centralina
swivel	0.562	0.480	0.500	girà
swollen	0.236	0.510	0.277	gonfiatu
swoon	0.292	0.510	0.160	svintu
swoop	0.479	0.618	0.446	pichja
sword	0.438	0.653	0.713	spada
swordfish	0.564	0.520	0.442	pesciu spada
swordplay	0.616	0.750	0.528	spada
swordsman	0.395	0.857	0.696	spadaccinu
sycamore	0.500	0.401	0.527	sicomoru
syllable	0.448	0.250	0.417	sillabba
syllabus	0.736	0.370	0.643	prugramma
symbiotic	0.832	0.425	0.406	simbioticu
symbol	0.643	0.388	0.527	simbulu
symbolic	0.670	0.385	0.574	simbolicu
symbolically	0.582	0.385	0.648	simbolicamente
symbolism	0.688	0.347	0.640	simbolicu
symbolize	0.633	0.327	0.673	simbulizeghja
symmetric	0.745	0.212	0.588	simmetricu
symmetrical	0.542	0.263	0.569	simmetricu
symmetry	0.604	0.274	0.500	simmetria
sympathetic	0.796	0.434	0.609	simpaticu
sympathize	0.770	0.627	0.644	simpatizza
sympathy	0.827	0.497	0.634	simpatia
symphonic	0.775	0.545	0.566	sinfonicu
symphony	0.765	0.490	0.600	sinfonia
symposium	0.573	0.394	0.644	simposiu
symptom	0.380	0.529	0.434	sintomu
symptomatic	0.367	0.434	0.491	sintomaticu
synagogue	0.531	0.300	0.544	sinagoga
synapse	0.660	0.471	0.491	sinapsi
synaptic	0.573	0.553	0.622	sinapticu
sync	0.802	0.440	0.670	sync
synchronize	0.781	0.361	0.654	sincronizà
synchronous	0.600	0.538	0.545	sincronu
syncope	0.245	0.538	0.398	sincope
syndicate	0.439	0.491	0.673	sindicatu
syndrome	0.229	0.510	0.246	sindromu
synergistic	0.571	0.550	0.547	sinergicu
synergy	0.667	0.510	0.720	sinergia
synod	0.469	0.377	0.574	sinodu
synonym	0.615	0.210	0.433	sinonimu
synonymous	0.480	0.323	0.400	sinonimu
synopsis	0.541	0.390	0.482	sinopsi
synoptic	0.561	0.510	0.596	sinotticu
syntax	0.531	0.346	0.559	sintassi
synthesis	0.604	0.315	0.377	sintesi
synthesizer	0.500	0.410	0.592	sintetizzatore
synthetic	0.396	0.350	0.519	sinteticu
syphilis	0.071	0.606	0.245	sifilide
syringe	0.250	0.680	0.330	siringa
syrup	0.620	0.223	0.318	sciroppu
system	0.615	0.346	0.764	sistema
systematic	0.617	0.444	0.594	sistematicu
systematically	0.690	0.390	0.651	sistematicamente
t-shirt	0.815	0.286	0.284	t-shirt
tab	0.594	0.208	0.308	tab
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernaculu
table	0.551	0.170	0.284	tavula
tableau	0.531	0.302	0.321	tableau
tablecloth	0.480	0.165	0.215	tovaglia
tablespoon	0.490	0.353	0.245	cucchiara
tablet	0.562	0.330	0.438	tableta
tableware	0.677	0.250	0.276	stoviglie
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabù
tabular	0.438	0.330	0.462	tabulare
tabulate	0.480	0.403	0.598	tabulate
tabulation	0.396	0.346	0.526	tabulazione
tachometer	0.398	0.394	0.518	tachimetru
tacit	0.459	0.340	0.473	tacite
tack	0.365	0.431	0.431	tacca
tackle	0.365	0.686	0.569	affruntà
tackled	0.438	0.612	0.569	affrontatu
tackling	0.480	0.694	0.613	affruntà
tacky	0.245	0.490	0.373	appiccicosa
taco	0.561	0.353	0.277	taccu
tact	0.550	0.417	0.417	tact
tactful	0.704	0.292	0.537	cun tatto
tactic	0.531	0.434	0.798	tattica
tactical	0.594	0.481	0.684	tatticu
tactics	0.583	0.676	0.774	tattiche
tactile	0.573	0.410	0.491	tattile
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	tamburinu
taffeta	0.604	0.279	0.405	taffetà
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	coda
tailed	0.438	0.358	0.351	coda
tailgate	0.323	0.340	0.398	portellone
tailings	0.439	0.311	0.446	cola
taillight	0.479	0.367	0.283	fanale posteriore
tailor	0.573	0.206	0.450	sartu
tailoring	0.673	0.540	0.566	sartoria
tailpipe	0.460	0.429	0.409	tubu di scappatu
taint	0.141	0.425	0.226	macchia
take	0.828	0.537	0.348	piglià
takeoff	0.755	0.884	0.626	vai ti ne
takeout	0.736	0.392	0.368	arrugà si
takeover	0.663	0.531	0.861	piglia
taker	0.375	0.521	0.618	pigliatore
talcum	0.500	0.196	0.291	talcu
tale	0.663	0.300	0.336	conte
talent	0.959	0.607	0.811	talentu
talented	0.939	0.635	0.938	talentu
talisman	0.704	0.542	0.642	talismanu
talk	0.833	0.346	0.594	parlà
talkative	0.562	0.673	0.535	parlante
talker	0.500	0.604	0.552	parlante
tall	0.725	0.591	0.538	altu
tallies	0.551	0.290	0.402	cunti
tallow	0.344	0.283	0.290	sevu
tally	0.542	0.420	0.518	cuntu
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	artigli
tambourine	0.622	0.548	0.348	tamburinu
tame	0.560	0.604	0.642	ammansà
tamer	0.385	0.783	0.815	domatore
taming	0.569	0.514	0.575	ammansà
tamper	0.184	0.802	0.545	tamper
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	abbronzatura
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangente
tangerine	0.571	0.271	0.395	mandarina
tangible	0.646	0.350	0.679	tangibile
tangle	0.354	0.545	0.254	intricatu
tangled	0.260	0.539	0.316	intricatu
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tank top
tanker	0.520	0.647	0.713	cisterna
tanned	0.615	0.550	0.491	abbronzata
tantalizing	0.525	0.788	0.625	allettante
tantamount	0.633	0.288	0.670	pari
tantrum	0.219	0.817	0.404	capriccio
taoism	0.490	0.250	0.456	taoismu
tap	0.461	0.370	0.349	tocca
tape	0.531	0.277	0.254	cinta
tape measure	0.406	0.250	0.360	misura di cinta
taper	0.541	0.410	0.415	cunicità
tapering	0.344	0.380	0.237	affucà
tapestry	0.520	0.176	0.362	tapisserie
tapeworm	0.357	0.334	0.331	tenia
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	tocchi
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	ritardi
tardy	0.204	0.592	0.293	tardu
target	0.633	0.573	0.798	mira
targeted	0.573	0.537	0.573	destinatu
targeting	0.510	0.420	0.580	targeting
tariff	0.459	0.402	0.491	tariffa
tarmac	0.357	0.302	0.398	asfaltu
tarnish	0.204	0.441	0.342	appannare
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	telone
tarry	0.392	0.413	0.388	tarrà
tart	0.719	0.380	0.219	torta
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartaru
task	0.550	0.353	0.500	compitu
tassel	0.552	0.330	0.307	nappa
taste	0.802	0.406	0.465	gustu
tasteful	0.918	0.458	0.625	gustu
tasteless	0.146	0.196	0.148	senza gustu
tasting	0.781	0.603	0.600	degustazione
tasty	0.959	0.786	0.555	gustoso
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	chjappà
tattletale	0.633	0.406	0.317	tattletale
tattoo	0.490	0.602	0.525	tatuatu
taught	0.814	0.481	0.642	insignatu
taunt	0.083	0.696	0.355	burla
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	tesa
tavern	0.516	0.577	0.475	taverna
tawdry	0.375	0.510	0.398	tawdry
tawny	0.551	0.398	0.400	bruno
tax	0.260	0.481	0.534	tassa
taxed	0.255	0.456	0.500	tassatu
taxi	0.542	0.362	0.430	taxi
taxicab	0.479	0.430	0.355	taxi
taxonomy	0.370	0.410	0.630	tassonomia
taxpayer	0.592	0.528	0.647	contribuente
tea	0.698	0.163	0.370	tè
teach	0.840	0.510	0.852	insignà
teacher	0.760	0.404	0.885	maestru
teaching	0.822	0.444	0.736	insignamentu
teacup	0.633	0.135	0.277	tazza di tè
teahouse	0.802	0.314	0.288	casa di tè
teal	0.540	0.293	0.321	alzavola
team	0.708	0.461	0.688	squadra
teamjesus	0.673	0.453	0.536	squadra Ghjesù
teammate	0.865	0.449	0.660	cumpagnu di squadra
teamwork	0.918	0.490	0.773	travagliu in squadra
teapot	0.479	0.110	0.309	teiera
tear	0.404	0.620	0.327	lacrime
tearful	0.208	0.500	0.184	in lacrime
tearsofjoy	0.926	0.740	0.455	lacrime di gioia
teary	0.167	0.473	0.216	lacrime
tease	0.317	0.790	0.432	stuzzicà
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	scherzi
teaspoon	0.521	0.330	0.221	cucchiara di tè
teat	0.612	0.469	0.328	tettarella
teatime	0.847	0.159	0.339	l'ora di tè
tech	0.684	0.491	0.732	tech
technical	0.510	0.490	0.736	tecnicu
technicality	0.632	0.471	0.661	tecnicità
technician	0.592	0.510	0.713	tecnicu
technique	0.760	0.414	0.593	tecnica
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	tecnologicu
technology	0.776	0.490	0.825	tecnulugia
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	orsu in pilù
tedious	0.104	0.406	0.241	tediosa
tedium	0.224	0.331	0.298	tedium
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	brusgiate
teen	0.729	0.531	0.568	adulescente
teenager	0.781	0.593	0.527	adulescente
teens	0.653	0.660	0.440	adolescenza
teensy	0.520	0.427	0.347	adulescente
teeny	0.427	0.418	0.216	picciottu
teeth	0.520	0.388	0.427	denti
teething	0.396	0.471	0.474	dentizione
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegramma
telegraph	0.594	0.423	0.400	telegrafu
telekinesis	0.582	0.646	0.667	telecinesi
telemetry	0.460	0.382	0.611	telemetria
telepathic	0.602	0.490	0.642	telepatica
telepathy	0.594	0.510	0.588	telepatia
telephone	0.694	0.520	0.425	telefonu
telescope	0.531	0.340	0.500	telescopiu
telescopic	0.490	0.290	0.660	telescopicu
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletype
televised	0.625	0.519	0.518	televisatu
television	0.633	0.391	0.547	televisione
tell	0.551	0.350	0.457	dì
teller	0.500	0.395	0.443	cuntieru
telling	0.719	0.441	0.527	dicendu
telltale	0.240	0.663	0.426	rivelatore
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temper
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperamentu
temperamental	0.316	0.774	0.608	temperamentale
temperance	0.500	0.294	0.639	temperanza
temperate	0.469	0.394	0.593	temperatu
temperature	0.521	0.559	0.473	temperatura
tempered	0.583	0.437	0.667	temperatu
tempest	0.245	0.843	0.653	tempesta
template	0.479	0.311	0.411	mudellu
temple	0.612	0.269	0.660	tempiu
tempo	0.582	0.337	0.500	tempu
temporal	0.500	0.413	0.360	tempurale
temporarily	0.500	0.365	0.373	temporaneamente
temporary	0.458	0.415	0.324	pruvisoriu
tempt	0.210	0.677	0.500	tentazione
temptation	0.365	0.817	0.560	tentazione
tempting	0.615	0.740	0.519	tentativu
temptress	0.427	0.787	0.667	tentatrice
ten	0.562	0.260	0.406	deci
tenable	0.741	0.412	0.636	tenable
tenacious	0.724	0.658	0.692	tenace
tenacity	0.740	0.657	0.889	tenacità
tenancy	0.500	0.458	0.605	affittu
tenant	0.385	0.360	0.398	inquilino
tend	0.604	0.398	0.412	tende
tendency	0.684	0.500	0.675	tendenza
tender	0.630	0.520	0.509	teneru
tenderfoot	0.469	0.421	0.438	tenderfoot
tenderness	0.949	0.276	0.367	tenerezza
tending	0.622	0.556	0.594	tende
tendon	0.341	0.271	0.463	tendinu
tenement	0.470	0.384	0.550	alloghju
tenet	0.667	0.333	0.636	principiu
tenets	0.734	0.357	0.667	principii
tenfold	0.469	0.418	0.500	dece volte
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenore
tense	0.396	0.439	0.655	tesa
tensile	0.458	0.510	0.618	tensile
tension	0.304	0.810	0.529	tensione
tent	0.510	0.275	0.333	tenda
tentacle	0.370	0.559	0.398	tentaculu
tentative	0.582	0.657	0.534	tentativu
tenth	0.510	0.349	0.382	decimu
tenths	0.406	0.294	0.284	decimi
tenuous	0.398	0.263	0.276	tenue
tenure	0.615	0.472	0.611	tenure
tepee	0.500	0.337	0.373	tipi
tepid	0.337	0.327	0.237	tiepida
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	termini
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	finisce
termination	0.344	0.472	0.545	terminazione
terminator	0.370	0.663	0.737	terminatore
terminology	0.612	0.284	0.566	terminologia
terminus	0.281	0.382	0.615	terminus
termite	0.265	0.480	0.408	termite
terms	0.490	0.362	0.645	termini
tern	0.573	0.365	0.309	terna
ternary	0.550	0.406	0.480	ternariu
terrace	0.615	0.269	0.411	terrazza
terrain	0.540	0.300	0.472	terrenu
terrestrial	0.542	0.413	0.582	terrestre
terrible	0.061	0.849	0.604	terribili
terribly	0.061	0.731	0.430	terribilmente
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	terrificante
terrified	0.090	0.902	0.387	spavintatu
terrifies	0.083	0.923	0.500	terrifica
terrify	0.052	0.889	0.509	spaventà
terrifying	0.031	0.836	0.602	terribili
territorial	0.405	0.600	0.766	territuriale
territory	0.625	0.469	0.676	territoriu
terror	0.069	0.902	0.415	terrore
terrorism	0.060	0.971	0.673	terrurismu
terrorist	0.019	0.930	0.679	terrorista
terrorists	0.062	0.967	0.688	terroristi
terrorize	0.041	0.907	0.577	terrorizà
terse	0.542	0.393	0.409	cuncisu
tertiary	0.500	0.350	0.431	terziariu
test	0.449	0.500	0.509	prova
testament	0.594	0.420	0.806	testamentu
testicle	0.458	0.651	0.410	testiculu
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	tistimunianza
testimonial	0.541	0.538	0.750	tistimunianza
testimony	0.615	0.578	0.643	tistimunianza
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testimone
tetanus	0.133	0.577	0.368	tetanus
tether	0.323	0.620	0.407	tether
tethered	0.260	0.472	0.351	legatu
tetrahedral	0.595	0.468	0.423	tetraedricu
text	0.604	0.157	0.402	testu
textbook	0.622	0.235	0.526	libru di testu
textile	0.604	0.235	0.395	tessili
textural	0.660	0.296	0.445	strutturale
texture	0.615	0.215	0.412	struttura
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	ringraziu
thankful	0.969	0.344	0.714	ringraziatu
thankgod	0.823	0.451	0.466	ringraziu
thanking	0.917	0.538	0.658	ringraziendu
thankless	0.146	0.500	0.497	ingrate
thanks	0.918	0.472	0.461	grazie
thanksalot	0.908	0.428	0.525	grazie tante
thanksgiving	0.927	0.449	0.637	ringraziamentu
thankyougod	0.900	0.446	0.651	grazie dio
thankyoujesus	0.878	0.406	0.604	grazie Ghjesù
thankyoulord	0.809	0.388	0.466	grazie signore
thatch	0.337	0.245	0.161	paglia
thatmoment	0.667	0.389	0.340	quellu mumentu
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	scongelu
theater	0.760	0.635	0.516	teatru
theatrical	0.720	0.690	0.546	teatru
theatrics	0.694	0.539	0.486	teatru
thebest	0.760	0.596	0.719	u megliu
theft	0.135	0.867	0.394	furtu
theism	0.460	0.431	0.481	teismu
theistic	0.397	0.365	0.509	teisticu
thelife	0.688	0.566	0.629	a vita
thelittlethings	0.571	0.240	0.324	i picculi
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teocrazia
theocratic	0.380	0.480	0.605	teocràticu
theologian	0.521	0.304	0.759	teologu
theological	0.480	0.363	0.683	teologicu
theology	0.448	0.330	0.711	teulugia
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teorichi
theory	0.583	0.314	0.529	teoria
therapeutic	0.625	0.275	0.680	terapeuticu
therapeutics	0.552	0.343	0.625	terapèutica
therapist	0.468	0.430	0.679	terapeuta
therapy	0.490	0.353	0.607	terapia
thereabouts	0.427	0.365	0.285	di quì
thereof	0.542	0.265	0.281	di quessa
therewith	0.462	0.317	0.398	cun ellu
thermal	0.480	0.360	0.509	termale
thermocouple	0.406	0.406	0.422	termocoppia
thermodynamics	0.510	0.594	0.678	termodinamica
thermometer	0.400	0.327	0.473	termometru
thermos	0.582	0.255	0.328	termos
thermostat	0.439	0.480	0.321	termostatu
thesaurus	0.520	0.480	0.509	tesaurus
thesis	0.583	0.582	0.552	tesi
thick	0.449	0.433	0.596	grossu
thicken	0.406	0.398	0.509	addensà
thickening	0.448	0.355	0.434	ispessimentu
thicket	0.385	0.373	0.324	machja
thickness	0.552	0.370	0.443	spessore
thief	0.088	0.888	0.443	latru
thigh	0.469	0.433	0.588	coscia
thimble	0.490	0.192	0.218	ditale
thin	0.469	0.337	0.356	magre
thing	0.449	0.222	0.260	cosa
things	0.519	0.250	0.368	e cose
thingy	0.458	0.312	0.158	cosa
think	0.786	0.408	0.618	pensa
thinker	0.706	0.386	0.764	pensatore
thinking	0.720	0.308	0.595	pensendu
third	0.551	0.187	0.304	terzu
thirds	0.402	0.327	0.345	terzi
thirst	0.298	0.519	0.307	sete
thirsty	0.281	0.660	0.310	sete
thirteen	0.459	0.385	0.331	tredeci
thirteenth	0.408	0.330	0.425	tredicesimu
thirty	0.562	0.349	0.316	trenta
thistle	0.427	0.423	0.357	cardu
thither	0.500	0.270	0.316	là
thong	0.467	0.596	0.269	tanga
thorn	0.296	0.541	0.427	spina
thorny	0.177	0.690	0.500	spinosa
thorough	0.467	0.350	0.558	cumpletu
thoroughbred	0.669	0.740	0.716	purosangue
thoroughfare	0.582	0.481	0.490	strada
thought	0.780	0.315	0.571	pinsatu
thoughtful	0.667	0.290	0.527	penseru
thoughtfulness	0.867	0.269	0.667	riflessione
thoughtless	0.194	0.580	0.452	senza penseru
thoughts	0.745	0.382	0.691	pinsamenti
thousand	0.663	0.355	0.480	milla
thrash	0.260	0.510	0.472	thrash
thread	0.646	0.184	0.209	filu
threat	0.135	0.865	0.667	minaccia
threaten	0.104	0.958	0.590	minaccia
threatened	0.052	0.928	0.354	minacciatu
threatening	0.071	0.875	0.652	minaccia
three	0.653	0.225	0.377	tre
threefold	0.521	0.400	0.534	triple
threesome	0.490	0.676	0.560	trio
thresh	0.490	0.417	0.500	triglia
threshold	0.531	0.519	0.575	soglia
thrice	0.469	0.442	0.462	trè volte
thrift	0.760	0.217	0.649	risparmiu
thrifty	0.604	0.380	0.676	risparmiatore
thrill	0.888	0.837	0.711	eccitazione
thrilled	0.898	0.818	0.807	entusiasta
thriller	0.490	0.796	0.645	thriller
thrilling	0.930	0.827	0.782	eccitante
thrive	0.948	0.529	0.772	prosperà
thriving	0.865	0.521	0.779	prusperu
throat	0.350	0.538	0.346	gola
throb	0.500	0.673	0.556	battitu
throbbing	0.645	0.808	0.491	palpitante
throes	0.146	0.760	0.235	stritti
throne	0.724	0.606	0.887	tronu
throng	0.480	0.810	0.706	folla
throttle	0.562	0.804	0.750	throttle
throw	0.344	0.770	0.623	scaccià
throwback	0.280	0.454	0.356	riturnà
thrower	0.470	0.690	0.717	lanciatore
thrown	0.500	0.550	0.619	ghjittatu
thrush	0.306	0.490	0.454	tordo
thrust	0.510	0.647	0.663	spinta
thruster	0.698	0.812	0.719	propulsore
thud	0.255	0.686	0.620	tombu
thug	0.240	0.882	0.667	thug
thumb	0.673	0.271	0.361	pollice
thumbprint	0.510	0.347	0.451	impronta di u pollice
thump	0.280	0.792	0.608	tombu
thumper	0.354	0.623	0.457	tombu
thumping	0.214	0.755	0.566	battendu
thunder	0.296	0.916	0.526	tronu
thunderbolt	0.418	0.719	0.642	fulmine
thunderclap	0.390	0.833	0.607	tronu
thundering	0.337	0.778	0.700	tronu
thunderstorm	0.135	0.860	0.784	tempesta
thunderstruck	0.194	0.716	0.509	fulminatu
thwart	0.281	0.684	0.409	annunzià
thx	0.562	0.425	0.461	thx
thyme	0.561	0.255	0.325	timu
thyroid	0.234	0.455	0.373	tiroïde
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	tick
ticked	0.469	0.386	0.455	ticcatu
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	bigliettu
tickle	0.760	0.727	0.342	solletica
tickled	0.755	0.707	0.364	solleticatu
ticklish	0.823	0.814	0.345	solletica
tidal	0.592	0.539	0.519	marea
tidal wave	0.240	0.894	0.736	onda di marea
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	marea
tidings	0.610	0.510	0.694	nutizie
