English Word	Valence	Arousal	Dominance	Chinese-Traditional Word
restitution	0.583	0.542	0.643	歸還
restless	0.219	0.810	0.304	不安
restlessness	0.083	0.794	0.397	躁動不安
restock	0.510	0.538	0.645	補貨
restoration	0.755	0.426	0.734	恢復
restorative	0.633	0.510	0.703	恢復性
restore	0.765	0.490	0.625	恢復
restored	0.892	0.410	0.728	已恢復
restoring	0.820	0.490	0.783	恢復
restrain	0.134	0.696	0.434	抑制
restrained	0.354	0.590	0.509	克制的
restraining	0.296	0.702	0.672	約束
restraint	0.167	0.618	0.520	克制
restrict	0.115	0.539	0.577	嚴格
restricted	0.276	0.500	0.407	受限制的
restriction	0.130	0.590	0.569	限制
restrictive	0.215	0.596	0.500	限制性的
restroom	0.653	0.279	0.267	衛生間
result	0.812	0.490	0.652	結果
resultant	0.670	0.441	0.637	結果
resume	0.573	0.411	0.586	恢復
resumption	0.637	0.528	0.653	恢復
resurrect	0.781	0.725	0.817	復活
resurrection	0.708	0.740	0.759	復活
resuscitate	0.531	0.696	0.818	復甦
resuscitation	0.753	0.768	0.795	復甦
retail	0.510	0.353	0.411	零售
retailer	0.708	0.439	0.595	零售商
retain	0.367	0.451	0.630	保持
retainer	0.396	0.422	0.356	保持器
retaining	0.417	0.559	0.632	保留
retake	0.616	0.471	0.591	重拍
retaliate	0.111	0.812	0.595	報復
retaliation	0.156	0.812	0.491	報復
retaliatory	0.194	0.865	0.598	報復性
retard	0.194	0.347	0.222	減速
retardation	0.125	0.360	0.155	遲滯
retarded	0.302	0.462	0.161	遲鈍
retards	0.362	0.434	0.218	延緩
retention	0.344	0.490	0.558	保留
retentive	0.439	0.482	0.491	保持性
rethink	0.480	0.423	0.583	重新思考
reticent	0.396	0.519	0.500	沉默寡言
retina	0.490	0.255	0.342	視網膜
retinal	0.531	0.343	0.475	視網膜
retire	0.398	0.392	0.186	退休
retired	0.270	0.259	0.301	退休
retirement	0.250	0.324	0.255	退休
retiring	0.408	0.376	0.214	退休
retold	0.459	0.385	0.352	重述
retort	0.417	0.520	0.481	反駁
retrace	0.250	0.482	0.317	回溯
retract	0.316	0.443	0.358	收回
retraction	0.312	0.491	0.427	撤回
retractor	0.354	0.590	0.557	牽開器
retreat	0.500	0.519	0.312	撤退
retrenchment	0.230	0.650	0.384	裁員
retrial	0.500	0.577	0.593	再審
retribution	0.625	0.490	0.708	報應
retrieval	0.700	0.440	0.704	恢復
retrieve	0.740	0.576	0.705	取回
retriever	0.459	0.500	0.464	尋回犬
retro	0.650	0.276	0.321	復古的
retroactive	0.521	0.452	0.655	追溯
retrograde	0.208	0.464	0.415	逆行
retrospect	0.406	0.500	0.538	回顧
retrospective	0.594	0.481	0.528	回顧性
retrospectively	0.516	0.400	0.560	回顧性地
return	0.602	0.412	0.463	返回
reunion	0.837	0.500	0.672	團圓
reunite	0.656	0.550	0.657	團聚
reunited	0.708	0.439	0.658	重聚
rev	0.367	0.422	0.353	轉
reveal	0.493	0.637	0.526	揭示
revel	0.740	0.705	0.684	陶醉
revelation	0.879	0.500	0.865	啟示
revelations	0.729	0.655	0.600	啟示錄
revels	0.827	0.683	0.647	狂歡
revenge	0.230	0.940	0.627	復仇
revenue	0.873	0.510	0.854	收入
reverberation	0.390	0.639	0.551	混響
revere	0.750	0.562	0.608	尊敬
reverence	0.643	0.347	0.516	尊敬
reverend	0.650	0.337	0.576	牧師
reverent	0.551	0.490	0.694	虔誠的
reverie	0.667	0.413	0.471	遐想
reversal	0.380	0.510	0.591	逆轉
reverse	0.539	0.415	0.461	撤銷
reversion	0.458	0.538	0.425	反轉
revert	0.380	0.451	0.519	恢復
reverting	0.562	0.385	0.544	還原
review	0.667	0.408	0.636	審查
reviewer	0.562	0.344	0.500	審稿人
revise	0.500	0.469	0.509	修訂
revision	0.417	0.459	0.710	修訂
revisit	0.552	0.530	0.509	重訪
revival	0.823	0.664	0.597	復興
revive	0.676	0.780	0.778	復活
revocation	0.260	0.610	0.673	撤銷
revoke	0.251	0.696	0.737	撤銷
revolt	0.343	0.878	0.658	反叛
revolting	0.102	0.690	0.300	令人反感
revolution	0.417	0.902	0.798	革命
revolutionary	0.635	0.887	0.824	革命性的
revolutionize	0.684	0.816	0.904	徹底改變
revolve	0.592	0.546	0.402	圍繞
revolver	0.194	0.796	0.750	左輪手槍
revolving	0.602	0.570	0.580	旋轉
revue	0.594	0.350	0.420	評論
revulsion	0.104	0.765	0.343	反感
revving	0.604	0.875	0.879	加速
reward	0.948	0.694	0.783	報酬
rewarding	0.958	0.637	0.783	有回報的
rewind	0.460	0.551	0.431	倒帶
rewire	0.365	0.462	0.406	重新佈線
rewrite	0.490	0.500	0.434	改寫
rhapsody	0.708	0.490	0.460	狂想曲
rhetoric	0.417	0.429	0.504	修辭
rhetorical	0.417	0.569	0.635	修辭的
rheumatism	0.219	0.472	0.418	風濕病
rhinestone	0.531	0.551	0.408	水鑽
rhino	0.531	0.549	0.555	犀牛
rhinoceros	0.556	0.656	0.569	犀牛
rhubarb	0.582	0.304	0.340	大黃
rhyme	0.667	0.249	0.481	韻
rhyming	0.729	0.410	0.500	押韻
rhythm	0.771	0.759	0.573	韻律
rhythmic	0.714	0.642	0.664	有節奏的
rhythmical	0.844	0.694	0.632	有節奏的
rib	0.490	0.349	0.351	肋骨
ribbed	0.365	0.378	0.409	羅紋
ribbon	0.719	0.288	0.357	絲帶
rice	0.667	0.208	0.330	白飯
rich	0.882	0.627	0.905	富有的
riches	0.958	0.694	0.880	富有
richness	0.896	0.833	0.922	豐富
rick	0.459	0.420	0.444	瑞克
rickety	0.224	0.402	0.241	搖搖晃晃
rickshaw	0.438	0.594	0.402	黃包車
ricochet	0.287	0.618	0.430	彈跳
rid	0.194	0.408	0.327	擺脫
riddance	0.323	0.562	0.472	擺脫
riddle	0.521	0.583	0.543	謎語
riddled	0.281	0.861	0.422	千瘡百孔
ride	0.806	0.465	0.472	騎
rider	0.635	0.627	0.574	騎士
ridge	0.484	0.402	0.349	嶺
ridicule	0.143	0.745	0.255	嘲笑
ridiculed	0.112	0.806	0.212	被嘲笑
ridiculous	0.159	0.594	0.245	荒謬的
riding	0.694	0.654	0.620	騎術
rife	0.570	0.561	0.692	盛行
riff	0.521	0.551	0.343	即興演奏
riffraff	0.360	0.404	0.397	即興演奏
rifle	0.329	0.900	0.718	步槍
rifleman	0.245	0.863	0.767	步槍手
rifles	0.337	0.864	0.765	步槍
rift	0.246	0.519	0.289	裂痕
rig	0.542	0.382	0.746	鑽機
rigged	0.188	0.510	0.412	被操縱
rigging	0.510	0.518	0.440	索具
right	0.740	0.352	0.710	正確的
righteous	0.823	0.385	0.790	正義
righteousness	0.802	0.660	0.897	義
rightful	0.837	0.358	0.821	正當的
rightly	0.740	0.471	0.782	正確地
righty	0.750	0.314	0.786	右傾
rigid	0.357	0.552	0.591	死板的
rigidity	0.198	0.530	0.726	剛性
rigor	0.375	0.745	0.713	嚴格
rigorous	0.438	0.818	0.847	嚴格的
rim	0.510	0.397	0.302	輪緣
rind	0.542	0.280	0.491	果皮
ring	0.677	0.427	0.464	戒指
ringer	0.573	0.604	0.347	鈴聲
ringing	0.724	0.598	0.693	鈴聲
ringleader	0.520	0.550	0.640	頭目
ringmaster	0.630	0.622	0.732	領班
ringside	0.500	0.644	0.411	馬戲團
rink	0.551	0.392	0.392	溜冰場
rinse	0.663	0.168	0.409	沖洗
riot	0.061	0.946	0.586	暴動
rioting	0.156	0.949	0.560	暴動
riotous	0.163	0.837	0.588	暴亂的
riots	0.099	0.882	0.564	騷亂
rip	0.146	0.676	0.365	撕裂
riparian	0.552	0.408	0.412	河岸
ripe	0.671	0.337	0.670	成熟
ripen	0.755	0.373	0.671	熟
ripening	0.615	0.490	0.759	成熟
ripper	0.219	0.887	0.642	開膛手
ripple	0.500	0.453	0.370	波紋
rippling	0.500	0.480	0.327	蕩漾
rise	0.667	0.593	0.745	上升
rising	0.750	0.602	0.696	上升
risk	0.240	0.816	0.438	風險
risky	0.224	0.922	0.700	有風險
risotto	0.802	0.454	0.234	燴飯
rite	0.378	0.570	0.606	儀式
ritual	0.375	0.520	0.508	儀式
ritualistic	0.450	0.583	0.540	儀式性的
rival	0.286	0.605	0.574	對手
rivalry	0.192	0.765	0.538	對抗
river	0.688	0.392	0.605	河
riverbank	0.684	0.300	0.330	河岸
riverbed	0.610	0.233	0.421	河床
riverboat	0.561	0.347	0.462	河船
rivet	0.458	0.306	0.405	鉚釘
riveted	0.385	0.439	0.443	鉚接
riveting	0.448	0.544	0.394	鉚
roach	0.146	0.598	0.259	蟑螂
road	0.656	0.404	0.404	路
roadblock	0.337	0.669	0.490	路障
roadhouse	0.500	0.620	0.458	客棧
roadie	0.500	0.566	0.455	路人
roadrage	0.458	0.567	0.565	路怒
roadrunner	0.490	0.702	0.590	跑路者
roads	0.677	0.448	0.496	道路
roadside	0.500	0.569	0.472	路邊
roadster	0.531	0.622	0.473	跑車
roadtrip	0.677	0.596	0.519	自駕游
roadway	0.562	0.206	0.509	巷道
roadworks	0.562	0.538	0.509	道路工程
roam	0.510	0.550	0.444	漫遊
roar	0.427	0.816	0.675	怒吼
roaring	0.449	0.817	0.634	咆哮
roast	0.521	0.541	0.311	烤
roasted	0.615	0.520	0.339	烤
rob	0.112	0.840	0.500	搶
robber	0.135	0.772	0.481	強盜
robbery	0.133	0.843	0.435	搶劫
robe	0.594	0.216	0.298	長袍
robin	0.552	0.363	0.393	知更鳥
robot	0.441	0.337	0.543	機器人
robotic	0.417	0.602	0.657	機器人
robotics	0.592	0.600	0.763	機器人技術
robust	0.667	0.604	0.719	強大的
roc	0.427	0.510	0.415	鵬
rock	0.623	0.236	0.557	岩石
rocker	0.615	0.704	0.625	搖桿
rocket	0.664	0.824	0.774	火箭
rocks	0.365	0.209	0.543	岩石
rod	0.479	0.319	0.355	竿
rodent	0.323	0.577	0.279	囓齒動物
rodeo	0.490	0.676	0.588	牛仔競技表演
roe	0.490	0.382	0.398	魚子
rogue	0.334	0.713	0.636	流氓
role	0.552	0.260	0.464	角色
roll	0.469	0.510	0.172	卷
roller	0.521	0.394	0.345	滾筒
rollercoaster	0.802	0.910	0.651	過山車
rollers	0.490	0.365	0.336	滾筒
rollicking	0.878	0.806	0.552	嬉鬧
rolling	0.510	0.606	0.321	滾動
roman	0.615	0.475	0.639	羅馬的
romance	0.980	0.682	0.587	浪漫
romantic	0.936	0.531	0.598	浪漫的
romanticism	0.854	0.521	0.593	浪漫主義
romp	0.610	0.640	0.417	歡蹦亂跳
roof	0.602	0.226	0.342	屋頂
rooftop	0.571	0.471	0.461	屋頂
rook	0.380	0.400	0.510	車
rookie	0.583	0.370	0.198	菜鳥
room	0.729	0.283	0.445	房間
roomful	0.786	0.425	0.634	滿屋子
roommate	0.750	0.481	0.480	室友
rooms	0.677	0.241	0.386	房間
roomy	0.760	0.342	0.736	寬敞
roost	0.500	0.410	0.345	棲息
rooster	0.459	0.385	0.275	公雞
root	0.602	0.279	0.508	根
root beer	0.582	0.520	0.415	根啤酒
rooted	0.510	0.527	0.718	根
rope	0.385	0.280	0.345	繩索
ropes	0.458	0.304	0.402	繩索
rosary	0.806	0.140	0.430	念珠
rose	0.865	0.276	0.386	玫瑰
rosemary	0.688	0.381	0.425	迷迭香
rosette	0.469	0.410	0.310	花環
roster	0.531	0.306	0.381	名冊
rosy	0.940	0.528	0.755	紅潤
rot	0.031	0.558	0.301	腐爛
rota	0.320	0.462	0.209	輪值
rotary	0.573	0.462	0.528	旋轉
rotate	0.458	0.470	0.492	旋轉
rotation	0.670	0.520	0.550	迴轉
rote	0.561	0.481	0.696	死記硬背
rotor	0.500	0.458	0.404	轉子
rotten	0.104	0.590	0.327	爛
rotting	0.188	0.462	0.255	腐爛
rotunda	0.500	0.464	0.393	圓形大廳
rouge	0.562	0.400	0.382	胭脂
rough	0.406	0.794	0.632	粗糙的
roughly	0.448	0.539	0.463	大致
roughneck	0.323	0.640	0.491	粗野
roughness	0.214	0.578	0.490	粗糙度
roulette	0.326	0.690	0.422	輪盤賭
round	0.552	0.434	0.311	圓形的
roundabout	0.490	0.425	0.495	迂迴
rounded	0.592	0.391	0.396	圓形
roundup	0.520	0.580	0.474	圍捕
rouse	0.521	0.490	0.463	喚醒
rouser	0.480	0.540	0.423	喚醒者
rousing	0.714	0.517	0.692	激動人心的
rout	0.163	0.625	0.233	潰敗
route	0.583	0.353	0.518	路線
routine	0.365	0.219	0.333	常規
rove	0.457	0.400	0.400	漫遊
rover	0.510	0.538	0.421	漫遊者
roving	0.583	0.442	0.491	粗紗
row	0.427	0.275	0.406	排
rowboat	0.455	0.393	0.353	划艇
rowdy	0.255	0.900	0.518	吵鬧
rowing	0.458	0.443	0.467	划船
royal	0.796	0.430	0.759	皇家
royalty	0.832	0.571	0.833	版稅
rub	0.521	0.565	0.400	擦
rubber	0.460	0.217	0.315	橡膠
rubbers	0.604	0.360	0.414	橡膠
rubbing	0.406	0.569	0.440	擦
rubbish	0.198	0.454	0.164	垃圾
rubble	0.308	0.509	0.289	瓦礫
rubdown	0.561	0.491	0.404	擦下來
rubric	0.427	0.260	0.500	專欄
ruby	0.663	0.408	0.544	紅寶石
ruckus	0.271	0.706	0.411	騷動
rudder	0.439	0.469	0.509	舵
ruddy	0.490	0.630	0.395	紅潤
rude	0.061	0.821	0.402	無禮
rudeness	0.280	0.819	0.692	粗魯
rudimentary	0.286	0.321	0.509	初級的
rudiments	0.385	0.520	0.373	雛形
rue	0.323	0.394	0.246	後悔
rueful	0.173	0.429	0.225	後悔的
ruff	0.365	0.510	0.375	領口
ruffian	0.130	0.824	0.463	痞子
ruffle	0.443	0.561	0.518	褶邊
rug	0.520	0.240	0.245	小地毯
rugby	0.677	0.820	0.708	橄欖球
rugged	0.561	0.569	0.793	崎嶇
ruin	0.125	0.588	0.192	廢墟
ruination	0.184	0.582	0.209	毀滅
ruined	0.135	0.564	0.194	毀了
ruinous	0.255	0.690	0.275	毀滅性的
ruins	0.250	0.490	0.248	廢墟
rule	0.567	0.427	0.593	規則
ruler	0.440	0.400	0.631	統治者
ruling	0.177	0.566	0.410	裁決
rum	0.561	0.377	0.451	朗姆酒
rumba	0.781	0.827	0.615	倫巴
rumble	0.367	0.745	0.613	隆隆
rummage	0.243	0.615	0.289	臨檢
rumor	0.255	0.582	0.282	謠言
rumored	0.427	0.604	0.318	傳聞
rump	0.449	0.425	0.396	臀部
rumpus	0.448	0.531	0.422	鬧劇
run	0.542	0.787	0.543	跑
runaround	0.448	0.519	0.349	跑來跑去
runaway	0.271	0.770	0.402	逃跑
rundown	0.520	0.296	0.465	撞倒
runes	0.438	0.300	0.304	符文
rung	0.510	0.355	0.368	梯級
runner	0.459	0.747	0.632	賽跑者
running	0.730	0.858	0.442	跑步
running shoes	0.653	0.573	0.491	跑鞋
runny	0.540	0.439	0.325	流鼻涕
runt	0.370	0.500	0.445	矮個子
runway	0.585	0.373	0.406	跑道
rupture	0.125	0.633	0.430	破裂
rural	0.562	0.245	0.408	鄉村的
ruse	0.531	0.640	0.546	詭計
rush	0.406	0.809	0.546	匆忙
rushing	0.398	0.821	0.529	衝
rust	0.281	0.265	0.321	銹
rusted	0.286	0.357	0.302	生鏽
rustic	0.369	0.657	0.491	鄉村
rustle	0.333	0.538	0.394	沙沙
rustler	0.281	0.830	0.429	竊賊
rusty	0.271	0.345	0.231	生鏽的
rut	0.333	0.310	0.392	發情
ruth	0.469	0.427	0.444	露絲
ruthless	0.208	0.850	0.670	無情
rye	0.490	0.298	0.411	黑麥
sabbatical	0.771	0.240	0.427	休假
saber	0.551	0.620	0.553	軍刀
sable	0.449	0.596	0.500	黑貂
sabotage	0.135	0.906	0.500	破壞
saboteur	0.250	0.804	0.407	破壞者
sac	0.344	0.245	0.226	囊
sack	0.385	0.337	0.264	解僱
sacrament	0.690	0.316	0.700	聖餐
sacred	0.833	0.375	0.862	神聖
sacrifice	0.208	0.833	0.534	犧牲
sacrifices	0.281	0.717	0.538	犧牲
sacrificial	0.198	0.755	0.452	犧牲的
sacrilege	0.281	0.708	0.491	褻瀆神明
sacrilegious	0.146	0.736	0.449	褻瀆神明的
sad	0.225	0.333	0.149	傷心
sadday	0.520	0.418	0.411	不開心的一天
saddens	0.104	0.436	0.144	悲傷的
saddle	0.510	0.509	0.306	鞍
sadist	0.042	0.918	0.500	虐待狂
sadistic	0.031	0.906	0.618	虐待狂
sadly	0.047	0.255	0.216	可悲的是
sadness	0.052	0.288	0.164	悲傷
safari	0.663	0.673	0.640	蘋果瀏覽器
safe	0.898	0.306	0.759	安全的
safeguard	0.786	0.624	0.700	保障
safekeeping	0.653	0.510	0.586	保管
safety	0.708	0.491	0.868	安全
saffron	0.443	0.373	0.349	藏紅花
sag	0.153	0.578	0.445	下垂
saga	0.635	0.440	0.600	傳奇
sage	0.781	0.327	0.693	智者
saggy	0.370	0.429	0.300	下垂的
sail	0.615	0.220	0.325	帆
sailboat	0.719	0.392	0.381	帆船
sailing	0.667	0.520	0.500	航行
sailor	0.500	0.588	0.500	水手
saint	0.812	0.240	0.693	聖
sainted	0.708	0.296	0.676	聖潔的
saintly	0.865	0.286	0.591	聖潔的
sake	0.490	0.573	0.407	清酒
salad	0.750	0.260	0.307	沙拉
salamander	0.410	0.362	0.309	蠑
salami	0.667	0.360	0.339	薩拉米
salary	0.786	0.480	0.652	薪水
sale	0.647	0.602	0.573	銷售
salesgirl	0.582	0.490	0.605	女售貨員
salesman	0.643	0.559	0.664	推銷員
salient	0.600	0.573	0.702	突出的
saline	0.430	0.340	0.385	鹽水
saliva	0.214	0.265	0.236	唾液
sally	0.604	0.390	0.451	莎莉
salmon	0.760	0.250	0.444	三文魚
salmonella	0.167	0.608	0.312	沙門氏菌
salon	0.531	0.296	0.463	沙龍
saloon	0.630	0.300	0.364	沙龍
salsa	0.742	0.500	0.370	莎莎醬
salt	0.323	0.312	0.306	鹽
salted	0.333	0.400	0.304	鹽漬的
saltwater	0.327	0.330	0.364	鹽水
salty	0.388	0.531	0.288	咸
salutary	0.885	0.360	0.686	有益的
salutation	0.878	0.417	0.500	稱呼
salute	0.833	0.542	0.681	禮炮
salvage	0.622	0.510	0.832	打撈
salvation	0.857	0.480	0.800	救恩
salve	0.612	0.390	0.500	藥膏
samba	0.781	0.740	0.465	桑巴
sameness	0.531	0.330	0.484	同一性
sample	0.521	0.187	0.452	樣本
samurai	0.562	0.736	0.838	武士
sanatorium	0.469	0.490	0.491	療養院
sanctification	0.770	0.431	0.816	成聖
sanctified	0.792	0.240	0.612	成聖
sanctify	0.673	0.443	0.783	成聖
sanctimonious	0.240	0.365	0.327	道貌岸然的
sanction	0.201	0.750	0.517	制裁
sanctioned	0.323	0.696	0.391	受制裁的
sanctity	0.771	0.330	0.628	聖潔
sanctuary	0.863	0.226	0.575	避難所
sanctum	0.521	0.438	0.657	聖所
sand	0.582	0.279	0.304	沙
sandal	0.490	0.283	0.333	涼鞋
sandbox	0.573	0.274	0.264	沙盒
sander	0.438	0.580	0.445	砂光機
sandman	0.479	0.469	0.388	沙人
sandpaper	0.417	0.425	0.404	砂紙
sands	0.646	0.304	0.377	金沙
sandstorm	0.324	0.821	0.629	沙暴
sandwich	0.672	0.314	0.310	三明治
sandy	0.406	0.265	0.296	沙
sane	0.760	0.235	0.670	理智的
sanguine	0.520	0.560	0.545	樂觀
sanitarium	0.448	0.645	0.570	療養院
sanitary	0.458	0.320	0.425	衛生
sanitation	0.742	0.312	0.500	衛生
sanity	0.667	0.333	0.655	理智
sans	0.459	0.294	0.246	無
santa	0.735	0.286	0.509	聖誕老人
sap	0.470	0.298	0.258	樹液
sapiens	0.480	0.453	0.584	智人
sapphire	0.770	0.472	0.651	藍寶石
sappy	0.583	0.469	0.330	悶悶不樂的
sarcasm	0.125	0.685	0.346	諷刺
sarcastic	0.397	0.781	0.298	諷刺的
sarcoma	0.260	0.519	0.402	肉瘤
sarcophagus	0.271	0.561	0.435	石棺
sardine	0.541	0.236	0.236	沙丁魚
sardonic	0.208	0.679	0.446	諷刺的
sarsaparilla	0.542	0.488	0.345	菝葜
sash	0.480	0.298	0.333	窗扇
sashimi	0.704	0.310	0.359	生魚片
sassafras	0.469	0.388	0.471	黃樟
sassy	0.271	0.704	0.320	時髦的
satanic	0.062	0.843	0.720	撒旦的
satchel	0.521	0.306	0.345	書包
sate	0.667	0.400	0.472	滿足
satellite	0.562	0.409	0.764	衛星
satin	0.519	0.396	0.481	緞
satire	0.458	0.655	0.472	諷刺
satirical	0.323	0.615	0.538	諷刺的
satisfaction	0.939	0.637	0.673	滿意
satisfactorily	0.765	0.570	0.802	令人滿意
satisfactory	0.959	0.569	0.702	滿意的
satisfied	0.959	0.510	0.685	使滿意
satisfy	0.867	0.790	0.705	滿足
satisfying	0.890	0.606	0.814	令人滿意的
saturate	0.281	0.680	0.467	飽和
saturated	0.474	0.700	0.442	飽和的
saturation	0.255	0.582	0.583	飽和
satyr	0.280	0.639	0.500	色狼
sauce	0.562	0.515	0.288	醬
saucepan	0.347	0.264	0.321	平底鍋
saucer	0.510	0.327	0.337	碟子
saucy	0.250	0.653	0.391	俏皮
sauerkraut	0.531	0.454	0.336	酸菜
sauna	0.781	0.350	0.455	桑拿
sausage	0.542	0.429	0.300	香腸
savage	0.204	0.931	0.605	野蠻的
savagery	0.219	0.907	0.711	野蠻
savanna	0.606	0.147	0.394	稀樹草原
savannah	0.729	0.212	0.309	薩凡納
savant	0.781	0.451	0.818	學者
save	0.770	0.439	0.682	節省
saver	0.745	0.382	0.802	儲蓄者
saving	0.663	0.230	0.621	保存
savings	0.776	0.431	0.608	儲蓄
savior	0.920	0.469	0.804	救主
savor	0.827	0.552	0.526	品嚐
savory	0.812	0.717	0.619	鹹味的
savvy	0.719	0.520	0.706	精明的
saw	0.316	0.541	0.518	鋸
sawdust	0.398	0.279	0.241	鋸末
sawmill	0.427	0.378	0.434	鋸木廠
sax	0.573	0.465	0.409	薩克斯
saxophone	0.688	0.444	0.482	薩克斯管
say	0.571	0.310	0.482	說
sayonara	0.560	0.398	0.402	再見
scab	0.354	0.330	0.272	痂
scabbard	0.325	0.219	0.217	刀鞘
scaffold	0.480	0.500	0.336	腳手架
scaffolding	0.496	0.366	0.545	腳手架
scalding	0.271	0.540	0.381	燙
scale	0.310	0.350	0.577	規模
scales	0.439	0.330	0.491	秤
scallop	0.490	0.363	0.331	扇貝
scalp	0.347	0.346	0.302	頭皮
scalpel	0.302	0.700	0.482	解剖刀
scaly	0.281	0.481	0.358	鱗片狀的
scam	0.042	0.745	0.418	騙局
scamp	0.458	0.464	0.371	惡棍
scampi	0.531	0.448	0.224	蝦皮
scan	0.479	0.423	0.470	掃描
scandal	0.122	0.821	0.557	醜聞
scandalous	0.135	0.907	0.556	醜聞
scanner	0.531	0.356	0.567	掃描器
scanty	0.287	0.333	0.127	稀少
scape	0.290	0.625	0.536	景觀
scapegoat	0.184	0.685	0.481	替罪羊
scar	0.146	0.500	0.397	瘢痕
scarab	0.406	0.458	0.267	聖甲蟲
scarce	0.292	0.324	0.218	稀缺
scarcely	0.082	0.412	0.160	幾乎沒有
scarcity	0.167	0.500	0.182	缺乏
scare	0.122	0.910	0.264	嚇
scarecrow	0.219	0.274	0.349	稻草人
scared	0.146	0.828	0.185	害怕的
scares	0.122	0.847	0.386	恐慌
scarf	0.750	0.224	0.224	圍巾
scarier	0.156	0.846	0.472	更可怕的
scariest	0.167	0.863	0.538	最可怕的
scarlet	0.507	0.390	0.411	猩紅
scary	0.062	0.952	0.528	害怕
scat	0.337	0.548	0.409	糞便
scatter	0.229	0.620	0.404	分散
scattered	0.208	0.380	0.238	疏散
scattering	0.347	0.550	0.394	散射
scavenger	0.177	0.578	0.408	清道夫
scenario	0.667	0.510	0.683	設想
scene	0.570	0.340	0.578	場景
scenery	0.745	0.253	0.592	風景
scenic	0.684	0.548	0.756	風景優美
scent	0.633	0.410	0.491	香味
scented	0.865	0.509	0.431	有香味的
scepter	0.630	0.300	0.670	權杖
sceptical	0.214	0.387	0.466	持懷疑態度
scepticism	0.292	0.444	0.550	懷疑論
schadenfreude	0.354	0.640	0.463	幸災樂禍
schedule	0.510	0.380	0.480	日程
schematic	0.490	0.284	0.647	示意圖
scheme	0.521	0.269	0.577	方案
schilling	0.367	0.410	0.418	先令
schism	0.280	0.569	0.386	分裂
schizophrenia	0.092	0.880	0.435	精神分裂症
schizophrenic	0.102	0.958	0.433	精神分裂症
schlep	0.302	0.426	0.382	拖帶
schmuck	0.363	0.412	0.375	笨蛋
schnapps	0.583	0.567	0.417	烈酒
schnitzel	0.365	0.430	0.382	肉片
scholar	0.694	0.421	0.731	學者
scholarly	0.750	0.466	0.709	學術的
scholarship	0.866	0.490	0.625	獎學金
scholastic	0.500	0.470	0.491	學業
school	0.765	0.423	0.633	學校
schoolboy	0.623	0.385	0.441	男生
schoolgirl	0.760	0.521	0.415	女學生
schoolhouse	0.602	0.407	0.672	校舍
schooling	0.582	0.462	0.640	上學
schoolmaster	0.667	0.368	0.852	校長
schoolteacher	0.521	0.380	0.632	教師
schoolwork	0.479	0.500	0.481	學校工作
schoolyard	0.684	0.529	0.440	校園
schooner	0.635	0.408	0.427	大篷車
sciatica	0.286	0.443	0.393	坐骨神經痛
science	0.588	0.429	0.741	科學
scientific	0.653	0.510	0.836	科學的
scientist	0.562	0.500	0.790	科學家
scifi	0.592	0.570	0.394	科幻
scintilla	0.476	0.528	0.385	閃爍
scintillating	0.650	0.736	0.612	閃爍的
scintillation	0.576	0.579	0.573	閃爍
scintillator	0.583	0.670	0.510	閃爍體
scion	0.490	0.380	0.451	接穗
scissors	0.458	0.462	0.302	剪刀
scoff	0.125	0.686	0.306	嘲笑
scold	0.194	0.755	0.626	罵
scolding	0.071	0.833	0.417	罵
scone	0.418	0.287	0.229	烤餅
scoop	0.583	0.543	0.640	舀
scoot	0.510	0.490	0.412	溜走
scooter	0.510	0.587	0.371	小型摩托車
scope	0.656	0.386	0.718	範圍
scorch	0.214	0.689	0.491	燒焦
scorching	0.406	0.635	0.464	灼熱
score	0.670	0.388	0.589	分數
scoreboard	0.667	0.484	0.472	記分牌
scorer	0.730	0.608	0.764	得分手
scores	0.594	0.469	0.629	分數
scorn	0.110	0.721	0.356	輕蔑
scorned	0.062	0.529	0.226	鄙視
scornful	0.173	0.608	0.368	輕蔑的
scorpion	0.198	0.745	0.600	蠍
scotch	0.578	0.520	0.615	蘇格蘭人
scoundrel	0.094	0.740	0.412	惡棍
scour	0.388	0.602	0.632	沖刷
scourge	0.214	0.640	0.302	禍害
scout	0.656	0.611	0.763	偵察
scowl	0.302	0.600	0.413	皺眉頭
scrabble	0.625	0.412	0.399	拼字遊戲
scram	0.306	0.485	0.409	急停
scramble	0.469	0.744	0.500	爭奪
scrambled	0.451	0.535	0.539	炒的
scrambler	0.417	0.550	0.444	擾碼器
scrambling	0.421	0.810	0.731	加擾
scrap	0.156	0.339	0.173	廢料
scrapbook	0.562	0.274	0.432	剪貼簿
scrape	0.365	0.615	0.384	刮
scrapie	0.306	0.706	0.231	刮痧
scraping	0.265	0.479	0.305	刮
scrappy	0.301	0.375	0.406	鬥志昂揚
scratch	0.276	0.625	0.270	刮
scratchy	0.235	0.610	0.436	沙啞的
scrawny	0.276	0.422	0.245	骨瘦如柴
scream	0.188	0.863	0.594	尖叫
screamer	0.156	0.670	0.392	尖叫者
screaming	0.245	0.901	0.460	尖叫
screech	0.214	0.802	0.306	尖叫
screen	0.670	0.300	0.417	屏幕
screening	0.562	0.570	0.709	篩選
screenplay	0.500	0.406	0.518	劇本
screenwriter	0.571	0.500	0.712	編劇
screw	0.385	0.460	0.377	擰緊
screwball	0.271	0.680	0.505	怪僻
screwdriver	0.520	0.519	0.439	螺絲刀
