English Word	Valence	Arousal	Dominance	Bulgarian Word
questionnaire	0.385	0.327	0.606	въпросник
queue	0.458	0.344	0.365	опашка
queues	0.385	0.479	0.269	опашки
quibble	0.312	0.685	0.466	примамка
quiche	0.500	0.456	0.396	киш
quick	0.704	0.755	0.750	бързо
quicken	0.686	0.750	0.799	ускорявам
quickie	0.600	0.700	0.431	бързо
quickly	0.784	0.850	0.636	бързо
quickness	0.774	0.635	0.740	бързина
quicksand	0.219	0.740	0.508	плаващи пясъци
quicksilver	0.417	0.441	0.529	живо сребро
quid	0.479	0.378	0.327	£
quiescent	0.500	0.160	0.305	неподвижен
quiet	0.792	0.105	0.431	тихо
quietly	0.561	0.125	0.321	тихо
quill	0.521	0.216	0.263	перо
quilt	0.643	0.123	0.226	юрган
quince	0.557	0.368	0.474	дюля
quinine	0.418	0.461	0.375	хинин
quintet	0.560	0.560	0.500	квинтет
quirk	0.490	0.384	0.618	странност
quirky	0.708	0.373	0.564	странно
quit	0.469	0.559	0.488	напусни
quits	0.229	0.480	0.352	напуска
quitter	0.260	0.460	0.321	отказващ се
quiver	0.320	0.452	0.335	колчан
quivering	0.407	0.776	0.342	треперене
quiz	0.462	0.610	0.527	викторина
quorum	0.615	0.544	0.602	кворум
quota	0.427	0.410	0.400	квота
quotation	0.796	0.590	0.461	цитат
quote	0.680	0.550	0.430	цитат
quotes	0.625	0.578	0.520	кавички
quotient	0.615	0.290	0.580	коефициент
rabbi	0.459	0.362	0.723	равин
rabbit	0.685	0.330	0.241	заек
rabble	0.184	0.602	0.292	тълпа
rabid	0.089	0.827	0.454	бесен
rabies	0.115	0.750	0.382	бяс
raccoon	0.541	0.435	0.320	миеща мечка
race	0.592	0.426	0.658	раса
racehorse	0.719	0.702	0.600	състезателен кон
racer	0.480	0.631	0.678	състезател
racetrack	0.708	0.808	0.624	състезателна писта
racial	0.292	0.519	0.513	расов
racism	0.122	0.673	0.487	расизъм
racist	0.061	0.673	0.482	расист
rack	0.385	0.373	0.409	багажник
racket	0.520	0.356	0.352	рекет
racketeering	0.167	0.877	0.697	рекет
racking	0.411	0.442	0.375	стелажи
racquetball	0.582	0.667	0.444	ракетбол
racy	0.427	0.566	0.390	колоритен
radar	0.521	0.615	0.579	радар
radial	0.439	0.404	0.500	радиална
radiance	0.796	0.625	0.719	излъчване
radiant	0.888	0.717	0.791	сияен
radiate	0.719	0.735	0.738	излъчвам
radiation	0.167	0.741	0.536	радиация
radiator	0.385	0.452	0.475	радиатор
radical	0.500	0.792	0.811	радикален
radically	0.552	0.731	0.715	радикално
radio	0.573	0.402	0.358	радио
radioactive	0.190	0.798	0.741	радиоактивен
radioactivity	0.240	0.910	0.696	радиоактивност
radiograph	0.561	0.490	0.491	радиография
radiography	0.469	0.614	0.543	радиография
radiologist	0.490	0.423	0.634	рентгенолог
radiology	0.459	0.460	0.574	радиология
radish	0.500	0.316	0.398	репичка
radium	0.469	0.360	0.517	радий
radius	0.521	0.324	0.500	радиус
radon	0.323	0.418	0.375	радон
raffle	0.640	0.510	0.454	томбола
raft	0.510	0.229	0.228	сал
rag	0.255	0.226	0.180	парцал
rage	0.082	0.888	0.658	ярост
ragemode	0.363	0.663	0.454	режим на ярост
ragetweet	0.398	0.551	0.431	ragetweet
ragged	0.198	0.519	0.226	дрипав
raggedy	0.198	0.531	0.314	дрипав
raging	0.219	0.927	0.598	бушуващ
rags	0.434	0.309	0.198	парцали
ragtime	0.469	0.602	0.398	рагтайм
raid	0.350	0.726	0.560	нападение
raider	0.302	0.860	0.525	нападател
rail	0.470	0.500	0.526	релса
railing	0.551	0.298	0.440	парапет
railroad	0.591	0.592	0.500	железопътна линия
railway	0.613	0.615	0.623	железопътна линия
raiment	0.667	0.402	0.377	облекло
rain	0.542	0.388	0.330	дъжд
rainbow	0.878	0.350	0.462	дъга
rainbow trout	0.700	0.462	0.330	дъгова пъстърва
rainbows	0.875	0.517	0.402	дъги
raincoat	0.458	0.300	0.525	дъждобран
raindrops	0.698	0.337	0.311	дъждовни капки
rainfall	0.604	0.314	0.378	валежи
rainforest	0.612	0.375	0.398	тропическа гора
rainmaker	0.448	0.509	0.544	дъждовник
rainstorm	0.392	0.535	0.377	дъждовна буря
rainy	0.610	0.451	0.433	дъждовно
rainyday	0.520	0.380	0.315	дъждовен ден
raise	0.885	0.685	0.765	повишавам
raised	0.656	0.326	0.643	повдигнати
raisin	0.594	0.235	0.246	стафиди
raising	0.735	0.519	0.643	повдигане
rake	0.410	0.286	0.314	рейк
rally	0.612	0.680	0.554	рали
ram	0.406	0.452	0.388	овен
ramble	0.615	0.464	0.440	бродя
rambling	0.448	0.510	0.528	блъскане
ramp	0.490	0.517	0.357	рампа
rampage	0.240	0.875	0.509	вилнеене
rampant	0.490	0.788	0.526	необуздана
rampart	0.322	0.520	0.538	укрепление
ramrod	0.406	0.408	0.349	шомпол
ranch	0.357	0.420	0.409	ранчо
rancher	0.510	0.520	0.543	животновъд
rancid	0.156	0.451	0.214	гранясал
random	0.490	0.520	0.321	случаен
randomly	0.410	0.594	0.302	на случаен принцип
randomness	0.418	0.449	0.433	произволност
randy	0.490	0.394	0.481	ранди
range	0.490	0.472	0.615	диапазон
ranger	0.526	0.545	0.705	рейнджър
rank	0.531	0.380	0.686	ранг
ranking	0.540	0.592	0.680	класиране
ransom	0.582	0.800	0.565	откуп
rant	0.219	0.774	0.482	бълнувам
ranting	0.181	0.755	0.500	ръкогласие
rap	0.604	0.575	0.464	рап
rape	0.062	0.856	0.527	изнасилване
rapid	0.667	0.788	0.768	бърз
rapidity	0.667	0.798	0.806	бързина
rapids	0.573	0.817	0.788	бързеи
rapist	0.062	0.906	0.571	изнасилвач
rapper	0.550	0.755	0.482	рапър
rapping	0.565	0.716	0.417	рапиране
rapport	0.771	0.664	0.567	разбирателство
rapt	0.521	0.736	0.510	увлечен
raptor	0.270	0.773	0.612	граблива птица
raptors	0.280	0.565	0.591	грабливи птици
rapture	0.439	0.883	0.567	възторг
rare	0.396	0.413	0.236	редки
rarely	0.408	0.367	0.366	Рядко
rarity	0.646	0.548	0.364	рядкост
rascal	0.169	0.706	0.445	негодник
rash	0.219	0.820	0.491	обрив
raspberries	0.802	0.278	0.333	малини
raspberry	0.735	0.336	0.291	малина
rat	0.271	0.567	0.255	плъх
ratchet	0.449	0.520	0.343	тресчотка
rate	0.521	0.297	0.407	процент
ratification	0.653	0.577	0.609	ратификация
ratify	0.750	0.462	0.716	ратифицирам
rating	0.663	0.679	0.637	рейтинг
ratio	0.560	0.461	0.741	съотношение
ration	0.521	0.346	0.390	дажба
rational	0.775	0.347	0.632	рационален
rationale	0.656	0.400	0.815	обосновка
rationalism	0.562	0.500	0.676	рационализъм
rationality	0.633	0.510	0.767	рационалност
rationalize	0.633	0.400	0.746	рационализирам
rationing	0.396	0.404	0.540	нормиране
rattan	0.434	0.334	0.377	ратан
rattle	0.490	0.429	0.268	дрънкалка
rattled	0.354	0.641	0.330	дрънкаше
rattler	0.396	0.730	0.455	дрънкалка
rattlesnake	0.188	0.803	0.613	гърмяща змия
ratty	0.354	0.450	0.358	плъх
raucous	0.316	0.740	0.538	хриплив
ravage	0.214	0.755	0.575	опустошавам
rave	0.490	0.637	0.420	бълнувам
raven	0.479	0.446	0.426	гарван
ravenous	0.406	0.700	0.509	ненаситни
ravine	0.354	0.673	0.413	дере
raving	0.312	0.764	0.358	бълнувам
ravioli	0.656	0.281	0.308	равиоли
ravishing	0.745	0.833	0.830	възхитителен
raw	0.143	0.349	0.342	суров
rawhide	0.292	0.360	0.327	сурова кожа
rawr	0.457	0.635	0.406	суров
ray	0.550	0.670	0.538	лъч
razor	0.260	0.610	0.481	самобръсначка
reach	0.719	0.625	0.690	достигнат
react	0.500	0.716	0.717	реагират
reaction	0.470	0.811	0.706	реакция
reactionary	0.406	0.573	0.690	реакционен
reactive	0.434	0.817	0.721	реактивен
reactor	0.438	0.794	0.772	реактор
read	0.740	0.283	0.611	Прочети
reader	0.776	0.224	0.602	читател
readership	0.698	0.306	0.422	читателска аудитория
readily	0.740	0.290	0.547	с готовност
readiness	0.708	0.531	0.700	готовност
reading	0.781	0.183	0.415	четене
readjustment	0.560	0.563	0.510	пренастройка
readout	0.590	0.250	0.518	чети на глас
ready	0.770	0.388	0.648	готов
readytogo	0.667	0.654	0.578	готов да тръгвам
reaffirm	0.750	0.559	0.654	потвърждавам отново
reagent	0.385	0.698	0.642	реагент
real	0.719	0.510	0.717	истински
realism	0.740	0.545	0.670	реализъм
realist	0.720	0.572	0.809	реалист
realistic	0.700	0.520	0.783	реалистичен
reality	0.786	0.365	0.787	реалност
realization	0.554	0.510	0.836	реализация
realize	0.757	0.462	0.647	осъзнавам
realm	0.708	0.509	0.878	царство
realtor	0.429	0.471	0.582	брокер
realty	0.633	0.471	0.648	недвижими имоти
ream	0.490	0.173	0.346	щампа
reap	0.677	0.422	0.623	жъна
reaper	0.340	0.565	0.464	жътварка
reappear	0.688	0.625	0.632	се появяват отново
rear	0.459	0.520	0.284	отзад
rearrange	0.656	0.510	0.729	пренареждам
rearrangement	0.542	0.527	0.769	пренареждане
reason	0.781	0.455	0.712	причина
reasonable	0.902	0.337	0.726	разумен
reasonableness	0.729	0.448	0.665	разумност
reasoning	0.729	0.365	0.729	обосновавам се
reasons	0.583	0.460	0.571	причини
reassemble	0.552	0.540	0.589	сглобете отново
reassign	0.359	0.490	0.559	превъзлагам
reassignment	0.551	0.480	0.415	преназначаване
reassurance	0.875	0.127	0.593	успокоение
reassure	0.837	0.306	0.630	успокоявам
reassured	0.854	0.186	0.519	успокоен
reassuring	0.847	0.308	0.691	успокояващо
rebate	0.667	0.569	0.510	отстъпка
rebel	0.235	0.830	0.555	бунтовник
rebellion	0.245	0.843	0.746	бунт
rebellious	0.344	0.880	0.663	непокорен
rebels	0.135	0.860	0.609	бунтовници
rebirth	0.781	0.712	0.780	прераждане
reboot	0.673	0.577	0.519	рестартирайте
reborn	0.802	0.618	0.737	прероден
rebound	0.521	0.480	0.506	отскок
rebuild	0.656	0.557	0.519	възстановявам
rebuke	0.115	0.677	0.429	порицание
rebut	0.154	0.519	0.573	опровергавам
rebuttal	0.312	0.690	0.540	опровержение
recalcitrant	0.357	0.624	0.580	непокорен
recall	0.583	0.351	0.525	припомням си
recant	0.333	0.575	0.482	отхвърлям се
recap	0.602	0.578	0.667	обобщение
recapture	0.333	0.656	0.658	повторно улавяне
recast	0.367	0.481	0.500	преработвам
recede	0.231	0.449	0.245	отдръпвам се
receding	0.224	0.418	0.333	отдалечаващ се
receipt	0.542	0.230	0.415	касова бележка
receipts	0.320	0.333	0.381	постъпления
receive	0.740	0.462	0.551	получавам
received	0.646	0.436	0.561	получени
receiver	0.583	0.464	0.586	приемник
receiving	0.719	0.562	0.623	получаване
recent	0.592	0.365	0.589	скорошни
receptacle	0.500	0.451	0.426	съд
reception	0.694	0.375	0.567	рецепция
receptionist	0.677	0.430	0.385	рецепционист
receptive	0.729	0.519	0.639	възприемчив
receptor	0.417	0.360	0.510	рецептор
recess	0.646	0.510	0.367	вдлъбнатина
recesses	0.367	0.470	0.379	вдлъбнатини
recession	0.368	0.398	0.373	рецесия
recharge	0.584	0.702	0.664	презареждане
recheck	0.440	0.490	0.529	проверете отново
recherche	0.458	0.490	0.363	recherche
recidivism	0.245	0.520	0.558	рецидивизъм
recipe	0.698	0.271	0.415	рецепта
recipient	0.604	0.324	0.679	получател
reciprocal	0.677	0.520	0.660	реципрочен
reciprocate	0.760	0.460	0.618	реципрочно
reciprocity	0.740	0.673	0.556	реципрочност
recital	0.838	0.440	0.572	рецитал
recitation	0.708	0.519	0.462	рецитиране
recite	0.688	0.398	0.453	рецитирам
reckless	0.262	0.788	0.279	безразсъден
recklessness	0.292	0.763	0.380	безразсъдство
reckon	0.643	0.420	0.472	разчитам
reckoning	0.418	0.622	0.532	разчитане
reclaim	0.469	0.724	0.648	възстановявам
reclamation	0.573	0.750	0.548	рекултивация
recline	0.460	0.404	0.418	облегнете се
reclining	0.448	0.312	0.317	легнал
recluse	0.240	0.490	0.446	отшелник
recognition	0.833	0.587	0.726	разпознаване
recognizable	0.625	0.400	0.609	разпознаваем
recognize	0.760	0.315	0.600	разпознае
recognized	0.875	0.458	0.786	разпознат
recoil	0.089	0.429	0.259	откат
recollect	0.688	0.491	0.602	припомням си
recollection	0.722	0.337	0.566	припомняне
recombinant	0.561	0.519	0.463	рекомбинантен
recombination	0.510	0.492	0.602	рекомбинация
recommend	0.812	0.439	0.672	Препоръчвам
recommendation	0.912	0.388	0.664	препоръка
recompense	0.844	0.620	0.853	компенсация
recon	0.500	0.447	0.400	рекон
reconcile	0.760	0.470	0.625	примирявам се
reconciliation	0.896	0.570	0.604	помирение
reconfigure	0.429	0.500	0.658	преконфигурирайте
reconnaissance	0.729	0.604	0.712	разузнаване
reconnect	0.630	0.548	0.667	свържете се отново
reconsider	0.448	0.442	0.582	преразгледайте
reconsideration	0.531	0.459	0.611	преразглеждане
reconstitution	0.587	0.461	0.783	възстановяване
reconstruct	0.740	0.618	0.718	реконструирам
reconstruction	0.625	0.719	0.667	реконструкция
reconstructive	0.596	0.444	0.722	реконструктивен
reconvene	0.490	0.529	0.560	събирам се отново
record	0.552	0.421	0.500	запис
recorder	0.551	0.374	0.481	рекордер
recording	0.573	0.537	0.474	записване
recount	0.479	0.402	0.509	преброяване
recoup	0.719	0.422	0.575	възстановявам се
recourse	0.402	0.337	0.598	прибягване
recover	0.918	0.510	0.647	възстанови се
recoverable	0.780	0.388	0.709	възстановими
recovery	0.781	0.402	0.737	възстановяване
recreate	0.724	0.545	0.616	пресъздавам
recreation	0.909	0.632	0.660	отдих
recreational	0.896	0.686	0.479	развлекателни
recruit	0.551	0.654	0.633	набирам
recruiter	0.662	0.630	0.690	вербовчик
recruiting	0.448	0.787	0.693	набиране на персонал
recruitment	0.479	0.645	0.591	подбор на персонал
recruits	0.396	0.653	0.593	новобранци
rectal	0.344	0.618	0.410	ректално
rectangle	0.479	0.225	0.438	правоъгълник
rectangular	0.438	0.240	0.307	правоъгълен
rectification	0.449	0.560	0.695	коригиране
rectify	0.625	0.480	0.634	коригирам
rector	0.458	0.406	0.862	ректор
rectory	0.490	0.373	0.704	ректорат
rectum	0.438	0.443	0.491	ректума
recumbent	0.429	0.370	0.352	легнал
recuperation	0.688	0.418	0.500	възстановяване
recur	0.479	0.500	0.416	повтаря се
recurrence	0.490	0.538	0.615	рецидив
recurrent	0.552	0.500	0.561	рецидивиращ
recurring	0.370	0.560	0.445	повтарящи се
recursion	0.312	0.580	0.543	рекурсия
recursive	0.459	0.590	0.561	рекурсивен
recursively	0.427	0.519	0.618	рекурсивно
recycle	0.521	0.392	0.526	рециклирам
recycled	0.561	0.316	0.409	рециклиран
recycling	0.552	0.320	0.509	рециклиране
red	0.427	0.385	0.377	червен
reddish	0.521	0.337	0.328	червеникав
redecorate	0.602	0.444	0.490	преукрасявам
redeem	0.633	0.469	0.491	изкупувам
redeemed	0.625	0.378	0.434	изкупен
redemption	0.376	0.408	0.545	изкупление
redesign	0.622	0.460	0.396	редизайн
redhead	0.677	0.549	0.518	червенокоса
redheaded	0.510	0.520	0.428	червенокоса
redirect	0.469	0.360	0.648	пренасочване
redneck	0.401	0.500	0.348	червеношийка
redness	0.151	0.470	0.417	зачервяване
redo	0.481	0.500	0.535	повтори
redress	0.677	0.558	0.649	обезщетение
reduce	0.219	0.304	0.336	намалявам
reduced	0.229	0.365	0.204	намалена
reduction	0.365	0.382	0.240	намаляване
redundancy	0.316	0.262	0.589	съкращаване
redundant	0.210	0.500	0.527	излишен
redwood	0.592	0.350	0.443	секвоя
reed	0.490	0.350	0.307	тръстика
reef	0.583	0.490	0.456	риф
reefer	0.500	0.453	0.421	хладилник
reefs	0.531	0.471	0.455	рифове
reek	0.177	0.480	0.311	воня
reel	0.449	0.332	0.395	макара
reelection	0.541	0.673	0.681	преизбиране
reeling	0.327	0.542	0.267	навиване
reenactment	0.771	0.592	0.768	възстановка
reentry	0.604	0.449	0.500	повторно влизане
reestablish	0.635	0.490	0.692	възстановявам
ref	0.469	0.380	0.368	реф
refer	0.506	0.358	0.558	се отнасят
referee	0.531	0.644	0.778	рефер
reference	0.633	0.312	0.595	справка
referendum	0.510	0.469	0.643	референдум
referral	0.694	0.314	0.603	реферал
refill	0.670	0.400	0.464	презареждане
refine	0.653	0.460	0.640	рафинирам
refined	0.850	0.430	0.653	изискан
refinement	0.719	0.387	0.709	усъвършенстване
refinery	0.646	0.444	0.565	рафинерия
refining	0.694	0.466	0.664	рафиниране
refit	0.500	0.577	0.506	ремонтирам
reflect	0.698	0.342	0.472	отразявам
reflecting	0.590	0.408	0.471	отразяващ
reflection	0.710	0.500	0.528	отражение
reflective	0.656	0.292	0.735	отразяващ
reflector	0.479	0.510	0.500	рефлектор
reflex	0.583	0.460	0.538	рефлекс
reflux	0.281	0.559	0.347	рефлукс
reform	0.531	0.490	0.797	реформа
reformation	0.809	0.500	0.558	реформация
reformer	0.562	0.569	0.905	реформатор
refraction	0.388	0.471	0.526	пречупване
refractor	0.510	0.541	0.433	рефрактор
refractory	0.520	0.357	0.588	огнеупорен
refrain	0.314	0.373	0.277	въздържа
refraining	0.418	0.453	0.404	въздържане
refresh	0.719	0.640	0.689	опресняване
refreshed	0.910	0.377	0.480	освежен
refreshing	0.936	0.520	0.571	освежаващо
refreshment	0.667	0.410	0.352	освежаване
refrigerate	0.635	0.357	0.457	охладете
refrigeration	0.735	0.392	0.500	охлаждане
refrigerator	0.677	0.260	0.391	хладилник
refuel	0.592	0.445	0.500	заредете с гориво
refuge	0.640	0.238	0.481	убежище
refugee	0.379	0.607	0.327	бежанец
refund	0.541	0.528	0.430	възстановяване
refurbish	0.656	0.633	0.541	ремонтирам
refusal	0.052	0.610	0.321	отказ
refuse	0.180	0.520	0.331	отказвам
refused	0.163	0.475	0.188	отказа
refusing	0.143	0.670	0.203	отказвайки
refutation	0.312	0.726	0.566	опровержение
refute	0.312	0.731	0.583	опровергавам
regain	0.729	0.520	0.759	възвръщам
regal	0.643	0.459	0.556	царствен
regalia	0.760	0.441	0.556	регалии
regard	0.802	0.336	0.809	отношение
regatta	0.740	0.471	0.435	регата
regency	0.520	0.472	0.630	регентство
regenerate	0.782	0.607	0.767	регенерирам
regeneration	0.760	0.640	0.845	регенерация
regent	0.680	0.529	0.675	регент
reggae	0.698	0.520	0.500	реге
regime	0.290	0.668	0.773	режим
regimen	0.428	0.538	0.840	режим
regiment	0.469	0.722	0.755	полк
regimental	0.292	0.637	0.817	полков
region	0.540	0.295	0.712	регион
regional	0.620	0.400	0.607	регионален
regionalism	0.640	0.500	0.773	регионализъм
register	0.490	0.412	0.654	регистрирам
registrar	0.599	0.537	0.574	регистратор
registration	0.622	0.396	0.574	Регистрация
registry	0.573	0.320	0.583	регистър
regress	0.255	0.442	0.300	регрес
regression	0.312	0.500	0.324	регресия
regressive	0.302	0.434	0.363	регресивен
regret	0.230	0.623	0.331	разкайвам се
regretful	0.167	0.480	0.188	съжаляващ
regrettable	0.104	0.374	0.245	за съжаление
regretted	0.352	0.540	0.368	съжалявам
regretting	0.255	0.567	0.273	съжалявам
regroup	0.633	0.602	0.797	прегрупиране
regular	0.435	0.188	0.558	редовен
regularity	0.663	0.337	0.585	редовност
regulars	0.729	0.327	0.508	редовни
regulate	0.510	0.275	0.481	регулират
regulated	0.531	0.269	0.483	регулирани
regulation	0.542	0.425	0.667	регулиране
regulator	0.500	0.336	0.668	регулатор
regulatory	0.531	0.448	0.528	регулаторен
regurgitation	0.160	0.647	0.315	регургитация
rehab	0.531	0.450	0.593	Рехабилитация
rehabilitate	0.671	0.538	0.642	реабилитирам
rehabilitation	0.406	0.528	0.606	рехабилитация
rehash	0.405	0.451	0.403	повторение
rehearsal	0.667	0.470	0.500	репетиция
rehearse	0.588	0.622	0.500	репетирам
reign	0.806	0.567	0.873	царувам
reigning	0.677	0.632	0.870	царуване
reimburse	0.680	0.418	0.527	възстановявам
reimbursement	0.653	0.610	0.567	възстановяване на разходите
rein	0.500	0.357	0.438	юзда
reincarnation	0.786	0.747	0.676	прераждане
reindeer	0.592	0.336	0.396	Северен елен
reinforce	0.604	0.583	0.760	подсилвам
reinforcement	0.729	0.702	0.902	укрепване
reinforcements	0.646	0.719	0.875	подкрепления
reins	0.480	0.448	0.545	юзди
reinstall	0.458	0.500	0.745	преинсталирайте
reinstate	0.760	0.551	0.596	възстановявам
reinstatement	0.729	0.521	0.707	възстановяване на работа
reinvest	0.570	0.627	0.763	реинвестирам
reinvestment	0.582	0.622	0.782	реинвестиране
reiterate	0.422	0.451	0.655	повтарям
reject	0.060	0.647	0.370	отхвърлям
rejected	0.102	0.480	0.250	отхвърлени
rejection	0.080	0.704	0.330	отхвърляне
rejects	0.083	0.637	0.422	отхвърля
rejoice	0.827	0.650	0.698	радвай се
rejoicing	0.811	0.637	0.592	ликувайки
rejoin	0.655	0.548	0.556	присъединете се отново
rejuvenate	0.776	0.588	0.767	подмладявам
rejuvenated	0.809	0.673	0.700	подмладен
rekindle	0.656	0.520	0.788	запалвам отново
relapse	0.173	0.460	0.303	рецидив
relate	0.653	0.500	0.623	отнасят се
related	0.677	0.365	0.519	свързани
relation	0.857	0.604	0.625	отношение
relationship	0.867	0.566	0.589	връзка
relative	0.500	0.378	0.386	роднина
relativity	0.594	0.393	0.615	относителност
relax	0.927	0.250	0.375	отпуснете се
relaxant	0.878	0.087	0.357	релаксант
relaxation	0.873	0.161	0.381	релаксация
relaxed	0.865	0.090	0.382	отпуснат
relaxing	0.854	0.157	0.475	релаксиращо
relay	0.738	0.542	0.543	реле
release	0.740	0.606	0.741	освобождаване
released	0.844	0.490	0.651	освободен
relegation	0.375	0.500	0.434	изпадане
relentless	0.333	0.713	0.904	безмилостен
relevance	0.710	0.599	0.791	уместност
relevancy	0.724	0.481	0.673	уместност
relevant	0.719	0.608	0.764	релевантни
reliability	0.917	0.380	0.696	надеждност
reliable	0.912	0.241	0.875	надежден
reliance	0.844	0.431	0.853	разчитане
relic	0.646	0.452	0.591	реликва
relics	0.719	0.580	0.579	реликви
relief	0.844	0.278	0.481	облекчение
relieve	0.813	0.183	0.536	облекчавам
relieved	0.896	0.314	0.391	облекчен
relieving	0.740	0.255	0.455	облекчаващ
relight	0.560	0.588	0.519	осветете отново
religion	0.646	0.320	0.755	религия
religious	0.740	0.238	0.696	религиозен
relinquish	0.265	0.606	0.286	отстъпвам
relish	0.854	0.610	0.632	наслада
relive	0.750	0.650	0.693	преживявам отново
reload	0.562	0.611	0.571	презаредете
relocate	0.500	0.594	0.640	премествам се
relocation	0.396	0.500	0.475	преместване
reluctance	0.240	0.606	0.373	нежелание
reluctant	0.292	0.630	0.432	неохотно
rely	0.812	0.429	0.616	разчитам
remain	0.709	0.365	0.731	остават
remainder	0.398	0.357	0.324	остатък
remaining	0.449	0.290	0.296	оставащи
remains	0.610	0.240	0.565	остава
remake	0.583	0.488	0.642	римейк
remand	0.245	0.446	0.318	мярка за неотклонение
remark	0.561	0.325	0.716	Забележка
remarkable	0.880	0.573	0.720	забележително
remarkably	0.688	0.618	0.868	забележително
remarry	0.653	0.791	0.540	ожени се повторно
rematch	0.469	0.798	0.627	реванш
remedial	0.369	0.418	0.509	лечебно средство
remedy	0.625	0.283	0.491	средство за защита
remember	0.776	0.422	0.454	помня
remembered	0.916	0.333	0.588	запомнен
remembering	0.535	0.386	0.509	запомняне
remembrance	0.812	0.250	0.519	спомен
remind	0.721	0.415	0.563	напомням
reminder	0.552	0.423	0.589	напомняне
reminisce	0.903	0.490	0.363	припомням си
reminiscent	0.500	0.481	0.611	напомнящ
reminiscing	0.688	0.431	0.418	припомняне
remiss	0.190	0.650	0.325	небрежност
remission	0.418	0.330	0.518	ремисия
remit	0.510	0.509	0.473	възлагам
remittance	0.684	0.479	0.454	паричен превод
remnant	0.367	0.312	0.388	остатък
remodel	0.604	0.647	0.693	прекроявам
remorse	0.103	0.673	0.377	разкаяние
remorseful	0.347	0.429	0.250	разкаян
remote	0.458	0.333	0.477	дистанционно
remoteness	0.323	0.510	0.339	отдалеченост
removal	0.245	0.540	0.368	отстраняване
remove	0.292	0.539	0.472	Премахване
remover	0.337	0.443	0.526	средство за отстраняване
remuneration	0.792	0.760	0.607	възнаграждение
renaissance	0.771	0.670	0.767	възраждане
renal	0.300	0.480	0.415	бъбречна
rencontre	0.510	0.452	0.463	rencontre
rend	0.429	0.423	0.385	разкъсвам
render	0.541	0.395	0.448	изобразявам
rendering	0.531	0.434	0.667	изобразяване
rendezvous	0.750	0.490	0.658	рандеву
rendition	0.417	0.360	0.398	предаване
renegade	0.140	0.640	0.509	ренегат
renegotiate	0.580	0.702	0.708	предоговарям
renew	0.868	0.481	0.713	подновявам
renewal	0.770	0.710	0.672	обновяване
renounce	0.156	0.490	0.552	отказвам се
renovate	0.878	0.549	0.755	ремонтирам
renovated	0.783	0.406	0.657	реновирана
renovation	0.816	0.590	0.779	обновяване
renown	0.693	0.475	0.693	известност
renowned	0.844	0.481	0.697	известен
rent	0.344	0.429	0.446	под наем
rental	0.510	0.370	0.308	отдаване под наем
renter	0.590	0.301	0.371	наемател
renunciation	0.260	0.578	0.336	отказване
reopen	0.656	0.528	0.568	отворете отново
reorganization	0.622	0.587	0.754	реорганизация
reorganize	0.667	0.590	0.722	реорганизирам
rep	0.520	0.510	0.640	представител
repaint	0.622	0.382	0.308	пребоядисвам
repair	0.583	0.460	0.589	ремонт
repairman	0.582	0.426	0.707	ремонтник
reparation	0.531	0.615	0.732	репарация
repay	0.469	0.632	0.592	изплащам
repayment	0.479	0.490	0.474	погасяване
repeal	0.260	0.480	0.482	отмяна
repeat	0.490	0.529	0.552	повторете
repeated	0.429	0.472	0.314	повтаря се
repeatedly	0.479	0.575	0.500	многократно
repeater	0.479	0.426	0.430	повторител
repel	0.224	0.620	0.441	отблъсквам
repellant	0.292	0.620	0.426	репелент
repellent	0.286	0.500	0.491	репелент
repelling	0.184	0.633	0.429	отблъскващ
repent	0.449	0.422	0.386	покайте се
repentance	0.417	0.604	0.324	покаяние
repentant	0.326	0.500	0.200	покаял се
repertoire	0.633	0.594	0.667	репертоар
repertory	0.562	0.473	0.528	репертоар
repetition	0.375	0.519	0.396	повторение
repetitive	0.320	0.438	0.362	повтарящ се
rephrase	0.547	0.451	0.549	перифразирам
replace	0.417	0.520	0.500	замени
replacement	0.385	0.519	0.500	замяна
replay	0.612	0.522	0.761	повторение
replenish	0.615	0.336	0.689	попълване
replete	0.552	0.497	0.670	пълен
replica	0.480	0.520	0.493	реплика
replicate	0.480	0.630	0.585	възпроизвеждане
replication	0.342	0.618	0.510	репликация
reply	0.762	0.290	0.596	отговор
report	0.583	0.444	0.575	отчет
reported	0.418	0.442	0.567	докладвани
reporter	0.531	0.550	0.604	репортер
repose	0.469	0.100	0.330	почивка
reposition	0.408	0.529	0.509	препозициониране
repository	0.406	0.396	0.500	хранилище
repossess	0.418	0.667	0.552	отнемам
reprehensible	0.316	0.569	0.351	осъдителен
represent	0.781	0.433	0.861	представлявам
representation	0.677	0.542	0.750	представителство
representative	0.704	0.366	0.694	Представител
represented	0.724	0.444	0.688	представени
representing	0.796	0.464	0.833	представляващ
repress	0.208	0.612	0.536	репресия
repressed	0.188	0.337	0.311	репресиран
repression	0.214	0.764	0.481	репресия
reprieve	0.531	0.471	0.574	отсрочка
reprimand	0.153	0.528	0.465	порицание
reprint	0.510	0.449	0.527	препечатване
reprisal	0.125	0.788	0.545	репресия
reprise	0.459	0.500	0.464	реприза
reproach	0.240	0.755	0.384	укор
reproduce	0.823	0.622	0.760	възпроизвеждам
reproduction	0.800	0.736	0.713	размножаване
