English Word	Valence	Arousal	Dominance	Estonian Word
subscribe	0.660	0.344	0.591	tellida
subscriber	0.562	0.398	0.570	tellija
subscription	0.583	0.333	0.651	tellimus
subsequence	0.438	0.510	0.413	järeljada
subsequent	0.449	0.385	0.400	järgnev
subsequently	0.380	0.337	0.336	hiljem
subservient	0.255	0.402	0.339	alluv
subset	0.429	0.358	0.404	alamhulk
subside	0.375	0.308	0.209	vaibuma
subsidence	0.320	0.509	0.452	vajumine
subsidiary	0.541	0.295	0.500	tütarettevõte
subsidize	0.604	0.615	0.589	subsideerida
subsidy	0.573	0.462	0.517	toetus
subsist	0.573	0.418	0.472	elama
subsistence	0.510	0.404	0.491	toimetulekut
subsoil	0.429	0.240	0.382	aluspinnas
subspace	0.470	0.453	0.475	alamruum
substance	0.615	0.422	0.528	aine
substandard	0.235	0.333	0.150	ebakvaliteetne
substantial	0.590	0.490	0.690	mahukas
substantially	0.646	0.471	0.684	oluliselt
substantiate	0.531	0.549	0.636	põhjendama
substantive	0.500	0.350	0.455	sisuline
substation	0.469	0.461	0.491	alajaam
substitute	0.427	0.406	0.398	asendaja
substituted	0.271	0.545	0.394	asendatud
substitution	0.406	0.480	0.353	asendamine
substructure	0.441	0.358	0.587	aluskonstruktsioon
subterranean	0.469	0.306	0.432	maa-alune
subtext	0.635	0.276	0.412	alltekst
subtitle	0.445	0.202	0.347	alapealkiri
subtle	0.708	0.167	0.228	peen
subtlety	0.615	0.176	0.363	peenust
subtract	0.208	0.330	0.283	lahutada
subtraction	0.163	0.382	0.349	lahutamine
subtype	0.427	0.296	0.420	alamtüüp
suburb	0.354	0.566	0.441	äärelinn
suburban	0.439	0.450	0.453	äärelinna
suburbia	0.438	0.490	0.421	eeslinnas
suburbs	0.510	0.571	0.286	äärelinnad
subversion	0.347	0.608	0.415	õõnestus
subversive	0.198	0.765	0.500	õõnestav
subvert	0.357	0.557	0.536	õõnestama
subway	0.418	0.300	0.464	metroo
succeed	0.926	0.755	0.926	õnnestub
succeeding	0.867	0.755	0.849	õnnestub
success	0.959	0.880	0.981	edu
successful	0.949	0.724	0.938	edukas
succession	0.698	0.481	0.587	järglus
successive	0.635	0.471	0.518	järjestikused
successor	0.729	0.531	0.648	järglane
succinct	0.510	0.413	0.566	napisõnaline
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	mahlane
succumb	0.202	0.787	0.292	alistuma
suck	0.344	0.706	0.377	imeda
sucker	0.265	0.393	0.204	imeja
sucking	0.227	0.528	0.377	imemine
suckling	0.596	0.558	0.518	imetamine
sucks	0.115	0.683	0.302	nõme
suction	0.460	0.593	0.526	imemine
sudden	0.449	0.660	0.435	ootamatu
suddenly	0.670	0.510	0.456	äkki
suds	0.458	0.365	0.255	vahud
sue	0.219	0.731	0.679	kohtusse kaevata
suede	0.542	0.259	0.259	seemisnahk
suffer	0.082	0.910	0.259	kannatama
sufferer	0.156	0.690	0.278	kannataja
suffering	0.020	0.719	0.235	kannatused
suffice	0.643	0.326	0.504	piisab
sufficiency	0.594	0.438	0.576	piisavus
sufficient	0.833	0.330	0.588	piisav
sufficiently	0.776	0.367	0.714	piisavalt
suffix	0.430	0.420	0.364	järelliide
suffocate	0.219	0.764	0.440	lämbuma
suffocating	0.133	0.774	0.429	lämmatav
suffocation	0.020	0.830	0.462	lämbumine
sugar	0.896	0.382	0.402	suhkur
suggest	0.573	0.471	0.517	soovitada
suggestion	0.646	0.365	0.558	soovitus
suggestive	0.552	0.500	0.555	sugestiivne
suicidal	0.021	0.867	0.382	suitsiidne
suicide	0.030	0.873	0.429	enesetapp
suicidebombing	0.031	0.957	0.627	enesetapupomm
suit	0.776	0.282	0.482	ülikond
suitable	0.792	0.298	0.722	sobiv
suitcase	0.562	0.212	0.318	kohver
suite	0.790	0.420	0.400	sviit
suitor	0.708	0.639	0.546	kosilane
sulfate	0.427	0.352	0.429	sulfaat
sulfur	0.173	0.530	0.364	väävel
sulk	0.250	0.580	0.406	pahur
sullen	0.250	0.407	0.263	pahur
sully	0.378	0.550	0.370	räpane
sulphur	0.260	0.450	0.233	väävel
sultan	0.529	0.423	0.821	sultan
sultry	0.735	0.696	0.627	lämbe
sum	0.792	0.340	0.420	summa
summarily	0.469	0.431	0.543	kokkuvõtlikult
summarize	0.590	0.323	0.471	kokku võtta
summary	0.729	0.260	0.427	kokkuvõte
summation	0.766	0.337	0.594	summeerimine
summer	0.812	0.373	0.550	suvi
summerhouse	0.796	0.308	0.443	suvemaja
summertime	0.837	0.500	0.455	suveaeg
summit	0.625	0.618	0.764	tippkohtumisel
summon	0.521	0.560	0.664	kutsuda
summons	0.552	0.604	0.598	kutse
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	süvend
sumptuous	0.698	0.550	0.555	uhke
sun	0.877	0.400	0.681	päike
sunbeam	0.729	0.440	0.505	päikesekiir
sunburn	0.061	0.755	0.447	päikesepõletus
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	pühapäev
sundial	0.643	0.225	0.406	päikesekell
sundown	0.812	0.276	0.445	päikeseloojang
sundry	0.543	0.369	0.407	mitmesugused
sunflower	0.878	0.231	0.270	päevalill
sunglass	0.684	0.264	0.324	päikeseprill
sunglasses	0.844	0.443	0.364	päikeseprillid
sunk	0.146	0.531	0.185	uppunud
sunken	0.103	0.476	0.173	uppunud
sunless	0.245	0.280	0.273	päikeseta
sunlight	0.906	0.407	0.639	päikesevalgus
sunny	0.740	0.348	0.481	päikeseline
sunrise	0.823	0.347	0.640	päikesetõus
sunroof	0.681	0.325	0.425	katuseluuk
sunscreen	0.656	0.387	0.462	päikesekaitsekreem
sunset	0.875	0.231	0.298	päikeseloojang
sunshine	0.885	0.297	0.769	päikesepaiste
suntan	0.620	0.510	0.366	päevitus
sunup	0.760	0.304	0.620	päikesetõus
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	Super
superannuation	0.448	0.412	0.562	vanaduspension
superb	0.980	0.708	0.852	suurepärane
superficial	0.357	0.407	0.309	pinnapealne
superfluous	0.316	0.469	0.393	üleliigne
superhero	0.910	0.820	0.893	superkangelane
superhuman	0.810	0.745	0.895	üliinimlik
superimposed	0.490	0.529	0.683	peale asetatud
superintendent	0.592	0.570	0.942	superintendent
superior	0.801	0.697	0.940	ülemus
superiority	0.582	0.602	0.959	üleolekut
superlative	0.714	0.566	0.737	ülivõrdes
superman	0.945	0.794	0.929	supermees
supermarket	0.690	0.547	0.571	supermarket
supermodel	0.880	0.663	0.698	supermodell
supernatant	0.500	0.500	0.565	supernatant
supernatural	0.622	0.824	0.733	üleloomulik
supernova	0.729	0.673	0.827	supernoova
superposition	0.480	0.570	0.806	superpositsioon
superpower	0.806	0.784	0.972	superjõud
supersede	0.479	0.510	0.518	asendada
superstar	0.885	0.860	0.880	superstaar
superstition	0.177	0.640	0.418	ebausk
superstitious	0.281	0.545	0.514	ebausklik
superstore	0.719	0.600	0.640	superpood
supervise	0.698	0.555	0.889	järelevalvet teostama
supervision	0.459	0.578	0.825	järelevalve
supervisor	0.615	0.479	0.933	juhendaja
supper	0.708	0.429	0.552	õhtusöök
suppertime	0.792	0.388	0.461	õhtusöök
supplant	0.344	0.558	0.463	asendama
supple	0.812	0.528	0.436	nõtke
supplement	0.745	0.406	0.491	täiendada
supplemental	0.604	0.404	0.555	täiendav
supplementary	0.625	0.352	0.541	täiendav
supplication	0.469	0.570	0.309	anumine
supplier	0.615	0.462	0.736	tarnija
supplies	0.698	0.390	0.595	tarvikud
supply	0.708	0.519	0.603	pakkumine
support	0.811	0.472	0.737	toetus
supported	0.853	0.408	0.613	toetatud
supporter	0.721	0.510	0.698	toetaja
supporters	0.763	0.539	0.558	toetajad
supporting	0.634	0.490	0.764	toetades
supportive	0.875	0.420	0.635	toetav
suppose	0.551	0.343	0.348	oletada
supposed	0.296	0.378	0.379	peaks
supposing	0.449	0.451	0.357	oletades
supposition	0.531	0.408	0.526	oletus
suppress	0.281	0.559	0.509	maha suruma
suppression	0.267	0.541	0.537	mahasurumine
supremacy	0.794	0.706	0.943	ülemvõimu
supreme	0.812	0.700	0.974	ülim
supremely	0.833	0.725	0.897	ülimalt
surcharge	0.375	0.528	0.500	lisatasu
sure	0.724	0.270	0.793	kindlasti
surety	0.776	0.365	0.750	käendus
surf	0.847	0.650	0.500	surfata
surface	0.448	0.375	0.604	pinnale
surfboard	0.729	0.730	0.387	surfilaud
surfer	0.704	0.701	0.554	surfar
surge	0.449	0.684	0.500	tõusulaine
surgeon	0.500	0.598	0.793	kirurg
surgery	0.286	0.769	0.600	kirurgia
surgical	0.327	0.696	0.723	kirurgiline
surly	0.221	0.469	0.493	tige
surmise	0.529	0.400	0.347	oletada
surname	0.670	0.250	0.493	perekonnanimi
surpassing	0.719	0.660	0.720	ületades
surplus	0.602	0.680	0.630	ülejääk
surprise	0.875	0.875	0.562	üllatus
surprised	0.784	0.855	0.539	üllatunud
surprises	0.875	0.769	0.632	üllatusi
surprising	0.888	0.790	0.692	üllatav
surprisingly	0.847	0.793	0.819	üllatavalt
surreal	0.550	0.529	0.670	sürreaalne
surrender	0.115	0.396	0.186	alistuma
surrendering	0.198	0.411	0.245	allaandmine
surrogate	0.406	0.590	0.472	asendus
surround	0.542	0.623	0.627	ümbritsema
surrounding	0.531	0.422	0.669	ümbritsev
surroundings	0.600	0.346	0.492	ümbrus
surveillance	0.365	0.720	0.718	järelevalve
survey	0.580	0.357	0.379	uuring
surveying	0.488	0.455	0.682	mõõdistamine
surveyor	0.545	0.337	0.648	maamõõtja
survival	0.541	0.798	0.879	ellujäämine
survive	0.770	0.824	0.726	ellu jääma
surviving	0.646	0.836	0.721	ellujäämine
survivor	0.677	0.750	0.815	ellujääja
susceptibility	0.458	0.627	0.364	vastuvõtlikkus
susceptible	0.438	0.449	0.304	vastuvõtlikud
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	kahtlustatav
suspected	0.173	0.755	0.452	kahtlustatakse
suspend	0.240	0.320	0.368	riputama
suspended	0.224	0.402	0.368	peatatud
suspenders	0.391	0.333	0.500	traksid
suspense	0.286	0.775	0.402	põnevus
suspension	0.288	0.530	0.426	peatamine
suspicion	0.204	0.711	0.377	kahtlus
suspicions	0.208	0.745	0.500	kahtlused
suspicious	0.153	0.745	0.431	kahtlane
sustain	0.635	0.358	0.593	ülal pidama
sustained	0.649	0.340	0.580	püsivad
sustenance	0.820	0.519	0.679	ülalpidamist
suture	0.240	0.510	0.510	õmblus
suv	0.552	0.431	0.446	maastur
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	tampooniga
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	kihutama
swallow	0.466	0.608	0.436	pääsuke
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	soo
swamped	0.156	0.480	0.270	soostunud
swampy	0.306	0.390	0.412	soine
swan	0.781	0.225	0.357	luik
swank	0.490	0.500	0.442	kiiksuga
swap	0.552	0.500	0.509	vahetus
swarm	0.302	0.735	0.458	sülem
swarming	0.375	0.600	0.435	sülemlemine
swastika	0.316	0.472	0.491	haakrist
swat	0.380	0.694	0.571	lööma
sway	0.690	0.596	0.721	kõikuma
swear	0.601	0.577	0.658	vannun
swearing	0.333	0.559	0.586	vandumine
sweat	0.388	0.579	0.297	higistama
sweater	0.704	0.245	0.295	kampsun
sweating	0.292	0.667	0.265	higistamine
sweatshirt	0.510	0.368	0.353	dressipluus
sweatshop	0.385	0.797	0.602	higipood
sweaty	0.281	0.540	0.304	higine
sweep	0.448	0.385	0.383	pühkima
sweeper	0.470	0.549	0.414	pühkimismasin
sweeping	0.344	0.431	0.355	pühkimine
sweet	0.668	0.418	0.382	magus
sweeten	0.908	0.455	0.423	maiustama
sweetened	0.940	0.461	0.398	magustatud
sweetener	0.670	0.333	0.330	magusaine
sweetest	0.959	0.500	0.370	magusaim
sweetheart	0.959	0.423	0.509	kullake
sweetie	0.990	0.549	0.560	kullake
sweetness	0.906	0.474	0.528	magusus
sweets	0.910	0.422	0.321	maiustusi
swell	0.360	0.679	0.348	paisuma
swelling	0.323	0.608	0.250	turse
sweltering	0.204	0.644	0.362	lämmatav
swerve	0.276	0.612	0.357	kõrvale kalduma
swift	0.760	0.776	0.698	kiire
swiftly	0.660	0.885	0.618	kiiresti
swig	0.604	0.481	0.406	lonks
swill	0.427	0.528	0.322	swill
swim	0.688	0.461	0.529	ujuda
swimmer	0.657	0.698	0.610	ujuja
swimming	0.760	0.559	0.524	ujumine
swimsuit	0.740	0.373	0.269	ujumistrikoo
swindle	0.122	0.740	0.439	pettus
swindler	0.125	0.721	0.575	pettur
swine	0.340	0.519	0.277	siga
swing	0.602	0.510	0.481	kiik
swinger	0.459	0.778	0.482	kiikuja
swinging	0.656	0.510	0.312	kiikumine
swipe	0.573	0.450	0.266	pühkige
swirl	0.490	0.726	0.639	keerisema
swish	0.562	0.510	0.474	siblima
switch	0.500	0.538	0.509	lüliti
switchblade	0.357	0.596	0.528	lüliti tera
switchboard	0.571	0.519	0.558	elektrikilp
swivel	0.562	0.480	0.500	pöörlev
swollen	0.236	0.510	0.277	paistes
swoon	0.292	0.510	0.160	minestama
swoop	0.479	0.618	0.446	lööma
sword	0.438	0.653	0.713	mõõk
swordfish	0.564	0.520	0.442	mõõkkala
swordplay	0.616	0.750	0.528	mõõgamäng
swordsman	0.395	0.857	0.696	vehkleja
sycamore	0.500	0.401	0.527	plataan
syllable	0.448	0.250	0.417	silp
syllabus	0.736	0.370	0.643	ainekava
symbiotic	0.832	0.425	0.406	sümbiootiline
symbol	0.643	0.388	0.527	sümbol
symbolic	0.670	0.385	0.574	sümboolne
symbolically	0.582	0.385	0.648	sümboolselt
symbolism	0.688	0.347	0.640	sümboolika
symbolize	0.633	0.327	0.673	sümboliseerima
symmetric	0.745	0.212	0.588	sümmeetriline
symmetrical	0.542	0.263	0.569	sümmeetriline
symmetry	0.604	0.274	0.500	sümmeetria
sympathetic	0.796	0.434	0.609	sümpaatne
sympathize	0.770	0.627	0.644	kaasa tundma
sympathy	0.827	0.497	0.634	kaastunnet
symphonic	0.775	0.545	0.566	sümfooniline
symphony	0.765	0.490	0.600	sümfoonia
symposium	0.573	0.394	0.644	sümpoosion
symptom	0.380	0.529	0.434	sümptom
symptomatic	0.367	0.434	0.491	sümptomaatiline
synagogue	0.531	0.300	0.544	sünagoog
synapse	0.660	0.471	0.491	sünaps
synaptic	0.573	0.553	0.622	sünaptiline
sync	0.802	0.440	0.670	sünkroonimine
synchronize	0.781	0.361	0.654	sünkroonida
synchronous	0.600	0.538	0.545	sünkroonne
syncope	0.245	0.538	0.398	minestus
syndicate	0.439	0.491	0.673	sündikaat
syndrome	0.229	0.510	0.246	sündroom
synergistic	0.571	0.550	0.547	sünergiline
synergy	0.667	0.510	0.720	sünergia
synod	0.469	0.377	0.574	sinod
synonym	0.615	0.210	0.433	sünonüüm
synonymous	0.480	0.323	0.400	sünonüüm
synopsis	0.541	0.390	0.482	kokkuvõte
synoptic	0.561	0.510	0.596	sünoptiline
syntax	0.531	0.346	0.559	süntaks
synthesis	0.604	0.315	0.377	süntees
synthesizer	0.500	0.410	0.592	süntesaator
synthetic	0.396	0.350	0.519	sünteetiline
syphilis	0.071	0.606	0.245	süüfilis
syringe	0.250	0.680	0.330	süstal
syrup	0.620	0.223	0.318	siirup
system	0.615	0.346	0.764	süsteem
systematic	0.617	0.444	0.594	süstemaatiline
systematically	0.690	0.390	0.651	süstemaatiliselt
t-shirt	0.815	0.286	0.284	t-särk
tab	0.594	0.208	0.308	sakk
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernaakel
table	0.551	0.170	0.284	laud
tableau	0.531	0.302	0.321	tabloo
tablecloth	0.480	0.165	0.215	laudlina
tablespoon	0.490	0.353	0.245	supilusikatäis
tablet	0.562	0.330	0.438	tahvelarvuti
tableware	0.677	0.250	0.276	lauanõud
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabelikujuline
tabulate	0.480	0.403	0.598	tabeldada
tabulation	0.396	0.346	0.526	tabelid
tachometer	0.398	0.394	0.518	tahhomeeter
tacit	0.459	0.340	0.473	vaikiv
tack	0.365	0.431	0.431	takk
tackle	0.365	0.686	0.569	tegelema
tackled	0.438	0.612	0.569	lahendatud
tackling	0.480	0.694	0.613	tegelemine
tacky	0.245	0.490	0.373	kleepuv
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	taktitunne
tactful	0.704	0.292	0.537	taktitundeline
tactic	0.531	0.434	0.798	taktika
tactical	0.594	0.481	0.684	taktikaline
tactics	0.583	0.676	0.774	taktikat
tactile	0.573	0.410	0.491	kombatav
tad	0.459	0.240	0.250	tad
tadpole	0.350	0.434	0.218	kulles
taffeta	0.604	0.279	0.405	taft
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	tag
tail	0.480	0.272	0.293	saba
tailed	0.438	0.358	0.351	sabaga
tailgate	0.323	0.340	0.398	tagaluuk
tailings	0.439	0.311	0.446	aheraine
taillight	0.479	0.367	0.283	tagatulede
tailor	0.573	0.206	0.450	rätsep
tailoring	0.673	0.540	0.566	rätsepatöö
tailpipe	0.460	0.429	0.409	summutitoru
taint	0.141	0.425	0.226	rämps
take	0.828	0.537	0.348	võta
takeoff	0.755	0.884	0.626	õhkutõus
takeout	0.736	0.392	0.368	võta välja
takeover	0.663	0.531	0.861	üle võtma
taker	0.375	0.521	0.618	võtja
talcum	0.500	0.196	0.291	talk
tale	0.663	0.300	0.336	lugu
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	andekas
talisman	0.704	0.542	0.642	talisman
talk	0.833	0.346	0.594	rääkida
talkative	0.562	0.673	0.535	jutukas
talker	0.500	0.604	0.552	kõneleja
tall	0.725	0.591	0.538	pikk
tallies	0.551	0.290	0.402	kokkuvõtteid
tallow	0.344	0.283	0.290	rasv
tally	0.542	0.420	0.518	kokku panna
talon	0.344	0.569	0.475	talon
talons	0.320	0.698	0.525	küünised
tambourine	0.622	0.548	0.348	tamburiin
tame	0.560	0.604	0.642	taltsutama
tamer	0.385	0.783	0.815	taltsutaja
taming	0.569	0.514	0.575	taltsutamine
tamper	0.184	0.802	0.545	võltsima
tampon	0.396	0.394	0.345	tampoon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	puutuja
tangerine	0.571	0.271	0.395	mandariin
tangible	0.646	0.350	0.679	käegakatsutav
tangle	0.354	0.545	0.254	sasipundar
tangled	0.260	0.539	0.316	sassis
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	tank top
tanker	0.520	0.647	0.713	tanker
tanned	0.615	0.550	0.491	pargitud
tantalizing	0.525	0.788	0.625	ahvatlev
tantamount	0.633	0.288	0.670	samaväärne
tantrum	0.219	0.817	0.404	raevuhoog
taoism	0.490	0.250	0.456	taoism
tap	0.461	0.370	0.349	puudutage
tape	0.531	0.277	0.254	lint
tape measure	0.406	0.250	0.360	mõõdulint
taper	0.541	0.410	0.415	kitsenev
tapering	0.344	0.380	0.237	kitsenev
tapestry	0.520	0.176	0.362	gobelään
tapeworm	0.357	0.334	0.331	paeluss
tapioca	0.594	0.297	0.324	tapiokk
taps	0.448	0.378	0.409	kraanid
tar	0.438	0.440	0.570	tõrva
tarantula	0.260	0.718	0.544	tarantel
tardiness	0.296	0.452	0.260	hilinemine
tardy	0.204	0.592	0.293	hilinenud
target	0.633	0.573	0.798	sihtmärk
targeted	0.573	0.537	0.573	suunatud
targeting	0.510	0.420	0.580	sihtimine
tariff	0.459	0.402	0.491	tariif
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	tuhmuma
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tent
tarry	0.392	0.413	0.388	tõrvane
tart	0.719	0.380	0.219	tart
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	hambakivi
task	0.550	0.353	0.500	ülesanne
tassel	0.552	0.330	0.307	tutt
taste	0.802	0.406	0.465	maitse
tasteful	0.918	0.458	0.625	maitsekas
tasteless	0.146	0.196	0.148	maitsetu
tasting	0.781	0.603	0.600	degusteerimine
tasty	0.959	0.786	0.555	maitsev
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	kakleja
tattletale	0.633	0.406	0.317	jutt
tattoo	0.490	0.602	0.525	tätoveering
taught	0.814	0.481	0.642	õpetanud
taunt	0.083	0.696	0.355	mõnitama
taupe	0.406	0.340	0.386	taupe
taut	0.432	0.704	0.457	pingul
tavern	0.516	0.577	0.475	kõrts
tawdry	0.375	0.510	0.398	kahvatu
tawny	0.551	0.398	0.400	kollakaspruunid
tax	0.260	0.481	0.534	maks
taxed	0.255	0.456	0.500	maksustatud
taxi	0.542	0.362	0.430	takso
taxicab	0.479	0.430	0.355	takso
taxonomy	0.370	0.410	0.630	taksonoomia
taxpayer	0.592	0.528	0.647	maksumaksja
tea	0.698	0.163	0.370	tee
teach	0.840	0.510	0.852	õpetama
teacher	0.760	0.404	0.885	õpetaja
teaching	0.822	0.444	0.736	õpetamine
teacup	0.633	0.135	0.277	teetass
teahouse	0.802	0.314	0.288	teemaja
teal	0.540	0.293	0.321	sinine
team	0.708	0.461	0.688	meeskond
teamjesus	0.673	0.453	0.536	meeskond jeesus
teammate	0.865	0.449	0.660	meeskonnakaaslane
teamwork	0.918	0.490	0.773	meeskonnatöö
teapot	0.479	0.110	0.309	teekann
tear	0.404	0.620	0.327	pisar
tearful	0.208	0.500	0.184	pisarais
tearsofjoy	0.926	0.740	0.455	rõõmupisarad
teary	0.167	0.473	0.216	pisar
tease	0.317	0.790	0.432	kiusama
teaser	0.510	0.558	0.534	teaser
teasing	0.235	0.725	0.352	kiusamine
teaspoon	0.521	0.330	0.221	teelusikatäis
teat	0.612	0.469	0.328	lutt
teatime	0.847	0.159	0.339	Teeaeg
tech	0.684	0.491	0.732	tehnika
technical	0.510	0.490	0.736	tehniline
technicality	0.632	0.471	0.661	tehnilisus
technician	0.592	0.510	0.713	tehnik
technique	0.760	0.414	0.593	tehnikat
techno	0.561	0.539	0.500	tehno
technological	0.680	0.452	0.815	tehnoloogiline
technology	0.776	0.490	0.825	tehnoloogia
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	kaisukaru
tedious	0.104	0.406	0.241	tüütu
tedium	0.224	0.331	0.298	tüütu
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	kubisev
teen	0.729	0.531	0.568	teismeline
teenager	0.781	0.593	0.527	teismeline
teens	0.653	0.660	0.440	teismelised
teensy	0.520	0.427	0.347	teismeline
teeny	0.427	0.418	0.216	teismeline
teeth	0.520	0.388	0.427	hambad
teething	0.396	0.471	0.474	hammaste tulek
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegramm
telegraph	0.594	0.423	0.400	telegraaf
telekinesis	0.582	0.646	0.667	telekinees
telemetry	0.460	0.382	0.611	telemeetria
telepathic	0.602	0.490	0.642	telepaatiline
telepathy	0.594	0.510	0.588	telepaatia
telephone	0.694	0.520	0.425	telefon
telescope	0.531	0.340	0.500	teleskoop
telescopic	0.490	0.290	0.660	teleskoop
telethon	0.643	0.641	0.473	telethon
teletype	0.532	0.392	0.455	teletüüp
televised	0.625	0.519	0.518	televisioonis
television	0.633	0.391	0.547	televiisor
tell	0.551	0.350	0.457	ütle
teller	0.500	0.395	0.443	ütleja
telling	0.719	0.441	0.527	jutustav
telltale	0.240	0.663	0.426	märguandja
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	tuju
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperament
temperamental	0.316	0.774	0.608	temperamentne
temperance	0.500	0.294	0.639	karskus
temperate	0.469	0.394	0.593	parasvöötme
temperature	0.521	0.559	0.473	temperatuuri
tempered	0.583	0.437	0.667	karastatud
tempest	0.245	0.843	0.653	torm
template	0.479	0.311	0.411	malli
temple	0.612	0.269	0.660	tempel
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	ajaline
temporarily	0.500	0.365	0.373	ajutiselt
temporary	0.458	0.415	0.324	ajutine
tempt	0.210	0.677	0.500	kiusata
temptation	0.365	0.817	0.560	kiusatus
tempting	0.615	0.740	0.519	ahvatlev
temptress	0.427	0.787	0.667	kiusaja
ten	0.562	0.260	0.406	kümme
tenable	0.741	0.412	0.636	talutav
tenacious	0.724	0.658	0.692	visa
tenacity	0.740	0.657	0.889	visadus
tenancy	0.500	0.458	0.605	üürileping
tenant	0.385	0.360	0.398	üürnik
tend	0.604	0.398	0.412	kipuvad
tendency	0.684	0.500	0.675	kalduvus
tender	0.630	0.520	0.509	pakkumine
tenderfoot	0.469	0.421	0.438	õrn jalg
tenderness	0.949	0.276	0.367	hellus
tending	0.622	0.556	0.594	hooldamine
tendon	0.341	0.271	0.463	kõõlus
tenement	0.470	0.384	0.550	üürikorter
tenet	0.667	0.333	0.636	tõekspidamine
tenets	0.734	0.357	0.667	tõekspidamised
tenfold	0.469	0.418	0.500	kümnekordne
tennis	0.622	0.519	0.431	tennis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	pinges
tensile	0.458	0.510	0.618	tõmbetugevus
tension	0.304	0.810	0.529	pinget
tent	0.510	0.275	0.333	telk
tentacle	0.370	0.559	0.398	kombits
tentative	0.582	0.657	0.534	esialgne
tenth	0.510	0.349	0.382	kümnes
tenths	0.406	0.294	0.284	kümnendikud
tenuous	0.398	0.263	0.276	nõrk
tenure	0.615	0.472	0.611	ametiaeg
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	leige
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	tähtaeg
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	lõpetada
termination	0.344	0.472	0.545	lõpetamine
terminator	0.370	0.663	0.737	terminaator
terminology	0.612	0.284	0.566	terminoloogia
terminus	0.281	0.382	0.615	lõpp-peatus
termite	0.265	0.480	0.408	termiit
terms	0.490	0.362	0.645	tingimustele
tern	0.573	0.365	0.309	tiir
ternary	0.550	0.406	0.480	kolmekordne
terrace	0.615	0.269	0.411	terrass
terrain	0.540	0.300	0.472	maastik
terrestrial	0.542	0.413	0.582	maapealne
terrible	0.061	0.849	0.604	kohutav
terribly	0.061	0.731	0.430	kohutavalt
terrier	0.562	0.540	0.431	terjer
terrific	0.859	0.650	0.821	suurepärane
terrified	0.090	0.902	0.387	hirmunud
terrifies	0.083	0.923	0.500	hirmutab
terrify	0.052	0.889	0.509	hirmutama
terrifying	0.031	0.836	0.602	hirmuäratav
territorial	0.405	0.600	0.766	territoriaalne
territory	0.625	0.469	0.676	territooriumil
terror	0.069	0.902	0.415	terror
terrorism	0.060	0.971	0.673	terrorism
terrorist	0.019	0.930	0.679	terrorist
terrorists	0.062	0.967	0.688	terroristid
terrorize	0.041	0.907	0.577	terroriseerida
terse	0.542	0.393	0.409	napisõnaline
tertiary	0.500	0.350	0.431	kolmanda taseme
test	0.449	0.500	0.509	test
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	munandit
testicular	0.388	0.680	0.453	munandit
testify	0.521	0.650	0.741	tunnistama
testimonial	0.541	0.538	0.750	iseloomustus
testimony	0.615	0.578	0.643	tunnistus
testosterone	0.573	0.840	0.775	testosteroon
testy	0.135	0.640	0.357	katseline
tetanus	0.133	0.577	0.368	teetanus
