English Word	Valence	Arousal	Dominance	Xhosa Word
respectable	0.850	0.350	0.889	ehloniphekileyo
respected	0.908	0.441	0.853	ihlonitshwa
respectful	0.951	0.386	0.814	ngentlonipho
respecting	0.837	0.321	0.720	intlonipho
respective	0.625	0.413	0.721	ngokulandelelanayo
respects	0.840	0.387	0.824	iintlonipho
respiration	0.760	0.377	0.669	ukuphefumla
respirator	0.433	0.398	0.453	isixhobo sokuphefumla
respiratory	0.500	0.450	0.552	ukuphefumla
respite	0.600	0.373	0.420	ukuphumla
resplendent	0.905	0.673	0.755	ekhazimlayo
respond	0.573	0.435	0.594	phendula
respondent	0.449	0.455	0.480	umphenduli
response	0.615	0.500	0.472	impendulo
responsibility	0.760	0.500	0.852	uxanduva
responsible	0.837	0.527	0.833	uxanduva
responsive	0.816	0.569	0.573	esabelayo
rest	0.907	0.167	0.300	phumla
restart	0.531	0.519	0.554	phinda Uqalele
restaurant	0.847	0.406	0.500	yokutyela
rested	0.792	0.235	0.462	waphumla
restful	0.781	0.116	0.413	ukuphumla
restitution	0.583	0.542	0.643	imbuyekezo
restless	0.219	0.810	0.304	ukungaphumli
restlessness	0.083	0.794	0.397	ukungazinzi
restock	0.510	0.538	0.645	ukubuyisela kwakhona
restoration	0.755	0.426	0.734	ukubuyisela
restorative	0.633	0.510	0.703	ukubuyisela
restore	0.765	0.490	0.625	buyisela
restored	0.892	0.410	0.728	ibuyiselwe
restoring	0.820	0.490	0.783	ukubuyisela
restrain	0.134	0.696	0.434	ukubamba
restrained	0.354	0.590	0.509	banqande
restraining	0.296	0.702	0.672	ukubamba
restraint	0.167	0.618	0.520	ukuzibamba
restrict	0.115	0.539	0.577	ukunqanda
restricted	0.276	0.500	0.407	ithintelwe
restriction	0.130	0.590	0.569	isithintelo
restrictive	0.215	0.596	0.500	ngqongqo
restroom	0.653	0.279	0.267	indlu yangasese
result	0.812	0.490	0.652	isiphumo
resultant	0.670	0.441	0.637	isiphumo
resume	0.573	0.411	0.586	phinda Uqalele
resumption	0.637	0.528	0.653	ukuqalisa kwakhona
resurrect	0.781	0.725	0.817	vusa
resurrection	0.708	0.740	0.759	uvuko
resuscitate	0.531	0.696	0.818	vuselela
resuscitation	0.753	0.768	0.795	ukuvuselela
retail	0.510	0.353	0.411	Ivenkile
retailer	0.708	0.439	0.595	umthengisi
retain	0.367	0.451	0.630	gcina
retainer	0.396	0.422	0.356	umgcini
retaining	0.417	0.559	0.632	ukugcina
retake	0.616	0.471	0.591	thatha kwakhona
retaliate	0.111	0.812	0.595	phindezela
retaliation	0.156	0.812	0.491	impindezelo
retaliatory	0.194	0.865	0.598	ukuziphindezela
retard	0.194	0.347	0.222	deda
retardation	0.125	0.360	0.155	ukusilela
retarded	0.302	0.462	0.161	baphelelwe lixesha
retards	0.362	0.434	0.218	ukulibaziseka
retention	0.344	0.490	0.558	ugcino
retentive	0.439	0.482	0.491	ebambekayo
rethink	0.480	0.423	0.583	cinga kwakhona
reticent	0.396	0.519	0.500	uthule
retina	0.490	0.255	0.342	iretina
retinal	0.531	0.343	0.475	iretina
retire	0.398	0.392	0.186	umhlala phantsi
retired	0.270	0.259	0.301	umhlala phantsi
retirement	0.250	0.324	0.255	umhlalaphantsi
retiring	0.408	0.376	0.214	umhlala phantsi
retold	0.459	0.385	0.352	waphinda wabaliswa
retort	0.417	0.520	0.481	phendula
retrace	0.250	0.482	0.317	buyisela umva
retract	0.316	0.443	0.358	rhoxa
retraction	0.312	0.491	0.427	ukuhlehla
retractor	0.354	0.590	0.557	iretractor
retreat	0.500	0.519	0.312	ukuhlehla
retrenchment	0.230	0.650	0.384	ukudendwa
retrial	0.500	0.577	0.593	ukuvavanywa kwakhona
retribution	0.625	0.490	0.708	impindezelo
retrieval	0.700	0.440	0.704	ukufunyanwa
retrieve	0.740	0.576	0.705	buyisa
retriever	0.459	0.500	0.464	i-retriever
retro	0.650	0.276	0.321	iretro
retroactive	0.521	0.452	0.655	retroactive
retrograde	0.208	0.464	0.415	buyisela umva
retrospect	0.406	0.500	0.538	umva
retrospective	0.594	0.481	0.528	umva
retrospectively	0.516	0.400	0.560	mva
return	0.602	0.412	0.463	ukubuya
reunion	0.837	0.500	0.672	ukuhlangana kwakhona
reunite	0.656	0.550	0.657	dibana kwakhona
reunited	0.708	0.439	0.658	simanyene kwakhona
rev	0.367	0.422	0.353	umfundisi
reveal	0.493	0.637	0.526	tyhila
revel	0.740	0.705	0.684	ukuzonwabisa
revelation	0.879	0.500	0.865	isityhilelo
revelations	0.729	0.655	0.600	izityhilelo
revels	0.827	0.683	0.647	iziyunguma
revenge	0.230	0.940	0.627	ukuziphindezela
revenue	0.873	0.510	0.854	ingeniso
reverberation	0.390	0.639	0.551	reverberation
revere	0.750	0.562	0.608	hlonipha
reverence	0.643	0.347	0.516	intlonipho
reverend	0.650	0.337	0.576	umfundisi
reverent	0.551	0.490	0.694	ngentlonipho
reverie	0.667	0.413	0.471	reverie
reversal	0.380	0.510	0.591	ukubuyisela umva
reverse	0.539	0.415	0.461	umva
reversion	0.458	0.538	0.425	ukuguqulwa
revert	0.380	0.451	0.519	buya umva
reverting	0.562	0.385	0.544	ukubuyisela umva
review	0.667	0.408	0.636	uphononongo
reviewer	0.562	0.344	0.500	umhlalutyi
revise	0.500	0.469	0.509	hlaziya
revision	0.417	0.459	0.710	uhlaziyo
revisit	0.552	0.530	0.509	tyelela kwakhona
revival	0.823	0.664	0.597	imvuselelo
revive	0.676	0.780	0.778	vuselela
revocation	0.260	0.610	0.673	ukurhoxiswa
revoke	0.251	0.696	0.737	rhoxisa
revolt	0.343	0.878	0.658	imvukelo
revolting	0.102	0.690	0.300	uvukelo
revolution	0.417	0.902	0.798	revolution
revolutionary	0.635	0.887	0.824	uguqulo
revolutionize	0.684	0.816	0.904	revolution
revolve	0.592	0.546	0.402	jikisa
revolver	0.194	0.796	0.750	ivolovolo
revolving	0.602	0.570	0.580	ejikelezayo
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	ukucaphuka
revving	0.604	0.875	0.879	ukuhlaziya
reward	0.948	0.694	0.783	ibuyiselo
rewarding	0.958	0.637	0.783	kunomvuzo
rewind	0.460	0.551	0.431	buyisela umva
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	bhala kwakhona
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	irhetoric
rhetorical	0.417	0.569	0.635	buciko
rheumatism	0.219	0.472	0.418	isifo samathambo
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	umkhombe
rhinoceros	0.556	0.656	0.569	umkhombe
rhubarb	0.582	0.304	0.340	irhubarb
rhyme	0.667	0.249	0.481	imvano-siphelo
rhyming	0.729	0.410	0.500	isicengcelezo
rhythm	0.771	0.759	0.573	isingqisho
rhythmic	0.714	0.642	0.664	isingqisho
rhythmical	0.844	0.694	0.632	enesingqisho
rib	0.490	0.349	0.351	ubambo
ribbed	0.365	0.378	0.409	iimbambo
ribbon	0.719	0.288	0.357	iribhoni
rice	0.667	0.208	0.330	irayisi
rich	0.882	0.627	0.905	zizityebi
riches	0.958	0.694	0.880	ubutyebi
richness	0.896	0.833	0.922	ubutyebi
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	i-ricky
rickshaw	0.438	0.594	0.402	uritsho
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	susa
riddance	0.323	0.562	0.472	ukulahla
riddle	0.521	0.583	0.543	iqhina
riddled	0.281	0.861	0.422	qhula
ride	0.806	0.465	0.472	khwela
rider	0.635	0.627	0.574	umkhweli
ridge	0.484	0.402	0.349	umqolo
ridicule	0.143	0.745	0.255	isigculelo
ridiculed	0.112	0.806	0.212	intlekisa
ridiculous	0.159	0.594	0.245	hlekisa
riding	0.694	0.654	0.620	ukukhwela
rife	0.570	0.561	0.692	igcwele
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	i-riffraff
rifle	0.329	0.900	0.718	umpu
rifleman	0.245	0.863	0.767	umpu
rifles	0.337	0.864	0.765	imipu
rift	0.246	0.519	0.289	umsantsa
rig	0.542	0.382	0.746	isixhobo
rigged	0.188	0.510	0.412	rigged
rigging	0.510	0.518	0.440	ukurhwaphiliza
right	0.740	0.352	0.710	kunene
righteous	0.823	0.385	0.790	ngamalungisa
righteousness	0.802	0.660	0.897	ubulungisa
rightful	0.837	0.358	0.821	ngokufanelekileyo
rightly	0.740	0.471	0.782	ngokufanelekileyo
righty	0.750	0.314	0.786	kulungile
rigid	0.357	0.552	0.591	ngqongqo
rigidity	0.198	0.530	0.726	ubungqongqo
rigor	0.375	0.745	0.713	ubungqongqo
rigorous	0.438	0.818	0.847	ngqongqo
rim	0.510	0.397	0.302	udini
rind	0.542	0.280	0.491	uqweqwe
ring	0.677	0.427	0.464	umsesane
ringer	0.573	0.604	0.347	ukuringer
ringing	0.724	0.598	0.693	ukukhala
ringleader	0.520	0.550	0.640	inkokeli
ringmaster	0.630	0.622	0.732	umphathi weringi
ringside	0.500	0.644	0.411	umsesane
rink	0.551	0.392	0.392	irenki
rinse	0.663	0.168	0.409	hlambulula
riot	0.061	0.946	0.586	uqhushululu
rioting	0.156	0.949	0.560	udushe
riotous	0.163	0.837	0.588	isidubedube
riots	0.099	0.882	0.564	izidubedube
rip	0.146	0.676	0.365	Lala kakuhle
riparian	0.552	0.408	0.412	umlambo
ripe	0.671	0.337	0.670	ivuthiwe
ripen	0.755	0.373	0.671	vuthwa
ripening	0.615	0.490	0.759	ukuvuthwa
ripper	0.219	0.887	0.642	umqaphi
ripple	0.500	0.453	0.370	isandi
rippling	0.500	0.480	0.327	ukukrazula
rise	0.667	0.593	0.745	ukuphakama
rising	0.750	0.602	0.696	ukunyuka
risk	0.240	0.816	0.438	ingozi
risky	0.224	0.922	0.700	yingozi
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	isithethe
ritual	0.375	0.520	0.508	isithethe
ritualistic	0.450	0.583	0.540	ngokwesithethe
rival	0.286	0.605	0.574	imbangi
rivalry	0.192	0.765	0.538	usukuzwano
river	0.688	0.392	0.605	umlambo
riverbank	0.684	0.300	0.330	umfula ibhanki
riverbed	0.610	0.233	0.421	ngasemlanjeni
riverboat	0.561	0.347	0.462	isikhephe somlambo
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	ikhutshiwe
riveting	0.448	0.544	0.394	ukukhwaza
roach	0.146	0.598	0.259	roach
road	0.656	0.404	0.404	indlela
roadblock	0.337	0.669	0.490	umqobo wendlela
roadhouse	0.500	0.620	0.458	indlu yendlela
roadie	0.500	0.566	0.455	indlela
roadrage	0.458	0.567	0.565	umsindo wendlela
roadrunner	0.490	0.702	0.590	umgijimi
roads	0.677	0.448	0.496	iindlela
roadside	0.500	0.569	0.472	ecaleni kwendlela
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	uhambo lwendlela
roadway	0.562	0.206	0.509	indlela
roadworks	0.562	0.538	0.509	imisebenzi yendlela
roam	0.510	0.550	0.444	zulazula
roar	0.427	0.816	0.675	gquma
roaring	0.449	0.817	0.634	ukugquma
roast	0.521	0.541	0.311	yosa
roasted	0.615	0.520	0.339	yosiwe
rob	0.112	0.840	0.500	phanga
robber	0.135	0.772	0.481	umphangi
robbery	0.133	0.843	0.435	ukuphanga
robe	0.594	0.216	0.298	ingubo
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	irobhothi
robotic	0.417	0.602	0.657	irobhothi
robotics	0.592	0.600	0.763	iirobhothi
robust	0.667	0.604	0.719	yomelele
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	iliwa
rocker	0.615	0.704	0.625	iroki
rocket	0.664	0.824	0.774	rocket
rocks	0.365	0.209	0.543	amatye
rod	0.479	0.319	0.355	intonga
rodent	0.323	0.577	0.279	impuku
rodeo	0.490	0.676	0.588	i-rodeo
roe	0.490	0.382	0.398	roe
rogue	0.334	0.713	0.636	isigebenga
role	0.552	0.260	0.464	indima
roll	0.469	0.510	0.172	roll
roller	0.521	0.394	0.345	irola
rollercoaster	0.802	0.910	0.651	iroller coaster
rollers	0.490	0.365	0.336	iirola
rollicking	0.878	0.806	0.552	ukuqengqeleka
rolling	0.510	0.606	0.321	ukuqengqeleka
roman	0.615	0.475	0.639	isiRoman
romance	0.980	0.682	0.587	uthando
romantic	0.936	0.531	0.598	zothando
romanticism	0.854	0.521	0.593	uthando
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	uphahla
rooftop	0.571	0.471	0.461	uphahla
rook	0.380	0.400	0.510	rook
rookie	0.583	0.370	0.198	irookie
room	0.729	0.283	0.445	igumbi
roomful	0.786	0.425	0.634	igumbi
roommate	0.750	0.481	0.480	umntu ohlala naye
rooms	0.677	0.241	0.386	amagumbi
roomy	0.760	0.342	0.736	indawo enkulu
roost	0.500	0.410	0.345	indawo yokuhlala
rooster	0.459	0.385	0.275	umqhagi
root	0.602	0.279	0.508	ingcambu
root beer	0.582	0.520	0.415	ingcambu yebhiya
rooted	0.510	0.527	0.718	iingcambu
rope	0.385	0.280	0.345	intambo
ropes	0.458	0.304	0.402	iintambo
rosary	0.806	0.140	0.430	irosari
rose	0.865	0.276	0.386	wavuka
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	irosette
roster	0.531	0.306	0.381	uluhlu
rosy	0.940	0.528	0.755	rosy
rot	0.031	0.558	0.301	ukubola
rota	0.320	0.462	0.209	jikeleza
rotary	0.573	0.462	0.528	ejikelezayo
rotate	0.458	0.470	0.492	jikelezisa
rotation	0.670	0.520	0.550	ukujikeleza
rote	0.561	0.481	0.696	rote
rotor	0.500	0.458	0.404	i-rotor
rotten	0.104	0.590	0.327	ibolile
rotting	0.188	0.462	0.255	ukubola
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	Rouge
rough	0.406	0.794	0.632	rhabaxa
roughly	0.448	0.539	0.463	ngokurhabaxa
roughneck	0.323	0.640	0.491	intamo erhabaxa
roughness	0.214	0.578	0.490	uburhabaxa
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	ngeenxa zonke
roundabout	0.490	0.425	0.495	ukujikeleza
rounded	0.592	0.391	0.396	ingqukuva
roundup	0.520	0.580	0.474	yisonge yonke
rouse	0.521	0.490	0.463	vuka
rouser	0.480	0.540	0.423	ukuvusa
rousing	0.714	0.517	0.692	ukuvusa
rout	0.163	0.625	0.233	umzila
route	0.583	0.353	0.518	indlela
routine	0.365	0.219	0.333	isiqhelo
rove	0.457	0.400	0.400	qhuba
rover	0.510	0.538	0.421	irover
roving	0.583	0.442	0.491	ukuzulazula
row	0.427	0.275	0.406	umqolo
rowboat	0.455	0.393	0.353	isikhephe esibhexwayo
rowdy	0.255	0.900	0.518	ngxola
rowing	0.458	0.443	0.467	ukubheqa
royal	0.796	0.430	0.759	yasebukhosini
royalty	0.832	0.571	0.833	ebukhosini
rub	0.521	0.565	0.400	Hlikihla
rubber	0.460	0.217	0.315	irabha
rubbers	0.604	0.360	0.414	iirabha
rubbing	0.406	0.569	0.440	ukuhlikihla
rubbish	0.198	0.454	0.164	inkunkuma
rubble	0.308	0.509	0.289	ingqushu
rubdown	0.561	0.491	0.404	ukudilizwa
rubric	0.427	0.260	0.500	irubrikhi
ruby	0.663	0.408	0.544	irubhi
ruckus	0.271	0.706	0.411	irukhi
rudder	0.439	0.469	0.509	umphini
ruddy	0.490	0.630	0.395	bubomvu
rude	0.061	0.821	0.402	krwada
rudeness	0.280	0.819	0.692	ubukrwada
rudimentary	0.286	0.321	0.509	isiqalo
rudiments	0.385	0.520	0.373	iziseko
rue	0.323	0.394	0.246	iruwe
rueful	0.173	0.429	0.225	buhlungu
ruff	0.365	0.510	0.375	iruff
ruffian	0.130	0.824	0.463	irufi
ruffle	0.443	0.561	0.518	iruffle
rug	0.520	0.240	0.245	umbhoxo
rugby	0.677	0.820	0.708	umbhoxo
rugged	0.561	0.569	0.793	emagqagaleni
ruin	0.125	0.588	0.192	intshabalalo
ruination	0.184	0.582	0.209	intshabalalo
ruined	0.135	0.564	0.194	yonakele
ruinous	0.255	0.690	0.275	yingozi
ruins	0.250	0.490	0.248	amabhodlo
rule	0.567	0.427	0.593	lawula
ruler	0.440	0.400	0.631	irula
ruling	0.177	0.566	0.410	elawulayo
rum	0.561	0.377	0.451	iram
rumba	0.781	0.827	0.615	irumba
rumble	0.367	0.745	0.613	duma
rummage	0.243	0.615	0.289	ukugqogqa
rumor	0.255	0.582	0.282	amarhe
rumored	0.427	0.604	0.318	Amarhe
rump	0.449	0.425	0.396	irumpu
rumpus	0.448	0.531	0.422	irumpus
run	0.542	0.787	0.543	baleka
runaround	0.448	0.519	0.349	ukujikeleza
runaway	0.271	0.770	0.402	baleka
rundown	0.520	0.296	0.465	Ukuqhubela ezantsi
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	rung
runner	0.459	0.747	0.632	imbaleki
running	0.730	0.858	0.442	ukubaleka
running shoes	0.653	0.573	0.491	izihlangu ezibalekayo
runny	0.540	0.439	0.325	ibaleka
runt	0.370	0.500	0.445	baleka
runway	0.585	0.373	0.406	indlela yokubaleka
rupture	0.125	0.633	0.430	ukugqabhuka
rural	0.562	0.245	0.408	emaphandleni
ruse	0.531	0.640	0.546	iqhinga
rush	0.406	0.809	0.546	ukungxama
rushing	0.398	0.821	0.529	ukungxama
rust	0.281	0.265	0.321	umhlwa
rusted	0.286	0.357	0.302	irulile
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	ukurhashaza
rustler	0.281	0.830	0.429	umgebenga
rusty	0.271	0.345	0.231	umhlwa
rut	0.333	0.310	0.392	iruthi
ruth	0.469	0.427	0.444	Rute
ruthless	0.208	0.850	0.670	abangenanceba
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	yesabatha
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	ukonakaliswa
saboteur	0.250	0.804	0.407	umohli
sac	0.344	0.245	0.226	isingxobo
sack	0.385	0.337	0.264	ingxowa
sacrament	0.690	0.316	0.700	umthendeleko
sacred	0.833	0.375	0.862	engcwele
sacrifice	0.208	0.833	0.534	idini
sacrifices	0.281	0.717	0.538	imibingelelo
sacrificial	0.198	0.755	0.452	idini
sacrilege	0.281	0.708	0.491	ingcwele
sacrilegious	0.146	0.736	0.449	ezihlambelayo
sad	0.225	0.333	0.149	ukukhazeka
sadday	0.520	0.418	0.411	ngomso
saddens	0.104	0.436	0.144	lusizi
saddle	0.510	0.509	0.306	isali
sadist	0.042	0.918	0.500	lusizi
sadistic	0.031	0.906	0.618	lusizi
sadly	0.047	0.255	0.216	kalusizi
sadness	0.052	0.288	0.164	usizi
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	ikhuselekile
safeguard	0.786	0.624	0.700	ukhuseleko
safekeeping	0.653	0.510	0.586	ugcino
safety	0.708	0.491	0.868	ukhuseleko
saffron	0.443	0.373	0.349	isafron
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	isaga
sage	0.781	0.327	0.693	isilumko
saggy	0.370	0.429	0.300	ibuhlungu
sail	0.615	0.220	0.325	hamba ngesikhephe
sailboat	0.719	0.392	0.381	isikhephe
sailing	0.667	0.520	0.500	ukuhamba ngesikhephe
sailor	0.500	0.588	0.500	umatiloshe
saint	0.812	0.240	0.693	ongcwele
sainted	0.708	0.296	0.676	ngcwele
saintly	0.865	0.286	0.591	ngokungcwele
sake	0.490	0.573	0.407	ngenxa
salad	0.750	0.260	0.307	isaladi
salamander	0.410	0.362	0.309	intulo
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	umvuzo
sale	0.647	0.602	0.573	intengiso
salesgirl	0.582	0.490	0.605	umthengisi
salesman	0.643	0.559	0.664	umthengisi
salient	0.600	0.573	0.702	ephawulekayo
saline	0.430	0.340	0.385	saline
saliva	0.214	0.265	0.236	amathe
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	islamoni
salmonella	0.167	0.608	0.312	isalmonella
salon	0.531	0.296	0.463	isaluni
saloon	0.630	0.300	0.364	isaluni
salsa	0.742	0.500	0.370	isalsa
salt	0.323	0.312	0.306	ityuwa
salted	0.333	0.400	0.304	ityuwa
saltwater	0.327	0.330	0.364	amanzi anetyuwa
salty	0.388	0.531	0.288	inetyuwa
salutary	0.885	0.360	0.686	luncedo
salutation	0.878	0.417	0.500	isibuliso
salute	0.833	0.542	0.681	khalisa
salvage	0.622	0.510	0.832	ukusindisa
salvation	0.857	0.480	0.800	usindiso
salve	0.612	0.390	0.500	intlangulo
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	ukufana
sample	0.521	0.187	0.452	isampuli
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	isanatorium
sanctification	0.770	0.431	0.816	ukungcwaliswa
sanctified	0.792	0.240	0.612	ngcwalisiwe
sanctify	0.673	0.443	0.783	ngcwalisa
sanctimonious	0.240	0.365	0.327	ngcwele
sanction	0.201	0.750	0.517	isohlwayo
sanctioned	0.323	0.696	0.391	ivunyiwe
sanctity	0.771	0.330	0.628	ubungcwele
sanctuary	0.863	0.226	0.575	indawo engcwele
sanctum	0.521	0.438	0.657	ingcwele
sand	0.582	0.279	0.304	isanti
sandal	0.490	0.283	0.333	imbadada
sandbox	0.573	0.274	0.264	ibhokisi yesanti
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	indoda yesanti
sandpaper	0.417	0.425	0.404	sandpaper
sands	0.646	0.304	0.377	isanti
sandstorm	0.324	0.821	0.629	isaqhwithi
sandwich	0.672	0.314	0.310	isangweji
sandy	0.406	0.265	0.296	isanti
sane	0.760	0.235	0.670	ubhadlile
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	i-sanitarium
sanitary	0.458	0.320	0.425	ngococeko
sanitation	0.742	0.312	0.500	ucoceko
sanity	0.667	0.333	0.655	ukuba nengqondo
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	usanta
sap	0.470	0.298	0.258	incindi
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	isafire
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	impoxo
sarcastic	0.397	0.781	0.298	ephoxayo
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	i-sarcophagus
sardine	0.541	0.236	0.236	isadini
sardonic	0.208	0.679	0.446	i-sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	umbhinqo
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	intle
satanic	0.062	0.843	0.720	kaSathana
satchel	0.521	0.306	0.345	ingxowa
sate	0.667	0.400	0.472	sate
satellite	0.562	0.409	0.764	isathelayithi
satin	0.519	0.396	0.481	satin
satire	0.458	0.655	0.472	ukubhuqa
satirical	0.323	0.615	0.538	ehlekisayo
satisfaction	0.939	0.637	0.673	ulwaneliseko
satisfactorily	0.765	0.570	0.802	ngokwanelisayo
satisfactory	0.959	0.569	0.702	eyanelisayo
satisfied	0.959	0.510	0.685	anelisekile
satisfy	0.867	0.790	0.705	anelise
satisfying	0.890	0.606	0.814	eyanelisayo
saturate	0.281	0.680	0.467	hluthisa
saturated	0.474	0.700	0.442	ihluthi
saturation	0.255	0.582	0.583	ukuhluza
satyr	0.280	0.639	0.500	satyr
sauce	0.562	0.515	0.288	isosi
saucepan	0.347	0.264	0.321	ipani
saucer	0.510	0.327	0.337	isitya
saucy	0.250	0.653	0.391	saucy
sauerkraut	0.531	0.454	0.336	i-sauerkraut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	isoseyiji
savage	0.204	0.931	0.605	ndlongondlongo
savagery	0.219	0.907	0.711	ubundlavini
savanna	0.606	0.147	0.394	savanna
savannah	0.729	0.212	0.309	i-savannah
savant	0.781	0.451	0.818	savant
save	0.770	0.439	0.682	gcina
saver	0.745	0.382	0.802	umgcini
saving	0.663	0.230	0.621	ukugcina
savings	0.776	0.431	0.608	ukonga
savior	0.920	0.469	0.804	umsindisi
savor	0.827	0.552	0.526	ubumnandi
savory	0.812	0.717	0.619	emnandi
savvy	0.719	0.520	0.706	savvy
saw	0.316	0.541	0.518	wabona
sawdust	0.398	0.279	0.241	uthuli lwamaplanga
sawmill	0.427	0.378	0.434	isarha
sax	0.573	0.465	0.409	I-sax
saxophone	0.688	0.444	0.482	isaxophone
say	0.571	0.310	0.482	yithi
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	ukhwekhwe
scabbard	0.325	0.219	0.217	isihlangu
scaffold	0.480	0.500	0.336	isikafula
scaffolding	0.496	0.366	0.545	isikafula
scalding	0.271	0.540	0.381	ukutshisa
scale	0.310	0.350	0.577	isikali
scales	0.439	0.330	0.491	izikali
scallop	0.490	0.363	0.331	iscallop
scalp	0.347	0.346	0.302	isikhumba sentloko
scalpel	0.302	0.700	0.482	i-scalpel
scaly	0.281	0.481	0.358	enexolo
scam	0.042	0.745	0.418	siskemu
scamp	0.458	0.464	0.371	scamp
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	scan
scandal	0.122	0.821	0.557	ihlazo
scandalous	0.135	0.907	0.556	ihlazo
scanner	0.531	0.356	0.567	iskena
scanty	0.287	0.333	0.127	mncinci
scape	0.290	0.625	0.536	i-scape
scapegoat	0.184	0.685	0.481	ibhokhwe ka-Azazeli
scar	0.146	0.500	0.397	isiva
scarab	0.406	0.458	0.267	iscarab
scarce	0.292	0.324	0.218	inqabile
scarcely	0.082	0.412	0.160	kancinci
scarcity	0.167	0.500	0.182	ukunqongophala
scare	0.122	0.910	0.264	uloyiko
scarecrow	0.219	0.274	0.349	uloyiko
scared	0.146	0.828	0.185	ukoyika
scares	0.122	0.847	0.386	izoyikisa
scarf	0.750	0.224	0.224	isikhafu
scarier	0.156	0.846	0.472	ukoyikisa ngakumbi
scariest	0.167	0.863	0.538	yoyikeka
scarlet	0.507	0.390	0.411	ubomvu
scary	0.062	0.952	0.528	iyoyikisa
scat	0.337	0.548	0.409	qhekeza
scatter	0.229	0.620	0.404	sasaza
scattered	0.208	0.380	0.238	uthe saa
scattering	0.347	0.550	0.394	ukusasaza
scavenger	0.177	0.578	0.408	umrhaji
scenario	0.667	0.510	0.683	imeko
scene	0.570	0.340	0.578	indawo
scenery	0.745	0.253	0.592	indawo entle
scenic	0.684	0.548	0.756	intle
scent	0.633	0.410	0.491	ivumba
scented	0.865	0.509	0.431	ivumba
scepter	0.630	0.300	0.670	intonga yobukhosi
sceptical	0.214	0.387	0.466	thandabuza
scepticism	0.292	0.444	0.550	ukuthandabuza
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	ishedyuli
schematic	0.490	0.284	0.647	isicwangciso
scheme	0.521	0.269	0.577	isicwangciso
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	iyantlukwano
schizophrenia	0.092	0.880	0.435	schizophrenia
schizophrenic	0.102	0.958	0.433	schizophrenic
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	i-schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	i-schnitzel
scholar	0.694	0.421	0.731	isifundiswa
scholarly	0.750	0.466	0.709	ngezifundiswa
scholarship	0.866	0.490	0.625	i-scholarship
scholastic	0.500	0.470	0.491	yesikolo
school	0.765	0.423	0.633	isikolo
