English Word	Valence	Arousal	Dominance	Mongolian Word
universal	0.802	0.417	0.833	нийтийн
universality	0.796	0.410	0.840	түгээмэл байдал
universe	0.694	0.454	0.839	орчлон ертөнц
university	0.735	0.574	0.741	их сургууль
unjust	0.115	0.625	0.278	шударга бус
unjustifiable	0.115	0.596	0.394	үндэслэлгүй
unjustified	0.288	0.541	0.314	үндэслэлгүй
unkind	0.135	0.409	0.310	эелдэг бус
unknowable	0.347	0.540	0.396	үл мэдэгдэх
unknown	0.357	0.450	0.204	үл мэдэгдэх
unlawful	0.094	0.759	0.402	хууль бус
unleash	0.479	0.775	0.559	суллах
unlicensed	0.306	0.574	0.196	зөвшөөрөлгүй
unlike	0.439	0.439	0.418	ялгаатай
unlikely	0.271	0.293	0.245	магадлал багатай
unlimited	0.750	0.623	0.679	хязгааргүй
unlisted	0.365	0.265	0.218	жагсаалтад ороогүй
unload	0.656	0.639	0.573	буулгах
unloaded	0.469	0.380	0.331	буулгасан
unlock	0.582	0.442	0.592	түгжээг тайлах
unlucky	0.073	0.395	0.198	азгүй
unmanageable	0.177	0.666	0.482	удирдах боломжгүй
unmanned	0.235	0.441	0.324	нисгэгчгүй
unmarked	0.416	0.294	0.433	тэмдэглэгээгүй
unmarried	0.438	0.480	0.545	гэрлээгүй
unmask	0.323	0.690	0.520	маск тайлах
unmatched	0.776	0.536	0.771	хосгүй
unmistakable	0.602	0.571	0.765	эргэлзээгүй
unmitigated	0.649	0.427	0.422	бууруулахгүй
unmoved	0.184	0.355	0.360	хөдөлгөөнгүй
unnamed	0.316	0.189	0.284	нэргүй
unnatural	0.153	0.587	0.434	байгалийн бус
unnecessary	0.219	0.358	0.190	шаардлагагүй
unneeded	0.177	0.375	0.245	шаардлагагүй
unnoticed	0.302	0.440	0.260	анзаараагүй
unnumbered	0.406	0.255	0.331	дугааргүй
unobserved	0.398	0.255	0.257	ажиглагдаагүй
unobstructed	0.583	0.440	0.573	саадгүй
unobtrusive	0.447	0.327	0.402	анхаарал татахгүй
unoccupied	0.258	0.245	0.412	эзэнгүй
unofficial	0.260	0.302	0.255	албан бус
unopened	0.542	0.340	0.265	нээгдээгүй
unopposed	0.615	0.375	0.537	эсэргүүцэлгүй
unordered	0.224	0.482	0.190	захиалгагүй
unorganised	0.250	0.500	0.212	зохион байгуулалтгүй
unorganized	0.260	0.657	0.173	зохион байгуулалтгүй
unorthodox	0.340	0.480	0.441	уламжлалт бус
unpack	0.531	0.528	0.445	задлах
unpaid	0.300	0.413	0.365	цалингүй
unparalleled	0.708	0.306	0.538	хосгүй
unpleasant	0.122	0.612	0.185	тааламжгүй
unpleasantness	0.062	0.724	0.264	тааламжгүй байдал
unplug	0.239	0.441	0.404	салга
unplugged	0.367	0.375	0.318	салгасан
unpopular	0.073	0.441	0.164	алдартай биш
unprecedented	0.500	0.491	0.658	урьд өмнө байгаагүй
unpredictable	0.429	0.769	0.515	урьдчилан таамаглах аргагүй
unprepared	0.204	0.450	0.152	бэлтгэлгүй
unpretentious	0.510	0.296	0.410	мадаггүй зөв
unproductive	0.100	0.324	0.237	бүтээмжгүй
unprofessional	0.042	0.370	0.170	мэргэжлийн бус
unprofitable	0.163	0.376	0.217	ашиггүй
unprotected	0.150	0.582	0.197	хамгаалалтгүй
unproven	0.296	0.427	0.216	нотлогдоогүй
unprovoked	0.565	0.327	0.385	шалтгаангүй
unpublished	0.406	0.480	0.481	хэвлэгдээгүй
unpunished	0.292	0.594	0.519	шийтгэлгүй
unqualified	0.170	0.433	0.173	шаардлага хангаагүй
unquestionable	0.469	0.450	0.843	эргэлзээгүй
unquestionably	0.500	0.630	0.750	маргаангүй
unquestioned	0.562	0.509	0.746	эргэлзээгүй
unquote	0.388	0.363	0.517	ишлэлийг арилгах
unravel	0.378	0.598	0.455	задлах
unreachable	0.208	0.679	0.557	хүрэх боломжгүй
unread	0.458	0.240	0.214	уншаагүй
unreal	0.173	0.431	0.296	бодит бус
unrealistic	0.229	0.500	0.245	бодит бус
unreasonable	0.115	0.702	0.264	үндэслэлгүй
unrecorded	0.241	0.351	0.350	бүртгэгдээгүй
unregistered	0.255	0.337	0.266	бүртгэлгүй
unregulated	0.344	0.454	0.421	зохицуулалтгүй
unrelated	0.302	0.270	0.264	хамааралгүй
unrelenting	0.500	0.790	0.875	няцашгүй
unreliable	0.108	0.480	0.240	найдваргүй
unremarkable	0.271	0.155	0.230	онцгүй
unrepentant	0.240	0.445	0.413	гэмшдэггүй
unrequited	0.143	0.441	0.179	хариу нэхээгүй
unresolved	0.135	0.441	0.173	шийдэгдээгүй
unresponsive	0.108	0.282	0.244	хариу өгөхгүй
unrest	0.102	0.577	0.231	үймээн самуун
unrestrained	0.385	0.775	0.627	хязгаарлалтгүй
unrestricted	0.698	0.458	0.644	хязгаарлалтгүй
unromantic	0.208	0.316	0.307	романтик бус
unruly	0.240	0.745	0.547	сахилгагүй
unsafe	0.115	0.562	0.147	аюултай
unsanitary	0.063	0.592	0.269	ариун цэврийн шаардлага хангаагүй
unsatisfactory	0.122	0.520	0.189	хангалтгүй
unsatisfied	0.200	0.547	0.241	сэтгэл хангалуун бус
unsavory	0.071	0.637	0.353	тааламжгүй
unscathed	0.625	0.308	0.611	гэмтэлгүй
unscheduled	0.312	0.436	0.300	төлөвлөөгүй
unscientific	0.396	0.317	0.321	шинжлэх ухааны үндэслэлгүй
unscrew	0.333	0.462	0.396	тайлах
unscrupulous	0.094	0.727	0.465	шударга бус
unseat	0.229	0.500	0.312	суудалгүй
unseen	0.427	0.351	0.421	харагдахгүй
unselfish	0.615	0.353	0.377	хувиа хичээдэггүй
unsettled	0.208	0.647	0.170	тогтворгүй
unsightly	0.226	0.559	0.373	үзэмжгүй
unsolicited	0.094	0.339	0.280	хүсээгүй
unsolved	0.146	0.390	0.235	шийдэгдээгүй
unsophisticated	0.327	0.491	0.339	боловсронгуй бус
unsound	0.146	0.222	0.272	эвгүй
unspeakable	0.327	0.567	0.393	үгээр хэлэхийн аргагүй
unspecified	0.240	0.365	0.165	тодорхойгүй
unspoken	0.177	0.260	0.208	хэлээгүй
unstable	0.167	0.587	0.150	тогтворгүй
unsteady	0.122	0.500	0.190	тогтворгүй
unstoppable	0.625	0.887	0.862	зогсоох боломжгүй
unsuccessful	0.140	0.318	0.106	амжилтгүй
unsuitable	0.188	0.528	0.300	тохиромжгүй
unsung	0.296	0.330	0.314	дуулаагүй
unsupervised	0.478	0.481	0.442	хараа хяналтгүй
unsupported	0.260	0.450	0.221	дэмжигдээгүй
unsure	0.143	0.580	0.217	итгэлгүй байна
unsurpassed	0.694	0.569	0.798	давсангүй
unsuspecting	0.302	0.509	0.413	сэжиггүй
unsustainable	0.255	0.650	0.406	тогтворгүй
unsweetened	0.396	0.263	0.300	чихэргүй
unsympathetic	0.163	0.620	0.281	өрөвдөхгүй
untamed	0.429	0.778	0.709	гаршаагүй
untenable	0.143	0.637	0.425	тэсвэрлэх аргагүй
untested	0.302	0.296	0.348	шалгагдаагүй
unthinkable	0.365	0.480	0.481	төсөөлшгүй
untidy	0.106	0.610	0.254	эмх замбараагүй
untie	0.542	0.463	0.472	тайлах
untimely	0.245	0.676	0.233	цаг бус
untitled	0.213	0.240	0.240	гарчиггүй
untold	0.240	0.367	0.191	хэлээгүй
untouchable	0.490	0.602	0.683	хүрч болохгүй
untouched	0.531	0.276	0.600	хөндөгдөөгүй
untoward	0.122	0.555	0.291	таагүй
untraceable	0.321	0.674	0.574	мөрдөх боломжгүй
untrained	0.149	0.529	0.282	бэлтгэгдээгүй
untranslated	0.271	0.188	0.264	орчуулагдаагүй
untroubled	0.750	0.213	0.653	асуудалгүй
untrue	0.031	0.500	0.188	худлаа
untrustworthy	0.097	0.449	0.287	найдваргүй
unturned	0.312	0.255	0.316	эргүүлээгүй
unused	0.344	0.231	0.234	ашиглагдаагүй
unusual	0.429	0.433	0.361	ер бусын
unusually	0.385	0.406	0.358	ер бусын
unutterable	0.406	0.592	0.538	хэлэх боломжгүй
unveil	0.439	0.442	0.562	задлах
unveiling	0.569	0.570	0.675	нээлт
unverified	0.214	0.365	0.180	баталгаажуулаагүй
unwanted	0.177	0.546	0.205	хүсээгүй
unwarranted	0.091	0.500	0.345	үндэслэлгүй
unwary	0.286	0.417	0.402	болгоомжгүй
unwashed	0.365	0.427	0.360	угаагаагүй
unwavering	0.740	0.630	0.858	гуйвшгүй
unwed	0.541	0.595	0.459	гэрлээгүй
unwelcome	0.115	0.480	0.269	хүсээгүй
unwell	0.143	0.640	0.221	муу
unwilling	0.302	0.316	0.179	хүсэлгүй
unwillingly	0.204	0.548	0.182	хүсэлгүйгээр
unwillingness	0.204	0.311	0.113	хүсэлгүй байдал
unwind	0.837	0.181	0.394	тайвшрах
unwise	0.141	0.610	0.304	ухаангүй
unwitting	0.260	0.526	0.344	өөрийн мэдэлгүй
unwittingly	0.312	0.510	0.264	өөрийн мэдэлгүй
unworthy	0.194	0.433	0.226	зохисгүй
unwrap	0.604	0.491	0.557	задлах
unwritten	0.367	0.384	0.272	бичигдээгүй
unyielding	0.367	0.806	0.738	тууштай
unzip	0.378	0.520	0.538	задлах
upbeat	0.878	0.531	0.802	өөдрөг
upbringing	0.677	0.490	0.600	хүмүүжил
upcoming	0.688	0.460	0.550	удахгүй болох
update	0.698	0.535	0.802	шинэчлэх
upgrade	0.786	0.500	0.670	шинэчлэх
upheaval	0.290	0.830	0.570	үймээн самуун
uphill	0.396	0.723	0.572	өгсүүр
uphold	0.698	0.321	0.561	барих
upholstery	0.592	0.270	0.386	бүрээс
upkeep	0.590	0.442	0.685	арчилгаа
upland	0.719	0.578	0.607	өндөрлөг газар
uplands	0.615	0.471	0.577	өндөрлөг газар
uplift	0.656	0.779	0.771	өргөлт
uplifting	0.771	0.548	0.605	өөдрөг
uplink	0.544	0.510	0.595	uplink
upload	0.638	0.683	0.696	байршуулах
upper	0.740	0.529	0.868	дээд
uppercut	0.410	0.600	0.550	дээд зүсэлт
uppity	0.465	0.546	0.417	бүдүүлэг
upright	0.667	0.373	0.600	босоо
uprising	0.561	0.777	0.704	бослого
uproar	0.271	0.902	0.462	үймээн самуун
upscale	0.698	0.526	0.846	дээд зэрэглэлийн
upset	0.071	0.680	0.330	бухимдсан
upshot	0.693	0.490	0.716	үр дүн
upstairs	0.663	0.408	0.645	дээд давхарт
upstanding	0.851	0.390	0.708	босоо
upstart	0.449	0.500	0.455	эхлэх
uptight	0.184	0.716	0.333	битүү
upward	0.792	0.481	0.620	дээшээ
upwards	0.724	0.439	0.638	дээшээ
uranium	0.375	0.580	0.490	уран
urban	0.561	0.528	0.644	хотын
urchin	0.417	0.510	0.373	загалмай
urge	0.418	0.680	0.653	хүсэл
urgency	0.429	0.908	0.543	яаралтай
urgent	0.327	0.918	0.623	яаралтай
urinal	0.214	0.510	0.306	шээсний суваг
urinalysis	0.344	0.532	0.398	шээсний шинжилгээ
urinate	0.360	0.500	0.353	шээх
urination	0.271	0.441	0.232	шээх
urine	0.375	0.361	0.169	шээс
urn	0.194	0.520	0.295	сав
usable	0.812	0.455	0.611	ашиглах боломжтой
usage	0.646	0.360	0.426	хэрэглээ
use	0.438	0.358	0.409	ашиглах
used	0.354	0.306	0.287	ашигласан
useful	0.833	0.411	0.726	ашигтай
usefully	0.650	0.481	0.760	ашигтай
usefulness	0.806	0.519	0.741	ашигтай байдал
useless	0.052	0.342	0.184	ашиггүй
user	0.629	0.347	0.442	хэрэглэгч
usher	0.521	0.440	0.519	хөтлөгч
usual	0.625	0.221	0.400	ердийн
usurp	0.125	0.818	0.433	хууль бусаар авах
usurped	0.292	0.780	0.438	булаан авсан
usury	0.344	0.679	0.430	хээл хахууль
utensil	0.573	0.279	0.383	сав суулга
uterus	0.551	0.420	0.510	умай
utilitarian	0.427	0.363	0.639	ашиг тустай
utility	0.622	0.400	0.704	хэрэгсэл
utilization	0.562	0.469	0.706	ашиглалт
utilize	0.694	0.445	0.545	ашиглах
utmost	0.719	0.740	0.858	дээд зэргээр
utopian	0.542	0.327	0.552	утопи
utter	0.531	0.422	0.549	хэлэх
utterance	0.542	0.640	0.704	үг хэллэг
utterly	0.633	0.440	0.673	бүрмөсөн
vacancy	0.643	0.311	0.418	сул орон тоо
vacant	0.578	0.220	0.464	сул
vacate	0.357	0.490	0.397	чөлөөлөх
vacation	0.840	0.490	0.598	амралт
vaccination	0.530	0.578	0.621	вакцинжуулалт
vaccine	0.500	0.520	0.555	вакцин
vacuolar	0.439	0.370	0.439	вакуол
vacuole	0.490	0.406	0.481	вакуоль
vacuous	0.354	0.267	0.304	хоосон
vacuum	0.327	0.196	0.134	вакуум
vagabond	0.384	0.531	0.144	тэнүүлч
vagina	0.551	0.870	0.500	үтрээ
vaginal	0.449	0.765	0.420	үтрээний
vagrancy	0.219	0.567	0.277	тэнүүлч
vagrant	0.265	0.548	0.250	тэнүүлч
vague	0.271	0.335	0.083	тодорхойгүй
vagueness	0.150	0.324	0.221	тодорхой бус байдал
vainly	0.365	0.283	0.169	дэмий
valance	0.424	0.286	0.371	валанс
vale	0.592	0.276	0.387	vale
valedictorian	0.500	0.490	0.594	валедиктор
valentine	0.888	0.615	0.510	Валентин
valet	0.635	0.406	0.389	үйлчлэгч
valiant	0.880	0.745	0.904	зоригтой
valid	0.693	0.353	0.565	хүчинтэй
validate	0.760	0.431	0.745	баталгаажуулах
validation	0.655	0.460	0.720	баталгаажуулалт
validity	0.646	0.470	0.706	хүчин төгөлдөр байдал
valium	0.419	0.398	0.443	валиум
valley	0.729	0.306	0.386	хөндий
valor	0.833	0.442	0.763	эр зориг
valuable	0.899	0.547	0.798	үнэ цэнэтэй
valuables	0.790	0.625	0.759	үнэт зүйлс
valuation	0.615	0.480	0.795	үнэлгээ
value	0.875	0.582	0.802	үнэ цэнэ
valve	0.323	0.363	0.471	хавхлага
vamoose	0.459	0.455	0.389	вамус
vamp	0.310	0.794	0.566	цус сорогч
vampire	0.271	0.802	0.545	цус сорогч
van	0.561	0.378	0.425	фургон
vandal	0.135	0.792	0.473	сүйтгэгч
vandalism	0.083	0.904	0.509	вандализм
vane	0.561	0.280	0.231	ван
vanguard	0.693	0.640	0.780	авангард
vanilla	0.706	0.216	0.284	ваниль
vanish	0.236	0.480	0.347	алга болно
vanished	0.208	0.566	0.255	алга болсон
vanishing	0.292	0.550	0.322	алга болж байна
vanity	0.260	0.540	0.439	дэмий хоосон
vanquish	0.708	0.760	0.804	ялах
vanquished	0.496	0.529	0.176	ялагдсан
vanquishing	0.600	0.748	0.764	ялах
vantage	0.740	0.632	0.788	давуу тал
vapor	0.510	0.358	0.318	уур
vara	0.490	0.333	0.407	вара
variable	0.620	0.407	0.400	хувьсагч
variance	0.540	0.405	0.509	зөрүү
variation	0.635	0.561	0.406	өөрчлөлт
variations	0.458	0.548	0.353	өөрчлөлтүүд
varicella	0.184	0.593	0.314	салхин цэцэг
varicose	0.235	0.462	0.368	варикоз
varied	0.604	0.701	0.472	янз бүр
variegated	0.398	0.549	0.406	алагласан
variety	0.714	0.472	0.598	төрөл бүрийн
various	0.500	0.296	0.342	янз бүрийн
varmint	0.417	0.500	0.411	хорхой
varnish	0.448	0.353	0.361	лак
varsity	0.710	0.594	0.670	их сургууль
vary	0.521	0.373	0.413	ялгаатай
varying	0.552	0.471	0.385	янз бүр
vascular	0.516	0.451	0.627	судас
vase	0.638	0.225	0.215	ваар
vasectomy	0.208	0.663	0.431	васэктоми
vassal	0.417	0.525	0.196	вассал
vast	0.520	0.535	0.545	өргөн уудам
vat	0.333	0.491	0.509	ват
vaudeville	0.490	0.471	0.472	водевил
vault	0.490	0.378	0.644	хонгил
vaulted	0.417	0.460	0.542	хонгилтой
vaulting	0.510	0.323	0.520	савлах
veal	0.438	0.337	0.410	тугалын мах
vector	0.538	0.308	0.482	вектор
veer	0.469	0.430	0.338	хазайх
vega	0.510	0.333	0.434	вега
vegan	0.490	0.226	0.357	веган
vegetable	0.551	0.120	0.289	хүнсний ногоо
vegetarian	0.562	0.255	0.407	цагаан хоолтон
vegetarianism	0.510	0.269	0.407	цагаан хоолтон
vegetation	0.740	0.177	0.500	ургамалжилт
vegetative	0.500	0.270	0.351	ургамлын гаралтай
veggie	0.602	0.245	0.409	хүнсний ногоо
vehement	0.500	0.500	0.575	ширүүн
vehicle	0.641	0.565	0.500	тээврийн хэрэгсэл
veil	0.500	0.235	0.415	хөшиг
veiled	0.370	0.317	0.324	бүрхэгдсэн
vein	0.347	0.373	0.318	судас
veined	0.487	0.459	0.294	судалтай
vellum	0.500	0.349	0.321	илгэн цаас
velocity	0.673	0.769	0.783	хурд
velour	0.670	0.292	0.412	хилэн
velvet	0.663	0.226	0.304	хилэн
velvety	0.677	0.343	0.493	хилэн
vena	0.500	0.315	0.345	вен
vendetta	0.198	0.784	0.583	өшөө авалт
vending	0.417	0.565	0.549	худалддаг
vendor	0.541	0.541	0.627	худалдагч
veneer	0.490	0.265	0.289	өнгөлгөө
venerable	0.708	0.369	0.600	эрхэмсэг
veneration	0.745	0.650	0.712	хүндэтгэл
venereal	0.302	0.654	0.424	бэлгийн замын
venetian	0.633	0.373	0.464	венецийн
vengeance	0.103	0.927	0.719	өс хонзон
vengeful	0.150	0.840	0.561	өс хонзонтой
venison	0.510	0.422	0.296	бугын мах
venom	0.125	0.770	0.491	хор
venomous	0.159	0.841	0.636	хортой
venous	0.406	0.571	0.453	венийн
vent	0.479	0.519	0.529	агааржуулалт
ventilation	0.719	0.451	0.568	агааржуулалт
ventilator	0.471	0.353	0.344	агааржуулалт
venting	0.375	0.388	0.418	агааржуулалт
ventricle	0.520	0.387	0.464	ховдол
ventricular	0.440	0.549	0.475	ховдол
ventriloquist	0.552	0.600	0.526	ховдол судлаач
venture	0.893	0.810	0.644	хөрөнгө оруулалт
venue	0.727	0.316	0.395	газар
veracity	0.735	0.724	0.798	үнэн зөв байдал
veranda	0.743	0.343	0.439	веранда
verb	0.582	0.312	0.414	үйл үг
verbal	0.520	0.291	0.562	аман
verbatim	0.562	0.255	0.574	үгчлэн
verbiage	0.429	0.560	0.535	үг хэллэг
verbose	0.439	0.480	0.635	дэлгэрэнгүй
verbosity	0.300	0.491	0.451	дэлгэрэнгүй үг
verdant	0.600	0.260	0.389	ногоон
verdict	0.325	0.689	0.800	шийдвэр
verge	0.500	0.337	0.305	ирмэг
verification	0.750	0.276	0.642	баталгаажуулалт
verified	0.781	0.367	0.677	баталгаажуулсан
verify	0.761	0.481	0.704	баталгаажуулах
verily	0.713	0.351	0.585	үнэхээр
veritable	0.794	0.330	0.759	үнэн зөв
vermin	0.167	0.712	0.385	хортон шавьж
vermouth	0.503	0.480	0.425	вермут
vernacular	0.479	0.453	0.615	ардын хэл
vernal	0.553	0.402	0.451	хавар
veronica	0.594	0.399	0.402	Вероника
versatile	0.906	0.625	0.714	олон талт
versatility	0.878	0.585	0.750	олон талт байдал
verse	0.667	0.269	0.336	шүлэг
version	0.604	0.423	0.538	хувилбар
versus	0.310	0.500	0.447	эсрэг
vert	0.490	0.375	0.434	vert
vertebra	0.427	0.330	0.532	нугалам
vertebral	0.308	0.434	0.525	нугаламын
vertex	0.316	0.510	0.491	орой
vertical	0.520	0.387	0.492	босоо
vertically	0.534	0.385	0.545	босоо
vertigo	0.292	0.655	0.445	толгой эргэх
verve	0.724	0.840	0.693	халуун сэтгэл
very negative	0.062	0.521	0.148	маш сөрөг
very positive	1.000	0.551	0.825	маш эерэг
veryangry	0.323	0.714	0.527	үнэхээр ууртай
vesicle	0.359	0.509	0.379	весикул
vesicular	0.214	0.440	0.483	цэврүүт
vessel	0.490	0.398	0.538	хөлөг онгоц
vest	0.667	0.380	0.371	хантааз
vested	0.663	0.415	0.648	хувцастай
vestibule	0.541	0.385	0.422	үүдний танхим
vestige	0.562	0.470	0.454	үлдэгдэл
vet	0.531	0.400	0.644	малын эмч
veteran	0.560	0.431	0.759	ахмад дайчин
veterinarian	0.582	0.418	0.542	малын эмч
veterinary	0.656	0.450	0.603	мал эмнэлэг
veto	0.271	0.462	0.509	хориг тавих
vexed	0.115	0.802	0.413	бухимдсан
viability	0.776	0.500	0.684	амьдрах чадвар
viable	0.656	0.320	0.667	амьдрах чадвартай
viaduct	0.420	0.440	0.662	дамжуулах хоолой
vial	0.594	0.346	0.445	хуруу шил
vibe	0.710	0.480	0.517	уур амьсгал
vibes	0.635	0.688	0.574	чичиргээ
vibrant	0.771	0.824	0.782	эрч хүчтэй
vibrate	0.500	0.698	0.604	чичиргээ
vibration	0.583	0.657	0.528	чичиргээ
vibrator	0.479	0.798	0.500	чичиргээ
vibratory	0.542	0.690	0.527	чичиргээт
vicar	0.531	0.370	0.555	викар
vicarious	0.479	0.452	0.517	орлон гүйцэтгэгч
vice	0.296	0.778	0.480	дэд
viceroy	0.541	0.481	0.712	дэд дарга
vicinity	0.700	0.353	0.466	ойр орчим
vicious	0.208	0.694	0.407	харгис
victim	0.115	0.676	0.202	хохирогч
victimized	0.115	0.644	0.273	хохирогч болсон
victor	0.802	0.587	0.796	ялагч
victoria	0.896	0.811	0.837	Викториа
victorious	0.884	0.886	0.946	ялсан
victory	0.938	0.735	0.931	ялалт
video	0.646	0.577	0.427	видео
video game	0.707	0.765	0.414	видео тоглоом
videotape	0.665	0.343	0.384	видео бичлэг
vie	0.484	0.491	0.500	өрсөлдөх
view	0.896	0.292	0.555	харах
viewer	0.592	0.358	0.558	үзэгч
viewing	0.690	0.394	0.598	үзэх
viewpoint	0.673	0.306	0.644	үзэл бодол
vigil	0.521	0.480	0.491	сонор сэрэмж
vigilance	0.490	0.615	0.724	сонор сэрэмж
vigilant	0.469	0.643	0.791	сонор сэрэмжтэй
vigilante	0.418	0.627	0.720	сонор сэрэмжтэй
vignette	0.717	0.283	0.382	виньет
vigor	0.860	0.755	0.811	эрч хүч
vigorous	0.857	0.770	0.897	эрч хүчтэй
viking	0.541	0.755	0.605	викинг
vile	0.083	0.537	0.553	бузар муу
villa	0.698	0.290	0.345	Вилла
village	0.684	0.367	0.336	тосгон
villager	0.710	0.387	0.509	тосгоны хүн
villain	0.177	0.892	0.590	муу санаатан
villainous	0.122	0.840	0.470	хорон санаатай
vinaigrette	0.490	0.286	0.300	винегрет
vindicate	0.656	0.596	0.767	зөвтгөх
vindicated	0.615	0.480	0.609	зөвтгөсөн
vindication	0.531	0.632	0.764	зөвтгөх
vindictive	0.092	0.830	0.500	өс хонзонтой
vine	0.531	0.292	0.405	усан үзмийн мод
vinegar	0.276	0.370	0.356	цуу
vineyard	0.806	0.382	0.595	усан үзмийн талбай
vintage	0.680	0.390	0.481	хувцасны чимэг
vinyl	0.490	0.241	0.440	винил
viola	0.521	0.461	0.481	виола
violate	0.061	0.970	0.519	зөрчих
violation	0.083	0.892	0.413	зөрчил
violence	0.061	0.933	0.719	хүчирхийлэл
violent	0.112	0.918	0.616	хүчирхийлэлтэй
violently	0.120	0.970	0.527	хүчирхийллээр
violet	0.688	0.272	0.401	ягаан
violin	0.823	0.396	0.389	хийл
violinist	0.804	0.302	0.538	хийлч
viper	0.173	0.846	0.632	хорт могой
viral	0.240	0.612	0.518	вируст
virgin	0.622	0.433	0.462	онгон
virginal	0.673	0.577	0.464	онгон
virginity	0.691	0.676	0.576	онгон байдал
virility	0.684	0.670	0.718	эр зориг
virology	0.418	0.569	0.562	вирус судлал
virtual	0.598	0.532	0.463	виртуал
virtually	0.594	0.521	0.625	виртуалаар
virtue	0.896	0.443	0.827	буян
virtuoso	0.929	0.591	0.863	виртуоз
virtuous	0.890	0.530	0.822	буянтай
virulence	0.094	0.533	0.438	хоруу чанар
virus	0.277	0.740	0.443	вирус
visa	0.735	0.367	0.660	виз
visage	0.700	0.361	0.482	нүүр царай
viscosity	0.417	0.521	0.454	зуурамтгай чанар
viscous	0.398	0.396	0.409	наалдамхай
vise	0.533	0.391	0.451	тавхай
visibility	0.750	0.444	0.676	харагдац
visible	0.750	0.342	0.509	харагдахуйц
visibly	0.724	0.373	0.591	харагдахуйц
vision	0.708	0.447	0.742	алсын хараа
visionary	0.823	0.565	0.791	алсын хараатай
visit	0.771	0.443	0.445	зочилно уу
visitation	0.729	0.346	0.534	айлчлал
visiting	0.729	0.440	0.519	зочлох
visitor	0.646	0.480	0.461	зочин
visor	0.396	0.490	0.265	халхавч
vista	0.698	0.390	0.450	Vista
visual	0.813	0.462	0.462	харааны
visualize	0.635	0.431	0.537	дүрслэх
vital	0.750	0.716	0.847	амин чухал
vitality	0.923	0.565	0.869	эрч хүч
vitals	0.704	0.604	0.798	амин чухал
vitamin	0.827	0.330	0.560	витамин
vitreous	0.312	0.413	0.396	шилэн хэлбэртэй
viva	0.840	0.567	0.644	амьд
vivacious	0.780	0.820	0.758	эрч хүчтэй
vivid	0.698	0.627	0.667	тод
vixen	0.367	0.615	0.414	викс
vocabulary	0.530	0.247	0.585	үгсийн сан
vocal	0.583	0.352	0.340	дуу хоолой
vocalist	0.688	0.596	0.596	гоцлол дуучин
vocation	0.833	0.426	0.686	мэргэжил
vodka	0.510	0.632	0.491	архи
vogue	0.740	0.491	0.538	моодонд орсон
voice	0.594	0.343	0.528	дуу хоолой
voiceless	0.271	0.235	0.131	дуугүй
voicemail	0.458	0.453	0.406	дуут шуудан
void	0.135	0.163	0.130	хүчингүй
volatile	0.323	0.786	0.565	тогтворгүй
volatility	0.281	0.755	0.553	тогтворгүй байдал
volcanic	0.344	0.910	0.781	галт уул
volcano	0.240	0.844	0.787	галт уул
volition	0.480	0.587	0.578	хүсэл
volley	0.529	0.460	0.336	гар бөмбөг
volleyball	0.640	0.700	0.458	волейбол
voltage	0.382	0.855	0.621	хүчдэл
voltmeter	0.599	0.596	0.545	вольтметр
volume	0.552	0.490	0.546	эзлэхүүн
volumes	0.552	0.452	0.520	боть
voluminous	0.561	0.450	0.658	эзэлхүүнтэй
voluntarily	0.847	0.460	0.527	сайн дураараа
voluntary	0.771	0.460	0.643	сайн дурын
volunteer	0.888	0.422	0.596	сайн дурын ажилтан
volunteering	0.844	0.614	0.603	сайн дурын ажил
volunteers	0.820	0.448	0.630	сайн дурынхан
voluptuous	0.673	0.719	0.792	дур булаам
vomit	0.073	0.569	0.188	бөөлжих
vomiting	0.156	0.780	0.157	бөөлжих
voodoo	0.188	0.600	0.453	вуду
voracious	0.385	0.892	0.694	ховдог
vortex	0.408	0.691	0.602	эргүүлэг
vote	0.582	0.500	0.649	санал өгөх
voter	0.612	0.538	0.754	сонгогч
voting	0.615	0.602	0.768	санал хураалт
votive	0.479	0.460	0.453	өргөх
vouch	0.625	0.417	0.746	баталгаа
voucher	0.622	0.416	0.601	ваучер
vow	0.560	0.510	0.664	тангараг өргө
vowel	0.490	0.283	0.311	эгшиг
voyage	0.816	0.714	0.580	аялал
voyager	0.684	0.596	0.627	аялагч
voyeur	0.479	0.615	0.466	Voyeer
vulgar	0.083	0.820	0.445	бүдүүлэг
vulgarity	0.104	0.870	0.346	бүдүүлэг байдал
vulnerability	0.250	0.510	0.267	эмзэг байдал
vulnerable	0.198	0.490	0.245	эмзэг
vulture	0.316	0.604	0.472	тас шувуу
wacko	0.271	0.574	0.330	вако
wacky	0.153	0.720	0.321	тэнэг
wad	0.333	0.318	0.259	вад
waddle	0.490	0.453	0.388	сэгсрэх
wade	0.510	0.656	0.472	wade
wafer	0.677	0.360	0.313	жигнэмэг
waffle	0.708	0.394	0.327	вафли
wag	0.448	0.490	0.481	wag
wage	0.635	0.480	0.565	цалин
wager	0.479	0.816	0.615	бооцоо тавих
wages	0.776	0.440	0.620	цалин
wagon	0.490	0.461	0.474	вагон
wail	0.418	0.724	0.393	уйлах
waist	0.542	0.448	0.351	бэлхүүс
waistcoat	0.542	0.320	0.389	хантааз
waistline	0.560	0.417	0.320	бэлхүүс
