English Word	Valence	Arousal	Dominance	Bosnian Word
trap	0.104	0.610	0.391	trap
trapdoor	0.094	0.670	0.462	trapdoor
trapeze	0.542	0.625	0.566	trapez
trapped	0.135	0.615	0.380	zarobljeni
trapper	0.296	0.654	0.491	trapper
trapping	0.333	0.621	0.491	trapping
trappings	0.458	0.462	0.370	trappings
traps	0.235	0.673	0.481	zamke
trash	0.163	0.541	0.154	smeće
trashy	0.071	0.380	0.161	trashy
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumatski
travail	0.500	0.677	0.620	travail
travel	0.931	0.689	0.535	putovanje
traveler	0.837	0.571	0.700	putnik
traveling	0.900	0.750	0.582	putuju
traverse	0.571	0.590	0.629	traverse
travesty	0.354	0.644	0.407	travestija
trawl	0.255	0.590	0.464	koća
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	poslužavnik
treacherous	0.112	0.815	0.402	izdajnički
treachery	0.104	0.852	0.448	izdaja
tread	0.510	0.520	0.426	gaziti
treadmill	0.459	0.636	0.436	traka za trčanje
treason	0.094	0.806	0.552	izdaja
treasure	0.927	0.592	0.821	blago
treasured	0.849	0.471	0.730	dragocjen
treasurer	0.694	0.456	0.755	blagajnik
treasures	0.867	0.771	0.842	blaga
treasury	0.812	0.541	0.736	trezor
treat	0.573	0.571	0.436	tretirati
treatable	0.780	0.302	0.560	izlječiv
treatise	0.604	0.407	0.613	rasprava
treatment	0.663	0.386	0.620	tretman
treaty	0.646	0.382	0.667	ugovor
treble	0.358	0.471	0.466	visoki tonovi
tree	0.670	0.118	0.442	drvo
trees	0.653	0.137	0.537	drveće
trek	0.469	0.530	0.535	trek
trellis	0.299	0.500	0.389	rešetka
tremble	0.177	0.878	0.388	treperiti
trembling	0.177	0.824	0.324	drhtanje
tremendous	0.600	0.888	0.773	ogroman
tremendously	0.719	0.722	0.661	strašno
tremor	0.104	0.833	0.455	tremor
trench	0.429	0.760	0.429	rov
trend	0.625	0.458	0.706	trend
trending	0.750	0.472	0.600	trending
trendy	0.713	0.520	0.536	trendy
trepidation	0.582	0.594	0.464	strepnja
trespass	0.229	0.670	0.613	trespass
triad	0.469	0.413	0.528	trijada
triage	0.398	0.433	0.479	trijaža
trial	0.438	0.663	0.612	suđenje
triangle	0.562	0.269	0.352	trougao
triangular	0.430	0.320	0.397	trouglasti
triangulate	0.408	0.380	0.517	triangulirati
triathlon	0.521	0.853	0.663	triatlon
tribal	0.417	0.404	0.482	plemenski
tribe	0.664	0.486	0.516	pleme
tribulation	0.448	0.612	0.484	nevolja
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribina
tributary	0.615	0.463	0.616	pritoka
tribute	0.684	0.573	0.700	danak
trick	0.542	0.700	0.409	trik
trickery	0.146	0.798	0.336	tricky
trickle	0.500	0.196	0.231	curenje
trickster	0.375	0.680	0.446	trickster
tricky	0.219	0.651	0.500	lukav
tricycle	0.633	0.402	0.368	tricikl
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	sitnica
trifling	0.375	0.418	0.183	trifling
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	okidač
trigonometry	0.396	0.400	0.616	trigonometrija
trillion	0.592	0.420	0.623	triliona
trilogy	0.615	0.520	0.664	trilogija
trim	0.500	0.466	0.430	podrezati
trimester	0.783	0.336	0.538	trimestar
trimmer	0.260	0.548	0.529	trimer
trimming	0.500	0.478	0.325	trimming
trine	0.396	0.365	0.317	trigon
trinity	0.635	0.346	0.660	trojstvo
trinket	0.521	0.352	0.368	drangulija
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	putovanje
tripartite	0.500	0.480	0.539	tripartitni
tripe	0.312	0.361	0.438	tripice
triple	0.585	0.385	0.481	trostruko
triplet	0.622	0.510	0.618	trojka
triplicate	0.684	0.545	0.717	trostruki primjerak
tripod	0.406	0.388	0.483	tronožac
tripping	0.276	0.594	0.293	tripping
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	tricijum
triumph	0.969	0.798	0.926	trijumf
triumphant	0.949	0.837	0.972	trijumfalno
trivia	0.690	0.490	0.473	trivijalnosti
trivial	0.406	0.387	0.337	trivijalan
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	kolica
trombone	0.562	0.500	0.500	trombon
troop	0.375	0.696	0.750	trupa
trooper	0.458	0.694	0.713	vojnik
troops	0.385	0.718	0.804	trupe
trophy	0.947	0.643	0.676	trofej
tropic	0.740	0.529	0.536	tropic
tropical	0.740	0.461	0.509	tropski
tropics	0.740	0.383	0.412	tropima
trot	0.531	0.664	0.396	kas
trouble	0.135	0.811	0.452	nevolja
troubled	0.167	0.627	0.385	uznemireni
troublemaker	0.260	0.900	0.596	izazivač problema
troubles	0.051	0.854	0.269	nevolje
troublesome	0.283	0.894	0.404	problematično
trough	0.500	0.308	0.340	korito
troupe	0.625	0.406	0.557	trupa
trousers	0.625	0.314	0.442	pantalone
trout	0.516	0.387	0.298	pastrmka
trowel	0.470	0.418	0.250	lopatica
truce	0.688	0.441	0.453	primirje
truck	0.531	0.368	0.546	kamion
trucker	0.494	0.609	0.500	kamiondžija
truckload	0.480	0.450	0.534	kamion
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	tačno
truelove	0.860	0.600	0.587	prava ljubav
truffle	0.677	0.323	0.418	tartuf
truism	0.521	0.422	0.480	istinitost
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	truba
trumpeter	0.673	0.600	0.676	trubač
truncate	0.323	0.600	0.412	truncate
truncated	0.316	0.602	0.439	skraćeno
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	prtljažnik
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	povjerenje
trustee	0.531	0.442	0.658	povjerenik
trusting	0.857	0.508	0.750	povjerenje
trustworthy	0.969	0.315	0.824	pouzdan
trusty	0.863	0.398	0.696	pouzdan
truth	0.971	0.400	0.685	istina
truthful	0.708	0.467	0.807	istinito
truthfulness	0.920	0.549	0.808	istinitost
try	0.604	0.551	0.556	probaj
tryout	0.459	0.539	0.472	isprobavanje
tryouts	0.490	0.602	0.594	proba
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	kada
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tube
tuberculosis	0.214	0.519	0.424	tuberkuloza
tubing	0.438	0.363	0.358	cijevi
tubular	0.458	0.361	0.464	cevasti
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	utorak
tufted	0.500	0.510	0.406	čupav
tug	0.320	0.604	0.558	tegljač
tugboat	0.271	0.510	0.652	tegljač
tuition	0.531	0.372	0.436	školarina
tulip	0.730	0.189	0.356	tulip
tumble	0.276	0.556	0.272	prevrnuti se
tumbler	0.520	0.260	0.352	tumbler
tumbleweed	0.312	0.471	0.427	tumbleweed
tummy	0.427	0.365	0.230	stomak
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	nemir
tumultuous	0.208	0.622	0.590	burno
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tuna
tunable	0.510	0.364	0.582	podesivo
tune	0.708	0.479	0.426	melodija
tunic	0.531	0.248	0.391	tunika
tuning	0.719	0.390	0.635	tuning
tunnel	0.312	0.490	0.412	tunel
turban	0.469	0.386	0.426	turban
turbidity	0.184	0.607	0.393	zamućenost
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulencija
turbulent	0.302	0.792	0.612	turbulentno
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	travnjak
turkey	0.634	0.245	0.247	turska
turmeric	0.542	0.316	0.312	kurkuma
turmoil	0.198	0.888	0.417	previranja
turn	0.531	0.398	0.482	okreni se
turnaround	0.560	0.654	0.407	okreni se
turned	0.630	0.538	0.583	okrenuo
turning	0.510	0.684	0.420	okretanje
turnip	0.561	0.183	0.254	repa
turnkey	0.531	0.382	0.427	ključ u ruke
turnoff	0.312	0.560	0.327	ugasiti
turnout	0.641	0.692	0.898	izlaznost
turnover	0.490	0.392	0.512	promet
turnpike	0.459	0.434	0.462	okretnica
turntable	0.531	0.455	0.406	gramofon
turpentine	0.320	0.539	0.571	terpentin
turquoise	0.786	0.226	0.357	tirkizno
turret	0.494	0.500	0.588	turret
turtle	0.291	0.102	0.271	kornjača
turtleneck	0.583	0.398	0.327	dolčevina
tussle	0.333	0.919	0.691	tucanje
tutelage	0.393	0.442	0.609	tutorage
tutor	0.750	0.346	0.826	učitelj
tutoring	0.663	0.402	0.702	podučavanje
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	smoking
tuxedo	0.694	0.354	0.519	smoking
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	dva
twat	0.292	0.459	0.404	drkadžija
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	podesiti
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tweet
tweezers	0.493	0.408	0.295	pinceta
twelfth	0.521	0.292	0.527	dvanaesti
twelve	0.490	0.298	0.412	dvanaest
twentieth	0.469	0.297	0.346	dvadeseti
twenty	0.520	0.292	0.286	dvadeset
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	grančica
twilight	0.622	0.341	0.633	sumrak
twill	0.449	0.415	0.353	keper
twin	0.688	0.363	0.453	blizanac
twine	0.521	0.380	0.337	kanap
twinge	0.316	0.720	0.471	twinge
twinkle	0.719	0.724	0.610	treperenje
twins	0.760	0.473	0.602	blizanci
twirl	0.552	0.647	0.409	twirl
twist	0.375	0.469	0.337	twist
twisted	0.071	0.736	0.311	uvrnut
twister	0.330	0.680	0.647	twister
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	trzati se
twitching	0.292	0.700	0.482	trzanje
twitchy	0.094	0.918	0.281	twitchy
two	0.520	0.200	0.404	dva
two step	0.583	0.314	0.327	dva koraka
twofaced	0.387	0.620	0.384	dvoličan
twofold	0.573	0.333	0.551	dvostruko
twosome	0.583	0.544	0.500	dvoje
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	tip
typewriter	0.542	0.373	0.418	pisaća mašina
typhoid	0.265	0.458	0.401	tifus
typhoon	0.323	0.796	0.697	tajfun
typical	0.635	0.206	0.426	tipično
typically	0.569	0.377	0.559	tipično
typist	0.551	0.559	0.528	daktilograf
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	tipografija
tyrannical	0.167	0.860	0.731	tiranski
tyranny	0.112	0.792	0.705	tiranija
tyrant	0.115	0.850	0.683	tiranin
tyre	0.480	0.358	0.407	guma
ubiquitous	0.635	0.571	0.884	sveprisutan
ubiquity	0.578	0.490	0.595	sveprisutnost
ugliness	0.094	0.407	0.267	ružnoća
ugly	0.167	0.630	0.254	ružan
uhoh	0.320	0.622	0.284	uh oh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	čir
ulterior	0.375	0.509	0.490	ulterior
ultimate	0.648	0.645	0.544	krajnji
ultimately	0.385	0.480	0.558	na kraju krajeva
ultimatum	0.219	0.855	0.837	ultimatum
ultimo	0.375	0.363	0.300	ultimo
ultrasound	0.573	0.594	0.600	ultrazvuk
ultraviolet	0.604	0.448	0.673	ultraljubičasto
umbilical	0.398	0.406	0.333	pupčane
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	kišobran
umpire	0.520	0.592	0.755	sudija
umpteen	0.510	0.460	0.611	bezbroj
unabashed	0.292	0.614	0.488	bez stida
unabated	0.532	0.420	0.466	nesmanjenom
unable	0.132	0.459	0.193	nesposoban
unacceptable	0.133	0.479	0.330	neprihvatljivo
unaccompanied	0.292	0.376	0.297	bez pratnje
unaccountable	0.180	0.600	0.543	neuračunljiv
unaccounted	0.410	0.338	0.361	nepoznat
unacknowledged	0.240	0.269	0.116	nepriznato
unadulterated	0.570	0.420	0.528	nepatvoreno
unaffected	0.542	0.265	0.571	nepromijenjen
unafraid	0.500	0.520	0.655	bez straha
unaided	0.290	0.410	0.336	bez pomoći
unaltered	0.571	0.269	0.598	nepromijenjen
unambiguous	0.406	0.390	0.578	nedvosmisleno
unanimity	0.490	0.407	0.706	jednoglasnost
unanimous	0.656	0.380	0.682	jednoglasno
unanimously	0.686	0.333	0.738	jednoglasno
unannounced	0.240	0.588	0.291	nenajavljeno
unanswered	0.276	0.361	0.219	bez odgovora
unanticipated	0.255	0.775	0.327	nepredviđeno
unappreciated	0.143	0.431	0.209	necijenjen
unapproved	0.184	0.471	0.254	neodobreno
unarmed	0.427	0.420	0.241	nenaoružan
unassisted	0.302	0.320	0.211	bez pomoći
unassuming	0.490	0.230	0.471	skroman
unattached	0.192	0.439	0.283	nevezano
unattainable	0.220	0.635	0.571	nedostižno
unattended	0.255	0.400	0.167	bez nadzora
unattractive	0.177	0.307	0.208	neprivlačan
unauthorized	0.260	0.448	0.259	neovlašćeno
unavailable	0.323	0.281	0.159	nedostupan
unavoidable	0.350	0.580	0.445	neizbježan
unaware	0.208	0.355	0.310	nesvjestan
unbalanced	0.302	0.596	0.343	neuravnotežen
unbearable	0.125	0.798	0.447	nepodnošljivo
unbeatable	0.735	0.719	0.681	nenadmašno
unbeaten	0.854	0.760	0.828	neporažen
unbecoming	0.123	0.471	0.288	nepristojan
unbelief	0.265	0.582	0.407	neverovanje
unbelievable	0.771	0.790	0.717	neverovatno
unbiased	0.625	0.378	0.618	nepristrasan
unborn	0.312	0.300	0.216	nerođeni
unbound	0.354	0.402	0.283	nevezano
unbounded	0.646	0.600	0.736	neograničeno
unbreakable	0.653	0.573	0.759	neraskidiv
unbridled	0.396	0.759	0.448	neobuzdan
unbroken	0.550	0.224	0.602	neprekinut
unbutton	0.479	0.539	0.311	otkopčati
uncalled	0.344	0.294	0.222	uncalled
uncanny	0.469	0.461	0.430	uncanny
uncaring	0.177	0.245	0.321	bezbrižan
uncensured	0.438	0.649	0.509	uncensured
uncertain	0.363	0.500	0.164	neizvjesno
uncertainty	0.064	0.494	0.282	neizvjesnost
unchallenged	0.552	0.394	0.545	ničim izazvan
unchangeable	0.375	0.442	0.709	nepromjenjivo
unchanged	0.490	0.204	0.237	nepromijenjen
uncharted	0.188	0.406	0.413	uncharted
uncherished	0.250	0.412	0.280	nenjegovano
uncivilized	0.133	0.600	0.400	necivilizovano
unclaimed	0.316	0.346	0.278	nezatraženo
uncle	0.653	0.255	0.578	ujak
unclean	0.133	0.529	0.134	nečisti
unclear	0.229	0.463	0.202	nejasno
uncomfortable	0.188	0.610	0.214	neugodno
uncommon	0.459	0.429	0.373	neuobičajeno
uncommonly	0.626	0.490	0.778	neuobičajeno
uncomplicated	0.740	0.260	0.453	nekomplikovano
uncompromising	0.320	0.531	0.613	beskompromisan
unconcerned	0.562	0.283	0.298	nezabrinut
unconditional	0.760	0.493	0.715	bezuslovno
unconfirmed	0.334	0.321	0.339	nepotvrđeno
unconnected	0.188	0.265	0.213	nepovezano
unconscionable	0.208	0.618	0.429	nesavesno
unconscious	0.240	0.356	0.195	bez svijesti
unconsciousness	0.177	0.440	0.121	nesvjestica
unconstitutional	0.230	0.588	0.491	neustavan
unconstrained	0.653	0.640	0.635	nesputan
uncontested	0.510	0.471	0.689	neosporan
uncontrollable	0.265	0.790	0.626	nekontrolisano
uncontrolled	0.188	0.891	0.544	nekontrolisano
unconventional	0.177	0.509	0.288	nekonvencionalan
unconvinced	0.409	0.458	0.228	neuvjeren
unconvincing	0.190	0.532	0.144	neuvjerljivo
uncooked	0.312	0.321	0.241	nekuvano
uncooperative	0.250	0.422	0.246	nekooperativan
uncorrelated	0.333	0.327	0.316	nekorelirano
uncouth	0.080	0.761	0.350	neotesan
uncover	0.771	0.552	0.648	otkriti
uncritical	0.480	0.367	0.412	nekritički
uncut	0.448	0.422	0.278	neobrezan
undead	0.367	0.635	0.406	undead
undecided	0.286	0.433	0.127	neodlučan
undefeated	0.833	0.752	0.825	neporažen
undefined	0.260	0.418	0.350	nedefinisano
undeniable	0.552	0.473	0.778	nepobitno
underage	0.469	0.461	0.300	maloljetna
underbelly	0.406	0.423	0.361	ispod stomaka
undercover	0.388	0.627	0.483	tajno
undercurrent	0.357	0.582	0.520	undercurrent
underdog	0.250	0.410	0.226	underdog
underestimate	0.413	0.464	0.193	potcijeniti
undergo	0.398	0.554	0.339	podvrgnuti se
undergraduate	0.583	0.500	0.559	dodiplomski
underground	0.396	0.455	0.452	underground
underhanded	0.188	0.415	0.527	podmuklo
underlay	0.521	0.365	0.458	underlay
underlie	0.323	0.378	0.275	podloga
underline	0.480	0.412	0.509	podvući
underlying	0.480	0.445	0.452	temeljni
undermine	0.316	0.491	0.413	potkopati
undermined	0.365	0.409	0.394	potkopano
underneath	0.450	0.265	0.158	ispod
underpaid	0.146	0.413	0.209	nedovoljno plaćen
underpants	0.448	0.473	0.276	gace
underprivileged	0.167	0.449	0.172	neprivilegovani
underrated	0.208	0.520	0.333	potcijenjeno
underscore	0.375	0.275	0.306	donja crta
undersea	0.545	0.490	0.425	podmorje
undersecretary	0.459	0.377	0.594	podsekretar
undersized	0.316	0.425	0.298	nedovoljno veličine
understaffed	0.148	0.444	0.302	nedovoljno osoblja
understand	0.760	0.374	0.643	razumeti
understandable	0.776	0.363	0.566	razumljivo
understanding	0.865	0.304	0.689	razumijevanje
understatement	0.347	0.480	0.473	potcenjivanje
understood	0.780	0.441	0.686	razumeo
understudy	0.378	0.402	0.420	understudy
undertake	0.796	0.702	0.754	preduzeti
undertaker	0.363	0.696	0.611	pogrebnik
undertaking	0.667	0.530	0.696	poduhvat
undertow	0.327	0.639	0.231	undertow
underwear	0.610	0.546	0.375	donje rublje
underwood	0.510	0.453	0.510	underwood
underworld	0.177	0.676	0.613	podzemlje
underwrite	0.416	0.520	0.423	underwrite
underwriter	0.571	0.327	0.620	underwriter
undeserved	0.219	0.552	0.283	nezasluženo
undesirable	0.177	0.644	0.260	nepoželjan
undesired	0.156	0.441	0.235	nepoželjno
undetectable	0.438	0.539	0.604	neotkriven
undetected	0.224	0.304	0.268	neotkriven
undetermined	0.265	0.256	0.353	neodređeno
undeveloped	0.292	0.330	0.254	nerazvijen
undignified	0.122	0.627	0.308	nedostojanstveno
undirected	0.330	0.417	0.310	neusmjeren
undisclosed	0.479	0.361	0.314	neotkriveno
undiscovered	0.438	0.347	0.261	neotkriven
undisputed	0.646	0.588	0.673	neosporan
undisturbed	0.725	0.287	0.434	neometano
undivided	0.510	0.380	0.490	nepodijeljeno
undo	0.365	0.444	0.349	poništiti
undoing	0.219	0.452	0.298	poništavanje
undoubted	0.592	0.461	0.740	nesumnjivo
undress	0.438	0.900	0.336	skini se
undressed	0.375	0.755	0.356	razodjeven
undue	0.156	0.573	0.318	neprikladan
undying	0.708	0.500	0.773	undying
unearned	0.177	0.340	0.213	nezarađeno
unearth	0.427	0.635	0.545	iskopati
uneasiness	0.190	0.798	0.241	nelagodnost
uneasy	0.115	0.598	0.349	nelagodno
uneducated	0.177	0.350	0.246	neobrazovani
unemployed	0.094	0.481	0.230	nezaposleni
unemployment	0.094	0.400	0.297	nezaposlenost
unencumbered	0.604	0.280	0.472	neopterećeni
unending	0.385	0.519	0.454	beskonačan
unequal	0.118	0.433	0.202	nejednako
unequalled	0.562	0.470	0.769	bez premca
unequivocal	0.604	0.415	0.615	nedvosmisleno
unequivocally	0.521	0.668	0.554	nedvosmisleno
unethical	0.104	0.433	0.269	neetički
uneven	0.125	0.457	0.240	neujednačen
uneventful	0.510	0.343	0.410	bez događaja
unexpected	0.500	0.720	0.333	neočekivano
unexpectedly	0.354	0.759	0.462	neočekivano
unexplainable	0.260	0.448	0.610	neobjašnjivo
unexplained	0.271	0.531	0.349	neobjašnjivo
unexplored	0.401	0.640	0.388	neistražen
unfailing	0.625	0.635	0.594	nepogrešiv
unfair	0.173	0.472	0.190	nepravedno
unfairness	0.170	0.817	0.336	nepravednost
unfaithful	0.031	0.806	0.298	neveran
unfamiliar	0.219	0.558	0.273	nepoznato
unfavorable	0.133	0.450	0.232	nepovoljan
unfeeling	0.235	0.377	0.345	neosjećajno
unfettered	0.569	0.650	0.586	nesputan
unfinished	0.188	0.368	0.264	nedovršeno
unfit	0.250	0.368	0.185	nesposoban
unflinching	0.667	0.606	0.882	nepokolebljivo
unfold	0.612	0.510	0.520	odvijati
unfollow	0.281	0.337	0.293	prestani pratiti
unforeseen	0.255	0.714	0.500	nepredviđeno
unforgettable	0.833	0.561	0.660	nezaboravno
unforgivable	0.276	0.743	0.490	neoprostivo
unforgiving	0.406	0.630	0.793	neoprostivi
unfortunate	0.073	0.487	0.195	nesretni
unfortunately	0.104	0.494	0.281	nažalost
unfounded	0.271	0.520	0.410	neosnovano
unfreeze	0.458	0.297	0.375	odmrznuti
unfriendly	0.173	0.670	0.458	unfriendly
unfulfilled	0.184	0.426	0.268	neispunjeno
unfurnished	0.316	0.333	0.272	nenamješten
unglued	0.378	0.446	0.352	odlijepljen
ungodly	0.296	0.423	0.388	bezbožnički
ungrateful	0.219	0.461	0.275	nezahvalan
unguarded	0.156	0.578	0.205	unguarded
unhand	0.406	0.360	0.361	unhand
unhappiness	0.083	0.630	0.222	nesreća
unhappy	0.112	0.500	0.155	nesretan
unharmed	0.740	0.378	0.491	neozlijeđen
unhealthy	0.115	0.549	0.214	nezdravo
unheard	0.344	0.539	0.500	nečuveno
unhelpful	0.104	0.320	0.118	beskorisno
unhindered	0.729	0.441	0.725	nesmetano
unholy	0.327	0.560	0.445	unholy
unhook	0.375	0.592	0.310	otkačiti
unicorn	0.776	0.510	0.480	jednorog
unidentified	0.385	0.361	0.199	neidentifikovan
unification	0.688	0.345	0.788	ujedinjenje
unified	0.729	0.439	0.764	unified
uniform	0.570	0.245	0.655	uniforma
uniformed	0.469	0.519	0.589	uniformisan
uniformity	0.745	0.353	0.538	uniformnost
uniformly	0.625	0.333	0.704	uniformno
unimaginable	0.573	0.634	0.589	nezamislivo
unimpeachable	0.684	0.550	0.784	neosporan
unimpeached	0.458	0.335	0.433	neosporan
unimportant	0.281	0.240	0.175	nevažno
unimpressed	0.198	0.302	0.327	neimpresioniran
unimproved	0.163	0.377	0.144	nepoboljšano
uninfected	0.688	0.304	0.389	neinficiran
uninformed	0.156	0.370	0.182	neobavešten
uninhabited	0.301	0.230	0.221	nenaseljen
uninitiated	0.271	0.288	0.288	neupućen
uninspired	0.163	0.243	0.260	neinspirisan
unintelligible	0.208	0.472	0.283	nerazumljivo
unintended	0.438	0.385	0.349	nenamjerno
unintentional	0.333	0.538	0.306	nenamjerno
unintentionally	0.460	0.490	0.286	nenamjerno
uninterested	0.365	0.240	0.328	nezainteresovano
uninteresting	0.153	0.235	0.228	nezanimljivo
uninterrupted	0.500	0.434	0.527	neprekidno
uninvited	0.090	0.385	0.307	nepozvan
union	0.854	0.226	0.766	sindikat
unique	0.823	0.347	0.661	jedinstven
unisex	0.492	0.417	0.417	unisex
unison	0.510	0.439	0.583	unison
unit	0.562	0.235	0.578	jedinica
unitary	0.531	0.239	0.641	unitarno
unite	0.781	0.375	0.610	ujedinite se
united	0.781	0.431	0.783	ujedinjeni
unity	0.837	0.288	0.658	jedinstvo
universal	0.802	0.417	0.833	univerzalni
universality	0.796	0.410	0.840	univerzalnost
universe	0.694	0.454	0.839	univerzum
university	0.735	0.574	0.741	univerzitet
unjust	0.115	0.625	0.278	nepravedno
unjustifiable	0.115	0.596	0.394	neopravdano
unjustified	0.288	0.541	0.314	neopravdano
unkind	0.135	0.409	0.310	neljubazni
unknowable	0.347	0.540	0.396	nespoznatljivo
unknown	0.357	0.450	0.204	nepoznato
unlawful	0.094	0.759	0.402	nezakonito
unleash	0.479	0.775	0.559	osloboditi
unlicensed	0.306	0.574	0.196	bez licence
unlike	0.439	0.439	0.418	za razliku od
unlikely	0.271	0.293	0.245	malo vjerovatno
unlimited	0.750	0.623	0.679	neograničeno
unlisted	0.365	0.265	0.218	unlisted
unload	0.656	0.639	0.573	istovariti
unloaded	0.469	0.380	0.331	istovaren
unlock	0.582	0.442	0.592	otključati
unlucky	0.073	0.395	0.198	nesrećni
unmanageable	0.177	0.666	0.482	neupravljiv
unmanned	0.235	0.441	0.324	bez posade
unmarked	0.416	0.294	0.433	unmarked
unmarried	0.438	0.480	0.545	neoženjen
unmask	0.323	0.690	0.520	demaskirati
unmatched	0.776	0.536	0.771	bez premca
unmistakable	0.602	0.571	0.765	nepogrešivo
unmitigated	0.649	0.427	0.422	neublažen
unmoved	0.184	0.355	0.360	nepomično
unnamed	0.316	0.189	0.284	neimenovani
unnatural	0.153	0.587	0.434	neprirodno
unnecessary	0.219	0.358	0.190	nepotrebno
unneeded	0.177	0.375	0.245	nepotreban
unnoticed	0.302	0.440	0.260	nezapaženo
unnumbered	0.406	0.255	0.331	nebrojeno
unobserved	0.398	0.255	0.257	neopaženo
unobstructed	0.583	0.440	0.573	neometan
unobtrusive	0.447	0.327	0.402	nenametljiv
unoccupied	0.258	0.245	0.412	nezauzeto
unofficial	0.260	0.302	0.255	nezvanično
unopened	0.542	0.340	0.265	neotvoren
unopposed	0.615	0.375	0.537	bez suprotstavljanja
unordered	0.224	0.482	0.190	neuređeno
unorganised	0.250	0.500	0.212	neorganizovano
unorganized	0.260	0.657	0.173	neorganizovano
unorthodox	0.340	0.480	0.441	neortodoksan
unpack	0.531	0.528	0.445	raspakovati
unpaid	0.300	0.413	0.365	neplaćeno
unparalleled	0.708	0.306	0.538	bez premca
unpleasant	0.122	0.612	0.185	neprijatno
unpleasantness	0.062	0.724	0.264	neprijatnosti
unplug	0.239	0.441	0.404	isključiti
unplugged	0.367	0.375	0.318	unplugged
unpopular	0.073	0.441	0.164	nepopularan
unprecedented	0.500	0.491	0.658	bez presedana
unpredictable	0.429	0.769	0.515	nepredvidivo
unprepared	0.204	0.450	0.152	nespreman
unpretentious	0.510	0.296	0.410	nepretenciozan
unproductive	0.100	0.324	0.237	neproduktivan
unprofessional	0.042	0.370	0.170	neprofesionalno
unprofitable	0.163	0.376	0.217	neprofitabilan
unprotected	0.150	0.582	0.197	nezaštićeni
unproven	0.296	0.427	0.216	nedokazan
unprovoked	0.565	0.327	0.385	ničim izazvan
unpublished	0.406	0.480	0.481	neobjavljeno
unpunished	0.292	0.594	0.519	nekažnjeno
unqualified	0.170	0.433	0.173	nekvalifikovani
unquestionable	0.469	0.450	0.843	neupitno
unquestionably	0.500	0.630	0.750	nesumnjivo
unquestioned	0.562	0.509	0.746	neupitan
unquote	0.388	0.363	0.517	unquote
unravel	0.378	0.598	0.455	razotkriti
unreachable	0.208	0.679	0.557	nedostižan
unread	0.458	0.240	0.214	nepročitano
unreal	0.173	0.431	0.296	nestvarno
unrealistic	0.229	0.500	0.245	nerealno
unreasonable	0.115	0.702	0.264	nerazumno
unrecorded	0.241	0.351	0.350	nezabilježeno
unregistered	0.255	0.337	0.266	neregistrovan
unregulated	0.344	0.454	0.421	neregulisan
unrelated	0.302	0.270	0.264	nepovezano
unrelenting	0.500	0.790	0.875	nepopustljiv
unreliable	0.108	0.480	0.240	nepouzdan
unremarkable	0.271	0.155	0.230	unremarkable
unrepentant	0.240	0.445	0.413	nepokajan
unrequited	0.143	0.441	0.179	neuzvraćeno
unresolved	0.135	0.441	0.173	neriješeno
unresponsive	0.108	0.282	0.244	nereaguje
unrest	0.102	0.577	0.231	nemir
unrestrained	0.385	0.775	0.627	neobuzdan
