English Word	Valence	Arousal	Dominance	Portuguese Word
sunglass	0.684	0.264	0.324	oculos de sol
sunglasses	0.844	0.443	0.364	oculos escuros
sunk	0.146	0.531	0.185	afundado
sunken	0.103	0.476	0.173	afundado
sunless	0.245	0.280	0.273	sem sol
sunlight	0.906	0.407	0.639	luz solar
sunny	0.740	0.348	0.481	ensolarado
sunrise	0.823	0.347	0.640	nascer do sol
sunroof	0.681	0.325	0.425	teto solar
sunscreen	0.656	0.387	0.462	protetor solar
sunset	0.875	0.231	0.298	pôr do sol
sunshine	0.885	0.297	0.769	brilho do sol
suntan	0.620	0.510	0.366	bronzeado
sunup	0.760	0.304	0.620	nascer do sol
sup	0.551	0.358	0.385	e aí?
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	aposentadoria
superb	0.980	0.708	0.852	soberbo
superficial	0.357	0.407	0.309	superficial
superfluous	0.316	0.469	0.393	supérfluo
superhero	0.910	0.820	0.893	Super heroi
superhuman	0.810	0.745	0.895	sobre-humano
superimposed	0.490	0.529	0.683	sobreposto
superintendent	0.592	0.570	0.942	superintendente
superior	0.801	0.697	0.940	superior
superiority	0.582	0.602	0.959	superioridade
superlative	0.714	0.566	0.737	superlativo
superman	0.945	0.794	0.929	Super homen
supermarket	0.690	0.547	0.571	supermercado
supermodel	0.880	0.663	0.698	supermodelo
supernatant	0.500	0.500	0.565	sobrenadante
supernatural	0.622	0.824	0.733	sobrenatural
supernova	0.729	0.673	0.827	Super Nova
superposition	0.480	0.570	0.806	sobreposição
superpower	0.806	0.784	0.972	superpotência
supersede	0.479	0.510	0.518	substituir
superstar	0.885	0.860	0.880	Super estrela
superstition	0.177	0.640	0.418	superstição
superstitious	0.281	0.545	0.514	supersticioso
superstore	0.719	0.600	0.640	superloja
supervise	0.698	0.555	0.889	supervisionar
supervision	0.459	0.578	0.825	supervisão
supervisor	0.615	0.479	0.933	Supervisor
supper	0.708	0.429	0.552	jantar
suppertime	0.792	0.388	0.461	hora do jantar
supplant	0.344	0.558	0.463	suplantar
supple	0.812	0.528	0.436	flexível
supplement	0.745	0.406	0.491	suplemento
supplemental	0.604	0.404	0.555	suplementar
supplementary	0.625	0.352	0.541	suplementar
supplication	0.469	0.570	0.309	súplica
supplier	0.615	0.462	0.736	fornecedor
supplies	0.698	0.390	0.595	suprimentos
supply	0.708	0.519	0.603	fornecer
support	0.811	0.472	0.737	Apoio, suporte
supported	0.853	0.408	0.613	suportado
supporter	0.721	0.510	0.698	torcedor
supporters	0.763	0.539	0.558	simpatizantes
supporting	0.634	0.490	0.764	apoiando
supportive	0.875	0.420	0.635	solidário
suppose	0.551	0.343	0.348	suponha
supposed	0.296	0.378	0.379	suposto
supposing	0.449	0.451	0.357	supondo
supposition	0.531	0.408	0.526	suposição
suppress	0.281	0.559	0.509	suprimir
suppression	0.267	0.541	0.537	supressão
supremacy	0.794	0.706	0.943	supremacia
supreme	0.812	0.700	0.974	supremo
supremely	0.833	0.725	0.897	supremamente
surcharge	0.375	0.528	0.500	sobretaxa
sure	0.724	0.270	0.793	claro
surety	0.776	0.365	0.750	fiador
surf	0.847	0.650	0.500	surfar
surface	0.448	0.375	0.604	superfície
surfboard	0.729	0.730	0.387	prancha de surfe
surfer	0.704	0.701	0.554	surfista
surge	0.449	0.684	0.500	surto
surgeon	0.500	0.598	0.793	cirurgião
surgery	0.286	0.769	0.600	cirurgia
surgical	0.327	0.696	0.723	cirúrgico
surly	0.221	0.469	0.493	grosseiro
surmise	0.529	0.400	0.347	supor
surname	0.670	0.250	0.493	sobrenome
surpassing	0.719	0.660	0.720	superando
surplus	0.602	0.680	0.630	excedente
surprise	0.875	0.875	0.562	surpresa
surprised	0.784	0.855	0.539	surpreso
surprises	0.875	0.769	0.632	surpresas
surprising	0.888	0.790	0.692	surpreendente
surprisingly	0.847	0.793	0.819	surpreendentemente
surreal	0.550	0.529	0.670	surreal
surrender	0.115	0.396	0.186	render
surrendering	0.198	0.411	0.245	entregando-se
surrogate	0.406	0.590	0.472	substituto
surround	0.542	0.623	0.627	cercar
surrounding	0.531	0.422	0.669	em torno da
surroundings	0.600	0.346	0.492	arredores
surveillance	0.365	0.720	0.718	vigilância
survey	0.580	0.357	0.379	pesquisa
surveying	0.488	0.455	0.682	levantamento
surveyor	0.545	0.337	0.648	agrimensor
survival	0.541	0.798	0.879	sobrevivência
survive	0.770	0.824	0.726	sobreviver
surviving	0.646	0.836	0.721	sobrevivendo
survivor	0.677	0.750	0.815	sobrevivente
susceptibility	0.458	0.627	0.364	suscetibilidade
susceptible	0.438	0.449	0.304	suscetível
sushi	0.698	0.343	0.394	Sushi
suspect	0.133	0.750	0.509	suspeito
suspected	0.173	0.755	0.452	suspeito
suspend	0.240	0.320	0.368	suspender
suspended	0.224	0.402	0.368	suspenso
suspenders	0.391	0.333	0.500	suspensórios
suspense	0.286	0.775	0.402	suspense
suspension	0.288	0.530	0.426	suspensão
suspicion	0.204	0.711	0.377	suspeita
suspicions	0.208	0.745	0.500	suspeitas
suspicious	0.153	0.745	0.431	suspeito
sustain	0.635	0.358	0.593	sustentar
sustained	0.649	0.340	0.580	sustentado
sustenance	0.820	0.519	0.679	sustento
suture	0.240	0.510	0.510	sutura
suv	0.552	0.431	0.446	SUV
sux	0.406	0.531	0.331	sux
swab	0.470	0.364	0.259	cotonete
swag	0.656	0.676	0.654	Swag
swagger	0.333	0.731	0.538	arrogância
swallow	0.466	0.608	0.436	engolir
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	pântano
swamped	0.156	0.480	0.270	inundado
swampy	0.306	0.390	0.412	pantanoso
swan	0.781	0.225	0.357	cisne
swank	0.490	0.500	0.442	ostentação
swap	0.552	0.500	0.509	troca
swarm	0.302	0.735	0.458	enxame
swarming	0.375	0.600	0.435	pululante
swastika	0.316	0.472	0.491	suástica
swat	0.380	0.694	0.571	golpe
sway	0.690	0.596	0.721	balançar
swear	0.601	0.577	0.658	jurar
swearing	0.333	0.559	0.586	palavrões
sweat	0.388	0.579	0.297	suor
sweater	0.704	0.245	0.295	suéter
sweating	0.292	0.667	0.265	sudorese
sweatshirt	0.510	0.368	0.353	suéter
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	suado
sweep	0.448	0.385	0.383	varrer
sweeper	0.470	0.549	0.414	varredor
sweeping	0.344	0.431	0.355	varrendo
sweet	0.668	0.418	0.382	doce
sweeten	0.908	0.455	0.423	adoçar
sweetened	0.940	0.461	0.398	adoçado
sweetener	0.670	0.333	0.330	adoçante
sweetest	0.959	0.500	0.370	mais doce
sweetheart	0.959	0.423	0.509	amada
sweetie	0.990	0.549	0.560	querida
sweetness	0.906	0.474	0.528	Doçura
sweets	0.910	0.422	0.321	doces
swell	0.360	0.679	0.348	inchar
swelling	0.323	0.608	0.250	inchaço
sweltering	0.204	0.644	0.362	sufocante
swerve	0.276	0.612	0.357	desviar
swift	0.760	0.776	0.698	rápido
swiftly	0.660	0.885	0.618	rapidamente
swig	0.604	0.481	0.406	gole
swill	0.427	0.528	0.322	lavagem
swim	0.688	0.461	0.529	nadar
swimmer	0.657	0.698	0.610	nadador
swimming	0.760	0.559	0.524	natação
swimsuit	0.740	0.373	0.269	roupa de banho
swindle	0.122	0.740	0.439	trapacear
swindler	0.125	0.721	0.575	vigarista
swine	0.340	0.519	0.277	porco
swing	0.602	0.510	0.481	balanço
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	oscilante
swipe	0.573	0.450	0.266	furto
swirl	0.490	0.726	0.639	redemoinho
swish	0.562	0.510	0.474	swish
switch	0.500	0.538	0.509	trocar
switchblade	0.357	0.596	0.528	canivete
switchboard	0.571	0.519	0.558	quadro de distribuição
swivel	0.562	0.480	0.500	girar
swollen	0.236	0.510	0.277	inchado
swoon	0.292	0.510	0.160	desmaio
swoop	0.479	0.618	0.446	swoop
sword	0.438	0.653	0.713	espada
swordfish	0.564	0.520	0.442	peixe-espada
swordplay	0.616	0.750	0.528	esgrima
swordsman	0.395	0.857	0.696	espadachim
sycamore	0.500	0.401	0.527	sicômoro
syllable	0.448	0.250	0.417	sílaba
syllabus	0.736	0.370	0.643	programa de Estudos
symbiotic	0.832	0.425	0.406	simbiótico
symbol	0.643	0.388	0.527	símbolo
symbolic	0.670	0.385	0.574	simbólico
symbolically	0.582	0.385	0.648	simbolicamente
symbolism	0.688	0.347	0.640	simbolismo
symbolize	0.633	0.327	0.673	simbolizar
symmetric	0.745	0.212	0.588	simétrico
symmetrical	0.542	0.263	0.569	simétrico
symmetry	0.604	0.274	0.500	simetria
sympathetic	0.796	0.434	0.609	simpático
sympathize	0.770	0.627	0.644	simpatizar
sympathy	0.827	0.497	0.634	simpatia
symphonic	0.775	0.545	0.566	sinfônico
symphony	0.765	0.490	0.600	sinfonia
symposium	0.573	0.394	0.644	simpósio
symptom	0.380	0.529	0.434	sintoma
symptomatic	0.367	0.434	0.491	sintomático
synagogue	0.531	0.300	0.544	sinagoga
synapse	0.660	0.471	0.491	sinapse
synaptic	0.573	0.553	0.622	sináptica
sync	0.802	0.440	0.670	sincronizar
synchronize	0.781	0.361	0.654	sincronizar
synchronous	0.600	0.538	0.545	síncrono
syncope	0.245	0.538	0.398	síncope
syndicate	0.439	0.491	0.673	sindicato
syndrome	0.229	0.510	0.246	síndrome
synergistic	0.571	0.550	0.547	sinérgico
synergy	0.667	0.510	0.720	sinergia
synod	0.469	0.377	0.574	sínodo
synonym	0.615	0.210	0.433	sinônimo
synonymous	0.480	0.323	0.400	sinônimo
synopsis	0.541	0.390	0.482	sinopse
synoptic	0.561	0.510	0.596	sinótico
syntax	0.531	0.346	0.559	sintaxe
synthesis	0.604	0.315	0.377	síntese
synthesizer	0.500	0.410	0.592	sintetizador
synthetic	0.396	0.350	0.519	sintético
syphilis	0.071	0.606	0.245	sífilis
syringe	0.250	0.680	0.330	seringa
syrup	0.620	0.223	0.318	xarope
system	0.615	0.346	0.764	sistema
systematic	0.617	0.444	0.594	sistemático
systematically	0.690	0.390	0.651	sistematicamente
t-shirt	0.815	0.286	0.284	camisa
tab	0.594	0.208	0.308	aba
tabasco	0.375	0.546	0.404	tabasco
tabby	0.510	0.426	0.387	malhado
tabernacle	0.408	0.480	0.605	tabernáculo
table	0.551	0.170	0.284	tabela
tableau	0.531	0.302	0.321	quadro
tablecloth	0.480	0.165	0.215	toalha de mesa
tablespoon	0.490	0.353	0.245	colher de sopa
tablet	0.562	0.330	0.438	tábua
tableware	0.677	0.250	0.276	talheres
tabloid	0.438	0.365	0.444	tablóide
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabular
tabulate	0.480	0.403	0.598	tabular
tabulation	0.396	0.346	0.526	tabulação
tachometer	0.398	0.394	0.518	tacômetro
tacit	0.459	0.340	0.473	tácito
tack	0.365	0.431	0.431	aderência
tackle	0.365	0.686	0.569	enfrentar
tackled	0.438	0.612	0.569	abordado
tackling	0.480	0.694	0.613	combatendo
tacky	0.245	0.490	0.373	brega
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	tato
tactful	0.704	0.292	0.537	delicado
tactic	0.531	0.434	0.798	tática
tactical	0.594	0.481	0.684	tático
tactics	0.583	0.676	0.774	táticas
tactile	0.573	0.410	0.491	tátil
tad	0.459	0.240	0.250	pouco
tadpole	0.350	0.434	0.218	girino
taffeta	0.604	0.279	0.405	tafetá
taffy	0.448	0.431	0.204	caramelo
tag	0.612	0.353	0.375	marcação
tail	0.480	0.272	0.293	rabo
tailed	0.438	0.358	0.351	cauda
tailgate	0.323	0.340	0.398	porta traseira
tailings	0.439	0.311	0.446	rejeitos
taillight	0.479	0.367	0.283	luz traseira
tailor	0.573	0.206	0.450	alfaiate
tailoring	0.673	0.540	0.566	alfaiataria
tailpipe	0.460	0.429	0.409	cano de descarga
taint	0.141	0.425	0.226	manchar
take	0.828	0.537	0.348	leva
takeoff	0.755	0.884	0.626	decolar
takeout	0.736	0.392	0.368	tirar
takeover	0.663	0.531	0.861	assumir
taker	0.375	0.521	0.618	tomador
talcum	0.500	0.196	0.291	talco
tale	0.663	0.300	0.336	conto
talent	0.959	0.607	0.811	talento
talented	0.939	0.635	0.938	talentoso
talisman	0.704	0.542	0.642	talismã
talk	0.833	0.346	0.594	conversa
talkative	0.562	0.673	0.535	falante
talker	0.500	0.604	0.552	falador
tall	0.725	0.591	0.538	alta
tallies	0.551	0.290	0.402	conta
tallow	0.344	0.283	0.290	sebo
tally	0.542	0.420	0.518	contar
talon	0.344	0.569	0.475	garra
talons	0.320	0.698	0.525	garras
tambourine	0.622	0.548	0.348	pandeiro
tame	0.560	0.604	0.642	domar
tamer	0.385	0.783	0.815	domador
taming	0.569	0.514	0.575	domar
tamper	0.184	0.802	0.545	adulterar
tampon	0.396	0.394	0.345	tampão
tan	0.643	0.460	0.444	bronzeado
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	Espiga
tangent	0.573	0.373	0.454	tangente
tangerine	0.571	0.271	0.395	tangerina
tangible	0.646	0.350	0.679	tangível
tangle	0.354	0.545	0.254	emaranhado
tangled	0.260	0.539	0.316	emaranhado
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tanque
tank top	0.610	0.371	0.371	regata
tanker	0.520	0.647	0.713	petroleiro
tanned	0.615	0.550	0.491	bronzeada
tantalizing	0.525	0.788	0.625	tentador
tantamount	0.633	0.288	0.670	equivalente
tantrum	0.219	0.817	0.404	birra
taoism	0.490	0.250	0.456	taoísmo
tap	0.461	0.370	0.349	toque
tape	0.531	0.277	0.254	fita
tape measure	0.406	0.250	0.360	fita métrica
taper	0.541	0.410	0.415	afunilar
tapering	0.344	0.380	0.237	afilando
tapestry	0.520	0.176	0.362	tapeçaria
tapeworm	0.357	0.334	0.331	tênia
tapioca	0.594	0.297	0.324	tapioca
taps	0.448	0.378	0.409	torneiras
tar	0.438	0.440	0.570	alcatrão
tarantula	0.260	0.718	0.544	tarântula
tardiness	0.296	0.452	0.260	atraso
tardy	0.204	0.592	0.293	atrasado
target	0.633	0.573	0.798	alvo
targeted	0.573	0.537	0.573	visadas
targeting	0.510	0.420	0.580	alvejando
tariff	0.459	0.402	0.491	tarifa
tarmac	0.357	0.302	0.398	asfalto
tarnish	0.204	0.441	0.342	manchar
tarot	0.479	0.422	0.430	tarô
tarp	0.479	0.210	0.364	lona
tarry	0.392	0.413	0.388	demorar
tart	0.719	0.380	0.219	azedo
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tártaro
task	0.550	0.353	0.500	tarefa
tassel	0.552	0.330	0.307	pendão
taste	0.802	0.406	0.465	gosto
tasteful	0.918	0.458	0.625	de bom gosto
tasteless	0.146	0.196	0.148	insípido
tasting	0.781	0.603	0.600	degustação
tasty	0.959	0.786	0.555	gostoso
tat	0.429	0.380	0.404	tatuagem
tattler	0.417	0.530	0.434	tagarela
tattletale	0.633	0.406	0.317	linguarudo
tattoo	0.490	0.602	0.525	tatuagem
taught	0.814	0.481	0.642	ensinado
taunt	0.083	0.696	0.355	insultar
taupe	0.406	0.340	0.386	cinza
taut	0.432	0.704	0.457	tenso
tavern	0.516	0.577	0.475	taberna
tawdry	0.375	0.510	0.398	espalhafatoso
tawny	0.551	0.398	0.400	Pardo
tax	0.260	0.481	0.534	imposto
taxed	0.255	0.456	0.500	tributado
taxi	0.542	0.362	0.430	Táxi
taxicab	0.479	0.430	0.355	táxi
taxonomy	0.370	0.410	0.630	taxonomia
taxpayer	0.592	0.528	0.647	contribuinte
tea	0.698	0.163	0.370	chá
teach	0.840	0.510	0.852	Ensinar
teacher	0.760	0.404	0.885	professora
teaching	0.822	0.444	0.736	ensino
teacup	0.633	0.135	0.277	xícara de chá
teahouse	0.802	0.314	0.288	casa de chá
teal	0.540	0.293	0.321	cerceta
team	0.708	0.461	0.688	equipe
teamjesus	0.673	0.453	0.536	equipe jesus
teammate	0.865	0.449	0.660	companheiro de equipe
teamwork	0.918	0.490	0.773	trabalho em equipe
teapot	0.479	0.110	0.309	bule de chá
tear	0.404	0.620	0.327	rasgar
tearful	0.208	0.500	0.184	choroso
tearsofjoy	0.926	0.740	0.455	lágrimas de alegria
teary	0.167	0.473	0.216	choroso
tease	0.317	0.790	0.432	provocação
teaser	0.510	0.558	0.534	provocação
teasing	0.235	0.725	0.352	provocando
teaspoon	0.521	0.330	0.221	colher de chá
teat	0.612	0.469	0.328	teta
teatime	0.847	0.159	0.339	hora do chá
tech	0.684	0.491	0.732	tecnologia
technical	0.510	0.490	0.736	técnico
technicality	0.632	0.471	0.661	tecnicidade
technician	0.592	0.510	0.713	técnico
technique	0.760	0.414	0.593	técnica
techno	0.561	0.539	0.500	tecnologia
technological	0.680	0.452	0.815	tecnológica
technology	0.776	0.490	0.825	tecnologia
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	urso Teddy
tedious	0.104	0.406	0.241	tedioso
tedium	0.224	0.331	0.298	tédio
tee	0.459	0.373	0.377	camiseta
teeming	0.582	0.550	0.727	fervilhante
teen	0.729	0.531	0.568	adolescente
teenager	0.781	0.593	0.527	adolescente
teens	0.653	0.660	0.440	adolescentes
teensy	0.520	0.427	0.347	pequenino
teeny	0.427	0.418	0.216	pequenino
teeth	0.520	0.388	0.427	dentes
teething	0.396	0.471	0.474	dentição
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegrama
telegraph	0.594	0.423	0.400	telégrafo
telekinesis	0.582	0.646	0.667	telecinese
telemetry	0.460	0.382	0.611	telemetria
telepathic	0.602	0.490	0.642	telepático
telepathy	0.594	0.510	0.588	telepatia
telephone	0.694	0.520	0.425	Telefone
telescope	0.531	0.340	0.500	telescópio
telescopic	0.490	0.290	0.660	telescópico
telethon	0.643	0.641	0.473	maratona
teletype	0.532	0.392	0.455	teletipo
televised	0.625	0.519	0.518	televisionado
television	0.633	0.391	0.547	televisão
tell	0.551	0.350	0.457	dizer
teller	0.500	0.395	0.443	caixa
telling	0.719	0.441	0.527	contando
telltale	0.240	0.663	0.426	revelador
temp	0.490	0.440	0.314	temperatura
temper	0.633	0.623	0.818	temperamento
tempera	0.458	0.318	0.245	têmpera
temperament	0.420	0.625	0.703	temperamento
temperamental	0.316	0.774	0.608	temperamental
temperance	0.500	0.294	0.639	temperança
temperate	0.469	0.394	0.593	temperado
temperature	0.521	0.559	0.473	temperatura
tempered	0.583	0.437	0.667	temperado
tempest	0.245	0.843	0.653	tempestade
template	0.479	0.311	0.411	modelo
temple	0.612	0.269	0.660	têmpora
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	temporal
temporarily	0.500	0.365	0.373	temporariamente
temporary	0.458	0.415	0.324	temporário
tempt	0.210	0.677	0.500	tentado
temptation	0.365	0.817	0.560	tentação
tempting	0.615	0.740	0.519	tentador
temptress	0.427	0.787	0.667	tentadora
ten	0.562	0.260	0.406	dez
tenable	0.741	0.412	0.636	sustentável
tenacious	0.724	0.658	0.692	persistente
tenacity	0.740	0.657	0.889	tenacidade
tenancy	0.500	0.458	0.605	arrendamento
tenant	0.385	0.360	0.398	inquilino
tend	0.604	0.398	0.412	tratar
tendency	0.684	0.500	0.675	tendência
tender	0.630	0.520	0.509	macio
tenderfoot	0.469	0.421	0.438	pé macio
tenderness	0.949	0.276	0.367	ternura
tending	0.622	0.556	0.594	cuidando
tendon	0.341	0.271	0.463	tendão
tenement	0.470	0.384	0.550	cortiço
tenet	0.667	0.333	0.636	princípio
tenets	0.734	0.357	0.667	princípios
tenfold	0.469	0.418	0.500	dez vezes
tennis	0.622	0.519	0.431	tênis
tenor	0.587	0.451	0.500	tenor
tense	0.396	0.439	0.655	tenso
tensile	0.458	0.510	0.618	tração
tension	0.304	0.810	0.529	tensão
tent	0.510	0.275	0.333	barraca
tentacle	0.370	0.559	0.398	tentáculo
tentative	0.582	0.657	0.534	tentativa
tenth	0.510	0.349	0.382	décimo
tenths	0.406	0.294	0.284	décimos
tenuous	0.398	0.263	0.276	tênue
tenure	0.615	0.472	0.611	posse
tepee	0.500	0.337	0.373	tenda
tepid	0.337	0.327	0.237	morno
tequila	0.612	0.710	0.536	tequila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	prazo
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	terminar
termination	0.344	0.472	0.545	terminação
terminator	0.370	0.663	0.737	o Exterminador do Futuro
terminology	0.612	0.284	0.566	terminologia
terminus	0.281	0.382	0.615	terminal
termite	0.265	0.480	0.408	cupim
terms	0.490	0.362	0.645	termos
tern	0.573	0.365	0.309	andorinha
ternary	0.550	0.406	0.480	ternário
terrace	0.615	0.269	0.411	terraço
terrain	0.540	0.300	0.472	terreno
terrestrial	0.542	0.413	0.582	terrestre
terrible	0.061	0.849	0.604	Terrível
terribly	0.061	0.731	0.430	terrivelmente
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	formidável
terrified	0.090	0.902	0.387	aterrorizado
terrifies	0.083	0.923	0.500	aterroriza
terrify	0.052	0.889	0.509	aterrorizar
terrifying	0.031	0.836	0.602	aterrorizante
territorial	0.405	0.600	0.766	territorial
territory	0.625	0.469	0.676	território
terror	0.069	0.902	0.415	terror
terrorism	0.060	0.971	0.673	terrorismo
terrorist	0.019	0.930	0.679	terrorista
terrorists	0.062	0.967	0.688	terroristas
terrorize	0.041	0.907	0.577	aterrorizar
terse	0.542	0.393	0.409	conciso
tertiary	0.500	0.350	0.431	terciário
test	0.449	0.500	0.509	teste
testament	0.594	0.420	0.806	testamento
testicle	0.458	0.651	0.410	testículo
testicular	0.388	0.680	0.453	testicular
testify	0.521	0.650	0.741	testemunhar
testimonial	0.541	0.538	0.750	testemunho
testimony	0.615	0.578	0.643	testemunho
testosterone	0.573	0.840	0.775	testosterona
testy	0.135	0.640	0.357	irritável
tetanus	0.133	0.577	0.368	tétano
tether	0.323	0.620	0.407	amarrar
tethered	0.260	0.472	0.351	amarrado
tetrahedral	0.595	0.468	0.423	tetraédrico
text	0.604	0.157	0.402	texto
textbook	0.622	0.235	0.526	livro didático
textile	0.604	0.235	0.395	têxtil
textural	0.660	0.296	0.445	textural
texture	0.615	0.215	0.412	textura
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	obrigado
thankful	0.969	0.344	0.714	grato
thankgod	0.823	0.451	0.466	graças a Deus
thanking	0.917	0.538	0.658	agradecendo
thankless	0.146	0.500	0.497	mal agradecido
thanks	0.918	0.472	0.461	obrigado
thanksalot	0.908	0.428	0.525	Muito obrigado
thanksgiving	0.927	0.449	0.637	Ação de graças
thankyougod	0.900	0.446	0.651	obrigado deus
thankyoujesus	0.878	0.406	0.604	obrigado jesus
thankyoulord	0.809	0.388	0.466	obrigado senhor
thatch	0.337	0.245	0.161	palha
thatmoment	0.667	0.389	0.340	aquele momento
thaumaturgy	0.510	0.546	0.618	taumaturgia
thaw	0.438	0.321	0.327	descongelamento
theater	0.760	0.635	0.516	teatro
theatrical	0.720	0.690	0.546	teatral
theatrics	0.694	0.539	0.486	teatralidade
thebest	0.760	0.596	0.719	ao melhor
theft	0.135	0.867	0.394	roubo
theism	0.460	0.431	0.481	teísmo
theistic	0.397	0.365	0.509	teísta
thelife	0.688	0.566	0.629	a vida
thelittlethings	0.571	0.240	0.324	as pequenas coisas
theme	0.541	0.176	0.427	tema
theocracy	0.490	0.427	0.722	teocracia
theocratic	0.380	0.480	0.605	teocrático
theologian	0.521	0.304	0.759	teólogo
theological	0.480	0.363	0.683	teológico
theology	0.448	0.330	0.711	teologia
theorem	0.500	0.296	0.615	teorema
theoretical	0.615	0.270	0.546	teórico
theory	0.583	0.314	0.529	teoria
therapeutic	0.625	0.275	0.680	terapêutico
therapeutics	0.552	0.343	0.625	terapêutica
therapist	0.468	0.430	0.679	terapeuta
therapy	0.490	0.353	0.607	terapia
thereabouts	0.427	0.365	0.285	por aí
thereof	0.542	0.265	0.281	do mesmo
therewith	0.462	0.317	0.398	com isso
thermal	0.480	0.360	0.509	térmico
thermocouple	0.406	0.406	0.422	par termoelétrico
thermodynamics	0.510	0.594	0.678	termodinâmica
thermometer	0.400	0.327	0.473	termômetro
thermos	0.582	0.255	0.328	garrafa térmica
thermostat	0.439	0.480	0.321	termostato
thesaurus	0.520	0.480	0.509	dicionário de sinônimos
thesis	0.583	0.582	0.552	tese
thick	0.449	0.433	0.596	espesso
thicken	0.406	0.398	0.509	engrossar
thickening	0.448	0.355	0.434	espessamento
thicket	0.385	0.373	0.324	matagal
thickness	0.552	0.370	0.443	espessura
thief	0.088	0.888	0.443	Ladrão
thigh	0.469	0.433	0.588	coxa
thimble	0.490	0.192	0.218	dedal
thin	0.469	0.337	0.356	fino
thing	0.449	0.222	0.260	coisa
things	0.519	0.250	0.368	coisas
thingy	0.458	0.312	0.158	coisinha
think	0.786	0.408	0.618	acho
thinker	0.706	0.386	0.764	pensador
thinking	0.720	0.308	0.595	pensamento
third	0.551	0.187	0.304	terceiro
thirds	0.402	0.327	0.345	terços
thirst	0.298	0.519	0.307	sede
thirsty	0.281	0.660	0.310	com sede
thirteen	0.459	0.385	0.331	treze
thirteenth	0.408	0.330	0.425	décimo terceiro
thirty	0.562	0.349	0.316	trinta
thistle	0.427	0.423	0.357	cardo
thither	0.500	0.270	0.316	para lá
thong	0.467	0.596	0.269	Correia
thorn	0.296	0.541	0.427	Espinho
thorny	0.177	0.690	0.500	espinhoso
thorough	0.467	0.350	0.558	minucioso
thoroughbred	0.669	0.740	0.716	puro-sangue
thoroughfare	0.582	0.481	0.490	via pública
thought	0.780	0.315	0.571	pensamento
thoughtful	0.667	0.290	0.527	considerado
thoughtfulness	0.867	0.269	0.667	Consideração
thoughtless	0.194	0.580	0.452	impensado
thoughts	0.745	0.382	0.691	pensamentos
thousand	0.663	0.355	0.480	mil
thrash	0.260	0.510	0.472	lixo
thread	0.646	0.184	0.209	fio
threat	0.135	0.865	0.667	ameaça
threaten	0.104	0.958	0.590	ameaçar
threatened	0.052	0.928	0.354	ameaçado
threatening	0.071	0.875	0.652	ameaçador
three	0.653	0.225	0.377	três
threefold	0.521	0.400	0.534	triplo
threesome	0.490	0.676	0.560	trio
thresh	0.490	0.417	0.500	debulhar
threshold	0.531	0.519	0.575	limite
thrice	0.469	0.442	0.462	três vezes
thrift	0.760	0.217	0.649	parcimônia
thrifty	0.604	0.380	0.676	parcimonioso
thrill	0.888	0.837	0.711	emoção
thrilled	0.898	0.818	0.807	emocionados
thriller	0.490	0.796	0.645	filme de ação
thrilling	0.930	0.827	0.782	emocionante
thrive	0.948	0.529	0.772	florescer
thriving	0.865	0.521	0.779	próspero
throat	0.350	0.538	0.346	garganta
throb	0.500	0.673	0.556	pulsar
throbbing	0.645	0.808	0.491	latejante
throes	0.146	0.760	0.235	agonia
throne	0.724	0.606	0.887	trono
throng	0.480	0.810	0.706	multidão
throttle	0.562	0.804	0.750	acelerador
throw	0.344	0.770	0.623	lançar
throwback	0.280	0.454	0.356	retorno
thrower	0.470	0.690	0.717	atirador
thrown	0.500	0.550	0.619	jogado
thrush	0.306	0.490	0.454	tordo
thrust	0.510	0.647	0.663	impulso
thruster	0.698	0.812	0.719	propulsor
thud	0.255	0.686	0.620	baque
thug	0.240	0.882	0.667	bandido
thumb	0.673	0.271	0.361	dedão
thumbprint	0.510	0.347	0.451	impressão digital
thump	0.280	0.792	0.608	baque
thumper	0.354	0.623	0.457	batedor
thumping	0.214	0.755	0.566	batendo
thunder	0.296	0.916	0.526	trovão
thunderbolt	0.418	0.719	0.642	raio
thunderclap	0.390	0.833	0.607	trovão
thundering	0.337	0.778	0.700	trovejante
thunderstorm	0.135	0.860	0.784	trovoada
