English Word	Valence	Arousal	Dominance	Tajik Word
sou	0.480	0.390	0.412	су
soul	0.770	0.220	0.510	ҷон
soulful	0.755	0.331	0.500	рӯҳбаланд
soulless	0.125	0.591	0.400	беҷон
soulmate	0.890	0.500	0.628	шарики чон
sound	0.765	0.623	0.398	садо
sounding	0.690	0.500	0.558	садо додан
soundness	0.780	0.377	0.893	солим
soundproof	0.490	0.390	0.409	садоногузар
soundtrack	0.630	0.559	0.518	саундтрек
soup	0.602	0.245	0.269	шӯрбо
sour	0.276	0.594	0.373	турш
source	0.740	0.318	0.684	сарчашма
sourpuss	0.188	0.620	0.382	турпус
south	0.562	0.265	0.429	ҷануб
southbound	0.510	0.370	0.395	ба ҷануб
southeast	0.510	0.283	0.413	ҷанубу шарқӣ
southern	0.552	0.269	0.370	ҷанубӣ
southpaw	0.542	0.389	0.404	чануб
southwest	0.406	0.314	0.355	ҷанубу ғарб
souvenir	0.844	0.311	0.466	сувенир
sovereign	0.698	0.500	0.885	сохибихтиёр
sovereignty	0.719	0.529	0.886	сохибихтиёрй
soviet	0.347	0.580	0.536	советй
sow	0.667	0.430	0.446	мекорад
soy	0.438	0.250	0.286	соя
soy sauce	0.573	0.382	0.318	чошнии соя
soybean	0.521	0.250	0.293	лубиё
spa	0.622	0.151	0.386	курорт
space	0.800	0.317	0.573	фазо
spacecraft	0.646	0.698	0.680	киштии кайхонй
spaceman	0.688	0.577	0.848	фалакпаймо
spaceship	0.643	0.781	0.664	киштии фалакпаймо
spacing	0.621	0.425	0.507	фосила
spacious	0.880	0.365	0.557	васеъ
spade	0.469	0.667	0.529	бел
spaghetti	0.729	0.353	0.288	спагетти
spam	0.188	0.354	0.304	ангалнома
spammers	0.354	0.500	0.418	спамерҳо
span	0.521	0.330	0.528	фосила
spandex	0.429	0.520	0.429	спандекс
spaniel	0.561	0.435	0.385	спаниел
spank	0.112	0.882	0.642	задан
spanking	0.194	0.736	0.392	зарба задан
spar	0.417	0.438	0.536	спар
spare	0.552	0.398	0.411	эхтиётй
spareribs	0.635	0.431	0.395	спартакиадахо
sparingly	0.510	0.353	0.518	сарфакорона
spark	0.688	0.745	0.529	шарора
sparkle	0.819	0.765	0.510	дурахш
sparkling	0.700	0.418	0.598	дурахшон
sparkly	0.885	0.590	0.726	дурахшон
sparring	0.292	0.870	0.704	спарринг
sparrow	0.583	0.460	0.327	гунҷишк
sparse	0.240	0.367	0.209	камёфт
spasm	0.194	0.594	0.366	спазм
spastic	0.240	0.541	0.491	спастикӣ
spat	0.427	0.413	0.309	туф кард
spatial	0.604	0.625	0.645	фазой
spatter	0.292	0.630	0.315	пошидан
spatula	0.302	0.198	0.369	spatula
spawn	0.542	0.586	0.709	тухм
spaz	0.443	0.500	0.268	spaz
speak	0.765	0.472	0.500	сухан
speakeasy	0.680	0.536	0.442	сухангӯй
speaker	0.604	0.660	0.723	сухангӯй
speakerphone	0.531	0.569	0.560	баландгӯяк
speaking	0.753	0.590	0.575	Гап задан
spear	0.510	0.601	0.500	найза
spec	0.583	0.426	0.691	мушаххас
special	0.844	0.602	0.730	махсус
specialist	0.760	0.562	0.877	мутахассис
speciality	0.854	0.470	0.885	ихтисос
specialize	0.776	0.540	0.861	махсус гардондан
specially	0.847	0.398	0.714	махсусан
specialty	0.724	0.479	0.783	ихтисос
specie	0.583	0.471	0.650	намуд
species	0.561	0.330	0.645	намуд
specific	0.656	0.388	0.691	мушаххас
specification	0.552	0.479	0.602	мушаххасот
specify	0.656	0.405	0.600	муайян кунед
specimen	0.531	0.444	0.568	намуна
speck	0.418	0.245	0.343	доғ
speckled	0.449	0.263	0.254	доғдор
specs	0.540	0.398	0.618	мушаххасот
spectacle	0.812	0.745	0.762	тамошо
spectacles	0.816	0.775	0.648	айнак
spectacular	0.947	0.740	0.887	тамошобоб
spectator	0.694	0.560	0.667	тамошобин
specter	0.265	0.723	0.540	ҳайрат
spectral	0.430	0.667	0.500	спектралӣ
spectrometer	0.500	0.452	0.490	спектрометр
spectrophotometer	0.500	0.484	0.500	спектрофотометр
spectroscopy	0.470	0.541	0.570	спектроскопия
spectrum	0.312	0.700	0.527	спектр
speculate	0.398	0.602	0.553	тахмин кардан
speculation	0.325	0.683	0.394	тахмин
speculative	0.276	0.591	0.464	тахминӣ
speculum	0.417	0.469	0.433	тахмин
speech	0.656	0.470	0.688	сухан
speechless	0.459	0.320	0.315	безабон
speed	0.719	0.849	0.658	суръат
speedboat	0.635	0.858	0.612	киштии тезгард
speedily	0.688	0.740	0.665	зуд
speeding	0.438	0.908	0.645	суръат
speedometer	0.427	0.549	0.579	спидометр
speedway	0.667	0.519	0.416	роҳи суръат
speedy	0.625	0.625	0.793	зуд
spell	0.385	0.380	0.368	имло
spellbound	0.531	0.647	0.387	ҷодушуда
spelling	0.594	0.357	0.398	имло
spencer	0.510	0.394	0.367	Спенсер
spend	0.672	0.745	0.429	сарф кунанд
spender	0.312	0.692	0.377	сарфкунанда
spending	0.333	0.556	0.330	сарф кардан
spent	0.296	0.296	0.263	сарф кард
sperm	0.396	0.706	0.453	нутфа
spew	0.260	0.651	0.573	пошидан
sphere	0.633	0.277	0.500	сфера
spherical	0.550	0.308	0.500	курашакл
sphincter	0.347	0.633	0.375	сфинктер
sphinx	0.604	0.324	0.490	сфинкс
spic	0.302	0.455	0.451	spic
spice	0.594	0.439	0.384	ҳанут
spicy	0.440	0.733	0.610	тунд
spider	0.229	0.569	0.430	тортанак
spiders	0.260	0.696	0.368	тортанакҳо
spiffy	0.615	0.582	0.470	тунд
spigot	0.380	0.346	0.423	нуқра
spike	0.382	0.510	0.408	хӯша
spiked	0.281	0.613	0.407	хушадор
spiky	0.284	0.657	0.587	чанговар
spill	0.408	0.633	0.456	рехтан
spillin	0.375	0.500	0.362	рехтан
spin	0.551	0.422	0.345	чарх задан
spinach	0.583	0.200	0.368	исфаноҷ
spinal	0.312	0.491	0.296	сутунмӯҳра
spindle	0.552	0.410	0.360	шпиндель
spine	0.495	0.461	0.600	сутунмӯҳра
spineless	0.344	0.387	0.321	сутунмӯҳра
spinner	0.458	0.593	0.471	чархзананда
spinning	0.594	0.610	0.481	ресандагӣ
spinster	0.357	0.368	0.345	чархзананда
spiny	0.167	0.639	0.528	чиркин
spiral	0.490	0.624	0.361	спираль
spire	0.354	0.358	0.389	шароб
spirit	0.786	0.370	0.621	рух
spirited	0.854	0.587	0.734	рухбаланд
spirits	0.583	0.847	0.545	рӯҳҳо
spiritual	0.938	0.327	0.564	рӯҳонӣ
spirituality	0.865	0.281	0.667	маънавият
spit	0.149	0.545	0.436	туф кардан
spite	0.080	0.600	0.317	кина
spiteful	0.073	0.710	0.330	хашмгин
spitfire	0.233	0.623	0.566	туф
spittoon	0.276	0.426	0.280	туфкунак
splash	0.521	0.412	0.281	пошидан
splat	0.510	0.433	0.385	сплат
splatter	0.312	0.596	0.352	пошидан
spleen	0.448	0.255	0.396	испурч
splendid	0.896	0.740	0.810	олиҷаноб
splendor	0.927	0.612	0.850	шукӯҳ
splice	0.386	0.460	0.377	пайванд кардан
spline	0.490	0.398	0.407	сплайн
splint	0.179	0.400	0.343	шантаж
splinter	0.136	0.422	0.325	пора
split	0.344	0.618	0.410	Зада шикастан
splitting	0.188	0.598	0.375	тақсим кардан
splurge	0.365	0.481	0.542	рехтан
spoil	0.146	0.723	0.328	вайрон кардан
spoiler	0.347	0.527	0.380	вайронкунанда
spoiling	0.135	0.678	0.306	вайрон кардан
spoils	0.388	0.760	0.481	ғорат мекунад
spoke	0.635	0.433	0.483	сухан ронд
spoken	0.551	0.363	0.545	гуфт
spokesman	0.720	0.480	0.611	сухангӯй
spokesperson	0.573	0.453	0.615	сухангӯй
sponge	0.551	0.192	0.219	исфанҷеро
spongy	0.469	0.324	0.344	исфанҷанг
sponsor	0.729	0.537	0.800	сарпараст
sponsorship	0.854	0.608	0.696	сарпарастӣ
spontaneity	0.817	0.698	0.655	стихиявӣ
spontaneous	0.780	0.578	0.655	стихиявӣ
spoof	0.490	0.594	0.381	қаллобӣ
spook	0.327	0.887	0.322	ваҳшатангез
spooky	0.104	0.858	0.380	тарсовар
spool	0.397	0.389	0.312	гулӯла
spoon	0.479	0.236	0.259	қошуқ
spoonful	0.582	0.208	0.308	қошуқ
sporadic	0.333	0.394	0.500	пароканда
spore	0.480	0.408	0.231	спора
sport	0.865	0.700	0.657	варзиш
sporting	0.917	0.656	0.675	варзишӣ
sports	0.833	0.683	0.587	варзиш
sports car	0.759	0.696	0.669	мошини варзишӣ
sportsman	0.755	0.735	0.713	варзишгар
sportsmanship	0.890	0.582	0.694	махорати спортй
sportswriter	0.760	0.551	0.566	нависандаи варзиш
sporty	0.735	0.713	0.648	варзишӣ
spot	0.510	0.180	0.336	ҷойи
spotless	0.792	0.327	0.726	бенуқсон
spotlight	0.688	0.353	0.519	маркази диккат
spotted	0.354	0.472	0.295	пайдо шуд
spotter	0.542	0.491	0.644	споттер
spotty	0.281	0.606	0.241	доғдор
spousal	0.656	0.582	0.632	ҳамсар
spouse	0.750	0.600	0.645	ҳамсар
spout	0.438	0.357	0.309	най
sprain	0.063	0.580	0.384	кашиш
sprawl	0.600	0.596	0.672	паҳн кардан
spray	0.438	0.410	0.333	дорупошӣ
spread	0.570	0.583	0.651	паҳн шудан
spreader	0.510	0.480	0.500	паҳнкунанда
spree	0.564	0.663	0.474	шӯхӣ
spring	0.837	0.370	0.481	баҳор
springtime	0.837	0.439	0.722	фасли баҳор
sprinkle	0.635	0.404	0.380	пошидан
sprinkler	0.510	0.434	0.473	обпошак
sprinkling	0.677	0.510	0.466	пошидан
sprint	0.549	0.649	0.528	спринт
sprite	0.561	0.438	0.625	спрайт
sprout	0.582	0.565	0.443	сабзида
spruce	0.604	0.288	0.380	арча
spud	0.403	0.423	0.349	spud
spunk	0.438	0.632	0.473	шуҷоъ
spunky	0.646	0.879	0.755	далер
spur	0.378	0.545	0.340	шпор
spurious	0.178	0.480	0.343	қалбакӣ
spurred	0.562	0.684	0.472	таҳрик дод
spurt	0.448	0.550	0.475	ҷунбиш
spy	0.260	0.686	0.530	чосус
squabble	0.173	0.850	0.500	ҷанҷол
squad	0.552	0.711	0.806	отряд
squadron	0.469	0.686	0.787	эскадрилья
squall	0.191	0.833	0.655	борон
squamous	0.344	0.446	0.418	кабуд
squander	0.240	0.755	0.529	исроф кардан
square	0.509	0.340	0.291	мураббаъ
squash	0.531	0.667	0.410	каду
squat	0.330	0.550	0.453	хамида
squatter	0.390	0.361	0.565	банд кардан
squaw	0.428	0.441	0.398	каҷ
squawk	0.265	0.480	0.245	чичиррос кардан
squeak	0.271	0.679	0.300	гиря кардан
squeaky	0.229	0.771	0.367	гичиррос
squeal	0.250	0.731	0.375	гиря кардан
squealer	0.541	0.519	0.330	гирякунанда
squeamish	0.176	0.656	0.453	хашмгин
squeeze	0.458	0.676	0.532	фишурдан
squeezing	0.260	0.598	0.557	фишурдан
squelch	0.271	0.510	0.462	хомуш кардан
squid	0.497	0.398	0.357	Калмар
squint	0.385	0.461	0.452	чашмак задан
squire	0.479	0.459	0.710	сквайр
squirm	0.235	0.824	0.373	гиря кардан
squirrel	0.592	0.358	0.333	сугур
squirt	0.406	0.460	0.255	пошидан
squish	0.260	0.788	0.481	кӯфтан
squishy	0.516	0.333	0.307	шустушӯй
stab	0.167	0.882	0.595	корд задан
stabbed	0.031	0.875	0.431	корд зад
stability	0.812	0.264	0.849	субот
stabilize	0.839	0.427	0.722	муътадил гарданд
stabilizer	0.688	0.353	0.767	стабилизатор
stable	0.725	0.204	0.735	устувор
staccato	0.396	0.500	0.427	стаккато
stack	0.470	0.282	0.427	стек
stadium	0.635	0.679	0.611	стадион
staff	0.745	0.274	0.627	кадрхо
stag	0.594	0.250	0.389	бухор
stage	0.592	0.306	0.473	марҳила
stagecoach	0.516	0.519	0.627	мураббӣ
stagehand	0.420	0.684	0.555	саҳнадаст
stagger	0.531	0.620	0.458	ҳайрон
staggering	0.520	0.657	0.683	ҳайратангез
stagnant	0.300	0.500	0.208	рукуд
stagnation	0.276	0.324	0.396	рукуд
staid	0.385	0.290	0.634	устувор
stain	0.453	0.324	0.264	доғ
stained	0.245	0.460	0.209	олудашуда
stainless	0.594	0.329	0.618	зангногир
stair	0.375	0.354	0.345	зинапоя
staircase	0.469	0.347	0.440	зинапоя
stairs	0.510	0.439	0.342	зинапоя
stairway	0.562	0.510	0.407	зинапоя
stairwell	0.510	0.292	0.333	зинапоя
stake	0.406	0.608	0.460	саҳм
stakeout	0.344	0.546	0.600	stakeout
stale	0.235	0.461	0.286	кӯҳна
stalemate	0.296	0.354	0.267	бунбаст
stalk	0.436	0.272	0.395	поя
stalker	0.177	0.930	0.639	таъқибкунанда
stall	0.370	0.245	0.292	дӯкон
stallion	0.628	0.596	0.779	асп
stalls	0.582	0.378	0.451	дӯконҳо
stalwart	0.812	0.430	0.691	устувор
stamina	0.664	0.694	0.877	тобоварй
stamp	0.438	0.327	0.441	мӯҳр
stampede	0.235	0.875	0.683	издиҳом
stance	0.604	0.333	0.609	мавқеъ
stand	0.600	0.324	0.509	истода
standard	0.673	0.143	0.605	стандарт
standardize	0.684	0.353	0.729	стандарт кардан
standardized	0.610	0.324	0.607	стандартизатсияшуда
standby	0.260	0.224	0.386	омода
standing	0.604	0.317	0.425	истода
standoff	0.333	0.840	0.558	муқовимат
standpoint	0.585	0.388	0.652	нуктаи назар
standstill	0.441	0.203	0.500	истодан
standup	0.633	0.583	0.550	хестан
stanza	0.612	0.343	0.297	мисраъ
staph	0.375	0.480	0.412	стафис
staple	0.542	0.306	0.438	штапель
stapler	0.370	0.264	0.394	степлер
star	0.833	0.418	0.560	ситора
star fruit	0.701	0.433	0.427	меваи ситора
starboard	0.531	0.388	0.558	борти рост
starch	0.507	0.354	0.312	крахмал
stardom	0.844	0.786	0.689	ситора
stardust	0.843	0.410	0.549	чанги ситора
stare	0.541	0.430	0.538	нигоҳ кардан
starfish	0.680	0.320	0.421	ситораи моҳӣ
stargazing	0.802	0.461	0.709	ситорашиносӣ
staring	0.542	0.306	0.423	нигариста
stark	0.330	0.630	0.577	сахт
starlet	0.806	0.471	0.587	ситорача
starlight	0.908	0.368	0.611	нури ситорахо
starling	0.500	0.490	0.514	старлинг
starry	0.438	0.643	0.434	ситорадор
stars	0.796	0.521	0.484	ситорахо
starship	0.740	0.719	0.704	киштии ситорагарм
start	0.684	0.430	0.589	оғоз
starter	0.667	0.461	0.827	оғозкунанда
startle	0.276	0.817	0.417	ҳайрон
startled	0.333	0.865	0.526	ҳайрон
startling	0.750	0.768	0.830	ҳайратовар
starvation	0.240	0.592	0.284	гуруснагӣ
starve	0.073	0.729	0.402	гурусна мондан
starved	0.097	0.689	0.219	гурусна монд
starving	0.163	0.670	0.336	гуруснагӣ
stash	0.344	0.630	0.361	нигоҳ доштан
stat	0.479	0.460	0.395	стат
state	0.562	0.320	0.604	давлат
stately	0.830	0.728	0.915	давлатдор
statement	0.688	0.608	0.825	изхорот
stateroom	0.653	0.380	0.441	кабинет
stateside	0.643	0.480	0.708	давлат
statesman	0.510	0.490	0.736	арбоби давлатй
static	0.297	0.250	0.366	статикӣ
staticky	0.357	0.278	0.358	статикӣ
statics	0.542	0.290	0.527	статика
station	0.688	0.367	0.519	станция
stationary	0.408	0.240	0.484	стационар
stationery	0.570	0.120	0.455	канселярй
statistic	0.508	0.420	0.609	омор
statistical	0.714	0.353	0.627	статистикй
statistician	0.571	0.360	0.703	оморшинос
stator	0.281	0.453	0.557	статор
statuary	0.561	0.281	0.500	муҷассама
statue	0.542	0.153	0.570	ҳайкал
statuette	0.677	0.433	0.518	ҳайкалча
stature	0.470	0.353	0.664	қомат
status	0.658	0.377	0.588	мақом
statute	0.592	0.330	0.673	қонун
statutory	0.510	0.376	0.539	қонунӣ
staunch	0.480	0.363	0.833	устувор
stave	0.417	0.333	0.424	став
stay	0.604	0.275	0.516	мондан
stayaway	0.369	0.284	0.526	дур мондан
stayed	0.497	0.270	0.395	монд
stays	0.633	0.363	0.564	мемонад
stead	0.551	0.214	0.510	устувор
steadfast	0.771	0.433	0.800	устувор
steady	0.680	0.186	0.763	устувор
steak	0.625	0.359	0.315	стейк
steakhouse	0.802	0.379	0.547	стейкхаус
steal	0.021	0.856	0.528	дуздидан
stealing	0.086	0.913	0.455	дуздӣ
stealth	0.520	0.270	0.452	дуздӣ
stealthily	0.763	0.294	0.458	дуздона
stealthy	0.380	0.363	0.534	пинҳонӣ
steam	0.469	0.413	0.421	буг
steamboat	0.708	0.500	0.633	киштии паровоз
steamer	0.510	0.442	0.528	бухоркунанда
steaming	0.592	0.553	0.402	буғ кардан
steamroller	0.396	0.567	0.667	ролики буғӣ
steamship	0.469	0.490	0.569	пароход
steamy	0.479	0.538	0.445	буғӣ
steel	0.521	0.420	0.714	пулод
steep	0.312	0.612	0.321	нишеб
steeple	0.625	0.519	0.500	деворе
steer	0.469	0.490	0.527	идора кардан
steering	0.580	0.431	0.660	идоракунй
stellar	0.796	0.580	0.769	ситора
stem	0.615	0.191	0.336	поя
stench	0.104	0.570	0.298	бадбӯй
stencil	0.500	0.327	0.421	трафарет
stenographer	0.510	0.408	0.589	стенограф
step	0.531	0.321	0.347	қадам
stepdaughter	0.510	0.510	0.432	духтари угай
stepfather	0.396	0.491	0.611	падарандар
stepmother	0.427	0.530	0.484	модари угай
steppe	0.427	0.321	0.379	дашт
steps	0.511	0.349	0.373	қадамҳо
stepson	0.614	0.406	0.480	писари угай
stereo	0.617	0.519	0.500	стерео
stereoscopic	0.363	0.417	0.574	стереоскопӣ
stereotype	0.151	0.422	0.612	стереотип
stereotyped	0.375	0.510	0.436	стереотипӣ
sterile	0.302	0.471	0.291	безарар
sterility	0.201	0.519	0.414	безурётӣ
sterilize	0.406	0.510	0.520	стерилизатсия кардан
sterling	0.529	0.481	0.615	стерлинг
stern	0.552	0.394	0.415	сахт
sternum	0.520	0.422	0.436	устухони стернум
steroid	0.360	0.706	0.681	стероид
stethoscope	0.427	0.377	0.490	стетоскоп
stew	0.667	0.373	0.250	ош
steward	0.633	0.238	0.550	идоракунанда
stewardess	0.625	0.491	0.491	стюардесса
stewardship	0.551	0.440	0.617	идоракунанда
stfu	0.292	0.500	0.390	стфу
stick	0.396	0.364	0.382	чӯб
sticker	0.583	0.306	0.346	стикер
sticking	0.486	0.425	0.356	часпидан
stickler	0.385	0.471	0.417	часпида
stickup	0.453	0.537	0.434	часпидан
sticky	0.385	0.569	0.292	часпак
stiff	0.158	0.459	0.569	сахт
stiffen	0.360	0.582	0.719	сахт кардан
stiffness	0.323	0.500	0.657	сахтӣ
stifle	0.240	0.764	0.427	пахш кардан
stifled	0.229	0.731	0.193	буғӣ кард
stifling	0.163	0.858	0.608	буғ кардан
stigma	0.327	0.500	0.470	стигма
stile	0.750	0.359	0.691	услуб
stiletto	0.396	0.430	0.427	стилетто
stillbirth	0.092	0.809	0.291	мурда таваллуд
stillborn	0.271	0.519	0.337	мурда таваллудшуда
stillness	0.729	0.125	0.339	оромӣ
stillwaiting	0.344	0.393	0.420	ҳанӯз интизорӣ
stilts	0.439	0.577	0.300	пояҳо
stimulant	0.441	0.794	0.745	ҳавасмандкунанда
stimulate	0.792	0.798	0.754	ҳавасманд кардан
stimulating	0.740	0.804	0.809	ҳавасмандкунанда
stimulation	0.708	0.821	0.702	ҳавасмандгардонӣ
stimulus	0.771	0.779	0.750	ангеза
sting	0.163	0.651	0.373	неш задан
stinger	0.279	0.625	0.508	нешзан
stinging	0.260	0.730	0.459	нешзанӣ
stingy	0.094	0.548	0.283	хасис
stink	0.042	0.481	0.180	бадбӯй
stinker	0.163	0.567	0.275	бадбӯй
stinking	0.041	0.657	0.264	бадбӯй
stinky	0.092	0.558	0.176	бадбӯй
stint	0.490	0.326	0.342	мӯҳлат
stipend	0.604	0.546	0.614	стипендия
stipulate	0.570	0.546	0.623	шарт кардан
stipulation	0.469	0.622	0.654	шарт
stir	0.448	0.773	0.453	шӯр кардан
stirring	0.582	0.702	0.558	ба шӯр андохтан
stitch	0.306	0.538	0.357	дӯзандагӣ
stitching	0.510	0.382	0.345	дӯзандагӣ
stock	0.594	0.418	0.407	захира
stockade	0.375	0.402	0.500	анбор
stockbroker	0.417	0.676	0.802	брокер
stockholder	0.573	0.625	0.716	саҳмдор
stocking	0.594	0.324	0.688	ҷӯроб
stockings	0.458	0.365	0.382	ҷӯробҳо
stockpile	0.542	0.315	0.425	захира кардан
stockroom	0.562	0.312	0.406	анбор
stocks	0.573	0.598	0.586	саҳмияҳо
stoic	0.427	0.473	0.602	стоик
stole	0.135	0.760	0.384	дуздид
stolen	0.156	0.646	0.308	дуздида шудааст
stomach	0.367	0.402	0.438	меъда
stomachache	0.030	0.745	0.316	дарди меъда
stomp	0.365	0.565	0.438	поймол кардан
stomped	0.229	0.684	0.406	поймол кард
stone	0.216	0.183	0.561	санг
stoned	0.177	0.796	0.375	сангсоршуда
stonewall	0.337	0.457	0.655	девори сангин
stoneware	0.458	0.300	0.443	зарфҳои сангин
stony	0.356	0.494	0.525	санглох
stooge	0.438	0.406	0.163	муфтхур
stool	0.448	0.269	0.302	тахта
stools	0.459	0.382	0.327	тахтаҳо
stoop	0.490	0.430	0.284	хам кардан
stoopid	0.280	0.431	0.382	хамида
stop	0.280	0.510	0.490	Ист
stopover	0.531	0.327	0.575	таваққуф
stoppage	0.224	0.491	0.445	таваққуф
stopper	0.365	0.336	0.390	стопор
stopping	0.388	0.382	0.473	таваққуф кардан
stopwatch	0.469	0.521	0.482	сониясан
storage	0.698	0.406	0.564	нигоҳдорӣ
store	0.646	0.538	0.407	мағоза
storefront	0.580	0.217	0.457	витрина
storehouse	0.570	0.250	0.491	анбор
storeroom	0.560	0.217	0.588	анбор
storing	0.630	0.378	0.548	нигоҳ доштан
storm	0.188	0.940	0.543	тӯфон
storming	0.265	0.910	0.669	штурм
stormy	0.146	0.870	0.562	тӯфон
story	0.653	0.406	0.704	ҳикоя
storybook	0.854	0.306	0.383	китоби ҳикоя
storyteller	0.730	0.357	0.462	достон
storytelling	0.643	0.375	0.472	ҳикоят кардан
stound	0.490	0.473	0.446	устувор
stout	0.656	0.657	0.817	устувор
stove	0.466	0.391	0.405	печка
stow	0.615	0.365	0.523	санг
stowaway	0.224	0.481	0.357	гуреза
straddle	0.306	0.550	0.444	поймол кардан
straighten	0.677	0.500	0.685	рост кардан
straightforward	0.780	0.150	0.380	рост
straightway	0.667	0.444	0.565	якбора
strain	0.190	0.750	0.380	шиддат
strained	0.122	0.656	0.580	пуршиддат
strait	0.438	0.433	0.412	танг
straitjacket	0.224	0.719	0.579	курта
straits	0.408	0.269	0.410	тангаҳо
strand	0.396	0.406	0.538	ришта
stranded	0.292	0.459	0.219	банд монд
strange	0.314	0.663	0.395	аҷиб
stranger	0.330	0.449	0.302	бегона
strangle	0.094	0.927	0.527	буғи кардан
strangulation	0.040	0.886	0.542	буғи кардан
strap	0.380	0.417	0.382	тасма
strapless	0.314	0.462	0.273	камарбанд
strapping	0.552	0.413	0.454	тасмабандӣ
strata	0.500	0.457	0.411	табақаҳо
strategic	0.786	0.708	0.861	стратегӣ
strategist	0.571	0.594	0.810	стратег
strategy	0.704	0.667	0.858	стратегия
stratification	0.531	0.490	0.651	табақабандӣ
stratosphere	0.604	0.583	0.636	стратосфера
stratum	0.365	0.307	0.510	табақа
stratus	0.448	0.520	0.509	табақа
straw	0.480	0.290	0.163	кох
strawberry	0.833	0.270	0.336	тути заминӣ
stray	0.133	0.760	0.281	гумроҳ
streak	0.440	0.608	0.511	рах
streaked	0.458	0.426	0.393	рахдор
stream	0.449	0.537	0.559	ҷараён
streamer	0.615	0.530	0.429	стример
streaming	0.592	0.481	0.582	ҷараён
streamline	0.656	0.573	0.618	ба тартиб овардан
street	0.594	0.324	0.398	кӯча
streetcar	0.390	0.569	0.566	трамвай
streetlight	0.673	0.268	0.390	чароғи кӯча
strength	0.802	0.682	0.858	қувват
strengthen	0.802	0.796	0.971	мустахкам кардан
strengthening	0.913	0.627	0.945	мустахкам кардан
strenuous	0.104	0.660	0.481	пуршиддат
strep	0.365	0.594	0.353	стреп
stress	0.173	0.843	0.317	стресс
stressed	0.167	0.740	0.502	таъкид намуд
stresses	0.115	0.817	0.396	стрессҳо
stressfree	0.833	0.080	0.528	бе стресс
stressful	0.153	0.873	0.389	стресс
stressin	0.146	0.810	0.367	стресс
stressing	0.163	0.866	0.462	таъкид кардан
stressrelief	0.627	0.417	0.475	рафъи стресс
stretch	0.604	0.578	0.500	дароз кардан
stretcher	0.438	0.196	0.295	замбар
stricken	0.163	0.720	0.368	гирифторшуда
strict	0.500	0.646	0.878	сахт
stride	0.490	0.670	0.434	кадам задан
strife	0.344	0.898	0.630	низоъ
strike	0.271	0.811	0.571	зарба задан
strikeout	0.316	0.520	0.371	зарба задан
striker	0.500	0.589	0.696	хучумкунанда
striking	0.357	0.827	0.657	зарбазананда
strikingly	0.690	0.684	0.811	ба таври ҳайратангез
string	0.385	0.398	0.445	сатр
strings	0.457	0.292	0.355	сатрҳо
stringy	0.430	0.510	0.527	ресмон
strip	0.427	0.500	0.436	тасма
stripe	0.629	0.302	0.361	рах
striped	0.344	0.373	0.385	рахдор
stripped	0.255	0.615	0.278	кашида
stripper	0.625	0.848	0.453	стриптизер
striptease	0.607	0.918	0.608	стриптиз
strive	0.582	0.837	0.769	саъй кун
strobe	0.490	0.633	0.537	строб
stroke	0.562	0.440	0.570	инсулт
stroll	0.745	0.415	0.444	сайру гашт кардан
stroller	0.786	0.398	0.314	аробача
strolling	0.755	0.515	0.340	сайругашт кардан
strong	0.912	0.745	0.895	қавӣ
stronghold	0.708	0.636	0.954	калъа
strongly	0.630	0.817	0.885	сахт
structural	0.582	0.425	0.690	сохторӣ
structure	0.562	0.356	0.712	сохтор
strudel	0.627	0.417	0.397	штрудел
struggle	0.365	0.820	0.741	мубориза
strut	0.580	0.480	0.464	сутун
stub	0.396	0.320	0.367	нопадид
stubbed	0.323	0.642	0.241	канда шуд
stubble	0.333	0.442	0.264	хошок
stubborn	0.157	0.702	0.575	якрав
stubbornness	0.156	0.673	0.508	якравӣ
stubby	0.417	0.370	0.393	кабуд
stucco	0.439	0.292	0.279	шустушӯй
stuck	0.153	0.644	0.285	часпида
stuckup	0.281	0.480	0.363	банд мондан
stud	0.564	0.531	0.509	stud
studded	0.396	0.412	0.425	доғдор
student	0.634	0.318	0.537	донишҷӯ
studied	0.786	0.306	0.806	омӯхтааст
studio	0.677	0.265	0.620	студия
study	0.653	0.361	0.768	хондан
stuff	0.622	0.367	0.263	ашё
stuffed animal	0.684	0.255	0.306	ҳайвони пуршуда
stuffing	0.417	0.324	0.304	пур кардан
stuffy	0.323	0.615	0.406	пур
stumble	0.153	0.716	0.259	пешпо хӯрдан
stump	0.449	0.510	0.340	кундаи
stumped	0.344	0.604	0.392	дарафтод
stun	0.333	0.710	0.451	ҳайрон
stunned	0.306	0.663	0.356	ҳайрон
stunner	0.418	0.780	0.492	ҳайратангез
stunning	0.888	0.673	0.858	ҳайратангез
stunt	0.387	0.555	0.526	каскадёр
stunted	0.194	0.472	0.275	кадпаст
stuntman	0.490	0.482	0.500	каскадер
stupefaction	0.294	0.704	0.480	бехудӣ
stupefy	0.200	0.740	0.412	беақл
stupendous	0.823	0.690	0.798	олиҷаноб
stupid	0.133	0.510	0.200	беақл
stupidity	0.060	0.418	0.151	беақлӣ
stupidpeople	0.073	0.675	0.196	одамони беақл
stupidrain	0.260	0.520	0.317	аблаҳон
stupor	0.323	0.590	0.330	бехудӣ
sturdy	0.580	0.642	0.824	устувор
sturgeon	0.417	0.473	0.465	осетр
stutter	0.250	0.469	0.258	лахза
sty	0.296	0.500	0.225	ст
