English Word	Valence	Arousal	Dominance	Catalan Word
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	dent
toothache	0.188	0.853	0.412	mal de queixal
toothbrush	0.517	0.330	0.321	raspall de dents
toothed	0.449	0.394	0.352	dentada
toothless	0.312	0.541	0.272	sense dents
toothpaste	0.510	0.290	0.371	pasta de dents
toothpick	0.561	0.216	0.185	escuradents
toots	0.552	0.480	0.451	dents
top	0.760	0.400	0.554	superior
topaz	0.643	0.325	0.384	topazi
topic	0.520	0.276	0.427	tema
topical	0.561	0.340	0.500	d'actualitat
topless	0.625	0.765	0.414	topless
topographic	0.604	0.378	0.558	topogràfica
topographical	0.438	0.350	0.538	topogràfics
topography	0.469	0.357	0.506	topografia
topple	0.198	0.820	0.573	caure
topside	0.708	0.466	0.598	part superior
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	torxa
torment	0.057	0.750	0.387	turment
tormented	0.071	0.855	0.323	turmentat
torn	0.153	0.510	0.283	esquinçat
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpede
torque	0.466	0.375	0.406	parell motor
torrent	0.541	0.745	0.676	torrent
torrid	0.281	0.625	0.517	tòrrida
torsion	0.312	0.651	0.402	torsió
torso	0.408	0.394	0.473	tors
tort	0.229	0.635	0.455	delicte
tortious	0.312	0.724	0.491	tortuós
tortoise	0.673	0.078	0.250	tortuga
tortuous	0.194	0.755	0.382	tortuosa
torture	0.115	0.878	0.555	tortura
tortured	0.062	0.890	0.361	torturat
toss	0.418	0.725	0.575	tirar
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	total
totality	0.688	0.443	0.717	totalitat
totally	0.820	0.422	0.702	totalment
tote	0.510	0.398	0.625	bossa
totem	0.639	0.350	0.571	tòtem
touch	0.646	0.477	0.455	tocar
touchdown	0.667	0.770	0.586	aterratge
touched	0.592	0.380	0.404	tocat
touching	0.760	0.439	0.491	tocant
touchy	0.323	0.510	0.343	sensible
tough	0.344	0.588	0.742	dur
toughen	0.458	0.683	0.711	endurir
toughness	0.552	0.618	0.837	duresa
toupee	0.323	0.270	0.324	tupet
tour	0.663	0.545	0.543	gira
tourism	0.823	0.531	0.545	turisme
tourist	0.745	0.480	0.430	turística
tourmaline	0.448	0.513	0.441	turmalina
tournament	0.694	0.740	0.611	torneig
tourniquet	0.335	0.521	0.398	torniquet
tout	0.480	0.538	0.375	tot
tow	0.531	0.500	0.508	remolc
towel	0.630	0.208	0.286	tovallola
tower	0.606	0.380	0.644	torre
towering	0.500	0.690	0.806	imponent
town	0.551	0.299	0.627	poble
townhouse	0.622	0.400	0.443	casa adossada
township	0.531	0.292	0.667	municipi
townspeople	0.677	0.466	0.569	gent del poble
toxic	0.008	0.885	0.492	tòxic
toxicity	0.104	0.865	0.491	toxicitat
toxicology	0.302	0.736	0.574	toxicologia
toxin	0.115	0.654	0.456	toxina
toy	0.878	0.420	0.275	joguina
toymaker	0.755	0.510	0.536	fabricant de joguines
trace	0.573	0.346	0.483	traça
traceable	0.602	0.370	0.535	traçable
tracer	0.573	0.327	0.645	traçador
traces	0.482	0.448	0.389	rastres
trachea	0.448	0.509	0.387	tràquea
tracing	0.418	0.591	0.565	traçat
track	0.448	0.433	0.526	pista
tracker	0.398	0.744	0.731	rastrejador
tract	0.406	0.422	0.339	tracte
tractable	0.635	0.500	0.469	tractable
traction	0.429	0.585	0.648	tracció
tractor	0.449	0.580	0.619	tractor
trade	0.561	0.544	0.690	comerç
trademark	0.667	0.344	0.750	marca registrada
trader	0.562	0.632	0.854	comerciant
tradesman	0.531	0.431	0.664	comerciant
trading	0.635	0.602	0.705	comerç
tradition	0.830	0.430	0.750	tradició
traditional	0.677	0.221	0.604	tradicional
traffic	0.323	0.559	0.518	trànsit
traffic light	0.490	0.469	0.479	semàfor
trafficking	0.250	0.710	0.399	tràfic
tragedies	0.100	0.910	0.442	tragèdies
tragedy	0.052	0.843	0.340	tragèdia
tragic	0.048	0.904	0.396	tràgic
trail	0.600	0.322	0.455	pista
trailer	0.541	0.490	0.473	tràiler
train	0.666	0.705	0.620	tren
train set	0.604	0.598	0.464	conjunt de trens
trained	0.771	0.538	0.645	entrenat
trainee	0.627	0.408	0.352	aprenent
trainer	0.698	0.719	0.824	entrenador
training	0.714	0.776	0.788	formació
trait	0.469	0.365	0.453	tret
traitor	0.112	0.796	0.491	traïdor
traitorous	0.073	0.745	0.412	traïdor
trajectory	0.653	0.558	0.779	trajectòria
tram	0.667	0.628	0.492	tramvia
tramp	0.108	0.510	0.182	vagabund
trample	0.235	0.764	0.562	trepitjar
trampoline	0.604	0.690	0.391	trampolí
tramway	0.615	0.538	0.543	tramvia
trance	0.469	0.481	0.382	tràngol
tranquil	0.917	0.094	0.355	tranquil
tranquility	0.840	0.135	0.442	tranquil·litat
tranquilizer	0.510	0.236	0.596	tranquil·litzant
transact	0.521	0.625	0.680	transaccionar
transaction	0.650	0.577	0.579	transacció
transatlantic	0.724	0.596	0.706	transatlàntic
transceiver	0.510	0.490	0.537	transceptor
transcend	0.604	0.771	0.726	transcendir
transcendence	0.656	0.608	0.754	transcendència
transcendent	0.667	0.600	0.824	transcendent
transcendental	0.635	0.652	0.842	transcendental
transcribe	0.500	0.394	0.573	transcriure
transcriber	0.490	0.420	0.615	transcriptor
transcript	0.639	0.398	0.528	transcripció
transcription	0.592	0.455	0.615	transcripció
transfer	0.702	0.490	0.519	transferència
transference	0.592	0.294	0.551	transferència
transferred	0.480	0.450	0.409	transferit
transfixed	0.427	0.660	0.528	transfixiat
transform	0.735	0.667	0.696	transformar
transformation	0.796	0.618	0.770	transformació
transformer	0.582	0.582	0.723	transformador
transfusion	0.417	0.730	0.557	transfusió
transgression	0.158	0.890	0.611	transgressió
transient	0.510	0.405	0.430	transitori
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	trànsit
transition	0.605	0.561	0.558	transició
transitional	0.573	0.472	0.491	de transició
transitive	0.479	0.377	0.414	transitiva
transitory	0.438	0.450	0.407	transitori
translate	0.604	0.423	0.462	traduir
translation	0.633	0.435	0.598	traducció
translator	0.760	0.412	0.473	traductor
translocation	0.367	0.612	0.564	translocació
translucent	0.600	0.500	0.389	translúcid
transmission	0.688	0.490	0.611	transmissió
transmit	0.836	0.581	0.673	transmetre
transmitter	0.520	0.511	0.719	transmissor
transmutation	0.438	0.740	0.737	transmutació
transom	0.375	0.385	0.417	travessa
transparency	0.847	0.260	0.587	transparència
transparent	0.542	0.330	0.667	transparent
transplant	0.445	0.806	0.620	trasplantament
transplantation	0.531	0.694	0.610	trasplantament
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	transport
transportation	0.667	0.560	0.472	transport
transporter	0.615	0.625	0.750	transportador
transpose	0.440	0.585	0.467	transposar
transposition	0.312	0.451	0.555	transposició
transsexual	0.264	0.815	0.423	transexuals
transverse	0.429	0.429	0.525	transversal
transvestite	0.270	0.675	0.373	travesti
trap	0.104	0.610	0.391	trampa
trapdoor	0.094	0.670	0.462	trampa
trapeze	0.542	0.625	0.566	trapezi
trapped	0.135	0.615	0.380	atrapat
trapper	0.296	0.654	0.491	caçador
trapping	0.333	0.621	0.491	atrapament
trappings	0.458	0.462	0.370	trampes
traps	0.235	0.673	0.481	trampes
trash	0.163	0.541	0.154	escombraries
trashy	0.071	0.380	0.161	escombraries
trauma	0.112	0.792	0.453	trauma
traumatic	0.062	0.885	0.427	traumàtic
travail	0.500	0.677	0.620	treball
travel	0.931	0.689	0.535	viatjar
traveler	0.837	0.571	0.700	viatger
traveling	0.900	0.750	0.582	viatjant
traverse	0.571	0.590	0.629	travessa
travesty	0.354	0.644	0.407	farsa
trawl	0.255	0.590	0.464	arrossegament
trawler	0.316	0.430	0.405	vaixell d'arrossegament
tray	0.549	0.250	0.345	safata
treacherous	0.112	0.815	0.402	traïdor
treachery	0.104	0.852	0.448	traïció
tread	0.510	0.520	0.426	trepitjar
treadmill	0.459	0.636	0.436	cinta de córrer
treason	0.094	0.806	0.552	traïció
treasure	0.927	0.592	0.821	tresor
treasured	0.849	0.471	0.730	atresorat
treasurer	0.694	0.456	0.755	tresorer
treasures	0.867	0.771	0.842	tresors
treasury	0.812	0.541	0.736	tresoreria
treat	0.573	0.571	0.436	tractar
treatable	0.780	0.302	0.560	tractable
treatise	0.604	0.407	0.613	tractat
treatment	0.663	0.386	0.620	tractament
treaty	0.646	0.382	0.667	tractat
treble	0.358	0.471	0.466	aguts
tree	0.670	0.118	0.442	arbre
trees	0.653	0.137	0.537	arbres
trek	0.469	0.530	0.535	caminada
trellis	0.299	0.500	0.389	enreixat
tremble	0.177	0.878	0.388	tremolar
trembling	0.177	0.824	0.324	tremolant
tremendous	0.600	0.888	0.773	tremenda
tremendously	0.719	0.722	0.661	tremendament
tremor	0.104	0.833	0.455	tremolor
trench	0.429	0.760	0.429	trinxera
trend	0.625	0.458	0.706	tendència
trending	0.750	0.472	0.600	tendència
trendy	0.713	0.520	0.536	de moda
trepidation	0.582	0.594	0.464	trepidació
trespass	0.229	0.670	0.613	traspassar
triad	0.469	0.413	0.528	tríada
triage	0.398	0.433	0.479	triatge
trial	0.438	0.663	0.612	judici
triangle	0.562	0.269	0.352	triangle
triangular	0.430	0.320	0.397	triangular
triangulate	0.408	0.380	0.517	triangular
triathlon	0.521	0.853	0.663	triatló
tribal	0.417	0.404	0.482	tribal
tribe	0.664	0.486	0.516	tribu
tribulation	0.448	0.612	0.484	tribulació
tribunal	0.410	0.670	0.797	tribunal
tribune	0.610	0.585	0.556	tribuna
tributary	0.615	0.463	0.616	tributari
tribute	0.684	0.573	0.700	homenatge
trick	0.542	0.700	0.409	truc
trickery	0.146	0.798	0.336	engany
trickle	0.500	0.196	0.231	degoteig
trickster	0.375	0.680	0.446	enganyador
tricky	0.219	0.651	0.500	difícil
tricycle	0.633	0.402	0.368	tricicle
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	bagatela
trifling	0.375	0.418	0.183	insignificant
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	disparador
trigonometry	0.396	0.400	0.616	trigonometria
trillion	0.592	0.420	0.623	bilió
trilogy	0.615	0.520	0.664	trilogia
trim	0.500	0.466	0.430	retallar
trimester	0.783	0.336	0.538	trimestre
trimmer	0.260	0.548	0.529	talladora
trimming	0.500	0.478	0.325	retallada
trine	0.396	0.365	0.317	trígono
trinity	0.635	0.346	0.660	trinitat
trinket	0.521	0.352	0.368	baratija
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	viatge
tripartite	0.500	0.480	0.539	tripartit
tripe	0.312	0.361	0.438	tripa
triple	0.585	0.385	0.481	triple
triplet	0.622	0.510	0.618	triplet
triplicate	0.684	0.545	0.717	triplicat
tripod	0.406	0.388	0.483	trípode
tripping	0.276	0.594	0.293	ensopegar
trite	0.458	0.418	0.290	trillat
tritium	0.412	0.471	0.422	triti
triumph	0.969	0.798	0.926	triomf
triumphant	0.949	0.837	0.972	triomfant
trivia	0.690	0.490	0.473	curiositats
trivial	0.406	0.387	0.337	trivial
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	carro
trombone	0.562	0.500	0.500	trombó
troop	0.375	0.696	0.750	tropa
trooper	0.458	0.694	0.713	tropa
troops	0.385	0.718	0.804	tropes
trophy	0.947	0.643	0.676	Trofeu
tropic	0.740	0.529	0.536	tròpic
tropical	0.740	0.461	0.509	tropical
tropics	0.740	0.383	0.412	tròpics
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	problemes
troubled	0.167	0.627	0.385	preocupat
troublemaker	0.260	0.900	0.596	Problemàtic
troubles	0.051	0.854	0.269	problemes
troublesome	0.283	0.894	0.404	problemàtic
trough	0.500	0.308	0.340	abeurador
troupe	0.625	0.406	0.557	tropa
trousers	0.625	0.314	0.442	pantalons
trout	0.516	0.387	0.298	truita
trowel	0.470	0.418	0.250	paleta
truce	0.688	0.441	0.453	treva
truck	0.531	0.368	0.546	camió
trucker	0.494	0.609	0.500	camioner
truckload	0.480	0.450	0.534	càrrega de camions
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	veritat
truelove	0.860	0.600	0.587	amor vertader
truffle	0.677	0.323	0.418	tòfona
truism	0.521	0.422	0.480	truisme
trump	0.640	0.716	0.898	trump
trumpet	0.573	0.570	0.393	trompeta
trumpeter	0.673	0.600	0.676	trompetista
truncate	0.323	0.600	0.412	truncar
truncated	0.316	0.602	0.439	truncada
trundle	0.507	0.270	0.414	trundle
trunk	0.271	0.167	0.404	tronc
truss	0.521	0.482	0.569	encavallada
trust	0.888	0.547	0.741	confiar
trustee	0.531	0.442	0.658	síndic
trusting	0.857	0.508	0.750	confiant
trustworthy	0.969	0.315	0.824	fiable
trusty	0.863	0.398	0.696	de confiança
truth	0.971	0.400	0.685	veritat
truthful	0.708	0.467	0.807	veraç
truthfulness	0.920	0.549	0.808	veracitat
try	0.604	0.551	0.556	provar
tryout	0.459	0.539	0.472	prova
tryouts	0.490	0.602	0.594	proves
tsunami	0.042	0.944	0.684	tsunami
tub	0.449	0.235	0.265	banyera
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	tub
tuberculosis	0.214	0.519	0.424	tuberculosi
tubing	0.438	0.363	0.358	tubs
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	túbul
tuck	0.367	0.473	0.361	plec
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	dimarts
tufted	0.500	0.510	0.406	tufat
tug	0.320	0.604	0.558	estirar
tugboat	0.271	0.510	0.652	remolcador
tuition	0.531	0.372	0.436	matrícula
tulip	0.730	0.189	0.356	tulipa
tumble	0.276	0.556	0.272	caure
tumbler	0.520	0.260	0.352	got
tumbleweed	0.312	0.471	0.427	tombada
tummy	0.427	0.365	0.230	panxa
tumor	0.102	0.664	0.324	tumor
tumour	0.092	0.627	0.464	tumor
tumult	0.271	0.640	0.636	tumult
tumultuous	0.208	0.622	0.590	tumultuós
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	tonyina
tunable	0.510	0.364	0.582	sintonitzable
tune	0.708	0.479	0.426	afinar
tunic	0.531	0.248	0.391	túnica
tuning	0.719	0.390	0.635	afinació
tunnel	0.312	0.490	0.412	túnel
turban	0.469	0.386	0.426	turbant
turbidity	0.184	0.607	0.393	terbolesa
turbine	0.520	0.549	0.575	turbina
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	turbulència
turbulent	0.302	0.792	0.612	turbulent
turd	0.240	0.519	0.383	turda
turf	0.531	0.192	0.295	gespa
turkey	0.634	0.245	0.247	gall dindi
turmeric	0.542	0.316	0.312	cúrcuma
turmoil	0.198	0.888	0.417	confusió
turn	0.531	0.398	0.482	torn
turnaround	0.560	0.654	0.407	gir
turned	0.630	0.538	0.583	convertit
turning	0.510	0.684	0.420	girant
turnip	0.561	0.183	0.254	nap
turnkey	0.531	0.382	0.427	clau en mà
turnoff	0.312	0.560	0.327	tanca
turnout	0.641	0.692	0.898	participació
turnover	0.490	0.392	0.512	facturació
turnpike	0.459	0.434	0.462	autopista de peatge
turntable	0.531	0.455	0.406	plataforma giratòria
turpentine	0.320	0.539	0.571	trementina
turquoise	0.786	0.226	0.357	turquesa
turret	0.494	0.500	0.588	torreta
turtle	0.291	0.102	0.271	tortuga
turtleneck	0.583	0.398	0.327	coll alt
tussle	0.333	0.919	0.691	baralla
tutelage	0.393	0.442	0.609	tutela
tutor	0.750	0.346	0.826	tutor
tutoring	0.663	0.402	0.702	tutoria
tutu	0.583	0.276	0.233	tutú
tux	0.531	0.365	0.462	esmòquing
tuxedo	0.694	0.354	0.519	esmòquing
tv	0.622	0.380	0.393	televisió
twain	0.541	0.255	0.370	dos
twat	0.292	0.459	0.404	puta
twats	0.406	0.588	0.383	putas
tweak	0.440	0.462	0.452	retocar
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	tuit
tweezers	0.493	0.408	0.295	pinces
twelfth	0.521	0.292	0.527	dotzè
twelve	0.490	0.298	0.412	dotze
twentieth	0.469	0.297	0.346	vintè
twenty	0.520	0.292	0.286	vint
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	branca
twilight	0.622	0.341	0.633	crepuscle
twill	0.449	0.415	0.353	sarga
twin	0.688	0.363	0.453	bessó
twine	0.521	0.380	0.337	corda
twinge	0.316	0.720	0.471	punxada
twinkle	0.719	0.724	0.610	centellejar
twins	0.760	0.473	0.602	bessons
twirl	0.552	0.647	0.409	girar
twist	0.375	0.469	0.337	torçar
twisted	0.071	0.736	0.311	retorçat
twister	0.330	0.680	0.647	torçador
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	contracció
twitching	0.292	0.700	0.482	sacsejada
twitchy	0.094	0.918	0.281	crispada
two	0.520	0.200	0.404	dos
two step	0.583	0.314	0.327	dos passos
twofaced	0.387	0.620	0.384	de dues cares
twofold	0.573	0.333	0.551	doble
twosome	0.583	0.544	0.500	dos
tycoon	0.682	0.596	0.867	magnat
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	tipus
typewriter	0.542	0.373	0.418	màquina d'escriure
typhoid	0.265	0.458	0.401	tifoide
typhoon	0.323	0.796	0.697	tifó
typical	0.635	0.206	0.426	típic
typically	0.569	0.377	0.559	típicament
typist	0.551	0.559	0.528	mecanògraf
typo	0.224	0.415	0.255	error d'ortografia
typography	0.480	0.334	0.574	tipografia
tyrannical	0.167	0.860	0.731	tirànic
tyranny	0.112	0.792	0.705	tirania
tyrant	0.115	0.850	0.683	tirà
tyre	0.480	0.358	0.407	pneumàtic
ubiquitous	0.635	0.571	0.884	omnipresent
ubiquity	0.578	0.490	0.595	ubiqüitat
ugliness	0.094	0.407	0.267	lletjor
ugly	0.167	0.630	0.254	lleig
uhoh	0.320	0.622	0.284	UH oh
ukulele	0.513	0.358	0.365	ukelele
ulcer	0.286	0.596	0.377	úlcera
ulterior	0.375	0.509	0.490	ulterior
ultimate	0.648	0.645	0.544	definitiva
ultimately	0.385	0.480	0.558	en definitiva
ultimatum	0.219	0.855	0.837	ultimàtum
ultimo	0.375	0.363	0.300	últim
ultrasound	0.573	0.594	0.600	ecografia
ultraviolet	0.604	0.448	0.673	ultraviolada
umbilical	0.398	0.406	0.333	umbilical
umbra	0.408	0.400	0.337	ombra
umbrella	0.583	0.246	0.255	paraigua
umpire	0.520	0.592	0.755	àrbitre
umpteen	0.510	0.460	0.611	innombrables
unabashed	0.292	0.614	0.488	sense vergonya
unabated	0.532	0.420	0.466	sense parar
unable	0.132	0.459	0.193	incapaç
unacceptable	0.133	0.479	0.330	inacceptable
unaccompanied	0.292	0.376	0.297	no acompanyats
unaccountable	0.180	0.600	0.543	inexplicable
unaccounted	0.410	0.338	0.361	sense comptar
unacknowledged	0.240	0.269	0.116	no reconegut
unadulterated	0.570	0.420	0.528	sense adulterar
unaffected	0.542	0.265	0.571	no afectat
unafraid	0.500	0.520	0.655	sense por
unaided	0.290	0.410	0.336	sense ajuda
unaltered	0.571	0.269	0.598	inalterada
unambiguous	0.406	0.390	0.578	inequívoc
unanimity	0.490	0.407	0.706	unanimitat
unanimous	0.656	0.380	0.682	unànime
unanimously	0.686	0.333	0.738	per unanimitat
unannounced	0.240	0.588	0.291	sense anunciar
unanswered	0.276	0.361	0.219	sense resposta
unanticipated	0.255	0.775	0.327	imprevistos
unappreciated	0.143	0.431	0.209	poc apreciat
unapproved	0.184	0.471	0.254	no aprovat
unarmed	0.427	0.420	0.241	desarmat
unassisted	0.302	0.320	0.211	sense ajuda
unassuming	0.490	0.230	0.471	sense pretensions
unattached	0.192	0.439	0.283	deslligat
unattainable	0.220	0.635	0.571	inabastable
unattended	0.255	0.400	0.167	sense vigilància
unattractive	0.177	0.307	0.208	poc atractiu
unauthorized	0.260	0.448	0.259	no autoritzat
unavailable	0.323	0.281	0.159	no disponible
unavoidable	0.350	0.580	0.445	inevitable
unaware	0.208	0.355	0.310	inconscient
unbalanced	0.302	0.596	0.343	desequilibrada
unbearable	0.125	0.798	0.447	insuportable
unbeatable	0.735	0.719	0.681	immillorable
unbeaten	0.854	0.760	0.828	invicte
unbecoming	0.123	0.471	0.288	improcedent
unbelief	0.265	0.582	0.407	incredulitat
unbelievable	0.771	0.790	0.717	increïble
unbiased	0.625	0.378	0.618	imparcial
unborn	0.312	0.300	0.216	no nascut
unbound	0.354	0.402	0.283	deslligat
unbounded	0.646	0.600	0.736	sense límits
unbreakable	0.653	0.573	0.759	irrompible
unbridled	0.396	0.759	0.448	desenfrenat
unbroken	0.550	0.224	0.602	ininterrompuda
unbutton	0.479	0.539	0.311	desbotó
uncalled	0.344	0.294	0.222	sense trucar
uncanny	0.469	0.461	0.430	estrany
uncaring	0.177	0.245	0.321	indiferent
uncensured	0.438	0.649	0.509	sense censura
uncertain	0.363	0.500	0.164	incert
uncertainty	0.064	0.494	0.282	incertesa
unchallenged	0.552	0.394	0.545	sense qüestions
unchangeable	0.375	0.442	0.709	immutable
unchanged	0.490	0.204	0.237	sense canvis
uncharted	0.188	0.406	0.413	inexplorat
uncherished	0.250	0.412	0.280	inestimable
uncivilized	0.133	0.600	0.400	incivilitzat
unclaimed	0.316	0.346	0.278	no reclamat
uncle	0.653	0.255	0.578	oncle
unclean	0.133	0.529	0.134	brut
unclear	0.229	0.463	0.202	poc clar
uncomfortable	0.188	0.610	0.214	incòmode
uncommon	0.459	0.429	0.373	poc comú
uncommonly	0.626	0.490	0.778	infreqüentment
uncomplicated	0.740	0.260	0.453	sense complicacions
uncompromising	0.320	0.531	0.613	intransigent
unconcerned	0.562	0.283	0.298	despreocupat
unconditional	0.760	0.493	0.715	incondicional
unconfirmed	0.334	0.321	0.339	sense confirmar
unconnected	0.188	0.265	0.213	sense connexió
unconscionable	0.208	0.618	0.429	inconcebible
unconscious	0.240	0.356	0.195	inconscient
unconsciousness	0.177	0.440	0.121	inconsciència
unconstitutional	0.230	0.588	0.491	inconstitucionals
unconstrained	0.653	0.640	0.635	sense restriccions
uncontested	0.510	0.471	0.689	indiscutible
uncontrollable	0.265	0.790	0.626	incontrolable
uncontrolled	0.188	0.891	0.544	sense control
unconventional	0.177	0.509	0.288	poc convencional
unconvinced	0.409	0.458	0.228	poc convençut
unconvincing	0.190	0.532	0.144	poc convincent
uncooked	0.312	0.321	0.241	sense cuinar
uncooperative	0.250	0.422	0.246	poc cooperatiu
uncorrelated	0.333	0.327	0.316	sense correlació
uncouth	0.080	0.761	0.350	groc
uncover	0.771	0.552	0.648	destapar
uncritical	0.480	0.367	0.412	acrític
uncut	0.448	0.422	0.278	sense tallar
undead	0.367	0.635	0.406	no morts
undecided	0.286	0.433	0.127	indecisos
undefeated	0.833	0.752	0.825	invicte
undefined	0.260	0.418	0.350	indefinit
undeniable	0.552	0.473	0.778	innegable
underage	0.469	0.461	0.300	menor d'edat
underbelly	0.406	0.423	0.361	ventre inferior
undercover	0.388	0.627	0.483	encobert
undercurrent	0.357	0.582	0.520	corrent subterrània
underdog	0.250	0.410	0.226	desfavorit
underestimate	0.413	0.464	0.193	subestimar
undergo	0.398	0.554	0.339	patir
undergraduate	0.583	0.500	0.559	llicenciat
underground	0.396	0.455	0.452	subterrani
underhanded	0.188	0.415	0.527	submergit
underlay	0.521	0.365	0.458	subterrani
underlie	0.323	0.378	0.275	subjacent
underline	0.480	0.412	0.509	subratllar
underlying	0.480	0.445	0.452	subjacent
undermine	0.316	0.491	0.413	minar
undermined	0.365	0.409	0.394	minat
underneath	0.450	0.265	0.158	a sota
underpaid	0.146	0.413	0.209	mal pagat
underpants	0.448	0.473	0.276	calçotets
underprivileged	0.167	0.449	0.172	desfavorits
underrated	0.208	0.520	0.333	infravalorat
underscore	0.375	0.275	0.306	subratllat
undersea	0.545	0.490	0.425	submarí
undersecretary	0.459	0.377	0.594	subsecretari
undersized	0.316	0.425	0.298	de mida inferior
understaffed	0.148	0.444	0.302	manca de personal
understand	0.760	0.374	0.643	entendre
understandable	0.776	0.363	0.566	comprensible
understanding	0.865	0.304	0.689	comprensió
understatement	0.347	0.480	0.473	subestimació
understood	0.780	0.441	0.686	entès
understudy	0.378	0.402	0.420	suplente
undertake	0.796	0.702	0.754	emprendre
undertaker	0.363	0.696	0.611	funerària
undertaking	0.667	0.530	0.696	empresa
undertow	0.327	0.639	0.231	resaca
underwear	0.610	0.546	0.375	roba interior
underwood	0.510	0.453	0.510	sotabosc
underworld	0.177	0.676	0.613	inframón
underwrite	0.416	0.520	0.423	subscriure
underwriter	0.571	0.327	0.620	assegurador
undeserved	0.219	0.552	0.283	immerescut
undesirable	0.177	0.644	0.260	indesitjable
undesired	0.156	0.441	0.235	no desitjats
undetectable	0.438	0.539	0.604	indetectable
undetected	0.224	0.304	0.268	sense detectar
undetermined	0.265	0.256	0.353	indeterminat
undeveloped	0.292	0.330	0.254	subdesenvolupat
undignified	0.122	0.627	0.308	indignes
undirected	0.330	0.417	0.310	no dirigit
undisclosed	0.479	0.361	0.314	no revelat
undiscovered	0.438	0.347	0.261	sense descobrir
undisputed	0.646	0.588	0.673	indiscutible
undisturbed	0.725	0.287	0.434	sense molèsties
undivided	0.510	0.380	0.490	indivis
undo	0.365	0.444	0.349	desfer
undoing	0.219	0.452	0.298	desfer
undoubted	0.592	0.461	0.740	indubtable
undress	0.438	0.900	0.336	despullar-se
undressed	0.375	0.755	0.356	despullat
undue	0.156	0.573	0.318	indegut
undying	0.708	0.500	0.773	etern
unearned	0.177	0.340	0.213	no merescuda
unearth	0.427	0.635	0.545	desenterrar
uneasiness	0.190	0.798	0.241	malestar
uneasy	0.115	0.598	0.349	incòmode
uneducated	0.177	0.350	0.246	sense educació
unemployed	0.094	0.481	0.230	a l'atur
unemployment	0.094	0.400	0.297	atur
unencumbered	0.604	0.280	0.472	sense gravacions
unending	0.385	0.519	0.454	sense fi
unequal	0.118	0.433	0.202	desigual
unequalled	0.562	0.470	0.769	inigualable
unequivocal	0.604	0.415	0.615	inequívoc
unequivocally	0.521	0.668	0.554	inequívocament
unethical	0.104	0.433	0.269	poc ètic
uneven	0.125	0.457	0.240	desigual
uneventful	0.510	0.343	0.410	sense incidents
unexpected	0.500	0.720	0.333	inesperat
unexpectedly	0.354	0.759	0.462	inesperadament
unexplainable	0.260	0.448	0.610	inexplicable
unexplained	0.271	0.531	0.349	inexplicable
unexplored	0.401	0.640	0.388	inexplorat
unfailing	0.625	0.635	0.594	infalible
unfair	0.173	0.472	0.190	injust
unfairness	0.170	0.817	0.336	injustícia
unfaithful	0.031	0.806	0.298	infidel
unfamiliar	0.219	0.558	0.273	desconegut
unfavorable	0.133	0.450	0.232	desfavorable
unfeeling	0.235	0.377	0.345	insensible
unfettered	0.569	0.650	0.586	sense traves
unfinished	0.188	0.368	0.264	inacabat
unfit	0.250	0.368	0.185	no apte
unflinching	0.667	0.606	0.882	inflexible
unfold	0.612	0.510	0.520	desplegar
unfollow	0.281	0.337	0.293	deixar de seguir
unforeseen	0.255	0.714	0.500	imprevist
unforgettable	0.833	0.561	0.660	inoblidable
unforgivable	0.276	0.743	0.490	imperdonable
unforgiving	0.406	0.630	0.793	implacable
unfortunate	0.073	0.487	0.195	lamentable
unfortunately	0.104	0.494	0.281	malauradament
unfounded	0.271	0.520	0.410	infundada
unfreeze	0.458	0.297	0.375	descongelar
unfriendly	0.173	0.670	0.458	antipàtic
unfulfilled	0.184	0.426	0.268	incomplert
unfurnished	0.316	0.333	0.272	sense moblar
unglued	0.378	0.446	0.352	desenganxat
ungodly	0.296	0.423	0.388	impies
ungrateful	0.219	0.461	0.275	desagraït
unguarded	0.156	0.578	0.205	sense guàrdia
