English Word	Valence	Arousal	Dominance	Yiddish Word
synoptic	0.561	0.510	0.596	סינאָפּטיק
syntax	0.531	0.346	0.559	סינטאַקס
synthesis	0.604	0.315	0.377	סינטעז
synthesizer	0.500	0.410	0.592	סינטאַסייזער
synthetic	0.396	0.350	0.519	סינטעטיש
syphilis	0.071	0.606	0.245	סיפיליס
syringe	0.250	0.680	0.330	שפּריץ
syrup	0.620	0.223	0.318	סירעפּ
system	0.615	0.346	0.764	סיסטעם
systematic	0.617	0.444	0.594	סיסטעמאַטיש
systematically	0.690	0.390	0.651	סיסטעמאַטיש
t-shirt	0.815	0.286	0.284	ה-העמד
tab	0.594	0.208	0.308	קוויטל
tabasco	0.375	0.546	0.404	טאַבאַסקאָ
tabby	0.510	0.426	0.387	טאַבי
tabernacle	0.408	0.480	0.605	משכן
table	0.551	0.170	0.284	טיש
tableau	0.531	0.302	0.321	טאַבלעאַו
tablecloth	0.480	0.165	0.215	טישטעך
tablespoon	0.490	0.353	0.245	עסלעפל
tablet	0.562	0.330	0.438	טאַבלעט
tableware	0.677	0.250	0.276	טייבאַלווער
tabloid	0.438	0.365	0.444	טאַבלויד
taboo	0.198	0.794	0.482	טאַבו
tabular	0.438	0.330	0.462	טאַבלעט
tabulate	0.480	0.403	0.598	טאַבלעט
tabulation	0.396	0.346	0.526	טאַבולאַטיאָן
tachometer	0.398	0.394	0.518	טאַטשאָמעטער
tacit	0.459	0.340	0.473	שטילערהייט
tack	0.365	0.431	0.431	טאַק
tackle	0.365	0.686	0.569	מאַכנ זיך
tackled	0.438	0.612	0.569	טאַקאַלד
tackling	0.480	0.694	0.613	טאַקלינג
tacky	0.245	0.490	0.373	קלעפּיק
taco	0.561	0.353	0.277	טאַקאָ
tact	0.550	0.417	0.417	טאַקט
tactful	0.704	0.292	0.537	טאַקטפול
tactic	0.531	0.434	0.798	טאַקטיק
tactical	0.594	0.481	0.684	טאַקטיש
tactics	0.583	0.676	0.774	טאַקטיק
tactile	0.573	0.410	0.491	טאַקטיל
tad	0.459	0.240	0.250	טאַד
tadpole	0.350	0.434	0.218	טאַדפּאָלע
taffeta	0.604	0.279	0.405	טאַפט
taffy	0.448	0.431	0.204	טאַפי
tag	0.612	0.353	0.375	קוויטל
tail	0.480	0.272	0.293	עק
tailed	0.438	0.358	0.351	טיילד
tailgate	0.323	0.340	0.398	הילקלאט
tailings	0.439	0.311	0.446	טיילינגז
taillight	0.479	0.367	0.283	שטיוול ליכט
tailor	0.573	0.206	0.450	שניידער
tailoring	0.673	0.540	0.566	שנײַדער
tailpipe	0.460	0.429	0.409	טילפּיפּע
taint	0.141	0.425	0.226	פלעק
take	0.828	0.537	0.348	נעמען
takeoff	0.755	0.884	0.626	אַראָפּנעמען
takeout	0.736	0.392	0.368	ארויסנעמען
takeover	0.663	0.531	0.861	נעם איבער
taker	0.375	0.521	0.618	נעמען
talcum	0.500	0.196	0.291	טאַלקאַם
tale	0.663	0.300	0.336	מייַסע
talent	0.959	0.607	0.811	טאַלאַנט
talented	0.939	0.635	0.938	טאַלאַנטירט
talisman	0.704	0.542	0.642	טאַליסמאַן
talk	0.833	0.346	0.594	רעדן
talkative	0.562	0.673	0.535	שמועסדיק
talker	0.500	0.604	0.552	רעדנער
tall	0.725	0.591	0.538	הויך
tallies	0.551	0.290	0.402	טאַליעס
tallow	0.344	0.283	0.290	טאָל
tally	0.542	0.420	0.518	שטימען
talon	0.344	0.569	0.475	טאַלאָן
talons	0.320	0.698	0.525	טאַלאַנז
tambourine	0.622	0.548	0.348	טאַמבורין
tame	0.560	0.604	0.642	צאַמען
tamer	0.385	0.783	0.815	טאַמער
taming	0.569	0.514	0.575	צאַמען
tamper	0.184	0.802	0.545	טאַמפּער
tampon	0.396	0.394	0.345	טאַמפּאָן
tan	0.643	0.460	0.444	טאַן
tandem	0.552	0.406	0.485	טאַנדאַם
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	טאַנגענט
tangerine	0.571	0.271	0.395	טאַנדזשערין
tangible	0.646	0.350	0.679	מאַמאָשעסדיק
tangle	0.354	0.545	0.254	פּלאָנטערן
tangled	0.260	0.539	0.316	טאַנגגאַלד
tango	0.622	0.560	0.430	טאַנגאָ
tank	0.431	0.454	0.634	טאַנק
tank top	0.610	0.371	0.371	טאַנק שפּיץ
tanker	0.520	0.647	0.713	טאַנקער
tanned	0.615	0.550	0.491	טאַנד
tantalizing	0.525	0.788	0.625	טאַנטאַליזינג
tantamount	0.633	0.288	0.670	גלייך
tantrum	0.219	0.817	0.404	טאַנטרום
taoism	0.490	0.250	0.456	טאַאָיזם
tap	0.461	0.370	0.349	צאַפּן
tape	0.531	0.277	0.254	טייפּ
tape measure	0.406	0.250	0.360	מעסטער
taper	0.541	0.410	0.415	טייפּער
tapering	0.344	0.380	0.237	טייפּערינג
tapestry	0.520	0.176	0.362	טעפּעך
tapeworm	0.357	0.334	0.331	טאַפּעוואָרם
tapioca	0.594	0.297	0.324	טאַפּיאָקאַ
taps	0.448	0.378	0.409	טאַפּס
tar	0.438	0.440	0.570	tar
tarantula	0.260	0.718	0.544	טאַראַנטולאַ
tardiness	0.296	0.452	0.260	פאַרהאַלטן
tardy	0.204	0.592	0.293	פאַרהאַלטן
target	0.633	0.573	0.798	ציל
targeted	0.573	0.537	0.573	טאַרגעטעד
targeting	0.510	0.420	0.580	טאַרגאַטינג
tariff	0.459	0.402	0.491	צאָל
tarmac	0.357	0.302	0.398	טאַרמאַק
tarnish	0.204	0.441	0.342	פאַרקלענערן
tarot	0.479	0.422	0.430	טאַראָט
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	פאַרהאַלטן
tart	0.719	0.380	0.219	טערפּקע
tartan	0.448	0.423	0.389	טאַרטאַן
tartar	0.214	0.351	0.212	טאַרטאַר
task	0.550	0.353	0.500	אַרבעט
tassel	0.552	0.330	0.307	טאַסל
taste	0.802	0.406	0.465	געשמאַק
tasteful	0.918	0.458	0.625	געשמאַק
tasteless	0.146	0.196	0.148	אָנ אַ טאַם
tasting	0.781	0.603	0.600	טייסטינג
tasty	0.959	0.786	0.555	געשמאַק
tat	0.429	0.380	0.404	טאַט
tattler	0.417	0.530	0.434	טאַטלער
tattletale	0.633	0.406	0.317	טאַטטלעטאַלע
tattoo	0.490	0.602	0.525	טאַטו
taught	0.814	0.481	0.642	געלערנט
taunt	0.083	0.696	0.355	טשעפּענ זיך
taupe	0.406	0.340	0.386	טאַופּע
taut	0.432	0.704	0.457	שטרענג
tavern	0.516	0.577	0.475	קרעטשמע
tawdry	0.375	0.510	0.398	טרויעריק
tawny	0.551	0.398	0.400	טאַוני
tax	0.260	0.481	0.534	שטייַער
taxed	0.255	0.456	0.500	טאַקסט
taxi	0.542	0.362	0.430	טאַקסי
taxicab	0.479	0.430	0.355	טאַקסיק
taxonomy	0.370	0.410	0.630	טאקסאנאמיע
taxpayer	0.592	0.528	0.647	שטייער
tea	0.698	0.163	0.370	טיי
teach	0.840	0.510	0.852	לערנען
teacher	0.760	0.404	0.885	לערער
teaching	0.822	0.444	0.736	לערנען
teacup	0.633	0.135	0.277	טעפּעך
teahouse	0.802	0.314	0.288	טיי הויז
teal	0.540	0.293	0.321	טיל
team	0.708	0.461	0.688	מאַנשאַפֿט
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	מאַנשאַפֿט
teamwork	0.918	0.490	0.773	צוזאַמענאַרבעט
teapot	0.479	0.110	0.309	טשייַניק
tear	0.404	0.620	0.327	טרער
tearful	0.208	0.500	0.184	טרערן
tearsofjoy	0.926	0.740	0.455	טרערן פון פרייד
teary	0.167	0.473	0.216	טרערן
tease	0.317	0.790	0.432	רייצנ זיך
teaser	0.510	0.558	0.534	טיזער
teasing	0.235	0.725	0.352	טיזינג
teaspoon	0.521	0.330	0.221	לעפעלע
teat	0.612	0.469	0.328	שפּאָן
teatime	0.847	0.159	0.339	טיי צייט
tech	0.684	0.491	0.732	טעק
technical	0.510	0.490	0.736	טעכניש
technicality	0.632	0.471	0.661	טעכנישקייט
technician	0.592	0.510	0.713	טעכניקער
technique	0.760	0.414	0.593	טעכניק
techno	0.561	0.539	0.500	techno
technological	0.680	0.452	0.815	טעקנאַלאַדזשיקאַל
technology	0.776	0.490	0.825	טעכנאָלאָגיע
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	טעדי בער
tedious	0.104	0.406	0.241	טידיאַס
tedium	0.224	0.331	0.298	טעדיום
tee	0.459	0.373	0.377	טי
teeming	0.582	0.550	0.727	טימינג
teen	0.729	0.531	0.568	טין
teenager	0.781	0.593	0.527	צענערלינג
teens	0.653	0.660	0.440	צענערלינגען
teensy	0.520	0.427	0.347	טעענסי
teeny	0.427	0.418	0.216	טעיני
teeth	0.520	0.388	0.427	ציין
teething	0.396	0.471	0.474	צינדינג
teflon	0.354	0.245	0.434	טעפלאָן
telegram	0.561	0.542	0.550	טעלעגראַם
telegraph	0.594	0.423	0.400	טעלעגראַף
telekinesis	0.582	0.646	0.667	טעלעקינעסיס
telemetry	0.460	0.382	0.611	טעלעמעטריע
telepathic	0.602	0.490	0.642	טעלעפּאַטיש
telepathy	0.594	0.510	0.588	טעלעפּאַטיע
telephone	0.694	0.520	0.425	טעלעפאָן
telescope	0.531	0.340	0.500	טעלעסקאָפּ
telescopic	0.490	0.290	0.660	טעלאַסקאָפּיק
telethon	0.643	0.641	0.473	טעלעטאָן
teletype	0.532	0.392	0.455	טעלעטיפּע
televised	0.625	0.519	0.518	טעלעוויזיע
television	0.633	0.391	0.547	טעלעוויזיע
tell	0.551	0.350	0.457	דערציילן
teller	0.500	0.395	0.443	דערציילט
telling	0.719	0.441	0.527	דערציילן
telltale	0.240	0.663	0.426	זאָגן
temp	0.490	0.440	0.314	טעמפּ
temper	0.633	0.623	0.818	געדולד
tempera	0.458	0.318	0.245	טעמפּעראַ
temperament	0.420	0.625	0.703	טעמפּעראַמענט
temperamental	0.316	0.774	0.608	טעמפּעראַמענטאַל
temperance	0.500	0.294	0.639	טעמפּעראַנס
temperate	0.469	0.394	0.593	טעמפּעראַט
temperature	0.521	0.559	0.473	טעמפּעראַטור
tempered	0.583	0.437	0.667	טעמפּערד
tempest	0.245	0.843	0.653	שטורעם
template	0.479	0.311	0.411	מוסטער
temple	0.612	0.269	0.660	בית - המקדש
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	צייטווייליגע
temporarily	0.500	0.365	0.373	טעמפּערעראַלי
temporary	0.458	0.415	0.324	צייַטווייַליק
tempt	0.210	0.677	0.500	פּרוּוון
temptation	0.365	0.817	0.560	נסיון
tempting	0.615	0.740	0.519	געפרואווט
temptress	0.427	0.787	0.667	טעמפּרעסס
ten	0.562	0.260	0.406	צען
tenable	0.741	0.412	0.636	טענאַבלע
tenacious	0.724	0.658	0.692	פאַראַקשנט
tenacity	0.740	0.657	0.889	אַקשאָנעס
tenancy	0.500	0.458	0.605	טענאַנסי
tenant	0.385	0.360	0.398	לאָקאַטאָר
tend	0.604	0.398	0.412	טענד
tendency	0.684	0.500	0.675	טענדענץ
tender	0.630	0.520	0.509	ווייך
tenderfoot	0.469	0.421	0.438	ווייך פוס
tenderness	0.949	0.276	0.367	צערטלעכקייַט
tending	0.622	0.556	0.594	טענדינג
tendon	0.341	0.271	0.463	טענדאָן
tenement	0.470	0.384	0.550	טענעמענט
tenet	0.667	0.333	0.636	טענעט
tenets	0.734	0.357	0.667	טענעץ
tenfold	0.469	0.418	0.500	צענדליקער
tennis	0.622	0.519	0.431	טעניס
tenor	0.587	0.451	0.500	טענאָר
tense	0.396	0.439	0.655	געשפּאַנט
tensile	0.458	0.510	0.618	טענסאַל
tension	0.304	0.810	0.529	שפּאַנונג
tent	0.510	0.275	0.333	געצעלט
tentacle	0.370	0.559	0.398	טענטאַקאַל
tentative	0.582	0.657	0.534	פּרווון
tenth	0.510	0.349	0.382	צענט
tenths	0.406	0.294	0.284	צענדליקער
tenuous	0.398	0.263	0.276	דיק
tenure	0.615	0.472	0.611	טעניער
tepee	0.500	0.337	0.373	טעפּי
tepid	0.337	0.327	0.237	פּוכיק
tequila	0.612	0.710	0.536	טעקווילאַ
teriyaki	0.646	0.449	0.431	טערייאַקי
term	0.450	0.255	0.598	טערמין
terminal	0.316	0.434	0.483	וואָקזאַל
terminate	0.171	0.410	0.441	פאַרענדיקן
termination	0.344	0.472	0.545	טערמאַניישאַן
terminator	0.370	0.663	0.737	טערמינאַטאָר
terminology	0.612	0.284	0.566	טערמינאָלאָגיע
terminus	0.281	0.382	0.615	טערמינוס
termite	0.265	0.480	0.408	טערמיט
terms	0.490	0.362	0.645	טערמינען
tern	0.573	0.365	0.309	טערן
ternary	0.550	0.406	0.480	טערנערי
terrace	0.615	0.269	0.411	טעראַסע
terrain	0.540	0.300	0.472	טעריין
terrestrial	0.542	0.413	0.582	ערדישע
terrible	0.061	0.849	0.604	שרעקלעך
terribly	0.061	0.731	0.430	שרעקלעך
terrier	0.562	0.540	0.431	טעריער
terrific	0.859	0.650	0.821	גוואַלדיק
terrified	0.090	0.902	0.387	שרעקן
terrifies	0.083	0.923	0.500	שרעקעדיג
terrify	0.052	0.889	0.509	שרעקן
terrifying	0.031	0.836	0.602	שרעקלעך
territorial	0.405	0.600	0.766	טעריטאָריאַל
territory	0.625	0.469	0.676	טעריטאָריע
terror	0.069	0.902	0.415	טעראָר
terrorism	0.060	0.971	0.673	טעראָריזם
terrorist	0.019	0.930	0.679	טעראָריסט
terrorists	0.062	0.967	0.688	טעראריסטן
terrorize	0.041	0.907	0.577	טעראָריזירן
terse	0.542	0.393	0.409	טערסע
tertiary	0.500	0.350	0.431	טערשערי
test	0.449	0.500	0.509	פּרובירן
testament	0.594	0.420	0.806	טעסטאַמענט
testicle	0.458	0.651	0.410	טעסטיקלע
testicular	0.388	0.680	0.453	טעסטיקולאַר
testify	0.521	0.650	0.741	עדות
testimonial	0.541	0.538	0.750	טעסטאַמאָוניאַל
testimony	0.615	0.578	0.643	עדות
testosterone	0.573	0.840	0.775	טעסטאַסטעראָון
testy	0.135	0.640	0.357	טעסטי
tetanus	0.133	0.577	0.368	טעטאַנוס
tether	0.323	0.620	0.407	צוטשעפּען
tethered	0.260	0.472	0.351	צוגעהערט
tetrahedral	0.595	0.468	0.423	טעטראַהעדראַל
text	0.604	0.157	0.402	טעקסט
textbook	0.622	0.235	0.526	לערנבוך
textile	0.604	0.235	0.395	טעקסטיל
textural	0.660	0.296	0.445	טעקסטשעראַל
texture	0.615	0.215	0.412	געוועב
tgif	0.542	0.471	0.436	tgif
thank	0.958	0.353	0.526	דאַנקען
thankful	0.969	0.344	0.714	דאַנקבאַר
thankgod	0.823	0.451	0.466	געלויבט גאט
thanking	0.917	0.538	0.658	דאַנקען
thankless	0.146	0.500	0.497	אונקבאר
thanks	0.918	0.472	0.461	דאַנק
thanksalot	0.908	0.428	0.525	א גרויסן ש 'כח
thanksgiving	0.927	0.449	0.637	דאנק
thankyougod	0.900	0.446	0.651	דאַנקען גאָט
thankyoujesus	0.878	0.406	0.604	דאַנקען יאָשקע
thankyoulord	0.809	0.388	0.466	דאַנקען דיר
thatch	0.337	0.245	0.161	דאַך
thatmoment	0.667	0.389	0.340	אַז מאָמענט
thaumaturgy	0.510	0.546	0.618	טהאַומאַטורגי
thaw	0.438	0.321	0.327	טאָ
theater	0.760	0.635	0.516	טעאַטער
theatrical	0.720	0.690	0.546	טעאַטער
theatrics	0.694	0.539	0.486	טעאַטער
thebest	0.760	0.596	0.719	די בעסטע
theft	0.135	0.867	0.394	גניבה
theism	0.460	0.431	0.481	טעיזם
theistic	0.397	0.365	0.509	טעיסטיק
thelife	0.688	0.566	0.629	די לעבן
thelittlethings	0.571	0.240	0.324	די קליין זאכן
theme	0.541	0.176	0.427	טעמע
theocracy	0.490	0.427	0.722	טעאָקראַטיע
theocratic	0.380	0.480	0.605	טעאָקראַטיש
theologian	0.521	0.304	0.759	טעאָלאָגין
theological	0.480	0.363	0.683	טעאָלאָגישע
theology	0.448	0.330	0.711	טעאָלאָגיע
theorem	0.500	0.296	0.615	טעאָרעם
theoretical	0.615	0.270	0.546	טעאָרעטיש
theory	0.583	0.314	0.529	טעאָריע
therapeutic	0.625	0.275	0.680	טעראַפּיוטיק
therapeutics	0.552	0.343	0.625	טעראַפּיוטיקס
therapist	0.468	0.430	0.679	טעראַפּיסט
therapy	0.490	0.353	0.607	טעראַפּיע
thereabouts	0.427	0.365	0.285	דערוועגן
thereof	0.542	0.265	0.281	דערפון
therewith	0.462	0.317	0.398	דערמיט
thermal	0.480	0.360	0.509	טערמאַל
thermocouple	0.406	0.406	0.422	טהערמאָקאָופּלע
thermodynamics	0.510	0.594	0.678	טהערמאָדינאַמיקס
thermometer	0.400	0.327	0.473	טערמאָמעטער
thermos	0.582	0.255	0.328	טערמאַס
thermostat	0.439	0.480	0.321	טערמאַסטאַט
thesaurus	0.520	0.480	0.509	טעסאַורוס
thesis	0.583	0.582	0.552	טעזיס
thick	0.449	0.433	0.596	דיק
thicken	0.406	0.398	0.509	טיקאַן
thickening	0.448	0.355	0.434	טיקנינג
thicket	0.385	0.373	0.324	טיקעט
thickness	0.552	0.370	0.443	גרעב
thief	0.088	0.888	0.443	גנב
thigh	0.469	0.433	0.588	דיך
thimble	0.490	0.192	0.218	פינגערהוט
thin	0.469	0.337	0.356	דין
thing	0.449	0.222	0.260	זאַך
things	0.519	0.250	0.368	זאכן
thingy	0.458	0.312	0.158	זאַך
think	0.786	0.408	0.618	טראַכטן
thinker	0.706	0.386	0.764	דענקער
thinking	0.720	0.308	0.595	טראכטן
third	0.551	0.187	0.304	דריט
thirds	0.402	0.327	0.345	דריטס
thirst	0.298	0.519	0.307	דאָרשט
thirsty	0.281	0.660	0.310	דאָרשטיק
thirteen	0.459	0.385	0.331	דרייצן
thirteenth	0.408	0.330	0.425	דרײַצנטן
thirty	0.562	0.349	0.316	דרײַסיק
thistle	0.427	0.423	0.357	טיסאַל
thither	0.500	0.270	0.316	אַהין
thong	0.467	0.596	0.269	טאָנג
thorn	0.296	0.541	0.427	דאָרן
thorny	0.177	0.690	0.500	שטעכיק
thorough	0.467	0.350	0.558	גרונטיק
thoroughbred	0.669	0.740	0.716	טעראָוברעד
thoroughfare	0.582	0.481	0.490	דורכפאָר
thought	0.780	0.315	0.571	געדאַנק
thoughtful	0.667	0.290	0.527	פאַרטראַכט
thoughtfulness	0.867	0.269	0.667	פאַרטראַכטקייט
thoughtless	0.194	0.580	0.452	פאַרטראַכט
thoughts	0.745	0.382	0.691	געדאנקען
thousand	0.663	0.355	0.480	טויזנט
thrash	0.260	0.510	0.472	טראַש
thread	0.646	0.184	0.209	פאָדעם
threat	0.135	0.865	0.667	סאַקאָנע
threaten	0.104	0.958	0.590	סטראַשען
threatened	0.052	0.928	0.354	געטרעטן
threatening	0.071	0.875	0.652	טרעטאַנינג
three	0.653	0.225	0.377	דרייַ
threefold	0.521	0.400	0.534	דרײפֿאַל
threesome	0.490	0.676	0.560	דרייסאַם
thresh	0.490	0.417	0.500	דרעש
threshold	0.531	0.519	0.575	שוועל
thrice	0.469	0.442	0.462	דריי מאָל
thrift	0.760	0.217	0.649	שפּאַנונג
thrifty	0.604	0.380	0.676	שפּאָרעוודיק
thrill	0.888	0.837	0.711	ציטער
thrilled	0.898	0.818	0.807	טרילד
thriller	0.490	0.796	0.645	טהריללער
thrilling	0.930	0.827	0.782	טרילינג
thrive	0.948	0.529	0.772	טרייוו
thriving	0.865	0.521	0.779	בליענדיק
throat	0.350	0.538	0.346	האַלדז
throb	0.500	0.673	0.556	דראָבן
throbbing	0.645	0.808	0.491	טהראָבבינג
throes	0.146	0.760	0.235	טראָוז
throne	0.724	0.606	0.887	שטול
throng	0.480	0.810	0.706	שטופּן
throttle	0.562	0.804	0.750	גערגל
throw	0.344	0.770	0.623	וואַרפן
throwback	0.280	0.454	0.356	throwback
thrower	0.470	0.690	0.717	טראָוער
thrown	0.500	0.550	0.619	ארלנגעווארפן
thrush	0.306	0.490	0.454	טרוש
thrust	0.510	0.647	0.663	שטויס
thruster	0.698	0.812	0.719	שטוסטער
thud	0.255	0.686	0.620	קלאַפּן
thug	0.240	0.882	0.667	טוג
thumb	0.673	0.271	0.361	גראָבער פינגער
thumbprint	0.510	0.347	0.451	גראָבער פינגער
thump	0.280	0.792	0.608	טאַמפּ
thumper	0.354	0.623	0.457	טאַמפּער
thumping	0.214	0.755	0.566	טאַמפּינג
thunder	0.296	0.916	0.526	דונערן
thunderbolt	0.418	0.719	0.642	דונערן
thunderclap	0.390	0.833	0.607	דונערן
thundering	0.337	0.778	0.700	דונערנדיק
thunderstorm	0.135	0.860	0.784	שטורעם
thunderstruck	0.194	0.716	0.509	דונערסטרוק
thwart	0.281	0.684	0.409	צעוואָרפן
thx	0.562	0.425	0.461	אדאנק
thyme	0.561	0.255	0.325	טהימע
thyroid	0.234	0.455	0.373	טיירויד
tiara	0.719	0.300	0.472	טיאַראַ
tibia	0.450	0.302	0.425	טיביאַ
tic	0.271	0.438	0.250	טיק
tick	0.521	0.386	0.412	טיקען
ticked	0.469	0.386	0.455	טיקט
ticker	0.479	0.471	0.509	טיקער
ticket	0.684	0.387	0.434	בילעט
tickle	0.760	0.727	0.342	קיצלען
tickled	0.755	0.707	0.364	קיצלען
ticklish	0.823	0.814	0.345	קיצליש
tidal	0.592	0.539	0.519	טיידאַל
tidal wave	0.240	0.894	0.736	טייד כוואַליע
tidbit	0.552	0.382	0.385	צייטביט
tide	0.541	0.556	0.420	יאַמ - פלייץ
tidings	0.610	0.510	0.694	בשורה
tidy	0.760	0.208	0.647	ציכטיק
tie	0.663	0.464	0.431	בונד
tier	0.520	0.245	0.560	ריי
tiff	0.531	0.415	0.343	טיף
tiger	0.479	0.765	0.664	טיגער
tighten	0.388	0.487	0.627	פאַרשטייַפן
tightness	0.344	0.606	0.759	טייטקייט
tightrope	0.354	0.653	0.279	טייך שטריק
tights	0.583	0.343	0.269	טייץ
tilde	0.520	0.314	0.321	טילדע
tile	0.429	0.245	0.348	קאַכל
tiling	0.600	0.330	0.315	טיילינג
till	0.490	0.327	0.319	ביז
tillage	0.552	0.591	0.540	ערדציטערניש
tiller	0.448	0.410	0.290	טיללער
tilt	0.365	0.549	0.463	טילט
tilting	0.459	0.384	0.340	טילטינג
timber	0.332	0.202	0.386	געהילץ
timberland	0.550	0.415	0.571	טימבערלאַנד
timbre	0.460	0.480	0.296	טימברע
time	0.604	0.288	0.609	צייַט
timeless	0.408	0.468	0.583	ייביק
timeliness	0.760	0.404	0.582	טיימלינאַס
timely	0.865	0.387	0.591	בייַצייַטיק
timeout	0.344	0.433	0.322	טיימאַוט
timepiece	0.650	0.279	0.461	טיימפּיעסע
timer	0.469	0.433	0.500	טייַמער
times	0.490	0.279	0.439	מאל
timetable	0.561	0.189	0.491	פאָרפּלאַן
timewasters	0.391	0.535	0.291	צייטוואַסטערס
timid	0.327	0.276	0.132	שרעקעדיג
timidity	0.333	0.358	0.153	שרעק
timing	0.521	0.311	0.577	טיימינג
tin	0.469	0.370	0.217	צין
tincture	0.440	0.360	0.402	צומיש
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	פּאַפּיר
tinge	0.469	0.292	0.264	טינגע
tingle	0.460	0.560	0.264	טינגל
tingling	0.427	0.615	0.340	טינגגלינג
tinker	0.396	0.528	0.275	טינקער
tinkering	0.531	0.490	0.448	טינגקינג
tinkle	0.562	0.529	0.356	טינגקלען
tinkling	0.612	0.530	0.324	טינגקינג
tinnitus	0.384	0.536	0.411	טינניטוס
tinsel	0.663	0.521	0.473	טינסעל
tint	0.582	0.292	0.273	טינט
tiny	0.479	0.196	0.125	קליינטשיק
tip	0.708	0.221	0.518	עצה
tipper	0.427	0.571	0.431	טיפּער
tipster	0.490	0.462	0.490	טיפּסטער
tipsy	0.510	0.625	0.570	שפּיציק
tiptoe	0.510	0.490	0.407	שפּיץ פינגער
tirade	0.378	0.587	0.532	טיראַדע
tire	0.438	0.385	0.381	רעדעל
tired	0.125	0.317	0.191	מיד
tiredness	0.387	0.408	0.242	מידקייט
tiredofit	0.300	0.270	0.204	טירעדאָפיט
tireless	0.657	0.750	0.645	טייערלאַס
tiresome	0.240	0.542	0.153	טייערדיק
tiring	0.153	0.510	0.176	מיד
tissue	0.558	0.236	0.345	געוועב
tistheseason	0.646	0.548	0.435	די צייט
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	טיטאַן
titanic	0.427	0.786	0.795	טיטאַניק
titanium	0.520	0.470	0.704	טיטאַניום
tithe	0.507	0.276	0.385	מעשר
title	0.708	0.356	0.574	טיטל
titled	0.677	0.240	0.658	טייטאַלד
titty	0.561	0.548	0.294	טיטי
titular	0.704	0.385	0.760	טיטולאַר
toad	0.302	0.452	0.196	מיעסער פּאַרשוין
toast	0.740	0.382	0.356	טאָסט
toaster	0.542	0.337	0.387	צוברוינער
toasty	0.698	0.461	0.396	טוסטי
tobacco	0.327	0.546	0.387	טאַבאַק
toby	0.427	0.375	0.330	טאָבי
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	היינט
toddler	0.812	0.469	0.368	טאַדלער
toe	0.406	0.221	0.293	פינגער פונ פוס
toenail	0.530	0.380	0.306	פינגער פונ פוס
toffee	0.658	0.510	0.396	טאַפי
tofu	0.521	0.330	0.283	טאָפו
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	צוזאַמען
togetherness	0.906	0.360	0.635	צוזאַמען
toil	0.558	0.510	0.583	אַרבעט
toilet	0.490	0.290	0.233	קלאָזעט
toils	0.480	0.710	0.482	אַרבעט
token	0.510	0.418	0.414	סימען
tolerable	0.750	0.350	0.374	פאַרטראָגן
tolerance	0.875	0.206	0.649	טאָלעראַנץ
tolerant	0.765	0.192	0.618	טאָלעראַנט
tolerate	0.724	0.430	0.588	דערלאָזן
toleration	0.776	0.442	0.727	טאָלעראַציע
toll	0.296	0.422	0.453	אָפּצאָל
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	פּאָמידאָר
tomatoes	0.615	0.240	0.272	טאמאטעס
tomb	0.112	0.500	0.343	קבר
tombstone	0.204	0.441	0.311	מצבה
tomcat	0.520	0.412	0.386	טאַםקאַט
tome	0.429	0.316	0.492	צו מיר
tomorrow	0.792	0.377	0.407	מאָרגן
ton	0.560	0.418	0.604	טאָן
tone	0.551	0.355	0.411	טאָן
toner	0.448	0.300	0.368	טאָונער
tong	0.475	0.480	0.370	צונג
tongs	0.500	0.459	0.321	צונג
tongue	0.542	0.432	0.482	צונג
tonic	0.541	0.360	0.500	שטאַרקעכץ
tonnage	0.323	0.382	0.590	tonnage
tonsils	0.347	0.373	0.283	טאָנסילס
toocold	0.420	0.550	0.379	צו קאַלט
tool	0.490	0.350	0.594	געצייַג
toolbox	0.531	0.316	0.472	מכשירים
tooling	0.510	0.406	0.634	מכשירים
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	טוט
tooth	0.439	0.250	0.367	צאָן
toothache	0.188	0.853	0.412	ציינווייטיק
toothbrush	0.517	0.330	0.321	ציינבערשטל
toothed	0.449	0.394	0.352	ציינדלעך
toothless	0.312	0.541	0.272	צאָןלאָז
toothpaste	0.510	0.290	0.371	ציינפּאַסטע
toothpick	0.561	0.216	0.185	ציינשטעכער
toots	0.552	0.480	0.451	טוטס
top	0.760	0.400	0.554	אויבן
topaz	0.643	0.325	0.384	טאָפּאַז
topic	0.520	0.276	0.427	טעמע
topical	0.561	0.340	0.500	אַקטואַל
topless	0.625	0.765	0.414	טאַפּלאַס
topographic	0.604	0.378	0.558	טאָפּאָגראַפיק
