English Word	Valence	Arousal	Dominance	Malagasy Word
thrush	0.306	0.490	0.454	thrush
thrust	0.510	0.647	0.663	naroson'ilay
thruster	0.698	0.812	0.719	thruster
thud	0.255	0.686	0.620	feo nidoboka kely
thug	0.240	0.882	0.667	jiolahimboto
thumb	0.673	0.271	0.361	ankihibe
thumbprint	0.510	0.347	0.451	dian-tongotra
thump	0.280	0.792	0.608	mikapoka
thumper	0.354	0.623	0.457	kotroka
thumping	0.214	0.755	0.566	mikapoka
thunder	0.296	0.916	0.526	kotrokorana
thunderbolt	0.418	0.719	0.642	varatra
thunderclap	0.390	0.833	0.607	kotroka
thundering	0.337	0.778	0.700	kotroka
thunderstorm	0.135	0.860	0.784	thunderstorm
thunderstruck	0.194	0.716	0.509	kotroka
thwart	0.281	0.684	0.409	hampandamòka
thx	0.562	0.425	0.461	THX
thyme	0.561	0.255	0.325	thyme
thyroid	0.234	0.455	0.373	tiroida
tiara	0.719	0.300	0.472	tiara
tibia	0.450	0.302	0.425	tibia
tic	0.271	0.438	0.250	tic
tick	0.521	0.386	0.412	mifidy
ticked	0.469	0.386	0.455	kitihina
ticker	0.479	0.471	0.509	ticker
ticket	0.684	0.387	0.434	tapakila
tickle	0.760	0.727	0.342	hahafinaritra
tickled	0.755	0.707	0.364	mikitikitika
ticklish	0.823	0.814	0.345	mikitikitika
tidal	0.592	0.539	0.519	Tidala
tidal wave	0.240	0.894	0.736	onjan-dranomasina
tidbit	0.552	0.382	0.385	tidbit
tide	0.541	0.556	0.420	ranomasina
tidings	0.610	0.510	0.694	mahafaly
tidy	0.760	0.208	0.647	milamina
tie	0.663	0.464	0.431	fatorana
tier	0.520	0.245	0.560	dia ambany noho
tiff	0.531	0.415	0.343	tiff
tiger	0.479	0.765	0.664	Tigra
tighten	0.388	0.487	0.627	hanenjanana kokoa
tightness	0.344	0.606	0.759	henjana
tightrope	0.354	0.653	0.279	zaza vao miana-
tights	0.583	0.343	0.269	tights
tilde	0.520	0.314	0.321	tilde
tile	0.429	0.245	0.348	kapila tanimanga
tiling	0.600	0.330	0.315	tafo tanimanga
till	0.490	0.327	0.319	mandra
tillage	0.552	0.591	0.540	akaikin'ny fambolenay
tiller	0.448	0.410	0.290	mpiasa
tilt	0.365	0.549	0.463	Jery mitongilana
tilting	0.459	0.384	0.340	mitongilana
timber	0.332	0.202	0.386	hazo
timberland	0.550	0.415	0.571	timberland
timbre	0.460	0.480	0.296	timbre
time	0.604	0.288	0.609	fotoana
timeless	0.408	0.468	0.583	tsy mety lany andro
timeliness	0.760	0.404	0.582	fotoana nilany azy
timely	0.865	0.387	0.591	ara-potoana
timeout	0.344	0.433	0.322	fotoana dila
timepiece	0.650	0.279	0.461	famantaranandro
timer	0.469	0.433	0.500	fameram-potoana
times	0.490	0.279	0.439	fotoana
timetable	0.561	0.189	0.491	fandaharam-potoana
timewasters	0.391	0.535	0.291	mandany fotoana
timid	0.327	0.276	0.132	saro-kenatra
timidity	0.333	0.358	0.153	henatra
timing	0.521	0.311	0.577	fotoana
tin	0.469	0.370	0.217	firapotsy
tincture	0.440	0.360	0.402	tincture
tine	0.438	0.373	0.284	tine
tinfoil	0.448	0.284	0.311	solaitrabe
tinge	0.469	0.292	0.264	maneno
tingle	0.460	0.560	0.264	mpanomponao
tingling	0.427	0.615	0.340	mangorintsina
tinker	0.396	0.528	0.275	tinker
tinkering	0.531	0.490	0.448	mikitikitika
tinkle	0.562	0.529	0.356	maneno
tinkling	0.612	0.530	0.324	mikarantsana
tinnitus	0.384	0.536	0.411	tinnitus
tinsel	0.663	0.521	0.473	haingony boribory na miolanolana
tint	0.582	0.292	0.273	loko
tiny	0.479	0.196	0.125	kely
tip	0.708	0.221	0.518	tendron'ny
tipper	0.427	0.571	0.431	tipper
tipster	0.490	0.462	0.490	tipster
tipsy	0.510	0.625	0.570	matimaty
tiptoe	0.510	0.490	0.407	tiptoe
tirade	0.378	0.587	0.532	manaratsy
tire	0.438	0.385	0.381	kodiarana
tired	0.125	0.317	0.191	RERAKA
tiredness	0.387	0.408	0.242	harerahana
tiredofit	0.300	0.270	0.204	reraka
tireless	0.657	0.750	0.645	sasatra
tiresome	0.240	0.542	0.153	mandreraka
tiring	0.153	0.510	0.176	mandreraka
tissue	0.558	0.236	0.345	sela
tistheseason	0.646	0.548	0.435	tisthseason
tit	0.402	0.539	0.388	tit
titan	0.598	0.653	0.811	titan
titanic	0.427	0.786	0.795	titanika
titanium	0.520	0.470	0.704	titane
tithe	0.507	0.276	0.385	fahafolon-karena
title	0.708	0.356	0.574	lohateny
titled	0.677	0.240	0.658	mitondra ny lohateny hoe
titty	0.561	0.548	0.294	titty
titular	0.704	0.385	0.760	tompon-
toad	0.302	0.452	0.196	saobakaka
toast	0.740	0.382	0.356	toast
toaster	0.542	0.337	0.387	toaster
toasty	0.698	0.461	0.396	toasty
tobacco	0.327	0.546	0.387	sigara
toby	0.427	0.375	0.330	toby
tod	0.469	0.330	0.384	tod
today	0.806	0.306	0.362	amin'izao fotoana izao
toddler	0.812	0.469	0.368	zaza
toe	0.406	0.221	0.293	rantsan-tongony
toenail	0.530	0.380	0.306	hoho
toffee	0.658	0.510	0.396	mofomamy
tofu	0.521	0.330	0.283	tofu
toga	0.698	0.393	0.373	toga
together	0.874	0.392	0.658	miara-
togetherness	0.906	0.360	0.635	Miaraka
toil	0.558	0.510	0.583	fisasaran'ny
toilet	0.490	0.290	0.233	trano fidiovana
toils	0.480	0.710	0.482	miasa mafy
token	0.510	0.418	0.414	famantarana
tolerable	0.750	0.350	0.374	moramora
tolerance	0.875	0.206	0.649	fandeferana
tolerant	0.765	0.192	0.618	mandefitra
tolerate	0.724	0.430	0.588	handefitra
toleration	0.776	0.442	0.727	handefitra intsony
toll	0.296	0.422	0.453	Peazy
tomahawk	0.510	0.642	0.504	tomahawk
tomato	0.550	0.183	0.275	voatabia
tomatoes	0.615	0.240	0.272	voatabia
tomb	0.112	0.500	0.343	PASANA
tombstone	0.204	0.441	0.311	vato fasana
tomcat	0.520	0.412	0.386	tomcat
tome	0.429	0.316	0.492	ho ahy
tomorrow	0.792	0.377	0.407	rahampitso
ton	0.560	0.418	0.604	taonina
tone	0.551	0.355	0.411	fihetseham-po
toner	0.448	0.300	0.368	toner
tong	0.475	0.480	0.370	tong
tongs	0.500	0.459	0.321	hetin
tongue	0.542	0.432	0.482	fiteny
tonic	0.541	0.360	0.500	tonika
tonnage	0.323	0.382	0.590	taonina
tonsils	0.347	0.373	0.283	Tonsils
toocold	0.420	0.550	0.379	toocold
tool	0.490	0.350	0.594	Fitaovana
toolbox	0.531	0.316	0.472	boaty fitaovana
tooling	0.510	0.406	0.634	fitaovana
toomuchtodo	0.420	0.688	0.355	toomuchtodo
toot	0.500	0.481	0.373	toot
tooth	0.439	0.250	0.367	nify
toothache	0.188	0.853	0.412	marary nify
toothbrush	0.517	0.330	0.321	borosy nify
toothed	0.449	0.394	0.352	nify
toothless	0.312	0.541	0.272	banga ridana
toothpaste	0.510	0.290	0.371	toothpaste
toothpick	0.561	0.216	0.185	poti-nify
toots	0.552	0.480	0.451	toot
top	0.760	0.400	0.554	ambony
topaz	0.643	0.325	0.384	topaza
topic	0.520	0.276	0.427	Lohahevitra
topical	0.561	0.340	0.500	loha
topless	0.625	0.765	0.414	Fantasy
topographic	0.604	0.378	0.558	sarin-
topographical	0.438	0.350	0.538	topografika
topography	0.469	0.357	0.506	soridrefitany
topple	0.198	0.820	0.573	hihozongozona
topside	0.708	0.466	0.598	ambony
tor	0.337	0.430	0.418	tor
torch	0.531	0.630	0.545	fanilo
torment	0.057	0.750	0.387	fampijaliana
tormented	0.071	0.855	0.323	fadiranovana
torn	0.153	0.510	0.283	rovitra
tornado	0.260	0.896	0.784	tornado
torpedo	0.219	0.794	0.707	torpedo
torque	0.466	0.375	0.406	Torque
torrent	0.541	0.745	0.676	falehan-driaka
torrid	0.281	0.625	0.517	torid
torsion	0.312	0.651	0.402	torsion
torso	0.408	0.394	0.473	tratra
tort	0.229	0.635	0.455	tort
tortious	0.312	0.724	0.491	tortious
tortoise	0.673	0.078	0.250	sokatra
tortuous	0.194	0.755	0.382	miolakolaka
torture	0.115	0.878	0.555	hazo
tortured	0.062	0.890	0.361	Nampijaliana
toss	0.418	0.725	0.575	misamboaravoara
tot	0.602	0.431	0.311	tot
total	0.771	0.286	0.714	sokajy
totality	0.688	0.443	0.717	manontolo
totally	0.820	0.422	0.702	tanteraka
tote	0.510	0.398	0.625	tote
totem	0.639	0.350	0.571	totem
touch	0.646	0.477	0.455	mikasika
touchdown	0.667	0.770	0.586	touchdown
touched	0.592	0.380	0.404	nanohina
touching	0.760	0.439	0.491	mampihetsi-po
touchy	0.323	0.510	0.343	touchy
tough	0.344	0.588	0.742	mafy
toughen	0.458	0.683	0.711	manenjana ny
toughness	0.552	0.618	0.837	diso mikasika ny Fahasarotana
toupee	0.323	0.270	0.324	toupee
tour	0.663	0.545	0.543	fitetezam-paritra
tourism	0.823	0.531	0.545	FIZAHAN-TANY
tourist	0.745	0.480	0.430	mpizaha tany
tourmaline	0.448	0.513	0.441	tourmaline
tournament	0.694	0.740	0.611	fifaninanana
tourniquet	0.335	0.521	0.398	tourniquet
tout	0.480	0.538	0.375	, tout
tow	0.531	0.500	0.508	fahamaiton'ny taretra rongony,
towel	0.630	0.208	0.286	lamba famaohana
tower	0.606	0.380	0.644	tilikambo
towering	0.500	0.690	0.806	mijoalajoala
town	0.551	0.299	0.627	tanàna
townhouse	0.622	0.400	0.443	trano fonenana
township	0.531	0.292	0.667	tanàna
townspeople	0.677	0.466	0.569	Mampiaiky
toxic	0.008	0.885	0.492	misy poizina
toxicity	0.104	0.865	0.491	habetsahan'ny poizina
toxicology	0.302	0.736	0.574	toxicology
toxin	0.115	0.654	0.456	poizina
toy	0.878	0.420	0.275	kilalao
toymaker	0.755	0.510	0.536	mpanao kilalao
trace	0.573	0.346	0.483	soritry
traceable	0.602	0.370	0.535	traceable
tracer	0.573	0.327	0.645	tracer
traces	0.482	0.448	0.389	soritra
trachea	0.448	0.509	0.387	trachea
tracing	0.418	0.591	0.565	hay fantarina
track	0.448	0.433	0.526	manara-maso
tracker	0.398	0.744	0.731	tracker
tract	0.406	0.422	0.339	taratasy mivalona
tractable	0.635	0.500	0.469	azo trakta
traction	0.429	0.585	0.648	vahana
tractor	0.449	0.580	0.619	traktera
trade	0.561	0.544	0.690	ara-barotra
trademark	0.667	0.344	0.750	famantarana
trader	0.562	0.632	0.854	mpivarotra
tradesman	0.531	0.431	0.664	mpivarotra
trading	0.635	0.602	0.705	varotra
tradition	0.830	0.430	0.750	fomban-drazana
traditional	0.677	0.221	0.604	nentim-paharazana
traffic	0.323	0.559	0.518	fifamoivoizana
traffic light	0.490	0.469	0.479	jiro fifamoivoizana
trafficking	0.250	0.710	0.399	fanondranana
tragedies	0.100	0.910	0.442	zava-doza
tragedy	0.052	0.843	0.340	zava-doza
tragic	0.048	0.904	0.396	-doza
trail	0.600	0.322	0.455	lalana
trailer	0.541	0.490	0.473	tranofiara
train	0.666	0.705	0.620	fiaran-dalamby
train set	0.604	0.598	0.464	fiaran-dalamby
trained	0.771	0.538	0.645	Ampiofanina
trainee	0.627	0.408	0.352	mpiofana
trainer	0.698	0.719	0.824	mpanazatra
training	0.714	0.776	0.788	Training
trait	0.469	0.365	0.453	toetra
traitor	0.112	0.796	0.491	mpamadika
traitorous	0.073	0.745	0.412	mpamadika
trajectory	0.653	0.558	0.779	leha
tram	0.667	0.628	0.492	tram
tramp	0.108	0.510	0.182	tramp
trample	0.235	0.764	0.562	hanitsaka
trampoline	0.604	0.690	0.391	trampoline
tramway	0.615	0.538	0.543	tramway
trance	0.469	0.481	0.382	azon-tsindrimandry
tranquil	0.917	0.094	0.355	milamina
tranquility	0.840	0.135	0.442	filaminana
tranquilizer	0.510	0.236	0.596	fampitoniana
transact	0.521	0.625	0.680	fifampiraharahana
transaction	0.650	0.577	0.579	raharaham-barotra
transatlantic	0.724	0.596	0.706	hamidy ho
transceiver	0.510	0.490	0.537	transceiver
transcend	0.604	0.771	0.726	mihoatra
transcendence	0.656	0.608	0.754	Ny fahamboniana
transcendent	0.667	0.600	0.824	mihoatra ny tsapa
transcendental	0.635	0.652	0.842	ambony dia
transcribe	0.500	0.394	0.573	hanoratra
transcriber	0.490	0.420	0.615	nandika
transcript	0.639	0.398	0.528	fandikana
transcription	0.592	0.455	0.615	fandikana
transfer	0.702	0.490	0.519	famindrana
transference	0.592	0.294	0.551	famindrana
transferred	0.480	0.450	0.409	nafindra
transfixed	0.427	0.660	0.528	transfixed
transform	0.735	0.667	0.696	hanova
transformation	0.796	0.618	0.770	fiovana
transformer	0.582	0.582	0.723	mpanova
transfusion	0.417	0.730	0.557	Fampidiran
transgression	0.158	0.890	0.611	fandikan-dalàna
transient	0.510	0.405	0.430	mandalo
transistor	0.480	0.480	0.444	transistor
transit	0.439	0.590	0.588	fitaterana
transition	0.605	0.561	0.558	tetezamita
transitional	0.573	0.472	0.491	tetezamita
transitive	0.479	0.377	0.414	: transitive
transitory	0.438	0.450	0.407	mandalo
translate	0.604	0.423	0.462	translate
translation	0.633	0.435	0.598	fandikan-teny
translator	0.760	0.412	0.473	MPANDIKA TENY
translocation	0.367	0.612	0.564	translocation
translucent	0.600	0.500	0.389	mangarahara
transmission	0.688	0.490	0.611	fifindran'ny
transmit	0.836	0.581	0.673	mamindra
transmitter	0.520	0.511	0.719	fitaovana fandefasam-peo
transmutation	0.438	0.740	0.737	transmutation
transom	0.375	0.385	0.417	transom
transparency	0.847	0.260	0.587	mangarahara
transparent	0.542	0.330	0.667	mangarahara
transplant	0.445	0.806	0.620	hamindrana
transplantation	0.531	0.694	0.610	transplantation
transponder	0.564	0.575	0.565	transponder
transport	0.613	0.627	0.605	Transport
transportation	0.667	0.560	0.472	Fitaovam-pitaterana
transporter	0.615	0.625	0.750	mpitatitra
transpose	0.440	0.585	0.467	transpose
transposition	0.312	0.451	0.555	transposition
transsexual	0.264	0.815	0.423	transsexual
transverse	0.429	0.429	0.525	transverse
transvestite	0.270	0.675	0.373	transvestite
trap	0.104	0.610	0.391	FANDRIKY
trapdoor	0.094	0.670	0.462	varavarana fandrika
trapeze	0.542	0.625	0.566	trapeze
trapped	0.135	0.615	0.380	voafandrika
trapper	0.296	0.654	0.491	mpamandrika
trapping	0.333	0.621	0.491	ary nahatratra
trappings	0.458	0.462	0.370	manginy
traps	0.235	0.673	0.481	fandrika
trash	0.163	0.541	0.154	fako
trashy	0.071	0.380	0.161	fako
trauma	0.112	0.792	0.453	ratra
traumatic	0.062	0.885	0.427	fiantraikany
travail	0.500	0.677	0.620	miteraka
travel	0.931	0.689	0.535	Tsangatsangana
traveler	0.837	0.571	0.700	dia lavitra
traveling	0.900	0.750	0.582	mandeha
traverse	0.571	0.590	0.629	traverse
travesty	0.354	0.644	0.407	travesty
trawl	0.255	0.590	0.464	hanapotika azy
trawler	0.316	0.430	0.405	trawler
tray	0.549	0.250	0.345	lovia
treacherous	0.112	0.815	0.402	mpivadika
treachery	0.104	0.852	0.448	fitaka
tread	0.510	0.520	0.426	handia
treadmill	0.459	0.636	0.436	milina fitotoana
treason	0.094	0.806	0.552	mpamadika
treasure	0.927	0.592	0.821	HARENANAO
treasured	0.849	0.471	0.730	sarobidy
treasurer	0.694	0.456	0.755	mpitahiry vola
treasures	0.867	0.771	0.842	HARENA
treasury	0.812	0.541	0.736	fandatsahan-drakitra
treat	0.573	0.571	0.436	Fifaliana
treatable	0.780	0.302	0.560	azo tsaboina tsara
treatise	0.604	0.407	0.613	bokiny mitondra ny lohateny
treatment	0.663	0.386	0.620	fitsaboana
treaty	0.646	0.382	0.667	fanekena
treble	0.358	0.471	0.466	treble
tree	0.670	0.118	0.442	HAZO
trees	0.653	0.137	0.537	HAZO
trek	0.469	0.530	0.535	diany
trellis	0.299	0.500	0.389	trellis
tremble	0.177	0.878	0.388	mihorohoro
trembling	0.177	0.824	0.324	tora-kovitra
tremendous	0.600	0.888	0.773	lehibe
tremendously	0.719	0.722	0.661	izaitsizy
tremor	0.104	0.833	0.455	nangovitra
trench	0.429	0.760	0.429	hady kely
trend	0.625	0.458	0.706	fironana
trending	0.750	0.472	0.600	malaza
trendy	0.713	0.520	0.536	falehan'ny olona
trepidation	0.582	0.594	0.464	no nitebiteby
trespass	0.229	0.670	0.613	fahadisoana
triad	0.469	0.413	0.528	Andriamanitra telo mitambatra nivavahan'izy
triage	0.398	0.433	0.479	nanasokajiana
trial	0.438	0.663	0.612	Fitsapana
triangle	0.562	0.269	0.352	telozoro
triangular	0.430	0.320	0.397	telozoro
triangulate	0.408	0.380	0.517	triangulate
triathlon	0.521	0.853	0.663	triathlon
tribal	0.417	0.404	0.482	foko
tribe	0.664	0.486	0.516	firenena
tribulation	0.448	0.612	0.484	FAHORIANA
tribunal	0.410	0.670	0.797	fitsarana
tribune	0.610	0.585	0.556	tribonaly
tributary	0.615	0.463	0.616	miankin-doha
tribute	0.684	0.573	0.700	Fahatsiarovana
trick	0.542	0.700	0.409	fitaka
trickery	0.146	0.798	0.336	fitaka
trickle	0.500	0.196	0.231	nipoitra kosa
trickster	0.375	0.680	0.446	mpamitaka
tricky	0.219	0.651	0.500	sarotra
tricycle	0.633	0.402	0.368	bisikiletany
trident	0.403	0.606	0.609	trident
trifle	0.271	0.296	0.221	hamaivanina
trifling	0.375	0.418	0.183	zary sangisangy
trig	0.438	0.417	0.415	trig
trigger	0.271	0.804	0.660	miteraka
trigonometry	0.396	0.400	0.616	ny telozoro,
trillion	0.592	0.420	0.623	tapitrisa tapitrisa
trilogy	0.615	0.520	0.664	trilogy
trim	0.500	0.466	0.430	horantsanantsika
trimester	0.783	0.336	0.538	trimester
trimmer	0.260	0.548	0.529	trimmer
trimming	0.500	0.478	0.325	trimming
trine	0.396	0.365	0.317	trine
trinity	0.635	0.346	0.660	Andriamanitra telo izay iray
trinket	0.521	0.352	0.368	soloina kojakoja
trio	0.521	0.613	0.473	trio
trip	0.875	0.643	0.538	diany
tripartite	0.500	0.480	0.539	tripartite
tripe	0.312	0.361	0.438	vorivorin-kena
triple	0.585	0.385	0.481	telo
triplet	0.622	0.510	0.618	triplet
triplicate	0.684	0.545	0.717	telo sosona
tripod	0.406	0.388	0.483	tripod
tripping	0.276	0.594	0.293	zavatra mahasolafaka
trite	0.458	0.418	0.290	trite
tritium	0.412	0.471	0.422	tritium
triumph	0.969	0.798	0.926	fandresena
triumphant	0.949	0.837	0.972	amim-boninahitra
trivia	0.690	0.490	0.473	trivia
trivial	0.406	0.387	0.337	tsy misy dikany
troll	0.378	0.627	0.327	troll
trolley	0.562	0.558	0.464	trolley
trombone	0.562	0.500	0.500	trombone
troop	0.375	0.696	0.750	toko
trooper	0.458	0.694	0.713	trooper
troops	0.385	0.718	0.804	miaramila
trophy	0.947	0.643	0.676	amboara
tropic	0.740	0.529	0.536	karazam-
tropical	0.740	0.461	0.509	tany mafana
tropics	0.740	0.383	0.412	mafana
trot	0.531	0.664	0.396	trot
trouble	0.135	0.811	0.452	NATOKY
troubled	0.167	0.627	0.385	raiki-tahotra
troublemaker	0.260	0.900	0.596	mpanakorontana
troubles	0.051	0.854	0.269	fahasahiranana
troublesome	0.283	0.894	0.404	-TSAROTRA
trough	0.500	0.308	0.340	tavy fisotroana
troupe	0.625	0.406	0.557	troupe
trousers	0.625	0.314	0.442	pataloha
trout	0.516	0.387	0.298	atendro
trowel	0.470	0.418	0.250	trowel
truce	0.688	0.441	0.453	fampiatoan'ady
truck	0.531	0.368	0.546	kamiao
trucker	0.494	0.609	0.500	mpitondra kamiao
truckload	0.480	0.450	0.534	entana kamiao
truculent	0.210	0.731	0.498	truculent
true	0.896	0.436	0.777	marina
truelove	0.860	0.600	0.587	tena fitiavana
truffle	0.677	0.323	0.418	truffle
truism	0.521	0.422	0.480	truism
trump	0.640	0.716	0.898	trompetrany
trumpet	0.573	0.570	0.393	trompetra
trumpeter	0.673	0.600	0.676	mpitsoka
truncate	0.323	0.600	0.412	truncate
truncated	0.316	0.602	0.439	tapaka
trundle	0.507	0.270	0.414	kodiarana
trunk	0.271	0.167	0.404	vatany
truss	0.521	0.482	0.569	truss
trust	0.888	0.547	0.741	fahatokiana
trustee	0.531	0.442	0.658	pananana
trusting	0.857	0.508	0.750	matoky
trustworthy	0.969	0.315	0.824	mendri-pitokisana
trusty	0.863	0.398	0.696	mahatoky
truth	0.971	0.400	0.685	MARINA
truthful	0.708	0.467	0.807	milaza ny marina
truthfulness	0.920	0.549	0.808	marina
try	0.604	0.551	0.556	manandrana
tryout	0.459	0.539	0.472	Andramo
tryouts	0.490	0.602	0.594	andrana
tsunami	0.042	0.944	0.684	tsunami,
tub	0.449	0.235	0.265	Kovetabe fandroana
tuba	0.542	0.402	0.381	tuba
tubby	0.427	0.423	0.353	tubby
tube	0.418	0.279	0.409	fantsona
tuberculosis	0.214	0.519	0.424	tioberkilaozy
tubing	0.438	0.363	0.358	fantsona
tubular	0.458	0.361	0.464	tubular
tubule	0.500	0.330	0.333	tubule
tuck	0.367	0.473	0.361	tuck
tucker	0.475	0.558	0.429	tucker
tuesday	0.469	0.184	0.330	talata
tufted	0.500	0.510	0.406	miboiboika
tug	0.320	0.604	0.558	-kijanona
tugboat	0.271	0.510	0.652	sambo mpitari-tafika
tuition	0.531	0.372	0.436	saram-pianarana
tulip	0.730	0.189	0.356	tulipe
tumble	0.276	0.556	0.272	Horinganina
tumbler	0.520	0.260	0.352	tavoara
tumbleweed	0.312	0.471	0.427	ny tadio ireo
tummy	0.427	0.365	0.230	kibo
tumor	0.102	0.664	0.324	fivontosana
tumour	0.092	0.627	0.464	fivontosana
tumult	0.271	0.640	0.636	tabataba
tumultuous	0.208	0.622	0.590	tabataba
tun	0.386	0.413	0.364	tun
tuna	0.531	0.386	0.304	lamàtra
tunable	0.510	0.364	0.582	mirindra
tune	0.708	0.479	0.426	miray feo
tunic	0.531	0.248	0.391	akanjo lava
tuning	0.719	0.390	0.635	Tuning
tunnel	0.312	0.490	0.412	tonelina
turban	0.469	0.386	0.426	hamama
turbidity	0.184	0.607	0.393	korontana
turbine	0.520	0.549	0.575	turbine
turbo	0.583	0.729	0.596	turbo
turbulence	0.062	0.922	0.532	misafotofoto
turbulent	0.302	0.792	0.612	nisafotofoto
turd	0.240	0.519	0.383	turd
turf	0.531	0.192	0.295	turf
turkey	0.634	0.245	0.247	vorontsiloza
turmeric	0.542	0.316	0.312	tamotamo
turmoil	0.198	0.888	0.417	korontana
turn	0.531	0.398	0.482	miala
turnaround	0.560	0.654	0.407	mihodìna
turned	0.630	0.538	0.583	Lasa
turning	0.510	0.684	0.420	fihodinana
turnip	0.561	0.183	0.254	turnip
turnkey	0.531	0.382	0.427	turnkey
turnoff	0.312	0.560	0.327	vonoy
turnout	0.641	0.692	0.898	nivadika
turnover	0.490	0.392	0.512	fihodinana
turnpike	0.459	0.434	0.462	turnpike
turntable	0.531	0.455	0.406	latabatra fihodinana
turpentine	0.320	0.539	0.571	turpentine
turquoise	0.786	0.226	0.357	robina
turret	0.494	0.500	0.588	tilikambo
turtle	0.291	0.102	0.271	sokatra
turtleneck	0.583	0.398	0.327	turtleneck
tussle	0.333	0.919	0.691	ady
tutelage	0.393	0.442	0.609	fitaizana
tutor	0.750	0.346	0.826	mpitaiza
tutoring	0.663	0.402	0.702	fampianarana
tutu	0.583	0.276	0.233	tutu
tux	0.531	0.365	0.462	tux
tuxedo	0.694	0.354	0.519	tuxedo
tv	0.622	0.380	0.393	tv
twain	0.541	0.255	0.370	roa
twat	0.292	0.459	0.404	twat
twats	0.406	0.588	0.383	twats
tweak	0.440	0.462	0.452	tweak
tweed	0.510	0.440	0.412	tweed
tweet	0.659	0.490	0.537	bitsika
tweezers	0.493	0.408	0.295	fitaovana fanongotana volo
twelfth	0.521	0.292	0.527	faharoa ambin'ny folo
twelve	0.490	0.298	0.412	roa ambin'ny folo
twentieth	0.469	0.297	0.346	faharoa-polo
twenty	0.520	0.292	0.286	roa-polo amby
twerp	0.408	0.443	0.384	twerp
twig	0.378	0.288	0.236	javatra
twilight	0.622	0.341	0.633	takariva iny
twill	0.449	0.415	0.353	twill
twin	0.688	0.363	0.453	kambana
twine	0.521	0.380	0.337	kofehy
twinge	0.316	0.720	0.471	mitsambikina
twinkle	0.719	0.724	0.610	namiratra
twins	0.760	0.473	0.602	kambana
twirl	0.552	0.647	0.409	manodinkodina
twist	0.375	0.469	0.337	manolan-
twisted	0.071	0.736	0.311	manolana hevi-
twister	0.330	0.680	0.647	manodinkodina
twit	0.194	0.653	0.198	twit
twitch	0.510	0.740	0.548	twitch
twitching	0.292	0.700	0.482	mihetsiketsika
twitchy	0.094	0.918	0.281	mihetsiketsika
two	0.520	0.200	0.404	rOA
two step	0.583	0.314	0.327	dingana roa
twofaced	0.387	0.620	0.384	roa tava
twofold	0.573	0.333	0.551	lafiny roa
twosome	0.583	0.544	0.500	roa
tycoon	0.682	0.596	0.867	tycoon
tyke	0.500	0.388	0.300	tyke
type	0.500	0.284	0.364	karazana
typewriter	0.542	0.373	0.418	milina fanoratana
typhoid	0.265	0.458	0.401	typhoid
typhoon	0.323	0.796	0.697	rivodoza
typical	0.635	0.206	0.426	mahazatra
typically	0.569	0.377	0.559	matetika
typist	0.551	0.559	0.528	typist
typo	0.224	0.415	0.255	typo
typography	0.480	0.334	0.574	typography
tyrannical	0.167	0.860	0.731	lozabe
tyranny	0.112	0.792	0.705	jadona
tyrant	0.115	0.850	0.683	mpanao jadona
tyre	0.480	0.358	0.407	TYRO
ubiquitous	0.635	0.571	0.884	hatraiza hatraiza
ubiquity	0.578	0.490	0.595	ubiquity
ugliness	0.094	0.407	0.267	haratsian'ny
ugly	0.167	0.630	0.254	ratsy tarehy
uhoh	0.320	0.622	0.284	ooh
ukulele	0.513	0.358	0.365	ukulele
ulcer	0.286	0.596	0.377	fery
ulterior	0.375	0.509	0.490	miafina
ultimate	0.648	0.645	0.544	faratampony
ultimately	0.385	0.480	0.558	ny farany
ultimatum	0.219	0.855	0.837	safidy
ultimo	0.375	0.363	0.300	Último
ultrasound	0.573	0.594	0.600	fitarafana
ultraviolet	0.604	0.448	0.673	taratra manimba
umbilical	0.398	0.406	0.333	tadim
umbra	0.408	0.400	0.337	umbra
umbrella	0.583	0.246	0.255	elo
umpire	0.520	0.592	0.755	mpitsara
umpteen	0.510	0.460	0.611	imbetsaka
unabashed	0.292	0.614	0.488	tsy afa-baraka
unabated	0.532	0.420	0.466	tsy mitsahatra
unable	0.132	0.459	0.193	tsy afaka
unacceptable	0.133	0.479	0.330	tsy azo ekena
unaccompanied	0.292	0.376	0.297	tsy miaraka
unaccountable	0.180	0.600	0.543	tsy tambo isaina
unaccounted	0.410	0.338	0.361	tsy hita isa
unacknowledged	0.240	0.269	0.116	tsy ekena
unadulterated	0.570	0.420	0.528	tsy misy loto
unaffected	0.542	0.265	0.571	simba
unafraid	0.500	0.520	0.655	natahotra
unaided	0.290	0.410	0.336	tsy misy fanampiana
unaltered	0.571	0.269	0.598	tsy miova
unambiguous	0.406	0.390	0.578	Mazava be
unanimity	0.490	0.407	0.706	firaisan-kevitry
unanimous	0.656	0.380	0.682	niarahana niombon-kevitra
unanimously	0.686	0.333	0.738	niara-
unannounced	0.240	0.588	0.291	mampilaza
unanswered	0.276	0.361	0.219	voavaly
unanticipated	0.255	0.775	0.327	ampoizina
unappreciated	0.143	0.431	0.209	ankasitrahana
unapproved	0.184	0.471	0.254	tsy nodinihana
unarmed	0.427	0.420	0.241	mitondra fitaovam-piadiana
unassisted	0.302	0.320	0.211	tsy misy fanampiana
unassuming	0.490	0.230	0.471	tsotra
