English Word	Valence	Arousal	Dominance	Albanian Word
subsidize	0.604	0.615	0.589	subvencionojnë
subsidy	0.573	0.462	0.517	subvencionim
subsist	0.573	0.418	0.472	mbijetoj
subsistence	0.510	0.404	0.491	mbijetesë
subsoil	0.429	0.240	0.382	nëntokë
subspace	0.470	0.453	0.475	nënhapësirë
substance	0.615	0.422	0.528	substancës
substandard	0.235	0.333	0.150	nën standard
substantial	0.590	0.490	0.690	substanciale
substantially	0.646	0.471	0.684	në mënyrë thelbësore
substantiate	0.531	0.549	0.636	vërtetojnë
substantive	0.500	0.350	0.455	përmbajtësore
substation	0.469	0.461	0.491	nënstacioni
substitute	0.427	0.406	0.398	zëvendësues
substituted	0.271	0.545	0.394	i zëvendësuar
substitution	0.406	0.480	0.353	zëvendësim
substructure	0.441	0.358	0.587	nënstrukturë
subterranean	0.469	0.306	0.432	nëntokësore
subtext	0.635	0.276	0.412	nëntekst
subtitle	0.445	0.202	0.347	nëntitull
subtle	0.708	0.167	0.228	delikate
subtlety	0.615	0.176	0.363	hollësi
subtract	0.208	0.330	0.283	zbres
subtraction	0.163	0.382	0.349	zbritje
subtype	0.427	0.296	0.420	nëntipi
suburb	0.354	0.566	0.441	periferi
suburban	0.439	0.450	0.453	periferike
suburbia	0.438	0.490	0.421	periferi
suburbs	0.510	0.571	0.286	periferi
subversion	0.347	0.608	0.415	përmbysje
subversive	0.198	0.765	0.500	subversive
subvert	0.357	0.557	0.536	përmbys
subway	0.418	0.300	0.464	metro
succeed	0.926	0.755	0.926	sukses
succeeding	0.867	0.755	0.849	duke pasur sukses
success	0.959	0.880	0.981	sukses
successful	0.949	0.724	0.938	e suksesshme
succession	0.698	0.481	0.587	vazhdimësi
successive	0.635	0.471	0.518	e suksesshme
successor	0.729	0.531	0.648	pasardhës
succinct	0.510	0.413	0.566	përmbledhur
succubus	0.417	0.647	0.509	succubus
succulent	0.823	0.538	0.556	i shijshëm
succumb	0.202	0.787	0.292	dorëzohem
suck	0.344	0.706	0.377	thith
sucker	0.265	0.393	0.204	pinjoll
sucking	0.227	0.528	0.377	gjiri
suckling	0.596	0.558	0.518	gjiri
sucks	0.115	0.683	0.302	thith
suction	0.460	0.593	0.526	thithje
sudden	0.449	0.660	0.435	e papritur
suddenly	0.670	0.510	0.456	papritur
suds	0.458	0.365	0.255	shkumëza
sue	0.219	0.731	0.679	padisë
suede	0.542	0.259	0.259	kamoshi
suffer	0.082	0.910	0.259	vuajnë
sufferer	0.156	0.690	0.278	vuajtur
suffering	0.020	0.719	0.235	duke vuajtur
suffice	0.643	0.326	0.504	mjafton
sufficiency	0.594	0.438	0.576	mjaftueshmëria
sufficient	0.833	0.330	0.588	mjaftueshëm
sufficiently	0.776	0.367	0.714	mjaftueshëm
suffix	0.430	0.420	0.364	prapashtesë
suffocate	0.219	0.764	0.440	mbyten
suffocating	0.133	0.774	0.429	mbytëse
suffocation	0.020	0.830	0.462	mbytje
sugar	0.896	0.382	0.402	sheqer
suggest	0.573	0.471	0.517	sugjerojnë
suggestion	0.646	0.365	0.558	sugjerim
suggestive	0.552	0.500	0.555	sugjestive
suicidal	0.021	0.867	0.382	vetëvrasëse
suicide	0.030	0.873	0.429	vetëvrasje
suicidebombing	0.031	0.957	0.627	sulm vetëvrasës
suit	0.776	0.282	0.482	kostum
suitable	0.792	0.298	0.722	të përshtatshme
suitcase	0.562	0.212	0.318	valixhe
suite	0.790	0.420	0.400	suitë
suitor	0.708	0.639	0.546	kërkues
sulfate	0.427	0.352	0.429	sulfat
sulfur	0.173	0.530	0.364	squfuri
sulk	0.250	0.580	0.406	i ndyrë
sullen	0.250	0.407	0.263	i vrenjtur
sully	0.378	0.550	0.370	i ndyrë
sulphur	0.260	0.450	0.233	squfuri
sultan	0.529	0.423	0.821	sulltani
sultry	0.735	0.696	0.627	i zjarrtë
sum	0.792	0.340	0.420	shuma
summarily	0.469	0.431	0.543	në mënyrë të përmbledhur
summarize	0.590	0.323	0.471	përmbledh
summary	0.729	0.260	0.427	përmbledhje
summation	0.766	0.337	0.594	përmbledhje
summer	0.812	0.373	0.550	verës
summerhouse	0.796	0.308	0.443	Shtëpi verore
summertime	0.837	0.500	0.455	verës
summit	0.625	0.618	0.764	samiti
summon	0.521	0.560	0.664	thërrasin
summons	0.552	0.604	0.598	thirrjet
sumo	0.480	0.394	0.564	sumo
sump	0.365	0.451	0.340	gropë
sumptuous	0.698	0.550	0.555	i kushtueshëm
sun	0.877	0.400	0.681	dielli
sunbeam	0.729	0.440	0.505	rreze dielli
sunburn	0.061	0.755	0.447	djegie nga dielli
sundae	0.743	0.414	0.404	sundae
sunday	0.776	0.196	0.394	të dielën
sundial	0.643	0.225	0.406	orë diellore
sundown	0.812	0.276	0.445	perëndimi i diellit
sundry	0.543	0.369	0.407	të ndryshme
sunflower	0.878	0.231	0.270	luledielli
sunglass	0.684	0.264	0.324	syze dielli
sunglasses	0.844	0.443	0.364	syze dielli
sunk	0.146	0.531	0.185	fundosur
sunken	0.103	0.476	0.173	fundosur
sunless	0.245	0.280	0.273	pa diell
sunlight	0.906	0.407	0.639	rrezet e diellit
sunny	0.740	0.348	0.481	me diell
sunrise	0.823	0.347	0.640	lindja e diellit
sunroof	0.681	0.325	0.425	çati diellore
sunscreen	0.656	0.387	0.462	krem kundër diellit
sunset	0.875	0.231	0.298	perëndimi i diellit
sunshine	0.885	0.297	0.769	rrezet e diellit
suntan	0.620	0.510	0.366	nxirja e diellit
sunup	0.760	0.304	0.620	dielli
sup	0.551	0.358	0.385	sup
super	0.844	0.663	0.780	super
superannuation	0.448	0.412	0.562	mbi pensionin
superb	0.980	0.708	0.852	i shkëlqyer
superficial	0.357	0.407	0.309	sipërfaqësore
superfluous	0.316	0.469	0.393	e tepërt
superhero	0.910	0.820	0.893	superhero
superhuman	0.810	0.745	0.895	mbinjerëzor
superimposed	0.490	0.529	0.683	mbivendosur
superintendent	0.592	0.570	0.942	mbikëqyrës
superior	0.801	0.697	0.940	epror
superiority	0.582	0.602	0.959	epërsi
superlative	0.714	0.566	0.737	superlativ
superman	0.945	0.794	0.929	mbinjeri
supermarket	0.690	0.547	0.571	supermarket
supermodel	0.880	0.663	0.698	supermodele
supernatant	0.500	0.500	0.565	supernatanti
supernatural	0.622	0.824	0.733	mbinatyrore
supernova	0.729	0.673	0.827	supernova
superposition	0.480	0.570	0.806	mbivendosje
superpower	0.806	0.784	0.972	superfuqi
supersede	0.479	0.510	0.518	zëvendësoj
superstar	0.885	0.860	0.880	superyll
superstition	0.177	0.640	0.418	bestytni
superstitious	0.281	0.545	0.514	supersticioze
superstore	0.719	0.600	0.640	superstore
supervise	0.698	0.555	0.889	mbikëqyrin
supervision	0.459	0.578	0.825	mbikëqyrje
supervisor	0.615	0.479	0.933	mbikëqyrës
supper	0.708	0.429	0.552	darkë
suppertime	0.792	0.388	0.461	ora e darkës
supplant	0.344	0.558	0.463	zëvendësoj
supple	0.812	0.528	0.436	i zhdërvjellët
supplement	0.745	0.406	0.491	shtesë
supplemental	0.604	0.404	0.555	plotësuese
supplementary	0.625	0.352	0.541	plotësuese
supplication	0.469	0.570	0.309	lutje
supplier	0.615	0.462	0.736	furnizuesi
supplies	0.698	0.390	0.595	furnizimet
supply	0.708	0.519	0.603	furnizimit
support	0.811	0.472	0.737	mbështetje
supported	0.853	0.408	0.613	mbështetur
supporter	0.721	0.510	0.698	përkrahës
supporters	0.763	0.539	0.558	mbështetësve
supporting	0.634	0.490	0.764	mbështetëse
supportive	0.875	0.420	0.635	mbështetëse
suppose	0.551	0.343	0.348	supozojmë
supposed	0.296	0.378	0.379	supozohet
supposing	0.449	0.451	0.357	duke supozuar
supposition	0.531	0.408	0.526	supozim
suppress	0.281	0.559	0.509	shtyp
suppression	0.267	0.541	0.537	ndrydhje
supremacy	0.794	0.706	0.943	supremaci
supreme	0.812	0.700	0.974	supreme
supremely	0.833	0.725	0.897	supremisht
surcharge	0.375	0.528	0.500	shtesë
sure	0.724	0.270	0.793	me siguri
surety	0.776	0.365	0.750	garanci
surf	0.847	0.650	0.500	shfletoj
surface	0.448	0.375	0.604	sipërfaqe
surfboard	0.729	0.730	0.387	dërrasë sërfi
surfer	0.704	0.701	0.554	surfist
surge	0.449	0.684	0.500	rritje
surgeon	0.500	0.598	0.793	kirurg
surgery	0.286	0.769	0.600	kirurgji
surgical	0.327	0.696	0.723	kirurgjikale
surly	0.221	0.469	0.493	i turbullt
surmise	0.529	0.400	0.347	supozoj
surname	0.670	0.250	0.493	mbiemri
surpassing	0.719	0.660	0.720	duke tejkaluar
surplus	0.602	0.680	0.630	tepricë
surprise	0.875	0.875	0.562	surprizë
surprised	0.784	0.855	0.539	i habitur
surprises	0.875	0.769	0.632	surpriza
surprising	0.888	0.790	0.692	befasuese
surprisingly	0.847	0.793	0.819	çuditërisht
surreal	0.550	0.529	0.670	surreale
surrender	0.115	0.396	0.186	dorëzohen
surrendering	0.198	0.411	0.245	duke u dorëzuar
surrogate	0.406	0.590	0.472	zëvendësues
surround	0.542	0.623	0.627	rrethojnë
surrounding	0.531	0.422	0.669	përreth
surroundings	0.600	0.346	0.492	rrethinat
surveillance	0.365	0.720	0.718	survejimi
survey	0.580	0.357	0.379	sondazhi
surveying	0.488	0.455	0.682	vrojtimi
surveyor	0.545	0.337	0.648	topograf
survival	0.541	0.798	0.879	mbijetesën
survive	0.770	0.824	0.726	mbijetoj
surviving	0.646	0.836	0.721	duke mbijetuar
survivor	0.677	0.750	0.815	i mbijetuar
susceptibility	0.458	0.627	0.364	ndjeshmëria
susceptible	0.438	0.449	0.304	e ndjeshme
sushi	0.698	0.343	0.394	sushi
suspect	0.133	0.750	0.509	i dyshuar
suspected	0.173	0.755	0.452	i dyshuar
suspend	0.240	0.320	0.368	pezulloj
suspended	0.224	0.402	0.368	pezulluar
suspenders	0.391	0.333	0.500	varëse
suspense	0.286	0.775	0.402	pezullim
suspension	0.288	0.530	0.426	pezullimi
suspicion	0.204	0.711	0.377	dyshimi
suspicions	0.208	0.745	0.500	dyshimet
suspicious	0.153	0.745	0.431	e dyshimtë
sustain	0.635	0.358	0.593	mbaj
sustained	0.649	0.340	0.580	të qëndrueshme
sustenance	0.820	0.519	0.679	ushqim
suture	0.240	0.510	0.510	qepje
suv	0.552	0.431	0.446	suv
sux	0.406	0.531	0.331	suks
swab	0.470	0.364	0.259	shtupë
swag	0.656	0.676	0.654	swag
swagger	0.333	0.731	0.538	sharje
swallow	0.466	0.608	0.436	gëlltitje
swami	0.510	0.547	0.491	swami
swamp	0.245	0.425	0.235	moçal
swamped	0.156	0.480	0.270	i mbytur
swampy	0.306	0.390	0.412	moçalore
swan	0.781	0.225	0.357	mjellmë
swank	0.490	0.500	0.442	mbytet
swap	0.552	0.500	0.509	shkëmbejnë
swarm	0.302	0.735	0.458	tufë
swarming	0.375	0.600	0.435	gëlltitje
swastika	0.316	0.472	0.491	svastika
swat	0.380	0.694	0.571	swat
sway	0.690	0.596	0.721	lëkundje
swear	0.601	0.577	0.658	betohem
swearing	0.333	0.559	0.586	sharje
sweat	0.388	0.579	0.297	djerse
sweater	0.704	0.245	0.295	triko
sweating	0.292	0.667	0.265	djersitje
sweatshirt	0.510	0.368	0.353	xhup
sweatshop	0.385	0.797	0.602	sweatshop
sweaty	0.281	0.540	0.304	i djersitur
sweep	0.448	0.385	0.383	fshij
sweeper	0.470	0.549	0.414	fshirëse
sweeping	0.344	0.431	0.355	gjithëpërfshirës
sweet	0.668	0.418	0.382	e embel
sweeten	0.908	0.455	0.423	ëmbëlsoj
sweetened	0.940	0.461	0.398	i ëmbëlsuar
sweetener	0.670	0.333	0.330	ëmbëlsues
sweetest	0.959	0.500	0.370	më e ëmbël
sweetheart	0.959	0.423	0.509	i dashur
sweetie	0.990	0.549	0.560	e dashur
sweetness	0.906	0.474	0.528	ëmbëlsia
sweets	0.910	0.422	0.321	ëmbëlsirat
swell	0.360	0.679	0.348	bymehet
swelling	0.323	0.608	0.250	ënjtje
sweltering	0.204	0.644	0.362	mbytur
swerve	0.276	0.612	0.357	devijoj
swift	0.760	0.776	0.698	i shpejtë
swiftly	0.660	0.885	0.618	me shpejtësi
swig	0.604	0.481	0.406	lëkumë
swill	0.427	0.528	0.322	fryrje
swim	0.688	0.461	0.529	notuar
swimmer	0.657	0.698	0.610	notar
swimming	0.760	0.559	0.524	duke notuar
swimsuit	0.740	0.373	0.269	rroba banje
swindle	0.122	0.740	0.439	mashtrim
swindler	0.125	0.721	0.575	mashtrues
swine	0.340	0.519	0.277	derrit
swing	0.602	0.510	0.481	lëkundje
swinger	0.459	0.778	0.482	swinger
swinging	0.656	0.510	0.312	lëkundje
swipe	0.573	0.450	0.266	rrëshqitni
swirl	0.490	0.726	0.639	vorbull
swish	0.562	0.510	0.474	lëkundem
switch	0.500	0.538	0.509	kaloni
switchblade	0.357	0.596	0.528	teh çelësi
switchboard	0.571	0.519	0.558	centrali
swivel	0.562	0.480	0.500	rrotullues
swollen	0.236	0.510	0.277	i fryrë
swoon	0.292	0.510	0.160	dëshpërim
swoop	0.479	0.618	0.446	hidhem
sword	0.438	0.653	0.713	shpatë
swordfish	0.564	0.520	0.442	peshk shpatë
swordplay	0.616	0.750	0.528	lojë me shpatë
swordsman	0.395	0.857	0.696	shpatar
sycamore	0.500	0.401	0.527	fiku fiku
syllable	0.448	0.250	0.417	rrokje
syllabus	0.736	0.370	0.643	planprogrami
symbiotic	0.832	0.425	0.406	simbiotike
symbol	0.643	0.388	0.527	simbol
symbolic	0.670	0.385	0.574	simbolike
symbolically	0.582	0.385	0.648	simbolikisht
symbolism	0.688	0.347	0.640	simbolikën
symbolize	0.633	0.327	0.673	simbolizojnë
symmetric	0.745	0.212	0.588	simetrike
symmetrical	0.542	0.263	0.569	simetrike
symmetry	0.604	0.274	0.500	simetri
sympathetic	0.796	0.434	0.609	simpatik
sympathize	0.770	0.627	0.644	simpatizoj
sympathy	0.827	0.497	0.634	simpati
symphonic	0.775	0.545	0.566	simfonike
symphony	0.765	0.490	0.600	simfoni
symposium	0.573	0.394	0.644	simpoziumi
symptom	0.380	0.529	0.434	simptomë
symptomatic	0.367	0.434	0.491	simptomatike
synagogue	0.531	0.300	0.544	sinagogë
synapse	0.660	0.471	0.491	sinapsi
synaptic	0.573	0.553	0.622	sinaptike
sync	0.802	0.440	0.670	sinkronizoj
synchronize	0.781	0.361	0.654	sinkronizoj
synchronous	0.600	0.538	0.545	sinkron
syncope	0.245	0.538	0.398	sinkopa
syndicate	0.439	0.491	0.673	sindikatë
syndrome	0.229	0.510	0.246	sindromi
synergistic	0.571	0.550	0.547	sinergjik
synergy	0.667	0.510	0.720	sinergji
synod	0.469	0.377	0.574	sinodi
synonym	0.615	0.210	0.433	sinonim
synonymous	0.480	0.323	0.400	sinonim
synopsis	0.541	0.390	0.482	përmbledhje
synoptic	0.561	0.510	0.596	sinoptike
syntax	0.531	0.346	0.559	sintaksë
synthesis	0.604	0.315	0.377	sintezë
synthesizer	0.500	0.410	0.592	sintetizues
synthetic	0.396	0.350	0.519	sintetike
syphilis	0.071	0.606	0.245	sifilizit
syringe	0.250	0.680	0.330	shiringë
syrup	0.620	0.223	0.318	shurup
system	0.615	0.346	0.764	sistemi
systematic	0.617	0.444	0.594	sistematike
systematically	0.690	0.390	0.651	në mënyrë sistematike
t-shirt	0.815	0.286	0.284	bluzë
tab	0.594	0.208	0.308	skedën
tabasco	0.375	0.546	0.404	tabasko
tabby	0.510	0.426	0.387	tabby
tabernacle	0.408	0.480	0.605	tabernakull
table	0.551	0.170	0.284	tabela
tableau	0.531	0.302	0.321	tablo
tablecloth	0.480	0.165	0.215	mbulesë tavoline
tablespoon	0.490	0.353	0.245	lugë gjelle
tablet	0.562	0.330	0.438	tabletë
tableware	0.677	0.250	0.276	enë tavoline
tabloid	0.438	0.365	0.444	tabloid
taboo	0.198	0.794	0.482	tabu
tabular	0.438	0.330	0.462	tabelare
tabulate	0.480	0.403	0.598	tabela
tabulation	0.396	0.346	0.526	tabelimi
tachometer	0.398	0.394	0.518	takometër
tacit	0.459	0.340	0.473	i heshtur
tack	0.365	0.431	0.431	ngjitës
tackle	0.365	0.686	0.569	trajtoj
tackled	0.438	0.612	0.569	trajtohen
tackling	0.480	0.694	0.613	duke trajtuar
tacky	0.245	0.490	0.373	ngjitës
taco	0.561	0.353	0.277	taco
tact	0.550	0.417	0.417	takt
tactful	0.704	0.292	0.537	me takt
tactic	0.531	0.434	0.798	taktikë
tactical	0.594	0.481	0.684	taktike
tactics	0.583	0.676	0.774	taktikat
tactile	0.573	0.410	0.491	prekëse
tad	0.459	0.240	0.250	vogël
tadpole	0.350	0.434	0.218	gërvishtja
taffeta	0.604	0.279	0.405	tafta
taffy	0.448	0.431	0.204	taffy
tag	0.612	0.353	0.375	etiketë
tail	0.480	0.272	0.293	bisht
tailed	0.438	0.358	0.351	me bisht
tailgate	0.323	0.340	0.398	dera e pasme
tailings	0.439	0.311	0.446	sterilat
taillight	0.479	0.367	0.283	drita e pasme
tailor	0.573	0.206	0.450	rrobaqepës
tailoring	0.673	0.540	0.566	rrobaqepësi
tailpipe	0.460	0.429	0.409	gyp i bishtit
taint	0.141	0.425	0.226	njollos
take	0.828	0.537	0.348	merrni
takeoff	0.755	0.884	0.626	ngritje
takeout	0.736	0.392	0.368	marrje me vete
takeover	0.663	0.531	0.861	marr persiper
taker	0.375	0.521	0.618	marrës
talcum	0.500	0.196	0.291	talk
tale	0.663	0.300	0.336	përrallë
talent	0.959	0.607	0.811	talent
talented	0.939	0.635	0.938	i talentuar
talisman	0.704	0.542	0.642	hajmali
talk	0.833	0.346	0.594	bisedoni
talkative	0.562	0.673	0.535	llafazan
talker	0.500	0.604	0.552	folës
tall	0.725	0.591	0.538	i gjatë
tallies	0.551	0.290	0.402	llogaritë
tallow	0.344	0.283	0.290	dhjamë
tally	0.542	0.420	0.518	numërimi
talon	0.344	0.569	0.475	kthetrat
talons	0.320	0.698	0.525	kthetrat
tambourine	0.622	0.548	0.348	dajre
tame	0.560	0.604	0.642	zbutur
tamer	0.385	0.783	0.815	zbutës
taming	0.569	0.514	0.575	zbutja
tamper	0.184	0.802	0.545	ngacmoj
tampon	0.396	0.394	0.345	tampon
tan	0.643	0.460	0.444	tan
tandem	0.552	0.406	0.485	tandem
tang	0.594	0.383	0.340	tang
tangent	0.573	0.373	0.454	tangjente
tangerine	0.571	0.271	0.395	mandarina
tangible	0.646	0.350	0.679	të prekshme
tangle	0.354	0.545	0.254	lëmsh
tangled	0.260	0.539	0.316	e ngatërruar
tango	0.622	0.560	0.430	tango
tank	0.431	0.454	0.634	tank
tank top	0.610	0.371	0.371	top tank
tanker	0.520	0.647	0.713	cisternë
tanned	0.615	0.550	0.491	e nxirë
tantalizing	0.525	0.788	0.625	tantalizues
tantamount	0.633	0.288	0.670	e barabartë
tantrum	0.219	0.817	0.404	zemërim i zemëruar
taoism	0.490	0.250	0.456	taoizmi
tap	0.461	0.370	0.349	trokitje e lehtë
tape	0.531	0.277	0.254	kasetë
tape measure	0.406	0.250	0.360	masë shirit
taper	0.541	0.410	0.415	konik
tapering	0.344	0.380	0.237	konik
tapestry	0.520	0.176	0.362	sixhade
tapeworm	0.357	0.334	0.331	shirit
tapioca	0.594	0.297	0.324	tapiokë
taps	0.448	0.378	0.409	çezmat
tar	0.438	0.440	0.570	katran
tarantula	0.260	0.718	0.544	tarantula
tardiness	0.296	0.452	0.260	vonesa
tardy	0.204	0.592	0.293	i vonuar
target	0.633	0.573	0.798	objektiv
targeted	0.573	0.537	0.573	në shënjestër
targeting	0.510	0.420	0.580	synimi
tariff	0.459	0.402	0.491	tarifore
tarmac	0.357	0.302	0.398	asfalt
tarnish	0.204	0.441	0.342	njollos
tarot	0.479	0.422	0.430	tarot
tarp	0.479	0.210	0.364	tarp
tarry	0.392	0.413	0.388	vonoj
tart	0.719	0.380	0.219	tortë
tartan	0.448	0.423	0.389	tartan
tartar	0.214	0.351	0.212	tartar
task	0.550	0.353	0.500	detyrë
tassel	0.552	0.330	0.307	xhufkë
taste	0.802	0.406	0.465	shije
tasteful	0.918	0.458	0.625	me shije
tasteless	0.146	0.196	0.148	pa shije
tasting	0.781	0.603	0.600	duke shijuar
tasty	0.959	0.786	0.555	shijshme
tat	0.429	0.380	0.404	tat
tattler	0.417	0.530	0.434	llafazan
tattletale	0.633	0.406	0.317	përrallë
tattoo	0.490	0.602	0.525	tatuazh
taught	0.814	0.481	0.642	mësuar
taunt	0.083	0.696	0.355	tallje
taupe	0.406	0.340	0.386	të ngjeshura
taut	0.432	0.704	0.457	i tendosur
tavern	0.516	0.577	0.475	tavernë
tawdry	0.375	0.510	0.398	i thartë
tawny	0.551	0.398	0.400	ngjyrë kafe
tax	0.260	0.481	0.534	taksa
taxed	0.255	0.456	0.500	tatohen
taxi	0.542	0.362	0.430	taksi
taxicab	0.479	0.430	0.355	taksi
taxonomy	0.370	0.410	0.630	taksonomia
taxpayer	0.592	0.528	0.647	tatimpaguesi
tea	0.698	0.163	0.370	çaj
teach	0.840	0.510	0.852	mësojnë
teacher	0.760	0.404	0.885	mësuesi
teaching	0.822	0.444	0.736	mësimdhënies
teacup	0.633	0.135	0.277	filxhan çaji
teahouse	0.802	0.314	0.288	çajtore
teal	0.540	0.293	0.321	ngjyrë kafe
team	0.708	0.461	0.688	ekipi
teamjesus	0.673	0.453	0.536	teamjesus
teammate	0.865	0.449	0.660	shok skuadre
teamwork	0.918	0.490	0.773	punë ekipore
teapot	0.479	0.110	0.309	ibrik çaji
tear	0.404	0.620	0.327	gris
tearful	0.208	0.500	0.184	i përlotur
tearsofjoy	0.926	0.740	0.455	lotë gëzimi
teary	0.167	0.473	0.216	i përlotur
tease	0.317	0.790	0.432	ngacmoj
teaser	0.510	0.558	0.534	ngacmues
teasing	0.235	0.725	0.352	ngacmimi
teaspoon	0.521	0.330	0.221	lugë çaji
teat	0.612	0.469	0.328	gjilpërë
teatime	0.847	0.159	0.339	çaji
tech	0.684	0.491	0.732	teknologjisë
technical	0.510	0.490	0.736	teknike
technicality	0.632	0.471	0.661	teknike
technician	0.592	0.510	0.713	teknik
technique	0.760	0.414	0.593	teknikë
techno	0.561	0.539	0.500	tekno
technological	0.680	0.452	0.815	teknologjike
technology	0.776	0.490	0.825	teknologjisë
ted	0.712	0.453	0.336	ted
teddy bear	0.890	0.170	0.192	arush pelushi
tedious	0.104	0.406	0.241	e lodhshme
tedium	0.224	0.331	0.298	i lodhur
tee	0.459	0.373	0.377	tee
teeming	0.582	0.550	0.727	i vrullshëm
teen	0.729	0.531	0.568	adoleshent
teenager	0.781	0.593	0.527	adoleshent
teens	0.653	0.660	0.440	adoleshentët
teensy	0.520	0.427	0.347	adoleshent
teeny	0.427	0.418	0.216	adoleshent
teeth	0.520	0.388	0.427	Dhëmbët
teething	0.396	0.471	0.474	dalja e dhëmbëve
teflon	0.354	0.245	0.434	teflon
telegram	0.561	0.542	0.550	telegram
telegraph	0.594	0.423	0.400	telegrafi
telekinesis	0.582	0.646	0.667	telekineza
telemetry	0.460	0.382	0.611	telemetria
telepathic	0.602	0.490	0.642	telepatike
telepathy	0.594	0.510	0.588	telepatia
telephone	0.694	0.520	0.425	telefonit
telescope	0.531	0.340	0.500	teleskopi
telescopic	0.490	0.290	0.660	teleskopik
telethon	0.643	0.641	0.473	teleton
teletype	0.532	0.392	0.455	teletipi
televised	0.625	0.519	0.518	televizive
television	0.633	0.391	0.547	televizioni
tell	0.551	0.350	0.457	tregoj
teller	0.500	0.395	0.443	tregimtar
telling	0.719	0.441	0.527	duke treguar
telltale	0.240	0.663	0.426	tregimtar
temp	0.490	0.440	0.314	temp
temper	0.633	0.623	0.818	temperamentin
tempera	0.458	0.318	0.245	tempera
temperament	0.420	0.625	0.703	temperamentin
temperamental	0.316	0.774	0.608	me temperament
temperance	0.500	0.294	0.639	maturi
temperate	0.469	0.394	0.593	i butë
temperature	0.521	0.559	0.473	temperatura
tempered	0.583	0.437	0.667	kalitur
tempest	0.245	0.843	0.653	furtunë
template	0.479	0.311	0.411	shabllon
temple	0.612	0.269	0.660	tempullit
tempo	0.582	0.337	0.500	tempo
temporal	0.500	0.413	0.360	kohore
temporarily	0.500	0.365	0.373	përkohësisht
temporary	0.458	0.415	0.324	të përkohshme
tempt	0.210	0.677	0.500	tundoj
temptation	0.365	0.817	0.560	tundimi
tempting	0.615	0.740	0.519	joshëse
temptress	0.427	0.787	0.667	joshëse
ten	0.562	0.260	0.406	dhjetë
tenable	0.741	0.412	0.636	e qëndrueshme
tenacious	0.724	0.658	0.692	këmbëngulës
tenacity	0.740	0.657	0.889	këmbëngulje
tenancy	0.500	0.458	0.605	qiramarrje
tenant	0.385	0.360	0.398	qiramarrësi
tend	0.604	0.398	0.412	priren
tendency	0.684	0.500	0.675	tendencë
tender	0.630	0.520	0.509	tenderit
tenderfoot	0.469	0.421	0.438	këmbë e ndjeshme
tenderness	0.949	0.276	0.367	butësi
tending	0.622	0.556	0.594	duke u kujdesur
tendon	0.341	0.271	0.463	tendinit
tenement	0.470	0.384	0.550	banim
tenet	0.667	0.333	0.636	parim
tenets	0.734	0.357	0.667	parimet
tenfold	0.469	0.418	0.500	dhjetëfish
tennis	0.622	0.519	0.431	tenis
tenor	0.587	0.451	0.500	tenori
tense	0.396	0.439	0.655	e tensionuar
tensile	0.458	0.510	0.618	elastik
tension	0.304	0.810	0.529	tensioni
tent	0.510	0.275	0.333	tendë
tentacle	0.370	0.559	0.398	tentakulë
tentative	0.582	0.657	0.534	tentative
tenth	0.510	0.349	0.382	e dhjeta
tenths	0.406	0.294	0.284	të dhjetat
tenuous	0.398	0.263	0.276	i dobët
tenure	0.615	0.472	0.611	mandati
tepee	0.500	0.337	0.373	tepee
tepid	0.337	0.327	0.237	i vakët
tequila	0.612	0.710	0.536	tekila
teriyaki	0.646	0.449	0.431	teriyaki
term	0.450	0.255	0.598	afati
terminal	0.316	0.434	0.483	terminal
terminate	0.171	0.410	0.441	përfundojë
termination	0.344	0.472	0.545	përfundimin
terminator	0.370	0.663	0.737	terminator
terminology	0.612	0.284	0.566	terminologjia
terminus	0.281	0.382	0.615	fundore
termite	0.265	0.480	0.408	termit
terms	0.490	0.362	0.645	kushtet
tern	0.573	0.365	0.309	sternë
ternary	0.550	0.406	0.480	treshe
terrace	0.615	0.269	0.411	tarracë
terrain	0.540	0.300	0.472	terrenit
terrestrial	0.542	0.413	0.582	tokësore
terrible	0.061	0.849	0.604	e tmerrshme
terribly	0.061	0.731	0.430	tmerrësisht
terrier	0.562	0.540	0.431	terrier
terrific	0.859	0.650	0.821	i frikshëm
terrified	0.090	0.902	0.387	i tmerruar
terrifies	0.083	0.923	0.500	tmerron
terrify	0.052	0.889	0.509	tmerrojnë
terrifying	0.031	0.836	0.602	tmerrues
territorial	0.405	0.600	0.766	territoriale
territory	0.625	0.469	0.676	territori
terror	0.069	0.902	0.415	terrori
terrorism	0.060	0.971	0.673	terrorizmit
terrorist	0.019	0.930	0.679	terroriste
terrorists	0.062	0.967	0.688	terroristët
terrorize	0.041	0.907	0.577	terrorizoj
terse	0.542	0.393	0.409	i shkurtër
tertiary	0.500	0.350	0.431	terciare
test	0.449	0.500	0.509	provë
testament	0.594	0.420	0.806	testament
testicle	0.458	0.651	0.410	testikul
testicular	0.388	0.680	0.453	testikulare
testify	0.521	0.650	0.741	dëshmoj
testimonial	0.541	0.538	0.750	dëshmitar
testimony	0.615	0.578	0.643	dëshminë
testosterone	0.573	0.840	0.775	testosterone
testy	0.135	0.640	0.357	testues
tetanus	0.133	0.577	0.368	tetanozit
tether	0.323	0.620	0.407	lidh
tethered	0.260	0.472	0.351	i lidhur
