English Word	Valence	Arousal	Dominance	Cebuano Word
resort	0.573	0.441	0.632	resort
resounding	0.490	0.708	0.596	lanog
resource	0.740	0.357	0.749	kahinguhaan
resourceful	0.906	0.704	0.886	resourceful
resources	0.604	0.348	0.627	kahinguhaan
respect	0.927	0.344	0.758	pagtahud
respectability	0.875	0.407	0.912	pagkamatinahuron
respectable	0.850	0.350	0.889	talahuron
respected	0.908	0.441	0.853	gitahud
respectful	0.951	0.386	0.814	matinahuron
respecting	0.837	0.321	0.720	pagtahud
respective	0.625	0.413	0.721	tagsa-tagsa
respects	0.840	0.387	0.824	respeto
respiration	0.760	0.377	0.669	pagginhawa
respirator	0.433	0.398	0.453	respirator
respiratory	0.500	0.450	0.552	respiratory
respite	0.600	0.373	0.420	pahulay
resplendent	0.905	0.673	0.755	masanag
respond	0.573	0.435	0.594	tubag
respondent	0.449	0.455	0.480	gitubag
response	0.615	0.500	0.472	tubag
responsibility	0.760	0.500	0.852	responsibilidad
responsible	0.837	0.527	0.833	responsable
responsive	0.816	0.569	0.573	mosanong
rest	0.907	0.167	0.300	pahulay
restart	0.531	0.519	0.554	pagsugod pag-usab
restaurant	0.847	0.406	0.500	restawran
rested	0.792	0.235	0.462	mipahulay
restful	0.781	0.116	0.413	malinawon
restitution	0.583	0.542	0.643	pagpauli
restless	0.219	0.810	0.304	walay pahulay
restlessness	0.083	0.794	0.397	kasamok
restock	0.510	0.538	0.645	restock
restoration	0.755	0.426	0.734	pagpasig-uli
restorative	0.633	0.510	0.703	pagpasig-uli
restore	0.765	0.490	0.625	iuli
restored	0.892	0.410	0.728	gipahiuli
restoring	0.820	0.490	0.783	pagpasig-uli
restrain	0.134	0.696	0.434	pagpugong
restrained	0.354	0.590	0.509	gipugngan
restraining	0.296	0.702	0.672	pagpugong
restraint	0.167	0.618	0.520	pagpugong
restrict	0.115	0.539	0.577	pugong
restricted	0.276	0.500	0.407	gidid-an
restriction	0.130	0.590	0.569	pagdili
restrictive	0.215	0.596	0.500	mapig-oton
restroom	0.653	0.279	0.267	kasilyas
result	0.812	0.490	0.652	resulta
resultant	0.670	0.441	0.637	resulta
resume	0.573	0.411	0.586	ipadayon
resumption	0.637	0.528	0.653	pagpadayon
resurrect	0.781	0.725	0.817	pagbanhaw
resurrection	0.708	0.740	0.759	pagkabanhaw
resuscitate	0.531	0.696	0.818	buhion
resuscitation	0.753	0.768	0.795	resuscitation
retail	0.510	0.353	0.411	retail
retailer	0.708	0.439	0.595	retailer
retain	0.367	0.451	0.630	magpabilin
retainer	0.396	0.422	0.356	retainer
retaining	0.417	0.559	0.632	pagpabilin
retake	0.616	0.471	0.591	bawion
retaliate	0.111	0.812	0.595	mubalos
retaliation	0.156	0.812	0.491	pagbalos
retaliatory	0.194	0.865	0.598	pagbalos
retard	0.194	0.347	0.222	paglangan
retardation	0.125	0.360	0.155	pagkaatrasado
retarded	0.302	0.462	0.161	nalangan
retards	0.362	0.434	0.218	makapugong
retention	0.344	0.490	0.558	paghawid
retentive	0.439	0.482	0.491	retentive
rethink	0.480	0.423	0.583	hunahunaa pag-usab
reticent	0.396	0.519	0.500	nagpakahilom
retina	0.490	0.255	0.342	retina
retinal	0.531	0.343	0.475	retinal
retire	0.398	0.392	0.186	moretiro na
retired	0.270	0.259	0.301	retirado na
retirement	0.250	0.324	0.255	pagretiro
retiring	0.408	0.376	0.214	pagretiro
retold	0.459	0.385	0.352	gisubli
retort	0.417	0.520	0.481	mubalos
retrace	0.250	0.482	0.317	pagsubay pag-usab
retract	0.316	0.443	0.358	bawion
retraction	0.312	0.491	0.427	pagbawi
retractor	0.354	0.590	0.557	retractor
retreat	0.500	0.519	0.312	pag-atras
retrenchment	0.230	0.650	0.384	retrenchment
retrial	0.500	0.577	0.593	pagsulay pag-usab
retribution	0.625	0.490	0.708	panimalos
retrieval	0.700	0.440	0.704	pagbawi
retrieve	0.740	0.576	0.705	kuhaa
retriever	0.459	0.500	0.464	retriever
retro	0.650	0.276	0.321	retro
retroactive	0.521	0.452	0.655	retroaktibo
retrograde	0.208	0.464	0.415	retrograde
retrospect	0.406	0.500	0.538	paghinumdom
retrospective	0.594	0.481	0.528	retrospective
retrospectively	0.516	0.400	0.560	retrospective nga paagi
return	0.602	0.412	0.463	pagbalik
reunion	0.837	0.500	0.672	reunion
reunite	0.656	0.550	0.657	maghiusa pag-usab
reunited	0.708	0.439	0.658	nagkita pag-usab
rev	0.367	0.422	0.353	rev
reveal	0.493	0.637	0.526	pagpadayag sa
revel	0.740	0.705	0.684	paglingawlingaw
revelation	0.879	0.500	0.865	pagpadayag
revelations	0.729	0.655	0.600	mga pagpadayag
revels	0.827	0.683	0.647	naghudyaka
revenge	0.230	0.940	0.627	panimalos
revenue	0.873	0.510	0.854	kita
reverberation	0.390	0.639	0.551	lanog
revere	0.750	0.562	0.608	pagtahud
reverence	0.643	0.347	0.516	pagtahud
reverend	0.650	0.337	0.576	reverend
reverent	0.551	0.490	0.694	matinahuron
reverie	0.667	0.413	0.471	paghanduraw
reversal	0.380	0.510	0.591	pagbalit-ad
reverse	0.539	0.415	0.461	balihon
reversion	0.458	0.538	0.425	pagbalik
revert	0.380	0.451	0.519	ibalik
reverting	0.562	0.385	0.544	mibalik
review	0.667	0.408	0.636	pagrepaso
reviewer	0.562	0.344	0.500	tigrepaso
revise	0.500	0.469	0.509	rebisahon
revision	0.417	0.459	0.710	rebisyon
revisit	0.552	0.530	0.509	balikduaw
revival	0.823	0.664	0.597	pagkabanhaw
revive	0.676	0.780	0.778	buhion
revocation	0.260	0.610	0.673	pagbawi
revoke	0.251	0.696	0.737	bawion
revolt	0.343	0.878	0.658	pag-alsa
revolting	0.102	0.690	0.300	makasukol
revolution	0.417	0.902	0.798	rebolusyon
revolutionary	0.635	0.887	0.824	rebolusyonaryo
revolutionize	0.684	0.816	0.904	rebolusyonaryo
revolve	0.592	0.546	0.402	nagtuyok
revolver	0.194	0.796	0.750	rebolber
revolving	0.602	0.570	0.580	nagtuyok
revue	0.594	0.350	0.420	revue
revulsion	0.104	0.765	0.343	pagsukol
revving	0.604	0.875	0.879	revving
reward	0.948	0.694	0.783	ganti
rewarding	0.958	0.637	0.783	magantihon
rewind	0.460	0.551	0.431	rewind
rewire	0.365	0.462	0.406	rewire
rewrite	0.490	0.500	0.434	pagsulat pag-usab
rhapsody	0.708	0.490	0.460	rhapsody
rhetoric	0.417	0.429	0.504	retorika
rhetorical	0.417	0.569	0.635	retorika
rheumatism	0.219	0.472	0.418	rayuma
rhinestone	0.531	0.551	0.408	rhinestone
rhino	0.531	0.549	0.555	rhino
rhinoceros	0.556	0.656	0.569	rhinoceros
rhubarb	0.582	0.304	0.340	rhubarb
rhyme	0.667	0.249	0.481	rhyme
rhyming	0.729	0.410	0.500	rhyming
rhythm	0.771	0.759	0.573	ritmo
rhythmic	0.714	0.642	0.664	ritmo
rhythmical	0.844	0.694	0.632	ritmo
rib	0.490	0.349	0.351	gusok
ribbed	0.365	0.378	0.409	ribbed
ribbon	0.719	0.288	0.357	laso
rice	0.667	0.208	0.330	bugas
rich	0.882	0.627	0.905	dato
riches	0.958	0.694	0.880	bahandi
richness	0.896	0.833	0.922	bahandi
rick	0.459	0.420	0.444	rick
rickety	0.224	0.402	0.241	rickety
rickshaw	0.438	0.594	0.402	rickshaw
ricochet	0.287	0.618	0.430	ricochet
rid	0.194	0.408	0.327	tangtangon
riddance	0.323	0.562	0.472	pagwagtang
riddle	0.521	0.583	0.543	tigmo
riddled	0.281	0.861	0.422	naglibog
ride	0.806	0.465	0.472	sakay
rider	0.635	0.627	0.574	rider
ridge	0.484	0.402	0.349	tagaytay
ridicule	0.143	0.745	0.255	pagbiaybiay
ridiculed	0.112	0.806	0.212	gibiaybiay
ridiculous	0.159	0.594	0.245	kataw-anan
riding	0.694	0.654	0.620	nagsakay
rife	0.570	0.561	0.692	kaylap
riff	0.521	0.551	0.343	riff
riffraff	0.360	0.404	0.397	riffraff
rifle	0.329	0.900	0.718	riple
rifleman	0.245	0.863	0.767	rifleman
rifles	0.337	0.864	0.765	mga riple
rift	0.246	0.519	0.289	pagkabahin
rig	0.542	0.382	0.746	rig
rigged	0.188	0.510	0.412	gilimbongan
rigging	0.510	0.518	0.440	rigging
right	0.740	0.352	0.710	husto
righteous	0.823	0.385	0.790	matarung nga
righteousness	0.802	0.660	0.897	pagkamatarong
rightful	0.837	0.358	0.821	katungod
rightly	0.740	0.471	0.782	husto
righty	0.750	0.314	0.786	husto
rigid	0.357	0.552	0.591	estrikto
rigidity	0.198	0.530	0.726	pagkagahi
rigor	0.375	0.745	0.713	kahigpit
rigorous	0.438	0.818	0.847	estrikto
rim	0.510	0.397	0.302	rim
rind	0.542	0.280	0.491	panit
ring	0.677	0.427	0.464	singsing
ringer	0.573	0.604	0.347	ringer
ringing	0.724	0.598	0.693	nagbagting
ringleader	0.520	0.550	0.640	nangulo
ringmaster	0.630	0.622	0.732	ringmaster
ringside	0.500	0.644	0.411	kilid sa ring
rink	0.551	0.392	0.392	rink
rinse	0.663	0.168	0.409	hugasi
riot	0.061	0.946	0.586	kagubot
rioting	0.156	0.949	0.560	kagubot
riotous	0.163	0.837	0.588	gubot
riots	0.099	0.882	0.564	mga kagubot
rip	0.146	0.676	0.365	rip
riparian	0.552	0.408	0.412	riparian
ripe	0.671	0.337	0.670	hinog na
ripen	0.755	0.373	0.671	hinog
ripening	0.615	0.490	0.759	nagkahinog
ripper	0.219	0.887	0.642	ripper
ripple	0.500	0.453	0.370	ripple
rippling	0.500	0.480	0.327	nagbaga-baga
rise	0.667	0.593	0.745	pagbangon
rising	0.750	0.602	0.696	pagbangon
risk	0.240	0.816	0.438	risgo
risky	0.224	0.922	0.700	peligroso
risotto	0.802	0.454	0.234	risotto
rite	0.378	0.570	0.606	rito
ritual	0.375	0.520	0.508	ritwal
ritualistic	0.450	0.583	0.540	ritwalistiko
rival	0.286	0.605	0.574	karibal
rivalry	0.192	0.765	0.538	panag-indigay
river	0.688	0.392	0.605	suba
riverbank	0.684	0.300	0.330	tampi sa suba
riverbed	0.610	0.233	0.421	salog sa suba
riverboat	0.561	0.347	0.462	sakayan sa suba
rivet	0.458	0.306	0.405	rivet
riveted	0.385	0.439	0.443	gipapilit
riveting	0.448	0.544	0.394	pagpakurat
roach	0.146	0.598	0.259	roach
road	0.656	0.404	0.404	dalan
roadblock	0.337	0.669	0.490	babag sa dalan
roadhouse	0.500	0.620	0.458	balay sa dalan
roadie	0.500	0.566	0.455	dalanie
roadrage	0.458	0.567	0.565	roadrage
roadrunner	0.490	0.702	0.590	roadrunner
roads	0.677	0.448	0.496	mga dalan
roadside	0.500	0.569	0.472	daplin sa dalan
roadster	0.531	0.622	0.473	roadster
roadtrip	0.677	0.596	0.519	roadtrip
roadway	0.562	0.206	0.509	dalan
roadworks	0.562	0.538	0.509	mga buhat sa dalan
roam	0.510	0.550	0.444	magsuroysuroy
roar	0.427	0.816	0.675	nagngulob
roaring	0.449	0.817	0.634	nagngulob
roast	0.521	0.541	0.311	litson
roasted	0.615	0.520	0.339	giasal
rob	0.112	0.840	0.500	kawatan
robber	0.135	0.772	0.481	tulisan
robbery	0.133	0.843	0.435	pagpanulis
robe	0.594	0.216	0.298	kupo
robin	0.552	0.363	0.393	robin
robot	0.441	0.337	0.543	robot
robotic	0.417	0.602	0.657	robotic
robotics	0.592	0.600	0.763	robotics
robust	0.667	0.604	0.719	lig-on
roc	0.427	0.510	0.415	roc
rock	0.623	0.236	0.557	bato
rocker	0.615	0.704	0.625	rocker
rocket	0.664	0.824	0.774	rocket
rocks	0.365	0.209	0.543	mga bato
rod	0.479	0.319	0.355	sungkod
rodent	0.323	0.577	0.279	ilaga
rodeo	0.490	0.676	0.588	rodeo
roe	0.490	0.382	0.398	roe
rogue	0.334	0.713	0.636	bastos
role	0.552	0.260	0.464	papel
roll	0.469	0.510	0.172	ligid
roller	0.521	0.394	0.345	roller
rollercoaster	0.802	0.910	0.651	roller coaster
rollers	0.490	0.365	0.336	mga roller
rollicking	0.878	0.806	0.552	rollicking
rolling	0.510	0.606	0.321	nagligid
roman	0.615	0.475	0.639	roman
romance	0.980	0.682	0.587	romansa
romantic	0.936	0.531	0.598	romantiko
romanticism	0.854	0.521	0.593	romantikismo
romp	0.610	0.640	0.417	romp
roof	0.602	0.226	0.342	atop
rooftop	0.571	0.471	0.461	atop
rook	0.380	0.400	0.510	bungbong
rookie	0.583	0.370	0.198	bag-o lang
room	0.729	0.283	0.445	lawak
roomful	0.786	0.425	0.634	kwarto
roommate	0.750	0.481	0.480	kauban sa kwarto
rooms	0.677	0.241	0.386	mga lawak
roomy	0.760	0.342	0.736	lapad
roost	0.500	0.410	0.345	roost
rooster	0.459	0.385	0.275	manok
root	0.602	0.279	0.508	gamut
root beer	0.582	0.520	0.415	gamut nga beer
rooted	0.510	0.527	0.718	nakagamot
rope	0.385	0.280	0.345	pisi
ropes	0.458	0.304	0.402	mga pisi
rosary	0.806	0.140	0.430	rosaryo
rose	0.865	0.276	0.386	rosas
rosemary	0.688	0.381	0.425	rosemary
rosette	0.469	0.410	0.310	rosette
roster	0.531	0.306	0.381	Plantilya
rosy	0.940	0.528	0.755	rosason
rot	0.031	0.558	0.301	madunot
rota	0.320	0.462	0.209	rota
rotary	0.573	0.462	0.528	rotary
rotate	0.458	0.470	0.492	tuyok
rotation	0.670	0.520	0.550	pagtuyok
rote	0.561	0.481	0.696	nahinumdom
rotor	0.500	0.458	0.404	rotor
rotten	0.104	0.590	0.327	dunot
rotting	0.188	0.462	0.255	pagkadunot
rotunda	0.500	0.464	0.393	rotunda
rouge	0.562	0.400	0.382	rouge
rough	0.406	0.794	0.632	bagis
roughly	0.448	0.539	0.463	halos
roughneck	0.323	0.640	0.491	bastos nga liog
roughness	0.214	0.578	0.490	kabangis
roulette	0.326	0.690	0.422	roulette
round	0.552	0.434	0.311	lingin
roundabout	0.490	0.425	0.495	roundabout
rounded	0.592	0.391	0.396	linginon
roundup	0.520	0.580	0.474	roundup
rouse	0.521	0.490	0.463	pukawon
rouser	0.480	0.540	0.423	pagpukaw
rousing	0.714	0.517	0.692	makapadasig
rout	0.163	0.625	0.233	kapildihan
route	0.583	0.353	0.518	rota
routine	0.365	0.219	0.333	rutina
rove	0.457	0.400	0.400	rove
rover	0.510	0.538	0.421	rover
roving	0.583	0.442	0.491	nag-roving
row	0.427	0.275	0.406	laray
rowboat	0.455	0.393	0.353	sakayan nga bugsay
rowdy	0.255	0.900	0.518	kaguliyang
rowing	0.458	0.443	0.467	pagbugsay
royal	0.796	0.430	0.759	harianon
royalty	0.832	0.571	0.833	royalty
rub	0.521	0.565	0.400	rub
rubber	0.460	0.217	0.315	goma
rubbers	0.604	0.360	0.414	mga goma
rubbing	0.406	0.569	0.440	pagpahid
rubbish	0.198	0.454	0.164	basura
rubble	0.308	0.509	0.289	guba
rubdown	0.561	0.491	0.404	rubdown
rubric	0.427	0.260	0.500	rubric
ruby	0.663	0.408	0.544	rubi
ruckus	0.271	0.706	0.411	kagubot
rudder	0.439	0.469	0.509	timon
ruddy	0.490	0.630	0.395	mapulapula
rude	0.061	0.821	0.402	bastos
rudeness	0.280	0.819	0.692	pagkabastos
rudimentary	0.286	0.321	0.509	sukaranan
rudiments	0.385	0.520	0.373	mga sukaranan
rue	0.323	0.394	0.246	rue
rueful	0.173	0.429	0.225	makaluluoy
ruff	0.365	0.510	0.375	ruff
ruffian	0.130	0.824	0.463	bastos
ruffle	0.443	0.561	0.518	ruffle
rug	0.520	0.240	0.245	alpombra
rugby	0.677	0.820	0.708	rugby
rugged	0.561	0.569	0.793	bastos
ruin	0.125	0.588	0.192	guba
ruination	0.184	0.582	0.209	pagkaguba
ruined	0.135	0.564	0.194	naguba
ruinous	0.255	0.690	0.275	makaguba
ruins	0.250	0.490	0.248	kagun-oban
rule	0.567	0.427	0.593	lagda
ruler	0.440	0.400	0.631	magmamando
ruling	0.177	0.566	0.410	nagmando
rum	0.561	0.377	0.451	rum
rumba	0.781	0.827	0.615	rumba
rumble	0.367	0.745	0.613	hugyaw
rummage	0.243	0.615	0.289	pagpangukay
rumor	0.255	0.582	0.282	hungihong
rumored	0.427	0.604	0.318	gihugonhugon
rump	0.449	0.425	0.396	bungol
rumpus	0.448	0.531	0.422	rumpus
run	0.542	0.787	0.543	dagan
runaround	0.448	0.519	0.349	runaround
runaway	0.271	0.770	0.402	milayas
rundown	0.520	0.296	0.465	rundown
runes	0.438	0.300	0.304	runes
rung	0.510	0.355	0.368	rung
runner	0.459	0.747	0.632	runner
running	0.730	0.858	0.442	nagdagan
running shoes	0.653	0.573	0.491	running nga sapatos
runny	0.540	0.439	0.325	runny
runt	0.370	0.500	0.445	dagan
runway	0.585	0.373	0.406	runway
rupture	0.125	0.633	0.430	pagbuak
rural	0.562	0.245	0.408	banika
ruse	0.531	0.640	0.546	limbong
rush	0.406	0.809	0.546	pagdali
rushing	0.398	0.821	0.529	nagdali
rust	0.281	0.265	0.321	taya
rusted	0.286	0.357	0.302	tayaon
rustic	0.369	0.657	0.491	rustic
rustle	0.333	0.538	0.394	kasikas
rustler	0.281	0.830	0.429	rustler
rusty	0.271	0.345	0.231	tayaon
rut	0.333	0.310	0.392	rut
ruth	0.469	0.427	0.444	ruth
ruthless	0.208	0.850	0.670	walay kaluoy
rye	0.490	0.298	0.411	rye
sabbatical	0.771	0.240	0.427	sabbatiko
saber	0.551	0.620	0.553	saber
sable	0.449	0.596	0.500	sable
sabotage	0.135	0.906	0.500	pagsabotahe
saboteur	0.250	0.804	0.407	saboteur
sac	0.344	0.245	0.226	sako
sack	0.385	0.337	0.264	sako
sacrament	0.690	0.316	0.700	sakramento
sacred	0.833	0.375	0.862	sagrado
sacrifice	0.208	0.833	0.534	sakripisyo
sacrifices	0.281	0.717	0.538	mga sakripisyo
sacrificial	0.198	0.755	0.452	sakripisyo
sacrilege	0.281	0.708	0.491	sakrilehiyo
sacrilegious	0.146	0.736	0.449	mapasipalahon
sad	0.225	0.333	0.149	makaguol
sadday	0.520	0.418	0.411	kasubo
saddens	0.104	0.436	0.144	makapasubo
saddle	0.510	0.509	0.306	saddle
sadist	0.042	0.918	0.500	sadista
sadistic	0.031	0.906	0.618	sadista
sadly	0.047	0.255	0.216	makaguol
sadness	0.052	0.288	0.164	kasubo
safari	0.663	0.673	0.640	safari
safe	0.898	0.306	0.759	luwas
safeguard	0.786	0.624	0.700	panalipod
safekeeping	0.653	0.510	0.586	pagtipig
safety	0.708	0.491	0.868	kaluwasan
saffron	0.443	0.373	0.349	safron
sag	0.153	0.578	0.445	sag
saga	0.635	0.440	0.600	saga
sage	0.781	0.327	0.693	maalamon
saggy	0.370	0.429	0.300	saggy
sail	0.615	0.220	0.325	layag
sailboat	0.719	0.392	0.381	sakayan
sailing	0.667	0.520	0.500	paglawig
sailor	0.500	0.588	0.500	marinero
saint	0.812	0.240	0.693	santos
sainted	0.708	0.296	0.676	santos
saintly	0.865	0.286	0.591	santos
sake	0.490	0.573	0.407	tungod
salad	0.750	0.260	0.307	salad
salamander	0.410	0.362	0.309	salamander
salami	0.667	0.360	0.339	salami
salary	0.786	0.480	0.652	sweldo
sale	0.647	0.602	0.573	baligya
salesgirl	0.582	0.490	0.605	salesgirl
salesman	0.643	0.559	0.664	tindera
salient	0.600	0.573	0.702	talagsaon
saline	0.430	0.340	0.385	asin
saliva	0.214	0.265	0.236	laway
sally	0.604	0.390	0.451	sally
salmon	0.760	0.250	0.444	salmon
salmonella	0.167	0.608	0.312	salmonella
salon	0.531	0.296	0.463	salon
saloon	0.630	0.300	0.364	saloon
salsa	0.742	0.500	0.370	salsa
salt	0.323	0.312	0.306	asin
salted	0.333	0.400	0.304	asinan
saltwater	0.327	0.330	0.364	tubig parat
salty	0.388	0.531	0.288	parat
salutary	0.885	0.360	0.686	makaayo
salutation	0.878	0.417	0.500	pangumusta
salute	0.833	0.542	0.681	saludo
salvage	0.622	0.510	0.832	pagluwas
salvation	0.857	0.480	0.800	kaluwasan
salve	0.612	0.390	0.500	salba
samba	0.781	0.740	0.465	samba
sameness	0.531	0.330	0.484	pagkaparehas
sample	0.521	0.187	0.452	sample
samurai	0.562	0.736	0.838	samurai
sanatorium	0.469	0.490	0.491	sanatorium
sanctification	0.770	0.431	0.816	pagbalaan
sanctified	0.792	0.240	0.612	gibalaan
sanctify	0.673	0.443	0.783	pagbalaan
sanctimonious	0.240	0.365	0.327	balaanon
sanction	0.201	0.750	0.517	silot
sanctioned	0.323	0.696	0.391	gitugutan
sanctity	0.771	0.330	0.628	pagkabalaan
sanctuary	0.863	0.226	0.575	santwaryo
sanctum	0.521	0.438	0.657	sanctum
sand	0.582	0.279	0.304	balas
sandal	0.490	0.283	0.333	sandal
sandbox	0.573	0.274	0.264	sandbox
sander	0.438	0.580	0.445	sander
sandman	0.479	0.469	0.388	sandman
sandpaper	0.417	0.425	0.404	sandpaper
sands	0.646	0.304	0.377	mga balas
sandstorm	0.324	0.821	0.629	bagyo sa balas
sandwich	0.672	0.314	0.310	sandwich
sandy	0.406	0.265	0.296	balason
sane	0.760	0.235	0.670	buotan
sanguine	0.520	0.560	0.545	sanguine
sanitarium	0.448	0.645	0.570	sanitary
sanitary	0.458	0.320	0.425	sanitary
sanitation	0.742	0.312	0.500	sanitasyon
sanity	0.667	0.333	0.655	katin-awan
sans	0.459	0.294	0.246	sans
santa	0.735	0.286	0.509	santa
sap	0.470	0.298	0.258	duga
sapiens	0.480	0.453	0.584	sapiens
sapphire	0.770	0.472	0.651	sapiro
sappy	0.583	0.469	0.330	sappy
sarcasm	0.125	0.685	0.346	sarcasm
sarcastic	0.397	0.781	0.298	sarcastic
sarcoma	0.260	0.519	0.402	sarcoma
sarcophagus	0.271	0.561	0.435	sarcophagus
sardine	0.541	0.236	0.236	sardinas
sardonic	0.208	0.679	0.446	sardonic
sarsaparilla	0.542	0.488	0.345	sarsaparilla
sash	0.480	0.298	0.333	paha
sashimi	0.704	0.310	0.359	sashimi
sassafras	0.469	0.388	0.471	sassafras
sassy	0.271	0.704	0.320	sassy
satanic	0.062	0.843	0.720	sataniko
satchel	0.521	0.306	0.345	bag
sate	0.667	0.400	0.472	busog
satellite	0.562	0.409	0.764	satellite
satin	0.519	0.396	0.481	satin
satire	0.458	0.655	0.472	satire
satirical	0.323	0.615	0.538	satirical
satisfaction	0.939	0.637	0.673	katagbawan
satisfactorily	0.765	0.570	0.802	sa makatagbaw
satisfactory	0.959	0.569	0.702	makatagbaw
satisfied	0.959	0.510	0.685	natagbaw
satisfy	0.867	0.790	0.705	makatagbaw
satisfying	0.890	0.606	0.814	makatagbaw
saturate	0.281	0.680	0.467	mabusog
saturated	0.474	0.700	0.442	saturated
saturation	0.255	0.582	0.583	saturation
satyr	0.280	0.639	0.500	satyr
sauce	0.562	0.515	0.288	sarsa
saucepan	0.347	0.264	0.321	kaldero
saucer	0.510	0.327	0.337	platito
saucy	0.250	0.653	0.391	samok
sauerkraut	0.531	0.454	0.336	sauerkraut
sauna	0.781	0.350	0.455	sauna
sausage	0.542	0.429	0.300	sausage
savage	0.204	0.931	0.605	bangis
savagery	0.219	0.907	0.711	kabangis
savanna	0.606	0.147	0.394	savanna
savannah	0.729	0.212	0.309	savannah
savant	0.781	0.451	0.818	maalamon
save	0.770	0.439	0.682	pagluwas
saver	0.745	0.382	0.802	tigluwas
saving	0.663	0.230	0.621	pagtipig
savings	0.776	0.431	0.608	pagtipig
savior	0.920	0.469	0.804	manluluwas
savor	0.827	0.552	0.526	lami
savory	0.812	0.717	0.619	lamian
savvy	0.719	0.520	0.706	batid
saw	0.316	0.541	0.518	nakakita
sawdust	0.398	0.279	0.241	sawdust
sawmill	0.427	0.378	0.434	sawmill
sax	0.573	0.465	0.409	sax
saxophone	0.688	0.444	0.482	saxophone
say	0.571	0.310	0.482	ingnon
sayonara	0.560	0.398	0.402	sayonara
scab	0.354	0.330	0.272	scab
scabbard	0.325	0.219	0.217	sabon
scaffold	0.480	0.500	0.336	scaffold
scaffolding	0.496	0.366	0.545	scaffolding
scalding	0.271	0.540	0.381	pagpaso
scale	0.310	0.350	0.577	timbangan
scales	0.439	0.330	0.491	himbis
scallop	0.490	0.363	0.331	scallop
scalp	0.347	0.346	0.302	panit sa bagulbagol
scalpel	0.302	0.700	0.482	scalpel
scaly	0.281	0.481	0.358	scaly
scam	0.042	0.745	0.418	ilad
scamp	0.458	0.464	0.371	pangilad
scampi	0.531	0.448	0.224	scampi
scan	0.479	0.423	0.470	scan
scandal	0.122	0.821	0.557	eskandalo
scandalous	0.135	0.907	0.556	eskandaloso
scanner	0.531	0.356	0.567	scanner
scanty	0.287	0.333	0.127	gamay ra
scape	0.290	0.625	0.536	scape
scapegoat	0.184	0.685	0.481	scapegoat
scar	0.146	0.500	0.397	pilas
scarab	0.406	0.458	0.267	scarab
scarce	0.292	0.324	0.218	nihit
scarcely	0.082	0.412	0.160	halos
scarcity	0.167	0.500	0.182	kanihit
scare	0.122	0.910	0.264	kahadlok
scarecrow	0.219	0.274	0.349	panakot
scared	0.146	0.828	0.185	nahadlok
scares	0.122	0.847	0.386	mga kahadlok
scarf	0.750	0.224	0.224	bandana
scarier	0.156	0.846	0.472	mas makahadlok
scariest	0.167	0.863	0.538	labing makahadlok
scarlet	0.507	0.390	0.411	eskarlata
scary	0.062	0.952	0.528	makahadlok
scat	0.337	0.548	0.409	nagkatag
scatter	0.229	0.620	0.404	pagsabwag
scattered	0.208	0.380	0.238	nagkatibulaag
scattering	0.347	0.550	0.394	pagsabwag
scavenger	0.177	0.578	0.408	tigpakaon
scenario	0.667	0.510	0.683	senaryo
scene	0.570	0.340	0.578	talan-awon
scenery	0.745	0.253	0.592	talan-awon
scenic	0.684	0.548	0.756	talan-awon
scent	0.633	0.410	0.491	baho
scented	0.865	0.509	0.431	mahumot
scepter	0.630	0.300	0.670	setro
sceptical	0.214	0.387	0.466	maduhaduhaon
scepticism	0.292	0.444	0.550	pagduhaduha
schadenfreude	0.354	0.640	0.463	schadenfreude
schedule	0.510	0.380	0.480	eskedyul
schematic	0.490	0.284	0.647	eskematiko
scheme	0.521	0.269	0.577	laraw
schilling	0.367	0.410	0.418	schilling
schism	0.280	0.569	0.386	pagkabahinbahin
schizophrenia	0.092	0.880	0.435	schizophrenia
schizophrenic	0.102	0.958	0.433	schizophrenic
schlep	0.302	0.426	0.382	schlep
schmuck	0.363	0.412	0.375	schmuck
schnapps	0.583	0.567	0.417	schnapps
schnitzel	0.365	0.430	0.382	schnitzel
scholar	0.694	0.421	0.731	iskolar
scholarly	0.750	0.466	0.709	eskolar
scholarship	0.866	0.490	0.625	scholarship
scholastic	0.500	0.470	0.491	eskolastiko
school	0.765	0.423	0.633	eskwelahan
schoolboy	0.623	0.385	0.441	schoolboy
schoolgirl	0.760	0.521	0.415	estudyante nga babaye
schoolhouse	0.602	0.407	0.672	balay sa eskwelahan
schooling	0.582	0.462	0.640	pag-eskwela
schoolmaster	0.667	0.368	0.852	magtutudlo sa eskwelahan
schoolteacher	0.521	0.380	0.632	magtutudlo sa eskwelahan
schoolwork	0.479	0.500	0.481	buluhaton sa eskwelahan
schoolyard	0.684	0.529	0.440	nataran sa eskwelahan
schooner	0.635	0.408	0.427	schooner
sciatica	0.286	0.443	0.393	sciatica
science	0.588	0.429	0.741	siyensya
scientific	0.653	0.510	0.836	siyentipikanhon
scientist	0.562	0.500	0.790	siyentista
scifi	0.592	0.570	0.394	scifi
scintilla	0.476	0.528	0.385	scintilla
scintillating	0.650	0.736	0.612	naggilakgilak
scintillation	0.576	0.579	0.573	pagsidlak
scintillator	0.583	0.670	0.510	scintillator
scion	0.490	0.380	0.451	kaliwat
scissors	0.458	0.462	0.302	gunting
