English Word	Valence	Arousal	Dominance	Japanese Word
searchlight	0.622	0.510	0.552	サーチライト
seared	0.229	0.410	0.398	たたき
seashore	0.796	0.310	0.375	海岸
seasick	0.115	0.683	0.245	シーシック
seaside	0.887	0.520	0.508	シーサイド
season	0.792	0.410	0.519	シーズン
seasonal	0.592	0.273	0.305	季節の
seasoned	0.812	0.570	0.509	味付けした
seasoning	0.633	0.388	0.479	調味料
seat	0.542	0.281	0.434	シート
seatbelt	0.656	0.314	0.726	シートベルト
seating	0.552	0.265	0.286	座席
seawater	0.760	0.197	0.491	海水
seaweed	0.446	0.286	0.382	海藻
sec	0.490	0.385	0.380	秒
secession	0.323	0.561	0.509	離脱
secluded	0.357	0.265	0.240	人里離れた
seclusion	0.230	0.558	0.505	隔離
second	0.490	0.210	0.250	2番目
second cousin	0.698	0.360	0.441	はとこ
secondary	0.636	0.375	0.260	二次
secondhand	0.194	0.389	0.283	中古
secrecy	0.294	0.549	0.475	秘密
secret	0.479	0.580	0.509	秘密
secretariat	0.518	0.459	0.597	事務局
secretary	0.612	0.426	0.561	秘書
secrete	0.427	0.567	0.518	分泌する
secretion	0.354	0.582	0.529	分泌
secretive	0.390	0.250	0.538	秘密主義
secretly	0.525	0.404	0.479	こっそり
sect	0.265	0.667	0.526	宗派
sectarian	0.260	0.606	0.517	宗派
section	0.500	0.269	0.421	セクション
sectional	0.427	0.415	0.464	セクショナル
sector	0.594	0.190	0.569	セクタ
secular	0.463	0.461	0.520	世俗的な
secularism	0.367	0.440	0.559	世俗主義
secure	0.844	0.380	0.914	安全
securities	0.750	0.304	0.852	有価証券
security	0.837	0.360	0.821	安全
sedan	0.480	0.423	0.680	セダン
sedate	0.656	0.157	0.345	鎮静する
sedation	0.510	0.270	0.398	鎮静
sedative	0.314	0.273	0.352	鎮静剤
sedentary	0.292	0.185	0.273	座りがちな
sedge	0.406	0.396	0.339	スゲ
sediment	0.438	0.306	0.372	堆積物
sedimentary	0.398	0.265	0.500	堆積物
sedition	0.327	0.557	0.591	扇動
seduce	0.462	0.864	0.689	誘惑する
seducer	0.704	0.812	0.775	誘惑者
seducing	0.569	0.794	0.708	誘惑する
seduction	0.510	0.891	0.618	誘惑
seductive	0.771	0.821	0.667	魅惑的な
see	0.635	0.269	0.312	見る
seed	0.656	0.135	0.306	シード
seedling	0.406	0.343	0.423	苗
seeds	0.731	0.269	0.418	種
seedy	0.229	0.390	0.325	みすぼらしい
seek	0.622	0.429	0.482	求める
seeker	0.646	0.464	0.553	探求者
seem	0.471	0.302	0.298	思われる
seemingly	0.490	0.410	0.356	一見
seer	0.604	0.481	0.740	先見者
seesaw	0.570	0.559	0.410	シーソー
seething	0.312	0.821	0.642	沸き立つ
segment	0.469	0.290	0.440	セグメント
segregate	0.290	0.627	0.440	分離する
segregated	0.164	0.575	0.411	隔離された
segregation	0.302	0.545	0.390	分離
seismic	0.323	0.925	0.578	地震
seize	0.656	0.644	0.673	つかむ
seizure	0.177	0.775	0.462	発作
seldom	0.323	0.379	0.287	滅多
select	0.615	0.406	0.602	選択する
selection	0.594	0.340	0.595	選択
selective	0.612	0.347	0.706	選択的
selectman	0.552	0.547	0.609	セレクトマン
selenium	0.469	0.408	0.336	セレン
self	0.704	0.370	0.500	自己
selfharm	0.350	0.620	0.407	自傷
selfish	0.061	0.637	0.495	自己中
selfishness	0.200	0.686	0.453	わがまま
selfless	0.521	0.235	0.396	無私の
selflove	0.854	0.630	0.661	自己愛
selfworth	0.704	0.460	0.594	自尊心
sell	0.618	0.608	0.605	売る
seller	0.635	0.471	0.635	売り手
sellout	0.398	0.490	0.465	売り切れ
seltzer	0.448	0.452	0.406	セルツァー
semantics	0.698	0.394	0.569	セマンティクス
semaphore	0.552	0.374	0.598	セマフォ
semblance	0.500	0.471	0.442	似ている
semen	0.500	0.755	0.471	精液
semester	0.521	0.327	0.482	学期
semi	0.296	0.345	0.304	セミ
semiautomatic	0.469	0.510	0.522	半自動
semicolon	0.378	0.255	0.318	セミコロン
seminal	0.459	0.413	0.566	精力的な
seminar	0.583	0.360	0.623	セミナー
seminary	0.594	0.367	0.589	神学校
semiotics	0.449	0.417	0.596	記号論
senate	0.490	0.349	0.836	上院
senator	0.391	0.422	0.821	上院議員
send	0.663	0.480	0.537	送信
sender	0.542	0.449	0.509	差出人
senescence	0.378	0.456	0.394	老化
senile	0.280	0.211	0.305	老人
senior	0.561	0.415	0.536	シニア
seniority	0.408	0.427	0.602	年功序列
senor	0.527	0.217	0.630	セニョール
senorita	0.765	0.550	0.500	セニョリータ
sensation	0.781	0.663	0.673	感覚
sensational	0.938	0.827	0.858	センセーショナル
sense	0.781	0.417	0.474	検出
senseless	0.125	0.388	0.136	無意味
senses	0.740	0.461	0.693	感覚
sensibility	0.583	0.423	0.448	感性
sensible	0.625	0.454	0.312	分別のある
sensibly	0.786	0.337	0.396	賢明に
sensitive	0.714	0.426	0.254	センシティブ
sensitivity	0.750	0.417	0.395	感度
sensor	0.571	0.377	0.542	センサー
sensory	0.583	0.480	0.442	感覚的な
sensual	0.730	0.790	0.642	官能的な
sensuality	0.844	0.840	0.632	官能
sensuous	0.854	0.798	0.625	官能的な
sentence	0.625	0.265	0.548	文
sentencing	0.120	0.782	0.561	量刑
sentient	0.583	0.417	0.363	感覚的な
sentiment	0.765	0.451	0.639	感情
sentimental	0.583	0.378	0.312	センチメンタル
sentimentality	0.771	0.548	0.319	感傷
sentinel	0.531	0.602	0.845	センチネル
sentry	0.470	0.547	0.684	衛兵
separable	0.469	0.390	0.368	分離可能
separate	0.240	0.514	0.349	分ける
separately	0.310	0.365	0.368	別々に
separation	0.198	0.592	0.409	分離
separatist	0.245	0.627	0.537	分離主義者
sepia	0.448	0.270	0.345	セピア
sepsis	0.229	0.452	0.327	敗血症
sept	0.521	0.333	0.361	9月
septic	0.281	0.462	0.425	敗血症
septum	0.276	0.423	0.410	セプタム
sequel	0.650	0.480	0.574	続編
sequence	0.543	0.350	0.529	順序
sequent	0.531	0.423	0.591	順次
sequestered	0.160	0.863	0.427	隔離された
sequestration	0.177	0.860	0.500	隔離
serenade	0.875	0.570	0.491	セレナーデ
serendipity	0.677	0.413	0.500	セレンディピティ
serene	0.802	0.132	0.370	穏やかな
serenity	0.900	0.122	0.557	静けさ
sergeant	0.408	0.600	0.833	軍曹
serial	0.469	0.350	0.472	シリアル
serialize	0.500	0.455	0.593	シリアライズ
series	0.622	0.431	0.420	シリーズ
serif	0.531	0.417	0.415	セリフ
serious	0.500	0.455	0.619	深刻
seriousness	0.439	0.365	0.750	真剣さ
sermon	0.417	0.507	0.615	説教
serpent	0.115	0.696	0.679	蛇
serpentine	0.576	0.646	0.329	曲がりくねった
serrated	0.388	0.435	0.418	鋸歯状
serum	0.520	0.231	0.443	血清
servant	0.340	0.408	0.331	サーバント
serve	0.622	0.400	0.384	仕える
server	0.656	0.356	0.536	サーバ
service	0.684	0.408	0.535	サービス
serviceable	0.834	0.400	0.684	修理可能
servile	0.439	0.327	0.415	卑屈な
servitude	0.250	0.490	0.250	奴隷状態
sesame	0.673	0.250	0.382	ごま
sess	0.418	0.481	0.411	セスする
session	0.510	0.481	0.491	セッション
sessions	0.646	0.578	0.650	セッション
set	0.521	0.482	0.630	設定
setback	0.198	0.451	0.250	挫折
sett	0.560	0.413	0.500	セット
setter	0.541	0.455	0.473	セッター
settle	0.833	0.520	0.772	解決
settled	0.521	0.510	0.473	決着
settlement	0.635	0.412	0.723	決済
settler	0.573	0.453	0.519	入植者
settlor	0.531	0.434	0.534	入植者
setup	0.667	0.398	0.635	設定
seven	0.672	0.265	0.373	セブン
seventeen	0.585	0.296	0.321	セブンティーン
seventh	0.500	0.245	0.288	セブンス
seventy	0.625	0.353	0.446	70
sever	0.156	0.635	0.451	断つ
severable	0.406	0.451	0.398	切断可能な
severally	0.719	0.298	0.600	別々に
severance	0.396	0.620	0.541	切断
severe	0.164	0.735	0.635	ひどい
severely	0.219	0.673	0.700	ひどく
severity	0.260	0.712	0.661	重大度
sew	0.510	0.340	0.340	縫う
sewage	0.255	0.343	0.339	下水
sewer	0.286	0.367	0.282	下水道
sewerage	0.208	0.450	0.198	下水
sewing	0.625	0.337	0.356	縫い
sex	0.803	0.939	0.704	セックス
sexist	0.255	0.798	0.411	性別差別
sexual	0.584	0.959	0.640	性的
sexuality	0.670	0.898	0.657	セクシュアリティ
sexy	0.865	0.945	0.802	セクシー
shabby	0.235	0.519	0.259	みすぼらしい
shack	0.396	0.425	0.339	小屋
shackle	0.276	0.580	0.414	シャックル
shade	0.388	0.265	0.278	シェード
shades	0.490	0.300	0.380	色合い
shading	0.420	0.324	0.318	シェーディング
shadow	0.302	0.343	0.158	影の多い
shadowy	0.135	0.373	0.330	陰気な
shady	0.323	0.509	0.375	日陰
shaft	0.549	0.275	0.472	軸
shag	0.417	0.462	0.340	シャグ
shaggy	0.510	0.302	0.321	毛むくじゃら
shake	0.439	0.689	0.539	振る
shakedown	0.286	0.692	0.481	シェイクダウン
shaken	0.344	0.657	0.333	揺れた
shaker	0.520	0.728	0.518	シェーカー
shaking	0.275	0.849	0.255	揺れる
shaky	0.260	0.734	0.223	揺れる
shall	0.510	0.385	0.412	しなければならない
shallow	0.427	0.298	0.351	浅い
shallows	0.388	0.368	0.368	浅瀬
sham	0.354	0.602	0.395	偽物
shaman	0.490	0.531	0.604	シャーマン
shambles	0.271	0.696	0.287	修羅場
shame	0.060	0.670	0.155	恥
shamed	0.135	0.567	0.218	恥ずかしい
shameful	0.040	0.680	0.264	恥ずかしい
shameless	0.274	0.713	0.407	恥知らず
shampoo	0.604	0.180	0.250	シャンプー
shanghai	0.551	0.450	0.509	上海
shank	0.530	0.393	0.286	シャンク
shanty	0.427	0.459	0.255	小屋
shape	0.592	0.240	0.422	形
shapely	0.771	0.441	0.830	格好良く
shard	0.388	0.407	0.426	シャード
share	0.759	0.548	0.545	シェア
shareholder	0.656	0.632	0.915	株主
sharing	0.827	0.462	0.545	共有
shark	0.260	0.845	0.596	鮫
sharp	0.459	0.585	0.585	シャープ
sharpen	0.582	0.694	0.611	研ぐ
sharpened	0.573	0.647	0.727	研ぎ澄まされた
sharpener	0.532	0.435	0.327	削り器
sharpness	0.729	0.385	0.653	切れ味
sharpshooter	0.240	0.929	0.764	狙撃手
shatter	0.108	0.821	0.464	粉々になる
shattered	0.097	0.806	0.309	粉々になった
shattering	0.135	0.760	0.475	粉々になる
shave	0.521	0.410	0.480	剃る
shaver	0.418	0.450	0.392	シェーバー
shaving	0.500	0.469	0.353	シェービング
shawl	0.720	0.365	0.230	ショール
sheaf	0.396	0.387	0.456	束
shear	0.286	0.647	0.388	剪断
shears	0.429	0.527	0.254	鋏
sheath	0.460	0.314	0.342	シース
sheathing	0.378	0.480	0.642	シース
shed	0.427	0.402	0.470	小屋
sheen	0.812	0.510	0.712	光沢
sheep	0.604	0.206	0.161	羊
sheepdog	0.684	0.442	0.529	牧羊犬
sheepish	0.326	0.441	0.205	しつこい
sheer	0.604	0.250	0.481	薄い
sheet	0.439	0.174	0.302	シート
sheik	0.521	0.579	0.708	シェイク
shelf	0.561	0.202	0.366	棚
shell	0.615	0.408	0.391	シェル
shellfish	0.594	0.412	0.393	貝
shelling	0.337	0.917	0.773	砲撃
shelter	0.704	0.229	0.569	シェルター
sheltered	0.590	0.377	0.717	保護された
shelters	0.582	0.333	0.482	シェルター
shelved	0.306	0.166	0.321	棚上げ
shepherd	0.656	0.304	0.610	羊飼い
sherbet	0.592	0.363	0.348	シャーベット
sheriff	0.602	0.541	0.802	シェリフ
sherry	0.594	0.477	0.315	シェリー
shield	0.510	0.373	0.663	シールド
shift	0.479	0.610	0.491	シフト
shifting	0.518	0.548	0.546	シフト
shifty	0.365	0.687	0.483	ずるい
shilling	0.521	0.342	0.430	シリング
shimmer	0.745	0.562	0.656	きらめき
shimmering	0.844	0.648	0.904	きらめく
shimmy	0.478	0.476	0.462	シミー
shin	0.459	0.500	0.231	すね
shindig	0.552	0.560	0.491	シンディグ
shine	0.844	0.539	0.741	輝く
shiner	0.740	0.510	0.556	シャイナー
shingle	0.510	0.200	0.410	帯状疱疹
shining	0.885	0.673	0.812	シャイニング
shiny	0.885	0.604	0.787	光沢のある
ship	0.646	0.500	0.439	輸送する
shipment	0.582	0.440	0.452	出荷
shipping	0.622	0.327	0.443	運送
shipshape	0.594	0.480	0.474	船型
shipwreck	0.268	0.768	0.373	難破船
shipyard	0.398	0.583	0.595	造船所
shire	0.479	0.257	0.609	シャイア
shirt	0.698	0.186	0.231	シャツ
shit	0.000	0.678	0.294	たわごと
shitday	0.281	0.658	0.390	たわごと
shitfaced	0.214	0.695	0.380	たわごと
shithead	0.120	0.645	0.302	たわごと
shitless	0.271	0.545	0.333	くだらない
shitload	0.020	0.606	0.161	たわごと
shittest	0.076	0.673	0.232	くそったれ
shitty	0.020	0.679	0.163	くだらない
shiver	0.260	0.765	0.236	震える
shivering	0.122	0.663	0.373	震え
shoals	0.396	0.408	0.375	浅瀬
shock	0.286	0.821	0.453	ショック
shocked	0.292	0.773	0.375	ショックを受けた
shocker	0.235	0.804	0.616	ショッカー
shocking	0.378	0.853	0.833	ショッキング
shockingly	0.510	0.924	0.721	ゾッとするほど
shoddy	0.082	0.463	0.179	見掛け倒し
shoe	0.517	0.225	0.288	靴
shoelace	0.396	0.280	0.307	靴紐
shoemaker	0.396	0.269	0.491	靴屋
shoes	0.729	0.324	0.210	靴
shoeshine	0.392	0.387	0.325	靴磨き
shook	0.163	0.759	0.509	震えた
shoot	0.092	0.926	0.625	シュート
shooter	0.224	0.814	0.774	シューター
shooting	0.276	0.931	0.602	撮影
shootout	0.080	0.927	0.615	銃撃戦
shop	0.725	0.632	0.565	店
shopkeeper	0.677	0.510	0.730	店主
shoplifter	0.167	0.830	0.500	万引き犯
shoplifting	0.152	0.833	0.441	万引き
shopper	0.646	0.615	0.741	買い物客
shopping	0.915	0.445	0.630	買い物
shore	0.542	0.304	0.204	海岸
shoreline	0.677	0.296	0.529	海岸線
shorn	0.396	0.415	0.400	刈った
short	0.184	0.264	0.237	短い
short story	0.697	0.321	0.348	ショートストーリー
shortage	0.094	0.455	0.198	不足
shortcake	0.677	0.359	0.398	ショートケーキ
shortcoming	0.195	0.370	0.258	欠点
shortcut	0.594	0.308	0.426	ショートカット
shorten	0.302	0.382	0.460	短くする
shortening	0.286	0.333	0.385	ショートニング
shorthand	0.459	0.450	0.461	速記
shortly	0.582	0.310	0.360	まもなく
shortness	0.459	0.280	0.272	短さ
shorts	0.622	0.481	0.287	ショーツ
shortstop	0.418	0.529	0.450	遊撃手
shortwave	0.460	0.271	0.368	短波
shot	0.144	0.750	0.569	ショット
shotgun	0.200	0.868	0.684	散弾銃
shoulder	0.562	0.286	0.406	ショルダー
shout	0.229	0.925	0.444	叫ぶ
shove	0.306	0.690	0.602	突く
shovel	0.427	0.308	0.267	シャベル
shoveling	0.265	0.620	0.537	雪かき
show	0.673	0.771	0.719	見せる
showbiz	0.661	0.713	0.598	芸能界
showboat	0.618	0.625	0.509	ビッグボート
showcase	0.521	0.255	0.415	ショーケース
showdown	0.302	0.950	0.692	対決
shower	0.669	0.346	0.336	シャワー
showgirl	0.633	0.694	0.481	ショーガール
showing	0.622	0.540	0.491	見せている
showoff	0.344	0.598	0.463	見せびらかす
showroom	0.740	0.441	0.536	ショールーム
showy	0.698	0.657	0.661	派手
shrapnel	0.240	0.740	0.681	破片
shred	0.224	0.750	0.627	シュレッド
shrew	0.306	0.463	0.390	じゃじゃ馬
shrewd	0.551	0.673	0.816	抜け目のない
shriek	0.459	0.827	0.491	悲鳴
shrill	0.312	0.721	0.640	甲高い
shrimp	0.571	0.361	0.425	エビ
shrine	0.802	0.255	0.574	神社
shrink	0.385	0.453	0.272	縮む
shrinking	0.190	0.400	0.217	収縮
shrivel	0.160	0.409	0.143	しわが寄る
shroud	0.417	0.457	0.389	シュラウド
shrub	0.531	0.340	0.340	低木
shrubbery	0.490	0.267	0.332	植え込み
shrug	0.208	0.296	0.278	肩をすくめる
shrunk	0.163	0.354	0.218	縮んだ
shrunken	0.500	0.373	0.221	縮んだ
shudder	0.344	0.791	0.559	身震い
shuddering	0.302	0.802	0.638	身震い
shuffle	0.459	0.450	0.556	シャッフル
shuffleboard	0.531	0.459	0.377	シャッフルボード
shuffling	0.521	0.408	0.293	シャッフリング
shun	0.418	0.604	0.389	避ける
shunned	0.271	0.464	0.367	敬遠された
shunt	0.312	0.500	0.470	シャント
shut	0.240	0.352	0.311	シャット
shutdown	0.173	0.367	0.418	シャットダウン
shuteye	0.521	0.430	0.431	シャットアイ
shutit	0.281	0.442	0.480	黙れ
shutter	0.191	0.380	0.482	シャッター
shuttle	0.531	0.591	0.547	シャトル
shutup	0.333	0.560	0.491	うるさい
shy	0.280	0.153	0.132	シャイ
shyness	0.312	0.265	0.246	内気
shyster	0.292	0.567	0.424	シャイスター
sib	0.698	0.298	0.593	同胞
sibling	0.857	0.340	0.636	兄弟
sic	0.370	0.459	0.380	シック
sick	0.104	0.431	0.136	病気
sickbay	0.296	0.510	0.345	病室
sicken	0.051	0.500	0.294	病んだ
sickening	0.074	0.618	0.259	気分が悪くなる
sickle	0.427	0.585	0.370	鎌
sickly	0.188	0.550	0.191	病弱
sickness	0.094	0.704	0.288	病気
side	0.439	0.288	0.395	側
sidearm	0.410	0.474	0.500	サイドアーム
sidebar	0.469	0.364	0.405	サイドバー
sideboard	0.590	0.259	0.426	サイドボード
sideburns	0.777	0.327	0.308	もみあげ
sidecar	0.552	0.449	0.500	サイドカー
sidekick	0.602	0.439	0.509	相棒
sideline	0.440	0.382	0.517	副業
sideshow	0.458	0.594	0.658	余興
sidestep	0.378	0.559	0.407	横歩き
sidewalk	0.479	0.192	0.348	歩道
sideways	0.788	0.245	0.291	横向き
sidewinder	0.500	0.500	0.439	サイドワインダー
siege	0.271	0.750	0.567	包囲
siesta	0.740	0.046	0.295	シエスタ
sieve	0.459	0.250	0.333	ふるい
sift	0.542	0.412	0.461	ふるいにかける
sifting	0.571	0.469	0.474	ふるいにかける
sigh	0.469	0.387	0.273	はぁ
sight	0.684	0.250	0.528	視力
sighting	0.582	0.560	0.627	目撃
sightseeing	0.875	0.552	0.697	観光
sigma	0.490	0.472	0.535	シグマ
sign	0.620	0.481	0.397	サイン
signal	0.615	0.417	0.464	信号
signature	0.570	0.422	0.657	サイン
significance	0.820	0.460	0.644	意義
significant	0.827	0.649	0.786	重要
signification	0.583	0.337	0.530	意味付け
signify	0.453	0.422	0.634	意味する
signpost	0.510	0.400	0.446	道標
silence	0.438	0.200	0.223	沈黙
silencer	0.417	0.356	0.482	サイレンサー
silent	0.469	0.125	0.280	静けさ
silently	0.448	0.185	0.306	黙って
silhouette	0.582	0.410	0.288	シルエット
silicon	0.439	0.448	0.445	ケイ素
silicone	0.480	0.340	0.333	シリコーン
silk	0.760	0.115	0.300	シルク
silken	0.730	0.265	0.394	絹のような
silky	0.802	0.397	0.271	シルキー
sill	0.433	0.375	0.324	敷居
silliness	0.327	0.368	0.192	愚かさ
silly	0.384	0.349	0.161	馬鹿な
silo	0.400	0.365	0.357	サイロ
silt	0.510	0.269	0.200	シルト
silver	0.684	0.451	0.615	銀
silverware	0.663	0.365	0.409	銀器
silvery	0.543	0.460	0.517	銀色
similar	0.562	0.250	0.423	似ている
similarity	0.729	0.255	0.518	類似性
simile	0.615	0.363	0.464	比喩
simmer	0.650	0.293	0.393	煮る
simmering	0.382	0.613	0.412	とろとろ
simple	0.653	0.130	0.314	単純
simples	0.724	0.240	0.263	シンプル
simpleton	0.429	0.144	0.358	シンプトン
simplicity	0.667	0.250	0.337	シンプルさ
simplify	0.565	0.347	0.602	簡素化する
simplistic	0.490	0.245	0.391	単純な
simply	0.535	0.148	0.393	単に
simulate	0.551	0.375	0.417	シミュレートする
simulated	0.500	0.461	0.356	シミュレートされた
simulating	0.552	0.462	0.481	シミュレート
simulation	0.552	0.574	0.567	シミュレーション
simulator	0.677	0.559	0.583	シミュレーター
simultaneous	0.691	0.577	0.554	同時に
simultaneously	0.656	0.490	0.609	同時に
sin	0.177	0.712	0.449	罪
sincere	0.918	0.265	0.725	誠実
sincerity	0.908	0.351	0.686	誠実さ
sinful	0.143	0.788	0.417	罪深い
sing	0.858	0.606	0.420	歌う
singer	0.802	0.735	0.628	歌手
singing	0.885	0.594	0.528	歌う
single	0.291	0.354	0.259	独身
singly	0.553	0.354	0.466	一人で
singular	0.610	0.302	0.482	特異な
singularity	0.582	0.348	0.654	特異点
singularly	0.571	0.330	0.527	単独で
sinister	0.125	0.896	0.581	不吉な
sink	0.375	0.439	0.322	シンク
sinker	0.302	0.557	0.538	シンカー
sinking	0.135	0.439	0.342	沈む
sinner	0.237	0.667	0.356	罪人
sinning	0.170	0.700	0.422	罪を犯している
sinus	0.531	0.563	0.340	副鼻腔
sip	0.375	0.380	0.213	一口
siphon	0.354	0.333	0.435	サイフォン
sipping	0.469	0.349	0.377	すすっている
sir	0.622	0.306	0.778	お客様
sire	0.854	0.452	0.808	父
siren	0.570	0.627	0.500	サイレン
sirloin	0.546	0.418	0.373	サーロイン
sissy	0.333	0.562	0.232	弱虫
sister	0.916	0.324	0.562	妹
sisterhood	0.837	0.415	0.696	姉妹関係
sit	0.561	0.230	0.368	座る
sitcom	0.562	0.537	0.407	シットコム
site	0.677	0.265	0.452	サイト
sith	0.439	0.564	0.373	シス
sitter	0.656	0.429	0.404	シッター
sitting	0.561	0.146	0.353	座っている
situate	0.510	0.310	0.483	位置する
situated	0.542	0.231	0.543	位置する
situation	0.531	0.387	0.600	状況
six	0.500	0.154	0.271	六
sixpence	0.469	0.417	0.463	6ペンス
sixteen	0.583	0.290	0.324	16
sixth	0.521	0.275	0.366	6番目
sixty	0.694	0.240	0.433	60
sizable	0.727	0.337	0.657	かなりの
size	0.531	0.336	0.569	サイズ
sizzle	0.427	0.704	0.368	シズル
ska	0.458	0.575	0.245	スカ
skate	0.740	0.653	0.508	スケート
skateboard	0.677	0.550	0.353	スケートボード
skater	0.633	0.774	0.652	スケーター
skating	0.745	0.673	0.435	スケート
skedaddle	0.427	0.596	0.422	スケダドル
skeet	0.469	0.549	0.413	スキート
skein	0.449	0.372	0.287	かせ
skeletal	0.306	0.558	0.318	骨格的な
skeleton	0.183	0.464	0.343	スケルトン
skeptic	0.135	0.440	0.500	懐疑的
skeptical	0.207	0.500	0.452	懐疑的
skepticism	0.229	0.480	0.582	懐疑論
sketch	0.704	0.276	0.420	スケッチ
sketching	0.729	0.327	0.400	スケッチ
sketchy	0.333	0.479	0.241	大ざっぱな
skewed	0.340	0.480	0.361	歪んだ
skewer	0.470	0.365	0.457	串
ski	0.684	0.670	0.471	スキー
skid	0.357	0.640	0.440	スキッド
skier	0.802	0.788	0.639	スキーヤー
skiff	0.479	0.375	0.472	スキフ
skiing	0.823	0.824	0.620	スキー
skijump	0.635	0.647	0.482	スキージャンプ
skill	0.847	0.701	0.833	スキル
skilled	0.886	0.614	0.929	熟練した
skillet	0.510	0.296	0.345	スキレット
skillful	0.802	0.616	0.908	巧みな
skim	0.418	0.328	0.322	スキム
skimpy	0.302	0.349	0.208	露出度の高い
skin	0.569	0.350	0.395	肌
skinny	0.333	0.333	0.298	スキニー
skip	0.458	0.804	0.439	スキップ
skipper	0.440	0.577	0.692	スキッパー
skirmish	0.290	0.640	0.474	小競り合い
skirt	0.602	0.463	0.226	スカート
skirting	0.449	0.529	0.386	幅木
skirts	0.622	0.538	0.241	スカート
skit	0.438	0.434	0.421	寸劇
skittish	0.156	0.815	0.172	ずる賢い
skull	0.276	0.558	0.574	頭蓋骨
skunk	0.284	0.491	0.380	スカンク
sky	0.958	0.234	0.401	空
skylight	0.708	0.314	0.343	天窓
skyline	0.592	0.412	0.662	スカイライン
skyscraper	0.622	0.696	0.798	超高層ビル
slab	0.398	0.265	0.264	スラブ
slack	0.521	0.283	0.446	スラック
slag	0.266	0.600	0.254	スラグ
slam	0.459	0.577	0.480	スラム
slammer	0.417	0.565	0.391	スラマー
slander	0.184	0.604	0.454	中傷
slanderous	0.057	0.800	0.337	誹謗中傷
slang	0.479	0.418	0.491	スラング
slant	0.469	0.396	0.536	傾斜
slap	0.100	0.804	0.518	平手打ち
slash	0.260	0.500	0.509	スラッシュ
slashes	0.330	0.328	0.410	スラッシュ
slate	0.531	0.283	0.431	スレート
slates	0.500	0.270	0.342	スレート
slaughter	0.052	0.953	0.602	虐殺
slaughterhouse	0.146	0.794	0.472	食肉処理場
slaughtering	0.133	0.947	0.714	屠殺
slave	0.171	0.795	0.151	スレーブ
slavery	0.052	0.783	0.218	奴隷制
slay	0.133	0.920	0.585	殺す
slayer	0.041	0.930	0.661	スレイヤー
sleaze	0.312	0.538	0.405	ずるい
sleazy	0.292	0.674	0.370	下品な
sled	0.635	0.547	0.446	そり
sledding	0.625	0.547	0.422	そり
sledge	0.646	0.500	0.361	そり
sledgehammer	0.449	0.479	0.482	大型ハンマー、大槌
sleek	0.750	0.484	0.643	なめらかな
sleep	0.719	0.090	0.339	寝る
sleeper	0.640	0.154	0.254	枕木
sleeping	0.704	0.091	0.312	睡眠
sleepless	0.213	0.410	0.207	不眠
sleeplessness	0.104	0.604	0.202	不眠
sleepover	0.815	0.519	0.340	外泊
sleepy	0.604	0.125	0.250	眠いです
sleepyhead	0.327	0.350	0.294	寝坊
sleet	0.410	0.355	0.395	みぞれ
sleeve	0.531	0.270	0.273	スリーブ
sleeveless	0.638	0.290	0.200	ノースリーブ
sleigh	0.742	0.551	0.396	そり
sleight	0.719	0.677	0.379	早業
slender	0.812	0.548	0.664	細い
sleuth	0.460	0.633	0.676	探偵
slice	0.583	0.375	0.303	スライス
slick	0.388	0.383	0.349	滑らかな
slicker	0.727	0.387	0.519	スリッカー
slide	0.615	0.435	0.432	滑り台
slider	0.585	0.491	0.518	スライダー
sliding	0.356	0.730	0.491	スライディング
slight	0.521	0.240	0.155	わずかな
slight anticipation	0.562	0.490	0.445	わずかな期待
slight disgust	0.156	0.578	0.318	わずかな嫌悪感
slight surprise	0.677	0.746	0.557	ちょっとした驚き
slight trust	0.306	0.400	0.245	わずかな信頼
slightly	0.470	0.274	0.255	少し
slightly negative	0.190	0.472	0.259	ややネガティブ
slightly positive	0.792	0.480	0.567	ややポジティブ
slim	0.562	0.180	0.296	スリム
slime	0.300	0.370	0.183	スライム
slimy	0.177	0.500	0.309	ぬるぬる
sling	0.417	0.423	0.404	スリング
slingshot	0.323	0.654	0.474	パチンコ
slink	0.460	0.546	0.314	スリンク
slinky	0.400	0.637	0.603	スリンキー
slip	0.316	0.714	0.321	スリップ
slipper	0.635	0.298	0.245	スリッパ
slippers	0.573	0.413	0.236	スリッパ
slippery	0.219	0.740	0.343	滑りやすい
slit	0.406	0.490	0.366	スリット
sliver	0.388	0.347	0.291	スライバー
slob	0.275	0.365	0.300	だらしない
slobber	0.350	0.375	0.278	よだれ
slogan	0.550	0.216	0.564	スローガン
sloop	0.480	0.375	0.380	スループ
slop	0.306	0.409	0.325	スロップ
slope	0.347	0.438	0.279	スロープ
sloppy	0.303	0.441	0.183	ずさんな
slot	0.469	0.337	0.337	スロット
sloth	0.198	0.140	0.125	怠惰
slouch	0.365	0.450	0.328	前かがみ
slough	0.265	0.390	0.200	スラフ
slow	0.357	0.073	0.131	スロー
slowly	0.427	0.185	0.295	ゆっくり
slowness	0.302	0.212	0.191	遅さ
sludge	0.354	0.396	0.229	スラッジ
slug	0.276	0.370	0.160	ナメクジ
slugger	0.458	0.500	0.518	スラッガー
sluggish	0.224	0.124	0.155	鈍い
sluice	0.427	0.520	0.365	水門
slum	0.292	0.528	0.302	スラム
slumber	0.592	0.191	0.426	眠り
